ID;Nomenclature;CountriesGroups;Periods;Imports_1;Exports_2;BalanceOfTrade_3
2325;Total goods;Greece;2004 December;28348.0;180753.0;152405.0
2326;Total goods;Greece;2004;364074.0;2215476.0;1851402.0
2327;Total goods;Greece;2005 January;23664.0;180489.0;156825.0
2328;Total goods;Greece;2005 February;24525.0;178190.0;153665.0
2329;Total goods;Greece;2005 March;23302.0;215341.0;192039.0
2330;Total goods;Greece;2005 April;27411.0;179265.0;151854.0
2331;Total goods;Greece;2005 May;25216.0;171732.0;146516.0
2332;Total goods;Greece;2005 June;32021.0;192545.0;160524.0
2333;Total goods;Greece;2005 July;28870.0;179233.0;150363.0
2334;Total goods;Greece;2005 August;28829.0;172035.0;143206.0
2335;Total goods;Greece;2005 September;38873.0;228132.0;189259.0
2336;Total goods;Greece;2005 October;26145.0;211157.0;185012.0
2337;Total goods;Greece;2005 November;27476.0;200712.0;173236.0
2338;Total goods;Greece;2005 December;25719.0;224461.0;198742.0
2339;Total goods;Greece;2005;332051.0;2333292.0;2001241.0
2340;Total goods;Greece;2006 January;27830.0;183547.0;155717.0
2341;Total goods;Greece;2006 February;26066.0;199058.0;172992.0
2342;Total goods;Greece;2006 March;31228.0;211100.0;179872.0
2343;Total goods;Greece;2006 April;29787.0;181600.0;151813.0
2344;Total goods;Greece;2006 May;28770.0;241201.0;212431.0
2345;Total goods;Greece;2006 June;30554.0;233624.0;203070.0
2346;Total goods;Greece;2006 July;31895.0;198277.0;166382.0
2347;Total goods;Greece;2006 August;27912.0;177124.0;149212.0
2348;Total goods;Greece;2006 September;25894.0;208936.0;183042.0
2349;Total goods;Greece;2006 October;29290.0;216089.0;186799.0
2350;Total goods;Greece;2006 November;26048.0;227095.0;201047.0
2351;Total goods;Greece;2006 December;22066.0;212768.0;190702.0
2352;Total goods;Greece;2006;337340.0;2490419.0;2153079.0
2353;Total goods;Greece;2007 January;26007.0;231201.0;205194.0
2354;Total goods;Greece;2007 February;36839.0;208312.0;171473.0
2355;Total goods;Greece;2007 March;36232.0;244248.0;208016.0
2356;Total goods;Greece;2007 April;34872.0;187934.0;153062.0
2357;Total goods;Greece;2007 May;33825.0;205857.0;172032.0
2358;Total goods;Greece;2007 June;35363.0;229042.0;193679.0
2359;Total goods;Greece;2007 July;28515.0;201923.0;173408.0
2360;Total goods;Greece;2007 August;27359.0;191794.0;164435.0
2361;Total goods;Greece;2007 September;27175.0;216297.0;189122.0
2362;Total goods;Greece;2007 October;33684.0;262354.0;228670.0
2363;Total goods;Greece;2007 November;32346.0;298036.0;265690.0
2364;Total goods;Greece;2007 December;30050.0;252174.0;222124.0
2365;Total goods;Greece;2007;382267.0;2729172.0;2346905.0
2366;Total goods;Greece;2008 January;33134.0;296527.0;263393.0
2367;Total goods;Greece;2008 February;30882.0;250904.0;220022.0
2368;Total goods;Greece;2008 March;32063.0;252954.0;220891.0
2369;Total goods;Greece;2008 April;37626.0;246872.0;209246.0
2370;Total goods;Greece;2008 May;35845.0;255994.0;220149.0
2371;Total goods;Greece;2008 June;38937.0;250294.0;211357.0
2372;Total goods;Greece;2008 July;41023.0;260194.0;219171.0
2373;Total goods;Greece;2008 August;29233.0;210940.0;181707.0
2374;Total goods;Greece;2008 September;34110.0;246886.0;212776.0
2375;Total goods;Greece;2008 October;37891.0;286146.0;248255.0
2376;Total goods;Greece;2008 November;52618.0;249688.0;197070.0
2377;Total goods;Greece;2008 December;28346.0;210549.0;182203.0
2378;Total goods;Greece;2008;431708.0;3017948.0;2586240.0
2379;Total goods;Greece;2009 January;27004.0;196417.0;169413.0
2380;Total goods;Greece;2009 February;25265.0;214594.0;189329.0
2381;Total goods;Greece;2009 March;26750.0;218332.0;191582.0
2382;Total goods;Greece;2009 April;26040.0;207644.0;181604.0
2383;Total goods;Greece;2009 May;26719.0;208654.0;181935.0
2384;Total goods;Greece;2009 June;31244.0;263770.0;232526.0
2385;Total goods;Greece;2009 July;31780.0;235653.0;203873.0
2386;Total goods;Greece;2009 August;40303.0;169199.0;128896.0
2387;Total goods;Greece;2009 September;48427.0;198120.0;149693.0
2388;Total goods;Greece;2009 October;42199.0;219216.0;177017.0
2389;Total goods;Greece;2009 November;28799.0;230607.0;201808.0
2390;Total goods;Greece;2009 December;34694.0;208668.0;173974.0
2391;Total goods;Greece;2009;389224.0;2570874.0;2181650.0
2392;Total goods;Greece;2010 January;26719.0;210240.0;183521.0
2393;Total goods;Greece;2010 February;25146.0;196516.0;171370.0
2394;Total goods;Greece;2010 March;49325.0;245345.0;196020.0
2395;Total goods;Greece;2010 April;26139.0;191028.0;164889.0
2396;Total goods;Greece;2010 May;25733.0;191338.0;165605.0
2397;Total goods;Greece;2010 June;36019.0;198079.0;162060.0
2398;Total goods;Greece;2010 July;33981.0;237583.0;203602.0
2399;Total goods;Greece;2010 August;34504.0;201862.0;167358.0
2400;Total goods;Greece;2010 September;35110.0;212554.0;177444.0
2401;Total goods;Greece;2010 October;41463.0;239738.0;198275.0
2402;Total goods;Greece;2010 November;29828.0;210804.0;180976.0
2403;Total goods;Greece;2010 December;30400.0;182967.0;152567.0
2404;Total goods;Greece;2010;394367.0;2518054.0;2123687.0
2405;Total goods;Greece;2011 January;28701.0;188174.0;159473.0
2406;Total goods;Greece;2011 February;35977.0;186133.0;150156.0
2407;Total goods;Greece;2011 March;37514.0;199265.0;161751.0
2408;Total goods;Greece;2011 April;42331.0;182181.0;139850.0
2409;Total goods;Greece;2011 May;48644.0;191183.0;142539.0
2410;Total goods;Greece;2011 June;45451.0;192187.0;146736.0
2411;Total goods;Greece;2011 July;36908.0;194479.0;157571.0
2412;Total goods;Greece;2011 August;34481.0;227270.0;192789.0
2413;Total goods;Greece;2011 September;47635.0;198043.0;150408.0
2414;Total goods;Greece;2011 October;41091.0;170341.0;129250.0
2415;Total goods;Greece;2011 November;51281.0;175507.0;124226.0
2416;Total goods;Greece;2011 December;34135.0;180340.0;146205.0
2417;Total goods;Greece;2011;484149.0;2285103.0;1800954.0
2418;Total goods;Greece;2012 January;49893.0;170385.0;120492.0
2419;Total goods;Greece;2012 February;36554.0;167262.0;130708.0
2420;Total goods;Greece;2012 March;39412.0;174706.0;135294.0
2421;Total goods;Greece;2012 April;41205.0;151986.0;110781.0
2422;Total goods;Greece;2012 May;37352.0;176141.0;138789.0
2423;Total goods;Greece;2012 June;37282.0;173523.0;136241.0
2424;Total goods;Greece;2012 July;45957.0;168707.0;122750.0
2425;Total goods;Greece;2012 August;32856.0;148199.0;115343.0
2426;Total goods;Greece;2012 September;34087.0;191297.0;157210.0
2427;Total goods;Greece;2012 October;35710.0;164720.0;129010.0
2428;Total goods;Greece;2012 November;54733.0;170064.0;115331.0
2429;Total goods;Greece;2012 December;35503.0;178607.0;143104.0
2430;Total goods;Greece;2012;480544.0;2035597.0;1555053.0
2431;Total goods;Portugal;1996 January;96099.0;100816.0;4717.0
2432;Total goods;Portugal;1996 February;84278.0;83985.0;-294.0
2433;Total goods;Portugal;1996 March;88761.0;97685.0;8924.0
2434;Total goods;Portugal;1996 April;66893.0;86890.0;19997.0
2435;Total goods;Portugal;1996 May;73423.0;89522.0;16099.0
2436;Total goods;Portugal;1996 June;71610.0;88453.0;16843.0
2437;Total goods;Portugal;1996 July;90591.0;94090.0;3499.0
2438;Total goods;Portugal;1996 August;73263.0;84161.0;10898.0
2439;Total goods;Portugal;1996 September;77973.0;94330.0;16357.0
2440;Total goods;Portugal;1996 October;82938.0;115242.0;32304.0
2441;Total goods;Portugal;1996 November;69107.0;105158.0;36051.0
2442;Total goods;Portugal;1996 December;85073.0;106822.0;21749.0
2443;Total goods;Portugal;1996;960008.0;1147153.0;187145.0
2444;Total goods;Portugal;1997 January;88362.0;106598.0;18237.0
2445;Total goods;Portugal;1997 February;75221.0;100037.0;24816.0
2446;Total goods;Portugal;1997 March;86184.0;111315.0;25131.0
2447;Total goods;Portugal;1997 April;80443.0;108082.0;27640.0
2448;Total goods;Portugal;1997 May;77856.0;100075.0;22219.0
2449;Total goods;Portugal;1997 June;79628.0;112513.0;32885.0
2450;Total goods;Portugal;1997 July;95683.0;104162.0;8479.0
2451;Total goods;Portugal;1997 August;77905.0;95731.0;17826.0
2452;Total goods;Portugal;1997 September;76596.0;119311.0;42715.0
2453;Total goods;Portugal;1997 October;80944.0;122951.0;42006.0
2454;Total goods;Portugal;1997 November;83121.0;118469.0;35349.0
2455;Total goods;Portugal;1997 December;83196.0;114761.0;31566.0
2456;Total goods;Portugal;1997;985137.0;1314005.0;328868.0
2457;Total goods;Portugal;1998 January;87001.0;121447.0;34446.0
2458;Total goods;Portugal;1998 February;92527.0;119131.0;26604.0
2459;Total goods;Portugal;1998 March;97908.0;136227.0;38319.0
2460;Total goods;Portugal;1998 April;83313.0;120774.0;37461.0
2461;Total goods;Portugal;1998 May;76897.0;122051.0;45154.0
2462;Total goods;Portugal;1998 June;95513.0;122490.0;26976.0
2463;Total goods;Portugal;1998 July;93140.0;129662.0;36522.0
2464;Total goods;Portugal;1998 August;75961.0;113940.0;37979.0
2465;Total goods;Portugal;1998 September;91120.0;133225.0;42105.0
2466;Total goods;Portugal;1998 October;86653.0;135891.0;49238.0
2467;Total goods;Portugal;1998 November;77196.0;129659.0;52463.0
2468;Total goods;Portugal;1998 December;82844.0;133354.0;50509.0
2469;Total goods;Portugal;1998;1040072.0;1517850.0;477778.0
2470;Total goods;Portugal;1999 January;79030.0;133007.0;53977.0
2471;Total goods;Portugal;1999 February;71155.0;118731.0;47576.0
2472;Total goods;Portugal;1999 March;80158.0;139577.0;59419.0
2473;Total goods;Portugal;1999 April;79935.0;118864.0;38929.0
2474;Total goods;Portugal;1999 May;82990.0;123139.0;40150.0
2475;Total goods;Portugal;1999 June;78285.0;123619.0;45334.0
2476;Total goods;Portugal;1999 July;82222.0;133219.0;50997.0
2477;Total goods;Portugal;1999 August;64772.0;105938.0;41166.0
2478;Total goods;Portugal;1999 September;72549.0;139853.0;67304.0
2479;Total goods;Portugal;1999 October;74778.0;135788.0;61011.0
2480;Total goods;Portugal;1999 November;91611.0;142995.0;51384.0
2481;Total goods;Portugal;1999 December;92010.0;148314.0;56303.0
2482;Total goods;Portugal;1999;949495.0;1563044.0;613549.0
2483;Total goods;Portugal;2000 January;88145.0;140729.0;52585.0
2484;Total goods;Portugal;2000 February;94354.0;143971.0;49617.0
2485;Total goods;Portugal;2000 March;96542.0;173975.0;77434.0
2486;Total goods;Portugal;2000 April;73764.0;173884.0;100120.0
2487;Total goods;Portugal;2000 May;98140.0;164659.0;66519.0
2488;Total goods;Portugal;2000 June;100636.0;161107.0;60471.0
2489;Total goods;Portugal;2000 July;98633.0;142622.0;43989.0
2490;Total goods;Portugal;2000 August;96991.0;137555.0;40563.0
2491;Total goods;Portugal;2000 September;86228.0;157295.0;71067.0
2492;Total goods;Portugal;2000 October;98747.0;166482.0;67735.0
2493;Total goods;Portugal;2000 November;99733.0;177884.0;78151.0
2494;Total goods;Portugal;2000 December;97083.0;161183.0;64100.0
2495;Total goods;Portugal;2000;1128994.0;1901345.0;772351.0
2496;Total goods;Portugal;2001 January;104103.0;172892.0;68789.0
2497;Total goods;Portugal;2001 February;106834.0;166139.0;59305.0
2498;Total goods;Portugal;2001 March;111369.0;184723.0;73354.0
2499;Total goods;Portugal;2001 April;87111.0;157444.0;70333.0
2500;Total goods;Portugal;2001 May;105798.0;160204.0;54406.0
2501;Total goods;Portugal;2001 June;94217.0;163442.0;69225.0
2502;Total goods;Portugal;2001 July;104570.0;157484.0;52914.0
2503;Total goods;Portugal;2001 August;75438.0;139670.0;64232.0
2504;Total goods;Portugal;2001 September;77287.0;161527.0;84240.0
2505;Total goods;Portugal;2001 October;93659.0;163806.0;70147.0
2506;Total goods;Portugal;2001 November;84777.0;172420.0;87643.0
2507;Total goods;Portugal;2001 December;99657.0;153897.0;54240.0
2508;Total goods;Portugal;2001;1144820.0;1953648.0;808828.0
2509;Total goods;Portugal;2002 January;91606.0;163253.0;71647.0
2510;Total goods;Portugal;2002 February;87075.0;144216.0;57141.0
2511;Total goods;Portugal;2002 March;132237.0;151664.0;19427.0
2512;Total goods;Portugal;2002 April;97793.0;136758.0;38965.0
2513;Total goods;Portugal;2002 May;89323.0;154384.0;65061.0
2514;Total goods;Portugal;2002 June;77306.0;136790.0;59484.0
2515;Total goods;Portugal;2002 July;103469.0;139544.0;36075.0
2516;Total goods;Portugal;2002 August;88284.0;118907.0;30623.0
2517;Total goods;Portugal;2002 September;95044.0;148429.0;53385.0
2518;Total goods;Portugal;2002 October;98452.0;170856.0;72404.0
2519;Total goods;Portugal;2002 November;102430.0;154781.0;52351.0
2520;Total goods;Portugal;2002 December;106819.0;137715.0;30896.0
2521;Total goods;Portugal;2002;1169838.0;1757297.0;587459.0
2522;Total goods;Portugal;2003 January;92958.0;182911.0;89953.0
2523;Total goods;Portugal;2003 February;95396.0;157841.0;62445.0
2524;Total goods;Portugal;2003 March;95204.0;158003.0;62799.0
2525;Total goods;Portugal;2003 April;91059.0;143492.0;52433.0
2526;Total goods;Portugal;2003 May;102630.0;143098.0;40468.0
2527;Total goods;Portugal;2003 June;93212.0;158924.0;65712.0
2528;Total goods;Portugal;2003 July;105391.0;160508.0;55117.0
2529;Total goods;Portugal;2003 August;84415.0;131087.0;46672.0
2530;Total goods;Portugal;2003 September;76330.0;159509.0;83179.0
2531;Total goods;Portugal;2003 October;90471.0;177086.0;86615.0
2532;Total goods;Portugal;2003 November;87635.0;161214.0;73579.0
2533;Total goods;Portugal;2003 December;97797.0;154374.0;56577.0
2534;Total goods;Portugal;2003;1112498.0;1888047.0;775549.0
2535;Total goods;Portugal;2004 January;97862.0;157752.0;59890.0
2536;Total goods;Portugal;2004 February;90007.0;144726.0;54719.0
2537;Total goods;Portugal;2004 March;100890.0;184127.0;83237.0
2538;Total goods;Portugal;2004 April;92201.0;160427.0;68226.0
2539;Total goods;Portugal;2004 May;90180.0;159860.0;69680.0
2540;Total goods;Portugal;2004 June;96551.0;152319.0;55768.0
2541;Total goods;Portugal;2004 July;102425.0;149239.0;46814.0
2542;Total goods;Portugal;2004 August;84117.0;157817.0;73700.0
2543;Total goods;Portugal;2004 September;81750.0;179010.0;97260.0
2544;Total goods;Portugal;2004 October;94973.0;165161.0;70188.0
2545;Total goods;Portugal;2004 November;106410.0;189513.0;83103.0
2546;Total goods;Portugal;2004 December;96991.0;175327.0;78336.0
2547;Total goods;Portugal;2004;1134357.0;1975278.0;840921.0
2548;Total goods;Portugal;2005 January;103808.0;165568.0;61760.0
2549;Total goods;Portugal;2005 February;100239.0;168889.0;68650.0
2550;Total goods;Portugal;2005 March;105578.0;200874.0;95296.0
2551;Total goods;Portugal;2005 April;93884.0;170968.0;77084.0
2552;Total goods;Portugal;2005 May;75844.0;143466.0;67622.0
2553;Total goods;Portugal;2005 June;105586.0;154311.0;48725.0
2554;Total goods;Portugal;2005 July;93672.0;171307.0;77635.0
2555;Total goods;Portugal;2005 August;105638.0;151003.0;45365.0
2556;Total goods;Portugal;2005 September;105923.0;196691.0;90768.0
2557;Total goods;Portugal;2005 October;106991.0;182860.0;75869.0
2558;Total goods;Portugal;2005 November;103583.0;173689.0;70106.0
2559;Total goods;Portugal;2005 December;101153.0;160582.0;59429.0
2560;Total goods;Portugal;2005;1201899.0;2040208.0;838309.0
2561;Total goods;Portugal;2006 January;123131.0;186972.0;63841.0
2562;Total goods;Portugal;2006 February;101531.0;174989.0;73458.0
2563;Total goods;Portugal;2006 March;98720.0;196635.0;97915.0
2564;Total goods;Portugal;2006 April;98262.0;165381.0;67119.0
2565;Total goods;Portugal;2006 May;110516.0;177681.0;67165.0
2566;Total goods;Portugal;2006 June;116614.0;179549.0;62935.0
2567;Total goods;Portugal;2006 July;108913.0;164095.0;55182.0
2568;Total goods;Portugal;2006 August;96151.0;172972.0;76821.0
2569;Total goods;Portugal;2006 September;92339.0;187006.0;94667.0
2570;Total goods;Portugal;2006 October;113954.0;184081.0;70127.0
2571;Total goods;Portugal;2006 November;110225.0;188441.0;78216.0
2572;Total goods;Portugal;2006 December;91142.0;169088.0;77946.0
2573;Total goods;Portugal;2006;1261498.0;2146890.0;885392.0
2574;Total goods;Portugal;2007 January;98707.0;173919.0;75212.0
2575;Total goods;Portugal;2007 February;100211.0;177614.0;77403.0
2576;Total goods;Portugal;2007 March;105260.0;209571.0;104311.0
2577;Total goods;Portugal;2007 April;101084.0;180665.0;79581.0
2578;Total goods;Portugal;2007 May;105481.0;190916.0;85435.0
2579;Total goods;Portugal;2007 June;110142.0;189819.0;79677.0
2580;Total goods;Portugal;2007 July;106101.0;210777.0;104676.0
2581;Total goods;Portugal;2007 August;98168.0;176594.0;78426.0
2582;Total goods;Portugal;2007 September;81582.0;183488.0;101906.0
2583;Total goods;Portugal;2007 October;116271.0;216897.0;100626.0
2584;Total goods;Portugal;2007 November;98458.0;248881.0;150423.0
2585;Total goods;Portugal;2007 December;84145.0;183648.0;99503.0
2586;Total goods;Portugal;2007;1205610.0;2342789.0;1137179.0
2587;Total goods;Portugal;2008 January;113626.0;216150.0;102524.0
2588;Total goods;Portugal;2008 February;142354.0;208141.0;65787.0
2589;Total goods;Portugal;2008 March;98640.0;198694.0;100054.0
2590;Total goods;Portugal;2008 April;107134.0;195216.0;88082.0
2591;Total goods;Portugal;2008 May;116721.0;221461.0;104740.0
2592;Total goods;Portugal;2008 June;112132.0;189359.0;77227.0
2593;Total goods;Portugal;2008 July;110284.0;204748.0;94464.0
2594;Total goods;Portugal;2008 August;94806.0;179017.0;84211.0
2595;Total goods;Portugal;2008 September;101250.0;242587.0;141337.0
2596;Total goods;Portugal;2008 October;114768.0;232710.0;117942.0
2597;Total goods;Portugal;2008 November;101644.0;187270.0;85626.0
2598;Total goods;Portugal;2008 December;90386.0;184814.0;94428.0
2599;Total goods;Portugal;2008;1303745.0;2460167.0;1156422.0
2600;Total goods;Portugal;2009 January;82732.0;295360.0;212628.0
2601;Total goods;Portugal;2009 February;79163.0;177721.0;98558.0
2602;Total goods;Portugal;2009 March;74926.0;187712.0;112786.0
2603;Total goods;Portugal;2009 April;71853.0;172178.0;100325.0
2604;Total goods;Portugal;2009 May;97639.0;195350.0;97711.0
2605;Total goods;Portugal;2009 June;93436.0;181793.0;88357.0
2606;Total goods;Portugal;2009 July;121893.0;210615.0;88722.0
2607;Total goods;Portugal;2009 August;90866.0;180896.0;90030.0
2608;Total goods;Portugal;2009 September;90745.0;210635.0;119890.0
2609;Total goods;Portugal;2009 October;98136.0;224749.0;126613.0
2610;Total goods;Portugal;2009 November;92755.0;204215.0;111460.0
2611;Total goods;Portugal;2009 December;93691.0;171602.0;77911.0
2612;Total goods;Portugal;2009;1087835.0;2412826.0;1324991.0
2613;Total goods;Portugal;2010 January;96239.0;331648.0;235409.0
2614;Total goods;Portugal;2010 February;92591.0;207123.0;114532.0
2615;Total goods;Portugal;2010 March;115947.0;260524.0;144577.0
2616;Total goods;Portugal;2010 April;92087.0;228640.0;136553.0
2617;Total goods;Portugal;2010 May;107016.0;209627.0;102611.0
2618;Total goods;Portugal;2010 June;125375.0;230077.0;104702.0
2619;Total goods;Portugal;2010 July;147040.0;243476.0;96436.0
2620;Total goods;Portugal;2010 August;119434.0;220792.0;101358.0
2621;Total goods;Portugal;2010 September;123796.0;240167.0;116371.0
2622;Total goods;Portugal;2010 October;128513.0;244300.0;115787.0
2623;Total goods;Portugal;2010 November;157164.0;241407.0;84243.0
2624;Total goods;Portugal;2010 December;134835.0;235118.0;100283.0
2625;Total goods;Portugal;2010;1440037.0;2892899.0;1452862.0
2626;Total goods;Portugal;2011 January;115621.0;226335.0;110714.0
2627;Total goods;Portugal;2011 February;133854.0;274456.0;140602.0
2628;Total goods;Portugal;2011 March;118743.0;246433.0;127690.0
2629;Total goods;Portugal;2011 April;126067.0;224910.0;98843.0
2630;Total goods;Portugal;2011 May;147565.0;203711.0;56146.0
2631;Total goods;Portugal;2011 June;148144.0;185060.0;36916.0
2632;Total goods;Portugal;2011 July;185137.0;197167.0;12030.0
2633;Total goods;Portugal;2011 August;136382.0;210245.0;73863.0
2634;Total goods;Portugal;2011 September;116977.0;215126.0;98149.0
2635;Total goods;Portugal;2011 October;130540.0;189676.0;59136.0
2636;Total goods;Portugal;2011 November;123283.0;198026.0;74743.0
2637;Total goods;Portugal;2011 December;119835.0;166308.0;46473.0
2638;Total goods;Portugal;2011;1602148.0;2537453.0;935305.0
2639;Total goods;Portugal;2012 January;151672.0;250304.0;98632.0
2640;Total goods;Portugal;2012 February;123276.0;209828.0;86552.0
2641;Total goods;Portugal;2012 March;128430.0;198811.0;70381.0
2642;Total goods;Portugal;2012 April;125597.0;201681.0;76084.0
2643;Total goods;Portugal;2012 May;167400.0;227198.0;59798.0
2644;Total goods;Portugal;2012 June;158698.0;207915.0;49217.0
2645;Total goods;Portugal;2012 July;159269.0;210934.0;51665.0
2646;Total goods;Portugal;2012 August;128726.0;185604.0;56878.0
2647;Total goods;Portugal;2012 September;170615.0;226982.0;56367.0
2648;Total goods;Portugal;2012 October;136323.0;197979.0;61656.0
2649;Total goods;Portugal;2012 November;135076.0;213622.0;78546.0
2650;Total goods;Portugal;2012 December;136347.0;195876.0;59529.0
2651;Total goods;Portugal;2012;1721429.0;2526734.0;805305.0
2652;Total goods;Spain;1996 January;241718.0;331852.0;90134.0
2653;Total goods;Spain;1996 February;237695.0;330894.0;93200.0
2654;Total goods;Spain;1996 March;244988.0;360790.0;115802.0
2655;Total goods;Spain;1996 April;222801.0;325098.0;102297.0
2656;Total goods;Spain;1996 May;256664.0;369498.0;112834.0
2657;Total goods;Spain;1996 June;215939.0;351845.0;135906.0
2658;Total goods;Spain;1996 July;225095.0;360284.0;135189.0
2659;Total goods;Spain;1996 August;173738.0;264474.0;90735.0
2660;Total goods;Spain;1996 September;202814.0;368822.0;166008.0
2661;Total goods;Spain;1996 October;241845.0;403146.0;161301.0
2662;Total goods;Spain;1996 November;269916.0;382465.0;112549.0
2663;Total goods;Spain;1996 December;272890.0;384262.0;111372.0
2664;Total goods;Spain;1996;2806103.0;4233429.0;1427326.0
2665;Total goods;Spain;1997 January;306146.0;406340.0;100194.0
2666;Total goods;Spain;1997 February;319960.0;375469.0;55510.0
2667;Total goods;Spain;1997 March;343758.0;402598.0;58839.0
2668;Total goods;Spain;1997 April;336821.0;406783.0;69962.0
2669;Total goods;Spain;1997 May;294784.0;423894.0;129110.0
2670;Total goods;Spain;1997 June;290136.0;439306.0;149170.0
2671;Total goods;Spain;1997 July;274703.0;414052.0;139349.0
2672;Total goods;Spain;1997 August;194330.0;329758.0;135428.0
2673;Total goods;Spain;1997 September;267372.0;463084.0;195712.0
2674;Total goods;Spain;1997 October;323413.0;526958.0;203545.0
2675;Total goods;Spain;1997 November;338835.0;479411.0;140575.0
2676;Total goods;Spain;1997 December;396283.0;485804.0;89521.0
2677;Total goods;Spain;1997;3686543.0;5153457.0;1466914.0
2678;Total goods;Spain;1998 January;336724.0;459206.0;122482.0
2679;Total goods;Spain;1998 February;348661.0;488150.0;139489.0
2680;Total goods;Spain;1998 March;392501.0;523938.0;131437.0
2681;Total goods;Spain;1998 April;351302.0;478960.0;127658.0
2682;Total goods;Spain;1998 May;347434.0;494487.0;147053.0
2683;Total goods;Spain;1998 June;333651.0;528461.0;194810.0
2684;Total goods;Spain;1998 July;305938.0;505447.0;199509.0
2685;Total goods;Spain;1998 August;193998.0;377588.0;183590.0
2686;Total goods;Spain;1998 September;296047.0;541895.0;245848.0
2687;Total goods;Spain;1998 October;323014.0;577990.0;254976.0
2688;Total goods;Spain;1998 November;349188.0;572274.0;223086.0
2689;Total goods;Spain;1998 December;365627.0;553120.0;187492.0
2690;Total goods;Spain;1998;3944084.0;6101514.0;2157430.0
2691;Total goods;Spain;1999 January;289968.0;479037.0;189069.0
2692;Total goods;Spain;1999 February;319820.0;497574.0;177754.0
2693;Total goods;Spain;1999 March;351271.0;568269.0;216998.0
2694;Total goods;Spain;1999 April;314340.0;529066.0;214727.0
2695;Total goods;Spain;1999 May;314349.0;511382.0;197034.0
2696;Total goods;Spain;1999 June;317210.0;587426.0;270216.0
2697;Total goods;Spain;1999 July;287056.0;517530.0;230475.0
2698;Total goods;Spain;1999 August;199736.0;427630.0;227893.0
2699;Total goods;Spain;1999 September;292994.0;581693.0;288700.0
2700;Total goods;Spain;1999 October;299917.0;595877.0;295961.0
2701;Total goods;Spain;1999 November;372022.0;650427.0;278406.0
2702;Total goods;Spain;1999 December;413711.0;596418.0;182706.0
2703;Total goods;Spain;1999;3772393.0;6542330.0;2769938.0
2704;Total goods;Spain;2000 January;386546.0;518590.0;132044.0
2705;Total goods;Spain;2000 February;393359.0;608741.0;215382.0
2706;Total goods;Spain;2000 March;441035.0;663063.0;222027.0
2707;Total goods;Spain;2000 April;398783.0;575500.0;176717.0
2708;Total goods;Spain;2000 May;405493.0;660578.0;255085.0
2709;Total goods;Spain;2000 June;365966.0;651090.0;285125.0
2710;Total goods;Spain;2000 July;355058.0;582743.0;227685.0
2711;Total goods;Spain;2000 August;274944.0;536387.0;261443.0
2712;Total goods;Spain;2000 September;356453.0;690425.0;333972.0
2713;Total goods;Spain;2000 October;414903.0;691797.0;276895.0
2714;Total goods;Spain;2000 November;457041.0;726781.0;269741.0
2715;Total goods;Spain;2000 December;448024.0;669268.0;221243.0
2716;Total goods;Spain;2000;4697605.0;7574964.0;2877359.0
2717;Total goods;Spain;2001 January;481010.0;701549.0;220539.0
2718;Total goods;Spain;2001 February;413329.0;696587.0;283258.0
2719;Total goods;Spain;2001 March;412326.0;762265.0;349939.0
2720;Total goods;Spain;2001 April;387911.0;636043.0;248132.0
2721;Total goods;Spain;2001 May;452837.0;744266.0;291429.0
2722;Total goods;Spain;2001 June;410056.0;737094.0;327038.0
2723;Total goods;Spain;2001 July;457422.0;688548.0;231126.0
2724;Total goods;Spain;2001 August;276200.0;588495.0;312295.0
2725;Total goods;Spain;2001 September;312768.0;721595.0;408827.0
2726;Total goods;Spain;2001 October;358210.0;750423.0;392213.0
2727;Total goods;Spain;2001 November;384940.0;745252.0;360312.0
2728;Total goods;Spain;2001 December;394600.0;702026.0;307426.0
2729;Total goods;Spain;2001;4741609.0;8474143.0;3732534.0
2730;Total goods;Spain;2002 January;430535.0;636685.0;206150.0
2731;Total goods;Spain;2002 February;383605.0;663727.0;280122.0
2732;Total goods;Spain;2002 March;378863.0;715589.0;336726.0
2733;Total goods;Spain;2002 April;364110.0;675690.0;311580.0
2734;Total goods;Spain;2002 May;353477.0;709638.0;356161.0
2735;Total goods;Spain;2002 June;316579.0;734848.0;418269.0
2736;Total goods;Spain;2002 July;342828.0;665893.0;323065.0
2737;Total goods;Spain;2002 August;278252.0;559647.0;281395.0
2738;Total goods;Spain;2002 September;299210.0;704373.0;405163.0
2739;Total goods;Spain;2002 October;428721.0;741165.0;312444.0
2740;Total goods;Spain;2002 November;406306.0;746168.0;339862.0
2741;Total goods;Spain;2002 December;406851.0;695704.0;288853.0
2742;Total goods;Spain;2002;4389337.0;8249127.0;3859790.0
2743;Total goods;Spain;2003 January;378208.0;706231.0;328023.0
2744;Total goods;Spain;2003 February;405642.0;721001.0;315359.0
2745;Total goods;Spain;2003 March;412212.0;740833.0;328621.0
2746;Total goods;Spain;2003 April;347998.0;654847.0;306849.0
2747;Total goods;Spain;2003 May;356454.0;707474.0;351020.0
2748;Total goods;Spain;2003 June;362032.0;774988.0;412956.0
2749;Total goods;Spain;2003 July;366396.0;742329.0;375933.0
2750;Total goods;Spain;2003 August;294426.0;590811.0;296385.0
2751;Total goods;Spain;2003 September;328770.0;791694.0;462924.0
2752;Total goods;Spain;2003 October;355919.0;813657.0;457738.0
