ID;Nomenclature;CountriesGroups;Periods;Imports_1;Exports_2;BalanceOfTrade_3
7785;Total goods;Other Eastern Europe;1999 December;146700.0;134764.0;-11937.0
7786;Total goods;Other Eastern Europe;1999;1231683.0;1356552.0;124869.0
7787;Total goods;Other Eastern Europe;2000 January;124426.0;113195.0;-11231.0
7788;Total goods;Other Eastern Europe;2000 February;124310.0;127566.0;3255.0
7789;Total goods;Other Eastern Europe;2000 March;160797.0;153744.0;-7053.0
7790;Total goods;Other Eastern Europe;2000 April;118019.0;129334.0;11315.0
7791;Total goods;Other Eastern Europe;2000 May;118566.0;163381.0;44814.0
7792;Total goods;Other Eastern Europe;2000 June;176428.0;150545.0;-25883.0
7793;Total goods;Other Eastern Europe;2000 July;151435.0;133384.0;-18051.0
7794;Total goods;Other Eastern Europe;2000 August;149713.0;132578.0;-17134.0
7795;Total goods;Other Eastern Europe;2000 September;141839.0;156407.0;14568.0
7796;Total goods;Other Eastern Europe;2000 October;139618.0;186273.0;46655.0
7797;Total goods;Other Eastern Europe;2000 November;187970.0;201215.0;13244.0
7798;Total goods;Other Eastern Europe;2000 December;132700.0;174801.0;42101.0
7799;Total goods;Other Eastern Europe;2000;1725822.0;1822423.0;96601.0
7800;Total goods;Other Eastern Europe;2001 January;85048.0;153514.0;68466.0
7801;Total goods;Other Eastern Europe;2001 February;111594.0;152483.0;40889.0
7802;Total goods;Other Eastern Europe;2001 March;131680.0;183203.0;51523.0
7803;Total goods;Other Eastern Europe;2001 April;135763.0;160222.0;24459.0
7804;Total goods;Other Eastern Europe;2001 May;151890.0;182656.0;30766.0
7805;Total goods;Other Eastern Europe;2001 June;150066.0;204912.0;54846.0
7806;Total goods;Other Eastern Europe;2001 July;131509.0;167999.0;36490.0
7807;Total goods;Other Eastern Europe;2001 August;119891.0;163442.0;43551.0
7808;Total goods;Other Eastern Europe;2001 September;125193.0;178245.0;53052.0
7809;Total goods;Other Eastern Europe;2001 October;122976.0;202408.0;79432.0
7810;Total goods;Other Eastern Europe;2001 November;129131.0;212523.0;83392.0
7811;Total goods;Other Eastern Europe;2001 December;96566.0;163219.0;66653.0
7812;Total goods;Other Eastern Europe;2001;1491307.0;2124826.0;633519.0
7813;Total goods;Other Eastern Europe;2002 January;102098.0;159860.0;57762.0
7814;Total goods;Other Eastern Europe;2002 February;97502.0;173057.0;75555.0
7815;Total goods;Other Eastern Europe;2002 March;123006.0;199513.0;76507.0
7816;Total goods;Other Eastern Europe;2002 April;139982.0;198556.0;58574.0
7817;Total goods;Other Eastern Europe;2002 May;130676.0;209917.0;79241.0
7818;Total goods;Other Eastern Europe;2002 June;130584.0;209138.0;78554.0
7819;Total goods;Other Eastern Europe;2002 July;131019.0;196329.0;65310.0
7820;Total goods;Other Eastern Europe;2002 August;133378.0;197138.0;63760.0
7821;Total goods;Other Eastern Europe;2002 September;149166.0;221011.0;71845.0
7822;Total goods;Other Eastern Europe;2002 October;152480.0;234294.0;81814.0
7823;Total goods;Other Eastern Europe;2002 November;171414.0;253312.0;81898.0
7824;Total goods;Other Eastern Europe;2002 December;136194.0;214919.0;78725.0
7825;Total goods;Other Eastern Europe;2002;1597499.0;2467044.0;869545.0
7826;Total goods;Other Eastern Europe;2003 January;128474.0;203699.0;75225.0
7827;Total goods;Other Eastern Europe;2003 February;140173.0;202831.0;62658.0
7828;Total goods;Other Eastern Europe;2003 March;152339.0;210075.0;57736.0
7829;Total goods;Other Eastern Europe;2003 April;132465.0;226569.0;94104.0
7830;Total goods;Other Eastern Europe;2003 May;132155.0;227592.0;95437.0
7831;Total goods;Other Eastern Europe;2003 June;155953.0;219956.0;64003.0
7832;Total goods;Other Eastern Europe;2003 July;141135.0;223345.0;82210.0
7833;Total goods;Other Eastern Europe;2003 August;147941.0;200930.0;52989.0
7834;Total goods;Other Eastern Europe;2003 September;148369.0;261078.0;112709.0
7835;Total goods;Other Eastern Europe;2003 October;157886.0;268954.0;111068.0
7836;Total goods;Other Eastern Europe;2003 November;173429.0;259278.0;85849.0
7837;Total goods;Other Eastern Europe;2003 December;152650.0;246750.0;94100.0
7838;Total goods;Other Eastern Europe;2003;1762969.0;2751057.0;988088.0
7839;Total goods;Other Eastern Europe;2004 January;155802.0;213331.0;57529.0
7840;Total goods;Other Eastern Europe;2004 February;137753.0;226895.0;89142.0
7841;Total goods;Other Eastern Europe;2004 March;169052.0;266149.0;97097.0
7842;Total goods;Other Eastern Europe;2004 April;151684.0;251548.0;99864.0
7843;Total goods;Other Eastern Europe;2004 May;105263.0;151768.0;46505.0
7844;Total goods;Other Eastern Europe;2004 June;107302.0;266804.0;159502.0
7845;Total goods;Other Eastern Europe;2004 July;92737.0;190961.0;98224.0
7846;Total goods;Other Eastern Europe;2004 August;114877.0;156682.0;41805.0
7847;Total goods;Other Eastern Europe;2004 September;85136.0;180192.0;95056.0
7848;Total goods;Other Eastern Europe;2004 October;83780.0;212037.0;128257.0
7849;Total goods;Other Eastern Europe;2004 November;104647.0;211689.0;107042.0
7850;Total goods;Other Eastern Europe;2004 December;114202.0;199491.0;85289.0
7851;Total goods;Other Eastern Europe;2004;1422235.0;2527547.0;1105312.0
7852;Total goods;Other Eastern Europe;2005 January;118580.0;165985.0;47405.0
7853;Total goods;Other Eastern Europe;2005 February;102518.0;187035.0;84517.0
7854;Total goods;Other Eastern Europe;2005 March;108831.0;217496.0;108665.0
7855;Total goods;Other Eastern Europe;2005 April;117521.0;256450.0;138929.0
7856;Total goods;Other Eastern Europe;2005 May;121369.0;240387.0;119018.0
7857;Total goods;Other Eastern Europe;2005 June;115283.0;229635.0;114352.0
7858;Total goods;Other Eastern Europe;2005 July;93899.0;202760.0;108861.0
7859;Total goods;Other Eastern Europe;2005 August;103990.0;239142.0;135152.0
7860;Total goods;Other Eastern Europe;2005 September;98072.0;264750.0;166678.0
7861;Total goods;Other Eastern Europe;2005 October;97444.0;245922.0;148478.0
7862;Total goods;Other Eastern Europe;2005 November;119713.0;274861.0;155148.0
7863;Total goods;Other Eastern Europe;2005 December;101939.0;247510.0;145571.0
7864;Total goods;Other Eastern Europe;2005;1299159.0;2771933.0;1472774.0
7865;Total goods;Other Eastern Europe;2006 January;97429.0;217689.0;120260.0
7866;Total goods;Other Eastern Europe;2006 February;79853.0;240739.0;160886.0
7867;Total goods;Other Eastern Europe;2006 March;114770.0;278773.0;164003.0
7868;Total goods;Other Eastern Europe;2006 April;88315.0;267918.0;179603.0
7869;Total goods;Other Eastern Europe;2006 May;99768.0;273630.0;173862.0
7870;Total goods;Other Eastern Europe;2006 June;133653.0;278053.0;144400.0
7871;Total goods;Other Eastern Europe;2006 July;124228.0;253438.0;129210.0
7872;Total goods;Other Eastern Europe;2006 August;115970.0;268604.0;152634.0
7873;Total goods;Other Eastern Europe;2006 September;117779.0;303000.0;185221.0
7874;Total goods;Other Eastern Europe;2006 October;143214.0;337050.0;193836.0
7875;Total goods;Other Eastern Europe;2006 November;150152.0;369781.0;219629.0
7876;Total goods;Other Eastern Europe;2006 December;144238.0;300114.0;155876.0
7877;Total goods;Other Eastern Europe;2006;1409369.0;3388789.0;1979420.0
7878;Total goods;Other Eastern Europe;2007 January;78468.0;177205.0;98737.0
7879;Total goods;Other Eastern Europe;2007 February;77599.0;175389.0;97790.0
7880;Total goods;Other Eastern Europe;2007 March;128508.0;209274.0;80766.0
7881;Total goods;Other Eastern Europe;2007 April;86208.0;169057.0;82849.0
7882;Total goods;Other Eastern Europe;2007 May;140604.0;183801.0;43197.0
7883;Total goods;Other Eastern Europe;2007 June;111958.0;176090.0;64132.0
7884;Total goods;Other Eastern Europe;2007 July;126102.0;195961.0;69859.0
7885;Total goods;Other Eastern Europe;2007 August;153394.0;215155.0;61761.0
7886;Total goods;Other Eastern Europe;2007 September;81464.0;200836.0;119372.0
7887;Total goods;Other Eastern Europe;2007 October;127023.0;245172.0;118149.0
7888;Total goods;Other Eastern Europe;2007 November;123473.0;247680.0;124207.0
7889;Total goods;Other Eastern Europe;2007 December;145189.0;207791.0;62602.0
7890;Total goods;Other Eastern Europe;2007;1379990.0;2403411.0;1023421.0
7891;Total goods;Other Eastern Europe;2008 January;148192.0;194617.0;46425.0
7892;Total goods;Other Eastern Europe;2008 February;169460.0;206163.0;36703.0
7893;Total goods;Other Eastern Europe;2008 March;154199.0;211674.0;57475.0
7894;Total goods;Other Eastern Europe;2008 April;209351.0;198953.0;-10398.0
7895;Total goods;Other Eastern Europe;2008 May;214785.0;196502.0;-18283.0
7896;Total goods;Other Eastern Europe;2008 June;211537.0;198917.0;-12620.0
7897;Total goods;Other Eastern Europe;2008 July;231533.0;197901.0;-33632.0
7898;Total goods;Other Eastern Europe;2008 August;211544.0;196897.0;-14647.0
7899;Total goods;Other Eastern Europe;2008 September;211894.0;216104.0;4210.0
7900;Total goods;Other Eastern Europe;2008 October;170751.0;203612.0;32861.0
7901;Total goods;Other Eastern Europe;2008 November;157451.0;158550.0;1099.0
7902;Total goods;Other Eastern Europe;2008 December;148625.0;157217.0;8592.0
7903;Total goods;Other Eastern Europe;2008;2239322.0;2337107.0;97785.0
7904;Total goods;Other Eastern Europe;2009 January;91380.0;107837.0;16457.0
7905;Total goods;Other Eastern Europe;2009 February;27529.0;128010.0;100481.0
7906;Total goods;Other Eastern Europe;2009 March;45157.0;129343.0;84186.0
7907;Total goods;Other Eastern Europe;2009 April;46225.0;116111.0;69886.0
7908;Total goods;Other Eastern Europe;2009 May;30743.0;137786.0;107043.0
7909;Total goods;Other Eastern Europe;2009 June;49006.0;133651.0;84645.0
7910;Total goods;Other Eastern Europe;2009 July;86013.0;151525.0;65512.0
7911;Total goods;Other Eastern Europe;2009 August;65840.0;128604.0;62764.0
7912;Total goods;Other Eastern Europe;2009 September;105101.0;152521.0;47420.0
7913;Total goods;Other Eastern Europe;2009 October;45021.0;156738.0;111717.0
7914;Total goods;Other Eastern Europe;2009 November;121287.0;148372.0;27085.0
7915;Total goods;Other Eastern Europe;2009 December;78739.0;143938.0;65199.0
7916;Total goods;Other Eastern Europe;2009;792041.0;1634436.0;842395.0
7917;Total goods;Other Eastern Europe;2010 January;87766.0;117535.0;29769.0
7918;Total goods;Other Eastern Europe;2010 February;156775.0;152729.0;-4046.0
7919;Total goods;Other Eastern Europe;2010 March;160968.0;150109.0;-10859.0
7920;Total goods;Other Eastern Europe;2010 April;85375.0;151685.0;66310.0
7921;Total goods;Other Eastern Europe;2010 May;79552.0;167092.0;87540.0
7922;Total goods;Other Eastern Europe;2010 June;107990.0;170128.0;62138.0
7923;Total goods;Other Eastern Europe;2010 July;131174.0;157511.0;26337.0
7924;Total goods;Other Eastern Europe;2010 August;138459.0;172491.0;34032.0
7925;Total goods;Other Eastern Europe;2010 September;131151.0;201692.0;70541.0
7926;Total goods;Other Eastern Europe;2010 October;119057.0;196318.0;77261.0
7927;Total goods;Other Eastern Europe;2010 November;115600.0;189950.0;74350.0
7928;Total goods;Other Eastern Europe;2010 December;153834.0;188203.0;34369.0
7929;Total goods;Other Eastern Europe;2010;1467701.0;2015443.0;547742.0
7930;Total goods;Other Eastern Europe;2011 January;199542.0;157838.0;-41704.0
7931;Total goods;Other Eastern Europe;2011 February;244484.0;177917.0;-66567.0
7932;Total goods;Other Eastern Europe;2011 March;237977.0;212609.0;-25368.0
7933;Total goods;Other Eastern Europe;2011 April;175326.0;183300.0;7974.0
7934;Total goods;Other Eastern Europe;2011 May;314181.0;174002.0;-140179.0
7935;Total goods;Other Eastern Europe;2011 June;164621.0;159807.0;-4814.0
7936;Total goods;Other Eastern Europe;2011 July;200198.0;168300.0;-31898.0
7937;Total goods;Other Eastern Europe;2011 August;112861.0;183660.0;70799.0
7938;Total goods;Other Eastern Europe;2011 September;251033.0;221130.0;-29903.0
7939;Total goods;Other Eastern Europe;2011 October;150673.0;196341.0;45668.0
7940;Total goods;Other Eastern Europe;2011 November;132219.0;225934.0;93715.0
7941;Total goods;Other Eastern Europe;2011 December;268693.0;220737.0;-47956.0
7942;Total goods;Other Eastern Europe;2011;2451808.0;2281575.0;-170233.0
7943;Total goods;Other Eastern Europe;2012 January;;;
7944;Total goods;Other Eastern Europe;2012 February;;;
7945;Total goods;Other Eastern Europe;2012 March;;;
7946;Total goods;Other Eastern Europe;2012 April;;;
7947;Total goods;Other Eastern Europe;2012 May;;;
7948;Total goods;Other Eastern Europe;2012 June;;;
7949;Total goods;Other Eastern Europe;2012 July;;;
7950;Total goods;Other Eastern Europe;2012 August;;;
7951;Total goods;Other Eastern Europe;2012 September;;;
7952;Total goods;Other Eastern Europe;2012 October;;;
7953;Total goods;Other Eastern Europe;2012 November;;;
7954;Total goods;Other Eastern Europe;2012 December;;;
7955;Total goods;Other Eastern Europe;2012;;;
7956;Total goods;Total Eastern Europe;1996 January;280221.0;353708.0;73487.0
7957;Total goods;Total Eastern Europe;1996 February;271656.0;390375.0;118719.0
7958;Total goods;Total Eastern Europe;1996 March;303674.0;407382.0;103708.0
7959;Total goods;Total Eastern Europe;1996 April;313774.0;358645.0;44870.0
7960;Total goods;Total Eastern Europe;1996 May;267857.0;370090.0;102233.0
7961;Total goods;Total Eastern Europe;1996 June;294891.0;403466.0;108575.0
7962;Total goods;Total Eastern Europe;1996 July;339549.0;378533.0;38985.0
7963;Total goods;Total Eastern Europe;1996 August;347003.0;335188.0;-11815.0
7964;Total goods;Total Eastern Europe;1996 September;335697.0;411899.0;76202.0
7965;Total goods;Total Eastern Europe;1996 October;385119.0;435438.0;50319.0
7966;Total goods;Total Eastern Europe;1996 November;358472.0;419558.0;61087.0
7967;Total goods;Total Eastern Europe;1996 December;321416.0;397271.0;75856.0
7968;Total goods;Total Eastern Europe;1996;3819328.0;4661553.0;842225.0
7969;Total goods;Total Eastern Europe;1997 January;416792.0;409167.0;-7625.0
7970;Total goods;Total Eastern Europe;1997 February;409872.0;449323.0;39451.0
7971;Total goods;Total Eastern Europe;1997 March;398981.0;450639.0;51657.0
7972;Total goods;Total Eastern Europe;1997 April;346032.0;482510.0;136478.0
7973;Total goods;Total Eastern Europe;1997 May;348108.0;484267.0;136159.0
7974;Total goods;Total Eastern Europe;1997 June;414110.0;513867.0;99757.0
7975;Total goods;Total Eastern Europe;1997 July;482896.0;480588.0;-2307.0
7976;Total goods;Total Eastern Europe;1997 August;425151.0;434220.0;9069.0
7977;Total goods;Total Eastern Europe;1997 September;416194.0;523993.0;107800.0
7978;Total goods;Total Eastern Europe;1997 October;376271.0;559619.0;183348.0
7979;Total goods;Total Eastern Europe;1997 November;397871.0;592886.0;195015.0
7980;Total goods;Total Eastern Europe;1997 December;397537.0;535497.0;137959.0
7981;Total goods;Total Eastern Europe;1997;4829816.0;5916576.0;1086761.0
7982;Total goods;Total Eastern Europe;1998 January;382467.0;539763.0;157296.0
7983;Total goods;Total Eastern Europe;1998 February;372185.0;581620.0;209435.0
7984;Total goods;Total Eastern Europe;1998 March;459144.0;617830.0;158686.0
7985;Total goods;Total Eastern Europe;1998 April;392213.0;559660.0;167447.0
7986;Total goods;Total Eastern Europe;1998 May;393754.0;556773.0;163019.0
7987;Total goods;Total Eastern Europe;1998 June;457413.0;566088.0;108674.0
7988;Total goods;Total Eastern Europe;1998 July;424775.0;590535.0;165760.0
7989;Total goods;Total Eastern Europe;1998 August;370171.0;482320.0;112149.0
7990;Total goods;Total Eastern Europe;1998 September;485251.0;459937.0;-25314.0
7991;Total goods;Total Eastern Europe;1998 October;455313.0;487675.0;32362.0
7992;Total goods;Total Eastern Europe;1998 November;437644.0;501482.0;63838.0
7993;Total goods;Total Eastern Europe;1998 December;421634.0;460792.0;39158.0
7994;Total goods;Total Eastern Europe;1998;5051965.0;6404476.0;1352511.0
7995;Total goods;Total Eastern Europe;1999 January;393280.0;410169.0;16889.0
7996;Total goods;Total Eastern Europe;1999 February;384373.0;423165.0;38793.0
7997;Total goods;Total Eastern Europe;1999 March;480363.0;522407.0;42044.0
7998;Total goods;Total Eastern Europe;1999 April;458719.0;482505.0;23786.0
7999;Total goods;Total Eastern Europe;1999 May;451982.0;467135.0;15153.0
8000;Total goods;Total Eastern Europe;1999 June;527018.0;511182.0;-15836.0
8001;Total goods;Total Eastern Europe;1999 July;466004.0;502094.0;36090.0
8002;Total goods;Total Eastern Europe;1999 August;433701.0;466562.0;32861.0
8003;Total goods;Total Eastern Europe;1999 September;495253.0;565755.0;70502.0
8004;Total goods;Total Eastern Europe;1999 October;491037.0;579398.0;88361.0
8005;Total goods;Total Eastern Europe;1999 November;488906.0;635634.0;146729.0
8006;Total goods;Total Eastern Europe;1999 December;556800.0;604688.0;47888.0
8007;Total goods;Total Eastern Europe;1999;5627436.0;6170696.0;543259.0
8008;Total goods;Total Eastern Europe;2000 January;481653.0;525387.0;43734.0
8009;Total goods;Total Eastern Europe;2000 February;561964.0;570180.0;8216.0
8010;Total goods;Total Eastern Europe;2000 March;694401.0;683802.0;-10599.0
8011;Total goods;Total Eastern Europe;2000 April;558500.0;576676.0;18176.0
8012;Total goods;Total Eastern Europe;2000 May;638139.0;724369.0;86230.0
8013;Total goods;Total Eastern Europe;2000 June;738732.0;672086.0;-66646.0
8014;Total goods;Total Eastern Europe;2000 July;678273.0;619514.0;-58759.0
8015;Total goods;Total Eastern Europe;2000 August;774150.0;655750.0;-118400.0
8016;Total goods;Total Eastern Europe;2000 September;690356.0;767351.0;76995.0
8017;Total goods;Total Eastern Europe;2000 October;750744.0;819313.0;68569.0
8018;Total goods;Total Eastern Europe;2000 November;775104.0;891420.0;116317.0
8019;Total goods;Total Eastern Europe;2000 December;639704.0;748494.0;108790.0
8020;Total goods;Total Eastern Europe;2000;7981720.0;8254342.0;272622.0
8021;Total goods;Total Eastern Europe;2001 January;652283.0;729135.0;76852.0
8022;Total goods;Total Eastern Europe;2001 February;598815.0;722563.0;123748.0
8023;Total goods;Total Eastern Europe;2001 March;787489.0;844507.0;57018.0
8024;Total goods;Total Eastern Europe;2001 April;714829.0;741109.0;26280.0
8025;Total goods;Total Eastern Europe;2001 May;811909.0;778657.0;-33252.0
8026;Total goods;Total Eastern Europe;2001 June;835647.0;809880.0;-25767.0
8027;Total goods;Total Eastern Europe;2001 July;775158.0;743856.0;-31302.0
8028;Total goods;Total Eastern Europe;2001 August;765190.0;712219.0;-52971.0
8029;Total goods;Total Eastern Europe;2001 September;694285.0;741443.0;47158.0
8030;Total goods;Total Eastern Europe;2001 October;683741.0;875592.0;191851.0
8031;Total goods;Total Eastern Europe;2001 November;742840.0;910897.0;168057.0
8032;Total goods;Total Eastern Europe;2001 December;635709.0;705438.0;69729.0
8033;Total goods;Total Eastern Europe;2001;8697895.0;9315296.0;617401.0
8034;Total goods;Total Eastern Europe;2002 January;633043.0;742314.0;109271.0
8035;Total goods;Total Eastern Europe;2002 February;627224.0;780808.0;153584.0
8036;Total goods;Total Eastern Europe;2002 March;772766.0;855856.0;83090.0
8037;Total goods;Total Eastern Europe;2002 April;779062.0;813848.0;34786.0
