ID;SBI93;Voorzieningsgebied;DrinkwaterVanWaterleidingbedrijf_1;AnderWaterVanWaterleidingbedrijf_2;ZelfgewonnenZoetGrondwater_3;ZelfgewonnenZoutBrakGrondwater_4;ZelfgewonnenZoetOppervlaktewater_5;ZelfgewonnenZoutBrakOppervlaktewater_6;DrinkwaterVanWaterleidingbedrijf_7;AnderWaterVanWaterleidingbedrijf_8;ZelfgewonnenZoetGrondwater_9;ZelfgewonnenZoutBrakGrondwater_10;ZelfgewonnenZoetOppervlaktewater_11;ZelfgewonnenZoutBrakOppervlaktewater_12;DrinkwaterVanWaterleidingbedrijf_13;AnderWaterVanWaterleidingbedrijf_14;ZelfgewonnenZoetGrondwater_15;ZelfgewonnenZoutBrakGrondwater_16;ZelfgewonnenZoetOppervlaktewater_17;ZelfgewonnenZoutBrakOppervlaktewater_18
160;15-37 Industrie;6;4.66;0.39;25.43;0.0;3.67;0.0;1.33;0.12;11.95;0.0;1.7;0.0;3.33;0.27;13.48;0.0;1.97;0.0
161;15-37 Industrie;7;3.01;0.02;12.33;0.0;13.97;0.0;0.43;0.02;9.65;0.0;8.67;0.0;2.58;0.0;2.68;0.0;5.3;0.0
162;15-37 Industrie;8;;;;;;;;;;;;;;;;;;
163;15-37 Industrie;9;3.36;0.41;4.48;0.0;3.82;0.0;0.76;0.04;1.02;0.0;0.58;0.0;2.6;0.37;3.46;0.0;3.23;0.0
164;15-37 Industrie;Nutsbedrijf Amstelland;;;;;;;;;;;;;;;;;;
165;15-37 Industrie;Gemeentewaterleidingen Amsterdam;;;;;;;;;;;;;;;;;;
166;15-37 Industrie;PWN Waterleidingbedrijf Noord-Holland;;;;;;;;;;;;;;;;;;
167;15-37 Industrie;Waterbedrijf Europoort;28.43;25.07;13.94;0.77;831.0;753.1;;;;;;;;;;;;
168;15-37 Industrie;Duinwaterbedrijf Zuid-Holland;2.69;0.36;1.15;0.14;4.21;1.32;0.3;0.09;0.11;0.01;0.16;0.0;2.39;0.27;1.03;0.13;4.05;1.32
169;15-37 Industrie;Waterleidingmij Zuid-Holland Oost;7.75;0.23;3.88;0.03;70.75;0.0;0.6;0.05;0.75;0.0;1.04;0.0;7.16;0.18;3.12;0.03;69.71;0.0
170;15-37 Industrie;Delta Nutsbedrijven;5.72;16.64;0.22;1.53;3.25;595.38;0.23;1.22;0.08;0.7;0.08;28.78;5.5;15.42;0.13;0.83;3.17;566.6
171;15-37 Industrie;Waterleiding Maatsch Noord-West-Brabant;5.83;3.9;9.32;0.0;5.17;0.0;0.86;0.08;4.88;0.0;0.36;0.0;4.97;3.82;4.44;0.0;4.81;0.0
172;15-37 Industrie;Waterleidingmaatschappij Oost-Brabant;9.42;0.57;16.48;0.0;28.87;0.0;1.35;0.14;9.49;0.0;0.77;0.0;8.07;0.44;6.99;0.0;28.1;0.0
173;15-37 Industrie;Tilburgse Waterleidingmaatschappij;1.62;0.28;3.65;0.0;1.4;0.0;0.23;0.04;0.58;0.0;0.05;0.0;1.39;0.24;3.07;0.0;1.35;0.0
174;15-37 Industrie;Waterleidingmaatschappij Limburg;5.23;12.32;10.64;0.0;24.8;0.0;1.03;8.06;5.13;0.0;12.66;0.0;4.21;4.26;5.51;0.0;12.14;0.0
175;15-37 Industrie;Nutsbedrijven Maastricht;0.36;0.0;3.81;0.0;30.43;0.0;;;;;;;;;;;;
176;40 Elektriciteitscentrales;Totaal Nederland;1.46;0.82;1.43;0.0;6205.31;4378.07;0.03;0.33;0.13;0.0;4170.02;0.0;1.42;0.5;1.31;0.0;2035.29;4378.07
177;40 Elektriciteitscentrales;1;;;;;;;;;;;;;;;;;;
178;40 Elektriciteitscentrales;2;;;;;;;;;;;;;;;;;;
179;40 Elektriciteitscentrales;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
180;40 Elektriciteitscentrales;4;;;;;;;;;;;;;;;;;;
181;40 Elektriciteitscentrales;5;;;;;;;;;;;;;;;;;;
182;40 Elektriciteitscentrales;6;;;;;;;;;;;;;;;;;;
183;40 Elektriciteitscentrales;7;;;;;;;;;;;;;;;;;;
184;40 Elektriciteitscentrales;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
185;40 Elektriciteitscentrales;9;;;;;;;;;;;;;;;;;;
186;40 Elektriciteitscentrales;Nutsbedrijf Amstelland;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
187;40 Elektriciteitscentrales;Gemeentewaterleidingen Amsterdam;;;;;;;;;;;;;;;;;;
188;40 Elektriciteitscentrales;PWN Waterleidingbedrijf Noord-Holland;;;;;;;;;;;;;;;;;;
189;40 Elektriciteitscentrales;Waterbedrijf Europoort;;;;;;;;;;;;;;;;;;
190;40 Elektriciteitscentrales;Duinwaterbedrijf Zuid-Holland;;;;;;;;;;;;;;;;;;
191;40 Elektriciteitscentrales;Waterleidingmij Zuid-Holland Oost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
192;40 Elektriciteitscentrales;Delta Nutsbedrijven;;;;;;;;;;;;;;;;;;
193;40 Elektriciteitscentrales;Waterleiding Maatsch Noord-West-Brabant;;;;;;;;;;;;;;;;;;
194;40 Elektriciteitscentrales;Waterleidingmaatschappij Oost-Brabant;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
195;40 Elektriciteitscentrales;Tilburgse Waterleidingmaatschappij;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
196;40 Elektriciteitscentrales;Waterleidingmaatschappij Limburg;;;;;;;;;;;;;;;;;;
197;40 Elektriciteitscentrales;Nutsbedrijven Maastricht;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
