ID;Bedrijfstakken;Bedrijfskenmerken;Perioden;Bedrijven_1
2311;1512 Pluimveeslachterijen;10 tot 20 werkzame personen;2009, 1 januari;5
2312;1512 Pluimveeslachterijen;20 tot 50 werkzame personen;2006, 1 januari;15
2313;1512 Pluimveeslachterijen;20 tot 50 werkzame personen;2007, 1 januari;10
2314;1512 Pluimveeslachterijen;20 tot 50 werkzame personen;2008, 1 januari;10
2315;1512 Pluimveeslachterijen;20 tot 50 werkzame personen;2009, 1 januari;10
2316;1512 Pluimveeslachterijen;50 tot 100 werkzame personen;2006, 1 januari;5
2317;1512 Pluimveeslachterijen;50 tot 100 werkzame personen;2007, 1 januari;5
2318;1512 Pluimveeslachterijen;50 tot 100 werkzame personen;2008, 1 januari;10
2319;1512 Pluimveeslachterijen;50 tot 100 werkzame personen;2009, 1 januari;10
2320;1512 Pluimveeslachterijen;100 werkzame personen of meer;2006, 1 januari;10
2321;1512 Pluimveeslachterijen;100 werkzame personen of meer;2007, 1 januari;10
2322;1512 Pluimveeslachterijen;100 werkzame personen of meer;2008, 1 januari;5
2323;1512 Pluimveeslachterijen;100 werkzame personen of meer;2009, 1 januari;10
2324;1512 Pluimveeslachterijen;Natuurlijke personen;2006, 1 januari;15
2325;1512 Pluimveeslachterijen;Natuurlijke personen;2007, 1 januari;15
2326;1512 Pluimveeslachterijen;Natuurlijke personen;2008, 1 januari;15
2327;1512 Pluimveeslachterijen;Natuurlijke personen;2009, 1 januari;10
2328;1512 Pluimveeslachterijen;Rechtspersonen;2006, 1 januari;40
2329;1512 Pluimveeslachterijen;Rechtspersonen;2007, 1 januari;40
2330;1512 Pluimveeslachterijen;Rechtspersonen;2008, 1 januari;40
2331;1512 Pluimveeslachterijen;Rechtspersonen;2009, 1 januari;40
2332;15131 VV snacks en kant-en-klaar ..;Totaal aantal bedrijven;2006, 1 januari;130
2333;15131 VV snacks en kant-en-klaar ..;Totaal aantal bedrijven;2007, 1 januari;135
2334;15131 VV snacks en kant-en-klaar ..;Totaal aantal bedrijven;2008, 1 januari;150
2335;15131 VV snacks en kant-en-klaar ..;Totaal aantal bedrijven;2009, 1 januari;160
2336;15131 VV snacks en kant-en-klaar ..;1 werkzame persoon;2006, 1 januari;30
2337;15131 VV snacks en kant-en-klaar ..;1 werkzame persoon;2007, 1 januari;35
2338;15131 VV snacks en kant-en-klaar ..;1 werkzame persoon;2008, 1 januari;40
2339;15131 VV snacks en kant-en-klaar ..;1 werkzame persoon;2009, 1 januari;50
2340;15131 VV snacks en kant-en-klaar ..;2 werkzame personen;2006, 1 januari;25
2341;15131 VV snacks en kant-en-klaar ..;2 werkzame personen;2007, 1 januari;20
2342;15131 VV snacks en kant-en-klaar ..;2 werkzame personen;2008, 1 januari;20
2343;15131 VV snacks en kant-en-klaar ..;2 werkzame personen;2009, 1 januari;30
2344;15131 VV snacks en kant-en-klaar ..;3 tot 5 werkzame personen;2006, 1 januari;15
2345;15131 VV snacks en kant-en-klaar ..;3 tot 5 werkzame personen;2007, 1 januari;15
2346;15131 VV snacks en kant-en-klaar ..;3 tot 5 werkzame personen;2008, 1 januari;20
2347;15131 VV snacks en kant-en-klaar ..;3 tot 5 werkzame personen;2009, 1 januari;15
2348;15131 VV snacks en kant-en-klaar ..;5 tot 10 werkzame personen;2006, 1 januari;20
2349;15131 VV snacks en kant-en-klaar ..;5 tot 10 werkzame personen;2007, 1 januari;15
2350;15131 VV snacks en kant-en-klaar ..;5 tot 10 werkzame personen;2008, 1 januari;20
2351;15131 VV snacks en kant-en-klaar ..;5 tot 10 werkzame personen;2009, 1 januari;15
2352;15131 VV snacks en kant-en-klaar ..;10 tot 20 werkzame personen;2006, 1 januari;15
2353;15131 VV snacks en kant-en-klaar ..;10 tot 20 werkzame personen;2007, 1 januari;15
2354;15131 VV snacks en kant-en-klaar ..;10 tot 20 werkzame personen;2008, 1 januari;20
2355;15131 VV snacks en kant-en-klaar ..;10 tot 20 werkzame personen;2009, 1 januari;20
2356;15131 VV snacks en kant-en-klaar ..;20 tot 50 werkzame personen;2006, 1 januari;15
2357;15131 VV snacks en kant-en-klaar ..;20 tot 50 werkzame personen;2007, 1 januari;15
2358;15131 VV snacks en kant-en-klaar ..;20 tot 50 werkzame personen;2008, 1 januari;10
2359;15131 VV snacks en kant-en-klaar ..;20 tot 50 werkzame personen;2009, 1 januari;10
2360;15131 VV snacks en kant-en-klaar ..;50 tot 100 werkzame personen;2006, 1 januari;5
2361;15131 VV snacks en kant-en-klaar ..;50 tot 100 werkzame personen;2007, 1 januari;5
2362;15131 VV snacks en kant-en-klaar ..;50 tot 100 werkzame personen;2008, 1 januari;5
2363;15131 VV snacks en kant-en-klaar ..;50 tot 100 werkzame personen;2009, 1 januari;10
2364;15131 VV snacks en kant-en-klaar ..;100 werkzame personen of meer;2006, 1 januari;10
2365;15131 VV snacks en kant-en-klaar ..;100 werkzame personen of meer;2007, 1 januari;10
2366;15131 VV snacks en kant-en-klaar ..;100 werkzame personen of meer;2008, 1 januari;10
2367;15131 VV snacks en kant-en-klaar ..;100 werkzame personen of meer;2009, 1 januari;10
2368;15131 VV snacks en kant-en-klaar ..;Natuurlijke personen;2006, 1 januari;55
2369;15131 VV snacks en kant-en-klaar ..;Natuurlijke personen;2007, 1 januari;55
2370;15131 VV snacks en kant-en-klaar ..;Natuurlijke personen;2008, 1 januari;65
2371;15131 VV snacks en kant-en-klaar ..;Natuurlijke personen;2009, 1 januari;75
2372;15131 VV snacks en kant-en-klaar ..;Rechtspersonen;2006, 1 januari;75
2373;15131 VV snacks en kant-en-klaar ..;Rechtspersonen;2007, 1 januari;75
2374;15131 VV snacks en kant-en-klaar ..;Rechtspersonen;2008, 1 januari;85
2375;15131 VV snacks en kant-en-klaar ..;Rechtspersonen;2009, 1 januari;85
2376;15132 VV vleeswaren (geen snacks) en ..;Totaal aantal bedrijven;2006, 1 januari;170
2377;15132 VV vleeswaren (geen snacks) en ..;Totaal aantal bedrijven;2007, 1 januari;165
2378;15132 VV vleeswaren (geen snacks) en ..;Totaal aantal bedrijven;2008, 1 januari;165
2379;15132 VV vleeswaren (geen snacks) en ..;Totaal aantal bedrijven;2009, 1 januari;185
2380;15132 VV vleeswaren (geen snacks) en ..;1 werkzame persoon;2006, 1 januari;30
2381;15132 VV vleeswaren (geen snacks) en ..;1 werkzame persoon;2007, 1 januari;30
2382;15132 VV vleeswaren (geen snacks) en ..;1 werkzame persoon;2008, 1 januari;35
2383;15132 VV vleeswaren (geen snacks) en ..;1 werkzame persoon;2009, 1 januari;35
2384;15132 VV vleeswaren (geen snacks) en ..;2 werkzame personen;2006, 1 januari;20
2385;15132 VV vleeswaren (geen snacks) en ..;2 werkzame personen;2007, 1 januari;15
2386;15132 VV vleeswaren (geen snacks) en ..;2 werkzame personen;2008, 1 januari;15
2387;15132 VV vleeswaren (geen snacks) en ..;2 werkzame personen;2009, 1 januari;30
2388;15132 VV vleeswaren (geen snacks) en ..;3 tot 5 werkzame personen;2006, 1 januari;20
2389;15132 VV vleeswaren (geen snacks) en ..;3 tot 5 werkzame personen;2007, 1 januari;20
2390;15132 VV vleeswaren (geen snacks) en ..;3 tot 5 werkzame personen;2008, 1 januari;15
2391;15132 VV vleeswaren (geen snacks) en ..;3 tot 5 werkzame personen;2009, 1 januari;15
2392;15132 VV vleeswaren (geen snacks) en ..;5 tot 10 werkzame personen;2006, 1 januari;25
2393;15132 VV vleeswaren (geen snacks) en ..;5 tot 10 werkzame personen;2007, 1 januari;30
2394;15132 VV vleeswaren (geen snacks) en ..;5 tot 10 werkzame personen;2008, 1 januari;25
2395;15132 VV vleeswaren (geen snacks) en ..;5 tot 10 werkzame personen;2009, 1 januari;30
2396;15132 VV vleeswaren (geen snacks) en ..;10 tot 20 werkzame personen;2006, 1 januari;30
2397;15132 VV vleeswaren (geen snacks) en ..;10 tot 20 werkzame personen;2007, 1 januari;30
2398;15132 VV vleeswaren (geen snacks) en ..;10 tot 20 werkzame personen;2008, 1 januari;35
2399;15132 VV vleeswaren (geen snacks) en ..;10 tot 20 werkzame personen;2009, 1 januari;30
2400;15132 VV vleeswaren (geen snacks) en ..;20 tot 50 werkzame personen;2006, 1 januari;20
2401;15132 VV vleeswaren (geen snacks) en ..;20 tot 50 werkzame personen;2007, 1 januari;25
2402;15132 VV vleeswaren (geen snacks) en ..;20 tot 50 werkzame personen;2008, 1 januari;20
2403;15132 VV vleeswaren (geen snacks) en ..;20 tot 50 werkzame personen;2009, 1 januari;20
2404;15132 VV vleeswaren (geen snacks) en ..;50 tot 100 werkzame personen;2006, 1 januari;10
2405;15132 VV vleeswaren (geen snacks) en ..;50 tot 100 werkzame personen;2007, 1 januari;10
2406;15132 VV vleeswaren (geen snacks) en ..;50 tot 100 werkzame personen;2008, 1 januari;10
2407;15132 VV vleeswaren (geen snacks) en ..;50 tot 100 werkzame personen;2009, 1 januari;10
2408;15132 VV vleeswaren (geen snacks) en ..;100 werkzame personen of meer;2006, 1 januari;10
2409;15132 VV vleeswaren (geen snacks) en ..;100 werkzame personen of meer;2007, 1 januari;10
2410;15132 VV vleeswaren (geen snacks) en ..;100 werkzame personen of meer;2008, 1 januari;10
2411;15132 VV vleeswaren (geen snacks) en ..;100 werkzame personen of meer;2009, 1 januari;10
2412;15132 VV vleeswaren (geen snacks) en ..;Natuurlijke personen;2006, 1 januari;55
2413;15132 VV vleeswaren (geen snacks) en ..;Natuurlijke personen;2007, 1 januari;55
2414;15132 VV vleeswaren (geen snacks) en ..;Natuurlijke personen;2008, 1 januari;55
2415;15132 VV vleeswaren (geen snacks) en ..;Natuurlijke personen;2009, 1 januari;75
2416;15132 VV vleeswaren (geen snacks) en ..;Rechtspersonen;2006, 1 januari;115
2417;15132 VV vleeswaren (geen snacks) en ..;Rechtspersonen;2007, 1 januari;110
2418;15132 VV vleeswaren (geen snacks) en ..;Rechtspersonen;2008, 1 januari;110
2419;15132 VV vleeswaren (geen snacks) en ..;Rechtspersonen;2009, 1 januari;110
2420;152 Visverwerking;Totaal aantal bedrijven;2006, 1 januari;130
2421;152 Visverwerking;Totaal aantal bedrijven;2007, 1 januari;130
2422;152 Visverwerking;Totaal aantal bedrijven;2008, 1 januari;120
2423;152 Visverwerking;Totaal aantal bedrijven;2009, 1 januari;120
2424;152 Visverwerking;1 werkzame persoon;2006, 1 januari;20
2425;152 Visverwerking;1 werkzame persoon;2007, 1 januari;25
2426;152 Visverwerking;1 werkzame persoon;2008, 1 januari;25
2427;152 Visverwerking;1 werkzame persoon;2009, 1 januari;25
2428;152 Visverwerking;2 werkzame personen;2006, 1 januari;15
2429;152 Visverwerking;2 werkzame personen;2007, 1 januari;10
2430;152 Visverwerking;2 werkzame personen;2008, 1 januari;10
2431;152 Visverwerking;2 werkzame personen;2009, 1 januari;15
2432;152 Visverwerking;3 tot 5 werkzame personen;2006, 1 januari;15
2433;152 Visverwerking;3 tot 5 werkzame personen;2007, 1 januari;15
2434;152 Visverwerking;3 tot 5 werkzame personen;2008, 1 januari;10
2435;152 Visverwerking;3 tot 5 werkzame personen;2009, 1 januari;10
2436;152 Visverwerking;5 tot 10 werkzame personen;2006, 1 januari;25
2437;152 Visverwerking;5 tot 10 werkzame personen;2007, 1 januari;30
2438;152 Visverwerking;5 tot 10 werkzame personen;2008, 1 januari;30
2439;152 Visverwerking;5 tot 10 werkzame personen;2009, 1 januari;25
2440;152 Visverwerking;10 tot 20 werkzame personen;2006, 1 januari;20
2441;152 Visverwerking;10 tot 20 werkzame personen;2007, 1 januari;15
2442;152 Visverwerking;10 tot 20 werkzame personen;2008, 1 januari;20
2443;152 Visverwerking;10 tot 20 werkzame personen;2009, 1 januari;10
2444;152 Visverwerking;20 tot 50 werkzame personen;2006, 1 januari;15
2445;152 Visverwerking;20 tot 50 werkzame personen;2007, 1 januari;20
2446;152 Visverwerking;20 tot 50 werkzame personen;2008, 1 januari;20
2447;152 Visverwerking;20 tot 50 werkzame personen;2009, 1 januari;20
2448;152 Visverwerking;50 tot 100 werkzame personen;2006, 1 januari;10
2449;152 Visverwerking;50 tot 100 werkzame personen;2007, 1 januari;5
2450;152 Visverwerking;50 tot 100 werkzame personen;2008, 1 januari;10
2451;152 Visverwerking;50 tot 100 werkzame personen;2009, 1 januari;10
2452;152 Visverwerking;100 werkzame personen of meer;2006, 1 januari;10
2453;152 Visverwerking;100 werkzame personen of meer;2007, 1 januari;10
2454;152 Visverwerking;100 werkzame personen of meer;2008, 1 januari;0
2455;152 Visverwerking;100 werkzame personen of meer;2009, 1 januari;5
2456;152 Visverwerking;Natuurlijke personen;2006, 1 januari;55
2457;152 Visverwerking;Natuurlijke personen;2007, 1 januari;55
2458;152 Visverwerking;Natuurlijke personen;2008, 1 januari;50
2459;152 Visverwerking;Natuurlijke personen;2009, 1 januari;50
2460;152 Visverwerking;Rechtspersonen;2006, 1 januari;70
2461;152 Visverwerking;Rechtspersonen;2007, 1 januari;75
2462;152 Visverwerking;Rechtspersonen;2008, 1 januari;70
2463;152 Visverwerking;Rechtspersonen;2009, 1 januari;70
2464;1520 Visverwerking;Totaal aantal bedrijven;2006, 1 januari;130
2465;1520 Visverwerking;Totaal aantal bedrijven;2007, 1 januari;130
2466;1520 Visverwerking;Totaal aantal bedrijven;2008, 1 januari;120
2467;1520 Visverwerking;Totaal aantal bedrijven;2009, 1 januari;120
2468;1520 Visverwerking;1 werkzame persoon;2006, 1 januari;20
2469;1520 Visverwerking;1 werkzame persoon;2007, 1 januari;25
2470;1520 Visverwerking;1 werkzame persoon;2008, 1 januari;25
2471;1520 Visverwerking;1 werkzame persoon;2009, 1 januari;25
2472;1520 Visverwerking;2 werkzame personen;2006, 1 januari;15
2473;1520 Visverwerking;2 werkzame personen;2007, 1 januari;10
2474;1520 Visverwerking;2 werkzame personen;2008, 1 januari;10
2475;1520 Visverwerking;2 werkzame personen;2009, 1 januari;15
2476;1520 Visverwerking;3 tot 5 werkzame personen;2006, 1 januari;15
2477;1520 Visverwerking;3 tot 5 werkzame personen;2007, 1 januari;15
2478;1520 Visverwerking;3 tot 5 werkzame personen;2008, 1 januari;10
2479;1520 Visverwerking;3 tot 5 werkzame personen;2009, 1 januari;10
2480;1520 Visverwerking;5 tot 10 werkzame personen;2006, 1 januari;25
2481;1520 Visverwerking;5 tot 10 werkzame personen;2007, 1 januari;30
2482;1520 Visverwerking;5 tot 10 werkzame personen;2008, 1 januari;30
2483;1520 Visverwerking;5 tot 10 werkzame personen;2009, 1 januari;25
2484;1520 Visverwerking;10 tot 20 werkzame personen;2006, 1 januari;20
2485;1520 Visverwerking;10 tot 20 werkzame personen;2007, 1 januari;15
2486;1520 Visverwerking;10 tot 20 werkzame personen;2008, 1 januari;20
2487;1520 Visverwerking;10 tot 20 werkzame personen;2009, 1 januari;10
2488;1520 Visverwerking;20 tot 50 werkzame personen;2006, 1 januari;15
2489;1520 Visverwerking;20 tot 50 werkzame personen;2007, 1 januari;20
2490;1520 Visverwerking;20 tot 50 werkzame personen;2008, 1 januari;20
2491;1520 Visverwerking;20 tot 50 werkzame personen;2009, 1 januari;20
2492;1520 Visverwerking;50 tot 100 werkzame personen;2006, 1 januari;10
2493;1520 Visverwerking;50 tot 100 werkzame personen;2007, 1 januari;5
2494;1520 Visverwerking;50 tot 100 werkzame personen;2008, 1 januari;10
2495;1520 Visverwerking;50 tot 100 werkzame personen;2009, 1 januari;10
2496;1520 Visverwerking;100 werkzame personen of meer;2006, 1 januari;10
2497;1520 Visverwerking;100 werkzame personen of meer;2007, 1 januari;10
2498;1520 Visverwerking;100 werkzame personen of meer;2008, 1 januari;0
2499;1520 Visverwerking;100 werkzame personen of meer;2009, 1 januari;5
2500;1520 Visverwerking;Natuurlijke personen;2006, 1 januari;55
2501;1520 Visverwerking;Natuurlijke personen;2007, 1 januari;55
2502;1520 Visverwerking;Natuurlijke personen;2008, 1 januari;50
2503;1520 Visverwerking;Natuurlijke personen;2009, 1 januari;50
2504;1520 Visverwerking;Rechtspersonen;2006, 1 januari;70
2505;1520 Visverwerking;Rechtspersonen;2007, 1 januari;75
2506;1520 Visverwerking;Rechtspersonen;2008, 1 januari;70
2507;1520 Visverwerking;Rechtspersonen;2009, 1 januari;70
2508;153 Groente- en fruitverwerking;Totaal aantal bedrijven;2006, 1 januari;135
2509;153 Groente- en fruitverwerking;Totaal aantal bedrijven;2007, 1 januari;135
2510;153 Groente- en fruitverwerking;Totaal aantal bedrijven;2008, 1 januari;125
2511;153 Groente- en fruitverwerking;Totaal aantal bedrijven;2009, 1 januari;145
2512;153 Groente- en fruitverwerking;1 werkzame persoon;2006, 1 januari;20
2513;153 Groente- en fruitverwerking;1 werkzame persoon;2007, 1 januari;25
2514;153 Groente- en fruitverwerking;1 werkzame persoon;2008, 1 januari;25
2515;153 Groente- en fruitverwerking;1 werkzame persoon;2009, 1 januari;35
2516;153 Groente- en fruitverwerking;2 werkzame personen;2006, 1 januari;20
2517;153 Groente- en fruitverwerking;2 werkzame personen;2007, 1 januari;15
2518;153 Groente- en fruitverwerking;2 werkzame personen;2008, 1 januari;10
2519;153 Groente- en fruitverwerking;2 werkzame personen;2009, 1 januari;15
2520;153 Groente- en fruitverwerking;3 tot 5 werkzame personen;2006, 1 januari;10
2521;153 Groente- en fruitverwerking;3 tot 5 werkzame personen;2007, 1 januari;10
2522;153 Groente- en fruitverwerking;3 tot 5 werkzame personen;2008, 1 januari;10
2523;153 Groente- en fruitverwerking;3 tot 5 werkzame personen;2009, 1 januari;10
2524;153 Groente- en fruitverwerking;5 tot 10 werkzame personen;2006, 1 januari;15
2525;153 Groente- en fruitverwerking;5 tot 10 werkzame personen;2007, 1 januari;10
2526;153 Groente- en fruitverwerking;5 tot 10 werkzame personen;2008, 1 januari;10
2527;153 Groente- en fruitverwerking;5 tot 10 werkzame personen;2009, 1 januari;10
2528;153 Groente- en fruitverwerking;10 tot 20 werkzame personen;2006, 1 januari;15
2529;153 Groente- en fruitverwerking;10 tot 20 werkzame personen;2007, 1 januari;20
2530;153 Groente- en fruitverwerking;10 tot 20 werkzame personen;2008, 1 januari;15
2531;153 Groente- en fruitverwerking;10 tot 20 werkzame personen;2009, 1 januari;15
2532;153 Groente- en fruitverwerking;20 tot 50 werkzame personen;2006, 1 januari;20
2533;153 Groente- en fruitverwerking;20 tot 50 werkzame personen;2007, 1 januari;20
2534;153 Groente- en fruitverwerking;20 tot 50 werkzame personen;2008, 1 januari;15
2535;153 Groente- en fruitverwerking;20 tot 50 werkzame personen;2009, 1 januari;20
2536;153 Groente- en fruitverwerking;50 tot 100 werkzame personen;2006, 1 januari;10
2537;153 Groente- en fruitverwerking;50 tot 100 werkzame personen;2007, 1 januari;15
2538;153 Groente- en fruitverwerking;50 tot 100 werkzame personen;2008, 1 januari;10
2539;153 Groente- en fruitverwerking;50 tot 100 werkzame personen;2009, 1 januari;10
2540;153 Groente- en fruitverwerking;100 werkzame personen of meer;2006, 1 januari;25
2541;153 Groente- en fruitverwerking;100 werkzame personen of meer;2007, 1 januari;25
2542;153 Groente- en fruitverwerking;100 werkzame personen of meer;2008, 1 januari;25
2543;153 Groente- en fruitverwerking;100 werkzame personen of meer;2009, 1 januari;30
2544;153 Groente- en fruitverwerking;Natuurlijke personen;2006, 1 januari;40
2545;153 Groente- en fruitverwerking;Natuurlijke personen;2007, 1 januari;45
2546;153 Groente- en fruitverwerking;Natuurlijke personen;2008, 1 januari;35
2547;153 Groente- en fruitverwerking;Natuurlijke personen;2009, 1 januari;45
2548;153 Groente- en fruitverwerking;Rechtspersonen;2006, 1 januari;95
2549;153 Groente- en fruitverwerking;Rechtspersonen;2007, 1 januari;90
2550;153 Groente- en fruitverwerking;Rechtspersonen;2008, 1 januari;90
2551;153 Groente- en fruitverwerking;Rechtspersonen;2009, 1 januari;100
2552;1531 VV aardappelproducten;Totaal aantal bedrijven;2006, 1 januari;30
2553;1531 VV aardappelproducten;Totaal aantal bedrijven;2007, 1 januari;30
2554;1531 VV aardappelproducten;Totaal aantal bedrijven;2008, 1 januari;30
2555;1531 VV aardappelproducten;Totaal aantal bedrijven;2009, 1 januari;25
2556;1531 VV aardappelproducten;1 werkzame persoon;2006, 1 januari;5
2557;1531 VV aardappelproducten;1 werkzame persoon;2007, 1 januari;5
2558;1531 VV aardappelproducten;1 werkzame persoon;2008, 1 januari;10
2559;1531 VV aardappelproducten;1 werkzame persoon;2009, 1 januari;5
2560;1531 VV aardappelproducten;2 werkzame personen;2006, 1 januari;5
2561;1531 VV aardappelproducten;2 werkzame personen;2007, 1 januari;5
2562;1531 VV aardappelproducten;2 werkzame personen;2008, 1 januari;0
2563;1531 VV aardappelproducten;2 werkzame personen;2009, 1 januari;5
2564;1531 VV aardappelproducten;3 tot 5 werkzame personen;2006, 1 januari;5
2565;1531 VV aardappelproducten;3 tot 5 werkzame personen;2007, 1 januari;5
2566;1531 VV aardappelproducten;3 tot 5 werkzame personen;2008, 1 januari;5
2567;1531 VV aardappelproducten;3 tot 5 werkzame personen;2009, 1 januari;0
2568;1531 VV aardappelproducten;5 tot 10 werkzame personen;2006, 1 januari;5
2569;1531 VV aardappelproducten;5 tot 10 werkzame personen;2007, 1 januari;5
2570;1531 VV aardappelproducten;5 tot 10 werkzame personen;2008, 1 januari;0
2571;1531 VV aardappelproducten;5 tot 10 werkzame personen;2009, 1 januari;0
2572;1531 VV aardappelproducten;10 tot 20 werkzame personen;2006, 1 januari;0
2573;1531 VV aardappelproducten;10 tot 20 werkzame personen;2007, 1 januari;5
2574;1531 VV aardappelproducten;10 tot 20 werkzame personen;2008, 1 januari;0
2575;1531 VV aardappelproducten;10 tot 20 werkzame personen;2009, 1 januari;5
2576;1531 VV aardappelproducten;20 tot 50 werkzame personen;2006, 1 januari;5
2577;1531 VV aardappelproducten;20 tot 50 werkzame personen;2007, 1 januari;0
2578;1531 VV aardappelproducten;20 tot 50 werkzame personen;2008, 1 januari;0
2579;1531 VV aardappelproducten;20 tot 50 werkzame personen;2009, 1 januari;0
2580;1531 VV aardappelproducten;50 tot 100 werkzame personen;2006, 1 januari;5
2581;1531 VV aardappelproducten;50 tot 100 werkzame personen;2007, 1 januari;5
2582;1531 VV aardappelproducten;50 tot 100 werkzame personen;2008, 1 januari;5
2583;1531 VV aardappelproducten;50 tot 100 werkzame personen;2009, 1 januari;0
2584;1531 VV aardappelproducten;100 werkzame personen of meer;2006, 1 januari;5
2585;1531 VV aardappelproducten;100 werkzame personen of meer;2007, 1 januari;5
2586;1531 VV aardappelproducten;100 werkzame personen of meer;2008, 1 januari;10
2587;1531 VV aardappelproducten;100 werkzame personen of meer;2009, 1 januari;10
2588;1531 VV aardappelproducten;Natuurlijke personen;2006, 1 januari;10
2589;1531 VV aardappelproducten;Natuurlijke personen;2007, 1 januari;10
2590;1531 VV aardappelproducten;Natuurlijke personen;2008, 1 januari;10
2591;1531 VV aardappelproducten;Natuurlijke personen;2009, 1 januari;10
2592;1531 VV aardappelproducten;Rechtspersonen;2006, 1 januari;20
2593;1531 VV aardappelproducten;Rechtspersonen;2007, 1 januari;20
2594;1531 VV aardappelproducten;Rechtspersonen;2008, 1 januari;15
2595;1531 VV aardappelproducten;Rechtspersonen;2009, 1 januari;15
2596;1532 VV fruit- en groentesap;Totaal aantal bedrijven;2006, 1 januari;10
2597;1532 VV fruit- en groentesap;Totaal aantal bedrijven;2007, 1 januari;10
2598;1532 VV fruit- en groentesap;Totaal aantal bedrijven;2008, 1 januari;10
2599;1532 VV fruit- en groentesap;Totaal aantal bedrijven;2009, 1 januari;15
2600;1532 VV fruit- en groentesap;1 werkzame persoon;2006, 1 januari;0
2601;1532 VV fruit- en groentesap;1 werkzame persoon;2007, 1 januari;0
2602;1532 VV fruit- en groentesap;1 werkzame persoon;2008, 1 januari;5
2603;1532 VV fruit- en groentesap;1 werkzame persoon;2009, 1 januari;5
2604;1532 VV fruit- en groentesap;2 werkzame personen;2006, 1 januari;5
2605;1532 VV fruit- en groentesap;2 werkzame personen;2007, 1 januari;5
2606;1532 VV fruit- en groentesap;2 werkzame personen;2008, 1 januari;0
2607;1532 VV fruit- en groentesap;2 werkzame personen;2009, 1 januari;5
2608;1532 VV fruit- en groentesap;3 tot 5 werkzame personen;2006, 1 januari;0
2609;1532 VV fruit- en groentesap;3 tot 5 werkzame personen;2007, 1 januari;0
2610;1532 VV fruit- en groentesap;3 tot 5 werkzame personen;2008, 1 januari;0
2611;1532 VV fruit- en groentesap;3 tot 5 werkzame personen;2009, 1 januari;0
2612;1532 VV fruit- en groentesap;5 tot 10 werkzame personen;2006, 1 januari;5
2613;1532 VV fruit- en groentesap;5 tot 10 werkzame personen;2007, 1 januari;0
2614;1532 VV fruit- en groentesap;5 tot 10 werkzame personen;2008, 1 januari;0
2615;1532 VV fruit- en groentesap;5 tot 10 werkzame personen;2009, 1 januari;0
2616;1532 VV fruit- en groentesap;10 tot 20 werkzame personen;2006, 1 januari;0
2617;1532 VV fruit- en groentesap;10 tot 20 werkzame personen;2007, 1 januari;0
2618;1532 VV fruit- en groentesap;10 tot 20 werkzame personen;2008, 1 januari;0
2619;1532 VV fruit- en groentesap;10 tot 20 werkzame personen;2009, 1 januari;0
2620;1532 VV fruit- en groentesap;20 tot 50 werkzame personen;2006, 1 januari;0
2621;1532 VV fruit- en groentesap;20 tot 50 werkzame personen;2007, 1 januari;0
2622;1532 VV fruit- en groentesap;20 tot 50 werkzame personen;2008, 1 januari;0
2623;1532 VV fruit- en groentesap;20 tot 50 werkzame personen;2009, 1 januari;0
2624;1532 VV fruit- en groentesap;50 tot 100 werkzame personen;2006, 1 januari;0
2625;1532 VV fruit- en groentesap;50 tot 100 werkzame personen;2007, 1 januari;0
2626;1532 VV fruit- en groentesap;50 tot 100 werkzame personen;2008, 1 januari;0
2627;1532 VV fruit- en groentesap;50 tot 100 werkzame personen;2009, 1 januari;0
2628;1532 VV fruit- en groentesap;100 werkzame personen of meer;2006, 1 januari;0
2629;1532 VV fruit- en groentesap;100 werkzame personen of meer;2007, 1 januari;0
2630;1532 VV fruit- en groentesap;100 werkzame personen of meer;2008, 1 januari;0
2631;1532 VV fruit- en groentesap;100 werkzame personen of meer;2009, 1 januari;5
2632;1532 VV fruit- en groentesap;Natuurlijke personen;2006, 1 januari;5
2633;1532 VV fruit- en groentesap;Natuurlijke personen;2007, 1 januari;5
2634;1532 VV fruit- en groentesap;Natuurlijke personen;2008, 1 januari;5
2635;1532 VV fruit- en groentesap;Natuurlijke personen;2009, 1 januari;10
2636;1532 VV fruit- en groentesap;Rechtspersonen;2006, 1 januari;5
2637;1532 VV fruit- en groentesap;Rechtspersonen;2007, 1 januari;5
2638;1532 VV fruit- en groentesap;Rechtspersonen;2008, 1 januari;5
2639;1532 VV fruit- en groentesap;Rechtspersonen;2009, 1 januari;10
2640;1533 Groente- en fruitverwerking ..;Totaal aantal bedrijven;2006, 1 januari;95
2641;1533 Groente- en fruitverwerking ..;Totaal aantal bedrijven;2007, 1 januari;95
2642;1533 Groente- en fruitverwerking ..;Totaal aantal bedrijven;2008, 1 januari;90
2643;1533 Groente- en fruitverwerking ..;Totaal aantal bedrijven;2009, 1 januari;100
2644;1533 Groente- en fruitverwerking ..;1 werkzame persoon;2006, 1 januari;15
2645;1533 Groente- en fruitverwerking ..;1 werkzame persoon;2007, 1 januari;20
2646;1533 Groente- en fruitverwerking ..;1 werkzame persoon;2008, 1 januari;15
2647;1533 Groente- en fruitverwerking ..;1 werkzame persoon;2009, 1 januari;20
2648;1533 Groente- en fruitverwerking ..;2 werkzame personen;2006, 1 januari;10
2649;1533 Groente- en fruitverwerking ..;2 werkzame personen;2007, 1 januari;5
2650;1533 Groente- en fruitverwerking ..;2 werkzame personen;2008, 1 januari;5
