ID;Bedrijfstakken;Bedrijfskenmerken;Perioden;Bedrijven_1
8679;23202 Aardolieverwerking (geen ..;2 werkzame personen;2009, 1 januari;0
8680;23202 Aardolieverwerking (geen ..;3 tot 5 werkzame personen;2006, 1 januari;0
8681;23202 Aardolieverwerking (geen ..;3 tot 5 werkzame personen;2007, 1 januari;0
8682;23202 Aardolieverwerking (geen ..;3 tot 5 werkzame personen;2008, 1 januari;0
8683;23202 Aardolieverwerking (geen ..;3 tot 5 werkzame personen;2009, 1 januari;5
8684;23202 Aardolieverwerking (geen ..;5 tot 10 werkzame personen;2006, 1 januari;0
8685;23202 Aardolieverwerking (geen ..;5 tot 10 werkzame personen;2007, 1 januari;0
8686;23202 Aardolieverwerking (geen ..;5 tot 10 werkzame personen;2008, 1 januari;5
8687;23202 Aardolieverwerking (geen ..;5 tot 10 werkzame personen;2009, 1 januari;5
8688;23202 Aardolieverwerking (geen ..;10 tot 20 werkzame personen;2006, 1 januari;5
8689;23202 Aardolieverwerking (geen ..;10 tot 20 werkzame personen;2007, 1 januari;5
8690;23202 Aardolieverwerking (geen ..;10 tot 20 werkzame personen;2008, 1 januari;0
8691;23202 Aardolieverwerking (geen ..;10 tot 20 werkzame personen;2009, 1 januari;5
8692;23202 Aardolieverwerking (geen ..;20 tot 50 werkzame personen;2006, 1 januari;5
8693;23202 Aardolieverwerking (geen ..;20 tot 50 werkzame personen;2007, 1 januari;5
8694;23202 Aardolieverwerking (geen ..;20 tot 50 werkzame personen;2008, 1 januari;5
8695;23202 Aardolieverwerking (geen ..;20 tot 50 werkzame personen;2009, 1 januari;0
8696;23202 Aardolieverwerking (geen ..;50 tot 100 werkzame personen;2006, 1 januari;5
8697;23202 Aardolieverwerking (geen ..;50 tot 100 werkzame personen;2007, 1 januari;5
8698;23202 Aardolieverwerking (geen ..;50 tot 100 werkzame personen;2008, 1 januari;0
8699;23202 Aardolieverwerking (geen ..;50 tot 100 werkzame personen;2009, 1 januari;5
8700;23202 Aardolieverwerking (geen ..;100 werkzame personen of meer;2006, 1 januari;0
8701;23202 Aardolieverwerking (geen ..;100 werkzame personen of meer;2007, 1 januari;0
8702;23202 Aardolieverwerking (geen ..;100 werkzame personen of meer;2008, 1 januari;5
8703;23202 Aardolieverwerking (geen ..;100 werkzame personen of meer;2009, 1 januari;0
8704;23202 Aardolieverwerking (geen ..;Natuurlijke personen;2006, 1 januari;0
8705;23202 Aardolieverwerking (geen ..;Natuurlijke personen;2007, 1 januari;0
8706;23202 Aardolieverwerking (geen ..;Natuurlijke personen;2008, 1 januari;5
8707;23202 Aardolieverwerking (geen ..;Natuurlijke personen;2009, 1 januari;0
8708;23202 Aardolieverwerking (geen ..;Rechtspersonen;2006, 1 januari;20
8709;23202 Aardolieverwerking (geen ..;Rechtspersonen;2007, 1 januari;20
8710;23202 Aardolieverwerking (geen ..;Rechtspersonen;2008, 1 januari;20
8711;23202 Aardolieverwerking (geen ..;Rechtspersonen;2009, 1 januari;20
8712;233 Bewerking splijt- en kweekstoffen;Totaal aantal bedrijven;2006, 1 januari;5
8713;233 Bewerking splijt- en kweekstoffen;Totaal aantal bedrijven;2007, 1 januari;5
8714;233 Bewerking splijt- en kweekstoffen;Totaal aantal bedrijven;2008, 1 januari;5
8715;233 Bewerking splijt- en kweekstoffen;Totaal aantal bedrijven;2009, 1 januari;5
8716;233 Bewerking splijt- en kweekstoffen;1 werkzame persoon;2006, 1 januari;0
8717;233 Bewerking splijt- en kweekstoffen;1 werkzame persoon;2007, 1 januari;0
8718;233 Bewerking splijt- en kweekstoffen;1 werkzame persoon;2008, 1 januari;0
8719;233 Bewerking splijt- en kweekstoffen;1 werkzame persoon;2009, 1 januari;0
8720;233 Bewerking splijt- en kweekstoffen;2 werkzame personen;2006, 1 januari;0
8721;233 Bewerking splijt- en kweekstoffen;2 werkzame personen;2007, 1 januari;0
8722;233 Bewerking splijt- en kweekstoffen;2 werkzame personen;2008, 1 januari;0
8723;233 Bewerking splijt- en kweekstoffen;2 werkzame personen;2009, 1 januari;0
8724;233 Bewerking splijt- en kweekstoffen;3 tot 5 werkzame personen;2006, 1 januari;0
8725;233 Bewerking splijt- en kweekstoffen;3 tot 5 werkzame personen;2007, 1 januari;0
8726;233 Bewerking splijt- en kweekstoffen;3 tot 5 werkzame personen;2008, 1 januari;0
8727;233 Bewerking splijt- en kweekstoffen;3 tot 5 werkzame personen;2009, 1 januari;0
8728;233 Bewerking splijt- en kweekstoffen;5 tot 10 werkzame personen;2006, 1 januari;0
8729;233 Bewerking splijt- en kweekstoffen;5 tot 10 werkzame personen;2007, 1 januari;0
8730;233 Bewerking splijt- en kweekstoffen;5 tot 10 werkzame personen;2008, 1 januari;0
8731;233 Bewerking splijt- en kweekstoffen;5 tot 10 werkzame personen;2009, 1 januari;0
8732;233 Bewerking splijt- en kweekstoffen;10 tot 20 werkzame personen;2006, 1 januari;0
8733;233 Bewerking splijt- en kweekstoffen;10 tot 20 werkzame personen;2007, 1 januari;0
8734;233 Bewerking splijt- en kweekstoffen;10 tot 20 werkzame personen;2008, 1 januari;0
8735;233 Bewerking splijt- en kweekstoffen;10 tot 20 werkzame personen;2009, 1 januari;0
8736;233 Bewerking splijt- en kweekstoffen;20 tot 50 werkzame personen;2006, 1 januari;0
8737;233 Bewerking splijt- en kweekstoffen;20 tot 50 werkzame personen;2007, 1 januari;0
8738;233 Bewerking splijt- en kweekstoffen;20 tot 50 werkzame personen;2008, 1 januari;0
8739;233 Bewerking splijt- en kweekstoffen;20 tot 50 werkzame personen;2009, 1 januari;0
8740;233 Bewerking splijt- en kweekstoffen;50 tot 100 werkzame personen;2006, 1 januari;0
8741;233 Bewerking splijt- en kweekstoffen;50 tot 100 werkzame personen;2007, 1 januari;0
8742;233 Bewerking splijt- en kweekstoffen;50 tot 100 werkzame personen;2008, 1 januari;0
8743;233 Bewerking splijt- en kweekstoffen;50 tot 100 werkzame personen;2009, 1 januari;0
8744;233 Bewerking splijt- en kweekstoffen;100 werkzame personen of meer;2006, 1 januari;0
8745;233 Bewerking splijt- en kweekstoffen;100 werkzame personen of meer;2007, 1 januari;0
8746;233 Bewerking splijt- en kweekstoffen;100 werkzame personen of meer;2008, 1 januari;0
8747;233 Bewerking splijt- en kweekstoffen;100 werkzame personen of meer;2009, 1 januari;0
8748;233 Bewerking splijt- en kweekstoffen;Natuurlijke personen;2006, 1 januari;0
8749;233 Bewerking splijt- en kweekstoffen;Natuurlijke personen;2007, 1 januari;0
8750;233 Bewerking splijt- en kweekstoffen;Natuurlijke personen;2008, 1 januari;0
8751;233 Bewerking splijt- en kweekstoffen;Natuurlijke personen;2009, 1 januari;0
8752;233 Bewerking splijt- en kweekstoffen;Rechtspersonen;2006, 1 januari;5
8753;233 Bewerking splijt- en kweekstoffen;Rechtspersonen;2007, 1 januari;5
8754;233 Bewerking splijt- en kweekstoffen;Rechtspersonen;2008, 1 januari;5
8755;233 Bewerking splijt- en kweekstoffen;Rechtspersonen;2009, 1 januari;5
8756;2330 Bewerking splijt- en kweekstoffen;Totaal aantal bedrijven;2006, 1 januari;5
8757;2330 Bewerking splijt- en kweekstoffen;Totaal aantal bedrijven;2007, 1 januari;5
8758;2330 Bewerking splijt- en kweekstoffen;Totaal aantal bedrijven;2008, 1 januari;5
8759;2330 Bewerking splijt- en kweekstoffen;Totaal aantal bedrijven;2009, 1 januari;5
8760;2330 Bewerking splijt- en kweekstoffen;1 werkzame persoon;2006, 1 januari;0
8761;2330 Bewerking splijt- en kweekstoffen;1 werkzame persoon;2007, 1 januari;0
8762;2330 Bewerking splijt- en kweekstoffen;1 werkzame persoon;2008, 1 januari;0
8763;2330 Bewerking splijt- en kweekstoffen;1 werkzame persoon;2009, 1 januari;0
8764;2330 Bewerking splijt- en kweekstoffen;2 werkzame personen;2006, 1 januari;0
8765;2330 Bewerking splijt- en kweekstoffen;2 werkzame personen;2007, 1 januari;0
8766;2330 Bewerking splijt- en kweekstoffen;2 werkzame personen;2008, 1 januari;0
8767;2330 Bewerking splijt- en kweekstoffen;2 werkzame personen;2009, 1 januari;0
8768;2330 Bewerking splijt- en kweekstoffen;3 tot 5 werkzame personen;2006, 1 januari;0
8769;2330 Bewerking splijt- en kweekstoffen;3 tot 5 werkzame personen;2007, 1 januari;0
8770;2330 Bewerking splijt- en kweekstoffen;3 tot 5 werkzame personen;2008, 1 januari;0
8771;2330 Bewerking splijt- en kweekstoffen;3 tot 5 werkzame personen;2009, 1 januari;0
8772;2330 Bewerking splijt- en kweekstoffen;5 tot 10 werkzame personen;2006, 1 januari;0
8773;2330 Bewerking splijt- en kweekstoffen;5 tot 10 werkzame personen;2007, 1 januari;0
8774;2330 Bewerking splijt- en kweekstoffen;5 tot 10 werkzame personen;2008, 1 januari;0
8775;2330 Bewerking splijt- en kweekstoffen;5 tot 10 werkzame personen;2009, 1 januari;0
8776;2330 Bewerking splijt- en kweekstoffen;10 tot 20 werkzame personen;2006, 1 januari;0
8777;2330 Bewerking splijt- en kweekstoffen;10 tot 20 werkzame personen;2007, 1 januari;0
8778;2330 Bewerking splijt- en kweekstoffen;10 tot 20 werkzame personen;2008, 1 januari;0
8779;2330 Bewerking splijt- en kweekstoffen;10 tot 20 werkzame personen;2009, 1 januari;0
8780;2330 Bewerking splijt- en kweekstoffen;20 tot 50 werkzame personen;2006, 1 januari;0
8781;2330 Bewerking splijt- en kweekstoffen;20 tot 50 werkzame personen;2007, 1 januari;0
8782;2330 Bewerking splijt- en kweekstoffen;20 tot 50 werkzame personen;2008, 1 januari;0
8783;2330 Bewerking splijt- en kweekstoffen;20 tot 50 werkzame personen;2009, 1 januari;0
8784;2330 Bewerking splijt- en kweekstoffen;50 tot 100 werkzame personen;2006, 1 januari;0
8785;2330 Bewerking splijt- en kweekstoffen;50 tot 100 werkzame personen;2007, 1 januari;0
8786;2330 Bewerking splijt- en kweekstoffen;50 tot 100 werkzame personen;2008, 1 januari;0
8787;2330 Bewerking splijt- en kweekstoffen;50 tot 100 werkzame personen;2009, 1 januari;0
8788;2330 Bewerking splijt- en kweekstoffen;100 werkzame personen of meer;2006, 1 januari;0
8789;2330 Bewerking splijt- en kweekstoffen;100 werkzame personen of meer;2007, 1 januari;0
8790;2330 Bewerking splijt- en kweekstoffen;100 werkzame personen of meer;2008, 1 januari;0
8791;2330 Bewerking splijt- en kweekstoffen;100 werkzame personen of meer;2009, 1 januari;0
8792;2330 Bewerking splijt- en kweekstoffen;Natuurlijke personen;2006, 1 januari;0
8793;2330 Bewerking splijt- en kweekstoffen;Natuurlijke personen;2007, 1 januari;0
8794;2330 Bewerking splijt- en kweekstoffen;Natuurlijke personen;2008, 1 januari;0
8795;2330 Bewerking splijt- en kweekstoffen;Natuurlijke personen;2009, 1 januari;0
8796;2330 Bewerking splijt- en kweekstoffen;Rechtspersonen;2006, 1 januari;5
8797;2330 Bewerking splijt- en kweekstoffen;Rechtspersonen;2007, 1 januari;5
8798;2330 Bewerking splijt- en kweekstoffen;Rechtspersonen;2008, 1 januari;5
8799;2330 Bewerking splijt- en kweekstoffen;Rechtspersonen;2009, 1 januari;5
8800;24 Vervaardiging van chemische producten;Totaal aantal bedrijven;2006, 1 januari;900
8801;24 Vervaardiging van chemische producten;Totaal aantal bedrijven;2007, 1 januari;915
8802;24 Vervaardiging van chemische producten;Totaal aantal bedrijven;2008, 1 januari;915
8803;24 Vervaardiging van chemische producten;Totaal aantal bedrijven;2009, 1 januari;960
8804;24 Vervaardiging van chemische producten;1 werkzame persoon;2006, 1 januari;215
8805;24 Vervaardiging van chemische producten;1 werkzame persoon;2007, 1 januari;195
8806;24 Vervaardiging van chemische producten;1 werkzame persoon;2008, 1 januari;240
8807;24 Vervaardiging van chemische producten;1 werkzame persoon;2009, 1 januari;270
8808;24 Vervaardiging van chemische producten;2 werkzame personen;2006, 1 januari;105
8809;24 Vervaardiging van chemische producten;2 werkzame personen;2007, 1 januari;100
8810;24 Vervaardiging van chemische producten;2 werkzame personen;2008, 1 januari;85
8811;24 Vervaardiging van chemische producten;2 werkzame personen;2009, 1 januari;95
8812;24 Vervaardiging van chemische producten;3 tot 5 werkzame personen;2006, 1 januari;60
8813;24 Vervaardiging van chemische producten;3 tot 5 werkzame personen;2007, 1 januari;80
8814;24 Vervaardiging van chemische producten;3 tot 5 werkzame personen;2008, 1 januari;80
8815;24 Vervaardiging van chemische producten;3 tot 5 werkzame personen;2009, 1 januari;80
8816;24 Vervaardiging van chemische producten;5 tot 10 werkzame personen;2006, 1 januari;90
8817;24 Vervaardiging van chemische producten;5 tot 10 werkzame personen;2007, 1 januari;95
8818;24 Vervaardiging van chemische producten;5 tot 10 werkzame personen;2008, 1 januari;105
8819;24 Vervaardiging van chemische producten;5 tot 10 werkzame personen;2009, 1 januari;85
8820;24 Vervaardiging van chemische producten;10 tot 20 werkzame personen;2006, 1 januari;90
8821;24 Vervaardiging van chemische producten;10 tot 20 werkzame personen;2007, 1 januari;100
8822;24 Vervaardiging van chemische producten;10 tot 20 werkzame personen;2008, 1 januari;80
8823;24 Vervaardiging van chemische producten;10 tot 20 werkzame personen;2009, 1 januari;100
8824;24 Vervaardiging van chemische producten;20 tot 50 werkzame personen;2006, 1 januari;120
8825;24 Vervaardiging van chemische producten;20 tot 50 werkzame personen;2007, 1 januari;120
8826;24 Vervaardiging van chemische producten;20 tot 50 werkzame personen;2008, 1 januari;120
8827;24 Vervaardiging van chemische producten;20 tot 50 werkzame personen;2009, 1 januari;105
8828;24 Vervaardiging van chemische producten;50 tot 100 werkzame personen;2006, 1 januari;85
8829;24 Vervaardiging van chemische producten;50 tot 100 werkzame personen;2007, 1 januari;80
8830;24 Vervaardiging van chemische producten;50 tot 100 werkzame personen;2008, 1 januari;70
8831;24 Vervaardiging van chemische producten;50 tot 100 werkzame personen;2009, 1 januari;80
8832;24 Vervaardiging van chemische producten;100 werkzame personen of meer;2006, 1 januari;140
8833;24 Vervaardiging van chemische producten;100 werkzame personen of meer;2007, 1 januari;140
8834;24 Vervaardiging van chemische producten;100 werkzame personen of meer;2008, 1 januari;130
8835;24 Vervaardiging van chemische producten;100 werkzame personen of meer;2009, 1 januari;140
8836;24 Vervaardiging van chemische producten;Natuurlijke personen;2006, 1 januari;170
8837;24 Vervaardiging van chemische producten;Natuurlijke personen;2007, 1 januari;175
8838;24 Vervaardiging van chemische producten;Natuurlijke personen;2008, 1 januari;160
8839;24 Vervaardiging van chemische producten;Natuurlijke personen;2009, 1 januari;170
8840;24 Vervaardiging van chemische producten;Rechtspersonen;2006, 1 januari;735
8841;24 Vervaardiging van chemische producten;Rechtspersonen;2007, 1 januari;740
8842;24 Vervaardiging van chemische producten;Rechtspersonen;2008, 1 januari;755
8843;24 Vervaardiging van chemische producten;Rechtspersonen;2009, 1 januari;790
8844;241 Vervaardiging van basischemicaliën;Totaal aantal bedrijven;2006, 1 januari;295
8845;241 Vervaardiging van basischemicaliën;Totaal aantal bedrijven;2007, 1 januari;305
8846;241 Vervaardiging van basischemicaliën;Totaal aantal bedrijven;2008, 1 januari;305
8847;241 Vervaardiging van basischemicaliën;Totaal aantal bedrijven;2009, 1 januari;310
8848;241 Vervaardiging van basischemicaliën;1 werkzame persoon;2006, 1 januari;50
8849;241 Vervaardiging van basischemicaliën;1 werkzame persoon;2007, 1 januari;50
8850;241 Vervaardiging van basischemicaliën;1 werkzame persoon;2008, 1 januari;60
8851;241 Vervaardiging van basischemicaliën;1 werkzame persoon;2009, 1 januari;60
8852;241 Vervaardiging van basischemicaliën;2 werkzame personen;2006, 1 januari;35
8853;241 Vervaardiging van basischemicaliën;2 werkzame personen;2007, 1 januari;30
8854;241 Vervaardiging van basischemicaliën;2 werkzame personen;2008, 1 januari;30
8855;241 Vervaardiging van basischemicaliën;2 werkzame personen;2009, 1 januari;35
8856;241 Vervaardiging van basischemicaliën;3 tot 5 werkzame personen;2006, 1 januari;20
8857;241 Vervaardiging van basischemicaliën;3 tot 5 werkzame personen;2007, 1 januari;30
8858;241 Vervaardiging van basischemicaliën;3 tot 5 werkzame personen;2008, 1 januari;25
8859;241 Vervaardiging van basischemicaliën;3 tot 5 werkzame personen;2009, 1 januari;25
8860;241 Vervaardiging van basischemicaliën;5 tot 10 werkzame personen;2006, 1 januari;30
8861;241 Vervaardiging van basischemicaliën;5 tot 10 werkzame personen;2007, 1 januari;35
8862;241 Vervaardiging van basischemicaliën;5 tot 10 werkzame personen;2008, 1 januari;35
8863;241 Vervaardiging van basischemicaliën;5 tot 10 werkzame personen;2009, 1 januari;30
8864;241 Vervaardiging van basischemicaliën;10 tot 20 werkzame personen;2006, 1 januari;30
8865;241 Vervaardiging van basischemicaliën;10 tot 20 werkzame personen;2007, 1 januari;30
8866;241 Vervaardiging van basischemicaliën;10 tot 20 werkzame personen;2008, 1 januari;30
8867;241 Vervaardiging van basischemicaliën;10 tot 20 werkzame personen;2009, 1 januari;35
8868;241 Vervaardiging van basischemicaliën;20 tot 50 werkzame personen;2006, 1 januari;40
8869;241 Vervaardiging van basischemicaliën;20 tot 50 werkzame personen;2007, 1 januari;35
8870;241 Vervaardiging van basischemicaliën;20 tot 50 werkzame personen;2008, 1 januari;35
8871;241 Vervaardiging van basischemicaliën;20 tot 50 werkzame personen;2009, 1 januari;30
8872;241 Vervaardiging van basischemicaliën;50 tot 100 werkzame personen;2006, 1 januari;30
8873;241 Vervaardiging van basischemicaliën;50 tot 100 werkzame personen;2007, 1 januari;35
8874;241 Vervaardiging van basischemicaliën;50 tot 100 werkzame personen;2008, 1 januari;30
8875;241 Vervaardiging van basischemicaliën;50 tot 100 werkzame personen;2009, 1 januari;35
8876;241 Vervaardiging van basischemicaliën;100 werkzame personen of meer;2006, 1 januari;60
8877;241 Vervaardiging van basischemicaliën;100 werkzame personen of meer;2007, 1 januari;60
8878;241 Vervaardiging van basischemicaliën;100 werkzame personen of meer;2008, 1 januari;60
8879;241 Vervaardiging van basischemicaliën;100 werkzame personen of meer;2009, 1 januari;65
8880;241 Vervaardiging van basischemicaliën;Natuurlijke personen;2006, 1 januari;50
8881;241 Vervaardiging van basischemicaliën;Natuurlijke personen;2007, 1 januari;50
8882;241 Vervaardiging van basischemicaliën;Natuurlijke personen;2008, 1 januari;45
8883;241 Vervaardiging van basischemicaliën;Natuurlijke personen;2009, 1 januari;50
8884;241 Vervaardiging van basischemicaliën;Rechtspersonen;2006, 1 januari;245
8885;241 Vervaardiging van basischemicaliën;Rechtspersonen;2007, 1 januari;255
8886;241 Vervaardiging van basischemicaliën;Rechtspersonen;2008, 1 januari;255
8887;241 Vervaardiging van basischemicaliën;Rechtspersonen;2009, 1 januari;260
8888;2411 VV industriële gassen;Totaal aantal bedrijven;2006, 1 januari;10
8889;2411 VV industriële gassen;Totaal aantal bedrijven;2007, 1 januari;10
8890;2411 VV industriële gassen;Totaal aantal bedrijven;2008, 1 januari;10
8891;2411 VV industriële gassen;Totaal aantal bedrijven;2009, 1 januari;10
8892;2411 VV industriële gassen;1 werkzame persoon;2006, 1 januari;0
8893;2411 VV industriële gassen;1 werkzame persoon;2007, 1 januari;0
8894;2411 VV industriële gassen;1 werkzame persoon;2008, 1 januari;0
8895;2411 VV industriële gassen;1 werkzame persoon;2009, 1 januari;0
8896;2411 VV industriële gassen;2 werkzame personen;2006, 1 januari;0
8897;2411 VV industriële gassen;2 werkzame personen;2007, 1 januari;0
8898;2411 VV industriële gassen;2 werkzame personen;2008, 1 januari;5
8899;2411 VV industriële gassen;2 werkzame personen;2009, 1 januari;0
8900;2411 VV industriële gassen;3 tot 5 werkzame personen;2006, 1 januari;0
8901;2411 VV industriële gassen;3 tot 5 werkzame personen;2007, 1 januari;0
8902;2411 VV industriële gassen;3 tot 5 werkzame personen;2008, 1 januari;0
8903;2411 VV industriële gassen;3 tot 5 werkzame personen;2009, 1 januari;0
8904;2411 VV industriële gassen;5 tot 10 werkzame personen;2006, 1 januari;0
8905;2411 VV industriële gassen;5 tot 10 werkzame personen;2007, 1 januari;0
8906;2411 VV industriële gassen;5 tot 10 werkzame personen;2008, 1 januari;0
8907;2411 VV industriële gassen;5 tot 10 werkzame personen;2009, 1 januari;0
8908;2411 VV industriële gassen;10 tot 20 werkzame personen;2006, 1 januari;0
8909;2411 VV industriële gassen;10 tot 20 werkzame personen;2007, 1 januari;0
8910;2411 VV industriële gassen;10 tot 20 werkzame personen;2008, 1 januari;0
8911;2411 VV industriële gassen;10 tot 20 werkzame personen;2009, 1 januari;0
8912;2411 VV industriële gassen;20 tot 50 werkzame personen;2006, 1 januari;0
8913;2411 VV industriële gassen;20 tot 50 werkzame personen;2007, 1 januari;0
8914;2411 VV industriële gassen;20 tot 50 werkzame personen;2008, 1 januari;0
8915;2411 VV industriële gassen;20 tot 50 werkzame personen;2009, 1 januari;0
8916;2411 VV industriële gassen;50 tot 100 werkzame personen;2006, 1 januari;0
8917;2411 VV industriële gassen;50 tot 100 werkzame personen;2007, 1 januari;0
8918;2411 VV industriële gassen;50 tot 100 werkzame personen;2008, 1 januari;0
8919;2411 VV industriële gassen;50 tot 100 werkzame personen;2009, 1 januari;0
8920;2411 VV industriële gassen;100 werkzame personen of meer;2006, 1 januari;0
8921;2411 VV industriële gassen;100 werkzame personen of meer;2007, 1 januari;0
8922;2411 VV industriële gassen;100 werkzame personen of meer;2008, 1 januari;0
8923;2411 VV industriële gassen;100 werkzame personen of meer;2009, 1 januari;5
8924;2411 VV industriële gassen;Natuurlijke personen;2006, 1 januari;0
8925;2411 VV industriële gassen;Natuurlijke personen;2007, 1 januari;0
8926;2411 VV industriële gassen;Natuurlijke personen;2008, 1 januari;0
8927;2411 VV industriële gassen;Natuurlijke personen;2009, 1 januari;0
8928;2411 VV industriële gassen;Rechtspersonen;2006, 1 januari;10
8929;2411 VV industriële gassen;Rechtspersonen;2007, 1 januari;10
8930;2411 VV industriële gassen;Rechtspersonen;2008, 1 januari;10
8931;2411 VV industriële gassen;Rechtspersonen;2009, 1 januari;10
8932;2412 VV kleur- en verfstoffen;Totaal aantal bedrijven;2006, 1 januari;30
8933;2412 VV kleur- en verfstoffen;Totaal aantal bedrijven;2007, 1 januari;30
8934;2412 VV kleur- en verfstoffen;Totaal aantal bedrijven;2008, 1 januari;25
8935;2412 VV kleur- en verfstoffen;Totaal aantal bedrijven;2009, 1 januari;30
8936;2412 VV kleur- en verfstoffen;1 werkzame persoon;2006, 1 januari;5
8937;2412 VV kleur- en verfstoffen;1 werkzame persoon;2007, 1 januari;5
8938;2412 VV kleur- en verfstoffen;1 werkzame persoon;2008, 1 januari;5
8939;2412 VV kleur- en verfstoffen;1 werkzame persoon;2009, 1 januari;5
8940;2412 VV kleur- en verfstoffen;2 werkzame personen;2006, 1 januari;5
8941;2412 VV kleur- en verfstoffen;2 werkzame personen;2007, 1 januari;5
8942;2412 VV kleur- en verfstoffen;2 werkzame personen;2008, 1 januari;0
8943;2412 VV kleur- en verfstoffen;2 werkzame personen;2009, 1 januari;5
8944;2412 VV kleur- en verfstoffen;3 tot 5 werkzame personen;2006, 1 januari;0
8945;2412 VV kleur- en verfstoffen;3 tot 5 werkzame personen;2007, 1 januari;5
8946;2412 VV kleur- en verfstoffen;3 tot 5 werkzame personen;2008, 1 januari;5
8947;2412 VV kleur- en verfstoffen;3 tot 5 werkzame personen;2009, 1 januari;5
8948;2412 VV kleur- en verfstoffen;5 tot 10 werkzame personen;2006, 1 januari;5
8949;2412 VV kleur- en verfstoffen;5 tot 10 werkzame personen;2007, 1 januari;5
8950;2412 VV kleur- en verfstoffen;5 tot 10 werkzame personen;2008, 1 januari;0
8951;2412 VV kleur- en verfstoffen;5 tot 10 werkzame personen;2009, 1 januari;5
8952;2412 VV kleur- en verfstoffen;10 tot 20 werkzame personen;2006, 1 januari;0
8953;2412 VV kleur- en verfstoffen;10 tot 20 werkzame personen;2007, 1 januari;5
8954;2412 VV kleur- en verfstoffen;10 tot 20 werkzame personen;2008, 1 januari;5
8955;2412 VV kleur- en verfstoffen;10 tot 20 werkzame personen;2009, 1 januari;5
8956;2412 VV kleur- en verfstoffen;20 tot 50 werkzame personen;2006, 1 januari;5
8957;2412 VV kleur- en verfstoffen;20 tot 50 werkzame personen;2007, 1 januari;5
8958;2412 VV kleur- en verfstoffen;20 tot 50 werkzame personen;2008, 1 januari;0
8959;2412 VV kleur- en verfstoffen;20 tot 50 werkzame personen;2009, 1 januari;5
8960;2412 VV kleur- en verfstoffen;50 tot 100 werkzame personen;2006, 1 januari;5
8961;2412 VV kleur- en verfstoffen;50 tot 100 werkzame personen;2007, 1 januari;5
8962;2412 VV kleur- en verfstoffen;50 tot 100 werkzame personen;2008, 1 januari;5
8963;2412 VV kleur- en verfstoffen;50 tot 100 werkzame personen;2009, 1 januari;5
8964;2412 VV kleur- en verfstoffen;100 werkzame personen of meer;2006, 1 januari;5
8965;2412 VV kleur- en verfstoffen;100 werkzame personen of meer;2007, 1 januari;5
8966;2412 VV kleur- en verfstoffen;100 werkzame personen of meer;2008, 1 januari;5
8967;2412 VV kleur- en verfstoffen;100 werkzame personen of meer;2009, 1 januari;5
8968;2412 VV kleur- en verfstoffen;Natuurlijke personen;2006, 1 januari;5
8969;2412 VV kleur- en verfstoffen;Natuurlijke personen;2007, 1 januari;5
8970;2412 VV kleur- en verfstoffen;Natuurlijke personen;2008, 1 januari;5
8971;2412 VV kleur- en verfstoffen;Natuurlijke personen;2009, 1 januari;5
8972;2412 VV kleur- en verfstoffen;Rechtspersonen;2006, 1 januari;25
8973;2412 VV kleur- en verfstoffen;Rechtspersonen;2007, 1 januari;25
8974;2412 VV kleur- en verfstoffen;Rechtspersonen;2008, 1 januari;25
8975;2412 VV kleur- en verfstoffen;Rechtspersonen;2009, 1 januari;25
8976;2413 VV overige anorganische ..;Totaal aantal bedrijven;2006, 1 januari;35
8977;2413 VV overige anorganische ..;Totaal aantal bedrijven;2007, 1 januari;30
8978;2413 VV overige anorganische ..;Totaal aantal bedrijven;2008, 1 januari;25
8979;2413 VV overige anorganische ..;Totaal aantal bedrijven;2009, 1 januari;25
8980;2413 VV overige anorganische ..;1 werkzame persoon;2006, 1 januari;5
8981;2413 VV overige anorganische ..;1 werkzame persoon;2007, 1 januari;5
8982;2413 VV overige anorganische ..;1 werkzame persoon;2008, 1 januari;5
8983;2413 VV overige anorganische ..;1 werkzame persoon;2009, 1 januari;5
8984;2413 VV overige anorganische ..;2 werkzame personen;2006, 1 januari;5
8985;2413 VV overige anorganische ..;2 werkzame personen;2007, 1 januari;0
8986;2413 VV overige anorganische ..;2 werkzame personen;2008, 1 januari;0
8987;2413 VV overige anorganische ..;2 werkzame personen;2009, 1 januari;0
8988;2413 VV overige anorganische ..;3 tot 5 werkzame personen;2006, 1 januari;0
8989;2413 VV overige anorganische ..;3 tot 5 werkzame personen;2007, 1 januari;0
8990;2413 VV overige anorganische ..;3 tot 5 werkzame personen;2008, 1 januari;0
8991;2413 VV overige anorganische ..;3 tot 5 werkzame personen;2009, 1 januari;0
8992;2413 VV overige anorganische ..;5 tot 10 werkzame personen;2006, 1 januari;5
8993;2413 VV overige anorganische ..;5 tot 10 werkzame personen;2007, 1 januari;5
8994;2413 VV overige anorganische ..;5 tot 10 werkzame personen;2008, 1 januari;5
8995;2413 VV overige anorganische ..;5 tot 10 werkzame personen;2009, 1 januari;0
8996;2413 VV overige anorganische ..;10 tot 20 werkzame personen;2006, 1 januari;0
8997;2413 VV overige anorganische ..;10 tot 20 werkzame personen;2007, 1 januari;0
8998;2413 VV overige anorganische ..;10 tot 20 werkzame personen;2008, 1 januari;0
8999;2413 VV overige anorganische ..;10 tot 20 werkzame personen;2009, 1 januari;0
9000;2413 VV overige anorganische ..;20 tot 50 werkzame personen;2006, 1 januari;10
