ID;TypeOfMonument;Regions;Periods;ListedMonumentsAndHistoricBuildings_1
2329;Listed monuments total;Groot-Amsterdam (CR);1993;7631
2330;Listed monuments total;Groot-Amsterdam (CR);1994;7629
2331;Listed monuments total;Groot-Amsterdam (CR);1995;7655
2332;Listed monuments total;Groot-Amsterdam (CR);1996;7813
2333;Listed monuments total;Groot-Amsterdam (CR);1997;7833
2334;Listed monuments total;Groot-Amsterdam (CR);1998;7958
2335;Listed monuments total;Groot-Amsterdam (CR);1999;8033
2336;Listed monuments total;Groot-Amsterdam (CR);2000;8049
2337;Listed monuments total;Groot-Amsterdam (CR);2001;8199
2338;Listed monuments total;Groot-Amsterdam (CR);2002;8347
2339;Listed monuments total;Groot-Amsterdam (CR);2003;8400
2340;Listed monuments total;Groot-Amsterdam (CR);2004;8539
2341;Listed monuments total;Groot-Amsterdam (CR);2005;8552
2342;Listed monuments total;Groot-Amsterdam (CR);2006;8557
2343;Listed monuments total;Groot-Amsterdam (CR);2007;8566
2344;Listed monuments total;Groot-Amsterdam (CR);2008;8585
2345;Listed monuments total;Groot-Amsterdam (CR);2009;8599
2346;Listed monuments total;Groot-Amsterdam (CR);2010;8625
2347;Listed monuments total;Groot-Amsterdam (CR);2011;8630
2348;Listed monuments total;Groot-Amsterdam (CR);2012;8632
2349;Listed monuments total;Groot-Amsterdam (CR);2013;8592
2350;Listed monuments total;Groot-Amsterdam (CR);2014;8562
2351;Listed monuments total;Groot-Amsterdam (CR);2015;8560
2352;Listed monuments total;Groot-Amsterdam (CR);2016;8568
2353;Listed monuments total;Groot-Amsterdam (CR);2017;8571
2354;Listed monuments total;Groot-Amsterdam (CR);2018;8560
2355;Listed monuments total;Groot-Amsterdam (CR);2019;8555
2356;Listed monuments total;Groot-Amsterdam (CR);2020;8554
2357;Listed monuments total;Groot-Amsterdam (CR);2021;8560
2358;Listed monuments total;Groot-Amsterdam (CR);2022;8562
2359;Listed monuments total;Groot-Amsterdam (CR);2023;8551
2360;Listed monuments total;Het Gooi en Vechtstreek (CR);1965;0
2361;Listed monuments total;Het Gooi en Vechtstreek (CR);1966;46
2362;Listed monuments total;Het Gooi en Vechtstreek (CR);1967;46
2363;Listed monuments total;Het Gooi en Vechtstreek (CR);1968;60
2364;Listed monuments total;Het Gooi en Vechtstreek (CR);1969;164
2365;Listed monuments total;Het Gooi en Vechtstreek (CR);1970;193
2366;Listed monuments total;Het Gooi en Vechtstreek (CR);1971;226
2367;Listed monuments total;Het Gooi en Vechtstreek (CR);1972;237
2368;Listed monuments total;Het Gooi en Vechtstreek (CR);1973;309
2369;Listed monuments total;Het Gooi en Vechtstreek (CR);1974;358
2370;Listed monuments total;Het Gooi en Vechtstreek (CR);1975;368
2371;Listed monuments total;Het Gooi en Vechtstreek (CR);1976;383
2372;Listed monuments total;Het Gooi en Vechtstreek (CR);1977;407
2373;Listed monuments total;Het Gooi en Vechtstreek (CR);1978;414
2374;Listed monuments total;Het Gooi en Vechtstreek (CR);1979;416
2375;Listed monuments total;Het Gooi en Vechtstreek (CR);1980;417
2376;Listed monuments total;Het Gooi en Vechtstreek (CR);1981;417
2377;Listed monuments total;Het Gooi en Vechtstreek (CR);1982;417
2378;Listed monuments total;Het Gooi en Vechtstreek (CR);1983;420
2379;Listed monuments total;Het Gooi en Vechtstreek (CR);1984;422
2380;Listed monuments total;Het Gooi en Vechtstreek (CR);1985;426
2381;Listed monuments total;Het Gooi en Vechtstreek (CR);1986;432
2382;Listed monuments total;Het Gooi en Vechtstreek (CR);1987;434
2383;Listed monuments total;Het Gooi en Vechtstreek (CR);1988;438
2384;Listed monuments total;Het Gooi en Vechtstreek (CR);1989;437
2385;Listed monuments total;Het Gooi en Vechtstreek (CR);1990;437
2386;Listed monuments total;Het Gooi en Vechtstreek (CR);1991;484
2387;Listed monuments total;Het Gooi en Vechtstreek (CR);1992;495
2388;Listed monuments total;Het Gooi en Vechtstreek (CR);1993;512
2389;Listed monuments total;Het Gooi en Vechtstreek (CR);1994;545
2390;Listed monuments total;Het Gooi en Vechtstreek (CR);1995;545
2391;Listed monuments total;Het Gooi en Vechtstreek (CR);1996;545
2392;Listed monuments total;Het Gooi en Vechtstreek (CR);1997;550
2393;Listed monuments total;Het Gooi en Vechtstreek (CR);1998;615
2394;Listed monuments total;Het Gooi en Vechtstreek (CR);1999;636
2395;Listed monuments total;Het Gooi en Vechtstreek (CR);2000;683
2396;Listed monuments total;Het Gooi en Vechtstreek (CR);2001;748
2397;Listed monuments total;Het Gooi en Vechtstreek (CR);2002;945
2398;Listed monuments total;Het Gooi en Vechtstreek (CR);2003;955
2399;Listed monuments total;Het Gooi en Vechtstreek (CR);2004;957
2400;Listed monuments total;Het Gooi en Vechtstreek (CR);2005;977
2401;Listed monuments total;Het Gooi en Vechtstreek (CR);2006;993
2402;Listed monuments total;Het Gooi en Vechtstreek (CR);2007;999
2403;Listed monuments total;Het Gooi en Vechtstreek (CR);2008;998
2404;Listed monuments total;Het Gooi en Vechtstreek (CR);2009;998
2405;Listed monuments total;Het Gooi en Vechtstreek (CR);2010;998
2406;Listed monuments total;Het Gooi en Vechtstreek (CR);2011;997
2407;Listed monuments total;Het Gooi en Vechtstreek (CR);2012;997
2408;Listed monuments total;Het Gooi en Vechtstreek (CR);2013;1033
2409;Listed monuments total;Het Gooi en Vechtstreek (CR);2014;1022
2410;Listed monuments total;Het Gooi en Vechtstreek (CR);2015;1023
2411;Listed monuments total;Het Gooi en Vechtstreek (CR);2016;1026
2412;Listed monuments total;Het Gooi en Vechtstreek (CR);2017;1037
2413;Listed monuments total;Het Gooi en Vechtstreek (CR);2018;1025
2414;Listed monuments total;Het Gooi en Vechtstreek (CR);2019;1024
2415;Listed monuments total;Het Gooi en Vechtstreek (CR);2020;1021
2416;Listed monuments total;Het Gooi en Vechtstreek (CR);2021;1028
2417;Listed monuments total;Het Gooi en Vechtstreek (CR);2022;1025
2418;Listed monuments total;Het Gooi en Vechtstreek (CR);2023;1026
2419;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1965;0
2420;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1966;0
2421;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1967;29
2422;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1968;1098
2423;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1969;1101
2424;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1970;1129
2425;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1971;1189
2426;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1972;1229
2427;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1973;1280
2428;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1974;1317
2429;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1975;1331
2430;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1976;1365
2431;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1977;1389
2432;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1978;1415
2433;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1979;1421
2434;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1980;1439
2435;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1981;1441
2436;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1982;1454
2437;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1983;1460
2438;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1984;1460
2439;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1985;1461
2440;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1986;1464
2441;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1987;1464
2442;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1988;1464
2443;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1989;1486
2444;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1990;1483
2445;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1991;1485
2446;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1992;1503
2447;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1993;1503
2448;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1994;1503
2449;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1995;1503
2450;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1996;1503
2451;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1997;1507
2452;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1998;1543
2453;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);1999;1593
2454;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2000;1731
2455;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2001;1760
2456;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2002;1774
2457;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2003;1801
2458;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2004;1821
2459;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2005;1836
2460;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2006;1839
2461;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2007;1839
2462;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2008;1839
2463;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2009;1839
2464;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2010;1849
2465;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2011;1849
2466;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2012;1849
2467;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2013;1819
2468;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2014;1818
2469;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2015;1818
2470;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2016;1818
2471;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2017;1819
2472;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2018;1820
2473;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2019;1819
2474;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2020;1815
2475;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2021;1818
2476;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2022;1819
2477;Listed monuments total;Agglomeratie Leiden en Bollenstreek (CR);2023;1818
2478;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1965;0
2479;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1966;0
2480;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1967;607
2481;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1968;646
2482;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1969;675
2483;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1970;680
2484;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1971;689
2485;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1972;696
2486;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1973;744
2487;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1974;815
2488;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1975;824
2489;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1976;858
2490;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1977;867
2491;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1978;878
2492;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1979;880
2493;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1980;885
2494;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1981;900
2495;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1982;902
2496;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1983;907
2497;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1984;910
2498;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1985;923
2499;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1986;928
2500;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1987;929
2501;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1988;929
2502;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1989;936
2503;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1990;936
2504;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1991;945
2505;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1992;946
2506;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1993;1154
2507;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1994;1286
2508;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1995;1308
2509;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1996;1309
2510;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1997;1321
2511;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1998;1348
2512;Listed monuments total;Agglomeratie 's-Gravenhage (CR);1999;1356
2513;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2000;1357
2514;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2001;1413
2515;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2002;1555
2516;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2003;1616
2517;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2004;1651
2518;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2005;1671
2519;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2006;1700
2520;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2007;1704
2521;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2008;1734
2522;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2009;1736
2523;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2010;1767
2524;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2011;1771
2525;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2012;1767
2526;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2013;1746
2527;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2014;1750
2528;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2015;1748
2529;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2016;1747
2530;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2017;1750
2531;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2018;1748
2532;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2019;1750
2533;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2020;1748
2534;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2021;1753
2535;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2022;1752
2536;Listed monuments total;Agglomeratie 's-Gravenhage (CR);2023;1752
2537;Listed monuments total;Delft en Westland (CR);1965;0
2538;Listed monuments total;Delft en Westland (CR);1966;38
2539;Listed monuments total;Delft en Westland (CR);1967;617
2540;Listed monuments total;Delft en Westland (CR);1968;621
2541;Listed monuments total;Delft en Westland (CR);1969;645
2542;Listed monuments total;Delft en Westland (CR);1970;646
2543;Listed monuments total;Delft en Westland (CR);1971;647
2544;Listed monuments total;Delft en Westland (CR);1972;648
2545;Listed monuments total;Delft en Westland (CR);1973;674
2546;Listed monuments total;Delft en Westland (CR);1974;678
2547;Listed monuments total;Delft en Westland (CR);1975;688
2548;Listed monuments total;Delft en Westland (CR);1976;692
2549;Listed monuments total;Delft en Westland (CR);1977;695
2550;Listed monuments total;Delft en Westland (CR);1978;696
2551;Listed monuments total;Delft en Westland (CR);1979;696
2552;Listed monuments total;Delft en Westland (CR);1980;697
2553;Listed monuments total;Delft en Westland (CR);1981;705
2554;Listed monuments total;Delft en Westland (CR);1982;705
2555;Listed monuments total;Delft en Westland (CR);1983;705
2556;Listed monuments total;Delft en Westland (CR);1984;706
2557;Listed monuments total;Delft en Westland (CR);1985;706
2558;Listed monuments total;Delft en Westland (CR);1986;707
2559;Listed monuments total;Delft en Westland (CR);1987;707
2560;Listed monuments total;Delft en Westland (CR);1988;707
2561;Listed monuments total;Delft en Westland (CR);1989;709
2562;Listed monuments total;Delft en Westland (CR);1990;708
2563;Listed monuments total;Delft en Westland (CR);1991;708
2564;Listed monuments total;Delft en Westland (CR);1992;708
2565;Listed monuments total;Delft en Westland (CR);1993;708
2566;Listed monuments total;Delft en Westland (CR);1994;708
2567;Listed monuments total;Delft en Westland (CR);1995;708
2568;Listed monuments total;Delft en Westland (CR);1996;707
2569;Listed monuments total;Delft en Westland (CR);1997;712
2570;Listed monuments total;Delft en Westland (CR);1998;712
2571;Listed monuments total;Delft en Westland (CR);1999;712
2572;Listed monuments total;Delft en Westland (CR);2000;726
2573;Listed monuments total;Delft en Westland (CR);2001;755
2574;Listed monuments total;Delft en Westland (CR);2002;849
2575;Listed monuments total;Delft en Westland (CR);2003;856
2576;Listed monuments total;Delft en Westland (CR);2004;864
2577;Listed monuments total;Delft en Westland (CR);2005;865
2578;Listed monuments total;Delft en Westland (CR);2006;873
2579;Listed monuments total;Delft en Westland (CR);2007;873
2580;Listed monuments total;Delft en Westland (CR);2008;873
2581;Listed monuments total;Delft en Westland (CR);2009;873
2582;Listed monuments total;Delft en Westland (CR);2010;874
2583;Listed monuments total;Delft en Westland (CR);2011;875
2584;Listed monuments total;Delft en Westland (CR);2012;875
2585;Listed monuments total;Delft en Westland (CR);2013;872
2586;Listed monuments total;Delft en Westland (CR);2014;873
2587;Listed monuments total;Delft en Westland (CR);2015;874
2588;Listed monuments total;Delft en Westland (CR);2016;874
2589;Listed monuments total;Delft en Westland (CR);2017;874
2590;Listed monuments total;Delft en Westland (CR);2018;874
2591;Listed monuments total;Delft en Westland (CR);2019;874
2592;Listed monuments total;Delft en Westland (CR);2020;874
2593;Listed monuments total;Delft en Westland (CR);2021;874
2594;Listed monuments total;Delft en Westland (CR);2022;874
2595;Listed monuments total;Delft en Westland (CR);2023;874
2596;Listed monuments total;Oost-Zuid-Holland (CR);1965;0
2597;Listed monuments total;Oost-Zuid-Holland (CR);1966;336
2598;Listed monuments total;Oost-Zuid-Holland (CR);1967;357
2599;Listed monuments total;Oost-Zuid-Holland (CR);1968;357
2600;Listed monuments total;Oost-Zuid-Holland (CR);1969;357
2601;Listed monuments total;Oost-Zuid-Holland (CR);1970;358
2602;Listed monuments total;Oost-Zuid-Holland (CR);1971;486
2603;Listed monuments total;Oost-Zuid-Holland (CR);1972;586
2604;Listed monuments total;Oost-Zuid-Holland (CR);1973;673
2605;Listed monuments total;Oost-Zuid-Holland (CR);1974;684
2606;Listed monuments total;Oost-Zuid-Holland (CR);1975;693
2607;Listed monuments total;Oost-Zuid-Holland (CR);1976;698
2608;Listed monuments total;Oost-Zuid-Holland (CR);1977;706
2609;Listed monuments total;Oost-Zuid-Holland (CR);1978;726
2610;Listed monuments total;Oost-Zuid-Holland (CR);1979;727
2611;Listed monuments total;Oost-Zuid-Holland (CR);1980;731
2612;Listed monuments total;Oost-Zuid-Holland (CR);1981;732
2613;Listed monuments total;Oost-Zuid-Holland (CR);1982;732
2614;Listed monuments total;Oost-Zuid-Holland (CR);1983;734
2615;Listed monuments total;Oost-Zuid-Holland (CR);1984;734
2616;Listed monuments total;Oost-Zuid-Holland (CR);1985;734
2617;Listed monuments total;Oost-Zuid-Holland (CR);1986;735
2618;Listed monuments total;Oost-Zuid-Holland (CR);1987;735
2619;Listed monuments total;Oost-Zuid-Holland (CR);1988;739
2620;Listed monuments total;Oost-Zuid-Holland (CR);1989;737
2621;Listed monuments total;Oost-Zuid-Holland (CR);1990;733
2622;Listed monuments total;Oost-Zuid-Holland (CR);1991;732
2623;Listed monuments total;Oost-Zuid-Holland (CR);1992;733
2624;Listed monuments total;Oost-Zuid-Holland (CR);1993;730
2625;Listed monuments total;Oost-Zuid-Holland (CR);1994;730
2626;Listed monuments total;Oost-Zuid-Holland (CR);1995;729
2627;Listed monuments total;Oost-Zuid-Holland (CR);1996;728
2628;Listed monuments total;Oost-Zuid-Holland (CR);1997;728
2629;Listed monuments total;Oost-Zuid-Holland (CR);1998;742
2630;Listed monuments total;Oost-Zuid-Holland (CR);1999;756
2631;Listed monuments total;Oost-Zuid-Holland (CR);2000;816
2632;Listed monuments total;Oost-Zuid-Holland (CR);2001;899
2633;Listed monuments total;Oost-Zuid-Holland (CR);2002;939
2634;Listed monuments total;Oost-Zuid-Holland (CR);2003;940
2635;Listed monuments total;Oost-Zuid-Holland (CR);2004;948
2636;Listed monuments total;Oost-Zuid-Holland (CR);2005;949
2637;Listed monuments total;Oost-Zuid-Holland (CR);2006;949
2638;Listed monuments total;Oost-Zuid-Holland (CR);2007;949
2639;Listed monuments total;Oost-Zuid-Holland (CR);2008;949
2640;Listed monuments total;Oost-Zuid-Holland (CR);2009;949
2641;Listed monuments total;Oost-Zuid-Holland (CR);2010;949
2642;Listed monuments total;Oost-Zuid-Holland (CR);2011;949
2643;Listed monuments total;Oost-Zuid-Holland (CR);2012;949
2644;Listed monuments total;Oost-Zuid-Holland (CR);2013;943
2645;Listed monuments total;Oost-Zuid-Holland (CR);2014;943
2646;Listed monuments total;Oost-Zuid-Holland (CR);2015;942
2647;Listed monuments total;Oost-Zuid-Holland (CR);2016;942
2648;Listed monuments total;Oost-Zuid-Holland (CR);2017;941
2649;Listed monuments total;Oost-Zuid-Holland (CR);2018;941
2650;Listed monuments total;Oost-Zuid-Holland (CR);2019;939
2651;Listed monuments total;Oost-Zuid-Holland (CR);2020;938
2652;Listed monuments total;Oost-Zuid-Holland (CR);2021;938
2653;Listed monuments total;Oost-Zuid-Holland (CR);2022;938
2654;Listed monuments total;Oost-Zuid-Holland (CR);2023;938
2655;Listed monuments total;Groot-Rijnmond (CR);1965;0
2656;Listed monuments total;Groot-Rijnmond (CR);1966;492
2657;Listed monuments total;Groot-Rijnmond (CR);1967;615
2658;Listed monuments total;Groot-Rijnmond (CR);1968;658
2659;Listed monuments total;Groot-Rijnmond (CR);1969;817
2660;Listed monuments total;Groot-Rijnmond (CR);1970;830
2661;Listed monuments total;Groot-Rijnmond (CR);1971;875
2662;Listed monuments total;Groot-Rijnmond (CR);1972;944
2663;Listed monuments total;Groot-Rijnmond (CR);1973;1389
2664;Listed monuments total;Groot-Rijnmond (CR);1974;1407
2665;Listed monuments total;Groot-Rijnmond (CR);1975;1439
2666;Listed monuments total;Groot-Rijnmond (CR);1976;1465
2667;Listed monuments total;Groot-Rijnmond (CR);1977;1491
2668;Listed monuments total;Groot-Rijnmond (CR);1978;1505
2669;Listed monuments total;Groot-Rijnmond (CR);1979;1514
2670;Listed monuments total;Groot-Rijnmond (CR);1980;1520
2671;Listed monuments total;Groot-Rijnmond (CR);1981;1529
2672;Listed monuments total;Groot-Rijnmond (CR);1982;1539
2673;Listed monuments total;Groot-Rijnmond (CR);1983;1558
2674;Listed monuments total;Groot-Rijnmond (CR);1984;1558
2675;Listed monuments total;Groot-Rijnmond (CR);1985;1594
2676;Listed monuments total;Groot-Rijnmond (CR);1986;1605
2677;Listed monuments total;Groot-Rijnmond (CR);1987;1618
2678;Listed monuments total;Groot-Rijnmond (CR);1988;1626
2679;Listed monuments total;Groot-Rijnmond (CR);1989;1625
2680;Listed monuments total;Groot-Rijnmond (CR);1990;1623
2681;Listed monuments total;Groot-Rijnmond (CR);1991;1623
2682;Listed monuments total;Groot-Rijnmond (CR);1992;1623
2683;Listed monuments total;Groot-Rijnmond (CR);1993;1624
2684;Listed monuments total;Groot-Rijnmond (CR);1994;1637
2685;Listed monuments total;Groot-Rijnmond (CR);1995;1636
2686;Listed monuments total;Groot-Rijnmond (CR);1996;1636
2687;Listed monuments total;Groot-Rijnmond (CR);1997;1691
2688;Listed monuments total;Groot-Rijnmond (CR);1998;1698
2689;Listed monuments total;Groot-Rijnmond (CR);1999;1699
2690;Listed monuments total;Groot-Rijnmond (CR);2000;1770
2691;Listed monuments total;Groot-Rijnmond (CR);2001;1842
2692;Listed monuments total;Groot-Rijnmond (CR);2002;2044
2693;Listed monuments total;Groot-Rijnmond (CR);2003;2098
2694;Listed monuments total;Groot-Rijnmond (CR);2004;2111
2695;Listed monuments total;Groot-Rijnmond (CR);2005;2115
2696;Listed monuments total;Groot-Rijnmond (CR);2006;2121
2697;Listed monuments total;Groot-Rijnmond (CR);2007;2139
2698;Listed monuments total;Groot-Rijnmond (CR);2008;2162
2699;Listed monuments total;Groot-Rijnmond (CR);2009;2178
2700;Listed monuments total;Groot-Rijnmond (CR);2010;2207
2701;Listed monuments total;Groot-Rijnmond (CR);2011;2208
2702;Listed monuments total;Groot-Rijnmond (CR);2012;2220
2703;Listed monuments total;Groot-Rijnmond (CR);2013;2198
2704;Listed monuments total;Groot-Rijnmond (CR);2014;2230
2705;Listed monuments total;Groot-Rijnmond (CR);2015;2231
2706;Listed monuments total;Groot-Rijnmond (CR);2016;2235
2707;Listed monuments total;Groot-Rijnmond (CR);2017;2237
2708;Listed monuments total;Groot-Rijnmond (CR);2018;2230
2709;Listed monuments total;Groot-Rijnmond (CR);2019;2232
2710;Listed monuments total;Groot-Rijnmond (CR);2020;2232
2711;Listed monuments total;Groot-Rijnmond (CR);2021;2232
2712;Listed monuments total;Groot-Rijnmond (CR);2022;2231
2713;Listed monuments total;Groot-Rijnmond (CR);2023;2231
2714;Listed monuments total;Zuidoost-Zuid-Holland (CR);1965;0
2715;Listed monuments total;Zuidoost-Zuid-Holland (CR);1966;878
2716;Listed monuments total;Zuidoost-Zuid-Holland (CR);1967;923
2717;Listed monuments total;Zuidoost-Zuid-Holland (CR);1968;1101
2718;Listed monuments total;Zuidoost-Zuid-Holland (CR);1969;1101
2719;Listed monuments total;Zuidoost-Zuid-Holland (CR);1970;1105
2720;Listed monuments total;Zuidoost-Zuid-Holland (CR);1971;1123
2721;Listed monuments total;Zuidoost-Zuid-Holland (CR);1972;1130
2722;Listed monuments total;Zuidoost-Zuid-Holland (CR);1973;1145
2723;Listed monuments total;Zuidoost-Zuid-Holland (CR);1974;1147
2724;Listed monuments total;Zuidoost-Zuid-Holland (CR);1975;1161
2725;Listed monuments total;Zuidoost-Zuid-Holland (CR);1976;1182
2726;Listed monuments total;Zuidoost-Zuid-Holland (CR);1977;1185
2727;Listed monuments total;Zuidoost-Zuid-Holland (CR);1978;1192
2728;Listed monuments total;Zuidoost-Zuid-Holland (CR);1979;1193
2729;Listed monuments total;Zuidoost-Zuid-Holland (CR);1980;1195
2730;Listed monuments total;Zuidoost-Zuid-Holland (CR);1981;1196
2731;Listed monuments total;Zuidoost-Zuid-Holland (CR);1982;1196
2732;Listed monuments total;Zuidoost-Zuid-Holland (CR);1983;1201
2733;Listed monuments total;Zuidoost-Zuid-Holland (CR);1984;1208
2734;Listed monuments total;Zuidoost-Zuid-Holland (CR);1985;1224
2735;Listed monuments total;Zuidoost-Zuid-Holland (CR);1986;1226
2736;Listed monuments total;Zuidoost-Zuid-Holland (CR);1987;1228
2737;Listed monuments total;Zuidoost-Zuid-Holland (CR);1988;1232
2738;Listed monuments total;Zuidoost-Zuid-Holland (CR);1989;1229
2739;Listed monuments total;Zuidoost-Zuid-Holland (CR);1990;1227
2740;Listed monuments total;Zuidoost-Zuid-Holland (CR);1991;1226
2741;Listed monuments total;Zuidoost-Zuid-Holland (CR);1992;1226
2742;Listed monuments total;Zuidoost-Zuid-Holland (CR);1993;1250
2743;Listed monuments total;Zuidoost-Zuid-Holland (CR);1994;1250
2744;Listed monuments total;Zuidoost-Zuid-Holland (CR);1995;1250
2745;Listed monuments total;Zuidoost-Zuid-Holland (CR);1996;1272
