ID;NECSectors;EmissionsToAir;Periods;EmissionToAir_1
1744;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2000;0.6
1745;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2001;0.6
1746;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2002;0.5
1747;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2003;0.3
1748;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2004;0.0
1749;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2005;0.3
1750;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2006;0.0
1751;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2007;0.0
1752;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2008;0.0
1753;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2009;0.0
1754;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2010;0.0
1755;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2011;0.0
1756;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2012;0.0
1757;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2013;0.0
1758;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2014;0.1
1759;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2015;0.1
1760;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2016;0.1
1761;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2017;0.1
1762;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2018;0.1
1763;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2019;0.1
1764;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2020;0.0
1765;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2021;0.1
1766;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2022;0.1
1767;Chemical and pharmaceutical products ;Sulphur dioxide (SO2);2023;0.1
1768;Chemical and pharmaceutical products ;NMVOC;1990;9.3
1769;Chemical and pharmaceutical products ;NMVOC;1995;4.9
1770;Chemical and pharmaceutical products ;NMVOC;2000;3.3
1771;Chemical and pharmaceutical products ;NMVOC;2001;2.8
1772;Chemical and pharmaceutical products ;NMVOC;2002;3.0
1773;Chemical and pharmaceutical products ;NMVOC;2003;2.9
1774;Chemical and pharmaceutical products ;NMVOC;2004;2.3
1775;Chemical and pharmaceutical products ;NMVOC;2005;2.1
1776;Chemical and pharmaceutical products ;NMVOC;2006;2.0
1777;Chemical and pharmaceutical products ;NMVOC;2007;2.1
1778;Chemical and pharmaceutical products ;NMVOC;2008;2.0
1779;Chemical and pharmaceutical products ;NMVOC;2009;2.0
1780;Chemical and pharmaceutical products ;NMVOC;2010;2.0
1781;Chemical and pharmaceutical products ;NMVOC;2011;2.1
1782;Chemical and pharmaceutical products ;NMVOC;2012;1.9
1783;Chemical and pharmaceutical products ;NMVOC;2013;1.9
1784;Chemical and pharmaceutical products ;NMVOC;2014;2.2
1785;Chemical and pharmaceutical products ;NMVOC;2015;1.9
1786;Chemical and pharmaceutical products ;NMVOC;2016;2.1
1787;Chemical and pharmaceutical products ;NMVOC;2017;1.9
1788;Chemical and pharmaceutical products ;NMVOC;2018;2.1
1789;Chemical and pharmaceutical products ;NMVOC;2019;1.6
1790;Chemical and pharmaceutical products ;NMVOC;2020;1.9
1791;Chemical and pharmaceutical products ;NMVOC;2021;1.9
1792;Chemical and pharmaceutical products ;NMVOC;2022;1.8
1793;Chemical and pharmaceutical products ;NMVOC;2023;1.5
1794;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);1990;0.1
1795;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);1995;0.2
1796;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2000;0.1
1797;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2001;0.1
1798;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2002;0.2
1799;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2003;0.2
1800;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2004;0.2
1801;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2005;0.2
1802;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2006;0.2
1803;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2007;0.2
1804;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2008;0.2
1805;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2009;0.2
1806;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2010;0.2
1807;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2011;0.2
1808;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2012;0.2
1809;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2013;0.2
1810;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2014;0.2
1811;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2015;0.2
1812;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2016;0.2
1813;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2017;0.2
1814;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2018;0.2
1815;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2019;0.2
1816;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2020;0.2
1817;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2021;0.2
1818;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2022;0.2
1819;Chemical and pharmaceutical products ;PM2.5 (Particulate matter);2023;0.2
1820;23 Manufacture of building materials;Ammonia (NH3);1990;0.6
1821;23 Manufacture of building materials;Ammonia (NH3);1995;0.6
1822;23 Manufacture of building materials;Ammonia (NH3);2000;0.5
1823;23 Manufacture of building materials;Ammonia (NH3);2001;0.5
1824;23 Manufacture of building materials;Ammonia (NH3);2002;0.5
1825;23 Manufacture of building materials;Ammonia (NH3);2003;0.4
1826;23 Manufacture of building materials;Ammonia (NH3);2004;0.4
1827;23 Manufacture of building materials;Ammonia (NH3);2005;0.4
1828;23 Manufacture of building materials;Ammonia (NH3);2006;0.4
1829;23 Manufacture of building materials;Ammonia (NH3);2007;0.4
1830;23 Manufacture of building materials;Ammonia (NH3);2008;0.5
1831;23 Manufacture of building materials;Ammonia (NH3);2009;0.5
1832;23 Manufacture of building materials;Ammonia (NH3);2010;0.4
1833;23 Manufacture of building materials;Ammonia (NH3);2011;0.4
1834;23 Manufacture of building materials;Ammonia (NH3);2012;0.4
1835;23 Manufacture of building materials;Ammonia (NH3);2013;0.3
1836;23 Manufacture of building materials;Ammonia (NH3);2014;0.3
1837;23 Manufacture of building materials;Ammonia (NH3);2015;0.3
1838;23 Manufacture of building materials;Ammonia (NH3);2016;0.3
1839;23 Manufacture of building materials;Ammonia (NH3);2017;0.3
1840;23 Manufacture of building materials;Ammonia (NH3);2018;0.4
1841;23 Manufacture of building materials;Ammonia (NH3);2019;0.4
1842;23 Manufacture of building materials;Ammonia (NH3);2020;0.3
1843;23 Manufacture of building materials;Ammonia (NH3);2021;0.4
1844;23 Manufacture of building materials;Ammonia (NH3);2022;0.4
1845;23 Manufacture of building materials;Ammonia (NH3);2023;0.2
1846;23 Manufacture of building materials;Nitrogen oxides (NOx);1990;16.1
1847;23 Manufacture of building materials;Nitrogen oxides (NOx);1995;7.9
1848;23 Manufacture of building materials;Nitrogen oxides (NOx);2000;5.0
1849;23 Manufacture of building materials;Nitrogen oxides (NOx);2001;6.8
1850;23 Manufacture of building materials;Nitrogen oxides (NOx);2002;6.2
1851;23 Manufacture of building materials;Nitrogen oxides (NOx);2003;5.6
1852;23 Manufacture of building materials;Nitrogen oxides (NOx);2004;5.5
1853;23 Manufacture of building materials;Nitrogen oxides (NOx);2005;5.7
1854;23 Manufacture of building materials;Nitrogen oxides (NOx);2006;5.2
1855;23 Manufacture of building materials;Nitrogen oxides (NOx);2007;5.6
1856;23 Manufacture of building materials;Nitrogen oxides (NOx);2008;5.8
1857;23 Manufacture of building materials;Nitrogen oxides (NOx);2009;5.7
1858;23 Manufacture of building materials;Nitrogen oxides (NOx);2010;5.2
1859;23 Manufacture of building materials;Nitrogen oxides (NOx);2011;5.2
1860;23 Manufacture of building materials;Nitrogen oxides (NOx);2012;4.4
1861;23 Manufacture of building materials;Nitrogen oxides (NOx);2013;3.9
1862;23 Manufacture of building materials;Nitrogen oxides (NOx);2014;3.9
1863;23 Manufacture of building materials;Nitrogen oxides (NOx);2015;3.9
1864;23 Manufacture of building materials;Nitrogen oxides (NOx);2016;3.9
1865;23 Manufacture of building materials;Nitrogen oxides (NOx);2017;3.7
1866;23 Manufacture of building materials;Nitrogen oxides (NOx);2018;3.6
1867;23 Manufacture of building materials;Nitrogen oxides (NOx);2019;3.1
1868;23 Manufacture of building materials;Nitrogen oxides (NOx);2020;2.9
1869;23 Manufacture of building materials;Nitrogen oxides (NOx);2021;3.1
1870;23 Manufacture of building materials;Nitrogen oxides (NOx);2022;2.9
1871;23 Manufacture of building materials;Nitrogen oxides (NOx);2023;2.7
1872;23 Manufacture of building materials;Sulphur dioxide (SO2);1990;10.0
1873;23 Manufacture of building materials;Sulphur dioxide (SO2);1995;4.8
1874;23 Manufacture of building materials;Sulphur dioxide (SO2);2000;2.6
1875;23 Manufacture of building materials;Sulphur dioxide (SO2);2001;3.2
1876;23 Manufacture of building materials;Sulphur dioxide (SO2);2002;3.3
1877;23 Manufacture of building materials;Sulphur dioxide (SO2);2003;1.2
1878;23 Manufacture of building materials;Sulphur dioxide (SO2);2004;2.6
1879;23 Manufacture of building materials;Sulphur dioxide (SO2);2005;2.4
1880;23 Manufacture of building materials;Sulphur dioxide (SO2);2006;3.1
1881;23 Manufacture of building materials;Sulphur dioxide (SO2);2007;3.0
1882;23 Manufacture of building materials;Sulphur dioxide (SO2);2008;2.9
1883;23 Manufacture of building materials;Sulphur dioxide (SO2);2009;2.8
1884;23 Manufacture of building materials;Sulphur dioxide (SO2);2010;3.0
1885;23 Manufacture of building materials;Sulphur dioxide (SO2);2011;3.0
1886;23 Manufacture of building materials;Sulphur dioxide (SO2);2012;2.8
1887;23 Manufacture of building materials;Sulphur dioxide (SO2);2013;2.5
1888;23 Manufacture of building materials;Sulphur dioxide (SO2);2014;2.6
1889;23 Manufacture of building materials;Sulphur dioxide (SO2);2015;2.6
1890;23 Manufacture of building materials;Sulphur dioxide (SO2);2016;2.5
1891;23 Manufacture of building materials;Sulphur dioxide (SO2);2017;2.3
1892;23 Manufacture of building materials;Sulphur dioxide (SO2);2018;2.4
1893;23 Manufacture of building materials;Sulphur dioxide (SO2);2019;2.4
1894;23 Manufacture of building materials;Sulphur dioxide (SO2);2020;2.4
1895;23 Manufacture of building materials;Sulphur dioxide (SO2);2021;2.6
1896;23 Manufacture of building materials;Sulphur dioxide (SO2);2022;2.5
1897;23 Manufacture of building materials;Sulphur dioxide (SO2);2023;2.0
1898;23 Manufacture of building materials;NMVOC;1990;1.3
1899;23 Manufacture of building materials;NMVOC;1995;0.5
1900;23 Manufacture of building materials;NMVOC;2000;0.3
1901;23 Manufacture of building materials;NMVOC;2001;0.4
1902;23 Manufacture of building materials;NMVOC;2002;0.6
1903;23 Manufacture of building materials;NMVOC;2003;0.2
1904;23 Manufacture of building materials;NMVOC;2004;0.3
1905;23 Manufacture of building materials;NMVOC;2005;0.2
1906;23 Manufacture of building materials;NMVOC;2006;0.2
1907;23 Manufacture of building materials;NMVOC;2007;0.3
1908;23 Manufacture of building materials;NMVOC;2008;0.3
1909;23 Manufacture of building materials;NMVOC;2009;0.5
1910;23 Manufacture of building materials;NMVOC;2010;0.6
1911;23 Manufacture of building materials;NMVOC;2011;0.6
1912;23 Manufacture of building materials;NMVOC;2012;0.2
1913;23 Manufacture of building materials;NMVOC;2013;0.1
1914;23 Manufacture of building materials;NMVOC;2014;0.2
1915;23 Manufacture of building materials;NMVOC;2015;0.2
1916;23 Manufacture of building materials;NMVOC;2016;0.2
1917;23 Manufacture of building materials;NMVOC;2017;0.2
1918;23 Manufacture of building materials;NMVOC;2018;0.2
1919;23 Manufacture of building materials;NMVOC;2019;0.1
1920;23 Manufacture of building materials;NMVOC;2020;0.2
1921;23 Manufacture of building materials;NMVOC;2021;0.2
1922;23 Manufacture of building materials;NMVOC;2022;0.2
1923;23 Manufacture of building materials;NMVOC;2023;0.2
1924;23 Manufacture of building materials;PM2.5 (Particulate matter);1990;2.2
1925;23 Manufacture of building materials;PM2.5 (Particulate matter);1995;1.8
1926;23 Manufacture of building materials;PM2.5 (Particulate matter);2000;1.1
1927;23 Manufacture of building materials;PM2.5 (Particulate matter);2001;1.2
1928;23 Manufacture of building materials;PM2.5 (Particulate matter);2002;1.2
1929;23 Manufacture of building materials;PM2.5 (Particulate matter);2003;1.0
1930;23 Manufacture of building materials;PM2.5 (Particulate matter);2004;1.1
1931;23 Manufacture of building materials;PM2.5 (Particulate matter);2005;1.1
1932;23 Manufacture of building materials;PM2.5 (Particulate matter);2006;1.1
1933;23 Manufacture of building materials;PM2.5 (Particulate matter);2007;1.1
1934;23 Manufacture of building materials;PM2.5 (Particulate matter);2008;1.1
1935;23 Manufacture of building materials;PM2.5 (Particulate matter);2009;1.1
1936;23 Manufacture of building materials;PM2.5 (Particulate matter);2010;1.1
1937;23 Manufacture of building materials;PM2.5 (Particulate matter);2011;1.1
1938;23 Manufacture of building materials;PM2.5 (Particulate matter);2012;1.0
1939;23 Manufacture of building materials;PM2.5 (Particulate matter);2013;1.0
1940;23 Manufacture of building materials;PM2.5 (Particulate matter);2014;1.0
1941;23 Manufacture of building materials;PM2.5 (Particulate matter);2015;1.1
1942;23 Manufacture of building materials;PM2.5 (Particulate matter);2016;1.1
1943;23 Manufacture of building materials;PM2.5 (Particulate matter);2017;1.1
1944;23 Manufacture of building materials;PM2.5 (Particulate matter);2018;1.2
1945;23 Manufacture of building materials;PM2.5 (Particulate matter);2019;1.3
1946;23 Manufacture of building materials;PM2.5 (Particulate matter);2020;1.3
1947;23 Manufacture of building materials;PM2.5 (Particulate matter);2021;1.4
1948;23 Manufacture of building materials;PM2.5 (Particulate matter);2022;1.5
1949;23 Manufacture of building materials;PM2.5 (Particulate matter);2023;1.2
1950;24 Basic metal industry;Ammonia (NH3);1990;0.1
1951;24 Basic metal industry;Ammonia (NH3);1995;0.0
1952;24 Basic metal industry;Ammonia (NH3);2000;0.0
1953;24 Basic metal industry;Ammonia (NH3);2001;0.0
1954;24 Basic metal industry;Ammonia (NH3);2002;0.0
1955;24 Basic metal industry;Ammonia (NH3);2003;0.0
1956;24 Basic metal industry;Ammonia (NH3);2004;0.0
1957;24 Basic metal industry;Ammonia (NH3);2005;0.1
1958;24 Basic metal industry;Ammonia (NH3);2006;0.1
1959;24 Basic metal industry;Ammonia (NH3);2007;0.0
1960;24 Basic metal industry;Ammonia (NH3);2008;0.0
1961;24 Basic metal industry;Ammonia (NH3);2009;0.0
1962;24 Basic metal industry;Ammonia (NH3);2010;0.0
1963;24 Basic metal industry;Ammonia (NH3);2011;0.0
1964;24 Basic metal industry;Ammonia (NH3);2012;0.0
1965;24 Basic metal industry;Ammonia (NH3);2013;0.0
1966;24 Basic metal industry;Ammonia (NH3);2014;0.0
1967;24 Basic metal industry;Ammonia (NH3);2015;0.0
1968;24 Basic metal industry;Ammonia (NH3);2016;0.0
1969;24 Basic metal industry;Ammonia (NH3);2017;0.0
1970;24 Basic metal industry;Ammonia (NH3);2018;0.0
1971;24 Basic metal industry;Ammonia (NH3);2019;0.0
1972;24 Basic metal industry;Ammonia (NH3);2020;0.0
1973;24 Basic metal industry;Ammonia (NH3);2021;0.0
1974;24 Basic metal industry;Ammonia (NH3);2022;0.0
1975;24 Basic metal industry;Ammonia (NH3);2023;0.0
1976;24 Basic metal industry;Nitrogen oxides (NOx);1990;7.8
1977;24 Basic metal industry;Nitrogen oxides (NOx);1995;9.8
1978;24 Basic metal industry;Nitrogen oxides (NOx);2000;6.6
1979;24 Basic metal industry;Nitrogen oxides (NOx);2001;7.5
1980;24 Basic metal industry;Nitrogen oxides (NOx);2002;7.3
1981;24 Basic metal industry;Nitrogen oxides (NOx);2003;7.6
1982;24 Basic metal industry;Nitrogen oxides (NOx);2004;7.9
1983;24 Basic metal industry;Nitrogen oxides (NOx);2005;7.5
1984;24 Basic metal industry;Nitrogen oxides (NOx);2006;7.0
1985;24 Basic metal industry;Nitrogen oxides (NOx);2007;7.1
1986;24 Basic metal industry;Nitrogen oxides (NOx);2008;6.7
1987;24 Basic metal industry;Nitrogen oxides (NOx);2009;4.9
1988;24 Basic metal industry;Nitrogen oxides (NOx);2010;6.5
1989;24 Basic metal industry;Nitrogen oxides (NOx);2011;6.3
1990;24 Basic metal industry;Nitrogen oxides (NOx);2012;6.5
1991;24 Basic metal industry;Nitrogen oxides (NOx);2013;6.0
1992;24 Basic metal industry;Nitrogen oxides (NOx);2014;5.7
1993;24 Basic metal industry;Nitrogen oxides (NOx);2015;6.4
1994;24 Basic metal industry;Nitrogen oxides (NOx);2016;6.3
1995;24 Basic metal industry;Nitrogen oxides (NOx);2017;6.2
1996;24 Basic metal industry;Nitrogen oxides (NOx);2018;6.1
1997;24 Basic metal industry;Nitrogen oxides (NOx);2019;6.4
1998;24 Basic metal industry;Nitrogen oxides (NOx);2020;5.5
1999;24 Basic metal industry;Nitrogen oxides (NOx);2021;5.6
2000;24 Basic metal industry;Nitrogen oxides (NOx);2022;5.3
2001;24 Basic metal industry;Nitrogen oxides (NOx);2023;4.5
2002;24 Basic metal industry;Sulphur dioxide (SO2);1990;14.6
2003;24 Basic metal industry;Sulphur dioxide (SO2);1995;11.9
2004;24 Basic metal industry;Sulphur dioxide (SO2);2000;6.9
2005;24 Basic metal industry;Sulphur dioxide (SO2);2001;6.4
2006;24 Basic metal industry;Sulphur dioxide (SO2);2002;6.5
2007;24 Basic metal industry;Sulphur dioxide (SO2);2003;6.5
2008;24 Basic metal industry;Sulphur dioxide (SO2);2004;7.3
2009;24 Basic metal industry;Sulphur dioxide (SO2);2005;7.7
2010;24 Basic metal industry;Sulphur dioxide (SO2);2006;6.9
2011;24 Basic metal industry;Sulphur dioxide (SO2);2007;7.3
2012;24 Basic metal industry;Sulphur dioxide (SO2);2008;7.1
2013;24 Basic metal industry;Sulphur dioxide (SO2);2009;4.0
2014;24 Basic metal industry;Sulphur dioxide (SO2);2010;6.1
2015;24 Basic metal industry;Sulphur dioxide (SO2);2011;6.4
2016;24 Basic metal industry;Sulphur dioxide (SO2);2012;4.4
2017;24 Basic metal industry;Sulphur dioxide (SO2);2013;3.4
2018;24 Basic metal industry;Sulphur dioxide (SO2);2014;3.8
2019;24 Basic metal industry;Sulphur dioxide (SO2);2015;3.7
2020;24 Basic metal industry;Sulphur dioxide (SO2);2016;3.6
2021;24 Basic metal industry;Sulphur dioxide (SO2);2017;3.9
2022;24 Basic metal industry;Sulphur dioxide (SO2);2018;3.9
2023;24 Basic metal industry;Sulphur dioxide (SO2);2019;4.5
2024;24 Basic metal industry;Sulphur dioxide (SO2);2020;4.2
2025;24 Basic metal industry;Sulphur dioxide (SO2);2021;3.6
2026;24 Basic metal industry;Sulphur dioxide (SO2);2022;3.2
2027;24 Basic metal industry;Sulphur dioxide (SO2);2023;3.1
2028;24 Basic metal industry;NMVOC;1990;5.2
2029;24 Basic metal industry;NMVOC;1995;3.8
2030;24 Basic metal industry;NMVOC;2000;2.2
2031;24 Basic metal industry;NMVOC;2001;1.7
2032;24 Basic metal industry;NMVOC;2002;1.9
2033;24 Basic metal industry;NMVOC;2003;1.6
2034;24 Basic metal industry;NMVOC;2004;1.2
2035;24 Basic metal industry;NMVOC;2005;1.5
2036;24 Basic metal industry;NMVOC;2006;1.5
2037;24 Basic metal industry;NMVOC;2007;1.6
2038;24 Basic metal industry;NMVOC;2008;1.6
2039;24 Basic metal industry;NMVOC;2009;1.4
2040;24 Basic metal industry;NMVOC;2010;1.6
2041;24 Basic metal industry;NMVOC;2011;1.7
2042;24 Basic metal industry;NMVOC;2012;1.6
2043;24 Basic metal industry;NMVOC;2013;1.3
2044;24 Basic metal industry;NMVOC;2014;1.4
2045;24 Basic metal industry;NMVOC;2015;1.5
2046;24 Basic metal industry;NMVOC;2016;1.6
2047;24 Basic metal industry;NMVOC;2017;1.7
2048;24 Basic metal industry;NMVOC;2018;1.7
2049;24 Basic metal industry;NMVOC;2019;1.7
2050;24 Basic metal industry;NMVOC;2020;1.5
2051;24 Basic metal industry;NMVOC;2021;1.2
2052;24 Basic metal industry;NMVOC;2022;1.5
2053;24 Basic metal industry;NMVOC;2023;0.9
2054;24 Basic metal industry;PM2.5 (Particulate matter);1990;7.0
2055;24 Basic metal industry;PM2.5 (Particulate matter);1995;4.3
2056;24 Basic metal industry;PM2.5 (Particulate matter);2000;2.0
2057;24 Basic metal industry;PM2.5 (Particulate matter);2001;1.8
2058;24 Basic metal industry;PM2.5 (Particulate matter);2002;1.7
2059;24 Basic metal industry;PM2.5 (Particulate matter);2003;1.6
2060;24 Basic metal industry;PM2.5 (Particulate matter);2004;1.7
2061;24 Basic metal industry;PM2.5 (Particulate matter);2005;1.5
2062;24 Basic metal industry;PM2.5 (Particulate matter);2006;1.4
2063;24 Basic metal industry;PM2.5 (Particulate matter);2007;1.5
2064;24 Basic metal industry;PM2.5 (Particulate matter);2008;1.3
2065;24 Basic metal industry;PM2.5 (Particulate matter);2009;1.1
2066;24 Basic metal industry;PM2.5 (Particulate matter);2010;1.3
2067;24 Basic metal industry;PM2.5 (Particulate matter);2011;1.4
2068;24 Basic metal industry;PM2.5 (Particulate matter);2012;0.8
2069;24 Basic metal industry;PM2.5 (Particulate matter);2013;0.8
2070;24 Basic metal industry;PM2.5 (Particulate matter);2014;0.8
2071;24 Basic metal industry;PM2.5 (Particulate matter);2015;0.9
2072;24 Basic metal industry;PM2.5 (Particulate matter);2016;0.9
2073;24 Basic metal industry;PM2.5 (Particulate matter);2017;0.9
2074;24 Basic metal industry;PM2.5 (Particulate matter);2018;0.8
2075;24 Basic metal industry;PM2.5 (Particulate matter);2019;0.9
2076;24 Basic metal industry;PM2.5 (Particulate matter);2020;0.7
2077;24 Basic metal industry;PM2.5 (Particulate matter);2021;0.7
2078;24 Basic metal industry;PM2.5 (Particulate matter);2022;0.6
2079;24 Basic metal industry;PM2.5 (Particulate matter);2023;0.5
2080;25-28 Man metal products, machinery ;Ammonia (NH3);1990;0.3
2081;25-28 Man metal products, machinery ;Ammonia (NH3);1995;0.0
2082;25-28 Man metal products, machinery ;Ammonia (NH3);2000;0.0
2083;25-28 Man metal products, machinery ;Ammonia (NH3);2001;0.0
2084;25-28 Man metal products, machinery ;Ammonia (NH3);2002;0.0
2085;25-28 Man metal products, machinery ;Ammonia (NH3);2003;0.0
2086;25-28 Man metal products, machinery ;Ammonia (NH3);2004;0.0
2087;25-28 Man metal products, machinery ;Ammonia (NH3);2005;0.0
2088;25-28 Man metal products, machinery ;Ammonia (NH3);2006;0.0
2089;25-28 Man metal products, machinery ;Ammonia (NH3);2007;0.0
2090;25-28 Man metal products, machinery ;Ammonia (NH3);2008;0.0
2091;25-28 Man metal products, machinery ;Ammonia (NH3);2009;0.0
2092;25-28 Man metal products, machinery ;Ammonia (NH3);2010;0.0
2093;25-28 Man metal products, machinery ;Ammonia (NH3);2011;0.0
2094;25-28 Man metal products, machinery ;Ammonia (NH3);2012;0.0
2095;25-28 Man metal products, machinery ;Ammonia (NH3);2013;0.0
2096;25-28 Man metal products, machinery ;Ammonia (NH3);2014;0.0
2097;25-28 Man metal products, machinery ;Ammonia (NH3);2015;0.0
2098;25-28 Man metal products, machinery ;Ammonia (NH3);2016;0.0
2099;25-28 Man metal products, machinery ;Ammonia (NH3);2017;0.0
2100;25-28 Man metal products, machinery ;Ammonia (NH3);2018;0.0
2101;25-28 Man metal products, machinery ;Ammonia (NH3);2019;0.0
2102;25-28 Man metal products, machinery ;Ammonia (NH3);2020;0.0
2103;25-28 Man metal products, machinery ;Ammonia (NH3);2021;0.0
2104;25-28 Man metal products, machinery ;Ammonia (NH3);2022;0.0
2105;25-28 Man metal products, machinery ;Ammonia (NH3);2023;0.0
2106;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);1990;3.7
2107;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);1995;1.2
2108;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2000;0.7
2109;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2001;0.8
2110;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2002;0.9
2111;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2003;0.5
2112;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2004;0.6
2113;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2005;0.6
2114;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2006;0.6
2115;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2007;0.6
2116;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2008;0.6
2117;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2009;0.7
2118;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2010;0.8
2119;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2011;1.1
2120;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2012;1.0
2121;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2013;0.9
2122;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2014;0.7
2123;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2015;0.8
2124;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2016;0.8
2125;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2017;0.8
2126;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2018;0.7
2127;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2019;0.8
2128;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2020;0.6
2129;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2021;0.5
2130;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2022;0.3
2131;25-28 Man metal products, machinery ;Nitrogen oxides (NOx);2023;0.3
2132;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);1990;3.4
2133;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);1995;0.4
2134;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2000;0.0
2135;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2001;0.3
2136;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2002;0.0
2137;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2003;0.0
2138;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2004;0.4
2139;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2005;0.3
2140;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2006;0.3
2141;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2007;0.3
2142;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2008;0.5
2143;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2009;0.4
2144;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2010;0.5
2145;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2011;0.6
2146;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2012;0.5
2147;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2013;0.8
2148;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2014;0.8
2149;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2015;0.8
2150;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2016;0.8
2151;25-28 Man metal products, machinery ;Sulphur dioxide (SO2);2017;0.8
