ID;BeroepsEnEigenVervoer;Vervoerstromen;Perioden;VervoerdLadinggewicht_1
1285;Eigen vervoer;Totaal;1998;141605.0
1286;Eigen vervoer;Totaal;1999;165785.0
1287;Eigen vervoer;Totaal;2000;166752.0
1288;Eigen vervoer;Totaal;2001;162189.0
1289;Eigen vervoer;Totaal;2002;157750.0
1290;Eigen vervoer;Totaal;2003;157237.0
1291;Eigen vervoer;Totaal;2004;174867.0
1292;Eigen vervoer;Totaal;2005;191390.0
1293;Eigen vervoer;Totaal;2006;184733.0
1294;Eigen vervoer;Totaal;2007;175846.0
1295;Eigen vervoer;Totaal;2008;151145.0
1296;Eigen vervoer;Totaal;2009;189714.0
1297;Eigen vervoer;Totaal;2010;149701.0
1298;Eigen vervoer;Totaal;2011;156874.0
1299;Eigen vervoer;Totaal;2012;151194.0
1300;Eigen vervoer;Totaal;2013;160403.0
1301;Eigen vervoer;Totaal;2014;151411.0
1302;Eigen vervoer;Totaal;2015;146919.0
1303;Eigen vervoer;Totaal;2016;136763.0
1304;Eigen vervoer;Totaal;2017;130473.0
1305;Eigen vervoer;Totaal;2018;131064.0
1306;Eigen vervoer;Totaal;2019;138442.0
1307;Eigen vervoer;Totaal;2020;134575.0
1308;Eigen vervoer;Totaal;2021;134867.0
1309;Eigen vervoer;Totaal;2022;129521.0
1310;Eigen vervoer;Totaal;2023;123018.0
1311;Eigen vervoer;Binnenlands en bilateraal vervoer;1955;
1312;Eigen vervoer;Binnenlands en bilateraal vervoer;1956;
1313;Eigen vervoer;Binnenlands en bilateraal vervoer;1957;
1314;Eigen vervoer;Binnenlands en bilateraal vervoer;1958;
1315;Eigen vervoer;Binnenlands en bilateraal vervoer;1959;
1316;Eigen vervoer;Binnenlands en bilateraal vervoer;1960;
1317;Eigen vervoer;Binnenlands en bilateraal vervoer;1961;
1318;Eigen vervoer;Binnenlands en bilateraal vervoer;1962;
1319;Eigen vervoer;Binnenlands en bilateraal vervoer;1963;
1320;Eigen vervoer;Binnenlands en bilateraal vervoer;1964;
1321;Eigen vervoer;Binnenlands en bilateraal vervoer;1965;
1322;Eigen vervoer;Binnenlands en bilateraal vervoer;1966;
1323;Eigen vervoer;Binnenlands en bilateraal vervoer;1967;
1324;Eigen vervoer;Binnenlands en bilateraal vervoer;1968;
1325;Eigen vervoer;Binnenlands en bilateraal vervoer;1969;
1326;Eigen vervoer;Binnenlands en bilateraal vervoer;1970;
1327;Eigen vervoer;Binnenlands en bilateraal vervoer;1971;
1328;Eigen vervoer;Binnenlands en bilateraal vervoer;1972;
1329;Eigen vervoer;Binnenlands en bilateraal vervoer;1973;
1330;Eigen vervoer;Binnenlands en bilateraal vervoer;1974;
1331;Eigen vervoer;Binnenlands en bilateraal vervoer;1975;
1332;Eigen vervoer;Binnenlands en bilateraal vervoer;1976;
1333;Eigen vervoer;Binnenlands en bilateraal vervoer;1977;
1334;Eigen vervoer;Binnenlands en bilateraal vervoer;1978;
1335;Eigen vervoer;Binnenlands en bilateraal vervoer;1979;
1336;Eigen vervoer;Binnenlands en bilateraal vervoer;1980;
1337;Eigen vervoer;Binnenlands en bilateraal vervoer;1981;
1338;Eigen vervoer;Binnenlands en bilateraal vervoer;1982;172944.0
1339;Eigen vervoer;Binnenlands en bilateraal vervoer;1983;163254.0
1340;Eigen vervoer;Binnenlands en bilateraal vervoer;1984;160588.0
1341;Eigen vervoer;Binnenlands en bilateraal vervoer;1985;151723.0
1342;Eigen vervoer;Binnenlands en bilateraal vervoer;1986;159174.0
1343;Eigen vervoer;Binnenlands en bilateraal vervoer;1987;149325.0
1344;Eigen vervoer;Binnenlands en bilateraal vervoer;1988;171209.0
1345;Eigen vervoer;Binnenlands en bilateraal vervoer;1989;168001.0
1346;Eigen vervoer;Binnenlands en bilateraal vervoer;1990;166233.0
1347;Eigen vervoer;Binnenlands en bilateraal vervoer;1991;157332.0
1348;Eigen vervoer;Binnenlands en bilateraal vervoer;1992;151594.0
1349;Eigen vervoer;Binnenlands en bilateraal vervoer;1993;136508.0
1350;Eigen vervoer;Binnenlands en bilateraal vervoer;1994;133546.0
1351;Eigen vervoer;Binnenlands en bilateraal vervoer;1995;130956.0
1352;Eigen vervoer;Binnenlands en bilateraal vervoer;1996;121928.0
1353;Eigen vervoer;Binnenlands en bilateraal vervoer;1997;140308.0
1354;Eigen vervoer;Binnenlands en bilateraal vervoer;1998;141199.0
1355;Eigen vervoer;Binnenlands en bilateraal vervoer;1999;165027.0
1356;Eigen vervoer;Binnenlands en bilateraal vervoer;2000;165953.0
1357;Eigen vervoer;Binnenlands en bilateraal vervoer;2001;161594.0
1358;Eigen vervoer;Binnenlands en bilateraal vervoer;2002;157242.0
1359;Eigen vervoer;Binnenlands en bilateraal vervoer;2003;156595.0
1360;Eigen vervoer;Binnenlands en bilateraal vervoer;2004;173623.0
1361;Eigen vervoer;Binnenlands en bilateraal vervoer;2005;189257.0
1362;Eigen vervoer;Binnenlands en bilateraal vervoer;2006;182527.0
1363;Eigen vervoer;Binnenlands en bilateraal vervoer;2007;173419.0
1364;Eigen vervoer;Binnenlands en bilateraal vervoer;2008;148470.0
1365;Eigen vervoer;Binnenlands en bilateraal vervoer;2009;188454.0
1366;Eigen vervoer;Binnenlands en bilateraal vervoer;2010;148796.0
1367;Eigen vervoer;Binnenlands en bilateraal vervoer;2011;155625.0
1368;Eigen vervoer;Binnenlands en bilateraal vervoer;2012;149462.0
1369;Eigen vervoer;Binnenlands en bilateraal vervoer;2013;158210.0
1370;Eigen vervoer;Binnenlands en bilateraal vervoer;2014;149516.0
1371;Eigen vervoer;Binnenlands en bilateraal vervoer;2015;145491.0
1372;Eigen vervoer;Binnenlands en bilateraal vervoer;2016;135068.0
1373;Eigen vervoer;Binnenlands en bilateraal vervoer;2017;129222.0
1374;Eigen vervoer;Binnenlands en bilateraal vervoer;2018;129366.0
1375;Eigen vervoer;Binnenlands en bilateraal vervoer;2019;136624.0
1376;Eigen vervoer;Binnenlands en bilateraal vervoer;2020;133218.0
1377;Eigen vervoer;Binnenlands en bilateraal vervoer;2021;132285.0
1378;Eigen vervoer;Binnenlands en bilateraal vervoer;2022;127120.0
1379;Eigen vervoer;Binnenlands en bilateraal vervoer;2023;119763.0
1380;Eigen vervoer;Binnenlands vervoer;1955;
1381;Eigen vervoer;Binnenlands vervoer;1956;
1382;Eigen vervoer;Binnenlands vervoer;1957;
1383;Eigen vervoer;Binnenlands vervoer;1958;
1384;Eigen vervoer;Binnenlands vervoer;1959;
1385;Eigen vervoer;Binnenlands vervoer;1960;
1386;Eigen vervoer;Binnenlands vervoer;1961;
1387;Eigen vervoer;Binnenlands vervoer;1962;
1388;Eigen vervoer;Binnenlands vervoer;1963;118004.0
1389;Eigen vervoer;Binnenlands vervoer;1964;109542.0
1390;Eigen vervoer;Binnenlands vervoer;1965;124699.0
1391;Eigen vervoer;Binnenlands vervoer;1966;115543.0
1392;Eigen vervoer;Binnenlands vervoer;1967;123619.0
1393;Eigen vervoer;Binnenlands vervoer;1968;122323.0
1394;Eigen vervoer;Binnenlands vervoer;1969;133650.0
1395;Eigen vervoer;Binnenlands vervoer;1970;133048.0
1396;Eigen vervoer;Binnenlands vervoer;1971;129188.0
1397;Eigen vervoer;Binnenlands vervoer;1972;132361.0
1398;Eigen vervoer;Binnenlands vervoer;1973;135410.0
1399;Eigen vervoer;Binnenlands vervoer;1974;138980.0
1400;Eigen vervoer;Binnenlands vervoer;1975;136284.0
1401;Eigen vervoer;Binnenlands vervoer;1976;137828.0
1402;Eigen vervoer;Binnenlands vervoer;1977;138563.0
1403;Eigen vervoer;Binnenlands vervoer;1978;132195.0
1404;Eigen vervoer;Binnenlands vervoer;1979;132993.0
1405;Eigen vervoer;Binnenlands vervoer;1980;157914.0
1406;Eigen vervoer;Binnenlands vervoer;1981;156767.0
1407;Eigen vervoer;Binnenlands vervoer;1982;164347.0
1408;Eigen vervoer;Binnenlands vervoer;1983;155224.0
1409;Eigen vervoer;Binnenlands vervoer;1984;151896.0
1410;Eigen vervoer;Binnenlands vervoer;1985;143629.0
1411;Eigen vervoer;Binnenlands vervoer;1986;150627.0
1412;Eigen vervoer;Binnenlands vervoer;1987;141067.0
1413;Eigen vervoer;Binnenlands vervoer;1988;161643.0
1414;Eigen vervoer;Binnenlands vervoer;1989;157544.0
1415;Eigen vervoer;Binnenlands vervoer;1990;156409.0
1416;Eigen vervoer;Binnenlands vervoer;1991;146717.0
1417;Eigen vervoer;Binnenlands vervoer;1992;141397.0
1418;Eigen vervoer;Binnenlands vervoer;1993;127167.0
1419;Eigen vervoer;Binnenlands vervoer;1994;125156.0
1420;Eigen vervoer;Binnenlands vervoer;1995;122499.0
1421;Eigen vervoer;Binnenlands vervoer;1996;113308.0
1422;Eigen vervoer;Binnenlands vervoer;1997;132503.0
1423;Eigen vervoer;Binnenlands vervoer;1998;133427.0
1424;Eigen vervoer;Binnenlands vervoer;1999;155585.0
1425;Eigen vervoer;Binnenlands vervoer;2000;156381.0
1426;Eigen vervoer;Binnenlands vervoer;2001;151758.0
1427;Eigen vervoer;Binnenlands vervoer;2002;148893.0
1428;Eigen vervoer;Binnenlands vervoer;2003;143632.0
1429;Eigen vervoer;Binnenlands vervoer;2004;157105.0
1430;Eigen vervoer;Binnenlands vervoer;2005;173234.0
1431;Eigen vervoer;Binnenlands vervoer;2006;166077.0
1432;Eigen vervoer;Binnenlands vervoer;2007;154570.0
1433;Eigen vervoer;Binnenlands vervoer;2008;133847.0
1434;Eigen vervoer;Binnenlands vervoer;2009;173762.0
1435;Eigen vervoer;Binnenlands vervoer;2010;137805.0
1436;Eigen vervoer;Binnenlands vervoer;2011;143444.0
1437;Eigen vervoer;Binnenlands vervoer;2012;138072.0
1438;Eigen vervoer;Binnenlands vervoer;2013;145285.0
1439;Eigen vervoer;Binnenlands vervoer;2014;136950.0
1440;Eigen vervoer;Binnenlands vervoer;2015;132899.0
1441;Eigen vervoer;Binnenlands vervoer;2016;122840.0
1442;Eigen vervoer;Binnenlands vervoer;2017;117547.0
1443;Eigen vervoer;Binnenlands vervoer;2018;117544.0
1444;Eigen vervoer;Binnenlands vervoer;2019;125166.0
1445;Eigen vervoer;Binnenlands vervoer;2020;122423.0
1446;Eigen vervoer;Binnenlands vervoer;2021;121113.0
1447;Eigen vervoer;Binnenlands vervoer;2022;116646.0
1448;Eigen vervoer;Binnenlands vervoer;2023;109324.0
1449;Eigen vervoer;Totaal internationaal vervoer;1955;
1450;Eigen vervoer;Totaal internationaal vervoer;1956;
1451;Eigen vervoer;Totaal internationaal vervoer;1957;
1452;Eigen vervoer;Totaal internationaal vervoer;1958;
1453;Eigen vervoer;Totaal internationaal vervoer;1959;
1454;Eigen vervoer;Totaal internationaal vervoer;1960;
1455;Eigen vervoer;Totaal internationaal vervoer;1961;
1456;Eigen vervoer;Totaal internationaal vervoer;1962;
1457;Eigen vervoer;Totaal internationaal vervoer;1963;
1458;Eigen vervoer;Totaal internationaal vervoer;1964;
1459;Eigen vervoer;Totaal internationaal vervoer;1965;
1460;Eigen vervoer;Totaal internationaal vervoer;1966;
1461;Eigen vervoer;Totaal internationaal vervoer;1967;
1462;Eigen vervoer;Totaal internationaal vervoer;1968;
1463;Eigen vervoer;Totaal internationaal vervoer;1969;
1464;Eigen vervoer;Totaal internationaal vervoer;1970;
1465;Eigen vervoer;Totaal internationaal vervoer;1971;
1466;Eigen vervoer;Totaal internationaal vervoer;1972;
1467;Eigen vervoer;Totaal internationaal vervoer;1973;
1468;Eigen vervoer;Totaal internationaal vervoer;1974;
1469;Eigen vervoer;Totaal internationaal vervoer;1975;
1470;Eigen vervoer;Totaal internationaal vervoer;1976;
1471;Eigen vervoer;Totaal internationaal vervoer;1977;
1472;Eigen vervoer;Totaal internationaal vervoer;1978;
1473;Eigen vervoer;Totaal internationaal vervoer;1979;
1474;Eigen vervoer;Totaal internationaal vervoer;1980;
1475;Eigen vervoer;Totaal internationaal vervoer;1981;
1476;Eigen vervoer;Totaal internationaal vervoer;1982;
1477;Eigen vervoer;Totaal internationaal vervoer;1983;
1478;Eigen vervoer;Totaal internationaal vervoer;1984;
1479;Eigen vervoer;Totaal internationaal vervoer;1985;
1480;Eigen vervoer;Totaal internationaal vervoer;1986;
1481;Eigen vervoer;Totaal internationaal vervoer;1987;
1482;Eigen vervoer;Totaal internationaal vervoer;1988;
1483;Eigen vervoer;Totaal internationaal vervoer;1989;
1484;Eigen vervoer;Totaal internationaal vervoer;1990;
1485;Eigen vervoer;Totaal internationaal vervoer;1991;
1486;Eigen vervoer;Totaal internationaal vervoer;1992;
1487;Eigen vervoer;Totaal internationaal vervoer;1993;
1488;Eigen vervoer;Totaal internationaal vervoer;1994;
1489;Eigen vervoer;Totaal internationaal vervoer;1995;
1490;Eigen vervoer;Totaal internationaal vervoer;1996;
1491;Eigen vervoer;Totaal internationaal vervoer;1997;8347.0
1492;Eigen vervoer;Totaal internationaal vervoer;1998;8177.0
1493;Eigen vervoer;Totaal internationaal vervoer;1999;10201.0
1494;Eigen vervoer;Totaal internationaal vervoer;2000;10371.0
1495;Eigen vervoer;Totaal internationaal vervoer;2001;10431.0
1496;Eigen vervoer;Totaal internationaal vervoer;2002;8857.0
1497;Eigen vervoer;Totaal internationaal vervoer;2003;13605.0
1498;Eigen vervoer;Totaal internationaal vervoer;2004;17762.0
1499;Eigen vervoer;Totaal internationaal vervoer;2005;18155.0
1500;Eigen vervoer;Totaal internationaal vervoer;2006;18656.0
1501;Eigen vervoer;Totaal internationaal vervoer;2007;21276.0
1502;Eigen vervoer;Totaal internationaal vervoer;2008;17297.0
1503;Eigen vervoer;Totaal internationaal vervoer;2009;15952.0
1504;Eigen vervoer;Totaal internationaal vervoer;2010;11896.0
1505;Eigen vervoer;Totaal internationaal vervoer;2011;13431.0
1506;Eigen vervoer;Totaal internationaal vervoer;2012;13122.0
1507;Eigen vervoer;Totaal internationaal vervoer;2013;15119.0
1508;Eigen vervoer;Totaal internationaal vervoer;2014;14461.0
1509;Eigen vervoer;Totaal internationaal vervoer;2015;14020.0
1510;Eigen vervoer;Totaal internationaal vervoer;2016;13923.0
1511;Eigen vervoer;Totaal internationaal vervoer;2017;12926.0
1512;Eigen vervoer;Totaal internationaal vervoer;2018;13520.0
1513;Eigen vervoer;Totaal internationaal vervoer;2019;13276.0
1514;Eigen vervoer;Totaal internationaal vervoer;2020;12152.0
1515;Eigen vervoer;Totaal internationaal vervoer;2021;13754.0
1516;Eigen vervoer;Totaal internationaal vervoer;2022;12875.0
1517;Eigen vervoer;Totaal internationaal vervoer;2023;13694.0
1518;Eigen vervoer;Bilateraal vervoer;1955;
1519;Eigen vervoer;Bilateraal vervoer;1956;
1520;Eigen vervoer;Bilateraal vervoer;1957;
1521;Eigen vervoer;Bilateraal vervoer;1958;
1522;Eigen vervoer;Bilateraal vervoer;1959;
1523;Eigen vervoer;Bilateraal vervoer;1960;
1524;Eigen vervoer;Bilateraal vervoer;1961;
1525;Eigen vervoer;Bilateraal vervoer;1962;
1526;Eigen vervoer;Bilateraal vervoer;1963;
1527;Eigen vervoer;Bilateraal vervoer;1964;
1528;Eigen vervoer;Bilateraal vervoer;1965;
1529;Eigen vervoer;Bilateraal vervoer;1966;
1530;Eigen vervoer;Bilateraal vervoer;1967;
1531;Eigen vervoer;Bilateraal vervoer;1968;
1532;Eigen vervoer;Bilateraal vervoer;1969;
1533;Eigen vervoer;Bilateraal vervoer;1970;
1534;Eigen vervoer;Bilateraal vervoer;1971;
1535;Eigen vervoer;Bilateraal vervoer;1972;
1536;Eigen vervoer;Bilateraal vervoer;1973;
1537;Eigen vervoer;Bilateraal vervoer;1974;
1538;Eigen vervoer;Bilateraal vervoer;1975;
1539;Eigen vervoer;Bilateraal vervoer;1976;
1540;Eigen vervoer;Bilateraal vervoer;1977;
1541;Eigen vervoer;Bilateraal vervoer;1978;
1542;Eigen vervoer;Bilateraal vervoer;1979;
1543;Eigen vervoer;Bilateraal vervoer;1980;
1544;Eigen vervoer;Bilateraal vervoer;1981;
1545;Eigen vervoer;Bilateraal vervoer;1982;8597.0
1546;Eigen vervoer;Bilateraal vervoer;1983;8030.0
1547;Eigen vervoer;Bilateraal vervoer;1984;8692.0
1548;Eigen vervoer;Bilateraal vervoer;1985;8094.0
1549;Eigen vervoer;Bilateraal vervoer;1986;8547.0
1550;Eigen vervoer;Bilateraal vervoer;1987;8258.0
1551;Eigen vervoer;Bilateraal vervoer;1988;9566.0
1552;Eigen vervoer;Bilateraal vervoer;1989;10458.0
1553;Eigen vervoer;Bilateraal vervoer;1990;9824.0
1554;Eigen vervoer;Bilateraal vervoer;1991;10615.0
1555;Eigen vervoer;Bilateraal vervoer;1992;10197.0
1556;Eigen vervoer;Bilateraal vervoer;1993;9341.0
1557;Eigen vervoer;Bilateraal vervoer;1994;8390.0
1558;Eigen vervoer;Bilateraal vervoer;1995;8457.0
1559;Eigen vervoer;Bilateraal vervoer;1996;8619.0
1560;Eigen vervoer;Bilateraal vervoer;1997;7806.0
1561;Eigen vervoer;Bilateraal vervoer;1998;7771.0
1562;Eigen vervoer;Bilateraal vervoer;1999;9443.0
1563;Eigen vervoer;Bilateraal vervoer;2000;9572.0
1564;Eigen vervoer;Bilateraal vervoer;2001;9836.0
1565;Eigen vervoer;Bilateraal vervoer;2002;8349.0
1566;Eigen vervoer;Bilateraal vervoer;2003;12963.0
1567;Eigen vervoer;Bilateraal vervoer;2004;16518.0
1568;Eigen vervoer;Bilateraal vervoer;2005;16022.0
1569;Eigen vervoer;Bilateraal vervoer;2006;16450.0
1570;Eigen vervoer;Bilateraal vervoer;2007;18849.0
1571;Eigen vervoer;Bilateraal vervoer;2008;14622.0
1572;Eigen vervoer;Bilateraal vervoer;2009;14692.0
1573;Eigen vervoer;Bilateraal vervoer;2010;10992.0
1574;Eigen vervoer;Bilateraal vervoer;2011;12182.0
1575;Eigen vervoer;Bilateraal vervoer;2012;11390.0
1576;Eigen vervoer;Bilateraal vervoer;2013;12925.0
1577;Eigen vervoer;Bilateraal vervoer;2014;12565.0
1578;Eigen vervoer;Bilateraal vervoer;2015;12592.0
1579;Eigen vervoer;Bilateraal vervoer;2016;12228.0
1580;Eigen vervoer;Bilateraal vervoer;2017;11674.0
1581;Eigen vervoer;Bilateraal vervoer;2018;11822.0
1582;Eigen vervoer;Bilateraal vervoer;2019;11458.0
1583;Eigen vervoer;Bilateraal vervoer;2020;10795.0
1584;Eigen vervoer;Bilateraal vervoer;2021;11172.0
1585;Eigen vervoer;Bilateraal vervoer;2022;10474.0
1586;Eigen vervoer;Bilateraal vervoer;2023;10440.0
1587;Eigen vervoer;Bilateraal, geladen in Nederland;1955;
1588;Eigen vervoer;Bilateraal, geladen in Nederland;1956;
1589;Eigen vervoer;Bilateraal, geladen in Nederland;1957;
1590;Eigen vervoer;Bilateraal, geladen in Nederland;1958;
1591;Eigen vervoer;Bilateraal, geladen in Nederland;1959;
1592;Eigen vervoer;Bilateraal, geladen in Nederland;1960;
1593;Eigen vervoer;Bilateraal, geladen in Nederland;1961;
1594;Eigen vervoer;Bilateraal, geladen in Nederland;1962;
1595;Eigen vervoer;Bilateraal, geladen in Nederland;1963;
1596;Eigen vervoer;Bilateraal, geladen in Nederland;1964;
1597;Eigen vervoer;Bilateraal, geladen in Nederland;1965;
1598;Eigen vervoer;Bilateraal, geladen in Nederland;1966;
1599;Eigen vervoer;Bilateraal, geladen in Nederland;1967;
1600;Eigen vervoer;Bilateraal, geladen in Nederland;1968;
1601;Eigen vervoer;Bilateraal, geladen in Nederland;1969;
1602;Eigen vervoer;Bilateraal, geladen in Nederland;1970;
1603;Eigen vervoer;Bilateraal, geladen in Nederland;1971;
1604;Eigen vervoer;Bilateraal, geladen in Nederland;1972;
1605;Eigen vervoer;Bilateraal, geladen in Nederland;1973;
1606;Eigen vervoer;Bilateraal, geladen in Nederland;1974;
1607;Eigen vervoer;Bilateraal, geladen in Nederland;1975;
1608;Eigen vervoer;Bilateraal, geladen in Nederland;1976;
1609;Eigen vervoer;Bilateraal, geladen in Nederland;1977;
1610;Eigen vervoer;Bilateraal, geladen in Nederland;1978;
1611;Eigen vervoer;Bilateraal, geladen in Nederland;1979;
1612;Eigen vervoer;Bilateraal, geladen in Nederland;1980;
1613;Eigen vervoer;Bilateraal, geladen in Nederland;1981;
1614;Eigen vervoer;Bilateraal, geladen in Nederland;1982;
1615;Eigen vervoer;Bilateraal, geladen in Nederland;1983;
1616;Eigen vervoer;Bilateraal, geladen in Nederland;1984;
1617;Eigen vervoer;Bilateraal, geladen in Nederland;1985;
1618;Eigen vervoer;Bilateraal, geladen in Nederland;1986;
1619;Eigen vervoer;Bilateraal, geladen in Nederland;1987;
1620;Eigen vervoer;Bilateraal, geladen in Nederland;1988;
1621;Eigen vervoer;Bilateraal, geladen in Nederland;1989;
1622;Eigen vervoer;Bilateraal, geladen in Nederland;1990;
1623;Eigen vervoer;Bilateraal, geladen in Nederland;1991;
1624;Eigen vervoer;Bilateraal, geladen in Nederland;1992;
1625;Eigen vervoer;Bilateraal, geladen in Nederland;1993;
1626;Eigen vervoer;Bilateraal, geladen in Nederland;1994;
1627;Eigen vervoer;Bilateraal, geladen in Nederland;1995;
1628;Eigen vervoer;Bilateraal, geladen in Nederland;1996;
1629;Eigen vervoer;Bilateraal, geladen in Nederland;1997;4516.0
1630;Eigen vervoer;Bilateraal, geladen in Nederland;1998;4490.0
1631;Eigen vervoer;Bilateraal, geladen in Nederland;1999;5399.0
1632;Eigen vervoer;Bilateraal, geladen in Nederland;2000;5578.0
1633;Eigen vervoer;Bilateraal, geladen in Nederland;2001;5658.0
1634;Eigen vervoer;Bilateraal, geladen in Nederland;2002;4950.0
1635;Eigen vervoer;Bilateraal, geladen in Nederland;2003;7295.0
1636;Eigen vervoer;Bilateraal, geladen in Nederland;2004;9706.0
1637;Eigen vervoer;Bilateraal, geladen in Nederland;2005;9562.0
1638;Eigen vervoer;Bilateraal, geladen in Nederland;2006;9745.0
1639;Eigen vervoer;Bilateraal, geladen in Nederland;2007;10304.0
1640;Eigen vervoer;Bilateraal, geladen in Nederland;2008;8798.0
1641;Eigen vervoer;Bilateraal, geladen in Nederland;2009;8174.0
1642;Eigen vervoer;Bilateraal, geladen in Nederland;2010;6226.0
1643;Eigen vervoer;Bilateraal, geladen in Nederland;2011;6432.0
1644;Eigen vervoer;Bilateraal, geladen in Nederland;2012;6126.0
1645;Eigen vervoer;Bilateraal, geladen in Nederland;2013;7212.0
1646;Eigen vervoer;Bilateraal, geladen in Nederland;2014;6854.0
1647;Eigen vervoer;Bilateraal, geladen in Nederland;2015;7005.0
1648;Eigen vervoer;Bilateraal, geladen in Nederland;2016;7282.0
1649;Eigen vervoer;Bilateraal, geladen in Nederland;2017;6323.0
1650;Eigen vervoer;Bilateraal, geladen in Nederland;2018;7065.0
1651;Eigen vervoer;Bilateraal, geladen in Nederland;2019;6791.0
1652;Eigen vervoer;Bilateraal, geladen in Nederland;2020;6403.0
1653;Eigen vervoer;Bilateraal, geladen in Nederland;2021;6593.0
1654;Eigen vervoer;Bilateraal, geladen in Nederland;2022;6115.0
1655;Eigen vervoer;Bilateraal, geladen in Nederland;2023;5855.0
1656;Eigen vervoer;Bilateraal, gelost in Nederland;1955;
1657;Eigen vervoer;Bilateraal, gelost in Nederland;1956;
1658;Eigen vervoer;Bilateraal, gelost in Nederland;1957;
1659;Eigen vervoer;Bilateraal, gelost in Nederland;1958;
1660;Eigen vervoer;Bilateraal, gelost in Nederland;1959;
1661;Eigen vervoer;Bilateraal, gelost in Nederland;1960;
1662;Eigen vervoer;Bilateraal, gelost in Nederland;1961;
1663;Eigen vervoer;Bilateraal, gelost in Nederland;1962;
1664;Eigen vervoer;Bilateraal, gelost in Nederland;1963;
1665;Eigen vervoer;Bilateraal, gelost in Nederland;1964;
1666;Eigen vervoer;Bilateraal, gelost in Nederland;1965;
1667;Eigen vervoer;Bilateraal, gelost in Nederland;1966;
1668;Eigen vervoer;Bilateraal, gelost in Nederland;1967;
1669;Eigen vervoer;Bilateraal, gelost in Nederland;1968;
1670;Eigen vervoer;Bilateraal, gelost in Nederland;1969;
1671;Eigen vervoer;Bilateraal, gelost in Nederland;1970;
1672;Eigen vervoer;Bilateraal, gelost in Nederland;1971;
1673;Eigen vervoer;Bilateraal, gelost in Nederland;1972;
1674;Eigen vervoer;Bilateraal, gelost in Nederland;1973;
1675;Eigen vervoer;Bilateraal, gelost in Nederland;1974;
1676;Eigen vervoer;Bilateraal, gelost in Nederland;1975;
1677;Eigen vervoer;Bilateraal, gelost in Nederland;1976;
1678;Eigen vervoer;Bilateraal, gelost in Nederland;1977;
1679;Eigen vervoer;Bilateraal, gelost in Nederland;1978;
1680;Eigen vervoer;Bilateraal, gelost in Nederland;1979;
1681;Eigen vervoer;Bilateraal, gelost in Nederland;1980;
1682;Eigen vervoer;Bilateraal, gelost in Nederland;1981;
1683;Eigen vervoer;Bilateraal, gelost in Nederland;1982;
1684;Eigen vervoer;Bilateraal, gelost in Nederland;1983;
1685;Eigen vervoer;Bilateraal, gelost in Nederland;1984;
1686;Eigen vervoer;Bilateraal, gelost in Nederland;1985;
1687;Eigen vervoer;Bilateraal, gelost in Nederland;1986;
1688;Eigen vervoer;Bilateraal, gelost in Nederland;1987;
1689;Eigen vervoer;Bilateraal, gelost in Nederland;1988;
1690;Eigen vervoer;Bilateraal, gelost in Nederland;1989;
1691;Eigen vervoer;Bilateraal, gelost in Nederland;1990;
1692;Eigen vervoer;Bilateraal, gelost in Nederland;1991;
1693;Eigen vervoer;Bilateraal, gelost in Nederland;1992;
1694;Eigen vervoer;Bilateraal, gelost in Nederland;1993;
1695;Eigen vervoer;Bilateraal, gelost in Nederland;1994;
1696;Eigen vervoer;Bilateraal, gelost in Nederland;1995;
1697;Eigen vervoer;Bilateraal, gelost in Nederland;1996;
1698;Eigen vervoer;Bilateraal, gelost in Nederland;1997;3288.0
1699;Eigen vervoer;Bilateraal, gelost in Nederland;1998;3283.0
1700;Eigen vervoer;Bilateraal, gelost in Nederland;1999;4045.0
1701;Eigen vervoer;Bilateraal, gelost in Nederland;2000;3992.0
1702;Eigen vervoer;Bilateraal, gelost in Nederland;2001;4178.0
1703;Eigen vervoer;Bilateraal, gelost in Nederland;2002;3396.0
1704;Eigen vervoer;Bilateraal, gelost in Nederland;2003;5669.0
1705;Eigen vervoer;Bilateraal, gelost in Nederland;2004;6812.0
1706;Eigen vervoer;Bilateraal, gelost in Nederland;2005;6458.0
1707;Eigen vervoer;Bilateraal, gelost in Nederland;2006;6702.0
1708;Eigen vervoer;Bilateraal, gelost in Nederland;2007;8546.0
1709;Eigen vervoer;Bilateraal, gelost in Nederland;2008;5823.0
1710;Eigen vervoer;Bilateraal, gelost in Nederland;2009;6515.0
1711;Eigen vervoer;Bilateraal, gelost in Nederland;2010;4766.0
1712;Eigen vervoer;Bilateraal, gelost in Nederland;2011;5750.0
1713;Eigen vervoer;Bilateraal, gelost in Nederland;2012;5264.0
1714;Eigen vervoer;Bilateraal, gelost in Nederland;2013;5713.0
1715;Eigen vervoer;Bilateraal, gelost in Nederland;2014;5711.0
1716;Eigen vervoer;Bilateraal, gelost in Nederland;2015;5587.0
1717;Eigen vervoer;Bilateraal, gelost in Nederland;2016;4946.0
1718;Eigen vervoer;Bilateraal, gelost in Nederland;2017;5352.0
1719;Eigen vervoer;Bilateraal, gelost in Nederland;2018;4757.0
1720;Eigen vervoer;Bilateraal, gelost in Nederland;2019;4667.0
1721;Eigen vervoer;Bilateraal, gelost in Nederland;2020;4392.0
1722;Eigen vervoer;Bilateraal, gelost in Nederland;2021;4579.0
1723;Eigen vervoer;Bilateraal, gelost in Nederland;2022;4359.0
