ID;BedrijfstakkenBranchesSBI2008;Perioden;Ondernemersvertrouwen_1
400;17-18 Papier- en grafische industrie;2020 2e kwartaal;-20.7
401;17-18 Papier- en grafische industrie;2020 3e kwartaal;-1.8
402;17-18 Papier- en grafische industrie;2020 4e kwartaal;-1.4
403;17-18 Papier- en grafische industrie;2021 1e kwartaal;-2.1
404;17-18 Papier- en grafische industrie;2021 2e kwartaal;2.8
405;17-18 Papier- en grafische industrie;2021 3e kwartaal;13.7
406;17-18 Papier- en grafische industrie;2021 4e kwartaal;12.3
407;17-18 Papier- en grafische industrie;2022 1e kwartaal;11.4
408;17-18 Papier- en grafische industrie;2022 2e kwartaal;8.2
409;17-18 Papier- en grafische industrie;2022 3e kwartaal;2.5
410;17-18 Papier- en grafische industrie;2022 4e kwartaal;-3.4
411;17-18 Papier- en grafische industrie;2023 1e kwartaal;-3.1
412;17-18 Papier- en grafische industrie;2023 2e kwartaal;-3.7
413;19-22 Raffinaderijen en chemie;2008 4e kwartaal;-8.0
414;19-22 Raffinaderijen en chemie;2009 1e kwartaal;-21.9
415;19-22 Raffinaderijen en chemie;2009 2e kwartaal;-18.0
416;19-22 Raffinaderijen en chemie;2009 3e kwartaal;-8.5
417;19-22 Raffinaderijen en chemie;2009 4e kwartaal;-12.0
418;19-22 Raffinaderijen en chemie;2010 1e kwartaal;-4.5
419;19-22 Raffinaderijen en chemie;2010 2e kwartaal;-4.4
420;19-22 Raffinaderijen en chemie;2010 3e kwartaal;0.5
421;19-22 Raffinaderijen en chemie;2010 4e kwartaal;5.0
422;19-22 Raffinaderijen en chemie;2011 1e kwartaal;5.5
423;19-22 Raffinaderijen en chemie;2011 2e kwartaal;5.6
424;19-22 Raffinaderijen en chemie;2011 3e kwartaal;1.9
425;19-22 Raffinaderijen en chemie;2011 4e kwartaal;-3.8
426;19-22 Raffinaderijen en chemie;2012 1e kwartaal;1.2
427;19-22 Raffinaderijen en chemie;2012 2e kwartaal;2.1
428;19-22 Raffinaderijen en chemie;2012 3e kwartaal;-8.4
429;19-22 Raffinaderijen en chemie;2012 4e kwartaal;-5.7
430;19-22 Raffinaderijen en chemie;2013 1e kwartaal;-2.7
431;19-22 Raffinaderijen en chemie;2013 2e kwartaal;-2.7
432;19-22 Raffinaderijen en chemie;2013 3e kwartaal;3.4
433;19-22 Raffinaderijen en chemie;2013 4e kwartaal;4.2
434;19-22 Raffinaderijen en chemie;2014 1e kwartaal;7.4
435;19-22 Raffinaderijen en chemie;2014 2e kwartaal;4.1
436;19-22 Raffinaderijen en chemie;2014 3e kwartaal;1.6
437;19-22 Raffinaderijen en chemie;2014 4e kwartaal;5.2
438;19-22 Raffinaderijen en chemie;2015 1e kwartaal;4.0
439;19-22 Raffinaderijen en chemie;2015 2e kwartaal;3.6
440;19-22 Raffinaderijen en chemie;2015 3e kwartaal;7.8
441;19-22 Raffinaderijen en chemie;2015 4e kwartaal;5.4
442;19-22 Raffinaderijen en chemie;2016 1e kwartaal;6.9
443;19-22 Raffinaderijen en chemie;2016 2e kwartaal;7.0
444;19-22 Raffinaderijen en chemie;2016 3e kwartaal;7.7
445;19-22 Raffinaderijen en chemie;2016 4e kwartaal;2.6
446;19-22 Raffinaderijen en chemie;2017 1e kwartaal;10.7
447;19-22 Raffinaderijen en chemie;2017 2e kwartaal;10.2
448;19-22 Raffinaderijen en chemie;2017 3e kwartaal;5.6
449;19-22 Raffinaderijen en chemie;2017 4e kwartaal;6.7
450;19-22 Raffinaderijen en chemie;2018 1e kwartaal;11.2
451;19-22 Raffinaderijen en chemie;2018 2e kwartaal;5.8
452;19-22 Raffinaderijen en chemie;2018 3e kwartaal;8.7
453;19-22 Raffinaderijen en chemie;2018 4e kwartaal;2.4
454;19-22 Raffinaderijen en chemie;2019 1e kwartaal;2.2
455;19-22 Raffinaderijen en chemie;2019 2e kwartaal;5.5
456;19-22 Raffinaderijen en chemie;2019 3e kwartaal;3.3
457;19-22 Raffinaderijen en chemie;2019 4e kwartaal;2.4
458;19-22 Raffinaderijen en chemie;2020 1e kwartaal;1.2
459;19-22 Raffinaderijen en chemie;2020 2e kwartaal;-25.3
460;19-22 Raffinaderijen en chemie;2020 3e kwartaal;-5.4
461;19-22 Raffinaderijen en chemie;2020 4e kwartaal;0.0
462;19-22 Raffinaderijen en chemie;2021 1e kwartaal;3.4
463;19-22 Raffinaderijen en chemie;2021 2e kwartaal;9.5
464;19-22 Raffinaderijen en chemie;2021 3e kwartaal;11.2
465;19-22 Raffinaderijen en chemie;2021 4e kwartaal;11.7
466;19-22 Raffinaderijen en chemie;2022 1e kwartaal;8.8
467;19-22 Raffinaderijen en chemie;2022 2e kwartaal;6.6
468;19-22 Raffinaderijen en chemie;2022 3e kwartaal;4.5
469;19-22 Raffinaderijen en chemie;2022 4e kwartaal;-7.7
470;19-22 Raffinaderijen en chemie;2023 1e kwartaal;-6.0
471;19-22 Raffinaderijen en chemie;2023 2e kwartaal;-3.0
472;24-25 Basismetaal, metaalprod.-industrie;2008 4e kwartaal;1.4
473;24-25 Basismetaal, metaalprod.-industrie;2009 1e kwartaal;-19.0
474;24-25 Basismetaal, metaalprod.-industrie;2009 2e kwartaal;-22.1
475;24-25 Basismetaal, metaalprod.-industrie;2009 3e kwartaal;-16.5
476;24-25 Basismetaal, metaalprod.-industrie;2009 4e kwartaal;-10.3
477;24-25 Basismetaal, metaalprod.-industrie;2010 1e kwartaal;-7.0
478;24-25 Basismetaal, metaalprod.-industrie;2010 2e kwartaal;-3.5
479;24-25 Basismetaal, metaalprod.-industrie;2010 3e kwartaal;-0.2
480;24-25 Basismetaal, metaalprod.-industrie;2010 4e kwartaal;1.1
481;24-25 Basismetaal, metaalprod.-industrie;2011 1e kwartaal;9.7
482;24-25 Basismetaal, metaalprod.-industrie;2011 2e kwartaal;7.7
483;24-25 Basismetaal, metaalprod.-industrie;2011 3e kwartaal;-0.8
484;24-25 Basismetaal, metaalprod.-industrie;2011 4e kwartaal;-1.3
485;24-25 Basismetaal, metaalprod.-industrie;2012 1e kwartaal;-0.2
486;24-25 Basismetaal, metaalprod.-industrie;2012 2e kwartaal;-5.7
487;24-25 Basismetaal, metaalprod.-industrie;2012 3e kwartaal;-8.7
488;24-25 Basismetaal, metaalprod.-industrie;2012 4e kwartaal;-13.8
489;24-25 Basismetaal, metaalprod.-industrie;2013 1e kwartaal;-12.0
490;24-25 Basismetaal, metaalprod.-industrie;2013 2e kwartaal;-8.1
491;24-25 Basismetaal, metaalprod.-industrie;2013 3e kwartaal;-12.5
492;24-25 Basismetaal, metaalprod.-industrie;2013 4e kwartaal;1.0
493;24-25 Basismetaal, metaalprod.-industrie;2014 1e kwartaal;-1.5
494;24-25 Basismetaal, metaalprod.-industrie;2014 2e kwartaal;1.4
495;24-25 Basismetaal, metaalprod.-industrie;2014 3e kwartaal;-3.2
496;24-25 Basismetaal, metaalprod.-industrie;2014 4e kwartaal;-2.0
497;24-25 Basismetaal, metaalprod.-industrie;2015 1e kwartaal;2.3
498;24-25 Basismetaal, metaalprod.-industrie;2015 2e kwartaal;7.3
499;24-25 Basismetaal, metaalprod.-industrie;2015 3e kwartaal;-0.5
500;24-25 Basismetaal, metaalprod.-industrie;2015 4e kwartaal;0.1
501;24-25 Basismetaal, metaalprod.-industrie;2016 1e kwartaal;4.4
502;24-25 Basismetaal, metaalprod.-industrie;2016 2e kwartaal;6.7
503;24-25 Basismetaal, metaalprod.-industrie;2016 3e kwartaal;9.2
504;24-25 Basismetaal, metaalprod.-industrie;2016 4e kwartaal;4.4
505;24-25 Basismetaal, metaalprod.-industrie;2017 1e kwartaal;6.7
506;24-25 Basismetaal, metaalprod.-industrie;2017 2e kwartaal;9.3
507;24-25 Basismetaal, metaalprod.-industrie;2017 3e kwartaal;5.8
508;24-25 Basismetaal, metaalprod.-industrie;2017 4e kwartaal;7.5
509;24-25 Basismetaal, metaalprod.-industrie;2018 1e kwartaal;8.9
510;24-25 Basismetaal, metaalprod.-industrie;2018 2e kwartaal;6.9
511;24-25 Basismetaal, metaalprod.-industrie;2018 3e kwartaal;5.0
512;24-25 Basismetaal, metaalprod.-industrie;2018 4e kwartaal;6.5
513;24-25 Basismetaal, metaalprod.-industrie;2019 1e kwartaal;0.6
514;24-25 Basismetaal, metaalprod.-industrie;2019 2e kwartaal;9.1
515;24-25 Basismetaal, metaalprod.-industrie;2019 3e kwartaal;4.4
516;24-25 Basismetaal, metaalprod.-industrie;2019 4e kwartaal;1.2
517;24-25 Basismetaal, metaalprod.-industrie;2020 1e kwartaal;3.8
518;24-25 Basismetaal, metaalprod.-industrie;2020 2e kwartaal;-32.7
519;24-25 Basismetaal, metaalprod.-industrie;2020 3e kwartaal;-20.4
520;24-25 Basismetaal, metaalprod.-industrie;2020 4e kwartaal;-9.3
521;24-25 Basismetaal, metaalprod.-industrie;2021 1e kwartaal;2.7
522;24-25 Basismetaal, metaalprod.-industrie;2021 2e kwartaal;5.9
523;24-25 Basismetaal, metaalprod.-industrie;2021 3e kwartaal;10.7
524;24-25 Basismetaal, metaalprod.-industrie;2021 4e kwartaal;12.0
525;24-25 Basismetaal, metaalprod.-industrie;2022 1e kwartaal;8.4
526;24-25 Basismetaal, metaalprod.-industrie;2022 2e kwartaal;6.7
527;24-25 Basismetaal, metaalprod.-industrie;2022 3e kwartaal;5.4
528;24-25 Basismetaal, metaalprod.-industrie;2022 4e kwartaal;2.5
529;24-25 Basismetaal, metaalprod.-industrie;2023 1e kwartaal;4.5
530;24-25 Basismetaal, metaalprod.-industrie;2023 2e kwartaal;5.8
531;26-28 Elektrotechn. en machine-industrie;2008 4e kwartaal;-10.0
532;26-28 Elektrotechn. en machine-industrie;2009 1e kwartaal;-30.2
533;26-28 Elektrotechn. en machine-industrie;2009 2e kwartaal;-31.3
534;26-28 Elektrotechn. en machine-industrie;2009 3e kwartaal;-24.6
535;26-28 Elektrotechn. en machine-industrie;2009 4e kwartaal;-11.3
536;26-28 Elektrotechn. en machine-industrie;2010 1e kwartaal;0.4
537;26-28 Elektrotechn. en machine-industrie;2010 2e kwartaal;0.2
538;26-28 Elektrotechn. en machine-industrie;2010 3e kwartaal;7.2
539;26-28 Elektrotechn. en machine-industrie;2010 4e kwartaal;11.7
540;26-28 Elektrotechn. en machine-industrie;2011 1e kwartaal;9.0
541;26-28 Elektrotechn. en machine-industrie;2011 2e kwartaal;15.5
542;26-28 Elektrotechn. en machine-industrie;2011 3e kwartaal;-2.5
543;26-28 Elektrotechn. en machine-industrie;2011 4e kwartaal;0.5
544;26-28 Elektrotechn. en machine-industrie;2012 1e kwartaal;-3.2
545;26-28 Elektrotechn. en machine-industrie;2012 2e kwartaal;-4.6
546;26-28 Elektrotechn. en machine-industrie;2012 3e kwartaal;-2.7
547;26-28 Elektrotechn. en machine-industrie;2012 4e kwartaal;-6.9
548;26-28 Elektrotechn. en machine-industrie;2013 1e kwartaal;-5.6
549;26-28 Elektrotechn. en machine-industrie;2013 2e kwartaal;-3.7
550;26-28 Elektrotechn. en machine-industrie;2013 3e kwartaal;1.5
551;26-28 Elektrotechn. en machine-industrie;2013 4e kwartaal;0.8
552;26-28 Elektrotechn. en machine-industrie;2014 1e kwartaal;2.7
553;26-28 Elektrotechn. en machine-industrie;2014 2e kwartaal;1.1
554;26-28 Elektrotechn. en machine-industrie;2014 3e kwartaal;-0.7
555;26-28 Elektrotechn. en machine-industrie;2014 4e kwartaal;7.2
556;26-28 Elektrotechn. en machine-industrie;2015 1e kwartaal;5.0
557;26-28 Elektrotechn. en machine-industrie;2015 2e kwartaal;4.6
558;26-28 Elektrotechn. en machine-industrie;2015 3e kwartaal;3.8
559;26-28 Elektrotechn. en machine-industrie;2015 4e kwartaal;2.3
560;26-28 Elektrotechn. en machine-industrie;2016 1e kwartaal;5.8
561;26-28 Elektrotechn. en machine-industrie;2016 2e kwartaal;5.7
562;26-28 Elektrotechn. en machine-industrie;2016 3e kwartaal;5.9
563;26-28 Elektrotechn. en machine-industrie;2016 4e kwartaal;6.1
564;26-28 Elektrotechn. en machine-industrie;2017 1e kwartaal;8.4
565;26-28 Elektrotechn. en machine-industrie;2017 2e kwartaal;6.2
566;26-28 Elektrotechn. en machine-industrie;2017 3e kwartaal;7.9
567;26-28 Elektrotechn. en machine-industrie;2017 4e kwartaal;13.2
568;26-28 Elektrotechn. en machine-industrie;2018 1e kwartaal;11.0
569;26-28 Elektrotechn. en machine-industrie;2018 2e kwartaal;6.4
570;26-28 Elektrotechn. en machine-industrie;2018 3e kwartaal;5.0
571;26-28 Elektrotechn. en machine-industrie;2018 4e kwartaal;10.0
572;26-28 Elektrotechn. en machine-industrie;2019 1e kwartaal;10.3
573;26-28 Elektrotechn. en machine-industrie;2019 2e kwartaal;11.4
574;26-28 Elektrotechn. en machine-industrie;2019 3e kwartaal;6.0
575;26-28 Elektrotechn. en machine-industrie;2019 4e kwartaal;5.4
576;26-28 Elektrotechn. en machine-industrie;2020 1e kwartaal;0.3
577;26-28 Elektrotechn. en machine-industrie;2020 2e kwartaal;-27.1
578;26-28 Elektrotechn. en machine-industrie;2020 3e kwartaal;-8.2
579;26-28 Elektrotechn. en machine-industrie;2020 4e kwartaal;-7.4
580;26-28 Elektrotechn. en machine-industrie;2021 1e kwartaal;5.8
581;26-28 Elektrotechn. en machine-industrie;2021 2e kwartaal;14.9
582;26-28 Elektrotechn. en machine-industrie;2021 3e kwartaal;23.2
583;26-28 Elektrotechn. en machine-industrie;2021 4e kwartaal;24.6
584;26-28 Elektrotechn. en machine-industrie;2022 1e kwartaal;16.4
585;26-28 Elektrotechn. en machine-industrie;2022 2e kwartaal;22.8
586;26-28 Elektrotechn. en machine-industrie;2022 3e kwartaal;24.1
587;26-28 Elektrotechn. en machine-industrie;2022 4e kwartaal;18.6
588;26-28 Elektrotechn. en machine-industrie;2023 1e kwartaal;16.1
589;26-28 Elektrotechn. en machine-industrie;2023 2e kwartaal;15.3
590;29-30 Transportmiddelenindustrie;2008 4e kwartaal;-4.9
591;29-30 Transportmiddelenindustrie;2009 1e kwartaal;-23.0
592;29-30 Transportmiddelenindustrie;2009 2e kwartaal;-23.0
593;29-30 Transportmiddelenindustrie;2009 3e kwartaal;-23.1
594;29-30 Transportmiddelenindustrie;2009 4e kwartaal;-20.8
595;29-30 Transportmiddelenindustrie;2010 1e kwartaal;-20.0
596;29-30 Transportmiddelenindustrie;2010 2e kwartaal;-11.5
597;29-30 Transportmiddelenindustrie;2010 3e kwartaal;-1.3
598;29-30 Transportmiddelenindustrie;2010 4e kwartaal;3.5
599;29-30 Transportmiddelenindustrie;2011 1e kwartaal;5.1
600;29-30 Transportmiddelenindustrie;2011 2e kwartaal;3.1
601;29-30 Transportmiddelenindustrie;2011 3e kwartaal;-8.0
602;29-30 Transportmiddelenindustrie;2011 4e kwartaal;-4.3
603;29-30 Transportmiddelenindustrie;2012 1e kwartaal;-1.9
604;29-30 Transportmiddelenindustrie;2012 2e kwartaal;-1.9
605;29-30 Transportmiddelenindustrie;2012 3e kwartaal;-6.9
606;29-30 Transportmiddelenindustrie;2012 4e kwartaal;-5.2
607;29-30 Transportmiddelenindustrie;2013 1e kwartaal;-3.8
608;29-30 Transportmiddelenindustrie;2013 2e kwartaal;-7.5
609;29-30 Transportmiddelenindustrie;2013 3e kwartaal;-8.5
610;29-30 Transportmiddelenindustrie;2013 4e kwartaal;5.7
611;29-30 Transportmiddelenindustrie;2014 1e kwartaal;-4.0
612;29-30 Transportmiddelenindustrie;2014 2e kwartaal;1.9
613;29-30 Transportmiddelenindustrie;2014 3e kwartaal;1.8
614;29-30 Transportmiddelenindustrie;2014 4e kwartaal;5.1
615;29-30 Transportmiddelenindustrie;2015 1e kwartaal;3.2
616;29-30 Transportmiddelenindustrie;2015 2e kwartaal;-0.2
617;29-30 Transportmiddelenindustrie;2015 3e kwartaal;4.4
618;29-30 Transportmiddelenindustrie;2015 4e kwartaal;3.2
619;29-30 Transportmiddelenindustrie;2016 1e kwartaal;-1.0
620;29-30 Transportmiddelenindustrie;2016 2e kwartaal;0.5
621;29-30 Transportmiddelenindustrie;2016 3e kwartaal;-6.8
622;29-30 Transportmiddelenindustrie;2016 4e kwartaal;3.0
623;29-30 Transportmiddelenindustrie;2017 1e kwartaal;8.3
624;29-30 Transportmiddelenindustrie;2017 2e kwartaal;4.3
625;29-30 Transportmiddelenindustrie;2017 3e kwartaal;3.0
626;29-30 Transportmiddelenindustrie;2017 4e kwartaal;18.0
627;29-30 Transportmiddelenindustrie;2018 1e kwartaal;20.0
628;29-30 Transportmiddelenindustrie;2018 2e kwartaal;17.3
629;29-30 Transportmiddelenindustrie;2018 3e kwartaal;8.8
630;29-30 Transportmiddelenindustrie;2018 4e kwartaal;1.1
631;29-30 Transportmiddelenindustrie;2019 1e kwartaal;4.3
632;29-30 Transportmiddelenindustrie;2019 2e kwartaal;-3.9
633;29-30 Transportmiddelenindustrie;2019 3e kwartaal;-5.7
634;29-30 Transportmiddelenindustrie;2019 4e kwartaal;-6.2
635;29-30 Transportmiddelenindustrie;2020 1e kwartaal;-11.1
636;29-30 Transportmiddelenindustrie;2020 2e kwartaal;-46.0
637;29-30 Transportmiddelenindustrie;2020 3e kwartaal;-5.6
638;29-30 Transportmiddelenindustrie;2020 4e kwartaal;1.4
639;29-30 Transportmiddelenindustrie;2021 1e kwartaal;2.5
640;29-30 Transportmiddelenindustrie;2021 2e kwartaal;12.4
641;29-30 Transportmiddelenindustrie;2021 3e kwartaal;15.8
642;29-30 Transportmiddelenindustrie;2021 4e kwartaal;4.0
643;29-30 Transportmiddelenindustrie;2022 1e kwartaal;18.9
644;29-30 Transportmiddelenindustrie;2022 2e kwartaal;15.1
645;29-30 Transportmiddelenindustrie;2022 3e kwartaal;8.0
646;29-30 Transportmiddelenindustrie;2022 4e kwartaal;15.3
647;29-30 Transportmiddelenindustrie;2023 1e kwartaal;14.1
648;29-30 Transportmiddelenindustrie;2023 2e kwartaal;13.9
649;F Bouwnijverheid;2008 4e kwartaal;-1.5
650;F Bouwnijverheid;2009 1e kwartaal;-9.5
651;F Bouwnijverheid;2009 2e kwartaal;-22.0
652;F Bouwnijverheid;2009 3e kwartaal;-26.7
653;F Bouwnijverheid;2009 4e kwartaal;-26.3
654;F Bouwnijverheid;2010 1e kwartaal;-20.5
655;F Bouwnijverheid;2010 2e kwartaal;-28.2
656;F Bouwnijverheid;2010 3e kwartaal;-21.4
657;F Bouwnijverheid;2010 4e kwartaal;-12.3
658;F Bouwnijverheid;2011 1e kwartaal;-18.0
659;F Bouwnijverheid;2011 2e kwartaal;-5.2
660;F Bouwnijverheid;2011 3e kwartaal;-6.0
661;F Bouwnijverheid;2011 4e kwartaal;-17.9
662;F Bouwnijverheid;2012 1e kwartaal;-14.1
663;F Bouwnijverheid;2012 2e kwartaal;-22.7
664;F Bouwnijverheid;2012 3e kwartaal;-28.5
665;F Bouwnijverheid;2012 4e kwartaal;-28.9
666;F Bouwnijverheid;2013 1e kwartaal;-25.8
667;F Bouwnijverheid;2013 2e kwartaal;-35.3
668;F Bouwnijverheid;2013 3e kwartaal;-24.3
669;F Bouwnijverheid;2013 4e kwartaal;-17.2
670;F Bouwnijverheid;2014 1e kwartaal;-11.8
671;F Bouwnijverheid;2014 2e kwartaal;-4.3
672;F Bouwnijverheid;2014 3e kwartaal;-10.0
673;F Bouwnijverheid;2014 4e kwartaal;-2.2
674;F Bouwnijverheid;2015 1e kwartaal;2.7
675;F Bouwnijverheid;2015 2e kwartaal;5.1
676;F Bouwnijverheid;2015 3e kwartaal;16.8
677;F Bouwnijverheid;2015 4e kwartaal;8.3
678;F Bouwnijverheid;2016 1e kwartaal;17.6
679;F Bouwnijverheid;2016 2e kwartaal;12.2
680;F Bouwnijverheid;2016 3e kwartaal;16.6
681;F Bouwnijverheid;2016 4e kwartaal;28.7
682;F Bouwnijverheid;2017 1e kwartaal;27.2
683;F Bouwnijverheid;2017 2e kwartaal;34.7
684;F Bouwnijverheid;2017 3e kwartaal;33.5
685;F Bouwnijverheid;2017 4e kwartaal;23.6
686;F Bouwnijverheid;2018 1e kwartaal;34.5
687;F Bouwnijverheid;2018 2e kwartaal;27.1
688;F Bouwnijverheid;2018 3e kwartaal;32.5
689;F Bouwnijverheid;2018 4e kwartaal;33.3
690;F Bouwnijverheid;2019 1e kwartaal;31.2
691;F Bouwnijverheid;2019 2e kwartaal;27.8
692;F Bouwnijverheid;2019 3e kwartaal;20.6
693;F Bouwnijverheid;2019 4e kwartaal;15.3
694;F Bouwnijverheid;2020 1e kwartaal;13.6
695;F Bouwnijverheid;2020 2e kwartaal;-10.6
696;F Bouwnijverheid;2020 3e kwartaal;-4.0
697;F Bouwnijverheid;2020 4e kwartaal;5.4
698;F Bouwnijverheid;2021 1e kwartaal;12.1
699;F Bouwnijverheid;2021 2e kwartaal;14.3
700;F Bouwnijverheid;2021 3e kwartaal;13.2
701;F Bouwnijverheid;2021 4e kwartaal;24.9
702;F Bouwnijverheid;2022 1e kwartaal;23.1
703;F Bouwnijverheid;2022 2e kwartaal;12.5
704;F Bouwnijverheid;2022 3e kwartaal;18.6
705;F Bouwnijverheid;2022 4e kwartaal;9.7
706;F Bouwnijverheid;2023 1e kwartaal;12.6
707;F Bouwnijverheid;2023 2e kwartaal;16.0
708;G Handel;2008 4e kwartaal;1.0
709;G Handel;2009 1e kwartaal;-25.6
710;G Handel;2009 2e kwartaal;-33.4
711;G Handel;2009 3e kwartaal;-21.1
712;G Handel;2009 4e kwartaal;-14.7
713;G Handel;2010 1e kwartaal;-6.4
714;G Handel;2010 2e kwartaal;4.5
715;G Handel;2010 3e kwartaal;1.8
716;G Handel;2010 4e kwartaal;7.6
717;G Handel;2011 1e kwartaal;9.3
718;G Handel;2011 2e kwartaal;14.3
719;G Handel;2011 3e kwartaal;6.0
720;G Handel;2011 4e kwartaal;-3.2
721;G Handel;2012 1e kwartaal;-5.7
722;G Handel;2012 2e kwartaal;-5.2
723;G Handel;2012 3e kwartaal;-7.8
724;G Handel;2012 4e kwartaal;-12.5
725;G Handel;2013 1e kwartaal;-16.8
726;G Handel;2013 2e kwartaal;-17.0
727;G Handel;2013 3e kwartaal;-9.1
728;G Handel;2013 4e kwartaal;-3.2
729;G Handel;2014 1e kwartaal;2.8
730;G Handel;2014 2e kwartaal;8.0
731;G Handel;2014 3e kwartaal;8.9
732;G Handel;2014 4e kwartaal;8.6
733;G Handel;2015 1e kwartaal;3.9
734;G Handel;2015 2e kwartaal;10.7
735;G Handel;2015 3e kwartaal;10.1
736;G Handel;2015 4e kwartaal;15.0
737;G Handel;2016 1e kwartaal;14.3
738;G Handel;2016 2e kwartaal;13.0
739;G Handel;2016 3e kwartaal;14.4
740;G Handel;2016 4e kwartaal;14.5
741;G Handel;2017 1e kwartaal;19.3
742;G Handel;2017 2e kwartaal;21.0
743;G Handel;2017 3e kwartaal;24.9
744;G Handel;2017 4e kwartaal;17.5
745;G Handel;2018 1e kwartaal;23.3
746;G Handel;2018 2e kwartaal;17.8
747;G Handel;2018 3e kwartaal;20.0
748;G Handel;2018 4e kwartaal;15.9
749;G Handel;2019 1e kwartaal;11.8
750;G Handel;2019 2e kwartaal;10.7
751;G Handel;2019 3e kwartaal;10.9
752;G Handel;2019 4e kwartaal;8.5
753;G Handel;2020 1e kwartaal;8.8
754;G Handel;2020 2e kwartaal;-28.4
755;G Handel;2020 3e kwartaal;-11.3
756;G Handel;2020 4e kwartaal;0.9
757;G Handel;2021 1e kwartaal;-4.5
758;G Handel;2021 2e kwartaal;7.0
759;G Handel;2021 3e kwartaal;19.3
760;G Handel;2021 4e kwartaal;16.0
761;G Handel;2022 1e kwartaal;4.9
762;G Handel;2022 2e kwartaal;12.7
763;G Handel;2022 3e kwartaal;5.5
764;G Handel;2022 4e kwartaal;-1.1
765;G Handel;2023 1e kwartaal;6.6
766;G Handel;2023 2e kwartaal;10.1
767;45+47 Detailhandel en automobielbranche;2008 4e kwartaal;8.9
768;45+47 Detailhandel en automobielbranche;2009 1e kwartaal;-13.2
769;45+47 Detailhandel en automobielbranche;2009 2e kwartaal;-12.6
770;45+47 Detailhandel en automobielbranche;2009 3e kwartaal;-9.3
771;45+47 Detailhandel en automobielbranche;2009 4e kwartaal;-12.2
772;45+47 Detailhandel en automobielbranche;2010 1e kwartaal;-2.1
773;45+47 Detailhandel en automobielbranche;2010 2e kwartaal;3.5
774;45+47 Detailhandel en automobielbranche;2010 3e kwartaal;0.0
775;45+47 Detailhandel en automobielbranche;2010 4e kwartaal;8.3
776;45+47 Detailhandel en automobielbranche;2011 1e kwartaal;1.9
777;45+47 Detailhandel en automobielbranche;2011 2e kwartaal;5.2
778;45+47 Detailhandel en automobielbranche;2011 3e kwartaal;2.2
779;45+47 Detailhandel en automobielbranche;2011 4e kwartaal;-1.3
780;45+47 Detailhandel en automobielbranche;2012 1e kwartaal;-3.9
781;45+47 Detailhandel en automobielbranche;2012 2e kwartaal;-2.9
782;45+47 Detailhandel en automobielbranche;2012 3e kwartaal;-1.3
783;45+47 Detailhandel en automobielbranche;2012 4e kwartaal;-8.4
784;45+47 Detailhandel en automobielbranche;2013 1e kwartaal;-8.5
785;45+47 Detailhandel en automobielbranche;2013 2e kwartaal;-8.4
786;45+47 Detailhandel en automobielbranche;2013 3e kwartaal;-4.7
787;45+47 Detailhandel en automobielbranche;2013 4e kwartaal;-6.3
788;45+47 Detailhandel en automobielbranche;2014 1e kwartaal;-3.7
789;45+47 Detailhandel en automobielbranche;2014 2e kwartaal;0.5
790;45+47 Detailhandel en automobielbranche;2014 3e kwartaal;5.5
791;45+47 Detailhandel en automobielbranche;2014 4e kwartaal;4.5
792;45+47 Detailhandel en automobielbranche;2015 1e kwartaal;0.3
793;45+47 Detailhandel en automobielbranche;2015 2e kwartaal;8.2
794;45+47 Detailhandel en automobielbranche;2015 3e kwartaal;8.8
795;45+47 Detailhandel en automobielbranche;2015 4e kwartaal;8.5
796;45+47 Detailhandel en automobielbranche;2016 1e kwartaal;5.4
797;45+47 Detailhandel en automobielbranche;2016 2e kwartaal;2.0
798;45+47 Detailhandel en automobielbranche;2016 3e kwartaal;8.8
799;45+47 Detailhandel en automobielbranche;2016 4e kwartaal;7.0
800;45+47 Detailhandel en automobielbranche;2017 1e kwartaal;8.8
801;45+47 Detailhandel en automobielbranche;2017 2e kwartaal;9.5
802;45+47 Detailhandel en automobielbranche;2017 3e kwartaal;15.4
803;45+47 Detailhandel en automobielbranche;2017 4e kwartaal;13.2
804;45+47 Detailhandel en automobielbranche;2018 1e kwartaal;12.3
805;45+47 Detailhandel en automobielbranche;2018 2e kwartaal;4.1
806;45+47 Detailhandel en automobielbranche;2018 3e kwartaal;5.8
807;45+47 Detailhandel en automobielbranche;2018 4e kwartaal;11.2
808;45+47 Detailhandel en automobielbranche;2019 1e kwartaal;5.5
809;45+47 Detailhandel en automobielbranche;2019 2e kwartaal;5.6
810;45+47 Detailhandel en automobielbranche;2019 3e kwartaal;7.3
811;45+47 Detailhandel en automobielbranche;2019 4e kwartaal;4.4
812;45+47 Detailhandel en automobielbranche;2020 1e kwartaal;3.0
813;45+47 Detailhandel en automobielbranche;2020 2e kwartaal;-18.9
814;45+47 Detailhandel en automobielbranche;2020 3e kwartaal;1.8
815;45+47 Detailhandel en automobielbranche;2020 4e kwartaal;0.1
816;45+47 Detailhandel en automobielbranche;2021 1e kwartaal;-12.6
817;45+47 Detailhandel en automobielbranche;2021 2e kwartaal;-2.3
818;45+47 Detailhandel en automobielbranche;2021 3e kwartaal;7.7
819;45+47 Detailhandel en automobielbranche;2021 4e kwartaal;2.5
820;45+47 Detailhandel en automobielbranche;2022 1e kwartaal;-4.2
821;45+47 Detailhandel en automobielbranche;2022 2e kwartaal;2.6
