ID;ConsumptieveBestedingen;Perioden;Indexcijfer_1;Volumemutaties_2;VolumemutatiesKoopdaggecorrigeerd_3;Indexcijfers_4;Waardemutaties_5;Prijsmutaties_6
3079;Elektrische apparatuur;2004 juni;40.6;23.2;;74.3;11.9;-9.2
3080;Elektrische apparatuur;2004 2e kwartaal;38.2;12.4;;69.9;2.0;-9.2
3081;Elektrische apparatuur;2004 juli;41.4;11.3;;72.0;2.1;-8.3
3082;Elektrische apparatuur;2004 augustus;36.5;6.2;;63.1;-2.4;-8.0
3083;Elektrische apparatuur;2004 september;39.6;5.0;;66.9;-2.9;-7.6
3084;Elektrische apparatuur;2004 3e kwartaal;39.1;7.5;;67.4;-1.0;-7.9
3085;Elektrische apparatuur;2004 oktober;35.1;0.2;;63.3;-6.9;-7.1
3086;Elektrische apparatuur;2004 november;37.4;2.8;;66.8;-5.6;-8.1
3087;Elektrische apparatuur;2004 december;45.6;3.3;;81.0;-3.8;-6.9
3088;Elektrische apparatuur;2004 4e kwartaal;39.4;2.2;;70.4;-5.3;-7.4
3089;Elektrische apparatuur;2005 januari;38.7;-0.2;;66.4;-7.6;-7.5
3090;Elektrische apparatuur;2005 februari;34.0;0.9;;60.5;-5.8;-6.7
3091;Elektrische apparatuur;2005 maart;37.8;7.2;;64.3;-0.6;-7.2
3092;Elektrische apparatuur;2005 1e kwartaal;36.8;2.6;;63.8;-4.8;-7.2
3093;Elektrische apparatuur;2005 april;39.8;8.7;;70.1;2.1;-6.2
3094;Elektrische apparatuur;2005 mei;39.7;6.2;;67.0;0.2;-5.6
3095;Elektrische apparatuur;2005 juni;42.8;5.5;;73.6;-0.9;-6.1
3096;Elektrische apparatuur;2005 2e kwartaal;40.8;6.8;;70.2;0.4;-5.9
3097;Elektrische apparatuur;2005 juli;46.2;11.6;;75.0;4.1;-6.7
3098;Elektrische apparatuur;2005 augustus;43.0;18.0;;69.7;10.5;-6.3
3099;Elektrische apparatuur;2005 september;46.2;16.9;;73.3;9.6;-6.3
3100;Elektrische apparatuur;2005 3e kwartaal;45.1;15.4;;72.7;7.9;-6.5
3101;Elektrische apparatuur;2005 oktober;39.6;12.7;;66.1;4.4;-7.3
3102;Elektrische apparatuur;2005 november;42.3;13.2;;70.8;6.0;-6.4
3103;Elektrische apparatuur;2005 december;51.4;12.9;;86.1;6.3;-5.9
3104;Elektrische apparatuur;2005 4e kwartaal;44.4;12.9;;74.3;5.6;-6.5
3105;Elektrische apparatuur;2006 januari;44.4;14.9;;71.6;7.8;-6.2
3106;Elektrische apparatuur;2006 februari;40.5;19.2;;67.8;12.0;-6.0
3107;Elektrische apparatuur;2006 maart;45.6;20.8;;73.3;14.1;-5.6
3108;Elektrische apparatuur;2006 1e kwartaal;43.5;18.3;;70.9;11.2;-5.9
3109;Elektrische apparatuur;2006 april;46.5;16.7;;77.0;9.8;-5.9
3110;Elektrische apparatuur;2006 mei;49.6;25.0;;78.9;17.8;-5.8
3111;Elektrische apparatuur;2006 juni;50.0;16.8;;82.4;11.9;-4.2
3112;Elektrische apparatuur;2006 2e kwartaal;48.7;19.4;;79.4;13.1;-5.3
3113;Elektrische apparatuur;2006 juli;48.7;5.4;;74.8;-0.2;-5.3
3114;Elektrische apparatuur;2006 augustus;50.9;18.4;;77.7;11.5;-5.8
3115;Elektrische apparatuur;2006 september;52.2;13.0;;78.7;7.4;-4.9
3116;Elektrische apparatuur;2006 3e kwartaal;50.6;12.1;;77.1;6.1;-5.4
3117;Elektrische apparatuur;2006 oktober;44.1;11.4;;69.0;4.4;-6.3
3118;Elektrische apparatuur;2006 november;47.8;13.0;;74.9;5.8;-6.4
3119;Elektrische apparatuur;2006 december;57.5;11.8;;90.4;5.0;-6.1
3120;Elektrische apparatuur;2006 4e kwartaal;49.8;12.1;;78.1;5.1;-6.2
3121;Elektrische apparatuur;2007 januari;52.3;17.7;;79.3;10.7;-5.9
3122;Elektrische apparatuur;2007 februari;46.5;14.8;;72.0;6.1;-7.5
3123;Elektrische apparatuur;2007 maart;54.4;19.3;;81.4;10.9;-7.0
3124;Elektrische apparatuur;2007 1e kwartaal;51.1;17.4;;77.5;9.3;-6.8
3125;Elektrische apparatuur;2007 april;50.2;8.0;;77.2;0.3;-7.1
3126;Elektrische apparatuur;2007 mei;59.1;19.2;;87.2;10.5;-7.3
3127;Elektrische apparatuur;2007 juni;62.7;25.4;;95.0;15.3;-8.1
3128;Elektrische apparatuur;2007 2e kwartaal;57.3;17.8;;86.5;8.9;-7.5
3129;Elektrische apparatuur;2007 juli;64.8;33.1;;90.4;20.8;-9.2
3130;Elektrische apparatuur;2007 augustus;58.6;15.0;;80.9;4.1;-9.5
3131;Elektrische apparatuur;2007 september;62.4;19.5;;85.3;8.4;-9.3
3132;Elektrische apparatuur;2007 3e kwartaal;61.9;22.3;;85.6;11.0;-9.3
3133;Elektrische apparatuur;2007 oktober;52.2;18.3;;74.8;8.4;-8.4
3134;Elektrische apparatuur;2007 november;56.9;19.0;;81.9;9.4;-8.1
3135;Elektrische apparatuur;2007 december;68.2;18.6;;98.5;8.9;-8.2
3136;Elektrische apparatuur;2007 4e kwartaal;59.1;18.6;;85.1;8.9;-8.2
3137;Elektrische apparatuur;2008 januari;60.2;15.1;;84.2;6.2;-7.7
3138;Elektrische apparatuur;2008 februari;50.7;9.0;;73.8;2.5;-6.0
3139;Elektrische apparatuur;2008 maart;55.4;1.8;;77.0;-5.4;-7.1
3140;Elektrische apparatuur;2008 1e kwartaal;55.4;8.5;;78.3;1.0;-6.9
3141;Elektrische apparatuur;2008 april;61.2;22.0;;88.1;14.0;-6.5
3142;Elektrische apparatuur;2008 mei;62.7;6.0;;86.2;-1.1;-6.7
3143;Elektrische apparatuur;2008 juni;65.9;5.2;;93.1;-2.0;-6.8
3144;Elektrische apparatuur;2008 2e kwartaal;63.3;10.4;;89.1;3.1;-6.6
3145;Elektrische apparatuur;2008 juli;68.8;6.2;;90.6;0.2;-5.6
3146;Elektrische apparatuur;2008 augustus;61.8;5.4;;80.8;-0.1;-5.2
3147;Elektrische apparatuur;2008 september;64.0;2.6;;82.9;-2.8;-5.3
3148;Elektrische apparatuur;2008 3e kwartaal;64.8;4.7;;84.8;-0.9;-5.4
3149;Elektrische apparatuur;2008 oktober;55.6;6.6;;75.6;1.1;-5.2
3150;Elektrische apparatuur;2008 november;58.8;3.3;;79.7;-2.7;-5.7
3151;Elektrische apparatuur;2008 december;67.2;-1.4;;91.1;-7.5;-6.2
3152;Elektrische apparatuur;2008 4e kwartaal;60.5;2.4;;82.1;-3.4;-5.7
3153;Elektrische apparatuur;2009 januari;63.4;5.4;;82.9;-1.6;-6.6
3154;Elektrische apparatuur;2009 februari;52.3;3.1;;70.9;-3.9;-6.7
3155;Elektrische apparatuur;2009 maart;54.9;-0.9;;71.1;-7.6;-6.8
3156;Elektrische apparatuur;2009 1e kwartaal;56.9;2.6;;75.0;-4.3;-6.7
3157;Elektrische apparatuur;2009 april;56.0;-8.5;;76.1;-13.6;-5.6
3158;Elektrische apparatuur;2009 mei;62.1;-0.9;;80.7;-6.4;-5.6
3159;Elektrische apparatuur;2009 juni;57.5;-12.8;;77.4;-16.9;-4.7
3160;Elektrische apparatuur;2009 2e kwartaal;58.6;-7.5;;78.1;-12.4;-5.3
3161;Elektrische apparatuur;2009 juli;65.2;-5.1;;80.2;-11.4;-6.6
3162;Elektrische apparatuur;2009 augustus;58.5;-5.2;;72.9;-9.8;-4.8
3163;Elektrische apparatuur;2009 september;62.7;-2.0;;78.2;-5.7;-3.8
3164;Elektrische apparatuur;2009 3e kwartaal;62.2;-4.1;;77.1;-9.0;-5.1
3165;Elektrische apparatuur;2009 oktober;54.6;-1.7;;72.5;-4.2;-2.5
3166;Elektrische apparatuur;2009 november;56.2;-4.4;;74.6;-6.5;-2.1
3167;Elektrische apparatuur;2009 december;68.2;1.5;;90.0;-1.2;-2.7
3168;Elektrische apparatuur;2009 4e kwartaal;59.7;-1.4;;79.0;-3.8;-2.4
3169;Elektrische apparatuur;2010 januari;64.3;1.3;;83.7;1.0;-0.3
3170;Elektrische apparatuur;2010 februari;52.0;-0.5;;70.1;-1.2;-0.7
3171;Elektrische apparatuur;2010 maart;57.4;4.5;;75.0;5.5;0.9
3172;Elektrische apparatuur;2010 1e kwartaal;57.9;1.8;;76.3;1.7;-0.1
3173;Elektrische apparatuur;2010 april;57.0;1.7;;76.6;0.6;-1.1
3174;Elektrische apparatuur;2010 mei;61.9;-0.3;;80.9;0.3;0.6
3175;Elektrische apparatuur;2010 juni;64.7;12.5;;86.6;11.9;-0.5
3176;Elektrische apparatuur;2010 2e kwartaal;61.2;4.5;;81.4;4.2;-0.3
3177;Elektrische apparatuur;2010 juli;68.3;4.7;;82.7;3.1;-1.6
3178;Elektrische apparatuur;2010 augustus;66.0;12.8;;80.7;10.7;-1.8
3179;Elektrische apparatuur;2010 september;66.2;5.5;;81.4;4.1;-1.4
3180;Elektrische apparatuur;2010 3e kwartaal;66.8;7.5;;81.6;5.8;-1.6
3181;Elektrische apparatuur;2010 oktober;56.1;2.7;;72.3;-0.2;-2.8
3182;Elektrische apparatuur;2010 november;59.1;5.1;;75.4;1.1;-3.8
3183;Elektrische apparatuur;2010 december;70.4;3.2;;89.3;-0.8;-3.9
3184;Elektrische apparatuur;2010 4e kwartaal;61.9;3.6;;79.0;0.0;-3.5
3185;Elektrische apparatuur;2011 januari;66.8;3.9;;83.0;-0.9;-4.6
3186;Elektrische apparatuur;2011 februari;54.4;4.5;;68.7;-2.0;-6.2
3187;Elektrische apparatuur;2011 maart;59.4;3.5;;71.8;-4.3;-7.6
3188;Elektrische apparatuur;2011 1e kwartaal;60.2;4.0;;74.5;-2.4;-6.1
3189;Elektrische apparatuur;2011 april;58.9;3.3;;73.9;-3.5;-6.6
3190;Elektrische apparatuur;2011 mei;65.4;5.6;;79.8;-1.4;-6.7
3191;Elektrische apparatuur;2011 juni;67.4;4.1;;83.5;-3.7;-7.5
3192;Elektrische apparatuur;2011 2e kwartaal;63.9;4.4;;79.0;-2.9;-7.0
3193;Elektrische apparatuur;2011 juli;72.0;5.4;;82.8;0.1;-5.0
3194;Elektrische apparatuur;2011 augustus;66.9;1.3;;77.9;-3.6;-4.8
3195;Elektrische apparatuur;2011 september;63.9;-3.5;;74.7;-8.2;-4.8
3196;Elektrische apparatuur;2011 3e kwartaal;67.6;1.1;;78.4;-3.9;-4.9
3197;Elektrische apparatuur;2011 oktober;55.2;-1.5;;67.8;-6.3;-4.8
3198;Elektrische apparatuur;2011 november;61.3;3.7;;74.1;-1.7;-5.2
3199;Elektrische apparatuur;2011 december;70.0;-0.6;;85.8;-3.9;-3.4
3200;Elektrische apparatuur;2011 4e kwartaal;62.2;0.5;;75.9;-3.9;-4.4
3201;Elektrische apparatuur;2012 januari;71.9;7.6;;85.2;2.6;-4.6
3202;Elektrische apparatuur;2012 februari;57.7;6.1;;69.3;0.9;-4.9
3203;Elektrische apparatuur;2012 maart;64.1;8.0;;75.0;4.5;-3.2
3204;Elektrische apparatuur;2012 1e kwartaal;64.6;7.3;;76.5;2.7;-4.3
3205;Elektrische apparatuur;2012 april;62.1;5.5;;75.6;2.3;-3.0
3206;Elektrische apparatuur;2012 mei;71.3;9.0;;84.8;6.3;-2.5
3207;Elektrische apparatuur;2012 juni;75.3;11.7;;91.8;9.9;-1.6
3208;Elektrische apparatuur;2012 2e kwartaal;69.6;8.9;;84.1;6.3;-2.3
3209;Elektrische apparatuur;2012 juli;71.0;-1.4;;82.0;-0.9;0.5
3210;Elektrische apparatuur;2012 augustus;66.0;-1.3;;76.5;-1.7;-0.4
3211;Elektrische apparatuur;2012 september;71.5;11.9;;81.6;9.3;-2.4
3212;Elektrische apparatuur;2012 3e kwartaal;69.5;2.8;;80.1;2.1;-0.7
3213;Elektrische apparatuur;2012 oktober;55.1;-0.3;;67.1;-1.1;-0.8
3214;Elektrische apparatuur;2012 november;57.9;-5.6;;71.3;-3.8;1.9
3215;Elektrische apparatuur;2012 december;67.4;-3.7;;83.6;-2.5;1.2
3216;Elektrische apparatuur;2012 4e kwartaal;60.1;-3.3;;74.0;-2.5;0.8
3217;Elektrische apparatuur;2013 januari;68.8;-4.3;;83.9;-1.5;2.9
3218;Elektrische apparatuur;2013 februari;54.3;-5.8;;67.1;-3.2;2.8
3219;Elektrische apparatuur;2013 maart;61.3;-4.5;;73.7;-1.8;2.8
3220;Elektrische apparatuur;2013 1e kwartaal;61.4;-4.8;;74.9;-2.1;2.9
3221;Elektrische apparatuur;2013 april;62.2;0.1;;75.5;-0.2;-0.4
3222;Elektrische apparatuur;2013 mei;71.4;0.2;;83.6;-1.4;-1.5
3223;Elektrische apparatuur;2013 juni;69.9;-7.1;;84.1;-8.3;-1.3
3224;Elektrische apparatuur;2013 2e kwartaal;67.8;-2.5;;81.1;-3.6;-1.1
3225;Elektrische apparatuur;2013 juli;68.0;-4.1;;76.5;-6.7;-2.7
3226;Elektrische apparatuur;2013 augustus;65.7;-0.4;;74.8;-2.2;-1.8
3227;Elektrische apparatuur;2013 september;64.7;-9.4;;73.0;-10.5;-1.2
3228;Elektrische apparatuur;2013 3e kwartaal;66.2;-4.8;;74.8;-6.6;-1.9
3229;Elektrische apparatuur;2013 oktober;58.0;5.3;;68.1;1.5;-3.7
3230;Elektrische apparatuur;2013 november;61.8;6.9;;72.4;1.6;-5.0
3231;Elektrische apparatuur;2013 december;72.4;7.4;;84.5;1.1;-5.9
3232;Elektrische apparatuur;2013 4e kwartaal;64.1;6.6;;75.0;1.4;-4.9
3233;Elektrische apparatuur;2014 januari;71.9;4.6;;85.0;1.2;-3.2
3234;Elektrische apparatuur;2014 februari;59.6;9.7;;71.3;6.4;-3.0
3235;Elektrische apparatuur;2014 maart;65.5;6.9;;75.6;2.6;-4.0
3236;Elektrische apparatuur;2014 1e kwartaal;65.7;6.8;;77.3;3.2;-3.4
3237;Elektrische apparatuur;2014 april;70.0;12.6;;79.3;5.1;-6.6
3238;Elektrische apparatuur;2014 mei;75.9;6.3;;85.0;1.7;-4.3
3239;Elektrische apparatuur;2014 juni;71.9;2.8;;82.0;-2.6;-5.2
3240;Elektrische apparatuur;2014 2e kwartaal;72.6;7.0;;82.1;1.3;-5.4
3241;Elektrische apparatuur;2014 juli;72.2;6.2;;77.2;0.8;-5.1
3242;Elektrische apparatuur;2014 augustus;70.8;7.7;;76.6;2.4;-4.9
3243;Elektrische apparatuur;2014 september;72.5;12.0;;76.6;4.8;-6.4
3244;Elektrische apparatuur;2014 3e kwartaal;71.8;8.6;;76.8;2.6;-5.5
3245;Elektrische apparatuur;2014 oktober;67.0;15.4;;74.0;8.7;-5.9
3246;Elektrische apparatuur;2014 november;68.1;10.2;;73.5;1.4;-8.0
3247;Elektrische apparatuur;2014 december;81.2;12.0;;88.0;4.1;-7.1
3248;Elektrische apparatuur;2014 4e kwartaal;72.1;12.5;;78.5;4.6;-7.0
3249;Elektrische apparatuur;2015 januari;76.9;6.9;;85.9;1.1;-5.5
3250;Elektrische apparatuur;2015 februari;61.5;3.3;;68.9;-3.5;-6.5
3251;Elektrische apparatuur;2015 maart;66.3;1.3;;72.0;-4.7;-5.8
3252;Elektrische apparatuur;2015 1e kwartaal;68.2;3.9;;75.6;-2.2;-5.9
3253;Elektrische apparatuur;2015 april;69.9;-0.2;;76.7;-3.3;-3.1
3254;Elektrische apparatuur;2015 mei;77.7;2.3;;84.3;-0.8;-3.0
3255;Elektrische apparatuur;2015 juni;78.7;9.5;;86.3;5.3;-3.8
3256;Elektrische apparatuur;2015 2e kwartaal;75.4;3.9;;82.5;0.4;-3.3
3257;Elektrische apparatuur;2015 juli;78.9;9.3;;82.8;7.4;-1.7
3258;Elektrische apparatuur;2015 augustus;70.6;-0.2;;75.0;-2.1;-1.9
3259;Elektrische apparatuur;2015 september;74.5;2.7;;78.8;3.0;0.3
3260;Elektrische apparatuur;2015 3e kwartaal;74.7;3.9;;78.9;2.8;-1.1
3261;Elektrische apparatuur;2015 oktober;67.5;0.8;;72.1;-2.5;-3.2
3262;Elektrische apparatuur;2015 november;69.6;2.2;;72.8;-0.9;-3.0
3263;Elektrische apparatuur;2015 december;84.4;3.9;;88.0;0.0;-3.8
3264;Elektrische apparatuur;2015 4e kwartaal;73.8;2.4;;77.6;-1.1;-3.4
3265;Elektrische apparatuur;2016 januari;79.0;2.7;;90.6;5.6;2.7
3266;Elektrische apparatuur;2016 februari;64.7;5.2;;74.5;8.1;2.8
3267;Elektrische apparatuur;2016 maart;69.5;4.9;;77.4;7.4;2.4
3268;Elektrische apparatuur;2016 1e kwartaal;71.1;4.2;;80.8;6.9;2.6
3269;Elektrische apparatuur;2016 april;70.4;0.7;;75.7;-1.3;-2.0
3270;Elektrische apparatuur;2016 mei;74.0;-4.8;;78.8;-6.6;-1.9
3271;Elektrische apparatuur;2016 juni;80.3;2.0;;84.6;-2.0;-4.0
3272;Elektrische apparatuur;2016 2e kwartaal;74.9;-0.7;;79.7;-3.4;-2.6
3273;Elektrische apparatuur;2016 juli;78.5;-0.5;;78.5;-5.2;-4.6
3274;Elektrische apparatuur;2016 augustus;70.3;-0.5;;71.9;-4.2;-3.7
3275;Elektrische apparatuur;2016 september;76.8;3.1;;77.4;-1.8;-4.7
3276;Elektrische apparatuur;2016 3e kwartaal;75.2;0.7;;76.0;-3.7;-4.4
3277;Elektrische apparatuur;2016 oktober;67.4;-0.2;;65.8;-8.8;-8.6
3278;Elektrische apparatuur;2016 november;71.5;2.7;;69.9;-4.0;-6.5
3279;Elektrische apparatuur;2016 december;84.9;0.6;;81.9;-6.9;-7.5
3280;Elektrische apparatuur;2016 4e kwartaal;74.6;1.0;;72.5;-6.6;-7.5
3281;Elektrische apparatuur;2017 januari;86.1;9.0;;93.3;2.9;-5.6
3282;Elektrische apparatuur;2017 februari;67.8;4.7;;73.3;-1.6;-6.0
3283;Elektrische apparatuur;2017 maart;73.7;6.0;;77.9;0.8;-4.9
3284;Elektrische apparatuur;2017 1e kwartaal;75.9;6.7;;81.5;0.8;-5.5
3285;Elektrische apparatuur;2017 april;72.0;2.3;;75.0;-1.0;-3.2
3286;Elektrische apparatuur;2017 mei;82.8;12.0;;84.9;7.8;-3.7
3287;Elektrische apparatuur;2017 juni;84.0;4.6;;86.1;1.8;-2.7
3288;Elektrische apparatuur;2017 2e kwartaal;79.6;6.3;;82.0;2.9;-3.2
3289;Elektrische apparatuur;2017 juli;87.4;11.4;;84.4;7.5;-3.5
3290;Elektrische apparatuur;2017 augustus;77.1;9.7;;75.4;4.9;-4.3
3291;Elektrische apparatuur;2017 september;84.3;9.8;;83.9;8.3;-1.4
3292;Elektrische apparatuur;2017 3e kwartaal;82.9;10.3;;81.2;7.0;-3.0
3293;Elektrische apparatuur;2017 oktober;66.4;-1.4;;64.5;-1.9;-0.5
3294;Elektrische apparatuur;2017 november;76.2;6.6;;73.4;5.0;-1.5
3295;Elektrische apparatuur;2017 december;83.6;-1.5;;79.4;-3.0;-1.5
3296;Elektrische apparatuur;2017 4e kwartaal;75.4;1.1;;72.5;-0.1;-1.2
3297;Elektrische apparatuur;2018 januari;92.4;7.3;;96.5;3.4;-3.6
3298;Elektrische apparatuur;2018 februari;70.1;3.5;;72.9;-0.5;-3.8
3299;Elektrische apparatuur;2018 maart;80.9;9.7;;81.8;5.0;-4.3
3300;Elektrische apparatuur;2018 1e kwartaal;81.1;6.9;;83.7;2.7;-3.9
3301;Elektrische apparatuur;2018 april;74.9;4.0;;77.0;2.7;-1.3
3302;Elektrische apparatuur;2018 mei;88.2;6.5;;87.8;3.3;-2.9
3303;Elektrische apparatuur;2018 juni;91.9;9.4;;91.4;6.1;-3.0
3304;Elektrische apparatuur;2018 2e kwartaal;85.0;6.8;;85.4;4.1;-2.5
3305;Elektrische apparatuur;2018 juli;90.3;3.3;;85.6;1.4;-1.9
3306;Elektrische apparatuur;2018 augustus;83.3;8.0;;79.6;5.6;-2.2
3307;Elektrische apparatuur;2018 september;86.3;2.4;;83.8;-0.1;-2.4
3308;Elektrische apparatuur;2018 3e kwartaal;86.6;4.4;;83.0;2.2;-2.2
3309;Elektrische apparatuur;2018 oktober;73.7;10.9;;67.7;4.9;-5.4
3310;Elektrische apparatuur;2018 november;85.9;12.7;;78.7;7.2;-4.9
3311;Elektrische apparatuur;2018 december;87.7;5.0;;79.2;-0.3;-5.0
3312;Elektrische apparatuur;2018 4e kwartaal;82.4;9.3;;75.2;3.8;-5.1
3313;Elektrische apparatuur;2019 januari;99.7;7.9;;99.5;3.1;-4.4
3314;Elektrische apparatuur;2019 februari;77.0;9.8;;77.8;6.7;-2.8
3315;Elektrische apparatuur;2019 maart;87.3;8.0;;85.9;5.0;-2.8
3316;Elektrische apparatuur;2019 1e kwartaal;88.0;8.5;;87.7;4.8;-3.4
3317;Elektrische apparatuur;2019 april;81.5;8.9;;82.2;6.7;-2.0
3318;Elektrische apparatuur;2019 mei;99.1;12.4;;97.0;10.5;-1.7
3319;Elektrische apparatuur;2019 juni;94.0;2.2;;92.2;1.0;-1.3
3320;Elektrische apparatuur;2019 2e kwartaal;91.5;7.7;;90.5;5.9;-1.6
3321;Elektrische apparatuur;2019 juli;93.4;3.5;;86.9;1.6;-1.8
3322;Elektrische apparatuur;2019 augustus;84.7;1.7;;78.6;-1.4;-3.0
3323;Elektrische apparatuur;2019 september;91.9;6.5;;85.6;2.2;-4.1
3324;Elektrische apparatuur;2019 3e kwartaal;90.0;3.9;;83.7;0.8;-3.0
3325;Elektrische apparatuur;2019 oktober;77.8;5.7;;70.6;4.2;-1.4
3326;Elektrische apparatuur;2019 november;85.4;-0.6;;78.5;-0.2;0.4
3327;Elektrische apparatuur;2019 december;94.1;7.2;;84.0;6.0;-1.1
3328;Elektrische apparatuur;2019 4e kwartaal;85.8;4.1;;77.7;3.3;-0.7
3329;Elektrische apparatuur;2020 januari;101.1;1.5;;100.2;0.7;-0.7
3330;Elektrische apparatuur;2020 februari;83.8;8.9;;83.0;6.7;-2.0
3331;Elektrische apparatuur;2020 maart;93.8;7.5;;93.0;8.3;0.8
3332;Elektrische apparatuur;2020 1e kwartaal;92.9;5.6;;92.1;5.0;-0.6
3333;Elektrische apparatuur;2020 april;90.9;11.5;;92.8;12.9;1.2
3334;Elektrische apparatuur;2020 mei;107.5;8.5;;109.7;13.1;4.3
3335;Elektrische apparatuur;2020 juni;107.6;14.5;;109.8;19.0;4.0
3336;Elektrische apparatuur;2020 2e kwartaal;102.0;11.4;;104.1;15.0;3.2
3337;Elektrische apparatuur;2020 juli;102.6;9.8;;97.3;12.0;1.9
3338;Elektrische apparatuur;2020 augustus;90.5;6.9;;85.9;9.3;2.2
3339;Elektrische apparatuur;2020 september;99.2;7.9;;94.1;10.0;1.9
3340;Elektrische apparatuur;2020 3e kwartaal;97.4;8.3;;92.4;10.5;2.0
3341;Elektrische apparatuur;2020 oktober;86.7;11.4;;81.1;15.0;3.2
3342;Elektrische apparatuur;2020 november;100.9;18.2;;94.4;20.2;1.7
3343;Elektrische apparatuur;2020 december;84.4;-10.3;;78.9;-6.0;4.8
3344;Elektrische apparatuur;2020 4e kwartaal;90.7;5.7;;84.8;9.2;3.3
3345;Elektrische apparatuur;2020;95.8;7.8;;93.3;10.0;2.0
3346;Elektrische apparatuur;2021 januari;88.0;-13.0;;91.4;-8.8;4.9
3347;Elektrische apparatuur;2021 februari;80.2;-4.3;;83.7;0.7;5.2
3348;Elektrische apparatuur;2021 maart;102.4;9.1;;104.4;12.3;2.9
3349;Elektrische apparatuur;2021 1e kwartaal;90.2;-2.9;;93.2;1.2;4.2
3350;Elektrische apparatuur;2021 april;95.1;4.6;;94.8;2.2;-2.3
3351;Elektrische apparatuur;2021 mei;118.0;9.8;;115.3;5.1;-4.3
3352;Elektrische apparatuur;2021 juni;116.5;8.3;;115.2;4.9;-3.1
3353;Elektrische apparatuur;2021 2e kwartaal;109.9;7.7;;108.4;4.2;-3.3
3354;Elektrische apparatuur;2021 juli;108.9;6.1;;107.5;10.5;4.1
3355;Elektrische apparatuur;2021 augustus;93.8;3.6;;92.9;8.2;4.4
3356;Elektrische apparatuur;2021 september;107.4;8.2;;107.1;13.8;5.2
3357;Elektrische apparatuur;2021 3e kwartaal;103.3;6.1;;102.5;10.9;4.6
3358;Elektrische apparatuur;2021 oktober;91.9;6.0;;91.2;12.4;6.1
3359;Elektrische apparatuur;2021 november;103.3;2.4;;102.8;8.9;6.4
3360;Elektrische apparatuur;2021 december;94.5;12.0;;93.7;18.8;6.1
3361;Elektrische apparatuur;2021 4e kwartaal;96.6;6.5;;95.9;13.1;6.2
3362;Elektrische apparatuur;2021;100.0;4.4;;100.0;7.1;2.6
3363;Elektrische apparatuur;2022 januari;109.0;23.9;;118.6;29.7;4.7
3364;Elektrische apparatuur;2022 februari;91.4;13.9;;98.4;17.6;3.3
3365;Elektrische apparatuur;2022 maart;106.6;4.1;;112.3;7.6;3.3
3366;Elektrische apparatuur;2022 1e kwartaal;102.3;13.4;;109.8;17.8;3.8
3367;Elektrische apparatuur;2022 april;96.7;1.7;;98.7;4.1;2.3
3368;Elektrische apparatuur;2022 mei;110.3;-6.5;;110.0;-4.6;2.1
3369;Elektrische apparatuur;2022 juni;106.9;-8.2;;108.3;-5.9;2.5
3370;Elektrische apparatuur;2022 2e kwartaal;104.6;-4.8;;105.7;-2.5;2.3
3371;Elektrische apparatuur;2022 juli;106.8;-1.9;;108.2;0.6;2.6
3372;Elektrische apparatuur;2022 augustus;91.2;-2.7;;93.4;0.6;3.4
3373;Elektrische apparatuur;2022 september;103.1;-4.0;;108.9;1.6;5.8
3374;Elektrische apparatuur;2022 3e kwartaal;100.4;-2.9;;103.5;0.9;3.9
3375;Elektrische apparatuur;2022 oktober;87.2;-5.2;;91.6;0.4;5.9
3376;Elektrische apparatuur;2022 november;104.3;1.0;;107.1;4.2;3.2
3377;Elektrische apparatuur;2022 december;96.0;1.6;;99.0;5.6;4.0
3378;Elektrische apparatuur;2022 4e kwartaal;95.8;-0.8;;99.2;3.5;4.3
3379;Elektrische apparatuur;2022;100.8;0.8;;104.5;4.5;3.7
3380;Elektrische apparatuur;2023 januari;115.6;6.0;;128.1;8.0;1.9
3381;Elektrische apparatuur;2023 februari;90.8;-0.6;;103.3;5.1;5.7
3382;Elektrische apparatuur;2023 maart;105.5;-1.1;;117.6;4.7;5.8
3383;Elektrische apparatuur;2023 1e kwartaal;104.0;1.6;;116.3;6.0;4.3
3384;Elektrische apparatuur;2023 april;96.9;0.2;;104.4;5.8;5.6
3385;Elektrische apparatuur;2023 mei;103.4;-6.2;;109.5;-0.5;6.1
3386;Elektrische apparatuur;2023 juni;103.6;-3.1;;109.1;0.7;3.9
3387;Elektrische apparatuur;2023 2e kwartaal;101.3;-3.2;;107.7;1.9;5.2
3388;Elektrische apparatuur;2023 juli;100.8;-5.6;;106.6;-1.4;4.5
3389;Elektrische apparatuur;2023 augustus;90.7;-0.5;;96.9;3.7;4.3
3390;Elektrische apparatuur;2023 september;104.1;1.0;;111.9;2.8;1.8
3391;Elektrische apparatuur;2023 3e kwartaal;98.6;-1.8;;105.1;1.6;3.5
3392;Elektrische apparatuur;2023 oktober;99.7;14.4;;105.8;15.5;1.0
3393;Elektrische apparatuur;2023 november;96.7;-7.4;;100.1;-6.6;0.8
3394;Elektrische apparatuur;2023 december;90.4;-5.8;;94.2;-4.8;1.1
3395;Elektrische apparatuur;2023 4e kwartaal;95.6;-0.3;;100.0;0.8;1.1
3396;Elektrische apparatuur;2023;99.9;-0.9;;107.3;2.6;3.6
3397;Elektrische apparatuur;2024 januari;110.5;-4.4;;124.3;-3.0;1.5
3398;Elektrische apparatuur;2024 februari;97.5;7.4;;109.4;5.9;-1.4
