ID;ConsumptieveBestedingen;Perioden;Indexcijfer_1;Volumemutaties_2;VolumemutatiesKoopdaggecorrigeerd_3;Indexcijfers_4;Waardemutaties_5;Prijsmutaties_6
1337;Duurzame consumptiegoederen;2002 april;70.2;5.4;3.9;68.1;7.0;1.6
1338;Duurzame consumptiegoederen;2002 mei;72.6;-0.2;0.3;70.4;0.8;1.0
1339;Duurzame consumptiegoederen;2002 juni;72.2;2.4;3.3;70.3;3.8;1.3
1340;Duurzame consumptiegoederen;2002 2e kwartaal;71.7;2.5;2.5;69.6;3.8;1.3
1341;Duurzame consumptiegoederen;2002 juli;71.9;2.1;0.2;69.9;5.1;2.9
1342;Duurzame consumptiegoederen;2002 augustus;68.3;1.1;0.6;66.9;3.8;2.7
1343;Duurzame consumptiegoederen;2002 september;71.0;-1.0;0.9;70.4;1.5;2.6
1344;Duurzame consumptiegoederen;2002 3e kwartaal;70.4;0.7;0.6;69.1;3.4;2.7
1345;Duurzame consumptiegoederen;2002 oktober;71.9;3.0;1.6;73.3;4.5;1.4
1346;Duurzame consumptiegoederen;2002 november;68.2;-1.7;-2.3;70.1;-1.1;0.6
1347;Duurzame consumptiegoederen;2002 december;68.8;5.8;6.7;70.3;4.7;-1.0
1348;Duurzame consumptiegoederen;2002 4e kwartaal;69.6;2.3;2.0;71.2;2.7;0.4
1349;Duurzame consumptiegoederen;2003 januari;78.8;3.0;2.3;73.1;2.8;-0.2
1350;Duurzame consumptiegoederen;2003 februari;65.6;3.9;3.9;61.7;3.2;-0.7
1351;Duurzame consumptiegoederen;2003 maart;75.5;-2.0;-0.5;71.2;-1.6;0.4
1352;Duurzame consumptiegoederen;2003 1e kwartaal;73.3;1.5;1.8;68.7;1.4;-0.1
1353;Duurzame consumptiegoederen;2003 april;71.3;1.6;0.1;68.8;1.0;-0.6
1354;Duurzame consumptiegoederen;2003 mei;73.9;1.7;0.2;71.6;1.7;0.0
1355;Duurzame consumptiegoederen;2003 juni;70.0;-3.0;0.0;67.3;-4.2;-1.3
1356;Duurzame consumptiegoederen;2003 2e kwartaal;71.7;0.1;0.1;69.2;-0.5;-0.6
1357;Duurzame consumptiegoederen;2003 juli;70.2;-2.4;-3.6;67.3;-3.7;-1.3
1358;Duurzame consumptiegoederen;2003 augustus;66.0;-3.4;-1.7;63.8;-4.6;-1.3
1359;Duurzame consumptiegoederen;2003 september;70.1;-1.3;-2.6;68.3;-3.0;-1.7
1360;Duurzame consumptiegoederen;2003 3e kwartaal;68.8;-2.3;-2.7;66.5;-3.7;-1.4
1361;Duurzame consumptiegoederen;2003 oktober;71.2;-1.0;-1.5;71.5;-2.5;-1.5
1362;Duurzame consumptiegoederen;2003 november;65.1;-4.6;-2.6;66.1;-5.7;-1.1
1363;Duurzame consumptiegoederen;2003 december;64.3;-6.6;-8.1;64.7;-8.0;-1.5
1364;Duurzame consumptiegoederen;2003 4e kwartaal;66.9;-4.0;-4.1;67.4;-5.3;-1.4
1365;Duurzame consumptiegoederen;2004 januari;80.3;1.9;1.5;73.3;0.2;-1.7
1366;Duurzame consumptiegoederen;2004 februari;64.3;-2.1;-4.1;59.7;-3.2;-1.1
1367;Duurzame consumptiegoederen;2004 maart;76.1;0.9;-0.1;70.6;-1.0;-1.8
1368;Duurzame consumptiegoederen;2004 1e kwartaal;73.6;0.4;-0.7;67.9;-1.2;-1.6
1369;Duurzame consumptiegoederen;2004 april;72.4;1.5;1.0;68.7;-0.1;-1.6
1370;Duurzame consumptiegoederen;2004 mei;70.9;-4.0;0.3;67.5;-5.7;-1.8
1371;Duurzame consumptiegoederen;2004 juni;74.2;5.9;1.8;70.0;4.0;-1.8
1372;Duurzame consumptiegoederen;2004 2e kwartaal;72.5;1.0;1.0;68.7;-0.7;-1.7
1373;Duurzame consumptiegoederen;2004 juli;73.2;4.2;3.2;68.9;2.4;-1.8
1374;Duurzame consumptiegoederen;2004 augustus;64.7;-2.0;0.4;61.8;-3.2;-1.2
1375;Duurzame consumptiegoederen;2004 september;70.7;0.8;-1.0;68.2;-0.2;-1.0
1376;Duurzame consumptiegoederen;2004 3e kwartaal;69.5;1.1;0.9;66.3;-0.3;-1.3
1377;Duurzame consumptiegoederen;2004 oktober;68.5;-3.8;-2.6;68.6;-4.0;-0.2
1378;Duurzame consumptiegoederen;2004 november;64.0;-1.7;-1.3;64.5;-2.4;-0.7
1379;Duurzame consumptiegoederen;2004 december;66.6;3.6;0.3;65.5;1.1;-2.4
1380;Duurzame consumptiegoederen;2004 4e kwartaal;66.4;-0.8;-1.3;66.2;-1.8;-1.1
1381;Duurzame consumptiegoederen;2005 januari;77.9;-3.1;-0.6;70.2;-4.3;-1.2
1382;Duurzame consumptiegoederen;2005 februari;61.1;-5.0;-2.9;55.9;-6.5;-1.6
1383;Duurzame consumptiegoederen;2005 maart;76.6;0.6;0.5;70.2;-0.5;-1.2
1384;Duurzame consumptiegoederen;2005 1e kwartaal;71.8;-2.3;-0.9;65.4;-3.6;-1.3
1385;Duurzame consumptiegoederen;2005 april;71.7;-0.9;-3.4;67.6;-1.6;-0.7
1386;Duurzame consumptiegoederen;2005 mei;68.7;-3.1;-2.2;64.8;-4.0;-1.0
1387;Duurzame consumptiegoederen;2005 juni;74.9;1.0;0.6;70.1;0.1;-0.9
1388;Duurzame consumptiegoederen;2005 2e kwartaal;71.8;-1.0;-1.6;67.5;-1.8;-0.9
1389;Duurzame consumptiegoederen;2005 juli;73.2;0.1;1.8;68.4;-0.7;-0.8
1390;Duurzame consumptiegoederen;2005 augustus;68.9;6.6;4.6;64.9;5.1;-1.4
1391;Duurzame consumptiegoederen;2005 september;73.9;4.6;4.5;70.8;3.8;-0.7
1392;Duurzame consumptiegoederen;2005 3e kwartaal;72.0;3.6;3.6;68.1;2.6;-0.9
1393;Duurzame consumptiegoederen;2005 oktober;70.6;3.1;4.8;70.1;2.2;-0.9
1394;Duurzame consumptiegoederen;2005 november;68.7;7.4;5.8;68.7;6.5;-0.8
1395;Duurzame consumptiegoederen;2005 december;69.2;3.8;3.8;67.8;3.6;-0.3
1396;Duurzame consumptiegoederen;2005 4e kwartaal;69.5;4.7;4.8;68.9;4.0;-0.7
1397;Duurzame consumptiegoederen;2006 januari;81.4;4.6;5.3;72.9;3.8;-0.8
1398;Duurzame consumptiegoederen;2006 februari;67.4;10.4;10.4;61.3;9.6;-0.7
1399;Duurzame consumptiegoederen;2006 maart;82.6;7.8;5.8;75.4;7.4;-0.3
1400;Duurzame consumptiegoederen;2006 1e kwartaal;77.1;7.4;6.9;69.8;6.8;-0.6
1401;Duurzame consumptiegoederen;2006 april;74.8;4.3;7.5;70.2;3.9;-0.4
1402;Duurzame consumptiegoederen;2006 mei;79.0;15.0;11.7;74.3;14.7;-0.2
1403;Duurzame consumptiegoederen;2006 juni;79.6;6.2;7.3;74.6;6.5;0.3
1404;Duurzame consumptiegoederen;2006 2e kwartaal;77.8;8.4;8.8;73.1;8.3;-0.1
1405;Duurzame consumptiegoederen;2006 juli;74.4;1.6;3.1;69.0;0.8;-0.7
1406;Duurzame consumptiegoederen;2006 augustus;76.3;10.7;9.2;72.2;11.3;0.5
1407;Duurzame consumptiegoederen;2006 september;77.1;4.2;3.6;73.6;4.0;-0.2
1408;Duurzame consumptiegoederen;2006 3e kwartaal;75.9;5.4;5.2;71.6;5.2;-0.2
1409;Duurzame consumptiegoederen;2006 oktober;72.9;3.2;4.2;72.2;2.9;-0.3
1410;Duurzame consumptiegoederen;2006 november;72.5;5.5;5.1;72.5;5.5;0.0
1411;Duurzame consumptiegoederen;2006 december;72.8;5.3;7.9;71.3;5.1;-0.1
1412;Duurzame consumptiegoederen;2006 4e kwartaal;72.7;4.6;5.8;72.0;4.5;-0.1
1413;Duurzame consumptiegoederen;2007 januari;85.6;5.1;4.3;76.3;4.7;-0.3
1414;Duurzame consumptiegoederen;2007 februari;72.6;7.7;7.7;65.3;6.6;-1.0
1415;Duurzame consumptiegoederen;2007 maart;89.4;8.3;7.8;82.0;8.8;0.5
1416;Duurzame consumptiegoederen;2007 1e kwartaal;82.5;7.0;6.5;74.5;6.7;-0.2
1417;Duurzame consumptiegoederen;2007 april;78.6;5.1;7.9;74.2;5.7;0.5
1418;Duurzame consumptiegoederen;2007 mei;80.7;2.2;1.9;75.8;2.0;-0.2
1419;Duurzame consumptiegoederen;2007 juni;85.8;7.8;6.0;80.3;7.6;-0.2
1420;Duurzame consumptiegoederen;2007 2e kwartaal;81.7;5.0;5.2;76.8;5.1;0.0
1421;Duurzame consumptiegoederen;2007 juli;80.7;8.5;9.5;75.2;9.0;0.4
1422;Duurzame consumptiegoederen;2007 augustus;78.5;2.9;2.3;74.3;2.8;-0.1
1423;Duurzame consumptiegoederen;2007 september;81.4;5.7;7.6;77.3;5.0;-0.6
1424;Duurzame consumptiegoederen;2007 3e kwartaal;80.2;5.7;6.5;75.6;5.5;-0.1
1425;Duurzame consumptiegoederen;2007 oktober;79.0;8.4;6.4;77.7;7.7;-0.6
1426;Duurzame consumptiegoederen;2007 november;74.9;3.4;3.4;74.4;2.6;-0.8
1427;Duurzame consumptiegoederen;2007 december;75.6;3.9;5.4;73.5;3.1;-0.8
1428;Duurzame consumptiegoederen;2007 4e kwartaal;76.5;5.2;5.1;75.2;4.5;-0.7
1429;Duurzame consumptiegoederen;2008 januari;87.6;2.3;1.0;77.7;1.8;-0.5
1430;Duurzame consumptiegoederen;2008 februari;80.0;10.2;5.8;71.9;10.1;-0.1
1431;Duurzame consumptiegoederen;2008 maart;83.7;-6.4;-2.2;76.5;-6.8;-0.4
1432;Duurzame consumptiegoederen;2008 1e kwartaal;83.8;1.5;1.3;75.4;1.1;-0.4
1433;Duurzame consumptiegoederen;2008 april;82.8;5.4;1.3;77.6;4.5;-0.8
1434;Duurzame consumptiegoederen;2008 mei;86.8;7.5;6.5;80.9;6.7;-0.8
1435;Duurzame consumptiegoederen;2008 juni;84.0;-2.1;1.8;77.6;-3.4;-1.3
1436;Duurzame consumptiegoederen;2008 2e kwartaal;84.5;3.5;3.2;78.7;2.5;-1.0
1437;Duurzame consumptiegoederen;2008 juli;84.9;5.1;1.8;78.3;4.1;-1.0
1438;Duurzame consumptiegoederen;2008 augustus;80.4;2.4;3.7;75.3;1.5;-0.9
1439;Duurzame consumptiegoederen;2008 september;82.8;1.7;2.4;78.3;1.3;-0.4
1440;Duurzame consumptiegoederen;2008 3e kwartaal;82.7;3.1;2.6;77.3;2.3;-0.8
1441;Duurzame consumptiegoederen;2008 oktober;80.8;2.3;0.3;79.1;1.8;-0.5
1442;Duurzame consumptiegoederen;2008 november;73.2;-2.3;-0.9;72.1;-3.0;-0.8
1443;Duurzame consumptiegoederen;2008 december;76.4;1.0;0.2;73.5;0.0;-0.9
1444;Duurzame consumptiegoederen;2008 4e kwartaal;76.8;0.4;-0.1;74.9;-0.4;-0.7
1445;Duurzame consumptiegoederen;2009 januari;85.9;-1.9;-2.9;74.9;-3.5;-1.6
1446;Duurzame consumptiegoederen;2009 februari;71.6;-10.5;-6.8;63.6;-11.6;-1.2
1447;Duurzame consumptiegoederen;2009 maart;78.3;-6.4;-6.5;71.5;-6.5;-0.1
1448;Duurzame consumptiegoederen;2009 1e kwartaal;78.6;-6.1;-5.3;70.0;-7.1;-1.0
1449;Duurzame consumptiegoederen;2009 april;78.5;-5.2;-4.6;73.4;-5.3;-0.1
1450;Duurzame consumptiegoederen;2009 mei;78.6;-9.4;-8.9;73.1;-9.6;-0.2
1451;Duurzame consumptiegoederen;2009 juni;79.4;-5.5;-5.8;73.1;-5.8;-0.3
1452;Duurzame consumptiegoederen;2009 2e kwartaal;78.8;-6.8;-6.4;73.2;-6.9;-0.2
1453;Duurzame consumptiegoederen;2009 juli;81.8;-3.7;-4.1;75.2;-3.9;-0.3
1454;Duurzame consumptiegoederen;2009 augustus;71.2;-11.5;-10.1;66.6;-11.6;-0.1
1455;Duurzame consumptiegoederen;2009 september;79.0;-4.6;-6.0;75.0;-4.2;0.4
1456;Duurzame consumptiegoederen;2009 3e kwartaal;77.3;-6.5;-6.7;72.3;-6.5;0.0
1457;Duurzame consumptiegoederen;2009 oktober;78.8;-2.5;-2.9;78.0;-1.5;1.0
1458;Duurzame consumptiegoederen;2009 november;69.3;-5.4;-3.6;68.8;-4.7;0.7
1459;Duurzame consumptiegoederen;2009 december;75.2;-1.5;-3.4;72.3;-1.7;-0.1
1460;Duurzame consumptiegoederen;2009 4e kwartaal;74.4;-3.1;-3.3;73.0;-2.6;0.5
1461;Duurzame consumptiegoederen;2010 januari;82.9;-3.6;-1.9;73.5;-1.9;1.7
1462;Duurzame consumptiegoederen;2010 februari;69.2;-3.4;-3.3;61.9;-2.6;0.8
1463;Duurzame consumptiegoederen;2010 maart;83.3;6.3;4.3;76.7;7.2;0.8
1464;Duurzame consumptiegoederen;2010 1e kwartaal;78.4;-0.2;-0.3;70.7;1.0;1.2
1465;Duurzame consumptiegoederen;2010 april;78.5;0.0;-0.1;74.3;1.1;1.2
1466;Duurzame consumptiegoederen;2010 mei;77.6;-1.3;1.3;73.2;0.2;1.5
1467;Duurzame consumptiegoederen;2010 juni;83.9;5.7;3.0;78.3;7.1;1.3
1468;Duurzame consumptiegoederen;2010 2e kwartaal;80.0;1.5;1.4;75.3;2.8;1.3
1469;Duurzame consumptiegoederen;2010 juli;81.6;-0.2;-0.7;75.1;-0.1;0.2
1470;Duurzame consumptiegoederen;2010 augustus;76.0;6.7;7.7;70.6;6.0;-0.7
1471;Duurzame consumptiegoederen;2010 september;83.5;5.6;5.3;78.8;5.0;-0.6
1472;Duurzame consumptiegoederen;2010 3e kwartaal;80.3;3.9;3.9;74.8;3.5;-0.3
1473;Duurzame consumptiegoederen;2010 oktober;78.3;-0.7;1.1;76.6;-1.7;-1.1
1474;Duurzame consumptiegoederen;2010 november;73.7;6.3;4.9;72.5;5.4;-0.8
1475;Duurzame consumptiegoederen;2010 december;75.2;0.0;-1.2;71.7;-0.8;-0.7
1476;Duurzame consumptiegoederen;2010 4e kwartaal;75.7;1.7;1.5;73.6;0.8;-0.9
1477;Duurzame consumptiegoederen;2011 januari;88.5;6.8;7.5;77.7;5.7;-1.0
1478;Duurzame consumptiegoederen;2011 februari;74.2;7.2;7.2;66.1;6.7;-0.5
1479;Duurzame consumptiegoederen;2011 maart;86.1;3.4;2.0;78.8;2.8;-0.6
1480;Duurzame consumptiegoederen;2011 1e kwartaal;82.9;5.7;5.5;74.2;4.9;-0.7
1481;Duurzame consumptiegoederen;2011 april;81.8;4.2;2.9;78.0;5.0;0.7
1482;Duurzame consumptiegoederen;2011 mei;81.5;5.1;3.7;77.4;5.8;0.6
1483;Duurzame consumptiegoederen;2011 juni;83.7;-0.2;1.7;77.8;-0.7;-0.4
1484;Duurzame consumptiegoederen;2011 2e kwartaal;82.3;2.9;2.7;77.7;3.3;0.3
1485;Duurzame consumptiegoederen;2011 juli;82.3;0.9;2.6;75.1;0.0;-0.9
1486;Duurzame consumptiegoederen;2011 augustus;75.7;-0.3;-2.2;70.4;-0.3;0.0
1487;Duurzame consumptiegoederen;2011 september;77.9;-6.7;-6.8;73.4;-6.8;-0.1
1488;Duurzame consumptiegoederen;2011 3e kwartaal;78.6;-2.1;-2.2;73.0;-2.5;-0.4
1489;Duurzame consumptiegoederen;2011 oktober;74.2;-5.1;-3.7;73.4;-4.2;1.0
1490;Duurzame consumptiegoederen;2011 november;73.9;0.2;-1.2;73.0;0.7;0.5
1491;Duurzame consumptiegoederen;2011 december;77.4;2.9;2.9;74.4;3.8;0.9
1492;Duurzame consumptiegoederen;2011 4e kwartaal;75.2;-0.7;-0.7;73.6;0.0;0.8
1493;Duurzame consumptiegoederen;2012 januari;85.9;-2.9;-2.3;75.6;-2.7;0.2
1494;Duurzame consumptiegoederen;2012 februari;71.7;-3.4;-7.2;63.6;-3.7;-0.3
1495;Duurzame consumptiegoederen;2012 maart;86.9;1.0;0.0;80.1;1.6;0.6
1496;Duurzame consumptiegoederen;2012 1e kwartaal;81.5;-1.7;-3.0;73.1;-1.5;0.2
1497;Duurzame consumptiegoederen;2012 april;72.9;-10.9;-6.8;70.1;-10.1;0.9
1498;Duurzame consumptiegoederen;2012 mei;80.9;-0.8;-1.8;77.2;-0.3;0.4
1499;Duurzame consumptiegoederen;2012 juni;87.0;3.9;0.9;81.4;4.7;0.7
1500;Duurzame consumptiegoederen;2012 2e kwartaal;80.3;-2.5;-2.5;76.2;-1.9;0.6
1501;Duurzame consumptiegoederen;2012 juli;76.0;-7.6;-5.2;70.2;-6.6;1.1
1502;Duurzame consumptiegoederen;2012 augustus;72.7;-4.0;-5.7;67.4;-4.3;-0.3
1503;Duurzame consumptiegoederen;2012 september;78.6;0.9;2.2;73.7;0.4;-0.6
1504;Duurzame consumptiegoederen;2012 3e kwartaal;75.8;-3.6;-3.0;70.4;-3.5;0.1
1505;Duurzame consumptiegoederen;2012 oktober;69.5;-6.4;-7.1;69.4;-5.5;1.0
1506;Duurzame consumptiegoederen;2012 november;67.5;-8.6;-9.0;67.6;-7.4;1.4
1507;Duurzame consumptiegoederen;2012 december;73.1;-5.5;-1.7;71.7;-3.6;2.0
1508;Duurzame consumptiegoederen;2012 4e kwartaal;70.0;-6.8;-5.9;69.6;-5.5;1.5
1509;Duurzame consumptiegoederen;2013 januari;80.8;-5.9;-7.9;73.7;-2.6;3.5
1510;Duurzame consumptiegoederen;2013 februari;66.3;-7.5;-3.8;60.8;-4.4;3.4
1511;Duurzame consumptiegoederen;2013 maart;76.1;-12.4;-10.9;73.3;-8.4;4.6
1512;Duurzame consumptiegoederen;2013 1e kwartaal;74.4;-8.7;-7.7;69.3;-5.2;3.8
1513;Duurzame consumptiegoederen;2013 april;71.4;-2.0;-3.3;69.9;-0.4;1.7
1514;Duurzame consumptiegoederen;2013 mei;76.4;-5.6;-6.1;74.0;-4.1;1.6
1515;Duurzame consumptiegoederen;2013 juni;78.2;-10.1;-8.4;74.9;-8.0;2.3
1516;Duurzame consumptiegoederen;2013 2e kwartaal;75.3;-6.1;-6.1;72.9;-4.3;1.9
1517;Duurzame consumptiegoederen;2013 juli;74.8;-1.7;-3.4;70.6;0.7;2.4
1518;Duurzame consumptiegoederen;2013 augustus;71.2;-2.1;-2.6;67.6;0.2;2.4
1519;Duurzame consumptiegoederen;2013 september;73.1;-6.9;-5.1;69.9;-5.1;2.0
1520;Duurzame consumptiegoederen;2013 3e kwartaal;73.0;-3.6;-3.7;69.4;-1.5;2.2
1521;Duurzame consumptiegoederen;2013 oktober;73.6;6.0;4.5;71.0;2.2;-3.5
1522;Duurzame consumptiegoederen;2013 november;72.8;7.8;7.1;71.1;5.1;-2.5
1523;Duurzame consumptiegoederen;2013 december;77.8;6.5;7.5;74.6;4.0;-2.3
1524;Duurzame consumptiegoederen;2013 4e kwartaal;74.7;6.7;6.4;72.2;3.8;-2.8
1525;Duurzame consumptiegoederen;2014 januari;84.3;4.3;3.7;77.1;4.7;0.4
1526;Duurzame consumptiegoederen;2014 februari;70.4;6.2;6.1;64.9;6.7;0.5
1527;Duurzame consumptiegoederen;2014 maart;78.7;3.4;5.0;75.7;3.2;-0.2
1528;Duurzame consumptiegoederen;2014 1e kwartaal;77.8;4.5;4.9;72.6;4.8;0.2
1529;Duurzame consumptiegoederen;2014 april;76.3;6.8;4.6;73.3;5.0;-1.7
1530;Duurzame consumptiegoederen;2014 mei;81.4;6.6;5.0;78.1;5.5;-1.0
1531;Duurzame consumptiegoederen;2014 juni;77.9;-0.4;2.7;73.9;-1.3;-0.9
1532;Duurzame consumptiegoederen;2014 2e kwartaal;78.5;4.2;4.1;75.1;3.0;-1.2
1533;Duurzame consumptiegoederen;2014 juli;77.7;3.9;2.4;72.0;2.0;-1.8
1534;Duurzame consumptiegoederen;2014 augustus;74.9;5.3;7.0;70.0;3.7;-1.5
1535;Duurzame consumptiegoederen;2014 september;73.9;1.0;-0.3;69.2;-1.0;-2.1
1536;Duurzame consumptiegoederen;2014 3e kwartaal;75.5;3.4;3.0;70.4;1.5;-1.8
1537;Duurzame consumptiegoederen;2014 oktober;78.6;6.8;6.2;75.3;6.1;-0.6
1538;Duurzame consumptiegoederen;2014 november;75.0;3.1;5.1;71.7;0.8;-2.2
1539;Duurzame consumptiegoederen;2014 december;81.2;4.3;2.5;76.7;2.9;-1.4
1540;Duurzame consumptiegoederen;2014 4e kwartaal;78.3;4.7;4.6;74.6;3.3;-1.4
1541;Duurzame consumptiegoederen;2015 januari;89.8;6.5;6.0;80.8;4.8;-1.7
1542;Duurzame consumptiegoederen;2015 februari;74.2;5.5;5.5;67.3;3.7;-1.7
1543;Duurzame consumptiegoederen;2015 maart;81.4;3.4;4.4;76.9;1.7;-1.6
1544;Duurzame consumptiegoederen;2015 1e kwartaal;81.8;5.1;5.3;75.0;3.4;-1.7
1545;Duurzame consumptiegoederen;2015 april;80.1;5.0;5.3;76.3;4.1;-0.9
1546;Duurzame consumptiegoederen;2015 mei;82.5;1.3;4.1;78.4;0.4;-0.9
1547;Duurzame consumptiegoederen;2015 juni;85.5;9.8;7.2;80.7;9.2;-0.5
1548;Duurzame consumptiegoederen;2015 2e kwartaal;82.7;5.3;5.5;78.5;4.5;-0.8
1549;Duurzame consumptiegoederen;2015 juli;84.6;8.8;8.4;78.7;9.2;0.4
1550;Duurzame consumptiegoederen;2015 augustus;75.2;0.4;2.0;70.0;0.0;-0.4
1551;Duurzame consumptiegoederen;2015 september;81.7;10.6;9.0;77.2;11.5;0.8
1552;Duurzame consumptiegoederen;2015 3e kwartaal;80.5;6.6;6.5;75.3;6.9;0.3
1553;Duurzame consumptiegoederen;2015 oktober;81.8;4.0;3.5;78.8;4.7;0.7
1554;Duurzame consumptiegoederen;2015 november;74.6;-0.5;1.4;71.8;0.2;0.6
1555;Duurzame consumptiegoederen;2015 december;86.8;6.9;4.7;82.1;7.0;0.1
1556;Duurzame consumptiegoederen;2015 4e kwartaal;81.1;3.6;3.3;77.6;4.1;0.5
1557;Duurzame consumptiegoederen;2016 januari;88.1;-1.9;-0.2;80.3;-0.6;1.3
1558;Duurzame consumptiegoederen;2016 februari;75.9;2.3;-0.2;69.7;3.6;1.3
1559;Duurzame consumptiegoederen;2016 maart;84.3;3.6;1.4;80.4;4.5;0.8
1560;Duurzame consumptiegoederen;2016 1e kwartaal;82.8;1.2;0.3;76.8;2.4;1.2
1561;Duurzame consumptiegoederen;2016 april;79.5;-0.7;-2.3;77.0;0.9;1.6
1562;Duurzame consumptiegoederen;2016 mei;81.1;-1.6;0.8;78.4;0.0;1.7
1563;Duurzame consumptiegoederen;2016 juni;86.7;1.4;-0.5;82.3;1.9;0.5
1564;Duurzame consumptiegoederen;2016 2e kwartaal;82.5;-0.3;-0.6;79.2;1.0;1.2
1565;Duurzame consumptiegoederen;2016 juli;85.8;1.5;2.7;80.4;2.1;0.7
1566;Duurzame consumptiegoederen;2016 augustus;75.4;0.2;-0.6;71.2;1.7;1.5
1567;Duurzame consumptiegoederen;2016 september;80.8;-1.1;-1.5;76.1;-1.3;-0.2
1568;Duurzame consumptiegoederen;2016 3e kwartaal;80.7;0.2;0.2;75.9;0.8;0.6
1569;Duurzame consumptiegoederen;2016 oktober;83.2;1.8;5.2;78.5;-0.4;-2.2
1570;Duurzame consumptiegoederen;2016 november;79.6;6.6;3.6;75.3;4.9;-1.6
1571;Duurzame consumptiegoederen;2016 december;89.0;2.6;1.2;83.4;1.5;-1.0
1572;Duurzame consumptiegoederen;2016 4e kwartaal;83.9;3.5;3.3;79.1;1.9;-1.6
1573;Duurzame consumptiegoederen;2017 januari;92.0;4.4;5.9;84.5;5.2;0.7
1574;Duurzame consumptiegoederen;2017 februari;76.3;0.5;3.0;70.6;1.3;0.8
1575;Duurzame consumptiegoederen;2017 maart;91.6;8.5;6.9;86.1;7.1;-1.4
1576;Duurzame consumptiegoederen;2017 1e kwartaal;86.6;4.6;5.3;80.4;4.7;0.0
1577;Duurzame consumptiegoederen;2017 april;82.1;3.2;6.3;79.7;3.5;0.3
1578;Duurzame consumptiegoederen;2017 mei;88.2;8.8;5.7;85.4;8.9;0.2
1579;Duurzame consumptiegoederen;2017 juni;91.7;5.7;6.8;87.7;6.5;0.8
1580;Duurzame consumptiegoederen;2017 2e kwartaal;87.3;5.9;6.3;84.3;6.4;0.4
1581;Duurzame consumptiegoederen;2017 juli;89.7;4.5;6.1;83.9;4.4;-0.1
1582;Duurzame consumptiegoederen;2017 augustus;80.8;7.2;5.7;76.3;7.1;0.0
1583;Duurzame consumptiegoederen;2017 september;88.3;9.3;8.6;83.5;9.7;0.4
1584;Duurzame consumptiegoederen;2017 3e kwartaal;86.3;6.9;6.8;81.2;7.0;0.1
1585;Duurzame consumptiegoederen;2017 oktober;82.8;-0.5;0.5;78.7;0.3;0.8
1586;Duurzame consumptiegoederen;2017 november;84.9;6.8;6.4;81.3;8.0;1.2
1587;Duurzame consumptiegoederen;2017 december;87.3;-2.0;0.7;82.8;-0.7;1.3
1588;Duurzame consumptiegoederen;2017 4e kwartaal;85.0;1.3;2.4;80.9;2.4;1.1
1589;Duurzame consumptiegoederen;2018 januari;99.9;8.6;7.8;92.1;9.1;0.4
1590;Duurzame consumptiegoederen;2018 februari;80.7;5.9;5.9;74.9;6.0;0.2
1591;Duurzame consumptiegoederen;2018 maart;97.0;6.0;5.5;91.0;5.7;-0.3
1592;Duurzame consumptiegoederen;2018 1e kwartaal;92.6;6.9;6.4;86.0;7.0;0.1
1593;Duurzame consumptiegoederen;2018 april;88.0;7.2;9.3;85.1;6.8;-0.4
1594;Duurzame consumptiegoederen;2018 mei;93.8;6.4;6.1;90.0;5.4;-0.9
1595;Duurzame consumptiegoederen;2018 juni;98.4;7.3;5.5;94.2;7.4;0.0
1596;Duurzame consumptiegoederen;2018 2e kwartaal;93.4;7.0;6.9;89.8;6.5;-0.4
1597;Duurzame consumptiegoederen;2018 juli;92.9;3.6;4.5;87.9;4.8;1.2
1598;Duurzame consumptiegoederen;2018 augustus;87.6;8.4;7.8;82.5;8.0;-0.3
1599;Duurzame consumptiegoederen;2018 september;90.4;2.3;4.3;85.0;1.8;-0.5
1600;Duurzame consumptiegoederen;2018 3e kwartaal;90.3;4.6;5.5;85.1;4.8;0.1
1601;Duurzame consumptiegoederen;2018 oktober;87.1;5.2;3.2;83.0;5.4;0.2
1602;Duurzame consumptiegoederen;2018 november;89.3;5.1;5.0;85.4;5.0;0.0
1603;Duurzame consumptiegoederen;2018 december;89.0;2.0;3.5;85.1;2.8;0.8
1604;Duurzame consumptiegoederen;2018 4e kwartaal;88.4;4.1;3.9;84.5;4.4;0.3
1605;Duurzame consumptiegoederen;2019 januari;98.3;-1.6;-2.9;91.3;-0.9;0.7
1606;Duurzame consumptiegoederen;2019 februari;83.1;2.9;2.9;78.3;4.6;1.6
1607;Duurzame consumptiegoederen;2019 maart;98.9;2.0;3.8;93.3;2.6;0.7
1608;Duurzame consumptiegoederen;2019 1e kwartaal;93.4;1.0;1.1;87.6;1.9;1.0
1609;Duurzame consumptiegoederen;2019 april;90.5;2.9;0.7;87.6;2.9;0.1
1610;Duurzame consumptiegoederen;2019 mei;98.5;5.0;3.3;95.0;5.6;0.6
1611;Duurzame consumptiegoederen;2019 juni;98.3;-0.2;3.0;94.1;-0.1;0.1
1612;Duurzame consumptiegoederen;2019 2e kwartaal;95.8;2.5;2.4;92.2;2.8;0.2
1613;Duurzame consumptiegoederen;2019 juli;95.4;2.7;0.8;90.5;3.0;0.3
1614;Duurzame consumptiegoederen;2019 augustus;87.9;0.3;-0.1;84.6;2.6;2.3
1615;Duurzame consumptiegoederen;2019 september;92.2;2.1;4.1;87.8;3.3;1.2
