ID;SBI93;Perioden;Omzet_1;VoortschrijdendeOmzet_2;Omzet_3;CumulatieveOmzet_4
338;502 Handel in en reparatie van auto's ..;2006 4e kwartaal;137.0;129.0;7.5;4.3
339;502 Handel in en reparatie van auto's ..;2006;129.0;129.0;4.3;4.3
340;502 Handel in en reparatie van auto's ..;2007 1e kwartaal;134.0;131.0;6.8;6.8
341;502 Handel in en reparatie van auto's ..;2007 2e kwartaal;134.0;133.0;5.2;6.0
342;502 Handel in en reparatie van auto's ..;2007 3e kwartaal;127.0;133.0;0.8;4.3
343;502 Handel in en reparatie van auto's ..;2007 4e kwartaal;140.0;134.0;2.4;3.8
344;502 Handel in en reparatie van auto's ..;2007;134.0;134.0;3.8;3.8
345;502 Handel in en reparatie van auto's ..;2008 1e kwartaal;136.0;135.0;1.8;1.8
346;502 Handel in en reparatie van auto's ..;2008 2e kwartaal;140.0;136.0;4.2;3.0
347;502 Handel in en reparatie van auto's ..;2008 3e kwartaal;135.0;138.0;5.9;3.9
348;502 Handel in en reparatie van auto's ..;2008 4e kwartaal;148.0;140.0;5.1;4.2
349;502 Handel in en reparatie van auto's ..;2008;140.0;140.0;4.2;4.2
350;503 Handel in auto-onderdelen en ..;1995 1e kwartaal;;;;
351;503 Handel in auto-onderdelen en ..;1995 2e kwartaal;;;;
352;503 Handel in auto-onderdelen en ..;1995 3e kwartaal;;;;
353;503 Handel in auto-onderdelen en ..;1995 4e kwartaal;;;;
354;503 Handel in auto-onderdelen en ..;1995;;;;
355;503 Handel in auto-onderdelen en ..;1996 1e kwartaal;;;;
356;503 Handel in auto-onderdelen en ..;1996 2e kwartaal;;;;
357;503 Handel in auto-onderdelen en ..;1996 3e kwartaal;;;;
358;503 Handel in auto-onderdelen en ..;1996 4e kwartaal;;;;
359;503 Handel in auto-onderdelen en ..;1996;;;;
360;503 Handel in auto-onderdelen en ..;1997 1e kwartaal;;;;
361;503 Handel in auto-onderdelen en ..;1997 2e kwartaal;;;;
362;503 Handel in auto-onderdelen en ..;1997 3e kwartaal;;;;
363;503 Handel in auto-onderdelen en ..;1997 4e kwartaal;;;;
364;503 Handel in auto-onderdelen en ..;1997;;;;
365;503 Handel in auto-onderdelen en ..;1998 1e kwartaal;;;;
366;503 Handel in auto-onderdelen en ..;1998 2e kwartaal;;;;
367;503 Handel in auto-onderdelen en ..;1998 3e kwartaal;;;;
368;503 Handel in auto-onderdelen en ..;1998 4e kwartaal;;;;
369;503 Handel in auto-onderdelen en ..;1998;;;;
370;503 Handel in auto-onderdelen en ..;1999 1e kwartaal;;;;
371;503 Handel in auto-onderdelen en ..;1999 2e kwartaal;;;;
372;503 Handel in auto-onderdelen en ..;1999 3e kwartaal;;;;
373;503 Handel in auto-onderdelen en ..;1999 4e kwartaal;;;;
374;503 Handel in auto-onderdelen en ..;1999;;;;
375;503 Handel in auto-onderdelen en ..;2000 1e kwartaal;;;;
376;503 Handel in auto-onderdelen en ..;2000 2e kwartaal;;;;
377;503 Handel in auto-onderdelen en ..;2000 3e kwartaal;;;;
378;503 Handel in auto-onderdelen en ..;2000 4e kwartaal;;;;
379;503 Handel in auto-onderdelen en ..;2000;;;;
380;503 Handel in auto-onderdelen en ..;2001 1e kwartaal;;;;
381;503 Handel in auto-onderdelen en ..;2001 2e kwartaal;;;;
382;503 Handel in auto-onderdelen en ..;2001 3e kwartaal;;;;
383;503 Handel in auto-onderdelen en ..;2001 4e kwartaal;;;;
384;503 Handel in auto-onderdelen en ..;2001;;;;
385;503 Handel in auto-onderdelen en ..;2002 1e kwartaal;;;;
386;503 Handel in auto-onderdelen en ..;2002 2e kwartaal;;;;
387;503 Handel in auto-onderdelen en ..;2002 3e kwartaal;;;;
388;503 Handel in auto-onderdelen en ..;2002 4e kwartaal;;;;
389;503 Handel in auto-onderdelen en ..;2002;;;;
390;503 Handel in auto-onderdelen en ..;2003 1e kwartaal;97.0;;;
391;503 Handel in auto-onderdelen en ..;2003 2e kwartaal;101.0;;;
392;503 Handel in auto-onderdelen en ..;2003 3e kwartaal;93.0;;;
393;503 Handel in auto-onderdelen en ..;2003 4e kwartaal;97.0;97.0;;
394;503 Handel in auto-onderdelen en ..;2003;97.0;97.0;;
395;503 Handel in auto-onderdelen en ..;2004 1e kwartaal;103.0;98.0;5.4;5.4
396;503 Handel in auto-onderdelen en ..;2004 2e kwartaal;107.0;100.0;6.1;5.8
397;503 Handel in auto-onderdelen en ..;2004 3e kwartaal;100.0;101.0;6.9;6.1
398;503 Handel in auto-onderdelen en ..;2004 4e kwartaal;105.0;103.0;8.4;6.7
399;503 Handel in auto-onderdelen en ..;2004;103.0;103.0;6.7;6.7
400;503 Handel in auto-onderdelen en ..;2005 1e kwartaal;109.0;105.0;5.8;5.8
401;503 Handel in auto-onderdelen en ..;2005 2e kwartaal;113.0;106.0;5.5;5.6
402;503 Handel in auto-onderdelen en ..;2005 3e kwartaal;103.0;107.0;4.0;5.1
403;503 Handel in auto-onderdelen en ..;2005 4e kwartaal;109.0;108.0;4.3;4.9
404;503 Handel in auto-onderdelen en ..;2005;108.0;108.0;4.9;4.9
405;503 Handel in auto-onderdelen en ..;2006 1e kwartaal;119.0;111.0;9.9;9.9
406;503 Handel in auto-onderdelen en ..;2006 2e kwartaal;123.0;114.0;9.5;9.7
407;503 Handel in auto-onderdelen en ..;2006 3e kwartaal;112.0;116.0;8.2;9.2
408;503 Handel in auto-onderdelen en ..;2006 4e kwartaal;126.0;120.0;15.4;10.8
409;503 Handel in auto-onderdelen en ..;2006;120.0;120.0;10.8;10.8
410;503 Handel in auto-onderdelen en ..;2007 1e kwartaal;126.0;122.0;5.4;5.4
411;503 Handel in auto-onderdelen en ..;2007 2e kwartaal;130.0;124.0;5.8;5.6
412;503 Handel in auto-onderdelen en ..;2007 3e kwartaal;119.0;125.0;6.3;5.8
413;503 Handel in auto-onderdelen en ..;2007 4e kwartaal;129.0;126.0;2.6;5.0
414;503 Handel in auto-onderdelen en ..;2007;126.0;126.0;5.0;5.0
415;503 Handel in auto-onderdelen en ..;2008 1e kwartaal;130.0;127.0;3.7;3.7
416;503 Handel in auto-onderdelen en ..;2008 2e kwartaal;131.0;127.0;0.2;1.9
417;503 Handel in auto-onderdelen en ..;2008 3e kwartaal;116.0;127.0;-2.6;0.5
418;503 Handel in auto-onderdelen en ..;2008 4e kwartaal;114.0;123.0;-11.6;-2.6
419;503 Handel in auto-onderdelen en ..;2008;123.0;123.0;-2.6;-2.6
420;50303 Detailhandel in auto-onderder..;1995 1e kwartaal;86.0;;;
421;50303 Detailhandel in auto-onderder..;1995 2e kwartaal;110.0;;;
422;50303 Detailhandel in auto-onderder..;1995 3e kwartaal;95.0;;;
423;50303 Detailhandel in auto-onderder..;1995 4e kwartaal;89.0;95.0;;
424;50303 Detailhandel in auto-onderder..;1995;95.0;95.0;;
425;50303 Detailhandel in auto-onderder..;1996 1e kwartaal;83.0;94.0;-3.3;-3.3
426;50303 Detailhandel in auto-onderder..;1996 2e kwartaal;107.0;94.0;-2.0;-2.6
427;50303 Detailhandel in auto-onderder..;1996 3e kwartaal;100.0;95.0;4.5;-0.2
428;50303 Detailhandel in auto-onderder..;1996 4e kwartaal;94.0;96.0;5.2;1.0
429;50303 Detailhandel in auto-onderder..;1996;96.0;96.0;1.0;1.0
430;50303 Detailhandel in auto-onderder..;1997 1e kwartaal;84.0;96.0;1.3;1.3
431;50303 Detailhandel in auto-onderder..;1997 2e kwartaal;113.0;98.0;5.3;3.6
432;50303 Detailhandel in auto-onderder..;1997 3e kwartaal;105.0;99.0;5.1;4.1
433;50303 Detailhandel in auto-onderder..;1997 4e kwartaal;97.0;100.0;2.9;3.8
434;50303 Detailhandel in auto-onderder..;1997;100.0;100.0;3.8;3.8
435;50303 Detailhandel in auto-onderder..;1998 1e kwartaal;83.0;99.0;-0.9;-0.9
436;50303 Detailhandel in auto-onderder..;1998 2e kwartaal;112.0;99.0;-1.1;-1.0
437;50303 Detailhandel in auto-onderder..;1998 3e kwartaal;105.0;99.0;-0.3;-0.8
438;50303 Detailhandel in auto-onderder..;1998 4e kwartaal;94.0;98.0;-3.3;-1.4
439;50303 Detailhandel in auto-onderder..;1998;98.0;98.0;-1.4;-1.4
440;50303 Detailhandel in auto-onderder..;1999 1e kwartaal;87.0;99.0;4.0;4.0
441;50303 Detailhandel in auto-onderder..;1999 2e kwartaal;113.0;99.0;0.6;2.1
442;50303 Detailhandel in auto-onderder..;1999 3e kwartaal;103.0;99.0;-1.2;1.0
443;50303 Detailhandel in auto-onderder..;1999 4e kwartaal;89.0;98.0;-4.8;-0.4
444;50303 Detailhandel in auto-onderder..;1999;98.0;98.0;-0.4;-0.4
445;50303 Detailhandel in auto-onderder..;2000 1e kwartaal;86.0;98.0;-0.3;-0.3
446;50303 Detailhandel in auto-onderder..;2000 2e kwartaal;113.0;98.0;0.0;-0.1
447;50303 Detailhandel in auto-onderder..;2000 3e kwartaal;107.0;99.0;3.8;1.2
448;50303 Detailhandel in auto-onderder..;2000 4e kwartaal;94.0;100.0;5.3;2.1
449;50303 Detailhandel in auto-onderder..;2000;100.0;100.0;2.1;2.1
450;50303 Detailhandel in auto-onderder..;2001 1e kwartaal;89.0;101.0;3.3;3.3
451;50303 Detailhandel in auto-onderder..;2001 2e kwartaal;113.0;101.0;0.5;1.7
452;50303 Detailhandel in auto-onderder..;2001 3e kwartaal;105.0;100.0;-1.7;0.5
453;50303 Detailhandel in auto-onderder..;2001 4e kwartaal;103.0;103.0;10.3;2.8
454;50303 Detailhandel in auto-onderder..;2001;103.0;103.0;2.8;2.8
455;50303 Detailhandel in auto-onderder..;2002 1e kwartaal;94.0;104.0;5.3;5.3
456;50303 Detailhandel in auto-onderder..;2002 2e kwartaal;115.0;104.0;1.3;3.0
457;50303 Detailhandel in auto-onderder..;2002 3e kwartaal;108.0;105.0;2.1;2.7
458;50303 Detailhandel in auto-onderder..;2002 4e kwartaal;;;;
459;50303 Detailhandel in auto-onderder..;2002;;;;
460;50303 Detailhandel in auto-onderder..;2003 1e kwartaal;;;;
461;50303 Detailhandel in auto-onderder..;2003 2e kwartaal;;;;
462;50303 Detailhandel in auto-onderder..;2003 3e kwartaal;;;;
463;50303 Detailhandel in auto-onderder..;2003 4e kwartaal;;;;
464;50303 Detailhandel in auto-onderder..;2003;;;;
465;50303 Detailhandel in auto-onderder..;2004 1e kwartaal;;;;
466;50303 Detailhandel in auto-onderder..;2004 2e kwartaal;;;;
467;50303 Detailhandel in auto-onderder..;2004 3e kwartaal;;;;
468;50303 Detailhandel in auto-onderder..;2004 4e kwartaal;;;;
469;50303 Detailhandel in auto-onderder..;2004;;;;
470;50303 Detailhandel in auto-onderder..;2005 1e kwartaal;;;;
471;50303 Detailhandel in auto-onderder..;2005 2e kwartaal;;;;
472;50303 Detailhandel in auto-onderder..;2005 3e kwartaal;;;;
473;50303 Detailhandel in auto-onderder..;2005 4e kwartaal;;;;
474;50303 Detailhandel in auto-onderder..;2005;;;;
475;50303 Detailhandel in auto-onderder..;2006 1e kwartaal;;;;
476;50303 Detailhandel in auto-onderder..;2006 2e kwartaal;;;;
477;50303 Detailhandel in auto-onderder..;2006 3e kwartaal;;;;
478;50303 Detailhandel in auto-onderder..;2006 4e kwartaal;;;;
479;50303 Detailhandel in auto-onderder..;2006;;;;
480;50303 Detailhandel in auto-onderder..;2007 1e kwartaal;;;;
481;50303 Detailhandel in auto-onderder..;2007 2e kwartaal;;;;
482;50303 Detailhandel in auto-onderder..;2007 3e kwartaal;;;;
483;50303 Detailhandel in auto-onderder..;2007 4e kwartaal;;;;
484;50303 Detailhandel in auto-onderder..;2007;;;;
485;50303 Detailhandel in auto-onderder..;2008 1e kwartaal;;;;
486;50303 Detailhandel in auto-onderder..;2008 2e kwartaal;;;;
487;50303 Detailhandel in auto-onderder..;2008 3e kwartaal;;;;
488;50303 Detailhandel in auto-onderder..;2008 4e kwartaal;;;;
489;50303 Detailhandel in auto-onderder..;2008;;;;
490;504 Handel in en reparatie van motorfi..;1995 1e kwartaal;;;;
491;504 Handel in en reparatie van motorfi..;1995 2e kwartaal;;;;
492;504 Handel in en reparatie van motorfi..;1995 3e kwartaal;;;;
493;504 Handel in en reparatie van motorfi..;1995 4e kwartaal;;;;
494;504 Handel in en reparatie van motorfi..;1995;;;;
495;504 Handel in en reparatie van motorfi..;1996 1e kwartaal;;;;
496;504 Handel in en reparatie van motorfi..;1996 2e kwartaal;;;;
497;504 Handel in en reparatie van motorfi..;1996 3e kwartaal;;;;
498;504 Handel in en reparatie van motorfi..;1996 4e kwartaal;;;;
499;504 Handel in en reparatie van motorfi..;1996;;;;
500;504 Handel in en reparatie van motorfi..;1997 1e kwartaal;;;;
501;504 Handel in en reparatie van motorfi..;1997 2e kwartaal;;;;
502;504 Handel in en reparatie van motorfi..;1997 3e kwartaal;;;;
503;504 Handel in en reparatie van motorfi..;1997 4e kwartaal;;;;
504;504 Handel in en reparatie van motorfi..;1997;;;;
505;504 Handel in en reparatie van motorfi..;1998 1e kwartaal;;;;
506;504 Handel in en reparatie van motorfi..;1998 2e kwartaal;;;;
507;504 Handel in en reparatie van motorfi..;1998 3e kwartaal;;;;
508;504 Handel in en reparatie van motorfi..;1998 4e kwartaal;;;;
509;504 Handel in en reparatie van motorfi..;1998;;;;
510;504 Handel in en reparatie van motorfi..;1999 1e kwartaal;;;;
511;504 Handel in en reparatie van motorfi..;1999 2e kwartaal;;;;
512;504 Handel in en reparatie van motorfi..;1999 3e kwartaal;;;;
513;504 Handel in en reparatie van motorfi..;1999 4e kwartaal;;;;
514;504 Handel in en reparatie van motorfi..;1999;;;;
515;504 Handel in en reparatie van motorfi..;2000 1e kwartaal;;;;
516;504 Handel in en reparatie van motorfi..;2000 2e kwartaal;;;;
517;504 Handel in en reparatie van motorfi..;2000 3e kwartaal;;;;
518;504 Handel in en reparatie van motorfi..;2000 4e kwartaal;;;;
519;504 Handel in en reparatie van motorfi..;2000;;;;
520;504 Handel in en reparatie van motorfi..;2001 1e kwartaal;;;;
521;504 Handel in en reparatie van motorfi..;2001 2e kwartaal;;;;
522;504 Handel in en reparatie van motorfi..;2001 3e kwartaal;;;;
523;504 Handel in en reparatie van motorfi..;2001 4e kwartaal;;;;
524;504 Handel in en reparatie van motorfi..;2001;;;;
525;504 Handel in en reparatie van motorfi..;2002 1e kwartaal;;;;
526;504 Handel in en reparatie van motorfi..;2002 2e kwartaal;;;;
527;504 Handel in en reparatie van motorfi..;2002 3e kwartaal;;;;
528;504 Handel in en reparatie van motorfi..;2002 4e kwartaal;;;;
529;504 Handel in en reparatie van motorfi..;2002;;;;
530;504 Handel in en reparatie van motorfi..;2003 1e kwartaal;91.0;;;
531;504 Handel in en reparatie van motorfi..;2003 2e kwartaal;114.0;;;
532;504 Handel in en reparatie van motorfi..;2003 3e kwartaal;87.0;;;
533;504 Handel in en reparatie van motorfi..;2003 4e kwartaal;65.0;89.0;;
534;504 Handel in en reparatie van motorfi..;2003;89.0;89.0;;
535;504 Handel in en reparatie van motorfi..;2004 1e kwartaal;93.0;90.0;2.2;2.2
536;504 Handel in en reparatie van motorfi..;2004 2e kwartaal;116.0;90.0;2.3;2.2
537;504 Handel in en reparatie van motorfi..;2004 3e kwartaal;83.0;89.0;-5.2;0.0
538;504 Handel in en reparatie van motorfi..;2004 4e kwartaal;63.0;89.0;-3.4;-0.6
539;504 Handel in en reparatie van motorfi..;2004;89.0;89.0;-0.6;-0.6
540;504 Handel in en reparatie van motorfi..;2005 1e kwartaal;89.0;88.0;-4.2;-4.2
541;504 Handel in en reparatie van motorfi..;2005 2e kwartaal;108.0;86.0;-6.9;-5.7
542;504 Handel in en reparatie van motorfi..;2005 3e kwartaal;80.0;85.0;-3.0;-4.9
543;504 Handel in en reparatie van motorfi..;2005 4e kwartaal;63.0;85.0;0.8;-3.9
544;504 Handel in en reparatie van motorfi..;2005;85.0;85.0;-3.9;-3.9
545;504 Handel in en reparatie van motorfi..;2006 1e kwartaal;89.0;85.0;-0.3;-0.3
546;504 Handel in en reparatie van motorfi..;2006 2e kwartaal;111.0;86.0;2.1;1.0
547;504 Handel in en reparatie van motorfi..;2006 3e kwartaal;82.0;86.0;2.1;1.3
548;504 Handel in en reparatie van motorfi..;2006 4e kwartaal;64.0;86.0;1.5;1.4
549;504 Handel in en reparatie van motorfi..;2006;86.0;86.0;1.4;1.4
550;504 Handel in en reparatie van motorfi..;2007 1e kwartaal;88.0;86.0;-1.0;-1.0
551;504 Handel in en reparatie van motorfi..;2007 2e kwartaal;111.0;86.0;0.4;-0.2
552;504 Handel in en reparatie van motorfi..;2007 3e kwartaal;83.0;87.0;1.7;0.3
553;504 Handel in en reparatie van motorfi..;2007 4e kwartaal;64.0;87.0;-0.2;0.2
554;504 Handel in en reparatie van motorfi..;2007;87.0;87.0;0.2;0.2
555;504 Handel in en reparatie van motorfi..;2008 1e kwartaal;94.0;88.0;7.3;7.3
556;504 Handel in en reparatie van motorfi..;2008 2e kwartaal;108.0;87.0;-3.3;1.4
557;504 Handel in en reparatie van motorfi..;2008 3e kwartaal;80.0;86.0;-4.4;-0.3
558;504 Handel in en reparatie van motorfi..;2008 4e kwartaal;59.0;85.0;-8.2;-1.8
559;504 Handel in en reparatie van motorfi..;2008;85.0;85.0;-1.8;-1.8
