ID;BewerkingsEnVerwerkingsmethode;Sbi93;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalProcesafhankelijkAfval_2;TotaalOrganisch_3;PapierKarton_4;Hout_5;Kunststoffen_6;OrganischBiologisch_7;OverigOrganisch_8;TotaalAnorganisch_9;FerroMetalen_10;NonFerroMetalen_11;SteenachtigMateriaal_12;OverigAnorganisch_13;TotaalSlib_14;OrganischBiologischSlib_15;AnorganischSlib_16;OverigSlib_17;GevaarlijkAfval_18;OverigGescheiden_19;GemengdAangeboden_20;TotaalProcesonafhankelijkAfval_21;TotaalOrganisch_22;PapierKarton_23;Hout_24;Kunststoffen_25;OverigOrganisch_26;TotaalAnorganisch_27;FerroMetalen_28;NonFerroMetalen_29;SteenachtigMateriaal_30;OverigAnorganisch_31;OverigGescheiden_32;GemengdAangeboden_33;Hergebruik_34;EindverwerkingTotaal_35;Storten_36;Verbranden_37;ScheidenAchteraf_38;Anders_39;Hergebruik_40;EindverwerkingTotaal_41;Storten_42;Verbranden_43;ScheidenAchteraf_44;Anders_45;TotaalBedrijfsafvalstoffen_46;ProcesafhankelijkAfvalTotaal_47;k_19Werknemers_48;k_1019Werknemers_49;k_2049Werknemers_50;k_5099Werknemers_51;k_100199Werknemers_52;k_200499Werknemers_53;k_500OfMeerWerknemers_54;ProcesonafhankelijkAfvalTotaal_55;k_19Werknemers_56;k_1019Werknemers_57;k_2049Werknemers_58;k_5099Werknemers_59;k_100199Werknemers_60;k_200499Werknemers_61;k_500OfMeerWerknemers_62
211;Totaal hergebruik en eindverwerking;37 Voorbereiding tot recycling;1996;588;587;7;0;41;3;0;1;105;15;0;4;77;0;0;0;0;0;;475;1;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;102.0;485.0;471.0;6.0;7.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;588;587;;296.0;176.0;21.0;93.0;0.0;0.0;2;;0.0;0.0;0.0;0.0;0.0;0.0
212;Totaal hergebruik en eindverwerking;37 Voorbereiding tot recycling;1998;638;635;31;0;13;18;0;0;160;38;0;50;72;212;0;199;13;0;0.0;233;3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;129.0;506.0;477.0;11.0;18.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;638;635;;231.0;143.0;20.0;242.0;0.0;0.0;3;;0.0;1.0;0.0;1.0;0.0;0.0
213;Totaal hergebruik en eindverwerking;37 Voorbereiding tot recycling;2000;651;650;73;1;31;39;2;0;145;35;0;59;51;257;2;252;2;0;0.0;175;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;117.0;534.0;476.0;11.0;47.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;651;650;;134.0;166.0;41.0;308.0;0.0;0.0;2;;0.0;0.0;0.0;0.0;0.0;0.0
214;Totaal hergebruik en eindverwerking;37 Voorbereiding tot recycling;2001;711;710;128;1;85;20;2;20;145;36;0;58;50;253;3;248;2;0;0.0;184;2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;1;171.0;539.0;474.0;13.0;52.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;711;710;;;;;;;;2;;;;;;;
215;Totaal hergebruik en eindverwerking;37 Voorbereiding tot recycling;2002;683;682;92;2;51;25;12;2;183;101;5;19;56;182;4;176;2;0;130.0;95;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;216.0;466.0;372.0;73.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;683;682;47.0;238.0;156.0;0.0;65.0;177.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0
216;Totaal hergebruik en eindverwerking;37 Voorbereiding tot recycling;2003;701;700;92;2;52;25;13;0;187;103;5;20;59;186;4;179;3;0;138.0;98;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;218.0;481.0;384.0;75.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;701;700;;;;;;;;2;;;;;;;
217;Totaal hergebruik en eindverwerking;E Openbare voorzieningbedrijven;1994;1473;1447;3;0;0;0;2;0;1253;8;2;1238;18;173;2;124;47;1;;1;27;3.0;3.0;0.0;0.0;0.0;5.0;4.0;1.0;0.0;0.0;5;13;1264.0;167.0;161.0;5.0;0.0;1.0;10.0;16.0;10.0;5.0;1.0;0.0;1473;1447;;0.0;3.0;0.0;13.0;47.0;1384.0;27;;0.0;0.0;1.0;3.0;6.0;17.0
218;Totaal hergebruik en eindverwerking;E Openbare voorzieningbedrijven;1996;1466;1440;2;0;0;3;0;0;1403;7;1;1386;4;33;0;12;15;0;;2;26;5.0;3.0;0.0;0.0;1.0;5.0;3.0;0.0;0.0;2.0;5;11;1415.0;24.0;20.0;2.0;1.0;1.0;10.0;16.0;7.0;5.0;4.0;0.0;1466;1440;;0.0;0.0;1.0;1.0;40.0;1396.0;26;;0.0;0.0;0.0;0.0;8.0;17.0
219;Totaal hergebruik en eindverwerking;E Openbare voorzieningbedrijven;1998;1634;1613;0;0;0;0;0;0;1553;7;1;1517;28;47;0;2;45;0;2.0;10;21;4.0;3.0;0.0;1.0;0.0;4.0;2.0;0.0;2.0;0.0;4;8;1567.0;46.0;37.0;1.0;7.0;1.0;12.0;9.0;3.0;3.0;3.0;0.0;1634;1613;;0.0;0.0;2.0;1.0;116.0;1494.0;21;;0.0;0.0;1.0;1.0;4.0;14.0
220;Totaal hergebruik en eindverwerking;E Openbare voorzieningbedrijven;2000;1788;1756;1;0;0;0;1;0;1655;7;0;1627;9;74;0;5;70;4;0.0;20;33;5.0;4.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;18;8;1730.0;26.0;4.0;7.0;14.0;0.0;22.0;12.0;3.0;5.0;4.0;0.0;1788;1756;;0.0;0.0;1.0;30.0;75.0;1647.0;33;;0.0;0.0;0.0;1.0;5.0;26.0
221;Totaal hergebruik en eindverwerking;E Openbare voorzieningbedrijven;2001;1736;1702;1;0;0;0;1;0;1590;7;0;1574;9;86;0;5;80;4;0.0;21;34;6.0;4.0;0.0;1.0;0.0;5.0;2.0;0.0;0.0;2.0;14;8;1676.0;25.0;2.0;9.0;14.0;0.0;23.0;13.0;4.0;5.0;4.0;0.0;1736;1702;;;;;;;;34;;;;;;;
222;Totaal hergebruik en eindverwerking;E Openbare voorzieningbedrijven;2002;1867;1812;2;0;0;0;2;0;1705;8;5;1675;18;93;0;7;85;3;0.0;9;55;23.0;19.0;0.0;0.0;4.0;16.0;5.0;0.0;0.0;10.0;1;15;1788.0;25.0;15.0;6.0;4.0;0.0;34.0;20.0;6.0;9.0;5.0;0.0;1867;1812;0.0;0.0;4.0;8.0;23.0;116.0;1661.0;55;1.0;0.0;1.0;1.0;4.0;8.0;41.0
223;Totaal hergebruik en eindverwerking;E Openbare voorzieningbedrijven;2003;1752;1697;2;0;0;0;2;0;1600;8;5;1565;22;83;0;9;74;4;0.0;9;55;23.0;19.0;0.0;0.0;4.0;16.0;5.0;0.0;0.0;11.0;1;15;1664.0;32.0;21.0;7.0;4.0;0.0;34.0;21.0;6.0;10.0;5.0;0.0;1752;1697;;;;;;;;55;;;;;;;
224;Totaal hergebruik en eindverwerking;40 Openbare energievoorzieningbedr.;1994;1391;1369;1;0;0;0;0;0;1224;8;2;1211;5;125;0;123;2;1;;1;23;3.0;2.0;0.0;0.0;0.0;4.0;3.0;1.0;0.0;0.0;5;12;1223.0;130.0;125.0;5.0;0.0;0.0;9.0;14.0;9.0;4.0;1.0;0.0;1391;1369;;0.0;0.0;0.0;0.0;17.0;1351.0;23;;0.0;0.0;0.0;3.0;5.0;15.0
225;Totaal hergebruik en eindverwerking;40 Openbare energievoorzieningbedr.;1996;1399;1378;1;0;0;1;0;0;1374;7;1;1365;4;2;0;2;0;0;;2;21;4.0;2.0;0.0;0.0;1.0;4.0;2.0;0.0;0.0;2.0;4;9;1373.0;5.0;2.0;2.0;1.0;0.0;8.0;13.0;6.0;4.0;3.0;0.0;1399;1378;;0.0;0.0;0.0;1.0;2.0;1375.0;21;;0.0;0.0;0.0;0.0;6.0;14.0
226;Totaal hergebruik en eindverwerking;40 Openbare energievoorzieningbedr.;1998;1538;1522;0;0;0;0;0;0;1506;7;1;1492;6;4;0;1;3;0;2.0;9;16;4.0;3.0;0.0;1.0;0.0;3.0;1.0;0.0;2.0;0.0;2;6;1512.0;10.0;3.0;1.0;6.0;0.0;9.0;7.0;2.0;2.0;3.0;0.0;1538;1522;;0.0;0.0;1.0;0.0;49.0;1471.0;16;;0.0;0.0;0.0;1.0;3.0;12.0
227;Totaal hergebruik en eindverwerking;40 Openbare energievoorzieningbedr.;2000;1644;1630;1;0;0;0;1;0;1601;6;0;1588;7;4;0;0;5;4;0.0;18;15;4.0;3.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;3;7;1609.0;21.0;1.0;7.0;13.0;0.0;6.0;9.0;2.0;4.0;3.0;0.0;1644;1630;;0.0;0.0;0.0;10.0;3.0;1616.0;15;;0.0;0.0;0.0;1.0;3.0;10.0
228;Totaal hergebruik en eindverwerking;40 Openbare energievoorzieningbedr.;2001;1582;1566;1;0;0;0;1;0;1536;6;0;1523;7;6;0;0;5;4;0.0;19;16;5.0;3.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;2.0;0;7;1543.0;23.0;1.0;9.0;13.0;0.0;7.0;10.0;3.0;4.0;3.0;0.0;1582;1566;;;;;;;;16;;;;;;;
229;Totaal hergebruik en eindverwerking;40 Openbare energievoorzieningbedr.;2002;1706;1658;2;0;0;0;2;0;1632;8;5;1617;3;13;0;2;10;3;0.0;8;48;20.0;19.0;0.0;0.0;1.0;13.0;5.0;0.0;0.0;8.0;1;14;1639.0;19.0;9.0;6.0;4.0;0.0;30.0;18.0;6.0;9.0;3.0;0.0;1706;1658;0.0;0.0;0.0;1.0;1.0;61.0;1594.0;48;1.0;0.0;1.0;1.0;1.0;5.0;40.0
230;Totaal hergebruik en eindverwerking;40 Openbare energievoorzieningbedr.;2003;1590;1541;2;0;0;0;2;0;1521;8;5;1505;3;7;0;2;5;4;0.0;8;48;20.0;19.0;0.0;0.0;1.0;13.0;5.0;0.0;0.0;8.0;1;14;1527.0;13.0;3.0;6.0;4.0;0.0;31.0;18.0;6.0;9.0;3.0;0.0;1590;1541;;;;;;;;48;;;;;;;
231;Totaal hergebruik en eindverwerking;41Waterleidingbedrijven;1994;82;79;2;0;0;0;2;0;29;1;0;27;13;48;2;1;45;0;;0;4;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;1;41.0;38.0;36.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;82;79;;0.0;3.0;0.0;13.0;30.0;33.0;4;;0.0;0.0;1.0;0.0;1.0;1.0
232;Totaal hergebruik en eindverwerking;41Waterleidingbedrijven;1996;67;62;1;0;0;1;0;0;30;0;0;27;0;31;0;14;15;0;;0;5;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;2;43.0;19.0;18.0;0.0;0.0;1.0;2.0;3.0;2.0;1.0;1.0;0.0;67;62;;0.0;0.0;1.0;0.0;38.0;21.0;5;;0.0;0.0;0.0;0.0;2.0;3.0
233;Totaal hergebruik en eindverwerking;41Waterleidingbedrijven;1998;96;91;0;0;0;0;0;0;47;0;0;25;22;43;0;1;42;0;0.0;1;5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;2;2;55.0;36.0;34.0;0.0;1.0;1.0;3.0;2.0;1.0;1.0;0.0;0.0;96;91;;0.0;0.0;1.0;1.0;67.0;23.0;5;;0.0;0.0;1.0;0.0;1.0;2.0
234;Totaal hergebruik en eindverwerking;41Waterleidingbedrijven;2000;144;126;0;0;0;0;0;0;54;1;0;39;2;70;0;5;65;0;0.0;2;18;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;15;1;121.0;5.0;3.0;0.0;1.0;0.0;16.0;3.0;1.0;1.0;1.0;0.0;144;126;;0.0;0.0;1.0;20.0;72.0;31.0;18;;0.0;0.0;0.0;0.0;2.0;16.0
235;Totaal hergebruik en eindverwerking;41Waterleidingbedrijven;2001;154;136;0;0;0;0;0;0;54;1;0;51;2;80;0;5;75;0;0.0;2;18;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;14;1;133.0;2.0;1.0;0.0;1.0;0.0;16.0;3.0;1.0;1.0;1.0;0.0;154;136;;;;;;;;18;;;;;;;
236;Totaal hergebruik en eindverwerking;41Waterleidingbedrijven;2002;161;154;0;0;0;0;0;0;73;0;0;58;15;80;0;5;75;0;0.0;1;7;3.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;2.0;0;1;149.0;6.0;6.0;0.0;0.0;0.0;4.0;2.0;0.0;0.0;2.0;0.0;161;154;0.0;0.0;4.0;7.0;22.0;55.0;67.0;7;0.0;0.0;0.0;0.0;3.0;3.0;1.0
237;Totaal hergebruik en eindverwerking;41Waterleidingbedrijven;2003;162;155;0;0;0;0;0;0;79;0;0;60;19;76;0;7;69;0;0.0;1;7;3.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;2.0;0;1;137.0;18.0;18.0;0.0;0.0;0.0;4.0;3.0;0.0;0.0;3.0;0.0;162;155;;;;;;;;7;;;;;;;
238;Hergebruik;C t/m E Nijverheid (geen bouwnijverheid);1994;6468;6067;3096;420;203;73;2390;10;2305;462;68;1678;449;643;291;44;309;4;;0;384;215.0;161.0;31.0;23.0;1.0;165.0;106.0;10.0;0.0;48.0;4;0;6067.0;;;;;;384.0;;;;;;6471;6067;;264.0;280.0;384.0;788.0;1243.0;3126.0;386;;14.0;22.0;24.0;33.0;80.0;213.0
239;Hergebruik;C t/m E Nijverheid (geen bouwnijverheid);1996;6952;6382;3140;437;177;91;2436;0;2752;390;72;1991;299;487;163;17;303;3;;0;570;275.0;181.0;46.0;36.0;6.0;299.0;134.0;6.0;0.0;159.0;2;0;6382.0;;;;;;570.0;;;;;;6952;6382;;301.0;477.0;418.0;849.0;1484.0;2854.0;570;;17.0;48.0;27.0;78.0;58.0;342.0
240;Hergebruik;C t/m E Nijverheid (geen bouwnijverheid);1998;7776;6995;3076;482;200;117;2253;24;3014;497;74;2172;270;769;163;22;584;4;4.0;129;781;279.0;171.0;73.0;29.0;6.0;146.0;97.0;9.0;5.0;35.0;325;30;6995.0;;;;;;781.0;;;;;;7776;6995;;364.0;443.0;464.0;851.0;1417.0;3455.0;781;;15.0;25.0;38.0;47.0;104.0;551.0
241;Hergebruik;C t/m E Nijverheid (geen bouwnijverheid);2000;17745;17216;8361;570;237;163;7381;10;7332;727;74;4633;1899;847;53;95;699;455;87.0;133;530;290.0;183.0;69.0;27.0;10.0;117.0;90.0;7.0;3.0;18.0;118;4;17216.0;;;;;;530.0;;;;;;17745;17216;;300.0;569.0;1097.0;1215.0;5699.0;8334.0;530;;13.0;47.0;33.0;52.0;89.0;294.0
242;Hergebruik;C t/m E Nijverheid (geen bouwnijverheid);2001;17759;17232;8609;607;361;156;7469;16;7155;680;77;4580;1819;825;57;98;670;489;25.0;131;526;304.0;194.0;70.0;27.0;13.0;197.0;89.0;7.0;3.0;99.0;21;4;17232.0;;;;;;526.0;;;;;;17759;17232;;;;;;;;526;;;;;;;
243;Hergebruik;C t/m E Nijverheid (geen bouwnijverheid);2002;17156;16520;7491;599;301;143;6403;45;7512;734;104;4865;1809;1080;69;169;843;380;15.0;40;636;360.0;228.0;87.0;32.0;13.0;269.0;91.0;10.0;1.0;167.0;4;2;16520.0;;;;;;636.0;;;;;;17156;16520;278.0;294.0;589.0;623.0;1261.0;5298.0;8177.0;636;29.0;23.0;43.0;59.0;69.0;145.0;267.0
244;Hergebruik;C t/m E Nijverheid (geen bouwnijverheid);2003;16707;15979;7295;593;295;144;6220;43;7091;697;102;4721;1571;970;68;162;740;511;71.0;40;728;353.0;223.0;85.0;32.0;13.0;370.0;91.0;10.0;1.0;268.0;4;2;15979.0;;;;;;728.0;;;;;;16707;15979;;;;;;;;728;;;;;;;
245;Hergebruik;C Delfstoffenwinning;1994;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;9;1.0;1.0;0.0;0.0;0.0;8.0;7.0;0.0;0.0;0.0;0;0;0.0;;;;;;9.0;;;;;;9;0;;0.0;0.0;0.0;0.0;0.0;0.0;9;;0.0;0.0;3.0;0.0;0.0;5.0
246;Hergebruik;C Delfstoffenwinning;1996;168;37;0;0;0;0;0;0;37;0;0;31;6;0;0;0;0;0;;0;131;2.0;0.0;1.0;0.0;0.0;129.0;21.0;0.0;0.0;108.0;0;0;37.0;;;;;;131.0;;;;;;168;37;;14.0;0.0;17.0;0.0;0.0;6.0;131;;0.0;0.0;1.0;0.0;0.0;130.0
247;Hergebruik;C Delfstoffenwinning;1998;180;33;0;0;0;0;0;0;33;0;0;33;0;0;0;0;0;0;0.0;0;147;1.0;0.0;1.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;134;0;33.0;;;;;;147.0;;;;;;180;33;;0.0;23.0;10.0;0.0;0.0;0.0;147;;0.0;0.0;0.0;0.0;0.0;146.0
248;Hergebruik;C Delfstoffenwinning;2000;49;7;0;0;0;0;0;0;7;0;0;6;0;0;5;0;0;0;0.0;0;42;2.0;0.0;1.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;38;0;7.0;;;;;;42.0;;;;;;49;7;;0.0;0.0;0.0;4.0;2.0;0.0;42;;0.0;1.0;0.0;1.0;1.0;40.0
249;Hergebruik;C Delfstoffenwinning;2001;34;7;0;0;0;0;0;0;7;0;0;6;0;0;0;0;0;0;0.0;0;27;2.0;1.0;1.0;1.0;0.0;24.0;3.0;0.0;0.0;22.0;0;0;7.0;;;;;;27.0;;;;;;34;7;;;;;;;;27;;;;;;;
250;Hergebruik;C Delfstoffenwinning;2002;121;82;0;0;0;0;0;0;11;0;0;3;8;71;0;71;0;0;0.0;0;39;3.0;0.0;2.0;0.0;0.0;36.0;1.0;0.0;0.0;35.0;0;0;82.0;;;;;;39.0;;;;;;121;82;0.0;0.0;0.0;0.0;77.0;6.0;0.0;39;0.0;0.0;1.0;1.0;4.0;1.0;31.0
251;Hergebruik;C Delfstoffenwinning;2003;219;79;0;0;0;0;0;0;11;0;0;3;8;68;0;68;0;0;0.0;0;139;2.0;0.0;2.0;0.0;0.0;137.0;1.0;0.0;0.0;136.0;0;0;79.0;;;;;;139.0;;;;;;219;79;;;;;;;;139;;;;;;;
252;Hergebruik;D Industrie;1994;5169;4804;3093;420;202;72;2387;11;1057;454;66;444;433;631;291;44;296;4;;0;365;211.0;158.0;30.0;22.0;1.0;152.0;95.0;10.0;0.0;48.0;2;0;4804.0;;;;;;365.0;;;;;;5169;4804;;264.0;280.0;384.0;788.0;1206.0;1884.0;366;;14.0;22.0;20.0;32.0;78.0;201.0
253;Hergebruik;D Industrie;1996;5359;4929;3139;437;177;90;2436;0;1316;382;71;574;289;471;163;6;299;3;;0;429;267.0;178.0;45.0;36.0;4.0;165.0;110.0;5.0;0.0;49.0;2;0;4929.0;;;;;;429.0;;;;;;5359;4929;;286.0;476.0;402.0;846.0;1454.0;1463.0;429;;15.0;46.0;27.0;76.0;56.0;204.0
254;Hergebruik;D Industrie;1998;6018;5396;3072;480;200;116;2251;24;1444;488;72;639;245;737;163;21;553;1;4.0;125;623;263.0;167.0;68.0;25.0;3.0;129.0;85.0;6.0;3.0;35.0;187;28;5396.0;;;;;;623.0;;;;;;6018;5396;;365.0;421.0;453.0;849.0;1328.0;1977.0;623;;15.0;24.0;35.0;46.0;101.0;394.0
255;Hergebruik;D Industrie;2000;15944;15479;8360;568;236;162;7380;14;5673;722;73;2987;1892;779;53;90;636;452;88.0;128;464;284.0;179.0;69.0;23.0;8.0;113.0;84.0;5.0;4.0;17.0;64;3;15479.0;;;;;;464.0;;;;;;15944;15479;;302.0;567.0;1096.0;1181.0;5624.0;6708.0;464;;15.0;49.0;32.0;52.0;86.0;236.0
256;Hergebruik;D Industrie;2001;16026;15551;8606;605;361;155;7467;16;5559;672;75;3000;1806;743;57;94;593;486;25.0;125;477;296.0;189.0;69.0;25.0;7.0;170.0;85.0;5.0;4.0;75.0;6;3;15552.0;;;;;;477.0;;;;;;16026;15551;;;;;;;;477;;;;;;;
257;Hergebruik;D Industrie;2002;15213;14650;7490;597;301;141;6400;45;5797;728;99;3187;1783;925;69;90;765;378;16.0;38;565;336.0;205.0;85.0;32.0;5.0;225.0;85.0;6.0;1.0;125.0;3;1;14650.0;;;;;;565.0;;;;;;15213;14650;279.0;293.0;585.0;614.0;1160.0;5180.0;6535.0;565;28.0;24.0;40.0;55.0;62.0;139.0;206.0
258;Hergebruik;D Industrie;2003;14789;14235;7293;593;295;144;6218;43;5484;691;97;3154;1542;839;68;85;686;509;71.0;38;554;326.0;204.0;83.0;31.0;8.0;222.0;85.0;9.0;1.0;127.0;3;2;14235.0;;;;;;554.0;;;;;;14789;14235;;;;;;;;554;;;;;;;
259;Hergebruik;1500b Voedings- en genotmiddelenind.;1994;3037;2875;2306;0;0;0;2306;0;25;3;0;13;301;543;242;33;268;0;;0;162;93.0;75.0;5.0;12.0;1.0;69.0;22.0;2.0;0.0;46.0;0;0;2875.0;;;;;;162.0;;;;;;3037;2875;;119.0;104.0;75.0;529.0;795.0;1254.0;163;;7.0;13.0;7.0;11.0;51.0;74.0
260;Hergebruik;1500b Voedings- en genotmiddelenind.;1996;2843;2660;2258;0;0;0;2258;0;15;0;0;10;5;386;144;0;239;0;;0;183;120.0;97.0;5.0;13.0;2.0;64.0;38.0;1.0;0.0;24.0;2;0;2660.0;;;;;;183.0;;;;;;2843;2660;;133.0;133.0;142.0;462.0;1025.0;763.0;183;;4.0;27.0;12.0;44.0;22.0;74.0
261;Hergebruik;1500b Voedings- en genotmiddelenind.;1998;2888;2742;2145;2;0;0;2130;13;67;0;0;23;44;512;154;5;353;0;0.0;19;147;93.0;67.0;9.0;16.0;1.0;44.0;11.0;5.0;0.0;28.0;1;0;2742.0;;;;;;147.0;;;;;;2888;2742;;76.0;120.0;145.0;448.0;746.0;1207.0;147;;8.0;8.0;11.0;15.0;34.0;69.0
262;Hergebruik;1500b Voedings- en genotmiddelenind.;2000;9447;9312;7237;2;0;1;7234;0;1590;0;0;14;1577;483;48;3;433;0;3.0;0;134;99.0;76.0;8.0;10.0;3.0;34.0;15.0;4.0;0.0;14.0;2;0;9312.0;;;;;;135.0;;;;;;9447;9312;;90.0;241.0;688.0;633.0;4200.0;3458.0;135;;6.0;21.0;10.0;11.0;21.0;68.0
263;Hergebruik;1500b Voedings- en genotmiddelenind.;2001;9431;9287;7359;2;0;1;7357;0;1481;0;0;14;1464;443;51;3;390;0;3.0;0;143;108.0;84.0;7.0;10.0;4.0;36.0;15.0;4.0;0.0;17.0;0;0;9289.0;;;;;;143.0;;;;;;9431;9287;;;;;;;;143;;;;;;;
264;Hergebruik;1500b Voedings- en genotmiddelenind.;2002;8464;8328;6311;1;1;0;6289;20;1422;0;0;25;1396;588;58;27;502;0;0.0;7;137;99.0;72.0;10.0;12.0;3.0;36.0;18.0;4.0;0.0;12.0;0;0;8328.0;0.0;0.0;0.0;0.0;0.0;137.0;0.0;0.0;0.0;0.0;0.0;8464;8328;61.0;57.0;176.0;214.0;632.0;3733.0;3455.0;137;4.0;4.0;9.0;12.0;16.0;24.0;63.0
265;Hergebruik;1500b Voedings- en genotmiddelenind.;2003;8032;7899;6122;1;1;0;6099;21;1267;0;0;25;1242;504;58;25;421;0;0.0;6;132;97.0;72.0;10.0;12.0;3.0;34.0;18.0;4.0;0.0;12.0;0;0;7899.0;;;;;;132.0;;;;;;8032;7899;;;;;;;;132;;;;;;;
266;Hergebruik;15 Voedingsmiddelen- en drankenindustrie;1994;3022;2870;2302;0;0;0;2301;0;25;3;0;13;301;543;242;33;268;0;;0;151;83.0;66.0;4.0;12.0;1.0;69.0;21.0;2.0;0.0;46.0;0;0;2870.0;;;;;;151.0;;;;;;3022;2870;;119.0;104.0;75.0;529.0;794.0;1250.0;152;;7.0;13.0;7.0;11.0;51.0;63.0
267;Hergebruik;15 Voedingsmiddelen- en drankenindustrie;1996;2824;2651;2250;0;0;0;2250;0;15;0;0;10;5;386;144;0;239;0;;0;173;110.0;88.0;4.0;13.0;2.0;63.0;38.0;1.0;0.0;24.0;2;0;2651.0;;;;;;173.0;;;;;;2824;2651;;133.0;133.0;142.0;462.0;1025.0;755.0;173;;4.0;27.0;12.0;44.0;22.0;64.0
268;Hergebruik;15 Voedingsmiddelen- en drankenindustrie;1998;2870;2735;2138;2;0;0;2123;13;67;0;0;23;44;512;154;5;353;0;0.0;19;136;83.0;58.0;8.0;16.0;1.0;44.0;11.0;5.0;0.0;28.0;1;0;2735.0;;;;;;136.0;;;;;;2870;2735;;76.0;120.0;145.0;448.0;745.0;1200.0;136;;8.0;8.0;11.0;15.0;34.0;59.0
269;Hergebruik;15 Voedingsmiddelen- en drankenindustrie;2000;9429;9305;7230;2;0;1;7227;0;1590;0;0;14;1577;483;48;3;433;0;3.0;0;123;88.0;67.0;6.0;10.0;3.0;34.0;15.0;4.0;0.0;14.0;2;0;9305.0;;;;;;124.0;;;;;;9429;9305;;90.0;241.0;688.0;633.0;4199.0;3452.0;124;;6.0;21.0;10.0;11.0;21.0;57.0
270;Hergebruik;15 Voedingsmiddelen- en drankenindustrie;2001;9413;9280;7352;2;0;1;7350;0;1481;0;0;14;1464;443;51;3;390;0;3.0;0;132;97.0;75.0;5.0;10.0;4.0;36.0;15.0;4.0;0.0;17.0;0;0;9282.0;;;;;;132.0;;;;;;9413;9280;;;;;;;;132;;;;;;;
271;Hergebruik;15 Voedingsmiddelen- en drankenindustrie;2002;8445;8322;6305;1;1;0;6283;20;1422;0;0;25;1396;588;58;27;502;0;0.0;7;124;87.0;61.0;9.0;12.0;3.0;36.0;18.0;4.0;0.0;12.0;0;0;8322.0;0.0;0.0;0.0;0.0;0.0;124.0;0.0;0.0;0.0;0.0;0.0;8445;8322;61.0;57.0;176.0;214.0;632.0;3732.0;3450.0;124;4.0;4.0;9.0;12.0;16.0;23.0;52.0
272;Hergebruik;15 Voedingsmiddelen- en drankenindustrie;2003;8014;7893;6116;1;1;0;6093;21;1267;0;0;25;1242;504;58;25;421;0;0.0;6;120;86.0;62.0;9.0;12.0;3.0;34.0;18.0;4.0;0.0;12.0;0;0;7893.0;;;;;;120.0;;;;;;8014;7893;;;;;;;;120;;;;;;;
273;Hergebruik;151Slachterijen en vleesverwerkende ind.;1994;744;738;602;0;0;0;602;0;0;0;0;0;135;136;24;0;112;0;;0;7;5.0;5.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;0;738.0;;;;;;7.0;;;;;;744;738;;88.0;58.0;19.0;195.0;196.0;183.0;7;;0.0;2.0;1.0;1.0;1.0;1.0
274;Hergebruik;151Slachterijen en vleesverwerkende ind.;1996;600;593;477;0;0;0;477;0;0;0;0;0;0;116;45;0;72;0;;0;7;6.0;5.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0;0;593.0;;;;;;7.0;;;;;;600;593;;116.0;32.0;63.0;140.0;214.0;28.0;7;;0.0;1.0;1.0;1.0;3.0;2.0
