ID;BewerkingsEnVerwerkingsmethode;Sbi93;Perioden;TotaalBedrijfsafvalstoffen_1;TotaalProcesafhankelijkAfval_2;TotaalOrganisch_3;PapierKarton_4;Hout_5;Kunststoffen_6;OrganischBiologisch_7;OverigOrganisch_8;TotaalAnorganisch_9;FerroMetalen_10;NonFerroMetalen_11;SteenachtigMateriaal_12;OverigAnorganisch_13;TotaalSlib_14;OrganischBiologischSlib_15;AnorganischSlib_16;OverigSlib_17;GevaarlijkAfval_18;OverigGescheiden_19;GemengdAangeboden_20;TotaalProcesonafhankelijkAfval_21;TotaalOrganisch_22;PapierKarton_23;Hout_24;Kunststoffen_25;OverigOrganisch_26;TotaalAnorganisch_27;FerroMetalen_28;NonFerroMetalen_29;SteenachtigMateriaal_30;OverigAnorganisch_31;OverigGescheiden_32;GemengdAangeboden_33;Hergebruik_34;EindverwerkingTotaal_35;Storten_36;Verbranden_37;ScheidenAchteraf_38;Anders_39;Hergebruik_40;EindverwerkingTotaal_41;Storten_42;Verbranden_43;ScheidenAchteraf_44;Anders_45;TotaalBedrijfsafvalstoffen_46;ProcesafhankelijkAfvalTotaal_47;k_19Werknemers_48;k_1019Werknemers_49;k_2049Werknemers_50;k_5099Werknemers_51;k_100199Werknemers_52;k_200499Werknemers_53;k_500OfMeerWerknemers_54;ProcesonafhankelijkAfvalTotaal_55;k_19Werknemers_56;k_1019Werknemers_57;k_2049Werknemers_58;k_5099Werknemers_59;k_100199Werknemers_60;k_200499Werknemers_61;k_500OfMeerWerknemers_62
152;Totaal hergebruik en eindverwerking;25 Rubber- en kunststofverwende  ind.;2002;147;113;82;5;2;72;0;3;4;0;4;0;0;2;0;0;2;0;0.0;26;34;18.0;13.0;3.0;2.0;0.0;8.0;3.0;0.0;0.0;4.0;1;8;78.0;36.0;14.0;16.0;6.0;0.0;25.0;9.0;3.0;3.0;3.0;0.0;147;113;4.0;4.0;14.0;19.0;35.0;32.0;6.0;34;4.0;4.0;3.0;6.0;7.0;8.0;2.0
153;Totaal hergebruik en eindverwerking;25 Rubber- en kunststofverwende  ind.;2003;142;109;80;5;2;73;0;0;3;0;3;0;0;1;0;0;1;0;0.0;25;33;18.0;13.0;3.0;2.0;0.0;7.0;3.0;0.0;0.0;4.0;1;8;75.0;34.0;12.0;16.0;6.0;0.0;24.0;9.0;3.0;3.0;3.0;0.0;142;109;;;;;;;;33;;;;;;;
154;Totaal hergebruik en eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;1994;507;468;1;0;1;12;0;0;395;7;0;312;26;22;0;22;0;0;;50;39;6.0;4.0;1.0;1.0;0.0;14.0;13.0;0.0;0.0;0.0;3;17;350.0;117.0;116.0;1.0;0.0;0.0;19.0;19.0;14.0;5.0;0.0;0.0;507;468;;58.0;82.0;121.0;70.0;51.0;86.0;39;;2.0;3.0;3.0;6.0;4.0;21.0
155;Totaal hergebruik en eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;1996;581;540;1;0;0;0;0;1;495;8;0;421;66;20;3;10;6;0;;24;41;5.0;2.0;2.0;1.0;0.0;16.0;15.0;0.0;0.0;0.0;3;17;431.0;109.0;97.0;1.0;12.0;0.0;21.0;20.0;13.0;4.0;2.0;0.0;581;540;;71.0;130.0;53.0;125.0;85.0;77.0;41;;3.0;3.0;6.0;7.0;5.0;16.0
156;Totaal hergebruik en eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;1998;627;590;1;0;1;0;0;0;510;7;0;420;83;37;8;28;1;0;1.0;41;37;10.0;4.0;4.0;1.0;1.0;5.0;5.0;0.0;0.0;0.0;5;17;464.0;126.0;116.0;3.0;7.0;0.0;13.0;25.0;17.0;6.0;2.0;0.0;627;590;;111.0;139.0;56.0;137.0;89.0;57.0;37;;2.0;5.0;6.0;6.0;4.0;14.0
157;Totaal hergebruik en eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;2000;899;865;2;0;2;1;0;0;721;16;0;639;66;104;0;97;6;0;0.0;36;34;12.0;3.0;7.0;2.0;0.0;9.0;6.0;0.0;3.0;0.0;2;11;723.0;142.0;72.0;13.0;57.0;0.0;19.0;16.0;9.0;5.0;2.0;0.0;899;865;;108.0;113.0;117.0;139.0;190.0;198.0;34;;3.0;5.0;3.0;5.0;5.0;13.0
158;Totaal hergebruik en eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;2001;925;888;3;0;2;1;0;0;726;15;0;632;79;109;0;102;5;0;0.0;52;36;14.0;3.0;7.0;2.0;0.0;10.0;6.0;0.0;3.0;1.0;1;12;712.0;176.0;93.0;14.0;69.0;0.0;20.0;17.0;9.0;6.0;2.0;0.0;925;888;;;;;;;;36;;;;;;;
159;Totaal hergebruik en eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;2002;952;911;1;0;0;0;0;1;821;15;0;725;82;70;0;64;5;0;0.0;20;41;21.0;6.0;11.0;2.0;0.0;9.0;8.0;0.0;0.0;0.0;1;10;776.0;134.0;118.0;6.0;10.0;0.0;27.0;14.0;8.0;5.0;1.0;0.0;952;911;90.0;82.0;101.0;191.0;132.0;112.0;203.0;41;4.0;3.0;10.0;5.0;6.0;6.0;9.0
160;Totaal hergebruik en eindverwerking;26 Glas-,glaswerk-,cement-,kalkind.;2003;895;857;0;0;0;0;0;0;775;13;0;686;76;61;0;59;2;0;0.0;18;38;18.0;6.0;10.0;2.0;0.0;8.0;8.0;0.0;0.0;0.0;1;9;732.0;124.0;109.0;6.0;9.0;0.0;25.0;12.0;7.0;4.0;1.0;0.0;895;857;;;;;;;;38;;;;;;;
161;Totaal hergebruik en eindverwerking;DJ Basismetaal- en metaalproductenind.;1994;737;606;5;1;1;0;4;0;454;250;35;101;117;3;0;1;2;133;;10;131;9.0;5.0;2.0;1.0;0.0;20.0;20.0;0.0;0.0;0.0;71;30;391.0;215.0;212.0;1.0;2.0;0.0;29.0;102.0;27.0;7.0;68.0;0.0;737;606;;31.0;19.0;37.0;101.0;96.0;323.0;131;;2.0;6.0;7.0;11.0;9.0;96.0
162;Totaal hergebruik en eindverwerking;DJ Basismetaal- en metaalproductenind.;1996;889;765;5;1;2;2;0;0;523;209;44;166;103;4;0;0;4;215;;17;126;16.0;8.0;8.0;1.0;0.0;9.0;9.0;0.0;0.0;0.0;70;31;498.0;266.0;257.0;1.0;8.0;0.0;26.0;100.0;18.0;12.0;70.0;0.0;889;765;;43.0;24.0;57.0;105.0;118.0;415.0;126;;4.0;12.0;6.0;9.0;12.0;83.0
163;Totaal hergebruik en eindverwerking;DJ Basismetaal- en metaalproductenind.;1998;1265;962;3;0;3;0;0;0;584;248;36;184;116;18;0;2;16;254;0.0;105;303;22.0;9.0;12.0;1.0;0.0;95.0;9.0;0.0;11.0;75.0;127;57;652.0;310.0;297.0;13.0;0.0;0.0;182.0;122.0;25.0;15.0;82.0;0.0;1265;962;;67.0;15.0;77.0;87.0;96.0;621.0;303;;8.0;7.0;10.0;11.0;10.0;258.0
164;Totaal hergebruik en eindverwerking;DJ Basismetaal- en metaalproductenind.;2000;2917;2780;12;5;5;2;0;0;2468;445;43;1761;219;27;0;1;25;117;0.0;156;137;26.0;14.0;10.0;1.0;0.0;79.0;6.0;0.0;0.0;73.0;4;27;2611.0;168.0;137.0;18.0;13.0;0.0;37.0;100.0;12.0;15.0;73.0;0.0;2917;2780;;5.0;68.0;81.0;134.0;168.0;2324.0;137;;4.0;8.0;10.0;15.0;13.0;88.0
165;Totaal hergebruik en eindverwerking;DJ Basismetaal- en metaalproductenind.;2001;2697;2627;12;5;5;2;0;0;2417;398;43;1765;211;21;0;1;20;28;0.0;149;70;26.0;13.0;10.0;1.0;0.0;11.0;6.0;0.0;0.0;5.0;1;31;2557.0;69.0;38.0;19.0;12.0;0.0;37.0;32.0;13.0;16.0;3.0;0.0;2697;2627;;;;;;;;70;;;;;;;
166;Totaal hergebruik en eindverwerking;DJ Basismetaal- en metaalproductenind.;2002;2703;2581;7;3;2;1;0;1;2513;371;61;1853;228;18;0;11;6;1;0.0;43;122;45.0;24.0;18.0;3.0;0.0;36.0;17.0;1.0;0.0;18.0;0;39;2494.0;86.0;55.0;19.0;12.0;0.0;71.0;50.0;25.0;21.0;4.0;0.0;2703;2581;15.0;13.0;54.0;89.0;129.0;118.0;2165.0;122;8.0;8.0;12.0;21.0;13.0;11.0;49.0
167;Totaal hergebruik en eindverwerking;DJ Basismetaal- en metaalproductenind.;2003;2732;2611;6;3;2;1;0;0;2450;347;59;1897;147;17;0;11;6;96;0.0;42;121;44.0;24.0;17.0;3.0;0.0;37.0;17.0;1.0;0.0;19.0;0;38;2525.0;87.0;55.0;20.0;12.0;0.0;71.0;49.0;24.0;21.0;4.0;0.0;2732;2611;;;;;;;;121;;;;;;;
168;Totaal hergebruik en eindverwerking;27 Basis metaalindustrie;1994;463;364;0;0;1;0;0;0;224;45;19;80;71;3;0;1;2;133;;3;100;3.0;2.0;1.0;0.0;0.0;19.0;18.0;0.0;0.0;0.0;69;9;161.0;203.0;202.0;0.0;1.0;0.0;22.0;78.0;9.0;1.0;68.0;0.0;463;364;;11.0;11.0;5.0;33.0;37.0;267.0;100;;0.0;1.0;1.0;2.0;3.0;92.0
169;Totaal hergebruik en eindverwerking;27 Basis metaalindustrie;1996;593;507;2;0;0;2;0;0;275;42;19;133;81;3;0;0;3;215;;12;87;6.0;2.0;3.0;0.0;0.0;6.0;6.0;0.0;0.0;0.0;67;9;248.0;259.0;251.0;0.0;8.0;0.0;12.0;76.0;5.0;2.0;68.0;0.0;593;507;;1.0;13.0;26.0;38.0;61.0;365.0;87;;1.0;0.0;0.0;3.0;3.0;80.0
170;Totaal hergebruik en eindverwerking;27 Basis metaalindustrie;1998;960;699;0;0;0;0;0;0;346;97;11;127;111;2;0;2;0;254;0.0;97;261;8.0;2.0;6.0;0.0;0.0;93.0;7.0;0.0;11.0;75.0;127;31;400.0;299.0;289.0;10.0;0.0;0.0;166.0;96.0;15.0;3.0;78.0;0.0;960;699;;4.0;4.0;41.0;53.0;36.0;561.0;261;;1.0;1.0;1.0;2.0;2.0;254.0
171;Totaal hergebruik en eindverwerking;27 Basis metaalindustrie;2000;2552;2458;0;0;0;0;0;0;2197;206;21;1759;211;6;0;1;4;117;0.0;138;94;8.0;3.0;5.0;0.0;0.0;77.0;4.0;0.0;0.0;73.0;3;6;2316.0;142.0;122.0;11.0;9.0;0.0;17.0;76.0;2.0;3.0;71.0;0.0;2552;2458;;0.0;32.0;34.0;72.0;58.0;2262.0;94;;0.0;0.0;1.0;5.0;4.0;84.0
172;Totaal hergebruik en eindverwerking;27 Basis metaalindustrie;2001;2332;2309;0;0;0;0;0;0;2148;162;21;1763;202;4;0;1;3;28;0.0;129;23;8.0;2.0;5.0;0.0;0.0;9.0;4.0;0.0;0.0;5.0;0;6;2265.0;44.0;25.0;11.0;8.0;0.0;17.0;5.0;2.0;3.0;0.0;0.0;2332;2309;;;;;;;;23;;;;;;;
173;Totaal hergebruik en eindverwerking;27 Basis metaalindustrie;2002;2325;2270;1;0;0;0;0;1;2242;156;14;1849;223;11;0;10;1;1;0.0;16;55;12.0;4.0;7.0;1.0;0.0;33.0;14.0;1.0;0.0;18.0;0;9;2221.0;49.0;40.0;8.0;1.0;0.0;38.0;17.0;9.0;6.0;2.0;0.0;2325;2270;6.0;4.0;22.0;41.0;60.0;44.0;2094.0;55;1.0;1.0;1.0;2.0;2.0;2.0;46.0
174;Totaal hergebruik en eindverwerking;27 Basis metaalindustrie;2003;2369;2313;0;0;0;0;0;0;2188;139;14;1893;142;12;0;10;2;96;0.0;16;56;12.0;4.0;7.0;1.0;0.0;34.0;14.0;1.0;0.0;19.0;0;9;2261.0;52.0;42.0;9.0;1.0;0.0;39.0;17.0;9.0;6.0;2.0;0.0;2369;2313;;;;;;;;56;;;;;;;
175;Totaal hergebruik en eindverwerking;28 Metaalproductenindustrie;1994;274;243;5;1;0;0;4;0;230;205;17;21;46;0;0;0;0;0;;8;31;6.0;4.0;2.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;2;22;231.0;12.0;9.0;1.0;1.0;0.0;7.0;24.0;18.0;6.0;0.0;0.0;274;243;;20.0;8.0;32.0;68.0;59.0;55.0;31;;2.0;5.0;6.0;9.0;6.0;4.0
176;Totaal hergebruik en eindverwerking;28 Metaalproductenindustrie;1996;296;258;3;1;2;0;0;0;248;167;25;33;23;1;0;0;1;0;;6;39;11.0;6.0;4.0;1.0;0.0;3.0;3.0;0.0;0.0;0.0;3;22;251.0;7.0;6.0;1.0;0.0;0.0;14.0;25.0;13.0;10.0;2.0;0.0;296;258;;42.0;11.0;31.0;67.0;57.0;50.0;39;;3.0;12.0;6.0;6.0;9.0;3.0
177;Totaal hergebruik en eindverwerking;28 Metaalproductenindustrie;1998;305;263;3;0;3;0;0;0;238;151;25;57;5;16;0;0;16;0;0.0;8;42;14.0;7.0;6.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0;26;252.0;11.0;8.0;3.0;0.0;0.0;16.0;26.0;10.0;12.0;4.0;0.0;305;263;;63.0;11.0;36.0;34.0;60.0;60.0;42;;7.0;6.0;9.0;9.0;8.0;4.0
178;Totaal hergebruik en eindverwerking;28 Metaalproductenindustrie;2000;365;322;12;5;5;2;0;0;271;239;22;2;8;21;0;0;21;0;0.0;18;43;18.0;11.0;5.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1;21;295.0;26.0;15.0;7.0;4.0;0.0;20.0;24.0;10.0;12.0;2.0;0.0;365;322;;5.0;36.0;47.0;62.0;110.0;62.0;43;;4.0;8.0;9.0;10.0;9.0;4.0
179;Totaal hergebruik en eindverwerking;28 Metaalproductenindustrie;2001;365;318;12;5;5;2;0;0;269;236;22;2;9;17;0;0;17;0;0.0;20;47;18.0;11.0;5.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1;25;292.0;25.0;13.0;8.0;4.0;0.0;20.0;27.0;11.0;13.0;3.0;0.0;365;318;;;;;;;;47;;;;;;;
180;Totaal hergebruik en eindverwerking;28 Metaalproductenindustrie;2002;378;311;6;3;2;1;0;0;271;215;47;4;5;7;0;1;5;0;0.0;27;67;33.0;20.0;11.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0;30;273.0;37.0;15.0;11.0;11.0;0.0;33.0;33.0;16.0;15.0;2.0;0.0;378;311;9.0;9.0;32.0;48.0;69.0;74.0;71.0;67;7.0;7.0;11.0;19.0;11.0;9.0;3.0
181;Totaal hergebruik en eindverwerking;28 Metaalproductenindustrie;2003;363;298;6;3;2;1;0;0;262;208;45;4;5;5;0;1;4;0;0.0;26;65;32.0;20.0;10.0;2.0;0.0;3.0;3.0;0.0;0.0;0.0;0;29;264.0;35.0;13.0;11.0;11.0;0.0;32.0;32.0;15.0;15.0;2.0;0.0;363;298;;;;;;;;65;;;;;;;
182;Totaal hergebruik en eindverwerking;29 Machine- en apparatenindustrie;1994;183;141;8;0;4;4;0;0;118;87;12;1;8;3;0;1;2;7;;6;42;7.0;5.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;4;29;111.0;30.0;22.0;1.0;8.0;0.0;9.0;33.0;20.0;11.0;2.0;0.0;183;141;;8.0;24.0;35.0;30.0;31.0;13.0;42;;4.0;7.0;10.0;8.0;9.0;3.0
183;Totaal hergebruik en eindverwerking;29 Machine- en apparatenindustrie;1996;144;103;1;0;0;0;0;1;99;54;11;0;35;1;0;0;1;0;;2;41;10.0;7.0;3.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;1;28;90.0;13.0;13.0;1.0;0.0;0.0;12.0;29.0;16.0;11.0;2.0;0.0;144;103;;2.0;8.0;13.0;44.0;27.0;8.0;41;;2.0;10.0;8.0;9.0;8.0;3.0
184;Totaal hergebruik en eindverwerking;29 Machine- en apparatenindustrie;1998;129;86;1;0;1;0;0;0;78;53;19;0;6;3;0;0;3;0;0.0;4;42;14.0;7.0;7.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;26;79.0;9.0;6.0;2.0;1.0;0.0;17.0;25.0;11.0;9.0;5.0;0.0;129;86;;1.0;13.0;12.0;25.0;22.0;13.0;42;;5.0;8.0;10.0;9.0;8.0;3.0
185;Totaal hergebruik en eindverwerking;29 Machine- en apparatenindustrie;2000;132;87;2;0;1;0;0;1;66;52;13;1;1;3;0;1;2;0;0.0;15;46;15.0;9.0;5.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;8;21;67.0;20.0;10.0;9.0;1.0;0.0;15.0;31.0;11.0;10.0;10.0;0.0;132;87;;4.0;16.0;11.0;19.0;23.0;14.0;46;;4.0;9.0;9.0;6.0;7.0;10.0
186;Totaal hergebruik en eindverwerking;29 Machine- en apparatenindustrie;2001;136;88;2;0;1;0;0;1;66;52;13;0;1;2;0;1;2;0;0.0;18;49;15.0;9.0;5.0;1.0;0.0;9.0;1.0;0.0;0.0;8.0;0;24;67.0;21.0;9.0;11.0;1.0;0.0;16.0;33.0;13.0;10.0;10.0;0.0;136;88;;;;;;;;49;;;;;;;
187;Totaal hergebruik en eindverwerking;29 Machine- en apparatenindustrie;2002;168;106;2;0;1;0;0;1;79;65;12;0;2;2;0;0;2;0;0.0;23;62;17.0;9.0;8.0;0.0;0.0;6.0;2.0;0.0;1.0;3.0;19;19;81.0;26.0;15.0;7.0;4.0;0.0;23.0;40.0;5.0;11.0;24.0;0.0;168;106;6.0;6.0;14.0;18.0;24.0;27.0;11.0;62;3.0;3.0;10.0;6.0;11.0;8.0;21.0
188;Totaal hergebruik en eindverwerking;29 Machine- en apparatenindustrie;2003;159;100;1;0;1;0;0;0;75;62;11;0;2;1;0;0;1;0;0.0;22;59;17.0;9.0;8.0;0.0;0.0;6.0;2.0;0.0;1.0;3.0;18;19;77.0;23.0;13.0;7.0;3.0;0.0;22.0;37.0;4.0;10.0;23.0;0.0;159;100;;;;;;;;59;;;;;;;
189;Totaal hergebruik en eindverwerking;3000a Vervaard. v. elektrische apparaten;1994;98;50;8;0;2;3;0;0;36;14;12;2;21;0;0;0;0;1;;6;48;16.0;12.0;4.0;1.0;0.0;8.0;4.0;3.0;0.0;1.0;4;20;39.0;11.0;7.0;2.0;1.0;0.0;24.0;24.0;17.0;6.0;0.0;0.0;98;50;;0.0;1.0;5.0;1.0;5.0;37.0;48;;3.0;2.0;5.0;2.0;4.0;32.0
190;Totaal hergebruik en eindverwerking;3000a Vervaard. v. elektrische apparaten;1996;86;49;4;0;0;4;0;0;41;14;9;2;17;0;0;0;0;0;;3;37;16.0;11.0;3.0;1.0;0.0;3.0;1.0;2.0;0.0;0.0;1;9;33.0;16.0;13.0;1.0;2.0;0.0;19.0;19.0;10.0;6.0;4.0;0.0;86;49;;2.0;1.0;3.0;1.0;3.0;39.0;37;;6.0;3.0;3.0;6.0;5.0;15.0
191;Totaal hergebruik en eindverwerking;3000a Vervaard. v. elektrische apparaten;1998;92;53;2;0;0;2;0;0;42;18;7;0;17;0;0;0;0;0;0.0;7;39;18.0;13.0;5.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0;18;35.0;19.0;3.0;1.0;15.0;0.0;20.0;18.0;4.0;8.0;6.0;0.0;92;53;;1.0;2.0;1.0;2.0;3.0;44.0;39;;3.0;6.0;4.0;2.0;4.0;20.0
192;Totaal hergebruik en eindverwerking;3000a Vervaard. v. elektrische apparaten;2000;110;73;5;1;0;3;0;1;56;27;7;4;16;0;0;0;0;0;0.0;13;37;23.0;13.0;10.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;13;55.0;18.0;7.0;7.0;4.0;0.0;24.0;12.0;6.0;6.0;0.0;0.0;110;73;;4.0;2.0;5.0;4.0;11.0;46.0;37;;3.0;3.0;2.0;4.0;4.0;21.0
193;Totaal hergebruik en eindverwerking;3000a Vervaard. v. elektrische apparaten;2001;116;76;7;1;0;4;0;2;55;27;7;4;14;0;0;0;0;0;0.0;14;40;24.0;14.0;10.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;14;57.0;20.0;7.0;8.0;5.0;0.0;26.0;15.0;7.0;7.0;1.0;0.0;116;76;;;;;;;;40;;;;;;;
194;Totaal hergebruik en eindverwerking;3000a Vervaard. v. elektrische apparaten;2002;154;82;6;2;2;2;0;0;50;26;8;4;12;2;0;0;1;0;0.0;24;72;19.0;14.0;4.0;0.0;0.0;43.0;2.0;0.0;0.0;41.0;0;12;52.0;29.0;11.0;13.0;5.0;0.0;60.0;13.0;5.0;7.0;1.0;0.0;154;82;6.0;4.0;2.0;2.0;5.0;15.0;46.0;72;4.0;2.0;2.0;2.0;2.0;44.0;15.0
195;Totaal hergebruik en eindverwerking;3000a Vervaard. v. elektrische apparaten;2003;144;76;5;2;2;1;0;0;47;24;7;4;12;1;0;0;1;0;0.0;22;68;17.0;13.0;4.0;0.0;0.0;40.0;2.0;0.0;0.0;38.0;0;11;49.0;27.0;10.0;12.0;5.0;0.0;56.0;13.0;5.0;7.0;1.0;0.0;144;76;;;;;;;;68;;;;;;;
196;Totaal hergebruik en eindverwerking;3400a Transportmiddelenindustrie;1994;125;95;1;0;1;1;0;0;89;86;1;0;1;2;0;0;2;0;;4;30;7.0;4.0;3.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1;21;87.0;8.0;5.0;3.0;0.0;0.0;8.0;22.0;10.0;12.0;0.0;0.0;125;95;;4.0;0.0;2.0;9.0;15.0;65.0;30;;5.0;5.0;1.0;1.0;4.0;14.0
197;Totaal hergebruik en eindverwerking;3400a Transportmiddelenindustrie;1996;104;78;2;0;2;0;0;0;73;71;2;0;1;0;0;0;0;0;;2;26;10.0;5.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0;15;75.0;2.0;2.0;0.0;1.0;0.0;10.0;16.0;8.0;6.0;1.0;0.0;104;78;;3.0;1.0;1.0;10.0;13.0;49.0;26;;4.0;2.0;1.0;3.0;4.0;10.0
198;Totaal hergebruik en eindverwerking;3400a Transportmiddelenindustrie;1998;178;142;2;0;2;0;0;0;119;110;5;0;4;3;0;0;3;0;0.0;18;37;14.0;9.0;5.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0;20;118.0;24.0;14.0;6.0;4.0;0.0;15.0;21.0;14.0;5.0;2.0;0.0;178;142;;9.0;4.0;4.0;15.0;20.0;90.0;37;;3.0;6.0;3.0;6.0;6.0;13.0
199;Totaal hergebruik en eindverwerking;3400a Transportmiddelenindustrie;2000;188;155;5;0;4;1;0;0;128;123;4;1;1;4;3;0;0;0;0.0;18;33;15.0;9.0;5.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;17;130.0;25.0;14.0;10.0;1.0;0.0;16.0;18.0;10.0;4.0;4.0;0.0;188;155;;6.0;8.0;5.0;20.0;29.0;87.0;33;;2.0;4.0;5.0;6.0;5.0;11.0
200;Totaal hergebruik en eindverwerking;3400a Transportmiddelenindustrie;2001;195;160;9;0;8;1;0;0;129;120;7;0;0;4;3;0;0;0;0.0;18;35;15.0;10.0;5.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0;18;131.0;29.0;16.0;12.0;1.0;0.0;16.0;18.0;10.0;4.0;4.0;0.0;195;160;;;;;;;;35;;;;;;;
201;Totaal hergebruik en eindverwerking;3400a Transportmiddelenindustrie;2002;212;170;2;0;2;0;0;0;146;134;4;0;8;2;0;0;1;0;0.0;20;41;19.0;9.0;8.0;1.0;0.0;3.0;1.0;0.0;0.0;2.0;6;13;145.0;25.0;7.0;17.0;1.0;0.0;21.0;21.0;10.0;10.0;1.0;0.0;212;170;3.0;2.0;21.0;15.0;34.0;21.0;75.0;41;3.0;2.0;4.0;7.0;9.0;7.0;10.0
202;Totaal hergebruik en eindverwerking;3400a Transportmiddelenindustrie;2003;204;164;2;0;2;0;0;0;138;126;4;0;8;4;0;0;4;0;0.0;20;41;18.0;9.0;8.0;1.0;0.0;3.0;1.0;0.0;0.0;2.0;6;13;136.0;29.0;11.0;17.0;1.0;0.0;21.0;20.0;10.0;9.0;1.0;0.0;204;164;;;;;;;;41;;;;;;;
203;Totaal hergebruik en eindverwerking;36 Meubelind en overige industrie n.e.g.;1994;154;113;81;1;9;2;7;6;8;8;0;0;0;0;0;0;0;0;;24;41;13.0;10.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4;24;27.0;86.0;35.0;51.0;0.0;0.0;14.0;27.0;20.0;6.0;0.0;0.0;154;113;;27.0;31.0;2.0;3.0;24.0;25.0;41;;2.0;5.0;3.0;1.0;7.0;23.0
204;Totaal hergebruik en eindverwerking;36 Meubelind en overige industrie n.e.g.;1996;182;125;88;0;59;7;16;6;13;10;0;0;2;0;0;0;0;0;;24;57;19.0;12.0;4.0;3.0;0.0;3.0;2.0;0.0;0.0;0.0;8;27;55.0;71.0;13.0;57.0;0.0;0.0;21.0;36.0;19.0;14.0;3.0;0.0;182;125;;24.0;30.0;9.0;2.0;9.0;51.0;57;;4.0;7.0;4.0;2.0;6.0;36.0
205;Totaal hergebruik en eindverwerking;36 Meubelind en overige industrie n.e.g.;1998;150;110;68;1;42;4;21;0;16;15;1;0;0;0;0;0;0;0;0.0;25;41;14.0;11.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0;25;47.0;63.0;22.0;35.0;6.0;0.0;15.0;26.0;10.0;12.0;4.0;0.0;150;110;;10.0;29.0;12.0;9.0;12.0;37.0;41;;3.0;4.0;5.0;3.0;5.0;21.0
206;Totaal hergebruik en eindverwerking;36 Meubelind en overige industrie n.e.g.;2000;182;127;57;1;31;1;18;6;26;25;1;1;0;0;0;0;0;0;2.0;41;55;23.0;13.0;8.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;0;30;68.0;59.0;29.0;26.0;4.0;0.0;19.0;35.0;19.0;15.0;1.0;0.0;182;127;;26.0;18.0;19.0;16.0;12.0;36.0;55;;9.0;6.0;5.0;8.0;7.0;21.0
207;Totaal hergebruik en eindverwerking;36 Meubelind en overige industrie n.e.g.;2001;264;188;88;1;62;1;17;7;26;25;0;1;0;0;0;0;0;0;2.0;72;76;25.0;15.0;8.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;0;48;99.0;90.0;59.0;27.0;4.0;0.0;22.0;53.0;36.0;16.0;1.0;0.0;264;188;;;;;;;;76;;;;;;;
208;Totaal hergebruik en eindverwerking;36 Meubelind en overige industrie n.e.g.;2002;235;192;108;2;83;2;20;1;22;15;0;2;5;0;0;0;0;0;0.0;62;42;21.0;15.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;3;18;108.0;85.0;44.0;35.0;6.0;0.0;21.0;21.0;8.0;11.0;2.0;0.0;235;192;42.0;19.0;59.0;2.0;13.0;12.0;44.0;42;3.0;1.0;7.0;2.0;3.0;5.0;21.0
209;Totaal hergebruik en eindverwerking;36 Meubelind en overige industrie n.e.g.;2003;224;183;102;2;79;1;19;1;20;14;0;2;4;0;0;0;0;0;0.0;59;40;19.0;14.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2;17;103.0;80.0;42.0;33.0;5.0;0.0;20.0;20.0;8.0;10.0;2.0;0.0;224;183;;;;;;;;40;;;;;;;
210;Totaal hergebruik en eindverwerking;37 Voorbereiding tot recycling;1994;24;24;0;0;51;0;6;0;0;0;0;0;0;0;0;0;0;0;;23;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;19.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24;24;;4.0;20.0;0.0;0.0;0.0;0.0;0;;0.0;0.0;0.0;0.0;0.0;0.0
