ID;HerkomstBestemming;Afvalsoorten;Perioden;Afval_1
4839;L Verhuur en handel van onroerend goed;Houtafval;2022;1.0
4840;L Verhuur en handel van onroerend goed;Textielafval;2008;
4841;L Verhuur en handel van onroerend goed;Textielafval;2010;
4842;L Verhuur en handel van onroerend goed;Textielafval;2012;0.0
4843;L Verhuur en handel van onroerend goed;Textielafval;2014;0.0
4844;L Verhuur en handel van onroerend goed;Textielafval;2016;0.0
4845;L Verhuur en handel van onroerend goed;Textielafval;2018;0.0
4846;L Verhuur en handel van onroerend goed;Textielafval;2020;0.0
4847;L Verhuur en handel van onroerend goed;Textielafval;2022;0.0
4848;L Verhuur en handel van onroerend goed;Overig recyclebaar afval;2008;
4849;L Verhuur en handel van onroerend goed;Overig recyclebaar afval;2010;
4850;L Verhuur en handel van onroerend goed;Overig recyclebaar afval;2012;0.0
4851;L Verhuur en handel van onroerend goed;Overig recyclebaar afval;2014;0.0
4852;L Verhuur en handel van onroerend goed;Overig recyclebaar afval;2016;0.0
4853;L Verhuur en handel van onroerend goed;Overig recyclebaar afval;2018;0.0
4854;L Verhuur en handel van onroerend goed;Overig recyclebaar afval;2020;0.0
4855;L Verhuur en handel van onroerend goed;Overig recyclebaar afval;2022;0.0
4856;L Verhuur en handel van onroerend goed;Afgedankt materiaal;2008;
4857;L Verhuur en handel van onroerend goed;Afgedankt materiaal;2010;
4858;L Verhuur en handel van onroerend goed;Afgedankt materiaal;2012;0.0
4859;L Verhuur en handel van onroerend goed;Afgedankt materiaal;2014;0.0
4860;L Verhuur en handel van onroerend goed;Afgedankt materiaal;2016;1.0
4861;L Verhuur en handel van onroerend goed;Afgedankt materiaal;2018;0.0
4862;L Verhuur en handel van onroerend goed;Afgedankt materiaal;2020;0.0
4863;L Verhuur en handel van onroerend goed;Afgedankt materiaal;2022;0.0
4864;L Verhuur en handel van onroerend goed;Dierlijk en plantaardig afval;2008;
4865;L Verhuur en handel van onroerend goed;Dierlijk en plantaardig afval;2010;
4866;L Verhuur en handel van onroerend goed;Dierlijk en plantaardig afval;2012;4.0
4867;L Verhuur en handel van onroerend goed;Dierlijk en plantaardig afval;2014;4.0
4868;L Verhuur en handel van onroerend goed;Dierlijk en plantaardig afval;2016;1.0
4869;L Verhuur en handel van onroerend goed;Dierlijk en plantaardig afval;2018;1.0
4870;L Verhuur en handel van onroerend goed;Dierlijk en plantaardig afval;2020;1.0
4871;L Verhuur en handel van onroerend goed;Dierlijk en plantaardig afval;2022;3.0
4872;L Verhuur en handel van onroerend goed;Gemengd afval;2008;
4873;L Verhuur en handel van onroerend goed;Gemengd afval;2010;
4874;L Verhuur en handel van onroerend goed;Gemengd afval;2012;36.0
4875;L Verhuur en handel van onroerend goed;Gemengd afval;2014;37.0
4876;L Verhuur en handel van onroerend goed;Gemengd afval;2016;34.0
4877;L Verhuur en handel van onroerend goed;Gemengd afval;2018;27.0
4878;L Verhuur en handel van onroerend goed;Gemengd afval;2020;20.0
4879;L Verhuur en handel van onroerend goed;Gemengd afval;2022;27.0
4880;L Verhuur en handel van onroerend goed;Slib;2008;
4881;L Verhuur en handel van onroerend goed;Slib;2010;
4882;L Verhuur en handel van onroerend goed;Slib;2012;0.0
4883;L Verhuur en handel van onroerend goed;Slib;2014;0.0
4884;L Verhuur en handel van onroerend goed;Slib;2016;0.0
4885;L Verhuur en handel van onroerend goed;Slib;2018;0.0
4886;L Verhuur en handel van onroerend goed;Slib;2020;0.0
4887;L Verhuur en handel van onroerend goed;Slib;2022;0.0
4888;L Verhuur en handel van onroerend goed;Mineraal afval;2008;
4889;L Verhuur en handel van onroerend goed;Mineraal afval;2010;
4890;L Verhuur en handel van onroerend goed;Mineraal afval;2012;0.0
4891;L Verhuur en handel van onroerend goed;Mineraal afval;2014;0.0
4892;L Verhuur en handel van onroerend goed;Mineraal afval;2016;0.0
4893;L Verhuur en handel van onroerend goed;Mineraal afval;2018;0.0
4894;L Verhuur en handel van onroerend goed;Mineraal afval;2020;0.0
4895;L Verhuur en handel van onroerend goed;Mineraal afval;2022;0.0
4896;M-N Zakelijke dienstverlening;Totaal afval;2008;
4897;M-N Zakelijke dienstverlening;Totaal afval;2010;
4898;M-N Zakelijke dienstverlening;Totaal afval;2012;1171.0
4899;M-N Zakelijke dienstverlening;Totaal afval;2014;1169.0
4900;M-N Zakelijke dienstverlening;Totaal afval;2016;1154.0
4901;M-N Zakelijke dienstverlening;Totaal afval;2018;1124.0
4902;M-N Zakelijke dienstverlening;Totaal afval;2020;1383.0
4903;M-N Zakelijke dienstverlening;Totaal afval;2022;1309.0
4904;M-N Zakelijke dienstverlening;Chemisch afval;2008;
4905;M-N Zakelijke dienstverlening;Chemisch afval;2010;
4906;M-N Zakelijke dienstverlening;Chemisch afval;2012;30.0
4907;M-N Zakelijke dienstverlening;Chemisch afval;2014;41.0
4908;M-N Zakelijke dienstverlening;Chemisch afval;2016;50.0
4909;M-N Zakelijke dienstverlening;Chemisch afval;2018;48.0
4910;M-N Zakelijke dienstverlening;Chemisch afval;2020;53.0
4911;M-N Zakelijke dienstverlening;Chemisch afval;2022;51.0
4912;M-N Zakelijke dienstverlening;Totaal recyclebaar afval;2008;
4913;M-N Zakelijke dienstverlening;Totaal recyclebaar afval;2010;
4914;M-N Zakelijke dienstverlening;Totaal recyclebaar afval;2012;311.0
4915;M-N Zakelijke dienstverlening;Totaal recyclebaar afval;2014;276.0
4916;M-N Zakelijke dienstverlening;Totaal recyclebaar afval;2016;266.0
4917;M-N Zakelijke dienstverlening;Totaal recyclebaar afval;2018;245.0
4918;M-N Zakelijke dienstverlening;Totaal recyclebaar afval;2020;297.0
4919;M-N Zakelijke dienstverlening;Totaal recyclebaar afval;2022;267.0
4920;M-N Zakelijke dienstverlening;IJzerafval;2008;
4921;M-N Zakelijke dienstverlening;IJzerafval;2010;
4922;M-N Zakelijke dienstverlening;IJzerafval;2012;24.0
4923;M-N Zakelijke dienstverlening;IJzerafval;2014;8.0
4924;M-N Zakelijke dienstverlening;IJzerafval;2016;14.0
4925;M-N Zakelijke dienstverlening;IJzerafval;2018;13.0
4926;M-N Zakelijke dienstverlening;IJzerafval;2020;19.0
4927;M-N Zakelijke dienstverlening;IJzerafval;2022;17.0
4928;M-N Zakelijke dienstverlening;Ander metaalafval;2008;
4929;M-N Zakelijke dienstverlening;Ander metaalafval;2010;
4930;M-N Zakelijke dienstverlening;Ander metaalafval;2012;1.0
4931;M-N Zakelijke dienstverlening;Ander metaalafval;2014;0.0
4932;M-N Zakelijke dienstverlening;Ander metaalafval;2016;0.0
4933;M-N Zakelijke dienstverlening;Ander metaalafval;2018;1.0
4934;M-N Zakelijke dienstverlening;Ander metaalafval;2020;5.0
4935;M-N Zakelijke dienstverlening;Ander metaalafval;2022;4.0
4936;M-N Zakelijke dienstverlening;Gemengd metaalafval;2008;
4937;M-N Zakelijke dienstverlening;Gemengd metaalafval;2010;
4938;M-N Zakelijke dienstverlening;Gemengd metaalafval;2012;8.0
4939;M-N Zakelijke dienstverlening;Gemengd metaalafval;2014;14.0
4940;M-N Zakelijke dienstverlening;Gemengd metaalafval;2016;13.0
4941;M-N Zakelijke dienstverlening;Gemengd metaalafval;2018;16.0
4942;M-N Zakelijke dienstverlening;Gemengd metaalafval;2020;26.0
4943;M-N Zakelijke dienstverlening;Gemengd metaalafval;2022;8.0
4944;M-N Zakelijke dienstverlening;Glasafval;2008;
4945;M-N Zakelijke dienstverlening;Glasafval;2010;
4946;M-N Zakelijke dienstverlening;Glasafval;2012;24.0
4947;M-N Zakelijke dienstverlening;Glasafval;2014;27.0
4948;M-N Zakelijke dienstverlening;Glasafval;2016;28.0
4949;M-N Zakelijke dienstverlening;Glasafval;2018;27.0
4950;M-N Zakelijke dienstverlening;Glasafval;2020;29.0
4951;M-N Zakelijke dienstverlening;Glasafval;2022;53.0
4952;M-N Zakelijke dienstverlening;Papierafval;2008;
4953;M-N Zakelijke dienstverlening;Papierafval;2010;
4954;M-N Zakelijke dienstverlening;Papierafval;2012;185.0
4955;M-N Zakelijke dienstverlening;Papierafval;2014;174.0
4956;M-N Zakelijke dienstverlening;Papierafval;2016;182.0
4957;M-N Zakelijke dienstverlening;Papierafval;2018;152.0
4958;M-N Zakelijke dienstverlening;Papierafval;2020;157.0
4959;M-N Zakelijke dienstverlening;Papierafval;2022;135.0
4960;M-N Zakelijke dienstverlening;Rubberafval;2008;
4961;M-N Zakelijke dienstverlening;Rubberafval;2010;
4962;M-N Zakelijke dienstverlening;Rubberafval;2012;0.0
4963;M-N Zakelijke dienstverlening;Rubberafval;2014;0.0
4964;M-N Zakelijke dienstverlening;Rubberafval;2016;0.0
4965;M-N Zakelijke dienstverlening;Rubberafval;2018;0.0
4966;M-N Zakelijke dienstverlening;Rubberafval;2020;0.0
4967;M-N Zakelijke dienstverlening;Rubberafval;2022;0.0
4968;M-N Zakelijke dienstverlening;Plasticafval;2008;
4969;M-N Zakelijke dienstverlening;Plasticafval;2010;
4970;M-N Zakelijke dienstverlening;Plasticafval;2012;42.0
4971;M-N Zakelijke dienstverlening;Plasticafval;2014;23.0
4972;M-N Zakelijke dienstverlening;Plasticafval;2016;12.0
4973;M-N Zakelijke dienstverlening;Plasticafval;2018;17.0
4974;M-N Zakelijke dienstverlening;Plasticafval;2020;26.0
4975;M-N Zakelijke dienstverlening;Plasticafval;2022;18.0
4976;M-N Zakelijke dienstverlening;Houtafval;2008;
4977;M-N Zakelijke dienstverlening;Houtafval;2010;
4978;M-N Zakelijke dienstverlening;Houtafval;2012;27.0
4979;M-N Zakelijke dienstverlening;Houtafval;2014;29.0
4980;M-N Zakelijke dienstverlening;Houtafval;2016;14.0
4981;M-N Zakelijke dienstverlening;Houtafval;2018;17.0
4982;M-N Zakelijke dienstverlening;Houtafval;2020;34.0
4983;M-N Zakelijke dienstverlening;Houtafval;2022;32.0
4984;M-N Zakelijke dienstverlening;Textielafval;2008;
4985;M-N Zakelijke dienstverlening;Textielafval;2010;
4986;M-N Zakelijke dienstverlening;Textielafval;2012;0.0
4987;M-N Zakelijke dienstverlening;Textielafval;2014;0.0
4988;M-N Zakelijke dienstverlening;Textielafval;2016;0.0
4989;M-N Zakelijke dienstverlening;Textielafval;2018;1.0
4990;M-N Zakelijke dienstverlening;Textielafval;2020;1.0
4991;M-N Zakelijke dienstverlening;Textielafval;2022;0.0
4992;M-N Zakelijke dienstverlening;Overig recyclebaar afval;2008;
4993;M-N Zakelijke dienstverlening;Overig recyclebaar afval;2010;
4994;M-N Zakelijke dienstverlening;Overig recyclebaar afval;2012;0.0
4995;M-N Zakelijke dienstverlening;Overig recyclebaar afval;2014;0.0
4996;M-N Zakelijke dienstverlening;Overig recyclebaar afval;2016;0.0
4997;M-N Zakelijke dienstverlening;Overig recyclebaar afval;2018;0.0
4998;M-N Zakelijke dienstverlening;Overig recyclebaar afval;2020;0.0
4999;M-N Zakelijke dienstverlening;Overig recyclebaar afval;2022;0.0
5000;M-N Zakelijke dienstverlening;Afgedankt materiaal;2008;
5001;M-N Zakelijke dienstverlening;Afgedankt materiaal;2010;
5002;M-N Zakelijke dienstverlening;Afgedankt materiaal;2012;1.0
5003;M-N Zakelijke dienstverlening;Afgedankt materiaal;2014;1.0
5004;M-N Zakelijke dienstverlening;Afgedankt materiaal;2016;1.0
5005;M-N Zakelijke dienstverlening;Afgedankt materiaal;2018;2.0
5006;M-N Zakelijke dienstverlening;Afgedankt materiaal;2020;1.0
5007;M-N Zakelijke dienstverlening;Afgedankt materiaal;2022;17.0
5008;M-N Zakelijke dienstverlening;Dierlijk en plantaardig afval;2008;
5009;M-N Zakelijke dienstverlening;Dierlijk en plantaardig afval;2010;
5010;M-N Zakelijke dienstverlening;Dierlijk en plantaardig afval;2012;380.0
5011;M-N Zakelijke dienstverlening;Dierlijk en plantaardig afval;2014;375.0
5012;M-N Zakelijke dienstverlening;Dierlijk en plantaardig afval;2016;262.0
5013;M-N Zakelijke dienstverlening;Dierlijk en plantaardig afval;2018;347.0
5014;M-N Zakelijke dienstverlening;Dierlijk en plantaardig afval;2020;536.0
5015;M-N Zakelijke dienstverlening;Dierlijk en plantaardig afval;2022;511.0
5016;M-N Zakelijke dienstverlening;Gemengd afval;2008;
5017;M-N Zakelijke dienstverlening;Gemengd afval;2010;
5018;M-N Zakelijke dienstverlening;Gemengd afval;2012;448.0
5019;M-N Zakelijke dienstverlening;Gemengd afval;2014;475.0
5020;M-N Zakelijke dienstverlening;Gemengd afval;2016;575.0
5021;M-N Zakelijke dienstverlening;Gemengd afval;2018;483.0
5022;M-N Zakelijke dienstverlening;Gemengd afval;2020;495.0
5023;M-N Zakelijke dienstverlening;Gemengd afval;2022;462.0
5024;M-N Zakelijke dienstverlening;Slib;2008;
5025;M-N Zakelijke dienstverlening;Slib;2010;
5026;M-N Zakelijke dienstverlening;Slib;2012;0.0
5027;M-N Zakelijke dienstverlening;Slib;2014;0.0
5028;M-N Zakelijke dienstverlening;Slib;2016;0.0
5029;M-N Zakelijke dienstverlening;Slib;2018;0.0
5030;M-N Zakelijke dienstverlening;Slib;2020;0.0
5031;M-N Zakelijke dienstverlening;Slib;2022;0.0
5032;M-N Zakelijke dienstverlening;Mineraal afval;2008;
5033;M-N Zakelijke dienstverlening;Mineraal afval;2010;
5034;M-N Zakelijke dienstverlening;Mineraal afval;2012;0.0
5035;M-N Zakelijke dienstverlening;Mineraal afval;2014;1.0
5036;M-N Zakelijke dienstverlening;Mineraal afval;2016;0.0
5037;M-N Zakelijke dienstverlening;Mineraal afval;2018;0.0
5038;M-N Zakelijke dienstverlening;Mineraal afval;2020;0.0
5039;M-N Zakelijke dienstverlening;Mineraal afval;2022;0.0
5040;O-Q Overheid en zorg;Totaal afval;2008;
5041;O-Q Overheid en zorg;Totaal afval;2010;
5042;O-Q Overheid en zorg;Totaal afval;2012;2112.0
5043;O-Q Overheid en zorg;Totaal afval;2014;2139.0
5044;O-Q Overheid en zorg;Totaal afval;2016;2094.0
5045;O-Q Overheid en zorg;Totaal afval;2018;1982.0
5046;O-Q Overheid en zorg;Totaal afval;2020;1943.0
5047;O-Q Overheid en zorg;Totaal afval;2022;1908.0
5048;O-Q Overheid en zorg;Chemisch afval;2008;
5049;O-Q Overheid en zorg;Chemisch afval;2010;
5050;O-Q Overheid en zorg;Chemisch afval;2012;57.0
5051;O-Q Overheid en zorg;Chemisch afval;2014;64.0
5052;O-Q Overheid en zorg;Chemisch afval;2016;58.0
5053;O-Q Overheid en zorg;Chemisch afval;2018;62.0
5054;O-Q Overheid en zorg;Chemisch afval;2020;70.0
5055;O-Q Overheid en zorg;Chemisch afval;2022;74.0
5056;O-Q Overheid en zorg;Totaal recyclebaar afval;2008;
5057;O-Q Overheid en zorg;Totaal recyclebaar afval;2010;
5058;O-Q Overheid en zorg;Totaal recyclebaar afval;2012;271.0
5059;O-Q Overheid en zorg;Totaal recyclebaar afval;2014;290.0
5060;O-Q Overheid en zorg;Totaal recyclebaar afval;2016;275.0
5061;O-Q Overheid en zorg;Totaal recyclebaar afval;2018;248.0
5062;O-Q Overheid en zorg;Totaal recyclebaar afval;2020;234.0
5063;O-Q Overheid en zorg;Totaal recyclebaar afval;2022;250.0
5064;O-Q Overheid en zorg;IJzerafval;2008;
5065;O-Q Overheid en zorg;IJzerafval;2010;
5066;O-Q Overheid en zorg;IJzerafval;2012;0.0
5067;O-Q Overheid en zorg;IJzerafval;2014;0.0
5068;O-Q Overheid en zorg;IJzerafval;2016;0.0
5069;O-Q Overheid en zorg;IJzerafval;2018;1.0
5070;O-Q Overheid en zorg;IJzerafval;2020;2.0
5071;O-Q Overheid en zorg;IJzerafval;2022;1.0
5072;O-Q Overheid en zorg;Ander metaalafval;2008;
5073;O-Q Overheid en zorg;Ander metaalafval;2010;
5074;O-Q Overheid en zorg;Ander metaalafval;2012;0.0
5075;O-Q Overheid en zorg;Ander metaalafval;2014;0.0
5076;O-Q Overheid en zorg;Ander metaalafval;2016;0.0
5077;O-Q Overheid en zorg;Ander metaalafval;2018;0.0
5078;O-Q Overheid en zorg;Ander metaalafval;2020;0.0
5079;O-Q Overheid en zorg;Ander metaalafval;2022;0.0
5080;O-Q Overheid en zorg;Gemengd metaalafval;2008;
5081;O-Q Overheid en zorg;Gemengd metaalafval;2010;
5082;O-Q Overheid en zorg;Gemengd metaalafval;2012;0.0
5083;O-Q Overheid en zorg;Gemengd metaalafval;2014;0.0
5084;O-Q Overheid en zorg;Gemengd metaalafval;2016;0.0
5085;O-Q Overheid en zorg;Gemengd metaalafval;2018;0.0
5086;O-Q Overheid en zorg;Gemengd metaalafval;2020;1.0
5087;O-Q Overheid en zorg;Gemengd metaalafval;2022;1.0
5088;O-Q Overheid en zorg;Glasafval;2008;
5089;O-Q Overheid en zorg;Glasafval;2010;
5090;O-Q Overheid en zorg;Glasafval;2012;25.0
5091;O-Q Overheid en zorg;Glasafval;2014;25.0
5092;O-Q Overheid en zorg;Glasafval;2016;27.0
5093;O-Q Overheid en zorg;Glasafval;2018;25.0
5094;O-Q Overheid en zorg;Glasafval;2020;24.0
5095;O-Q Overheid en zorg;Glasafval;2022;24.0
5096;O-Q Overheid en zorg;Papierafval;2008;
5097;O-Q Overheid en zorg;Papierafval;2010;
5098;O-Q Overheid en zorg;Papierafval;2012;206.0
5099;O-Q Overheid en zorg;Papierafval;2014;223.0
5100;O-Q Overheid en zorg;Papierafval;2016;213.0
5101;O-Q Overheid en zorg;Papierafval;2018;191.0
5102;O-Q Overheid en zorg;Papierafval;2020;172.0
5103;O-Q Overheid en zorg;Papierafval;2022;190.0
5104;O-Q Overheid en zorg;Rubberafval;2008;
5105;O-Q Overheid en zorg;Rubberafval;2010;
5106;O-Q Overheid en zorg;Rubberafval;2012;0.0
5107;O-Q Overheid en zorg;Rubberafval;2014;0.0
5108;O-Q Overheid en zorg;Rubberafval;2016;0.0
5109;O-Q Overheid en zorg;Rubberafval;2018;0.0
5110;O-Q Overheid en zorg;Rubberafval;2020;0.0
5111;O-Q Overheid en zorg;Rubberafval;2022;0.0
5112;O-Q Overheid en zorg;Plasticafval;2008;
5113;O-Q Overheid en zorg;Plasticafval;2010;
5114;O-Q Overheid en zorg;Plasticafval;2012;39.0
5115;O-Q Overheid en zorg;Plasticafval;2014;40.0
5116;O-Q Overheid en zorg;Plasticafval;2016;34.0
5117;O-Q Overheid en zorg;Plasticafval;2018;31.0
5118;O-Q Overheid en zorg;Plasticafval;2020;33.0
5119;O-Q Overheid en zorg;Plasticafval;2022;34.0
5120;O-Q Overheid en zorg;Houtafval;2008;
5121;O-Q Overheid en zorg;Houtafval;2010;
5122;O-Q Overheid en zorg;Houtafval;2012;0.0
5123;O-Q Overheid en zorg;Houtafval;2014;1.0
5124;O-Q Overheid en zorg;Houtafval;2016;0.0
5125;O-Q Overheid en zorg;Houtafval;2018;0.0
5126;O-Q Overheid en zorg;Houtafval;2020;0.0
5127;O-Q Overheid en zorg;Houtafval;2022;0.0
5128;O-Q Overheid en zorg;Textielafval;2008;
5129;O-Q Overheid en zorg;Textielafval;2010;
5130;O-Q Overheid en zorg;Textielafval;2012;0.0
5131;O-Q Overheid en zorg;Textielafval;2014;0.0
5132;O-Q Overheid en zorg;Textielafval;2016;0.0
5133;O-Q Overheid en zorg;Textielafval;2018;0.0
5134;O-Q Overheid en zorg;Textielafval;2020;0.0
5135;O-Q Overheid en zorg;Textielafval;2022;0.0
5136;O-Q Overheid en zorg;Overig recyclebaar afval;2008;
5137;O-Q Overheid en zorg;Overig recyclebaar afval;2010;
5138;O-Q Overheid en zorg;Overig recyclebaar afval;2012;0.0
5139;O-Q Overheid en zorg;Overig recyclebaar afval;2014;0.0
5140;O-Q Overheid en zorg;Overig recyclebaar afval;2016;0.0
5141;O-Q Overheid en zorg;Overig recyclebaar afval;2018;0.0
5142;O-Q Overheid en zorg;Overig recyclebaar afval;2020;0.0
5143;O-Q Overheid en zorg;Overig recyclebaar afval;2022;0.0
5144;O-Q Overheid en zorg;Afgedankt materiaal;2008;
5145;O-Q Overheid en zorg;Afgedankt materiaal;2010;
5146;O-Q Overheid en zorg;Afgedankt materiaal;2012;23.0
5147;O-Q Overheid en zorg;Afgedankt materiaal;2014;36.0
5148;O-Q Overheid en zorg;Afgedankt materiaal;2016;31.0
5149;O-Q Overheid en zorg;Afgedankt materiaal;2018;40.0
5150;O-Q Overheid en zorg;Afgedankt materiaal;2020;56.0
5151;O-Q Overheid en zorg;Afgedankt materiaal;2022;51.0
5152;O-Q Overheid en zorg;Dierlijk en plantaardig afval;2008;
5153;O-Q Overheid en zorg;Dierlijk en plantaardig afval;2010;
5154;O-Q Overheid en zorg;Dierlijk en plantaardig afval;2012;647.0
5155;O-Q Overheid en zorg;Dierlijk en plantaardig afval;2014;656.0
5156;O-Q Overheid en zorg;Dierlijk en plantaardig afval;2016;641.0
5157;O-Q Overheid en zorg;Dierlijk en plantaardig afval;2018;611.0
5158;O-Q Overheid en zorg;Dierlijk en plantaardig afval;2020;610.0
5159;O-Q Overheid en zorg;Dierlijk en plantaardig afval;2022;575.0
5160;O-Q Overheid en zorg;Gemengd afval;2008;
5161;O-Q Overheid en zorg;Gemengd afval;2010;
5162;O-Q Overheid en zorg;Gemengd afval;2012;1029.0
5163;O-Q Overheid en zorg;Gemengd afval;2014;1009.0
5164;O-Q Overheid en zorg;Gemengd afval;2016;1006.0
5165;O-Q Overheid en zorg;Gemengd afval;2018;929.0
5166;O-Q Overheid en zorg;Gemengd afval;2020;888.0
5167;O-Q Overheid en zorg;Gemengd afval;2022;872.0
5168;O-Q Overheid en zorg;Slib;2008;
5169;O-Q Overheid en zorg;Slib;2010;
5170;O-Q Overheid en zorg;Slib;2012;85.0
5171;O-Q Overheid en zorg;Slib;2014;84.0
5172;O-Q Overheid en zorg;Slib;2016;82.0
5173;O-Q Overheid en zorg;Slib;2018;86.0
5174;O-Q Overheid en zorg;Slib;2020;85.0
5175;O-Q Overheid en zorg;Slib;2022;85.0
5176;O-Q Overheid en zorg;Mineraal afval;2008;
5177;O-Q Overheid en zorg;Mineraal afval;2010;
5178;O-Q Overheid en zorg;Mineraal afval;2012;0.0
5179;O-Q Overheid en zorg;Mineraal afval;2014;0.0
5180;O-Q Overheid en zorg;Mineraal afval;2016;1.0
5181;O-Q Overheid en zorg;Mineraal afval;2018;5.0
5182;O-Q Overheid en zorg;Mineraal afval;2020;0.0
5183;O-Q Overheid en zorg;Mineraal afval;2022;0.0
5184;R-U Cultuur, recreatie, overige diensten;Totaal afval;2008;
5185;R-U Cultuur, recreatie, overige diensten;Totaal afval;2010;
5186;R-U Cultuur, recreatie, overige diensten;Totaal afval;2012;497.0
5187;R-U Cultuur, recreatie, overige diensten;Totaal afval;2014;527.0
5188;R-U Cultuur, recreatie, overige diensten;Totaal afval;2016;581.0
5189;R-U Cultuur, recreatie, overige diensten;Totaal afval;2018;615.0
5190;R-U Cultuur, recreatie, overige diensten;Totaal afval;2020;361.0
5191;R-U Cultuur, recreatie, overige diensten;Totaal afval;2022;428.0
5192;R-U Cultuur, recreatie, overige diensten;Chemisch afval;2008;
5193;R-U Cultuur, recreatie, overige diensten;Chemisch afval;2010;
5194;R-U Cultuur, recreatie, overige diensten;Chemisch afval;2012;3.0
5195;R-U Cultuur, recreatie, overige diensten;Chemisch afval;2014;3.0
5196;R-U Cultuur, recreatie, overige diensten;Chemisch afval;2016;2.0
5197;R-U Cultuur, recreatie, overige diensten;Chemisch afval;2018;2.0
5198;R-U Cultuur, recreatie, overige diensten;Chemisch afval;2020;3.0
5199;R-U Cultuur, recreatie, overige diensten;Chemisch afval;2022;4.0
5200;R-U Cultuur, recreatie, overige diensten;Totaal recyclebaar afval;2008;
5201;R-U Cultuur, recreatie, overige diensten;Totaal recyclebaar afval;2010;
5202;R-U Cultuur, recreatie, overige diensten;Totaal recyclebaar afval;2012;57.0
5203;R-U Cultuur, recreatie, overige diensten;Totaal recyclebaar afval;2014;48.0
5204;R-U Cultuur, recreatie, overige diensten;Totaal recyclebaar afval;2016;48.0
5205;R-U Cultuur, recreatie, overige diensten;Totaal recyclebaar afval;2018;49.0
5206;R-U Cultuur, recreatie, overige diensten;Totaal recyclebaar afval;2020;47.0
5207;R-U Cultuur, recreatie, overige diensten;Totaal recyclebaar afval;2022;41.0
5208;R-U Cultuur, recreatie, overige diensten;IJzerafval;2008;
5209;R-U Cultuur, recreatie, overige diensten;IJzerafval;2010;
5210;R-U Cultuur, recreatie, overige diensten;IJzerafval;2012;5.0
5211;R-U Cultuur, recreatie, overige diensten;IJzerafval;2014;1.0
5212;R-U Cultuur, recreatie, overige diensten;IJzerafval;2016;0.0
5213;R-U Cultuur, recreatie, overige diensten;IJzerafval;2018;0.0
5214;R-U Cultuur, recreatie, overige diensten;IJzerafval;2020;4.0
5215;R-U Cultuur, recreatie, overige diensten;IJzerafval;2022;1.0
5216;R-U Cultuur, recreatie, overige diensten;Ander metaalafval;2008;
5217;R-U Cultuur, recreatie, overige diensten;Ander metaalafval;2010;
5218;R-U Cultuur, recreatie, overige diensten;Ander metaalafval;2012;0.0
5219;R-U Cultuur, recreatie, overige diensten;Ander metaalafval;2014;0.0
5220;R-U Cultuur, recreatie, overige diensten;Ander metaalafval;2016;0.0
5221;R-U Cultuur, recreatie, overige diensten;Ander metaalafval;2018;0.0
5222;R-U Cultuur, recreatie, overige diensten;Ander metaalafval;2020;0.0
5223;R-U Cultuur, recreatie, overige diensten;Ander metaalafval;2022;0.0
5224;R-U Cultuur, recreatie, overige diensten;Gemengd metaalafval;2008;
5225;R-U Cultuur, recreatie, overige diensten;Gemengd metaalafval;2010;
5226;R-U Cultuur, recreatie, overige diensten;Gemengd metaalafval;2012;1.0
5227;R-U Cultuur, recreatie, overige diensten;Gemengd metaalafval;2014;1.0
5228;R-U Cultuur, recreatie, overige diensten;Gemengd metaalafval;2016;2.0
5229;R-U Cultuur, recreatie, overige diensten;Gemengd metaalafval;2018;2.0
5230;R-U Cultuur, recreatie, overige diensten;Gemengd metaalafval;2020;1.0
5231;R-U Cultuur, recreatie, overige diensten;Gemengd metaalafval;2022;0.0
5232;R-U Cultuur, recreatie, overige diensten;Glasafval;2008;
5233;R-U Cultuur, recreatie, overige diensten;Glasafval;2010;
5234;R-U Cultuur, recreatie, overige diensten;Glasafval;2012;7.0
5235;R-U Cultuur, recreatie, overige diensten;Glasafval;2014;7.0
5236;R-U Cultuur, recreatie, overige diensten;Glasafval;2016;7.0
5237;R-U Cultuur, recreatie, overige diensten;Glasafval;2018;8.0
5238;R-U Cultuur, recreatie, overige diensten;Glasafval;2020;7.0
5239;R-U Cultuur, recreatie, overige diensten;Glasafval;2022;7.0
5240;R-U Cultuur, recreatie, overige diensten;Papierafval;2008;
5241;R-U Cultuur, recreatie, overige diensten;Papierafval;2010;
5242;R-U Cultuur, recreatie, overige diensten;Papierafval;2012;37.0
5243;R-U Cultuur, recreatie, overige diensten;Papierafval;2014;37.0
5244;R-U Cultuur, recreatie, overige diensten;Papierafval;2016;35.0
5245;R-U Cultuur, recreatie, overige diensten;Papierafval;2018;36.0
5246;R-U Cultuur, recreatie, overige diensten;Papierafval;2020;32.0
5247;R-U Cultuur, recreatie, overige diensten;Papierafval;2022;31.0
5248;R-U Cultuur, recreatie, overige diensten;Rubberafval;2008;
5249;R-U Cultuur, recreatie, overige diensten;Rubberafval;2010;
5250;R-U Cultuur, recreatie, overige diensten;Rubberafval;2012;0.0
5251;R-U Cultuur, recreatie, overige diensten;Rubberafval;2014;0.0
5252;R-U Cultuur, recreatie, overige diensten;Rubberafval;2016;0.0
5253;R-U Cultuur, recreatie, overige diensten;Rubberafval;2018;0.0
5254;R-U Cultuur, recreatie, overige diensten;Rubberafval;2020;0.0
