ID;HerkomstBestemming;Afvalsoorten;Perioden;Afval_1
1771;20-21 Chemie en farmaceutische industrie;Gemengd metaalafval;2014;11.0
1772;20-21 Chemie en farmaceutische industrie;Gemengd metaalafval;2016;11.0
1773;20-21 Chemie en farmaceutische industrie;Gemengd metaalafval;2018;17.0
1774;20-21 Chemie en farmaceutische industrie;Gemengd metaalafval;2020;13.0
1775;20-21 Chemie en farmaceutische industrie;Gemengd metaalafval;2022;13.0
1776;20-21 Chemie en farmaceutische industrie;Glasafval;2008;
1777;20-21 Chemie en farmaceutische industrie;Glasafval;2010;
1778;20-21 Chemie en farmaceutische industrie;Glasafval;2012;1.0
1779;20-21 Chemie en farmaceutische industrie;Glasafval;2014;0.0
1780;20-21 Chemie en farmaceutische industrie;Glasafval;2016;1.0
1781;20-21 Chemie en farmaceutische industrie;Glasafval;2018;0.0
1782;20-21 Chemie en farmaceutische industrie;Glasafval;2020;0.0
1783;20-21 Chemie en farmaceutische industrie;Glasafval;2022;0.0
1784;20-21 Chemie en farmaceutische industrie;Papierafval;2008;
1785;20-21 Chemie en farmaceutische industrie;Papierafval;2010;
1786;20-21 Chemie en farmaceutische industrie;Papierafval;2012;17.0
1787;20-21 Chemie en farmaceutische industrie;Papierafval;2014;18.0
1788;20-21 Chemie en farmaceutische industrie;Papierafval;2016;19.0
1789;20-21 Chemie en farmaceutische industrie;Papierafval;2018;17.0
1790;20-21 Chemie en farmaceutische industrie;Papierafval;2020;19.0
1791;20-21 Chemie en farmaceutische industrie;Papierafval;2022;19.0
1792;20-21 Chemie en farmaceutische industrie;Rubberafval;2008;
1793;20-21 Chemie en farmaceutische industrie;Rubberafval;2010;
1794;20-21 Chemie en farmaceutische industrie;Rubberafval;2012;0.0
1795;20-21 Chemie en farmaceutische industrie;Rubberafval;2014;0.0
1796;20-21 Chemie en farmaceutische industrie;Rubberafval;2016;0.0
1797;20-21 Chemie en farmaceutische industrie;Rubberafval;2018;0.0
1798;20-21 Chemie en farmaceutische industrie;Rubberafval;2020;0.0
1799;20-21 Chemie en farmaceutische industrie;Rubberafval;2022;0.0
1800;20-21 Chemie en farmaceutische industrie;Plasticafval;2008;
1801;20-21 Chemie en farmaceutische industrie;Plasticafval;2010;
1802;20-21 Chemie en farmaceutische industrie;Plasticafval;2012;15.0
1803;20-21 Chemie en farmaceutische industrie;Plasticafval;2014;18.0
1804;20-21 Chemie en farmaceutische industrie;Plasticafval;2016;20.0
1805;20-21 Chemie en farmaceutische industrie;Plasticafval;2018;17.0
1806;20-21 Chemie en farmaceutische industrie;Plasticafval;2020;25.0
1807;20-21 Chemie en farmaceutische industrie;Plasticafval;2022;20.0
1808;20-21 Chemie en farmaceutische industrie;Houtafval;2008;
1809;20-21 Chemie en farmaceutische industrie;Houtafval;2010;
1810;20-21 Chemie en farmaceutische industrie;Houtafval;2012;8.0
1811;20-21 Chemie en farmaceutische industrie;Houtafval;2014;7.0
1812;20-21 Chemie en farmaceutische industrie;Houtafval;2016;7.0
1813;20-21 Chemie en farmaceutische industrie;Houtafval;2018;7.0
1814;20-21 Chemie en farmaceutische industrie;Houtafval;2020;8.0
1815;20-21 Chemie en farmaceutische industrie;Houtafval;2022;8.0
1816;20-21 Chemie en farmaceutische industrie;Textielafval;2008;
1817;20-21 Chemie en farmaceutische industrie;Textielafval;2010;
1818;20-21 Chemie en farmaceutische industrie;Textielafval;2012;0.0
1819;20-21 Chemie en farmaceutische industrie;Textielafval;2014;0.0
1820;20-21 Chemie en farmaceutische industrie;Textielafval;2016;0.0
1821;20-21 Chemie en farmaceutische industrie;Textielafval;2018;0.0
1822;20-21 Chemie en farmaceutische industrie;Textielafval;2020;0.0
1823;20-21 Chemie en farmaceutische industrie;Textielafval;2022;0.0
1824;20-21 Chemie en farmaceutische industrie;Overig recyclebaar afval;2008;
1825;20-21 Chemie en farmaceutische industrie;Overig recyclebaar afval;2010;
1826;20-21 Chemie en farmaceutische industrie;Overig recyclebaar afval;2012;0.0
1827;20-21 Chemie en farmaceutische industrie;Overig recyclebaar afval;2014;0.0
1828;20-21 Chemie en farmaceutische industrie;Overig recyclebaar afval;2016;0.0
1829;20-21 Chemie en farmaceutische industrie;Overig recyclebaar afval;2018;0.0
1830;20-21 Chemie en farmaceutische industrie;Overig recyclebaar afval;2020;0.0
1831;20-21 Chemie en farmaceutische industrie;Overig recyclebaar afval;2022;0.0
1832;20-21 Chemie en farmaceutische industrie;Afgedankt materiaal;2008;
1833;20-21 Chemie en farmaceutische industrie;Afgedankt materiaal;2010;
1834;20-21 Chemie en farmaceutische industrie;Afgedankt materiaal;2012;0.0
1835;20-21 Chemie en farmaceutische industrie;Afgedankt materiaal;2014;1.0
1836;20-21 Chemie en farmaceutische industrie;Afgedankt materiaal;2016;0.0
1837;20-21 Chemie en farmaceutische industrie;Afgedankt materiaal;2018;3.0
1838;20-21 Chemie en farmaceutische industrie;Afgedankt materiaal;2020;0.0
1839;20-21 Chemie en farmaceutische industrie;Afgedankt materiaal;2022;0.0
1840;20-21 Chemie en farmaceutische industrie;Dierlijk en plantaardig afval;2008;
1841;20-21 Chemie en farmaceutische industrie;Dierlijk en plantaardig afval;2010;
1842;20-21 Chemie en farmaceutische industrie;Dierlijk en plantaardig afval;2012;116.0
1843;20-21 Chemie en farmaceutische industrie;Dierlijk en plantaardig afval;2014;80.0
1844;20-21 Chemie en farmaceutische industrie;Dierlijk en plantaardig afval;2016;84.0
1845;20-21 Chemie en farmaceutische industrie;Dierlijk en plantaardig afval;2018;106.0
1846;20-21 Chemie en farmaceutische industrie;Dierlijk en plantaardig afval;2020;105.0
1847;20-21 Chemie en farmaceutische industrie;Dierlijk en plantaardig afval;2022;104.0
1848;20-21 Chemie en farmaceutische industrie;Gemengd afval;2008;
1849;20-21 Chemie en farmaceutische industrie;Gemengd afval;2010;
1850;20-21 Chemie en farmaceutische industrie;Gemengd afval;2012;147.0
1851;20-21 Chemie en farmaceutische industrie;Gemengd afval;2014;141.0
1852;20-21 Chemie en farmaceutische industrie;Gemengd afval;2016;126.0
1853;20-21 Chemie en farmaceutische industrie;Gemengd afval;2018;145.0
1854;20-21 Chemie en farmaceutische industrie;Gemengd afval;2020;148.0
1855;20-21 Chemie en farmaceutische industrie;Gemengd afval;2022;76.0
1856;20-21 Chemie en farmaceutische industrie;Slib;2008;
1857;20-21 Chemie en farmaceutische industrie;Slib;2010;
1858;20-21 Chemie en farmaceutische industrie;Slib;2012;8.0
1859;20-21 Chemie en farmaceutische industrie;Slib;2014;7.0
1860;20-21 Chemie en farmaceutische industrie;Slib;2016;5.0
1861;20-21 Chemie en farmaceutische industrie;Slib;2018;4.0
1862;20-21 Chemie en farmaceutische industrie;Slib;2020;5.0
1863;20-21 Chemie en farmaceutische industrie;Slib;2022;5.0
1864;20-21 Chemie en farmaceutische industrie;Mineraal afval;2008;
1865;20-21 Chemie en farmaceutische industrie;Mineraal afval;2010;
1866;20-21 Chemie en farmaceutische industrie;Mineraal afval;2012;383.0
1867;20-21 Chemie en farmaceutische industrie;Mineraal afval;2014;11.0
1868;20-21 Chemie en farmaceutische industrie;Mineraal afval;2016;37.0
1869;20-21 Chemie en farmaceutische industrie;Mineraal afval;2018;15.0
1870;20-21 Chemie en farmaceutische industrie;Mineraal afval;2020;12.0
1871;20-21 Chemie en farmaceutische industrie;Mineraal afval;2022;8.0
1872;20 Chemische industrie;Totaal afval;2008;
1873;20 Chemische industrie;Totaal afval;2010;
1874;20 Chemische industrie;Totaal afval;2012;1081.0
1875;20 Chemische industrie;Totaal afval;2014;632.0
1876;20 Chemische industrie;Totaal afval;2016;699.0
1877;20 Chemische industrie;Totaal afval;2018;726.0
1878;20 Chemische industrie;Totaal afval;2020;707.0
1879;20 Chemische industrie;Totaal afval;2022;606.0
1880;20 Chemische industrie;Chemisch afval;2008;
1881;20 Chemische industrie;Chemisch afval;2010;
1882;20 Chemische industrie;Chemisch afval;2012;437.0
1883;20 Chemische industrie;Chemisch afval;2014;394.0
1884;20 Chemische industrie;Chemisch afval;2016;438.0
1885;20 Chemische industrie;Chemisch afval;2018;442.0
1886;20 Chemische industrie;Chemisch afval;2020;406.0
1887;20 Chemische industrie;Chemisch afval;2022;378.0
1888;20 Chemische industrie;Totaal recyclebaar afval;2008;
1889;20 Chemische industrie;Totaal recyclebaar afval;2010;
1890;20 Chemische industrie;Totaal recyclebaar afval;2012;51.0
1891;20 Chemische industrie;Totaal recyclebaar afval;2014;53.0
1892;20 Chemische industrie;Totaal recyclebaar afval;2016;57.0
1893;20 Chemische industrie;Totaal recyclebaar afval;2018;56.0
1894;20 Chemische industrie;Totaal recyclebaar afval;2020;63.0
1895;20 Chemische industrie;Totaal recyclebaar afval;2022;55.0
1896;20 Chemische industrie;IJzerafval;2008;
1897;20 Chemische industrie;IJzerafval;2010;
1898;20 Chemische industrie;IJzerafval;2012;2.0
1899;20 Chemische industrie;IJzerafval;2014;3.0
1900;20 Chemische industrie;IJzerafval;2016;2.0
1901;20 Chemische industrie;IJzerafval;2018;2.0
1902;20 Chemische industrie;IJzerafval;2020;2.0
1903;20 Chemische industrie;IJzerafval;2022;1.0
1904;20 Chemische industrie;Ander metaalafval;2008;
1905;20 Chemische industrie;Ander metaalafval;2010;
1906;20 Chemische industrie;Ander metaalafval;2012;0.0
1907;20 Chemische industrie;Ander metaalafval;2014;0.0
1908;20 Chemische industrie;Ander metaalafval;2016;4.0
1909;20 Chemische industrie;Ander metaalafval;2018;2.0
1910;20 Chemische industrie;Ander metaalafval;2020;0.0
1911;20 Chemische industrie;Ander metaalafval;2022;0.0
1912;20 Chemische industrie;Gemengd metaalafval;2008;
1913;20 Chemische industrie;Gemengd metaalafval;2010;
1914;20 Chemische industrie;Gemengd metaalafval;2012;13.0
1915;20 Chemische industrie;Gemengd metaalafval;2014;10.0
1916;20 Chemische industrie;Gemengd metaalafval;2016;11.0
1917;20 Chemische industrie;Gemengd metaalafval;2018;16.0
1918;20 Chemische industrie;Gemengd metaalafval;2020;13.0
1919;20 Chemische industrie;Gemengd metaalafval;2022;12.0
1920;20 Chemische industrie;Glasafval;2008;
1921;20 Chemische industrie;Glasafval;2010;
1922;20 Chemische industrie;Glasafval;2012;0.0
1923;20 Chemische industrie;Glasafval;2014;0.0
1924;20 Chemische industrie;Glasafval;2016;0.0
1925;20 Chemische industrie;Glasafval;2018;0.0
1926;20 Chemische industrie;Glasafval;2020;0.0
1927;20 Chemische industrie;Glasafval;2022;0.0
1928;20 Chemische industrie;Papierafval;2008;
1929;20 Chemische industrie;Papierafval;2010;
1930;20 Chemische industrie;Papierafval;2012;14.0
1931;20 Chemische industrie;Papierafval;2014;14.0
1932;20 Chemische industrie;Papierafval;2016;15.0
1933;20 Chemische industrie;Papierafval;2018;14.0
1934;20 Chemische industrie;Papierafval;2020;16.0
1935;20 Chemische industrie;Papierafval;2022;15.0
1936;20 Chemische industrie;Rubberafval;2008;
1937;20 Chemische industrie;Rubberafval;2010;
1938;20 Chemische industrie;Rubberafval;2012;0.0
1939;20 Chemische industrie;Rubberafval;2014;0.0
1940;20 Chemische industrie;Rubberafval;2016;0.0
1941;20 Chemische industrie;Rubberafval;2018;0.0
1942;20 Chemische industrie;Rubberafval;2020;0.0
1943;20 Chemische industrie;Rubberafval;2022;0.0
1944;20 Chemische industrie;Plasticafval;2008;
1945;20 Chemische industrie;Plasticafval;2010;
1946;20 Chemische industrie;Plasticafval;2012;14.0
1947;20 Chemische industrie;Plasticafval;2014;18.0
1948;20 Chemische industrie;Plasticafval;2016;19.0
1949;20 Chemische industrie;Plasticafval;2018;16.0
1950;20 Chemische industrie;Plasticafval;2020;24.0
1951;20 Chemische industrie;Plasticafval;2022;19.0
1952;20 Chemische industrie;Houtafval;2008;
1953;20 Chemische industrie;Houtafval;2010;
1954;20 Chemische industrie;Houtafval;2012;7.0
1955;20 Chemische industrie;Houtafval;2014;7.0
1956;20 Chemische industrie;Houtafval;2016;6.0
1957;20 Chemische industrie;Houtafval;2018;6.0
1958;20 Chemische industrie;Houtafval;2020;8.0
1959;20 Chemische industrie;Houtafval;2022;7.0
1960;20 Chemische industrie;Textielafval;2008;
1961;20 Chemische industrie;Textielafval;2010;
1962;20 Chemische industrie;Textielafval;2012;0.0
1963;20 Chemische industrie;Textielafval;2014;0.0
1964;20 Chemische industrie;Textielafval;2016;0.0
1965;20 Chemische industrie;Textielafval;2018;0.0
1966;20 Chemische industrie;Textielafval;2020;0.0
1967;20 Chemische industrie;Textielafval;2022;0.0
1968;20 Chemische industrie;Overig recyclebaar afval;2008;
1969;20 Chemische industrie;Overig recyclebaar afval;2010;
1970;20 Chemische industrie;Overig recyclebaar afval;2012;0.0
1971;20 Chemische industrie;Overig recyclebaar afval;2014;0.0
1972;20 Chemische industrie;Overig recyclebaar afval;2016;0.0
1973;20 Chemische industrie;Overig recyclebaar afval;2018;0.0
1974;20 Chemische industrie;Overig recyclebaar afval;2020;0.0
1975;20 Chemische industrie;Overig recyclebaar afval;2022;0.0
1976;20 Chemische industrie;Afgedankt materiaal;2008;
1977;20 Chemische industrie;Afgedankt materiaal;2010;
1978;20 Chemische industrie;Afgedankt materiaal;2012;0.0
1979;20 Chemische industrie;Afgedankt materiaal;2014;1.0
1980;20 Chemische industrie;Afgedankt materiaal;2016;0.0
1981;20 Chemische industrie;Afgedankt materiaal;2018;3.0
1982;20 Chemische industrie;Afgedankt materiaal;2020;0.0
1983;20 Chemische industrie;Afgedankt materiaal;2022;0.0
1984;20 Chemische industrie;Dierlijk en plantaardig afval;2008;
1985;20 Chemische industrie;Dierlijk en plantaardig afval;2010;
1986;20 Chemische industrie;Dierlijk en plantaardig afval;2012;62.0
1987;20 Chemische industrie;Dierlijk en plantaardig afval;2014;39.0
1988;20 Chemische industrie;Dierlijk en plantaardig afval;2016;45.0
1989;20 Chemische industrie;Dierlijk en plantaardig afval;2018;68.0
1990;20 Chemische industrie;Dierlijk en plantaardig afval;2020;79.0
1991;20 Chemische industrie;Dierlijk en plantaardig afval;2022;91.0
1992;20 Chemische industrie;Gemengd afval;2008;
1993;20 Chemische industrie;Gemengd afval;2010;
1994;20 Chemische industrie;Gemengd afval;2012;140.0
1995;20 Chemische industrie;Gemengd afval;2014;128.0
1996;20 Chemische industrie;Gemengd afval;2016;117.0
1997;20 Chemische industrie;Gemengd afval;2018;141.0
1998;20 Chemische industrie;Gemengd afval;2020;143.0
1999;20 Chemische industrie;Gemengd afval;2022;71.0
2000;20 Chemische industrie;Slib;2008;
2001;20 Chemische industrie;Slib;2010;
2002;20 Chemische industrie;Slib;2012;8.0
2003;20 Chemische industrie;Slib;2014;7.0
2004;20 Chemische industrie;Slib;2016;5.0
2005;20 Chemische industrie;Slib;2018;4.0
2006;20 Chemische industrie;Slib;2020;5.0
2007;20 Chemische industrie;Slib;2022;5.0
2008;20 Chemische industrie;Mineraal afval;2008;
2009;20 Chemische industrie;Mineraal afval;2010;
2010;20 Chemische industrie;Mineraal afval;2012;382.0
2011;20 Chemische industrie;Mineraal afval;2014;11.0
2012;20 Chemische industrie;Mineraal afval;2016;36.0
2013;20 Chemische industrie;Mineraal afval;2018;13.0
2014;20 Chemische industrie;Mineraal afval;2020;10.0
2015;20 Chemische industrie;Mineraal afval;2022;8.0
2016;21 Farmaceutische industrie;Totaal afval;2008;
2017;21 Farmaceutische industrie;Totaal afval;2010;
2018;21 Farmaceutische industrie;Totaal afval;2012;84.0
2019;21 Farmaceutische industrie;Totaal afval;2014;80.0
2020;21 Farmaceutische industrie;Totaal afval;2016;75.0
2021;21 Farmaceutische industrie;Totaal afval;2018;67.0
2022;21 Farmaceutische industrie;Totaal afval;2020;64.0
2023;21 Farmaceutische industrie;Totaal afval;2022;44.0
2024;21 Farmaceutische industrie;Chemisch afval;2008;
2025;21 Farmaceutische industrie;Chemisch afval;2010;
2026;21 Farmaceutische industrie;Chemisch afval;2012;18.0
2027;21 Farmaceutische industrie;Chemisch afval;2014;20.0
2028;21 Farmaceutische industrie;Chemisch afval;2016;21.0
2029;21 Farmaceutische industrie;Chemisch afval;2018;18.0
2030;21 Farmaceutische industrie;Chemisch afval;2020;26.0
2031;21 Farmaceutische industrie;Chemisch afval;2022;18.0
2032;21 Farmaceutische industrie;Totaal recyclebaar afval;2008;
2033;21 Farmaceutische industrie;Totaal recyclebaar afval;2010;
2034;21 Farmaceutische industrie;Totaal recyclebaar afval;2012;5.0
2035;21 Farmaceutische industrie;Totaal recyclebaar afval;2014;5.0
2036;21 Farmaceutische industrie;Totaal recyclebaar afval;2016;6.0
2037;21 Farmaceutische industrie;Totaal recyclebaar afval;2018;5.0
2038;21 Farmaceutische industrie;Totaal recyclebaar afval;2020;6.0
2039;21 Farmaceutische industrie;Totaal recyclebaar afval;2022;7.0
2040;21 Farmaceutische industrie;IJzerafval;2008;
2041;21 Farmaceutische industrie;IJzerafval;2010;
2042;21 Farmaceutische industrie;IJzerafval;2012;0.0
2043;21 Farmaceutische industrie;IJzerafval;2014;0.0
2044;21 Farmaceutische industrie;IJzerafval;2016;0.0
2045;21 Farmaceutische industrie;IJzerafval;2018;0.0
2046;21 Farmaceutische industrie;IJzerafval;2020;0.0
2047;21 Farmaceutische industrie;IJzerafval;2022;0.0
2048;21 Farmaceutische industrie;Ander metaalafval;2008;
2049;21 Farmaceutische industrie;Ander metaalafval;2010;
2050;21 Farmaceutische industrie;Ander metaalafval;2012;0.0
2051;21 Farmaceutische industrie;Ander metaalafval;2014;0.0
2052;21 Farmaceutische industrie;Ander metaalafval;2016;0.0
2053;21 Farmaceutische industrie;Ander metaalafval;2018;0.0
2054;21 Farmaceutische industrie;Ander metaalafval;2020;0.0
2055;21 Farmaceutische industrie;Ander metaalafval;2022;0.0
2056;21 Farmaceutische industrie;Gemengd metaalafval;2008;
2057;21 Farmaceutische industrie;Gemengd metaalafval;2010;
2058;21 Farmaceutische industrie;Gemengd metaalafval;2012;0.0
2059;21 Farmaceutische industrie;Gemengd metaalafval;2014;1.0
2060;21 Farmaceutische industrie;Gemengd metaalafval;2016;0.0
2061;21 Farmaceutische industrie;Gemengd metaalafval;2018;1.0
2062;21 Farmaceutische industrie;Gemengd metaalafval;2020;0.0
2063;21 Farmaceutische industrie;Gemengd metaalafval;2022;1.0
2064;21 Farmaceutische industrie;Glasafval;2008;
2065;21 Farmaceutische industrie;Glasafval;2010;
2066;21 Farmaceutische industrie;Glasafval;2012;0.0
2067;21 Farmaceutische industrie;Glasafval;2014;0.0
2068;21 Farmaceutische industrie;Glasafval;2016;0.0
2069;21 Farmaceutische industrie;Glasafval;2018;0.0
2070;21 Farmaceutische industrie;Glasafval;2020;0.0
2071;21 Farmaceutische industrie;Glasafval;2022;0.0
2072;21 Farmaceutische industrie;Papierafval;2008;
2073;21 Farmaceutische industrie;Papierafval;2010;
2074;21 Farmaceutische industrie;Papierafval;2012;3.0
2075;21 Farmaceutische industrie;Papierafval;2014;4.0
2076;21 Farmaceutische industrie;Papierafval;2016;4.0
2077;21 Farmaceutische industrie;Papierafval;2018;3.0
2078;21 Farmaceutische industrie;Papierafval;2020;3.0
2079;21 Farmaceutische industrie;Papierafval;2022;4.0
2080;21 Farmaceutische industrie;Rubberafval;2008;
2081;21 Farmaceutische industrie;Rubberafval;2010;
2082;21 Farmaceutische industrie;Rubberafval;2012;0.0
2083;21 Farmaceutische industrie;Rubberafval;2014;0.0
2084;21 Farmaceutische industrie;Rubberafval;2016;0.0
2085;21 Farmaceutische industrie;Rubberafval;2018;0.0
2086;21 Farmaceutische industrie;Rubberafval;2020;0.0
2087;21 Farmaceutische industrie;Rubberafval;2022;0.0
2088;21 Farmaceutische industrie;Plasticafval;2008;
2089;21 Farmaceutische industrie;Plasticafval;2010;
2090;21 Farmaceutische industrie;Plasticafval;2012;1.0
2091;21 Farmaceutische industrie;Plasticafval;2014;0.0
2092;21 Farmaceutische industrie;Plasticafval;2016;1.0
2093;21 Farmaceutische industrie;Plasticafval;2018;1.0
2094;21 Farmaceutische industrie;Plasticafval;2020;1.0
2095;21 Farmaceutische industrie;Plasticafval;2022;1.0
2096;21 Farmaceutische industrie;Houtafval;2008;
2097;21 Farmaceutische industrie;Houtafval;2010;
2098;21 Farmaceutische industrie;Houtafval;2012;0.0
2099;21 Farmaceutische industrie;Houtafval;2014;0.0
2100;21 Farmaceutische industrie;Houtafval;2016;1.0
2101;21 Farmaceutische industrie;Houtafval;2018;0.0
2102;21 Farmaceutische industrie;Houtafval;2020;0.0
2103;21 Farmaceutische industrie;Houtafval;2022;0.0
2104;21 Farmaceutische industrie;Textielafval;2008;
2105;21 Farmaceutische industrie;Textielafval;2010;
2106;21 Farmaceutische industrie;Textielafval;2012;0.0
2107;21 Farmaceutische industrie;Textielafval;2014;0.0
2108;21 Farmaceutische industrie;Textielafval;2016;0.0
2109;21 Farmaceutische industrie;Textielafval;2018;0.0
2110;21 Farmaceutische industrie;Textielafval;2020;0.0
2111;21 Farmaceutische industrie;Textielafval;2022;0.0
2112;21 Farmaceutische industrie;Overig recyclebaar afval;2008;
2113;21 Farmaceutische industrie;Overig recyclebaar afval;2010;
2114;21 Farmaceutische industrie;Overig recyclebaar afval;2012;0.0
2115;21 Farmaceutische industrie;Overig recyclebaar afval;2014;0.0
2116;21 Farmaceutische industrie;Overig recyclebaar afval;2016;0.0
2117;21 Farmaceutische industrie;Overig recyclebaar afval;2018;0.0
2118;21 Farmaceutische industrie;Overig recyclebaar afval;2020;0.0
2119;21 Farmaceutische industrie;Overig recyclebaar afval;2022;0.0
2120;21 Farmaceutische industrie;Afgedankt materiaal;2008;
2121;21 Farmaceutische industrie;Afgedankt materiaal;2010;
2122;21 Farmaceutische industrie;Afgedankt materiaal;2012;0.0
2123;21 Farmaceutische industrie;Afgedankt materiaal;2014;0.0
2124;21 Farmaceutische industrie;Afgedankt materiaal;2016;0.0
2125;21 Farmaceutische industrie;Afgedankt materiaal;2018;0.0
2126;21 Farmaceutische industrie;Afgedankt materiaal;2020;0.0
2127;21 Farmaceutische industrie;Afgedankt materiaal;2022;0.0
2128;21 Farmaceutische industrie;Dierlijk en plantaardig afval;2008;
2129;21 Farmaceutische industrie;Dierlijk en plantaardig afval;2010;
2130;21 Farmaceutische industrie;Dierlijk en plantaardig afval;2012;53.0
2131;21 Farmaceutische industrie;Dierlijk en plantaardig afval;2014;41.0
2132;21 Farmaceutische industrie;Dierlijk en plantaardig afval;2016;39.0
2133;21 Farmaceutische industrie;Dierlijk en plantaardig afval;2018;38.0
2134;21 Farmaceutische industrie;Dierlijk en plantaardig afval;2020;25.0
2135;21 Farmaceutische industrie;Dierlijk en plantaardig afval;2022;13.0
2136;21 Farmaceutische industrie;Gemengd afval;2008;
2137;21 Farmaceutische industrie;Gemengd afval;2010;
2138;21 Farmaceutische industrie;Gemengd afval;2012;7.0
2139;21 Farmaceutische industrie;Gemengd afval;2014;13.0
2140;21 Farmaceutische industrie;Gemengd afval;2016;9.0
2141;21 Farmaceutische industrie;Gemengd afval;2018;4.0
2142;21 Farmaceutische industrie;Gemengd afval;2020;5.0
2143;21 Farmaceutische industrie;Gemengd afval;2022;5.0
2144;21 Farmaceutische industrie;Slib;2008;
2145;21 Farmaceutische industrie;Slib;2010;
2146;21 Farmaceutische industrie;Slib;2012;0.0
2147;21 Farmaceutische industrie;Slib;2014;0.0
2148;21 Farmaceutische industrie;Slib;2016;0.0
2149;21 Farmaceutische industrie;Slib;2018;0.0
2150;21 Farmaceutische industrie;Slib;2020;0.0
2151;21 Farmaceutische industrie;Slib;2022;1.0
2152;21 Farmaceutische industrie;Mineraal afval;2008;
2153;21 Farmaceutische industrie;Mineraal afval;2010;
2154;21 Farmaceutische industrie;Mineraal afval;2012;1.0
2155;21 Farmaceutische industrie;Mineraal afval;2014;0.0
2156;21 Farmaceutische industrie;Mineraal afval;2016;0.0
2157;21 Farmaceutische industrie;Mineraal afval;2018;2.0
2158;21 Farmaceutische industrie;Mineraal afval;2020;1.0
2159;21 Farmaceutische industrie;Mineraal afval;2022;1.0
2160;22-23 Kunststof- en bouwmateriaalindustr;Totaal afval;2008;
2161;22-23 Kunststof- en bouwmateriaalindustr;Totaal afval;2010;
2162;22-23 Kunststof- en bouwmateriaalindustr;Totaal afval;2012;858.0
2163;22-23 Kunststof- en bouwmateriaalindustr;Totaal afval;2014;772.0
2164;22-23 Kunststof- en bouwmateriaalindustr;Totaal afval;2016;710.0
2165;22-23 Kunststof- en bouwmateriaalindustr;Totaal afval;2018;681.0
2166;22-23 Kunststof- en bouwmateriaalindustr;Totaal afval;2020;608.0
2167;22-23 Kunststof- en bouwmateriaalindustr;Totaal afval;2022;613.0
2168;22-23 Kunststof- en bouwmateriaalindustr;Chemisch afval;2008;
2169;22-23 Kunststof- en bouwmateriaalindustr;Chemisch afval;2010;
2170;22-23 Kunststof- en bouwmateriaalindustr;Chemisch afval;2012;12.0
2171;22-23 Kunststof- en bouwmateriaalindustr;Chemisch afval;2014;17.0
2172;22-23 Kunststof- en bouwmateriaalindustr;Chemisch afval;2016;15.0
2173;22-23 Kunststof- en bouwmateriaalindustr;Chemisch afval;2018;14.0
2174;22-23 Kunststof- en bouwmateriaalindustr;Chemisch afval;2020;13.0
2175;22-23 Kunststof- en bouwmateriaalindustr;Chemisch afval;2022;17.0
2176;22-23 Kunststof- en bouwmateriaalindustr;Totaal recyclebaar afval;2008;
2177;22-23 Kunststof- en bouwmateriaalindustr;Totaal recyclebaar afval;2010;
2178;22-23 Kunststof- en bouwmateriaalindustr;Totaal recyclebaar afval;2012;125.0
2179;22-23 Kunststof- en bouwmateriaalindustr;Totaal recyclebaar afval;2014;113.0
2180;22-23 Kunststof- en bouwmateriaalindustr;Totaal recyclebaar afval;2016;120.0
2181;22-23 Kunststof- en bouwmateriaalindustr;Totaal recyclebaar afval;2018;141.0
2182;22-23 Kunststof- en bouwmateriaalindustr;Totaal recyclebaar afval;2020;145.0
2183;22-23 Kunststof- en bouwmateriaalindustr;Totaal recyclebaar afval;2022;146.0
2184;22-23 Kunststof- en bouwmateriaalindustr;IJzerafval;2008;
2185;22-23 Kunststof- en bouwmateriaalindustr;IJzerafval;2010;
2186;22-23 Kunststof- en bouwmateriaalindustr;IJzerafval;2012;2.0
2187;22-23 Kunststof- en bouwmateriaalindustr;IJzerafval;2014;2.0
2188;22-23 Kunststof- en bouwmateriaalindustr;IJzerafval;2016;2.0
2189;22-23 Kunststof- en bouwmateriaalindustr;IJzerafval;2018;3.0
2190;22-23 Kunststof- en bouwmateriaalindustr;IJzerafval;2020;2.0
2191;22-23 Kunststof- en bouwmateriaalindustr;IJzerafval;2022;2.0
2192;22-23 Kunststof- en bouwmateriaalindustr;Ander metaalafval;2008;
2193;22-23 Kunststof- en bouwmateriaalindustr;Ander metaalafval;2010;
2194;22-23 Kunststof- en bouwmateriaalindustr;Ander metaalafval;2012;0.0
2195;22-23 Kunststof- en bouwmateriaalindustr;Ander metaalafval;2014;0.0
2196;22-23 Kunststof- en bouwmateriaalindustr;Ander metaalafval;2016;0.0
2197;22-23 Kunststof- en bouwmateriaalindustr;Ander metaalafval;2018;1.0
2198;22-23 Kunststof- en bouwmateriaalindustr;Ander metaalafval;2020;0.0
2199;22-23 Kunststof- en bouwmateriaalindustr;Ander metaalafval;2022;0.0
2200;22-23 Kunststof- en bouwmateriaalindustr;Gemengd metaalafval;2008;
2201;22-23 Kunststof- en bouwmateriaalindustr;Gemengd metaalafval;2010;
2202;22-23 Kunststof- en bouwmateriaalindustr;Gemengd metaalafval;2012;9.0
2203;22-23 Kunststof- en bouwmateriaalindustr;Gemengd metaalafval;2014;7.0
2204;22-23 Kunststof- en bouwmateriaalindustr;Gemengd metaalafval;2016;8.0
