ID;AfzetInvoerEnVerbruik;ProductenPRODCOM;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3
9411;Totaal afzetprijzen;1062111 Zetmeel;2015;100.0;;
9412;Totaal afzetprijzen;1062111 Zetmeel;2016 januari;;;
9413;Totaal afzetprijzen;1062111 Zetmeel;2016 februari;;;
9414;Totaal afzetprijzen;1062111 Zetmeel;2016 maart;;;
9415;Totaal afzetprijzen;1062111 Zetmeel;2016 april;;;
9416;Totaal afzetprijzen;1062111 Zetmeel;2016 mei;;;
9417;Totaal afzetprijzen;1062111 Zetmeel;2016 juni;;;
9418;Totaal afzetprijzen;1062111 Zetmeel;2016 juli;;;
9419;Totaal afzetprijzen;1062111 Zetmeel;2016 augustus;;;
9420;Totaal afzetprijzen;1062111 Zetmeel;2016 september;;;
9421;Totaal afzetprijzen;1062111 Zetmeel;2016 oktober;;;
9422;Totaal afzetprijzen;1062111 Zetmeel;2016 november;;;
9423;Totaal afzetprijzen;1062111 Zetmeel;2016 december;;;
9424;Totaal afzetprijzen;1062111 Zetmeel;2016;;;
9425;Totaal afzetprijzen;1062111 Zetmeel;2017 januari;;;
9426;Totaal afzetprijzen;1062111 Zetmeel;2017 februari;;;
9427;Totaal afzetprijzen;1062111 Zetmeel;2017 maart;;;
9428;Totaal afzetprijzen;1062111 Zetmeel;2017 april;;;
9429;Totaal afzetprijzen;1062111 Zetmeel;2017 mei;;;
9430;Totaal afzetprijzen;1062111 Zetmeel;2017 juni;;;
9431;Totaal afzetprijzen;1062111 Zetmeel;2017 juli;;;
9432;Totaal afzetprijzen;1062111 Zetmeel;2017 augustus;;;
9433;Totaal afzetprijzen;1062111 Zetmeel;2017 september;;;
9434;Totaal afzetprijzen;1062111 Zetmeel;2017 oktober;;;
9435;Totaal afzetprijzen;1062111 Zetmeel;2017 november;;;
9436;Totaal afzetprijzen;1062111 Zetmeel;2017 december;;;
9437;Totaal afzetprijzen;1062111 Zetmeel;2017;;;
9438;Totaal afzetprijzen;1062111 Zetmeel;2018 januari;;;
9439;Totaal afzetprijzen;1062111 Zetmeel;2018 februari;;;
9440;Totaal afzetprijzen;1062111 Zetmeel;2018 maart;;;
9441;Totaal afzetprijzen;1062111 Zetmeel;2018 april;;;
9442;Totaal afzetprijzen;1062111 Zetmeel;2018 mei;;;
9443;Totaal afzetprijzen;1062111 Zetmeel;2018 juni;;;
9444;Totaal afzetprijzen;1062111 Zetmeel;2018 juli;;;
9445;Totaal afzetprijzen;1062111 Zetmeel;2018 augustus;;;
9446;Totaal afzetprijzen;1062111 Zetmeel;2018 september;;;
9447;Totaal afzetprijzen;1062111 Zetmeel;2018 oktober;;;
9448;Totaal afzetprijzen;1062111 Zetmeel;2018 november;;;
9449;Totaal afzetprijzen;1062111 Zetmeel;2018 december;135.5;;
9450;Totaal afzetprijzen;1062111 Zetmeel;2018;118.5;;
9451;Totaal afzetprijzen;1062111 Zetmeel;2019 januari;143.3;5.8;
9452;Totaal afzetprijzen;1062111 Zetmeel;2019 februari;146.4;2.1;
9453;Totaal afzetprijzen;1062111 Zetmeel;2019 maart;147.3;0.6;
9454;Totaal afzetprijzen;1062111 Zetmeel;2019 april;151.1;2.6;
9455;Totaal afzetprijzen;1062111 Zetmeel;2019 mei;153.3;1.4;
9456;Totaal afzetprijzen;1062111 Zetmeel;2019 juni;151.5;-1.1;
9457;Totaal afzetprijzen;1062111 Zetmeel;2019 juli;147.1;-2.9;
9458;Totaal afzetprijzen;1062111 Zetmeel;2019 augustus;148.9;1.2;
9459;Totaal afzetprijzen;1062111 Zetmeel;2019 september;149.9;0.7;
9460;Totaal afzetprijzen;1062111 Zetmeel;2019 oktober;143.1;-4.5;
9461;Totaal afzetprijzen;1062111 Zetmeel;2019 november;141.9;-0.8;
9462;Totaal afzetprijzen;1062111 Zetmeel;2019 december;141.5;-0.3;4.4
9463;Totaal afzetprijzen;1062111 Zetmeel;2019;147.1;;24.1
9464;Totaal afzetprijzen;1062111 Zetmeel;2020 januari;135.3;-4.4;-5.6
9465;Totaal afzetprijzen;1062111 Zetmeel;2020 februari;137.8;1.8;-5.9
9466;Totaal afzetprijzen;1062111 Zetmeel;2020 maart;136.8;-0.7;-7.1
9467;Totaal afzetprijzen;1062111 Zetmeel;2020 april;137.2;0.3;-9.2
9468;Totaal afzetprijzen;1062111 Zetmeel;2020 mei;138.3;0.8;-9.8
9469;Totaal afzetprijzen;1062111 Zetmeel;2020 juni;136.6;-1.3;-9.9
9470;Totaal afzetprijzen;1062111 Zetmeel;2020 juli;129.3;-5.3;-12.1
9471;Totaal afzetprijzen;1062111 Zetmeel;2020 augustus;131.8;1.9;-11.5
9472;Totaal afzetprijzen;1062111 Zetmeel;2020 september;135.3;2.6;-9.8
9473;Totaal afzetprijzen;1062111 Zetmeel;2020 oktober;129.6;-4.2;-9.5
9474;Totaal afzetprijzen;1062111 Zetmeel;2020 november;120.1;-7.3;-15.4
9475;Totaal afzetprijzen;1062111 Zetmeel;2020 december;115.3;-4.1;-18.6
9476;Totaal afzetprijzen;1062111 Zetmeel;2020;131.9;;-10.3
9477;Totaal afzetprijzen;1062111 Zetmeel;2021 januari;115.1;-0.2;-14.9
9478;Totaal afzetprijzen;1062111 Zetmeel;2021 februari;121.3;5.4;-12.0
9479;Totaal afzetprijzen;1062111 Zetmeel;2021 maart;106.8;-11.9;-21.9
9480;Totaal afzetprijzen;1062111 Zetmeel;2021 april;106.7;-0.1;-22.3
9481;Totaal afzetprijzen;1062111 Zetmeel;2021 mei;106.3;-0.4;-23.2
9482;Totaal afzetprijzen;1062111 Zetmeel;2021 juni;109.9;3.4;-19.5
9483;Totaal afzetprijzen;1062111 Zetmeel;2021 juli;108.8;-1.0;-15.9
9484;Totaal afzetprijzen;1062111 Zetmeel;2021 augustus;114.0;4.8;-13.5
9485;Totaal afzetprijzen;1062111 Zetmeel;2021 september;115.2;1.0;-14.9
9486;Totaal afzetprijzen;1062111 Zetmeel;2021 oktober;115.2;0.0;-11.1
9487;Totaal afzetprijzen;1062111 Zetmeel;2021 november;120.2;4.3;0.1
9488;Totaal afzetprijzen;1062111 Zetmeel;2021 december;122.3;1.8;6.1
9489;Totaal afzetprijzen;1062111 Zetmeel;2021;113.5;;-14.0
9490;Totaal afzetprijzen;1062111 Zetmeel;2022 januari;133.1;8.8;15.7
9491;Totaal afzetprijzen;1062111 Zetmeel;2022 februari;132.2;-0.7;9.0
9492;Totaal afzetprijzen;1062111 Zetmeel;2022 maart;141.9;7.3;32.8
9493;Totaal afzetprijzen;1062111 Zetmeel;2022 april;143.2;0.9;34.2
9494;Totaal afzetprijzen;1062111 Zetmeel;2022 mei;134.6;-6.0;26.7
9495;Totaal afzetprijzen;1062111 Zetmeel;2022 juni;143.9;6.9;31.0
9496;Totaal afzetprijzen;1062111 Zetmeel;2022 juli;145.5;1.1;33.7
9497;Totaal afzetprijzen;1062111 Zetmeel;2022 augustus;149.2;2.6;30.9
9498;Totaal afzetprijzen;1062111 Zetmeel;2022 september;154.5;3.5;34.2
9499;Totaal afzetprijzen;1062111 Zetmeel;2022 oktober;163.0;5.5;41.5
9500;Totaal afzetprijzen;1062111 Zetmeel;2022 november;168.3;3.3;40.0
9501;Totaal afzetprijzen;1062111 Zetmeel;2022 december ;165.0;-2.0;34.8
9502;Totaal afzetprijzen;1062111 Zetmeel;2022;147.9;;30.3
9503;Totaal afzetprijzen;1062111 Zetmeel;2023 januari;211.7;28.4;59.0
9504;Totaal afzetprijzen;1062111 Zetmeel;2023 februari;209.2;-1.2;58.3
9505;Totaal afzetprijzen;1062111 Zetmeel;2023 maart;220.8;5.5;55.6
9506;Totaal afzetprijzen;1062111 Zetmeel;2023 april;221.2;0.2;54.5
9507;Totaal afzetprijzen;1062111 Zetmeel;2023 mei;221.0;-0.1;64.1
9508;Totaal afzetprijzen;1062111 Zetmeel;2023 juni;221.1;0.1;53.7
9509;Totaal afzetprijzen;1062111 Zetmeel;2023 juli;220.9;-0.1;51.8
9510;Totaal afzetprijzen;1062111 Zetmeel;2023 augustus;217.4;-1.6;45.6
9511;Totaal afzetprijzen;1062111 Zetmeel;2023 september;211.5;-2.7;36.9
9512;Totaal afzetprijzen;1062111 Zetmeel;2023 oktober;;;
9513;Totaal afzetprijzen;1062111 Zetmeel;2023 november;;;
9514;Totaal afzetprijzen;1062111 Zetmeel;2023 december;;;
9515;Totaal afzetprijzen;1062111 Zetmeel;2023;214.5;;45.0
9516;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 januari;128.0;;
9517;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 februari;127.8;-0.1;
9518;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 maart;127.6;-0.2;
9519;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 april;126.7;-0.8;
9520;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 mei;126.9;0.2;
9521;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 juni;125.7;-1.0;
9522;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 juli;126.1;0.3;
9523;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 augustus;126.6;0.4;
9524;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 september;126.3;-0.2;
9525;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 oktober;128.0;1.3;
9526;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 november;128.5;0.4;
9527;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012 december;128.4;-0.1;
9528;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2012;127.2;;
9529;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 januari;133.0;3.6;3.9
9530;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 februari;133.0;0.0;4.0
9531;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 maart;132.5;-0.4;3.8
9532;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 april;131.6;-0.7;3.9
9533;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 mei;131.9;0.2;3.9
9534;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 juni;131.1;-0.6;4.3
9535;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 juli;129.7;-1.0;2.9
9536;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 augustus;129.0;-0.6;1.9
9537;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 september;129.6;0.5;2.6
9538;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 oktober;121.9;-5.9;-4.7
9539;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 november;122.7;0.6;-4.6
9540;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013 december;122.8;0.1;-4.4
9541;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2013;129.1;;1.4
9542;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 januari;117.5;-4.3;-11.6
9543;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 februari;118.2;0.5;-11.1
9544;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 maart;118.1;0.0;-10.9
9545;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 april;118.1;0.0;-10.2
9546;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 mei;117.8;-0.2;-10.7
9547;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 juni;117.9;0.1;-10.0
9548;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 juli;117.1;-0.7;-9.7
9549;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 augustus;116.9;-0.2;-9.4
9550;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 september;117.0;0.0;-9.8
9551;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 oktober;106.1;-9.3;-13.0
9552;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 november;105.9;-0.2;-13.7
9553;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014 december;106.3;0.3;-13.4
9554;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2014;114.8;;-11.1
9555;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 januari;100.8;-5.2;-14.2
9556;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 februari;100.0;-0.9;-15.4
9557;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 maart;99.8;-0.2;-15.5
9558;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 april;99.3;-0.5;-16.0
9559;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 mei;99.1;-0.2;-15.9
9560;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 juni;99.5;0.4;-15.6
9561;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 juli;99.1;-0.4;-15.4
9562;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 augustus;100.1;0.9;-14.4
9563;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 september;100.9;0.8;-13.8
9564;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 oktober;100.5;-0.4;-5.3
9565;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 november;100.6;0.1;-5.0
9566;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015 december;100.5;-0.1;-5.4
9567;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2015;100.0;;-12.9
9568;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 januari;100.7;0.2;-0.1
9569;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 februari;102.0;1.3;2.1
9570;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 maart;104.1;2.1;4.4
9571;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 april;99.9;-4.1;0.6
9572;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 mei;102.4;2.6;3.4
9573;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 juni;100.9;-1.5;1.5
9574;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 juli;97.3;-3.6;-1.8
9575;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 augustus;98.5;1.2;-1.6
9576;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 september;96.4;-2.2;-4.5
9577;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 oktober;98.2;1.9;-2.3
9578;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 november;98.9;0.7;-1.7
9579;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016 december;99.8;0.9;-0.7
9580;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2016;99.9;;-0.1
9581;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 januari;101.0;1.2;0.3
9582;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 februari;99.7;-1.3;-2.3
9583;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 maart;99.8;0.1;-4.2
9584;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 april;99.5;-0.2;-0.3
9585;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 mei;99.6;0.0;-2.8
9586;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 juni;100.0;0.4;-0.9
9587;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 juli;99.7;-0.3;2.5
9588;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 augustus;101.3;1.6;2.8
9589;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 september;101.4;0.1;5.2
9590;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 oktober;100.0;-1.4;1.8
9591;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 november;100.5;0.5;1.6
9592;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017 december;100.2;-0.3;0.4
9593;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2017;100.2;;0.3
9594;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 januari;101.5;1.3;0.5
9595;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 februari;101.2;-0.4;1.5
9596;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 maart;101.1;0.0;1.4
9597;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 april;102.2;1.0;2.6
9598;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 mei;101.0;-1.1;1.4
9599;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 juni;101.7;0.7;1.7
9600;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 juli;98.7;-3.0;-1.0
9601;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 augustus;98.9;0.2;-2.4
9602;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 september;99.3;0.4;-2.0
9603;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 oktober;98.1;-1.3;-1.9
9604;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 november;97.8;-0.3;-2.6
9605;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018 december;97.9;0.0;-2.3
9606;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2018;100.0;;-0.3
9607;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 januari;101.5;3.7;0.0
9608;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 februari;102.4;0.9;1.2
9609;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 maart;101.6;-0.7;0.5
9610;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 april;103.2;1.5;1.0
9611;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 mei;103.3;0.1;2.2
9612;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 juni;103.3;0.0;1.5
9613;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 juli;102.4;-0.8;3.7
9614;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 augustus;102.0;-0.4;3.1
9615;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 september;102.1;0.1;2.8
9616;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 oktober;99.8;-2.3;1.7
9617;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 november;100.4;0.6;2.6
9618;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019 december;99.8;-0.6;2.0
9619;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2019;101.8;;1.9
9620;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 januari;106.3;6.6;4.8
9621;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 februari;106.7;0.3;4.2
9622;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 maart;105.9;-0.7;4.2
9623;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 april;107.2;1.2;3.9
9624;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 mei;107.7;0.5;4.3
9625;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 juni;106.8;-0.8;3.5
9626;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 juli;108.5;1.5;5.9
9627;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 augustus;108.1;-0.4;6.0
9628;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 september;107.6;-0.4;5.4
9629;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 oktober;106.9;-0.6;7.2
9630;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 november;106.9;0.0;6.5
9631;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020 december;106.5;-0.3;6.8
9632;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2020;107.1;;5.2
9633;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 januari;102.7;-3.6;-3.4
9634;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 februari;102.7;0.0;-3.7
9635;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 maart;103.3;0.6;-2.5
9636;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 april;104.3;1.0;-2.7
9637;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 mei;103.9;-0.4;-3.5
9638;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 juni;104.6;0.6;-2.1
9639;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 juli;106.3;1.6;-2.0
9640;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 augustus;106.4;0.1;-1.5
9641;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 september;105.6;-0.7;-1.8
9642;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 oktober;112.3;6.4;5.1
9643;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 november;112.5;0.1;5.2
9644;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021 december;112.5;0.1;5.6
9645;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2021;106.4;;-0.6
9646;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 januari;138.9;23.4;35.3
9647;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 februari;139.9;0.7;36.3
9648;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 maart;139.7;-0.2;35.3
9649;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 april;159.2;14.0;52.6
9650;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 mei;160.4;0.7;54.4
9651;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 juni;158.4;-1.3;51.4
9652;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 juli;163.4;3.2;53.8
9653;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 augustus;164.7;0.8;54.8
9654;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 september;163.1;-1.0;54.4
9655;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 oktober;181.8;11.5;61.9
9656;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 november;183.4;0.9;63.1
9657;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022 december ;182.1;-0.7;61.8
9658;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2022;161.3;;51.5
9659;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 januari;255.8;40.5;84.2
9660;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 februari;252.7;-1.2;80.6
9661;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 maart;251.7;-0.4;80.1
9662;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 april;258.9;2.9;62.6
9663;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 mei;265.5;2.6;65.5
9664;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 juni;260.5;-1.9;64.5
9665;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 juli;248.1;-4.8;51.8
9666;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 augustus;251.4;1.3;52.6
9667;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 september;251.4;0.0;54.1
9668;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 oktober;;;
9669;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 november;;;
9670;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023 december;;;
9671;Totaal afzetprijzen;"106213 Glucose en glucosestroop; fr...";2023;;;
9672;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 januari;96.6;;
9673;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 februari;96.6;0.0;
9674;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 maart;96.6;0.0;
9675;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 april;96.7;0.0;
9676;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 mei;96.7;0.0;
9677;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 juni;96.7;0.0;
9678;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 juli;96.8;0.1;
9679;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 augustus;96.9;0.1;
9680;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 september;96.9;0.0;
9681;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 oktober;97.0;0.1;
9682;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 november;97.1;0.1;
9683;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012 december;97.0;0.0;
9684;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2012;96.8;;
9685;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 januari;97.8;0.8;1.2
9686;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 februari;97.9;0.1;1.3
9687;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 maart;98.0;0.1;1.4
9688;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 april;98.1;0.1;1.5
9689;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 mei;98.1;0.1;1.5
9690;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 juni;98.1;0.0;1.5
9691;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 juli;98.1;0.0;1.3
9692;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 augustus;98.2;0.1;1.3
9693;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 september;98.1;0.0;1.3
9694;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 oktober;98.0;-0.2;1.0
9695;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 november;97.9;-0.1;0.9
9696;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013 december;97.9;0.0;0.9
9697;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2013;98.0;;1.3
9698;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2014 januari;98.9;1.0;1.2
9699;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2014 februari;98.9;-0.1;1.0
9700;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2014 maart;98.6;-0.2;0.7
9701;Totaal afzetprijzen;107 Bakkerijproducten en deegwaren;2014 april;98.6;-0.1;0.5
