ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Prijs_3;VoortschrijdendJaargemiddeldePrijs_4;Volume_5;VoortschrijdendJaargemiddeldeVolume_6;Waarde_7;CumulatieveWaarde_8;Prijs_9;CumulatievePrijs_10;Volume_11;CumulatiefVolume_12
1028;551 Hotels;1993 juli;57.0;;;;;;;;;;;
1029;551 Hotels;1993 augustus;59.0;;;;;;;;;;;
1030;551 Hotels;1993 september;63.0;;;;;;;;;;;
1031;551 Hotels;1993 3e kwartaal;59.0;;;;;;;;;;;
1032;551 Hotels;1993 oktober;59.0;;;;;;;;;;;
1033;551 Hotels;1993 november;52.0;;;;;;;;;;;
1034;551 Hotels;1993 december;47.0;54.0;;;;;;;;;;
1035;551 Hotels;1993 4e kwartaal;53.0;54.0;;;;;;;;;;
1036;551 Hotels;1993;54.0;54.0;;;;;;;;;;
1037;551 Hotels;1994 januari;40.0;54.0;;;;;3.0;3.0;;;;
1038;551 Hotels;1994 februari;41.0;55.0;;;;;5.4;4.2;;;;
1039;551 Hotels;1994 maart;53.0;55.0;;;;;7.2;5.3;;;;
1040;551 Hotels;1994 1e kwartaal;45.0;55.0;;;;;5.3;5.3;;;;
1041;551 Hotels;1994 april;65.0;55.0;;;;;9.5;6.7;;;;
1042;551 Hotels;1994 mei;67.0;55.0;;;;;0.8;5.1;;;;
1043;551 Hotels;1994 juni;65.0;56.0;;;;;3.5;4.8;;;;
1044;551 Hotels;1994 2e kwartaal;66.0;56.0;;;;;4.5;4.8;;;;
1045;551 Hotels;1994 juli;59.0;56.0;;;;;4.0;4.7;;;;
1046;551 Hotels;1994 augustus;63.0;56.0;;;;;5.9;4.9;;;;
1047;551 Hotels;1994 september;69.0;57.0;;;;;10.4;5.6;;;;
1048;551 Hotels;1994 3e kwartaal;64.0;57.0;;;;;6.9;5.6;;;;
1049;551 Hotels;1994 oktober;61.0;57.0;;;;;3.6;5.3;;;;
1050;551 Hotels;1994 november;56.0;57.0;;;;;7.6;5.5;;;;
1051;551 Hotels;1994 december;52.0;58.0;;;;;9.6;5.8;;;;
1052;551 Hotels;1994 4e kwartaal;56.0;58.0;;;;;6.7;5.8;;;;
1053;551 Hotels;1994;58.0;58.0;;;;;5.8;5.8;;;;
1054;551 Hotels;1995 januari;42.0;58.0;;;;;5.8;5.8;;;;
1055;551 Hotels;1995 februari;43.0;58.0;;;;;3.3;4.5;;;;
1056;551 Hotels;1995 maart;54.0;58.0;;;;;2.2;3.6;;;;
1057;551 Hotels;1995 1e kwartaal;46.0;58.0;;;;;3.6;3.6;;;;
1058;551 Hotels;1995 april;65.0;58.0;;;;;-0.3;2.3;;;;
1059;551 Hotels;1995 mei;71.0;58.0;;;;;7.3;3.6;;;;
1060;551 Hotels;1995 juni;70.0;59.0;;;;;7.6;4.4;;;;
1061;551 Hotels;1995 2e kwartaal;69.0;59.0;;;;;4.9;4.4;;;;
1062;551 Hotels;1995 juli;62.0;59.0;;;;;5.2;4.5;;;;
1063;551 Hotels;1995 augustus;69.0;60.0;;;;;10.1;5.3;;;;
1064;551 Hotels;1995 september;71.0;60.0;;;;;3.1;5.0;;;;
1065;551 Hotels;1995 3e kwartaal;67.0;60.0;;;;;6.1;5.0;;;;
1066;551 Hotels;1995 oktober;66.0;60.0;;;;;8.3;5.3;;;;
1067;551 Hotels;1995 november;59.0;60.0;;;;;5.3;5.3;;;;
1068;551 Hotels;1995 december;53.0;60.0;;;;;1.9;5.1;;;;
1069;551 Hotels;1995 4e kwartaal;59.0;60.0;;;;;5.4;5.1;;;;
1070;551 Hotels;1995;60.0;60.0;;;;;5.1;5.1;;;;
1071;551 Hotels;1996 januari;45.0;61.0;;;;;5.7;5.7;;;;
1072;551 Hotels;1996 februari;48.0;61.0;;;;;11.3;8.5;;;;
1073;551 Hotels;1996 maart;60.0;62.0;;;;;11.5;9.7;;;;
1074;551 Hotels;1996 1e kwartaal;51.0;62.0;;;;;9.7;9.7;;;;
1075;551 Hotels;1996 april;72.0;62.0;;;;;9.9;9.7;;;;
1076;551 Hotels;1996 mei;79.0;63.0;;;;;10.2;9.9;;;;
1077;551 Hotels;1996 juni;77.0;63.0;;;;;9.1;9.7;;;;
1078;551 Hotels;1996 2e kwartaal;76.0;63.0;;;;;9.7;9.7;;;;
1079;551 Hotels;1996 juli;66.0;64.0;;;;;6.0;9.1;;;;
1080;551 Hotels;1996 augustus;72.0;64.0;;;;;4.9;8.5;;;;
1081;551 Hotels;1996 september;78.0;64.0;;;;;9.9;8.7;;;;
1082;551 Hotels;1996 3e kwartaal;72.0;64.0;;;;;7.0;8.7;;;;
1083;551 Hotels;1996 oktober;72.0;65.0;;;;;8.6;8.7;;;;
1084;551 Hotels;1996 november;63.0;65.0;;;;;7.1;8.5;;;;
1085;551 Hotels;1996 december;57.0;66.0;;;;;8.3;8.5;;;;
1086;551 Hotels;1996 4e kwartaal;64.0;66.0;;;;;8.0;8.5;;;;
1087;551 Hotels;1996;66.0;66.0;;;;;8.5;8.5;;;;
1088;551 Hotels;1997 januari;48.0;66.0;;;;;8.0;8.0;;;;
1089;551 Hotels;1997 februari;52.0;66.0;;;;;8.5;8.3;;;;
1090;551 Hotels;1997 maart;64.0;67.0;;;;;7.3;7.9;;;;
1091;551 Hotels;1997 1e kwartaal;55.0;67.0;;;;;7.9;7.9;;;;
1092;551 Hotels;1997 april;75.0;67.0;;;;;5.1;7.0;;;;
1093;551 Hotels;1997 mei;85.0;67.0;;;;;7.7;7.2;;;;
1094;551 Hotels;1997 juni;82.0;68.0;;;;;6.9;7.1;;;;
1095;551 Hotels;1997 2e kwartaal;81.0;68.0;;;;;6.6;7.1;;;;
1096;551 Hotels;1997 juli;75.0;69.0;;;;;13.5;8.1;;;;
1097;551 Hotels;1997 augustus;79.0;69.0;;;;;9.5;8.3;;;;
1098;551 Hotels;1997 september;85.0;70.0;;;;;8.1;8.3;;;;
1099;551 Hotels;1997 3e kwartaal;79.0;70.0;;;;;10.2;8.3;;;;
1100;551 Hotels;1997 oktober;80.0;70.0;;;;;10.8;8.5;;;;
1101;551 Hotels;1997 november;72.0;71.0;;;;;14.9;9.1;;;;
1102;551 Hotels;1997 december;64.0;72.0;;;;;12.2;9.3;;;;
1103;551 Hotels;1997 4e kwartaal;72.0;72.0;;;;;12.5;9.3;;;;
1104;551 Hotels;1997;72.0;72.0;;;;;9.3;9.3;;;;
1105;551 Hotels;1998 januari;55.0;72.0;;;;;14.5;14.5;;;;
1106;551 Hotels;1998 februari;59.0;73.0;;;;;14.1;14.3;;;;
1107;551 Hotels;1998 maart;71.0;73.0;;;;;10.0;12.6;;;;
1108;551 Hotels;1998 1e kwartaal;62.0;73.0;;;;;12.6;12.6;;;;
1109;551 Hotels;1998 april;83.0;74.0;;;;;9.6;11.7;;;;
1110;551 Hotels;1998 mei;95.0;75.0;;;;;11.8;11.7;;;;
1111;551 Hotels;1998 juni;93.0;76.0;;;;;12.7;11.9;;;;
1112;551 Hotels;1998 2e kwartaal;90.0;76.0;;;;;11.4;11.9;;;;
1113;551 Hotels;1998 juli;81.0;76.0;;;;;8.5;11.4;;;;
1114;551 Hotels;1998 augustus;88.0;77.0;;;;;11.3;11.4;;;;
1115;551 Hotels;1998 september;93.0;78.0;;;;;10.0;11.2;;;;
1116;551 Hotels;1998 3e kwartaal;87.0;78.0;;;;;9.9;11.2;;;;
1117;551 Hotels;1998 oktober;89.0;79.0;;;;;11.6;11.2;;;;
1118;551 Hotels;1998 november;78.0;79.0;;;;;7.5;10.9;;;;
1119;551 Hotels;1998 december;70.0;79.0;;;;;9.1;10.7;;;;
1120;551 Hotels;1998 4e kwartaal;79.0;79.0;;;;;9.5;10.7;;;;
1121;551 Hotels;1998;79.0;79.0;;;;;10.7;10.7;;;;
1122;551 Hotels;1999 januari;61.0;80.0;;;;;11.2;11.2;;;;
1123;551 Hotels;1999 februari;63.0;80.0;;;;;7.4;9.2;;;;
1124;551 Hotels;1999 maart;79.0;81.0;;;;;12.3;10.4;;;;
1125;551 Hotels;1999 1e kwartaal;68.0;81.0;;;;;10.4;10.4;;;;
1126;551 Hotels;1999 april;91.0;82.0;;;;;9.9;10.3;;;;
1127;551 Hotels;1999 mei;98.0;82.0;;;;;3.1;8.4;;;;
1128;551 Hotels;1999 juni;99.0;83.0;;;;;7.1;8.1;;;;
1129;551 Hotels;1999 2e kwartaal;96.0;83.0;;;;;6.5;8.1;;;;
1130;551 Hotels;1999 juli;86.0;83.0;;;;;6.4;7.9;;;;
1131;551 Hotels;1999 augustus;88.0;83.0;;;;;-0.3;6.7;;;;
1132;551 Hotels;1999 september;104.0;84.0;;;;;11.5;7.3;;;;
1133;551 Hotels;1999 3e kwartaal;93.0;84.0;;;;;6.0;7.3;;;;
1134;551 Hotels;1999 oktober;97.0;85.0;;;;;9.6;7.6;;;;
1135;551 Hotels;1999 november;90.0;86.0;;;;;15.5;8.3;;;;
1136;551 Hotels;1999 december;75.0;86.0;;;;;7.2;8.2;;;;
1137;551 Hotels;1999 4e kwartaal;87.0;86.0;;;;;10.8;8.2;;;;
1138;551 Hotels;1999;86.0;86.0;;;;;8.2;8.2;;;;
1139;551 Hotels;2000 januari;66.0;86.0;;;;;7.1;7.1;;;;
1140;551 Hotels;2000 februari;72.0;87.0;;;;;14.0;10.6;;;;
1141;551 Hotels;2000 maart;88.0;88.0;;;;;10.3;10.5;;;;
1142;551 Hotels;2000 1e kwartaal;75.0;88.0;;;;;10.5;10.5;;;;
1143;551 Hotels;2000 april;99.0;88.0;;;;;8.6;9.9;;;;
1144;551 Hotels;2000 mei;110.0;89.0;;;;;12.7;10.6;;;;
1145;551 Hotels;2000 juni;109.0;90.0;;;;;10.0;10.5;;;;
1146;551 Hotels;2000 2e kwartaal;106.0;90.0;;;;;10.5;10.5;;;;
1147;551 Hotels;2000 juli;95.0;91.0;;;;;9.7;10.4;;;;
1148;551 Hotels;2000 augustus;101.0;92.0;;;;;15.2;11.0;;;;
1149;551 Hotels;2000 september;113.0;93.0;;;;;8.8;10.7;;;;
1150;551 Hotels;2000 3e kwartaal;103.0;93.0;;;;;11.1;10.7;;;;
1151;551 Hotels;2000 oktober;104.0;93.0;;;;;6.8;10.3;;;;
1152;551 Hotels;2000 november;99.0;94.0;;;;;10.1;10.3;;;;
1153;551 Hotels;2000 december;82.0;95.0;;;;;9.1;10.2;;;;
1154;551 Hotels;2000 4e kwartaal;95.0;95.0;;;;;8.6;10.2;;;;
1155;551 Hotels;2000;95.0;95.0;;;;;10.2;10.2;;;;
1156;551 Hotels;2001 januari;73.0;95.0;;;;;10.9;10.9;;;;
1157;551 Hotels;2001 februari;77.0;96.0;;;;;6.9;8.8;;;;
1158;551 Hotels;2001 maart;92.0;96.0;;;;;5.4;7.5;;;;
1159;551 Hotels;2001 1e kwartaal;81.0;96.0;;;;;7.5;7.5;;;;
1160;551 Hotels;2001 april;104.0;97.0;;;;;5.8;7.0;;;;
1161;551 Hotels;2001 mei;113.0;97.0;;;;;2.8;5.9;;;;
1162;551 Hotels;2001 juni;114.0;97.0;;;;;4.4;5.6;;;;
1163;551 Hotels;2001 2e kwartaal;110.0;97.0;;;;;4.3;5.6;;;;
1164;551 Hotels;2001 juli;95.0;97.0;;;;;0.9;4.9;;;;
1165;551 Hotels;2001 augustus;98.0;97.0;;;;;-3.1;3.8;;;;
1166;551 Hotels;2001 september;111.0;97.0;;;;;-2.0;3.1;;;;
1167;551 Hotels;2001 3e kwartaal;101.0;97.0;;;;;-1.4;3.1;;;;
1168;551 Hotels;2001 oktober;105.0;97.0;;;;;1.3;2.9;;;;
1169;551 Hotels;2001 november;101.0;97.0;;;;;2.0;2.8;;;;
1170;551 Hotels;2001 december;85.0;97.0;;;;;3.5;2.8;;;;
1171;551 Hotels;2001 4e kwartaal;97.0;97.0;;;;;2.1;2.8;;;;
1172;551 Hotels;2001;97.0;97.0;;;;;2.8;2.8;;;;
1173;551 Hotels;2002 januari;76.0;98.0;;;;;4.0;4.0;;;;
1174;551 Hotels;2002 februari;80.0;98.0;;;;;3.6;3.8;;;;
1175;551 Hotels;2002 maart;98.0;98.0;;;;;6.0;4.7;;;;
1176;551 Hotels;2002 1e kwartaal;85.0;98.0;;;;;4.7;4.7;;;;
1177;551 Hotels;2002 april;113.0;99.0;;;;;8.3;5.8;;;;
1178;551 Hotels;2002 mei;121.0;100.0;;;;;6.5;5.9;;;;
1179;551 Hotels;2002 juni;115.0;100.0;;;;;1.0;4.9;;;;
1180;551 Hotels;2002 2e kwartaal;116.0;100.0;;;;;5.2;4.9;;;;
1181;551 Hotels;2002 juli;98.0;100.0;;;;;2.3;4.6;;;;
1182;551 Hotels;2002 augustus;103.0;100.0;;;;;5.5;4.7;;;;
1183;551 Hotels;2002 september;118.0;101.0;;;;;6.6;4.9;;;;
1184;551 Hotels;2002 3e kwartaal;106.0;101.0;;;;;4.9;4.9;;;;
1185;551 Hotels;2002 oktober;111.0;101.0;;;;;5.3;5.0;;;;
1186;551 Hotels;2002 november;98.0;101.0;;;;;-3.0;4.2;;;;
1187;551 Hotels;2002 december;77.0;101.0;;;;;-8.9;3.3;;;;
1188;551 Hotels;2002 4e kwartaal;95.0;101.0;;;;;-1.7;3.3;;;;
1189;551 Hotels;2002;101.0;101.0;;;;;3.3;3.3;;;;
1190;551 Hotels;2003 januari;71.0;100.0;;;;;-6.0;-6.0;;;;
1191;551 Hotels;2003 februari;75.0;100.0;;;;;-6.4;-6.2;;;;
1192;551 Hotels;2003 maart;96.0;100.0;;;;;-2.5;-4.8;;;;
1193;551 Hotels;2003 1e kwartaal;81.0;100.0;;;;;-4.8;-4.8;;;;
1194;551 Hotels;2003 april;102.0;99.0;;;;;-9.8;-6.3;;;;
1195;551 Hotels;2003 mei;117.0;98.0;;;;;-3.3;-5.6;;;;
1196;551 Hotels;2003 juni;110.0;98.0;;;;;-4.7;-5.4;;;;
1197;551 Hotels;2003 2e kwartaal;109.0;98.0;;;;;-5.8;-5.4;;;;
1198;551 Hotels;2003 juli;94.0;98.0;;;;;-3.7;-5.2;;;;
1199;551 Hotels;2003 augustus;98.0;97.0;;;;;-5.1;-5.1;;;;
1200;551 Hotels;2003 september;113.0;97.0;;;;;-4.1;-5.0;;;;
1201;551 Hotels;2003 3e kwartaal;102.0;97.0;;;;;-4.3;-5.0;;;;
1202;551 Hotels;2003 oktober;110.0;97.0;;;;;-0.8;-4.6;;;;
1203;551 Hotels;2003 november;99.0;97.0;;;;;1.9;-4.0;;;;
1204;551 Hotels;2003 december;81.0;97.0;;;;;4.3;-3.5;;;;
1205;551 Hotels;2003 4e kwartaal;97.0;97.0;;;;;1.5;-3.5;;;;
1206;551 Hotels;2003;97.0;97.0;;;;;-3.5;-3.5;;;;
1207;551 Hotels;2004 januari;71.0;97.0;;;;;0.1;0.1;;;;
1208;551 Hotels;2004 februari;77.0;97.0;;;;;2.5;1.4;;;;
1209;551 Hotels;2004 maart;90.0;97.0;;;;;-5.7;-1.4;;;;
1210;551 Hotels;2004 1e kwartaal;79.0;97.0;;;;;-1.4;-1.4;;;;
1211;551 Hotels;2004 april;104.0;97.0;;;;;2.3;-0.3;;;;
1212;551 Hotels;2004 mei;111.0;97.0;;;;;-4.5;-1.4;;;;
1213;551 Hotels;2004 juni;109.0;97.0;;;;;-0.4;-1.2;;;;
1214;551 Hotels;2004 2e kwartaal;108.0;97.0;;;;;-1.0;-1.2;;;;
1215;551 Hotels;2004 juli;92.0;96.0;;;;;-1.7;-1.3;;;;
1216;551 Hotels;2004 augustus;96.0;96.0;;;;;-2.1;-1.4;;;;
1217;551 Hotels;2004 september;116.0;96.0;;;;;2.2;-0.9;;;;
1218;551 Hotels;2004 3e kwartaal;101.0;96.0;;;;;-0.4;-0.9;;;;
1219;551 Hotels;2004 oktober;110.0;96.0;;;;;-0.4;-0.9;;;;
1220;551 Hotels;2004 november;102.0;97.0;;;;;2.8;-0.5;;;;
1221;551 Hotels;2004 december;84.0;97.0;;;;;4.9;-0.2;;;;
1222;551 Hotels;2004 4e kwartaal;99.0;97.0;;;;;2.2;-0.2;;;;
1223;551 Hotels;2004;97.0;97.0;;;;;-0.2;-0.2;;;;
1224;551 Hotels;2005 januari;75.0;97.0;;;;;4.4;4.4;;;;
1225;551 Hotels;2005 februari;76.0;97.0;;;;;-1.2;1.5;;;;
1226;551 Hotels;2005 maart;91.0;97.0;;;;;0.9;1.3;;;;
1227;551 Hotels;2005 1e kwartaal;80.0;97.0;;;;;1.3;1.3;;;;
1228;551 Hotels;2005 april;108.0;97.0;;;;;3.5;2.0;;;;
1229;551 Hotels;2005 mei;112.0;98.0;;;;;0.7;1.6;;;;
1230;551 Hotels;2005 juni;113.0;98.0;;;;;3.3;2.0;;;;
1231;551 Hotels;2005 2e kwartaal;111.0;98.0;;;;;2.5;2.0;;;;
1232;551 Hotels;2005 juli;99.0;98.0;;;;;6.7;2.6;;;;
1233;551 Hotels;2005 augustus;99.0;99.0;;;;;3.4;2.7;;;;
1234;551 Hotels;2005 september;120.0;99.0;;;;;3.5;2.8;;;;
1235;551 Hotels;2005 3e kwartaal;106.0;99.0;;;;;4.4;2.8;;;;
1236;551 Hotels;2005 oktober;113.0;99.0;;;;;2.9;2.8;;;;
1237;551 Hotels;2005 november;106.0;100.0;;;;;3.3;2.9;;;;
1238;551 Hotels;2005 december;90.0;100.0;;;;;6.7;3.2;;;;
1239;551 Hotels;2005 4e kwartaal;103.0;100.0;;;;;4.1;3.2;;;;
1240;551 Hotels;2005;100.0;100.0;;;;;3.2;3.2;;;;
1241;551 Hotels;2006 januari;78.0;100.0;;;;;4.6;4.6;;;;
1242;551 Hotels;2006 februari;77.0;100.0;;;;;1.3;2.9;;;;
1243;551 Hotels;2006 maart;96.0;101.0;;;;;5.5;3.9;;;;
1244;551 Hotels;2006 1e kwartaal;84.0;101.0;;;;;3.9;3.9;;;;
1245;551 Hotels;2006 april;115.0;101.0;;;;;6.7;4.7;;;;
1246;551 Hotels;2006 mei;122.0;102.0;;;;;8.7;5.7;;;;
1247;551 Hotels;2006 juni;125.0;103.0;;;;;10.6;6.7;;;;
1248;551 Hotels;2006 2e kwartaal;121.0;103.0;;;;;8.7;6.7;;;;
1249;551 Hotels;2006 juli;103.0;104.0;;;;;4.7;6.4;;;;
1250;551 Hotels;2006 augustus;104.0;104.0;;;;;4.4;6.1;;;;
1251;551 Hotels;2006 september;129.0;105.0;;;;;7.7;6.3;;;;
1252;551 Hotels;2006 3e kwartaal;112.0;105.0;;;;;5.7;6.3;;;;
1253;551 Hotels;2006 oktober;118.0;105.0;;;;;4.6;6.1;;;;
1254;551 Hotels;2006 november;111.0;106.0;;;;;5.1;6.0;;;;
1255;551 Hotels;2006 december;97.0;106.0;;;;;7.1;6.1;;;;
1256;551 Hotels;2006 4e kwartaal;108.0;106.0;;;;;5.5;6.1;;;;
1257;551 Hotels;2006;106.0;106.0;;;;;6.1;6.1;;;;
1258;551 Hotels;2007 januari;86.0;107.0;;;;;10.9;10.9;;;;
1259;551 Hotels;2007 februari;86.0;108.0;;;;;12.4;11.6;;;;
1260;551 Hotels;2007 maart;107.0;109.0;;;;;11.5;11.6;;;;
1261;551 Hotels;2007 1e kwartaal;93.0;109.0;;;;;11.6;11.6;;;;
1262;551 Hotels;2007 april;122.0;109.0;;;;;6.0;9.8;;;;
1263;551 Hotels;2007 mei;124.0;109.0;;;;;2.2;7.9;;;;
1264;551 Hotels;2007 juni;133.0;110.0;;;;;6.5;7.6;;;;
1265;551 Hotels;2007 2e kwartaal;126.0;110.0;;;;;4.9;7.6;;;;
1266;551 Hotels;2007 juli;109.0;111.0;;;;;5.7;7.3;;;;
1267;551 Hotels;2007 augustus;108.0;111.0;;;;;4.2;7.0;;;;
1268;551 Hotels;2007 september;135.0;111.0;;;;;4.9;6.7;;;;
1269;551 Hotels;2007 3e kwartaal;117.0;111.0;;;;;4.9;6.7;;;;
1270;551 Hotels;2007 oktober;127.0;112.0;;;;;7.9;6.8;;;;
1271;551 Hotels;2007 november;120.0;113.0;;;;;7.7;6.9;;;;
1272;551 Hotels;2007 december;104.0;113.0;;;;;7.4;6.9;;;;
1273;551 Hotels;2007 4e kwartaal;117.0;113.0;;;;;7.7;6.9;;;;
1274;551 Hotels;2007;113.0;113.0;;;;;6.9;6.9;;;;
1275;551 Hotels;2008 januari;93.0;114.0;;;;;7.3;7.3;;;;
1276;551 Hotels;2008 februari;93.0;115.0;;;;;7.8;7.6;;;;
1277;551 Hotels;2008 maart;112.0;115.0;;;;;4.7;6.5;;;;
1278;551 Hotels;2008 1e kwartaal;99.0;115.0;;;;;6.5;6.5;;;;
1279;551 Hotels;2008 april;129.0;116.0;;;;;5.3;6.1;;;;
1280;551 Hotels;2008 mei;138.0;117.0;;;;;11.0;7.3;;;;
1281;551 Hotels;2008 juni;132.0;117.0;;;;;-0.7;5.7;;;;
1282;551 Hotels;2008 2e kwartaal;133.0;117.0;;;;;5.0;5.7;;;;
1283;551 Hotels;2008 juli;111.0;117.0;;;;;1.3;5.0;;;;
1284;551 Hotels;2008 augustus;112.0;117.0;;;;;3.7;4.9;;;;
1285;551 Hotels;2008 september;135.0;117.0;;;;;0.1;4.2;;;;
1286;551 Hotels;2008 3e kwartaal;119.0;117.0;;;;;1.6;4.2;;;;
1287;551 Hotels;2008 oktober;128.0;117.0;;;;;0.4;3.8;;;;
1288;551 Hotels;2008 november;115.0;117.0;;;;;-4.1;3.1;;;;
1289;551 Hotels;2008 december;94.0;116.0;;;;;-9.3;2.1;;;;
1290;551 Hotels;2008 4e kwartaal;112.0;116.0;;;;;-4.0;2.1;;;;
1291;551 Hotels;2008;116.0;116.0;;;;;2.1;2.1;;;;
1292;551 Hotels;2009 januari;84.0;115.0;;;;;-9.2;-9.2;;;;
1293;551 Hotels;2009 februari;84.0;114.0;;;;;-9.8;-9.5;;;;
1294;551 Hotels;2009 maart;102.0;114.0;;;;;-8.9;-9.3;;;;
1295;551 Hotels;2009 1e kwartaal;90.0;114.0;;;;;-9.3;-9.3;;;;
1296;551 Hotels;2009 april;112.0;112.0;;;;;-12.7;-10.3;;;;
1297;551 Hotels;2009 mei;122.0;111.0;;;;;-11.6;-10.6;;;;
1298;551 Hotels;2009 juni;121.0;110.0;;;;;-8.0;-10.1;;;;
1299;551 Hotels;2009 2e kwartaal;119.0;110.0;;;;;-10.8;-10.1;;;;
1300;551 Hotels;2009 juli;105.0;110.0;;;;;-5.1;-9.4;;;;
1301;551 Hotels;2009 augustus;109.0;109.0;;;;;-2.4;-8.6;;;;
1302;551 Hotels;2009 september;120.0;108.0;;;;;-11.6;-9.0;;;;
1303;551 Hotels;2009 3e kwartaal;111.0;108.0;;;;;-6.7;-9.0;;;;
1304;551 Hotels;2009 oktober;113.0;107.0;;;;;-11.6;-9.3;;;;
1305;551 Hotels;2009 november;103.0;106.0;;;;;-9.8;-9.3;;;;
1306;551 Hotels;2009 december;92.0;106.0;;;;;-2.4;-8.8;;;;
1307;551 Hotels;2009 4e kwartaal;103.0;106.0;;;;;-8.4;-8.8;;;;
1308;551 Hotels;2009;106.0;106.0;;;;;-8.8;-8.8;;;;
1309;551 Hotels;2010 januari;78.0;105.0;;;;;-7.2;-7.2;;;;
1310;551 Hotels;2010 februari;80.0;105.0;;;;;-4.8;-6.0;;;;
1311;551 Hotels;2010 maart;100.0;105.0;;;;;-1.9;-4.4;;;;
1312;551 Hotels;2010 1e kwartaal;86.0;105.0;;;;;-4.4;-4.4;;;;
1313;551 Hotels;2010 april;115.0;105.0;;;;;2.2;-2.5;;;;
1314;551 Hotels;2010 mei;118.0;105.0;;;;;-3.1;-2.6;;;;
1315;551 Hotels;2010 juni;120.0;104.0;;;;;-1.1;-2.3;;;;
1316;551 Hotels;2010 2e kwartaal;118.0;104.0;;;;;-0.8;-2.3;;;;
1317;551 Hotels;2010 juli;109.0;105.0;;;;;3.6;-1.5;;;;
1318;551 Hotels;2010 augustus;113.0;105.0;;;;;3.1;-0.9;;;;
1319;551 Hotels;2010 september;128.0;104.0;;;;;7.0;0.1;;;;
1320;551 Hotels;2010 3e kwartaal;116.0;106.0;;;;;4.7;0.1;;;;
1321;551 Hotels;2010 oktober;124.0;103.0;;;;;10.1;1.2;;;;
1322;551 Hotels;2010 november;113.0;103.0;;;;;9.6;1.9;;;;
1323;551 Hotels;2010 december;99.0;104.0;;;;;8.1;2.3;;;;
1324;551 Hotels;2010 4e kwartaal;112.0;108.0;;;;;9.4;2.3;;;;
1325;551 Hotels;2010;108.0;108.0;;;;;2.3;2.3;;;;
1326;551 Hotels;2011 januari;85.0;108.0;;;;;8.7;8.7;;;;
1327;551 Hotels;2011 februari;84.0;112.0;;;;;4.7;6.7;;;;
1328;551 Hotels;2011 maart;108.0;110.0;;;;;7.5;7.0;;;;
1329;551 Hotels;2011 1e kwartaal;92.0;110.0;;;;;7.0;7.0;;;;
1330;551 Hotels;2011 april;124.0;110.0;;;;;8.2;7.4;;;;
1331;551 Hotels;2011 mei;128.0;111.0;;;;;7.9;7.5;;;;
1332;551 Hotels;2011 juni;130.0;112.0;;;;;8.0;7.6;;;;
1333;551 Hotels;2011 2e kwartaal;127.0;112.0;;;;;8.1;7.6;;;;
1334;551 Hotels;2011 juli;115.0;112.0;;;;;5.4;7.3;;;;
1335;551 Hotels;2011 augustus;111.0;112.0;;;;;-1.3;6.1;;;;
1336;551 Hotels;2011 september;134.0;113.0;;;;;4.8;5.9;;;;
1337;551 Hotels;2011 3e kwartaal;120.0;113.0;;;;;3.0;5.9;;;;
1338;551 Hotels;2011 oktober;126.0;113.0;;;;;1.1;5.4;;;;
1339;551 Hotels;2011 november;116.0;113.0;;;;;2.0;5.1;;;;
1340;551 Hotels;2011 december;98.0;113.0;;;;;-0.9;4.6;;;;
1341;551 Hotels;2011 4e kwartaal;113.0;113.0;;;;;0.8;4.6;;;;
1342;551 Hotels;2011;113.0;113.0;;;;;4.6;4.6;;;;
1343;551 Hotels;2012 januari;87.0;113.0;;;;;1.9;1.9;;;;
1344;551 Hotels;2012 februari;87.0;113.0;;;;;3.5;2.7;;;;
1345;551 Hotels;2012 maart;111.0;114.0;;;;;2.9;2.8;;;;
1346;551 Hotels;2012 1e kwartaal;95.0;114.0;;;;;2.8;2.8;;;;
1347;551 Hotels;2012 april;128.0;114.0;;;;;2.8;2.8;;;;
1348;551 Hotels;2012 mei;135.0;115.0;;;;;5.5;3.4;;;;
1349;551 Hotels;2012 juni;133.0;115.0;;;;;2.3;3.2;;;;
1350;551 Hotels;2012 2e kwartaal;132.0;115.0;;;;;3.5;3.2;;;;
1351;551 Hotels;2012 juli;113.0;115.0;;;;;-1.6;2.5;;;;
1352;551 Hotels;2012 augustus;112.0;115.0;;;;;0.9;2.3;;;;
1353;551 Hotels;2012 september;135.0;115.0;;;;;0.6;2.1;;;;
1354;551 Hotels;2012 3e kwartaal;120.0;115.0;;;;;0.0;2.1;;;;
1355;551 Hotels;2012 oktober;128.0;115.0;;;;;1.9;2.1;;;;
1356;551 Hotels;2012 november;112.0;115.0;;;;;-3.1;1.6;;;;
1357;551 Hotels;2012 december;99.0;115.0;;;;;0.5;1.5;;;;
1358;551 Hotels;2012 4e kwartaal;113.0;115.0;;;;;-0.2;1.5;;;;
1359;551 Hotels;2012;115.0;115.0;;;;;1.5;1.5;;;;
1360;Campings en bungalowparken;1993 januari;;;;;;;;;;;;
1361;Campings en bungalowparken;1993 februari;;;;;;;;;;;;
1362;Campings en bungalowparken;1993 maart;;;;;;;;;;;;
1363;Campings en bungalowparken;1993 1e kwartaal;;;;;;;;;;;;
1364;Campings en bungalowparken;1993 april;;;;;;;;;;;;
1365;Campings en bungalowparken;1993 mei;;;;;;;;;;;;
