ID;BedrijfstakkenBranchesSBI2008;Perioden;Waarde_1;VoortschrijdendJaargemiddeldeWaarde_2;Prijs_3;VoortschrijdendJaargemiddeldePrijs_4;Volume_5;VoortschrijdendJaargemiddeldeVolume_6;Waarde_7;CumulatieveWaarde_8;Prijs_9;CumulatievePrijs_10;Volume_11;CumulatiefVolume_12
1366;Campings en bungalowparken;1993 juni;;;;;;;;;;;;
1367;Campings en bungalowparken;1993 2e kwartaal;;;;;;;;;;;;
1368;Campings en bungalowparken;1993 juli;;;;;;;;;;;;
1369;Campings en bungalowparken;1993 augustus;;;;;;;;;;;;
1370;Campings en bungalowparken;1993 september;;;;;;;;;;;;
1371;Campings en bungalowparken;1993 3e kwartaal;;;;;;;;;;;;
1372;Campings en bungalowparken;1993 oktober;;;;;;;;;;;;
1373;Campings en bungalowparken;1993 november;;;;;;;;;;;;
1374;Campings en bungalowparken;1993 december;;;;;;;;;;;;
1375;Campings en bungalowparken;1993 4e kwartaal;;;;;;;;;;;;
1376;Campings en bungalowparken;1993;;;;;;;;;;;;
1377;Campings en bungalowparken;1994 januari;;;;;;;;;;;;
1378;Campings en bungalowparken;1994 februari;;;;;;;;;;;;
1379;Campings en bungalowparken;1994 maart;;;;;;;;;;;;
1380;Campings en bungalowparken;1994 1e kwartaal;77.0;;;;;;;;;;;
1381;Campings en bungalowparken;1994 april;;;;;;;;;;;;
1382;Campings en bungalowparken;1994 mei;;;;;;;;;;;;
1383;Campings en bungalowparken;1994 juni;;;;;;;;;;;;
1384;Campings en bungalowparken;1994 2e kwartaal;88.0;;;;;;;;;;;
1385;Campings en bungalowparken;1994 juli;;;;;;;;;;;;
1386;Campings en bungalowparken;1994 augustus;;;;;;;;;;;;
1387;Campings en bungalowparken;1994 september;;;;;;;;;;;;
1388;Campings en bungalowparken;1994 3e kwartaal;106.0;;;;;;;;;;;
1389;Campings en bungalowparken;1994 oktober;;;;;;;;;;;;
1390;Campings en bungalowparken;1994 november;;;;;;;;;;;;
1391;Campings en bungalowparken;1994 december;;;;;;;;;;;;
1392;Campings en bungalowparken;1994 4e kwartaal;54.0;81.0;;;;;;;;;;
1393;Campings en bungalowparken;1994;81.0;81.0;;;;;;;;;;
1394;Campings en bungalowparken;1995 januari;;;;;;;;;;;;
1395;Campings en bungalowparken;1995 februari;;;;;;;;;;;;
1396;Campings en bungalowparken;1995 maart;;;;;;;;;;;;
1397;Campings en bungalowparken;1995 1e kwartaal;75.0;81.0;;;;;-3.4;-3.4;;;;
1398;Campings en bungalowparken;1995 april;;;;;;;;;;;;
1399;Campings en bungalowparken;1995 mei;;;;;;;;;;;;
1400;Campings en bungalowparken;1995 juni;;;;;;;;;;;;
1401;Campings en bungalowparken;1995 2e kwartaal;93.0;82.0;;;;;5.8;1.5;;;;
1402;Campings en bungalowparken;1995 juli;;;;;;;;;;;;
1403;Campings en bungalowparken;1995 augustus;;;;;;;;;;;;
1404;Campings en bungalowparken;1995 september;;;;;;;;;;;;
1405;Campings en bungalowparken;1995 3e kwartaal;109.0;83.0;;;;;3.5;2.3;;;;
1406;Campings en bungalowparken;1995 oktober;;;;;;;;;;;;
1407;Campings en bungalowparken;1995 november;;;;;;;;;;;;
1408;Campings en bungalowparken;1995 december;;;;;;;;;;;;
1409;Campings en bungalowparken;1995 4e kwartaal;56.0;83.0;;;;;2.4;2.3;;;;
1410;Campings en bungalowparken;1995;83.0;83.0;;;;;2.3;2.3;;;;
1411;Campings en bungalowparken;1996 januari;;;;;;;;;;;;
1412;Campings en bungalowparken;1996 februari;;;;;;;;;;;;
1413;Campings en bungalowparken;1996 maart;;;;;;;;;;;;
1414;Campings en bungalowparken;1996 1e kwartaal;72.0;82.0;;;;;-4.3;-4.3;;;;
1415;Campings en bungalowparken;1996 april;;;;;;;;;;;;
1416;Campings en bungalowparken;1996 mei;;;;;;;;;;;;
1417;Campings en bungalowparken;1996 juni;;;;;;;;;;;;
1418;Campings en bungalowparken;1996 2e kwartaal;90.0;82.0;;;;;-3.4;-3.8;;;;
1419;Campings en bungalowparken;1996 juli;;;;;;;;;;;;
1420;Campings en bungalowparken;1996 augustus;;;;;;;;;;;;
1421;Campings en bungalowparken;1996 september;;;;;;;;;;;;
1422;Campings en bungalowparken;1996 3e kwartaal;109.0;82.0;;;;;0.0;-2.3;;;;
1423;Campings en bungalowparken;1996 oktober;;;;;;;;;;;;
1424;Campings en bungalowparken;1996 november;;;;;;;;;;;;
1425;Campings en bungalowparken;1996 december;;;;;;;;;;;;
1426;Campings en bungalowparken;1996 4e kwartaal;65.0;84.0;;;;;16.4;0.8;;;;
1427;Campings en bungalowparken;1996;84.0;84.0;;;;;0.8;0.8;;;;
1428;Campings en bungalowparken;1997 januari;;;;;;;;;;;;
1429;Campings en bungalowparken;1997 februari;;;;;;;;;;;;
1430;Campings en bungalowparken;1997 maart;;;;;;;;;;;;
1431;Campings en bungalowparken;1997 1e kwartaal;78.0;85.0;;;;;8.6;8.6;;;;
1432;Campings en bungalowparken;1997 april;;;;;;;;;;;;
1433;Campings en bungalowparken;1997 mei;;;;;;;;;;;;
1434;Campings en bungalowparken;1997 juni;;;;;;;;;;;;
1435;Campings en bungalowparken;1997 2e kwartaal;98.0;87.0;;;;;8.7;8.7;;;;
1436;Campings en bungalowparken;1997 juli;;;;;;;;;;;;
1437;Campings en bungalowparken;1997 augustus;;;;;;;;;;;;
1438;Campings en bungalowparken;1997 september;;;;;;;;;;;;
1439;Campings en bungalowparken;1997 3e kwartaal;112.0;88.0;;;;;2.7;6.2;;;;
1440;Campings en bungalowparken;1997 oktober;;;;;;;;;;;;
1441;Campings en bungalowparken;1997 november;;;;;;;;;;;;
1442;Campings en bungalowparken;1997 december;;;;;;;;;;;;
1443;Campings en bungalowparken;1997 4e kwartaal;65.0;88.0;;;;;0.3;5.1;;;;
1444;Campings en bungalowparken;1997;88.0;88.0;;;;;5.1;5.1;;;;
1445;Campings en bungalowparken;1998 januari;;;;;;;;;;;;
1446;Campings en bungalowparken;1998 februari;;;;;;;;;;;;
1447;Campings en bungalowparken;1998 maart;;;;;;;;;;;;
1448;Campings en bungalowparken;1998 1e kwartaal;75.0;87.0;;;;;-3.7;-3.7;;;;
1449;Campings en bungalowparken;1998 april;;;;;;;;;;;;
1450;Campings en bungalowparken;1998 mei;;;;;;;;;;;;
1451;Campings en bungalowparken;1998 juni;;;;;;;;;;;;
1452;Campings en bungalowparken;1998 2e kwartaal;98.0;88.0;;;;;0.5;-1.4;;;;
1453;Campings en bungalowparken;1998 juli;;;;;;;;;;;;
1454;Campings en bungalowparken;1998 augustus;;;;;;;;;;;;
1455;Campings en bungalowparken;1998 september;;;;;;;;;;;;
1456;Campings en bungalowparken;1998 3e kwartaal;117.0;89.0;;;;;4.2;0.8;;;;
1457;Campings en bungalowparken;1998 oktober;;;;;;;;;;;;
1458;Campings en bungalowparken;1998 november;;;;;;;;;;;;
1459;Campings en bungalowparken;1998 december;;;;;;;;;;;;
1460;Campings en bungalowparken;1998 4e kwartaal;69.0;90.0;;;;;6.7;1.9;;;;
1461;Campings en bungalowparken;1998;90.0;90.0;;;;;1.9;1.9;;;;
1462;Campings en bungalowparken;1999 januari;;;;;;;;;;;;
1463;Campings en bungalowparken;1999 februari;;;;;;;;;;;;
1464;Campings en bungalowparken;1999 maart;;;;;;;;;;;;
1465;Campings en bungalowparken;1999 1e kwartaal;80.0;91.0;;;;;6.2;6.2;;;;
1466;Campings en bungalowparken;1999 april;;;;;;;;;;;;
1467;Campings en bungalowparken;1999 mei;;;;;;;;;;;;
1468;Campings en bungalowparken;1999 juni;;;;;;;;;;;;
1469;Campings en bungalowparken;1999 2e kwartaal;106.0;93.0;;;;;7.7;7.0;;;;
1470;Campings en bungalowparken;1999 juli;;;;;;;;;;;;
1471;Campings en bungalowparken;1999 augustus;;;;;;;;;;;;
1472;Campings en bungalowparken;1999 september;;;;;;;;;;;;
1473;Campings en bungalowparken;1999 3e kwartaal;130.0;96.0;;;;;10.8;8.5;;;;
1474;Campings en bungalowparken;1999 oktober;;;;;;;;;;;;
1475;Campings en bungalowparken;1999 november;;;;;;;;;;;;
1476;Campings en bungalowparken;1999 december;;;;;;;;;;;;
1477;Campings en bungalowparken;1999 4e kwartaal;69.0;96.0;;;;;0.4;7.0;;;;
1478;Campings en bungalowparken;1999;96.0;96.0;;;;;7.0;7.0;;;;
1479;Campings en bungalowparken;2000 januari;;;;;;;;;;;;
1480;Campings en bungalowparken;2000 februari;;;;;;;;;;;;
1481;Campings en bungalowparken;2000 maart;;;;;;;;;;;;
1482;Campings en bungalowparken;2000 1e kwartaal;80.0;96.0;;;;;0.7;0.7;;;;
1483;Campings en bungalowparken;2000 april;;;;;;;;;;;;
1484;Campings en bungalowparken;2000 mei;;;;;;;;;;;;
1485;Campings en bungalowparken;2000 juni;;;;;;;;;;;;
1486;Campings en bungalowparken;2000 2e kwartaal;110.0;97.0;;;;;4.1;2.7;;;;
1487;Campings en bungalowparken;2000 juli;;;;;;;;;;;;
1488;Campings en bungalowparken;2000 augustus;;;;;;;;;;;;
1489;Campings en bungalowparken;2000 september;;;;;;;;;;;;
1490;Campings en bungalowparken;2000 3e kwartaal;128.0;97.0;;;;;-1.5;0.9;;;;
1491;Campings en bungalowparken;2000 oktober;;;;;;;;;;;;
1492;Campings en bungalowparken;2000 november;;;;;;;;;;;;
1493;Campings en bungalowparken;2000 december;;;;;;;;;;;;
1494;Campings en bungalowparken;2000 4e kwartaal;73.0;98.0;;;;;4.5;1.6;;;;
1495;Campings en bungalowparken;2000;98.0;98.0;;;;;1.6;1.6;;;;
1496;Campings en bungalowparken;2001 januari;;;;;;;;;;;;
1497;Campings en bungalowparken;2001 februari;;;;;;;;;;;;
1498;Campings en bungalowparken;2001 maart;;;;;;;;;;;;
1499;Campings en bungalowparken;2001 1e kwartaal;85.0;99.0;;;;;6.5;6.5;;;;
1500;Campings en bungalowparken;2001 april;;;;;;;;;;;;
1501;Campings en bungalowparken;2001 mei;;;;;;;;;;;;
1502;Campings en bungalowparken;2001 juni;;;;;;;;;;;;
1503;Campings en bungalowparken;2001 2e kwartaal;115.0;100.0;;;;;4.1;5.1;;;;
1504;Campings en bungalowparken;2001 juli;;;;;;;;;;;;
1505;Campings en bungalowparken;2001 augustus;;;;;;;;;;;;
1506;Campings en bungalowparken;2001 september;;;;;;;;;;;;
1507;Campings en bungalowparken;2001 3e kwartaal;134.0;102.0;;;;;4.7;4.9;;;;
1508;Campings en bungalowparken;2001 oktober;;;;;;;;;;;;
1509;Campings en bungalowparken;2001 november;;;;;;;;;;;;
1510;Campings en bungalowparken;2001 december;;;;;;;;;;;;
1511;Campings en bungalowparken;2001 4e kwartaal;75.0;102.0;;;;;2.9;4.6;;;;
1512;Campings en bungalowparken;2001;102.0;102.0;;;;;4.6;4.6;;;;
1513;Campings en bungalowparken;2002 januari;;;;;;;;;;;;
1514;Campings en bungalowparken;2002 februari;;;;;;;;;;;;
1515;Campings en bungalowparken;2002 maart;;;;;;;;;;;;
1516;Campings en bungalowparken;2002 1e kwartaal;94.0;104.0;;;;;10.1;10.1;;;;
1517;Campings en bungalowparken;2002 april;;;;;;;;;;;;
1518;Campings en bungalowparken;2002 mei;;;;;;;;;;;;
1519;Campings en bungalowparken;2002 juni;;;;;;;;;;;;
1520;Campings en bungalowparken;2002 2e kwartaal;121.0;106.0;;;;;5.3;7.4;;;;
1521;Campings en bungalowparken;2002 juli;;;;;;;;;;;;
1522;Campings en bungalowparken;2002 augustus;;;;;;;;;;;;
1523;Campings en bungalowparken;2002 september;;;;;;;;;;;;
1524;Campings en bungalowparken;2002 3e kwartaal;149.0;110.0;;;;;11.3;8.9;;;;
1525;Campings en bungalowparken;2002 oktober;;;;;;;;;;;;
1526;Campings en bungalowparken;2002 november;;;;;;;;;;;;
1527;Campings en bungalowparken;2002 december;;;;;;;;;;;;
1528;Campings en bungalowparken;2002 4e kwartaal;79.0;111.0;;;;;5.8;8.4;;;;
1529;Campings en bungalowparken;2002;111.0;111.0;;;;;8.4;8.4;;;;
1530;Campings en bungalowparken;2003 januari;;;;;;;;;;;;
1531;Campings en bungalowparken;2003 februari;;;;;;;;;;;;
1532;Campings en bungalowparken;2003 maart;;;;;;;;;;;;
1533;Campings en bungalowparken;2003 1e kwartaal;85.0;108.0;;;;;-9.6;-9.6;;;;
1534;Campings en bungalowparken;2003 april;;;;;;;;;;;;
1535;Campings en bungalowparken;2003 mei;;;;;;;;;;;;
1536;Campings en bungalowparken;2003 juni;;;;;;;;;;;;
1537;Campings en bungalowparken;2003 2e kwartaal;130.0;111.0;;;;;7.6;0.1;;;;
1538;Campings en bungalowparken;2003 juli;;;;;;;;;;;;
1539;Campings en bungalowparken;2003 augustus;;;;;;;;;;;;
1540;Campings en bungalowparken;2003 september;;;;;;;;;;;;
1541;Campings en bungalowparken;2003 3e kwartaal;150.0;111.0;;;;;1.0;0.5;;;;
1542;Campings en bungalowparken;2003 oktober;;;;;;;;;;;;
1543;Campings en bungalowparken;2003 november;;;;;;;;;;;;
1544;Campings en bungalowparken;2003 december;;;;;;;;;;;;
1545;Campings en bungalowparken;2003 4e kwartaal;80.0;111.0;;;;;1.2;0.6;;;;
1546;Campings en bungalowparken;2003;111.0;111.0;;;;;0.6;0.6;;;;
1547;Campings en bungalowparken;2004 januari;;;;;;;;;;;;
1548;Campings en bungalowparken;2004 februari;;;;;;;;;;;;
1549;Campings en bungalowparken;2004 maart;;;;;;;;;;;;
1550;Campings en bungalowparken;2004 1e kwartaal;84.0;111.0;;;;;-1.1;-1.1;;;;
1551;Campings en bungalowparken;2004 april;;;;;;;;;;;;
1552;Campings en bungalowparken;2004 mei;;;;;;;;;;;;
1553;Campings en bungalowparken;2004 juni;;;;;;;;;;;;
1554;Campings en bungalowparken;2004 2e kwartaal;120.0;109.0;;;;;-7.5;-5.0;;;;
1555;Campings en bungalowparken;2004 juli;;;;;;;;;;;;
1556;Campings en bungalowparken;2004 augustus;;;;;;;;;;;;
1557;Campings en bungalowparken;2004 september;;;;;;;;;;;;
1558;Campings en bungalowparken;2004 3e kwartaal;138.0;105.0;;;;;-8.4;-6.4;;;;
1559;Campings en bungalowparken;2004 oktober;;;;;;;;;;;;
1560;Campings en bungalowparken;2004 november;;;;;;;;;;;;
1561;Campings en bungalowparken;2004 december;;;;;;;;;;;;
1562;Campings en bungalowparken;2004 4e kwartaal;80.0;106.0;;;;;0.5;-5.2;;;;
1563;Campings en bungalowparken;2004;106.0;106.0;;;;;-5.2;-5.2;;;;
1564;Campings en bungalowparken;2005 januari;;;;;;;;;;;;
1565;Campings en bungalowparken;2005 februari;;;;;;;;;;;;
1566;Campings en bungalowparken;2005 maart;;;;;;;;;;;;
1567;Campings en bungalowparken;2005 1e kwartaal;87.0;106.0;;;;;3.4;3.4;;;;
1568;Campings en bungalowparken;2005 april;;;;;;;;;;;;
1569;Campings en bungalowparken;2005 mei;;;;;;;;;;;;
1570;Campings en bungalowparken;2005 juni;;;;;;;;;;;;
1571;Campings en bungalowparken;2005 2e kwartaal;109.0;103.0;;;;;-9.2;-4.0;;;;
1572;Campings en bungalowparken;2005 juli;;;;;;;;;;;;
1573;Campings en bungalowparken;2005 augustus;;;;;;;;;;;;
1574;Campings en bungalowparken;2005 september;;;;;;;;;;;;
1575;Campings en bungalowparken;2005 3e kwartaal;126.0;101.0;;;;;-8.1;-5.7;;;;
1576;Campings en bungalowparken;2005 oktober;;;;;;;;;;;;
1577;Campings en bungalowparken;2005 november;;;;;;;;;;;;
1578;Campings en bungalowparken;2005 december;;;;;;;;;;;;
1579;Campings en bungalowparken;2005 4e kwartaal;78.0;100.0;;;;;-3.4;-5.2;;;;
1580;Campings en bungalowparken;2005;100.0;100.0;;;;;-5.2;-5.2;;;;
1581;Campings en bungalowparken;2006 januari;;;;;;;;;;;;
1582;Campings en bungalowparken;2006 februari;;;;;;;;;;;;
1583;Campings en bungalowparken;2006 maart;;;;;;;;;;;;
1584;Campings en bungalowparken;2006 1e kwartaal;86.0;100.0;;;;;-0.4;-0.4;;;;
1585;Campings en bungalowparken;2006 april;;;;;;;;;;;;
1586;Campings en bungalowparken;2006 mei;;;;;;;;;;;;
1587;Campings en bungalowparken;2006 juni;;;;;;;;;;;;
1588;Campings en bungalowparken;2006 2e kwartaal;118.0;102.0;;;;;8.0;4.3;;;;
1589;Campings en bungalowparken;2006 juli;;;;;;;;;;;;
1590;Campings en bungalowparken;2006 augustus;;;;;;;;;;;;
1591;Campings en bungalowparken;2006 september;;;;;;;;;;;;
1592;Campings en bungalowparken;2006 3e kwartaal;132.0;103.0;;;;;4.0;4.2;;;;
1593;Campings en bungalowparken;2006 oktober;;;;;;;;;;;;
1594;Campings en bungalowparken;2006 november;;;;;;;;;;;;
1595;Campings en bungalowparken;2006 december;;;;;;;;;;;;
1596;Campings en bungalowparken;2006 4e kwartaal;79.0;104.0;;;;;1.3;3.6;;;;
1597;Campings en bungalowparken;2006;104.0;104.0;;;;;3.6;3.6;;;;
1598;Campings en bungalowparken;2007 januari;;;;;;;;;;;;
1599;Campings en bungalowparken;2007 februari;;;;;;;;;;;;
1600;Campings en bungalowparken;2007 maart;;;;;;;;;;;;
1601;Campings en bungalowparken;2007 1e kwartaal;84.0;103.0;;;;;-3.0;-3.0;;;;
1602;Campings en bungalowparken;2007 april;;;;;;;;;;;;
1603;Campings en bungalowparken;2007 mei;;;;;;;;;;;;
1604;Campings en bungalowparken;2007 juni;;;;;;;;;;;;
1605;Campings en bungalowparken;2007 2e kwartaal;123.0;104.0;;;;;4.7;1.4;;;;
1606;Campings en bungalowparken;2007 juli;;;;;;;;;;;;
1607;Campings en bungalowparken;2007 augustus;;;;;;;;;;;;
1608;Campings en bungalowparken;2007 september;;;;;;;;;;;;
1609;Campings en bungalowparken;2007 3e kwartaal;136.0;106.0;;;;;3.7;2.3;;;;
1610;Campings en bungalowparken;2007 oktober;;;;;;;;;;;;
1611;Campings en bungalowparken;2007 november;;;;;;;;;;;;
1612;Campings en bungalowparken;2007 december;;;;;;;;;;;;
1613;Campings en bungalowparken;2007 4e kwartaal;83.0;107.0;;;;;5.4;2.9;;;;
1614;Campings en bungalowparken;2007;107.0;107.0;;;;;2.9;2.9;;;;
1615;Campings en bungalowparken;2008 januari;;;;;;;;;;;;
1616;Campings en bungalowparken;2008 februari;;;;;;;;;;;;
1617;Campings en bungalowparken;2008 maart;;;;;;;;;;;;
1618;Campings en bungalowparken;2008 1e kwartaal;89.0;108.0;;;;;6.2;6.2;;;;
1619;Campings en bungalowparken;2008 april;;;;;;;;;;;;
1620;Campings en bungalowparken;2008 mei;;;;;;;;;;;;
1621;Campings en bungalowparken;2008 juni;;;;;;;;;;;;
1622;Campings en bungalowparken;2008 2e kwartaal;125.0;108.0;;;;;1.6;3.4;;;;
1623;Campings en bungalowparken;2008 juli;;;;;;;;;;;;
1624;Campings en bungalowparken;2008 augustus;;;;;;;;;;;;
1625;Campings en bungalowparken;2008 september;;;;;;;;;;;;
1626;Campings en bungalowparken;2008 3e kwartaal;137.0;109.0;;;;;0.4;2.2;;;;
1627;Campings en bungalowparken;2008 oktober;;;;;;;;;;;;
1628;Campings en bungalowparken;2008 november;;;;;;;;;;;;
1629;Campings en bungalowparken;2008 december;;;;;;;;;;;;
1630;Campings en bungalowparken;2008 4e kwartaal;87.0;110.0;;;;;5.1;2.8;;;;
1631;Campings en bungalowparken;2008;110.0;110.0;;;;;2.8;2.8;;;;
1632;Campings en bungalowparken;2009 januari;;;;;;;;;;;;
1633;Campings en bungalowparken;2009 februari;;;;;;;;;;;;
1634;Campings en bungalowparken;2009 maart;;;;;;;;;;;;
1635;Campings en bungalowparken;2009 1e kwartaal;95.0;111.0;;;;;6.2;6.2;;;;
1636;Campings en bungalowparken;2009 april;;;;;;;;;;;;
1637;Campings en bungalowparken;2009 mei;;;;;;;;;;;;
1638;Campings en bungalowparken;2009 juni;;;;;;;;;;;;
1639;Campings en bungalowparken;2009 2e kwartaal;128.0;112.0;;;;;2.4;4.0;;;;
1640;Campings en bungalowparken;2009 juli;;;;;;;;;;;;
1641;Campings en bungalowparken;2009 augustus;;;;;;;;;;;;
1642;Campings en bungalowparken;2009 september;;;;;;;;;;;;
1643;Campings en bungalowparken;2009 3e kwartaal;147.0;114.0;;;;;7.1;5.2;;;;
1644;Campings en bungalowparken;2009 oktober;;;;;;;;;;;;
1645;Campings en bungalowparken;2009 november;;;;;;;;;;;;
1646;Campings en bungalowparken;2009 december;;;;;;;;;;;;
1647;Campings en bungalowparken;2009 4e kwartaal;86.0;114.0;;;;;-1.9;3.8;;;;
1648;Campings en bungalowparken;2009;114.0;114.0;;;;;3.8;3.8;;;;
1649;Campings en bungalowparken;2010 januari;;;;;;;;;;;;
1650;Campings en bungalowparken;2010 februari;;;;;;;;;;;;
1651;Campings en bungalowparken;2010 maart;;;;;;;;;;;;
1652;Campings en bungalowparken;2010 1e kwartaal;93.0;113.0;;;;;-1.2;-1.2;;;;
1653;Campings en bungalowparken;2010 april;;;;;;;;;;;;
1654;Campings en bungalowparken;2010 mei;;;;;;;;;;;;
1655;Campings en bungalowparken;2010 juni;;;;;;;;;;;;
1656;Campings en bungalowparken;2010 2e kwartaal;125.0;113.0;;;;;-2.8;-2.1;;;;
1657;Campings en bungalowparken;2010 juli;;;;;;;;;;;;
1658;Campings en bungalowparken;2010 augustus;;;;;;;;;;;;
1659;Campings en bungalowparken;2010 september;;;;;;;;;;;;
1660;Campings en bungalowparken;2010 3e kwartaal;145.0;112.0;;;;;-0.9;-1.6;;;;
1661;Campings en bungalowparken;2010 oktober;;;;;;;;;;;;
1662;Campings en bungalowparken;2010 november;;;;;;;;;;;;
1663;Campings en bungalowparken;2010 december;;;;;;;;;;;;
1664;Campings en bungalowparken;2010 4e kwartaal;96.0;115.0;;;;;11.7;0.9;;;;
1665;Campings en bungalowparken;2010;115.0;115.0;;;;;0.9;0.9;;;;
1666;Campings en bungalowparken;2011 januari;;;;;;;;;;;;
1667;Campings en bungalowparken;2011 februari;;;;;;;;;;;;
1668;Campings en bungalowparken;2011 maart;;;;;;;;;;;;
1669;Campings en bungalowparken;2011 1e kwartaal;89.0;114.0;;;;;-5.3;-5.3;;;;
1670;Campings en bungalowparken;2011 april;;;;;;;;;;;;
1671;Campings en bungalowparken;2011 mei;;;;;;;;;;;;
1672;Campings en bungalowparken;2011 juni;;;;;;;;;;;;
1673;Campings en bungalowparken;2011 2e kwartaal;129.0;115.0;;;;;3.5;-0.3;;;;
1674;Campings en bungalowparken;2011 juli;;;;;;;;;;;;
1675;Campings en bungalowparken;2011 augustus;;;;;;;;;;;;
1676;Campings en bungalowparken;2011 september;;;;;;;;;;;;
1677;Campings en bungalowparken;2011 3e kwartaal;145.0;115.0;;;;;0.0;-0.2;;;;
1678;Campings en bungalowparken;2011 oktober;;;;;;;;;;;;
1679;Campings en bungalowparken;2011 november;;;;;;;;;;;;
1680;Campings en bungalowparken;2011 december;;;;;;;;;;;;
1681;Campings en bungalowparken;2011 4e kwartaal;93.0;114.0;;;;;-3.0;-0.8;;;;
1682;Campings en bungalowparken;2011;114.0;114.0;;;;;-0.8;-0.8;;;;
1683;Campings en bungalowparken;2012 januari;;;;;;;;;;;;
1684;Campings en bungalowparken;2012 februari;;;;;;;;;;;;
1685;Campings en bungalowparken;2012 maart;;;;;;;;;;;;
1686;Campings en bungalowparken;2012 1e kwartaal;89.0;114.0;;;;;0.8;0.8;;;;
1687;Campings en bungalowparken;2012 april;;;;;;;;;;;;
1688;Campings en bungalowparken;2012 mei;;;;;;;;;;;;
1689;Campings en bungalowparken;2012 juni;;;;;;;;;;;;
1690;Campings en bungalowparken;2012 2e kwartaal;133.0;115.0;;;;;3.2;2.2;;;;
1691;Campings en bungalowparken;2012 juli;;;;;;;;;;;;
1692;Campings en bungalowparken;2012 augustus;;;;;;;;;;;;
1693;Campings en bungalowparken;2012 september;;;;;;;;;;;;
1694;Campings en bungalowparken;2012 3e kwartaal;152.0;117.0;;;;;4.3;3.1;;;;
1695;Campings en bungalowparken;2012 oktober;;;;;;;;;;;;
1696;Campings en bungalowparken;2012 november;;;;;;;;;;;;
1697;Campings en bungalowparken;2012 december;;;;;;;;;;;;
1698;Campings en bungalowparken;2012 4e kwartaal;95.0;117.0;;;;;3.0;3.0;;;;
1699;Campings en bungalowparken;2012;117.0;117.0;;;;;3.0;3.0;;;;
1700;56 Restaurants en cafés;1993 januari;;;;;;;;;;;;
1701;56 Restaurants en cafés;1993 februari;;;;;;;;;;;;
1702;56 Restaurants en cafés;1993 maart;;;;;;;;;;;;
1703;56 Restaurants en cafés;1993 1e kwartaal;;;;;;;;;;;;
1704;56 Restaurants en cafés;1993 april;;;;;;;;;;;;
1705;56 Restaurants en cafés;1993 mei;;;;;;;;;;;;
1706;56 Restaurants en cafés;1993 juni;;;;;;;;;;;;
1707;56 Restaurants en cafés;1993 2e kwartaal;;;;;;;;;;;;
1708;56 Restaurants en cafés;1993 juli;;;;;;;;;;;;
1709;56 Restaurants en cafés;1993 augustus;;;;;;;;;;;;
1710;56 Restaurants en cafés;1993 september;;;;;;;;;;;;
1711;56 Restaurants en cafés;1993 3e kwartaal;;;;;;;;;;;;
1712;56 Restaurants en cafés;1993 oktober;;;;;;;;;;;;
1713;56 Restaurants en cafés;1993 november;;;;;;;;;;;;
1714;56 Restaurants en cafés;1993 december;;;;;;;;;;;;
1715;56 Restaurants en cafés;1993 4e kwartaal;;;;;;;;;;;;
1716;56 Restaurants en cafés;1993;;;;;;;;;;;;
1717;56 Restaurants en cafés;1994 januari;;;;;;;;;;;;
1718;56 Restaurants en cafés;1994 februari;;;;;;;;;;;;
1719;56 Restaurants en cafés;1994 maart;;;;;;;;;;;;
1720;56 Restaurants en cafés;1994 1e kwartaal;59.0;;;;;;;;;;;
1721;56 Restaurants en cafés;1994 april;;;;;;;;;;;;
1722;56 Restaurants en cafés;1994 mei;;;;;;;;;;;;
1723;56 Restaurants en cafés;1994 juni;;;;;;;;;;;;
1724;56 Restaurants en cafés;1994 2e kwartaal;71.0;;;;;;;;;;;
1725;56 Restaurants en cafés;1994 juli;;;;;;;;;;;;
1726;56 Restaurants en cafés;1994 augustus;;;;;;;;;;;;
1727;56 Restaurants en cafés;1994 september;;;;;;;;;;;;
1728;56 Restaurants en cafés;1994 3e kwartaal;71.0;;;;;;;;;;;
1729;56 Restaurants en cafés;1994 oktober;;;;;;;;;;;;
1730;56 Restaurants en cafés;1994 november;;;;;;;;;;;;
1731;56 Restaurants en cafés;1994 december;;;;;;;;;;;;
1732;56 Restaurants en cafés;1994 4e kwartaal;66.0;67.0;;;;;;;;;;
1733;56 Restaurants en cafés;1994;67.0;67.0;;;;;;;;;;
1734;56 Restaurants en cafés;1995 januari;;;;;;;;;;;;
1735;56 Restaurants en cafés;1995 februari;;;;;;;;;;;;
1736;56 Restaurants en cafés;1995 maart;;;;;;;;;;;;
1737;56 Restaurants en cafés;1995 1e kwartaal;61.0;67.0;;;;;2.5;2.5;;;;
1738;56 Restaurants en cafés;1995 april;;;;;;;;;;;;
1739;56 Restaurants en cafés;1995 mei;;;;;;;;;;;;
1740;56 Restaurants en cafés;1995 juni;;;;;;;;;;;;
1741;56 Restaurants en cafés;1995 2e kwartaal;73.0;68.0;;;;;2.9;2.7;;;;
1742;56 Restaurants en cafés;1995 juli;;;;;;;;;;;;
1743;56 Restaurants en cafés;1995 augustus;;;;;;;;;;;;
1744;56 Restaurants en cafés;1995 september;;;;;;;;;;;;
1745;56 Restaurants en cafés;1995 3e kwartaal;73.0;68.0;;;;;3.7;3.1;;;;
1746;56 Restaurants en cafés;1995 oktober;;;;;;;;;;;;
1747;56 Restaurants en cafés;1995 november;;;;;;;;;;;;
