ID;Geslacht;Kenmerken;Perioden;TotaalBaanvinders_1;k_1JaarGeledenGewerkt_2;VoorhScholierStudentSchoolverlater_3;VoorheenWerkzaam_4;VoorheenArbeidsongeschikt_5;Herintreder_6;OverigeBaanvinders_7;Baanwisselaars_8;TotaalOnbenutArbeidsaanbod_9;k_1JaarGeledenGewerkt_10;VoorhScholierStudentSchoolverlater_11;VoorheenWerkzaam_12;VoorheenArbeidsongeschikt_13;Herintreder_14;OverigOnbenutArbeidsaanbod_15
203;Mannen en vrouwen;21630;2009;215.0;58.0;112.0;19.0;;;25.0;51.0;122.0;22.0;70.0;12.0;2.0;;16.0
204;Mannen en vrouwen;21630;2010;198.0;46.0;109.0;19.0;;;24.0;37.0;126.0;21.0;74.0;13.0;2.0;;16.0
205;Mannen en vrouwen;21630;2011;211.0;47.0;124.0;22.0;;;18.0;39.0;118.0;16.0;74.0;13.0;2.0;;11.0
206;Mannen en vrouwen;21630;2012;206.0;45.0;122.0;21.0;;;17.0;39.0;139.0;19.0;88.0;16.0;2.0;;14.0
207;Mannen en vrouwen;21630;2013;191.0;37.0;111.0;22.0;;;20.0;30.0;176.0;23.0;109.0;21.0;;;22.0
208;Mannen en vrouwen;21650;2001;;;;;;;;;;;;;;;
209;Mannen en vrouwen;21650;2002;;;;;;;;;;;;;;;
210;Mannen en vrouwen;21650;2003;26.0;6.0;10.0;4.0;;;6.0;5.0;18.0;4.0;8.0;;;;4.0
211;Mannen en vrouwen;21650;2004;27.0;9.0;9.0;3.0;;;6.0;7.0;23.0;3.0;10.0;3.0;;;5.0
212;Mannen en vrouwen;21650;2005;28.0;8.0;9.0;4.0;;;6.0;7.0;24.0;4.0;9.0;3.0;;;7.0
213;Mannen en vrouwen;21650;2006;34.0;9.0;9.0;5.0;;;9.0;8.0;22.0;3.0;8.0;3.0;;;5.0
214;Mannen en vrouwen;21650;2007;37.0;9.0;13.0;4.0;;;9.0;8.0;18.0;2.0;6.0;3.0;;;6.0
215;Mannen en vrouwen;21650;2008;35.0;11.0;11.0;4.0;;;9.0;9.0;17.0;2.0;6.0;2.0;;;5.0
216;Mannen en vrouwen;21650;2009;38.0;12.0;11.0;4.0;;;10.0;10.0;21.0;4.0;6.0;3.0;;;7.0
217;Mannen en vrouwen;21650;2010;32.0;8.0;11.0;6.0;;;7.0;6.0;23.0;4.0;9.0;3.0;;;5.0
218;Mannen en vrouwen;21650;2011;36.0;8.0;18.0;5.0;;;4.0;6.0;25.0;5.0;11.0;4.0;;2.0;4.0
219;Mannen en vrouwen;21650;2012;36.0;9.0;17.0;5.0;;;4.0;8.0;28.0;5.0;12.0;5.0;;2.0;3.0
220;Mannen en vrouwen;21650;2013;35.0;8.0;17.0;4.0;;;4.0;7.0;34.0;6.0;13.0;7.0;;3.0;4.0
221;Mannen en vrouwen;126;2001;;;;;;;;;;;;;;;
222;Mannen en vrouwen;126;2002;;;;;;;;;;;;;;;
223;Mannen en vrouwen;126;2003;78.0;28.0;14.0;15.0;4.0;5.0;11.0;20.0;312.0;105.0;32.0;77.0;28.0;26.0;43.0
224;Mannen en vrouwen;126;2004;81.0;26.0;15.0;19.0;5.0;5.0;12.0;19.0;377.0;107.0;40.0;112.0;37.0;32.0;48.0
225;Mannen en vrouwen;126;2005;83.0;25.0;10.0;24.0;4.0;6.0;14.0;16.0;372.0;96.0;34.0;117.0;35.0;32.0;58.0
226;Mannen en vrouwen;126;2006;84.0;23.0;10.0;27.0;5.0;7.0;13.0;15.0;311.0;70.0;23.0;111.0;33.0;30.0;44.0
227;Mannen en vrouwen;126;2007;67.0;16.0;8.0;19.0;6.0;8.0;10.0;11.0;228.0;41.0;16.0;81.0;30.0;25.0;37.0
228;Mannen en vrouwen;126;2008;57.0;15.0;7.0;17.0;4.0;6.0;8.0;11.0;187.0;41.0;14.0;61.0;25.0;20.0;25.0
229;Mannen en vrouwen;126;2009;53.0;20.0;6.0;13.0;3.0;4.0;7.0;15.0;236.0;87.0;18.0;67.0;19.0;21.0;24.0
230;Mannen en vrouwen;126;2010;78.0;32.0;9.0;22.0;2.0;4.0;9.0;20.0;267.0;104.0;19.0;84.0;16.0;21.0;23.0
231;Mannen en vrouwen;126;2011;86.0;33.0;9.0;31.0;3.0;4.0;7.0;21.0;248.0;78.0;17.0;95.0;18.0;19.0;22.0
232;Mannen en vrouwen;126;2012;88.0;34.0;10.0;30.0;2.0;3.0;9.0;22.0;286.0;98.0;17.0;108.0;19.0;22.0;22.0
233;Mannen en vrouwen;126;2013;104.0;40.0;12.0;35.0;3.0;3.0;11.0;25.0;382.0;137.0;23.0;144.0;23.0;25.0;30.0
234;Mannen en vrouwen;18700;2001;;;;;;;;;;;;;;;
235;Mannen en vrouwen;18700;2002;;;;;;;;;;;;;;;
236;Mannen en vrouwen;18700;2003;285.0;105.0;93.0;40.0;6.0;17.0;25.0;93.0;324.0;55.0;85.0;53.0;34.0;58.0;38.0
237;Mannen en vrouwen;18700;2004;245.0;83.0;82.0;37.0;6.0;13.0;25.0;72.0;347.0;55.0;93.0;65.0;32.0;63.0;39.0
238;Mannen en vrouwen;18700;2005;242.0;75.0;83.0;39.0;4.0;11.0;29.0;66.0;358.0;47.0;98.0;66.0;32.0;63.0;53.0
239;Mannen en vrouwen;18700;2006;267.0;83.0;89.0;44.0;5.0;16.0;30.0;74.0;319.0;37.0;90.0;64.0;30.0;57.0;41.0
240;Mannen en vrouwen;18700;2007;301.0;97.0;106.0;43.0;6.0;17.0;33.0;87.0;290.0;27.0;88.0;55.0;31.0;52.0;36.0
241;Mannen en vrouwen;18700;2008;322.0;107.0;112.0;43.0;7.0;22.0;30.0;96.0;269.0;30.0;84.0;47.0;28.0;49.0;31.0
242;Mannen en vrouwen;18700;2009;265.0;92.0;89.0;41.0;5.0;14.0;24.0;83.0;304.0;55.0;90.0;57.0;26.0;47.0;31.0
243;Mannen en vrouwen;18700;2010;238.0;73.0;79.0;45.0;4.0;12.0;25.0;60.0;329.0;59.0;92.0;68.0;28.0;49.0;32.0
244;Mannen en vrouwen;18700;2011;247.0;70.0;82.0;54.0;5.0;10.0;26.0;58.0;313.0;44.0;87.0;73.0;30.0;47.0;32.0
245;Mannen en vrouwen;18700;2012;218.0;59.0;77.0;43.0;6.0;11.0;21.0;50.0;350.0;52.0;91.0;85.0;36.0;53.0;33.0
246;Mannen en vrouwen;18700;2013;182.0;46.0;65.0;38.0;3.0;7.0;21.0;37.0;388.0;56.0;112.0;96.0;30.0;54.0;38.0
247;Mannen en vrouwen;18740;2001;;;;;;;;;;;;;;;
248;Mannen en vrouwen;18740;2002;;;;;;;;;;;;;;;
249;Mannen en vrouwen;18740;2003;400.0;186.0;96.0;60.0;5.0;20.0;32.0;172.0;282.0;66.0;55.0;49.0;23.0;51.0;38.0
250;Mannen en vrouwen;18740;2004;342.0;150.0;83.0;57.0;5.0;16.0;32.0;138.0;337.0;68.0;65.0;71.0;28.0;55.0;50.0
251;Mannen en vrouwen;18740;2005;355.0;151.0;78.0;68.0;6.0;14.0;38.0;136.0;368.0;68.0;66.0;82.0;30.0;57.0;65.0
252;Mannen en vrouwen;18740;2006;411.0;180.0;90.0;73.0;6.0;18.0;43.0;163.0;340.0;55.0;58.0;82.0;30.0;63.0;52.0
253;Mannen en vrouwen;18740;2007;487.0;218.0;113.0;79.0;8.0;25.0;45.0;202.0;299.0;45.0;54.0;69.0;29.0;55.0;48.0
254;Mannen en vrouwen;18740;2008;496.0;237.0;109.0;74.0;7.0;24.0;45.0;222.0;251.0;39.0;51.0;51.0;25.0;47.0;38.0
255;Mannen en vrouwen;18740;2009;418.0;194.0;96.0;63.0;6.0;18.0;39.0;180.0;298.0;69.0;62.0;60.0;26.0;45.0;37.0
256;Mannen en vrouwen;18740;2010;376.0;157.0;91.0;69.0;5.0;16.0;38.0;135.0;322.0;80.0;64.0;70.0;24.0;46.0;38.0
257;Mannen en vrouwen;18740;2011;391.0;147.0;100.0;90.0;4.0;14.0;37.0;126.0;321.0;66.0;63.0;86.0;27.0;43.0;37.0
258;Mannen en vrouwen;18740;2012;375.0;138.0;97.0;85.0;5.0;12.0;38.0;122.0;373.0;77.0;70.0;103.0;30.0;46.0;46.0
259;Mannen en vrouwen;18740;2013;348.0;120.0;93.0;80.0;5.0;10.0;41.0;102.0;512.0;108.0;89.0;141.0;42.0;61.0;69.0
260;Mannen en vrouwen;18790;2001;;;;;;;;;;;;;;;
261;Mannen en vrouwen;18790;2002;;;;;;;;;;;;;;;
262;Mannen en vrouwen;18790;2003;239.0;116.0;55.0;35.0;2.0;8.0;23.0;110.0;140.0;40.0;20.0;29.0;10.0;15.0;26.0
263;Mannen en vrouwen;18790;2004;231.0;114.0;50.0;37.0;2.0;7.0;22.0;106.0;163.0;37.0;26.0;39.0;12.0;21.0;28.0
264;Mannen en vrouwen;18790;2005;246.0;118.0;56.0;42.0;2.0;6.0;23.0;111.0;163.0;36.0;24.0;40.0;10.0;20.0;33.0
265;Mannen en vrouwen;18790;2006;288.0;146.0;60.0;47.0;2.0;7.0;26.0;138.0;148.0;29.0;21.0;39.0;11.0;20.0;27.0
266;Mannen en vrouwen;18790;2007;327.0;170.0;68.0;48.0;3.0;10.0;29.0;162.0;134.0;22.0;19.0;32.0;11.0;21.0;30.0
267;Mannen en vrouwen;18790;2008;358.0;191.0;73.0;49.0;2.0;10.0;33.0;181.0;129.0;27.0;19.0;31.0;9.0;17.0;26.0
268;Mannen en vrouwen;18790;2009;318.0;168.0;63.0;47.0;4.0;9.0;28.0;162.0;149.0;39.0;20.0;35.0;9.0;19.0;27.0
269;Mannen en vrouwen;18790;2010;297.0;140.0;64.0;50.0;3.0;9.0;31.0;130.0;164.0;43.0;25.0;41.0;9.0;21.0;26.0
270;Mannen en vrouwen;18790;2011;299.0;129.0;73.0;55.0;2.0;7.0;32.0;118.0;172.0;40.0;27.0;46.0;11.0;20.0;27.0
271;Mannen en vrouwen;18790;2012;299.0;125.0;71.0;59.0;3.0;6.0;34.0;115.0;193.0;46.0;35.0;49.0;11.0;21.0;30.0
272;Mannen en vrouwen;18790;2013;291.0;112.0;79.0;56.0;3.0;6.0;35.0;100.0;226.0;57.0;39.0;60.0;15.0;20.0;35.0
273;Mannen en vrouwen;18820;2001;;;;;;;;;;;;;;;
274;Mannen en vrouwen;18820;2002;;;;;;;;;;;;;;;
275;Mannen en vrouwen;18820;2003;12.0;;;;;;;3.0;10.0;;;;;;
276;Mannen en vrouwen;18820;2004;17.0;3.0;;;;;12.0;3.0;15.0;2.0;;;;;8.0
277;Mannen en vrouwen;18820;2005;15.0;2.0;;;;;12.0;2.0;16.0;;;2.0;;2.0;10.0
278;Mannen en vrouwen;18820;2006;20.0;3.0;;;;;15.0;3.0;15.0;;;;;2.0;8.0
279;Mannen en vrouwen;18820;2007;22.0;4.0;;;;;15.0;4.0;11.0;;;;;;
280;Mannen en vrouwen;18820;2008;19.0;2.0;;;;;16.0;2.0;8.0;;;;;;
281;Mannen en vrouwen;18820;2009;17.0;2.0;;;;;14.0;2.0;11.0;;;;;;
282;Mannen en vrouwen;18820;2010;16.0;;2.0;;;;10.0;;11.0;;;;;;
283;Mannen en vrouwen;18820;2011;15.0;2.0;9.0;2.0;;;;2.0;11.0;;;;;;
284;Mannen en vrouwen;18820;2012;15.0;3.0;9.0;2.0;;;;3.0;12.0;;;;;;
285;Mannen en vrouwen;18820;2013;22.0;3.0;12.0;3.0;;2.0;2.0;3.0;33.0;4.0;12.0;6.0;2.0;7.0;3.0
286;Mannen en vrouwen;12600;2001;;;;;;;;;;;;;;;
287;Mannen en vrouwen;12600;2002;;;;;;;;;;;;;;;
288;Mannen en vrouwen;12600;2003;731.0;336.0;186.0;102.0;10.0;34.0;62.0;313.0;491.0;110.0;97.0;85.0;49.0;92.0;58.0
289;Mannen en vrouwen;12600;2004;644.0;282.0;165.0;97.0;10.0;26.0;63.0;258.0;563.0;111.0;115.0;114.0;52.0;101.0;70.0
290;Mannen en vrouwen;12600;2005;664.0;283.0;164.0;112.0;9.0;22.0;74.0;260.0;589.0;108.0;111.0;124.0;48.0;98.0;100.0
291;Mannen en vrouwen;12600;2006;759.0;337.0;177.0;123.0;10.0;29.0;83.0;312.0;523.0;84.0;101.0;118.0;49.0;96.0;74.0
292;Mannen en vrouwen;12600;2007;864.0;396.0;211.0;125.0;13.0;34.0;86.0;372.0;474.0;65.0;101.0;105.0;48.0;86.0;70.0
293;Mannen en vrouwen;12600;2008;911.0;431.0;222.0;122.0;11.0;38.0;87.0;406.0;421.0;65.0;92.0;85.0;43.0;77.0;59.0
294;Mannen en vrouwen;12600;2009;774.0;364.0;185.0;111.0;10.0;29.0;74.0;344.0;488.0;109.0;105.0;99.0;43.0;71.0;61.0
295;Mannen en vrouwen;12600;2010;706.0;299.0;182.0;118.0;8.0;25.0;74.0;267.0;530.0;127.0;110.0;116.0;41.0;74.0;63.0
296;Mannen en vrouwen;12600;2011;722.0;277.0;202.0;145.0;7.0;20.0;70.0;246.0;512.0;102.0;105.0;130.0;47.0;68.0;59.0
297;Mannen en vrouwen;12600;2012;685.0;258.0;194.0;136.0;10.0;19.0;67.0;232.0;582.0;120.0;122.0;152.0;49.0;73.0;66.0
298;Mannen en vrouwen;12600;2013;642.0;229.0;189.0;130.0;8.0;15.0;72.0;198.0;732.0;161.0;153.0;193.0;59.0;79.0;88.0
299;Mannen en vrouwen;12601;2001;;;;;;;;;;;;;;;
300;Mannen en vrouwen;12601;2002;;;;;;;;;;;;;;;
301;Mannen en vrouwen;12601;2003;203.0;74.0;58.0;33.0;3.0;12.0;23.0;66.0;262.0;52.0;64.0;47.0;18.0;32.0;50.0
302;Mannen en vrouwen;12601;2004;189.0;67.0;51.0;34.0;3.0;10.0;25.0;60.0;296.0;50.0;70.0;63.0;21.0;39.0;53.0
303;Mannen en vrouwen;12601;2005;192.0;63.0;53.0;39.0;3.0;9.0;25.0;55.0;313.0;44.0;77.0;65.0;25.0;43.0;59.0
304;Mannen en vrouwen;12601;2006;224.0;75.0;63.0;42.0;4.0;12.0;28.0;66.0;298.0;38.0;70.0;68.0;23.0;46.0;53.0
305;Mannen en vrouwen;12601;2007;271.0;92.0;76.0;47.0;4.0;19.0;33.0;83.0;258.0;29.0;62.0;51.0;24.0;42.0;49.0
306;Mannen en vrouwen;12601;2008;281.0;107.0;73.0;44.0;5.0;18.0;33.0;95.0;234.0;32.0;62.0;45.0;20.0;36.0;39.0
307;Mannen en vrouwen;12601;2009;240.0;92.0;63.0;40.0;5.0;13.0;27.0;82.0;271.0;56.0;68.0;52.0;17.0;39.0;40.0
308;Mannen en vrouwen;12601;2010;217.0;74.0;53.0;46.0;4.0;13.0;27.0;60.0;292.0;56.0;72.0;63.0;19.0;43.0;38.0
309;Mannen en vrouwen;12601;2011;227.0;70.0;60.0;56.0;4.0;12.0;26.0;57.0;303.0;49.0;74.0;76.0;23.0;43.0;38.0
310;Mannen en vrouwen;12601;2012;220.0;67.0;58.0;52.0;4.0;11.0;27.0;56.0;344.0;56.0;79.0;86.0;28.0;49.0;46.0
311;Mannen en vrouwen;12601;2013;199.0;53.0;59.0;47.0;3.0;9.0;27.0;44.0;423.0;64.0;98.0;110.0;30.0;64.0;57.0
312;Mannen en vrouwen;12650;2001;;;;;;;;;;;;;;;
313;Mannen en vrouwen;12650;2002;;;;;;;;;;;;;;;
314;Mannen en vrouwen;12650;2003;89.0;38.0;22.0;14.0;;5.0;8.0;35.0;88.0;18.0;15.0;18.0;7.0;12.0;18.0
315;Mannen en vrouwen;12650;2004;86.0;36.0;19.0;15.0;;4.0;12.0;33.0;99.0;19.0;20.0;21.0;7.0;12.0;19.0
316;Mannen en vrouwen;12650;2005;86.0;32.0;21.0;17.0;;3.0;11.0;29.0;101.0;16.0;18.0;26.0;7.0;13.0;21.0
317;Mannen en vrouwen;12650;2006;96.0;39.0;23.0;18.0;;4.0;11.0;35.0;96.0;13.0;17.0;24.0;9.0;14.0;20.0
318;Mannen en vrouwen;12650;2007;114.0;47.0;25.0;19.0;2.0;6.0;14.0;43.0;88.0;11.0;16.0;19.0;8.0;16.0;18.0
319;Mannen en vrouwen;12650;2008;118.0;53.0;25.0;18.0;2.0;6.0;14.0;48.0;79.0;12.0;15.0;15.0;8.0;12.0;16.0
320;Mannen en vrouwen;12650;2009;101.0;44.0;21.0;17.0;2.0;5.0;12.0;41.0;93.0;21.0;18.0;20.0;7.0;11.0;17.0
321;Mannen en vrouwen;12650;2010;95.0;38.0;19.0;19.0;2.0;5.0;12.0;33.0;96.0;19.0;19.0;22.0;7.0;14.0;15.0
322;Mannen en vrouwen;12650;2011;96.0;33.0;23.0;23.0;2.0;4.0;11.0;28.0;100.0;20.0;17.0;28.0;8.0;14.0;14.0
323;Mannen en vrouwen;12650;2012;96.0;32.0;23.0;23.0;;4.0;13.0;28.0;111.0;20.0;19.0;30.0;9.0;14.0;18.0
324;Mannen en vrouwen;12650;2013;87.0;29.0;21.0;21.0;;4.0;11.0;24.0;143.0;27.0;24.0;38.0;13.0;20.0;21.0
325;Mannen en vrouwen;13000;2001;;;;;;;;;;;;;;;
326;Mannen en vrouwen;13000;2002;;;;;;;;;;;;;;;
327;Mannen en vrouwen;13000;2003;114.0;37.0;36.0;19.0;;7.0;14.0;31.0;174.0;34.0;49.0;29.0;11.0;20.0;31.0
328;Mannen en vrouwen;13000;2004;104.0;31.0;33.0;19.0;2.0;5.0;13.0;27.0;197.0;31.0;50.0;42.0;14.0;27.0;34.0
329;Mannen en vrouwen;13000;2005;106.0;31.0;32.0;22.0;;6.0;15.0;26.0;212.0;28.0;59.0;39.0;18.0;30.0;38.0
330;Mannen en vrouwen;13000;2006;128.0;36.0;40.0;24.0;3.0;9.0;17.0;30.0;202.0;25.0;53.0;44.0;15.0;32.0;33.0
331;Mannen en vrouwen;13000;2007;157.0;45.0;51.0;28.0;3.0;13.0;19.0;40.0;169.0;19.0;46.0;32.0;15.0;26.0;31.0
332;Mannen en vrouwen;13000;2008;163.0;54.0;48.0;27.0;3.0;12.0;19.0;47.0;155.0;19.0;47.0;30.0;11.0;24.0;24.0
333;Mannen en vrouwen;13000;2009;139.0;48.0;41.0;23.0;3.0;8.0;15.0;42.0;178.0;35.0;50.0;32.0;10.0;27.0;23.0
334;Mannen en vrouwen;13000;2010;122.0;36.0;34.0;27.0;3.0;8.0;15.0;28.0;196.0;37.0;53.0;41.0;13.0;29.0;23.0
335;Mannen en vrouwen;13000;2011;131.0;37.0;37.0;33.0;2.0;8.0;14.0;30.0;203.0;29.0;57.0;48.0;15.0;30.0;24.0
336;Mannen en vrouwen;13000;2012;124.0;34.0;35.0;30.0;3.0;7.0;14.0;28.0;233.0;36.0;60.0;56.0;19.0;35.0;27.0
337;Mannen en vrouwen;13000;2013;112.0;24.0;38.0;27.0;2.0;5.0;16.0;20.0;280.0;37.0;74.0;73.0;17.0;43.0;36.0
338;Mannen en vrouwen;13355;2001;;;;;;;;;;;;;;;
339;Mannen en vrouwen;13355;2002;;;;;;;;;;;;;;;
340;Mannen en vrouwen;13355;2003;2.0;;;;;;;;2.0;;;;;;
341;Mannen en vrouwen;13355;2004;2.0;;;;;;;;2.0;;;;;;
342;Mannen en vrouwen;13355;2005;2.0;;;;;;;;2.0;;;;;;
343;Mannen en vrouwen;13355;2006;3.0;;;;;;;;2.0;;;;;;
344;Mannen en vrouwen;13355;2007;3.0;;;;;;;;2.0;;;;;;
345;Mannen en vrouwen;13355;2008;3.0;;;;;;;;2.0;;;;;;
346;Mannen en vrouwen;13355;2009;4.0;;;;;;;;3.0;;;;;;
347;Mannen en vrouwen;13355;2010;4.0;;;;;;;;3.0;;;;;;
348;Mannen en vrouwen;13355;2011;3.0;;;;;;;;2.0;;;;;;
349;Mannen en vrouwen;13355;2012;2.0;;;;;;;;;;;;;;
350;Mannen en vrouwen;13355;2013;3.0;;;;;;;;3.0;;;;;;
351;Mannen en vrouwen;127;2001;;;;;;;;;;;;;;;
352;Mannen en vrouwen;127;2002;;;;;;;;;;;;;;;
353;Mannen en vrouwen;127;2003;411.0;410.0;;;;;;355.0;162.0;162.0;;;;;
354;Mannen en vrouwen;127;2004;349.0;349.0;;;;;;298.0;161.0;161.0;;;;;
355;Mannen en vrouwen;127;2005;346.0;346.0;;;;;;294.0;152.0;152.0;;;;;
356;Mannen en vrouwen;127;2006;412.0;412.0;;;;;;357.0;122.0;122.0;;;;;
357;Mannen en vrouwen;127;2007;488.0;488.0;;;;;;429.0;94.0;94.0;;;;;
358;Mannen en vrouwen;127;2008;538.0;538.0;;;;;;476.0;97.0;97.0;;;;;
359;Mannen en vrouwen;127;2009;456.0;456.0;;;;;;400.0;165.0;165.0;;;;;
360;Mannen en vrouwen;127;2010;372.0;372.0;;;;;;307.0;183.0;183.0;;;;;
361;Mannen en vrouwen;127;2011;347.0;347.0;;;;;;288.0;152.0;152.0;;;;;
362;Mannen en vrouwen;127;2012;324.0;324.0;;;;;;271.0;176.0;176.0;;;;;
363;Mannen en vrouwen;127;2013;282.0;282.0;;;;;;226.0;225.0;225.0;;;;;
364;Mannen en vrouwen;128;2001;;;;;;;;;;;;;;;
365;Mannen en vrouwen;128;2002;;;;;;;;;;;;;;;
366;Mannen en vrouwen;128;2003;128.0;;6.0;122.0;;;;24.0;88.0;;2.0;85.0;;;
367;Mannen en vrouwen;128;2004;121.0;;5.0;116.0;;;;21.0;116.0;;2.0;113.0;;;
368;Mannen en vrouwen;128;2005;126.0;;3.0;123.0;;;;21.0;100.0;;;99.0;;;
369;Mannen en vrouwen;128;2006;133.0;;4.0;129.0;;;;21.0;87.0;;;86.0;;;
370;Mannen en vrouwen;128;2007;139.0;;6.0;133.0;;;;26.0;67.0;;;66.0;;;
371;Mannen en vrouwen;128;2008;134.0;;7.0;128.0;;;;25.0;52.0;;;51.0;;;
372;Mannen en vrouwen;128;2009;125.0;;6.0;119.0;;;;27.0;75.0;;;74.0;;;
373;Mannen en vrouwen;128;2010;140.0;;7.0;133.0;;;;20.0;99.0;;2.0;96.0;;;
374;Mannen en vrouwen;128;2011;155.0;;7.0;148.0;;;;16.0;105.0;;2.0;103.0;;;
375;Mannen en vrouwen;128;2012;137.0;;7.0;130.0;;;;18.0;109.0;;2.0;107.0;;;
376;Mannen en vrouwen;128;2013;123.0;;7.0;116.0;;;;15.0;137.0;;3.0;134.0;;;
377;Mannen en vrouwen;129;2001;;;;;;;;;;;;;;;
378;Mannen en vrouwen;129;2002;;;;;;;;;;;;;;;
379;Mannen en vrouwen;129;2003;58.0;;4.0;7.0;7.0;3.0;36.0;;102.0;;3.0;20.0;25.0;12.0;42.0
380;Mannen en vrouwen;129;2004;59.0;;3.0;11.0;7.0;3.0;35.0;;129.0;;3.0;29.0;28.0;15.0;54.0
381;Mannen en vrouwen;129;2005;72.0;;2.0;18.0;6.0;3.0;43.0;;156.0;;;50.0;28.0;12.0;65.0
382;Mannen en vrouwen;129;2006;84.0;;3.0;25.0;6.0;5.0;46.0;;144.0;;;57.0;20.0;11.0;55.0
383;Mannen en vrouwen;129;2007;86.0;;4.0;25.0;6.0;3.0;48.0;;118.0;;2.0;45.0;17.0;8.0;46.0
384;Mannen en vrouwen;129;2008;82.0;;6.0;23.0;6.0;4.0;43.0;;95.0;;;35.0;17.0;7.0;34.0
385;Mannen en vrouwen;129;2009;63.0;;4.0;19.0;8.0;4.0;28.0;;88.0;;;36.0;18.0;6.0;27.0
386;Mannen en vrouwen;129;2010;68.0;;4.0;20.0;6.0;5.0;33.0;;97.0;;2.0;38.0;18.0;8.0;30.0
387;Mannen en vrouwen;129;2011;95.0;;8.0;38.0;6.0;3.0;40.0;;126.0;;3.0;55.0;25.0;9.0;34.0
388;Mannen en vrouwen;129;2012;102.0;;7.0;44.0;9.0;4.0;38.0;;162.0;;4.0;81.0;29.0;9.0;41.0
389;Mannen en vrouwen;129;2013;96.0;;7.0;45.0;5.0;3.0;36.0;;197.0;;5.0;102.0;31.0;8.0;49.0
390;Mannen en vrouwen;130;2001;;;;;;;;;;;;;;;
391;Mannen en vrouwen;130;2002;;;;;;;;;;;;;;;
392;Mannen en vrouwen;130;2003;22.0;;;4.0;4.0;6.0;7.0;;83.0;;;13.0;22.0;22.0;24.0
393;Mannen en vrouwen;130;2004;21.0;;;3.0;4.0;5.0;8.0;;91.0;;;19.0;27.0;22.0;23.0
394;Mannen en vrouwen;130;2005;24.0;;;5.0;4.0;4.0;11.0;;107.0;;;22.0;26.0;22.0;36.0
395;Mannen en vrouwen;130;2006;33.0;;;7.0;5.0;7.0;12.0;;111.0;;;24.0;32.0;27.0;27.0
396;Mannen en vrouwen;130;2007;44.0;;2.0;10.0;8.0;8.0;16.0;;116.0;;;30.0;33.0;24.0;29.0
397;Mannen en vrouwen;130;2008;44.0;;;12.0;6.0;9.0;16.0;;98.0;;;29.0;24.0;19.0;25.0
398;Mannen en vrouwen;130;2009;37.0;;2.0;10.0;5.0;7.0;13.0;;93.0;;;27.0;22.0;18.0;25.0
399;Mannen en vrouwen;130;2010;29.0;;;7.0;4.0;5.0;12.0;;90.0;;;29.0;19.0;17.0;24.0
400;Mannen en vrouwen;130;2011;33.0;;4.0;9.0;3.0;5.0;13.0;;89.0;;;30.0;20.0;15.0;24.0
401;Mannen en vrouwen;130;2012;34.0;;3.0;8.0;3.0;4.0;16.0;;88.0;;;31.0;19.0;15.0;22.0
402;Mannen en vrouwen;130;2013;34.0;;4.0;9.0;3.0;3.0;15.0;;112.0;;2.0;37.0;25.0;16.0;33.0
403;Mannen en vrouwen;131;2001;;;;;;;;;;;;;;;
404;Mannen en vrouwen;131;2002;;;;;;;;;;;;;;;
405;Mannen en vrouwen;131;2003;26.0;;;2.0;2.0;17.0;4.0;;119.0;;;13.0;20.0;63.0;23.0
406;Mannen en vrouwen;131;2004;20.0;;;;2.0;14.0;3.0;;129.0;;;15.0;18.0;71.0;24.0
407;Mannen en vrouwen;131;2005;22.0;;;4.0;2.0;10.0;7.0;;141.0;;;18.0;19.0;70.0;34.0
408;Mannen en vrouwen;131;2006;24.0;;;4.0;3.0;12.0;6.0;;133.0;;;19.0;20.0;71.0;23.0
409;Mannen en vrouwen;131;2007;27.0;;;3.0;3.0;14.0;6.0;;127.0;;;15.0;22.0;63.0;27.0
410;Mannen en vrouwen;131;2008;31.0;;;5.0;4.0;16.0;6.0;;114.0;;;14.0;22.0;57.0;21.0
411;Mannen en vrouwen;131;2009;25.0;;;4.0;3.0;12.0;6.0;;111.0;;;15.0;20.0;54.0;22.0
412;Mannen en vrouwen;131;2010;27.0;;;5.0;2.0;10.0;10.0;;116.0;;;15.0;24.0;53.0;23.0
413;Mannen en vrouwen;131;2011;30.0;;;6.0;2.0;10.0;12.0;;115.0;;;18.0;24.0;49.0;24.0
414;Mannen en vrouwen;131;2012;31.0;;;7.0;2.0;10.0;12.0;;133.0;;;20.0;29.0;55.0;28.0
415;Mannen en vrouwen;131;2013;38.0;;2.0;7.0;3.0;7.0;19.0;;162.0;;;30.0;33.0;63.0;36.0
416;Mannen en vrouwen;132;2001;;;;;;;;;;;;;;;
417;Mannen en vrouwen;132;2002;;;;;;;;;;;;;;;
418;Mannen en vrouwen;132;2003;201.0;;181.0;;;20.0;;;137.0;;111.0;;;27.0;
419;Mannen en vrouwen;132;2004;176.0;;162.0;;;14.0;;;163.0;;131.0;;;33.0;
420;Mannen en vrouwen;132;2005;184.0;;170.0;;;14.0;;;176.0;;139.0;;;37.0;
421;Mannen en vrouwen;132;2006;206.0;;189.0;;;17.0;;;157.0;;124.0;;;34.0;
422;Mannen en vrouwen;132;2007;248.0;;220.0;;;27.0;;;147.0;;113.0;;;34.0;
423;Mannen en vrouwen;132;2008;247.0;;219.0;;;28.0;;;138.0;;109.0;;;30.0;
