ID;Geslacht;Kenmerken;Perioden;TotaalBaanvinders_1;k_1JaarGeledenGewerkt_2;VoorhScholierStudentSchoolverlater_3;VoorheenWerkzaam_4;VoorheenArbeidsongeschikt_5;Herintreder_6;OverigeBaanvinders_7;Baanwisselaars_8;TotaalOnbenutArbeidsaanbod_9;k_1JaarGeledenGewerkt_10;VoorhScholierStudentSchoolverlater_11;VoorheenWerkzaam_12;VoorheenArbeidsongeschikt_13;Herintreder_14;OverigOnbenutArbeidsaanbod_15
665;Mannen;20970;2003;19.0;9.0;;5.0;;;4.0;7.0;40.0;10.0;;14.0;6.0;;10.0
666;Mannen;20970;2004;15.0;8.0;;4.0;;;3.0;7.0;44.0;11.0;;17.0;6.0;2.0;9.0
667;Mannen;20970;2005;17.0;9.0;;5.0;;;3.0;8.0;53.0;13.0;;20.0;8.0;;11.0
668;Mannen;20970;2006;21.0;9.0;;7.0;;;4.0;8.0;55.0;10.0;;25.0;8.0;;11.0
669;Mannen;20970;2007;28.0;12.0;;9.0;;;5.0;11.0;53.0;7.0;;25.0;7.0;2.0;12.0
670;Mannen;20970;2008;33.0;14.0;;9.0;;;8.0;13.0;50.0;7.0;;24.0;7.0;;12.0
671;Mannen;20970;2009;25.0;12.0;;6.0;;;5.0;11.0;55.0;12.0;;24.0;7.0;;11.0
672;Mannen;20970;2010;25.0;11.0;;8.0;;;5.0;10.0;65.0;16.0;;26.0;8.0;2.0;13.0
673;Mannen;20970;2011;25.0;10.0;;10.0;;;4.0;9.0;63.0;13.0;;30.0;9.0;2.0;9.0
674;Mannen;20970;2012;25.0;10.0;;11.0;;;3.0;9.0;77.0;17.0;;35.0;10.0;3.0;11.0
675;Mannen;20970;2013;24.0;10.0;;9.0;;;4.0;7.0;98.0;24.0;;45.0;10.0;4.0;15.0
676;Mannen;21590;2001;;;;;;;;;;;;;;;
677;Mannen;21590;2002;;;;;;;;;;;;;;;
678;Mannen;21590;2003;80.0;37.0;16.0;14.0;2.0;2.0;9.0;33.0;107.0;28.0;15.0;27.0;18.0;4.0;16.0
679;Mannen;21590;2004;73.0;30.0;14.0;16.0;2.0;2.0;9.0;27.0;111.0;28.0;14.0;34.0;13.0;5.0;17.0
680;Mannen;21590;2005;80.0;34.0;15.0;18.0;;2.0;9.0;30.0;114.0;21.0;16.0;35.0;15.0;8.0;18.0
681;Mannen;21590;2006;96.0;41.0;18.0;21.0;2.0;2.0;12.0;37.0;98.0;17.0;14.0;34.0;12.0;5.0;16.0
682;Mannen;21590;2007;115.0;51.0;21.0;21.0;2.0;4.0;15.0;48.0;91.0;15.0;12.0;29.0;13.0;5.0;17.0
683;Mannen;21590;2008;116.0;55.0;23.0;20.0;2.0;3.0;14.0;50.0;83.0;14.0;13.0;26.0;14.0;3.0;13.0
684;Mannen;21590;2009;95.0;42.0;19.0;18.0;2.0;2.0;12.0;38.0;102.0;25.0;15.0;27.0;12.0;6.0;15.0
685;Mannen;21590;2010;93.0;37.0;17.0;21.0;2.0;3.0;14.0;32.0;113.0;27.0;16.0;36.0;13.0;6.0;14.0
686;Mannen;21590;2011;94.0;32.0;17.0;28.0;2.0;2.0;13.0;27.0;123.0;23.0;14.0;47.0;17.0;6.0;15.0
687;Mannen;21590;2012;89.0;29.0;17.0;24.0;3.0;2.0;13.0;25.0;149.0;27.0;20.0;54.0;21.0;8.0;20.0
688;Mannen;21590;2013;92.0;31.0;19.0;26.0;2.0;;13.0;26.0;177.0;34.0;20.0;66.0;21.0;11.0;26.0
689;Mannen;21600;2001;;;;;;;;;;;;;;;
690;Mannen;21600;2002;;;;;;;;;;;;;;;
691;Mannen;21600;2003;4.0;;;;;;;2.0;5.0;;;;;;
692;Mannen;21600;2004;2.0;;;;;;;;6.0;;;;;;
693;Mannen;21600;2005;3.0;;;;;;;;6.0;;;;;;
694;Mannen;21600;2006;3.0;;;;;;;;5.0;;;;;;
695;Mannen;21600;2007;4.0;;;;;;;2.0;5.0;;;;;;
696;Mannen;21600;2008;6.0;;;;;;;3.0;4.0;;;;;;
697;Mannen;21600;2009;6.0;;;;;;;3.0;6.0;;;;;;
698;Mannen;21600;2010;4.0;;;;;;;2.0;6.0;;;;;;
699;Mannen;21600;2011;4.0;;;;;;;2.0;6.0;;;;;;
700;Mannen;21600;2012;4.0;;;;;;;;7.0;;;;;;
701;Mannen;21600;2013;4.0;;;;;;;;9.0;;;;;;
702;Mannen;21610;2001;;;;;;;;;;;;;;;
703;Mannen;21610;2002;;;;;;;;;;;;;;;
704;Mannen;21610;2003;150.0;101.0;3.0;29.0;2.0;3.0;12.0;97.0;81.0;31.0;2.0;20.0;8.0;5.0;16.0
705;Mannen;21610;2004;133.0;86.0;3.0;28.0;2.0;3.0;10.0;80.0;94.0;31.0;3.0;30.0;11.0;4.0;15.0
706;Mannen;21610;2005;136.0;83.0;5.0;32.0;2.0;2.0;12.0;78.0;90.0;25.0;3.0;29.0;12.0;5.0;16.0
707;Mannen;21610;2006;160.0;101.0;4.0;33.0;3.0;5.0;13.0;96.0;74.0;20.0;2.0;27.0;9.0;4.0;11.0
708;Mannen;21610;2007;182.0;116.0;5.0;36.0;3.0;7.0;15.0;111.0;59.0;13.0;;20.0;10.0;4.0;11.0
709;Mannen;21610;2008;181.0;125.0;5.0;28.0;3.0;7.0;14.0;121.0;50.0;13.0;2.0;15.0;7.0;4.0;8.0
710;Mannen;21610;2009;148.0;103.0;4.0;28.0;2.0;4.0;8.0;98.0;66.0;28.0;;19.0;7.0;3.0;8.0
711;Mannen;21610;2010;131.0;80.0;3.0;32.0;2.0;4.0;10.0;73.0;81.0;33.0;2.0;26.0;8.0;4.0;8.0
712;Mannen;21610;2011;140.0;80.0;3.0;38.0;2.0;4.0;13.0;72.0;80.0;28.0;3.0;29.0;8.0;4.0;7.0
713;Mannen;21610;2012;132.0;75.0;3.0;35.0;2.0;4.0;13.0;70.0;89.0;33.0;2.0;31.0;9.0;4.0;10.0
714;Mannen;21610;2013;117.0;63.0;3.0;34.0;2.0;3.0;13.0;55.0;119.0;46.0;3.0;40.0;11.0;6.0;13.0
715;Mannen;118;2001;;;;;;;;;;;;;;;
716;Mannen;118;2002;;;;;;;;;;;;;;;
717;Mannen;118;2003;84.0;59.0;3.0;14.0;;2.0;6.0;57.0;37.0;14.0;2.0;8.0;3.0;3.0;7.0
718;Mannen;118;2004;78.0;51.0;3.0;15.0;;2.0;6.0;47.0;40.0;13.0;2.0;11.0;4.0;2.0;7.0
719;Mannen;118;2005;75.0;45.0;4.0;18.0;;;7.0;42.0;38.0;12.0;2.0;11.0;5.0;2.0;7.0
720;Mannen;118;2006;91.0;60.0;4.0;17.0;;2.0;6.0;57.0;31.0;9.0;2.0;9.0;3.0;2.0;5.0
721;Mannen;118;2007;98.0;65.0;5.0;18.0;;3.0;6.0;63.0;22.0;6.0;;7.0;3.0;;4.0
722;Mannen;118;2008;94.0;66.0;5.0;14.0;;2.0;6.0;64.0;18.0;5.0;2.0;4.0;2.0;2.0;3.0
723;Mannen;118;2009;77.0;54.0;4.0;13.0;;2.0;4.0;51.0;27.0;12.0;;6.0;2.0;;3.0
724;Mannen;118;2010;66.0;41.0;3.0;15.0;;2.0;5.0;37.0;31.0;13.0;2.0;9.0;3.0;;3.0
725;Mannen;118;2011;71.0;40.0;3.0;18.0;;2.0;7.0;36.0;30.0;11.0;2.0;10.0;3.0;2.0;3.0
726;Mannen;118;2012;68.0;39.0;3.0;17.0;;;7.0;37.0;34.0;13.0;2.0;11.0;3.0;;4.0
727;Mannen;118;2013;58.0;33.0;2.0;15.0;;2.0;6.0;29.0;46.0;19.0;3.0;14.0;3.0;2.0;4.0
728;Mannen;119;2001;;;;;;;;;;;;;;;
729;Mannen;119;2002;;;;;;;;;;;;;;;
730;Mannen;119;2003;33.0;22.0;;7.0;;;2.0;21.0;20.0;8.0;;4.0;3.0;;4.0
731;Mannen;119;2004;26.0;16.0;;6.0;;;2.0;15.0;22.0;7.0;;8.0;3.0;;4.0
732;Mannen;119;2005;30.0;18.0;;7.0;;;3.0;17.0;20.0;5.0;;7.0;3.0;2.0;4.0
733;Mannen;119;2006;33.0;21.0;;6.0;;;3.0;20.0;15.0;4.0;;5.0;2.0;;3.0
734;Mannen;119;2007;40.0;25.0;;7.0;;3.0;3.0;25.0;14.0;;;;;;
735;Mannen;119;2008;43.0;31.0;;6.0;;2.0;3.0;29.0;12.0;;;;;;
736;Mannen;119;2009;34.0;24.0;;6.0;;;;23.0;15.0;7.0;;4.0;;2.0;2.0
737;Mannen;119;2010;32.0;19.0;;9.0;;;2.0;17.0;19.0;9.0;;6.0;;2.0;2.0
738;Mannen;119;2011;33.0;20.0;;10.0;;;2.0;17.0;19.0;7.0;;8.0;2.0;;2.0
739;Mannen;119;2012;30.0;18.0;;8.0;;;2.0;16.0;18.0;7.0;;6.0;2.0;;2.0
740;Mannen;119;2013;27.0;14.0;;8.0;;;4.0;12.0;26.0;10.0;;8.0;3.0;2.0;3.0
741;Mannen;120;2001;;;;;;;;;;;;;;;
742;Mannen;120;2002;;;;;;;;;;;;;;;
743;Mannen;120;2003;21.0;13.0;;5.0;;;2.0;13.0;13.0;;;;;;
744;Mannen;120;2004;17.0;10.0;;3.0;;;2.0;10.0;17.0;6.0;;5.0;3.0;;2.0
745;Mannen;120;2005;18.0;12.0;;4.0;;;;11.0;17.0;5.0;;6.0;2.0;;3.0
746;Mannen;120;2006;22.0;13.0;;6.0;;;2.0;12.0;15.0;4.0;;7.0;2.0;;2.0
747;Mannen;120;2007;28.0;17.0;;6.0;;;3.0;16.0;12.0;;;;;;
748;Mannen;120;2008;29.0;19.0;;5.0;;2.0;2.0;18.0;9.0;;;;;;
749;Mannen;120;2009;24.0;16.0;;5.0;;;2.0;15.0;12.0;;;;;;
750;Mannen;120;2010;19.0;12.0;;5.0;;;2.0;11.0;15.0;6.0;;5.0;2.0;;2.0
751;Mannen;120;2011;20.0;12.0;;6.0;;;;11.0;15.0;5.0;;6.0;;;
752;Mannen;120;2012;18.0;10.0;;6.0;;;;9.0;18.0;7.0;;6.0;2.0;;
753;Mannen;120;2013;18.0;9.0;;7.0;;;2.0;8.0;23.0;8.0;;8.0;2.0;;3.0
754;Mannen;121;2001;;;;;;;;;;;;;;;
755;Mannen;121;2002;;;;;;;;;;;;;;;
756;Mannen;121;2003;12.0;;;;;;;7.0;11.0;;;;;;
757;Mannen;121;2004;13.0;;;;;;;7.0;14.0;;;;;;
758;Mannen;121;2005;13.0;;;;;;;7.0;14.0;;;;;;
759;Mannen;121;2006;14.0;;;;;;;7.0;14.0;;;;;;
760;Mannen;121;2007;17.0;9.0;;4.0;;;2.0;8.0;12.0;;;;;;
761;Mannen;121;2008;15.0;10.0;;2.0;;;2.0;9.0;11.0;;;;;;
762;Mannen;121;2009;14.0;;;;;;;9.0;13.0;;;;;;
763;Mannen;121;2010;14.0;;;;;;;8.0;16.0;6.0;;6.0;2.0;;2.0
764;Mannen;121;2011;15.0;9.0;;5.0;;;2.0;8.0;16.0;5.0;;6.0;2.0;;2.0
765;Mannen;121;2012;16.0;8.0;;5.0;;;2.0;7.0;19.0;6.0;;8.0;2.0;;3.0
766;Mannen;121;2013;14.0;;;;;;;6.0;25.0;9.0;;10.0;3.0;;2.0
767;Mannen;21620;2001;;;;;;;;;;;;;;;
768;Mannen;21620;2002;;;;;;;;;;;;;;;
769;Mannen;21620;2003;102.0;56.0;13.0;18.0;;2.0;11.0;53.0;55.0;22.0;4.0;15.0;5.0;;9.0
770;Mannen;21620;2004;96.0;54.0;11.0;18.0;;;11.0;50.0;61.0;19.0;4.0;20.0;6.0;;11.0
771;Mannen;21620;2005;99.0;54.0;10.0;21.0;2.0;;11.0;51.0;65.0;20.0;4.0;22.0;5.0;;12.0
772;Mannen;21620;2006;114.0;63.0;11.0;23.0;;;14.0;60.0;62.0;15.0;4.0;22.0;6.0;;13.0
773;Mannen;21620;2007;134.0;80.0;14.0;23.0;;2.0;13.0;75.0;53.0;12.0;2.0;22.0;6.0;;10.0
774;Mannen;21620;2008;140.0;81.0;16.0;24.0;;2.0;15.0;78.0;48.0;11.0;3.0;16.0;6.0;;11.0
775;Mannen;21620;2009;109.0;64.0;11.0;19.0;;;13.0;61.0;56.0;20.0;2.0;18.0;6.0;;9.0
776;Mannen;21620;2010;103.0;53.0;12.0;23.0;;;12.0;49.0;67.0;26.0;4.0;21.0;5.0;2.0;10.0
777;Mannen;21620;2011;108.0;52.0;14.0;27.0;;2.0;12.0;47.0;67.0;18.0;5.0;26.0;7.0;2.0;9.0
778;Mannen;21620;2012;97.0;47.0;11.0;27.0;;;10.0;43.0;76.0;26.0;4.0;29.0;6.0;;10.0
779;Mannen;21620;2013;92.0;41.0;13.0;24.0;;2.0;11.0;36.0;98.0;31.0;7.0;37.0;8.0;2.0;12.0
780;Mannen;21640;2001;;;;;;;;;;;;;;;
781;Mannen;21640;2002;;;;;;;;;;;;;;;
782;Mannen;21640;2003;27.0;;27.0;;;;;;23.0;;23.0;;;;
783;Mannen;21640;2004;24.0;;23.0;;;;;;25.0;;24.0;;;;
784;Mannen;21640;2005;23.0;;23.0;;;;;;23.0;;23.0;;;;
785;Mannen;21640;2006;23.0;;23.0;;;;;;22.0;;22.0;;;;
786;Mannen;21640;2007;27.0;;27.0;;;;;;23.0;;23.0;;;;
787;Mannen;21640;2008;33.0;;32.0;;;;;;22.0;;22.0;;;;
788;Mannen;21640;2009;25.0;;24.0;;;;;;25.0;;24.0;;;;
789;Mannen;21640;2010;21.0;;20.0;;;;;;24.0;;24.0;;;;
790;Mannen;21640;2011;21.0;;21.0;;;;;;20.0;;19.0;;;;
791;Mannen;21640;2012;19.0;;19.0;;;;;;20.0;;20.0;;;;
792;Mannen;21640;2013;16.0;;16.0;;;;;;26.0;;26.0;;;;
793;Mannen;21630;2001;;;;;;;;;;;;;;;
794;Mannen;21630;2002;;;;;;;;;;;;;;;
795;Mannen;21630;2003;128.0;43.0;61.0;12.0;;;12.0;37.0;58.0;13.0;31.0;7.0;;;7.0
796;Mannen;21630;2004;122.0;35.0;60.0;13.0;;;13.0;31.0;75.0;13.0;40.0;9.0;;;11.0
797;Mannen;21630;2005;130.0;36.0;60.0;15.0;;;17.0;32.0;71.0;10.0;39.0;8.0;2.0;;11.0
798;Mannen;21630;2006;133.0;37.0;64.0;14.0;;;17.0;33.0;62.0;8.0;36.0;6.0;;;11.0
799;Mannen;21630;2007;139.0;39.0;74.0;11.0;;;15.0;34.0;54.0;6.0;35.0;5.0;;;7.0
800;Mannen;21630;2008;144.0;42.0;74.0;13.0;;;16.0;38.0;56.0;7.0;33.0;6.0;;;8.0
801;Mannen;21630;2009;125.0;37.0;61.0;12.0;;;15.0;33.0;78.0;15.0;42.0;9.0;;;10.0
802;Mannen;21630;2010;118.0;30.0;60.0;13.0;;;14.0;24.0;77.0;15.0;43.0;9.0;2.0;;8.0
803;Mannen;21630;2011;126.0;29.0;69.0;16.0;;;12.0;25.0;71.0;11.0;43.0;9.0;;;7.0
804;Mannen;21630;2012;121.0;29.0;69.0;13.0;;;10.0;25.0;85.0;12.0;50.0;12.0;;;9.0
805;Mannen;21630;2013;112.0;24.0;62.0;14.0;;;11.0;20.0;107.0;16.0;62.0;14.0;;;13.0
806;Mannen;21650;2001;;;;;;;;;;;;;;;
807;Mannen;21650;2002;;;;;;;;;;;;;;;
808;Mannen;21650;2003;14.0;;;;;;;3.0;11.0;;;;;;
809;Mannen;21650;2004;15.0;5.0;5.0;2.0;;;3.0;4.0;13.0;;;;;;
810;Mannen;21650;2005;16.0;5.0;5.0;2.0;;;3.0;4.0;15.0;2.0;5.0;2.0;;;4.0
811;Mannen;21650;2006;19.0;5.0;5.0;3.0;;;4.0;5.0;11.0;;;;;;
812;Mannen;21650;2007;22.0;6.0;8.0;2.0;;;6.0;5.0;10.0;;;;;;
813;Mannen;21650;2008;20.0;6.0;6.0;3.0;;;5.0;6.0;9.0;;;;;;
814;Mannen;21650;2009;20.0;7.0;5.0;3.0;;;4.0;6.0;12.0;;;;;;
815;Mannen;21650;2010;17.0;5.0;5.0;4.0;;;4.0;4.0;13.0;;;;;;
816;Mannen;21650;2011;19.0;4.0;9.0;3.0;;;3.0;3.0;16.0;3.0;7.0;3.0;;;2.0
817;Mannen;21650;2012;20.0;5.0;9.0;3.0;;;2.0;5.0;18.0;3.0;7.0;4.0;;;2.0
818;Mannen;21650;2013;19.0;4.0;9.0;3.0;;;3.0;4.0;21.0;4.0;7.0;6.0;;;3.0
819;Mannen;126;2001;;;;;;;;;;;;;;;
820;Mannen;126;2002;;;;;;;;;;;;;;;
821;Mannen;126;2003;45.0;19.0;7.0;9.0;2.0;2.0;6.0;14.0;178.0;68.0;16.0;48.0;16.0;5.0;26.0
822;Mannen;126;2004;46.0;16.0;8.0;11.0;2.0;2.0;7.0;11.0;213.0;67.0;20.0;71.0;19.0;7.0;28.0
823;Mannen;126;2005;48.0;15.0;6.0;16.0;2.0;2.0;8.0;10.0;196.0;53.0;16.0;70.0;18.0;9.0;30.0
824;Mannen;126;2006;46.0;13.0;5.0;16.0;3.0;2.0;8.0;9.0;158.0;38.0;11.0;65.0;15.0;7.0;23.0
825;Mannen;126;2007;34.0;8.0;4.0;10.0;2.0;3.0;6.0;6.0;116.0;23.0;6.0;48.0;14.0;5.0;20.0
826;Mannen;126;2008;28.0;8.0;4.0;8.0;2.0;2.0;5.0;6.0;96.0;22.0;7.0;37.0;13.0;4.0;14.0
827;Mannen;126;2009;27.0;12.0;3.0;7.0;;;4.0;9.0;130.0;53.0;9.0;41.0;9.0;6.0;13.0
828;Mannen;126;2010;46.0;19.0;5.0;14.0;;2.0;5.0;12.0;152.0;63.0;9.0;53.0;8.0;6.0;13.0
829;Mannen;126;2011;49.0;19.0;5.0;18.0;;2.0;4.0;12.0;141.0;46.0;8.0;61.0;10.0;5.0;12.0
830;Mannen;126;2012;49.0;20.0;5.0;17.0;;;5.0;14.0;165.0;61.0;9.0;67.0;11.0;6.0;12.0
831;Mannen;126;2013;59.0;23.0;6.0;21.0;2.0;;6.0;16.0;221.0;84.0;12.0;88.0;12.0;9.0;16.0
832;Mannen;18700;2001;;;;;;;;;;;;;;;
833;Mannen;18700;2002;;;;;;;;;;;;;;;
834;Mannen;18700;2003;165.0;67.0;54.0;24.0;3.0;3.0;14.0;60.0;152.0;33.0;43.0;30.0;19.0;6.0;20.0
835;Mannen;18700;2004;147.0;55.0;50.0;24.0;3.0;;14.0;47.0;154.0;32.0;47.0;37.0;16.0;4.0;19.0
836;Mannen;18700;2005;147.0;49.0;50.0;27.0;2.0;2.0;16.0;43.0;147.0;25.0;48.0;33.0;17.0;4.0;20.0
837;Mannen;18700;2006;162.0;57.0;54.0;28.0;3.0;3.0;17.0;52.0;128.0;20.0;45.0;30.0;13.0;4.0;17.0
838;Mannen;18700;2007;180.0;67.0;61.0;26.0;2.0;4.0;19.0;61.0;118.0;14.0;45.0;27.0;14.0;3.0;15.0
839;Mannen;18700;2008;184.0;70.0;67.0;25.0;3.0;5.0;15.0;63.0;115.0;15.0;45.0;24.0;13.0;4.0;14.0
840;Mannen;18700;2009;152.0;59.0;50.0;24.0;2.0;3.0;13.0;53.0;142.0;35.0;48.0;30.0;12.0;5.0;13.0
841;Mannen;18700;2010;139.0;47.0;44.0;29.0;2.0;3.0;15.0;38.0;158.0;39.0;49.0;38.0;14.0;5.0;14.0
842;Mannen;18700;2011;150.0;46.0;46.0;36.0;3.0;3.0;16.0;39.0;150.0;26.0;46.0;43.0;16.0;6.0;14.0
843;Mannen;18700;2012;131.0;39.0;46.0;27.0;4.0;3.0;12.0;33.0;170.0;33.0;46.0;50.0;18.0;6.0;17.0
844;Mannen;18700;2013;110.0;32.0;36.0;25.0;2.0;2.0;13.0;25.0;195.0;36.0;59.0;57.0;15.0;7.0;21.0
845;Mannen;18740;2001;;;;;;;;;;;;;;;
846;Mannen;18740;2002;;;;;;;;;;;;;;;
847;Mannen;18740;2003;211.0;110.0;47.0;33.0;2.0;3.0;16.0;102.0;118.0;39.0;27.0;24.0;11.0;2.0;16.0
848;Mannen;18740;2004;184.0;90.0;41.0;32.0;2.0;2.0;16.0;83.0;146.0;40.0;32.0;37.0;12.0;4.0;22.0
849;Mannen;18740;2005;200.0;94.0;41.0;41.0;2.0;3.0;19.0;85.0;153.0;35.0;30.0;44.0;14.0;7.0;22.0
850;Mannen;18740;2006;221.0;106.0;45.0;41.0;3.0;4.0;23.0;97.0;135.0;27.0;27.0;42.0;13.0;5.0;22.0
851;Mannen;18740;2007;260.0;129.0;56.0;43.0;3.0;6.0;23.0;121.0;119.0;23.0;25.0;35.0;13.0;4.0;19.0
852;Mannen;18740;2008;259.0;134.0;55.0;39.0;3.0;5.0;23.0;127.0;97.0;19.0;24.0;24.0;12.0;2.0;16.0
853;Mannen;18740;2009;211.0;106.0;47.0;32.0;3.0;3.0;20.0;99.0;132.0;39.0;30.0;30.0;12.0;4.0;18.0
854;Mannen;18740;2010;195.0;87.0;45.0;38.0;2.0;3.0;19.0;76.0;142.0;43.0;33.0;36.0;10.0;4.0;17.0
855;Mannen;18740;2011;211.0;85.0;52.0;50.0;2.0;3.0;20.0;74.0;145.0;36.0;31.0;46.0;13.0;4.0;16.0
856;Mannen;18740;2012;196.0;79.0;48.0;45.0;3.0;2.0;20.0;71.0;175.0;44.0;35.0;55.0;15.0;5.0;21.0
857;Mannen;18740;2013;188.0;72.0;45.0;46.0;2.0;2.0;21.0;63.0;240.0;64.0;43.0;73.0;20.0;8.0;32.0
858;Mannen;18790;2001;;;;;;;;;;;;;;;
859;Mannen;18790;2002;;;;;;;;;;;;;;;
860;Mannen;18790;2003;123.0;65.0;23.0;19.0;;2.0;13.0;62.0;67.0;25.0;8.0;17.0;5.0;2.0;11.0
861;Mannen;18790;2004;124.0;65.0;24.0;21.0;;2.0;11.0;61.0;78.0;21.0;12.0;23.0;6.0;3.0;13.0
862;Mannen;18790;2005;129.0;69.0;26.0;22.0;;;11.0;66.0;75.0;20.0;11.0;21.0;4.0;4.0;15.0
863;Mannen;18790;2006;154.0;84.0;27.0;27.0;;2.0;13.0;80.0;64.0;15.0;9.0;21.0;4.0;3.0;11.0
864;Mannen;18790;2007;169.0;95.0;32.0;25.0;;3.0;14.0;91.0;54.0;11.0;8.0;17.0;4.0;3.0;11.0
865;Mannen;18790;2008;186.0;108.0;33.0;24.0;;2.0;17.0;103.0;56.0;13.0;8.0;17.0;4.0;3.0;11.0
866;Mannen;18790;2009;157.0;90.0;26.0;25.0;;2.0;13.0;87.0;66.0;22.0;10.0;17.0;4.0;2.0;11.0
867;Mannen;18790;2010;146.0;73.0;28.0;26.0;;2.0;16.0;68.0;76.0;23.0;13.0;22.0;4.0;3.0;11.0
868;Mannen;18790;2011;144.0;67.0;32.0;27.0;;2.0;16.0;61.0;82.0;22.0;13.0;27.0;6.0;3.0;11.0
869;Mannen;18790;2012;147.0;68.0;30.0;31.0;;2.0;16.0;64.0;92.0;26.0;18.0;26.0;5.0;4.0;13.0
870;Mannen;18790;2013;142.0;59.0;34.0;29.0;;2.0;17.0;53.0;105.0;31.0;17.0;32.0;7.0;3.0;14.0
871;Mannen;18820;2001;;;;;;;;;;;;;;;
872;Mannen;18820;2002;;;;;;;;;;;;;;;
873;Mannen;18820;2003;7.0;;;;;;;2.0;4.0;;;;;;
874;Mannen;18820;2004;9.0;;;;;;;2.0;7.0;;;;;;
875;Mannen;18820;2005;9.0;;;;;;;;7.0;;;;;;
876;Mannen;18820;2006;11.0;;;;;;;2.0;7.0;;;;;;
877;Mannen;18820;2007;13.0;;;;;;;2.0;5.0;;;;;;
878;Mannen;18820;2008;11.0;;;;;;;2.0;4.0;;;;;;
879;Mannen;18820;2009;8.0;;;;;;;;5.0;;;;;;
880;Mannen;18820;2010;7.0;;;;;;;;5.0;;;;;;
881;Mannen;18820;2011;7.0;;;;;;;;5.0;;;;;;
882;Mannen;18820;2012;7.0;;;;;;;;6.0;;;;;;
883;Mannen;18820;2013;13.0;;;;;;;2.0;17.0;2.0;6.0;4.0;;3.0;
884;Mannen;12600;2001;;;;;;;;;;;;;;;
885;Mannen;12600;2002;;;;;;;;;;;;;;;
886;Mannen;12600;2003;389.0;198.0;96.0;55.0;4.0;4.0;32.0;184.0;206.0;64.0;49.0;42.0;24.0;5.0;23.0
887;Mannen;12600;2004;353.0;170.0;88.0;56.0;4.0;3.0;32.0;155.0;241.0;64.0;60.0;58.0;23.0;5.0;31.0
888;Mannen;12600;2005;373.0;175.0;88.0;66.0;4.0;3.0;38.0;163.0;237.0;57.0;56.0;62.0;20.0;6.0;36.0
889;Mannen;12600;2006;423.0;206.0;93.0;71.0;5.0;4.0;44.0;193.0;203.0;43.0;51.0;55.0;20.0;4.0;29.0
890;Mannen;12600;2007;474.0;240.0;109.0;70.0;5.0;5.0;45.0;226.0;185.0;33.0;50.0;51.0;20.0;4.0;27.0
891;Mannen;12600;2008;490.0;253.0;117.0;66.0;4.0;6.0;44.0;241.0;167.0;32.0;48.0;40.0;19.0;4.0;25.0
892;Mannen;12600;2009;399.0;204.0;91.0;60.0;4.0;5.0;35.0;194.0;214.0;61.0;56.0;49.0;18.0;3.0;27.0
893;Mannen;12600;2010;370.0;168.0;91.0;65.0;4.0;4.0;38.0;150.0;243.0;71.0;57.0;62.0;19.0;5.0;28.0
894;Mannen;12600;2011;388.0;159.0;103.0;80.0;3.0;4.0;38.0;144.0;236.0;56.0;53.0;72.0;23.0;5.0;26.0
895;Mannen;12600;2012;362.0;150.0;95.0;75.0;5.0;4.0;34.0;138.0;280.0;71.0;64.0;84.0;23.0;6.0;31.0
896;Mannen;12600;2013;343.0;134.0;90.0;74.0;4.0;3.0;38.0;118.0;356.0;96.0;76.0;106.0;28.0;7.0;43.0
897;Mannen;12601;2001;;;;;;;;;;;;;;;
898;Mannen;12601;2002;;;;;;;;;;;;;;;
899;Mannen;12601;2003;115.0;45.0;29.0;21.0;2.0;4.0;14.0;40.0;134.0;34.0;30.0;29.0;10.0;5.0;27.0
900;Mannen;12601;2004;110.0;42.0;28.0;21.0;2.0;3.0;14.0;38.0;144.0;30.0;32.0;39.0;11.0;6.0;26.0
901;Mannen;12601;2005;112.0;38.0;30.0;25.0;;3.0;15.0;33.0;145.0;24.0;34.0;37.0;14.0;10.0;26.0
902;Mannen;12601;2006;124.0;43.0;34.0;25.0;2.0;4.0;15.0;38.0;131.0;20.0;31.0;38.0;10.0;7.0;24.0
903;Mannen;12601;2007;147.0;54.0;40.0;25.0;2.0;8.0;17.0;49.0;110.0;16.0;28.0;27.0;12.0;7.0;20.0
904;Mannen;12601;2008;147.0;60.0;38.0;22.0;2.0;7.0;19.0;54.0;103.0;16.0;29.0;25.0;11.0;6.0;17.0
905;Mannen;12601;2009;127.0;52.0;32.0;22.0;2.0;4.0;15.0;46.0;130.0;35.0;32.0;28.0;9.0;8.0;18.0
906;Mannen;12601;2010;115.0;40.0;27.0;28.0;2.0;4.0;14.0;32.0;137.0;34.0;37.0;34.0;10.0;8.0;15.0
907;Mannen;12601;2011;124.0;40.0;30.0;33.0;2.0;5.0;14.0;32.0;145.0;28.0;38.0;44.0;12.0;8.0;15.0
908;Mannen;12601;2012;118.0;37.0;31.0;29.0;2.0;4.0;15.0;31.0;163.0;32.0;38.0;48.0;15.0;9.0;21.0
909;Mannen;12601;2013;108.0;30.0;31.0;27.0;;3.0;15.0;24.0;200.0;37.0;49.0;60.0;14.0;14.0;26.0
910;Mannen;12650;2001;;;;;;;;;;;;;;;
911;Mannen;12650;2002;;;;;;;;;;;;;;;
912;Mannen;12650;2003;46.0;21.0;10.0;9.0;;2.0;4.0;20.0;38.0;10.0;6.0;10.0;3.0;;7.0
