ID;Persoonskenmerken;Perioden;EenKeerPerWeekOfVaker_1;TweeKeerPerMaand_2;EenKeerPerMaand_3;MinderDanEenKeerPerMaand_4;ZeldenOfNooit_5;AantalAvondenPerWeekThuis1529Jr_6;EenKeerPerWeekOfVaker_7;EenKeerPerTweeWeken_8;MinderDanEenKeerPerTweeWeken_9;Nooit_10;EenKeerPerWeekOfVaker_11;TweeKeerPerMaand_12;EenKeerPerMaand_13;MinderDanEenKeerPerMaand_14;ZeldenOfNooit_15;Ja_16;Soms_17;Nee_18;Ja_19;Soms_20;Nee_21;Ja_22;Soms_23;Nee_24;Ja_25;Soms_26;Nee_27;Ja_28;Soms_29;Nee_30;Ja_31;Soms_32;Nee_33;HeeftGenoegVriendenInnen1217Jaar_34;WordtWelEensGepestOpSchoolStraat_35;WordtVaakGepest_36;ValtWelMee_37;VoeltZichVaakAlleen1217Jaar_38;BuitengewoonTevreden_39;ZeerTevreden_40;Tevreden_41;TamelijkTevreden_42;NietZoTevreden_43;ErgGelukkig_44;Gelukkig_45;NietGelukkigNietOngelukkig_46;NietZoGelukkig_47;Ongelukkig_48;BuitengewoonTevreden_49;ZeerTevreden_50;Tevreden_51;TamelijkTevreden_52;NietZoTevreden_53;TevredenheidMetPartner_54;TevredenheidMetGezin_55;TevredenheidMetFinancien_56;TevredenheidMetOpleiding_57;TevredenheidMetSamenleving_58;TotaalParticipantenVrijwilligerswerk_59;GeorganiseerdVrijwilligerswerk_60;Jeugdwerk_61;School_62;VerzorgingVerpleging_63;Sportvereniging_64;Hobbyvereniging_65;CultureleVereniging_66;LevensbeschouwelijkeOrganisatie_67;Arbeidsorganisatie_68;PolitiekeOrganisatie_69;AndereOrganisaties_70;InformeleHulp_71;Altijd_72;Meestal_73;Soms_74;Zelden_75;Nooit_76;Meer_77;Evenveel_78;Minder_79;Niet_80;NietVanToepassing_81;Meer_82;Evenveel_83;Minder_84;Niet_85;NietVanToepassing_86;Meer_87;Evenveel_88;Minder_89;Niet_90;NietVanToepassing_91;GeenKerkelijkeGezindte_92;RoomsKatholiek_93;ProtestantseKerkInNederland_94;NederlandsHervormd_95;Gereformeerd_96;OverigeKerkelijkeGezindte_97;EenKeerPerWeekOfVaker_98;TweeTotDrieKeerPerMaand_99;EenKeerPerMaand_100;MinderDanEenKeerPerMaand_101;ZeldenOfNooit_102
142;65 tot 75 jarigen;2004;89.0;4.0;3.0;2.0;1.0;;80.0;7.0;8.0;5.0;72.0;12.0;8.0;4.0;4.0;90.0;7.0;3.0;5.0;8.0;87.0;89.0;6.0;5.0;85.0;11.0;4.0;57.0;5.0;38.0;33.0;19.0;48.0;;;;;;7.0;27.0;55.0;7.0;3.0;15.0;69.0;11.0;4.0;1.0;7.0;29.0;51.0;9.0;4.0;9.0;;8.0;7.0;6.0;60.0;43.0;3.0;1.0;13.0;8.0;9.0;5.0;14.0;1.0;1.0;8.0;38.0;71.0;26.0;2.0;1.0;0.0;6.0;44.0;3.0;9.0;38.0;2.0;14.0;1.0;9.0;74.0;4.0;78.0;8.0;4.0;6.0;25.0;40.0;3.0;18.0;7.0;7.0;22.0;8.0;5.0;8.0;55.0
143;65 tot 75 jarigen;2005;87.0;7.0;3.0;2.0;1.0;;;;;;71.0;11.0;9.0;5.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;73.0;10.0;2.0;1.0;7.0;28.0;55.0;8.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.0;38.0;7.0;17.0;4.0;5.0;18.0;8.0;6.0;8.0;60.0
144;65 tot 75 jarigen;2006;88.0;5.0;4.0;2.0;2.0;;;;;;73.0;11.0;8.0;4.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;72.0;10.0;3.0;1.0;6.0;30.0;52.0;10.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.0;38.0;8.0;16.0;4.0;4.0;20.0;7.0;5.0;10.0;59.0
145;65 tot 75 jarigen;2007;86.0;8.0;3.0;1.0;2.0;;;;;;73.0;12.0;8.0;3.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;70.0;10.0;3.0;0.0;7.0;31.0;50.0;10.0;3.0;;;;;;60.0;46.0;2.0;2.0;15.0;8.0;7.0;6.0;16.0;1.0;1.0;14.0;34.0;71.0;24.0;2.0;1.0;0.0;;;;;;;;;;;;;;;;29.0;36.0;11.0;15.0;5.0;5.0;22.0;7.0;4.0;7.0;61.0
146;65 tot 75 jarigen;2008;88.0;6.0;4.0;2.0;1.0;;;;;;71.0;12.0;9.0;4.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.0;73.0;9.0;3.0;1.0;7.0;30.0;52.0;8.0;3.0;;;;;;58.0;41.0;1.0;1.0;11.0;8.0;6.0;5.0;13.0;1.0;1.0;15.0;35.0;81.0;18.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;30.0;37.0;9.0;14.0;4.0;6.0;18.0;7.0;6.0;11.0;58.0
147;65 tot 75 jarigen;2009;89.0;4.0;3.0;2.0;2.0;;;;;;73.0;11.0;6.0;6.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;67.0;8.0;4.0;1.0;12.0;30.0;47.0;8.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.0;36.0;10.0;16.0;3.0;5.0;17.0;8.0;5.0;11.0;60.0
148;65 tot 75 jarigen;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;65 tot 75 jarigen;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;75 jarigen of ouder;1997;82.0;8.0;4.0;3.0;2.0;;75.0;7.0;10.0;9.0;64.0;13.0;8.0;6.0;9.0;83.0;12.0;5.0;6.0;14.0;80.0;88.0;5.0;7.0;81.0;12.0;7.0;45.0;7.0;48.0;41.0;14.0;45.0;;;;;;8.0;28.0;48.0;10.0;6.0;13.0;66.0;16.0;5.0;1.0;6.0;23.0;54.0;13.0;5.0;;;;;;27.0;18.0;1.0;1.0;4.0;1.0;2.0;3.0;8.0;0.0;1.0;2.0;15.0;;;;;;;;;;;;;;;;;;;;;25.0;32.0;;26.0;9.0;7.0;29.0;5.0;3.0;6.0;57.0
151;75 jarigen of ouder;1998;83.0;7.0;4.0;3.0;3.0;;70.0;7.0;14.0;10.0;65.0;13.0;8.0;5.0;9.0;89.0;7.0;4.0;7.0;11.0;82.0;90.0;6.0;4.0;79.0;14.0;7.0;44.0;7.0;49.0;36.0;24.0;40.0;;;;;;6.0;24.0;56.0;10.0;4.0;14.0;66.0;14.0;4.0;1.0;7.0;26.0;51.0;11.0;5.0;9.0;;8.0;7.0;6.0;25.0;17.0;0.0;0.0;7.0;1.0;4.0;1.0;5.0;0.0;1.0;3.0;16.0;;;;;;;;;;;;;;;;;;;;;26.0;33.0;;26.0;8.0;7.0;27.0;7.0;4.0;6.0;56.0
152;75 jarigen of ouder;1999;85.0;7.0;3.0;2.0;2.0;;74.0;8.0;11.0;7.0;68.0;11.0;8.0;5.0;8.0;85.0;10.0;5.0;6.0;12.0;82.0;87.0;9.0;4.0;81.0;13.0;6.0;42.0;6.0;52.0;32.0;20.0;48.0;;;;;;7.0;25.0;55.0;9.0;4.0;12.0;68.0;15.0;5.0;0.0;6.0;23.0;55.0;11.0;5.0;9.0;;8.0;7.0;6.0;33.0;22.0;0.0;1.0;7.0;1.0;4.0;3.0;9.0;1.0;0.0;5.0;18.0;63.0;28.0;8.0;0.0;1.0;2.0;38.0;1.0;58.0;;3.0;36.0;1.0;60.0;;3.0;67.0;14.0;16.0;;26.0;33.0;;26.0;9.0;7.0;29.0;5.0;4.0;6.0;57.0
153;75 jarigen of ouder;2000;84.0;6.0;3.0;2.0;4.0;;72.0;10.0;9.0;9.0;69.0;10.0;7.0;6.0;9.0;89.0;9.0;2.0;6.0;13.0;82.0;93.0;5.0;2.0;83.0;13.0;5.0;38.0;8.0;54.0;35.0;26.0;38.0;;;;;;6.0;24.0;57.0;10.0;4.0;14.0;67.0;14.0;4.0;1.0;6.0;24.0;55.0;10.0;4.0;9.0;;8.0;7.0;7.0;31.0;18.0;0.0;0.0;5.0;2.0;2.0;4.0;9.0;1.0;0.0;2.0;22.0;;;;;;4.0;38.0;0.0;58.0;;17.0;46.0;1.0;36.0;;4.0;66.0;15.0;15.0;;25.0;35.0;;25.0;8.0;7.0;27.0;6.0;4.0;7.0;56.0
154;75 jarigen of ouder;2001;87.0;6.0;4.0;2.0;1.0;;80.0;8.0;8.0;5.0;69.0;13.0;7.0;5.0;6.0;87.0;9.0;4.0;3.0;13.0;85.0;91.0;5.0;4.0;85.0;12.0;3.0;44.0;8.0;48.0;31.0;22.0;47.0;;;;;;8.0;32.0;49.0;9.0;2.0;14.0;68.0;13.0;3.0;1.0;7.0;25.0;54.0;10.0;4.0;9.0;;8.0;7.0;6.0;31.0;18.0;1.0;1.0;6.0;2.0;3.0;1.0;6.0;0.0;1.0;2.0;19.0;76.0;22.0;2.0;0.0;0.0;3.0;43.0;1.0;54.0;;0.0;35.0;1.0;64.0;;4.0;72.0;11.0;13.0;;27.0;33.0;;26.0;8.0;6.0;24.0;7.0;4.0;7.0;58.0
155;75 jarigen of ouder;2002;84.0;7.0;3.0;2.0;3.0;;78.0;8.0;10.0;4.0;70.0;11.0;7.0;5.0;8.0;89.0;8.0;3.0;5.0;7.0;89.0;89.0;5.0;7.0;84.0;10.0;5.0;48.0;7.0;45.0;36.0;21.0;43.0;;;;;;10.0;25.0;52.0;7.0;6.0;13.0;65.0;15.0;5.0;1.0;6.0;25.0;52.0;11.0;6.0;9.0;;8.0;7.0;6.0;34.0;22.0;1.0;0.0;8.0;2.0;3.0;4.0;8.0;0.0;1.0;5.0;22.0;69.0;25.0;5.0;0.0;1.0;2.0;32.0;2.0;8.0;56.0;0.0;18.0;0.0;5.0;77.0;5.0;68.0;10.0;4.0;13.0;26.0;34.0;;26.0;7.0;6.0;26.0;7.0;3.0;6.0;58.0
156;75 jarigen of ouder;2003;88.0;5.0;3.0;2.0;2.0;;75.0;8.0;10.0;7.0;67.0;12.0;7.0;5.0;8.0;87.0;8.0;5.0;4.0;10.0;85.0;91.0;6.0;3.0;82.0;14.0;4.0;45.0;8.0;47.0;34.0;25.0;41.0;;;;;;5.0;27.0;57.0;9.0;3.0;13.0;64.0;16.0;6.0;1.0;7.0;20.0;56.0;12.0;5.0;9.0;;8.0;7.0;6.0;32.0;19.0;0.0;0.0;6.0;2.0;4.0;2.0;6.0;0.0;0.0;4.0;17.0;79.0;14.0;5.0;2.0;0.0;3.0;31.0;1.0;11.0;54.0;1.0;16.0;0.0;8.0;75.0;9.0;66.0;9.0;3.0;13.0;25.0;35.0;;27.0;7.0;6.0;26.0;6.0;3.0;6.0;58.0
157;75 jarigen of ouder;2004;89.0;5.0;3.0;2.0;2.0;;78.0;8.0;9.0;5.0;67.0;11.0;7.0;6.0;9.0;85.0;10.0;5.0;4.0;9.0;87.0;90.0;6.0;4.0;83.0;12.0;5.0;44.0;7.0;48.0;34.0;26.0;40.0;;;;;;6.0;31.0;50.0;9.0;3.0;13.0;67.0;14.0;4.0;1.0;6.0;23.0;58.0;9.0;4.0;9.0;;8.0;7.0;6.0;32.0;22.0;1.0;0.0;8.0;3.0;5.0;1.0;5.0;0.0;0.0;3.0;18.0;80.0;20.0;0.0;0.0;0.0;4.0;23.0;4.0;9.0;59.0;0.0;11.0;0.0;8.0;81.0;4.0;72.0;8.0;4.0;13.0;24.0;34.0;4.0;25.0;7.0;6.0;24.0;6.0;5.0;7.0;59.0
158;75 jarigen of ouder;2005;89.0;4.0;2.0;2.0;2.0;;;;;;67.0;11.0;8.0;6.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;64.0;15.0;5.0;2.0;6.0;24.0;54.0;11.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;36.0;8.0;21.0;6.0;5.0;28.0;5.0;3.0;7.0;57.0
159;75 jarigen of ouder;2006;88.0;5.0;2.0;2.0;2.0;;;;;;70.0;9.0;7.0;6.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;71.0;12.0;5.0;0.0;5.0;25.0;57.0;10.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;38.0;9.0;21.0;5.0;4.0;24.0;5.0;4.0;7.0;60.0
160;75 jarigen of ouder;2007;88.0;6.0;2.0;3.0;2.0;;;;;;70.0;9.0;9.0;6.0;7.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.0;69.0;14.0;4.0;1.0;7.0;24.0;53.0;12.0;4.0;;;;;;36.0;26.0;1.0;1.0;6.0;4.0;3.0;3.0;8.0;1.0;0.0;8.0;18.0;77.0;18.0;3.0;1.0;1.0;;;;;;;;;;;;;;;;25.0;41.0;9.0;17.0;4.0;4.0;24.0;7.0;3.0;6.0;60.0
161;75 jarigen of ouder;2008;87.0;7.0;2.0;2.0;2.0;;;;;;65.0;12.0;9.0;6.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;65.0;13.0;4.0;1.0;7.0;26.0;53.0;8.0;5.0;;;;;;34.0;24.0;1.0;0.0;6.0;3.0;4.0;2.0;7.0;1.0;0.0;7.0;16.0;75.0;23.0;1.0;0.0;1.0;;;;;;;;;;;;;;;;27.0;38.0;9.0;16.0;6.0;4.0;20.0;8.0;4.0;9.0;59.0
162;75 jarigen of ouder;2009;86.0;7.0;3.0;2.0;2.0;;;;;;65.0;13.0;6.0;8.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;66.0;12.0;5.0;1.0;8.0;24.0;54.0;9.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;36.0;10.0;21.0;4.0;4.0;23.0;7.0;4.0;10.0;56.0
163;75 jarigen of ouder;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;75 jarigen of ouder;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;0 tot 15 jarigen;1997;69.0;17.0;9.0;3.0;2.0;6.0;;;;;99.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;73.0;6.0;1.0;0.0;11.0;37.0;47.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;27.0;;9.0;8.0;11.0;14.0;5.0;6.0;8.0;67.0
166;0 tot 15 jarigen;1998;68.0;16.0;10.0;3.0;2.0;;;;;;98.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;72.0;6.0;1.0;0.0;11.0;38.0;48.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.0;26.0;;11.0;7.0;14.0;16.0;5.0;6.0;7.0;66.0
167;0 tot 15 jarigen;1999;71.0;16.0;8.0;4.0;2.0;;;;;;99.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;74.0;4.0;0.0;0.0;11.0;39.0;46.0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.0;26.0;;9.0;7.0;12.0;14.0;5.0;5.0;7.0;69.0
168;0 tot 15 jarigen;2000;71.0;17.0;7.0;3.0;2.0;;;;;;99.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;72.0;5.0;1.0;0.0;12.0;39.0;45.0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.0;27.0;;8.0;7.0;12.0;13.0;5.0;6.0;7.0;69.0
169;0 tot 15 jarigen;2001;75.0;14.0;7.0;4.0;1.0;;;;;;99.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;95.0;18.0;2.0;16.0;4.0;;;;;;24.0;71.0;5.0;0.0;0.0;10.0;42.0;44.0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;27.0;;9.0;7.0;12.0;13.0;5.0;5.0;9.0;68.0
170;0 tot 15 jarigen;2002;78.0;13.0;6.0;2.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0;69.0;6.0;1.0;0.0;11.0;41.0;44.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.0;26.0;;8.0;8.0;13.0;15.0;5.0;5.0;9.0;67.0
171;0 tot 15 jarigen;2003;75.0;14.0;7.0;3.0;2.0;;;;;;98.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;95.0;20.0;2.0;18.0;6.0;;;;;;25.0;68.0;6.0;1.0;0.0;11.0;40.0;45.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;26.0;;10.0;6.0;13.0;13.0;5.0;5.0;8.0;69.0
172;0 tot 15 jarigen;2004;76.0;14.0;6.0;3.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;69.0;4.0;1.0;0.0;11.0;43.0;43.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0;24.0;2.0;6.0;7.0;15.0;12.0;4.0;4.0;8.0;71.0
173;0 tot 15 jarigen;2005;79.0;10.0;8.0;2.0;1.0;;;;;;99.0;1.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;67.0;6.0;0.0;0.0;10.0;41.0;44.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.0;25.0;5.0;7.0;4.0;16.0;15.0;4.0;3.0;10.0;69.0
174;0 tot 15 jarigen;2006;78.0;12.0;7.0;2.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0;68.0;4.0;0.0;0.0;13.0;42.0;42.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.0;28.0;3.0;5.0;4.0;16.0;14.0;2.0;3.0;9.0;72.0
175;0 tot 15 jarigen;2007;81.0;11.0;6.0;1.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;66.0;6.0;0.0;0.0;13.0;40.0;43.0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0;23.0;4.0;6.0;4.0;17.0;12.0;4.0;4.0;8.0;72.0
176;0 tot 15 jarigen;2008;78.0;9.0;8.0;3.0;2.0;;;;;;98.0;1.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.0;69.0;2.0;1.0;0.0;13.0;43.0;42.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;0 tot 15 jarigen;2009;76.0;12.0;7.0;4.0;1.0;;;;;;99.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.0;65.0;4.0;0.0;;17.0;41.0;38.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;0 tot 15 jarigen;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;0 tot 15 jarigen;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;15 tot 25 jarigen;1997;74.0;13.0;7.0;4.0;2.0;4.0;57.0;13.0;17.0;12.0;95.0;3.0;1.0;0.0;1.0;94.0;5.0;1.0;2.0;11.0;87.0;96.0;3.0;1.0;90.0;9.0;1.0;87.0;5.0;8.0;13.0;19.0;68.0;;;;;;19.0;45.0;29.0;5.0;1.0;24.0;69.0;5.0;1.0;0.0;9.0;39.0;43.0;7.0;2.0;;;;;;55.0;40.0;7.0;4.0;7.0;17.0;3.0;3.0;5.0;1.0;0.0;5.0;27.0;;;;;;;;;;;;;;;;;;;;;46.0;27.0;;10.0;8.0;10.0;10.0;4.0;3.0;10.0;74.0
181;15 tot 25 jarigen;1998;73.0;13.0;9.0;3.0;2.0;;52.0;12.0;21.0;15.0;96.0;2.0;1.0;0.0;0.0;94.0;5.0;1.0;2.0;9.0;89.0;97.0;2.0;1.0;89.0;9.0;1.0;86.0;5.0;9.0;12.0;16.0;72.0;;;;;;19.0;49.0;27.0;5.0;0.0;24.0;69.0;6.0;1.0;0.0;10.0;38.0;42.0;7.0;2.0;9.0;8.0;7.0;7.0;7.0;58.0;44.0;10.0;7.0;4.0;18.0;4.0;3.0;6.0;2.0;1.0;4.0;27.0;;;;;;;;;;;;;;;;;;;;;47.0;26.0;;10.0;8.0;9.0;10.0;3.0;3.0;9.0;75.0
182;15 tot 25 jarigen;1999;74.0;12.0;7.0;4.0;3.0;;58.0;13.0;17.0;12.0;95.0;3.0;1.0;0.0;1.0;96.0;4.0;1.0;2.0;11.0;87.0;98.0;1.0;1.0;86.0;12.0;1.0;90.0;3.0;6.0;13.0;21.0;66.0;;;;;;21.0;46.0;29.0;4.0;1.0;25.0;67.0;7.0;1.0;0.0;11.0;37.0;43.0;7.0;2.0;9.0;8.0;8.0;7.0;7.0;63.0;50.0;11.0;6.0;6.0;20.0;5.0;5.0;7.0;2.0;1.0;7.0;29.0;62.0;32.0;4.0;0.0;1.0;15.0;42.0;3.0;40.0;;31.0;57.0;5.0;8.0;;15.0;59.0;15.0;10.0;;48.0;26.0;;9.0;8.0;10.0;10.0;3.0;3.0;8.0;75.0
183;15 tot 25 jarigen;2000;73.0;12.0;8.0;4.0;2.0;;53.0;13.0;18.0;16.0;96.0;2.0;1.0;1.0;0.0;97.0;3.0;0.0;1.0;13.0;85.0;98.0;2.0;0.0;90.0;9.0;1.0;89.0;4.0;8.0;10.0;20.0;70.0;;;;;;22.0;47.0;26.0;5.0;1.0;25.0;68.0;6.0;1.0;0.0;10.0;39.0;42.0;7.0;2.0;;8.0;8.0;7.0;7.0;61.0;48.0;7.0;7.0;5.0;23.0;4.0;5.0;7.0;2.0;1.0;6.0;34.0;58.0;35.0;5.0;1.0;2.0;14.0;49.0;3.0;34.0;;36.0;46.0;3.0;15.0;;16.0;61.0;15.0;8.0;;48.0;26.0;;9.0;7.0;10.0;10.0;3.0;3.0;8.0;75.0
184;15 tot 25 jarigen;2001;74.0;13.0;7.0;4.0;2.0;4.0;56.0;13.0;19.0;12.0;96.0;2.0;1.0;0.0;0.0;96.0;3.0;1.0;2.0;9.0;89.0;98.0;2.0;0.0;89.0;11.0;1.0;90.0;5.0;5.0;9.0;22.0;69.0;;;;;;23.0;47.0;26.0;4.0;0.0;26.0;66.0;6.0;2.0;0.0;10.0;39.0;42.0;6.0;2.0;9.0;8.0;8.0;7.0;7.0;54.0;41.0;11.0;6.0;5.0;18.0;5.0;3.0;6.0;1.0;1.0;7.0;27.0;59.0;36.0;3.0;1.0;1.0;17.0;41.0;5.0;37.0;;37.0;53.0;4.0;6.0;;16.0;58.0;16.0;11.0;;48.0;24.0;;9.0;7.0;11.0;10.0;3.0;3.0;9.0;74.0
185;15 tot 25 jarigen;2002;75.0;11.0;8.0;3.0;3.0;;59.0;10.0;16.0;16.0;95.0;3.0;1.0;0.0;1.0;95.0;4.0;0.0;3.0;9.0;89.0;98.0;2.0;1.0;88.0;9.0;3.0;88.0;3.0;9.0;12.0;23.0;66.0;;;;;;17.0;48.0;29.0;5.0;1.0;23.0;68.0;7.0;2.0;0.0;9.0;40.0;40.0;8.0;3.0;9.0;8.0;7.0;7.0;7.0;56.0;34.0;7.0;3.0;5.0;14.0;2.0;4.0;6.0;1.0;1.0;4.0;33.0;61.0;34.0;4.0;1.0;0.0;14.0;32.0;3.0;18.0;33.0;35.0;48.0;4.0;2.0;11.0;14.0;62.0;13.0;8.0;3.0;47.0;24.0;;11.0;8.0;11.0;10.0;3.0;3.0;8.0;75.0
186;15 tot 25 jarigen;2003;77.0;11.0;7.0;3.0;2.0;4.0;55.0;12.0;19.0;14.0;97.0;2.0;1.0;0.0;0.0;95.0;5.0;0.0;2.0;13.0;85.0;97.0;2.0;1.0;88.0;10.0;3.0;89.0;4.0;7.0;9.0;23.0;68.0;95.0;12.0;1.0;11.0;7.0;22.0;45.0;29.0;4.0;1.0;23.0;70.0;6.0;1.0;0.0;8.0;40.0;43.0;6.0;2.0;;8.0;7.0;7.0;6.0;59.0;38.0;9.0;4.0;4.0;18.0;2.0;5.0;4.0;1.0;1.0;5.0;35.0;65.0;28.0;4.0;3.0;1.0;11.0;37.0;1.0;14.0;37.0;32.0;47.0;5.0;3.0;14.0;14.0;63.0;15.0;5.0;4.0;51.0;23.0;;8.0;7.0;11.0;10.0;3.0;3.0;7.0;78.0
187;15 tot 25 jarigen;2004;76.0;11.0;7.0;3.0;2.0;;58.0;11.0;17.0;13.0;96.0;2.0;1.0;0.0;0.0;94.0;5.0;2.0;2.0;12.0;86.0;96.0;3.0;1.0;88.0;10.0;2.0;87.0;5.0;8.0;10.0;23.0;67.0;;;;;;21.0;43.0;31.0;3.0;2.0;25.0;68.0;6.0;1.0;0.0;8.0;38.0;45.0;7.0;2.0;9.0;8.0;7.0;7.0;6.0;62.0;43.0;8.0;4.0;3.0;18.0;4.0;5.0;7.0;1.0;0.0;7.0;35.0;56.0;36.0;5.0;2.0;1.0;11.0;36.0;3.0;11.0;39.0;32.0;48.0;4.0;2.0;14.0;13.0;67.0;13.0;4.0;3.0;51.0;23.0;2.0;7.0;6.0;12.0;9.0;2.0;2.0;7.0;79.0
188;15 tot 25 jarigen;2005;78.0;10.0;6.0;4.0;2.0;;;;;;96.0;2.0;1.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;69.0;7.0;2.0;1.0;9.0;37.0;43.0;8.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0;21.0;4.0;6.0;6.0;14.0;8.0;1.0;4.0;8.0;80.0
189;15 tot 25 jarigen;2006;82.0;9.0;5.0;2.0;2.0;;;;;;96.0;2.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;70.0;6.0;1.0;0.0;8.0;38.0;45.0;7.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.0;21.0;4.0;5.0;6.0;15.0;11.0;2.0;2.0;6.0;78.0
