ID;Persoonskenmerken;Perioden;EenKeerPerWeekOfVaker_1;TweeKeerPerMaand_2;EenKeerPerMaand_3;MinderDanEenKeerPerMaand_4;ZeldenOfNooit_5;AantalAvondenPerWeekThuis1529Jr_6;EenKeerPerWeekOfVaker_7;EenKeerPerTweeWeken_8;MinderDanEenKeerPerTweeWeken_9;Nooit_10;EenKeerPerWeekOfVaker_11;TweeKeerPerMaand_12;EenKeerPerMaand_13;MinderDanEenKeerPerMaand_14;ZeldenOfNooit_15;Ja_16;Soms_17;Nee_18;Ja_19;Soms_20;Nee_21;Ja_22;Soms_23;Nee_24;Ja_25;Soms_26;Nee_27;Ja_28;Soms_29;Nee_30;Ja_31;Soms_32;Nee_33;HeeftGenoegVriendenInnen1217Jaar_34;WordtWelEensGepestOpSchoolStraat_35;WordtVaakGepest_36;ValtWelMee_37;VoeltZichVaakAlleen1217Jaar_38;BuitengewoonTevreden_39;ZeerTevreden_40;Tevreden_41;TamelijkTevreden_42;NietZoTevreden_43;ErgGelukkig_44;Gelukkig_45;NietGelukkigNietOngelukkig_46;NietZoGelukkig_47;Ongelukkig_48;BuitengewoonTevreden_49;ZeerTevreden_50;Tevreden_51;TamelijkTevreden_52;NietZoTevreden_53;TevredenheidMetPartner_54;TevredenheidMetGezin_55;TevredenheidMetFinancien_56;TevredenheidMetOpleiding_57;TevredenheidMetSamenleving_58;TotaalParticipantenVrijwilligerswerk_59;GeorganiseerdVrijwilligerswerk_60;Jeugdwerk_61;School_62;VerzorgingVerpleging_63;Sportvereniging_64;Hobbyvereniging_65;CultureleVereniging_66;LevensbeschouwelijkeOrganisatie_67;Arbeidsorganisatie_68;PolitiekeOrganisatie_69;AndereOrganisaties_70;InformeleHulp_71;Altijd_72;Meestal_73;Soms_74;Zelden_75;Nooit_76;Meer_77;Evenveel_78;Minder_79;Niet_80;NietVanToepassing_81;Meer_82;Evenveel_83;Minder_84;Niet_85;NietVanToepassing_86;Meer_87;Evenveel_88;Minder_89;Niet_90;NietVanToepassing_91;GeenKerkelijkeGezindte_92;RoomsKatholiek_93;ProtestantseKerkInNederland_94;NederlandsHervormd_95;Gereformeerd_96;OverigeKerkelijkeGezindte_97;EenKeerPerWeekOfVaker_98;TweeTotDrieKeerPerMaand_99;EenKeerPerMaand_100;MinderDanEenKeerPerMaand_101;ZeldenOfNooit_102
604;VUT, pensioen (58 tot 65 jarigen);2001;88.0;6.0;4.0;1.0;1.0;;73.0;12.0;10.0;4.0;74.0;14.0;7.0;4.0;2.0;94.0;5.0;1.0;0.0;11.0;89.0;96.0;4.0;0.0;90.0;6.0;3.0;62.0;9.0;29.0;20.0;15.0;65.0;;;;;;8.0;29.0;56.0;7.0;0.0;17.0;73.0;7.0;2.0;1.0;11.0;35.0;46.0;5.0;3.0;9.0;;8.0;7.0;7.0;72.0;53.0;1.0;1.0;22.0;14.0;8.0;5.0;20.0;0.0;1.0;16.0;47.0;;;;;;22.0;54.0;1.0;23.0;;3.0;37.0;2.0;58.0;;5.0;81.0;5.0;9.0;;32.0;27.0;;18.0;7.0;15.0;21.0;6.0;5.0;11.0;57.0
605;VUT, pensioen (58 tot 65 jarigen);2002;88.0;5.0;4.0;2.0;1.0;;82.0;7.0;10.0;2.0;74.0;10.0;10.0;4.0;3.0;91.0;9.0;0.0;2.0;4.0;94.0;90.0;4.0;6.0;88.0;11.0;1.0;62.0;6.0;32.0;28.0;17.0;55.0;;;;;;2.0;34.0;53.0;8.0;3.0;18.0;73.0;7.0;2.0;0.0;9.0;39.0;44.0;6.0;1.0;9.0;;8.0;7.0;7.0;70.0;54.0;4.0;3.0;21.0;17.0;10.0;8.0;11.0;1.0;0.0;15.0;42.0;;;;;;13.0;59.0;4.0;4.0;21.0;4.0;26.0;0.0;14.0;55.0;5.0;81.0;10.0;2.0;1.0;33.0;36.0;;16.0;9.0;6.0;16.0;7.0;7.0;11.0;58.0
606;VUT, pensioen (58 tot 65 jarigen);2003;87.0;6.0;3.0;2.0;2.0;;78.0;11.0;9.0;2.0;74.0;13.0;8.0;3.0;1.0;88.0;8.0;3.0;3.0;7.0;91.0;92.0;5.0;3.0;84.0;11.0;5.0;69.0;6.0;25.0;34.0;20.0;47.0;;;;;;10.0;28.0;57.0;5.0;0.0;17.0;69.0;10.0;4.0;0.0;11.0;30.0;48.0;7.0;4.0;9.0;;8.0;7.0;6.0;72.0;54.0;4.0;4.0;5.0;14.0;15.0;8.0;15.0;0.0;3.0;12.0;52.0;;;;;;11.0;57.0;3.0;5.0;24.0;7.0;21.0;0.0;13.0;59.0;2.0;79.0;6.0;10.0;3.0;32.0;35.0;;17.0;6.0;9.0;14.0;8.0;4.0;10.0;64.0
607;VUT, pensioen (58 tot 65 jarigen);2004;91.0;4.0;3.0;1.0;2.0;;74.0;8.0;11.0;7.0;76.0;13.0;8.0;1.0;1.0;91.0;6.0;3.0;1.0;6.0;93.0;94.0;6.0;0.0;88.0;9.0;4.0;66.0;5.0;28.0;21.0;12.0;67.0;;;;;;14.0;27.0;49.0;8.0;4.0;19.0;71.0;7.0;1.0;1.0;11.0;32.0;48.0;7.0;2.0;9.0;;8.0;7.0;6.0;75.0;55.0;7.0;3.0;17.0;13.0;6.0;6.0;16.0;1.0;3.0;13.0;51.0;68.0;28.0;4.0;0.0;0.0;14.0;50.0;3.0;10.0;23.0;7.0;17.0;1.0;18.0;57.0;6.0;77.0;8.0;3.0;5.0;32.0;35.0;6.0;17.0;5.0;5.0;15.0;6.0;7.0;12.0;61.0
608;VUT, pensioen (58 tot 65 jarigen);2005;93.0;3.0;2.0;2.0;0.0;;;;;;80.0;12.0;4.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;68.0;7.0;3.0;1.0;12.0;36.0;38.0;6.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.0;36.0;8.0;15.0;5.0;6.0;15.0;11.0;9.0;9.0;56.0
609;VUT, pensioen (58 tot 65 jarigen);2006;90.0;4.0;3.0;2.0;2.0;;;;;;80.0;9.0;6.0;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;66.0;13.0;2.0;1.0;10.0;28.0;48.0;9.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.0;32.0;11.0;10.0;5.0;5.0;14.0;4.0;10.0;7.0;65.0
610;VUT, pensioen (58 tot 65 jarigen);2007;89.0;6.0;2.0;3.0;1.0;;;;;;73.0;9.0;13.0;4.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;68.0;10.0;1.0;1.0;14.0;35.0;40.0;7.0;4.0;;;;;;63.0;48.0;5.0;2.0;15.0;18.0;7.0;5.0;13.0;0.0;2.0;17.0;33.0;77.0;19.0;4.0;0.0;0.0;;;;;;;;;;;;;;;;41.0;32.0;7.0;11.0;2.0;7.0;11.0;5.0;7.0;9.0;69.0
611;VUT, pensioen (58 tot 65 jarigen);2008;88.0;8.0;2.0;0.0;1.0;;;;;;73.0;11.0;8.0;7.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;72.0;9.0;2.0;0.0;14.0;33.0;41.0;8.0;3.0;;;;;;72.0;51.0;4.0;3.0;15.0;14.0;8.0;9.0;13.0;1.0;0.0;17.0;46.0;71.0;23.0;4.0;1.0;1.0;;;;;;;;;;;;;;;;38.0;31.0;9.0;14.0;2.0;6.0;13.0;4.0;3.0;12.0;68.0
612;VUT, pensioen (58 tot 65 jarigen);2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;VUT, pensioen (58 tot 65 jarigen);2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
614;VUT, pensioen (58 tot 65 jarigen);2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
615;Verzorgt huishouden met minderjarige(n);1997;90.0;4.0;3.0;1.0;2.0;;72.0;11.0;12.0;6.0;76.0;12.0;7.0;2.0;2.0;90.0;7.0;3.0;4.0;8.0;88.0;93.0;4.0;3.0;85.0;8.0;6.0;72.0;5.0;24.0;13.0;18.0;70.0;;;;;;10.0;33.0;48.0;8.0;2.0;23.0;67.0;7.0;3.0;1.0;9.0;32.0;47.0;8.0;3.0;;;;;;77.0;64.0;4.0;43.0;8.0;8.0;3.0;5.0;14.0;0.0;0.0;12.0;39.0;;;;;;;;;;;;;;;;;;;;;33.0;30.0;;16.0;9.0;12.0;17.0;6.0;8.0;12.0;57.0
616;Verzorgt huishouden met minderjarige(n);1998;90.0;5.0;3.0;1.0;1.0;;79.0;5.0;13.0;3.0;77.0;12.0;7.0;2.0;2.0;93.0;7.0;0.0;3.0;9.0;87.0;96.0;2.0;2.0;92.0;7.0;1.0;71.0;4.0;25.0;17.0;20.0;62.0;;;;;;11.0;36.0;45.0;7.0;1.0;24.0;67.0;7.0;2.0;0.0;11.0;32.0;46.0;8.0;3.0;;8.0;7.0;7.0;7.0;73.0;63.0;7.0;42.0;7.0;8.0;2.0;4.0;16.0;1.0;1.0;6.0;35.0;;;;;;;;;;;;;;;;;;;;;34.0;30.0;;15.0;9.0;13.0;17.0;6.0;8.0;10.0;59.0
617;Verzorgt huishouden met minderjarige(n);1999;90.0;5.0;2.0;2.0;1.0;;74.0;11.0;9.0;6.0;76.0;11.0;8.0;2.0;2.0;91.0;6.0;3.0;1.0;10.0;89.0;95.0;2.0;3.0;89.0;7.0;4.0;76.0;5.0;19.0;12.0;13.0;75.0;;;;;;13.0;36.0;44.0;5.0;2.0;24.0;65.0;7.0;3.0;1.0;8.0;32.0;46.0;9.0;4.0;;8.0;8.0;7.0;7.0;73.0;64.0;7.0;47.0;14.0;13.0;3.0;6.0;13.0;1.0;1.0;4.0;34.0;62.0;32.0;4.0;0.0;2.0;14.0;58.0;4.0;24.0;;27.0;35.0;1.0;37.0;;2.0;56.0;39.0;3.0;;34.0;30.0;;14.0;10.0;12.0;16.0;6.0;8.0;11.0;59.0
618;Verzorgt huishouden met minderjarige(n);2000;91.0;5.0;2.0;1.0;1.0;;73.0;10.0;13.0;4.0;77.0;12.0;7.0;2.0;3.0;93.0;6.0;1.0;4.0;13.0;82.0;96.0;3.0;1.0;97.0;2.0;1.0;73.0;7.0;20.0;13.0;18.0;69.0;;;;;;8.0;33.0;50.0;7.0;1.0;25.0;65.0;8.0;2.0;1.0;11.0;33.0;44.0;8.0;3.0;;9.0;8.0;7.0;7.0;73.0;61.0;5.0;41.0;12.0;12.0;2.0;3.0;13.0;0.0;2.0;5.0;44.0;59.0;31.0;7.0;1.0;2.0;16.0;53.0;5.0;26.0;;32.0;40.0;3.0;25.0;;4.0;57.0;36.0;4.0;;34.0;31.0;;14.0;9.0;12.0;16.0;6.0;8.0;11.0;59.0
619;Verzorgt huishouden met minderjarige(n);2001;91.0;4.0;2.0;2.0;1.0;;72.0;12.0;10.0;6.0;75.0;12.0;8.0;2.0;3.0;90.0;8.0;2.0;4.0;12.0;84.0;92.0;5.0;3.0;86.0;9.0;5.0;69.0;6.0;25.0;18.0;21.0;61.0;;;;;;14.0;31.0;41.0;8.0;6.0;24.0;64.0;8.0;2.0;1.0;10.0;32.0;45.0;9.0;4.0;;8.0;7.0;7.0;7.0;68.0;54.0;4.0;39.0;12.0;11.0;1.0;3.0;9.0;0.0;0.0;5.0;36.0;70.0;24.0;6.0;0.0;1.0;19.0;50.0;2.0;29.0;;30.0;34.0;0.0;35.0;;3.0;60.0;35.0;2.0;;32.0;28.0;;12.0;8.0;19.0;15.0;5.0;7.0;11.0;61.0
620;Verzorgt huishouden met minderjarige(n);2002;90.0;5.0;2.0;1.0;2.0;;78.0;7.0;10.0;6.0;77.0;12.0;7.0;3.0;2.0;91.0;7.0;2.0;3.0;11.0;86.0;92.0;7.0;2.0;92.0;6.0;2.0;67.0;6.0;27.0;16.0;23.0;61.0;;;;;;9.0;31.0;47.0;8.0;4.0;25.0;62.0;9.0;3.0;1.0;9.0;32.0;44.0;8.0;7.0;;8.0;7.0;7.0;6.0;69.0;56.0;5.0;36.0;10.0;9.0;4.0;4.0;10.0;1.0;1.0;3.0;39.0;66.0;28.0;5.0;1.0;1.0;14.0;48.0;3.0;18.0;18.0;26.0;33.0;1.0;13.0;28.0;4.0;56.0;34.0;3.0;2.0;32.0;25.0;;14.0;10.0;19.0;18.0;5.0;5.0;11.0;60.0
621;Verzorgt huishouden met minderjarige(n);2003;88.0;6.0;3.0;1.0;2.0;6.0;78.0;8.0;8.0;5.0;77.0;11.0;7.0;2.0;3.0;91.0;7.0;3.0;3.0;10.0;87.0;92.0;7.0;0.0;89.0;9.0;2.0;75.0;5.0;20.0;14.0;23.0;63.0;;;;;;12.0;38.0;44.0;5.0;1.0;22.0;66.0;8.0;3.0;0.0;8.0;32.0;46.0;10.0;4.0;;9.0;7.0;7.0;7.0;64.0;52.0;7.0;35.0;15.0;9.0;0.0;4.0;11.0;0.0;1.0;5.0;34.0;64.0;32.0;3.0;0.0;1.0;12.0;47.0;2.0;13.0;26.0;28.0;27.0;0.0;8.0;36.0;1.0;61.0;34.0;2.0;1.0;35.0;23.0;;15.0;9.0;18.0;18.0;5.0;4.0;10.0;63.0
622;Verzorgt huishouden met minderjarige(n);2004;89.0;4.0;4.0;1.0;2.0;;75.0;7.0;9.0;9.0;78.0;10.0;6.0;3.0;3.0;91.0;6.0;3.0;6.0;14.0;80.0;89.0;7.0;5.0;82.0;16.0;2.0;66.0;6.0;29.0;21.0;17.0;63.0;;;;;;6.0;39.0;40.0;11.0;4.0;23.0;65.0;8.0;3.0;1.0;6.0;35.0;44.0;9.0;5.0;;8.0;7.0;7.0;6.0;71.0;59.0;7.0;42.0;10.0;9.0;3.0;5.0;12.0;0.0;0.0;5.0;39.0;64.0;34.0;2.0;0.0;0.0;15.0;51.0;3.0;12.0;20.0;22.0;28.0;0.0;7.0;43.0;3.0;65.0;29.0;2.0;0.0;32.0;26.0;3.0;12.0;9.0;17.0;19.0;4.0;6.0;8.0;63.0
623;Verzorgt huishouden met minderjarige(n);2005;90.0;6.0;3.0;1.0;1.0;;;;;;79.0;8.0;8.0;2.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.0;63.0;7.0;3.0;1.0;8.0;35.0;46.0;8.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0;22.0;5.0;9.0;9.0;21.0;19.0;3.0;5.0;9.0;65.0
624;Verzorgt huishouden met minderjarige(n);2006;89.0;3.0;3.0;4.0;1.0;;;;;;77.0;13.0;5.0;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;67.0;10.0;3.0;0.0;9.0;29.0;44.0;13.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.0;21.0;6.0;11.0;6.0;21.0;19.0;4.0;4.0;7.0;66.0
625;Verzorgt huishouden met minderjarige(n);2007;89.0;4.0;2.0;2.0;3.0;;;;;;74.0;13.0;6.0;3.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;64.0;9.0;4.0;0.0;9.0;28.0;49.0;9.0;5.0;;;;;;64.0;53.0;5.0;39.0;12.0;6.0;3.0;5.0;12.0;1.0;0.0;7.0;34.0;78.0;17.0;1.0;4.0;0.0;;;;;;;;;;;;;;;;33.0;21.0;6.0;7.0;6.0;27.0;13.0;5.0;4.0;12.0;67.0
626;Verzorgt huishouden met minderjarige(n);2008;89.0;5.0;2.0;2.0;2.0;;;;;;78.0;9.0;7.0;2.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;72.0;5.0;3.0;0.0;5.0;33.0;50.0;6.0;6.0;;;;;;65.0;58.0;4.0;41.0;10.0;11.0;1.0;3.0;17.0;1.0;0.0;12.0;31.0;79.0;20.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;36.0;20.0;8.0;8.0;4.0;24.0;17.0;3.0;3.0;8.0;69.0
627;Verzorgt huishouden met minderjarige(n);2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
628;Verzorgt huishouden met minderjarige(n);2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
629;Verzorgt huishouden met minderjarige(n);2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
630;Overige sociaal economische groep;1997;86.0;6.0;3.0;3.0;2.0;;71.0;8.0;15.0;5.0;70.0;13.0;9.0;4.0;4.0;88.0;8.0;4.0;4.0;9.0;86.0;89.0;7.0;4.0;87.0;10.0;4.0;62.0;8.0;30.0;28.0;16.0;56.0;;;;;;11.0;28.0;50.0;8.0;3.0;15.0;69.0;11.0;4.0;1.0;8.0;27.0;50.0;10.0;5.0;;;;;;57.0;38.0;4.0;3.0;7.0;9.0;5.0;6.0;8.0;1.0;1.0;10.0;39.0;;;;;;;;;;;;;;;;;;;;;30.0;37.0;;17.0;8.0;8.0;18.0;6.0;6.0;11.0;59.0
631;Overige sociaal economische groep;1998;85.0;6.0;4.0;2.0;2.0;;70.0;9.0;15.0;6.0;71.0;13.0;9.0;3.0;3.0;87.0;10.0;3.0;3.0;10.0;87.0;92.0;5.0;3.0;86.0;11.0;4.0;66.0;6.0;28.0;24.0;14.0;62.0;;;;;;9.0;30.0;52.0;7.0;2.0;18.0;67.0;11.0;3.0;1.0;9.0;29.0;46.0;10.0;5.0;9.0;8.0;7.0;7.0;6.0;59.0;40.0;4.0;5.0;12.0;13.0;7.0;4.0;13.0;0.0;1.0;9.0;39.0;;;;;;;;;;;;;;;;;;;;;33.0;36.0;;17.0;6.0;8.0;16.0;7.0;6.0;11.0;60.0
632;Overige sociaal economische groep;1999;88.0;6.0;3.0;1.0;2.0;;69.0;12.0;14.0;5.0;71.0;12.0;8.0;4.0;4.0;88.0;10.0;2.0;3.0;8.0;89.0;91.0;5.0;4.0;86.0;11.0;3.0;66.0;7.0;27.0;23.0;16.0;61.0;;;;;;8.0;37.0;44.0;8.0;3.0;15.0;69.0;11.0;4.0;1.0;8.0;28.0;48.0;10.0;6.0;9.0;8.0;8.0;7.0;6.0;67.0;46.0;3.0;4.0;14.0;12.0;7.0;6.0;11.0;1.0;2.0;8.0;44.0;62.0;30.0;5.0;0.0;3.0;14.0;50.0;4.0;32.0;;17.0;35.0;1.0;47.0;;4.0;65.0;27.0;4.0;;31.0;36.0;;17.0;7.0;8.0;17.0;7.0;7.0;12.0;58.0
633;Overige sociaal economische groep;2000;88.0;5.0;3.0;2.0;2.0;;75.0;8.0;12.0;5.0;73.0;12.0;8.0;4.0;3.0;92.0;7.0;1.0;3.0;11.0;86.0;96.0;2.0;2.0;90.0;7.0;4.0;71.0;5.0;24.0;24.0;15.0;60.0;;;;;;9.0;35.0;47.0;6.0;3.0;17.0;68.0;10.0;3.0;1.0;9.0;28.0;50.0;9.0;4.0;9.0;8.0;8.0;7.0;6.0;64.0;38.0;5.0;3.0;14.0;8.0;3.0;3.0;11.0;0.0;0.0;8.0;47.0;61.0;35.0;4.0;0.0;0.0;14.0;47.0;4.0;36.0;;24.0;48.0;3.0;26.0;;3.0;71.0;22.0;4.0;;32.0;37.0;;18.0;7.0;7.0;15.0;7.0;7.0;11.0;60.0
634;Overige sociaal economische groep;2001;89.0;5.0;3.0;2.0;2.0;;75.0;8.0;10.0;7.0;73.0;12.0;8.0;4.0;3.0;90.0;6.0;3.0;2.0;13.0;85.0;93.0;4.0;3.0;89.0;8.0;3.0;61.0;7.0;32.0;18.0;24.0;59.0;;;;;;8.0;34.0;48.0;7.0;3.0;15.0;70.0;10.0;5.0;1.0;9.0;28.0;48.0;10.0;6.0;9.0;8.0;8.0;7.0;6.0;63.0;41.0;3.0;2.0;16.0;9.0;5.0;5.0;10.0;1.0;1.0;9.0;44.0;61.0;31.0;7.0;1.0;0.0;15.0;50.0;3.0;32.0;;16.0;32.0;3.0;49.0;;4.0;70.0;20.0;6.0;;32.0;35.0;;16.0;7.0;9.0;15.0;7.0;7.0;11.0;60.0
635;Overige sociaal economische groep;2002;90.0;4.0;3.0;1.0;2.0;;72.0;8.0;14.0;6.0;73.0;12.0;8.0;4.0;4.0;88.0;9.0;3.0;4.0;10.0;87.0;94.0;3.0;3.0;84.0;9.0;6.0;60.0;6.0;34.0;22.0;13.0;65.0;;;;;;10.0;29.0;49.0;8.0;4.0;16.0;68.0;10.0;4.0;1.0;7.0;30.0;47.0;9.0;7.0;9.0;8.0;8.0;7.0;6.0;62.0;39.0;5.0;4.0;12.0;8.0;4.0;5.0;12.0;1.0;1.0;9.0;44.0;67.0;27.0;2.0;1.0;2.0;12.0;48.0;2.0;13.0;25.0;14.0;25.0;1.0;13.0;47.0;5.0;72.0;15.0;6.0;3.0;30.0;36.0;;19.0;7.0;8.0;15.0;6.0;6.0;13.0;60.0
636;Overige sociaal economische groep;2003;88.0;5.0;3.0;3.0;2.0;;73.0;7.0;12.0;7.0;70.0;14.0;9.0;5.0;3.0;88.0;10.0;2.0;4.0;10.0;87.0;93.0;6.0;1.0;87.0;10.0;3.0;62.0;6.0;32.0;22.0;18.0;60.0;;;;;;6.0;34.0;48.0;8.0;4.0;15.0;67.0;11.0;5.0;2.0;7.0;27.0;48.0;10.0;8.0;9.0;9.0;7.0;7.0;6.0;66.0;38.0;3.0;2.0;16.0;8.0;5.0;5.0;11.0;0.0;0.0;7.0;46.0;64.0;27.0;4.0;4.0;1.0;11.0;44.0;3.0;13.0;29.0;16.0;20.0;1.0;12.0;51.0;5.0;70.0;19.0;5.0;1.0;35.0;34.0;;16.0;6.0;9.0;14.0;6.0;5.0;10.0;66.0
637;Overige sociaal economische groep;2004;89.0;4.0;3.0;1.0;2.0;;73.0;11.0;11.0;5.0;75.0;12.0;7.0;3.0;4.0;90.0;6.0;4.0;3.0;9.0;88.0;93.0;5.0;2.0;87.0;9.0;4.0;70.0;4.0;26.0;22.0;17.0;62.0;;;;;;8.0;34.0;49.0;8.0;2.0;16.0;66.0;11.0;4.0;2.0;8.0;25.0;50.0;9.0;8.0;9.0;8.0;7.0;7.0;6.0;63.0;41.0;3.0;3.0;14.0;11.0;4.0;7.0;11.0;0.0;1.0;8.0;45.0;63.0;29.0;7.0;0.0;2.0;10.0;47.0;2.0;10.0;31.0;16.0;21.0;1.0;9.0;53.0;5.0;75.0;16.0;2.0;4.0;33.0;33.0;3.0;15.0;6.0;9.0;13.0;6.0;5.0;9.0;67.0
638;Overige sociaal economische groep;2005;88.0;4.0;4.0;1.0;2.0;;;;;;73.0;11.0;6.0;4.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.0;63.0;14.0;5.0;3.0;7.0;25.0;48.0;12.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.0;33.0;5.0;14.0;5.0;11.0;14.0;5.0;6.0;13.0;62.0
639;Overige sociaal economische groep;2006;92.0;3.0;3.0;1.0;1.0;;;;;;77.0;10.0;6.0;4.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0;64.0;12.0;6.0;2.0;8.0;27.0;45.0;11.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.0;37.0;5.0;12.0;5.0;9.0;12.0;5.0;4.0;13.0;67.0
640;Overige sociaal economische groep;2007;87.0;4.0;4.0;2.0;4.0;;;;;;74.0;11.0;5.0;5.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;64.0;11.0;7.0;3.0;8.0;25.0;48.0;10.0;9.0;;;;;;52.0;37.0;2.0;2.0;11.0;7.0;6.0;4.0;12.0;1.0;1.0;12.0;30.0;70.0;24.0;4.0;1.0;0.0;;;;;;;;;;;;;;;;32.0;35.0;7.0;8.0;4.0;15.0;15.0;6.0;4.0;11.0;65.0
641;Overige sociaal economische groep;2008;88.0;3.0;4.0;1.0;4.0;;;;;;70.0;13.0;9.0;4.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;59.0;14.0;5.0;1.0;9.0;27.0;46.0;12.0;6.0;;;;;;52.0;35.0;2.0;2.0;10.0;6.0;5.0;4.0;10.0;1.0;0.0;11.0;31.0;79.0;19.0;1.0;0.0;0.0;;;;;;;;;;;;;;;;34.0;34.0;7.0;13.0;4.0;8.0;16.0;6.0;5.0;9.0;64.0
642;Overige sociaal economische groep;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
643;Overige sociaal economische groep;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
644;Overige sociaal economische groep;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
645;Eenpersoonshuishouden;1997;82.0;8.0;4.0;3.0;3.0;4.0;62.0;11.0;14.0;12.0;81.0;8.0;4.0;3.0;4.0;88.0;9.0;3.0;6.0;13.0;81.0;93.0;4.0;3.0;83.0;12.0;5.0;65.0;6.0;29.0;23.0;18.0;59.0;;;;;;14.0;33.0;40.0;8.0;5.0;12.0;61.0;19.0;7.0;1.0;5.0;22.0;49.0;16.0;8.0;;;;;;53.0;37.0;4.0;2.0;7.0;8.0;4.0;4.0;9.0;1.0;2.0;8.0;29.0;;;;;;;;;;;;;;;;;;;;;42.0;29.0;;15.0;6.0;8.0;15.0;4.0;4.0;8.0;69.0
646;Eenpersoonshuishouden;1998;81.0;9.0;5.0;2.0;3.0;;60.0;8.0;19.0;13.0;81.0;8.0;5.0;2.0;5.0;90.0;8.0;3.0;5.0;13.0;82.0;91.0;6.0;3.0;83.0;13.0;5.0;58.0;7.0;35.0;23.0;20.0;56.0;;;;;;10.0;33.0;43.0;10.0;4.0;13.0;62.0;18.0;6.0;2.0;7.0;23.0;48.0;15.0;7.0;;;7.0;7.0;6.0;51.0;34.0;3.0;1.0;6.0;9.0;5.0;4.0;5.0;2.0;1.0;8.0;31.0;;;;;;;;;;;;;;;;;;;;;44.0;27.0;;15.0;6.0;8.0;14.0;5.0;4.0;7.0;70.0
