ID;LeeftijdVoertuig;BrandstofsoortVoertuig;Perioden;KilometersNederlandsePersonenautoS_1;GemiddeldJaarkilometrage_2;NederlandsePersonenautoSInGebruik_3
1037;42 jaar;Totaal;2023;12.3;2214;5541
1038;42 jaar;Benzine/overige;2018;6.6;1470;4477
1039;42 jaar;Benzine/overige;2019;10.2;1947;5260
1040;42 jaar;Benzine/overige;2020;9.6;1651;5814
1041;42 jaar;Benzine/overige;2021;8.9;1446;6140
1042;42 jaar;Benzine/overige;2022;8.3;1959;4234
1043;42 jaar;Benzine/overige;2023;6.6;1572;4191
1044;42 jaar;Diesel;2018;1.7;4104;419
1045;42 jaar;Diesel;2019;2.0;3170;627
1046;42 jaar;Diesel;2020;1.6;2497;642
1047;42 jaar;Diesel;2021;2.3;3191;720
1048;42 jaar;Diesel;2022;2.6;3426;773
1049;42 jaar;Diesel;2023;3.5;4156;850
1050;42 jaar;LPG;2018;3.2;3609;891
1051;42 jaar;LPG;2019;3.9;4271;910
1052;42 jaar;LPG;2020;2.9;2918;1008
1053;42 jaar;LPG;2021;3.1;3502;872
1054;42 jaar;LPG;2022;2.5;3955;640
1055;42 jaar;LPG;2023;2.1;4297;500
1056;43 jaar;Totaal;2018;13.1;2009;6532
1057;43 jaar;Totaal;2019;12.6;2211;5710
1058;43 jaar;Totaal;2020;11.8;1720;6839
1059;43 jaar;Totaal;2021;16.2;2162;7490
1060;43 jaar;Totaal;2022;14.5;1877;7705
1061;43 jaar;Totaal;2023;12.9;2284;5658
1062;43 jaar;Benzine/overige;2018;8.3;1603;5151
1063;43 jaar;Benzine/overige;2019;7.9;1787;4409
1064;43 jaar;Benzine/overige;2020;7.0;1320;5272
1065;43 jaar;Benzine/overige;2021;10.1;1741;5774
1066;43 jaar;Benzine/overige;2022;8.6;1430;6041
1067;43 jaar;Benzine/overige;2023;7.9;1900;4171
1068;43 jaar;Diesel;2018;1.1;2804;380
1069;43 jaar;Diesel;2019;1.4;3200;427
1070;43 jaar;Diesel;2020;1.7;2602;638
1071;43 jaar;Diesel;2021;1.5;2249;668
1072;43 jaar;Diesel;2022;2.2;2970;750
1073;43 jaar;Diesel;2023;2.0;2450;819
1074;43 jaar;LPG;2018;3.8;3795;1001
1075;43 jaar;LPG;2019;3.4;3866;874
1076;43 jaar;LPG;2020;3.1;3381;929
1077;43 jaar;LPG;2021;4.6;4426;1048
1078;43 jaar;LPG;2022;3.6;3935;914
1079;43 jaar;LPG;2023;3.0;4477;668
1080;44 jaar;Totaal;2018;16.0;2050;7797
1081;44 jaar;Totaal;2019;13.0;2021;6408
1082;44 jaar;Totaal;2020;8.3;1456;5728
1083;44 jaar;Totaal;2021;14.7;2155;6819
1084;44 jaar;Totaal;2022;13.6;1820;7488
1085;44 jaar;Totaal;2023;15.2;1990;7649
1086;44 jaar;Benzine/overige;2018;8.6;1415;6114
1087;44 jaar;Benzine/overige;2019;8.6;1705;5054
1088;44 jaar;Benzine/overige;2020;5.4;1209;4426
1089;44 jaar;Benzine/overige;2021;9.5;1821;5216
1090;44 jaar;Benzine/overige;2022;7.9;1390;5719
1091;44 jaar;Benzine/overige;2023;8.4;1409;5941
1092;44 jaar;Diesel;2018;1.9;5142;376
1093;44 jaar;Diesel;2019;0.9;2479;378
1094;44 jaar;Diesel;2020;0.9;2004;432
1095;44 jaar;Diesel;2021;2.0;3022;654
1096;44 jaar;Diesel;2022;1.5;2193;691
1097;44 jaar;Diesel;2023;2.7;3526;761
1098;44 jaar;LPG;2018;5.4;4134;1307
1099;44 jaar;LPG;2019;3.4;3481;976
1100;44 jaar;LPG;2020;2.1;2440;870
1101;44 jaar;LPG;2021;3.2;3397;949
1102;44 jaar;LPG;2022;4.2;3860;1078
1103;44 jaar;LPG;2023;4.2;4395;947
1104;45 jaar;Totaal;2018;19.9;1955;10190
1105;45 jaar;Totaal;2019;16.0;2094;7637
1106;45 jaar;Totaal;2020;10.8;1715;6317
1107;45 jaar;Totaal;2021;9.8;1711;5701
1108;45 jaar;Totaal;2022;13.9;2026;6839
1109;45 jaar;Totaal;2023;13.5;1819;7413
1110;45 jaar;Benzine/overige;2018;11.7;1489;7886
1111;45 jaar;Benzine/overige;2019;9.1;1506;6020
1112;45 jaar;Benzine/overige;2020;7.4;1480;4999
1113;45 jaar;Benzine/overige;2021;5.5;1244;4399
1114;45 jaar;Benzine/overige;2022;8.9;1702;5217
1115;45 jaar;Benzine/overige;2023;8.1;1430;5638
1116;45 jaar;Diesel;2018;1.1;3677;308
1117;45 jaar;Diesel;2019;2.1;5643;365
1118;45 jaar;Diesel;2020;1.0;2751;368
1119;45 jaar;Diesel;2021;1.3;2951;426
1120;45 jaar;Diesel;2022;1.6;2481;659
1121;45 jaar;Diesel;2023;1.5;2253;687
1122;45 jaar;LPG;2018;7.0;3531;1996
1123;45 jaar;LPG;2019;4.9;3889;1252
1124;45 jaar;LPG;2020;2.4;2550;950
1125;45 jaar;LPG;2021;3.0;3453;876
1126;45 jaar;LPG;2022;3.3;3473;963
1127;45 jaar;LPG;2023;3.9;3560;1088
1128;46 jaar of ouder;Totaal;2018;133.4;1551;86043
1129;46 jaar of ouder;Totaal;2019;156.7;1641;95467
1130;46 jaar of ouder;Totaal;2020;129.2;1261;102462
1131;46 jaar of ouder;Totaal;2021;194.6;1778;109451
1132;46 jaar of ouder;Totaal;2022;191.5;1655;115730
1133;46 jaar of ouder;Totaal;2023;229.7;1871;122763
1134;46 jaar of ouder;Benzine/overige;2018;95.6;1308;73136
1135;46 jaar of ouder;Benzine/overige;2019;112.9;1399;80725
1136;46 jaar of ouder;Benzine/overige;2020;94.8;1097;86487
1137;46 jaar of ouder;Benzine/overige;2021;133.5;1446;92277
1138;46 jaar of ouder;Benzine/overige;2022;130.7;1344;97255
1139;46 jaar of ouder;Benzine/overige;2023;156.6;1525;102707
1140;46 jaar of ouder;Diesel;2018;3.3;2149;1526
1141;46 jaar of ouder;Diesel;2019;4.6;2553;1821
1142;46 jaar of ouder;Diesel;2020;4.4;2078;2132
1143;46 jaar of ouder;Diesel;2021;7.4;2969;2504
1144;46 jaar of ouder;Diesel;2022;9.4;3165;2959
1145;46 jaar of ouder;Diesel;2023;9.0;2508;3592
1146;46 jaar of ouder;LPG;2018;34.5;3031;11381
1147;46 jaar of ouder;LPG;2019;39.1;3026;12921
1148;46 jaar of ouder;LPG;2020;29.9;2161;13843
1149;46 jaar of ouder;LPG;2021;53.7;3660;14670
1150;46 jaar of ouder;LPG;2022;51.5;3316;15516
1151;46 jaar of ouder;LPG;2023;64.0;3888;16464
