ID;Sex;Age;Nationality;Periods;UnaccompaniedForeignMinor_1
864;Total male and female;80017;Syrian;2008;0
865;Total male and female;80017;Syrian;2009;0
866;Total male and female;80017;Syrian;2010;0
867;Total male and female;80017;Syrian;2011;0
868;Total male and female;80017;Syrian;2012;0
869;Total male and female;80017;Syrian;2013;5
870;Total male and female;80017;Syrian;2014;25
871;Total male and female;80017;Syrian;2015;415
872;Total male and female;80017;Syrian;2016;45
873;Total male and female;80017;Syrian;2017;30
874;Total male and female;80017;Syrian;2018;40
875;Total male and female;80017;Syrian;2019;90
876;Total male and female;80017;Syrian;2020;135
877;Total male and female;80017;Syrian;2021;370
878;Total male and female;80017;Syrian;2022;805
879;Total male and female;80017;Syrian;2023;885
880;Total male and female;80017;Unknown;2008;0
881;Total male and female;80017;Unknown;2009;5
882;Total male and female;80017;Unknown;2010;0
883;Total male and female;80017;Unknown;2011;0
884;Total male and female;80017;Unknown;2012;0
885;Total male and female;80017;Unknown;2013;0
886;Total male and female;80017;Unknown;2014;0
887;Total male and female;80017;Unknown;2015;5
888;Total male and female;80017;Unknown;2016;10
889;Total male and female;80017;Unknown;2017;0
890;Total male and female;80017;Unknown;2018;5
891;Total male and female;80017;Unknown;2019;10
892;Total male and female;80017;Unknown;2020;10
893;Total male and female;80017;Unknown;2021;15
894;Total male and female;80017;Unknown;2022;15
895;Total male and female;80017;Unknown;2023;15
896;Total male and female;80017;Stateless;2008;0
897;Total male and female;80017;Stateless;2009;0
898;Total male and female;80017;Stateless;2010;0
899;Total male and female;80017;Stateless;2011;0
900;Total male and female;80017;Stateless;2012;0
901;Total male and female;80017;Stateless;2013;0
902;Total male and female;80017;Stateless;2014;10
903;Total male and female;80017;Stateless;2015;65
904;Total male and female;80017;Stateless;2016;5
905;Total male and female;80017;Stateless;2017;0
906;Total male and female;80017;Stateless;2018;0
907;Total male and female;80017;Stateless;2019;0
908;Total male and female;80017;Stateless;2020;0
909;Total male and female;80017;Stateless;2021;0
910;Total male and female;80017;Stateless;2022;0
911;Total male and female;80017;Stateless;2023;0
912;Total male and female;53070;Total;2008;445
913;Total male and female;53070;Total;2009;660
914;Total male and female;53070;Total;2010;405
915;Total male and female;53070;Total;2011;285
916;Total male and female;53070;Total;2012;205
917;Total male and female;53070;Total;2013;205
918;Total male and female;53070;Total;2014;620
919;Total male and female;53070;Total;2015;2285
920;Total male and female;53070;Total;2016;1075
921;Total male and female;53070;Total;2017;670
922;Total male and female;53070;Total;2018;710
923;Total male and female;53070;Total;2019;515
924;Total male and female;53070;Total;2020;490
925;Total male and female;53070;Total;2021;1110
926;Total male and female;53070;Total;2022;2280
927;Total male and female;53070;Total;2023;3380
928;Total male and female;53070;Afghan;2008;55
929;Total male and female;53070;Afghan;2009;0
930;Total male and female;53070;Afghan;2010;0
931;Total male and female;53070;Afghan;2011;155
932;Total male and female;53070;Afghan;2012;65
933;Total male and female;53070;Afghan;2013;35
934;Total male and female;53070;Afghan;2014;15
935;Total male and female;53070;Afghan;2015;320
936;Total male and female;53070;Afghan;2016;90
937;Total male and female;53070;Afghan;2017;25
938;Total male and female;53070;Afghan;2018;15
939;Total male and female;53070;Afghan;2019;20
940;Total male and female;53070;Afghan;2020;20
941;Total male and female;53070;Afghan;2021;50
942;Total male and female;53070;Afghan;2022;80
943;Total male and female;53070;Afghan;2023;65
944;Total male and female;53070;Albanian;2008;0
945;Total male and female;53070;Albanian;2009;0
946;Total male and female;53070;Albanian;2010;0
947;Total male and female;53070;Albanian;2011;0
948;Total male and female;53070;Albanian;2012;0
949;Total male and female;53070;Albanian;2013;0
950;Total male and female;53070;Albanian;2014;5
951;Total male and female;53070;Albanian;2015;15
952;Total male and female;53070;Albanian;2016;25
953;Total male and female;53070;Albanian;2017;25
954;Total male and female;53070;Albanian;2018;25
955;Total male and female;53070;Albanian;2019;10
956;Total male and female;53070;Albanian;2020;5
957;Total male and female;53070;Albanian;2021;0
958;Total male and female;53070;Albanian;2022;0
959;Total male and female;53070;Albanian;2023;0
960;Total male and female;53070;Algerian;2008;0
961;Total male and female;53070;Algerian;2009;0
962;Total male and female;53070;Algerian;2010;0
963;Total male and female;53070;Algerian;2011;0
964;Total male and female;53070;Algerian;2012;5
965;Total male and female;53070;Algerian;2013;5
966;Total male and female;53070;Algerian;2014;0
967;Total male and female;53070;Algerian;2015;0
968;Total male and female;53070;Algerian;2016;50
969;Total male and female;53070;Algerian;2017;35
970;Total male and female;53070;Algerian;2018;35
971;Total male and female;53070;Algerian;2019;45
972;Total male and female;53070;Algerian;2020;40
973;Total male and female;53070;Algerian;2021;50
974;Total male and female;53070;Algerian;2022;55
975;Total male and female;53070;Algerian;2023;60
976;Total male and female;53070;Chinese;2008;30
977;Total male and female;53070;Chinese;2009;5
978;Total male and female;53070;Chinese;2010;15
979;Total male and female;53070;Chinese;2011;5
980;Total male and female;53070;Chinese;2012;0
981;Total male and female;53070;Chinese;2013;0
982;Total male and female;53070;Chinese;2014;0
983;Total male and female;53070;Chinese;2015;0
984;Total male and female;53070;Chinese;2016;0
985;Total male and female;53070;Chinese;2017;5
986;Total male and female;53070;Chinese;2018;0
987;Total male and female;53070;Chinese;2019;0
988;Total male and female;53070;Chinese;2020;0
989;Total male and female;53070;Chinese;2021;0
990;Total male and female;53070;Chinese;2022;0
991;Total male and female;53070;Chinese;2023;5
992;Total male and female;53070;Eritrean;2008;10
993;Total male and female;53070;Eritrean;2009;25
994;Total male and female;53070;Eritrean;2010;15
995;Total male and female;53070;Eritrean;2011;5
996;Total male and female;53070;Eritrean;2012;5
997;Total male and female;53070;Eritrean;2013;20
998;Total male and female;53070;Eritrean;2014;355
999;Total male and female;53070;Eritrean;2015;870
1000;Total male and female;53070;Eritrean;2016;525
1001;Total male and female;53070;Eritrean;2017;285
1002;Total male and female;53070;Eritrean;2018;255
1003;Total male and female;53070;Eritrean;2019;70
1004;Total male and female;53070;Eritrean;2020;45
1005;Total male and female;53070;Eritrean;2021;160
1006;Total male and female;53070;Eritrean;2022;335
1007;Total male and female;53070;Eritrean;2023;685
1008;Total male and female;53070;Ethiopian;2008;0
1009;Total male and female;53070;Ethiopian;2009;0
1010;Total male and female;53070;Ethiopian;2010;5
1011;Total male and female;53070;Ethiopian;2011;0
1012;Total male and female;53070;Ethiopian;2012;0
1013;Total male and female;53070;Ethiopian;2013;0
1014;Total male and female;53070;Ethiopian;2014;5
1015;Total male and female;53070;Ethiopian;2015;5
1016;Total male and female;53070;Ethiopian;2016;35
1017;Total male and female;53070;Ethiopian;2017;5
1018;Total male and female;53070;Ethiopian;2018;0
1019;Total male and female;53070;Ethiopian;2019;5
1020;Total male and female;53070;Ethiopian;2020;0
1021;Total male and female;53070;Ethiopian;2021;10
1022;Total male and female;53070;Ethiopian;2022;35
1023;Total male and female;53070;Ethiopian;2023;80
1024;Total male and female;53070;Gambian;2008;0
1025;Total male and female;53070;Gambian;2009;0
1026;Total male and female;53070;Gambian;2010;5
1027;Total male and female;53070;Gambian;2011;0
1028;Total male and female;53070;Gambian;2012;0
1029;Total male and female;53070;Gambian;2013;0
1030;Total male and female;53070;Gambian;2014;0
1031;Total male and female;53070;Gambian;2015;0
1032;Total male and female;53070;Gambian;2016;15
1033;Total male and female;53070;Gambian;2017;10
1034;Total male and female;53070;Gambian;2018;20
1035;Total male and female;53070;Gambian;2019;20
1036;Total male and female;53070;Gambian;2020;10
1037;Total male and female;53070;Gambian;2021;5
1038;Total male and female;53070;Gambian;2022;5
1039;Total male and female;53070;Gambian;2023;60
1040;Total male and female;53070;Guinean;2008;25
1041;Total male and female;53070;Guinean;2009;35
1042;Total male and female;53070;Guinean;2010;25
1043;Total male and female;53070;Guinean;2011;5
1044;Total male and female;53070;Guinean;2012;30
1045;Total male and female;53070;Guinean;2013;25
1046;Total male and female;53070;Guinean;2014;5
1047;Total male and female;53070;Guinean;2015;15
1048;Total male and female;53070;Guinean;2016;25
1049;Total male and female;53070;Guinean;2017;25
1050;Total male and female;53070;Guinean;2018;40
1051;Total male and female;53070;Guinean;2019;10
1052;Total male and female;53070;Guinean;2020;10
1053;Total male and female;53070;Guinean;2021;0
1054;Total male and female;53070;Guinean;2022;5
1055;Total male and female;53070;Guinean;2023;25
1056;Total male and female;53070;Iraqi;2008;115
1057;Total male and female;53070;Iraqi;2009;40
1058;Total male and female;53070;Iraqi;2010;20
1059;Total male and female;53070;Iraqi;2011;15
1060;Total male and female;53070;Iraqi;2012;10
1061;Total male and female;53070;Iraqi;2013;5
1062;Total male and female;53070;Iraqi;2014;10
1063;Total male and female;53070;Iraqi;2015;75
1064;Total male and female;53070;Iraqi;2016;15
1065;Total male and female;53070;Iraqi;2017;15
1066;Total male and female;53070;Iraqi;2018;25
1067;Total male and female;53070;Iraqi;2019;20
1068;Total male and female;53070;Iraqi;2020;5
1069;Total male and female;53070;Iraqi;2021;35
1070;Total male and female;53070;Iraqi;2022;30
1071;Total male and female;53070;Iraqi;2023;85
1072;Total male and female;53070;Iranian;2008;5
1073;Total male and female;53070;Iranian;2009;15
1074;Total male and female;53070;Iranian;2010;10
1075;Total male and female;53070;Iranian;2011;10
1076;Total male and female;53070;Iranian;2012;5
1077;Total male and female;53070;Iranian;2013;5
1078;Total male and female;53070;Iranian;2014;5
1079;Total male and female;53070;Iranian;2015;15
1080;Total male and female;53070;Iranian;2016;15
1081;Total male and female;53070;Iranian;2017;5
1082;Total male and female;53070;Iranian;2018;15
1083;Total male and female;53070;Iranian;2019;10
1084;Total male and female;53070;Iranian;2020;5
1085;Total male and female;53070;Iranian;2021;0
1086;Total male and female;53070;Iranian;2022;5
1087;Total male and female;53070;Iranian;2023;10
1088;Total male and female;53070;Yemeni;2008;0
1089;Total male and female;53070;Yemeni;2009;0
1090;Total male and female;53070;Yemeni;2010;0
1091;Total male and female;53070;Yemeni;2011;0
1092;Total male and female;53070;Yemeni;2012;0
1093;Total male and female;53070;Yemeni;2013;0
1094;Total male and female;53070;Yemeni;2014;0
1095;Total male and female;53070;Yemeni;2015;0
1096;Total male and female;53070;Yemeni;2016;0
1097;Total male and female;53070;Yemeni;2017;0
1098;Total male and female;53070;Yemeni;2018;10
1099;Total male and female;53070;Yemeni;2019;15
1100;Total male and female;53070;Yemeni;2020;10
1101;Total male and female;53070;Yemeni;2021;45
1102;Total male and female;53070;Yemeni;2022;150
1103;Total male and female;53070;Yemeni;2023;135
1104;Total male and female;53070;Moroccan;2008;0
1105;Total male and female;53070;Moroccan;2009;0
1106;Total male and female;53070;Moroccan;2010;0
1107;Total male and female;53070;Moroccan;2011;0
1108;Total male and female;53070;Moroccan;2012;5
1109;Total male and female;53070;Moroccan;2013;5
1110;Total male and female;53070;Moroccan;2014;5
1111;Total male and female;53070;Moroccan;2015;5
1112;Total male and female;53070;Moroccan;2016;50
1113;Total male and female;53070;Moroccan;2017;35
1114;Total male and female;53070;Moroccan;2018;85
1115;Total male and female;53070;Moroccan;2019;80
1116;Total male and female;53070;Moroccan;2020;75
1117;Total male and female;53070;Moroccan;2021;75
1118;Total male and female;53070;Moroccan;2022;35
1119;Total male and female;53070;Moroccan;2023;30
1120;Total male and female;53070;Turkish;2008;0
1121;Total male and female;53070;Turkish;2009;0
1122;Total male and female;53070;Turkish;2010;0
1123;Total male and female;53070;Turkish;2011;0
1124;Total male and female;53070;Turkish;2012;0
1125;Total male and female;53070;Turkish;2013;0
1126;Total male and female;53070;Turkish;2014;0
1127;Total male and female;53070;Turkish;2015;0
1128;Total male and female;53070;Turkish;2016;5
1129;Total male and female;53070;Turkish;2017;0
1130;Total male and female;53070;Turkish;2018;0
1131;Total male and female;53070;Turkish;2019;5
1132;Total male and female;53070;Turkish;2020;0
1133;Total male and female;53070;Turkish;2021;0
1134;Total male and female;53070;Turkish;2022;40
1135;Total male and female;53070;Turkish;2023;40
1136;Total male and female;53070;Sudanese;2008;5
1137;Total male and female;53070;Sudanese;2009;5
1138;Total male and female;53070;Sudanese;2010;5
1139;Total male and female;53070;Sudanese;2011;0
1140;Total male and female;53070;Sudanese;2012;0
1141;Total male and female;53070;Sudanese;2013;0
1142;Total male and female;53070;Sudanese;2014;0
1143;Total male and female;53070;Sudanese;2015;15
1144;Total male and female;53070;Sudanese;2016;15
1145;Total male and female;53070;Sudanese;2017;35
1146;Total male and female;53070;Sudanese;2018;20
1147;Total male and female;53070;Sudanese;2019;10
1148;Total male and female;53070;Sudanese;2020;15
1149;Total male and female;53070;Sudanese;2021;10
1150;Total male and female;53070;Sudanese;2022;15
1151;Total male and female;53070;Sudanese;2023;200
1152;Total male and female;53070;Somali;2008;130
1153;Total male and female;53070;Somali;2009;235
1154;Total male and female;53070;Somali;2010;65
1155;Total male and female;53070;Somali;2011;20
1156;Total male and female;53070;Somali;2012;20
1157;Total male and female;53070;Somali;2013;5
1158;Total male and female;53070;Somali;2014;20
1159;Total male and female;53070;Somali;2015;20
1160;Total male and female;53070;Somali;2016;15
1161;Total male and female;53070;Somali;2017;10
1162;Total male and female;53070;Somali;2018;5
1163;Total male and female;53070;Somali;2019;15
1164;Total male and female;53070;Somali;2020;10
1165;Total male and female;53070;Somali;2021;105
1166;Total male and female;53070;Somali;2022;185
1167;Total male and female;53070;Somali;2023;305
1168;Total male and female;53070;Syrian;2008;0
1169;Total male and female;53070;Syrian;2009;0
1170;Total male and female;53070;Syrian;2010;0
1171;Total male and female;53070;Syrian;2011;5
1172;Total male and female;53070;Syrian;2012;5
1173;Total male and female;53070;Syrian;2013;20
1174;Total male and female;53070;Syrian;2014;100
1175;Total male and female;53070;Syrian;2015;750
1176;Total male and female;53070;Syrian;2016;90
1177;Total male and female;53070;Syrian;2017;75
1178;Total male and female;53070;Syrian;2018;80
1179;Total male and female;53070;Syrian;2019;120
1180;Total male and female;53070;Syrian;2020;190
1181;Total male and female;53070;Syrian;2021;490
1182;Total male and female;53070;Syrian;2022;1215
1183;Total male and female;53070;Syrian;2023;1445
1184;Total male and female;53070;Unknown;2008;5
1185;Total male and female;53070;Unknown;2009;15
1186;Total male and female;53070;Unknown;2010;5
1187;Total male and female;53070;Unknown;2011;5
1188;Total male and female;53070;Unknown;2012;0
1189;Total male and female;53070;Unknown;2013;0
1190;Total male and female;53070;Unknown;2014;10
1191;Total male and female;53070;Unknown;2015;5
1192;Total male and female;53070;Unknown;2016;15
1193;Total male and female;53070;Unknown;2017;20
1194;Total male and female;53070;Unknown;2018;15
1195;Total male and female;53070;Unknown;2019;15
1196;Total male and female;53070;Unknown;2020;15
1197;Total male and female;53070;Unknown;2021;35
1198;Total male and female;53070;Unknown;2022;40
1199;Total male and female;53070;Unknown;2023;40
1200;Total male and female;53070;Stateless;2008;5
1201;Total male and female;53070;Stateless;2009;0
1202;Total male and female;53070;Stateless;2010;5
1203;Total male and female;53070;Stateless;2011;5
1204;Total male and female;53070;Stateless;2012;0
1205;Total male and female;53070;Stateless;2013;0
1206;Total male and female;53070;Stateless;2014;30
1207;Total male and female;53070;Stateless;2015;110
1208;Total male and female;53070;Stateless;2016;15
1209;Total male and female;53070;Stateless;2017;0
1210;Total male and female;53070;Stateless;2018;0
1211;Total male and female;53070;Stateless;2019;0
1212;Total male and female;53070;Stateless;2020;0
1213;Total male and female;53070;Stateless;2021;0
1214;Total male and female;53070;Stateless;2022;0
1215;Total male and female;53070;Stateless;2023;0
1216;Total male and female;99999;Total;2008;105
1217;Total male and female;99999;Total;2009;100
1218;Total male and female;99999;Total;2010;85
1219;Total male and female;99999;Total;2011;60
1220;Total male and female;99999;Total;2012;55
1221;Total male and female;99999;Total;2013;10
1222;Total male and female;99999;Total;2014;55
1223;Total male and female;99999;Total;2015;60
1224;Total male and female;99999;Total;2016;45
1225;Total male and female;99999;Total;2017;170
1226;Total male and female;99999;Total;2018;30
1227;Total male and female;99999;Total;2019;50
1228;Total male and female;99999;Total;2020;20
1229;Total male and female;99999;Total;2021;40
1230;Total male and female;99999;Total;2022;35
1231;Total male and female;99999;Total;2023;25
1232;Total male and female;99999;Afghan;2008;5
1233;Total male and female;99999;Afghan;2009;0
1234;Total male and female;99999;Afghan;2010;0
1235;Total male and female;99999;Afghan;2011;15
1236;Total male and female;99999;Afghan;2012;15
1237;Total male and female;99999;Afghan;2013;0
1238;Total male and female;99999;Afghan;2014;0
1239;Total male and female;99999;Afghan;2015;5
1240;Total male and female;99999;Afghan;2016;5
1241;Total male and female;99999;Afghan;2017;10
1242;Total male and female;99999;Afghan;2018;0
1243;Total male and female;99999;Afghan;2019;0
1244;Total male and female;99999;Afghan;2020;0
1245;Total male and female;99999;Afghan;2021;0
1246;Total male and female;99999;Afghan;2022;5
1247;Total male and female;99999;Afghan;2023;0
1248;Total male and female;99999;Albanian;2008;0
1249;Total male and female;99999;Albanian;2009;0
1250;Total male and female;99999;Albanian;2010;0
1251;Total male and female;99999;Albanian;2011;0
1252;Total male and female;99999;Albanian;2012;0
1253;Total male and female;99999;Albanian;2013;0
1254;Total male and female;99999;Albanian;2014;0
1255;Total male and female;99999;Albanian;2015;0
1256;Total male and female;99999;Albanian;2016;0
1257;Total male and female;99999;Albanian;2017;0
1258;Total male and female;99999;Albanian;2018;0
1259;Total male and female;99999;Albanian;2019;0
1260;Total male and female;99999;Albanian;2020;0
1261;Total male and female;99999;Albanian;2021;0
1262;Total male and female;99999;Albanian;2022;0
1263;Total male and female;99999;Albanian;2023;0
1264;Total male and female;99999;Algerian;2008;0
1265;Total male and female;99999;Algerian;2009;0
1266;Total male and female;99999;Algerian;2010;0
1267;Total male and female;99999;Algerian;2011;0
1268;Total male and female;99999;Algerian;2012;0
1269;Total male and female;99999;Algerian;2013;0
1270;Total male and female;99999;Algerian;2014;0
1271;Total male and female;99999;Algerian;2015;0
1272;Total male and female;99999;Algerian;2016;5
1273;Total male and female;99999;Algerian;2017;10
1274;Total male and female;99999;Algerian;2018;0
1275;Total male and female;99999;Algerian;2019;10
1276;Total male and female;99999;Algerian;2020;0
1277;Total male and female;99999;Algerian;2021;10
1278;Total male and female;99999;Algerian;2022;5
1279;Total male and female;99999;Algerian;2023;0
1280;Total male and female;99999;Chinese;2008;10
1281;Total male and female;99999;Chinese;2009;5
1282;Total male and female;99999;Chinese;2010;0
1283;Total male and female;99999;Chinese;2011;0
1284;Total male and female;99999;Chinese;2012;0
1285;Total male and female;99999;Chinese;2013;0
1286;Total male and female;99999;Chinese;2014;0
1287;Total male and female;99999;Chinese;2015;0
1288;Total male and female;99999;Chinese;2016;0
1289;Total male and female;99999;Chinese;2017;0
1290;Total male and female;99999;Chinese;2018;0
1291;Total male and female;99999;Chinese;2019;0
1292;Total male and female;99999;Chinese;2020;0
1293;Total male and female;99999;Chinese;2021;0
1294;Total male and female;99999;Chinese;2022;0
1295;Total male and female;99999;Chinese;2023;0
1296;Total male and female;99999;Eritrean;2008;5
1297;Total male and female;99999;Eritrean;2009;10
1298;Total male and female;99999;Eritrean;2010;5
1299;Total male and female;99999;Eritrean;2011;0
1300;Total male and female;99999;Eritrean;2012;5
1301;Total male and female;99999;Eritrean;2013;0
1302;Total male and female;99999;Eritrean;2014;35
1303;Total male and female;99999;Eritrean;2015;15
1304;Total male and female;99999;Eritrean;2016;5
1305;Total male and female;99999;Eritrean;2017;70
1306;Total male and female;99999;Eritrean;2018;10
1307;Total male and female;99999;Eritrean;2019;0
1308;Total male and female;99999;Eritrean;2020;0
1309;Total male and female;99999;Eritrean;2021;5
1310;Total male and female;99999;Eritrean;2022;5
1311;Total male and female;99999;Eritrean;2023;5
1312;Total male and female;99999;Ethiopian;2008;0
1313;Total male and female;99999;Ethiopian;2009;0
1314;Total male and female;99999;Ethiopian;2010;0
1315;Total male and female;99999;Ethiopian;2011;5
1316;Total male and female;99999;Ethiopian;2012;0
1317;Total male and female;99999;Ethiopian;2013;0
1318;Total male and female;99999;Ethiopian;2014;0
1319;Total male and female;99999;Ethiopian;2015;0
1320;Total male and female;99999;Ethiopian;2016;0
1321;Total male and female;99999;Ethiopian;2017;5
1322;Total male and female;99999;Ethiopian;2018;0
1323;Total male and female;99999;Ethiopian;2019;0
1324;Total male and female;99999;Ethiopian;2020;0
1325;Total male and female;99999;Ethiopian;2021;0
1326;Total male and female;99999;Ethiopian;2022;0
1327;Total male and female;99999;Ethiopian;2023;0
1328;Total male and female;99999;Gambian;2008;0
1329;Total male and female;99999;Gambian;2009;0
1330;Total male and female;99999;Gambian;2010;0
1331;Total male and female;99999;Gambian;2011;0
1332;Total male and female;99999;Gambian;2012;0
1333;Total male and female;99999;Gambian;2013;0
1334;Total male and female;99999;Gambian;2014;0
1335;Total male and female;99999;Gambian;2015;0
1336;Total male and female;99999;Gambian;2016;0
1337;Total male and female;99999;Gambian;2017;5
1338;Total male and female;99999;Gambian;2018;5
1339;Total male and female;99999;Gambian;2019;0
1340;Total male and female;99999;Gambian;2020;0
1341;Total male and female;99999;Gambian;2021;0
1342;Total male and female;99999;Gambian;2022;0
1343;Total male and female;99999;Gambian;2023;0
1344;Total male and female;99999;Guinean;2008;0
1345;Total male and female;99999;Guinean;2009;0
1346;Total male and female;99999;Guinean;2010;0
1347;Total male and female;99999;Guinean;2011;0
1348;Total male and female;99999;Guinean;2012;5
1349;Total male and female;99999;Guinean;2013;5
1350;Total male and female;99999;Guinean;2014;5
1351;Total male and female;99999;Guinean;2015;0
1352;Total male and female;99999;Guinean;2016;0
1353;Total male and female;99999;Guinean;2017;15
1354;Total male and female;99999;Guinean;2018;0
1355;Total male and female;99999;Guinean;2019;5
1356;Total male and female;99999;Guinean;2020;0
1357;Total male and female;99999;Guinean;2021;0
1358;Total male and female;99999;Guinean;2022;0
1359;Total male and female;99999;Guinean;2023;0
1360;Total male and female;99999;Iraqi;2008;45
1361;Total male and female;99999;Iraqi;2009;10
1362;Total male and female;99999;Iraqi;2010;5
1363;Total male and female;99999;Iraqi;2011;10
1364;Total male and female;99999;Iraqi;2012;5
1365;Total male and female;99999;Iraqi;2013;0
1366;Total male and female;99999;Iraqi;2014;0
1367;Total male and female;99999;Iraqi;2015;5
1368;Total male and female;99999;Iraqi;2016;0
1369;Total male and female;99999;Iraqi;2017;5
1370;Total male and female;99999;Iraqi;2018;0
1371;Total male and female;99999;Iraqi;2019;0
1372;Total male and female;99999;Iraqi;2020;0
1373;Total male and female;99999;Iraqi;2021;0
1374;Total male and female;99999;Iraqi;2022;0
1375;Total male and female;99999;Iraqi;2023;0
1376;Total male and female;99999;Iranian;2008;0
1377;Total male and female;99999;Iranian;2009;5
1378;Total male and female;99999;Iranian;2010;5
1379;Total male and female;99999;Iranian;2011;0
1380;Total male and female;99999;Iranian;2012;5
1381;Total male and female;99999;Iranian;2013;0
1382;Total male and female;99999;Iranian;2014;0
1383;Total male and female;99999;Iranian;2015;0
1384;Total male and female;99999;Iranian;2016;5
1385;Total male and female;99999;Iranian;2017;0
1386;Total male and female;99999;Iranian;2018;0
1387;Total male and female;99999;Iranian;2019;0
1388;Total male and female;99999;Iranian;2020;0
1389;Total male and female;99999;Iranian;2021;0
1390;Total male and female;99999;Iranian;2022;0
1391;Total male and female;99999;Iranian;2023;0
1392;Total male and female;99999;Yemeni;2008;0
1393;Total male and female;99999;Yemeni;2009;0
1394;Total male and female;99999;Yemeni;2010;0
1395;Total male and female;99999;Yemeni;2011;0
1396;Total male and female;99999;Yemeni;2012;0
1397;Total male and female;99999;Yemeni;2013;0
1398;Total male and female;99999;Yemeni;2014;0
1399;Total male and female;99999;Yemeni;2015;0
1400;Total male and female;99999;Yemeni;2016;0
1401;Total male and female;99999;Yemeni;2017;0
1402;Total male and female;99999;Yemeni;2018;0
1403;Total male and female;99999;Yemeni;2019;0
1404;Total male and female;99999;Yemeni;2020;0
1405;Total male and female;99999;Yemeni;2021;5
1406;Total male and female;99999;Yemeni;2022;0
1407;Total male and female;99999;Yemeni;2023;0
1408;Total male and female;99999;Moroccan;2008;0
1409;Total male and female;99999;Moroccan;2009;0
1410;Total male and female;99999;Moroccan;2010;0
1411;Total male and female;99999;Moroccan;2011;0
1412;Total male and female;99999;Moroccan;2012;0
1413;Total male and female;99999;Moroccan;2013;0
1414;Total male and female;99999;Moroccan;2014;0
1415;Total male and female;99999;Moroccan;2015;0
1416;Total male and female;99999;Moroccan;2016;5
1417;Total male and female;99999;Moroccan;2017;10
1418;Total male and female;99999;Moroccan;2018;5
1419;Total male and female;99999;Moroccan;2019;25
1420;Total male and female;99999;Moroccan;2020;10
1421;Total male and female;99999;Moroccan;2021;15
1422;Total male and female;99999;Moroccan;2022;5
1423;Total male and female;99999;Moroccan;2023;0
1424;Total male and female;99999;Turkish;2008;0
1425;Total male and female;99999;Turkish;2009;0
1426;Total male and female;99999;Turkish;2010;0
1427;Total male and female;99999;Turkish;2011;0
1428;Total male and female;99999;Turkish;2012;0
1429;Total male and female;99999;Turkish;2013;0
1430;Total male and female;99999;Turkish;2014;0
1431;Total male and female;99999;Turkish;2015;0
1432;Total male and female;99999;Turkish;2016;0
1433;Total male and female;99999;Turkish;2017;0
1434;Total male and female;99999;Turkish;2018;0
1435;Total male and female;99999;Turkish;2019;0
1436;Total male and female;99999;Turkish;2020;0
1437;Total male and female;99999;Turkish;2021;0
1438;Total male and female;99999;Turkish;2022;0
1439;Total male and female;99999;Turkish;2023;0
1440;Total male and female;99999;Sudanese;2008;0
1441;Total male and female;99999;Sudanese;2009;0
1442;Total male and female;99999;Sudanese;2010;0
1443;Total male and female;99999;Sudanese;2011;0
1444;Total male and female;99999;Sudanese;2012;0
1445;Total male and female;99999;Sudanese;2013;0
1446;Total male and female;99999;Sudanese;2014;0
1447;Total male and female;99999;Sudanese;2015;0
1448;Total male and female;99999;Sudanese;2016;0
1449;Total male and female;99999;Sudanese;2017;15
1450;Total male and female;99999;Sudanese;2018;0
1451;Total male and female;99999;Sudanese;2019;0
1452;Total male and female;99999;Sudanese;2020;0
1453;Total male and female;99999;Sudanese;2021;0
1454;Total male and female;99999;Sudanese;2022;0
1455;Total male and female;99999;Sudanese;2023;0
1456;Total male and female;99999;Somali;2008;25
1457;Total male and female;99999;Somali;2009;30
1458;Total male and female;99999;Somali;2010;5
1459;Total male and female;99999;Somali;2011;5
1460;Total male and female;99999;Somali;2012;5
1461;Total male and female;99999;Somali;2013;0
1462;Total male and female;99999;Somali;2014;0
1463;Total male and female;99999;Somali;2015;5
1464;Total male and female;99999;Somali;2016;0
1465;Total male and female;99999;Somali;2017;5
1466;Total male and female;99999;Somali;2018;0
1467;Total male and female;99999;Somali;2019;0
1468;Total male and female;99999;Somali;2020;0
1469;Total male and female;99999;Somali;2021;5
1470;Total male and female;99999;Somali;2022;0
1471;Total male and female;99999;Somali;2023;0
1472;Total male and female;99999;Syrian;2008;0
1473;Total male and female;99999;Syrian;2009;0
1474;Total male and female;99999;Syrian;2010;0
1475;Total male and female;99999;Syrian;2011;0
1476;Total male and female;99999;Syrian;2012;0
1477;Total male and female;99999;Syrian;2013;0
1478;Total male and female;99999;Syrian;2014;5
1479;Total male and female;99999;Syrian;2015;20
1480;Total male and female;99999;Syrian;2016;0
1481;Total male and female;99999;Syrian;2017;0
1482;Total male and female;99999;Syrian;2018;0
1483;Total male and female;99999;Syrian;2019;0
1484;Total male and female;99999;Syrian;2020;0
1485;Total male and female;99999;Syrian;2021;0
1486;Total male and female;99999;Syrian;2022;5
1487;Total male and female;99999;Syrian;2023;5
1488;Total male and female;99999;Unknown;2008;0
1489;Total male and female;99999;Unknown;2009;0
1490;Total male and female;99999;Unknown;2010;0
1491;Total male and female;99999;Unknown;2011;0
1492;Total male and female;99999;Unknown;2012;0
1493;Total male and female;99999;Unknown;2013;0
1494;Total male and female;99999;Unknown;2014;0
1495;Total male and female;99999;Unknown;2015;0
1496;Total male and female;99999;Unknown;2016;0
1497;Total male and female;99999;Unknown;2017;0
