ID;Bedrijfskenmerken;Perioden;OpenstaandeVacatures_1;OntstaneVacatures_2;VervuldeVacatures_3
5990;P Onderwijs;2019 1e kwartaal;7.1;12.0;11.0
5991;P Onderwijs;2019 2e kwartaal;9.7;20.0;17.0
5992;P Onderwijs;2019 3e kwartaal;7.1;15.0;17.0
5993;P Onderwijs;2019 4e kwartaal;7.4;12.0;12.0
5994;P Onderwijs;2019 jaargem. /jaartotaal;7.7;58.0;57.0
5995;P Onderwijs;2020 1e kwartaal;6.2;11.0;12.0
5996;P Onderwijs;2020 2e kwartaal;6.9;15.0;14.0
5997;P Onderwijs;2020 3e kwartaal;5.6;13.0;14.0
5998;P Onderwijs;2020 4e kwartaal;6.2;12.0;11.0
5999;P Onderwijs;2020 jaargem. /jaartotaal;6.4;50.0;52.0
6000;P Onderwijs;2021 1e kwartaal;6.4;11.0;11.0
6001;P Onderwijs;2021 2e kwartaal;11.5;23.0;18.0
6002;P Onderwijs;2021 3e kwartaal;9.7;20.0;22.0
6003;P Onderwijs;2021 4e kwartaal;10.9;16.0;15.0
6004;P Onderwijs;2021 jaargem. /jaartotaal;9.0;71.0;66.0
6005;P Onderwijs;2022 1e kwartaal;10.8;14.0;14.0
6006;P Onderwijs;2022 2e kwartaal;15.0;24.0;20.0
6007;P Onderwijs;2022 3e kwartaal;12.2;19.0;22.0
6008;P Onderwijs;2022 4e kwartaal;12.4;16.0;16.0
6009;P Onderwijs;2022 jaargem. /jaartotaal;12.4;74.0;72.0
6010;P Onderwijs;2023 1e kwartaal;12.7;14.0;14.0
6011;P Onderwijs;2023 2e kwartaal;14.7;21.0;19.0
6012;P Onderwijs;2023 3e kwartaal;12.5;17.0;19.0
6013;P Onderwijs;2023 4e kwartaal;12.3;14.0;14.0
6014;P Onderwijs;2023 jaargem. /jaartotaal;13.1;67.0;67.0
6015;P Onderwijs;2024 1e kwartaal;13.2;13.0;12.0
6016;P Onderwijs;2024 2e kwartaal;14.5;22.0;21.0
6017;P Onderwijs;2024 3e kwartaal;10.8;14.0;18.0
6018;P Onderwijs;2024 4e kwartaal;10.5;13.0;13.0
6019;P Onderwijs;2024 jaargem. /jaartotaal;12.5;63.0;65.0
6020;852 Basisonderwijs en speciaal onderwijs;1997 1e kwartaal;0.5;3.0;3.0
6021;852 Basisonderwijs en speciaal onderwijs;1997 2e kwartaal;0.8;3.0;3.0
6022;852 Basisonderwijs en speciaal onderwijs;1997 3e kwartaal;0.8;5.0;5.0
6023;852 Basisonderwijs en speciaal onderwijs;1997 4e kwartaal;0.7;2.0;2.0
6024;852 Basisonderwijs en speciaal onderwijs;1997 jaargem. /jaartotaal;;12.0;12.0
6025;852 Basisonderwijs en speciaal onderwijs;1998 1e kwartaal;0.7;2.0;2.0
6026;852 Basisonderwijs en speciaal onderwijs;1998 2e kwartaal;1.0;3.0;2.0
6027;852 Basisonderwijs en speciaal onderwijs;1998 3e kwartaal;0.9;4.0;4.0
6028;852 Basisonderwijs en speciaal onderwijs;1998 4e kwartaal;0.8;2.0;2.0
6029;852 Basisonderwijs en speciaal onderwijs;1998 jaargem. /jaartotaal;0.8;12.0;11.0
6030;852 Basisonderwijs en speciaal onderwijs;1999 1e kwartaal;0.7;3.0;3.0
6031;852 Basisonderwijs en speciaal onderwijs;1999 2e kwartaal;1.2;3.0;3.0
6032;852 Basisonderwijs en speciaal onderwijs;1999 3e kwartaal;0.9;4.0;5.0
6033;852 Basisonderwijs en speciaal onderwijs;1999 4e kwartaal;1.0;2.0;2.0
6034;852 Basisonderwijs en speciaal onderwijs;1999 jaargem. /jaartotaal;0.9;12.0;12.0
6035;852 Basisonderwijs en speciaal onderwijs;2000 1e kwartaal;1.0;3.0;3.0
6036;852 Basisonderwijs en speciaal onderwijs;2000 2e kwartaal;1.8;4.0;3.0
6037;852 Basisonderwijs en speciaal onderwijs;2000 3e kwartaal;1.4;5.0;6.0
6038;852 Basisonderwijs en speciaal onderwijs;2000 4e kwartaal;1.3;3.0;3.0
6039;852 Basisonderwijs en speciaal onderwijs;2000 jaargem. /jaartotaal;1.3;15.0;15.0
6040;852 Basisonderwijs en speciaal onderwijs;2001 1e kwartaal;1.3;3.0;3.0
6041;852 Basisonderwijs en speciaal onderwijs;2001 2e kwartaal;1.9;4.0;4.0
6042;852 Basisonderwijs en speciaal onderwijs;2001 3e kwartaal;1.4;4.0;5.0
6043;852 Basisonderwijs en speciaal onderwijs;2001 4e kwartaal;1.5;3.0;3.0
6044;852 Basisonderwijs en speciaal onderwijs;2001 jaargem. /jaartotaal;1.5;15.0;15.0
6045;852 Basisonderwijs en speciaal onderwijs;2002 1e kwartaal;1.3;3.0;3.0
6046;852 Basisonderwijs en speciaal onderwijs;2002 2e kwartaal;2.0;4.0;3.0
6047;852 Basisonderwijs en speciaal onderwijs;2002 3e kwartaal;1.2;5.0;6.0
6048;852 Basisonderwijs en speciaal onderwijs;2002 4e kwartaal;1.1;2.0;2.0
6049;852 Basisonderwijs en speciaal onderwijs;2002 jaargem. /jaartotaal;1.4;14.0;14.0
6050;852 Basisonderwijs en speciaal onderwijs;2003 1e kwartaal;0.9;2.0;2.0
6051;852 Basisonderwijs en speciaal onderwijs;2003 2e kwartaal;1.2;3.0;2.0
6052;852 Basisonderwijs en speciaal onderwijs;2003 3e kwartaal;0.7;3.0;4.0
6053;852 Basisonderwijs en speciaal onderwijs;2003 4e kwartaal;0.6;2.0;2.0
6054;852 Basisonderwijs en speciaal onderwijs;2003 jaargem. /jaartotaal;0.9;10.0;10.0
6055;852 Basisonderwijs en speciaal onderwijs;2004 1e kwartaal;0.7;1.0;1.0
6056;852 Basisonderwijs en speciaal onderwijs;2004 2e kwartaal;0.8;2.0;2.0
6057;852 Basisonderwijs en speciaal onderwijs;2004 3e kwartaal;0.8;3.0;3.0
6058;852 Basisonderwijs en speciaal onderwijs;2004 4e kwartaal;0.6;1.0;2.0
6059;852 Basisonderwijs en speciaal onderwijs;2004 jaargem. /jaartotaal;0.7;7.0;7.0
6060;852 Basisonderwijs en speciaal onderwijs;2005 1e kwartaal;0.5;1.0;1.0
6061;852 Basisonderwijs en speciaal onderwijs;2005 2e kwartaal;1.1;2.0;2.0
6062;852 Basisonderwijs en speciaal onderwijs;2005 3e kwartaal;0.8;2.0;3.0
6063;852 Basisonderwijs en speciaal onderwijs;2005 4e kwartaal;0.8;1.0;1.0
6064;852 Basisonderwijs en speciaal onderwijs;2005 jaargem. /jaartotaal;0.7;7.0;7.0
6065;852 Basisonderwijs en speciaal onderwijs;2006 1e kwartaal;0.7;1.0;1.0
6066;852 Basisonderwijs en speciaal onderwijs;2006 2e kwartaal;1.0;2.0;2.0
6067;852 Basisonderwijs en speciaal onderwijs;2006 3e kwartaal;0.9;2.0;3.0
6068;852 Basisonderwijs en speciaal onderwijs;2006 4e kwartaal;0.9;2.0;2.0
6069;852 Basisonderwijs en speciaal onderwijs;2006 jaargem. /jaartotaal;0.9;8.0;8.0
6070;852 Basisonderwijs en speciaal onderwijs;2007 1e kwartaal;1.2;3.0;2.0
6071;852 Basisonderwijs en speciaal onderwijs;2007 2e kwartaal;1.8;4.0;3.0
6072;852 Basisonderwijs en speciaal onderwijs;2007 3e kwartaal;1.4;4.0;4.0
6073;852 Basisonderwijs en speciaal onderwijs;2007 4e kwartaal;1.0;2.0;2.0
6074;852 Basisonderwijs en speciaal onderwijs;2007 jaargem. /jaartotaal;1.3;12.0;11.0
6075;852 Basisonderwijs en speciaal onderwijs;2008 1e kwartaal;0.9;2.0;2.0
6076;852 Basisonderwijs en speciaal onderwijs;2008 2e kwartaal;1.6;3.0;3.0
6077;852 Basisonderwijs en speciaal onderwijs;2008 3e kwartaal;1.1;3.0;4.0
6078;852 Basisonderwijs en speciaal onderwijs;2008 4e kwartaal;1.0;2.0;2.0
6079;852 Basisonderwijs en speciaal onderwijs;2008 jaargem. /jaartotaal;1.2;10.0;10.0
6080;852 Basisonderwijs en speciaal onderwijs;2009 1e kwartaal;0.6;1.0;2.0
6081;852 Basisonderwijs en speciaal onderwijs;2009 2e kwartaal;1.1;3.0;2.0
6082;852 Basisonderwijs en speciaal onderwijs;2009 3e kwartaal;0.7;3.0;3.0
6083;852 Basisonderwijs en speciaal onderwijs;2009 4e kwartaal;0.6;1.0;1.0
6084;852 Basisonderwijs en speciaal onderwijs;2009 jaargem. /jaartotaal;0.8;8.0;8.0
6085;852 Basisonderwijs en speciaal onderwijs;2010 1e kwartaal;0.5;1.0;1.0
6086;852 Basisonderwijs en speciaal onderwijs;2010 2e kwartaal;0.7;2.1;1.9
6087;852 Basisonderwijs en speciaal onderwijs;2010 3e kwartaal;0.7;2.3;2.3
6088;852 Basisonderwijs en speciaal onderwijs;2010 4e kwartaal;0.5;1.4;1.5
6089;852 Basisonderwijs en speciaal onderwijs;2010 jaargem. /jaartotaal;0.6;7.0;7.0
6090;852 Basisonderwijs en speciaal onderwijs;2011 1e kwartaal;0.4;2.0;2.0
6091;852 Basisonderwijs en speciaal onderwijs;2011 2e kwartaal;0.6;2.0;2.0
6092;852 Basisonderwijs en speciaal onderwijs;2011 3e kwartaal;0.5;2.0;2.0
6093;852 Basisonderwijs en speciaal onderwijs;2011 4e kwartaal;0.4;1.0;1.0
6094;852 Basisonderwijs en speciaal onderwijs;2011 jaargem. /jaartotaal;0.5;7.0;7.0
6095;852 Basisonderwijs en speciaal onderwijs;2012 1e kwartaal;0.3;1.0;1.0
6096;852 Basisonderwijs en speciaal onderwijs;2012 2e kwartaal;0.6;1.0;1.0
6097;852 Basisonderwijs en speciaal onderwijs;2012 3e kwartaal;0.4;2.0;2.0
6098;852 Basisonderwijs en speciaal onderwijs;2012 4e kwartaal;0.4;1.0;1.0
6099;852 Basisonderwijs en speciaal onderwijs;2012 jaargem. /jaartotaal;0.4;5.0;5.0
6100;852 Basisonderwijs en speciaal onderwijs;2013 1e kwartaal;0.3;1.0;1.0
6101;852 Basisonderwijs en speciaal onderwijs;2013 2e kwartaal;0.4;2.0;2.0
6102;852 Basisonderwijs en speciaal onderwijs;2013 3e kwartaal;0.3;2.0;2.0
6103;852 Basisonderwijs en speciaal onderwijs;2013 4e kwartaal;0.3;1.0;1.0
6104;852 Basisonderwijs en speciaal onderwijs;2013 jaargem. /jaartotaal;0.4;6.0;6.0
6105;852 Basisonderwijs en speciaal onderwijs;2014 1e kwartaal;0.3;1.0;1.0
6106;852 Basisonderwijs en speciaal onderwijs;2014 2e kwartaal;0.6;2.0;2.0
6107;852 Basisonderwijs en speciaal onderwijs;2014 3e kwartaal;0.4;2.0;2.0
6108;852 Basisonderwijs en speciaal onderwijs;2014 4e kwartaal;0.3;1.0;1.0
6109;852 Basisonderwijs en speciaal onderwijs;2014 jaargem. /jaartotaal;0.4;7.0;7.0
6110;852 Basisonderwijs en speciaal onderwijs;2015 1e kwartaal;0.3;1.0;1.0
6111;852 Basisonderwijs en speciaal onderwijs;2015 2e kwartaal;0.8;3.0;2.0
6112;852 Basisonderwijs en speciaal onderwijs;2015 3e kwartaal;0.4;2.0;2.0
6113;852 Basisonderwijs en speciaal onderwijs;2015 4e kwartaal;0.4;1.0;1.0
6114;852 Basisonderwijs en speciaal onderwijs;2015 jaargem. /jaartotaal;0.5;8.0;8.0
6115;852 Basisonderwijs en speciaal onderwijs;2016 1e kwartaal;0.4;2.0;2.0
6116;852 Basisonderwijs en speciaal onderwijs;2016 2e kwartaal;0.9;3.0;3.0
6117;852 Basisonderwijs en speciaal onderwijs;2016 3e kwartaal;0.7;3.0;3.0
6118;852 Basisonderwijs en speciaal onderwijs;2016 4e kwartaal;0.6;2.0;2.0
6119;852 Basisonderwijs en speciaal onderwijs;2016 jaargem. /jaartotaal;0.6;10.0;9.0
6120;852 Basisonderwijs en speciaal onderwijs;2017 1e kwartaal;0.5;2.0;2.0
6121;852 Basisonderwijs en speciaal onderwijs;2017 2e kwartaal;1.1;4.0;3.0
6122;852 Basisonderwijs en speciaal onderwijs;2017 3e kwartaal;1.0;3.0;3.0
6123;852 Basisonderwijs en speciaal onderwijs;2017 4e kwartaal;1.2;2.0;2.0
6124;852 Basisonderwijs en speciaal onderwijs;2017 jaargem. /jaartotaal;0.9;11.0;10.0
6125;852 Basisonderwijs en speciaal onderwijs;2018 1e kwartaal;1.0;2.0;2.0
6126;852 Basisonderwijs en speciaal onderwijs;2018 2e kwartaal;2.4;6.0;5.0
6127;852 Basisonderwijs en speciaal onderwijs;2018 3e kwartaal;1.7;5.0;6.0
6128;852 Basisonderwijs en speciaal onderwijs;2018 4e kwartaal;1.6;3.0;3.0
6129;852 Basisonderwijs en speciaal onderwijs;2018 jaargem. /jaartotaal;1.4;16.0;16.0
6130;852 Basisonderwijs en speciaal onderwijs;2019 1e kwartaal;1.6;3.0;3.0
6131;852 Basisonderwijs en speciaal onderwijs;2019 2e kwartaal;2.4;6.0;5.0
6132;852 Basisonderwijs en speciaal onderwijs;2019 3e kwartaal;1.8;5.0;5.0
6133;852 Basisonderwijs en speciaal onderwijs;2019 4e kwartaal;1.6;2.0;3.0
6134;852 Basisonderwijs en speciaal onderwijs;2019 jaargem. /jaartotaal;1.9;16.0;16.0
6135;852 Basisonderwijs en speciaal onderwijs;2020 1e kwartaal;1.4;2.0;2.0
6136;852 Basisonderwijs en speciaal onderwijs;2020 2e kwartaal;1.5;5.0;4.0
6137;852 Basisonderwijs en speciaal onderwijs;2020 3e kwartaal;1.1;3.0;4.0
6138;852 Basisonderwijs en speciaal onderwijs;2020 4e kwartaal;1.2;2.0;2.0
6139;852 Basisonderwijs en speciaal onderwijs;2020 jaargem. /jaartotaal;1.3;12.0;13.0
6140;852 Basisonderwijs en speciaal onderwijs;2021 1e kwartaal;1.1;2.0;2.0
6141;852 Basisonderwijs en speciaal onderwijs;2021 2e kwartaal;2.5;7.0;5.0
6142;852 Basisonderwijs en speciaal onderwijs;2021 3e kwartaal;2.3;7.0;7.0
6143;852 Basisonderwijs en speciaal onderwijs;2021 4e kwartaal;2.5;3.0;3.0
6144;852 Basisonderwijs en speciaal onderwijs;2021 jaargem. /jaartotaal;1.9;18.0;17.0
6145;852 Basisonderwijs en speciaal onderwijs;2022 1e kwartaal;2.3;3.0;3.0
6146;852 Basisonderwijs en speciaal onderwijs;2022 2e kwartaal;3.4;7.0;5.0
6147;852 Basisonderwijs en speciaal onderwijs;2022 3e kwartaal;2.8;5.0;6.0
6148;852 Basisonderwijs en speciaal onderwijs;2022 4e kwartaal;2.8;3.0;3.0
6149;852 Basisonderwijs en speciaal onderwijs;2022 jaargem. /jaartotaal;2.8;18.0;18.0
6150;852 Basisonderwijs en speciaal onderwijs;2023 1e kwartaal;2.8;3.0;3.0
6151;852 Basisonderwijs en speciaal onderwijs;2023 2e kwartaal;3.5;6.0;5.0
6152;852 Basisonderwijs en speciaal onderwijs;2023 3e kwartaal;3.0;5.0;5.0
6153;852 Basisonderwijs en speciaal onderwijs;2023 4e kwartaal;3.0;3.0;3.0
6154;852 Basisonderwijs en speciaal onderwijs;2023 jaargem. /jaartotaal;3.0;17.0;17.0
6155;852 Basisonderwijs en speciaal onderwijs;2024 1e kwartaal;2.8;3.0;3.0
6156;852 Basisonderwijs en speciaal onderwijs;2024 2e kwartaal;3.3;6.0;5.0
6157;852 Basisonderwijs en speciaal onderwijs;2024 3e kwartaal;2.3;4.0;5.0
6158;852 Basisonderwijs en speciaal onderwijs;2024 4e kwartaal;2.3;3.0;3.0
6159;852 Basisonderwijs en speciaal onderwijs;2024 jaargem. /jaartotaal;2.8;15.0;16.0
6160;853 Voortgezet onderwijs;1997 1e kwartaal;0.7;3.0;2.0
6161;853 Voortgezet onderwijs;1997 2e kwartaal;0.6;2.0;2.0
6162;853 Voortgezet onderwijs;1997 3e kwartaal;0.4;5.0;5.0
6163;853 Voortgezet onderwijs;1997 4e kwartaal;0.7;2.0;2.0
6164;853 Voortgezet onderwijs;1997 jaargem. /jaartotaal;;12.0;11.0
6165;853 Voortgezet onderwijs;1998 1e kwartaal;0.7;3.0;3.0
6166;853 Voortgezet onderwijs;1998 2e kwartaal;1.2;3.0;3.0
6167;853 Voortgezet onderwijs;1998 3e kwartaal;1.3;8.0;8.0
6168;853 Voortgezet onderwijs;1998 4e kwartaal;1.0;3.0;3.0
6169;853 Voortgezet onderwijs;1998 jaargem. /jaartotaal;1.0;17.0;17.0
6170;853 Voortgezet onderwijs;1999 1e kwartaal;0.9;3.0;3.0
6171;853 Voortgezet onderwijs;1999 2e kwartaal;1.8;4.0;3.0
6172;853 Voortgezet onderwijs;1999 3e kwartaal;1.3;6.0;7.0
6173;853 Voortgezet onderwijs;1999 4e kwartaal;1.2;3.0;3.0
6174;853 Voortgezet onderwijs;1999 jaargem. /jaartotaal;1.3;16.0;16.0
6175;853 Voortgezet onderwijs;2000 1e kwartaal;1.1;3.0;3.0
6176;853 Voortgezet onderwijs;2000 2e kwartaal;2.2;4.0;3.0
6177;853 Voortgezet onderwijs;2000 3e kwartaal;1.4;6.0;7.0
6178;853 Voortgezet onderwijs;2000 4e kwartaal;1.4;3.0;3.0
6179;853 Voortgezet onderwijs;2000 jaargem. /jaartotaal;1.5;16.0;16.0
6180;853 Voortgezet onderwijs;2001 1e kwartaal;1.6;3.0;3.0
6181;853 Voortgezet onderwijs;2001 2e kwartaal;2.1;4.0;3.0
6182;853 Voortgezet onderwijs;2001 3e kwartaal;2.0;6.0;6.0
6183;853 Voortgezet onderwijs;2001 4e kwartaal;1.5;3.0;3.0
6184;853 Voortgezet onderwijs;2001 jaargem. /jaartotaal;1.8;16.0;16.0
6185;853 Voortgezet onderwijs;2002 1e kwartaal;1.5;4.0;4.0
6186;853 Voortgezet onderwijs;2002 2e kwartaal;2.1;4.0;3.0
6187;853 Voortgezet onderwijs;2002 3e kwartaal;1.5;6.0;7.0
6188;853 Voortgezet onderwijs;2002 4e kwartaal;1.1;2.0;3.0
6189;853 Voortgezet onderwijs;2002 jaargem. /jaartotaal;1.6;16.0;16.0
6190;853 Voortgezet onderwijs;2003 1e kwartaal;0.8;2.0;2.0
6191;853 Voortgezet onderwijs;2003 2e kwartaal;1.3;3.0;2.0
6192;853 Voortgezet onderwijs;2003 3e kwartaal;0.7;4.0;5.0
6193;853 Voortgezet onderwijs;2003 4e kwartaal;0.9;2.0;2.0
6194;853 Voortgezet onderwijs;2003 jaargem. /jaartotaal;0.9;11.0;11.0
6195;853 Voortgezet onderwijs;2004 1e kwartaal;0.9;2.0;2.0
6196;853 Voortgezet onderwijs;2004 2e kwartaal;1.6;3.0;3.0
6197;853 Voortgezet onderwijs;2004 3e kwartaal;1.3;4.0;4.0
6198;853 Voortgezet onderwijs;2004 4e kwartaal;1.0;2.0;3.0
6199;853 Voortgezet onderwijs;2004 jaargem. /jaartotaal;1.2;12.0;12.0
6200;853 Voortgezet onderwijs;2005 1e kwartaal;0.8;2.0;2.0
6201;853 Voortgezet onderwijs;2005 2e kwartaal;2.7;4.0;2.0
6202;853 Voortgezet onderwijs;2005 3e kwartaal;2.4;5.0;5.0
6203;853 Voortgezet onderwijs;2005 4e kwartaal;1.9;3.0;3.0
6204;853 Voortgezet onderwijs;2005 jaargem. /jaartotaal;1.8;13.0;12.0
6205;853 Voortgezet onderwijs;2006 1e kwartaal;1.8;3.0;3.0
6206;853 Voortgezet onderwijs;2006 2e kwartaal;2.8;4.0;3.0
6207;853 Voortgezet onderwijs;2006 3e kwartaal;2.3;4.0;5.0
6208;853 Voortgezet onderwijs;2006 4e kwartaal;2.4;4.0;4.0
6209;853 Voortgezet onderwijs;2006 jaargem. /jaartotaal;2.3;15.0;14.0
6210;853 Voortgezet onderwijs;2007 1e kwartaal;1.7;3.0;4.0
6211;853 Voortgezet onderwijs;2007 2e kwartaal;3.2;6.0;4.0
6212;853 Voortgezet onderwijs;2007 3e kwartaal;2.5;7.0;7.0
6213;853 Voortgezet onderwijs;2007 4e kwartaal;2.5;4.0;4.0
6214;853 Voortgezet onderwijs;2007 jaargem. /jaartotaal;2.5;19.0;19.0
6215;853 Voortgezet onderwijs;2008 1e kwartaal;2.4;4.0;4.0
6216;853 Voortgezet onderwijs;2008 2e kwartaal;3.6;6.0;5.0
6217;853 Voortgezet onderwijs;2008 3e kwartaal;2.1;6.0;7.0
6218;853 Voortgezet onderwijs;2008 4e kwartaal;1.9;3.0;3.0
6219;853 Voortgezet onderwijs;2008 jaargem. /jaartotaal;2.6;18.0;19.0
6220;853 Voortgezet onderwijs;2009 1e kwartaal;1.4;3.0;3.0
6221;853 Voortgezet onderwijs;2009 2e kwartaal;2.7;5.0;4.0
6222;853 Voortgezet onderwijs;2009 3e kwartaal;1.5;5.0;6.0
6223;853 Voortgezet onderwijs;2009 4e kwartaal;1.4;3.0;3.0
6224;853 Voortgezet onderwijs;2009 jaargem. /jaartotaal;1.8;16.0;16.0
6225;853 Voortgezet onderwijs;2010 1e kwartaal;1.4;3.0;3.0
6226;853 Voortgezet onderwijs;2010 2e kwartaal;2.0;4.3;3.6
6227;853 Voortgezet onderwijs;2010 3e kwartaal;1.3;5.1;5.8
6228;853 Voortgezet onderwijs;2010 4e kwartaal;1.2;2.7;2.8
6229;853 Voortgezet onderwijs;2010 jaargem. /jaartotaal;1.5;15.0;15.0
6230;853 Voortgezet onderwijs;2011 1e kwartaal;1.0;3.0;3.0
6231;853 Voortgezet onderwijs;2011 2e kwartaal;1.7;4.0;3.0
6232;853 Voortgezet onderwijs;2011 3e kwartaal;1.0;5.0;5.0
6233;853 Voortgezet onderwijs;2011 4e kwartaal;1.0;3.0;3.0
6234;853 Voortgezet onderwijs;2011 jaargem. /jaartotaal;1.2;14.0;14.0
6235;853 Voortgezet onderwijs;2012 1e kwartaal;0.9;2.0;2.0
6236;853 Voortgezet onderwijs;2012 2e kwartaal;1.4;4.0;4.0
6237;853 Voortgezet onderwijs;2012 3e kwartaal;0.8;3.0;4.0
6238;853 Voortgezet onderwijs;2012 4e kwartaal;0.8;2.0;2.0
6239;853 Voortgezet onderwijs;2012 jaargem. /jaartotaal;1.0;12.0;12.0
6240;853 Voortgezet onderwijs;2013 1e kwartaal;0.8;2.0;2.0
6241;853 Voortgezet onderwijs;2013 2e kwartaal;1.7;5.0;4.0
6242;853 Voortgezet onderwijs;2013 3e kwartaal;0.8;3.0;4.0
6243;853 Voortgezet onderwijs;2013 4e kwartaal;0.8;2.0;2.0
6244;853 Voortgezet onderwijs;2013 jaargem. /jaartotaal;1.0;13.0;12.0
6245;853 Voortgezet onderwijs;2014 1e kwartaal;0.9;2.0;2.0
6246;853 Voortgezet onderwijs;2014 2e kwartaal;2.0;5.0;4.0
6247;853 Voortgezet onderwijs;2014 3e kwartaal;1.0;4.0;5.0
6248;853 Voortgezet onderwijs;2014 4e kwartaal;1.0;3.0;3.0
6249;853 Voortgezet onderwijs;2014 jaargem. /jaartotaal;1.2;13.0;13.0
6250;853 Voortgezet onderwijs;2015 1e kwartaal;1.1;3.0;3.0
6251;853 Voortgezet onderwijs;2015 2e kwartaal;2.2;6.0;5.0
6252;853 Voortgezet onderwijs;2015 3e kwartaal;1.2;4.0;5.0
6253;853 Voortgezet onderwijs;2015 4e kwartaal;1.2;3.0;3.0
6254;853 Voortgezet onderwijs;2015 jaargem. /jaartotaal;1.4;16.0;15.0
6255;853 Voortgezet onderwijs;2016 1e kwartaal;1.4;3.0;3.0
6256;853 Voortgezet onderwijs;2016 2e kwartaal;2.5;5.0;4.0
6257;853 Voortgezet onderwijs;2016 3e kwartaal;1.4;4.0;5.0
6258;853 Voortgezet onderwijs;2016 4e kwartaal;1.5;3.0;3.0
6259;853 Voortgezet onderwijs;2016 jaargem. /jaartotaal;1.7;16.0;16.0
6260;853 Voortgezet onderwijs;2017 1e kwartaal;1.4;3.0;3.0
6261;853 Voortgezet onderwijs;2017 2e kwartaal;2.4;6.0;5.0
6262;853 Voortgezet onderwijs;2017 3e kwartaal;1.3;4.0;5.0
6263;853 Voortgezet onderwijs;2017 4e kwartaal;1.4;3.0;3.0
6264;853 Voortgezet onderwijs;2017 jaargem. /jaartotaal;1.6;16.0;16.0
6265;853 Voortgezet onderwijs;2018 1e kwartaal;1.5;3.0;3.0
6266;853 Voortgezet onderwijs;2018 2e kwartaal;2.7;7.0;5.0
6267;853 Voortgezet onderwijs;2018 3e kwartaal;1.8;5.0;6.0
6268;853 Voortgezet onderwijs;2018 4e kwartaal;1.8;4.0;4.0
6269;853 Voortgezet onderwijs;2018 jaargem. /jaartotaal;1.6;18.0;18.0
6270;853 Voortgezet onderwijs;2019 1e kwartaal;1.9;3.0;3.0
6271;853 Voortgezet onderwijs;2019 2e kwartaal;3.1;7.0;6.0
6272;853 Voortgezet onderwijs;2019 3e kwartaal;1.8;4.0;6.0
6273;853 Voortgezet onderwijs;2019 4e kwartaal;1.9;4.0;4.0
6274;853 Voortgezet onderwijs;2019 jaargem. /jaartotaal;2.1;19.0;19.0
6275;853 Voortgezet onderwijs;2020 1e kwartaal;1.8;3.0;3.0
6276;853 Voortgezet onderwijs;2020 2e kwartaal;2.4;6.0;6.0
6277;853 Voortgezet onderwijs;2020 3e kwartaal;1.6;4.0;5.0
6278;853 Voortgezet onderwijs;2020 4e kwartaal;1.7;4.0;4.0
6279;853 Voortgezet onderwijs;2020 jaargem. /jaartotaal;1.9;17.0;17.0
6280;853 Voortgezet onderwijs;2021 1e kwartaal;1.6;3.0;3.0
6281;853 Voortgezet onderwijs;2021 2e kwartaal;4.1;9.0;6.0
6282;853 Voortgezet onderwijs;2021 3e kwartaal;2.9;7.0;8.0
6283;853 Voortgezet onderwijs;2021 4e kwartaal;2.9;5.0;5.0
6284;853 Voortgezet onderwijs;2021 jaargem. /jaartotaal;2.7;23.0;22.0
6285;853 Voortgezet onderwijs;2022 1e kwartaal;3.3;5.0;4.0
6286;853 Voortgezet onderwijs;2022 2e kwartaal;5.0;10.0;8.0
6287;853 Voortgezet onderwijs;2022 3e kwartaal;3.3;6.0;8.0
6288;853 Voortgezet onderwijs;2022 4e kwartaal;3.5;5.0;5.0
6289;853 Voortgezet onderwijs;2022 jaargem. /jaartotaal;3.7;25.0;25.0
6290;853 Voortgezet onderwijs;2023 1e kwartaal;3.5;4.0;4.0
6291;853 Voortgezet onderwijs;2023 2e kwartaal;4.9;9.0;7.0
6292;853 Voortgezet onderwijs;2023 3e kwartaal;3.8;6.0;7.0
6293;853 Voortgezet onderwijs;2023 4e kwartaal;3.5;5.0;5.0
6294;853 Voortgezet onderwijs;2023 jaargem. /jaartotaal;3.9;24.0;24.0
6295;853 Voortgezet onderwijs;2024 1e kwartaal;3.8;4.0;4.0
6296;853 Voortgezet onderwijs;2024 2e kwartaal;4.4;9.0;8.0
6297;853 Voortgezet onderwijs;2024 3e kwartaal;3.1;5.0;6.0
6298;853 Voortgezet onderwijs;2024 4e kwartaal;3.3;5.0;5.0
6299;853 Voortgezet onderwijs;2024 jaargem. /jaartotaal;3.7;22.0;22.0
6300;854 Hoger onderwijs;1997 1e kwartaal;1.2;2.0;1.0
6301;854 Hoger onderwijs;1997 2e kwartaal;1.2;1.0;1.0
6302;854 Hoger onderwijs;1997 3e kwartaal;1.0;1.0;2.0
6303;854 Hoger onderwijs;1997 4e kwartaal;1.2;2.0;1.0
6304;854 Hoger onderwijs;1997 jaargem. /jaartotaal;;6.0;5.0
6305;854 Hoger onderwijs;1998 1e kwartaal;1.3;2.0;1.0
6306;854 Hoger onderwijs;1998 2e kwartaal;1.7;2.0;1.0
6307;854 Hoger onderwijs;1998 3e kwartaal;1.2;2.0;2.0
6308;854 Hoger onderwijs;1998 4e kwartaal;1.9;2.0;2.0
6309;854 Hoger onderwijs;1998 jaargem. /jaartotaal;1.4;7.0;7.0
6310;854 Hoger onderwijs;1999 1e kwartaal;1.4;2.0;2.0
