ID;RegioS;Perioden;TotaalWegvoertuigen_1;Personenauto_2;TotaalBedrijfsvoertuigen_3;TotaalBedrijfsmotorvoertuigen_4;Bestelauto_5;VrachtautoExclTrekkerVoorOplegger_6;TrekkerVoorOplegger_7;SpeciaalVoertuig_8;Bus_9;TotaalAanhangwagensEnOpleggers_10;Aanhangwagen_11;Oplegger_12;Motorfiets_13;AlleVoertuigenMetBromfietskenteken_14;Snorfiets_15;Bromfiets_16;Brommobiel_17;OverigeVoertuigenMetBromfietskenteken_18;LandsdeelCode_19;ProvincieCode_20;CoropgebiedCode_21;Gemeentecode_22;Naam_23;GemeenteGrootteklasseCode_24;StedelijkheidVanGemeentenCode_25
2164;1020;2023;7;2;0;0;0;0;0;0;0;0;0;0;3;2;2;0;0;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2165;1021;2019;2770;1944;351;265;251;1;3;10;0;86;82;4;127;348;218;117;11;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2166;1021;2020;2708;1913;348;266;251;2;4;9;0;82;78;4;131;316;167;136;11;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2167;1021;2021;2736;1944;353;265;246;6;4;9;0;88;84;4;138;301;135;154;10;2;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2168;1021;2022;2705;1925;342;256;235;7;6;8;0;86;80;6;138;300;144;142;11;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2169;1021;2023;2721;1933;342;254;243;2;4;5;0;88;84;4;128;318;161;141;13;3;     3;    27;    23;   363;Amsterdam                               ;1.0;
2170;1022;2019;1434;973;166;136;124;3;2;7;0;30;29;1;108;187;113;69;2;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2171;1022;2020;1449;1008;173;134;119;6;4;5;0;39;37;2;104;164;83;77;2;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2172;1022;2021;1589;1117;197;148;128;7;8;5;0;49;42;7;103;172;82;84;2;4;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2173;1022;2022;1589;1143;160;112;106;0;2;4;0;48;46;2;104;182;93;85;1;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2174;1022;2023;1735;1282;144;113;107;0;2;4;0;31;29;2;121;188;90;93;2;3;     3;    27;    23;   363;Amsterdam                               ;1.0;
2175;1023;2019;2641;1744;367;217;190;10;0;17;0;150;150;0;178;352;206;136;5;5;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2176;1023;2020;2582;1729;339;195;169;9;0;17;0;144;144;0;188;326;155;159;8;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2177;1023;2021;2551;1737;319;179;156;8;0;15;0;140;140;0;190;305;131;164;6;4;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2178;1023;2022;2537;1765;319;184;159;8;0;17;0;135;135;0;187;266;111;149;5;1;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2179;1023;2023;2469;1721;310;195;162;12;0;21;0;115;115;0;178;260;100;157;3;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2180;1024;2019;4935;3657;346;233;224;0;2;7;0;113;101;12;195;737;490;239;6;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2181;1024;2020;4839;3648;359;234;222;1;5;6;0;125;108;17;217;615;355;251;4;5;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2182;1024;2021;5119;3887;377;250;229;2;11;8;0;127;109;18;237;618;320;287;6;5;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2183;1024;2022;5215;3953;400;282;254;1;17;10;0;118;101;17;245;617;297;310;7;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2184;1024;2023;5223;3992;402;287;263;5;12;7;0;115;100;15;227;602;270;320;9;3;     3;    27;    23;   363;Amsterdam                               ;1.0;
2185;1025;2019;5965;4409;457;284;263;3;1;17;0;173;173;0;317;782;524;238;15;5;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2186;1025;2020;5881;4397;447;283;257;3;4;19;0;164;163;1;338;699;408;267;15;9;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2187;1025;2021;5937;4468;457;282;251;2;8;21;0;175;171;4;356;656;331;301;16;8;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2188;1025;2022;6144;4637;461;294;264;3;8;19;0;167;162;5;354;692;343;322;18;9;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2189;1025;2023;6155;4640;476;307;274;3;9;21;0;169;161;8;373;666;318;324;18;6;     3;    27;    23;   363;Amsterdam                               ;1.0;
2190;1026;2019;382;248;56;30;25;1;1;3;0;26;25;1;25;53;26;26;1;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2191;1026;2020;377;244;59;27;24;2;0;1;0;32;31;1;26;48;19;28;1;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2192;1026;2021;378;251;57;24;21;2;0;1;0;33;32;1;26;44;16;27;0;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2193;1026;2022;381;257;52;18;17;0;0;1;0;34;33;1;27;45;15;29;0;1;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2194;1026;2023;379;255;55;18;18;0;0;0;0;37;36;1;25;44;13;30;1;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2195;1027;2019;405;248;94;39;34;3;0;2;0;55;55;0;26;37;21;15;1;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2196;1027;2020;454;258;118;58;48;6;0;4;0;60;59;1;35;43;19;20;2;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2197;1027;2021;441;256;116;55;50;4;0;1;0;61;60;1;29;40;22;15;1;2;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2198;1027;2022;416;256;107;49;44;4;0;0;1;58;55;3;27;26;13;9;1;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2199;1027;2023;455;280;113;52;48;3;0;1;0;61;58;3;28;34;17;13;2;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2200;1028;2019;571;336;152;80;56;3;16;5;0;72;67;5;33;50;23;26;0;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2201;1028;2020;587;356;141;72;52;2;13;5;0;69;66;3;37;53;24;27;1;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2202;1028;2021;606;380;136;67;50;2;9;6;0;69;67;2;40;50;23;26;1;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2203;1028;2022;605;370;143;69;54;3;7;5;0;74;72;2;49;43;17;25;1;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2204;1028;2023;604;364;142;71;54;5;7;5;0;71;69;2;49;49;19;28;2;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2205;1030;2019;146;23;121;38;32;6;0;0;0;83;83;0;0;2;2;0;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2206;1030;2020;131;15;113;35;29;6;0;0;0;78;78;0;1;2;2;0;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2207;1030;2021;128;15;110;31;24;6;1;0;0;79;78;1;1;2;2;0;0;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2208;1030;2022;127;14;110;31;24;6;1;0;0;79;78;1;1;2;2;0;0;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2209;1030;2023;118;11;105;30;23;6;1;0;0;75;74;1;1;1;1;0;0;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2210;1031;2019;2606;1731;341;238;227;7;0;4;0;103;99;4;148;386;264;109;12;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2211;1031;2020;2592;1764;341;236;222;7;1;6;0;105;99;6;171;316;192;109;13;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2212;1031;2021;2702;1914;320;224;210;5;1;8;0;96;94;2;169;299;152;128;18;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2213;1031;2022;2990;2142;330;233;222;2;3;6;0;97;94;3;186;332;159;153;18;2;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2214;1031;2023;3337;2403;360;252;238;2;2;10;0;108;106;2;215;359;157;178;22;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2215;1032;2019;2775;1751;423;300;276;3;1;20;0;123;122;1;141;460;311;141;6;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2216;1032;2020;2746;1816;401;278;261;3;1;13;0;123;123;0;146;383;224;149;6;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2217;1032;2021;2772;1887;397;277;261;2;0;14;0;120;120;0;145;343;183;151;7;2;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2218;1032;2022;2821;1950;368;258;244;2;0;12;0;110;110;0;156;347;176;161;10;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2219;1032;2023;2824;1932;372;267;249;3;0;15;0;105;105;0;166;354;163;184;7;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2220;1033;2019;8610;5679;1402;908;777;68;29;29;5;494;456;38;433;1096;681;383;26;6;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2221;1033;2020;8396;5571;1409;920;799;59;29;28;5;489;445;44;450;966;533;395;27;11;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2222;1033;2021;8355;5525;1363;909;778;63;32;31;5;454;415;39;466;1001;506;461;23;11;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2223;1033;2022;7966;5223;1323;876;738;76;30;30;2;447;413;34;465;955;432;487;26;10;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2224;1033;2023;7522;4896;1257;804;680;59;31;32;2;453;418;35;477;892;385;474;26;7;     3;    27;    23;   363;Amsterdam                               ;1.0;
2225;1034;2019;5616;4213;423;267;245;1;9;12;0;156;148;8;232;748;482;255;7;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2226;1034;2020;5507;4214;410;256;243;1;2;10;0;154;152;2;244;639;340;284;11;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2227;1034;2021;5497;4261;387;247;234;1;3;9;0;140;137;3;249;600;302;280;14;4;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2228;1034;2022;5481;4268;398;259;245;1;3;10;0;139;136;3;258;557;261;281;11;4;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2229;1034;2023;5469;4283;390;260;235;3;9;13;0;130;124;6;268;528;229;279;16;4;     3;    27;    23;   363;Amsterdam                               ;1.0;
2230;1035;2019;5978;3819;791;415;361;14;7;33;0;376;358;18;538;830;526;293;10;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2231;1035;2020;5905;3858;786;415;367;12;6;30;0;371;350;21;529;732;415;307;9;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2232;1035;2021;5731;3868;754;392;344;13;7;28;0;362;344;18;445;664;332;318;12;2;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2233;1035;2022;5772;3951;753;385;344;11;8;22;0;368;347;21;435;633;292;327;12;2;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2234;1035;2023;5765;3886;813;419;371;15;5;28;0;394;376;18;439;627;274;338;13;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2235;1036;2019;955;713;53;25;23;0;0;2;0;28;28;0;64;125;79;43;2;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2236;1036;2020;1028;788;65;31;29;0;0;2;0;34;34;0;71;104;56;45;2;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2237;1036;2021;1086;814;80;45;41;0;0;4;0;35;35;0;75;117;55;59;3;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2238;1036;2022;1099;832;81;44;37;0;0;7;0;37;37;0;71;115;49;63;3;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2239;1036;2023;1092;831;68;33;29;0;0;4;0;35;35;0;74;119;50;66;3;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2240;1037;2019;132;75;23;13;12;0;0;1;0;10;10;0;17;17;11;6;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2241;1037;2020;132;73;24;13;12;0;0;1;0;11;11;0;18;17;10;7;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2242;1037;2021;132;69;27;15;14;0;0;1;0;12;12;0;21;15;7;8;0;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2243;1037;2022;136;72;29;14;13;0;0;1;0;15;15;0;19;16;7;9;0;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2244;1037;2023;138;77;27;11;11;0;0;0;0;16;16;0;18;16;6;10;0;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2245;1040;2019;159;95;51;37;35;1;1;0;0;14;13;1;7;6;4;2;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2246;1040;2020;173;102;54;40;38;1;1;0;0;14;14;0;9;8;4;4;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2247;1040;2021;169;93;57;39;34;4;1;0;0;18;18;0;13;6;2;4;0;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2248;1040;2022;150;81;62;40;33;5;1;1;0;22;22;0;1;6;4;2;0;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2249;1040;2023;45;29;7;5;5;0;0;0;0;2;2;0;0;9;5;4;0;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2250;1041;2019;297;77;207;148;88;48;12;0;0;59;42;17;3;10;9;1;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2251;1041;2020;344;97;232;162;97;52;13;0;0;70;47;23;4;11;8;3;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2252;1041;2021;250;72;165;116;62;43;11;0;0;49;36;13;3;10;2;5;3;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2253;1041;2022;282;71;198;156;108;41;6;1;0;42;36;6;2;11;2;7;2;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2254;1041;2023;287;72;192;151;102;43;5;1;0;41;35;6;3;20;2;16;2;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2255;1042;2019;899;187;679;330;224;60;43;1;2;349;192;157;11;22;15;6;0;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2256;1042;2020;668;192;446;214;159;29;24;0;2;232;109;123;10;20;12;7;0;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2257;1042;2021;729;197;500;252;181;33;34;2;2;248;121;127;11;21;10;8;1;2;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2258;1042;2022;758;194;528;268;189;31;43;3;2;260;128;132;12;24;14;9;1;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2259;1042;2023;762;149;588;299;208;38;48;3;2;289;139;150;8;17;9;8;0;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2260;1043;2019;2328;1590;655;533;267;20;3;16;227;122;83;39;33;50;27;18;0;5;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2261;1043;2020;2686;1910;694;546;284;22;3;16;221;148;91;57;37;45;25;16;0;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2262;1043;2021;2648;1909;650;560;275;19;3;15;248;90;86;4;37;52;25;21;3;3;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2263;1043;2022;2590;1832;645;552;279;20;3;19;231;93;89;4;46;67;27;33;4;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2264;1043;2023;2706;1953;634;547;279;22;3;18;225;87;84;3;52;67;24;36;4;3;     3;    27;    23;   363;Amsterdam                               ;1.0;
2265;1044;2019;263;50;212;121;29;60;24;8;0;91;21;70;1;0;0;0;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2266;1044;2020;196;27;168;90;28;37;17;8;0;78;18;60;1;0;0;0;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2267;1044;2021;208;24;182;100;33;39;20;8;0;82;16;66;2;0;0;0;0;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2268;1044;2022;242;27;213;128;60;37;21;10;0;85;16;69;2;0;0;0;0;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2269;1044;2023;265;28;235;146;68;44;23;11;0;89;17;72;2;0;0;0;0;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2270;1045;2019;408;95;275;167;96;35;27;9;0;108;77;31;22;16;1;11;0;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2271;1045;2020;418;66;332;218;145;33;33;7;0;114;74;40;12;8;4;4;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2272;1045;2021;396;56;323;222;153;35;28;6;0;101;62;39;11;6;4;1;1;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2273;1045;2022;429;57;353;249;184;35;24;6;0;104;63;41;12;7;5;1;1;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2274;1045;2023;479;80;380;276;195;47;29;5;0;104;67;37;12;7;4;2;1;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2275;1046;2019;1651;489;1054;835;691;64;68;12;0;219;93;126;66;42;29;13;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2276;1046;2020;1808;477;1209;961;777;69;101;13;1;248;98;150;76;46;30;16;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2277;1046;2021;1836;480;1275;1008;799;75;121;12;1;267;84;183;47;34;21;10;2;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2278;1046;2022;1930;519;1314;1048;827;79;122;18;2;266;79;187;50;47;28;15;2;2;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2279;1046;2023;2075;550;1438;1138;894;84;143;16;1;300;80;220;46;41;22;13;4;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2280;1047;2019;463;94;362;164;69;31;61;3;0;198;61;137;2;5;2;3;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2281;1047;2020;549;99;441;219;104;42;64;4;5;222;66;156;2;7;4;3;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2282;1047;2021;580;118;453;217;110;39;58;4;6;236;75;161;2;7;5;2;0;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2283;1047;2022;602;108;486;250;150;39;57;4;0;236;80;156;2;6;4;2;0;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2284;1047;2023;579;108;466;233;141;34;55;3;0;233;78;155;2;3;3;0;0;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2285;1051;2019;4527;2722;753;573;436;65;49;23;0;180;112;68;350;702;440;249;5;8;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2286;1051;2020;4363;2624;754;573;436;64;57;16;0;181;99;82;357;628;349;269;4;6;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2287;1051;2021;4880;2676;703;515;402;38;59;16;0;188;106;82;346;1155;453;691;7;4;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2288;1051;2022;7043;2673;706;488;367;38;64;19;0;218;109;109;349;3315;2393;907;11;4;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2289;1051;2023;8924;2658;709;465;341;40;69;15;0;244;111;133;337;5220;3600;1597;19;4;     3;    27;    23;   363;Amsterdam                               ;1.0;
2290;1052;2019;3753;2500;255;170;151;1;0;18;0;85;83;2;340;658;423;227;2;6;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2291;1052;2020;3659;2473;264;175;160;0;0;15;0;89;87;2;349;573;341;223;4;5;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2292;1052;2021;3622;2486;258;172;157;0;0;15;0;86;86;0;329;549;280;258;8;3;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2293;1052;2022;3523;2477;234;152;137;1;1;13;0;82;81;1;280;532;258;265;7;2;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2294;1052;2023;3360;2357;238;154;141;1;1;11;0;84;83;1;287;478;217;248;10;3;     3;    27;    23;   363;Amsterdam                               ;1.0;
2295;1053;2019;4738;3093;401;278;255;1;0;21;1;123;123;0;396;848;560;272;6;10;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2296;1053;2020;4568;3011;405;282;252;1;0;28;1;123;123;0;390;762;444;302;7;9;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2297;1053;2021;4573;3090;392;269;241;2;0;25;1;123;123;0;386;705;378;307;10;10;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2298;1053;2022;4585;3129;394;272;241;2;0;27;2;122;122;0;373;689;319;341;20;9;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2299;1053;2023;4411;2986;398;269;244;1;0;23;1;129;129;0;368;659;298;336;18;7;     3;    27;    23;   363;Amsterdam                               ;1.0;
2300;1054;2019;5254;3713;357;231;215;3;0;13;0;126;125;1;412;772;489;278;2;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2301;1054;2020;5060;3623;339;219;202;3;0;14;0;120;120;0;427;671;371;296;2;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2302;1054;2021;5141;3698;336;218;200;4;1;13;0;118;118;0;453;654;305;324;23;2;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2303;1054;2022;5137;3752;343;217;201;5;1;10;0;126;126;0;418;624;286;306;29;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2304;1054;2023;4971;3625;329;213;199;3;1;10;0;116;116;0;413;604;257;310;35;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2305;1055;2019;6372;4316;584;447;420;5;1;20;1;137;136;1;369;1103;753;334;8;8;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2306;1055;2020;6204;4244;582;452;433;4;1;13;1;130;129;1;397;981;616;356;4;5;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2307;1055;2021;6275;4294;600;472;449;6;0;16;1;128;128;0;408;973;546;419;4;4;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2308;1055;2022;6253;4340;580;459;430;6;2;20;1;121;119;2;383;950;508;431;8;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2309;1055;2023;6112;4230;580;454;430;4;1;18;1;126;124;2;381;921;461;442;14;4;     3;    27;    23;   363;Amsterdam                               ;1.0;
2310;1056;2019;5730;3851;368;271;246;10;0;15;0;97;97;0;440;1071;691;373;3;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2311;1056;2020;5590;3826;349;247;229;9;0;9;0;102;102;0;436;979;561;412;3;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2312;1056;2021;5673;3896;358;252;232;8;0;12;0;106;106;0;436;983;543;433;4;3;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2313;1056;2022;5719;3934;395;291;268;6;1;16;0;104;103;1;415;975;493;463;14;5;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2314;1056;2023;5423;3791;353;257;231;4;1;21;0;96;95;1;406;873;408;441;16;8;     3;    27;    23;   363;Amsterdam                               ;1.0;
2315;1057;2019;5048;3492;346;263;250;2;0;9;2;83;83;0;383;827;552;265;4;6;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2316;1057;2020;5033;3502;360;275;258;4;0;10;3;85;85;0;391;780;449;323;5;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2317;1057;2021;5104;3541;368;281;263;1;0;14;3;87;87;0;396;799;411;372;11;5;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2318;1057;2022;5060;3504;360;281;271;1;0;7;2;79;79;0;363;833;388;429;12;4;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2319;1057;2023;4948;3392;350;279;267;1;0;9;2;71;71;0;352;854;375;453;20;6;     3;    27;    23;   363;Amsterdam                               ;1.0;
2320;1058;2019;5313;3841;299;199;177;2;1;19;0;100;99;1;395;778;504;268;4;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2321;1058;2020;5190;3826;288;194;172;1;1;20;0;94;93;1;394;682;382;297;1;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2322;1058;2021;5128;3811;271;177;155;1;1;20;0;94;93;1;399;647;326;311;7;3;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2323;1058;2022;5074;3785;273;173;151;0;0;22;0;100;100;0;384;632;300;319;10;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2324;1058;2023;4876;3636;276;169;142;0;1;26;0;107;107;0;364;600;258;331;10;1;     3;    27;    23;   363;Amsterdam                               ;1.0;
2325;1059;2019;2662;1840;261;191;185;1;0;5;0;70;70;0;151;410;259;147;2;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2326;1059;2020;3557;1805;261;192;188;1;0;3;0;69;68;1;145;1346;990;351;1;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2327;1059;2021;4943;1855;273;199;190;1;1;7;0;74;73;1;143;2672;1858;809;3;2;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2328;1059;2022;2530;1799;256;186;179;1;1;5;0;70;68;2;122;353;164;161;25;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2329;1059;2023;2442;1759;237;170;162;1;0;7;0;67;65;2;122;324;138;163;21;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2330;1060;2019;5522;3948;398;259;249;3;5;2;0;139;136;3;289;887;638;244;5;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2331;1060;2020;5355;3909;375;242;234;2;4;2;0;133;131;2;297;774;526;245;3;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2332;1060;2021;5278;3871;326;218;207;2;5;4;0;108;104;4;295;786;521;263;2;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2333;1060;2022;5343;3932;354;247;236;1;6;4;0;107;100;7;291;766;477;283;6;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2334;1060;2023;5322;3930;373;269;249;1;15;4;0;104;94;10;275;744;427;306;9;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2335;1061;2019;4235;3046;271;236;226;3;3;4;0;35;34;1;166;752;559;186;5;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2336;1061;2020;4441;3257;285;244;228;3;7;6;0;41;37;4;186;713;491;214;6;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
