ID;RegioS;Perioden;TotaalWegvoertuigen_1;Personenauto_2;TotaalBedrijfsvoertuigen_3;TotaalBedrijfsmotorvoertuigen_4;Bestelauto_5;VrachtautoExclTrekkerVoorOplegger_6;TrekkerVoorOplegger_7;SpeciaalVoertuig_8;Bus_9;TotaalAanhangwagensEnOpleggers_10;Aanhangwagen_11;Oplegger_12;Motorfiets_13;AlleVoertuigenMetBromfietskenteken_14;Snorfiets_15;Bromfiets_16;Brommobiel_17;OverigeVoertuigenMetBromfietskenteken_18;LandsdeelCode_19;ProvincieCode_20;CoropgebiedCode_21;Gemeentecode_22;Naam_23;GemeenteGrootteklasseCode_24;StedelijkheidVanGemeentenCode_25
2337;1061;2021;4649;3363;319;266;246;1;12;7;0;53;37;16;208;759;496;253;7;3;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2338;1061;2022;4808;3457;316;254;224;1;20;9;0;62;40;22;241;794;486;298;9;1;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2339;1061;2023;4843;3476;322;263;233;1;23;6;0;59;37;22;266;779;468;301;8;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2340;1062;2019;3809;2668;277;225;216;2;2;5;0;52;48;4;200;664;480;184;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2341;1062;2020;3843;2742;265;212;206;1;0;5;0;53;49;4;217;619;416;203;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2342;1062;2021;4035;2867;265;218;212;1;1;4;0;47;43;4;250;653;396;252;4;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2343;1062;2022;4232;3006;305;255;239;4;4;8;0;50;42;8;254;667;381;278;7;1;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2344;1062;2023;4293;3019;334;275;236;7;21;11;0;59;45;14;257;683;366;305;11;1;     3;    27;    23;   363;Amsterdam                               ;1.0;
2345;1063;2019;4510;3175;462;369;349;4;6;9;1;93;87;6;152;721;475;231;12;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2346;1063;2020;4484;3158;453;371;352;3;5;10;1;82;76;6;190;683;427;245;11;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2347;1063;2021;4454;3148;438;354;331;5;5;12;1;84;78;6;205;663;383;265;14;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2348;1063;2022;4503;3174;435;350;328;6;6;10;0;85;80;5;214;680;371;293;16;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2349;1063;2023;4553;3208;457;374;346;9;10;8;1;83;78;5;213;675;330;326;19;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2350;1064;2019;6494;4581;521;389;369;0;0;20;0;132;129;3;311;1081;768;296;17;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2351;1064;2020;6373;4576;505;385;363;1;0;21;0;120;118;2;306;986;679;287;19;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2352;1064;2021;6520;4645;549;434;418;1;2;13;0;115;113;2;332;994;655;322;16;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2353;1064;2022;6517;4604;559;436;418;3;2;13;0;123;121;2;331;1023;664;339;20;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2354;1064;2023;6651;4692;573;457;431;2;12;12;0;116;111;5;363;1023;635;369;19;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2355;1065;2019;4150;2931;357;277;263;4;1;9;0;80;80;0;191;671;468;195;7;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2356;1065;2020;4218;2992;353;282;264;4;4;10;0;71;71;0;218;655;424;224;6;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2357;1065;2021;4281;2991;381;297;266;3;16;12;0;84;67;17;228;681;411;262;6;2;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2358;1065;2022;4312;2982;425;323;295;3;14;11;0;102;73;29;230;675;370;299;4;2;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2359;1065;2023;4253;2947;430;334;301;4;20;9;0;96;67;29;216;660;356;295;7;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2360;1066;2019;9424;6581;950;550;442;13;78;16;1;400;318;82;498;1395;1007;377;7;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2361;1066;2020;9494;6703;963;558;435;16;90;16;1;405;317;88;516;1312;893;411;5;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2362;1066;2021;9441;6613;954;560;438;18;85;18;1;394;305;89;568;1306;847;438;16;5;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2363;1066;2022;9698;6806;974;586;461;23;84;16;2;388;300;88;565;1353;820;504;22;7;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2364;1066;2023;9523;6662;988;582;439;32;86;23;2;406;314;92;557;1316;759;529;23;5;     3;    27;    23;   363;Amsterdam                               ;1.0;
2365;1067;2019;9022;5940;1220;817;744;41;11;20;1;403;390;13;348;1514;1123;378;11;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2366;1067;2020;9068;5996;1298;890;808;37;26;18;1;408;391;17;361;1413;991;407;13;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2367;1067;2021;9118;6049;1274;861;783;30;29;18;1;413;392;21;366;1429;954;453;18;4;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2368;1067;2022;9385;6210;1387;955;855;44;36;19;1;432;403;29;363;1425;920;480;22;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2369;1067;2023;9656;6372;1424;999;887;54;42;15;1;425;400;25;399;1461;921;512;24;4;     3;    27;    23;   363;Amsterdam                               ;1.0;
2370;1068;2019;6743;4885;496;337;328;1;1;7;0;159;159;0;310;1052;774;271;5;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2371;1068;2020;6646;4846;508;368;358;2;1;7;0;140;140;0;335;957;654;297;4;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2372;1068;2021;6752;4870;516;382;369;4;3;6;0;134;134;0;344;1022;667;344;10;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2373;1068;2022;6889;5016;518;382;360;7;7;8;0;136;131;5;336;1019;655;353;8;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2374;1068;2023;6867;4965;533;397;376;3;9;9;0;136;135;1;349;1020;631;371;15;3;     3;    27;    23;   363;Amsterdam                               ;1.0;
2375;1069;2019;11321;7917;994;781;729;14;24;12;2;213;193;20;481;1929;1370;543;13;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2376;1069;2020;11266;8021;1008;785;734;19;16;14;2;223;208;15;473;1764;1198;550;13;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2377;1069;2021;11235;7949;1063;826;781;13;16;14;2;237;223;14;488;1735;1126;587;18;4;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2378;1069;2022;11350;8000;1070;845;801;12;15;15;2;225;205;20;493;1787;1128;624;29;6;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2379;1069;2023;11499;8134;1119;889;834;17;23;14;1;230;210;20;498;1748;1072;640;29;7;     3;    27;    23;   363;Amsterdam                               ;1.0;
2380;1070;2019;102;92;10;4;4;0;0;0;0;6;6;0;0;0;0;0;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2381;1070;2020;118;105;11;5;4;1;0;0;0;6;6;0;1;1;1;0;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2382;1070;2021;116;105;9;5;4;1;0;0;0;4;4;0;1;1;1;0;0;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2383;1070;2022;112;103;9;5;4;1;0;0;0;4;4;0;0;0;0;0;0;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2384;1070;2023;114;103;11;6;5;1;0;0;0;5;5;0;0;0;0;0;0;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2385;1071;2019;5261;4149;321;220;205;0;1;13;1;101;100;1;243;548;376;166;3;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2386;1071;2020;5015;4012;304;203;181;1;1;17;3;101;100;1;229;470;283;176;4;7;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2387;1071;2021;5082;4040;302;196;174;1;1;16;4;106;105;1;232;508;227;199;77;5;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2388;1071;2022;5179;4141;303;193;175;0;1;15;2;110;109;1;219;516;212;197;103;4;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2389;1071;2023;5174;4115;314;204;188;2;1;11;2;110;109;1;221;524;178;212;131;3;     3;    27;    23;   363;Amsterdam                               ;1.0;
2390;1072;2019;3901;2501;300;214;203;3;2;6;0;86;82;4;318;782;518;255;1;8;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2391;1072;2020;3717;2439;293;208;193;3;3;9;0;85;81;4;314;671;397;269;1;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2392;1072;2021;3735;2494;271;191;178;3;2;8;0;80;79;1;299;671;360;296;11;4;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2393;1072;2022;3646;2470;248;181;167;3;1;10;0;67;67;0;290;638;315;305;14;4;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2394;1072;2023;3457;2359;245;179;166;4;0;9;0;66;66;0;265;588;279;286;19;4;     3;    27;    23;   363;Amsterdam                               ;1.0;
2395;1073;2019;4366;2762;571;501;471;13;5;12;0;70;63;7;312;721;458;255;4;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2396;1073;2020;4251;2767;590;516;486;12;5;13;0;74;66;8;286;608;345;256;4;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2397;1073;2021;4259;2803;606;529;501;11;5;12;0;77;70;7;279;571;294;266;10;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2398;1073;2022;4394;2795;775;696;664;10;5;17;0;79;72;7;263;561;263;285;12;1;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2399;1073;2023;4312;2828;705;625;594;10;5;16;0;80;73;7;256;523;225;275;22;1;     3;    27;    23;   363;Amsterdam                               ;1.0;
2400;1074;2019;2443;1648;146;105;93;1;0;10;1;41;41;0;213;436;296;135;2;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2401;1074;2020;2363;1614;150;112;100;1;0;10;1;38;38;0;209;390;222;164;2;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2402;1074;2021;2447;1719;147;107;95;1;0;10;1;40;40;0;205;376;193;172;11;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2403;1074;2022;2422;1683;169;124;113;1;0;9;1;45;45;0;185;385;163;204;17;1;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2404;1074;2023;2389;1651;167;121;109;1;0;10;1;46;46;0;175;396;154;211;31;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2405;1075;2019;4053;3044;231;162;140;1;0;10;11;69;69;0;217;561;343;210;6;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2406;1075;2020;3957;3028;207;148;128;1;0;11;8;59;59;0;213;509;267;236;5;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2407;1075;2021;3991;3069;215;147;129;1;0;10;7;68;68;0;215;492;213;242;36;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2408;1075;2022;4002;3113;219;158;138;2;0;11;7;61;61;0;193;477;202;228;45;2;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2409;1075;2023;3893;2999;224;158;138;2;0;11;7;66;66;0;192;478;170;240;66;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2410;1076;2019;4161;3040;263;169;160;0;0;9;0;94;94;0;222;636;435;193;4;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2411;1076;2020;4098;3047;252;159;153;0;0;6;0;93;93;0;229;570;358;203;3;6;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2412;1076;2021;4087;3045;251;155;147;0;0;8;0;96;96;0;236;555;288;246;18;3;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2413;1076;2022;4168;3138;248;156;148;0;0;8;0;92;92;0;230;552;272;253;24;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2414;1076;2023;3972;2978;240;153;148;0;0;5;0;87;87;0;222;532;245;249;36;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2415;1077;2019;4698;3950;163;82;77;3;0;2;0;81;79;2;116;469;326;140;2;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2416;1077;2020;4595;3910;165;84;80;3;0;1;0;81;79;2;122;398;237;155;6;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2417;1077;2021;4579;3857;157;79;74;4;0;1;0;78;75;3;121;444;192;177;74;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2418;1077;2022;4620;3901;168;95;87;3;1;4;0;73;71;2;117;434;159;181;93;1;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2419;1077;2023;4562;3829;169;94;89;2;1;2;0;75;73;2;114;450;150;177;122;1;     3;    27;    23;   363;Amsterdam                               ;1.0;
2420;1078;2019;5247;3754;340;232;219;3;4;6;0;108;106;2;347;806;517;282;3;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2421;1078;2020;5002;3628;330;221;204;3;7;7;0;109;107;2;347;697;388;300;5;4;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2422;1078;2021;4997;3664;335;239;218;2;5;14;0;96;95;1;342;656;325;315;12;4;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2423;1078;2022;4986;3687;317;216;199;3;5;9;0;101;100;1;339;643;286;340;14;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2424;1078;2023;4789;3549;309;199;187;1;2;9;0;110;109;1;325;606;249;336;17;4;     3;    27;    23;   363;Amsterdam                               ;1.0;
2425;1079;2019;5022;3633;249;153;137;2;0;9;5;96;96;0;341;799;520;271;5;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2426;1079;2020;4833;3546;243;147;133;2;0;5;7;96;96;0;330;714;419;285;5;5;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2427;1079;2021;4834;3564;231;138;121;2;1;6;8;93;93;0;322;717;367;324;23;3;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2428;1079;2022;4883;3639;244;146;130;2;0;5;9;98;98;0;333;667;306;332;26;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2429;1079;2023;4664;3472;245;144;127;1;0;3;13;101;101;0;313;634;257;344;31;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2430;1080;2019;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2431;1080;2020;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2432;1080;2021;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2433;1080;2022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;      ;      ;      ;      ;                                        ;;
2434;1080;2023;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2435;1081;2019;2603;1993;198;135;128;0;1;6;0;63;62;1;112;300;206;89;3;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2436;1081;2020;2545;1982;179;112;108;0;1;3;0;67;66;1;108;276;156;114;4;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2437;1081;2021;2562;1991;197;125;120;0;1;4;0;72;71;1;109;265;128;123;11;3;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2438;1081;2022;2572;1991;197;129;124;0;1;4;0;68;67;1;122;262;124;121;14;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2439;1081;2023;2555;1996;192;127;122;0;1;4;0;65;64;1;111;256;114;117;22;3;     3;    27;    23;   363;Amsterdam                               ;1.0;
2440;1082;2019;6289;5302;172;112;107;2;0;3;0;60;60;0;200;615;440;161;8;6;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2441;1082;2020;6395;5417;178;118;114;1;0;3;0;60;60;0;216;584;385;184;9;6;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2442;1082;2021;6332;5347;168;114;112;1;0;1;0;54;54;0;208;609;343;229;33;4;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2443;1082;2022;6079;5140;167;109;105;2;0;2;0;58;58;0;201;571;300;215;51;5;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2444;1082;2023;5867;4925;170;111;103;4;1;3;0;59;58;1;197;575;270;231;69;5;     3;    27;    23;   363;Amsterdam                               ;1.0;
2445;1083;2019;2927;2262;102;57;55;0;0;2;0;45;45;0;102;461;327;129;4;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2446;1083;2020;3149;2526;105;62;59;1;0;2;0;43;43;0;121;397;259;130;6;2;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2447;1083;2021;3109;2500;103;64;62;2;0;0;0;39;39;0;122;384;225;139;17;3;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2448;1083;2022;3221;2623;118;81;76;4;0;1;0;37;37;0;114;366;191;146;26;3;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2449;1083;2023;4072;3191;371;67;66;0;0;1;0;304;34;270;134;376;180;155;38;3;     3;    27;    23;   363;Amsterdam                               ;1.0;
2450;1086;2019;1660;1167;110;70;66;1;0;3;0;40;40;0;109;274;178;95;1;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2451;1086;2020;1699;1214;110;70;67;0;0;3;0;40;40;0;107;268;164;103;1;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2452;1086;2021;1680;1199;108;69;62;0;0;7;0;39;39;0;110;263;139;121;2;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2453;1086;2022;1753;1229;142;80;71;0;0;9;0;62;62;0;122;260;118;137;3;2;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2454;1086;2023;1901;1342;161;93;85;1;0;7;0;68;68;0;129;269;112;152;3;2;     3;    27;    23;   363;Amsterdam                               ;1.0;
2455;1087;2019;7155;5256;362;225;197;1;2;23;2;137;136;1;423;1114;702;404;3;5;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2456;1087;2020;7095;5281;373;226;199;0;2;21;4;147;145;2;428;1013;586;422;2;3;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2457;1087;2021;7136;5298;368;224;199;0;3;18;4;144;143;1;435;1035;540;484;8;3;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2458;1087;2022;7309;5473;390;234;207;0;5;17;5;156;155;1;454;992;494;487;10;1;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2459;1087;2023;7512;5592;403;241;214;0;7;15;5;162;161;1;454;1063;476;564;22;1;     3;    27;    23;   363;Amsterdam                               ;1.0;
2460;1090;2019;25;2;19;14;7;3;0;1;3;5;5;0;0;4;2;2;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2461;1090;2020;19;2;17;12;6;3;0;1;2;5;5;0;0;0;0;0;0;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2462;1090;2021;19;3;16;12;6;3;0;1;2;4;4;0;0;0;0;0;0;0;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2463;1090;2022;19;2;17;13;7;3;0;1;2;4;4;0;0;0;0;0;0;0;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
2464;1090;2023;18;2;16;12;5;3;0;1;3;4;4;0;0;0;0;0;0;0;     3;    27;    23;   363;Amsterdam                               ;1.0;
2465;1091;2019;4479;3169;283;222;209;1;2;10;0;61;54;7;340;687;459;223;4;1;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2466;1091;2020;4325;3111;269;210;195;0;2;13;0;59;52;7;354;591;331;254;6;0;  03  ;  27  ;  23  ;0363  ;Amsterdam                               ;8.0;1.0
2467;1091;2021;4306;3131;249;192;176;2;2;12;0;57;55;2;334;592;301;281;9;1;      ;  27  ;03    ;      ;63    Amsterdam                         ;;
2468;1091;2022;4346;3176;268;194;180;1;1;12;0;74;73;1;318;584;282;288;13;1;     3;    27;    23;   363;Amsterdam                               ;8.0;1.0
