ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;TotaalReIntegratievoorzieningen_1;TijdelijkeLoonkostensubsidie_2;WIWIDBaan_3;Participatieplaats_4;LoonkostensubsidieParticipatiewet_5;ForfaitaireLoonkostensubsidie_6;BeschutWerk_7;BegeleidingOpWerkkringJobCoach_8;VervoersvoorzieningWoonWerk_9;AndereVoorzieningVoorArbeidsbeperkten_10;OverigeReIntegratievoorzieningen_11
2402;Mannen;45 tot 55 jaar;Totaal;2015 maart;19980;770;210;1850;80;;0;50;0;0;17650
2403;Mannen;45 tot 55 jaar;Totaal;2015 april;20220;740;210;1810;100;;0;40;0;0;17980
2404;Mannen;45 tot 55 jaar;Totaal;2015 mei;20110;750;190;1730;120;;0;40;0;0;17940
2405;Mannen;45 tot 55 jaar;Totaal;2015 juni;20140;730;190;1710;130;;0;40;0;0;17980
2406;Mannen;45 tot 55 jaar;Totaal;2015 juli;20090;710;180;1710;150;;0;40;0;0;17970
2407;Mannen;45 tot 55 jaar;Totaal;2015 augustus;20010;710;180;1670;160;;0;20;0;0;17920
2408;Mannen;45 tot 55 jaar;Totaal;2015 september;20080;680;180;1660;180;;0;20;0;0;18010
2409;Mannen;45 tot 55 jaar;Totaal;2015 oktober;20150;690;170;1600;180;;0;10;0;0;18130
2410;Mannen;45 tot 55 jaar;Totaal;2015 november;20240;650;160;1590;220;;0;20;0;10;18250
2411;Mannen;45 tot 55 jaar;Totaal;2015 december;19990;630;160;1590;230;;0;20;0;10;18020
2412;Mannen;45 tot 55 jaar;Totaal;2016 januari;20180;620;150;1610;230;;10;20;0;10;18200
2413;Mannen;45 tot 55 jaar;Totaal;2016 februari;20250;620;150;1610;250;;0;30;0;10;18270
2414;Mannen;45 tot 55 jaar;Totaal;2016 maart;20350;590;150;1650;310;;0;30;0;0;18350
2415;Mannen;45 tot 55 jaar;Totaal;2016 april;20200;610;150;1660;330;;10;30;0;0;18150
2416;Mannen;45 tot 55 jaar;Totaal;2016 mei;20230;610;150;1590;340;;10;30;0;10;18250
2417;Mannen;45 tot 55 jaar;Totaal;2016 juni;20360;610;140;1570;380;;10;40;0;10;18350
2418;Mannen;45 tot 55 jaar;Totaal;2016 juli;20420;610;150;1590;460;;10;40;0;10;18340
2419;Mannen;45 tot 55 jaar;Totaal;2016 augustus;20160;610;150;1550;470;;10;40;0;0;18090
2420;Mannen;45 tot 55 jaar;Totaal;2016 september;20230;620;130;1510;490;;20;50;0;0;18190
2421;Mannen;45 tot 55 jaar;Totaal;2016 oktober;20390;610;130;1540;530;;20;60;0;10;18280
2422;Mannen;45 tot 55 jaar;Totaal;2016 november;20520;620;130;1520;540;;30;60;0;10;18410
2423;Mannen;45 tot 55 jaar;Totaal;2016 december;20540;610;130;1490;580;;30;60;0;10;18420
2424;Mannen;45 tot 55 jaar;Totaal;2017 januari;20410;560;140;1460;610;10.0;30;70;0;10;18290
2425;Mannen;45 tot 55 jaar;Totaal;2017 februari;20560;560;140;1450;640;10.0;30;70;0;10;18460
2426;Mannen;45 tot 55 jaar;Totaal;2017 maart;20750;540;130;1450;680;20.0;40;80;0;10;18630
2427;Mannen;45 tot 55 jaar;Totaal;2017 april;20860;550;130;1440;720;30.0;40;90;0;10;18700
2428;Mannen;45 tot 55 jaar;Totaal;2017 mei;21040;560;130;1420;780;50.0;50;100;0;10;18850
2429;Mannen;45 tot 55 jaar;Totaal;2017 juni;21110;570;130;1400;800;90.0;50;110;0;10;18890
2430;Mannen;45 tot 55 jaar;Totaal;2017 juli;21080;570;130;1380;840;90.0;60;120;0;10;18880
2431;Mannen;45 tot 55 jaar;Totaal;2017 augustus;20960;560;120;1350;890;100.0;60;120;0;10;18720
2432;Mannen;45 tot 55 jaar;Totaal;2017 september;21180;530;110;1340;960;70.0;70;120;0;10;18950
2433;Mannen;45 tot 55 jaar;Totaal;2017 oktober;21140;510;110;1340;1010;80.0;80;130;0;10;18860
2434;Mannen;45 tot 55 jaar;Totaal;2017 november;21340;480;110;1350;1050;80.0;80;130;0;20;19040
2435;Mannen;45 tot 55 jaar;Totaal;2017 december;21130;480;110;1320;1080;90.0;90;130;0;20;18810
2436;Mannen;45 tot 55 jaar;Totaal;2018 januari;21390;450;110;1250;1120;100.0;100;140;0;20;19100
2437;Mannen;45 tot 55 jaar;Totaal;2018 februari;21690;430;100;1250;1170;100.0;100;150;0;20;19380
2438;Mannen;45 tot 55 jaar;Totaal;2018 maart;22090;410;100;1230;1190;110.0;110;160;0;30;19770
2439;Mannen;45 tot 55 jaar;Totaal;2018 april;22180;380;100;1240;1270;120.0;120;180;0;30;19790
2440;Mannen;45 tot 55 jaar;Totaal;2018 mei;22190;380;90;1220;1330;120.0;140;180;0;30;19770
2441;Mannen;45 tot 55 jaar;Totaal;2018 juni;21860;380;90;1190;1370;130.0;150;190;0;30;19410
2442;Mannen;45 tot 55 jaar;Totaal;2018 juli;21760;360;90;1180;1440;140.0;150;190;0;30;19270
2443;Mannen;45 tot 55 jaar;Totaal;2018 augustus;21790;360;90;1160;1480;150.0;160;210;0;30;19320
2444;Mannen;45 tot 55 jaar;Totaal;2018 september;21720;350;90;1160;1510;140.0;170;230;0;30;19230
2445;Mannen;45 tot 55 jaar;Totaal;2018 oktober;22030;360;90;1140;1560;140.0;190;240;0;20;19520
2446;Mannen;45 tot 55 jaar;Totaal;2018 november;21870;370;90;1080;1600;150.0;210;250;0;20;19370
2447;Mannen;45 tot 55 jaar;Totaal;2018 december;21620;370;90;1050;1620;170.0;220;250;20;30;19140
2448;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 januari;9060;410;130;870;20;;0;30;0;0;7950
2449;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 februari;9240;400;120;870;20;;0;30;0;0;8120
2450;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 maart;9420;390;130;850;30;;0;40;0;0;8330
2451;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 april;9560;390;120;840;30;;0;30;0;0;8490
2452;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 mei;9570;400;120;830;40;;0;20;0;0;8490
2453;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 juni;9530;390;120;830;40;;0;20;0;0;8460
2454;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 juli;9460;390;120;840;50;;0;30;0;0;8390
2455;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 augustus;9430;390;120;830;60;;0;10;0;0;8370
2456;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 september;9460;370;110;830;70;;0;10;0;0;8400
2457;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 oktober;9470;380;110;810;70;;0;0;0;0;8410
2458;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 november;9480;350;100;800;90;;0;10;0;0;8450
2459;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2015 december;9370;340;100;790;100;;0;10;0;0;8340
2460;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 januari;9490;340;90;810;100;;0;10;0;0;8460
2461;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 februari;9560;350;90;810;110;;0;10;0;0;8530
2462;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 maart;9600;330;90;830;130;;0;10;0;0;8580
2463;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 april;9490;350;90;830;140;;0;20;0;0;8440
2464;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 mei;9470;360;90;780;150;;0;20;0;0;8450
2465;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 juni;9500;360;90;770;170;;10;20;0;10;8470
2466;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 juli;9550;360;90;780;220;;10;20;0;0;8460
2467;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 augustus;9360;360;90;760;220;;10;20;0;0;8280
2468;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 september;9320;350;90;740;240;;10;30;0;0;8250
2469;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 oktober;9360;350;90;750;270;;10;40;0;10;8260
2470;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 november;9310;350;90;750;270;;10;30;0;10;8200
2471;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2016 december;9280;340;90;740;300;;10;40;0;10;8160
2472;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 januari;9210;310;90;700;320;10.0;20;40;0;10;8100
2473;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 februari;9270;300;90;700;330;10.0;20;40;0;10;8190
2474;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 maart;9330;280;80;690;340;10.0;20;50;0;10;8250
2475;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 april;9320;290;90;680;370;10.0;20;60;0;10;8220
2476;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 mei;9360;300;90;660;380;30.0;20;60;0;10;8250
2477;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 juni;9310;300;90;650;400;50.0;20;70;0;10;8170
2478;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 juli;9280;300;80;640;430;50.0;20;80;0;10;8140
2479;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 augustus;9170;310;80;630;440;50.0;20;80;0;10;8020
2480;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 september;9080;300;70;610;490;40.0;30;80;0;10;7930
2481;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 oktober;9020;280;70;640;520;40.0;30;80;0;10;7820
2482;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 november;9020;260;70;640;550;50.0;30;80;0;10;7810
2483;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2017 december;9010;260;60;620;570;50.0;40;80;0;10;7790
2484;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 januari;9050;230;60;590;590;50.0;40;90;0;10;7860
2485;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 februari;9190;220;60;580;620;50.0;40;90;0;20;7990
2486;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 maart;9310;220;60;570;630;60.0;40;90;0;20;8100
2487;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 april;9290;200;60;570;670;60.0;50;100;0;20;8050
2488;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 mei;9250;200;50;560;690;70.0;60;100;0;20;7990
2489;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 juni;9150;200;50;550;720;70.0;70;110;0;20;7880
2490;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 juli;9080;200;50;540;770;80.0;70;110;0;20;7770
2491;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 augustus;9050;190;50;530;790;80.0;70;130;0;20;7740
2492;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 september;9010;190;50;530;810;90.0;80;140;0;20;7690
2493;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 oktober;9110;190;50;530;830;80.0;90;150;0;20;7770
2494;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 november;9030;200;50;510;840;80.0;110;160;0;10;7700
2495;Mannen;45 tot 55 jaar;Nederlandse achtergrond;2018 december;8940;200;50;500;860;100.0;110;160;10;20;7580
2496;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 januari;10250;400;100;1070;50;;0;20;0;0;8940
2497;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 februari;10420;380;90;1090;50;;0;10;0;0;9110
2498;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 maart;10560;370;90;1000;60;;0;10;0;0;9330
2499;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 april;10660;350;80;970;70;;0;20;0;0;9480
2500;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 mei;10540;340;70;900;80;;0;20;0;0;9450
2501;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 juni;10620;340;70;880;90;;0;20;0;0;9530
2502;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 juli;10640;330;70;870;90;;0;20;0;0;9580
2503;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 augustus;10580;320;70;830;100;;0;10;0;0;9540
2504;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 september;10620;300;70;820;110;;0;10;0;0;9610
2505;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 oktober;10680;310;60;790;110;;0;0;0;0;9720
2506;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 november;10760;300;60;800;130;;0;10;0;0;9800
2507;Mannen;45 tot 55 jaar;Met migratieachtergrond;2015 december;10630;280;60;790;130;;0;10;0;0;9670
2508;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 januari;10690;280;60;800;130;;0;10;0;0;9740
2509;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 februari;10690;270;60;800;140;;0;10;0;0;9740
2510;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 maart;10750;260;60;820;180;;0;20;0;0;9780
2511;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 april;10700;260;60;830;180;;0;20;0;0;9710
2512;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 mei;10760;250;60;810;190;;0;20;0;0;9800
2513;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 juni;10860;250;60;800;210;;0;20;0;0;9880
2514;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 juli;10870;250;60;810;240;;0;20;0;0;9880
2515;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 augustus;10810;260;60;790;250;;10;20;0;0;9820
2516;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 september;10920;270;50;780;250;;10;20;0;0;9930
2517;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 oktober;11020;260;50;790;260;;10;30;0;0;10020
2518;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 november;11200;270;50;770;270;;20;20;0;0;10210
2519;Mannen;45 tot 55 jaar;Met migratieachtergrond;2016 december;11260;270;50;750;280;;20;30;0;0;10260
2520;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 januari;11210;250;50;760;300;0.0;20;30;0;10;10200
2521;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 februari;11290;260;50;750;320;0.0;20;30;0;10;10270
2522;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 maart;11410;260;50;760;330;10.0;20;30;0;10;10380
2523;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 april;11540;260;50;760;350;10.0;20;40;0;10;10480
2524;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 mei;11680;260;50;760;390;20.0;30;40;0;10;10600
2525;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 juni;11800;270;50;740;400;40.0;30;40;0;10;10720
2526;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 juli;11800;270;50;730;410;50.0;30;40;0;0;10740
2527;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 augustus;11790;250;40;730;440;50.0;40;40;0;0;10700
2528;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 september;12100;240;40;730;470;30.0;40;50;0;0;11020
2529;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 oktober;12130;240;40;700;490;30.0;50;50;0;10;11030
2530;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 november;12320;230;40;710;500;30.0;50;50;0;10;11230
2531;Mannen;45 tot 55 jaar;Met migratieachtergrond;2017 december;12120;220;40;700;510;40.0;50;50;0;10;11020
2532;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 januari;12340;220;40;660;530;50.0;60;60;0;10;11240
2533;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 februari;12500;210;40;660;550;50.0;60;60;0;0;11390
2534;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 maart;12770;200;40;660;560;50.0;70;70;0;10;11670
2535;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 april;12890;180;40;670;610;60.0;70;70;0;10;11730
2536;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 mei;12950;170;40;650;640;50.0;70;80;0;10;11790
2537;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 juni;12700;180;40;640;650;60.0;80;80;0;10;11530
2538;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 juli;12680;170;40;640;670;60.0;80;80;0;10;11500
2539;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 augustus;12730;170;40;620;690;70.0;90;80;0;10;11570
2540;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 september;12710;170;40;630;700;60.0;90;90;0;10;11540
2541;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 oktober;12920;170;40;620;730;60.0;100;90;0;10;11740
2542;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 november;12840;170;40;580;760;60.0;110;90;0;10;11670
2543;Mannen;45 tot 55 jaar;Met migratieachtergrond;2018 december;12670;170;40;550;750;60.0;110;90;10;10;11550
2544;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 januari;2070;90;10;200;10;;0;10;0;0;1840
2545;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 februari;2100;80;10;200;10;;0;10;0;0;1860
2546;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 maart;2130;80;10;200;10;;0;10;0;0;1900
2547;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 april;2160;80;10;190;10;;0;10;0;0;1940
2548;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 mei;2150;70;10;180;10;;0;10;0;0;1950
2549;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 juni;2160;70;10;180;10;;0;10;0;0;1960
2550;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 juli;2160;70;10;180;20;;0;0;0;0;1950
2551;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 augustus;2150;70;10;170;20;;0;0;0;0;1950
2552;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 september;2150;70;10;180;20;;0;0;0;0;1950
2553;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 oktober;2150;70;10;170;20;;0;0;0;0;1950
2554;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 november;2140;70;10;170;20;;0;0;0;0;1940
2555;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2015 december;2120;70;10;170;20;;0;0;0;0;1930
2556;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 januari;2160;60;10;180;20;;0;0;0;0;1960
2557;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 februari;2170;60;10;180;20;;0;0;0;0;1970
2558;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 maart;2200;60;10;190;30;;0;10;0;0;1990
2559;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 april;2170;60;10;190;30;;0;10;0;0;1960
2560;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 mei;2160;60;10;190;30;;0;10;0;0;1950
2561;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 juni;2190;70;10;180;40;;0;10;0;0;1970
2562;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 juli;2160;60;10;180;40;;0;10;0;0;1970
2563;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 augustus;2130;60;10;180;40;;0;10;0;0;1920
2564;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 september;2120;70;10;170;50;;0;10;0;0;1900
2565;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 oktober;2110;60;10;170;60;;0;10;0;0;1900
2566;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 november;2140;60;10;170;60;;0;10;0;0;1920
2567;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2016 december;2120;60;10;170;60;;10;10;0;0;1910
2568;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 januari;2080;50;10;170;60;0.0;0;10;0;0;1880
2569;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 februari;2110;50;10;160;70;0.0;0;10;0;0;1900
2570;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 maart;2140;50;10;160;70;0.0;10;10;0;0;1930
2571;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 april;2110;50;10;160;80;0.0;10;10;0;0;1900
2572;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 mei;2100;50;10;160;80;10.0;10;10;0;0;1890
2573;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 juni;2110;50;10;160;80;10.0;10;10;0;0;1880
2574;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 juli;2100;50;10;150;90;20.0;10;10;0;0;1870
2575;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 augustus;2080;50;10;150;100;10.0;10;10;0;0;1840
2576;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 september;2110;50;10;160;110;10.0;10;10;0;0;1870
2577;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 oktober;2070;50;10;160;110;10.0;10;10;0;0;1830
2578;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 november;2070;50;10;160;110;10.0;10;10;0;0;1840
2579;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2017 december;2060;50;10;160;110;10.0;10;10;0;0;1820
2580;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 januari;2070;50;10;150;110;10.0;10;10;0;0;1830
2581;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 februari;2080;50;10;150;120;10.0;10;20;0;0;1840
2582;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 maart;2120;40;10;150;120;10.0;20;10;0;0;1880
2583;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 april;2090;40;10;150;140;10.0;20;20;0;0;1830
2584;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 mei;2100;30;10;150;140;10.0;20;20;0;0;1840
2585;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 juni;2050;40;10;150;140;10.0;20;20;0;0;1790
2586;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 juli;2040;30;10;140;140;10.0;20;20;0;0;1780
2587;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 augustus;2040;40;10;140;140;10.0;20;20;0;0;1780
2588;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 september;2020;30;10;140;140;20.0;20;20;0;0;1760
2589;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 oktober;2030;30;10;140;140;20.0;30;20;0;0;1770
2590;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 november;1990;30;10;130;160;10.0;30;20;0;0;1730
2591;Mannen;45 tot 55 jaar;Westerse migratieachtergrond;2018 december;1920;30;10;130;150;10.0;20;30;0;0;1670
2592;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 januari;8180;310;90;880;40;;0;10;0;0;7110
2593;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 februari;8320;300;80;890;50;;0;10;0;0;7250
2594;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 maart;8430;290;80;810;50;;0;10;0;0;7430
2595;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 april;8490;270;70;780;60;;0;10;0;0;7550
2596;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 mei;8390;270;70;720;70;;0;10;0;0;7500
2597;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 juni;8450;260;70;710;70;;0;10;0;0;7570
2598;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 juli;8480;250;60;690;80;;0;10;0;0;7630
2599;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 augustus;8440;250;60;660;80;;0;10;0;0;7600
2600;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 september;8470;240;60;650;90;;0;10;0;0;7670
2601;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 oktober;8530;240;60;620;90;;0;0;0;0;7770
2602;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 november;8620;230;60;630;100;;0;10;0;0;7860
2603;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 december;8500;220;50;630;110;;0;10;0;0;7740
2604;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 januari;8540;210;60;620;110;;0;10;0;0;7780
2605;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 februari;8530;210;50;620;120;;0;10;0;0;7780
2606;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 maart;8560;200;50;630;160;;0;10;0;0;7790
2607;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 april;8530;200;50;640;150;;0;10;0;0;7750
2608;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 mei;8610;190;50;620;160;;0;10;0;0;7850
2609;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 juni;8670;190;50;620;170;;0;10;0;0;7910
2610;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 juli;8700;190;50;630;200;;0;10;0;0;7920
2611;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 augustus;8680;190;50;610;210;;10;10;0;0;7900
2612;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 september;8800;200;40;600;210;;10;20;0;0;8030
2613;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 oktober;8910;200;40;610;210;;10;20;0;0;8130
2614;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 november;9070;210;40;600;210;;10;20;0;0;8290
2615;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 december;9140;210;40;590;220;;10;20;0;0;8350
2616;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 januari;9120;200;40;590;230;0.0;10;20;0;0;8320
2617;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 februari;9180;210;40;580;250;0.0;10;20;0;0;8370
2618;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 maart;9280;210;40;600;260;10.0;10;20;0;0;8450
2619;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 april;9420;210;40;600;280;10.0;20;30;0;0;8580
2620;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 mei;9580;210;40;600;310;10.0;20;30;0;0;8720
2621;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 juni;9690;220;40;590;320;30.0;30;30;0;0;8840
2622;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 juli;9710;210;40;580;320;30.0;30;30;0;0;8870
2623;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 augustus;9710;200;40;570;340;40.0;30;30;0;0;8860
2624;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 september;10000;190;40;570;360;20.0;30;30;0;0;9150
2625;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 oktober;10060;180;40;550;380;30.0;40;40;0;0;9210
2626;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 november;10250;170;30;550;390;20.0;40;40;0;0;9390
2627;Mannen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 december;10070;170;40;540;400;30.0;40;40;0;0;9200
