ID;Geslacht;Leeftijd;Migratieachtergrond;Perioden;TotaalReIntegratievoorzieningen_1;TijdelijkeLoonkostensubsidie_2;WIWIDBaan_3;Participatieplaats_4;LoonkostensubsidieParticipatiewet_5;ForfaitaireLoonkostensubsidie_6;BeschutWerk_7;BegeleidingOpWerkkringJobCoach_8;VervoersvoorzieningWoonWerk_9;AndereVoorzieningVoorArbeidsbeperkten_10;OverigeReIntegratievoorzieningen_11
1027;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 augustus;19470;530;150;1550;330;;10;30;0;10;17530
1028;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 september;19510;520;140;1490;350;;20;40;0;10;17630
1029;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 oktober;19670;510;140;1520;390;;20;50;0;10;17730
1030;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 november;19650;510;140;1530;410;;20;50;0;10;17660
1031;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2016 december;19680;520;130;1520;430;;20;60;0;10;17670
1032;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 januari;19580;480;140;1460;460;10.0;30;70;0;10;17580
1033;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 februari;19720;470;140;1460;480;10.0;30;70;0;10;17730
1034;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 maart;19880;460;140;1450;510;10.0;30;80;0;10;17880
1035;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 april;19800;480;140;1430;550;30.0;30;90;0;10;17770
1036;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 mei;19850;480;130;1380;580;40.0;40;100;0;10;17820
1037;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 juni;19750;490;130;1360;590;70.0;40;110;0;10;17690
1038;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 juli;19660;480;130;1330;640;70.0;40;110;0;20;17610
1039;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 augustus;19440;480;120;1300;670;70.0;40;120;0;20;17390
1040;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 september;19300;470;110;1270;720;70.0;50;120;0;20;17260
1041;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 oktober;19200;440;110;1320;780;70.0;50;130;0;20;17060
1042;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 november;19310;430;110;1320;820;80.0;60;130;0;20;17140
1043;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2017 december;19220;430;110;1280;850;80.0;70;130;0;20;17050
1044;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 januari;19330;390;100;1250;890;70.0;80;150;0;20;17190
1045;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 februari;19590;380;100;1240;930;80.0;80;150;0;30;17420
1046;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 maart;19820;370;100;1210;950;80.0;90;160;0;40;17660
1047;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 april;19750;350;100;1210;990;90.0;110;170;0;40;17540
1048;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 mei;19720;350;90;1190;1030;100.0;120;170;10;40;17490
1049;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 juni;19470;340;90;1160;1070;100.0;130;180;10;40;17230
1050;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 juli;19280;340;90;1160;1150;120.0;130;190;0;40;16990
1051;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 augustus;19210;330;90;1140;1180;120.0;150;210;0;40;16920
1052;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 september;19150;310;90;1140;1210;120.0;160;230;10;30;16850
1053;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 oktober;19240;320;90;1120;1230;120.0;180;240;10;30;16930
1054;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 november;19080;320;90;1080;1270;120.0;190;260;10;30;16770
1055;Totaal mannen en vrouwen;45 tot 55 jaar;Nederlandse achtergrond;2018 december;18850;330;90;1060;1310;140.0;210;260;30;30;16520
1056;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 januari;20970;560;160;2090;50;;0;30;0;0;18630
1057;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 februari;21260;540;150;2090;60;;0;20;0;0;18930
1058;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 maart;21500;530;140;1970;70;;0;30;0;0;19280
1059;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 april;21620;500;140;1920;80;;0;30;0;0;19480
1060;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 mei;21410;500;130;1820;100;;0;30;0;0;19370
1061;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 juni;21510;480;120;1780;100;;0;30;0;0;19500
1062;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 juli;21520;480;120;1720;110;;0;30;0;0;19560
1063;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 augustus;21510;460;120;1680;120;;0;20;0;0;19590
1064;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 september;21610;440;120;1670;140;;0;20;0;0;19750
1065;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 oktober;21800;450;110;1630;140;;0;10;0;0;20000
1066;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 november;21860;440;100;1650;160;;0;20;0;0;20060
1067;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2015 december;21540;420;100;1650;180;;0;20;0;0;19730
1068;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 januari;21680;430;100;1640;180;;0;20;0;0;19870
1069;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 februari;21690;420;100;1640;200;;0;20;0;0;19890
1070;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 maart;21660;400;100;1660;250;;0;20;0;0;19830
1071;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 april;21590;400;100;1680;250;;0;20;0;0;19740
1072;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 mei;21680;380;90;1650;260;;0;30;0;0;19860
1073;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 juni;21770;380;90;1620;290;;10;30;0;0;19960
1074;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 juli;21800;390;90;1630;330;;10;30;0;0;19960
1075;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 augustus;21740;390;90;1620;340;;10;30;0;0;19880
1076;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 september;22050;400;70;1620;350;;20;40;0;0;20180
1077;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 oktober;22280;400;70;1640;380;;20;40;0;0;20390
1078;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 november;22690;420;70;1660;380;;20;40;0;0;20780
1079;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2016 december;22700;410;70;1640;400;;30;50;0;0;20770
1080;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 januari;22780;380;80;1650;420;0.0;30;50;0;10;20830
1081;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 februari;22950;380;80;1640;440;10.0;30;50;0;10;20990
1082;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 maart;23190;380;80;1660;460;10.0;30;60;0;10;21220
1083;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 april;23450;380;80;1660;490;10.0;40;60;0;10;21430
1084;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 mei;23750;380;70;1650;550;30.0;40;70;0;10;21710
1085;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 juni;23980;400;70;1600;560;60.0;50;70;0;10;21950
1086;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 juli;24100;400;70;1580;580;70.0;60;70;0;10;22100
1087;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 augustus;24040;380;70;1550;620;70.0;60;80;0;10;22020
1088;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 september;24760;370;70;1530;670;50.0;60;80;0;10;22750
1089;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 oktober;24850;370;70;1510;710;50.0;80;90;0;10;22790
1090;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 november;25250;350;70;1510;740;40.0;80;100;0;10;23200
1091;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2017 december;25010;350;70;1510;770;60.0;90;100;0;10;22930
1092;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 januari;25350;340;70;1450;800;70.0;100;100;0;10;23300
1093;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 februari;25690;320;70;1460;830;70.0;100;110;0;10;23620
1094;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 maart;26200;310;70;1430;840;70.0;110;120;0;10;24150
1095;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 april;26290;280;70;1460;910;80.0;110;130;0;10;24160
1096;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 mei;26510;280;70;1450;960;70.0;120;140;0;10;24360
1097;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 juni;25980;280;60;1430;990;80.0;130;150;0;10;23820
1098;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 juli;25920;260;60;1430;1020;80.0;130;150;0;10;23750
1099;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 augustus;25960;270;60;1390;1060;80.0;150;160;0;20;23820
1100;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 september;26090;270;60;1400;1070;80.0;150;160;0;20;23950
1101;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 oktober;26610;270;60;1380;1100;80.0;170;170;0;20;24460
1102;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 november;26540;280;60;1300;1140;90.0;180;170;0;20;24410
1103;Totaal mannen en vrouwen;45 tot 55 jaar;Met migratieachtergrond;2018 december;26300;270;60;1210;1150;90.0;180;170;20;20;24280
1104;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 januari;4660;130;20;430;10;;0;10;0;0;4200
1105;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 februari;4710;130;20;430;10;;0;10;0;0;4260
1106;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 maart;4760;130;20;420;10;;0;10;0;0;4310
1107;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 april;4800;130;20;420;10;;0;10;0;0;4350
1108;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 mei;4800;120;10;410;20;;0;10;0;0;4370
1109;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 juni;4800;120;10;410;20;;0;10;0;0;4370
1110;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 juli;4770;120;10;400;30;;0;10;0;0;4340
1111;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 augustus;4770;120;10;390;30;;0;0;0;0;4360
1112;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 september;4790;120;10;400;30;;0;0;0;0;4380
1113;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 oktober;4820;120;10;390;30;;0;0;0;0;4420
1114;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 november;4810;110;10;390;30;;0;10;0;0;4410
1115;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2015 december;4810;110;10;380;40;;0;10;0;0;4400
1116;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 januari;4870;120;10;380;40;;0;10;0;0;4460
1117;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 februari;4870;110;10;380;40;;0;10;0;0;4470
1118;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 maart;4910;110;10;390;50;;0;10;0;0;4500
1119;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 april;4840;110;10;380;50;;0;10;0;0;4430
1120;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 mei;4830;110;10;380;50;;0;10;0;0;4430
1121;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 juni;4860;110;10;380;60;;0;10;0;0;4450
1122;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 juli;4840;110;10;370;70;;0;10;0;0;4430
1123;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 augustus;4770;110;10;370;80;;0;10;0;0;4360
1124;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 september;4800;110;10;370;80;;10;10;0;0;4370
1125;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 oktober;4810;110;10;370;100;;0;10;0;0;4380
1126;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 november;4860;100;10;380;100;;10;10;0;0;4420
1127;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2016 december;4850;100;10;370;110;;10;20;0;0;4410
1128;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 januari;4820;90;20;380;110;0.0;10;20;0;0;4370
1129;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 februari;4860;90;20;360;120;0.0;10;20;0;0;4410
1130;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 maart;4900;90;20;360;120;0.0;10;20;0;0;4460
1131;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 april;4860;90;20;360;130;0.0;10;20;0;0;4400
1132;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 mei;4850;90;10;350;130;10.0;10;20;0;0;4400
1133;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 juni;4860;90;10;340;140;20.0;10;20;0;0;4390
1134;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 juli;4850;90;10;340;150;20.0;10;20;0;0;4380
1135;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 augustus;4800;90;10;330;160;20.0;10;30;0;0;4330
1136;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 september;4840;90;10;330;170;20.0;10;30;0;0;4380
1137;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 oktober;4790;90;10;330;190;10.0;20;30;0;0;4310
1138;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 november;4820;90;10;330;190;10.0;20;30;0;0;4340
1139;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2017 december;4790;90;10;340;200;20.0;20;30;0;0;4310
1140;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 januari;4850;90;20;330;200;20.0;20;30;0;0;4370
1141;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 februari;4890;90;10;330;200;10.0;20;30;0;0;4410
1142;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 maart;4950;80;10;320;210;10.0;20;30;0;0;4490
1143;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 april;4930;70;10;330;230;20.0;30;40;0;0;4440
1144;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 mei;4960;60;10;330;240;10.0;30;40;0;0;4460
1145;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 juni;4830;70;10;320;240;20.0;30;40;0;0;4330
1146;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 juli;4770;60;10;310;250;20.0;30;40;0;0;4270
1147;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 augustus;4740;60;10;300;250;20.0;30;40;0;0;4250
1148;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 september;4730;60;10;300;250;30.0;40;40;0;0;4240
1149;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 oktober;4760;60;10;300;250;20.0;40;40;0;0;4260
1150;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 november;4690;60;10;290;260;20.0;40;40;0;0;4200
1151;Totaal mannen en vrouwen;45 tot 55 jaar;Westerse migratieachtergrond;2018 december;4590;60;10;290;260;20.0;40;50;0;0;4100
1152;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 januari;16320;430;140;1660;50;;0;20;0;0;14430
1153;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 februari;16540;420;130;1670;50;;0;10;0;0;14670
1154;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 maart;16740;400;120;1550;60;;0;20;0;0;14970
1155;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 april;16820;380;120;1500;70;;0;20;0;0;15120
1156;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 mei;16610;380;110;1410;80;;0;20;0;0;15000
1157;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 juni;16720;360;110;1380;80;;0;20;0;0;15130
1158;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 juli;16750;350;110;1320;90;;0;20;0;0;15220
1159;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 augustus;16740;350;110;1290;90;;0;10;0;0;15240
1160;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 september;16820;330;100;1270;110;;0;10;0;0;15370
1161;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 oktober;16980;330;100;1240;110;;0;0;0;0;15590
1162;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 november;17050;330;90;1260;130;;0;10;0;0;15650
1163;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2015 december;16740;310;90;1270;130;;0;10;0;0;15330
1164;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 januari;16810;310;90;1260;140;;0;10;0;0;15410
1165;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 februari;16820;310;90;1260;150;;0;20;0;0;15430
1166;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 maart;16750;290;90;1280;200;;0;20;0;0;15330
1167;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 april;16750;290;80;1290;200;;0;20;0;0;15310
1168;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 mei;16850;280;80;1270;210;;0;20;0;0;15430
1169;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 juni;16910;270;80;1250;220;;10;20;0;0;15510
1170;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 juli;16970;280;80;1260;260;;10;20;0;0;15540
1171;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 augustus;16960;290;80;1250;260;;10;20;0;0;15520
1172;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 september;17250;290;60;1240;270;;10;30;0;0;15810
1173;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 oktober;17480;290;60;1270;280;;20;30;0;0;16010
1174;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 november;17830;310;60;1280;280;;20;30;0;0;16360
1175;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2016 december;17850;310;60;1270;300;;20;30;0;0;16360
1176;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 januari;17960;290;60;1270;310;0.0;20;30;0;0;16460
1177;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 februari;18090;300;60;1280;320;10.0;20;30;0;0;16580
1178;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 maart;18300;290;60;1300;340;10.0;30;40;0;0;16760
1179;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 april;18590;300;60;1300;360;10.0;30;40;0;10;17030
1180;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 mei;18900;300;60;1300;410;20.0;40;50;0;0;17310
1181;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 juni;19120;310;60;1260;420;40.0;40;50;0;10;17560
1182;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 juli;19250;300;60;1240;430;50.0;50;50;0;0;17720
1183;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 augustus;19250;290;60;1220;460;50.0;50;50;0;10;17700
1184;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 september;19920;270;60;1200;500;30.0;50;60;0;10;18370
1185;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 oktober;20050;270;50;1180;530;30.0;60;70;0;10;18470
1186;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 november;20430;250;50;1190;560;30.0;70;70;0;10;18860
1187;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2017 december;20220;260;60;1180;570;50.0;70;70;0;10;18620
1188;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 januari;20510;250;60;1120;600;50.0;70;70;0;10;18930
1189;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 februari;20800;240;50;1130;620;60.0;80;80;0;10;19210
1190;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 maart;21250;230;50;1110;630;60.0;80;90;0;10;19660
1191;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 april;21360;220;50;1130;680;60.0;90;100;0;10;19720
1192;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 mei;21550;220;50;1120;720;60.0;90;100;0;10;19900
1193;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 juni;21160;210;50;1110;750;60.0;100;110;0;10;19490
1194;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 juli;21150;200;50;1120;780;60.0;100;110;0;10;19480
1195;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 augustus;21220;200;50;1100;800;60.0;110;120;0;10;19570
1196;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 september;21360;210;50;1100;820;50.0;110;120;0;10;19710
1197;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 oktober;21860;210;50;1070;860;50.0;130;130;0;10;20200
1198;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 november;21850;220;50;1020;880;70.0;140;130;0;10;20210
1199;Totaal mannen en vrouwen;45 tot 55 jaar;Niet-westerse migratieachtergrond;2018 december;21720;220;50;920;890;70.0;140;130;10;20;20180
1200;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 januari;26580;820;910;2280;30;;0;30;0;0;23130
1201;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 februari;27100;800;900;2280;40;;0;30;0;0;23680
1202;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 maart;27440;780;800;2240;50;;0;30;0;0;24160
1203;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 april;27670;740;790;2240;60;;0;20;0;0;24460
1204;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 mei;27790;720;770;2220;70;;0;10;0;0;24610
1205;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 juni;28010;690;760;2220;70;;0;10;0;0;24850
1206;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 juli;28290;680;720;2270;80;;0;20;0;0;25170
1207;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 augustus;28480;660;700;2190;80;;0;10;0;0;25460
1208;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 september;28930;660;670;2190;100;;0;20;0;0;25970
1209;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 oktober;29250;670;600;2070;120;;0;10;0;0;26420
1210;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 november;29460;660;570;2080;130;;0;20;0;10;26630
1211;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2015 december;28950;650;570;2090;150;;0;30;0;10;26110
1212;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 januari;29290;650;560;2080;160;;10;30;0;10;26440
1213;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 februari;29720;660;560;2140;160;;10;30;0;10;26820
1214;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 maart;29950;650;560;2230;200;;10;30;0;10;26960
1215;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 april;29950;630;560;2250;210;;10;30;0;0;26960
1216;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 mei;30150;650;550;2190;240;;10;30;0;10;27160
1217;Totaal mannen en vrouwen;55 jaar tot AOW-leeftijd;Totaal;2016 juni;30400;660;540;2190;250;;10;30;0;10;27390
