ID;Sex;Regions;Periods;PopulationOn1January_1;PopulationDensity_2;LiveBornChildren_3;LiveBornChildrenRatio_4;Deaths_5;DeathsRatio_6;NaturalIncrease_7;TotalArrivals_8;TotalArrivalsRatio_9;DueToImmigration_10;DueToIntermunicipalMoves_11;TotalDeparturesIncludingAdministra_12;TotalDeparturesIncludingAdmRatio_13;DueToEmigrationIncludingAdministr_14;NetAdministrativeCorrections_15;DueToIntermunicipalMoves_16;NetMigrationIncludingAdministrative_17;PopulationGrowth_18;PopulationGrowthRatio_19;PopulationOn31December_20
1087;Total male and female;Zuid-Holland (PV);1963;2787124.0;;55295.0;19.7;22897.0;8.2;32398.0;118302.0;42.2;14915.0;103387.0;120475.0;43.0;13036.0;;107439.0;-2173.0;30179.0;10.8;2817303.0
1088;Total male and female;Zuid-Holland (PV);1964;2817303.0;;54855.0;19.4;22267.0;7.9;32588.0;125675.0;44.4;18537.0;107138.0;128265.0;45.3;15148.0;;113117.0;-2590.0;29872.0;10.6;2847175.0
1089;Total male and female;Zuid-Holland (PV);1965;2847175.0;;53426.0;18.7;23321.0;8.2;30105.0;132882.0;46.4;20505.0;112377.0;134389.0;47.0;15599.0;;118790.0;-1507.0;28453.0;10.0;2875628.0
1090;Total male and female;Zuid-Holland (PV);1966;2875628.0;;51201.0;17.7;23902.0;8.3;27299.0;142556.0;49.3;24693.0;117863.0;142828.0;49.4;18251.0;;124577.0;-272.0;26944.0;9.4;2902572.0
1091;Total male and female;Zuid-Holland (PV);1967;2902572.0;;51184.0;17.6;23670.0;8.1;27514.0;144076.0;49.5;17106.0;126970.0;151022.0;51.9;20323.0;;130699.0;-6946.0;19878.0;6.8;2922450.0
1092;Total male and female;Zuid-Holland (PV);1968;2922450.0;;50898.0;17.4;24934.0;8.5;25964.0;151540.0;51.7;20488.0;131052.0;156278.0;53.3;17562.0;;138716.0;-4738.0;21138.0;7.2;2943588.0
1093;Total male and female;Zuid-Holland (PV);1969;2943588.0;;53515.0;18.1;25512.0;8.6;28003.0;162286.0;54.9;22312.0;139974.0;165053.0;55.8;17131.0;;147922.0;-2767.0;25082.0;8.5;2968670.0
1094;Total male and female;Zuid-Holland (PV);1970;2968670.0;;52061.0;17.5;26094.0;8.7;25967.0;165511.0;55.5;25848.0;139663.0;164213.0;55.1;16668.0;;147545.0;1298.0;27106.0;9.1;2997228.0
1095;Total male and female;Zuid-Holland (PV);1971;2991735.0;;49566.0;16.5;26354.0;8.8;23212.0;173428.0;57.8;28131.0;145297.0;174956.0;58.3;17860.0;;157096.0;-1528.0;21704.0;7.3;3013439.0
1096;Total male and female;Zuid-Holland (PV);1972;3013439.0;;46000.0;15.3;26930.0;8.9;19070.0;165507.0;54.9;22753.0;142754.0;178834.0;59.3;18120.0;;160714.0;-13327.0;5466.0;1.8;3018905.0
1097;Total male and female;Zuid-Holland (PV);1973;3018905.0;;41529.0;13.8;25897.0;8.6;15632.0;170006.0;56.3;23975.0;146031.0;185540.0;61.5;18459.0;;167081.0;-15534.0;-380.0;-0.1;3018525.0
1098;Total male and female;Zuid-Holland (PV);1974;3018525.0;;39712.0;13.1;25359.0;8.4;14353.0;177229.0;58.7;29278.0;147951.0;185255.0;61.3;17338.0;;167917.0;-8026.0;6155.0;2.0;3024680.0
1099;Total male and female;Zuid-Holland (PV);1975;3024680.0;;38114.0;12.6;26923.0;8.9;11191.0;184438.0;60.7;44346.0;140092.0;171341.0;56.4;15967.0;;155374.0;13097.0;23968.0;7.9;3048648.0
1100;Total male and female;Zuid-Holland (PV);1976;3048648.0;;37873.0;12.4;27142.0;8.9;10731.0;155313.0;50.9;23697.0;131616.0;164553.0;54.0;18595.0;;145958.0;-9240.0;922.0;0.3;3049570.0
1101;Total male and female;Zuid-Holland (PV);1977;3049570.0;;37418.0;12.3;26007.0;8.5;11411.0;147744.0;48.4;25256.0;122488.0;155923.0;51.1;19060.0;-609.0;136863.0;-8179.0;3364.0;1.1;3052934.0
1102;Total male and female;Zuid-Holland (PV);1978;3052934.0;;38030.0;12.4;26517.0;8.7;11513.0;146569.0;47.9;26736.0;119833.0;147610.0;48.3;17938.0;-185.0;129672.0;-1041.0;10514.0;3.4;3063625.0
1103;Total male and female;Zuid-Holland (PV);1979;3063625.0;;37887.0;12.3;26302.0;8.6;11585.0;141080.0;45.9;33089.0;107991.0;132769.0;43.2;17817.0;-340.0;114952.0;8311.0;19930.0;6.5;3083555.0
1104;Total male and female;Zuid-Holland (PV);1980;3083555.0;;39581.0;12.8;26819.0;8.7;12762.0;151336.0;48.9;34730.0;116606.0;140971.0;45.5;18506.0;-892.0;122465.0;10365.0;23142.0;7.5;3106697.0
1105;Total male and female;Zuid-Holland (PV);1981;3106697.0;;39668.0;12.7;26820.0;8.6;12848.0;140672.0;45.2;23779.0;116893.0;138754.0;44.6;18781.0;-793.0;119973.0;1918.0;14774.0;4.8;3121471.0
1106;Total male and female;Zuid-Holland (PV);1982;3121471.0;;37605.0;12.0;27291.0;8.7;10314.0;144004.0;46.1;21046.0;122958.0;145938.0;46.7;21534.0;-1188.0;124404.0;-1934.0;8442.0;2.7;3129913.0
1107;Total male and female;Zuid-Holland (PV);1983;3129913.0;;37637.0;12.0;27065.0;8.6;10572.0;137918.0;44.0;19617.0;118301.0;139270.0;44.4;18931.0;-1442.0;120339.0;-1352.0;9276.0;3.0;3139189.0
1108;Total male and female;Zuid-Holland (PV);1984;3139189.0;;38823.0;12.3;27214.0;8.7;11609.0;137492.0;43.7;19593.0;117899.0;136993.0;43.6;17638.0;-719.0;119355.0;499.0;12132.0;3.9;3151321.0
1109;Total male and female;Zuid-Holland (PV);1985;3151321.0;;39465.0;12.5;28377.0;9.0;11088.0;142397.0;45.1;25591.0;116806.0;135438.0;42.9;16430.0;-1035.0;119008.0;6959.0;18129.0;5.8;3169450.0
1110;Total male and female;Zuid-Holland (PV);1986;3164652.0;;41238.0;13.0;28613.0;9.0;12625.0;147013.0;46.3;26907.0;120106.0;138152.0;43.5;16137.0;-815.0;122015.0;8861.0;21597.0;6.8;3186249.0
1111;Total male and female;Zuid-Holland (PV);1987;3186249.0;;41531.0;13.0;27743.0;8.7;13788.0;148928.0;46.6;28851.0;120077.0;140564.0;44.0;18485.0;-3146.0;122079.0;8364.0;22165.0;7.0;3208414.0
1112;Total male and female;Zuid-Holland (PV);1988;3208414.0;;42017.0;13.1;28100.0;8.7;13917.0;146507.0;45.5;28067.0;118440.0;140073.0;43.5;18323.0;-2580.0;121750.0;6434.0;20447.0;6.4;3228861.0
1113;Total male and female;Zuid-Holland (PV);1989;3200408.0;;42030.0;13.1;29031.0;9.0;12999.0;148129.0;46.1;29252.0;118877.0;141701.0;44.1;19659.0;-3542.0;122042.0;6428.0;19422.0;6.1;3219830.0
1114;Total male and female;Zuid-Holland (PV);1990;3219839.0;;44043.0;13.6;29168.0;9.0;14875.0;147815.0;45.7;36118.0;111697.0;137140.0;42.4;20022.0;-4577.0;117118.0;10675.0;25608.0;8.0;3245447.0
1115;Total male and female;Zuid-Holland (PV);1991;3245447.0;;44312.0;13.6;29269.0;9.0;15043.0;147796.0;45.4;36808.0;110988.0;136857.0;42.0;21829.0;-6291.0;115028.0;10939.0;25982.0;8.0;3271429.0
1116;Total male and female;Zuid-Holland (PV);1992;3271507.0;;43495.0;13.2;28997.0;8.8;14498.0;151286.0;46.1;33910.0;117376.0;141769.0;43.2;19700.0;-4690.0;122069.0;9517.0;24015.0;7.3;3295522.0
1117;Total male and female;Zuid-Holland (PV);1993;3295522.0;;43003.0;13.0;31017.0;9.4;11986.0;149983.0;45.4;32315.0;117668.0;144287.0;43.7;21645.0;-5956.0;122642.0;5696.0;17682.0;5.4;3313204.0
1118;Total male and female;Zuid-Holland (PV);1994;3313193.0;;42598.0;12.8;29937.0;9.0;12661.0;146510.0;44.1;26268.0;120242.0;148099.0;44.6;22689.0;-5883.0;125410.0;-1589.0;11871.0;3.6;3325064.0
1119;Total male and female;Zuid-Holland (PV);1995;3325064.0;1163.0;41013.0;12.3;30162.0;9.1;10851.0;147803.0;44.4;25617.0;122186.0;151190.0;45.4;22542.0;-6141.0;128648.0;-3387.0;7796.0;2.3;3332860.0
1120;Total male and female;Zuid-Holland (PV);1996;3332860.0;1166.0;40841.0;12.2;30330.0;9.1;10511.0;159224.0;47.7;29470.0;129754.0;159147.0;47.7;23935.0;-7110.0;135212.0;77.0;11835.0;3.6;3344695.0
1121;Total male and female;Zuid-Holland (PV);1997;3344695.0;1167.0;41642.0;12.4;30358.0;9.1;11284.0;161899.0;48.3;30202.0;131697.0;159279.0;47.5;23077.0;-6600.0;136202.0;2620.0;14352.0;4.3;3359047.0
1122;Total male and female;Zuid-Holland (PV);1998;3359047.0;1172.0;42761.0;12.7;30536.0;9.1;12225.0;179727.0;53.3;33405.0;146322.0;172352.0;51.2;23796.0;-8416.0;148556.0;7375.0;19723.0;5.9;3378770.0
1123;Total male and female;Zuid-Holland (PV);1999;3378770.0;1179.0;43050.0;12.7;31230.0;9.2;11820.0;168796.0;49.8;30557.0;138239.0;162362.0;47.9;20219.0;-5462.0;142143.0;6434.0;18974.0;5.6;3397744.0
1124;Total male and female;Zuid-Holland (PV);2000;3397744.0;1185.0;44022.0;12.9;31051.0;9.1;12971.0;169055.0;49.6;33957.0;135098.0;159476.0;46.8;19292.0;-4427.0;140184.0;9579.0;22956.0;6.8;3420700.0
1125;Total male and female;Zuid-Holland (PV);2001;3420700.0;1193.0;43416.0;12.7;30811.0;9.0;12605.0;170177.0;49.6;33060.0;137117.0;161385.0;47.0;19720.0;-4521.0;141665.0;8792.0;22523.0;6.6;3443223.0
1126;Total male and female;Zuid-Holland (PV);2002;3423780.0;1211.0;43195.0;12.6;30989.0;9.0;12206.0;169948.0;49.5;30367.0;139581.0;166699.0;48.6;22901.0;-7585.0;143798.0;3249.0;16202.0;4.7;3439982.0
1127;Total male and female;Zuid-Holland (PV);2003;3439982.0;1221.0;42563.0;12.4;30792.0;8.9;11771.0;164050.0;47.6;30059.0;133991.0;165481.0;48.0;27789.0;-10788.0;137692.0;-1431.0;11960.0;3.5;3451942.0
1128;Total male and female;Zuid-Holland (PV);2004;3451942.0;1225.0;42046.0;12.2;29658.0;8.6;12388.0;158759.0;45.9;26220.0;132539.0;166319.0;48.1;28616.0;-9015.0;137703.0;-7560.0;6439.0;1.9;3458381.0
1129;Total male and female;Zuid-Holland (PV);2005;3458381.0;1227.0;40691.0;11.8;29499.0;8.5;11192.0;161018.0;46.6;24696.0;136322.0;172940.0;50.0;31170.0;-9994.0;141770.0;-11922.0;494.0;0.1;3458875.0
1130;Total male and female;Zuid-Holland (PV);2006;3458875.0;1229.0;40354.0;11.7;29053.0;8.4;11301.0;164134.0;47.5;27533.0;136601.0;180733.0;52.3;38062.0;-14953.0;142671.0;-16599.0;-3778.0;-1.1;3455097.0
1131;Total male and female;Zuid-Holland (PV);2007;3455097.0;1228.0;39465.0;11.4;28998.0;8.4;10467.0;169673.0;49.1;31920.0;137753.0;175203.0;50.7;33362.0;-10139.0;141841.0;-5530.0;6338.0;1.8;3461435.0
1132;Total male and female;Zuid-Holland (PV);2008;3461435.0;1230.0;40983.0;11.8;28719.0;8.3;12264.0;177237.0;51.1;38743.0;138494.0;171050.0;49.3;29979.0;-7176.0;141071.0;6187.0;20123.0;5.8;3481558.0
1133;Total male and female;Zuid-Holland (PV);2009;3481558.0;1239.0;41087.0;11.8;28495.0;8.2;12592.0;170391.0;48.8;38989.0;131402.0;160132.0;45.8;29573.0;-7730.0;130559.0;10259.0;24053.0;6.9;3505611.0
1134;Total male and female;Zuid-Holland (PV);2010;3505611.0;1247.0;41387.0;11.8;28723.0;8.2;12664.0;172235.0;49.0;42268.0;129967.0;161975.0;46.1;33263.0;-8662.0;128712.0;10260.0;22713.0;6.5;3528324.0
1135;Total male and female;Zuid-Holland (PV);2011;3528324.0;1256.0;41408.0;11.7;28411.0;8.0;12997.0;173605.0;49.0;45749.0;127856.0;162611.0;45.9;35412.0;-6877.0;127199.0;10994.0;24073.0;6.8;3552397.0
1136;Total male and female;Zuid-Holland (PV);2012;3552407.0;1265.0;40814.0;11.5;29411.0;8.3;11403.0;173343.0;48.7;44295.0;129048.0;173291.0;48.7;44266.0;-13488.0;129025.0;52.0;11528.0;3.2;3563935.0
1137;Total male and female;Zuid-Holland (PV);2013;3563935.0;1270.0;39350.0;11.0;29248.0;8.2;10102.0;175092.0;49.0;45599.0;129493.0;172208.0;48.2;43901.0;-11557.0;128307.0;2884.0;13097.0;3.7;3577032.0
1138;Total male and female;Zuid-Holland (PV);2014;3577032.0;1275.0;40779.0;11.4;28731.0;8.0;12048.0;186013.0;51.8;48361.0;137652.0;175060.0;48.8;40918.0;-8138.0;134142.0;10953.0;22979.0;6.4;3600011.0
1139;Total male and female;Zuid-Holland (PV);2015;3600011.0;1283.0;39337.0;10.9;30286.0;8.4;9051.0;197513.0;54.7;50490.0;147023.0;184056.0;51.0;41586.0;-7573.0;142470.0;13457.0;22292.0;6.2;3622303.0
1140;Total male and female;Zuid-Holland (PV);2016;3622303.0;1287.0;40155.0;11.0;30744.0;8.5;9411.0;215352.0;59.2;52740.0;162612.0;196672.0;54.1;43049.0;-9025.0;153623.0;18680.0;27919.0;7.7;3650222.0
1141;Total male and female;Zuid-Holland (PV);2017;3650222.0;1297.0;39428.0;10.8;30873.0;8.4;8555.0;226617.0;61.8;56476.0;170141.0;204094.0;55.7;42544.0;-9022.0;161550.0;22523.0;30822.0;8.4;3681044.0
1142;Total male and female;Zuid-Holland (PV);2018;3681044.0;1311.0;39316.0;10.6;31532.0;8.5;7784.0;219782.0;59.5;58797.0;160985.0;199170.0;53.9;41151.0;-6643.0;158019.0;20612.0;28117.0;7.6;3709161.0
1143;Total male and female;Zuid-Holland (PV);2019;3673893.0;1361.0;39290.0;10.6;30871.0;8.4;8419.0;225369.0;61.1;65164.0;160205.0;198860.0;53.9;40468.0;-5244.0;158392.0;26509.0;34803.0;9.5;3708696.0
1144;Total male and female;Zuid-Holland (PV);2020;3708696.0;1374.0;38598.0;10.4;34734.0;9.3;3864.0;223529.0;60.1;53501.0;170028.0;209833.0;56.4;40433.0;-6912.0;169400.0;13696.0;17354.0;4.7;3726050.0
1145;Total male and female;Zuid-Holland (PV);2021;3726050.0;1380.0;40523.0;10.8;34288.0;9.2;6235.0;231507.0;61.9;59024.0;172483.0;209731.0;56.1;35462.0;-3937.0;174269.0;21776.0;27894.0;7.5;3753944.0
1146;Total male and female;Zuid-Holland (PV);2022;3753944.0;1391.0;37858.0;10.0;34220.0;9.1;3638.0;259332.0;68.6;89004.0;170328.0;211873.0;56.1;43584.0;-6319.0;168289.0;47459.0;50962.0;13.6;3804906.0
1147;Total male and female;Zuid-Holland (PV);2023;3804906.0;1410.0;37427.0;9.8;33760.0;8.8;3667.0;253221.0;66.2;73897.0;179324.0;221139.0;57.8;47726.0;-8209.0;173413.0;32082.0;35554.0;9.3;3840460.0
1148;Total male and female;Zeeland (PV);1942;256131.0;;5021.0;19.5;2767.0;10.8;2254.0;11099.0;43.2;;;11562.0;45.0;;;;-463.0;1791.0;7.0;257922.0
1149;Total male and female;Zeeland (PV);1943;257922.0;;5231.0;20.3;2575.0;10.0;2656.0;8836.0;34.4;;;12955.0;50.4;;;;-4119.0;-1463.0;-5.7;256459.0
1150;Total male and female;Zeeland (PV);1944;256459.0;;5140.0;21.2;4140.0;17.1;1000.0;17324.0;71.6;;;47187.0;195.0;;;;-29863.0;-28863.0;-112.5;227596.0
1151;Total male and female;Zeeland (PV);1945;227596.0;;5401.0;22.5;2998.0;12.5;2403.0;58080.0;242.0;;;35596.0;148.3;;;;22484.0;24887.0;109.3;252483.0
1152;Total male and female;Zeeland (PV);1946;252483.0;;6454.0;25.3;2545.0;10.0;3909.0;27454.0;107.5;;;25336.0;99.2;;;;2118.0;6027.0;23.9;258510.0
1153;Total male and female;Zeeland (PV);1947;258510.0;;6396.0;24.5;2485.0;9.5;3911.0;15504.0;59.5;;;15336.0;58.9;;;;168.0;4079.0;15.8;262589.0
1154;Total male and female;Zeeland (PV);1948;262589.0;;5836.0;22.1;2160.0;8.2;3676.0;12468.0;47.2;;;13186.0;49.9;;;;-718.0;3170.0;12.1;265759.0
1155;Total male and female;Zeeland (PV);1949;265759.0;;5532.0;20.7;2422.0;9.1;3110.0;13198.0;49.4;;;13458.0;50.4;;;;-260.0;2850.0;10.7;268609.0
1156;Total male and female;Zeeland (PV);1950;268609.0;;5485.0;20.3;2280.0;8.4;3205.0;13068.0;48.4;;;13213.0;48.9;;;;-145.0;3060.0;11.4;271669.0
1157;Total male and female;Zeeland (PV);1951;271669.0;;5561.0;20.4;2399.0;8.8;3162.0;13245.0;48.6;;;14386.0;52.8;;;;-1141.0;2021.0;7.4;273690.0
1158;Total male and female;Zeeland (PV);1952;273690.0;;5490.0;20.0;2279.0;8.3;3211.0;12079.0;44.0;;;13781.0;50.2;;;;-1702.0;1509.0;5.5;275199.0
1159;Total male and female;Zeeland (PV);1953;275199.0;;5510.0;20.1;3133.0;11.4;2377.0;11420.0;41.6;;;14720.0;53.6;;;;-3300.0;-955.0;-3.5;274244.0
1160;Total male and female;Zeeland (PV);1954;274244.0;;5648.0;20.6;2368.0;8.6;3280.0;13468.0;49.0;;;15438.0;56.2;;;;-1970.0;1125.0;4.1;275369.0
1161;Total male and female;Zeeland (PV);1955;275369.0;;5539.0;20.1;2408.0;8.7;3131.0;12141.0;44.0;;;14012.0;50.8;;;;-1871.0;1189.0;4.3;276558.0
1162;Total male and female;Zeeland (PV);1956;276558.0;;5454.0;19.7;2501.0;9.0;2953.0;13434.0;48.4;;;14528.0;52.4;;;;-1094.0;1871.0;6.8;278429.0
1163;Total male and female;Zeeland (PV);1957;278429.0;;5571.0;19.9;2435.0;8.7;3136.0;13330.0;47.7;;;14519.0;52.0;;;;-1189.0;1950.0;7.0;280379.0
1164;Total male and female;Zeeland (PV);1958;280379.0;;5471.0;19.4;2561.0;9.1;2910.0;13423.0;47.6;;;14949.0;53.0;;;;-1526.0;2977.0;10.6;283356.0
1165;Total male and female;Zeeland (PV);1959;283356.0;;5589.0;19.7;2563.0;9.0;3026.0;11848.0;41.8;;;14514.0;51.2;;;;-2666.0;365.0;1.3;283721.0
1166;Total male and female;Zeeland (PV);1960;283721.0;;5392.0;19.0;2568.0;9.0;2824.0;12483.0;44.0;642.0;11841.0;15163.0;53.4;837.0;;14326.0;-2680.0;193.0;0.7;283914.0
1167;Total male and female;Zeeland (PV);1961;283914.0;;5316.0;18.7;2495.0;8.8;2821.0;12352.0;43.5;670.0;11682.0;14629.0;51.5;714.0;;13915.0;-2277.0;657.0;2.3;284571.0
1168;Total male and female;Zeeland (PV);1962;284571.0;;5119.0;18.0;2719.0;9.5;2400.0;12135.0;42.6;1013.0;11122.0;13658.0;47.9;701.0;;12957.0;-1523.0;877.0;3.1;285448.0
1169;Total male and female;Zeeland (PV);1963;285448.0;;5537.0;19.3;2665.0;9.3;2872.0;12586.0;43.9;715.0;11871.0;13548.0;47.3;760.0;;12788.0;-962.0;2069.0;7.2;287517.0
1170;Total male and female;Zeeland (PV);1964;287517.0;;5521.0;19.1;2656.0;9.2;2865.0;13690.0;47.4;723.0;12967.0;13902.0;48.1;752.0;;13150.0;-212.0;2661.0;9.3;290178.0
1171;Total male and female;Zeeland (PV);1965;290178.0;;5324.0;18.3;2786.0;9.6;2538.0;14536.0;49.9;815.0;13721.0;14979.0;51.4;908.0;;14071.0;-443.0;2089.0;7.2;292267.0
1172;Total male and female;Zeeland (PV);1966;292267.0;;5305.0;18.1;2841.0;9.7;2464.0;15590.0;53.1;1012.0;14578.0;14943.0;50.9;842.0;;14101.0;647.0;3107.0;10.6;295374.0
1173;Total male and female;Zeeland (PV);1967;295374.0;;5361.0;18.1;2825.0;9.5;2536.0;15438.0;52.0;1024.0;14414.0;14904.0;50.2;969.0;;13935.0;534.0;3083.0;10.4;298457.0
1174;Total male and female;Zeeland (PV);1968;298457.0;;5490.0;18.3;2913.0;9.7;2577.0;17073.0;56.9;1153.0;15920.0;16266.0;54.2;991.0;;15275.0;807.0;3376.0;11.3;301833.0
1175;Total male and female;Zeeland (PV);1969;301833.0;;5890.0;19.4;2933.0;9.7;2957.0;16790.0;55.3;1091.0;15699.0;15844.0;52.2;1078.0;;14766.0;946.0;3921.0;13.0;305754.0
1176;Total male and female;Zeeland (PV);1970;305754.0;;5530.0;18.0;3001.0;9.7;2529.0;16495.0;53.5;1705.0;14790.0;14454.0;46.9;1050.0;;13404.0;2041.0;4564.0;14.9;310318.0
1177;Total male and female;Zeeland (PV);1971;310318.0;;5528.0;17.6;3000.0;9.6;2528.0;18669.0;59.6;2069.0;16600.0;15551.0;49.6;1236.0;;14315.0;3118.0;5806.0;18.7;316124.0
1178;Total male and female;Zeeland (PV);1972;316124.0;;5092.0;16.0;3176.0;10.0;1916.0;17485.0;55.0;1533.0;15952.0;16109.0;50.7;1629.0;;14480.0;1376.0;3268.0;10.3;319392.0
1179;Total male and female;Zeeland (PV);1973;319392.0;;4870.0;15.2;3049.0;9.5;1821.0;17989.0;56.0;1747.0;16242.0;16283.0;50.7;1509.0;;14774.0;1706.0;3499.0;11.0;322891.0
1180;Total male and female;Zeeland (PV);1974;322891.0;;4526.0;13.9;3003.0;9.2;1523.0;18832.0;58.0;1691.0;17141.0;16633.0;51.2;1486.0;;15147.0;2199.0;3713.0;11.5;326604.0
1181;Total male and female;Zeeland (PV);1975;326604.0;;4344.0;13.2;3268.0;9.9;1076.0;20457.0;62.1;2785.0;17672.0;15832.0;48.1;1177.0;;14655.0;4625.0;5682.0;17.4;332286.0
1182;Total male and female;Zeeland (PV);1976;332286.0;;4363.0;13.1;3233.0;9.7;1130.0;19239.0;57.6;1917.0;17322.0;16999.0;50.9;1432.0;;15567.0;2240.0;3338.0;10.0;335624.0
1183;Total male and female;Zeeland (PV);1977;335624.0;;4238.0;12.5;3051.0;9.0;1187.0;19311.0;57.2;1853.0;17458.0;16063.0;47.5;1385.0;-45.0;14678.0;3248.0;4447.0;13.2;340071.0
1184;Total male and female;Zeeland (PV);1978;340071.0;;4375.0;12.8;3178.0;9.3;1197.0;18557.0;54.2;1803.0;16754.0;15450.0;45.1;1365.0;-40.0;14085.0;3107.0;4317.0;12.7;344388.0
1185;Total male and female;Zeeland (PV);1979;344388.0;;4318.0;12.5;3185.0;9.2;1133.0;17354.0;50.1;2146.0;15208.0;14608.0;42.2;1343.0;-22.0;13265.0;2746.0;3880.0;11.3;348268.0
1186;Total male and female;Zeeland (PV);1980;348268.0;;4654.0;13.3;3217.0;9.2;1437.0;16479.0;47.1;2162.0;14317.0;14552.0;41.6;1479.0;-35.0;13073.0;1927.0;3394.0;9.7;351662.0
1187;Total male and female;Zeeland (PV);1981;351662.0;;4521.0;12.8;3380.0;9.6;1141.0;15081.0;42.8;1713.0;13368.0;14188.0;40.2;1564.0;-45.0;12624.0;893.0;2035.0;5.8;353697.0
1188;Total male and female;Zeeland (PV);1982;353697.0;;4572.0;12.9;3214.0;9.1;1358.0;14791.0;41.7;1452.0;13339.0;15014.0;42.4;1599.0;-42.0;13415.0;-223.0;1166.0;3.3;354863.0
1189;Total male and female;Zeeland (PV);1983;354863.0;;4302.0;12.1;3361.0;9.5;941.0;14208.0;40.0;1438.0;12770.0;14508.0;40.8;1488.0;-45.0;13020.0;-300.0;651.0;1.8;355514.0
1190;Total male and female;Zeeland (PV);1984;355514.0;;4373.0;12.3;3302.0;9.3;1071.0;13758.0;38.7;1285.0;12473.0;14943.0;42.0;1278.0;-35.0;13665.0;-1185.0;-111.0;-0.3;355403.0
1191;Total male and female;Zeeland (PV);1985;355403.0;;4390.0;12.3;3300.0;9.3;1090.0;14392.0;40.5;1550.0;12842.0;15119.0;42.5;1177.0;-35.0;13942.0;-727.0;372.0;1.0;355775.0
1192;Total male and female;Zeeland (PV);1986;355781.0;;4505.0;12.7;3598.0;10.1;907.0;15042.0;42.3;1601.0;13441.0;16298.0;45.8;1389.0;-41.0;14909.0;-1256.0;-347.0;-1.0;355434.0
1193;Total male and female;Zeeland (PV);1987;355434.0;;4278.0;12.0;3279.0;9.2;999.0;15554.0;43.8;1663.0;13891.0;16513.0;46.5;1239.0;-39.0;15274.0;-959.0;67.0;0.2;355501.0
1194;Total male and female;Zeeland (PV);1988;355501.0;;4209.0;11.8;3388.0;9.5;821.0;15755.0;44.3;1919.0;13836.0;16496.0;46.4;1475.0;-114.0;15021.0;-741.0;84.0;0.2;355585.0
1195;Total male and female;Zeeland (PV);1989;355585.0;;4240.0;11.9;3580.0;10.1;660.0;15658.0;44.0;1910.0;13748.0;15969.0;44.9;1570.0;-158.0;14399.0;-311.0;349.0;1.0;355934.0
1196;Total male and female;Zeeland (PV);1990;355947.0;;4504.0;12.6;3351.0;9.4;1153.0;16029.0;44.9;2150.0;13879.0;15667.0;43.9;1600.0;-198.0;14067.0;362.0;1507.0;4.2;357454.0
1197;Total male and female;Zeeland (PV);1991;357454.0;;4502.0;12.6;3392.0;9.5;1110.0;15877.0;44.3;2397.0;13480.0;15236.0;42.5;1480.0;-190.0;13756.0;641.0;1751.0;4.9;359205.0
1198;Total male and female;Zeeland (PV);1992;359205.0;;4554.0;12.6;3497.0;9.7;1057.0;16019.0;44.5;2477.0;13542.0;15094.0;41.9;1541.0;-138.0;13553.0;925.0;1990.0;5.5;361195.0
1199;Total male and female;Zeeland (PV);1993;361195.0;;4377.0;12.1;3622.0;10.0;755.0;18070.0;49.8;3388.0;14682.0;16150.0;44.5;1537.0;-240.0;14613.0;1920.0;2675.0;7.4;363870.0
1200;Total male and female;Zeeland (PV);1994;363867.0;;4515.0;12.4;3533.0;9.7;982.0;17376.0;47.6;2395.0;14981.0;16513.0;45.3;1505.0;-149.0;15008.0;863.0;1979.0;5.4;365846.0
1201;Total male and female;Zeeland (PV);1995;365846.0;204.0;4353.0;11.9;3544.0;9.7;809.0;17324.0;47.3;2279.0;15045.0;16621.0;45.3;1612.0;-200.0;15009.0;703.0;1508.0;4.1;367354.0
1202;Total male and female;Zeeland (PV);1996;367354.0;205.0;4396.0;11.9;3656.0;9.9;740.0;17297.0;47.0;2610.0;14687.0;17053.0;46.4;1783.0;-313.0;15270.0;244.0;1072.0;2.9;368426.0
1203;Total male and female;Zeeland (PV);1997;368426.0;206.0;4365.0;11.8;3547.0;9.6;818.0;16814.0;45.5;2593.0;14221.0;16133.0;43.7;1510.0;-245.0;14623.0;681.0;1523.0;4.1;369949.0
1204;Total male and female;Zeeland (PV);1998;369949.0;207.0;4429.0;12.0;3708.0;10.0;721.0;16636.0;44.9;2776.0;13860.0;16720.0;45.2;1601.0;-201.0;15119.0;-84.0;622.0;1.7;370571.0
1205;Total male and female;Zeeland (PV);1999;370571.0;207.0;4320.0;11.6;3687.0;9.9;633.0;16791.0;45.2;2614.0;14177.0;16202.0;43.6;1660.0;-307.0;14542.0;589.0;1295.0;3.5;371866.0
1206;Total male and female;Zeeland (PV);2000;371866.0;206.0;4489.0;12.0;3712.0;9.9;777.0;17337.0;46.4;3242.0;14095.0;15106.0;40.5;1440.0;-179.0;13666.0;2231.0;3054.0;8.2;374920.0
1207;Total male and female;Zeeland (PV);2001;374920.0;208.0;4320.0;11.5;3787.0;10.1;533.0;16204.0;43.1;2570.0;13634.0;14606.0;38.8;1520.0;-287.0;13086.0;1598.0;2315.0;6.2;377235.0
1208;Total male and female;Zeeland (PV);2002;377235.0;209.0;4245.0;11.2;3902.0;10.3;343.0;16402.0;43.4;2522.0;13880.0;15787.0;41.8;1852.0;-508.0;13935.0;615.0;1113.0;3.0;378348.0
