ID;Sex;Regions;Periods;PopulationOn1January_1;PopulationDensity_2;LiveBornChildren_3;LiveBornChildrenRatio_4;Deaths_5;DeathsRatio_6;NaturalIncrease_7;TotalArrivals_8;TotalArrivalsRatio_9;DueToImmigration_10;DueToIntermunicipalMoves_11;TotalDeparturesIncludingAdministra_12;TotalDeparturesIncludingAdmRatio_13;DueToEmigrationIncludingAdministr_14;NetAdministrativeCorrections_15;DueToIntermunicipalMoves_16;NetMigrationIncludingAdministrative_17;PopulationGrowth_18;PopulationGrowthRatio_19;PopulationOn31December_20
3421;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2001;386406.0;1605.0;4857.0;12.6;3190.0;8.2;1667.0;18861.0;48.7;3600.0;15261.0;19533.0;50.5;2199.0;-419.0;17334.0;-672.0;1148.0;3.0;387554.0
3422;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2002;387554.0;1609.0;4881.0;12.6;3306.0;8.5;1575.0;18544.0;47.8;3228.0;15316.0;19927.0;51.4;2455.0;-663.0;17472.0;-1383.0;209.0;0.5;387763.0
3423;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2003;387763.0;1615.0;4698.0;12.1;3111.0;8.0;1587.0;18638.0;48.0;3071.0;15567.0;19245.0;49.6;2749.0;-910.0;16496.0;-607.0;1188.0;3.1;388951.0
3424;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2004;388951.0;1620.0;4606.0;11.8;3118.0;8.0;1488.0;18290.0;47.0;2727.0;15563.0;19638.0;50.5;3012.0;-1093.0;16626.0;-1348.0;252.0;0.6;389203.0
3425;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2005;389203.0;1620.0;4341.0;11.1;3054.0;7.8;1287.0;19458.0;50.0;2927.0;16531.0;20654.0;53.0;2906.0;-754.0;17748.0;-1196.0;295.0;0.8;389498.0
3426;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2006;389498.0;1622.0;4313.0;11.1;3060.0;7.9;1253.0;19660.0;50.5;3330.0;16330.0;20642.0;53.0;3255.0;-875.0;17387.0;-982.0;190.0;0.5;389688.0
3427;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2007;389688.0;1622.0;4085.0;10.5;3091.0;7.9;994.0;20962.0;53.7;3588.0;17374.0;21181.0;54.3;3063.0;-771.0;18118.0;-219.0;850.0;2.2;390538.0
3428;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2008;390538.0;1626.0;4275.0;10.9;3036.0;7.8;1239.0;21067.0;53.8;4007.0;17060.0;20932.0;53.5;3160.0;-694.0;17772.0;135.0;1448.0;3.7;391986.0
3429;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2009;402770.0;1457.0;4355.0;10.8;3198.0;7.9;1157.0;20939.0;51.9;4042.0;16897.0;20177.0;50.0;3474.0;-1092.0;16703.0;762.0;1966.0;4.9;404736.0
3430;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2010;404736.0;1464.0;4406.0;10.9;3199.0;7.9;1207.0;20827.0;51.3;4405.0;16422.0;19519.0;48.1;3360.0;-728.0;16159.0;1308.0;2501.0;6.2;407237.0
3431;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2011;407237.0;1474.0;4452.0;10.9;3163.0;7.7;1289.0;21361.0;52.3;4282.0;17079.0;20766.0;50.9;3999.0;-674.0;16767.0;595.0;1882.0;4.6;409119.0
3432;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2012;409129.0;1480.0;4191.0;10.2;3268.0;8.0;923.0;21825.0;53.2;4268.0;17557.0;20541.0;50.1;3872.0;-732.0;16669.0;1284.0;2222.0;5.4;411351.0
3433;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2013;411351.0;1489.0;4072.0;9.9;3347.0;8.1;725.0;21765.0;52.8;4474.0;17291.0;20735.0;50.3;3764.0;-503.0;16971.0;1030.0;1750.0;4.3;413101.0
3434;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2014;413101.0;1495.0;4174.0;10.1;3402.0;8.2;772.0;23197.0;56.0;4473.0;18724.0;21967.0;53.0;4060.0;-709.0;17907.0;1230.0;2005.0;4.9;415106.0
3435;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2015;415106.0;1502.0;3941.0;9.5;3383.0;8.1;558.0;26212.0;62.9;5917.0;20295.0;23836.0;57.2;4048.0;-551.0;19788.0;2376.0;2917.0;7.0;418023.0
3436;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2016;418023.0;1512.0;4054.0;9.7;3422.0;8.2;632.0;28470.0;67.8;5541.0;22929.0;25814.0;61.5;4639.0;-900.0;21175.0;2656.0;3273.0;7.8;421296.0
3437;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2017;421296.0;1524.0;4092.0;9.7;3479.0;8.2;613.0;28890.0;68.3;5857.0;23033.0;26131.0;61.8;5061.0;-1154.0;21070.0;2759.0;3361.0;8.0;424657.0
3438;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2018;424657.0;1536.0;4079.0;9.6;3734.0;8.8;345.0;26823.0;63.0;5930.0;20893.0;24615.0;57.8;4494.0;-673.0;20121.0;2208.0;2560.0;6.0;427217.0
3439;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2019;427217.0;1545.0;4100.0;9.6;3588.0;8.4;512.0;27145.0;63.3;6298.0;20847.0;24507.0;57.2;4221.0;-449.0;20286.0;2638.0;3141.0;7.4;430358.0
3440;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2020;430358.0;1557.0;3996.0;9.3;3905.0;9.1;91.0;27240.0;63.2;4703.0;22537.0;26092.0;60.5;4259.0;-864.0;21833.0;1148.0;1237.0;2.9;431595.0
3441;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2021;431595.0;1561.0;4247.0;9.8;3933.0;9.1;314.0;27369.0;63.2;5289.0;22080.0;24751.0;57.2;3458.0;-322.0;21293.0;2618.0;2932.0;6.8;434527.0
3442;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2022;434527.0;1574.0;3937.0;9.0;3946.0;9.0;-9.0;31368.0;71.7;9030.0;22338.0;25577.0;58.5;4409.0;-418.0;21168.0;5791.0;5785.0;13.3;440312.0
3443;Total male and female;Agglomeratie Leiden en Bollenstreek (CR);2023;440312.0;1595.0;3994.0;9.0;3999.0;9.0;-5.0;32618.0;73.6;7307.0;25311.0;27164.0;61.3;4707.0;-557.0;22457.0;5454.0;5444.0;12.4;445756.0
3444;Total male and female;Agglomeratie 's-Gravenhage (CR);1942;;;;;;;;;;;;;;;;;;;;
3445;Total male and female;Agglomeratie 's-Gravenhage (CR);1943;;;;;;;;;;;;;;;;;;;;
3446;Total male and female;Agglomeratie 's-Gravenhage (CR);1944;;;;;;;;;;;;;;;;;;;;
3447;Total male and female;Agglomeratie 's-Gravenhage (CR);1945;;;;;;;;;;;;;;;;;;;;
3448;Total male and female;Agglomeratie 's-Gravenhage (CR);1946;;;;;;;;;;;;;;;;;;;;
3449;Total male and female;Agglomeratie 's-Gravenhage (CR);1947;;;;;;;;;;;;;;;;;;;;
3450;Total male and female;Agglomeratie 's-Gravenhage (CR);1948;;;;;;;;;;;;;;;;;;;;
3451;Total male and female;Agglomeratie 's-Gravenhage (CR);1949;;;;;;;;;;;;;;;;;;;;
3452;Total male and female;Agglomeratie 's-Gravenhage (CR);1950;;;;;;;;;;;;;;;;;;;;
3453;Total male and female;Agglomeratie 's-Gravenhage (CR);1951;;;;;;;;;;;;;;;;;;;;
3454;Total male and female;Agglomeratie 's-Gravenhage (CR);1952;;;;;;;;;;;;;;;;;;;;
3455;Total male and female;Agglomeratie 's-Gravenhage (CR);1953;;;;;;;;;;;;;;;;;;;;
3456;Total male and female;Agglomeratie 's-Gravenhage (CR);1954;;;;;;;;;;;;;;;;;;;;
3457;Total male and female;Agglomeratie 's-Gravenhage (CR);1955;;;;;;;;;;;;;;;;;;;;
3458;Total male and female;Agglomeratie 's-Gravenhage (CR);1956;;;;;;;;;;;;;;;;;;;;
3459;Total male and female;Agglomeratie 's-Gravenhage (CR);1957;;;;;;;;;;;;;;;;;;;;
3460;Total male and female;Agglomeratie 's-Gravenhage (CR);1958;;;;;;;;;;;;;;;;;;;;
3461;Total male and female;Agglomeratie 's-Gravenhage (CR);1959;;;;;;;;;;;;;;;;;;;;
3462;Total male and female;Agglomeratie 's-Gravenhage (CR);1960;;;;;;;;;;;;;;;;;;;;
3463;Total male and female;Agglomeratie 's-Gravenhage (CR);1961;;;;;;;;;;;;;;;;;;;;
3464;Total male and female;Agglomeratie 's-Gravenhage (CR);1962;;;;;;;;;;;;;;;;;;;;
3465;Total male and female;Agglomeratie 's-Gravenhage (CR);1963;;;;;;;;;;;;;;;;;;;;
3466;Total male and female;Agglomeratie 's-Gravenhage (CR);1964;;;;;;;;;;;;;;;;;;;;
3467;Total male and female;Agglomeratie 's-Gravenhage (CR);1965;;;;;;;;;;;;;;;;;;;;
3468;Total male and female;Agglomeratie 's-Gravenhage (CR);1966;;;;;;;;;;;;;;;;;;;;
3469;Total male and female;Agglomeratie 's-Gravenhage (CR);1967;;;;;;;;;;;;;;;;;;;;
3470;Total male and female;Agglomeratie 's-Gravenhage (CR);1968;;;;;;;;;;;;;;;;;;;;
3471;Total male and female;Agglomeratie 's-Gravenhage (CR);1969;;;;;;;;;;;;;;;;;;;;
3472;Total male and female;Agglomeratie 's-Gravenhage (CR);1970;724234.0;;9546.0;13.3;7734.0;10.7;1812.0;34755.0;48.3;7755.0;27000.0;45157.0;62.7;5781.0;;39376.0;-10402.0;-8648.0;-11.9;715586.0
3473;Total male and female;Agglomeratie 's-Gravenhage (CR);1971;715586.0;;9019.0;12.7;7755.0;10.9;1264.0;36283.0;51.0;8541.0;27742.0;46045.0;64.7;6493.0;;39552.0;-9762.0;-8459.0;-11.8;707127.0
3474;Total male and female;Agglomeratie 's-Gravenhage (CR);1972;707127.0;;8150.0;11.6;7804.0;11.1;346.0;37997.0;54.0;7742.0;30255.0;46143.0;65.6;5698.0;;40445.0;-8146.0;-7880.0;-11.1;699247.0
3475;Total male and female;Agglomeratie 's-Gravenhage (CR);1973;699247.0;;7402.0;10.7;7493.0;10.8;-91.0;38032.0;54.7;8506.0;29526.0;46945.0;67.6;5523.0;;41422.0;-8913.0;-9074.0;-13.0;690173.0
3476;Total male and female;Agglomeratie 's-Gravenhage (CR);1974;690173.0;;6937.0;10.1;7268.0;10.6;-331.0;41575.0;60.5;11225.0;30350.0;46610.0;67.8;5286.0;;41324.0;-5035.0;-5381.0;-7.8;684792.0
3477;Total male and female;Agglomeratie 's-Gravenhage (CR);1975;684792.0;;6754.0;9.8;7637.0;11.1;-883.0;48338.0;70.4;17675.0;30663.0;43556.0;63.4;5198.0;;38358.0;4782.0;3799.0;5.5;688591.0
3478;Total male and female;Agglomeratie 's-Gravenhage (CR);1976;688591.0;;6809.0;9.9;7450.0;10.9;-641.0;36969.0;53.9;8313.0;28656.0;40927.0;59.6;5813.0;;35114.0;-3958.0;-4748.0;-6.9;683843.0
3479;Total male and female;Agglomeratie 's-Gravenhage (CR);1977;683843.0;;6773.0;9.9;7235.0;10.6;-462.0;34210.0;50.2;8572.0;25638.0;37837.0;55.5;5884.0;-149.0;31953.0;-3627.0;-3982.0;-5.8;679861.0
3480;Total male and female;Agglomeratie 's-Gravenhage (CR);1978;679861.0;;7104.0;10.5;7273.0;10.7;-169.0;36140.0;53.2;9117.0;27023.0;37902.0;55.8;6096.0;96.0;31806.0;-1762.0;-1898.0;-2.8;677963.0
3481;Total male and female;Agglomeratie 's-Gravenhage (CR);1979;677963.0;;7230.0;10.6;7129.0;10.5;101.0;37982.0;55.9;12248.0;25734.0;35026.0;51.5;6018.0;28.0;29008.0;2956.0;3082.0;4.5;681045.0
3482;Total male and female;Agglomeratie 's-Gravenhage (CR);1980;681045.0;;7624.0;11.2;7317.0;10.7;307.0;38440.0;56.3;12292.0;26148.0;35764.0;52.4;6163.0;-302.0;29601.0;2676.0;2985.0;4.4;684030.0
3483;Total male and female;Agglomeratie 's-Gravenhage (CR);1981;684030.0;;7793.0;11.4;7222.0;10.6;571.0;33806.0;49.4;7995.0;25811.0;33994.0;49.7;6033.0;-204.0;27961.0;-188.0;409.0;0.6;684439.0
3484;Total male and female;Agglomeratie 's-Gravenhage (CR);1982;684439.0;;7426.0;10.9;7234.0;10.6;192.0;32970.0;48.3;7379.0;25591.0;36491.0;53.4;7764.0;-554.0;28727.0;-3521.0;-3371.0;-4.9;681068.0
3485;Total male and female;Agglomeratie 's-Gravenhage (CR);1983;681068.0;;7489.0;11.0;7224.0;10.6;265.0;32710.0;48.1;7249.0;25461.0;35409.0;52.1;6367.0;-768.0;29042.0;-2699.0;-2416.0;-3.5;678652.0
3486;Total male and female;Agglomeratie 's-Gravenhage (CR);1984;678652.0;;7595.0;11.2;7108.0;10.5;487.0;32234.0;47.5;7188.0;25046.0;33060.0;48.7;5027.0;-60.0;28033.0;-826.0;-316.0;-0.5;678336.0
3487;Total male and female;Agglomeratie 's-Gravenhage (CR);1985;678336.0;;7798.0;11.5;7392.0;10.9;406.0;35333.0;52.0;9996.0;25337.0;32973.0;48.5;5064.0;-318.0;27909.0;2360.0;2760.0;4.1;681096.0
3488;Total male and female;Agglomeratie 's-Gravenhage (CR);1986;681096.0;;8023.0;11.7;7532.0;11.0;491.0;36584.0;53.6;9927.0;26657.0;33339.0;48.8;5089.0;-86.0;28250.0;3245.0;3736.0;5.5;684832.0
3489;Total male and female;Agglomeratie 's-Gravenhage (CR);1987;684832.0;;8249.0;12.0;7331.0;10.7;918.0;37216.0;54.3;10991.0;26225.0;35834.0;52.2;7773.0;-2200.0;28061.0;1382.0;2300.0;3.4;687132.0
3490;Total male and female;Agglomeratie 's-Gravenhage (CR);1988;687132.0;;8198.0;11.9;7337.0;10.7;861.0;37838.0;54.9;10764.0;27074.0;35481.0;51.5;6504.0;-1396.0;28977.0;2357.0;3218.0;4.7;690350.0
3491;Total male and female;Agglomeratie 's-Gravenhage (CR);1989;690350.0;;8421.0;12.2;7772.0;11.2;649.0;37897.0;54.8;10228.0;27669.0;37006.0;53.5;7226.0;-1801.0;29780.0;891.0;1540.0;2.2;691890.0
3492;Total male and female;Agglomeratie 's-Gravenhage (CR);1990;691872.0;;8870.0;12.8;7724.0;11.1;1146.0;39502.0;56.9;14101.0;25401.0;34936.0;50.3;7274.0;-2404.0;27662.0;4566.0;5735.0;8.3;697607.0
3493;Total male and female;Agglomeratie 's-Gravenhage (CR);1991;697591.0;;8905.0;12.7;7741.0;11.1;1164.0;38779.0;55.5;13644.0;25135.0;37323.0;53.4;9721.0;-4487.0;27602.0;1456.0;2620.0;3.8;700211.0
3494;Total male and female;Agglomeratie 's-Gravenhage (CR);1992;700212.0;;8621.0;12.3;7661.0;10.9;960.0;38929.0;55.5;12385.0;26544.0;38084.0;54.3;8742.0;-3449.0;29342.0;845.0;1805.0;2.6;702017.0
3495;Total male and female;Agglomeratie 's-Gravenhage (CR);1993;702017.0;;8506.0;12.1;8120.0;11.6;386.0;38012.0;54.1;11896.0;26116.0;38178.0;54.4;9081.0;-3993.0;29097.0;-166.0;220.0;0.3;702237.0
3496;Total male and female;Agglomeratie 's-Gravenhage (CR);1994;703393.0;;8464.0;12.0;7828.0;11.1;636.0;37135.0;52.8;9907.0;27228.0;39071.0;55.6;9489.0;-3962.0;29582.0;-1936.0;-677.0;-1.0;702716.0
3497;Total male and female;Agglomeratie 's-Gravenhage (CR);1995;702716.0;3136.0;8049.0;11.4;7821.0;11.1;228.0;36478.0;51.9;9286.0;27192.0;35794.0;50.9;6082.0;-940.0;29712.0;684.0;927.0;1.3;703643.0
3498;Total male and female;Agglomeratie 's-Gravenhage (CR);1996;703643.0;3140.0;7935.0;11.3;7649.0;10.9;286.0;41412.0;58.8;11014.0;30398.0;40148.0;57.0;8305.0;-2715.0;31843.0;1264.0;2185.0;3.1;705828.0
3499;Total male and female;Agglomeratie 's-Gravenhage (CR);1997;705828.0;3152.0;8249.0;11.7;7571.0;10.7;678.0;42503.0;60.1;11448.0;31055.0;40295.0;57.0;8716.0;-2879.0;31579.0;2208.0;3231.0;4.6;709059.0
3500;Total male and female;Agglomeratie 's-Gravenhage (CR);1998;709059.0;3167.0;8631.0;12.2;7523.0;10.6;1108.0;46495.0;65.5;11640.0;34855.0;45696.0;64.3;10862.0;-5315.0;34834.0;799.0;2129.0;3.0;711188.0
3501;Total male and female;Agglomeratie 's-Gravenhage (CR);1999;711188.0;3176.0;8509.0;11.9;7768.0;10.9;741.0;43086.0;60.4;9902.0;33184.0;39998.0;56.1;7493.0;-2366.0;32505.0;3088.0;4112.0;5.8;715300.0
3502;Total male and female;Agglomeratie 's-Gravenhage (CR);2000;715300.0;3196.0;8997.0;12.5;7602.0;10.6;1395.0;44306.0;61.6;11002.0;33304.0;38787.0;54.0;5212.0;-148.0;33575.0;5519.0;7087.0;9.9;722387.0
3503;Total male and female;Agglomeratie 's-Gravenhage (CR);2001;722387.0;3228.0;8941.0;12.3;7648.0;10.5;1293.0;44567.0;61.5;10058.0;34509.0;40836.0;56.3;7062.0;-1762.0;33774.0;3731.0;5281.0;7.3;727668.0
3504;Total male and female;Agglomeratie 's-Gravenhage (CR);2002;752038.0;2948.0;9518.0;12.6;7735.0;10.2;1783.0;47701.0;63.1;10498.0;37203.0;41784.0;55.3;7616.0;-2363.0;34168.0;5917.0;7740.0;10.3;759778.0
3505;Total male and female;Agglomeratie 's-Gravenhage (CR);2003;759778.0;3004.0;9433.0;12.3;7561.0;9.9;1872.0;46260.0;60.6;10828.0;35432.0;40351.0;52.8;7786.0;-1949.0;32565.0;5909.0;8224.0;10.8;768002.0
3506;Total male and female;Agglomeratie 's-Gravenhage (CR);2004;768002.0;3036.0;9713.0;12.6;7286.0;9.4;2427.0;43789.0;56.8;9752.0;34037.0;40182.0;52.1;8140.0;-1710.0;32042.0;3607.0;6497.0;8.5;774499.0
3507;Total male and female;Agglomeratie 's-Gravenhage (CR);2005;774499.0;3062.0;9755.0;12.5;7146.0;9.2;2609.0;44830.0;57.7;9460.0;35370.0;42031.0;54.1;8484.0;-1407.0;33547.0;2799.0;5687.0;7.3;780186.0
3508;Total male and female;Agglomeratie 's-Gravenhage (CR);2006;780186.0;3089.0;9702.0;12.4;6943.0;8.9;2759.0;44749.0;57.4;10781.0;33968.0;47747.0;61.2;13818.0;-5764.0;33929.0;-2998.0;21.0;0.0;780207.0
3509;Total male and female;Agglomeratie 's-Gravenhage (CR);2007;780207.0;3089.0;9608.0;12.3;6834.0;8.7;2774.0;47376.0;60.6;12681.0;34695.0;46209.0;59.1;12099.0;-3180.0;34110.0;1167.0;4198.0;5.4;784405.0
3510;Total male and female;Agglomeratie 's-Gravenhage (CR);2008;784405.0;3106.0;9925.0;12.6;6961.0;8.8;2964.0;50938.0;64.5;15372.0;35566.0;44721.0;56.7;9923.0;-1682.0;34798.0;6217.0;9604.0;12.2;794009.0
3511;Total male and female;Agglomeratie 's-Gravenhage (CR);2009;794009.0;3156.0;10102.0;12.7;6584.0;8.2;3518.0;48495.0;60.7;14865.0;33630.0;43337.0;54.3;11271.0;-3137.0;32066.0;5158.0;8737.0;11.0;802746.0
3512;Total male and female;Agglomeratie 's-Gravenhage (CR);2010;802746.0;3191.0;10289.0;12.8;6797.0;8.4;3492.0;49180.0;61.0;15330.0;33850.0;44526.0;55.2;12703.0;-3475.0;31823.0;4654.0;8103.0;10.1;810849.0
3513;Total male and female;Agglomeratie 's-Gravenhage (CR);2011;810849.0;3224.0;10489.0;12.9;6644.0;8.1;3845.0;47205.0;57.9;15874.0;31331.0;42246.0;51.8;11784.0;-1886.0;30462.0;4959.0;8797.0;10.8;819646.0
3514;Total male and female;Agglomeratie 's-Gravenhage (CR);2012;819646.0;3259.0;10336.0;12.6;6845.0;8.3;3491.0;47323.0;57.5;15839.0;31484.0;45470.0;55.3;14412.0;-3620.0;31058.0;1853.0;5372.0;6.6;825018.0
3515;Total male and female;Agglomeratie 's-Gravenhage (CR);2013;825018.0;3281.0;9919.0;12.0;6561.0;7.9;3358.0;49166.0;59.4;16955.0;32211.0;47351.0;57.2;16519.0;-5221.0;30832.0;1815.0;5219.0;6.3;830237.0
3516;Total male and female;Agglomeratie 's-Gravenhage (CR);2014;830237.0;3302.0;10329.0;12.4;6730.0;8.1;3599.0;51726.0;62.0;17775.0;33951.0;47388.0;56.8;13919.0;-2873.0;33469.0;4338.0;7778.0;9.4;838015.0
3517;Total male and female;Agglomeratie 's-Gravenhage (CR);2015;838015.0;3333.0;10145.0;12.1;7004.0;8.3;3141.0;53519.0;63.6;17502.0;36017.0;49014.0;58.2;13559.0;-1891.0;35455.0;4505.0;7410.0;8.8;845425.0
3518;Total male and female;Agglomeratie 's-Gravenhage (CR);2016;845425.0;3350.0;10256.0;12.1;7134.0;8.4;3122.0;58108.0;68.4;18815.0;39293.0;52533.0;61.8;14718.0;-3113.0;37815.0;5575.0;8562.0;10.1;853987.0
3519;Total male and female;Agglomeratie 's-Gravenhage (CR);2017;853987.0;3384.0;9943.0;11.6;6916.0;8.1;3027.0;60175.0;70.0;20445.0;39730.0;52933.0;61.6;13491.0;-2045.0;39442.0;7242.0;10142.0;11.9;864129.0
3520;Total male and female;Agglomeratie 's-Gravenhage (CR);2018;864129.0;3435.0;9896.0;11.4;7060.0;8.1;2836.0;58578.0;67.5;21005.0;37573.0;52981.0;61.0;14171.0;-2585.0;38810.0;5597.0;8082.0;9.4;872211.0
3521;Total male and female;Agglomeratie 's-Gravenhage (CR);2019;872211.0;3467.0;9860.0;11.2;6997.0;8.0;2863.0;62261.0;70.9;23625.0;38636.0;53554.0;61.0;13329.0;-1399.0;40225.0;8707.0;11509.0;13.2;883720.0
3522;Total male and female;Agglomeratie 's-Gravenhage (CR);2020;883720.0;3512.0;9394.0;10.6;7709.0;8.7;1685.0;59781.0;67.5;19168.0;40613.0;57225.0;64.6;14556.0;-2957.0;42669.0;2556.0;4143.0;4.7;887863.0
3523;Total male and female;Agglomeratie 's-Gravenhage (CR);2021;887863.0;3529.0;9609.0;10.8;7789.0;8.7;1820.0;63364.0;71.0;21154.0;42210.0;56520.0;63.4;11651.0;-473.0;44869.0;6844.0;8608.0;9.7;896471.0
3524;Total male and female;Agglomeratie 's-Gravenhage (CR);2022;896471.0;3564.0;8962.0;9.9;7887.0;8.7;1075.0;71540.0;79.2;29965.0;41575.0;58645.0;64.9;15085.0;-1988.0;43560.0;12895.0;13881.0;15.5;910352.0
3525;Total male and female;Agglomeratie 's-Gravenhage (CR);2023;910352.0;3620.0;9000.0;9.8;7518.0;8.2;1482.0;67155.0;73.5;25407.0;41748.0;61347.0;67.1;16623.0;-2601.0;44724.0;5808.0;7206.0;7.9;917558.0
3526;Total male and female;Delft en Westland (CR);1942;;;;;;;;;;;;;;;;;;;;
3527;Total male and female;Delft en Westland (CR);1943;;;;;;;;;;;;;;;;;;;;
3528;Total male and female;Delft en Westland (CR);1944;;;;;;;;;;;;;;;;;;;;
3529;Total male and female;Delft en Westland (CR);1945;;;;;;;;;;;;;;;;;;;;
3530;Total male and female;Delft en Westland (CR);1946;;;;;;;;;;;;;;;;;;;;
3531;Total male and female;Delft en Westland (CR);1947;;;;;;;;;;;;;;;;;;;;
3532;Total male and female;Delft en Westland (CR);1948;;;;;;;;;;;;;;;;;;;;
3533;Total male and female;Delft en Westland (CR);1949;;;;;;;;;;;;;;;;;;;;
3534;Total male and female;Delft en Westland (CR);1950;;;;;;;;;;;;;;;;;;;;
3535;Total male and female;Delft en Westland (CR);1951;;;;;;;;;;;;;;;;;;;;
3536;Total male and female;Delft en Westland (CR);1952;;;;;;;;;;;;;;;;;;;;
3537;Total male and female;Delft en Westland (CR);1953;;;;;;;;;;;;;;;;;;;;
3538;Total male and female;Delft en Westland (CR);1954;;;;;;;;;;;;;;;;;;;;
3539;Total male and female;Delft en Westland (CR);1955;;;;;;;;;;;;;;;;;;;;
3540;Total male and female;Delft en Westland (CR);1956;;;;;;;;;;;;;;;;;;;;
3541;Total male and female;Delft en Westland (CR);1957;;;;;;;;;;;;;;;;;;;;
3542;Total male and female;Delft en Westland (CR);1958;;;;;;;;;;;;;;;;;;;;
3543;Total male and female;Delft en Westland (CR);1959;;;;;;;;;;;;;;;;;;;;
3544;Total male and female;Delft en Westland (CR);1960;;;;;;;;;;;;;;;;;;;;
3545;Total male and female;Delft en Westland (CR);1961;;;;;;;;;;;;;;;;;;;;
3546;Total male and female;Delft en Westland (CR);1962;;;;;;;;;;;;;;;;;;;;
3547;Total male and female;Delft en Westland (CR);1963;;;;;;;;;;;;;;;;;;;;
3548;Total male and female;Delft en Westland (CR);1964;;;;;;;;;;;;;;;;;;;;
3549;Total male and female;Delft en Westland (CR);1965;;;;;;;;;;;;;;;;;;;;
3550;Total male and female;Delft en Westland (CR);1966;;;;;;;;;;;;;;;;;;;;
3551;Total male and female;Delft en Westland (CR);1967;;;;;;;;;;;;;;;;;;;;
3552;Total male and female;Delft en Westland (CR);1968;;;;;;;;;;;;;;;;;;;;
3553;Total male and female;Delft en Westland (CR);1969;;;;;;;;;;;;;;;;;;;;
3554;Total male and female;Delft en Westland (CR);1970;183197.0;;3840.0;20.7;1231.0;6.6;2609.0;11551.0;62.2;1009.0;10542.0;9309.0;50.2;709.0;;8600.0;2242.0;4847.0;26.5;188044.0
3555;Total male and female;Delft en Westland (CR);1971;188044.0;;3686.0;19.5;1203.0;6.4;2483.0;10688.0;56.5;1102.0;9586.0;10872.0;57.5;879.0;;9993.0;-184.0;2261.0;12.0;190305.0
3556;Total male and female;Delft en Westland (CR);1972;190305.0;;3355.0;17.5;1265.0;6.6;2090.0;11300.0;59.0;932.0;10368.0;11057.0;57.7;936.0;;10121.0;243.0;2350.0;12.3;192655.0
3557;Total male and female;Delft en Westland (CR);1973;192655.0;;3048.0;15.8;1219.0;6.3;1829.0;10545.0;54.6;966.0;9579.0;11405.0;59.1;965.0;;10440.0;-860.0;948.0;4.9;193603.0
3558;Total male and female;Delft en Westland (CR);1974;193603.0;;2830.0;14.6;1149.0;5.9;1681.0;10303.0;53.1;952.0;9351.0;11288.0;58.2;907.0;;10381.0;-985.0;690.0;3.6;194293.0
3559;Total male and female;Delft en Westland (CR);1975;194293.0;;2740.0;14.1;1220.0;6.3;1520.0;9527.0;49.0;1852.0;7675.0;10606.0;54.5;802.0;;9804.0;-1079.0;444.0;2.3;194737.0
3560;Total male and female;Delft en Westland (CR);1976;194737.0;;2629.0;13.5;1270.0;6.5;1359.0;8835.0;45.4;1039.0;7796.0;10226.0;52.5;1024.0;;9202.0;-1391.0;-63.0;-0.3;194674.0
3561;Total male and female;Delft en Westland (CR);1977;194674.0;;2492.0;12.8;1261.0;6.5;1231.0;8546.0;43.9;1094.0;7452.0;9879.0;50.8;1112.0;-27.0;8767.0;-1333.0;-94.0;-0.5;194580.0
3562;Total male and female;Delft en Westland (CR);1978;194580.0;;2560.0;13.1;1284.0;6.6;1276.0;9101.0;46.6;1246.0;7855.0;9055.0;46.4;897.0;110.0;8158.0;46.0;1333.0;6.9;195913.0
3563;Total male and female;Delft en Westland (CR);1979;195913.0;;2551.0;13.0;1283.0;6.5;1268.0;8426.0;42.8;1278.0;7148.0;8235.0;41.9;892.0;26.0;7343.0;191.0;1461.0;7.5;197374.0
3564;Total male and female;Delft en Westland (CR);1980;197374.0;;2695.0;13.6;1245.0;6.3;1450.0;7808.0;39.4;1243.0;6565.0;8149.0;41.2;1168.0;-42.0;6981.0;-341.0;1113.0;5.6;198487.0
