ID;Geslacht;Persoonskenmerken;Perioden;TotaalBevolking15Tot65Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Beroepsprestige_4;SociaalEconomischeStatus_5;I_6;II_7;III_8;IV_9;V_10;VI_11;VII_12;WerklozeBeroepsbevolking_13;NietBeroepsbevolking_14;BrutoArbeidsparticipatie_15;NettoArbeidsparticipatie_16;GeregistreerdeWerklozen_17;Werkloosheidspercentage_18
8597;Vrouwen;Migratieachtergrond: westers;2011;547.0;348.0;322.0;;;;;;;;;;26.0;199.0;63.7;58.8;12.0;7.6
8598;Vrouwen;Migratieachtergrond: westers;2012;555.0;367.0;335.0;;;;;;;;;;32.0;188.0;66.1;60.4;13.0;8.6
8599;Vrouwen;Migratieachtergrond: westers;2013;564.0;364.0;324.0;;;;;;;;;;41.0;200.0;64.5;57.3;19.0;11.1
8600;Vrouwen;Migratieachtergrond: niet-westers;1800;;;;;;;;;;;;;;;;;;
8601;Vrouwen;Migratieachtergrond: niet-westers;1801;;;;;;;;;;;;;;;;;;
8602;Vrouwen;Migratieachtergrond: niet-westers;1802;;;;;;;;;;;;;;;;;;
8603;Vrouwen;Migratieachtergrond: niet-westers;1803;;;;;;;;;;;;;;;;;;
8604;Vrouwen;Migratieachtergrond: niet-westers;1804;;;;;;;;;;;;;;;;;;
8605;Vrouwen;Migratieachtergrond: niet-westers;1805;;;;;;;;;;;;;;;;;;
8606;Vrouwen;Migratieachtergrond: niet-westers;1806;;;;;;;;;;;;;;;;;;
8607;Vrouwen;Migratieachtergrond: niet-westers;1807;;;;;;;;;;;;;;;;;;
8608;Vrouwen;Migratieachtergrond: niet-westers;1808;;;;;;;;;;;;;;;;;;
8609;Vrouwen;Migratieachtergrond: niet-westers;1809;;;;;;;;;;;;;;;;;;
8610;Vrouwen;Migratieachtergrond: niet-westers;1810;;;;;;;;;;;;;;;;;;
8611;Vrouwen;Migratieachtergrond: niet-westers;1811;;;;;;;;;;;;;;;;;;
8612;Vrouwen;Migratieachtergrond: niet-westers;1812;;;;;;;;;;;;;;;;;;
8613;Vrouwen;Migratieachtergrond: niet-westers;1813;;;;;;;;;;;;;;;;;;
8614;Vrouwen;Migratieachtergrond: niet-westers;1814;;;;;;;;;;;;;;;;;;
8615;Vrouwen;Migratieachtergrond: niet-westers;1815;;;;;;;;;;;;;;;;;;
8616;Vrouwen;Migratieachtergrond: niet-westers;1816;;;;;;;;;;;;;;;;;;
8617;Vrouwen;Migratieachtergrond: niet-westers;1817;;;;;;;;;;;;;;;;;;
8618;Vrouwen;Migratieachtergrond: niet-westers;1818;;;;;;;;;;;;;;;;;;
8619;Vrouwen;Migratieachtergrond: niet-westers;1819;;;;;;;;;;;;;;;;;;
8620;Vrouwen;Migratieachtergrond: niet-westers;1820;;;;;;;;;;;;;;;;;;
8621;Vrouwen;Migratieachtergrond: niet-westers;1821;;;;;;;;;;;;;;;;;;
8622;Vrouwen;Migratieachtergrond: niet-westers;1822;;;;;;;;;;;;;;;;;;
8623;Vrouwen;Migratieachtergrond: niet-westers;1823;;;;;;;;;;;;;;;;;;
8624;Vrouwen;Migratieachtergrond: niet-westers;1824;;;;;;;;;;;;;;;;;;
8625;Vrouwen;Migratieachtergrond: niet-westers;1825;;;;;;;;;;;;;;;;;;
8626;Vrouwen;Migratieachtergrond: niet-westers;1826;;;;;;;;;;;;;;;;;;
8627;Vrouwen;Migratieachtergrond: niet-westers;1827;;;;;;;;;;;;;;;;;;
8628;Vrouwen;Migratieachtergrond: niet-westers;1828;;;;;;;;;;;;;;;;;;
8629;Vrouwen;Migratieachtergrond: niet-westers;1829;;;;;;;;;;;;;;;;;;
8630;Vrouwen;Migratieachtergrond: niet-westers;1830;;;;;;;;;;;;;;;;;;
8631;Vrouwen;Migratieachtergrond: niet-westers;1831;;;;;;;;;;;;;;;;;;
8632;Vrouwen;Migratieachtergrond: niet-westers;1832;;;;;;;;;;;;;;;;;;
8633;Vrouwen;Migratieachtergrond: niet-westers;1833;;;;;;;;;;;;;;;;;;
8634;Vrouwen;Migratieachtergrond: niet-westers;1834;;;;;;;;;;;;;;;;;;
8635;Vrouwen;Migratieachtergrond: niet-westers;1835;;;;;;;;;;;;;;;;;;
8636;Vrouwen;Migratieachtergrond: niet-westers;1836;;;;;;;;;;;;;;;;;;
8637;Vrouwen;Migratieachtergrond: niet-westers;1837;;;;;;;;;;;;;;;;;;
8638;Vrouwen;Migratieachtergrond: niet-westers;1838;;;;;;;;;;;;;;;;;;
8639;Vrouwen;Migratieachtergrond: niet-westers;1839;;;;;;;;;;;;;;;;;;
8640;Vrouwen;Migratieachtergrond: niet-westers;1840;;;;;;;;;;;;;;;;;;
8641;Vrouwen;Migratieachtergrond: niet-westers;1841;;;;;;;;;;;;;;;;;;
8642;Vrouwen;Migratieachtergrond: niet-westers;1842;;;;;;;;;;;;;;;;;;
8643;Vrouwen;Migratieachtergrond: niet-westers;1843;;;;;;;;;;;;;;;;;;
8644;Vrouwen;Migratieachtergrond: niet-westers;1844;;;;;;;;;;;;;;;;;;
8645;Vrouwen;Migratieachtergrond: niet-westers;1845;;;;;;;;;;;;;;;;;;
8646;Vrouwen;Migratieachtergrond: niet-westers;1846;;;;;;;;;;;;;;;;;;
8647;Vrouwen;Migratieachtergrond: niet-westers;1847;;;;;;;;;;;;;;;;;;
8648;Vrouwen;Migratieachtergrond: niet-westers;1848;;;;;;;;;;;;;;;;;;
8649;Vrouwen;Migratieachtergrond: niet-westers;1849;;;;;;;;;;;;;;;;;;
8650;Vrouwen;Migratieachtergrond: niet-westers;1850;;;;;;;;;;;;;;;;;;
8651;Vrouwen;Migratieachtergrond: niet-westers;1851;;;;;;;;;;;;;;;;;;
8652;Vrouwen;Migratieachtergrond: niet-westers;1852;;;;;;;;;;;;;;;;;;
8653;Vrouwen;Migratieachtergrond: niet-westers;1853;;;;;;;;;;;;;;;;;;
8654;Vrouwen;Migratieachtergrond: niet-westers;1854;;;;;;;;;;;;;;;;;;
8655;Vrouwen;Migratieachtergrond: niet-westers;1855;;;;;;;;;;;;;;;;;;
8656;Vrouwen;Migratieachtergrond: niet-westers;1856;;;;;;;;;;;;;;;;;;
8657;Vrouwen;Migratieachtergrond: niet-westers;1857;;;;;;;;;;;;;;;;;;
8658;Vrouwen;Migratieachtergrond: niet-westers;1858;;;;;;;;;;;;;;;;;;
8659;Vrouwen;Migratieachtergrond: niet-westers;1859;;;;;;;;;;;;;;;;;;
8660;Vrouwen;Migratieachtergrond: niet-westers;1860;;;;;;;;;;;;;;;;;;
8661;Vrouwen;Migratieachtergrond: niet-westers;1861;;;;;;;;;;;;;;;;;;
8662;Vrouwen;Migratieachtergrond: niet-westers;1862;;;;;;;;;;;;;;;;;;
8663;Vrouwen;Migratieachtergrond: niet-westers;1863;;;;;;;;;;;;;;;;;;
8664;Vrouwen;Migratieachtergrond: niet-westers;1864;;;;;;;;;;;;;;;;;;
8665;Vrouwen;Migratieachtergrond: niet-westers;1865;;;;;;;;;;;;;;;;;;
8666;Vrouwen;Migratieachtergrond: niet-westers;1866;;;;;;;;;;;;;;;;;;
8667;Vrouwen;Migratieachtergrond: niet-westers;1867;;;;;;;;;;;;;;;;;;
8668;Vrouwen;Migratieachtergrond: niet-westers;1868;;;;;;;;;;;;;;;;;;
8669;Vrouwen;Migratieachtergrond: niet-westers;1869;;;;;;;;;;;;;;;;;;
8670;Vrouwen;Migratieachtergrond: niet-westers;1870;;;;;;;;;;;;;;;;;;
8671;Vrouwen;Migratieachtergrond: niet-westers;1871;;;;;;;;;;;;;;;;;;
8672;Vrouwen;Migratieachtergrond: niet-westers;1872;;;;;;;;;;;;;;;;;;
8673;Vrouwen;Migratieachtergrond: niet-westers;1873;;;;;;;;;;;;;;;;;;
8674;Vrouwen;Migratieachtergrond: niet-westers;1874;;;;;;;;;;;;;;;;;;
8675;Vrouwen;Migratieachtergrond: niet-westers;1875;;;;;;;;;;;;;;;;;;
8676;Vrouwen;Migratieachtergrond: niet-westers;1876;;;;;;;;;;;;;;;;;;
8677;Vrouwen;Migratieachtergrond: niet-westers;1877;;;;;;;;;;;;;;;;;;
8678;Vrouwen;Migratieachtergrond: niet-westers;1878;;;;;;;;;;;;;;;;;;
8679;Vrouwen;Migratieachtergrond: niet-westers;1879;;;;;;;;;;;;;;;;;;
8680;Vrouwen;Migratieachtergrond: niet-westers;1880;;;;;;;;;;;;;;;;;;
8681;Vrouwen;Migratieachtergrond: niet-westers;1881;;;;;;;;;;;;;;;;;;
8682;Vrouwen;Migratieachtergrond: niet-westers;1882;;;;;;;;;;;;;;;;;;
8683;Vrouwen;Migratieachtergrond: niet-westers;1883;;;;;;;;;;;;;;;;;;
8684;Vrouwen;Migratieachtergrond: niet-westers;1884;;;;;;;;;;;;;;;;;;
8685;Vrouwen;Migratieachtergrond: niet-westers;1885;;;;;;;;;;;;;;;;;;
8686;Vrouwen;Migratieachtergrond: niet-westers;1886;;;;;;;;;;;;;;;;;;
8687;Vrouwen;Migratieachtergrond: niet-westers;1887;;;;;;;;;;;;;;;;;;
8688;Vrouwen;Migratieachtergrond: niet-westers;1888;;;;;;;;;;;;;;;;;;
8689;Vrouwen;Migratieachtergrond: niet-westers;1889;;;;;;;;;;;;;;;;;;
8690;Vrouwen;Migratieachtergrond: niet-westers;1890;;;;;;;;;;;;;;;;;;
8691;Vrouwen;Migratieachtergrond: niet-westers;1891;;;;;;;;;;;;;;;;;;
8692;Vrouwen;Migratieachtergrond: niet-westers;1892;;;;;;;;;;;;;;;;;;
8693;Vrouwen;Migratieachtergrond: niet-westers;1893;;;;;;;;;;;;;;;;;;
8694;Vrouwen;Migratieachtergrond: niet-westers;1894;;;;;;;;;;;;;;;;;;
8695;Vrouwen;Migratieachtergrond: niet-westers;1895;;;;;;;;;;;;;;;;;;
8696;Vrouwen;Migratieachtergrond: niet-westers;1896;;;;;;;;;;;;;;;;;;
8697;Vrouwen;Migratieachtergrond: niet-westers;1897;;;;;;;;;;;;;;;;;;
8698;Vrouwen;Migratieachtergrond: niet-westers;1898;;;;;;;;;;;;;;;;;;
8699;Vrouwen;Migratieachtergrond: niet-westers;1899;;;;;;;;;;;;;;;;;;
8700;Vrouwen;Migratieachtergrond: niet-westers;1900;;;;;;;;;;;;;;;;;;
8701;Vrouwen;Migratieachtergrond: niet-westers;1901;;;;;;;;;;;;;;;;;;
8702;Vrouwen;Migratieachtergrond: niet-westers;1902;;;;;;;;;;;;;;;;;;
8703;Vrouwen;Migratieachtergrond: niet-westers;1903;;;;;;;;;;;;;;;;;;
8704;Vrouwen;Migratieachtergrond: niet-westers;1904;;;;;;;;;;;;;;;;;;
8705;Vrouwen;Migratieachtergrond: niet-westers;1905;;;;;;;;;;;;;;;;;;
8706;Vrouwen;Migratieachtergrond: niet-westers;1906;;;;;;;;;;;;;;;;;;
8707;Vrouwen;Migratieachtergrond: niet-westers;1907;;;;;;;;;;;;;;;;;;
8708;Vrouwen;Migratieachtergrond: niet-westers;1908;;;;;;;;;;;;;;;;;;
8709;Vrouwen;Migratieachtergrond: niet-westers;1909;;;;;;;;;;;;;;;;;;
8710;Vrouwen;Migratieachtergrond: niet-westers;1910;;;;;;;;;;;;;;;;;;
8711;Vrouwen;Migratieachtergrond: niet-westers;1911;;;;;;;;;;;;;;;;;;
8712;Vrouwen;Migratieachtergrond: niet-westers;1912;;;;;;;;;;;;;;;;;;
8713;Vrouwen;Migratieachtergrond: niet-westers;1913;;;;;;;;;;;;;;;;;;
8714;Vrouwen;Migratieachtergrond: niet-westers;1914;;;;;;;;;;;;;;;;;;
8715;Vrouwen;Migratieachtergrond: niet-westers;1915;;;;;;;;;;;;;;;;;;
8716;Vrouwen;Migratieachtergrond: niet-westers;1916;;;;;;;;;;;;;;;;;;
8717;Vrouwen;Migratieachtergrond: niet-westers;1917;;;;;;;;;;;;;;;;;;
8718;Vrouwen;Migratieachtergrond: niet-westers;1918;;;;;;;;;;;;;;;;;;
8719;Vrouwen;Migratieachtergrond: niet-westers;1919;;;;;;;;;;;;;;;;;;
8720;Vrouwen;Migratieachtergrond: niet-westers;1920;;;;;;;;;;;;;;;;;;
8721;Vrouwen;Migratieachtergrond: niet-westers;1921;;;;;;;;;;;;;;;;;;
8722;Vrouwen;Migratieachtergrond: niet-westers;1922;;;;;;;;;;;;;;;;;;
8723;Vrouwen;Migratieachtergrond: niet-westers;1923;;;;;;;;;;;;;;;;;;
8724;Vrouwen;Migratieachtergrond: niet-westers;1924;;;;;;;;;;;;;;;;;;
8725;Vrouwen;Migratieachtergrond: niet-westers;1925;;;;;;;;;;;;;;;;;;
8726;Vrouwen;Migratieachtergrond: niet-westers;1926;;;;;;;;;;;;;;;;;;
8727;Vrouwen;Migratieachtergrond: niet-westers;1927;;;;;;;;;;;;;;;;;;
8728;Vrouwen;Migratieachtergrond: niet-westers;1928;;;;;;;;;;;;;;;;;;
8729;Vrouwen;Migratieachtergrond: niet-westers;1929;;;;;;;;;;;;;;;;;;
8730;Vrouwen;Migratieachtergrond: niet-westers;1930;;;;;;;;;;;;;;;;;;
8731;Vrouwen;Migratieachtergrond: niet-westers;1931;;;;;;;;;;;;;;;;;;
8732;Vrouwen;Migratieachtergrond: niet-westers;1932;;;;;;;;;;;;;;;;;;
8733;Vrouwen;Migratieachtergrond: niet-westers;1933;;;;;;;;;;;;;;;;;;
8734;Vrouwen;Migratieachtergrond: niet-westers;1934;;;;;;;;;;;;;;;;;;
8735;Vrouwen;Migratieachtergrond: niet-westers;1935;;;;;;;;;;;;;;;;;;
8736;Vrouwen;Migratieachtergrond: niet-westers;1936;;;;;;;;;;;;;;;;;;
8737;Vrouwen;Migratieachtergrond: niet-westers;1937;;;;;;;;;;;;;;;;;;
8738;Vrouwen;Migratieachtergrond: niet-westers;1938;;;;;;;;;;;;;;;;;;
8739;Vrouwen;Migratieachtergrond: niet-westers;1939;;;;;;;;;;;;;;;;;;
8740;Vrouwen;Migratieachtergrond: niet-westers;1940;;;;;;;;;;;;;;;;;;
8741;Vrouwen;Migratieachtergrond: niet-westers;1941;;;;;;;;;;;;;;;;;;
8742;Vrouwen;Migratieachtergrond: niet-westers;1942;;;;;;;;;;;;;;;;;;
8743;Vrouwen;Migratieachtergrond: niet-westers;1943;;;;;;;;;;;;;;;;;;
8744;Vrouwen;Migratieachtergrond: niet-westers;1944;;;;;;;;;;;;;;;;;;
8745;Vrouwen;Migratieachtergrond: niet-westers;1945;;;;;;;;;;;;;;;;;;
8746;Vrouwen;Migratieachtergrond: niet-westers;1946;;;;;;;;;;;;;;;;;;
8747;Vrouwen;Migratieachtergrond: niet-westers;1947;;;;;;;;;;;;;;;;;;
8748;Vrouwen;Migratieachtergrond: niet-westers;1948;;;;;;;;;;;;;;;;;;
8749;Vrouwen;Migratieachtergrond: niet-westers;1949;;;;;;;;;;;;;;;;;;
8750;Vrouwen;Migratieachtergrond: niet-westers;1950;;;;;;;;;;;;;;;;;;
8751;Vrouwen;Migratieachtergrond: niet-westers;1951;;;;;;;;;;;;;;;;;;
8752;Vrouwen;Migratieachtergrond: niet-westers;1952;;;;;;;;;;;;;;;;;;
8753;Vrouwen;Migratieachtergrond: niet-westers;1953;;;;;;;;;;;;;;;;;;
8754;Vrouwen;Migratieachtergrond: niet-westers;1954;;;;;;;;;;;;;;;;;;
8755;Vrouwen;Migratieachtergrond: niet-westers;1955;;;;;;;;;;;;;;;;;;
8756;Vrouwen;Migratieachtergrond: niet-westers;1956;;;;;;;;;;;;;;;;;;
8757;Vrouwen;Migratieachtergrond: niet-westers;1957;;;;;;;;;;;;;;;;;;
8758;Vrouwen;Migratieachtergrond: niet-westers;1958;;;;;;;;;;;;;;;;;;
8759;Vrouwen;Migratieachtergrond: niet-westers;1959;;;;;;;;;;;;;;;;;;
8760;Vrouwen;Migratieachtergrond: niet-westers;1960;;;;;;;;;;;;;;;;;;
8761;Vrouwen;Migratieachtergrond: niet-westers;1961;;;;;;;;;;;;;;;;;;
8762;Vrouwen;Migratieachtergrond: niet-westers;1962;;;;;;;;;;;;;;;;;;
8763;Vrouwen;Migratieachtergrond: niet-westers;1963;;;;;;;;;;;;;;;;;;
8764;Vrouwen;Migratieachtergrond: niet-westers;1964;;;;;;;;;;;;;;;;;;
8765;Vrouwen;Migratieachtergrond: niet-westers;1965;;;;;;;;;;;;;;;;;;
8766;Vrouwen;Migratieachtergrond: niet-westers;1966;;;;;;;;;;;;;;;;;;
8767;Vrouwen;Migratieachtergrond: niet-westers;1967;;;;;;;;;;;;;;;;;;
8768;Vrouwen;Migratieachtergrond: niet-westers;1968;;;;;;;;;;;;;;;;;;
8769;Vrouwen;Migratieachtergrond: niet-westers;1969;;;;;;;;;;;;;;;;;;
8770;Vrouwen;Migratieachtergrond: niet-westers;1970;;;;;;;;;;;;;;;;;;
8771;Vrouwen;Migratieachtergrond: niet-westers;1971;;;;;;;;;;;;;;;;;;
8772;Vrouwen;Migratieachtergrond: niet-westers;1972;;;;;;;;;;;;;;;;;;
8773;Vrouwen;Migratieachtergrond: niet-westers;1973;;;;;;;;;;;;;;;;;;
8774;Vrouwen;Migratieachtergrond: niet-westers;1974;;;;;;;;;;;;;;;;;;
8775;Vrouwen;Migratieachtergrond: niet-westers;1975;;;;;;;;;;;;;;;;;;
8776;Vrouwen;Migratieachtergrond: niet-westers;1976;;;;;;;;;;;;;;;;;;
8777;Vrouwen;Migratieachtergrond: niet-westers;1977;;;;;;;;;;;;;;;;;;
8778;Vrouwen;Migratieachtergrond: niet-westers;1978;;;;;;;;;;;;;;;;;;
8779;Vrouwen;Migratieachtergrond: niet-westers;1979;;;;;;;;;;;;;;;;;;
8780;Vrouwen;Migratieachtergrond: niet-westers;1980;;;;;;;;;;;;;;;;;;
8781;Vrouwen;Migratieachtergrond: niet-westers;1981;158.0;60.0;43.0;;;;;;;;;;18.0;98.0;38.0;26.9;;29.1
8782;Vrouwen;Migratieachtergrond: niet-westers;1982;168.0;57.0;39.0;;;;;;;;;;18.0;111.0;34.0;23.1;;31.9
8783;Vrouwen;Migratieachtergrond: niet-westers;1983;175.0;59.0;39.0;;;;;;;;;;20.0;116.0;33.7;22.2;;34.2
8784;Vrouwen;Migratieachtergrond: niet-westers;1984;181.0;59.0;38.0;;;;;;;;;;21.0;122.0;32.4;20.8;;35.9
8785;Vrouwen;Migratieachtergrond: niet-westers;1985;187.0;63.0;41.0;;;;;;;;;;22.0;124.0;33.7;22.0;;34.8
8786;Vrouwen;Migratieachtergrond: niet-westers;1986;195.0;65.0;43.0;;;;;;;;;;22.0;130.0;33.3;22.3;;33.1
8787;Vrouwen;Migratieachtergrond: niet-westers;1987;207.0;64.0;43.0;;;;;;;;;;21.0;143.0;30.9;20.6;;33.3
8788;Vrouwen;Migratieachtergrond: niet-westers;1988;221.0;71.0;48.0;;;;;;;;;;23.0;150.0;32.3;21.8;;32.7
8789;Vrouwen;Migratieachtergrond: niet-westers;1989;235.0;79.0;53.0;;;;;;;;;;26.0;156.0;33.6;22.7;;32.4
8790;Vrouwen;Migratieachtergrond: niet-westers;1990;250.0;88.0;61.0;;;;;;;;;;26.0;162.0;35.1;24.6;;30.0
8791;Vrouwen;Migratieachtergrond: niet-westers;1991;269.0;89.0;69.0;;;;;;;;;;20.0;179.0;33.3;25.7;;22.9
8792;Vrouwen;Migratieachtergrond: niet-westers;1992;288.0;101.0;78.0;;;;;;;;;;23.0;187.0;34.9;27.0;;22.6
8793;Vrouwen;Migratieachtergrond: niet-westers;1993;306.0;115.0;85.0;;;;;;;;;;31.0;191.0;37.6;27.6;;26.5
8794;Vrouwen;Migratieachtergrond: niet-westers;1994;325.0;124.0;94.0;;;;;;;;;;29.0;202.0;38.0;29.0;;23.7
8795;Vrouwen;Migratieachtergrond: niet-westers;1995;334.0;133.0;99.0;;;;;;;;;;34.0;201.0;39.7;29.6;;25.6
8796;Vrouwen;Migratieachtergrond: niet-westers;1996;348.0;139.0;108.0;;;;;;;;;;31.0;209.0;39.9;31.0;30.0;22.1
8797;Vrouwen;Migratieachtergrond: niet-westers;1997;363.0;152.0;123.0;;;;;;;;;;29.0;211.0;41.8;33.7;28.0;19.3
8798;Vrouwen;Migratieachtergrond: niet-westers;1998;383.0;161.0;136.0;;;;;;;;;;25.0;222.0;42.0;35.6;22.0;15.2
8799;Vrouwen;Migratieachtergrond: niet-westers;1999;424.0;175.0;150.0;;;;;;;;;;26.0;248.0;41.4;35.3;19.0;14.6
8800;Vrouwen;Migratieachtergrond: niet-westers;2000;452.0;187.0;164.0;;;;;;;;;;23.0;266.0;41.3;36.1;16.0;12.5
8801;Vrouwen;Migratieachtergrond: niet-westers;2001 voor revisie;480.0;210.0;191.0;;;;;;;;;;19.0;270.0;43.8;39.9;9.0;8.9
8802;Vrouwen;Migratieachtergrond: niet-westers;2001 na revisie;480.0;224.0;203.0;;;;;;;;;;21.0;256.0;46.7;42.4;12.0;9.3
8803;Vrouwen;Migratieachtergrond: niet-westers;2002;507.0;238.0;212.0;;;;;;;;;;26.0;270.0;46.8;41.7;15.0;10.9
8804;Vrouwen;Migratieachtergrond: niet-westers;2003;533.0;246.0;214.0;;;;;;;;;;32.0;286.0;46.2;40.2;21.0;13.2
8805;Vrouwen;Migratieachtergrond: niet-westers;2004;554.0;261.0;220.0;;;;;;;;;;41.0;293.0;47.1;39.7;26.0;15.7
8806;Vrouwen;Migratieachtergrond: niet-westers;2005;570.0;275.0;226.0;;;;;;;;;;49.0;295.0;48.2;39.7;30.0;17.7
8807;Vrouwen;Migratieachtergrond: niet-westers;2006;584.0;280.0;235.0;;;;;;;;;;45.0;304.0;48.0;40.2;26.0;16.2
8808;Vrouwen;Migratieachtergrond: niet-westers;2007;596.0;301.0;266.0;;;;;;;;;;35.0;295.0;50.5;44.7;20.0;11.5
8809;Vrouwen;Migratieachtergrond: niet-westers;2008;610.0;324.0;292.0;;;;;;;;;;32.0;286.0;53.2;47.9;15.0;10.0
8810;Vrouwen;Migratieachtergrond: niet-westers;2009;627.0;331.0;296.0;;;;;;;;;;35.0;297.0;52.7;47.2;16.0;10.5
8811;Vrouwen;Migratieachtergrond: niet-westers;2010;626.0;326.0;284.0;;;;;;;;;;42.0;301.0;52.0;45.3;22.0;13.0
8812;Vrouwen;Migratieachtergrond: niet-westers;2011;644.0;341.0;298.0;;;;;;;;;;43.0;304.0;52.9;46.3;20.0;12.5
8813;Vrouwen;Migratieachtergrond: niet-westers;2012;662.0;362.0;305.0;;;;;;;;;;57.0;299.0;54.7;46.1;26.0;15.8
8814;Vrouwen;Migratieachtergrond: niet-westers;2013;681.0;365.0;298.0;;;;;;;;;;67.0;316.0;53.6;43.8;30.0;18.3
8815;Vrouwen;Migratieachtergrond: onbekend;1800;;;;;;;;;;;;;;;;;;
8816;Vrouwen;Migratieachtergrond: onbekend;1801;;;;;;;;;;;;;;;;;;
8817;Vrouwen;Migratieachtergrond: onbekend;1802;;;;;;;;;;;;;;;;;;
8818;Vrouwen;Migratieachtergrond: onbekend;1803;;;;;;;;;;;;;;;;;;
8819;Vrouwen;Migratieachtergrond: onbekend;1804;;;;;;;;;;;;;;;;;;
8820;Vrouwen;Migratieachtergrond: onbekend;1805;;;;;;;;;;;;;;;;;;
8821;Vrouwen;Migratieachtergrond: onbekend;1806;;;;;;;;;;;;;;;;;;
8822;Vrouwen;Migratieachtergrond: onbekend;1807;;;;;;;;;;;;;;;;;;
8823;Vrouwen;Migratieachtergrond: onbekend;1808;;;;;;;;;;;;;;;;;;
8824;Vrouwen;Migratieachtergrond: onbekend;1809;;;;;;;;;;;;;;;;;;
8825;Vrouwen;Migratieachtergrond: onbekend;1810;;;;;;;;;;;;;;;;;;
8826;Vrouwen;Migratieachtergrond: onbekend;1811;;;;;;;;;;;;;;;;;;
8827;Vrouwen;Migratieachtergrond: onbekend;1812;;;;;;;;;;;;;;;;;;
8828;Vrouwen;Migratieachtergrond: onbekend;1813;;;;;;;;;;;;;;;;;;
8829;Vrouwen;Migratieachtergrond: onbekend;1814;;;;;;;;;;;;;;;;;;
8830;Vrouwen;Migratieachtergrond: onbekend;1815;;;;;;;;;;;;;;;;;;
8831;Vrouwen;Migratieachtergrond: onbekend;1816;;;;;;;;;;;;;;;;;;
8832;Vrouwen;Migratieachtergrond: onbekend;1817;;;;;;;;;;;;;;;;;;
8833;Vrouwen;Migratieachtergrond: onbekend;1818;;;;;;;;;;;;;;;;;;
8834;Vrouwen;Migratieachtergrond: onbekend;1819;;;;;;;;;;;;;;;;;;
8835;Vrouwen;Migratieachtergrond: onbekend;1820;;;;;;;;;;;;;;;;;;
8836;Vrouwen;Migratieachtergrond: onbekend;1821;;;;;;;;;;;;;;;;;;
8837;Vrouwen;Migratieachtergrond: onbekend;1822;;;;;;;;;;;;;;;;;;
8838;Vrouwen;Migratieachtergrond: onbekend;1823;;;;;;;;;;;;;;;;;;
8839;Vrouwen;Migratieachtergrond: onbekend;1824;;;;;;;;;;;;;;;;;;
8840;Vrouwen;Migratieachtergrond: onbekend;1825;;;;;;;;;;;;;;;;;;
8841;Vrouwen;Migratieachtergrond: onbekend;1826;;;;;;;;;;;;;;;;;;
8842;Vrouwen;Migratieachtergrond: onbekend;1827;;;;;;;;;;;;;;;;;;
8843;Vrouwen;Migratieachtergrond: onbekend;1828;;;;;;;;;;;;;;;;;;
8844;Vrouwen;Migratieachtergrond: onbekend;1829;;;;;;;;;;;;;;;;;;
8845;Vrouwen;Migratieachtergrond: onbekend;1830;;;;;;;;;;;;;;;;;;
8846;Vrouwen;Migratieachtergrond: onbekend;1831;;;;;;;;;;;;;;;;;;
8847;Vrouwen;Migratieachtergrond: onbekend;1832;;;;;;;;;;;;;;;;;;
8848;Vrouwen;Migratieachtergrond: onbekend;1833;;;;;;;;;;;;;;;;;;
8849;Vrouwen;Migratieachtergrond: onbekend;1834;;;;;;;;;;;;;;;;;;
8850;Vrouwen;Migratieachtergrond: onbekend;1835;;;;;;;;;;;;;;;;;;
8851;Vrouwen;Migratieachtergrond: onbekend;1836;;;;;;;;;;;;;;;;;;
8852;Vrouwen;Migratieachtergrond: onbekend;1837;;;;;;;;;;;;;;;;;;
8853;Vrouwen;Migratieachtergrond: onbekend;1838;;;;;;;;;;;;;;;;;;
8854;Vrouwen;Migratieachtergrond: onbekend;1839;;;;;;;;;;;;;;;;;;
8855;Vrouwen;Migratieachtergrond: onbekend;1840;;;;;;;;;;;;;;;;;;
8856;Vrouwen;Migratieachtergrond: onbekend;1841;;;;;;;;;;;;;;;;;;
8857;Vrouwen;Migratieachtergrond: onbekend;1842;;;;;;;;;;;;;;;;;;
8858;Vrouwen;Migratieachtergrond: onbekend;1843;;;;;;;;;;;;;;;;;;
8859;Vrouwen;Migratieachtergrond: onbekend;1844;;;;;;;;;;;;;;;;;;
8860;Vrouwen;Migratieachtergrond: onbekend;1845;;;;;;;;;;;;;;;;;;
8861;Vrouwen;Migratieachtergrond: onbekend;1846;;;;;;;;;;;;;;;;;;
8862;Vrouwen;Migratieachtergrond: onbekend;1847;;;;;;;;;;;;;;;;;;
8863;Vrouwen;Migratieachtergrond: onbekend;1848;;;;;;;;;;;;;;;;;;
8864;Vrouwen;Migratieachtergrond: onbekend;1849;;;;;;;;;;;;;;;;;;
8865;Vrouwen;Migratieachtergrond: onbekend;1850;;;;;;;;;;;;;;;;;;
8866;Vrouwen;Migratieachtergrond: onbekend;1851;;;;;;;;;;;;;;;;;;
8867;Vrouwen;Migratieachtergrond: onbekend;1852;;;;;;;;;;;;;;;;;;
8868;Vrouwen;Migratieachtergrond: onbekend;1853;;;;;;;;;;;;;;;;;;
8869;Vrouwen;Migratieachtergrond: onbekend;1854;;;;;;;;;;;;;;;;;;
