ID;BedrijfstakBranchesSBI2008;Perioden;IndexcijfersOmzet_1;Waarde_2;CumulatieveWaarde_3
355;4639 Groothandel in voeding algemeen;2012 1e kwartaal;119.1;1.1;1.1
356;4639 Groothandel in voeding algemeen;2012 2e kwartaal;110.2;0.5;0.8
357;4639 Groothandel in voeding algemeen;2012 3e kwartaal;109.5;-3.6;-0.7
358;4639 Groothandel in voeding algemeen;2012 4e kwartaal;118.1;-0.5;-0.6
359;4639 Groothandel in voeding algemeen;2012;114.2;-0.6;-0.6
360;464 Groothandel in non-food;2005 1e kwartaal;104.6;;
361;464 Groothandel in non-food;2005 2e kwartaal;94.1;;
362;464 Groothandel in non-food;2005 3e kwartaal;101.3;;
363;464 Groothandel in non-food;2005 4e kwartaal;100.0;;
364;464 Groothandel in non-food;2005;100.0;;
365;464 Groothandel in non-food;2006 1e kwartaal;104.5;-0.1;-0.1
366;464 Groothandel in non-food;2006 2e kwartaal;99.2;5.5;2.5
367;464 Groothandel in non-food;2006 3e kwartaal;104.4;3.0;2.7
368;464 Groothandel in non-food;2006 4e kwartaal;103.2;3.3;2.8
369;464 Groothandel in non-food;2006;102.8;2.8;2.8
370;464 Groothandel in non-food;2007 1e kwartaal;112.1;7.3;7.3
371;464 Groothandel in non-food;2007 2e kwartaal;108.1;8.9;8.1
372;464 Groothandel in non-food;2007 3e kwartaal;113.9;9.1;8.4
373;464 Groothandel in non-food;2007 4e kwartaal;116.6;13.0;9.6
374;464 Groothandel in non-food;2007;112.7;9.6;9.6
375;464 Groothandel in non-food;2008 1e kwartaal;121.6;8.5;8.5
376;464 Groothandel in non-food;2008 2e kwartaal;113.0;4.5;6.5
377;464 Groothandel in non-food;2008 3e kwartaal;119.9;5.3;6.1
378;464 Groothandel in non-food;2008 4e kwartaal;120.0;2.9;5.3
379;464 Groothandel in non-food;2008;118.6;5.3;5.3
380;464 Groothandel in non-food;2009 1e kwartaal;116.9;-3.8;-3.8
381;464 Groothandel in non-food;2009 2e kwartaal;109.2;-3.4;-3.6
382;464 Groothandel in non-food;2009 3e kwartaal;118.0;-1.6;-2.9
383;464 Groothandel in non-food;2009 4e kwartaal;116.5;-2.9;-2.9
384;464 Groothandel in non-food;2009;115.2;-2.9;-2.9
385;464 Groothandel in non-food;2010 1e kwartaal;117.4;0.4;0.4
386;464 Groothandel in non-food;2010 2e kwartaal;111.7;2.4;1.3
387;464 Groothandel in non-food;2010 3e kwartaal;126.7;7.4;3.4
388;464 Groothandel in non-food;2010 4e kwartaal;127.1;9.1;4.8
389;464 Groothandel in non-food;2010;120.7;4.8;4.8
390;464 Groothandel in non-food;2011 1e kwartaal;129.3;10.1;10.1
391;464 Groothandel in non-food;2011 2e kwartaal;121.1;8.4;9.3
392;464 Groothandel in non-food;2011 3e kwartaal;132.2;4.3;7.5
393;464 Groothandel in non-food;2011 4e kwartaal;119.3;-6.1;3.9
394;464 Groothandel in non-food;2011;125.5;3.9;3.9
395;464 Groothandel in non-food;2012 1e kwartaal;126.7;-2.0;-2.0
396;464 Groothandel in non-food;2012 2e kwartaal;121.5;0.3;-0.9
397;464 Groothandel in non-food;2012 3e kwartaal;134.1;1.4;-0.1
398;464 Groothandel in non-food;2012 4e kwartaal;120.9;1.3;0.2
399;464 Groothandel in non-food;2012;125.8;0.2;0.2
400;4642 Groothandel in kleding en schoenen;2005 1e kwartaal;;;
401;4642 Groothandel in kleding en schoenen;2005 2e kwartaal;;;
402;4642 Groothandel in kleding en schoenen;2005 3e kwartaal;;;
403;4642 Groothandel in kleding en schoenen;2005 4e kwartaal;;;
404;4642 Groothandel in kleding en schoenen;2005;;;
405;4642 Groothandel in kleding en schoenen;2006 1e kwartaal;;;
406;4642 Groothandel in kleding en schoenen;2006 2e kwartaal;;;
407;4642 Groothandel in kleding en schoenen;2006 3e kwartaal;;;
408;4642 Groothandel in kleding en schoenen;2006 4e kwartaal;;;
409;4642 Groothandel in kleding en schoenen;2006;;;
410;4642 Groothandel in kleding en schoenen;2007 1e kwartaal;123.4;;
411;4642 Groothandel in kleding en schoenen;2007 2e kwartaal;91.3;;
412;4642 Groothandel in kleding en schoenen;2007 3e kwartaal;134.7;;
413;4642 Groothandel in kleding en schoenen;2007 4e kwartaal;96.0;;
414;4642 Groothandel in kleding en schoenen;2007;111.3;;
415;4642 Groothandel in kleding en schoenen;2008 1e kwartaal;121.0;-1.9;-1.9
416;4642 Groothandel in kleding en schoenen;2008 2e kwartaal;92.4;1.2;-0.6
417;4642 Groothandel in kleding en schoenen;2008 3e kwartaal;136.6;1.4;0.2
418;4642 Groothandel in kleding en schoenen;2008 4e kwartaal;89.9;-6.4;-1.2
419;4642 Groothandel in kleding en schoenen;2008;110.0;-1.2;-1.2
420;4642 Groothandel in kleding en schoenen;2009 1e kwartaal;116.4;-3.8;-3.8
421;4642 Groothandel in kleding en schoenen;2009 2e kwartaal;88.4;-4.3;-4.0
422;4642 Groothandel in kleding en schoenen;2009 3e kwartaal;123.3;-9.7;-6.2
423;4642 Groothandel in kleding en schoenen;2009 4e kwartaal;82.0;-8.8;-6.8
424;4642 Groothandel in kleding en schoenen;2009;102.5;-6.8;-6.8
425;4642 Groothandel in kleding en schoenen;2010 1e kwartaal;107.2;-7.9;-7.9
426;4642 Groothandel in kleding en schoenen;2010 2e kwartaal;69.9;-20.9;-13.5
427;4642 Groothandel in kleding en schoenen;2010 3e kwartaal;123.2;-0.1;-8.5
428;4642 Groothandel in kleding en schoenen;2010 4e kwartaal;92.9;13.2;-4.1
429;4642 Groothandel in kleding en schoenen;2010;98.3;-4.1;-4.1
430;4642 Groothandel in kleding en schoenen;2011 1e kwartaal;113.3;5.7;5.7
431;4642 Groothandel in kleding en schoenen;2011 2e kwartaal;76.1;8.8;6.9
432;4642 Groothandel in kleding en schoenen;2011 3e kwartaal;134.7;9.3;7.9
433;4642 Groothandel in kleding en schoenen;2011 4e kwartaal;82.8;-10.8;3.5
434;4642 Groothandel in kleding en schoenen;2011;101.7;3.5;3.5
435;4642 Groothandel in kleding en schoenen;2012 1e kwartaal;115.3;1.8;1.8
436;4642 Groothandel in kleding en schoenen;2012 2e kwartaal;68.4;-10.1;-3.0
437;4642 Groothandel in kleding en schoenen;2012 3e kwartaal;129.6;-3.8;-3.3
438;4642 Groothandel in kleding en schoenen;2012 4e kwartaal;79.6;-3.9;-3.4
439;4642 Groothandel in kleding en schoenen;2012;98.2;-3.4;-3.4
440;4643 Groothandel consumentenapparatuur;2005 1e kwartaal;;;
441;4643 Groothandel consumentenapparatuur;2005 2e kwartaal;;;
442;4643 Groothandel consumentenapparatuur;2005 3e kwartaal;;;
443;4643 Groothandel consumentenapparatuur;2005 4e kwartaal;;;
444;4643 Groothandel consumentenapparatuur;2005;;;
445;4643 Groothandel consumentenapparatuur;2006 1e kwartaal;;;
446;4643 Groothandel consumentenapparatuur;2006 2e kwartaal;;;
447;4643 Groothandel consumentenapparatuur;2006 3e kwartaal;;;
448;4643 Groothandel consumentenapparatuur;2006 4e kwartaal;;;
449;4643 Groothandel consumentenapparatuur;2006;;;
450;4643 Groothandel consumentenapparatuur;2007 1e kwartaal;81.2;;
451;4643 Groothandel consumentenapparatuur;2007 2e kwartaal;83.2;;
452;4643 Groothandel consumentenapparatuur;2007 3e kwartaal;84.8;;
453;4643 Groothandel consumentenapparatuur;2007 4e kwartaal;113.9;;
454;4643 Groothandel consumentenapparatuur;2007;90.8;;
455;4643 Groothandel consumentenapparatuur;2008 1e kwartaal;87.0;7.1;7.1
456;4643 Groothandel consumentenapparatuur;2008 2e kwartaal;89.0;6.9;7.0
457;4643 Groothandel consumentenapparatuur;2008 3e kwartaal;81.1;-4.3;3.2
458;4643 Groothandel consumentenapparatuur;2008 4e kwartaal;93.8;-17.7;-3.4
459;4643 Groothandel consumentenapparatuur;2008;87.7;-3.4;-3.4
460;4643 Groothandel consumentenapparatuur;2009 1e kwartaal;71.1;-18.3;-18.3
461;4643 Groothandel consumentenapparatuur;2009 2e kwartaal;70.7;-20.6;-19.5
462;4643 Groothandel consumentenapparatuur;2009 3e kwartaal;73.8;-9.0;-16.2
463;4643 Groothandel consumentenapparatuur;2009 4e kwartaal;91.2;-2.8;-12.6
464;4643 Groothandel consumentenapparatuur;2009;76.7;-12.6;-12.6
465;4643 Groothandel consumentenapparatuur;2010 1e kwartaal;75.8;6.6;6.6
466;4643 Groothandel consumentenapparatuur;2010 2e kwartaal;81.0;14.6;10.6
467;4643 Groothandel consumentenapparatuur;2010 3e kwartaal;79.4;7.6;9.6
468;4643 Groothandel consumentenapparatuur;2010 4e kwartaal;98.8;8.4;9.2
469;4643 Groothandel consumentenapparatuur;2010;83.7;9.2;9.2
470;4643 Groothandel consumentenapparatuur;2011 1e kwartaal;86.2;13.8;13.8
471;4643 Groothandel consumentenapparatuur;2011 2e kwartaal;88.7;9.5;11.6
472;4643 Groothandel consumentenapparatuur;2011 3e kwartaal;80.9;1.8;8.3
473;4643 Groothandel consumentenapparatuur;2011 4e kwartaal;89.8;-9.1;3.2
474;4643 Groothandel consumentenapparatuur;2011;86.4;3.2;3.2
475;4643 Groothandel consumentenapparatuur;2012 1e kwartaal;80.6;-6.5;-6.5
476;4643 Groothandel consumentenapparatuur;2012 2e kwartaal;82.0;-7.6;-7.0
477;4643 Groothandel consumentenapparatuur;2012 3e kwartaal;76.5;-5.4;-6.5
478;4643 Groothandel consumentenapparatuur;2012 4e kwartaal;80.0;-10.9;-7.7
479;4643 Groothandel consumentenapparatuur;2012;79.8;-7.7;-7.7
480;465 Groothandel in ICT-apparatuur;2005 1e kwartaal;98.3;;
481;465 Groothandel in ICT-apparatuur;2005 2e kwartaal;94.5;;
482;465 Groothandel in ICT-apparatuur;2005 3e kwartaal;95.6;;
483;465 Groothandel in ICT-apparatuur;2005 4e kwartaal;111.5;;
484;465 Groothandel in ICT-apparatuur;2005;100.0;;
485;465 Groothandel in ICT-apparatuur;2006 1e kwartaal;93.6;-4.8;-4.8
486;465 Groothandel in ICT-apparatuur;2006 2e kwartaal;88.9;-5.9;-5.4
487;465 Groothandel in ICT-apparatuur;2006 3e kwartaal;92.5;-3.3;-4.7
488;465 Groothandel in ICT-apparatuur;2006 4e kwartaal;110.2;-1.1;-3.7
489;465 Groothandel in ICT-apparatuur;2006;96.3;-3.7;-3.7
490;465 Groothandel in ICT-apparatuur;2007 1e kwartaal;96.5;3.1;3.1
491;465 Groothandel in ICT-apparatuur;2007 2e kwartaal;95.8;7.7;5.3
492;465 Groothandel in ICT-apparatuur;2007 3e kwartaal;97.2;5.1;5.3
493;465 Groothandel in ICT-apparatuur;2007 4e kwartaal;109.9;-0.3;3.7
494;465 Groothandel in ICT-apparatuur;2007;99.8;3.7;3.7
495;465 Groothandel in ICT-apparatuur;2008 1e kwartaal;99.3;2.9;2.9
496;465 Groothandel in ICT-apparatuur;2008 2e kwartaal;99.3;3.7;3.3
497;465 Groothandel in ICT-apparatuur;2008 3e kwartaal;98.4;1.2;2.6
498;465 Groothandel in ICT-apparatuur;2008 4e kwartaal;107.8;-1.9;1.4
499;465 Groothandel in ICT-apparatuur;2008;101.2;1.4;1.4
500;465 Groothandel in ICT-apparatuur;2009 1e kwartaal;88.4;-11.0;-11.0
501;465 Groothandel in ICT-apparatuur;2009 2e kwartaal;86.9;-12.5;-11.8
502;465 Groothandel in ICT-apparatuur;2009 3e kwartaal;84.9;-13.8;-12.4
503;465 Groothandel in ICT-apparatuur;2009 4e kwartaal;94.7;-12.2;-12.4
504;465 Groothandel in ICT-apparatuur;2009;88.7;-12.4;-12.4
505;465 Groothandel in ICT-apparatuur;2010 1e kwartaal;95.6;8.1;8.1
506;465 Groothandel in ICT-apparatuur;2010 2e kwartaal;100.5;15.6;11.8
507;465 Groothandel in ICT-apparatuur;2010 3e kwartaal;101.5;19.6;14.3
508;465 Groothandel in ICT-apparatuur;2010 4e kwartaal;109.8;15.9;14.8
509;465 Groothandel in ICT-apparatuur;2010;101.8;14.8;14.8
510;465 Groothandel in ICT-apparatuur;2011 1e kwartaal;99.4;4.0;4.0
511;465 Groothandel in ICT-apparatuur;2011 2e kwartaal;89.6;-10.8;-3.6
512;465 Groothandel in ICT-apparatuur;2011 3e kwartaal;107.2;5.7;-0.4
513;465 Groothandel in ICT-apparatuur;2011 4e kwartaal;120.9;10.1;2.4
514;465 Groothandel in ICT-apparatuur;2011;104.3;2.4;2.4
515;465 Groothandel in ICT-apparatuur;2012 1e kwartaal;98.9;-0.5;-0.5
516;465 Groothandel in ICT-apparatuur;2012 2e kwartaal;101.7;13.5;6.2
517;465 Groothandel in ICT-apparatuur;2012 3e kwartaal;119.5;11.4;8.1
518;465 Groothandel in ICT-apparatuur;2012 4e kwartaal;124.0;2.6;6.5
519;465 Groothandel in ICT-apparatuur;2012;111.0;6.5;6.5
520;4652 Groothandel in overige elektronica;2005 1e kwartaal;;;
521;4652 Groothandel in overige elektronica;2005 2e kwartaal;;;
522;4652 Groothandel in overige elektronica;2005 3e kwartaal;;;
523;4652 Groothandel in overige elektronica;2005 4e kwartaal;;;
524;4652 Groothandel in overige elektronica;2005;;;
525;4652 Groothandel in overige elektronica;2006 1e kwartaal;;;
526;4652 Groothandel in overige elektronica;2006 2e kwartaal;;;
527;4652 Groothandel in overige elektronica;2006 3e kwartaal;;;
528;4652 Groothandel in overige elektronica;2006 4e kwartaal;;;
529;4652 Groothandel in overige elektronica;2006;;;
530;4652 Groothandel in overige elektronica;2007 1e kwartaal;121.8;;
531;4652 Groothandel in overige elektronica;2007 2e kwartaal;128.9;;
532;4652 Groothandel in overige elektronica;2007 3e kwartaal;124.3;;
533;4652 Groothandel in overige elektronica;2007 4e kwartaal;135.6;;
534;4652 Groothandel in overige elektronica;2007;127.7;;
535;4652 Groothandel in overige elektronica;2008 1e kwartaal;129.0;5.9;5.9
536;4652 Groothandel in overige elektronica;2008 2e kwartaal;134.2;4.1;5.0
537;4652 Groothandel in overige elektronica;2008 3e kwartaal;124.4;0.0;3.4
538;4652 Groothandel in overige elektronica;2008 4e kwartaal;130.4;-3.8;1.5
539;4652 Groothandel in overige elektronica;2008;129.5;1.5;1.5
540;4652 Groothandel in overige elektronica;2009 1e kwartaal;114.6;-11.2;-11.2
541;4652 Groothandel in overige elektronica;2009 2e kwartaal;108.6;-19.1;-15.2
542;4652 Groothandel in overige elektronica;2009 3e kwartaal;106.4;-14.5;-15.0
543;4652 Groothandel in overige elektronica;2009 4e kwartaal;117.7;-9.8;-13.7
544;4652 Groothandel in overige elektronica;2009;111.8;-13.7;-13.7
545;4652 Groothandel in overige elektronica;2010 1e kwartaal;113.9;-0.7;-0.7
546;4652 Groothandel in overige elektronica;2010 2e kwartaal;113.2;4.2;1.7
547;4652 Groothandel in overige elektronica;2010 3e kwartaal;116.0;9.1;4.1
548;4652 Groothandel in overige elektronica;2010 4e kwartaal;127.7;8.5;5.2
549;4652 Groothandel in overige elektronica;2010;117.7;5.2;5.2
550;4652 Groothandel in overige elektronica;2011 1e kwartaal;124.4;9.3;9.3
551;4652 Groothandel in overige elektronica;2011 2e kwartaal;108.7;-3.9;2.7
552;4652 Groothandel in overige elektronica;2011 3e kwartaal;117.9;1.6;2.3
553;4652 Groothandel in overige elektronica;2011 4e kwartaal;126.8;-0.7;1.5
554;4652 Groothandel in overige elektronica;2011;119.5;1.5;1.5
555;4652 Groothandel in overige elektronica;2012 1e kwartaal;118.7;-4.6;-4.6
556;4652 Groothandel in overige elektronica;2012 2e kwartaal;104.7;-3.7;-4.2
557;4652 Groothandel in overige elektronica;2012 3e kwartaal;111.1;-5.7;-4.7
558;4652 Groothandel in overige elektronica;2012 4e kwartaal;123.0;-3.0;-4.2
559;4652 Groothandel in overige elektronica;2012;114.4;-4.2;-4.2
560;466 Groothandel in industriemachines;2005 1e kwartaal;93.7;;
561;466 Groothandel in industriemachines;2005 2e kwartaal;100.2;;
562;466 Groothandel in industriemachines;2005 3e kwartaal;98.0;;
563;466 Groothandel in industriemachines;2005 4e kwartaal;108.1;;
564;466 Groothandel in industriemachines;2005;100.0;;
565;466 Groothandel in industriemachines;2006 1e kwartaal;101.5;8.3;8.3
566;466 Groothandel in industriemachines;2006 2e kwartaal;105.5;5.3;6.8
567;466 Groothandel in industriemachines;2006 3e kwartaal;104.7;6.8;6.8
568;466 Groothandel in industriemachines;2006 4e kwartaal;119.8;10.8;7.9
569;466 Groothandel in industriemachines;2006;107.9;7.9;7.9
570;466 Groothandel in industriemachines;2007 1e kwartaal;111.6;9.9;9.9
571;466 Groothandel in industriemachines;2007 2e kwartaal;116.3;10.2;10.1
572;466 Groothandel in industriemachines;2007 3e kwartaal;113.4;8.4;9.5
573;466 Groothandel in industriemachines;2007 4e kwartaal;125.0;4.4;8.1
574;466 Groothandel in industriemachines;2007;116.6;8.1;8.1
575;466 Groothandel in industriemachines;2008 1e kwartaal;120.6;8.1;8.1
576;466 Groothandel in industriemachines;2008 2e kwartaal;125.3;7.7;7.9
577;466 Groothandel in industriemachines;2008 3e kwartaal;118.2;4.2;6.7
578;466 Groothandel in industriemachines;2008 4e kwartaal;122.2;-2.2;4.3
579;466 Groothandel in industriemachines;2008;121.6;4.3;4.3
580;466 Groothandel in industriemachines;2009 1e kwartaal;105.1;-12.9;-12.9
581;466 Groothandel in industriemachines;2009 2e kwartaal;105.7;-15.6;-14.2
582;466 Groothandel in industriemachines;2009 3e kwartaal;98.9;-16.3;-14.9
583;466 Groothandel in industriemachines;2009 4e kwartaal;106.5;-12.9;-14.4
584;466 Groothandel in industriemachines;2009;104.0;-14.4;-14.4
585;466 Groothandel in industriemachines;2010 1e kwartaal;99.9;-4.9;-4.9
586;466 Groothandel in industriemachines;2010 2e kwartaal;107.1;1.3;-1.8
587;466 Groothandel in industriemachines;2010 3e kwartaal;106.9;8.1;1.3
588;466 Groothandel in industriemachines;2010 4e kwartaal;120.2;12.9;4.3
589;466 Groothandel in industriemachines;2010;108.5;4.3;4.3
590;466 Groothandel in industriemachines;2011 1e kwartaal;117.0;17.1;17.1
591;466 Groothandel in industriemachines;2011 2e kwartaal;120.0;12.1;14.5
592;466 Groothandel in industriemachines;2011 3e kwartaal;119.5;11.8;13.6
593;466 Groothandel in industriemachines;2011 4e kwartaal;116.8;-2.8;9.1
594;466 Groothandel in industriemachines;2011;118.3;9.1;9.1
595;466 Groothandel in industriemachines;2012 1e kwartaal;111.0;-5.1;-5.1
596;466 Groothandel in industriemachines;2012 2e kwartaal;122.9;2.4;-1.3
597;466 Groothandel in industriemachines;2012 3e kwartaal;114.3;-4.3;-2.3
598;466 Groothandel in industriemachines;2012 4e kwartaal;114.4;-2.1;-2.3
599;466 Groothandel in industriemachines;2012;115.7;-2.3;-2.3
600;467 Overige gespecialiseerde groothandel;2005 1e kwartaal;89.9;;
601;467 Overige gespecialiseerde groothandel;2005 2e kwartaal;103.8;;
602;467 Overige gespecialiseerde groothandel;2005 3e kwartaal;100.3;;
603;467 Overige gespecialiseerde groothandel;2005 4e kwartaal;106.0;;
604;467 Overige gespecialiseerde groothandel;2005;100.0;;
605;467 Overige gespecialiseerde groothandel;2006 1e kwartaal;107.4;19.4;19.4
606;467 Overige gespecialiseerde groothandel;2006 2e kwartaal;120.4;16.0;17.6
607;467 Overige gespecialiseerde groothandel;2006 3e kwartaal;116.3;16.0;17.0
608;467 Overige gespecialiseerde groothandel;2006 4e kwartaal;116.2;9.7;15.1
609;467 Overige gespecialiseerde groothandel;2006;115.1;15.1;15.1
610;467 Overige gespecialiseerde groothandel;2007 1e kwartaal;120.8;12.5;12.5
611;467 Overige gespecialiseerde groothandel;2007 2e kwartaal;131.5;9.2;10.7
612;467 Overige gespecialiseerde groothandel;2007 3e kwartaal;125.1;7.6;9.7
613;467 Overige gespecialiseerde groothandel;2007 4e kwartaal;133.3;14.7;10.9
614;467 Overige gespecialiseerde groothandel;2007;127.7;10.9;10.9
615;467 Overige gespecialiseerde groothandel;2008 1e kwartaal;136.9;13.4;13.4
616;467 Overige gespecialiseerde groothandel;2008 2e kwartaal;160.0;21.6;17.7
617;467 Overige gespecialiseerde groothandel;2008 3e kwartaal;152.4;21.8;19.1
618;467 Overige gespecialiseerde groothandel;2008 4e kwartaal;127.4;-4.4;12.9
619;467 Overige gespecialiseerde groothandel;2008;144.2;12.9;12.9
620;467 Overige gespecialiseerde groothandel;2009 1e kwartaal;111.3;-18.7;-18.7
621;467 Overige gespecialiseerde groothandel;2009 2e kwartaal;121.8;-23.9;-21.5
622;467 Overige gespecialiseerde groothandel;2009 3e kwartaal;121.9;-20.0;-21.0
623;467 Overige gespecialiseerde groothandel;2009 4e kwartaal;124.2;-2.5;-16.9
624;467 Overige gespecialiseerde groothandel;2009;119.8;-16.9;-16.9
625;467 Overige gespecialiseerde groothandel;2010 1e kwartaal;127.7;14.7;14.7
626;467 Overige gespecialiseerde groothandel;2010 2e kwartaal;145.9;19.8;17.3
627;467 Overige gespecialiseerde groothandel;2010 3e kwartaal;133.8;9.8;14.7
628;467 Overige gespecialiseerde groothandel;2010 4e kwartaal;145.0;16.7;15.3
629;467 Overige gespecialiseerde groothandel;2010;138.1;15.3;15.3
630;467 Overige gespecialiseerde groothandel;2011 1e kwartaal;155.0;21.4;21.4
631;467 Overige gespecialiseerde groothandel;2011 2e kwartaal;168.3;15.3;18.2
632;467 Overige gespecialiseerde groothandel;2011 3e kwartaal;157.3;17.5;18.0
633;467 Overige gespecialiseerde groothandel;2011 4e kwartaal;149.7;3.2;14.1
634;467 Overige gespecialiseerde groothandel;2011;157.6;14.1;14.1
635;467 Overige gespecialiseerde groothandel;2012 1e kwartaal;154.8;-0.1;-0.1
636;467 Overige gespecialiseerde groothandel;2012 2e kwartaal;151.5;-9.9;-5.2
637;467 Overige gespecialiseerde groothandel;2012 3e kwartaal;147.7;-6.1;-5.5
638;467 Overige gespecialiseerde groothandel;2012 4e kwartaal;142.0;-5.1;-5.4
639;467 Overige gespecialiseerde groothandel;2012;149.0;-5.4;-5.4
640;4671 Groothandel in olie en steenkool;2005 1e kwartaal;;;
641;4671 Groothandel in olie en steenkool;2005 2e kwartaal;;;
642;4671 Groothandel in olie en steenkool;2005 3e kwartaal;;;
643;4671 Groothandel in olie en steenkool;2005 4e kwartaal;;;
644;4671 Groothandel in olie en steenkool;2005;;;
645;4671 Groothandel in olie en steenkool;2006 1e kwartaal;;;
646;4671 Groothandel in olie en steenkool;2006 2e kwartaal;;;
647;4671 Groothandel in olie en steenkool;2006 3e kwartaal;;;
648;4671 Groothandel in olie en steenkool;2006 4e kwartaal;;;
649;4671 Groothandel in olie en steenkool;2006;;;
650;4671 Groothandel in olie en steenkool;2007 1e kwartaal;125.5;;
651;4671 Groothandel in olie en steenkool;2007 2e kwartaal;128.0;;
652;4671 Groothandel in olie en steenkool;2007 3e kwartaal;139.0;;
653;4671 Groothandel in olie en steenkool;2007 4e kwartaal;153.9;;
654;4671 Groothandel in olie en steenkool;2007;136.6;;
655;4671 Groothandel in olie en steenkool;2008 1e kwartaal;149.9;19.4;19.4
656;4671 Groothandel in olie en steenkool;2008 2e kwartaal;186.1;45.4;32.6
657;4671 Groothandel in olie en steenkool;2008 3e kwartaal;190.0;36.6;34.0
658;4671 Groothandel in olie en steenkool;2008 4e kwartaal;151.7;-1.4;24.0
659;4671 Groothandel in olie en steenkool;2008;169.4;24.0;24.0
660;4671 Groothandel in olie en steenkool;2009 1e kwartaal;136.4;-9.0;-9.0
661;4671 Groothandel in olie en steenkool;2009 2e kwartaal;150.6;-19.1;-14.6
662;4671 Groothandel in olie en steenkool;2009 3e kwartaal;164.3;-13.5;-14.2
663;4671 Groothandel in olie en steenkool;2009 4e kwartaal;176.2;16.2;-7.4
664;4671 Groothandel in olie en steenkool;2009;156.9;-7.4;-7.4
665;4671 Groothandel in olie en steenkool;2010 1e kwartaal;181.0;32.7;32.7
666;4671 Groothandel in olie en steenkool;2010 2e kwartaal;200.8;33.3;33.0
667;4671 Groothandel in olie en steenkool;2010 3e kwartaal;183.5;11.7;25.3
668;4671 Groothandel in olie en steenkool;2010 4e kwartaal;208.1;18.1;23.2
669;4671 Groothandel in olie en steenkool;2010;193.3;23.2;23.2
670;4671 Groothandel in olie en steenkool;2011 1e kwartaal;214.0;18.2;18.2
671;4671 Groothandel in olie en steenkool;2011 2e kwartaal;238.4;18.7;18.5
672;4671 Groothandel in olie en steenkool;2011 3e kwartaal;230.3;25.5;20.8
673;4671 Groothandel in olie en steenkool;2011 4e kwartaal;214.0;2.8;15.9
674;4671 Groothandel in olie en steenkool;2011;224.2;15.9;15.9
675;4671 Groothandel in olie en steenkool;2012 1e kwartaal;220.9;3.2;3.2
676;4671 Groothandel in olie en steenkool;2012 2e kwartaal;203.8;-14.5;-6.1
677;4671 Groothandel in olie en steenkool;2012 3e kwartaal;215.0;-6.7;-6.3
678;4671 Groothandel in olie en steenkool;2012 4e kwartaal;203.2;-5.0;-6.0
679;4671 Groothandel in olie en steenkool;2012;210.7;-6.0;-6.0
680;4672 Groothandel in metaal en erts;2005 1e kwartaal;;;
681;4672 Groothandel in metaal en erts;2005 2e kwartaal;;;
682;4672 Groothandel in metaal en erts;2005 3e kwartaal;;;
683;4672 Groothandel in metaal en erts;2005 4e kwartaal;;;
684;4672 Groothandel in metaal en erts;2005;;;
685;4672 Groothandel in metaal en erts;2006 1e kwartaal;;;
686;4672 Groothandel in metaal en erts;2006 2e kwartaal;;;
687;4672 Groothandel in metaal en erts;2006 3e kwartaal;;;
688;4672 Groothandel in metaal en erts;2006 4e kwartaal;;;
689;4672 Groothandel in metaal en erts;2006;;;
690;4672 Groothandel in metaal en erts;2007 1e kwartaal;141.7;;
691;4672 Groothandel in metaal en erts;2007 2e kwartaal;152.6;;
692;4672 Groothandel in metaal en erts;2007 3e kwartaal;139.0;;
693;4672 Groothandel in metaal en erts;2007 4e kwartaal;140.3;;
694;4672 Groothandel in metaal en erts;2007;143.4;;
695;4672 Groothandel in metaal en erts;2008 1e kwartaal;162.1;14.4;14.4
696;4672 Groothandel in metaal en erts;2008 2e kwartaal;177.9;16.6;15.5
697;4672 Groothandel in metaal en erts;2008 3e kwartaal;168.4;21.2;17.3
698;4672 Groothandel in metaal en erts;2008 4e kwartaal;132.5;-5.5;11.7
699;4672 Groothandel in metaal en erts;2008;160.2;11.7;11.7
700;4672 Groothandel in metaal en erts;2009 1e kwartaal;111.7;-31.1;-31.1
701;4672 Groothandel in metaal en erts;2009 2e kwartaal;105.9;-40.4;-36.0
702;4672 Groothandel in metaal en erts;2009 3e kwartaal;101.7;-39.6;-37.2
703;4672 Groothandel in metaal en erts;2009 4e kwartaal;94.7;-28.6;-35.4
704;4672 Groothandel in metaal en erts;2009;103.5;-35.4;-35.4
705;4672 Groothandel in metaal en erts;2010 1e kwartaal;98.1;-12.2;-12.2
706;4672 Groothandel in metaal en erts;2010 2e kwartaal;116.2;9.7;-1.6
707;4672 Groothandel in metaal en erts;2010 3e kwartaal;111.8;9.9;2.1
708;4672 Groothandel in metaal en erts;2010 4e kwartaal;117.0;23.6;7.0
709;4672 Groothandel in metaal en erts;2010;110.8;7.0;7.0
710;4672 Groothandel in metaal en erts;2011 1e kwartaal;141.4;44.2;44.2
711;4672 Groothandel in metaal en erts;2011 2e kwartaal;134.8;16.1;28.9
712;4672 Groothandel in metaal en erts;2011 3e kwartaal;130.1;16.3;24.6
713;4672 Groothandel in metaal en erts;2011 4e kwartaal;118.6;1.4;18.5
714;4672 Groothandel in metaal en erts;2011;131.2;18.5;18.5
715;4672 Groothandel in metaal en erts;2012 1e kwartaal;138.2;-2.3;-2.3
716;4672 Groothandel in metaal en erts;2012 2e kwartaal;130.1;-3.5;-2.9
717;4672 Groothandel in metaal en erts;2012 3e kwartaal;127.8;-1.7;-2.5
