ID;Versie;Voertuigcategorie;Wegtype;Bouwjaar;CO_1;VOS_2;NOx_3;PM10_4
251;Nieuwe emissiefactoren;Trekker-diesel;Buitenwegen;1997;1.32;0.42;10.34;0.178
252;Nieuwe emissiefactoren;Trekker-diesel;Buitenwegen;1998;1.32;0.42;10.34;0.175
253;Nieuwe emissiefactoren;Trekker-diesel;Buitenwegen;1999;1.32;0.42;10.34;0.175
254;Nieuwe emissiefactoren;Trekker-diesel;Buitenwegen;2000;1.32;0.41;10.05;0.176
255;Nieuwe emissiefactoren;Trekker-diesel;Buitenwegen;2001;1.31;0.4;8.9;0.18
256;Nieuwe emissiefactoren;Trekker-diesel;Buitenwegen;2002;1.31;0.39;8.03;0.183
257;Nieuwe emissiefactoren;Trekker-diesel;Buitenwegen;2003;1.31;0.39;8.03;0.183
258;Nieuwe emissiefactoren;Trekker-diesel;Buitenwegen;2004;1.31;0.39;8.03;0.183
259;Nieuwe emissiefactoren;Trekker-diesel;Buitenwegen;2005;1.01;0.29;7.25;0.145
260;Nieuwe emissiefactoren;Trekker-diesel;Autosnelwegen;Bouwjaar groep 1996 en ouder;1.29;0.45;9.07;0.297
261;Nieuwe emissiefactoren;Trekker-diesel;Autosnelwegen;1997;0.99;0.29;8.13;0.136
262;Nieuwe emissiefactoren;Trekker-diesel;Autosnelwegen;1998;0.99;0.29;8.13;0.134
263;Nieuwe emissiefactoren;Trekker-diesel;Autosnelwegen;1999;0.99;0.29;8.13;0.134
264;Nieuwe emissiefactoren;Trekker-diesel;Autosnelwegen;2000;0.98;0.29;7.87;0.133
265;Nieuwe emissiefactoren;Trekker-diesel;Autosnelwegen;2001;0.94;0.27;6.8;0.13
266;Nieuwe emissiefactoren;Trekker-diesel;Autosnelwegen;2002;0.91;0.26;5.99;0.127
267;Nieuwe emissiefactoren;Trekker-diesel;Autosnelwegen;2003;0.91;0.26;5.99;0.127
268;Nieuwe emissiefactoren;Trekker-diesel;Autosnelwegen;2004;0.91;0.26;5.99;0.127
269;Nieuwe emissiefactoren;Trekker-diesel;Autosnelwegen;2005;0.71;0.2;5.44;0.1
270;Nieuwe emissiefactoren;Autobus-diesel;Bebouwde kom;Bouwjaar groep 1996 en ouder;4.3;2.13;13.26;0.854
271;Nieuwe emissiefactoren;Autobus-diesel;Bebouwde kom;1997;2.42;0.58;12.24;0.242
272;Nieuwe emissiefactoren;Autobus-diesel;Bebouwde kom;1998;2.42;0.58;12.25;0.239
273;Nieuwe emissiefactoren;Autobus-diesel;Bebouwde kom;1999;2.42;0.58;12.25;0.239
274;Nieuwe emissiefactoren;Autobus-diesel;Bebouwde kom;2000;2.39;0.57;12.06;0.239
275;Nieuwe emissiefactoren;Autobus-diesel;Bebouwde kom;2001;2.31;0.55;11.33;0.237
276;Nieuwe emissiefactoren;Autobus-diesel;Bebouwde kom;2002;2.24;0.53;10.77;0.236
277;Nieuwe emissiefactoren;Autobus-diesel;Bebouwde kom;2003;2.24;0.53;10.77;0.236
278;Nieuwe emissiefactoren;Autobus-diesel;Bebouwde kom;2004;2.24;0.53;10.77;0.236
279;Nieuwe emissiefactoren;Autobus-diesel;Bebouwde kom;2005;1.74;0.4;9.63;0.19
280;Nieuwe emissiefactoren;Autobus-diesel;Buitenwegen;Bouwjaar groep 1996 en ouder;2.39;1.02;9.4;0.461
281;Nieuwe emissiefactoren;Autobus-diesel;Buitenwegen;1997;1.14;0.31;8.07;0.14
282;Nieuwe emissiefactoren;Autobus-diesel;Buitenwegen;1998;1.13;0.31;8.07;0.139
283;Nieuwe emissiefactoren;Autobus-diesel;Buitenwegen;1999;1.13;0.31;8.07;0.139
284;Nieuwe emissiefactoren;Autobus-diesel;Buitenwegen;2000;1.12;0.31;7.86;0.138
285;Nieuwe emissiefactoren;Autobus-diesel;Buitenwegen;2001;1.09;0.29;6.98;0.136
286;Nieuwe emissiefactoren;Autobus-diesel;Buitenwegen;2002;1.06;0.28;6.33;0.135
287;Nieuwe emissiefactoren;Autobus-diesel;Buitenwegen;2003;1.06;0.28;6.33;0.135
288;Nieuwe emissiefactoren;Autobus-diesel;Buitenwegen;2004;1.06;0.28;6.33;0.135
289;Nieuwe emissiefactoren;Autobus-diesel;Buitenwegen;2005;0.82;0.22;5.72;0.107
290;Nieuwe emissiefactoren;Autobus-diesel;Autosnelwegen;Bouwjaar groep 1996 en ouder;1.67;0.75;8.01;0.326
291;Nieuwe emissiefactoren;Autobus-diesel;Autosnelwegen;1997;0.67;0.26;6.52;0.112
292;Nieuwe emissiefactoren;Autobus-diesel;Autosnelwegen;1998;0.67;0.25;6.52;0.111
293;Nieuwe emissiefactoren;Autobus-diesel;Autosnelwegen;1999;0.67;0.25;6.52;0.111
294;Nieuwe emissiefactoren;Autobus-diesel;Autosnelwegen;2000;0.67;0.25;6.25;0.111
295;Nieuwe emissiefactoren;Autobus-diesel;Autosnelwegen;2001;0.67;0.24;5.17;0.11
296;Nieuwe emissiefactoren;Autobus-diesel;Autosnelwegen;2002;0.67;0.23;4.36;0.109
297;Nieuwe emissiefactoren;Autobus-diesel;Autosnelwegen;2003;0.67;0.23;4.36;0.109
298;Nieuwe emissiefactoren;Autobus-diesel;Autosnelwegen;2004;0.67;0.23;4.36;0.109
299;Nieuwe emissiefactoren;Autobus-diesel;Autosnelwegen;2005;0.52;0.17;3.98;0.086
300;Nieuwe emissiefactoren;Motortweewieler-benzine;Bebouwde kom;Bouwjaar groep 1996 en ouder;26.07;3.65;0.08;0.015
301;Nieuwe emissiefactoren;Motortweewieler-benzine;Bebouwde kom;1997;29.11;4.0;0.1;0.017
302;Nieuwe emissiefactoren;Motortweewieler-benzine;Bebouwde kom;1998;25.66;3.49;0.1;0.016
303;Nieuwe emissiefactoren;Motortweewieler-benzine;Bebouwde kom;1999;17.04;2.21;0.13;0.016
304;Nieuwe emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2000;11.87;1.44;0.14;0.015
305;Nieuwe emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2001;11.87;1.44;0.14;0.015
306;Nieuwe emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2002;11.87;1.44;0.14;0.015
307;Nieuwe emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2003;11.87;1.44;0.14;0.015
308;Nieuwe emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2004;11.87;1.44;0.14;0.015
309;Nieuwe emissiefactoren;Motortweewieler-benzine;Bebouwde kom;2005;11.87;1.44;0.14;0.015
310;Nieuwe emissiefactoren;Motortweewieler-benzine;Buitenwegen;Bouwjaar groep 1996 en ouder;15.7;1.53;0.14;0.015
311;Nieuwe emissiefactoren;Motortweewieler-benzine;Buitenwegen;1997;17.36;1.63;0.17;0.017
312;Nieuwe emissiefactoren;Motortweewieler-benzine;Buitenwegen;1998;15.1;1.43;0.18;0.016
313;Nieuwe emissiefactoren;Motortweewieler-benzine;Buitenwegen;1999;9.46;0.95;0.21;0.016
314;Nieuwe emissiefactoren;Motortweewieler-benzine;Buitenwegen;2000;6.07;0.66;0.22;0.015
315;Nieuwe emissiefactoren;Motortweewieler-benzine;Buitenwegen;2001;6.07;0.66;0.22;0.015
316;Nieuwe emissiefactoren;Motortweewieler-benzine;Buitenwegen;2002;6.07;0.66;0.22;0.015
317;Nieuwe emissiefactoren;Motortweewieler-benzine;Buitenwegen;2003;6.07;0.66;0.22;0.015
318;Nieuwe emissiefactoren;Motortweewieler-benzine;Buitenwegen;2004;6.07;0.66;0.22;0.015
319;Nieuwe emissiefactoren;Motortweewieler-benzine;Buitenwegen;2005;6.07;0.66;0.22;0.015
320;Nieuwe emissiefactoren;Motortweewieler-benzine;Autosnelwegen;Bouwjaar groep 1996 en ouder;25.27;1.34;0.37;0.015
321;Nieuwe emissiefactoren;Motortweewieler-benzine;Autosnelwegen;1997;27.97;1.35;0.42;0.017
322;Nieuwe emissiefactoren;Motortweewieler-benzine;Autosnelwegen;1998;26.11;1.16;0.43;0.016
323;Nieuwe emissiefactoren;Motortweewieler-benzine;Autosnelwegen;1999;21.45;0.7;0.47;0.016
324;Nieuwe emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2000;18.65;0.42;0.49;0.015
325;Nieuwe emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2001;18.65;0.42;0.49;0.015
326;Nieuwe emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2002;18.65;0.42;0.49;0.015
327;Nieuwe emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2003;18.65;0.42;0.49;0.015
328;Nieuwe emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2004;18.65;0.42;0.49;0.015
329;Nieuwe emissiefactoren;Motortweewieler-benzine;Autosnelwegen;2005;18.65;0.42;0.49;0.015
330;Nieuwe emissiefactoren;Bromfiets-benzine;Bebouwde kom;Bouwjaar groep 1996 en ouder;8.85;5.31;0.04;0.035
331;Nieuwe emissiefactoren;Bromfiets-benzine;Bebouwde kom;1997;10.0;6.0;0.05;0.04
332;Nieuwe emissiefactoren;Bromfiets-benzine;Bebouwde kom;1998;10.0;6.0;0.05;0.04
333;Nieuwe emissiefactoren;Bromfiets-benzine;Bebouwde kom;1999;10.0;6.0;0.05;0.04
334;Nieuwe emissiefactoren;Bromfiets-benzine;Bebouwde kom;2000;10.0;6.0;0.05;0.04
335;Nieuwe emissiefactoren;Bromfiets-benzine;Bebouwde kom;2001;10.0;6.0;0.05;0.04
336;Nieuwe emissiefactoren;Bromfiets-benzine;Bebouwde kom;2002;10.0;6.0;0.05;0.04
337;Nieuwe emissiefactoren;Bromfiets-benzine;Bebouwde kom;2003;10.0;6.0;0.05;0.04
338;Nieuwe emissiefactoren;Bromfiets-benzine;Bebouwde kom;2004;10.0;6.0;0.05;0.04
339;Nieuwe emissiefactoren;Bromfiets-benzine;Bebouwde kom;2005;10.0;6.0;0.05;0.04
340;Nieuwe emissiefactoren;Bromfiets-benzine;Buitenwegen;Bouwjaar groep 1996 en ouder;8.85;5.31;0.04;0.035
341;Nieuwe emissiefactoren;Bromfiets-benzine;Buitenwegen;1997;10.0;6.0;0.05;0.04
342;Nieuwe emissiefactoren;Bromfiets-benzine;Buitenwegen;1998;10.0;6.0;0.05;0.04
343;Nieuwe emissiefactoren;Bromfiets-benzine;Buitenwegen;1999;10.0;6.0;0.05;0.04
344;Nieuwe emissiefactoren;Bromfiets-benzine;Buitenwegen;2000;10.0;6.0;0.05;0.04
345;Nieuwe emissiefactoren;Bromfiets-benzine;Buitenwegen;2001;10.0;6.0;0.05;0.04
346;Nieuwe emissiefactoren;Bromfiets-benzine;Buitenwegen;2002;10.0;6.0;0.05;0.04
347;Nieuwe emissiefactoren;Bromfiets-benzine;Buitenwegen;2003;10.0;6.0;0.05;0.04
348;Nieuwe emissiefactoren;Bromfiets-benzine;Buitenwegen;2004;10.0;6.0;0.05;0.04
349;Nieuwe emissiefactoren;Bromfiets-benzine;Buitenwegen;2005;10.0;6.0;0.05;0.04
350;Nieuwe emissiefactoren;Bromfiets-benzine;Autosnelwegen;Bouwjaar groep 1996 en ouder;;;;
351;Nieuwe emissiefactoren;Bromfiets-benzine;Autosnelwegen;1997;;;;
352;Nieuwe emissiefactoren;Bromfiets-benzine;Autosnelwegen;1998;;;;
353;Nieuwe emissiefactoren;Bromfiets-benzine;Autosnelwegen;1999;;;;
354;Nieuwe emissiefactoren;Bromfiets-benzine;Autosnelwegen;2000;;;;
355;Nieuwe emissiefactoren;Bromfiets-benzine;Autosnelwegen;2001;;;;
356;Nieuwe emissiefactoren;Bromfiets-benzine;Autosnelwegen;2002;;;;
357;Nieuwe emissiefactoren;Bromfiets-benzine;Autosnelwegen;2003;;;;
358;Nieuwe emissiefactoren;Bromfiets-benzine;Autosnelwegen;2004;;;;
359;Nieuwe emissiefactoren;Bromfiets-benzine;Autosnelwegen;2005;;;;
360;Oude emissiefactoren;Totaal;Bebouwde kom;Bouwjaar groep 1996 en ouder;9.78;1.53;1.19;0.076
361;Oude emissiefactoren;Totaal;Bebouwde kom;1997;4.81;0.67;0.92;0.064
362;Oude emissiefactoren;Totaal;Bebouwde kom;1998;4.27;0.6;1.05;0.069
363;Oude emissiefactoren;Totaal;Bebouwde kom;1999;3.77;0.58;1.21;0.075
364;Oude emissiefactoren;Totaal;Bebouwde kom;2000;2.38;0.48;1.36;0.073
365;Oude emissiefactoren;Totaal;Bebouwde kom;2001;1.3;0.42;1.39;0.07
366;Oude emissiefactoren;Totaal;Bebouwde kom;2002;1.21;0.39;1.19;0.068
367;Oude emissiefactoren;Totaal;Bebouwde kom;2003;1.34;0.42;1.28;0.073
368;Oude emissiefactoren;Totaal;Bebouwde kom;2004;1.35;0.41;1.31;0.073
369;Oude emissiefactoren;Totaal;Bebouwde kom;2005;1.26;0.39;1.18;0.05
370;Oude emissiefactoren;Totaal;Buitenwegen;Bouwjaar groep 1996 en ouder;2.63;0.38;0.95;0.039
371;Oude emissiefactoren;Totaal;Buitenwegen;1997;1.44;0.09;0.49;0.023
372;Oude emissiefactoren;Totaal;Buitenwegen;1998;1.3;0.08;0.56;0.027
373;Oude emissiefactoren;Totaal;Buitenwegen;1999;1.17;0.08;0.66;0.031
374;Oude emissiefactoren;Totaal;Buitenwegen;2000;0.77;0.07;0.69;0.027
375;Oude emissiefactoren;Totaal;Buitenwegen;2001;0.34;0.06;0.72;0.026
376;Oude emissiefactoren;Totaal;Buitenwegen;2002;0.31;0.05;0.6;0.025
377;Oude emissiefactoren;Totaal;Buitenwegen;2003;0.44;0.08;0.87;0.033
378;Oude emissiefactoren;Totaal;Buitenwegen;2004;0.44;0.08;0.87;0.032
379;Oude emissiefactoren;Totaal;Buitenwegen;2005;0.45;0.08;0.85;0.025
380;Oude emissiefactoren;Totaal;Autosnelwegen;Bouwjaar groep 1996 en ouder;3.29;0.36;1.91;0.059
381;Oude emissiefactoren;Totaal;Autosnelwegen;1997;1.9;0.09;1.03;0.045
382;Oude emissiefactoren;Totaal;Autosnelwegen;1998;1.64;0.08;1.2;0.05
383;Oude emissiefactoren;Totaal;Autosnelwegen;1999;1.46;0.09;1.39;0.056
384;Oude emissiefactoren;Totaal;Autosnelwegen;2000;0.89;0.06;1.26;0.05
385;Oude emissiefactoren;Totaal;Autosnelwegen;2001;0.48;0.06;1.34;0.046
386;Oude emissiefactoren;Totaal;Autosnelwegen;2002;0.42;0.05;1.04;0.042
387;Oude emissiefactoren;Totaal;Autosnelwegen;2003;0.34;0.04;0.88;0.04
388;Oude emissiefactoren;Totaal;Autosnelwegen;2004;0.33;0.04;0.9;0.04
389;Oude emissiefactoren;Totaal;Autosnelwegen;2005;0.31;0.04;0.79;0.031
390;Oude emissiefactoren;Personenauto-benzine;Bebouwde kom;Bouwjaar groep 1996 en ouder;11.19;1.66;0.81;0.017
391;Oude emissiefactoren;Personenauto-benzine;Bebouwde kom;1997;5.93;0.65;0.24;0.011
392;Oude emissiefactoren;Personenauto-benzine;Bebouwde kom;1998;5.79;0.64;0.23;0.011
393;Oude emissiefactoren;Personenauto-benzine;Bebouwde kom;1999;5.65;0.63;0.23;0.011
394;Oude emissiefactoren;Personenauto-benzine;Bebouwde kom;2000;3.06;0.4;0.16;0.011
395;Oude emissiefactoren;Personenauto-benzine;Bebouwde kom;2001;0.6;0.18;0.1;0.011
396;Oude emissiefactoren;Personenauto-benzine;Bebouwde kom;2002;0.6;0.18;0.09;0.011
397;Oude emissiefactoren;Personenauto-benzine;Bebouwde kom;2003;0.78;0.18;0.08;0.011
398;Oude emissiefactoren;Personenauto-benzine;Bebouwde kom;2004;0.87;0.18;0.08;0.011
399;Oude emissiefactoren;Personenauto-benzine;Bebouwde kom;2005;0.96;0.18;0.07;0.011
400;Oude emissiefactoren;Personenauto-benzine;Buitenwegen;Bouwjaar groep 1996 en ouder;2.73;0.36;0.64;0.008
401;Oude emissiefactoren;Personenauto-benzine;Buitenwegen;1997;1.77;0.05;0.09;0.002
402;Oude emissiefactoren;Personenauto-benzine;Buitenwegen;1998;1.78;0.05;0.09;0.002
403;Oude emissiefactoren;Personenauto-benzine;Buitenwegen;1999;1.79;0.05;0.09;0.002
404;Oude emissiefactoren;Personenauto-benzine;Buitenwegen;2000;1.01;0.03;0.05;0.002
405;Oude emissiefactoren;Personenauto-benzine;Buitenwegen;2001;0.23;0.01;0.02;0.002
406;Oude emissiefactoren;Personenauto-benzine;Buitenwegen;2002;0.24;0.01;0.02;0.002
407;Oude emissiefactoren;Personenauto-benzine;Buitenwegen;2003;0.28;0.01;0.02;0.002
408;Oude emissiefactoren;Personenauto-benzine;Buitenwegen;2004;0.3;0.01;0.02;0.002
409;Oude emissiefactoren;Personenauto-benzine;Buitenwegen;2005;0.32;0.01;0.02;0.002
410;Oude emissiefactoren;Personenauto-benzine;Autosnelwegen;Bouwjaar groep 1996 en ouder;3.49;0.34;1.41;0.017
411;Oude emissiefactoren;Personenauto-benzine;Autosnelwegen;1997;2.58;0.06;0.12;0.015
412;Oude emissiefactoren;Personenauto-benzine;Autosnelwegen;1998;2.52;0.06;0.12;0.015
413;Oude emissiefactoren;Personenauto-benzine;Autosnelwegen;1999;2.46;0.05;0.11;0.015
414;Oude emissiefactoren;Personenauto-benzine;Autosnelwegen;2000;1.4;0.03;0.07;0.015
415;Oude emissiefactoren;Personenauto-benzine;Autosnelwegen;2001;0.4;0.01;0.02;0.015
416;Oude emissiefactoren;Personenauto-benzine;Autosnelwegen;2002;0.4;0.01;0.02;0.015
417;Oude emissiefactoren;Personenauto-benzine;Autosnelwegen;2003;0.36;0.01;0.02;0.015
418;Oude emissiefactoren;Personenauto-benzine;Autosnelwegen;2004;0.34;0.01;0.02;0.015
419;Oude emissiefactoren;Personenauto-benzine;Autosnelwegen;2005;0.32;0.01;0.01;0.015
420;Oude emissiefactoren;Personenauto-diesel;Bebouwde kom;Bouwjaar groep 1996 en ouder;1.08;0.15;0.66;0.154
421;Oude emissiefactoren;Personenauto-diesel;Bebouwde kom;1997;2.41;0.22;0.87;0.099
422;Oude emissiefactoren;Personenauto-diesel;Bebouwde kom;1998;2.13;0.24;0.89;0.099
423;Oude emissiefactoren;Personenauto-diesel;Bebouwde kom;1999;1.66;0.28;0.9;0.098
424;Oude emissiefactoren;Personenauto-diesel;Bebouwde kom;2000;1.08;0.17;0.81;0.08
425;Oude emissiefactoren;Personenauto-diesel;Bebouwde kom;2001;0.49;0.06;0.71;0.061
426;Oude emissiefactoren;Personenauto-diesel;Bebouwde kom;2002;0.49;0.06;0.72;0.062
427;Oude emissiefactoren;Personenauto-diesel;Bebouwde kom;2003;0.49;0.06;0.72;0.062
428;Oude emissiefactoren;Personenauto-diesel;Bebouwde kom;2004;0.49;0.06;0.72;0.062
429;Oude emissiefactoren;Personenauto-diesel;Bebouwde kom;2005;0.27;0.02;0.45;0.027
430;Oude emissiefactoren;Personenauto-diesel;Buitenwegen;Bouwjaar groep 1996 en ouder;0.24;0.06;0.42;0.078
431;Oude emissiefactoren;Personenauto-diesel;Buitenwegen;1997;0.16;0.04;0.49;0.05
432;Oude emissiefactoren;Personenauto-diesel;Buitenwegen;1998;0.14;0.04;0.5;0.049
433;Oude emissiefactoren;Personenauto-diesel;Buitenwegen;1999;0.1;0.05;0.51;0.049
434;Oude emissiefactoren;Personenauto-diesel;Buitenwegen;2000;0.06;0.03;0.48;0.039
435;Oude emissiefactoren;Personenauto-diesel;Buitenwegen;2001;0.02;0.01;0.44;0.03
436;Oude emissiefactoren;Personenauto-diesel;Buitenwegen;2002;0.02;0.01;0.45;0.03
437;Oude emissiefactoren;Personenauto-diesel;Buitenwegen;2003;0.02;0.01;0.45;0.03
438;Oude emissiefactoren;Personenauto-diesel;Buitenwegen;2004;0.02;0.01;0.45;0.03
439;Oude emissiefactoren;Personenauto-diesel;Buitenwegen;2005;0.01;0.0;0.25;0.018
440;Oude emissiefactoren;Personenauto-diesel;Autosnelwegen;Bouwjaar groep 1996 en ouder;0.2;0.06;0.51;0.095
441;Oude emissiefactoren;Personenauto-diesel;Autosnelwegen;1997;0.05;0.03;0.5;0.065
442;Oude emissiefactoren;Personenauto-diesel;Autosnelwegen;1998;0.04;0.03;0.49;0.066
443;Oude emissiefactoren;Personenauto-diesel;Autosnelwegen;1999;0.03;0.04;0.47;0.066
444;Oude emissiefactoren;Personenauto-diesel;Autosnelwegen;2000;0.02;0.02;0.48;0.054
445;Oude emissiefactoren;Personenauto-diesel;Autosnelwegen;2001;0.0;0.01;0.49;0.041
446;Oude emissiefactoren;Personenauto-diesel;Autosnelwegen;2002;0.0;0.01;0.49;0.043
447;Oude emissiefactoren;Personenauto-diesel;Autosnelwegen;2003;0.0;0.01;0.49;0.043
448;Oude emissiefactoren;Personenauto-diesel;Autosnelwegen;2004;0.0;0.01;0.49;0.043
449;Oude emissiefactoren;Personenauto-diesel;Autosnelwegen;2005;0.0;0.0;0.24;0.028
450;Oude emissiefactoren;Personenauto-LPG;Bebouwde kom;Bouwjaar groep 1996 en ouder;3.57;0.82;1.0;0.013
451;Oude emissiefactoren;Personenauto-LPG;Bebouwde kom;1997;3.59;0.33;0.39;0.008
452;Oude emissiefactoren;Personenauto-LPG;Bebouwde kom;1998;3.5;0.32;0.38;0.008
453;Oude emissiefactoren;Personenauto-LPG;Bebouwde kom;1999;3.42;0.32;0.38;0.008
454;Oude emissiefactoren;Personenauto-LPG;Bebouwde kom;2000;2.06;0.22;0.32;0.008
455;Oude emissiefactoren;Personenauto-LPG;Bebouwde kom;2001;0.77;0.12;0.27;0.008
456;Oude emissiefactoren;Personenauto-LPG;Bebouwde kom;2002;0.76;0.12;0.27;0.008
457;Oude emissiefactoren;Personenauto-LPG;Bebouwde kom;2003;1.13;0.15;0.28;0.008
458;Oude emissiefactoren;Personenauto-LPG;Bebouwde kom;2004;1.29;0.16;0.28;0.008
459;Oude emissiefactoren;Personenauto-LPG;Bebouwde kom;2005;1.46;0.17;0.28;0.008
460;Oude emissiefactoren;Personenauto-LPG;Buitenwegen;Bouwjaar groep 1996 en ouder;1.03;0.31;0.7;0.008
461;Oude emissiefactoren;Personenauto-LPG;Buitenwegen;1997;0.75;0.04;0.3;0.002
462;Oude emissiefactoren;Personenauto-LPG;Buitenwegen;1998;0.75;0.04;0.29;0.002
463;Oude emissiefactoren;Personenauto-LPG;Buitenwegen;1999;0.75;0.04;0.28;0.002
464;Oude emissiefactoren;Personenauto-LPG;Buitenwegen;2000;0.49;0.02;0.2;0.002
465;Oude emissiefactoren;Personenauto-LPG;Buitenwegen;2001;0.22;0.01;0.12;0.002
466;Oude emissiefactoren;Personenauto-LPG;Buitenwegen;2002;0.23;0.01;0.12;0.002
467;Oude emissiefactoren;Personenauto-LPG;Buitenwegen;2003;0.3;0.02;0.16;0.002
468;Oude emissiefactoren;Personenauto-LPG;Buitenwegen;2004;0.33;0.02;0.18;0.002
469;Oude emissiefactoren;Personenauto-LPG;Buitenwegen;2005;0.37;0.02;0.2;0.002
470;Oude emissiefactoren;Personenauto-LPG;Autosnelwegen;Bouwjaar groep 1996 en ouder;0.63;0.48;1.27;0.01
471;Oude emissiefactoren;Personenauto-LPG;Autosnelwegen;1997;0.46;0.02;0.53;0.009
472;Oude emissiefactoren;Personenauto-LPG;Autosnelwegen;1998;0.45;0.02;0.51;0.009
473;Oude emissiefactoren;Personenauto-LPG;Autosnelwegen;1999;0.44;0.02;0.49;0.009
474;Oude emissiefactoren;Personenauto-LPG;Autosnelwegen;2000;0.31;0.01;0.31;0.009
475;Oude emissiefactoren;Personenauto-LPG;Autosnelwegen;2001;0.19;0.01;0.14;0.009
476;Oude emissiefactoren;Personenauto-LPG;Autosnelwegen;2002;0.19;0.01;0.13;0.009
477;Oude emissiefactoren;Personenauto-LPG;Autosnelwegen;2003;0.18;0.01;0.25;0.009
478;Oude emissiefactoren;Personenauto-LPG;Autosnelwegen;2004;0.18;0.01;0.3;0.009
479;Oude emissiefactoren;Personenauto-LPG;Autosnelwegen;2005;0.18;0.01;0.35;0.009
480;Oude emissiefactoren;Bestelauto-benzine;Bebouwde kom;Bouwjaar groep 1996 en ouder;17.46;2.98;2.02;0.033
481;Oude emissiefactoren;Bestelauto-benzine;Bebouwde kom;1997;5.61;0.53;0.27;0.008
482;Oude emissiefactoren;Bestelauto-benzine;Bebouwde kom;1998;5.49;0.52;0.26;0.008
483;Oude emissiefactoren;Bestelauto-benzine;Bebouwde kom;1999;5.37;0.51;0.26;0.008
484;Oude emissiefactoren;Bestelauto-benzine;Bebouwde kom;2000;5.12;0.52;0.15;0.008
485;Oude emissiefactoren;Bestelauto-benzine;Bebouwde kom;2001;4.91;0.52;0.04;0.008
486;Oude emissiefactoren;Bestelauto-benzine;Bebouwde kom;2002;4.84;0.51;0.04;0.008
487;Oude emissiefactoren;Bestelauto-benzine;Bebouwde kom;2003;4.43;0.47;0.03;0.008
488;Oude emissiefactoren;Bestelauto-benzine;Bebouwde kom;2004;4.22;0.45;0.02;0.008
489;Oude emissiefactoren;Bestelauto-benzine;Bebouwde kom;2005;4.02;0.43;0.02;0.008
490;Oude emissiefactoren;Bestelauto-benzine;Buitenwegen;Bouwjaar groep 1996 en ouder;7.73;1.09;1.81;0.019
491;Oude emissiefactoren;Bestelauto-benzine;Buitenwegen;1997;2.59;0.1;0.15;0.002
492;Oude emissiefactoren;Bestelauto-benzine;Buitenwegen;1998;2.56;0.1;0.15;0.002
493;Oude emissiefactoren;Bestelauto-benzine;Buitenwegen;1999;2.53;0.1;0.14;0.002
494;Oude emissiefactoren;Bestelauto-benzine;Buitenwegen;2000;2.46;0.1;0.08;0.002
495;Oude emissiefactoren;Bestelauto-benzine;Buitenwegen;2001;2.4;0.09;0.02;0.002
496;Oude emissiefactoren;Bestelauto-benzine;Buitenwegen;2002;2.38;0.09;0.02;0.002
497;Oude emissiefactoren;Bestelauto-benzine;Buitenwegen;2003;2.19;0.09;0.01;0.002
498;Oude emissiefactoren;Bestelauto-benzine;Buitenwegen;2004;2.09;0.08;0.01;0.002
499;Oude emissiefactoren;Bestelauto-benzine;Buitenwegen;2005;1.99;0.08;0.01;0.002
500;Oude emissiefactoren;Bestelauto-benzine;Autosnelwegen;Bouwjaar groep 1996 en ouder;6.96;0.71;3.25;0.027
501;Oude emissiefactoren;Bestelauto-benzine;Autosnelwegen;1997;1.92;0.04;0.43;0.015
502;Oude emissiefactoren;Bestelauto-benzine;Autosnelwegen;1998;1.89;0.04;0.42;0.015
503;Oude emissiefactoren;Bestelauto-benzine;Autosnelwegen;1999;1.86;0.03;0.41;0.015
504;Oude emissiefactoren;Bestelauto-benzine;Autosnelwegen;2000;1.8;0.03;0.21;0.015
505;Oude emissiefactoren;Bestelauto-benzine;Autosnelwegen;2001;1.75;0.03;0.03;0.015
506;Oude emissiefactoren;Bestelauto-benzine;Autosnelwegen;2002;1.73;0.03;0.03;0.015
507;Oude emissiefactoren;Bestelauto-benzine;Autosnelwegen;2003;1.57;0.03;0.02;0.015
508;Oude emissiefactoren;Bestelauto-benzine;Autosnelwegen;2004;1.49;0.03;0.02;0.015
509;Oude emissiefactoren;Bestelauto-benzine;Autosnelwegen;2005;1.41;0.03;0.01;0.015
510;Oude emissiefactoren;Bestelauto-diesel;Bebouwde kom;Bouwjaar groep 1996 en ouder;0.82;0.21;1.09;0.307
511;Oude emissiefactoren;Bestelauto-diesel;Bebouwde kom;1997;1.03;0.19;1.08;0.163
512;Oude emissiefactoren;Bestelauto-diesel;Bebouwde kom;1998;1.03;0.19;1.13;0.154
513;Oude emissiefactoren;Bestelauto-diesel;Bebouwde kom;1999;1.03;0.18;1.21;0.14
514;Oude emissiefactoren;Bestelauto-diesel;Bebouwde kom;2000;0.8;0.17;1.12;0.116
