ID;Bedrijfsactiviteiten;Perioden;TotaalInvesteringen_1;GrondEnTerreinen_2;Bedrijfsruimten_3;GrondWaterEnWegenbouwkundigeWerken_4;ExterneVervoermiddelen_5;InterneTransportmiddelen_6;ComputersEnRandapparatuur_7;OverigeMachinesInstallatiesED_8;OverigeMaterieleVasteActiva_9
241;251   Rubberverwerkende industrie;1996;44.3;0.1;3.4;0.0;1.0;0.5;1.7;36.6;1.0
242;251   Rubberverwerkende industrie;1997;30.4;0.0;1.4;0.2;1.0;0.4;1.8;22.1;3.6
243;251   Rubberverwerkende industrie;1998;29.8;0.1;1.4;0.0;0.9;0.2;1.4;22.3;3.4
244;251   Rubberverwerkende industrie;1999;21.6;0.0;1.2;0.1;1.0;0.2;0.9;14.1;4.1
245;252   Kunststofverwerkende industrie;1995;193.8;1.8;18.7;0.2;7.5;4.1;7.8;137.9;15.7
246;252   Kunststofverwerkende industrie;1996;257.8;2.7;46.9;2.5;10.0;7.3;13.6;160.2;14.7
247;252   Kunststofverwerkende industrie;1997;216.0;2.1;27.2;1.7;8.3;4.9;10.6;147.9;13.4
248;252   Kunststofverwerkende industrie;1998;284.0;3.2;35.1;1.0;9.3;4.9;15.0;197.8;17.7
249;252   Kunststofverwerkende industrie;1999;268.6;0.4;52.9;2.2;7.6;5.4;16.1;167.8;16.3
250;26    Glas-, aardew.-, cement-, kalkind.;1995;329.5;6.8;59.2;6.2;13.0;11.4;8.0;205.6;19.2
251;26    Glas-, aardew.-, cement-, kalkind.;1996;304.3;6.8;47.0;6.7;18.3;21.1;9.7;183.3;11.4
252;26    Glas-, aardew.-, cement-, kalkind.;1997;308.8;10.3;47.9;6.9;15.2;11.3;12.4;194.9;10.0
253;26    Glas-, aardew.-, cement-, kalkind.;1998;298.9;8.1;33.8;7.0;22.4;14.6;13.2;184.1;15.7
254;26    Glas-, aardew.-, cement-, kalkind.;1999;316.0;5.2;40.6;5.2;20.5;15.7;19.3;194.7;14.8
255;261   Glas- en glasbewerkende industrie;1995;63.1;0.2;6.8;1.3;1.1;0.7;1.3;44.7;7.0
256;261   Glas- en glasbewerkende industrie;1996;69.4;0.1;10.3;0.2;2.4;2.3;2.6;49.9;1.6
257;261   Glas- en glasbewerkende industrie;1997;81.2;0.3;7.5;0.0;1.2;0.8;3.1;66.8;1.5
258;261   Glas- en glasbewerkende industrie;1998;48.0;2.5;1.9;0.1;1.4;0.6;3.1;35.1;3.3
259;261   Glas- en glasbewerkende industrie;1999;65.5;0.0;5.6;0.0;1.7;0.5;7.1;49.0;1.5
260;26*   Keramische productenindustrie;1995;21.3;0.0;1.9;0.0;0.3;0.2;0.8;14.3;3.7
261;26*   Keramische productenindustrie;1996;12.7;0.0;2.5;0.0;0.8;0.7;1.1;6.4;1.1
262;26*   Keramische productenindustrie;1997;8.3;0.0;1.0;0.1;0.5;0.3;0.9;4.7;1.0
263;26*   Keramische productenindustrie;1998;9.6;0.2;1.0;0.1;0.5;0.2;0.6;5.9;1.2
264;26*   Keramische productenindustrie;1999;13.0;0.0;0.5;0.1;0.3;0.1;1.4;8.8;1.7
265;264   Industr. v. keramische bouwmater.;1995;53.2;3.0;19.5;0.5;0.3;1.5;0.5;26.4;1.5
266;264   Industr. v. keramische bouwmater.;1996;43.2;2.2;4.4;1.3;0.7;1.2;0.3;32.3;0.8
267;264   Industr. v. keramische bouwmater.;1997;36.2;1.2;6.4;1.1;0.4;0.9;1.5;23.6;1.2
268;264   Industr. v. keramische bouwmater.;1998;21.4;0.3;2.5;0.9;0.9;1.3;0.7;14.0;0.8
269;264   Industr. v. keramische bouwmater.;1999;33.4;0.6;6.1;0.3;0.9;1.6;0.5;22.0;1.5
270;26*   Cement, kalk, gips, niet-metaalh.;1995;77.9;0.2;11.3;0.2;1.6;1.9;2.3;59.1;1.2
271;26*   Cement, kalk, gips, niet-metaalh.;1996;44.7;1.3;4.9;0.6;2.0;3.6;1.1;29.0;2.2
272;26*   Cement, kalk, gips, niet-metaalh.;1997;41.7;2.6;6.1;0.6;1.7;2.9;1.7;24.6;1.4
273;26*   Cement, kalk, gips, niet-metaalh.;1998;74.2;0.5;6.9;1.8;1.7;4.5;2.1;54.6;2.1
274;26*   Cement, kalk, gips, niet-metaalh.;1999;63.7;0.7;5.4;0.5;1.9;6.1;3.1;44.5;1.5
275;266   Beton-, cement-, gipsproductenind.;1995;113.0;3.4;19.6;4.1;9.4;7.1;3.0;60.7;5.5
276;266   Beton-, cement-, gipsproductenind.;1996;132.8;3.0;24.6;4.6;12.2;13.2;4.4;65.2;5.6
277;266   Beton-, cement-, gipsproductenind.;1997;140.4;6.2;27.0;5.0;11.2;6.3;5.2;74.7;4.9
278;266   Beton-, cement-, gipsproductenind.;1998;143.9;4.6;21.2;4.1;18.0;8.0;6.4;73.4;8.1
279;266   Beton-, cement-, gipsproductenind.;1999;138.3;3.8;22.6;4.2;15.2;7.4;7.2;69.6;8.3
280;267   Natuursteenbewerkingsbedrijven;1995;0.9;0.0;0.0;0.0;0.2;0.0;0.1;0.4;0.3
281;267   Natuursteenbewerkingsbedrijven;1996;1.4;0.2;0.2;0.0;0.3;0.0;0.1;0.5;0.0
282;267   Natuursteenbewerkingsbedrijven;1997;1.1;0.0;0.0;0.0;0.2;0.0;0.1;0.5;0.1
283;267   Natuursteenbewerkingsbedrijven;1998;1.8;0.0;0.1;0.0;0.0;0.0;0.2;1.2;0.2
284;267   Natuursteenbewerkingsbedrijven;1999;2.1;0.0;0.3;0.0;0.5;0.0;0.1;0.9;0.2
285;27    Basismetaalindustrie;1995;162.1;0.5;13.1;1.7;4.5;6.3;10.2;121.2;4.7
286;27    Basismetaalindustrie;1996;219.9;1.8;21.3;24.1;3.6;3.3;10.6;150.1;5.0
287;27    Basismetaalindustrie;1997;222.4;0.2;17.7;9.3;4.4;3.4;11.3;169.5;6.5
288;27    Basismetaalindustrie;1998;293.2;0.9;30.8;15.1;3.6;7.4;10.3;221.4;3.9
289;27    Basismetaalindustrie;1999;250.2;0.0;50.8;1.0;6.6;10.6;8.0;165.5;7.6
290;27*   IJzer-, staal-, ferro-leger en ov.;1995;82.2;0.0;3.5;1.3;1.5;3.8;6.2;65.1;0.9
291;27*   IJzer-, staal-, ferro-leger en ov.;1996;118.3;0.0;12.6;16.7;1.8;1.4;4.6;81.0;0.1
292;27*   IJzer-, staal-, ferro-leger en ov.;1997;84.0;0.0;10.2;2.2;1.9;0.5;5.7;62.2;1.3
293;27*   IJzer-, staal-, ferro-leger en ov.;1998;123.7;0.2;19.7;1.1;0.9;3.6;4.5;92.8;0.9
294;27*   IJzer-, staal-, ferro-leger en ov.;1999;87.4;0.0;42.1;0.5;1.9;5.9;2.6;33.5;1.0
295;274   Non-ferrometaalindustrie;1995;48.4;0.1;3.4;0.0;1.9;2.0;2.0;35.9;2.9
296;274   Non-ferrometaalindustrie;1996;79.8;1.6;5.4;7.4;1.2;1.3;5.0;54.5;3.6
297;274   Non-ferrometaalindustrie;1997;115.1;0.0;5.4;7.0;1.8;2.5;4.1;89.9;4.2
298;274   Non-ferrometaalindustrie;1998;137.6;0.0;8.4;13.9;2.0;3.1;4.0;104.6;1.6
299;274   Non-ferrometaalindustrie;1999;136.2;0.0;5.3;0.5;3.8;2.2;4.1;114.7;5.6
300;275   Metaalgieterijen;1995;31.5;0.4;6.1;0.3;1.1;0.5;2.0;20.1;1.0
301;275   Metaalgieterijen;1996;21.8;0.2;3.4;0.1;0.6;0.6;1.0;14.7;1.3
302;275   Metaalgieterijen;1997;23.3;0.2;2.1;0.1;0.7;0.4;1.4;17.3;1.1
303;275   Metaalgieterijen;1998;31.9;0.6;2.6;0.0;0.7;0.7;1.6;24.1;1.4
304;275   Metaalgieterijen;1999;26.6;0.0;3.4;0.0;1.0;2.5;1.3;17.3;1.1
305;28    Metaalproductenindustrie;1995;312.6;7.1;51.7;2.7;32.9;11.3;22.4;168.8;15.7
306;28    Metaalproductenindustrie;1996;338.2;5.1;69.6;0.9;24.8;9.3;20.3;186.1;22.0
307;28    Metaalproductenindustrie;1997;377.3;8.5;60.9;1.1;27.3;11.4;22.2;211.0;34.9
308;28    Metaalproductenindustrie;1998;427.0;8.7;68.2;1.3;30.2;9.6;37.5;238.5;33.1
309;28    Metaalproductenindustrie;1999;419.3;5.7;65.2;1.7;31.9;9.5;38.3;241.3;25.8
310;281   Constructiewerken;1995;76.2;1.5;12.1;0.9;15.3;4.9;7.3;30.4;3.8
311;281   Constructiewerken;1996;94.3;0.8;24.1;0.2;12.2;4.1;7.5;39.9;5.5
312;281   Constructiewerken;1997;122.3;6.5;28.2;0.4;13.9;5.9;8.8;49.9;8.6
313;281   Constructiewerken;1998;141.7;4.1;33.6;1.0;16.7;3.9;15.4;59.1;7.8
314;281   Constructiewerken;1999;136.7;3.4;28.2;0.9;17.7;3.9;14.6;59.2;8.8
315;"282*   Tankbouw; CV-ketel-, -rad.indus.";1995;33.0;0.2;4.1;0.4;4.9;1.1;3.4;16.9;2.0
316;"282*   Tankbouw; CV-ketel-, -rad.indus.";1996;30.9;0.5;5.0;0.0;2.7;0.5;3.1;14.6;4.4
317;"282*   Tankbouw; CV-ketel-, -rad.indus.";1997;53.5;0.0;5.8;0.0;2.3;2.0;3.2;33.8;6.3
318;"282*   Tankbouw; CV-ketel-, -rad.indus.";1998;32.4;0.0;3.9;0.0;1.5;0.6;4.2;16.8;5.3
319;"282*   Tankbouw; CV-ketel-, -rad.indus.";1999;38.2;0.0;5.2;0.1;1.9;0.4;5.4;23.0;2.3
320;284   Smeed-, pers-, stamp-, profielwals;1995;50.7;2.7;11.3;0.5;1.6;1.8;2.9;27.1;2.8
321;284   Smeed-, pers-, stamp-, profielwals;1996;66.8;1.6;16.9;0.1;1.7;1.6;2.6;37.1;5.1
322;284   Smeed-, pers-, stamp-, profielwals;1997;44.3;0.6;5.3;0.3;1.3;1.0;1.7;23.2;11.1
323;284   Smeed-, pers-, stamp-, profielwals;1998;52.2;1.7;8.0;0.0;1.5;2.1;3.7;29.2;5.9
324;284   Smeed-, pers-, stamp-, profielwals;1999;47.4;1.4;8.0;0.4;1.7;1.3;3.5;29.0;2.1
325;"285   Oppervl.beh.; ov. Metaalbewerking";1995;46.4;1.0;4.7;0.2;3.6;1.0;1.6;31.7;2.5
326;"285   Oppervl.beh.; ov. Metaalbewerking";1996;60.3;0.8;15.4;0.4;2.9;1.4;2.3;35.0;2.2
327;"285   Oppervl.beh.; ov. Metaalbewerking";1997;56.8;0.4;9.5;0.2;3.9;0.9;1.7;37.3;2.9
328;"285   Oppervl.beh.; ov. Metaalbewerking";1998;73.3;1.8;9.7;0.2;4.5;1.6;5.1;43.4;7.0
329;"285   Oppervl.beh.; ov. Metaalbewerking";1999;67.5;0.3;7.4;0.1;4.9;2.4;3.6;44.4;4.4
330;286   Bestek, gereedsch., hang/sluitwerk;1995;29.5;0.1;6.4;0.1;2.2;0.4;2.1;17.0;1.3
331;286   Bestek, gereedsch., hang/sluitwerk;1996;23.3;0.0;1.3;0.0;1.6;0.5;1.7;16.5;1.7
332;286   Bestek, gereedsch., hang/sluitwerk;1997;20.1;0.0;1.4;0.0;1.6;0.2;1.6;14.3;1.0
333;286   Bestek, gereedsch., hang/sluitwerk;1998;31.3;0.9;2.7;0.0;1.4;0.3;2.9;21.2;1.8
334;286   Bestek, gereedsch., hang/sluitwerk;1999;32.8;0.0;7.4;0.0;1.6;0.2;3.5;17.8;2.3
335;287   Overige metaalproductenindustrie;1995;76.8;1.6;13.1;0.6;5.4;2.0;5.1;45.6;3.3
336;287   Overige metaalproductenindustrie;1996;62.6;1.5;6.8;0.2;3.7;1.2;3.2;43.0;3.0
337;287   Overige metaalproductenindustrie;1997;80.1;0.9;10.8;0.2;4.3;1.5;5.0;52.4;5.0
338;287   Overige metaalproductenindustrie;1998;96.2;0.1;10.3;0.1;4.5;1.1;6.2;68.7;5.1
339;287   Overige metaalproductenindustrie;1999;96.7;0.7;9.0;0.2;4.0;1.3;7.6;67.9;5.9
340;29    Machine- en apparatenindustrie;1995;287.3;6.9;58.8;0.5;31.0;5.4;35.0;129.6;20.1
341;29    Machine- en apparatenindustrie;1996;380.9;5.0;93.4;1.9;40.3;6.3;40.7;175.3;18.2
342;29    Machine- en apparatenindustrie;1997;355.4;13.1;78.4;4.1;34.0;5.3;46.3;147.3;27.0
343;29    Machine- en apparatenindustrie;1998;436.2;13.9;82.5;2.4;31.0;5.0;77.0;192.2;32.2
344;29    Machine- en apparatenindustrie;1999;418.9;3.9;58.0;1.6;35.7;5.5;60.6;225.5;28.1
345;291   Motoren-, pompen-, appendage-ind.;1995;60.3;2.4;18.7;0.0;3.5;0.9;6.3;23.5;5.0
346;291   Motoren-, pompen-, appendage-ind.;1996;99.6;0.2;28.4;0.4;5.4;0.7;8.1;54.1;2.3
347;291   Motoren-, pompen-, appendage-ind.;1997;84.5;10.3;12.3;3.5;5.4;1.1;7.6;36.3;8.1
348;291   Motoren-, pompen-, appendage-ind.;1998;84.9;0.5;13.7;2.0;4.1;1.0;11.7;44.9;7.1
349;291   Motoren-, pompen-, appendage-ind.;1999;61.8;1.1;5.9;0.0;5.6;0.9;5.8;38.9;3.5
350;292   Ind. v. ov. mach. v. alg. gebruik;1995;88.3;1.9;12.9;0.2;14.4;3.0;12.2;37.3;6.5
351;292   Ind. v. ov. mach. v. alg. gebruik;1996;117.3;2.9;29.7;0.5;19.9;2.4;14.2;40.7;6.9
352;292   Ind. v. ov. mach. v. alg. gebruik;1997;105.7;1.7;21.2;0.2;16.7;1.6;12.4;43.3;8.6
353;292   Ind. v. ov. mach. v. alg. gebruik;1998;138.8;2.0;24.3;0.2;15.4;2.0;18.2;63.0;13.7
354;292   Ind. v. ov. mach. v. alg. gebruik;1999;102.9;1.4;11.0;1.2;18.1;1.9;17.7;41.9;9.8
355;293   Landbouwmachine- en -werktuigenind;1995;16.5;0.7;2.3;0.0;2.4;0.3;1.5;8.2;1.2
356;293   Landbouwmachine- en -werktuigenind;1996;15.7;0.0;3.7;0.1;2.1;0.5;1.4;6.9;0.9
357;293   Landbouwmachine- en -werktuigenind;1997;17.5;0.0;5.8;0.2;2.0;1.0;1.6;6.1;0.8
358;293   Landbouwmachine- en -werktuigenind;1998;19.3;1.5;2.4;0.1;2.3;0.6;1.5;9.1;1.8
359;293   Landbouwmachine- en -werktuigenind;1999;18.6;0.1;3.5;0.2;3.1;0.6;3.5;6.4;1.1
360;294   Gereedschapswerktuigenindustrie;1995;10.1;0.0;1.1;0.0;0.6;0.1;1.2;6.6;0.5
361;294   Gereedschapswerktuigenindustrie;1996;13.8;0.4;3.8;0.0;1.5;0.1;1.2;6.4;0.4
362;294   Gereedschapswerktuigenindustrie;1997;9.2;0.3;1.1;0.0;0.5;0.1;1.1;5.5;0.7
363;294   Gereedschapswerktuigenindustrie;1998;10.8;0.0;0.9;0.0;0.5;0.2;1.5;7.3;0.3
364;294   Gereedschapswerktuigenindustrie;1999;6.2;0.0;0.5;0.0;0.7;0.4;1.8;2.5;0.3
365;295   Industrie voor ov. machines;1995;90.9;1.9;14.8;0.1;9.4;1.0;12.9;44.3;6.4
366;295   Industrie voor ov. machines;1996;119.1;1.4;24.1;0.9;10.3;2.4;14.9;58.8;6.4
367;295   Industrie voor ov. machines;1997;122.8;0.7;33.8;0.1;8.8;1.2;22.4;49.1;6.7
368;295   Industrie voor ov. machines;1998;170.4;9.8;38.6;0.0;7.6;1.0;42.2;62.7;8.4
369;295   Industrie voor ov. machines;1999;214.9;1.3;31.3;0.1;7.6;1.6;30.4;131.8;10.8
370;296*  Wapens en munitie, huish. app.;1995;21.1;0.1;9.0;0.0;0.6;0.1;0.9;9.8;0.5
371;296*  Wapens en munitie, huish. app.;1996;15.5;0.0;3.7;0.0;1.1;0.2;0.8;8.3;1.3
372;296*  Wapens en munitie, huish. app.;1997;15.6;0.0;4.1;0.0;0.8;0.2;1.3;6.9;2.1
373;296*  Wapens en munitie, huish. app.;1998;11.8;0.0;2.7;0.0;1.0;0.1;1.8;5.2;1.0
374;296*  Wapens en munitie, huish. app.;1999;14.6;0.0;5.7;0.0;0.6;0.2;1.5;4.0;2.6
375;30    Kantoormach.- en computerindustrie;1995;46.7;0.4;7.7;0.0;2.6;1.3;4.9;26.0;3.8
376;30    Kantoormach.- en computerindustrie;1996;51.6;0.4;10.4;0.4;0.9;1.0;5.6;30.9;2.1
377;30    Kantoormach.- en computerindustrie;1997;53.1;0.0;8.3;0.0;1.0;1.2;7.9;31.1;3.5
378;30    Kantoormach.- en computerindustrie;1998;76.3;0.4;18.2;0.0;2.3;0.8;9.9;43.1;1.5
379;30    Kantoormach.- en computerindustrie;1999;45.9;0.2;13.1;0.1;1.5;0.4;6.8;21.7;2.3
380;31    Overige elektr. machines en app.;1995;100.6;1.6;14.9;0.6;7.0;1.0;7.6;60.9;6.9
381;31    Overige elektr. machines en app.;1996;96.1;0.6;12.5;0.3;7.3;1.3;8.4;59.2;6.4
382;31    Overige elektr. machines en app.;1997;98.3;0.2;11.7;0.7;7.4;1.7;10.3;56.7;9.7
383;31    Overige elektr. machines en app.;1998;161.8;1.4;52.8;0.4;6.0;1.2;14.3;73.7;12.0
384;31    Overige elektr. machines en app.;1999;147.8;0.3;21.6;0.3;10.7;6.5;12.6;86.5;9.3
385;311   El.motor.-, generator.-, trafo-ind;1995;5.8;0.0;0.9;0.1;0.9;0.2;1.0;1.8;0.8
386;311   El.motor.-, generator.-, trafo-ind;1996;8.3;0.1;2.1;0.0;0.9;0.1;1.0;3.4;0.6
387;311   El.motor.-, generator.-, trafo-ind;1997;12.0;0.1;0.3;0.0;0.8;0.4;1.2;8.5;0.6
388;311   El.motor.-, generator.-, trafo-ind;1998;11.5;0.5;2.1;0.1;1.1;0.3;2.0;4.4;0.9
389;311   El.motor.-, generator.-, trafo-ind;1999;20.0;0.0;4.7;0.0;2.3;0.5;1.6;10.3;0.7
390;312   Elektr. schakel-, verdeelinr.ind.;1995;38.2;0.3;4.9;0.1;2.6;0.1;4.0;23.9;2.3
391;312   Elektr. schakel-, verdeelinr.ind.;1996;33.8;0.0;1.5;0.0;2.0;0.2;4.3;23.6;2.3
392;312   Elektr. schakel-, verdeelinr.ind.;1997;36.6;0.0;5.2;0.2;2.8;0.5;5.2;18.2;4.5
393;312   Elektr. schakel-, verdeelinr.ind.;1998;68.4;0.0;25.9;0.0;2.0;0.2;8.1;26.8;5.3
394;312   Elektr. schakel-, verdeelinr.ind.;1999;45.5;0.0;5.4;0.1;3.4;0.6;4.1;30.1;1.6
395;313   Geïsoleerde draad- en kabelind.;1995;27.2;0.6;1.4;0.4;0.6;0.5;0.8;21.6;1.4
396;313   Geïsoleerde draad- en kabelind.;1996;22.7;0.2;3.9;0.0;0.8;0.6;0.8;15.5;0.8
397;313   Geïsoleerde draad- en kabelind.;1997;20.9;0.1;2.1;0.1;1.3;0.5;1.3;13.4;2.1
398;313   Geïsoleerde draad- en kabelind.;1998;25.4;0.0;2.1;0.1;0.4;0.4;0.8;19.2;2.4
399;313   Geïsoleerde draad- en kabelind.;1999;22.2;0.0;1.3;0.0;1.1;1.2;2.4;12.9;3.3
400;31*   Accu, el. app., med. app., ed ind.;1995;4.0;0.0;0.1;0.0;1.9;0.0;0.2;1.8;0.1
401;31*   Accu, el. app., med. app., ed ind.;1996;11.1;0.0;1.8;0.0;1.6;0.1;0.7;5.6;1.3
402;31*   Accu, el. app., med. app., ed ind.;1997;4.8;0.1;0.4;0.0;1.3;0.0;0.6;2.1;0.3
403;31*   Accu, el. app., med. app., ed ind.;1998;7.1;0.0;1.1;0.0;0.8;0.1;1.0;2.9;1.1
404;31*   Accu, el. app., med. app., ed ind.;1999;6.4;0.0;0.5;0.0;1.5;0.1;1.3;1.5;1.5
405;316   Overige elektr. benodigdheden;1995;25.4;0.7;7.6;0.1;1.1;0.2;1.5;11.8;2.5
406;316   Overige elektr. benodigdheden;1996;20.1;0.3;3.2;0.3;2.0;0.2;1.6;11.1;1.4
407;316   Overige elektr. benodigdheden;1997;24.1;0.0;3.6;0.3;1.3;0.3;2.1;14.4;2.1
408;316   Overige elektr. benodigdheden;1998;49.5;0.9;21.5;0.1;1.7;0.2;2.4;20.3;2.3
409;316   Overige elektr. benodigdheden;1999;53.7;0.2;9.8;0.0;2.5;4.0;3.3;31.7;2.1
410;32    Audio-, video-, telecomapp. ind.;1995;312.8;0.0;26.0;0.7;8.3;2.3;34.6;225.0;15.9
411;32    Audio-, video-, telecomapp. ind.;1996;649.2;2.7;68.4;1.0;10.3;2.4;40.4;503.7;20.4
412;32    Audio-, video-, telecomapp. ind.;1997;396.4;0.2;63.4;0.4;10.2;1.9;25.1;274.6;20.8
413;32    Audio-, video-, telecomapp. ind.;1998;389.5;0.3;36.8;1.0;9.9;1.9;31.5;297.5;10.5
414;32    Audio-, video-, telecomapp. ind.;1999;410.7;0.1;59.9;0.9;24.5;1.1;32.3;282.7;9.2
415;33    Medische en optische app. ind.;1995;69.8;0.5;11.6;2.9;4.8;0.2;9.4;35.1;5.3
416;33    Medische en optische app. ind.;1996;101.8;2.4;28.0;0.1;7.0;0.5;21.2;37.6;5.0
417;33    Medische en optische app. ind.;1997;78.6;0.1;13.3;0.0;6.2;0.5;14.3;39.9;4.1
418;33    Medische en optische app. ind.;1998;75.2;1.0;13.3;0.0;5.9;0.4;14.3;36.2;4.1
419;33    Medische en optische app. ind.;1999;93.1;2.4;22.9;0.2;9.7;0.9;18.4;34.4;4.3
420;331   Medische en orthopedische app.;1995;21.3;0.0;4.0;0.0;2.0;0.0;1.5;12.0;1.8
421;331   Medische en orthopedische app.;1996;38.0;0.3;12.3;0.0;3.3;0.4;6.4;13.1;2.1
422;331   Medische en orthopedische app.;1997;33.4;0.0;8.0;0.0;1.7;0.1;3.7;18.0;2.0
423;331   Medische en orthopedische app.;1998;25.3;1.0;4.5;0.0;2.0;0.0;3.1;12.8;1.9
424;331   Medische en orthopedische app.;1999;25.1;0.2;4.3;0.1;3.0;0.3;6.2;9.5;1.4
425;332   Meet-, regel-, en controle app.;1995;33.2;0.5;6.3;0.0;2.4;0.2;7.4;15.0;1.5
426;332   Meet-, regel-, en controle app.;1996;41.7;2.0;8.5;0.0;3.0;0.1;12.9;12.8;2.3
427;332   Meet-, regel-, en controle app.;1997;28.2;0.0;2.9;0.0;3.5;0.3;8.8;11.3;1.5
428;332   Meet-, regel-, en controle app.;1998;37.8;0.0;7.0;0.0;2.8;0.3;9.3;17.1;1.4
429;332   Meet-, regel-, en controle app.;1999;48.6;2.0;14.7;0.1;3.9;0.4;9.2;16.3;2.1
430;33*   Bewakings-,foto-,filmapp., uurwerk;1995;15.3;0.0;1.3;2.9;0.5;0.0;0.5;8.2;2.0
431;33*   Bewakings-,foto-,filmapp., uurwerk;1996;22.1;0.0;7.3;0.0;0.7;0.1;1.9;11.6;0.6
432;33*   Bewakings-,foto-,filmapp., uurwerk;1997;17.0;0.1;2.3;0.0;1.0;0.1;1.9;10.8;0.7
433;33*   Bewakings-,foto-,filmapp., uurwerk;1998;12.2;0.0;1.8;0.0;1.1;0.1;2.0;6.4;0.9
434;33*   Bewakings-,foto-,filmapp., uurwerk;1999;19.3;0.2;3.8;0.0;2.8;0.2;3.0;8.5;0.8
435;34*   Transportmiddelenindustrie;1995;715.1;0.8;70.0;30.5;16.1;11.6;26.5;536.5;23.2
436;34*   Transportmiddelenindustrie;1996;252.9;3.6;40.7;5.7;11.3;11.0;12.3;157.2;11.0
437;34*   Transportmiddelenindustrie;1997;220.5;2.0;53.7;9.1;11.4;6.5;15.4;104.7;17.6
438;34*   Transportmiddelenindustrie;1998;296.3;4.2;55.7;3.9;13.6;11.7;28.0;158.6;20.5
439;34*   Transportmiddelenindustrie;1999;295.9;6.4;83.2;5.0;13.0;8.8;27.3;133.2;18.9
440;341   Auto's;1995;621.7;0.0;55.3;26.5;4.4;6.3;12.1;498.8;18.4
441;341   Auto's;1996;139.6;0.0;17.7;2.4;1.4;3.6;3.9;107.3;3.3
442;341   Auto's;1997;76.7;0.0;14.3;0.5;1.5;4.0;4.6;42.8;9.0
443;341   Auto's;1998;151.2;0.1;18.6;1.1;3.5;7.6;9.0;97.1;14.2
444;341   Auto's;1999;89.6;0.2;14.4;1.2;0.8;5.0;9.5;49.3;9.2
445;342   Carr.-, aanhangw.-, opleggerindus.;1995;15.3;0.2;1.7;0.4;4.9;0.8;1.6;4.6;1.1
446;342   Carr.-, aanhangw.-, opleggerindus.;1996;15.2;0.0;2.0;0.0;3.3;0.2;2.2;6.3;1.2
447;342   Carr.-, aanhangw.-, opleggerindus.;1997;26.5;1.0;11.7;0.9;4.1;0.4;2.5;4.9;1.1
448;342   Carr.-, aanhangw.-, opleggerindus.;1998;18.9;0.3;5.9;0.5;3.3;0.5;2.0;4.6;1.9
449;342   Carr.-, aanhangw.-, opleggerindus.;1999;40.7;1.2;18.6;0.7;5.1;0.7;3.6;8.5;2.1
450;343   Auto-onderdelenind (excl. elektr.);1995;20.4;0.0;1.0;0.2;1.3;0.8;2.1;13.8;1.1
451;343   Auto-onderdelenind (excl. elektr.);1996;34.3;0.0;5.4;0.5;0.7;0.5;2.0;21.5;3.8
452;343   Auto-onderdelenind (excl. elektr.);1997;25.0;0.1;1.5;0.0;0.4;0.4;1.2;19.6;1.7
453;343   Auto-onderdelenind (excl. elektr.);1998;46.7;0.0;10.1;0.0;0.9;0.3;3.9;30.1;1.3
454;343   Auto-onderdelenind (excl. elektr.);1999;65.9;0.1;12.7;0.3;1.2;0.3;2.6;46.6;2.1
455;351   Scheepsbouw en -reparatiebedrijven;1995;41.5;0.6;10.4;3.4;3.9;3.3;4.1;13.6;2.2
456;351   Scheepsbouw en -reparatiebedrijven;1996;46.1;2.4;13.0;2.8;3.8;6.5;2.9;12.7;2.0
457;351   Scheepsbouw en -reparatiebedrijven;1997;57.0;0.6;10.5;7.7;4.0;1.6;3.8;25.4;3.4
458;351   Scheepsbouw en -reparatiebedrijven;1998;50.5;3.1;17.1;2.3;4.3;2.9;3.1;15.3;2.3
459;351   Scheepsbouw en -reparatiebedrijven;1999;45.5;3.0;4.9;2.8;3.9;2.5;5.6;18.2;4.4
460;352*  Spoormat., vliegt., ov. tr.midd.;1995;8.9;0.0;0.1;0.0;0.5;0.0;5.9;2.2;0.1
461;352*  Spoormat., vliegt., ov. tr.midd.;1996;10.7;1.2;1.8;0.0;1.0;0.1;0.7;5.5;0.2
462;352*  Spoormat., vliegt., ov. tr.midd.;1997;29.0;0.0;14.3;0.0;0.8;0.0;2.9;9.3;1.6
463;352*  Spoormat., vliegt., ov. tr.midd.;1998;20.5;0.4;2.8;0.0;0.5;0.0;9.0;7.2;0.5
464;352*  Spoormat., vliegt., ov. tr.midd.;1999;43.7;0.0;30.7;0.0;0.6;0.2;5.1;6.3;0.8
465;354   Fietsen-, motor- en bromfietsenind;1995;7.2;0.0;1.4;0.0;1.1;0.2;0.6;3.4;0.4
466;354   Fietsen-, motor- en bromfietsenind;1996;7.2;0.0;0.8;0.0;1.2;0.1;0.6;4.0;0.5
467;354   Fietsen-, motor- en bromfietsenind;1997;6.3;0.3;1.3;0.0;0.6;0.1;0.4;2.8;0.8
468;354   Fietsen-, motor- en bromfietsenind;1998;8.4;0.3;1.2;0.0;1.0;0.2;1.0;4.3;0.3
469;354   Fietsen-, motor- en bromfietsenind;1999;10.6;1.8;1.9;0.0;1.4;0.1;0.9;4.4;0.2
470;36    Meubel- en ov. industrie n.e.g.;1995;167.4;4.3;42.1;1.4;13.6;5.5;13.5;72.2;14.6
471;36    Meubel- en ov. industrie n.e.g.;1996;141.3;3.7;19.6;1.5;8.8;3.4;15.0;76.1;13.3
