ID;Voertuigsoort;KenmerkenVrachtautoSEnTrekkers;BedrijfstakkenBranchesSBI2008;Perioden;AantalVoertuigenInGebruik_1;KilometersNederlandseVoertuigen_2;GemiddeldJaarkilometrage_3
226;Vrachtauto's en trekkers;Leeftijd: 4 tot 10 jaar;R Cultuur, sport en recreatie;2010;410.0;10.7;26402.0
227;Vrachtauto's en trekkers;Leeftijd: 4 tot 10 jaar;R Cultuur, sport en recreatie;2011;450.0;12.8;28509.0
228;Vrachtauto's en trekkers;Leeftijd: 4 tot 10 jaar;S Overige dienstverlening;2009;430.0;18.7;43906.0
229;Vrachtauto's en trekkers;Leeftijd: 4 tot 10 jaar;S Overige dienstverlening;2010;450.0;20.3;45458.0
230;Vrachtauto's en trekkers;Leeftijd: 4 tot 10 jaar;S Overige dienstverlening;2011;430.0;22.0;50794.0
231;Vrachtauto's en trekkers;Leeftijd: 4 tot 10 jaar;SBI-code onbekend;2009;0.0;0.0;0.0
232;Vrachtauto's en trekkers;Leeftijd: 4 tot 10 jaar;SBI-code onbekend;2010;0.0;0.0;0.0
233;Vrachtauto's en trekkers;Leeftijd: 4 tot 10 jaar;SBI-code onbekend;2011;0.0;0.0;0.0
234;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;A-U Alle economische activiteiten;2009;41110.0;901.4;21925.0
235;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;A-U Alle economische activiteiten;2010;42220.0;867.4;20546.0
236;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;A-U Alle economische activiteiten;2011;42620.0;959.1;22503.0
237;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;A Landbouw, bosbouw en visserij;2009;2900.0;40.2;13897.0
238;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;A Landbouw, bosbouw en visserij;2010;2920.0;40.3;13798.0
239;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;A Landbouw, bosbouw en visserij;2011;2980.0;42.6;14276.0
240;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;B-E Nijverheid (geen bouw) en energie;2009;3980.0;85.1;21368.0
241;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;B-E Nijverheid (geen bouw) en energie;2010;4030.0;80.6;19996.0
242;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;B-E Nijverheid (geen bouw) en energie;2011;4230.0;95.5;22581.0
243;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;B Delfstoffenwinning;2009;40.0;0.5;12224.0
244;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;B Delfstoffenwinning;2010;40.0;0.5;14995.0
245;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;B Delfstoffenwinning;2011;40.0;0.9;22743.0
246;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;C Industrie;2009;2820.0;57.2;20272.0
247;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;C Industrie;2010;2830.0;51.3;18129.0
248;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;C Industrie;2011;3110.0;65.2;20993.0
249;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;D Energievoorziening;2009;30.0;;
250;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;D Energievoorziening;2010;30.0;;
251;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;D Energievoorziening;2011;30.0;;
252;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;E Waterbedrijven en afvalbeheer;2009;1090.0;27.2;24907.0
253;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;E Waterbedrijven en afvalbeheer;2010;1140.0;28.5;25008.0
254;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;E Waterbedrijven en afvalbeheer;2011;1050.0;29.0;27617.0
255;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;F Bouwnijverheid;2009;4100.0;62.1;15164.0
256;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;F Bouwnijverheid;2010;4150.0;60.4;14563.0
257;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;F Bouwnijverheid;2011;4270.0;64.8;15172.0
258;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;G-I Handel, vervoer en horeca;2009;23370.0;628.1;26873.0
259;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;G-I Handel, vervoer en horeca;2010;24330.0;604.3;24842.0
260;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;G-I Handel, vervoer en horeca;2011;24260.0;672.4;27713.0
261;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;G Handel;2009;13430.0;279.4;20806.0
262;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;G Handel;2010;14270.0;264.0;18501.0
263;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;G Handel;2011;14040.0;268.3;19115.0
264;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;H Vervoer en opslag;2009;9540.0;346.0;36291.0
265;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;H Vervoer en opslag;2010;9630.0;337.0;35006.0
266;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;H Vervoer en opslag;2011;9800.0;401.2;40951.0
267;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;I Horeca;2009;410.0;2.7;6530.0
268;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;I Horeca;2010;430.0;3.4;7738.0
269;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;I Horeca;2011;430.0;2.9;6790.0
270;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;J Informatie en communicatie;2009;140.0;1.6;12027.0
271;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;J Informatie en communicatie;2010;130.0;1.2;9460.0
272;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;J Informatie en communicatie;2011;130.0;1.1;8808.0
273;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;K Financiële dienstverlening;2009;530.0;10.9;20412.0
274;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;K Financiële dienstverlening;2010;520.0;10.4;20169.0
275;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;K Financiële dienstverlening;2011;590.0;10.7;18288.0
276;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;L Verhuur en handel van onroerend goed;2009;260.0;3.3;12826.0
277;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;L Verhuur en handel van onroerend goed;2010;250.0;2.7;10765.0
278;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;L Verhuur en handel van onroerend goed;2011;260.0;3.2;12313.0
279;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;M-N Zakelijke dienstverlening;2009;3000.0;45.7;15264.0
280;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;M-N Zakelijke dienstverlening;2010;3010.0;43.8;14534.0
281;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;M-N Zakelijke dienstverlening;2011;3020.0;45.1;14941.0
282;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;M Specialistische zakelijke diensten;2009;910.0;14.1;15549.0
283;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;M Specialistische zakelijke diensten;2010;920.0;14.1;15378.0
284;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;M Specialistische zakelijke diensten;2011;910.0;13.9;15280.0
285;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;N Verhuur en overige zakelijke diensten;2009;2090.0;31.7;15141.0
286;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;N Verhuur en overige zakelijke diensten;2010;2090.0;29.7;14165.0
287;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;N Verhuur en overige zakelijke diensten;2011;2110.0;31.3;14795.0
288;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;O-Q Overheid en zorg;2009;950.0;9.3;9733.0
289;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;O-Q Overheid en zorg;2010;1000.0;8.8;8819.0
290;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;O-Q Overheid en zorg;2011;1010.0;7.5;7504.0
291;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;O Openbaar bestuur en overheidsdiensten;2009;480.0;2.6;5482.0
292;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;O Openbaar bestuur en overheidsdiensten;2010;490.0;2.9;5949.0
293;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;O Openbaar bestuur en overheidsdiensten;2011;520.0;2.6;5091.0
294;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;P Onderwijs;2009;350.0;5.6;15993.0
295;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;P Onderwijs;2010;380.0;5.1;13317.0
296;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;P Onderwijs;2011;370.0;4.1;11136.0
297;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;Q Gezondheids- en welzijnszorg;2009;120.0;1.1;8558.0
298;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;Q Gezondheids- en welzijnszorg;2010;130.0;0.8;6315.0
299;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;Q Gezondheids- en welzijnszorg;2011;120.0;0.8;6882.0
300;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;R-U Cultuur, recreatie, overige diensten;2009;1890.0;15.0;7934.0
301;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;R-U Cultuur, recreatie, overige diensten;2010;1890.0;14.9;7889.0
302;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;R-U Cultuur, recreatie, overige diensten;2011;1880.0;16.1;8589.0
303;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;R Cultuur, sport en recreatie;2009;1650.0;11.2;6824.0
304;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;R Cultuur, sport en recreatie;2010;1630.0;11.3;6922.0
305;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;R Cultuur, sport en recreatie;2011;1590.0;11.3;7091.0
306;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;S Overige dienstverlening;2009;240.0;3.7;15549.0
307;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;S Overige dienstverlening;2010;270.0;3.7;13817.0
308;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;S Overige dienstverlening;2011;280.0;4.8;17016.0
309;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;SBI-code onbekend;2009;0.0;0.0;0.0
310;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;SBI-code onbekend;2010;0.0;0.0;0.0
311;Vrachtauto's en trekkers;Leeftijd: 10 jaar of ouder;SBI-code onbekend;2011;0.0;0.0;0.0
312;Vrachtauto's en trekkers;Milieuklasse: Euro 0;A-U Alle economische activiteiten;2009;13020.0;103.0;7909.0
313;Vrachtauto's en trekkers;Milieuklasse: Euro 0;A-U Alle economische activiteiten;2010;11600.0;77.7;6699.0
314;Vrachtauto's en trekkers;Milieuklasse: Euro 0;A-U Alle economische activiteiten;2011;10200.0;65.3;6402.0
315;Vrachtauto's en trekkers;Milieuklasse: Euro 0;A Landbouw, bosbouw en visserij;2009;1240.0;8.6;6958.0
316;Vrachtauto's en trekkers;Milieuklasse: Euro 0;A Landbouw, bosbouw en visserij;2010;1090.0;7.1;6471.0
317;Vrachtauto's en trekkers;Milieuklasse: Euro 0;A Landbouw, bosbouw en visserij;2011;960.0;5.4;5692.0
318;Vrachtauto's en trekkers;Milieuklasse: Euro 0;B-E Nijverheid (geen bouw) en energie;2009;1020.0;7.5;7398.0
319;Vrachtauto's en trekkers;Milieuklasse: Euro 0;B-E Nijverheid (geen bouw) en energie;2010;880.0;5.8;6620.0
320;Vrachtauto's en trekkers;Milieuklasse: Euro 0;B-E Nijverheid (geen bouw) en energie;2011;780.0;4.5;5760.0
321;Vrachtauto's en trekkers;Milieuklasse: Euro 0;B Delfstoffenwinning;2009;20.0;0.1;4269.0
322;Vrachtauto's en trekkers;Milieuklasse: Euro 0;B Delfstoffenwinning;2010;10.0;0.1;6008.0
323;Vrachtauto's en trekkers;Milieuklasse: Euro 0;B Delfstoffenwinning;2011;10.0;;
324;Vrachtauto's en trekkers;Milieuklasse: Euro 0;C Industrie;2009;800.0;5.9;7353.0
325;Vrachtauto's en trekkers;Milieuklasse: Euro 0;C Industrie;2010;710.0;4.5;6408.0
326;Vrachtauto's en trekkers;Milieuklasse: Euro 0;C Industrie;2011;640.0;3.7;5857.0
327;Vrachtauto's en trekkers;Milieuklasse: Euro 0;D Energievoorziening;2009;10.0;;
328;Vrachtauto's en trekkers;Milieuklasse: Euro 0;D Energievoorziening;2010;10.0;;
329;Vrachtauto's en trekkers;Milieuklasse: Euro 0;D Energievoorziening;2011;10.0;;
330;Vrachtauto's en trekkers;Milieuklasse: Euro 0;E Waterbedrijven en afvalbeheer;2009;190.0;1.6;8136.0
331;Vrachtauto's en trekkers;Milieuklasse: Euro 0;E Waterbedrijven en afvalbeheer;2010;150.0;1.2;8024.0
332;Vrachtauto's en trekkers;Milieuklasse: Euro 0;E Waterbedrijven en afvalbeheer;2011;120.0;0.7;5643.0
333;Vrachtauto's en trekkers;Milieuklasse: Euro 0;F Bouwnijverheid;2009;1400.0;10.4;7484.0
334;Vrachtauto's en trekkers;Milieuklasse: Euro 0;F Bouwnijverheid;2010;1240.0;7.8;6296.0
335;Vrachtauto's en trekkers;Milieuklasse: Euro 0;F Bouwnijverheid;2011;1060.0;6.3;5938.0
336;Vrachtauto's en trekkers;Milieuklasse: Euro 0;G-I Handel, vervoer en horeca;2009;6450.0;57.9;8977.0
337;Vrachtauto's en trekkers;Milieuklasse: Euro 0;G-I Handel, vervoer en horeca;2010;5810.0;44.5;7669.0
338;Vrachtauto's en trekkers;Milieuklasse: Euro 0;G-I Handel, vervoer en horeca;2011;5070.0;37.0;7300.0
339;Vrachtauto's en trekkers;Milieuklasse: Euro 0;G Handel;2009;4550.0;40.5;8903.0
340;Vrachtauto's en trekkers;Milieuklasse: Euro 0;G Handel;2010;4120.0;30.7;7472.0
341;Vrachtauto's en trekkers;Milieuklasse: Euro 0;G Handel;2011;3670.0;26.5;7227.0
342;Vrachtauto's en trekkers;Milieuklasse: Euro 0;H Vervoer en opslag;2009;1680.0;16.6;9893.0
343;Vrachtauto's en trekkers;Milieuklasse: Euro 0;H Vervoer en opslag;2010;1480.0;13.0;8799.0
344;Vrachtauto's en trekkers;Milieuklasse: Euro 0;H Vervoer en opslag;2011;1210.0;9.9;8184.0
345;Vrachtauto's en trekkers;Milieuklasse: Euro 0;I Horeca;2009;230.0;0.8;3707.0
346;Vrachtauto's en trekkers;Milieuklasse: Euro 0;I Horeca;2010;220.0;0.8;3701.0
347;Vrachtauto's en trekkers;Milieuklasse: Euro 0;I Horeca;2011;200.0;0.6;3251.0
348;Vrachtauto's en trekkers;Milieuklasse: Euro 0;J Informatie en communicatie;2009;70.0;0.6;8758.0
349;Vrachtauto's en trekkers;Milieuklasse: Euro 0;J Informatie en communicatie;2010;50.0;0.3;4789.0
350;Vrachtauto's en trekkers;Milieuklasse: Euro 0;J Informatie en communicatie;2011;50.0;0.2;3715.0
351;Vrachtauto's en trekkers;Milieuklasse: Euro 0;K Financiële dienstverlening;2009;230.0;1.7;7359.0
352;Vrachtauto's en trekkers;Milieuklasse: Euro 0;K Financiële dienstverlening;2010;200.0;0.8;3937.0
353;Vrachtauto's en trekkers;Milieuklasse: Euro 0;K Financiële dienstverlening;2011;200.0;0.8;4152.0
354;Vrachtauto's en trekkers;Milieuklasse: Euro 0;L Verhuur en handel van onroerend goed;2009;130.0;0.9;6901.0
355;Vrachtauto's en trekkers;Milieuklasse: Euro 0;L Verhuur en handel van onroerend goed;2010;120.0;0.6;4725.0
356;Vrachtauto's en trekkers;Milieuklasse: Euro 0;L Verhuur en handel van onroerend goed;2011;120.0;0.4;3556.0
357;Vrachtauto's en trekkers;Milieuklasse: Euro 0;M-N Zakelijke dienstverlening;2009;1040.0;8.6;8309.0
358;Vrachtauto's en trekkers;Milieuklasse: Euro 0;M-N Zakelijke dienstverlening;2010;920.0;5.4;5824.0
359;Vrachtauto's en trekkers;Milieuklasse: Euro 0;M-N Zakelijke dienstverlening;2011;820.0;4.3;5297.0
360;Vrachtauto's en trekkers;Milieuklasse: Euro 0;M Specialistische zakelijke diensten;2009;340.0;2.2;6383.0
361;Vrachtauto's en trekkers;Milieuklasse: Euro 0;M Specialistische zakelijke diensten;2010;320.0;1.2;3688.0
362;Vrachtauto's en trekkers;Milieuklasse: Euro 0;M Specialistische zakelijke diensten;2011;310.0;1.2;3809.0
363;Vrachtauto's en trekkers;Milieuklasse: Euro 0;N Verhuur en overige zakelijke diensten;2009;700.0;6.4;9253.0
364;Vrachtauto's en trekkers;Milieuklasse: Euro 0;N Verhuur en overige zakelijke diensten;2010;610.0;4.2;6929.0
365;Vrachtauto's en trekkers;Milieuklasse: Euro 0;N Verhuur en overige zakelijke diensten;2011;510.0;3.2;6203.0
366;Vrachtauto's en trekkers;Milieuklasse: Euro 0;O-Q Overheid en zorg;2009;360.0;1.3;3692.0
367;Vrachtauto's en trekkers;Milieuklasse: Euro 0;O-Q Overheid en zorg;2010;330.0;1.1;3320.0
368;Vrachtauto's en trekkers;Milieuklasse: Euro 0;O-Q Overheid en zorg;2011;270.0;0.8;3129.0
369;Vrachtauto's en trekkers;Milieuklasse: Euro 0;O Openbaar bestuur en overheidsdiensten;2009;180.0;0.5;2559.0
370;Vrachtauto's en trekkers;Milieuklasse: Euro 0;O Openbaar bestuur en overheidsdiensten;2010;160.0;0.4;2727.0
371;Vrachtauto's en trekkers;Milieuklasse: Euro 0;O Openbaar bestuur en overheidsdiensten;2011;120.0;0.3;2574.0
372;Vrachtauto's en trekkers;Milieuklasse: Euro 0;P Onderwijs;2009;120.0;0.6;5245.0
373;Vrachtauto's en trekkers;Milieuklasse: Euro 0;P Onderwijs;2010;110.0;0.6;4924.0
374;Vrachtauto's en trekkers;Milieuklasse: Euro 0;P Onderwijs;2011;90.0;0.4;4672.0
375;Vrachtauto's en trekkers;Milieuklasse: Euro 0;Q Gezondheids- en welzijnszorg;2009;60.0;0.2;4075.0
376;Vrachtauto's en trekkers;Milieuklasse: Euro 0;Q Gezondheids- en welzijnszorg;2010;60.0;0.1;1729.0
377;Vrachtauto's en trekkers;Milieuklasse: Euro 0;Q Gezondheids- en welzijnszorg;2011;50.0;0.1;1717.0
378;Vrachtauto's en trekkers;Milieuklasse: Euro 0;R-U Cultuur, recreatie, overige diensten;2009;1100.0;5.4;4897.0
379;Vrachtauto's en trekkers;Milieuklasse: Euro 0;R-U Cultuur, recreatie, overige diensten;2010;960.0;4.4;4598.0
380;Vrachtauto's en trekkers;Milieuklasse: Euro 0;R-U Cultuur, recreatie, overige diensten;2011;880.0;5.4;6184.0
381;Vrachtauto's en trekkers;Milieuklasse: Euro 0;R Cultuur, sport en recreatie;2009;990.0;4.5;4609.0
382;Vrachtauto's en trekkers;Milieuklasse: Euro 0;R Cultuur, sport en recreatie;2010;860.0;3.8;4427.0
383;Vrachtauto's en trekkers;Milieuklasse: Euro 0;R Cultuur, sport en recreatie;2011;760.0;3.7;4914.0
384;Vrachtauto's en trekkers;Milieuklasse: Euro 0;S Overige dienstverlening;2009;110.0;0.8;7419.0
385;Vrachtauto's en trekkers;Milieuklasse: Euro 0;S Overige dienstverlening;2010;110.0;0.6;5957.0
386;Vrachtauto's en trekkers;Milieuklasse: Euro 0;S Overige dienstverlening;2011;120.0;1.7;14434.0
387;Vrachtauto's en trekkers;Milieuklasse: Euro 0;SBI-code onbekend;2009;0.0;0.0;0.0
388;Vrachtauto's en trekkers;Milieuklasse: Euro 0;SBI-code onbekend;2010;0.0;0.0;0.0
389;Vrachtauto's en trekkers;Milieuklasse: Euro 0;SBI-code onbekend;2011;0.0;0.0;0.0
390;Vrachtauto's en trekkers;Milieuklasse: Euro 1;A-U Alle economische activiteiten;2009;7890.0;148.3;18790.0
391;Vrachtauto's en trekkers;Milieuklasse: Euro 1;A-U Alle economische activiteiten;2010;6610.0;101.5;15361.0
392;Vrachtauto's en trekkers;Milieuklasse: Euro 1;A-U Alle economische activiteiten;2011;5500.0;77.6;14112.0
393;Vrachtauto's en trekkers;Milieuklasse: Euro 1;A Landbouw, bosbouw en visserij;2009;620.0;8.7;13977.0
394;Vrachtauto's en trekkers;Milieuklasse: Euro 1;A Landbouw, bosbouw en visserij;2010;530.0;6.5;12174.0
395;Vrachtauto's en trekkers;Milieuklasse: Euro 1;A Landbouw, bosbouw en visserij;2011;480.0;5.3;11131.0
396;Vrachtauto's en trekkers;Milieuklasse: Euro 1;B-E Nijverheid (geen bouw) en energie;2009;800.0;15.0;18812.0
397;Vrachtauto's en trekkers;Milieuklasse: Euro 1;B-E Nijverheid (geen bouw) en energie;2010;620.0;8.8;14154.0
398;Vrachtauto's en trekkers;Milieuklasse: Euro 1;B-E Nijverheid (geen bouw) en energie;2011;500.0;8.0;16167.0
399;Vrachtauto's en trekkers;Milieuklasse: Euro 1;B Delfstoffenwinning;2009;20.0;;
400;Vrachtauto's en trekkers;Milieuklasse: Euro 1;B Delfstoffenwinning;2010;10.0;;
401;Vrachtauto's en trekkers;Milieuklasse: Euro 1;B Delfstoffenwinning;2011;10.0;0.0;4175.0
402;Vrachtauto's en trekkers;Milieuklasse: Euro 1;C Industrie;2009;510.0;9.2;18017.0
403;Vrachtauto's en trekkers;Milieuklasse: Euro 1;C Industrie;2010;430.0;5.6;13223.0
404;Vrachtauto's en trekkers;Milieuklasse: Euro 1;C Industrie;2011;360.0;6.0;16480.0
405;Vrachtauto's en trekkers;Milieuklasse: Euro 1;D Energievoorziening;2009;0.0;;
406;Vrachtauto's en trekkers;Milieuklasse: Euro 1;D Energievoorziening;2010;0.0;;
407;Vrachtauto's en trekkers;Milieuklasse: Euro 1;D Energievoorziening;2011;0.0;;
408;Vrachtauto's en trekkers;Milieuklasse: Euro 1;E Waterbedrijven en afvalbeheer;2009;270.0;5.6;21184.0
409;Vrachtauto's en trekkers;Milieuklasse: Euro 1;E Waterbedrijven en afvalbeheer;2010;180.0;3.1;16882.0
410;Vrachtauto's en trekkers;Milieuklasse: Euro 1;E Waterbedrijven en afvalbeheer;2011;130.0;2.0;15815.0
411;Vrachtauto's en trekkers;Milieuklasse: Euro 1;F Bouwnijverheid;2009;930.0;14.4;15467.0
412;Vrachtauto's en trekkers;Milieuklasse: Euro 1;F Bouwnijverheid;2010;770.0;10.5;13610.0
413;Vrachtauto's en trekkers;Milieuklasse: Euro 1;F Bouwnijverheid;2011;690.0;8.3;12137.0
414;Vrachtauto's en trekkers;Milieuklasse: Euro 1;G-I Handel, vervoer en horeca;2009;4220.0;95.1;22512.0
415;Vrachtauto's en trekkers;Milieuklasse: Euro 1;G-I Handel, vervoer en horeca;2010;3540.0;64.1;18128.0
416;Vrachtauto's en trekkers;Milieuklasse: Euro 1;G-I Handel, vervoer en horeca;2011;2820.0;46.6;16503.0
417;Vrachtauto's en trekkers;Milieuklasse: Euro 1;G Handel;2009;2440.0;43.9;17968.0
418;Vrachtauto's en trekkers;Milieuklasse: Euro 1;G Handel;2010;2180.0;31.7;14568.0
419;Vrachtauto's en trekkers;Milieuklasse: Euro 1;G Handel;2011;1790.0;22.6;12621.0
420;Vrachtauto's en trekkers;Milieuklasse: Euro 1;H Vervoer en opslag;2009;1710.0;50.7;29620.0
421;Vrachtauto's en trekkers;Milieuklasse: Euro 1;H Vervoer en opslag;2010;1290.0;31.8;24640.0
422;Vrachtauto's en trekkers;Milieuklasse: Euro 1;H Vervoer en opslag;2011;970.0;23.6;24353.0
423;Vrachtauto's en trekkers;Milieuklasse: Euro 1;I Horeca;2009;70.0;0.5;7102.0
424;Vrachtauto's en trekkers;Milieuklasse: Euro 1;I Horeca;2010;70.0;0.6;8545.0
425;Vrachtauto's en trekkers;Milieuklasse: Euro 1;I Horeca;2011;60.0;0.4;6095.0
426;Vrachtauto's en trekkers;Milieuklasse: Euro 1;J Informatie en communicatie;2009;30.0;0.2;6413.0
427;Vrachtauto's en trekkers;Milieuklasse: Euro 1;J Informatie en communicatie;2010;20.0;0.1;6672.0
428;Vrachtauto's en trekkers;Milieuklasse: Euro 1;J Informatie en communicatie;2011;20.0;0.1;4981.0
429;Vrachtauto's en trekkers;Milieuklasse: Euro 1;K Financiële dienstverlening;2009;80.0;1.0;13022.0
430;Vrachtauto's en trekkers;Milieuklasse: Euro 1;K Financiële dienstverlening;2010;60.0;1.2;18398.0
431;Vrachtauto's en trekkers;Milieuklasse: Euro 1;K Financiële dienstverlening;2011;70.0;1.1;16326.0
432;Vrachtauto's en trekkers;Milieuklasse: Euro 1;L Verhuur en handel van onroerend goed;2009;40.0;0.7;15790.0
433;Vrachtauto's en trekkers;Milieuklasse: Euro 1;L Verhuur en handel van onroerend goed;2010;40.0;0.6;17406.0
434;Vrachtauto's en trekkers;Milieuklasse: Euro 1;L Verhuur en handel van onroerend goed;2011;30.0;0.4;14801.0
435;Vrachtauto's en trekkers;Milieuklasse: Euro 1;M-N Zakelijke dienstverlening;2009;620.0;8.8;14194.0
436;Vrachtauto's en trekkers;Milieuklasse: Euro 1;M-N Zakelijke dienstverlening;2010;510.0;5.8;11478.0
437;Vrachtauto's en trekkers;Milieuklasse: Euro 1;M-N Zakelijke dienstverlening;2011;440.0;4.9;11134.0
438;Vrachtauto's en trekkers;Milieuklasse: Euro 1;M Specialistische zakelijke diensten;2009;170.0;2.2;12950.0
439;Vrachtauto's en trekkers;Milieuklasse: Euro 1;M Specialistische zakelijke diensten;2010;140.0;1.7;12325.0
440;Vrachtauto's en trekkers;Milieuklasse: Euro 1;M Specialistische zakelijke diensten;2011;120.0;1.6;12921.0
441;Vrachtauto's en trekkers;Milieuklasse: Euro 1;N Verhuur en overige zakelijke diensten;2009;450.0;6.6;14665.0
442;Vrachtauto's en trekkers;Milieuklasse: Euro 1;N Verhuur en overige zakelijke diensten;2010;370.0;4.1;11153.0
443;Vrachtauto's en trekkers;Milieuklasse: Euro 1;N Verhuur en overige zakelijke diensten;2011;320.0;3.3;10459.0
444;Vrachtauto's en trekkers;Milieuklasse: Euro 1;O-Q Overheid en zorg;2009;190.0;1.2;6203.0
445;Vrachtauto's en trekkers;Milieuklasse: Euro 1;O-Q Overheid en zorg;2010;180.0;1.1;6200.0
446;Vrachtauto's en trekkers;Milieuklasse: Euro 1;O-Q Overheid en zorg;2011;160.0;0.7;4673.0
