ID;EnterprisesByActivitySIC93;Periods;RealisationIncreased_1;RealisationRemainedTheSame_2;RealisationDecreased_3;RealisationBalance_4;ForecastIncrease_5;ForecastRemainTheSame_6;ForecastDecrease_7;ForecastBalance_8;CapacityUtilisation_9;CapacityTooLarge_10;CapacitySatisfactory_11;CapacityTooSmall_12;CapacityBalance_13;NoObstaclesToProduction_14;ObstaclesBecauseOfInsufficientDemand_15;ObstaclesBecauseOfLabourShortage_16;ObstaclesTechnCapAndOrMaterials_17;OtherObstacles_18;OrdersReceivedIncreased_19;OrdersReceivedRemainedTheSame_20;OrdersReceivedDecreased_21;OrdersReceivedBalance_22;DomesticOrdersIncreased_23;DomesticOrdersRemainedTheSame_24;DomesticOrdersDecreased_25;DomesticOrdersBalance_26;ForeignOrdersIncreased_27;ForeignOrdersRemainedTheSame_28;ForeignOrdersDecreased_29;ForeignOrdersBalance_30;OrdersReceivedLarge_31;OrdersReceivedNormal_32;OrdersReceivedSmall_33;OrdersReceivedBalance_34;Index_35;OrderPositionLarge_36;OrderPositionNormal_37;OrderPositionSmall_38;OrderPositionBalance_39;ForeignOrderPositionLarge_40;ForeignOrderPositionNormal_41;ForeignOrderPositionSmall_42;ForeignOrderPositionBalance_43;SalesPricesRise_44;SalesPricesRemainTheSame_45;SalesPricesFall_46;SalesPricesBalance_47;StocksFinalProductsTooLarge_48;StocksFinalProductsSufficient_49;StocksFinalProductsTooSmall_50;StocksFinalProductsBalance_51;CompetitivePositionImproved_52;CompetitivePositionRemainedTheSame_53;CompetitivePositionDeclined_54;CompetitivePositionBalance_55;CompetitivePositionImproved_56;CompetitivePositionRemainedTheSame_57;CompetitivePositionDeclined_58;CompetitivePositionBalance_59;CompetitivePositionImproved_60;CompetitivePositionRemainedTheSame_61;CompetitivePositionDeclined_62;CompetitivePositionBalance_63;ForeignSalesIncrease_64;ForeignSalesRemainTheSame_65;ForeignSalesDecrease_66;ForeignSalesBalance_67;NumberOfEmployeesIncrease_68;NumberOfEmployeesRemainTheSame_69;NumberOfEmployeesDecrease_70;Balance_71;RealisationProduction_72;ForecastProduction_73;OpinionOnProductionCapacity_74;TotalOrdersReceived_75;DomesticOrders_76;ForeignOrders_77;OpinionOnOrdersReceived_78;TotalOrderPosition_79;ForeignOrderPosition_80;SalesPrices_81;StocksFinalProducts_82;DutchMarket_83;InsideTheEU_84;OutsideTheEU_85;ForeignSales_86;NumberOfEmployees_87
7523;24;2001 October;17.0;57.0;26.0;-9.0;13.0;73.0;14.0;-1.0;85.6;11.0;85.0;4.0;7.0;77.0;18.0;3.0;0.0;2.0;23.0;61.0;16.0;7.0;19.0;57.0;24.0;-5.0;25.0;62.0;13.0;12.0;3.0;79.0;18.0;-15.0;96.1;4.0;79.0;17.0;-13.0;4.0;77.0;19.0;-15.0;5.0;52.0;43.0;-38.0;14.0;81.0;5.0;9.0;1.0;88.0;11.0;-10.0;9.0;78.0;13.0;-4.0;3.0;83.0;14.0;-11.0;13.0;76.0;11.0;2.0;8.0;72.0;20.0;-12.0;-9.0;-1.0;7.0;7.0;-5.0;12.0;-15.0;-13.0;-15.0;-38.0;9.0;-10.0;-4.0;-11.0;2.0;-12.0
7524;24;2001 November;15.0;65.0;20.0;-5.0;16.0;74.0;10.0;6.0;;;;;;;;;;;14.0;68.0;18.0;-4.0;7.0;65.0;28.0;-21.0;16.0;69.0;15.0;1.0;4.0;83.0;13.0;-9.0;95.6;4.0;83.0;13.0;-9.0;4.0;82.0;14.0;-10.0;5.0;71.0;24.0;-19.0;14.0;84.0;2.0;12.0;;;;;;;;;;;;;;;;;9.0;71.0;20.0;-11.0;-5.0;6.0;;-4.0;-21.0;1.0;-9.0;-9.0;-10.0;-19.0;12.0;;;;;-11.0
7525;24;2001 December;13.0;63.0;24.0;-11.0;15.0;70.0;15.0;0.0;;;;;;;;;;;14.0;61.0;25.0;-11.0;8.0;62.0;30.0;-22.0;15.0;64.0;21.0;-6.0;3.0;81.0;16.0;-13.0;96.5;4.0;84.0;12.0;-8.0;5.0;82.0;13.0;-8.0;13.0;71.0;16.0;-3.0;14.0;82.0;4.0;10.0;;;;;;;;;;;;;;;;;9.0;72.0;19.0;-10.0;-11.0;0.0;;-11.0;-22.0;-6.0;-13.0;-8.0;-8.0;-3.0;10.0;;;;;-10.0
7526;24;2002 January;15.0;61.0;24.0;-9.0;30.0;65.0;5.0;25.0;84.5;15.0;84.0;1.0;14.0;81.0;15.0;2.0;0.0;2.0;13.0;59.0;28.0;-15.0;23.0;53.0;24.0;-1.0;9.0;63.0;28.0;-19.0;2.0;84.0;14.0;-12.0;95.1;3.0;85.0;12.0;-9.0;1.0;86.0;13.0;-12.0;5.0;67.0;28.0;-23.0;11.0;87.0;2.0;9.0;2.0;95.0;3.0;-1.0;4.0;91.0;5.0;-1.0;3.0;91.0;6.0;-3.0;12.0;87.0;1.0;11.0;10.0;71.0;19.0;-9.0;-9.0;25.0;14.0;-15.0;-1.0;-19.0;-12.0;-9.0;-12.0;-23.0;9.0;-1.0;-1.0;-3.0;11.0;-9.0
7527;24;2002 February;23.0;72.0;5.0;18.0;10.0;80.0;10.0;0.0;;;;;;;;;;;19.0;74.0;7.0;12.0;12.0;82.0;6.0;6.0;22.0;72.0;6.0;16.0;3.0;84.0;13.0;-10.0;95.1;2.0;87.0;11.0;-9.0;2.0;86.0;12.0;-10.0;10.0;79.0;11.0;-1.0;11.0;88.0;1.0;10.0;;;;;;;;;;;;;;;;;8.0;73.0;19.0;-11.0;18.0;0.0;;12.0;6.0;16.0;-10.0;-9.0;-10.0;-1.0;10.0;;;;;-11.0
7528;24;2002 March;19.0;63.0;18.0;1.0;29.0;63.0;8.0;21.0;;;;;;;;;;;17.0;67.0;16.0;1.0;12.0;58.0;30.0;-18.0;21.0;68.0;11.0;10.0;3.0;85.0;12.0;-9.0;95.3;2.0;88.0;10.0;-8.0;7.0;84.0;9.0;-2.0;15.0;77.0;8.0;7.0;13.0;84.0;3.0;10.0;;;;;;;;;;;;;;;;;7.0;73.0;20.0;-13.0;1.0;21.0;;1.0;-18.0;10.0;-9.0;-8.0;-2.0;7.0;10.0;;;;;-13.0
7529;24;2002 April;22.0;69.0;9.0;13.0;13.0;74.0;13.0;0.0;85.7;6.0;91.0;3.0;3.0;87.0;7.0;3.0;1.0;2.0;25.0;63.0;12.0;13.0;37.0;54.0;9.0;28.0;20.0;67.0;13.0;7.0;2.0;90.0;8.0;-6.0;95.5;4.0;86.0;10.0;-6.0;10.0;78.0;12.0;-2.0;21.0;69.0;10.0;11.0;9.0;87.0;4.0;5.0;3.0;93.0;4.0;-1.0;6.0;92.0;2.0;4.0;3.0;95.0;2.0;1.0;20.0;72.0;8.0;12.0;5.0;75.0;20.0;-15.0;13.0;0.0;3.0;13.0;28.0;7.0;-6.0;-6.0;-2.0;11.0;5.0;-1.0;4.0;1.0;12.0;-15.0
7530;24;2002 May;17.0;69.0;14.0;3.0;14.0;79.0;7.0;7.0;;;;;;;;;;;27.0;66.0;7.0;20.0;36.0;57.0;7.0;29.0;23.0;72.0;5.0;18.0;3.0;85.0;12.0;-9.0;96.3;10.0;79.0;11.0;-1.0;10.0;79.0;11.0;-1.0;20.0;68.0;12.0;8.0;7.0;89.0;4.0;3.0;;;;;;;;;;;;;;;;;6.0;76.0;18.0;-12.0;3.0;7.0;;20.0;29.0;18.0;-9.0;-1.0;-1.0;8.0;3.0;;;;;-12.0
7531;24;2002 June;25.0;64.0;11.0;14.0;8.0;80.0;12.0;-4.0;;;;;;;;;;;14.0;75.0;11.0;3.0;13.0;80.0;7.0;6.0;15.0;71.0;14.0;1.0;1.0;88.0;11.0;-10.0;97.2;8.0;84.0;8.0;0.0;8.0;85.0;7.0;1.0;17.0;72.0;11.0;6.0;10.0;86.0;4.0;6.0;;;;;;;;;;;;;;;;;6.0;79.0;15.0;-9.0;14.0;-4.0;;3.0;6.0;1.0;-10.0;0.0;1.0;6.0;6.0;;;;;-9.0
7532;24;2002 July;19.0;62.0;19.0;0.0;9.0;72.0;19.0;-10.0;86.0;7.0;88.0;5.0;2.0;90.0;3.0;2.0;1.0;4.0;34.0;52.0;14.0;20.0;25.0;63.0;12.0;13.0;37.0;49.0;14.0;23.0;10.0;82.0;8.0;2.0;98.4;6.0;86.0;8.0;-2.0;6.0;85.0;9.0;-3.0;19.0;76.0;5.0;14.0;8.0;88.0;4.0;4.0;3.0;95.0;2.0;1.0;3.0;95.0;2.0;1.0;9.0;88.0;3.0;6.0;31.0;51.0;18.0;13.0;10.0;73.0;17.0;-7.0;0.0;-10.0;2.0;20.0;13.0;23.0;2.0;-2.0;-3.0;14.0;4.0;1.0;1.0;6.0;13.0;-7.0
7533;24;2002 August;35.0;59.0;6.0;29.0;9.0;83.0;8.0;1.0;;;;;;;;;;;10.0;73.0;17.0;-7.0;9.0;78.0;13.0;-4.0;10.0;71.0;19.0;-9.0;6.0;84.0;10.0;-4.0;98.2;8.0;84.0;8.0;0.0;8.0;84.0;8.0;0.0;17.0;81.0;2.0;15.0;10.0;86.0;4.0;6.0;;;;;;;;;;;;;;;;;5.0;79.0;16.0;-11.0;29.0;1.0;;-7.0;-4.0;-9.0;-4.0;0.0;0.0;15.0;6.0;;;;;-11.0
7534;24;2002 September;8.0;74.0;18.0;-10.0;15.0;76.0;9.0;6.0;;;;;;;;;;;14.0;68.0;18.0;-4.0;12.0;75.0;13.0;-1.0;14.0;67.0;19.0;-5.0;6.0;85.0;9.0;-3.0;98.0;4.0;88.0;8.0;-4.0;5.0;87.0;8.0;-3.0;13.0;74.0;13.0;0.0;8.0;87.0;5.0;3.0;;;;;;;;;;;;;;;;;5.0;85.0;10.0;-5.0;-10.0;6.0;;-4.0;-1.0;-5.0;-3.0;-4.0;-3.0;0.0;3.0;;;;;-5.0
7535;24;2002 October;14.0;64.0;22.0;-8.0;20.0;71.0;9.0;11.0;86.0;9.0;88.0;3.0;6.0;89.0;4.0;1.0;2.0;4.0;18.0;67.0;15.0;3.0;16.0;80.0;4.0;12.0;19.0;62.0;19.0;0.0;1.0;84.0;15.0;-14.0;97.4;5.0;84.0;11.0;-6.0;6.0;83.0;11.0;-5.0;17.0;65.0;18.0;-1.0;14.0;78.0;8.0;6.0;4.0;89.0;7.0;-3.0;5.0;90.0;5.0;0.0;3.0;90.0;7.0;-4.0;10.0;83.0;7.0;3.0;5.0;79.0;16.0;-11.0;-8.0;11.0;6.0;3.0;12.0;0.0;-14.0;-6.0;-5.0;-1.0;6.0;-3.0;0.0;-4.0;3.0;-11.0
7536;24;2002 November;23.0;60.0;17.0;6.0;10.0;81.0;9.0;1.0;;;;;;;;;;;18.0;70.0;12.0;6.0;12.0;73.0;15.0;-3.0;20.0;69.0;11.0;9.0;2.0;86.0;12.0;-10.0;96.5;4.0;86.0;10.0;-6.0;6.0;84.0;10.0;-4.0;5.0;82.0;13.0;-8.0;8.0;83.0;9.0;-1.0;;;;;;;;;;;;;;;;;3.0;81.0;16.0;-13.0;6.0;1.0;;6.0;-3.0;9.0;-10.0;-6.0;-4.0;-8.0;-1.0;;;;;-13.0
7537;24;2002 December;19.0;66.0;15.0;4.0;13.0;79.0;8.0;5.0;;;;;;;;;;;17.0;68.0;15.0;2.0;9.0;72.0;19.0;-10.0;18.0;69.0;13.0;5.0;3.0;84.0;13.0;-10.0;96.7;4.0;85.0;11.0;-7.0;7.0;82.0;11.0;-4.0;8.0;82.0;10.0;-2.0;9.0;85.0;6.0;3.0;;;;;;;;;;;;;;;;;2.0;73.0;25.0;-23.0;4.0;5.0;;2.0;-10.0;5.0;-10.0;-7.0;-4.0;-2.0;3.0;;;;;-23.0
7538;24;2003 January;12.0;71.0;17.0;-5.0;21.0;71.0;8.0;13.0;85.2;9.0;85.0;6.0;3.0;95.0;4.0;0.0;0.0;1.0;11.0;66.0;23.0;-12.0;12.0;54.0;34.0;-22.0;13.0;69.0;18.0;-5.0;3.0;84.0;13.0;-10.0;96.7;5.0;83.0;12.0;-7.0;5.0;81.0;14.0;-9.0;34.0;55.0;11.0;23.0;11.0;85.0;4.0;7.0;5.0;91.0;4.0;1.0;4.0;94.0;2.0;2.0;3.0;94.0;3.0;0.0;10.0;79.0;11.0;-1.0;2.0;77.0;21.0;-19.0;-5.0;13.0;3.0;-12.0;-22.0;-5.0;-10.0;-7.0;-9.0;23.0;7.0;1.0;2.0;0.0;-1.0;-19.0
7539;24;2003 February;23.0;66.0;11.0;12.0;8.0;88.0;4.0;4.0;;;;;;;;;;;25.0;69.0;6.0;19.0;33.0;61.0;6.0;27.0;22.0;72.0;6.0;16.0;5.0;82.0;13.0;-8.0;97.2;5.0;83.0;12.0;-7.0;5.0;82.0;13.0;-8.0;16.0;80.0;4.0;12.0;12.0;81.0;7.0;5.0;;;;;;;;;;;;;;;;;1.0;82.0;17.0;-16.0;12.0;4.0;;19.0;27.0;16.0;-8.0;-7.0;-8.0;12.0;5.0;;;;;-16.0
7540;24;2003 March;10.0;71.0;19.0;-9.0;15.0;82.0;3.0;12.0;;;;;;;;;;;18.0;74.0;8.0;10.0;14.0;79.0;7.0;7.0;19.0;73.0;8.0;11.0;6.0;82.0;12.0;-6.0;98.0;7.0;80.0;13.0;-6.0;6.0;81.0;13.0;-7.0;29.0;66.0;5.0;24.0;12.0;81.0;7.0;5.0;;;;;;;;;;;;;;;;;4.0;78.0;18.0;-14.0;-9.0;12.0;;10.0;7.0;11.0;-6.0;-6.0;-7.0;24.0;5.0;;;;;-14.0
7541;24;2003 April;16.0;72.0;12.0;4.0;12.0;86.0;2.0;10.0;84.7;8.0;81.0;11.0;-3.0;90.0;4.0;0.0;1.0;5.0;19.0;73.0;8.0;11.0;21.0;69.0;10.0;11.0;19.0;73.0;8.0;11.0;7.0;82.0;11.0;-4.0;99.5;8.0;82.0;10.0;-2.0;7.0;81.0;12.0;-5.0;29.0;62.0;9.0;20.0;11.0;81.0;8.0;3.0;5.0;90.0;5.0;0.0;4.0;93.0;3.0;1.0;4.0;83.0;13.0;-9.0;12.0;81.0;7.0;5.0;2.0;78.0;20.0;-18.0;4.0;10.0;-3.0;11.0;11.0;11.0;-4.0;-2.0;-5.0;20.0;3.0;0.0;1.0;-9.0;5.0;-18.0
7542;24;2003 May;13.0;74.0;13.0;0.0;8.0;82.0;10.0;-2.0;;;;;;;;;;;16.0;67.0;17.0;-1.0;12.0;76.0;12.0;0.0;17.0;64.0;19.0;-2.0;4.0;80.0;16.0;-12.0;99.2;6.0;82.0;12.0;-6.0;7.0;80.0;13.0;-6.0;20.0;71.0;9.0;11.0;9.0;82.0;9.0;0.0;;;;;;;;;;;;;;;;;1.0;78.0;21.0;-20.0;0.0;-2.0;;-1.0;0.0;-2.0;-12.0;-6.0;-6.0;11.0;0.0;;;;;-20.0
7543;24;2003 June;17.0;66.0;17.0;0.0;15.0;66.0;19.0;-4.0;;;;;;;;;;;10.0;69.0;21.0;-11.0;8.0;77.0;15.0;-7.0;10.0;66.0;24.0;-14.0;1.0;82.0;17.0;-16.0;99.5;4.0;83.0;13.0;-9.0;3.0;81.0;15.0;-12.0;15.0;67.0;18.0;-3.0;7.0;89.0;4.0;3.0;;;;;;;;;;;;;;;;;3.0;70.0;27.0;-24.0;0.0;-4.0;;-11.0;-7.0;-14.0;-16.0;-9.0;-12.0;-3.0;3.0;;;;;-24.0
7544;24;2003 July;12.0;62.0;26.0;-14.0;10.0;82.0;8.0;2.0;83.2;9.0;87.0;4.0;5.0;87.0;10.0;0.0;1.0;2.0;7.0;58.0;35.0;-28.0;5.0;57.0;38.0;-33.0;6.0;60.0;34.0;-28.0;1.0;81.0;18.0;-17.0;98.9;3.0;83.0;14.0;-11.0;2.0;78.0;19.0;-17.0;1.0;82.0;17.0;-16.0;14.0;81.0;5.0;9.0;2.0;92.0;6.0;-4.0;3.0;88.0;9.0;-6.0;4.0;84.0;12.0;-8.0;6.0;74.0;20.0;-14.0;1.0;80.0;19.0;-18.0;-14.0;2.0;5.0;-28.0;-33.0;-28.0;-17.0;-11.0;-17.0;-16.0;9.0;-4.0;-6.0;-8.0;-14.0;-18.0
7545;24;2003 August;15.0;72.0;13.0;2.0;7.0;88.0;5.0;2.0;;;;;;;;;;;6.0;78.0;16.0;-10.0;7.0;78.0;15.0;-8.0;5.0;78.0;17.0;-12.0;4.0;81.0;15.0;-11.0;98.2;5.0;84.0;11.0;-6.0;5.0;76.0;18.0;-13.0;5.0;90.0;5.0;0.0;10.0;86.0;4.0;6.0;;;;;;;;;;;;;;;;;1.0;83.0;16.0;-15.0;2.0;2.0;;-10.0;-8.0;-12.0;-11.0;-6.0;-13.0;0.0;6.0;;;;;-15.0
7546;24;2003 September;24.0;62.0;14.0;10.0;27.0;62.0;11.0;16.0;;;;;;;;;;;16.0;66.0;18.0;-2.0;4.0;75.0;21.0;-17.0;22.0;60.0;18.0;4.0;1.0;84.0;15.0;-14.0;98.1;4.0;83.0;13.0;-9.0;5.0;82.0;12.0;-7.0;12.0;83.0;5.0;7.0;9.0;88.0;3.0;6.0;;;;;;;;;;;;;;;;;1.0;82.0;17.0;-16.0;10.0;16.0;;-2.0;-17.0;4.0;-14.0;-9.0;-7.0;7.0;6.0;;;;;-16.0
7547;24;2003 October;10.0;74.0;16.0;-6.0;17.0;78.0;5.0;12.0;84.1;11.0;85.0;4.0;7.0;84.0;9.0;1.0;0.0;6.0;13.0;78.0;9.0;4.0;14.0;76.0;10.0;4.0;15.0;76.0;9.0;6.0;5.0;86.0;9.0;-4.0;99.1;6.0;82.0;12.0;-6.0;5.0;82.0;13.0;-8.0;22.0;76.0;2.0;20.0;8.0;84.0;8.0;0.0;3.0;91.0;6.0;-3.0;3.0;94.0;3.0;0.0;5.0;91.0;4.0;1.0;11.0;77.0;12.0;-1.0;1.0;82.0;17.0;-16.0;-6.0;12.0;7.0;4.0;4.0;6.0;-4.0;-6.0;-8.0;20.0;0.0;-3.0;0.0;1.0;-1.0;-16.0
7548;24;2003 November;20.0;70.0;10.0;10.0;12.0;75.0;13.0;-1.0;;;;;;;;;;;18.0;74.0;8.0;10.0;13.0;74.0;13.0;0.0;19.0;75.0;6.0;13.0;4.0;85.0;11.0;-7.0;99.9;3.0;86.0;11.0;-8.0;5.0;82.0;12.0;-7.0;12.0;81.0;7.0;5.0;9.0;87.0;4.0;5.0;;;;;;;;;;;;;;;;;1.0;75.0;24.0;-23.0;10.0;-1.0;;10.0;0.0;13.0;-7.0;-8.0;-7.0;5.0;5.0;;;;;-23.0
7549;24;2003 December;10.0;78.0;12.0;-2.0;17.0;77.0;6.0;11.0;;;;;;;;;;;18.0;68.0;14.0;4.0;10.0;61.0;29.0;-19.0;20.0;69.0;11.0;9.0;4.0;90.0;6.0;-2.0;101.2;5.0;88.0;7.0;-2.0;6.0;88.0;6.0;0.0;20.0;74.0;6.0;14.0;7.0;85.0;8.0;-1.0;;;;;;;;;;;;;;;;;2.0;79.0;19.0;-17.0;-2.0;11.0;;4.0;-19.0;9.0;-2.0;-2.0;0.0;14.0;-1.0;;;;;-17.0
7550;24;2004 January;23.0;66.0;11.0;12.0;17.0;77.0;6.0;11.0;85.4;7.0;90.0;3.0;4.0;96.0;4.0;0.0;0.0;0.0;12.0;75.0;13.0;-1.0;13.0;73.0;14.0;-1.0;12.0;74.0;14.0;-2.0;3.0;93.0;4.0;-1.0;101.3;4.0;91.0;5.0;-1.0;3.0;92.0;5.0;-2.0;19.0;70.0;11.0;8.0;7.0;89.0;4.0;3.0;4.0;91.0;5.0;-1.0;7.0;85.0;8.0;-1.0;12.0;82.0;6.0;6.0;20.0;77.0;3.0;17.0;3.0;79.0;18.0;-15.0;12.0;11.0;4.0;-1.0;-1.0;-2.0;-1.0;-1.0;-2.0;8.0;3.0;-1.0;-1.0;6.0;17.0;-15.0
7551;24;2004 February;16.0;65.0;19.0;-3.0;18.0;75.0;7.0;11.0;;;;;;;;;;;26.0;69.0;5.0;21.0;32.0;63.0;5.0;27.0;25.0;70.0;5.0;20.0;3.0;91.0;6.0;-3.0;101.9;4.0;93.0;3.0;1.0;7.0;88.0;5.0;2.0;15.0;76.0;9.0;6.0;9.0;85.0;6.0;3.0;;;;;;;;;;;;;;;;;2.0;77.0;21.0;-19.0;-3.0;11.0;;21.0;27.0;20.0;-3.0;1.0;2.0;6.0;3.0;;;;;-19.0
7552;24;2004 March;20.0;75.0;5.0;15.0;26.0;69.0;5.0;21.0;;;;;;;;;;;26.0;67.0;7.0;19.0;16.0;80.0;4.0;12.0;32.0;61.0;7.0;25.0;3.0;93.0;4.0;-1.0;102.2;9.0;86.0;5.0;4.0;12.0;82.0;6.0;6.0;23.0;69.0;8.0;15.0;6.0;91.0;3.0;3.0;;;;;;;;;;;;;;;;;5.0;75.0;20.0;-15.0;15.0;21.0;;19.0;12.0;25.0;-1.0;4.0;6.0;15.0;3.0;;;;;-15.0
7553;24;2004 April;17.0;76.0;7.0;10.0;13.0;82.0;5.0;8.0;86.8;7.0;90.0;3.0;4.0;93.0;2.0;0.0;1.0;4.0;27.0;70.0;3.0;24.0;27.0;71.0;2.0;25.0;28.0;68.0;4.0;24.0;5.0;90.0;5.0;0.0;102.5;6.0;89.0;5.0;1.0;9.0;87.0;4.0;5.0;32.0;64.0;4.0;28.0;6.0;90.0;4.0;2.0;5.0;93.0;2.0;3.0;17.0;79.0;4.0;13.0;17.0;78.0;5.0;12.0;17.0;80.0;3.0;14.0;6.0;80.0;14.0;-8.0;10.0;8.0;4.0;24.0;25.0;24.0;0.0;1.0;5.0;28.0;2.0;3.0;13.0;12.0;14.0;-8.0
7554;24;2004 May;13.0;71.0;16.0;-3.0;17.0;80.0;3.0;14.0;;;;;;;;;;;25.0;66.0;9.0;16.0;24.0;67.0;9.0;15.0;25.0;67.0;8.0;17.0;7.0;85.0;8.0;-1.0;102.6;11.0;85.0;4.0;7.0;12.0;83.0;5.0;7.0;20.0;69.0;11.0;9.0;8.0;84.0;8.0;0.0;;;;;;;;;;;;;;;;;6.0;81.0;13.0;-7.0;-3.0;14.0;;16.0;15.0;17.0;-1.0;7.0;7.0;9.0;0.0;;;;;-7.0
7555;24;2004 June;18.0;75.0;7.0;11.0;13.0;83.0;4.0;9.0;;;;;;;;;;;18.0;66.0;16.0;2.0;17.0;76.0;7.0;10.0;17.0;64.0;19.0;-2.0;4.0;85.0;11.0;-7.0;101.5;9.0;84.0;7.0;2.0;10.0;82.0;8.0;2.0;20.0;77.0;3.0;17.0;9.0;83.0;8.0;1.0;;;;;;;;;;;;;;;;;3.0;81.0;16.0;-13.0;11.0;9.0;;2.0;10.0;-2.0;-7.0;2.0;2.0;17.0;1.0;;;;;-13.0
7556;24;2004 July;16.0;76.0;8.0;8.0;9.0;80.0;11.0;-2.0;86.8;3.0;86.0;11.0;-8.0;91.0;4.0;0.0;3.0;2.0;26.0;60.0;14.0;12.0;23.0;66.0;11.0;12.0;23.0;67.0;10.0;13.0;9.0;86.0;5.0;4.0;100.9;6.0;90.0;4.0;2.0;7.0;88.0;5.0;2.0;21.0;77.0;2.0;19.0;6.0;82.0;12.0;-6.0;8.0;88.0;4.0;4.0;8.0;88.0;4.0;4.0;15.0;81.0;4.0;11.0;9.0;84.0;7.0;2.0;4.0;77.0;19.0;-15.0;8.0;-2.0;-8.0;12.0;12.0;13.0;4.0;2.0;2.0;19.0;-6.0;4.0;4.0;11.0;2.0;-15.0
7557;24;2004 August;21.0;68.0;11.0;10.0;14.0;72.0;14.0;0.0;;;;;;;;;;;15.0;71.0;14.0;1.0;18.0;67.0;15.0;3.0;13.0;73.0;14.0;-1.0;6.0;89.0;5.0;1.0;102.0;13.0;83.0;4.0;9.0;12.0;82.0;6.0;6.0;19.0;75.0;6.0;13.0;5.0;83.0;12.0;-7.0;;;;;;;;;;;;;;;;;4.0;63.0;33.0;-29.0;10.0;0.0;;1.0;3.0;-1.0;1.0;9.0;6.0;13.0;-7.0;;;;;-29.0
7558;24;2004 September;14.0;63.0;23.0;-9.0;16.0;64.0;20.0;-4.0;;;;;;;;;;;19.0;58.0;23.0;-4.0;8.0;72.0;20.0;-12.0;21.0;56.0;23.0;-2.0;4.0;89.0;7.0;-3.0;101.6;8.0;86.0;6.0;2.0;10.0;83.0;7.0;3.0;20.0;76.0;4.0;16.0;7.0;84.0;9.0;-2.0;;;;;;;;;;;;;;;;;4.0;60.0;36.0;-32.0;-9.0;-4.0;;-4.0;-12.0;-2.0;-3.0;2.0;3.0;16.0;-2.0;;;;;-32.0
7559;24;2004 October;19.0;64.0;17.0;2.0;16.0;70.0;14.0;2.0;84.8;8.0;78.0;14.0;-6.0;87.0;7.0;0.0;3.0;3.0;21.0;68.0;11.0;10.0;16.0;77.0;7.0;9.0;28.0;59.0;13.0;15.0;4.0;88.0;8.0;-4.0;101.0;8.0;85.0;7.0;1.0;9.0;83.0;8.0;1.0;42.0;54.0;4.0;38.0;10.0;79.0;11.0;-1.0;9.0;89.0;2.0;7.0;26.0;67.0;7.0;19.0;23.0;73.0;4.0;19.0;15.0;75.0;10.0;5.0;7.0;60.0;33.0;-26.0;2.0;2.0;-6.0;10.0;9.0;15.0;-4.0;1.0;1.0;38.0;-1.0;7.0;19.0;19.0;5.0;-26.0
7560;24;2004 November;13.0;76.0;11.0;2.0;12.0;71.0;17.0;-5.0;;;;;;;;;;;22.0;59.0;19.0;3.0;13.0;71.0;16.0;-3.0;23.0;59.0;18.0;5.0;6.0;84.0;10.0;-4.0;100.0;12.0;82.0;6.0;6.0;12.0;80.0;8.0;4.0;24.0;72.0;4.0;20.0;7.0;81.0;12.0;-5.0;;;;;;;;;;;;;;;;;7.0;76.0;17.0;-10.0;2.0;-5.0;;3.0;-3.0;5.0;-4.0;6.0;4.0;20.0;-5.0;;;;;-10.0
7561;24;2004 December;10.0;62.0;28.0;-18.0;15.0;77.0;8.0;7.0;;;;;;;;;;;23.0;61.0;16.0;7.0;18.0;60.0;22.0;-4.0;25.0;61.0;14.0;11.0;10.0;79.0;11.0;-1.0;97.5;13.0;78.0;9.0;4.0;14.0;72.0;14.0;0.0;29.0;65.0;6.0;23.0;5.0;82.0;13.0;-8.0;;;;;;;;;;;;;;;;;9.0;64.0;27.0;-18.0;-18.0;7.0;;7.0;-4.0;11.0;-1.0;4.0;0.0;23.0;-8.0;;;;;-18.0
7562;24;2005 January;30.0;58.0;12.0;18.0;22.0;70.0;8.0;14.0;86.0;7.0;84.0;9.0;-2.0;90.0;7.0;0.0;2.0;1.0;16.0;69.0;15.0;1.0;11.0;75.0;14.0;-3.0;19.0;67.0;14.0;5.0;7.0;84.0;9.0;-2.0;106.4;10.0;81.0;9.0;1.0;16.0;72.0;12.0;4.0;27.0;62.0;11.0;16.0;11.0;78.0;11.0;0.0;6.0;88.0;6.0;0.0;13.0;81.0;6.0;7.0;13.0;75.0;12.0;1.0;27.0;63.0;10.0;17.0;10.0;73.0;17.0;-7.0;18.0;14.0;-2.0;1.0;-3.0;5.0;-2.0;1.0;4.0;16.0;0.0;0.0;7.0;1.0;17.0;-7.0
7563;24;2005 February;17.0;72.0;11.0;6.0;14.0;73.0;13.0;1.0;;;;;;;;;;;23.0;61.0;16.0;7.0;23.0;70.0;7.0;16.0;23.0;56.0;21.0;2.0;4.0;92.0;4.0;0.0;110.7;3.0;94.0;3.0;0.0;3.0;94.0;3.0;0.0;18.0;72.0;10.0;8.0;9.0;85.0;6.0;3.0;;;;;;;;;;;;;;;;;5.0;73.0;22.0;-17.0;6.0;1.0;;7.0;16.0;2.0;0.0;0.0;0.0;8.0;3.0;;;;;-17.0
