ID;MechanischeBestrijding;TeeltsectorenEnGewassen;Perioden;AantalBedrijven_1;PercentageBedrijven_2;GrootteOppervlakte_3;PercentageOppervlakte_4;Januari_5;Februari_6;Maart_7;April_8;Mei_9;Juni_10;Juli_11;Augustus_12;September_13;Oktober_14;November_15;December_16
144;Machinale onkruidbestrijding;Totaal glasgroenten;2012;;;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
145;Machinale onkruidbestrijding;Totaal glasgroenten;2016;;;8;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0
146;Machinale onkruidbestrijding;Totaal tuinbouwgroenten;2012;;;17436;50.0;0.3;1.1;10.5;9.6;25.9;25.9;21.8;9.6;7.0;6.2;1.1;0.3
147;Machinale onkruidbestrijding;Totaal tuinbouwgroenten;2016;;;15225;43.0;0.2;0.2;2.7;10.8;21.8;28.4;16.8;12.6;6.9;2.2;1.1;1.4
148;Machinale onkruidbestrijding;Aardbeien, onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
149;Machinale onkruidbestrijding;Aardbeien, onder glas;2016;9.0;3.7;8;2.4;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;2.4;0.0;0.0;0.0
150;Machinale onkruidbestrijding;Aardbeien, productie;2012;102.0;23.8;118;7.9;0.0;0.6;2.4;8.3;7.2;0.1;7.3;1.7;1.2;1.1;0.0;0.0
151;Machinale onkruidbestrijding;Aardbeien, productie;2016;78.0;23.4;268;19.7;0.0;0.0;0.5;1.3;10.9;0.0;0.0;0.3;0.3;0.3;0.0;0.0
152;Machinale onkruidbestrijding;Appels;2012;66.0;4.8;342;4.3;0.0;4.1;4.1;6.0;0.3;0.2;0.3;0.1;0.0;0.0;0.0;0.0
153;Machinale onkruidbestrijding;Appels;2016;83.0;7.6;372;5.1;0.0;2.1;5.8;2.9;1.9;1.9;2.0;2.0;0.6;1.9;0.0;0.8
154;Machinale onkruidbestrijding;Totaal asperges;2012;484.0;67.7;2362;81.7;1.3;5.1;57.4;8.5;53.2;46.4;8.0;7.3;8.4;10.9;13.7;3.2
155;Machinale onkruidbestrijding;Totaal asperges;2016;450.0;69.9;2998;79.0;1.4;1.4;7.1;22.5;37.0;43.5;24.6;28.3;20.1;7.5;8.5;12.8
156;Machinale onkruidbestrijding;Bladplanten onder glas;2012;20.0;6.2;3;0.6;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
157;Machinale onkruidbestrijding;Bladplanten onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
158;Machinale onkruidbestrijding;Bloemkool;2012;178.0;60.1;1849;82.2;3.2;2.9;15.6;35.2;55.6;44.8;54.8;64.2;15.5;0.0;0.0;0.0
159;Machinale onkruidbestrijding;Bloemkool;2016;144.0;71.8;1777;84.1;0.3;0.0;1.0;44.1;58.8;57.3;46.4;45.0;35.1;5.2;0.6;0.1
160;Machinale onkruidbestrijding;Totaal bloemkwekerijgewassen;2012;562.0;41.8;1372;47.1;7.2;2.2;4.6;17.3;20.0;26.7;10.9;22.0;7.5;3.7;7.0;0.0
161;Machinale onkruidbestrijding;Totaal bloemkwekerijgewassen;2016;406.0;38.7;1162;42.2;6.4;3.6;9.5;16.2;14.3;15.2;12.6;9.3;5.4;8.1;1.1;0.1
162;Machinale onkruidbestrijding;Bos- en haagplantsoen;2012;366.0;54.8;1131;42.4;8.4;3.9;14.9;20.0;22.3;12.0;16.6;8.6;15.1;1.3;9.7;0.0
163;Machinale onkruidbestrijding;Bos- en haagplantsoen;2016;300.0;54.4;1860;64.6;0.0;0.0;27.1;37.5;30.5;34.3;29.5;26.6;14.8;7.5;3.0;3.0
164;Machinale onkruidbestrijding;Bos- en waspeen;2012;49.0;11.2;404;16.4;0.0;0.0;0.0;3.8;7.6;0.0;6.6;0.0;4.9;0.0;0.0;0.0
165;Machinale onkruidbestrijding;Bos- en waspeen;2016;19.0;3.8;88;2.9;0.0;0.0;0.0;3.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
166;Machinale onkruidbestrijding;Broccoli;2012;101.0;68.8;1226;68.0;0.0;0.0;0.0;2.1;37.6;41.2;39.3;38.0;35.2;60.4;0.0;0.0
167;Machinale onkruidbestrijding;Broccoli;2016;78.0;63.2;1006;56.2;0.0;0.0;31.5;39.7;60.8;60.7;19.6;47.3;13.1;7.2;0.0;0.0
168;Machinale onkruidbestrijding;Bruine bonen;2012;76.0;27.0;436;27.3;0.0;0.0;4.5;0.0;15.9;8.9;0.0;4.6;4.3;0.0;0.0;0.0
169;Machinale onkruidbestrijding;Bruine bonen;2016;77.0;42.6;349;42.5;0.0;0.0;0.0;4.8;9.8;36.5;4.7;0.0;3.4;0.0;0.0;0.0
170;Machinale onkruidbestrijding;Chrysanten onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
171;Machinale onkruidbestrijding;Chrysanten onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
172;Machinale onkruidbestrijding;Cichorei;2012;301.0;70.2;1940;66.6;0.0;0.0;8.6;5.5;40.0;46.9;28.4;3.4;0.0;8.5;0.0;0.0
173;Machinale onkruidbestrijding;Cichorei;2016;387.0;71.8;2861;73.7;0.0;0.0;2.2;5.7;48.3;47.8;13.8;5.4;0.0;0.0;0.0;0.0
174;Machinale onkruidbestrijding;Totaal consumptieaardappelen;2012;1459.0;23.3;15356;22.8;0.0;0.0;3.6;14.1;17.1;12.3;0.2;0.0;1.7;0.0;0.0;0.0
175;Machinale onkruidbestrijding;Totaal consumptieaardappelen;2016;614.0;9.0;4847;6.6;0.0;0.0;0.4;3.5;5.0;0.0;0.0;0.4;0.4;0.0;0.0;0.0
176;Machinale onkruidbestrijding;Doperwten;2012;70.0;17.1;1146;33.2;0.0;0.0;24.1;17.4;31.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0
177;Machinale onkruidbestrijding;Doperwten;2016;26.0;5.8;274;8.3;0.0;0.0;0.0;3.7;8.9;3.7;0.0;0.0;0.0;0.0;0.0;0.0
178;Machinale onkruidbestrijding;Fresia's onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
179;Machinale onkruidbestrijding;Fresia's onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
180;Machinale onkruidbestrijding;Gerst, zomer;2012;349.0;10.5;4085;15.9;0.0;0.0;29.1;0.0;0.0;0.0;3.4;0.0;0.0;0.0;0.0;0.0
181;Machinale onkruidbestrijding;Gerst, zomer;2016;21.0;0.7;94;0.4;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
182;Machinale onkruidbestrijding;Gerbera's onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
183;Machinale onkruidbestrijding;Gerbera's onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
184;Machinale onkruidbestrijding;Gladiolen;2012;49.0;28.4;174;15.7;0.0;0.0;0.0;0.0;13.2;2.1;3.8;0.0;0.0;0.0;0.0;0.0
185;Machinale onkruidbestrijding;Gladiolen;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
186;Machinale onkruidbestrijding;Graszaden;2012;34.0;2.3;350;2.6;0.0;0.0;4.0;0.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0
187;Machinale onkruidbestrijding;Graszaden;2016;17.0;1.5;222;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.9;0.0;0.0
188;Machinale onkruidbestrijding;Hyacinten;2012;12.0;7.3;157;10.8;0.0;0.0;11.2;0.0;0.0;0.0;0.0;0.0;6.9;0.0;0.0;0.0
189;Machinale onkruidbestrijding;Hyacinten;2016;12.0;7.8;235;16.0;0.0;0.0;0.0;0.0;0.0;14.3;0.0;0.0;0.0;6.2;0.0;0.0
190;Machinale onkruidbestrijding;Irissen;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
191;Machinale onkruidbestrijding;Irissen;2016;6.0;10.0;42;15.3;0.0;0.0;0.0;0.0;13.9;13.9;0.0;0.0;0.0;1.0;0.0;0.0
192;Machinale onkruidbestrijding;Komkommers;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
193;Machinale onkruidbestrijding;Komkommers;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
194;Machinale onkruidbestrijding;Totaal koolzaad;2012;26.0;8.8;142;6.7;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;3.4;0.0;0.0;0.0
195;Machinale onkruidbestrijding;Totaal koolzaad;2016;17.0;7.8;132;7.8;0.0;0.0;0.0;1.0;0.0;0.0;2.2;4.8;2.3;0.0;0.0;0.0
196;Machinale onkruidbestrijding;Laan- en parkbomen;2012;402.0;77.8;3783;83.4;0.0;0.0;37.1;20.1;26.0;30.8;36.0;33.7;10.0;2.1;0.5;0.0
197;Machinale onkruidbestrijding;Laan- en parkbomen;2016;346.0;72.1;3059;67.4;4.4;4.1;12.4;38.2;44.1;35.4;30.0;31.2;20.7;15.1;0.3;0.2
198;Machinale onkruidbestrijding;Lelies (bloem) onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
199;Machinale onkruidbestrijding;Lelies (bloem) onder glas;2016;4.0;4.6;1;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.0;0.0
200;Machinale onkruidbestrijding;Lelies (bol);2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
201;Machinale onkruidbestrijding;Lelies (bol);2016;56.0;13.6;946;15.6;5.6;10.7;5.6;0.0;1.8;5.5;2.1;2.1;2.1;0.0;0.0;0.0
202;Machinale onkruidbestrijding;Maïs, snijmaïs;2012;3982.0;15.5;28863;12.5;0.0;0.0;0.0;0.0;3.3;8.5;2.6;0.0;0.0;0.0;0.0;0.0
203;Machinale onkruidbestrijding;Maïs, snijmaïs;2016;2140.0;8.8;16895;8.2;0.0;0.0;0.0;2.0;2.7;3.1;1.2;0.6;0.0;0.6;0.0;0.0
204;Machinale onkruidbestrijding;Narcissen;2012;17.0;4.8;15;0.8;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.9;0.1;0.0;0.0;0.0
205;Machinale onkruidbestrijding;Narcissen;2016;37.0;14.5;97;6.1;0.0;0.0;0.1;1.9;0.0;1.1;0.0;0.0;4.2;0.0;0.0;0.0
206;Machinale onkruidbestrijding;Orchideeën onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
207;Machinale onkruidbestrijding;Orchideeën onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
208;Machinale onkruidbestrijding;Totaal paprika's;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
209;Machinale onkruidbestrijding;Totaal paprika's;2016;0.0;;0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
210;Machinale onkruidbestrijding;Peren;2012;73.0;4.8;511;6.3;0.0;0.0;7.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
211;Machinale onkruidbestrijding;Peren;2016;124.0;9.5;629;6.7;0.0;0.0;3.3;8.2;3.4;1.2;1.3;0.0;0.0;0.3;0.0;0.0
212;Machinale onkruidbestrijding;Perkplanten onder glas;2012;11.0;2.7;8;1.7;0.0;0.0;0.0;2.1;2.1;2.1;0.0;2.5;2.5;0.0;0.0;0.0
213;Machinale onkruidbestrijding;Perkplanten onder glas;2016;6.0;2.3;6;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.7;0.0;0.0;0.0
214;Machinale onkruidbestrijding;Totaal pootaardappelen;2012;1075.0;44.8;18261;46.6;1.8;1.8;6.8;14.5;24.2;2.7;14.8;13.1;3.5;1.9;0.0;0.0
215;Machinale onkruidbestrijding;Totaal pootaardappelen;2016;611.0;26.6;12580;30.4;0.3;0.3;1.4;1.8;20.3;3.9;3.7;7.2;2.6;0.7;0.7;0.0
216;Machinale onkruidbestrijding;Poot- en plantuien;2012;97.0;12.9;1346;23.1;0.0;0.0;23.0;5.3;5.3;3.7;3.6;0.0;0.0;0.0;0.0;0.0
217;Machinale onkruidbestrijding;Poot- en plantuien;2016;131.0;12.4;2054;25.8;0.0;0.0;0.0;4.4;31.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
218;Machinale onkruidbestrijding;Potplanten, voor de bloei onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
219;Machinale onkruidbestrijding;Potplanten, voor de bloei onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
220;Machinale onkruidbestrijding;Prei;2012;195.0;45.4;1098;45.3;0.0;0.0;2.7;2.7;11.6;13.8;30.4;16.2;24.2;3.5;0.0;0.0
221;Machinale onkruidbestrijding;Prei;2016;109.0;38.7;744;34.3;0.0;0.0;4.6;1.7;10.9;9.5;26.4;20.2;14.9;7.4;0.0;0.0
222;Machinale onkruidbestrijding;Rozenstruiken;2012;65.0;48.7;194;39.3;0.0;0.0;17.0;6.0;20.4;31.3;24.5;10.3;9.6;6.5;0.0;0.0
223;Machinale onkruidbestrijding;Rozenstruiken;2016;52.0;39.3;125;29.6;0.0;0.0;0.0;7.6;20.9;4.6;7.5;7.3;0.9;0.9;0.0;0.0
224;Machinale onkruidbestrijding;Rozen onder glas;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
225;Machinale onkruidbestrijding;Rozen onder glas;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
226;Machinale onkruidbestrijding;Schorseneren;2012;27.0;20.3;265;30.1;0.0;0.0;0.0;0.0;51.4;51.2;6.2;2.5;0.0;0.0;0.0;0.0
227;Machinale onkruidbestrijding;Schorseneren;2016;3.0;3.9;35;7.6;0.0;0.0;0.0;10.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
228;Machinale onkruidbestrijding;Sierconiferen;2012;376.0;43.5;1275;41.5;3.3;6.6;28.9;15.3;16.0;18.8;18.5;21.1;7.2;17.8;1.1;17.8
229;Machinale onkruidbestrijding;Sierconiferen;2016;276.0;32.9;1103;36.1;4.5;5.5;10.0;14.5;23.4;20.9;20.1;16.7;18.6;5.8;1.4;2.0
230;Machinale onkruidbestrijding;Totaal sluitkool;2012;394.0;80.5;2164;82.7;0.0;0.0;2.8;15.2;44.7;36.6;21.6;2.1;2.1;0.0;0.0;0.0
231;Machinale onkruidbestrijding;Totaal sluitkool;2016;219.0;57.3;1789;63.9;0.0;0.0;0.0;16.4;27.0;37.2;19.0;15.2;7.8;1.1;2.5;0.0
232;Machinale onkruidbestrijding;Spruitkool;2012;188.0;81.1;2010;74.2;0.0;0.0;0.0;16.2;33.5;50.0;19.4;0.0;16.4;9.8;0.0;0.0
233;Machinale onkruidbestrijding;Spruitkool;2016;85.0;40.9;963;37.0;0.0;0.0;0.0;9.0;30.5;33.1;10.8;3.1;2.2;0.0;0.0;0.0
234;Machinale onkruidbestrijding;Stamsperziebonen;2012;142.0;39.4;901;37.7;0.0;0.0;0.0;5.5;6.3;13.6;24.8;7.6;0.0;5.9;0.0;0.0
235;Machinale onkruidbestrijding;Stamsperziebonen;2016;195.0;56.8;1126;47.2;0.0;0.0;0.0;0.0;17.3;24.0;15.4;11.9;0.0;0.0;0.0;0.0
236;Machinale onkruidbestrijding;Suikerbieten;2012;3714.0;44.3;35239;48.5;20.9;23.5;21.1;3.6;7.1;22.1;0.0;1.2;4.9;20.9;6.6;0.0
237;Machinale onkruidbestrijding;Suikerbieten;2016;1386.0;17.7;15844;22.4;0.1;0.0;0.0;1.3;5.0;17.4;0.4;1.9;0.0;0.0;0.0;0.0
238;Machinale onkruidbestrijding;Tarwe, winter;2012;752.0;8.7;8273;6.1;0.0;0.7;0.9;3.1;5.7;0.0;0.0;0.0;0.6;0.0;0.0;0.0
239;Machinale onkruidbestrijding;Tarwe, winter;2016;329.0;4.5;14812;12.7;0.0;0.0;0.0;0.9;0.0;0.0;0.0;0.6;11.7;11.6;2.6;0.0
240;Machinale onkruidbestrijding;Tarwe, zomer;2012;637.0;28.8;4462;29.3;0.0;0.0;38.8;0.0;0.0;3.7;0.0;0.0;3.1;0.0;0.0;0.0
241;Machinale onkruidbestrijding;Tarwe, zomer;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
242;Machinale onkruidbestrijding;Totaal tomaten;2012;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
243;Machinale onkruidbestrijding;Totaal tomaten;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
244;Machinale onkruidbestrijding;Tulpen open grond;2012;62.0;7.1;658;5.9;0.0;0.0;0.0;2.7;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0
245;Machinale onkruidbestrijding;Tulpen open grond;2016;62.0;7.0;1307;9.9;0.0;0.0;0.0;2.1;0.0;3.2;3.7;0.0;0.0;0.6;0.0;0.0
246;Machinale onkruidbestrijding;Vaste planten;2012;273.0;45.5;893;63.9;3.2;12.0;14.3;37.6;43.0;25.6;48.2;45.2;41.8;20.6;0.0;0.0
247;Machinale onkruidbestrijding;Vaste planten;2016;296.0;56.3;1340;77.4;1.9;1.3;2.7;40.8;47.4;42.4;48.0;44.1;41.5;4.9;0.1;0.0
248;Machinale onkruidbestrijding;Vlas;2012;2.0;0.9;10;0.5;0.0;0.0;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
249;Machinale onkruidbestrijding;Vlas;2016;36.0;10.3;277;11.5;0.0;8.1;14.6;0.0;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0
250;Machinale onkruidbestrijding;Vruchtbomen;2012;131.0;66.9;1019;71.9;0.0;0.0;18.4;26.3;62.0;53.9;5.6;50.1;5.1;0.0;0.0;0.0
251;Machinale onkruidbestrijding;Vruchtbomen;2016;102.0;47.1;919;56.1;0.0;0.0;9.9;16.9;39.8;20.1;26.4;33.9;25.0;16.7;6.3;0.0
252;Machinale onkruidbestrijding;Winterpeen;2012;211.0;23.6;1772;28.7;0.0;0.0;7.3;2.2;17.9;23.2;21.6;1.0;0.0;0.0;0.0;0.0
253;Machinale onkruidbestrijding;Winterpeen;2016;250.0;27.4;1867;28.1;0.0;0.0;0.0;0.5;9.3;24.0;12.1;1.0;1.0;0.0;0.0;0.0
254;Machinale onkruidbestrijding;Witlofwortel;2012;344.0;74.3;2122;63.2;0.0;4.6;5.7;8.9;3.5;32.6;40.8;8.5;0.0;7.3;0.0;0.0
255;Machinale onkruidbestrijding;Witlofwortel;2016;326.0;78.4;2290;79.0;0.0;0.0;0.0;9.8;25.3;58.9;38.6;10.5;1.4;2.3;0.0;0.0
256;Machinale onkruidbestrijding;Zaai-uien;2012;348.0;12.5;3019;14.4;0.0;0.0;11.5;6.8;0.0;0.0;0.0;0.0;0.0;3.3;0.0;0.0
257;Machinale onkruidbestrijding;Zaai-uien;2016;834.0;27.1;7262;29.0;2.2;0.0;16.9;6.5;8.4;3.9;1.0;0.5;2.4;1.2;0.0;0.0
258;Machinale onkruidbestrijding;Zetmeelaardappelen;2012;687.0;46.6;19306;44.6;0.0;0.0;41.2;4.1;4.9;14.7;4.1;1.8;9.6;20.9;0.0;0.0
259;Machinale onkruidbestrijding;Zetmeelaardappelen;2016;423.0;26.5;9314;21.6;0.0;0.0;1.5;8.8;3.1;2.5;0.4;0.0;5.6;3.3;0.0;0.0
260;Handmatige onkruidbestrijding;Totaal gewassen/teeltsectoren;2012;;;54027;7.0;0.1;0.1;0.5;1.0;1.9;3.0;3.4;2.6;2.2;1.0;0.2;0.0
261;Handmatige onkruidbestrijding;Totaal gewassen/teeltsectoren;2016;;;41731;5.6;0.1;0.1;0.4;1.2;2.5;3.6;2.2;2.0;1.1;0.3;0.0;0.0
262;Handmatige onkruidbestrijding;Totaal akkerbouw;2012;;;29796;4.4;0.0;0.0;0.2;0.2;0.6;1.4;1.9;1.2;1.5;0.7;0.0;0.0
263;Handmatige onkruidbestrijding;Totaal akkerbouw;2016;;;20568;3.2;0.1;0.0;0.1;0.6;1.4;2.4;1.0;0.7;0.1;0.0;0.0;0.0
264;Handmatige onkruidbestrijding;Totaal bloembollen en -knollen;2012;;;1687;8.0;0.0;0.0;0.0;2.7;4.5;1.9;1.2;3.1;0.0;0.0;0.0;0.0
265;Handmatige onkruidbestrijding;Totaal bloembollen en -knollen;2016;;;3299;14.0;0.0;0.0;1.8;2.8;4.6;4.2;3.2;4.2;6.8;0.7;0.0;0.0
266;Handmatige onkruidbestrijding;Bloemkw. onder glas (totaal);2012;;;405;11.9;9.1;3.6;5.0;7.3;5.1;5.8;4.7;4.0;2.8;3.6;4.2;3.6
267;Handmatige onkruidbestrijding;Bloemkw. onder glas (totaal);2016;;;82;2.8;0.5;0.3;0.3;1.8;1.3;1.4;0.9;0.9;0.9;0.7;0.9;0.7
268;Handmatige onkruidbestrijding;Totaal boomkwekerij en vaste planten;2012;;;8171;49.5;2.0;2.2;8.6;20.4;27.7;30.4;36.4;36.9;23.0;11.8;3.3;0.9
269;Handmatige onkruidbestrijding;Totaal boomkwekerij en vaste planten;2016;;;8467;49.8;2.2;2.9;8.3;20.3;27.8;29.9;32.6;31.1;25.8;11.1;1.4;0.9
270;Handmatige onkruidbestrijding;Totaal champignons;2012;9.0;6.9;4;6.7;0.0;0.0;0.0;1.2;0.0;0.0;1.3;0.0;0.0;5.2;0.0;0.0
271;Handmatige onkruidbestrijding;Totaal champignons;2016;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
272;Handmatige onkruidbestrijding;Fruit open grond (totaal);2012;;;1185;7.4;0.0;0.0;0.1;5.1;6.0;2.6;0.4;1.9;1.7;0.1;0.0;0.0
273;Handmatige onkruidbestrijding;Fruit open grond (totaal);2016;;;423;2.5;0.0;0.0;3.0;0.4;1.2;0.3;0.4;0.6;0.3;0.5;0.1;0.0
274;Handmatige onkruidbestrijding;Totaal glasgroenten;2012;;;177;4.5;0.5;1.2;1.1;2.9;1.4;0.8;1.7;0.8;0.5;1.6;0.7;0.4
275;Handmatige onkruidbestrijding;Totaal glasgroenten;2016;;;150;5.8;0.0;3.7;2.4;1.6;1.3;1.3;4.0;2.5;4.0;0.2;1.4;0.0
276;Handmatige onkruidbestrijding;Totaal tuinbouwgroenten;2012;;;12602;36.1;0.2;0.9;1.8;2.3;10.2;21.5;18.8;14.1;6.8;1.3;1.5;0.0
277;Handmatige onkruidbestrijding;Totaal tuinbouwgroenten;2016;;;8741;24.7;0.5;0.1;0.5;3.5;10.3;15.2;9.4;10.8;5.4;1.0;0.1;0.0
278;Handmatige onkruidbestrijding;Aardbeien, onder glas;2012;26.0;9.1;15;5.3;0.8;3.4;5.8;1.0;0.8;0.0;0.0;0.8;1.3;0.0;0.0;0.0
279;Handmatige onkruidbestrijding;Aardbeien, onder glas;2016;18.0;7.0;17;5.0;0.0;2.3;5.3;2.5;0.1;0.0;0.0;1.2;0.0;1.3;0.0;0.0
280;Handmatige onkruidbestrijding;Aardbeien, productie;2012;218.0;51.0;165;11.1;0.8;4.6;2.1;4.5;11.4;0.0;8.1;2.5;2.0;1.1;0.0;0.0
281;Handmatige onkruidbestrijding;Aardbeien, productie;2016;158.0;47.5;385;28.3;12.7;0.5;12.7;1.3;3.0;0.6;15.4;21.9;21.9;0.3;0.0;0.0
282;Handmatige onkruidbestrijding;Appels;2012;143.0;10.2;626;7.9;0.0;0.0;0.2;3.4;7.6;0.2;0.3;3.8;3.5;0.2;0.0;0.0
283;Handmatige onkruidbestrijding;Appels;2016;60.0;5.5;233;3.2;0.0;0.0;5.3;0.5;0.4;0.1;0.4;0.7;0.0;0.5;0.2;0.0
284;Handmatige onkruidbestrijding;Totaal asperges;2012;302.0;42.2;871;30.1;0.0;7.4;11.3;2.5;31.4;35.8;7.7;12.6;6.1;1.0;0.7;0.0
285;Handmatige onkruidbestrijding;Totaal asperges;2016;157.0;24.4;643;17.0;0.3;0.3;0.3;3.5;2.5;10.0;11.6;9.8;4.6;0.6;0.5;0.2
286;Handmatige onkruidbestrijding;Bladplanten onder glas;2012;56.0;17.7;19;4.0;0.6;1.4;1.9;4.5;4.5;3.9;1.1;3.1;0.5;4.4;0.6;0.6
287;Handmatige onkruidbestrijding;Bladplanten onder glas;2016;19.0;7.9;16;4.1;0.0;0.0;0.0;4.3;4.3;4.3;1.9;1.9;1.9;0.0;0.0;0.0
288;Handmatige onkruidbestrijding;Bloemkool;2012;192.0;64.7;1425;63.4;1.9;0.0;0.1;12.4;12.8;22.5;17.5;39.3;15.9;4.7;0.0;0.0
289;Handmatige onkruidbestrijding;Bloemkool;2016;77.0;38.5;972;46.0;0.3;0.0;0.0;24.6;29.8;29.9;17.0;21.5;9.9;5.1;0.0;0.0
290;Handmatige onkruidbestrijding;Totaal bloemkwekerijgewassen;2012;1082.0;80.5;2200;75.6;9.9;2.4;16.3;38.4;39.5;51.5;62.6;49.3;29.2;5.9;7.5;0.0
291;Handmatige onkruidbestrijding;Totaal bloemkwekerijgewassen;2016;629.0;59.9;1517;55.0;5.7;4.9;14.6;27.0;32.0;30.2;29.9;27.6;20.8;16.5;3.1;2.5
292;Handmatige onkruidbestrijding;Bos- en haagplantsoen;2012;532.0;79.6;1543;57.8;0.8;5.2;16.3;33.7;45.0;42.4;44.0;39.9;31.0;19.3;2.2;0.0
293;Handmatige onkruidbestrijding;Bos- en haagplantsoen;2016;449.0;81.5;2063;71.7;4.0;7.7;16.5;23.3;29.5;36.6;57.2;49.4;48.1;20.3;2.3;2.3
294;Handmatige onkruidbestrijding;Bos- en waspeen;2012;96.0;21.7;549;22.4;0.0;0.0;0.0;0.2;4.0;5.9;13.2;5.0;11.6;0.0;0.0;0.0
295;Handmatige onkruidbestrijding;Bos- en waspeen;2016;53.0;10.5;15;0.5;0.0;0.0;0.0;0.1;0.1;0.7;0.6;0.6;0.0;0.0;0.0;0.0
