ID;Leeftijd;Perioden;TotaalAantalKinderen_1;k_1eKinderen_2;k_2eKinderen_3;k_3eKinderen_4;k_4OfVolgendeKinderen_5
380;22 jaar;2008;0.03455;0.02627;0.00721;0.001;9e-05
381;22 jaar;2009;0.03436;0.02614;0.00716;0.00098;9e-05
382;22 jaar;2010;0.03397;0.0259;0.00701;0.00096;0.0001
383;22 jaar;2011;0.03402;0.02594;0.007;0.00098;0.0001
384;22 jaar;2012;0.03405;0.02597;0.00699;0.00099;0.0001
385;22 jaar;2013;0.03409;0.026;0.00699;0.001;0.0001
386;22 jaar;2014;0.03412;0.02603;0.00698;0.00101;0.0001
387;22 jaar;2015;0.03416;0.02606;0.00698;0.00102;0.0001
388;22 jaar;2016;0.03418;0.02608;0.00697;0.00103;0.0001
389;22 jaar;2017;0.03422;0.02611;0.00697;0.00104;0.0001
390;22 jaar;2018;0.03425;0.02613;0.00697;0.00105;0.0001
391;22 jaar;2019;0.03426;0.02615;0.00696;0.00105;0.0001
392;22 jaar;2020;0.03431;0.02618;0.00696;0.00106;0.00011
393;22 jaar;2021;0.03434;0.0262;0.00696;0.00107;0.00011
394;22 jaar;2022;0.03436;0.02622;0.00696;0.00107;0.00011
395;22 jaar;2023;0.03438;0.02623;0.00696;0.00108;0.00011
396;22 jaar;2024;0.0344;0.02625;0.00695;0.00109;0.00011
397;22 jaar;2025;0.03442;0.02627;0.00695;0.00109;0.00011
398;22 jaar;2026;0.03445;0.02629;0.00695;0.0011;0.00011
399;22 jaar;2027;0.03447;0.02631;0.00695;0.0011;0.00011
400;22 jaar;2028;0.03449;0.02632;0.00695;0.00111;0.00011
401;22 jaar;2029;0.03451;0.02634;0.00695;0.00111;0.00011
402;22 jaar;2030;0.03453;0.02636;0.00695;0.00111;0.00011
403;22 jaar;2031;0.03455;0.02637;0.00695;0.00112;0.00011
404;22 jaar;2032;0.03457;0.02639;0.00695;0.00112;0.00011
405;22 jaar;2033;0.03459;0.0264;0.00695;0.00113;0.00011
406;22 jaar;2034;0.03461;0.02642;0.00695;0.00113;0.00011
407;22 jaar;2035;0.03462;0.02643;0.00695;0.00113;0.00011
408;22 jaar;2036;0.03465;0.02645;0.00695;0.00114;0.00011
409;22 jaar;2037;0.03467;0.02647;0.00695;0.00114;0.00011
410;22 jaar;2038;0.03468;0.02648;0.00695;0.00114;0.00011
411;22 jaar;2039;0.0347;0.0265;0.00695;0.00114;0.00011
412;22 jaar;2040;0.03472;0.02651;0.00695;0.00115;0.00011
413;22 jaar;2041;0.03474;0.02653;0.00695;0.00115;0.00011
414;22 jaar;2042;0.03475;0.02654;0.00695;0.00115;0.00011
415;22 jaar;2043;0.03475;0.02654;0.00695;0.00115;0.00011
416;22 jaar;2044;0.03475;0.02654;0.00695;0.00115;0.00011
417;22 jaar;2045;0.03475;0.02654;0.00695;0.00115;0.00011
418;22 jaar;2046;0.03475;0.02654;0.00695;0.00115;0.00011
419;22 jaar;2047;0.03475;0.02654;0.00695;0.00115;0.00011
420;22 jaar;2048;0.03475;0.02654;0.00695;0.00115;0.00011
421;22 jaar;2049;0.03475;0.02654;0.00695;0.00115;0.00011
422;22 jaar;2050;0.03475;0.02654;0.00695;0.00115;0.00011
423;23 jaar;2004;0.04313;0.03088;0.01046;0.00164;0.00015
424;23 jaar;2005;0.04292;0.03069;0.01045;0.00164;0.00015
425;23 jaar;2006;0.04273;0.03051;0.01044;0.00163;0.00015
426;23 jaar;2007;0.04262;0.0304;0.01043;0.00163;0.00016
427;23 jaar;2008;0.04248;0.03027;0.01044;0.00162;0.00015
428;23 jaar;2009;0.04238;0.03017;0.01044;0.00162;0.00016
429;23 jaar;2010;0.04208;0.02996;0.01037;0.0016;0.00015
430;23 jaar;2011;0.04214;0.03001;0.01034;0.00163;0.00016
431;23 jaar;2012;0.04218;0.03006;0.01031;0.00165;0.00016
432;23 jaar;2013;0.04223;0.0301;0.01029;0.00168;0.00016
433;23 jaar;2014;0.04229;0.03015;0.01027;0.0017;0.00017
434;23 jaar;2015;0.04231;0.03018;0.01024;0.00172;0.00017
435;23 jaar;2016;0.04235;0.03022;0.01022;0.00174;0.00017
436;23 jaar;2017;0.04239;0.03025;0.0102;0.00176;0.00018
437;23 jaar;2018;0.04243;0.03029;0.01018;0.00178;0.00018
438;23 jaar;2019;0.04246;0.03032;0.01016;0.0018;0.00018
439;23 jaar;2020;0.04249;0.03035;0.01014;0.00181;0.00019
440;23 jaar;2021;0.04252;0.03038;0.01012;0.00183;0.00019
441;23 jaar;2022;0.04254;0.03041;0.0101;0.00184;0.00019
442;23 jaar;2023;0.04256;0.03043;0.01008;0.00186;0.00019
443;23 jaar;2024;0.0426;0.03046;0.01007;0.00187;0.0002
444;23 jaar;2025;0.04263;0.03049;0.01005;0.00189;0.0002
445;23 jaar;2026;0.04264;0.03051;0.01003;0.0019;0.0002
446;23 jaar;2027;0.04266;0.03054;0.01001;0.00191;0.0002
447;23 jaar;2028;0.04268;0.03056;0.01;0.00192;0.0002
448;23 jaar;2029;0.04271;0.03059;0.00998;0.00193;0.00021
449;23 jaar;2030;0.04272;0.03061;0.00996;0.00194;0.00021
450;23 jaar;2031;0.04274;0.03063;0.00995;0.00195;0.00021
451;23 jaar;2032;0.04276;0.03066;0.00993;0.00196;0.00021
452;23 jaar;2033;0.04277;0.03068;0.00991;0.00197;0.00021
453;23 jaar;2034;0.0428;0.0307;0.0099;0.00198;0.00022
454;23 jaar;2035;0.04282;0.03073;0.00988;0.00199;0.00022
455;23 jaar;2036;0.04283;0.03075;0.00986;0.002;0.00022
456;23 jaar;2037;0.04285;0.03077;0.00985;0.00201;0.00022
457;23 jaar;2038;0.04285;0.03079;0.00983;0.00201;0.00022
458;23 jaar;2039;0.04286;0.03081;0.00981;0.00202;0.00022
459;23 jaar;2040;0.0429;0.03084;0.0098;0.00203;0.00023
460;23 jaar;2041;0.04291;0.03086;0.00978;0.00204;0.00023
461;23 jaar;2042;0.04292;0.03088;0.00977;0.00204;0.00023
462;23 jaar;2043;0.04293;0.0309;0.00975;0.00205;0.00023
463;23 jaar;2044;0.04293;0.0309;0.00975;0.00205;0.00023
464;23 jaar;2045;0.04293;0.0309;0.00975;0.00205;0.00023
465;23 jaar;2046;0.04293;0.0309;0.00975;0.00205;0.00023
466;23 jaar;2047;0.04293;0.0309;0.00975;0.00205;0.00023
467;23 jaar;2048;0.04293;0.0309;0.00975;0.00205;0.00023
468;23 jaar;2049;0.04293;0.0309;0.00975;0.00205;0.00023
469;23 jaar;2050;0.04293;0.0309;0.00975;0.00205;0.00023
470;24 jaar;2004;0.05489;0.03745;0.01453;0.0025;0.00042
471;24 jaar;2005;0.05481;0.03737;0.01444;0.00256;0.00043
472;24 jaar;2006;0.05474;0.03731;0.01434;0.00264;0.00045
473;24 jaar;2007;0.05475;0.03733;0.01425;0.00271;0.00046
474;24 jaar;2008;0.05476;0.03734;0.01416;0.00279;0.00048
475;24 jaar;2009;0.05476;0.03736;0.01407;0.00285;0.00048
476;24 jaar;2010;0.05471;0.03742;0.01381;0.00299;0.00049
477;24 jaar;2011;0.05474;0.03743;0.01378;0.00303;0.0005
478;24 jaar;2012;0.05476;0.03744;0.01375;0.00306;0.00051
479;24 jaar;2013;0.05476;0.03744;0.01372;0.00309;0.00051
480;24 jaar;2014;0.05476;0.03743;0.0137;0.00311;0.00052
481;24 jaar;2015;0.05476;0.03743;0.01367;0.00314;0.00052
482;24 jaar;2016;0.05476;0.03742;0.01365;0.00316;0.00053
483;24 jaar;2017;0.05475;0.03741;0.01363;0.00318;0.00053
484;24 jaar;2018;0.05474;0.03739;0.01361;0.0032;0.00054
485;24 jaar;2019;0.05472;0.03737;0.01359;0.00322;0.00054
486;24 jaar;2020;0.05471;0.03736;0.01357;0.00323;0.00055
487;24 jaar;2021;0.05469;0.03734;0.01355;0.00325;0.00055
488;24 jaar;2022;0.05468;0.03732;0.01354;0.00326;0.00056
489;24 jaar;2023;0.05464;0.03729;0.01352;0.00327;0.00056
490;24 jaar;2024;0.05461;0.03727;0.0135;0.00328;0.00056
491;24 jaar;2025;0.05459;0.03725;0.01349;0.00329;0.00056
492;24 jaar;2026;0.05456;0.03722;0.01347;0.0033;0.00057
493;24 jaar;2027;0.05454;0.0372;0.01346;0.00331;0.00057
494;24 jaar;2028;0.05449;0.03717;0.01344;0.00331;0.00057
495;24 jaar;2029;0.05446;0.03714;0.01343;0.00332;0.00057
496;24 jaar;2030;0.05443;0.03712;0.01341;0.00332;0.00058
497;24 jaar;2031;0.0544;0.03709;0.0134;0.00333;0.00058
498;24 jaar;2032;0.05436;0.03706;0.01339;0.00333;0.00058
499;24 jaar;2033;0.05432;0.0370399999999999;0.01337;0.00333;0.00058
500;24 jaar;2034;0.05428;0.03701;0.01336;0.00333;0.00058
501;24 jaar;2035;0.05426;0.03698;0.01335;0.00334;0.00059
502;24 jaar;2036;0.05421;0.03695;0.01333;0.00334;0.00059
503;24 jaar;2037;0.05417;0.03692;0.01332;0.00334;0.00059
504;24 jaar;2038;0.05413;0.0369;0.0133;0.00334;0.00059
505;24 jaar;2039;0.05409;0.03687;0.01329;0.00334;0.00059
506;24 jaar;2040;0.05405;0.03684;0.01328;0.00334;0.00059
507;24 jaar;2041;0.05401;0.03681;0.01327;0.00334;0.00059
508;24 jaar;2042;0.05396;0.03678;0.01325;0.00334;0.00059
509;24 jaar;2043;0.05391;0.03675;0.01324;0.00333;0.00059
510;24 jaar;2044;0.05388;0.03672;0.01323;0.00333;0.0006
511;24 jaar;2045;0.05388;0.03672;0.01323;0.00333;0.0006
512;24 jaar;2046;0.05388;0.03672;0.01323;0.00333;0.0006
513;24 jaar;2047;0.05388;0.03672;0.01323;0.00333;0.0006
514;24 jaar;2048;0.05388;0.03672;0.01323;0.00333;0.0006
515;24 jaar;2049;0.05388;0.03672;0.01323;0.00333;0.0006
516;24 jaar;2050;0.05388;0.03672;0.01323;0.00333;0.0006
517;25 jaar;2004;0.06701;0.04467;0.01783;0.00376;0.00075
518;25 jaar;2005;0.06709;0.0446;0.01788;0.00383;0.00078
519;25 jaar;2006;0.06718;0.04454;0.01793;0.0039;0.00082
520;25 jaar;2007;0.06739;0.04459;0.01799;0.00396;0.00086
521;25 jaar;2008;0.0676;0.04461;0.01806;0.00403;0.00089
522;25 jaar;2009;0.0678;0.04466;0.01812;0.00409;0.00092
523;25 jaar;2010;0.0681;0.04478;0.01815;0.00421;0.00096
524;25 jaar;2011;0.06822;0.04486;0.01815;0.00425;0.00096
525;25 jaar;2012;0.06831;0.04494;0.01814;0.00428;0.00095
526;25 jaar;2013;0.0684;0.04501;0.01813;0.00431;0.00095
527;25 jaar;2014;0.06848;0.04507;0.01812;0.00434;0.00095
528;25 jaar;2015;0.06855;0.04513;0.01811;0.00437;0.00094
529;25 jaar;2016;0.06862;0.04518;0.0181;0.0044;0.00094
530;25 jaar;2017;0.06869;0.04523;0.01809;0.00443;0.00094
531;25 jaar;2018;0.06872;0.04527;0.01807;0.00445;0.00093
532;25 jaar;2019;0.06878;0.04531;0.01806;0.00448;0.00093
533;25 jaar;2020;0.06882;0.04534;0.01804;0.00451;0.00093
534;25 jaar;2021;0.06886;0.04538;0.01802;0.00453;0.00093
535;25 jaar;2022;0.06889;0.04541;0.018;0.00456;0.00092
536;25 jaar;2023;0.06891;0.04543;0.01798;0.00458;0.00092
537;25 jaar;2024;0.06896;0.04546;0.01797;0.00461;0.00092
538;25 jaar;2025;0.06897;0.04548;0.01795;0.00463;0.00091
539;25 jaar;2026;0.06899;0.0455;0.01793;0.00465;0.00091
540;25 jaar;2027;0.06902;0.04552;0.01791;0.00468;0.00091
541;25 jaar;2028;0.06903;0.04553;0.01789;0.0047;0.00091
542;25 jaar;2029;0.06903;0.04555;0.01786;0.00472;0.0009
543;25 jaar;2030;0.06904;0.04556;0.01784;0.00474;0.0009
544;25 jaar;2031;0.06905;0.04557;0.01782;0.00476;0.0009
545;25 jaar;2032;0.06905;0.04558;0.0178;0.00478;0.00089
546;25 jaar;2033;0.06907;0.0456;0.01778;0.0048;0.00089
547;25 jaar;2034;0.06907;0.0456;0.01776;0.00482;0.00089
548;25 jaar;2035;0.06908;0.04561;0.01774;0.00484;0.00089
549;25 jaar;2036;0.06908;0.04562;0.01772;0.00486;0.00088
550;25 jaar;2037;0.06908;0.04563;0.01769;0.00488;0.00088
551;25 jaar;2038;0.06908;0.04563;0.01767;0.0049;0.00088
552;25 jaar;2039;0.06908;0.04564;0.01765;0.00492;0.00087
553;25 jaar;2040;0.06908;0.04564;0.01763;0.00494;0.00087
554;25 jaar;2041;0.06908;0.04565;0.01761;0.00495;0.00087
555;25 jaar;2042;0.06908;0.04565;0.01759;0.00497;0.00087
556;25 jaar;2043;0.06907;0.04566;0.01756;0.00499;0.00086
557;25 jaar;2044;0.06907;0.04566;0.01754;0.00501;0.00086
558;25 jaar;2045;0.06906;0.04566;0.01752;0.00502;0.00086
559;25 jaar;2046;0.06906;0.04566;0.01752;0.00502;0.00086
560;25 jaar;2047;0.06906;0.04566;0.01752;0.00502;0.00086
561;25 jaar;2048;0.06906;0.04566;0.01752;0.00502;0.00086
562;25 jaar;2049;0.06906;0.04566;0.01752;0.00502;0.00086
563;25 jaar;2050;0.06906;0.04566;0.01752;0.00502;0.00086
564;26 jaar;2004;0.08322;0.05294;0.02369;0.00557;0.00102
565;26 jaar;2005;0.08309;0.05263;0.02379;0.0056;0.00108
566;26 jaar;2006;0.08298;0.05232;0.02389;0.00563;0.00114
567;26 jaar;2007;0.08301;0.05214;0.02402;0.00565;0.0012
568;26 jaar;2008;0.08302;0.05194;0.02414;0.00568;0.00125
569;26 jaar;2009;0.08308;0.05177;0.02428;0.00572;0.00131
570;26 jaar;2010;0.08297;0.05144;0.02439;0.00575;0.00139
571;26 jaar;2011;0.08317;0.05161;0.02438;0.00579;0.00139
572;26 jaar;2012;0.08336;0.05176;0.02438;0.00584;0.00138
573;26 jaar;2013;0.08353;0.05191;0.02436;0.00588;0.00138
574;26 jaar;2014;0.08371;0.05206;0.02435;0.00592;0.00138
575;26 jaar;2015;0.08387;0.0522;0.02434;0.00596;0.00137
576;26 jaar;2016;0.08404;0.05234;0.02432;0.00601;0.00137
577;26 jaar;2017;0.08418;0.05247;0.0243;0.00604;0.00137
578;26 jaar;2018;0.08432;0.0526;0.02428;0.00608;0.00136
579;26 jaar;2019;0.08445;0.05272;0.02425;0.00612;0.00136
580;26 jaar;2020;0.08458;0.05284;0.02423;0.00615;0.00136
581;26 jaar;2021;0.0847;0.05296;0.0242;0.00619;0.00135
582;26 jaar;2022;0.08482;0.05307;0.02418;0.00622;0.00135
583;26 jaar;2023;0.08493;0.05318;0.02415;0.00626;0.00134
584;26 jaar;2024;0.08503;0.05328;0.02412;0.00629;0.00134
585;26 jaar;2025;0.08514;0.05339;0.02409;0.00632;0.00134
586;26 jaar;2026;0.08522;0.05348;0.02406;0.00635;0.00133
587;26 jaar;2027;0.08532;0.05358;0.02403;0.00638;0.00133
588;26 jaar;2028;0.08541;0.05367;0.024;0.00641;0.00133
589;26 jaar;2029;0.0855;0.05376;0.02397;0.00644;0.00133
590;26 jaar;2030;0.08558;0.05385;0.02394;0.00647;0.00132
591;26 jaar;2031;0.08566;0.05393;0.02391;0.0065;0.00132
592;26 jaar;2032;0.08574;0.05401;0.02388;0.00653;0.00132
593;26 jaar;2033;0.08581;0.05409;0.02385;0.00656;0.00131
594;26 jaar;2034;0.08588;0.05417;0.02382;0.00658;0.00131
595;26 jaar;2035;0.08595;0.05424;0.02379;0.00661;0.00131
596;26 jaar;2036;0.08601;0.05431;0.02376;0.00664;0.0013
597;26 jaar;2037;0.08606;0.05438;0.02372;0.00666;0.0013
598;26 jaar;2038;0.08613;0.05445;0.02369;0.00669;0.0013
599;26 jaar;2039;0.08617;0.05451;0.02366;0.00671;0.00129
600;26 jaar;2040;0.08623;0.05457;0.02363;0.00674;0.00129
601;26 jaar;2041;0.08628;0.05463;0.0236;0.00676;0.00129
602;26 jaar;2042;0.08632;0.05469;0.02356;0.00679;0.00128
603;26 jaar;2043;0.08637;0.05475;0.02353;0.00681;0.00128
604;26 jaar;2044;0.08641;0.0548;0.0235;0.00683;0.00128
605;26 jaar;2045;0.08645;0.05485;0.02347;0.00686;0.00127
606;26 jaar;2046;0.0865;0.05491;0.02344;0.00688;0.00127
607;26 jaar;2047;0.0865;0.05491;0.02344;0.00688;0.00127
608;26 jaar;2048;0.0865;0.05491;0.02344;0.00688;0.00127
609;26 jaar;2049;0.0865;0.05491;0.02344;0.00688;0.00127
610;26 jaar;2050;0.0865;0.05491;0.02344;0.00688;0.00127
611;27 jaar;2004;0.09919;0.06048;0.02994;0.00718;0.00159
612;27 jaar;2005;0.09913;0.0601;0.03003;0.00737;0.00163
613;27 jaar;2006;0.09908;0.05972;0.03012;0.00756;0.00168
614;27 jaar;2007;0.09921;0.05949;0.03024;0.00775;0.00173
615;27 jaar;2008;0.09931;0.05923;0.03037;0.00794;0.00178
616;27 jaar;2009;0.09944;0.05899;0.0305;0.00812;0.00183
617;27 jaar;2010;0.09945;0.05856;0.03056;0.00848;0.00185
618;27 jaar;2011;0.09954;0.05859;0.0306;0.00851;0.00184
619;27 jaar;2012;0.09963;0.05862;0.03064;0.00853;0.00184
620;27 jaar;2013;0.09971;0.05865;0.03068;0.00855;0.00183
621;27 jaar;2014;0.09981;0.05869;0.03072;0.00857;0.00183
622;27 jaar;2015;0.09988;0.05872;0.03075;0.00859;0.00182
623;27 jaar;2016;0.09995;0.05876;0.03077;0.0086;0.00182
624;27 jaar;2017;0.10002;0.05879;0.0308;0.00862;0.00181
625;27 jaar;2018;0.10009;0.05883;0.03082;0.00863;0.00181
626;27 jaar;2019;0.10015;0.05887;0.03084;0.00864;0.0018
627;27 jaar;2020;0.10022;0.05891;0.03086;0.00865;0.0018
628;27 jaar;2021;0.10028;0.05896;0.03087;0.00865;0.0018
629;27 jaar;2022;0.10034;0.059;0.03089;0.00866;0.00179
630;27 jaar;2023;0.10041;0.05905;0.0309;0.00867;0.00179
631;27 jaar;2024;0.10045;0.05909;0.03091;0.00867;0.00178
632;27 jaar;2025;0.10052;0.05914;0.03092;0.00868;0.00178
633;27 jaar;2026;0.10057;0.05919;0.03093;0.00868;0.00177
634;27 jaar;2027;0.10063;0.05924;0.03094;0.00868;0.00177
635;27 jaar;2028;0.10069;0.0593;0.03095;0.00868;0.00176
636;27 jaar;2029;0.10075;0.05935;0.03096;0.00868;0.00176
637;27 jaar;2030;0.10082;0.05941;0.03097;0.00868;0.00176
638;27 jaar;2031;0.10087;0.05947;0.03097;0.00868;0.00175
639;27 jaar;2032;0.10094;0.05953;0.03098;0.00868;0.00175
640;27 jaar;2033;0.101;0.05959;0.03099;0.00868;0.00174
641;27 jaar;2034;0.10106;0.05966;0.03099;0.00867;0.00174
642;27 jaar;2035;0.10113;0.05973;0.031;0.00867;0.00173
643;27 jaar;2036;0.1012;0.0598;0.031;0.00867;0.00173
644;27 jaar;2037;0.10127;0.05987;0.03101;0.00866;0.00173
645;27 jaar;2038;0.10134;0.05995;0.03101;0.00866;0.00172
646;27 jaar;2039;0.10143;0.06003;0.03102;0.00866;0.00172
647;27 jaar;2040;0.10149;0.06011;0.03102;0.00865;0.00171
648;27 jaar;2041;0.10158;0.06019;0.03103;0.00865;0.00171
649;27 jaar;2042;0.10165;0.06028;0.03103;0.00864;0.0017
650;27 jaar;2043;0.10174;0.06037;0.03104;0.00863;0.0017
651;27 jaar;2044;0.10183;0.06046;0.03104;0.00863;0.0017
652;27 jaar;2045;0.10191;0.06055;0.03105;0.00862;0.00169
653;27 jaar;2046;0.10201;0.06065;0.03105;0.00862;0.00169
654;27 jaar;2047;0.1021;0.06076;0.03105;0.00861;0.00168
655;27 jaar;2048;0.1021;0.06076;0.03105;0.00861;0.00168
656;27 jaar;2049;0.1021;0.06076;0.03105;0.00861;0.00168
657;27 jaar;2050;0.1021;0.06076;0.03105;0.00861;0.00168
658;28 jaar;2004;0.11669;0.06865;0.03677;0.00911;0.00216
659;28 jaar;2005;0.11667;0.06825;0.03698;0.00919;0.00224
660;28 jaar;2006;0.11667;0.06787;0.03718;0.00928;0.00234
661;28 jaar;2007;0.11685;0.06765;0.03742;0.00935;0.00243
662;28 jaar;2008;0.11703;0.06739;0.03767;0.00944;0.00253
663;28 jaar;2009;0.11722;0.06716;0.03791;0.00952;0.00263
664;28 jaar;2010;0.11729;0.06675;0.03818;0.00965;0.00271
665;28 jaar;2011;0.11741;0.06675;0.03826;0.00969;0.00271
666;28 jaar;2012;0.11753;0.06674;0.03834;0.00973;0.00272
667;28 jaar;2013;0.11762;0.06673;0.03841;0.00976;0.00272
668;28 jaar;2014;0.11772;0.06672;0.03847;0.0098;0.00273
669;28 jaar;2015;0.11781;0.06671;0.03853;0.00983;0.00274
670;28 jaar;2016;0.11789;0.0667;0.03859;0.00986;0.00274
671;28 jaar;2017;0.11797;0.06669;0.03864;0.00989;0.00275
672;28 jaar;2018;0.11803;0.06668;0.03869;0.00991;0.00275
673;28 jaar;2019;0.11808;0.06666;0.03873;0.00993;0.00276
674;28 jaar;2020;0.11814;0.06664;0.03877;0.00996;0.00277
675;28 jaar;2021;0.11818;0.06662;0.03881;0.00998;0.00277
676;28 jaar;2022;0.11823;0.0666;0.03885;0.01;0.00278
677;28 jaar;2023;0.11826;0.06658;0.03889;0.01001;0.00278
678;28 jaar;2024;0.11829;0.06655;0.03892;0.01003;0.00279
679;28 jaar;2025;0.11831;0.06652;0.03895;0.01004;0.0028
680;28 jaar;2026;0.11833;0.06649;0.03898;0.01006;0.0028
681;28 jaar;2027;0.11835;0.06646;0.03901;0.01007;0.00281
682;28 jaar;2028;0.11835;0.06642;0.03904;0.01008;0.00281
683;28 jaar;2029;0.11835;0.06637;0.03907;0.01009;0.00282
684;28 jaar;2030;0.11836;0.06633;0.0391;0.0101;0.00283
685;28 jaar;2031;0.11833;0.06627;0.03912;0.01011;0.00283
686;28 jaar;2032;0.11832;0.06621;0.03915;0.01012;0.00284
687;28 jaar;2033;0.11829;0.06614;0.03917;0.01013;0.00285
688;28 jaar;2034;0.11826;0.06607;0.0392;0.01014;0.00285
689;28 jaar;2035;0.11821;0.06599;0.03922;0.01014;0.00286
690;28 jaar;2036;0.11816;0.0659;0.03925;0.01015;0.00286
691;28 jaar;2037;0.11808;0.06579;0.03927;0.01015;0.00287
692;28 jaar;2038;0.11801;0.06568;0.03929;0.01016;0.00288
693;28 jaar;2039;0.11791;0.06555;0.03932;0.01016;0.00288
694;28 jaar;2040;0.11781;0.06541;0.03934;0.01017;0.00289
695;28 jaar;2041;0.11769;0.06526;0.03936;0.01017;0.0029
696;28 jaar;2042;0.11754;0.06509;0.03938;0.01017;0.0029
697;28 jaar;2043;0.11737;0.06489;0.0394;0.01017;0.00291
698;28 jaar;2044;0.11721;0.06468;0.03943;0.01018;0.00292
699;28 jaar;2045;0.11699;0.06444;0.03945;0.01018;0.00292
700;28 jaar;2046;0.11676;0.06418;0.03947;0.01018;0.00293
701;28 jaar;2047;0.11649;0.06389;0.03949;0.01018;0.00293
702;28 jaar;2048;0.11619;0.06356;0.03951;0.01018;0.00294
703;28 jaar;2049;0.11619;0.06356;0.03951;0.01018;0.00294
704;28 jaar;2050;0.11619;0.06356;0.03951;0.01018;0.00294
705;29 jaar;2004;0.1297;0.07082;0.04435;0.01149;0.00304
706;29 jaar;2005;0.12926;0.07006;0.04458;0.01153;0.00309
707;29 jaar;2006;0.12886;0.06932;0.04481;0.01157;0.00315
708;29 jaar;2007;0.12866;0.06876;0.04509;0.01161;0.0032
709;29 jaar;2008;0.1284;0.06815;0.04537;0.01164;0.00325
710;29 jaar;2009;0.1282;0.06758;0.04565;0.01168;0.00329
711;29 jaar;2010;0.12737;0.06648;0.04593;0.01171;0.00325
712;29 jaar;2011;0.12726;0.06622;0.04605;0.01174;0.00325
713;29 jaar;2012;0.12716;0.06598;0.04615;0.01177;0.00326
714;29 jaar;2013;0.12708;0.06577;0.04625;0.0118;0.00326
715;29 jaar;2014;0.12699;0.06557;0.04634;0.01182;0.00326
716;29 jaar;2015;0.12691;0.06539;0.04642;0.01184;0.00326
717;29 jaar;2016;0.12685;0.06523;0.0465;0.01185;0.00327
718;29 jaar;2017;0.12681;0.06509;0.04658;0.01187;0.00327
719;29 jaar;2018;0.12674;0.06495;0.04664;0.01188;0.00327
720;29 jaar;2019;0.1267;0.06483;0.04671;0.01189;0.00327
721;29 jaar;2020;0.12666;0.06472;0.04677;0.01189;0.00328
722;29 jaar;2021;0.12663;0.06462;0.04683;0.0119;0.00328
723;29 jaar;2022;0.12659;0.06453;0.04688;0.0119;0.00328
724;29 jaar;2023;0.12657;0.06445;0.04693;0.0119;0.00329
725;29 jaar;2024;0.12655;0.06438;0.04698;0.0119;0.00329
726;29 jaar;2025;0.12653;0.06431;0.04703;0.0119;0.00329
727;29 jaar;2026;0.12651;0.06425;0.04707;0.01189;0.0033
728;29 jaar;2027;0.1265;0.06419;0.04712;0.01189;0.0033
729;29 jaar;2028;0.12648;0.06414;0.04716;0.01188;0.0033
730;29 jaar;2029;0.12648;0.06409;0.0472;0.01188;0.00331
731;29 jaar;2030;0.12647;0.06405;0.04724;0.01187;0.00331
732;29 jaar;2031;0.12646;0.06401;0.04728;0.01186;0.00331
733;29 jaar;2032;0.12646;0.06398;0.04732;0.01185;0.00331
734;29 jaar;2033;0.12646;0.06394;0.04736;0.01184;0.00332
735;29 jaar;2034;0.12645;0.06391;0.04739;0.01183;0.00332
736;29 jaar;2035;0.12645;0.06389;0.04743;0.01181;0.00332
737;29 jaar;2036;0.12645;0.06386;0.04746;0.0118;0.00333
738;29 jaar;2037;0.12646;0.06384;0.0475;0.01179;0.00333
739;29 jaar;2038;0.12645;0.06382;0.04753;0.01177;0.00333
740;29 jaar;2039;0.12647;0.0638;0.04757;0.01176;0.00334
741;29 jaar;2040;0.12647;0.06379;0.0476;0.01174;0.00334
742;29 jaar;2041;0.12648;0.06377;0.04763;0.01173;0.00335
743;29 jaar;2042;0.12649;0.06376;0.04767;0.01171;0.00335
744;29 jaar;2043;0.12649;0.06375;0.0477;0.01169;0.00335
745;29 jaar;2044;0.12651;0.06374;0.04773;0.01168;0.00336
746;29 jaar;2045;0.12652;0.06373;0.04777;0.01166;0.00336
747;29 jaar;2046;0.12652;0.06372;0.0478;0.01164;0.00336
748;29 jaar;2047;0.12653;0.06371;0.04783;0.01162;0.00337
749;29 jaar;2048;0.12654;0.0637;0.04786;0.01161;0.00337
750;29 jaar;2049;0.12654;0.06369;0.04789;0.01159;0.00337
751;29 jaar;2050;0.12654;0.06369;0.04789;0.01159;0.00337
752;30 jaar;2004;0.13919;0.06892;0.05302;0.01366;0.00359
753;30 jaar;2005;0.13868;0.06824;0.05342;0.01325;0.00377
754;30 jaar;2006;0.13848;0.06764;0.05377;0.01312;0.00395
755;30 jaar;2007;0.13855;0.06728;0.05415;0.01298;0.00414
756;30 jaar;2008;0.13877;0.06697;0.05452;0.01294;0.00434
757;30 jaar;2009;0.13905;0.06674;0.05487;0.0129;0.00454
758;30 jaar;2010;0.13974;0.06701;0.05513;0.01284;0.00476
759;30 jaar;2011;0.13918;0.0665;0.05516;0.01276;0.00476
760;30 jaar;2012;0.13869;0.06604;0.05519;0.0127;0.00476
761;30 jaar;2013;0.13825;0.06562;0.05521;0.01265;0.00477
762;30 jaar;2014;0.13783;0.06523;0.05523;0.0126;0.00477
763;30 jaar;2015;0.13746;0.06489;0.05524;0.01256;0.00477
764;30 jaar;2016;0.13711;0.06457;0.05525;0.01252;0.00477
765;30 jaar;2017;0.13681;0.06428;0.05527;0.01249;0.00477
