ID;RegioSSituatie2013;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
1116;Agglomeratie Leiden en Bollenstreek (CR);2023;202.5;81.6;106.6;13.0;1.3
1117;Agglomeratie Leiden en Bollenstreek (CR);2024;204.0;82.7;107.0;13.0;1.3
1118;Agglomeratie Leiden en Bollenstreek (CR);2025;205.5;83.9;107.3;13.0;1.3
1119;Agglomeratie Leiden en Bollenstreek (CR);2026;207.0;84.8;107.9;13.0;1.3
1120;Agglomeratie Leiden en Bollenstreek (CR);2027;208.5;85.9;108.2;13.1;1.3
1121;Agglomeratie Leiden en Bollenstreek (CR);2028;209.9;86.9;108.5;13.1;1.3
1122;Agglomeratie Leiden en Bollenstreek (CR);2029;211.2;87.9;108.8;13.2;1.3
1123;Agglomeratie Leiden en Bollenstreek (CR);2030;212.4;88.6;109.3;13.2;1.3
1124;Agglomeratie Leiden en Bollenstreek (CR);2031;213.5;89.5;109.5;13.2;1.3
1125;Agglomeratie Leiden en Bollenstreek (CR);2032;214.5;90.3;109.7;13.3;1.4
1126;Agglomeratie Leiden en Bollenstreek (CR);2033;215.5;91.1;109.8;13.3;1.3
1127;Agglomeratie Leiden en Bollenstreek (CR);2034;216.4;91.6;110.0;13.4;1.4
1128;Agglomeratie Leiden en Bollenstreek (CR);2035;217.3;92.4;110.1;13.4;1.4
1129;Agglomeratie Leiden en Bollenstreek (CR);2036;218.0;93.0;110.2;13.5;1.4
1130;Agglomeratie Leiden en Bollenstreek (CR);2037;218.8;93.5;110.3;13.5;1.4
1131;Agglomeratie Leiden en Bollenstreek (CR);2038;219.4;94.0;110.4;13.6;1.4
1132;Agglomeratie Leiden en Bollenstreek (CR);2039;220.1;94.7;110.4;13.6;1.4
1133;Agglomeratie Leiden en Bollenstreek (CR);2040;220.7;95.2;110.4;13.7;1.4
1134;Agglomeratie 's-Gravenhage (CR);2014;396.0;170.8;186.2;36.5;2.5
1135;Agglomeratie 's-Gravenhage (CR);2015;397.8;171.4;187.0;36.9;2.5
1136;Agglomeratie 's-Gravenhage (CR);2016;400.6;173.0;188.1;37.2;2.4
1137;Agglomeratie 's-Gravenhage (CR);2017;404.0;175.2;189.0;37.4;2.4
1138;Agglomeratie 's-Gravenhage (CR);2018;407.6;177.2;190.3;37.7;2.4
1139;Agglomeratie 's-Gravenhage (CR);2019;411.1;179.5;191.3;37.9;2.5
1140;Agglomeratie 's-Gravenhage (CR);2020;414.4;181.5;192.4;38.0;2.5
1141;Agglomeratie 's-Gravenhage (CR);2021;417.7;183.8;193.3;38.2;2.4
1142;Agglomeratie 's-Gravenhage (CR);2022;421.3;186.3;194.2;38.3;2.5
1143;Agglomeratie 's-Gravenhage (CR);2023;424.6;188.7;195.1;38.3;2.5
1144;Agglomeratie 's-Gravenhage (CR);2024;427.8;191.0;196.0;38.4;2.5
1145;Agglomeratie 's-Gravenhage (CR);2025;431.1;193.5;196.7;38.3;2.5
1146;Agglomeratie 's-Gravenhage (CR);2026;434.2;195.9;197.5;38.3;2.5
1147;Agglomeratie 's-Gravenhage (CR);2027;437.1;198.1;198.2;38.3;2.5
1148;Agglomeratie 's-Gravenhage (CR);2028;440.0;200.5;198.8;38.2;2.5
1149;Agglomeratie 's-Gravenhage (CR);2029;443.0;202.9;199.4;38.1;2.5
1150;Agglomeratie 's-Gravenhage (CR);2030;445.7;205.2;200.0;38.0;2.5
1151;Agglomeratie 's-Gravenhage (CR);2031;448.8;207.6;200.5;38.1;2.6
1152;Agglomeratie 's-Gravenhage (CR);2032;451.5;209.9;200.9;38.1;2.5
1153;Agglomeratie 's-Gravenhage (CR);2033;454.2;212.0;201.6;38.0;2.6
1154;Agglomeratie 's-Gravenhage (CR);2034;456.8;214.3;202.0;38.0;2.6
1155;Agglomeratie 's-Gravenhage (CR);2035;459.5;216.5;202.4;38.0;2.6
1156;Agglomeratie 's-Gravenhage (CR);2036;461.9;218.4;202.8;38.0;2.6
1157;Agglomeratie 's-Gravenhage (CR);2037;464.3;220.1;203.5;38.1;2.6
1158;Agglomeratie 's-Gravenhage (CR);2038;466.4;221.8;204.0;38.0;2.6
1159;Agglomeratie 's-Gravenhage (CR);2039;468.7;223.7;204.3;38.1;2.5
1160;Agglomeratie 's-Gravenhage (CR);2040;471.0;225.3;205.0;38.2;2.6
1161;Delft en Westland (CR);2014;104.0;43.3;53.8;6.3;0.6
1162;Delft en Westland (CR);2015;105.1;43.6;54.6;6.4;0.6
1163;Delft en Westland (CR);2016;106.3;43.8;55.4;6.5;0.6
1164;Delft en Westland (CR);2017;107.4;44.2;56.1;6.5;0.6
1165;Delft en Westland (CR);2018;108.8;45.0;56.7;6.5;0.6
1166;Delft en Westland (CR);2019;110.1;45.7;57.2;6.6;0.6
1167;Delft en Westland (CR);2020;111.5;46.5;57.7;6.7;0.6
1168;Delft en Westland (CR);2021;112.9;47.3;58.1;6.7;0.6
1169;Delft en Westland (CR);2022;113.9;47.9;58.6;6.8;0.6
1170;Delft en Westland (CR);2023;114.9;48.4;59.0;6.8;0.6
1171;Delft en Westland (CR);2024;115.9;49.1;59.3;6.8;0.7
1172;Delft en Westland (CR);2025;117.0;49.7;59.7;6.9;0.7
1173;Delft en Westland (CR);2026;118.0;50.4;60.1;6.9;0.6
1174;Delft en Westland (CR);2027;119.0;51.0;60.5;6.9;0.6
1175;Delft en Westland (CR);2028;119.9;51.6;60.8;6.9;0.6
1176;Delft en Westland (CR);2029;120.7;52.0;61.2;6.9;0.6
1177;Delft en Westland (CR);2030;121.5;52.6;61.4;6.9;0.6
1178;Delft en Westland (CR);2031;122.2;53.3;61.5;6.8;0.6
1179;Delft en Westland (CR);2032;122.9;53.8;61.7;6.8;0.6
1180;Delft en Westland (CR);2033;123.6;54.3;61.9;6.8;0.6
1181;Delft en Westland (CR);2034;124.1;54.7;62.0;6.9;0.6
1182;Delft en Westland (CR);2035;124.7;55.1;62.2;6.9;0.6
1183;Delft en Westland (CR);2036;125.3;55.5;62.3;6.9;0.6
1184;Delft en Westland (CR);2037;125.7;55.8;62.4;6.9;0.6
1185;Delft en Westland (CR);2038;126.2;56.0;62.6;7.0;0.6
1186;Delft en Westland (CR);2039;126.7;56.3;62.8;7.0;0.6
1187;Delft en Westland (CR);2040;127.2;56.3;63.2;7.0;0.6
1188;Oost-Zuid-Holland (CR);2014;125.1;39.6;77.0;7.8;0.7
1189;Oost-Zuid-Holland (CR);2015;126.0;40.1;77.3;7.9;0.8
1190;Oost-Zuid-Holland (CR);2016;126.9;40.6;77.6;7.9;0.7
1191;Oost-Zuid-Holland (CR);2017;127.8;41.1;77.9;8.0;0.8
1192;Oost-Zuid-Holland (CR);2018;128.6;41.6;78.2;8.0;0.8
1193;Oost-Zuid-Holland (CR);2019;129.5;42.2;78.5;8.0;0.8
1194;Oost-Zuid-Holland (CR);2020;130.2;42.6;78.9;8.0;0.8
1195;Oost-Zuid-Holland (CR);2021;131.0;43.2;79.1;7.9;0.8
1196;Oost-Zuid-Holland (CR);2022;131.8;43.7;79.3;7.9;0.8
1197;Oost-Zuid-Holland (CR);2023;132.5;44.4;79.4;7.9;0.8
1198;Oost-Zuid-Holland (CR);2024;133.2;45.0;79.6;7.9;0.8
1199;Oost-Zuid-Holland (CR);2025;134.0;45.6;79.7;7.8;0.9
1200;Oost-Zuid-Holland (CR);2026;134.8;46.2;79.9;7.8;0.9
1201;Oost-Zuid-Holland (CR);2027;135.5;46.8;80.0;7.8;0.9
1202;Oost-Zuid-Holland (CR);2028;136.1;47.4;80.0;7.8;0.9
1203;Oost-Zuid-Holland (CR);2029;136.7;48.0;80.1;7.7;0.9
1204;Oost-Zuid-Holland (CR);2030;137.2;48.4;80.2;7.8;0.9
1205;Oost-Zuid-Holland (CR);2031;137.6;48.8;80.2;7.8;0.9
1206;Oost-Zuid-Holland (CR);2032;138.0;49.2;80.1;7.8;0.9
1207;Oost-Zuid-Holland (CR);2033;138.4;49.7;80.1;7.8;0.9
1208;Oost-Zuid-Holland (CR);2034;138.8;50.1;80.1;7.8;0.9
1209;Oost-Zuid-Holland (CR);2035;139.1;50.2;80.2;7.8;0.9
1210;Oost-Zuid-Holland (CR);2036;139.4;50.6;80.1;7.7;0.9
1211;Oost-Zuid-Holland (CR);2037;139.4;50.9;79.9;7.7;0.9
1212;Oost-Zuid-Holland (CR);2038;139.7;51.2;79.8;7.8;0.9
1213;Oost-Zuid-Holland (CR);2039;139.9;51.2;80.0;7.8;0.9
1214;Oost-Zuid-Holland (CR);2040;139.9;51.3;79.9;7.8;0.9
1215;Groot-Rijnmond (CR);2014;658.4;257.0;341.6;55.8;3.9
1216;Groot-Rijnmond (CR);2015;660.5;257.4;344.2;55.0;3.8
1217;Groot-Rijnmond (CR);2016;662.7;257.8;346.9;54.2;3.8
1218;Groot-Rijnmond (CR);2017;665.3;258.6;349.5;53.5;3.7
1219;Groot-Rijnmond (CR);2018;668.4;260.3;351.5;53.0;3.7
1220;Groot-Rijnmond (CR);2019;672.0;262.6;353.2;52.6;3.6
1221;Groot-Rijnmond (CR);2020;675.3;264.6;354.9;52.1;3.8
1222;Groot-Rijnmond (CR);2021;678.8;266.8;356.5;51.7;3.7
1223;Groot-Rijnmond (CR);2022;682.0;269.4;357.6;51.4;3.7
1224;Groot-Rijnmond (CR);2023;685.2;271.5;359.0;51.0;3.7
1225;Groot-Rijnmond (CR);2024;688.3;273.9;359.9;50.7;3.7
1226;Groot-Rijnmond (CR);2025;691.3;276.5;360.6;50.4;3.7
1227;Groot-Rijnmond (CR);2026;693.7;278.6;361.2;50.1;3.8
1228;Groot-Rijnmond (CR);2027;696.3;281.0;361.6;49.8;3.9
1229;Groot-Rijnmond (CR);2028;698.6;283.6;361.7;49.6;3.8
1230;Groot-Rijnmond (CR);2029;700.7;285.5;361.9;49.3;3.9
1231;Groot-Rijnmond (CR);2030;702.6;287.5;362.1;49.0;3.9
1232;Groot-Rijnmond (CR);2031;704.5;290.0;361.9;48.8;3.9
1233;Groot-Rijnmond (CR);2032;706.1;292.1;361.5;48.5;4.0
1234;Groot-Rijnmond (CR);2033;707.7;294.0;361.4;48.3;4.0
1235;Groot-Rijnmond (CR);2034;709.1;296.2;360.8;48.2;3.9
1236;Groot-Rijnmond (CR);2035;710.2;298.0;360.3;48.0;4.0
1237;Groot-Rijnmond (CR);2036;711.4;299.6;359.8;48.0;3.9
1238;Groot-Rijnmond (CR);2037;712.8;301.3;359.4;48.0;3.9
1239;Groot-Rijnmond (CR);2038;714.1;303.2;359.0;48.0;3.9
1240;Groot-Rijnmond (CR);2039;715.4;304.5;358.8;48.1;4.0
1241;Groot-Rijnmond (CR);2040;716.4;306.0;358.3;48.0;4.0
1242;Zuidoost-Zuid-Holland (CR);2014;171.0;56.9;102.0;11.2;0.9
1243;Zuidoost-Zuid-Holland (CR);2015;172.1;57.7;102.3;11.2;0.9
1244;Zuidoost-Zuid-Holland (CR);2016;173.2;58.3;102.7;11.2;1.0
1245;Zuidoost-Zuid-Holland (CR);2017;174.4;59.0;103.4;11.0;1.0
1246;Zuidoost-Zuid-Holland (CR);2018;175.4;59.8;103.6;10.9;1.0
1247;Zuidoost-Zuid-Holland (CR);2019;176.4;60.5;104.0;10.9;1.0
1248;Zuidoost-Zuid-Holland (CR);2020;177.5;61.3;104.3;10.8;1.0
1249;Zuidoost-Zuid-Holland (CR);2021;178.4;62.0;104.7;10.8;1.0
1250;Zuidoost-Zuid-Holland (CR);2022;179.3;62.5;105.0;10.7;1.0
1251;Zuidoost-Zuid-Holland (CR);2023;180.1;63.4;105.1;10.6;1.0
1252;Zuidoost-Zuid-Holland (CR);2024;181.0;64.1;105.3;10.6;1.0
1253;Zuidoost-Zuid-Holland (CR);2025;181.7;64.6;105.5;10.5;1.1
1254;Zuidoost-Zuid-Holland (CR);2026;182.3;65.1;105.7;10.4;1.0
1255;Zuidoost-Zuid-Holland (CR);2027;182.9;65.7;105.8;10.3;1.0
1256;Zuidoost-Zuid-Holland (CR);2028;183.4;66.1;106.0;10.2;1.1
1257;Zuidoost-Zuid-Holland (CR);2029;183.7;66.5;105.9;10.2;1.1
1258;Zuidoost-Zuid-Holland (CR);2030;184.1;67.0;105.9;10.1;1.1
1259;Zuidoost-Zuid-Holland (CR);2031;184.3;67.4;105.8;10.1;1.1
1260;Zuidoost-Zuid-Holland (CR);2032;184.7;67.8;105.7;10.1;1.1
1261;Zuidoost-Zuid-Holland (CR);2033;184.8;68.3;105.5;10.0;1.1
1262;Zuidoost-Zuid-Holland (CR);2034;185.0;68.6;105.3;10.0;1.1
1263;Zuidoost-Zuid-Holland (CR);2035;185.1;69.1;105.0;9.9;1.1
1264;Zuidoost-Zuid-Holland (CR);2036;185.2;69.3;104.9;9.9;1.1
1265;Zuidoost-Zuid-Holland (CR);2037;185.5;69.7;104.9;9.8;1.1
1266;Zuidoost-Zuid-Holland (CR);2038;185.7;70.2;104.7;9.8;1.1
1267;Zuidoost-Zuid-Holland (CR);2039;185.9;70.4;104.6;9.8;1.1
1268;Zuidoost-Zuid-Holland (CR);2040;186.0;70.8;104.3;9.8;1.1
1269;Zeeuwsch-Vlaanderen (CR);2014;48.6;16.4;28.9;3.0;0.3
1270;Zeeuwsch-Vlaanderen (CR);2015;48.5;16.5;28.7;3.0;0.3
1271;Zeeuwsch-Vlaanderen (CR);2016;48.5;16.6;28.5;3.0;0.3
1272;Zeeuwsch-Vlaanderen (CR);2017;48.4;16.7;28.4;3.0;0.3
1273;Zeeuwsch-Vlaanderen (CR);2018;48.3;16.7;28.3;3.0;0.3
1274;Zeeuwsch-Vlaanderen (CR);2019;48.3;16.9;28.1;3.0;0.3
1275;Zeeuwsch-Vlaanderen (CR);2020;48.3;17.1;27.9;3.0;0.3
1276;Zeeuwsch-Vlaanderen (CR);2021;48.2;17.2;27.8;3.0;0.3
1277;Zeeuwsch-Vlaanderen (CR);2022;48.1;17.3;27.6;3.0;0.3
1278;Zeeuwsch-Vlaanderen (CR);2023;48.0;17.3;27.4;2.9;0.3
1279;Zeeuwsch-Vlaanderen (CR);2024;47.9;17.4;27.2;2.9;0.3
1280;Zeeuwsch-Vlaanderen (CR);2025;47.8;17.6;27.0;2.9;0.3
1281;Zeeuwsch-Vlaanderen (CR);2026;47.6;17.6;26.8;2.9;0.3
1282;Zeeuwsch-Vlaanderen (CR);2027;47.5;17.7;26.6;2.8;0.3
1283;Zeeuwsch-Vlaanderen (CR);2028;47.3;17.8;26.4;2.8;0.3
1284;Zeeuwsch-Vlaanderen (CR);2029;47.1;17.9;26.2;2.8;0.3
1285;Zeeuwsch-Vlaanderen (CR);2030;46.9;17.9;26.0;2.8;0.3
1286;Zeeuwsch-Vlaanderen (CR);2031;46.7;18.0;25.7;2.8;0.3
1287;Zeeuwsch-Vlaanderen (CR);2032;46.5;18.1;25.4;2.7;0.3
1288;Zeeuwsch-Vlaanderen (CR);2033;46.2;18.1;25.1;2.7;0.3
1289;Zeeuwsch-Vlaanderen (CR);2034;46.0;18.2;24.9;2.6;0.3
1290;Zeeuwsch-Vlaanderen (CR);2035;45.7;18.2;24.6;2.6;0.3
1291;Zeeuwsch-Vlaanderen (CR);2036;45.4;18.1;24.4;2.6;0.3
1292;Zeeuwsch-Vlaanderen (CR);2037;45.1;18.1;24.1;2.6;0.3
1293;Zeeuwsch-Vlaanderen (CR);2038;44.9;18.2;23.9;2.6;0.3
1294;Zeeuwsch-Vlaanderen (CR);2039;44.6;18.2;23.6;2.6;0.3
1295;Zeeuwsch-Vlaanderen (CR);2040;44.4;18.1;23.4;2.5;0.3
1296;Overig Zeeland (CR);2014;122.3;41.8;72.2;7.5;0.7
1297;Overig Zeeland (CR);2015;122.8;42.1;72.3;7.6;0.8
1298;Overig Zeeland (CR);2016;123.3;42.4;72.5;7.6;0.8
1299;Overig Zeeland (CR);2017;123.8;42.8;72.6;7.6;0.9
1300;Overig Zeeland (CR);2018;124.4;43.4;72.5;7.7;0.8
1301;Overig Zeeland (CR);2019;125.0;43.9;72.5;7.7;0.9
1302;Overig Zeeland (CR);2020;125.4;44.3;72.6;7.7;0.9
1303;Overig Zeeland (CR);2021;125.9;44.6;72.6;7.7;0.9
1304;Overig Zeeland (CR);2022;126.3;45.1;72.5;7.7;0.9
1305;Overig Zeeland (CR);2023;126.7;45.5;72.6;7.7;0.9
1306;Overig Zeeland (CR);2024;127.1;45.9;72.5;7.7;1.0
1307;Overig Zeeland (CR);2025;127.4;46.4;72.5;7.6;1.0
1308;Overig Zeeland (CR);2026;127.7;46.9;72.3;7.6;0.9
1309;Overig Zeeland (CR);2027;127.9;47.3;72.1;7.6;0.9
1310;Overig Zeeland (CR);2028;128.2;47.8;71.9;7.5;1.0
1311;Overig Zeeland (CR);2029;128.4;48.4;71.6;7.5;0.9
1312;Overig Zeeland (CR);2030;128.5;48.8;71.3;7.4;1.0
1313;Overig Zeeland (CR);2031;128.6;49.1;71.1;7.4;1.0
1314;Overig Zeeland (CR);2032;128.5;49.3;70.9;7.3;1.0
1315;Overig Zeeland (CR);2033;128.5;49.6;70.7;7.3;1.0
1316;Overig Zeeland (CR);2034;128.4;49.6;70.4;7.4;1.0
1317;Overig Zeeland (CR);2035;128.5;50.1;70.1;7.4;1.0
1318;Overig Zeeland (CR);2036;128.6;50.5;69.7;7.4;1.0
1319;Overig Zeeland (CR);2037;128.5;50.6;69.5;7.4;1.0
1320;Overig Zeeland (CR);2038;128.4;50.9;69.2;7.4;0.9
1321;Overig Zeeland (CR);2039;128.4;51.1;68.9;7.4;0.9
1322;Overig Zeeland (CR);2040;128.4;51.3;68.6;7.5;1.0
1323;West-Noord-Brabant (CR);2014;277.5;94.2;163.4;18.4;1.5
1324;West-Noord-Brabant (CR);2015;279.7;96.1;163.4;18.8;1.4
1325;West-Noord-Brabant (CR);2016;281.7;97.7;163.4;19.1;1.5
1326;West-Noord-Brabant (CR);2017;283.9;99.5;163.5;19.4;1.5
1327;West-Noord-Brabant (CR);2018;286.1;101.6;163.4;19.6;1.5
1328;West-Noord-Brabant (CR);2019;287.9;103.3;163.4;19.8;1.5
1329;West-Noord-Brabant (CR);2020;289.7;105.1;163.2;20.0;1.5
1330;West-Noord-Brabant (CR);2021;291.4;106.5;163.4;20.1;1.4
1331;West-Noord-Brabant (CR);2022;292.9;108.1;163.2;20.2;1.5
1332;West-Noord-Brabant (CR);2023;294.4;109.7;163.0;20.2;1.5
1333;West-Noord-Brabant (CR);2024;295.9;111.3;162.9;20.2;1.5
1334;West-Noord-Brabant (CR);2025;297.3;112.7;162.9;20.2;1.5
1335;West-Noord-Brabant (CR);2026;298.8;114.1;162.9;20.2;1.5
1336;West-Noord-Brabant (CR);2027;300.3;115.6;163.0;20.2;1.6
1337;West-Noord-Brabant (CR);2028;301.7;117.0;162.9;20.2;1.6
1338;West-Noord-Brabant (CR);2029;303.0;118.6;162.6;20.2;1.6
1339;West-Noord-Brabant (CR);2030;304.4;120.3;162.2;20.2;1.6
1340;West-Noord-Brabant (CR);2031;305.5;121.7;162.0;20.2;1.6
1341;West-Noord-Brabant (CR);2032;306.7;123.2;161.6;20.2;1.7
1342;West-Noord-Brabant (CR);2033;307.8;124.5;161.4;20.3;1.7
1343;West-Noord-Brabant (CR);2034;308.7;125.8;161.0;20.3;1.6
1344;West-Noord-Brabant (CR);2035;309.7;127.0;160.6;20.4;1.6
1345;West-Noord-Brabant (CR);2036;310.4;128.1;160.3;20.4;1.6
1346;West-Noord-Brabant (CR);2037;311.2;129.3;159.7;20.5;1.6
1347;West-Noord-Brabant (CR);2038;311.9;130.3;159.3;20.5;1.7
1348;West-Noord-Brabant (CR);2039;312.4;131.0;159.1;20.6;1.7
1349;West-Noord-Brabant (CR);2040;312.9;131.8;158.7;20.7;1.7
1350;Midden-Noord-Brabant (CR);2014;207.4;73.9;118.5;13.7;1.3
1351;Midden-Noord-Brabant (CR);2015;209.5;75.3;118.7;14.1;1.3
1352;Midden-Noord-Brabant (CR);2016;211.4;76.5;119.1;14.5;1.4
1353;Midden-Noord-Brabant (CR);2017;213.4;77.7;119.6;14.7;1.4
1354;Midden-Noord-Brabant (CR);2018;215.3;78.9;120.1;14.9;1.4
1355;Midden-Noord-Brabant (CR);2019;217.2;80.1;120.7;15.1;1.4
1356;Midden-Noord-Brabant (CR);2020;219.0;81.3;121.0;15.2;1.4
1357;Midden-Noord-Brabant (CR);2021;220.5;82.6;121.1;15.3;1.5
1358;Midden-Noord-Brabant (CR);2022;222.0;83.8;121.3;15.4;1.5
1359;Midden-Noord-Brabant (CR);2023;223.3;84.8;121.6;15.5;1.5
1360;Midden-Noord-Brabant (CR);2024;224.8;86.0;121.8;15.5;1.5
1361;Midden-Noord-Brabant (CR);2025;225.6;86.6;122.0;15.5;1.5
1362;Midden-Noord-Brabant (CR);2026;226.9;87.6;122.1;15.6;1.5
1363;Midden-Noord-Brabant (CR);2027;228.1;88.7;122.2;15.7;1.5
1364;Midden-Noord-Brabant (CR);2028;229.2;89.7;122.2;15.8;1.5
1365;Midden-Noord-Brabant (CR);2029;230.4;90.8;122.4;15.8;1.5
1366;Midden-Noord-Brabant (CR);2030;231.6;92.0;122.3;15.9;1.5
1367;Midden-Noord-Brabant (CR);2031;232.8;93.0;122.4;15.9;1.5
1368;Midden-Noord-Brabant (CR);2032;233.8;93.9;122.5;15.9;1.5
1369;Midden-Noord-Brabant (CR);2033;234.9;95.0;122.4;16.0;1.5
1370;Midden-Noord-Brabant (CR);2034;235.9;96.0;122.3;16.1;1.5
1371;Midden-Noord-Brabant (CR);2035;236.7;96.7;122.4;16.2;1.4
1372;Midden-Noord-Brabant (CR);2036;237.7;97.7;122.3;16.3;1.4
1373;Midden-Noord-Brabant (CR);2037;238.4;98.4;122.4;16.2;1.4
1374;Midden-Noord-Brabant (CR);2038;239.2;99.1;122.3;16.3;1.5
1375;Midden-Noord-Brabant (CR);2039;239.8;99.5;122.4;16.4;1.5
1376;Midden-Noord-Brabant (CR);2040;240.3;100.2;122.2;16.5;1.4
1377;Noordoost-Noord-Brabant (CR);2014;274.0;85.2;169.7;17.5;1.6
1378;Noordoost-Noord-Brabant (CR);2015;276.4;86.6;170.4;17.8;1.6
1379;Noordoost-Noord-Brabant (CR);2016;279.1;88.0;171.4;18.0;1.6
1380;Noordoost-Noord-Brabant (CR);2017;281.9;89.7;172.3;18.2;1.7
1381;Noordoost-Noord-Brabant (CR);2018;284.3;91.3;173.0;18.3;1.7
1382;Noordoost-Noord-Brabant (CR);2019;286.6;92.8;173.7;18.3;1.7
1383;Noordoost-Noord-Brabant (CR);2020;288.8;94.2;174.3;18.4;1.8
1384;Noordoost-Noord-Brabant (CR);2021;290.9;95.6;175.1;18.5;1.8
1385;Noordoost-Noord-Brabant (CR);2022;292.8;97.0;175.6;18.5;1.8
1386;Noordoost-Noord-Brabant (CR);2023;294.7;98.6;175.9;18.5;1.8
1387;Noordoost-Noord-Brabant (CR);2024;296.5;100.0;176.1;18.7;1.8
1388;Noordoost-Noord-Brabant (CR);2025;298.1;101.5;176.3;18.6;1.8
1389;Noordoost-Noord-Brabant (CR);2026;299.8;102.7;176.7;18.5;1.8
1390;Noordoost-Noord-Brabant (CR);2027;301.3;103.9;177.0;18.6;1.9
1391;Noordoost-Noord-Brabant (CR);2028;302.9;105.1;177.4;18.6;1.9
1392;Noordoost-Noord-Brabant (CR);2029;304.1;106.3;177.4;18.6;1.8
1393;Noordoost-Noord-Brabant (CR);2030;305.2;107.6;177.1;18.6;1.8
1394;Noordoost-Noord-Brabant (CR);2031;306.0;108.6;177.1;18.5;1.8
1395;Noordoost-Noord-Brabant (CR);2032;306.9;109.6;176.9;18.5;1.8
1396;Noordoost-Noord-Brabant (CR);2033;307.4;110.5;176.4;18.5;1.9
1397;Noordoost-Noord-Brabant (CR);2034;308.0;111.6;176.0;18.5;1.9
1398;Noordoost-Noord-Brabant (CR);2035;308.4;112.2;175.8;18.5;1.9
1399;Noordoost-Noord-Brabant (CR);2036;308.5;112.8;175.3;18.6;1.9
1400;Noordoost-Noord-Brabant (CR);2037;308.6;113.4;174.7;18.6;1.9
1401;Noordoost-Noord-Brabant (CR);2038;308.9;114.2;174.3;18.6;1.8
1402;Noordoost-Noord-Brabant (CR);2039;309.3;115.1;173.7;18.7;1.8
1403;Noordoost-Noord-Brabant (CR);2040;309.4;115.5;173.3;18.7;1.9
1404;Zuidoost-Noord-Brabant (CR);2014;334.1;115.9;194.7;21.5;2.0
1405;Zuidoost-Noord-Brabant (CR);2015;336.5;116.8;195.6;22.0;2.1
1406;Zuidoost-Noord-Brabant (CR);2016;338.8;117.7;196.8;22.2;2.1
1407;Zuidoost-Noord-Brabant (CR);2017;341.3;119.2;197.6;22.4;2.1
1408;Zuidoost-Noord-Brabant (CR);2018;343.7;120.7;198.4;22.5;2.1
1409;Zuidoost-Noord-Brabant (CR);2019;346.1;122.1;199.3;22.5;2.2
1410;Zuidoost-Noord-Brabant (CR);2020;348.5;123.8;200.0;22.6;2.1
1411;Zuidoost-Noord-Brabant (CR);2021;350.7;125.3;200.5;22.7;2.2
1412;Zuidoost-Noord-Brabant (CR);2022;352.8;126.6;201.2;22.8;2.2
1413;Zuidoost-Noord-Brabant (CR);2023;354.8;128.2;201.6;22.8;2.2
1414;Zuidoost-Noord-Brabant (CR);2024;356.6;129.4;202.2;22.8;2.3
1415;Zuidoost-Noord-Brabant (CR);2025;358.6;130.8;202.7;22.8;2.2
1416;Zuidoost-Noord-Brabant (CR);2026;360.1;132.0;202.9;22.9;2.3
1417;Zuidoost-Noord-Brabant (CR);2027;361.3;133.3;203.0;22.8;2.2
1418;Zuidoost-Noord-Brabant (CR);2028;362.6;134.5;203.0;22.8;2.2
1419;Zuidoost-Noord-Brabant (CR);2029;363.6;135.5;203.0;22.8;2.3
1420;Zuidoost-Noord-Brabant (CR);2030;364.5;136.6;202.8;22.9;2.2
1421;Zuidoost-Noord-Brabant (CR);2031;365.3;137.5;202.7;22.9;2.2
1422;Zuidoost-Noord-Brabant (CR);2032;366.0;138.5;202.5;22.9;2.2
1423;Zuidoost-Noord-Brabant (CR);2033;366.5;139.5;202.0;22.9;2.2
1424;Zuidoost-Noord-Brabant (CR);2034;367.2;140.3;201.8;23.0;2.2
1425;Zuidoost-Noord-Brabant (CR);2035;367.7;141.2;201.3;23.0;2.2
1426;Zuidoost-Noord-Brabant (CR);2036;368.0;141.9;201.0;23.0;2.2
1427;Zuidoost-Noord-Brabant (CR);2037;368.4;142.8;200.4;23.0;2.2
1428;Zuidoost-Noord-Brabant (CR);2038;368.7;143.8;199.7;23.0;2.3
1429;Zuidoost-Noord-Brabant (CR);2039;368.9;144.4;199.2;23.0;2.2
1430;Zuidoost-Noord-Brabant (CR);2040;369.1;145.3;198.5;23.0;2.2
1431;Noord-Limburg (CR);2014;120.3;37.2;74.8;7.6;0.7
1432;Noord-Limburg (CR);2015;120.8;37.7;74.7;7.8;0.7
1433;Noord-Limburg (CR);2016;121.2;37.9;74.7;7.9;0.7
1434;Noord-Limburg (CR);2017;121.6;38.3;74.7;8.0;0.7
1435;Noord-Limburg (CR);2018;122.1;38.6;74.7;8.0;0.7
1436;Noord-Limburg (CR);2019;122.6;39.1;74.7;8.1;0.7
1437;Noord-Limburg (CR);2020;122.9;39.6;74.6;8.0;0.7
1438;Noord-Limburg (CR);2021;123.2;40.1;74.4;8.0;0.7
1439;Noord-Limburg (CR);2022;123.6;40.7;74.2;8.0;0.8
1440;Noord-Limburg (CR);2023;123.9;41.2;73.9;7.9;0.8
1441;Noord-Limburg (CR);2024;124.1;41.7;73.6;8.0;0.8
1442;Noord-Limburg (CR);2025;124.2;42.1;73.4;7.9;0.8
