ID;RegioSSituatie2013;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
390;Zeeland (PV);2026;175.3;64.5;99.1;10.4;1.2
391;Zeeland (PV);2027;175.4;65.0;98.7;10.4;1.2
392;Zeeland (PV);2028;175.4;65.6;98.3;10.3;1.2
393;Zeeland (PV);2029;175.5;66.2;97.8;10.2;1.2
394;Zeeland (PV);2030;175.4;66.7;97.3;10.2;1.2
395;Zeeland (PV);2031;175.3;67.1;96.8;10.1;1.3
396;Zeeland (PV);2032;175.0;67.4;96.3;10.1;1.2
397;Zeeland (PV);2033;174.7;67.7;95.8;10.0;1.2
398;Zeeland (PV);2034;174.4;67.8;95.3;10.0;1.2
399;Zeeland (PV);2035;174.2;68.3;94.8;10.0;1.2
400;Zeeland (PV);2036;174.0;68.6;94.1;10.0;1.3
401;Zeeland (PV);2037;173.6;68.7;93.6;10.0;1.2
402;Zeeland (PV);2038;173.3;69.1;93.1;10.0;1.2
403;Zeeland (PV);2039;173.0;69.3;92.5;10.0;1.2
404;Zeeland (PV);2040;172.7;69.4;92.0;10.0;1.3
405;Noord-Brabant (PV);2014;1092.9;369.2;646.2;71.2;6.3
406;Noord-Brabant (PV);2015;1102.0;374.8;648.1;72.8;6.4
407;Noord-Brabant (PV);2016;1111.1;379.8;650.7;73.9;6.6
408;Noord-Brabant (PV);2017;1120.5;386.2;652.9;74.7;6.6
409;Noord-Brabant (PV);2018;1129.4;392.5;655.0;75.3;6.7
410;Noord-Brabant (PV);2019;1137.9;398.3;657.1;75.7;6.8
411;Noord-Brabant (PV);2020;1146.0;404.4;658.6;76.2;6.8
412;Noord-Brabant (PV);2021;1153.4;409.9;660.0;76.6;6.9
413;Noord-Brabant (PV);2022;1160.5;415.5;661.2;76.8;7.0
414;Noord-Brabant (PV);2023;1167.3;421.3;662.0;77.0;7.0
415;Noord-Brabant (PV);2024;1173.9;426.7;663.0;77.2;7.0
416;Noord-Brabant (PV);2025;1179.7;431.7;663.9;77.2;7.0
417;Noord-Brabant (PV);2026;1185.6;436.5;664.7;77.3;7.1
418;Noord-Brabant (PV);2027;1191.1;441.4;665.1;77.3;7.2
419;Noord-Brabant (PV);2028;1196.4;446.3;665.5;77.4;7.1
420;Noord-Brabant (PV);2029;1201.2;451.1;665.4;77.5;7.2
421;Noord-Brabant (PV);2030;1205.7;456.5;664.4;77.6;7.2
422;Noord-Brabant (PV);2031;1209.6;460.7;664.2;77.5;7.2
423;Noord-Brabant (PV);2032;1213.3;465.2;663.4;77.5;7.2
424;Noord-Brabant (PV);2033;1216.6;469.4;662.2;77.7;7.3
425;Noord-Brabant (PV);2034;1219.7;473.6;661.1;77.8;7.2
426;Noord-Brabant (PV);2035;1222.5;477.2;660.2;78.0;7.1
427;Noord-Brabant (PV);2036;1224.7;480.4;658.9;78.2;7.1
428;Noord-Brabant (PV);2037;1226.6;484.0;657.2;78.3;7.2
429;Noord-Brabant (PV);2038;1228.7;487.4;655.7;78.4;7.2
430;Noord-Brabant (PV);2039;1230.3;490.0;654.4;78.7;7.2
431;Noord-Brabant (PV);2040;1231.8;492.8;652.8;79.0;7.2
432;Limburg (PV);2014;517.3;183.9;295.7;34.7;3.0
433;Limburg (PV);2015;519.3;185.7;295.5;34.9;3.1
434;Limburg (PV);2016;520.8;186.8;295.7;35.1;3.2
435;Limburg (PV);2017;522.4;188.4;295.5;35.2;3.3
436;Limburg (PV);2018;523.7;189.8;295.3;35.2;3.4
437;Limburg (PV);2019;524.8;191.4;294.9;35.3;3.3
438;Limburg (PV);2020;525.4;192.5;294.4;35.2;3.3
439;Limburg (PV);2021;525.9;194.1;293.5;35.0;3.3
440;Limburg (PV);2022;526.2;195.6;292.5;34.8;3.4
441;Limburg (PV);2023;526.6;197.2;291.4;34.6;3.3
442;Limburg (PV);2024;526.6;198.8;290.1;34.4;3.3
443;Limburg (PV);2025;526.3;200.0;288.8;34.1;3.4
444;Limburg (PV);2026;526.1;201.2;287.5;34.0;3.3
445;Limburg (PV);2027;525.4;202.3;285.8;33.8;3.4
446;Limburg (PV);2028;524.9;203.9;284.0;33.7;3.3
447;Limburg (PV);2029;524.1;204.7;282.5;33.6;3.4
448;Limburg (PV);2030;522.8;205.5;280.5;33.4;3.4
449;Limburg (PV);2031;521.5;206.7;278.2;33.3;3.4
450;Limburg (PV);2032;520.2;207.4;276.1;33.2;3.4
451;Limburg (PV);2033;518.5;208.0;273.9;33.2;3.4
452;Limburg (PV);2034;516.9;208.8;271.7;33.0;3.4
453;Limburg (PV);2035;515.2;209.4;269.4;33.0;3.4
454;Limburg (PV);2036;513.6;210.1;267.2;32.9;3.4
455;Limburg (PV);2037;511.7;210.6;264.9;32.8;3.4
456;Limburg (PV);2038;509.9;210.9;262.9;32.8;3.4
457;Limburg (PV);2039;507.9;211.2;260.6;32.7;3.4
458;Limburg (PV);2040;505.9;211.4;258.6;32.6;3.4
459;Oost-Groningen (CR);2014;67.8;22.5;40.4;4.5;0.4
460;Oost-Groningen (CR);2015;67.9;22.6;40.2;4.6;0.5
461;Oost-Groningen (CR);2016;67.9;22.8;40.0;4.5;0.5
462;Oost-Groningen (CR);2017;67.9;22.9;39.9;4.6;0.6
463;Oost-Groningen (CR);2018;67.8;23.0;39.7;4.5;0.6
464;Oost-Groningen (CR);2019;67.7;23.0;39.5;4.5;0.6
465;Oost-Groningen (CR);2020;67.6;23.0;39.5;4.5;0.6
466;Oost-Groningen (CR);2021;67.5;23.0;39.3;4.5;0.6
467;Oost-Groningen (CR);2022;67.4;23.1;39.2;4.5;0.6
468;Oost-Groningen (CR);2023;67.4;23.2;39.0;4.5;0.6
469;Oost-Groningen (CR);2024;67.3;23.4;38.8;4.4;0.6
470;Oost-Groningen (CR);2025;67.3;23.6;38.6;4.4;0.7
471;Oost-Groningen (CR);2026;67.2;23.6;38.5;4.4;0.7
472;Oost-Groningen (CR);2027;67.2;23.6;38.5;4.4;0.7
473;Oost-Groningen (CR);2028;67.1;23.7;38.4;4.3;0.7
474;Oost-Groningen (CR);2029;67.0;23.8;38.2;4.3;0.7
475;Oost-Groningen (CR);2030;66.9;23.8;38.1;4.3;0.7
476;Oost-Groningen (CR);2031;66.9;23.8;38.0;4.3;0.7
477;Oost-Groningen (CR);2032;66.7;24.0;37.8;4.2;0.7
478;Oost-Groningen (CR);2033;66.6;24.0;37.6;4.3;0.7
479;Oost-Groningen (CR);2034;66.5;24.1;37.4;4.3;0.7
480;Oost-Groningen (CR);2035;66.4;24.2;37.2;4.3;0.7
481;Oost-Groningen (CR);2036;66.3;24.3;37.0;4.3;0.7
482;Oost-Groningen (CR);2037;66.3;24.5;36.8;4.3;0.7
483;Oost-Groningen (CR);2038;66.2;24.5;36.6;4.3;0.7
484;Oost-Groningen (CR);2039;66.1;24.5;36.5;4.3;0.7
485;Oost-Groningen (CR);2040;66.0;24.5;36.5;4.3;0.7
486;Delfzijl en omgeving (CR);2014;22.1;7.7;12.8;1.4;0.2
487;Delfzijl en omgeving (CR);2015;22.1;7.8;12.8;1.4;0.2
488;Delfzijl en omgeving (CR);2016;22.0;7.8;12.7;1.3;0.2
489;Delfzijl en omgeving (CR);2017;22.0;7.9;12.7;1.3;0.2
490;Delfzijl en omgeving (CR);2018;21.9;7.8;12.6;1.3;0.2
491;Delfzijl en omgeving (CR);2019;21.9;7.9;12.6;1.2;0.2
492;Delfzijl en omgeving (CR);2020;21.8;7.9;12.5;1.2;0.2
493;Delfzijl en omgeving (CR);2021;21.8;7.9;12.5;1.2;0.2
494;Delfzijl en omgeving (CR);2022;21.7;7.9;12.4;1.2;0.2
495;Delfzijl en omgeving (CR);2023;21.6;7.8;12.4;1.2;0.2
496;Delfzijl en omgeving (CR);2024;21.5;7.9;12.3;1.2;0.2
497;Delfzijl en omgeving (CR);2025;21.5;7.8;12.3;1.1;0.2
498;Delfzijl en omgeving (CR);2026;21.3;7.8;12.2;1.1;0.2
499;Delfzijl en omgeving (CR);2027;21.3;7.7;12.2;1.1;0.2
500;Delfzijl en omgeving (CR);2028;21.2;7.8;12.1;1.1;0.2
501;Delfzijl en omgeving (CR);2029;21.0;7.8;12.0;1.1;0.2
502;Delfzijl en omgeving (CR);2030;20.9;7.8;11.9;1.1;0.2
503;Delfzijl en omgeving (CR);2031;20.8;7.7;11.8;1.1;0.2
504;Delfzijl en omgeving (CR);2032;20.7;7.7;11.7;1.1;0.2
505;Delfzijl en omgeving (CR);2033;20.6;7.7;11.6;1.1;0.2
506;Delfzijl en omgeving (CR);2034;20.4;7.7;11.5;1.1;0.2
507;Delfzijl en omgeving (CR);2035;20.3;7.6;11.4;1.1;0.2
508;Delfzijl en omgeving (CR);2036;20.2;7.6;11.3;1.0;0.2
509;Delfzijl en omgeving (CR);2037;20.0;7.5;11.3;1.0;0.2
510;Delfzijl en omgeving (CR);2038;19.9;7.5;11.1;1.0;0.2
511;Delfzijl en omgeving (CR);2039;19.7;7.5;11.0;1.0;0.2
512;Delfzijl en omgeving (CR);2040;19.6;7.4;11.0;1.0;0.2
513;Overig Groningen (CR);2014;199.3;98.0;87.8;12.0;1.5
514;Overig Groningen (CR);2015;202.3;100.1;88.4;12.3;1.5
515;Overig Groningen (CR);2016;204.8;101.6;89.3;12.4;1.5
516;Overig Groningen (CR);2017;207.6;103.4;90.0;12.7;1.5
517;Overig Groningen (CR);2018;210.1;105.1;90.7;12.8;1.6
518;Overig Groningen (CR);2019;212.7;107.0;91.2;12.9;1.6
519;Overig Groningen (CR);2020;214.9;108.5;91.8;13.0;1.6
520;Overig Groningen (CR);2021;217.2;110.1;92.2;13.2;1.6
521;Overig Groningen (CR);2022;219.2;111.7;92.7;13.3;1.7
522;Overig Groningen (CR);2023;221.1;113.1;93.0;13.3;1.6
523;Overig Groningen (CR);2024;222.8;114.5;93.3;13.4;1.6
524;Overig Groningen (CR);2025;224.1;115.6;93.4;13.4;1.7
525;Overig Groningen (CR);2026;224.9;116.3;93.4;13.5;1.7
526;Overig Groningen (CR);2027;225.5;116.8;93.3;13.6;1.7
527;Overig Groningen (CR);2028;225.9;117.3;93.2;13.6;1.7
528;Overig Groningen (CR);2029;226.1;117.9;92.8;13.7;1.7
529;Overig Groningen (CR);2030;226.3;118.4;92.5;13.7;1.7
530;Overig Groningen (CR);2031;226.2;118.6;92.2;13.8;1.7
531;Overig Groningen (CR);2032;226.0;118.7;91.7;13.9;1.7
532;Overig Groningen (CR);2033;225.7;118.8;91.4;13.9;1.7
533;Overig Groningen (CR);2034;225.3;118.6;91.1;14.0;1.6
534;Overig Groningen (CR);2035;224.9;118.7;90.5;14.0;1.6
535;Overig Groningen (CR);2036;224.6;118.9;89.9;14.1;1.6
536;Overig Groningen (CR);2037;224.1;118.8;89.4;14.2;1.7
537;Overig Groningen (CR);2038;223.7;118.9;89.0;14.2;1.6
538;Overig Groningen (CR);2039;223.6;119.2;88.6;14.2;1.7
539;Overig Groningen (CR);2040;223.4;119.4;88.1;14.2;1.7
540;Noord-Friesland (CR);2014;151.8;56.7;84.5;9.6;1.0
541;Noord-Friesland (CR);2015;152.9;57.5;84.6;9.7;1.1
542;Noord-Friesland (CR);2016;153.8;58.0;84.9;9.7;1.2
543;Noord-Friesland (CR);2017;154.7;58.7;85.0;9.8;1.2
544;Noord-Friesland (CR);2018;155.5;59.1;85.3;9.9;1.2
545;Noord-Friesland (CR);2019;156.1;59.6;85.4;9.9;1.2
546;Noord-Friesland (CR);2020;157.0;60.3;85.5;9.9;1.3
547;Noord-Friesland (CR);2021;157.6;60.7;85.6;9.9;1.3
548;Noord-Friesland (CR);2022;158.2;61.1;85.9;9.9;1.3
549;Noord-Friesland (CR);2023;158.7;61.5;86.0;9.9;1.3
550;Noord-Friesland (CR);2024;159.2;61.8;86.2;9.9;1.3
551;Noord-Friesland (CR);2025;159.6;62.2;86.1;9.9;1.3
552;Noord-Friesland (CR);2026;159.9;62.5;86.0;9.9;1.4
553;Noord-Friesland (CR);2027;159.9;62.9;85.8;9.9;1.3
554;Noord-Friesland (CR);2028;160.1;63.2;85.7;9.8;1.3
555;Noord-Friesland (CR);2029;160.3;63.7;85.6;9.8;1.3
556;Noord-Friesland (CR);2030;160.6;64.2;85.4;9.7;1.4
557;Noord-Friesland (CR);2031;160.8;64.4;85.2;9.8;1.4
558;Noord-Friesland (CR);2032;161.0;64.8;85.0;9.8;1.4
559;Noord-Friesland (CR);2033;161.1;65.2;84.8;9.8;1.4
560;Noord-Friesland (CR);2034;161.2;65.6;84.5;9.8;1.4
561;Noord-Friesland (CR);2035;161.4;65.9;84.3;9.8;1.4
562;Noord-Friesland (CR);2036;161.4;66.2;84.0;9.8;1.4
563;Noord-Friesland (CR);2037;161.5;66.5;83.8;9.7;1.4
564;Noord-Friesland (CR);2038;161.5;66.8;83.4;9.8;1.4
565;Noord-Friesland (CR);2039;161.5;67.1;83.2;9.8;1.4
566;Noord-Friesland (CR);2040;161.5;67.1;83.1;9.8;1.4
567;Zuidwest-Friesland (CR);2014;46.0;14.9;28.1;2.8;0.2
568;Zuidwest-Friesland (CR);2015;46.3;15.1;28.1;2.8;0.3
569;Zuidwest-Friesland (CR);2016;46.6;15.2;28.2;2.9;0.3
570;Zuidwest-Friesland (CR);2017;46.9;15.3;28.4;2.9;0.3
571;Zuidwest-Friesland (CR);2018;47.2;15.5;28.5;2.9;0.3
572;Zuidwest-Friesland (CR);2019;47.4;15.6;28.6;2.9;0.3
573;Zuidwest-Friesland (CR);2020;47.7;15.8;28.7;3.0;0.3
574;Zuidwest-Friesland (CR);2021;48.0;15.9;28.9;3.0;0.3
575;Zuidwest-Friesland (CR);2022;48.3;16.1;29.0;2.9;0.3
576;Zuidwest-Friesland (CR);2023;48.6;16.3;29.1;2.9;0.3
577;Zuidwest-Friesland (CR);2024;48.8;16.5;29.1;2.9;0.3
578;Zuidwest-Friesland (CR);2025;49.0;16.7;29.2;2.8;0.3
579;Zuidwest-Friesland (CR);2026;49.3;16.9;29.2;2.8;0.3
580;Zuidwest-Friesland (CR);2027;49.5;17.1;29.2;2.8;0.4
581;Zuidwest-Friesland (CR);2028;49.6;17.2;29.2;2.8;0.4
582;Zuidwest-Friesland (CR);2029;49.4;17.2;29.2;2.8;0.4
583;Zuidwest-Friesland (CR);2030;49.3;17.1;29.1;2.8;0.4
584;Zuidwest-Friesland (CR);2031;49.1;17.1;28.9;2.7;0.4
585;Zuidwest-Friesland (CR);2032;48.9;17.0;28.8;2.7;0.4
586;Zuidwest-Friesland (CR);2033;48.6;16.8;28.7;2.7;0.4
587;Zuidwest-Friesland (CR);2034;48.2;16.6;28.6;2.7;0.4
588;Zuidwest-Friesland (CR);2035;47.8;16.3;28.4;2.6;0.4
589;Zuidwest-Friesland (CR);2036;47.4;16.1;28.3;2.6;0.4
590;Zuidwest-Friesland (CR);2037;47.0;16.0;28.1;2.6;0.4
591;Zuidwest-Friesland (CR);2038;46.7;15.9;27.9;2.5;0.4
592;Zuidwest-Friesland (CR);2039;46.4;15.8;27.7;2.5;0.3
593;Zuidwest-Friesland (CR);2040;46.1;15.6;27.6;2.5;0.3
594;Zuidoost-Friesland (CR);2014;91.1;30.2;55.2;5.3;0.5
595;Zuidoost-Friesland (CR);2015;91.8;30.8;55.4;5.2;0.5
596;Zuidoost-Friesland (CR);2016;92.3;31.0;55.6;5.2;0.5
597;Zuidoost-Friesland (CR);2017;92.7;31.4;55.7;5.1;0.5
598;Zuidoost-Friesland (CR);2018;93.2;31.7;55.9;5.1;0.5
599;Zuidoost-Friesland (CR);2019;93.5;31.8;56.2;5.0;0.5
600;Zuidoost-Friesland (CR);2020;93.8;32.1;56.3;5.0;0.5
601;Zuidoost-Friesland (CR);2021;94.2;32.5;56.3;4.9;0.5
602;Zuidoost-Friesland (CR);2022;94.3;32.7;56.3;4.9;0.5
603;Zuidoost-Friesland (CR);2023;94.5;33.0;56.3;4.8;0.5
604;Zuidoost-Friesland (CR);2024;94.6;33.2;56.2;4.7;0.5
605;Zuidoost-Friesland (CR);2025;94.9;33.3;56.3;4.7;0.5
606;Zuidoost-Friesland (CR);2026;95.0;33.5;56.3;4.6;0.5
607;Zuidoost-Friesland (CR);2027;95.0;33.6;56.3;4.7;0.5
608;Zuidoost-Friesland (CR);2028;95.2;33.7;56.4;4.6;0.5
609;Zuidoost-Friesland (CR);2029;95.4;34.0;56.4;4.6;0.5
610;Zuidoost-Friesland (CR);2030;95.6;34.2;56.4;4.5;0.5
611;Zuidoost-Friesland (CR);2031;95.8;34.4;56.4;4.5;0.5
612;Zuidoost-Friesland (CR);2032;95.9;34.6;56.3;4.5;0.5
613;Zuidoost-Friesland (CR);2033;96.1;34.9;56.3;4.4;0.5
614;Zuidoost-Friesland (CR);2034;96.3;34.9;56.5;4.4;0.5
615;Zuidoost-Friesland (CR);2035;96.3;35.1;56.4;4.4;0.5
616;Zuidoost-Friesland (CR);2036;96.5;35.3;56.3;4.4;0.5
617;Zuidoost-Friesland (CR);2037;96.6;35.3;56.3;4.4;0.5
618;Zuidoost-Friesland (CR);2038;96.7;35.1;56.6;4.4;0.5
619;Zuidoost-Friesland (CR);2039;96.6;35.2;56.5;4.4;0.5
620;Zuidoost-Friesland (CR);2040;96.7;35.4;56.3;4.4;0.5
621;Noord-Drenthe (CR);2014;84.4;27.7;50.7;5.5;0.5
622;Noord-Drenthe (CR);2015;85.0;28.3;50.6;5.6;0.5
623;Noord-Drenthe (CR);2016;85.5;28.8;50.5;5.7;0.5
624;Noord-Drenthe (CR);2017;86.0;29.3;50.4;5.8;0.5
625;Noord-Drenthe (CR);2018;86.5;29.9;50.3;5.8;0.5
626;Noord-Drenthe (CR);2019;86.9;30.4;50.2;5.8;0.5
627;Noord-Drenthe (CR);2020;87.3;30.8;50.2;5.8;0.5
628;Noord-Drenthe (CR);2021;87.8;31.4;50.1;5.8;0.5
629;Noord-Drenthe (CR);2022;88.2;31.8;50.0;5.9;0.5
630;Noord-Drenthe (CR);2023;88.6;32.2;50.1;5.8;0.5
631;Noord-Drenthe (CR);2024;88.8;32.5;50.0;5.8;0.5
632;Noord-Drenthe (CR);2025;89.1;32.8;50.0;5.7;0.5
633;Noord-Drenthe (CR);2026;89.4;33.1;50.0;5.7;0.5
634;Noord-Drenthe (CR);2027;89.8;33.6;50.0;5.7;0.5
635;Noord-Drenthe (CR);2028;90.1;33.9;50.1;5.6;0.5
636;Noord-Drenthe (CR);2029;90.6;34.2;50.2;5.6;0.5
637;Noord-Drenthe (CR);2030;91.0;34.5;50.4;5.6;0.5
638;Noord-Drenthe (CR);2031;91.0;34.8;50.3;5.5;0.5
639;Noord-Drenthe (CR);2032;91.4;35.1;50.2;5.6;0.5
640;Noord-Drenthe (CR);2033;91.6;35.4;50.1;5.5;0.5
641;Noord-Drenthe (CR);2034;91.9;35.8;50.1;5.5;0.5
642;Noord-Drenthe (CR);2035;92.0;35.9;50.0;5.5;0.5
643;Noord-Drenthe (CR);2036;92.2;36.1;50.0;5.6;0.5
644;Noord-Drenthe (CR);2037;92.4;36.4;50.0;5.5;0.5
645;Noord-Drenthe (CR);2038;92.4;36.5;49.8;5.5;0.5
646;Noord-Drenthe (CR);2039;92.3;36.6;49.6;5.6;0.5
647;Noord-Drenthe (CR);2040;92.5;36.9;49.4;5.7;0.5
648;Zuidoost-Drenthe (CR);2014;74.9;24.0;46.1;4.6;0.3
649;Zuidoost-Drenthe (CR);2015;75.3;24.6;45.9;4.5;0.3
650;Zuidoost-Drenthe (CR);2016;75.6;25.0;45.9;4.4;0.3
651;Zuidoost-Drenthe (CR);2017;75.8;25.3;45.8;4.4;0.3
652;Zuidoost-Drenthe (CR);2018;75.9;25.6;45.7;4.3;0.3
653;Zuidoost-Drenthe (CR);2019;76.1;26.0;45.5;4.3;0.4
654;Zuidoost-Drenthe (CR);2020;76.2;26.2;45.4;4.2;0.4
655;Zuidoost-Drenthe (CR);2021;76.4;26.5;45.3;4.2;0.4
656;Zuidoost-Drenthe (CR);2022;76.5;26.7;45.3;4.2;0.4
657;Zuidoost-Drenthe (CR);2023;76.6;27.0;45.2;4.1;0.4
658;Zuidoost-Drenthe (CR);2024;76.9;27.4;45.0;4.1;0.3
659;Zuidoost-Drenthe (CR);2025;77.1;27.7;44.9;4.1;0.3
660;Zuidoost-Drenthe (CR);2026;77.3;28.0;44.9;4.0;0.3
661;Zuidoost-Drenthe (CR);2027;77.5;28.5;44.7;4.0;0.3
662;Zuidoost-Drenthe (CR);2028;77.6;28.8;44.5;3.9;0.3
663;Zuidoost-Drenthe (CR);2029;77.7;29.1;44.4;3.9;0.3
664;Zuidoost-Drenthe (CR);2030;77.8;29.4;44.2;3.8;0.3
665;Zuidoost-Drenthe (CR);2031;77.7;29.6;44.0;3.8;0.3
666;Zuidoost-Drenthe (CR);2032;77.6;29.7;43.8;3.7;0.3
667;Zuidoost-Drenthe (CR);2033;77.6;29.9;43.6;3.7;0.3
668;Zuidoost-Drenthe (CR);2034;77.5;30.1;43.4;3.7;0.3
669;Zuidoost-Drenthe (CR);2035;77.5;30.2;43.3;3.7;0.3
670;Zuidoost-Drenthe (CR);2036;77.3;30.2;43.1;3.7;0.4
671;Zuidoost-Drenthe (CR);2037;77.1;30.4;42.8;3.6;0.3
672;Zuidoost-Drenthe (CR);2038;76.9;30.3;42.6;3.6;0.3
673;Zuidoost-Drenthe (CR);2039;76.6;30.3;42.4;3.6;0.3
674;Zuidoost-Drenthe (CR);2040;76.5;30.5;42.1;3.6;0.3
675;Zuidwest-Drenthe (CR);2014;56.4;18.2;34.7;3.3;0.3
676;Zuidwest-Drenthe (CR);2015;56.8;18.6;34.6;3.3;0.3
677;Zuidwest-Drenthe (CR);2016;57.2;18.9;34.6;3.3;0.3
678;Zuidwest-Drenthe (CR);2017;57.5;19.1;34.8;3.3;0.3
679;Zuidwest-Drenthe (CR);2018;57.8;19.3;34.8;3.3;0.3
680;Zuidwest-Drenthe (CR);2019;58.0;19.6;34.8;3.3;0.3
681;Zuidwest-Drenthe (CR);2020;58.2;19.8;34.8;3.3;0.3
682;Zuidwest-Drenthe (CR);2021;58.4;20.0;34.8;3.2;0.3
683;Zuidwest-Drenthe (CR);2022;58.6;20.3;34.8;3.3;0.3
684;Zuidwest-Drenthe (CR);2023;58.7;20.4;34.8;3.3;0.3
685;Zuidwest-Drenthe (CR);2024;58.9;20.5;34.9;3.2;0.3
686;Zuidwest-Drenthe (CR);2025;59.2;20.8;34.8;3.2;0.3
687;Zuidwest-Drenthe (CR);2026;59.5;21.1;34.8;3.2;0.3
688;Zuidwest-Drenthe (CR);2027;59.7;21.3;34.9;3.2;0.3
689;Zuidwest-Drenthe (CR);2028;59.9;21.5;34.8;3.2;0.3
690;Zuidwest-Drenthe (CR);2029;60.0;21.6;34.9;3.2;0.4
691;Zuidwest-Drenthe (CR);2030;60.3;21.9;34.9;3.2;0.3
692;Zuidwest-Drenthe (CR);2031;60.6;22.1;34.9;3.2;0.4
693;Zuidwest-Drenthe (CR);2032;60.7;22.3;34.8;3.2;0.4
694;Zuidwest-Drenthe (CR);2033;60.8;22.4;34.8;3.2;0.4
695;Zuidwest-Drenthe (CR);2034;60.8;22.4;34.7;3.3;0.4
696;Zuidwest-Drenthe (CR);2035;60.8;22.5;34.7;3.2;0.4
697;Zuidwest-Drenthe (CR);2036;60.8;22.6;34.6;3.2;0.4
698;Zuidwest-Drenthe (CR);2037;60.7;22.6;34.5;3.2;0.4
699;Zuidwest-Drenthe (CR);2038;60.7;22.5;34.6;3.2;0.4
700;Zuidwest-Drenthe (CR);2039;60.7;22.6;34.4;3.2;0.4
701;Zuidwest-Drenthe (CR);2040;60.6;22.7;34.3;3.2;0.4
702;Noord-Overijssel (CR);2014;152.7;50.4;92.8;8.7;0.9
703;Noord-Overijssel (CR);2015;154.3;51.3;93.3;8.9;0.8
704;Noord-Overijssel (CR);2016;155.7;52.0;93.9;9.0;0.8
705;Noord-Overijssel (CR);2017;157.1;52.6;94.4;9.2;0.8
706;Noord-Overijssel (CR);2018;158.2;53.0;95.0;9.3;0.8
707;Noord-Overijssel (CR);2019;159.4;53.6;95.6;9.4;0.8
708;Noord-Overijssel (CR);2020;160.6;54.2;96.0;9.5;0.9
709;Noord-Overijssel (CR);2021;161.9;54.8;96.5;9.7;0.8
710;Noord-Overijssel (CR);2022;163.1;55.5;97.1;9.7;0.8
711;Noord-Overijssel (CR);2023;164.3;56.1;97.5;9.8;0.8
712;Noord-Overijssel (CR);2024;165.4;56.8;98.0;9.8;0.8
713;Noord-Overijssel (CR);2025;166.5;57.2;98.5;9.9;0.8
714;Noord-Overijssel (CR);2026;167.6;57.9;98.9;9.9;0.8
715;Noord-Overijssel (CR);2027;168.7;58.4;99.4;10.0;0.8
716;Noord-Overijssel (CR);2028;169.7;59.1;99.9;9.9;0.9
717;Noord-Overijssel (CR);2029;170.5;59.5;100.2;10.0;0.9
718;Noord-Overijssel (CR);2030;171.1;59.9;100.4;9.9;0.9
719;Noord-Overijssel (CR);2031;171.6;60.3;100.5;9.8;0.9
720;Noord-Overijssel (CR);2032;172.1;60.6;100.8;9.8;0.9
721;Noord-Overijssel (CR);2033;172.5;60.8;101.0;9.8;0.9
722;Noord-Overijssel (CR);2034;172.8;61.1;101.0;9.8;0.9
723;Noord-Overijssel (CR);2035;173.1;61.4;101.0;9.8;0.9
724;Noord-Overijssel (CR);2036;173.3;61.6;101.0;9.8;0.9
725;Noord-Overijssel (CR);2037;173.4;61.8;100.9;9.8;0.9
726;Noord-Overijssel (CR);2038;173.5;61.8;101.0;9.8;0.9
727;Noord-Overijssel (CR);2039;173.5;61.8;101.1;9.8;0.9
728;Noord-Overijssel (CR);2040;173.6;62.0;100.9;9.8;0.9
729;Zuidwest-Overijssel (CR);2014;67.3;22.8;40.0;4.2;0.3
730;Zuidwest-Overijssel (CR);2015;67.8;23.0;40.2;4.2;0.4
731;Zuidwest-Overijssel (CR);2016;68.3;23.2;40.5;4.2;0.3
732;Zuidwest-Overijssel (CR);2017;68.7;23.3;40.7;4.3;0.4
733;Zuidwest-Overijssel (CR);2018;69.2;23.6;41.0;4.3;0.4
734;Zuidwest-Overijssel (CR);2019;69.7;23.8;41.2;4.3;0.3
735;Zuidwest-Overijssel (CR);2020;70.1;24.0;41.5;4.3;0.4
736;Zuidwest-Overijssel (CR);2021;70.5;24.2;41.8;4.2;0.3
737;Zuidwest-Overijssel (CR);2022;70.9;24.3;41.9;4.3;0.3
738;Zuidwest-Overijssel (CR);2023;71.2;24.4;42.2;4.3;0.3
739;Zuidwest-Overijssel (CR);2024;71.5;24.5;42.4;4.2;0.3
740;Zuidwest-Overijssel (CR);2025;71.7;24.7;42.5;4.2;0.3
741;Zuidwest-Overijssel (CR);2026;72.0;24.8;42.6;4.2;0.3
742;Zuidwest-Overijssel (CR);2027;72.2;25.0;42.7;4.2;0.3
743;Zuidwest-Overijssel (CR);2028;72.6;25.2;42.8;4.2;0.3
744;Zuidwest-Overijssel (CR);2029;72.8;25.5;42.8;4.2;0.3
745;Zuidwest-Overijssel (CR);2030;73.2;25.8;42.9;4.2;0.3
746;Zuidwest-Overijssel (CR);2031;73.4;26.0;43.0;4.2;0.3
747;Zuidwest-Overijssel (CR);2032;73.7;26.1;43.1;4.2;0.3
748;Zuidwest-Overijssel (CR);2033;73.9;26.3;43.1;4.2;0.3
749;Zuidwest-Overijssel (CR);2034;74.1;26.4;43.2;4.2;0.3
750;Zuidwest-Overijssel (CR);2035;74.3;26.7;43.2;4.2;0.3
751;Zuidwest-Overijssel (CR);2036;74.3;26.7;43.2;4.1;0.3
752;Zuidwest-Overijssel (CR);2037;74.4;26.8;43.1;4.2;0.3
