ID;SBI93;Perioden;Bedrijven_1;WerkzamePersonenFTEEindSeptember_2;WerknemersFTEOpEigenLoonlijst_3;TotaleBedrijfsopbrengsten_4;TotaleNettoOmzet_5;OmzetHoofdactiviteit_6;OmzetUitNevenactiviteiten_7;OverigeBedrijfsopbrengsten_8;TotaleBedrijfslasten_9;InkoopwaardeOmzet_10;InkoopwaardeHandelsgoederen_11;InkoopwaardeGrondEnHulpstoffen_12;Arbeidskosten_13;BrutoLonenEnSalarissen_14;OverigePersoneelskosten_15;Verkoopkosten_16;KostenVanHuisvesting_17;KostenEnergieverbruik_18;KostenMachinesEnInstallaties_19;KostenVervoermiddelen_20;Communicatiekosten_21;KostenVanDienstverleningDoorDerden_22;OverigeBedrijfslasten_23;AfschrijvingenOpVasteActiva_24;Bedrijfsresultaat_25;SaldoOverigeFinancieleResultaten_26;ResultaatVoorBelastingen_27
109;55302 Cafetaria's, lunchrooms ..;2001;9420.0;33.0;22.3;2129.0;2056.0;;;73.0;1774.0;725.0;;;361.0;301.0;;72.0;;59.0;;;;33.0;;133.0;355.0;-25.0;330.0
110;55302 Cafetaria's, lunchrooms ..;2002;9045.0;36.9;26.0;2218.0;2133.0;2110.0;24.0;85.0;1872.0;718.0;46.0;649.0;402.0;335.0;20.0;76.0;225.0;57.0;35.0;24.0;10.0;40.0;121.0;144.0;346.0;-30.0;316.0
111;55302 Cafetaria's, lunchrooms ..;2003;9055.0;34.5;23.6;2120.0;2047.0;2027.0;19.0;74.0;1836.0;695.0;38.0;645.0;408.0;338.0;19.0;74.0;246.0;67.0;33.0;22.0;9.0;36.0;104.0;124.0;284.0;-10.0;274.0
112;55302 Cafetaria's, lunchrooms ..;2004;8625.0;37.7;25.2;2098.0;2003.0;1990.0;13.0;94.0;1876.0;662.0;24.0;627.0;418.0;346.0;;78.0;232.0;77.0;37.0;26.0;10.0;40.0;113.0;129.0;222.0;-28.0;194.0
113;55302 Cafetaria's, lunchrooms ..;2005;8675.0;36.9;24.9;2148.0;2055.0;2026.0;29.0;94.0;1875.0;620.0;28.0;583.0;414.0;342.0;61.0;81.0;236.0;84.0;42.0;28.0;11.0;37.0;120.0;142.0;274.0;-33.0;241.0
114;5540 Cafés en dergelijke;2000;12060.0;34.8;25.8;2463.0;;;;;2067.0;768.0;;;480.0;399.0;36.0;;238.0;64.0;;;;;;161.0;396.0;-22.0;374.0
115;5540 Cafés en dergelijke;2001;11510.0;38.2;25.8;2525.0;2507.0;;;18.0;2075.0;793.0;;;474.0;393.0;;82.0;;65.0;;;;47.0;;149.0;450.0;-26.0;424.0
116;5540 Cafés en dergelijke;2002;11055.0;42.8;27.3;2640.0;2626.0;2566.0;61.0;14.0;2192.0;795.0;67.0;717.0;510.0;425.0;66.0;96.0;249.0;67.0;50.0;19.0;15.0;45.0;112.0;167.0;448.0;-49.0;399.0
117;5540 Cafés en dergelijke;2003;10980.0;39.3;26.6;2496.0;2486.0;2446.0;40.0;10.0;2129.0;771.0;58.0;699.0;524.0;435.0;52.0;81.0;239.0;67.0;49.0;19.0;15.0;52.0;110.0;150.0;367.0;-26.0;341.0
118;5540 Cafés en dergelijke;2004;10480.0;36.1;23.0;2437.0;2423.0;2379.0;43.0;14.0;2107.0;765.0;10.0;723.0;513.0;425.0;52.0;68.0;256.0;63.0;41.0;23.0;13.0;44.0;120.0;148.0;329.0;-28.0;301.0
119;5540 Cafés en dergelijke;2005;10345.0;;;2505.0;2497.0;2490.0;8.0;7.0;2135.0;779.0;38.0;740.0;519.0;430.0;72.0;75.0;265.0;70.0;48.0;17.0;14.0;45.0;110.0;120.0;369.0;-25.0;344.0
120;555 Kantines en catering;2000;2610.0;22.8;20.1;1808.0;;;;;1692.0;737.0;;;638.0;;60.0;;60.0;12.0;;;;;;47.0;115.0;-5.0;110.0
121;555 Kantines en catering;2001;2470.0;26.4;22.9;2000.0;1980.0;;;19.0;1851.0;812.0;;;712.0;562.0;;21.0;;11.0;;;;22.0;;55.0;149.0;-9.0;140.0
122;555 Kantines en catering;2002;2610.0;27.7;23.1;2135.0;2093.0;2084.0;9.0;43.0;2031.0;831.0;20.0;795.0;751.0;598.0;136.0;31.0;66.0;13.0;16.0;28.0;10.0;28.0;68.0;54.0;104.0;-15.0;89.0
123;555 Kantines en catering;2003;2595.0;27.4;22.0;2188.0;2140.0;2124.0;15.0;49.0;2065.0;832.0;1.0;819.0;780.0;628.0;139.0;26.0;71.0;12.0;16.0;31.0;8.0;25.0;59.0;65.0;124.0;-7.0;117.0
124;555 Kantines en catering;2004;2795.0;;;;;;;;;;;;;;;;;;;;;;;;;;
125;555 Kantines en catering;2005;2790.0;28.1;21.2;2021.0;1939.0;1934.0;5.0;82.0;1887.0;771.0;0.0;756.0;704.0;566.0;117.0;27.0;60.0;14.0;17.0;30.0;9.0;27.0;54.0;57.0;134.0;-13.0;121.0
126;71 Verhuur van transportmiddelen, ..;2000;4345.0;;18.5;6602.0;;;;;6030.0;;;;601.0;502.0;108.0;;109.0;14.0;;;;;;;572.0;-148.0;424.0
127;71 Verhuur van transportmiddelen, ..;2001;4315.0;23.5;19.0;7565.0;7512.0;;;53.0;6928.0;3220.0;;;651.0;541.0;;96.0;;14.0;;;;80.0;;2332.0;638.0;-253.0;385.0
128;71 Verhuur van transportmiddelen, ..;2002;4460.0;23.5;18.4;8225.0;8155.0;7491.0;664.0;70.0;7727.0;3654.0;245.0;3151.0;650.0;538.0;100.0;106.0;117.0;15.0;53.0;123.0;32.0;123.0;129.0;2625.0;498.0;-72.0;426.0
129;71 Verhuur van transportmiddelen, ..;2003;4260.0;23.4;18.3;7777.0;7709.0;7082.0;626.0;69.0;7281.0;3056.0;239.0;2565.0;705.0;584.0;119.0;105.0;127.0;15.0;41.0;108.0;33.0;96.0;128.0;2748.0;497.0;-181.0;316.0
130;71 Verhuur van transportmiddelen, ..;2004;4715.0;22.7;17.7;7572.0;7490.0;6745.0;745.0;83.0;7056.0;3182.0;315.0;2597.0;702.0;581.0;104.0;104.0;129.0;16.0;52.0;126.0;36.0;93.0;133.0;2379.0;517.0;-122.0;395.0
131;71 Verhuur van transportmiddelen, ..;2005;4470.0;22.8;18.5;7549.0;7428.0;6807.0;621.0;121.0;6868.0;3017.0;299.0;2417.0;716.0;591.0;96.0;102.0;130.0;16.0;48.0;125.0;35.0;100.0;116.0;2366.0;681.0;-75.0;606.0
132;711 Verhuur van personenauto's;2000;410.0;;;;;;;;;;;;;;;;;;;;;;;;;;
133;711 Verhuur van personenauto's;2001;425.0;6.9;6.3;5135.0;5105.0;;;30.0;4827.0;2426.0;;;241.0;200.0;;46.0;;3.0;;;;36.0;;1888.0;308.0;-177.0;131.0
134;711 Verhuur van personenauto's;2002;470.0;6.2;5.7;5000.0;4956.0;4612.0;343.0;44.0;4707.0;2328.0;95.0;2203.0;227.0;186.0;38.0;39.0;33.0;3.0;10.0;28.0;13.0;33.0;50.0;1906.0;292.0;-5.0;287.0
135;711 Verhuur van personenauto's;2003;415.0;;;;;;;;;;;;;;;;;;;;;;;;;;
136;711 Verhuur van personenauto's;2004;425.0;;;;;;;;;;;;;;;;;;;;;;;;;;
137;711 Verhuur van personenauto's;2005;395.0;;;;;;;;;;;;;;;;;;;;;;;;;;
138;7110a Verhuur van transportmiddelen;2000;840.0;;;;;;;;;;;;;;;;;;;;;;;;;;
139;7110a Verhuur van transportmiddelen;2001;835.0;;;;;;;;;;;;;;;;;;;;;;;;;;
140;7110a Verhuur van transportmiddelen;2002;905.0;;;;;;;;;;;;;;;;;;;;;;;;;;
141;7110a Verhuur van transportmiddelen;2003;815.0;7.2;6.3;5769.0;5739.0;5442.0;297.0;30.0;5480.0;2368.0;81.0;2186.0;301.0;246.0;50.0;46.0;49.0;4.0;8.0;33.0;18.0;58.0;57.0;2489.0;289.0;-152.0;137.0
142;7110a Verhuur van transportmiddelen;2004;825.0;7.4;6.4;5399.0;5353.0;5079.0;274.0;46.0;5142.0;2430.0;94.0;2241.0;297.0;245.0;42.0;47.0;47.0;4.0;9.0;52.0;20.0;50.0;66.0;2079.0;256.0;-75.0;181.0
143;7110a Verhuur van transportmiddelen;2005;770.0;6.4;5.7;5258.0;5182.0;4958.0;224.0;76.0;4840.0;2224.0;130.0;2043.0;283.0;230.0;33.0;45.0;43.0;4.0;10.0;;17.0;52.0;50.0;2040.0;417.0;-48.0;369.0
144;7120a VH transportmiddelen en machines;2000;1415.0;;;;;;;;;;;;;;;;;;;;;;;;;;
145;7120a VH transportmiddelen en machines;2001;1425.0;7.4;6.0;1346.0;1329.0;;;17.0;1191.0;487.0;;;211.0;176.0;;27.0;;4.0;;;;27.0;;246.0;155.0;-46.0;109.0
146;7120a VH transportmiddelen en machines;2002;1580.0;;;;;;;;;;;;;;;;;;;;;;;;;;
147;7120a VH transportmiddelen en machines;2003;1525.0;;;;;;;;;;;;;;;;;;;;;;;;;;
148;7120a VH transportmiddelen en machines;2004;1685.0;;;;;;;;;;;;;;;;;;;;;;;;;;
149;7120a VH transportmiddelen en machines;2005;1615.0;;;;;;;;;;;;;;;;;;;;;;;;;;
150;713 Verhuur van machines en werktuigen;2000;985.0;;;;;;;;;;;;;;;;;;;;;;;;;;
151;713 Verhuur van machines en werktuigen;2001;1015.0;;;;;;;;;;;;;;;;;;;;;;;;;;
152;713 Verhuur van machines en werktuigen;2002;1145.0;;;;;;;;;;;;;;;;;;;;;;;;;;
153;713 Verhuur van machines en werktuigen;2003;1125.0;;;;;;;;;;;;;;;;;;;;;;;;;;
154;713 Verhuur van machines en werktuigen;2004;1285.0;6.6;5.3;1086.0;1077.0;757.0;320.0;9.0;947.0;366.0;149.0;154.0;206.0;171.0;31.0;32.0;36.0;5.0;27.0;41.0;9.0;21.0;34.0;138.0;139.0;-16.0;123.0
155;713 Verhuur van machines en werktuigen;2005;1240.0;7.4;6.2;1098.0;1084.0;842.0;242.0;13.0;957.0;348.0;106.0;170.0;233.0;195.0;29.0;33.0;40.0;4.0;21.0;50.0;10.0;26.0;30.0;134.0;140.0;-8.0;132.0
156;714 Verhuur van overige roerende ..;2000;2520.0;;;;;;;;;;;;;;;;;;;;;;;;;;
157;714 Verhuur van overige roerende ..;2001;2460.0;9.2;6.8;1084.0;1078.0;;;7.0;909.0;308.0;;;198.0;165.0;;23.0;;7.0;;;;17.0;;198.0;175.0;-29.0;146.0
158;714 Verhuur van overige roerende ..;2002;2410.0;;;;;;;;;;;;;;;;;;;;;;;;;;
159;714 Verhuur van overige roerende ..;2003;2325.0;9.7;7.0;1036.0;1026.0;902.0;123.0;11.0;907.0;308.0;62.0;154.0;209.0;175.0;38.0;31.0;47.0;7.0;17.0;38.0;9.0;22.0;43.0;138.0;130.0;-19.0;111.0
160;714 Verhuur van overige roerende ..;2004;2600.0;8.7;6.1;1088.0;1060.0;909.0;151.0;28.0;966.0;386.0;72.0;201.0;198.0;164.0;31.0;26.0;46.0;7.0;16.0;33.0;8.0;23.0;32.0;161.0;121.0;-30.0;91.0
161;714 Verhuur van overige roerende ..;2005;2465.0;8.9;6.5;1194.0;1161.0;1007.0;155.0;32.0;1070.0;445.0;63.0;203.0;200.0;166.0;34.0;25.0;47.0;8.0;17.0;35.0;9.0;22.0;36.0;193.0;123.0;-18.0;105.0
162;72 Computerservice- en ..;2000;14020.0;;;;;;;;;;;;;;;;;;;;;;;;;;
163;72 Computerservice- en ..;2001;16770.0;139.2;124.1;14492.0;14385.0;;;107.0;13288.0;3669.0;;;5412.0;4635.0;;357.0;;30.0;;;;346.0;;542.0;1204.0;-203.0;1001.0
164;72 Computerservice- en ..;2002;17560.0;123.0;105.1;13368.0;13232.0;12332.0;900.0;136.0;12183.0;2771.0;598.0;1609.0;5249.0;4471.0;855.0;292.0;457.0;26.0;315.0;628.0;144.0;330.0;628.0;487.0;1184.0;-147.0;1037.0
165;72 Computerservice- en ..;2003;17790.0;116.1;99.7;13213.0;13074.0;12204.0;870.0;139.0;12150.0;2690.0;769.0;1331.0;5329.0;4482.0;783.0;258.0;418.0;34.0;378.0;579.0;170.0;391.0;618.0;500.0;1063.0;18.0;1081.0
166;72 Computerservice- en ..;2004;18495.0;109.9;95.4;13710.0;13551.0;13111.0;441.0;158.0;12577.0;;;;5240.0;4385.0;890.0;310.0;424.0;26.0;243.0;592.0;130.0;245.0;571.0;391.0;1132.0;-73.0;1059.0
167;72 Computerservice- en ..;2005;17630.0;123.8;105.2;15559.0;15348.0;14411.0;937.0;211.0;13860.0;3805.0;634.0;2204.0;5791.0;4893.0;937.0;346.0;478.0;40.0;202.0;657.0;163.0;344.0;615.0;482.0;1699.0;96.0;1795.0
168;721 Adviesbureaus op het gebied van ..;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;721 Adviesbureaus op het gebied van ..;2001;;40.4;34.0;4116.0;4078.0;;;37.0;3741.0;1076.0;;;1495.0;1284.0;;100.0;;9.0;;;;89.0;;135.0;375.0;8.0;383.0
170;721 Adviesbureaus op het gebied van ..;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;721 Adviesbureaus op het gebied van ..;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;721 Adviesbureaus op het gebied van ..;2004;215.0;;;;;;;;;;;;;;;;;;;;;;;;;;
173;721 Adviesbureaus op het gebied van ..;2005;495.0;;;;;;;;;;;;;;;;;;;;;;;;;;
174;7220a Computerservices, geen ..;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;7220a Computerservices, geen ..;2001;;98.7;90.2;10377.0;10307.0;;;69.0;9547.0;2593.0;;;3916.0;3350.0;;257.0;;20.0;;;;258.0;;409.0;830.0;-213.0;617.0
176;7220a Computerservices, geen ..;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;7220a Computerservices, geen ..;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;7220a Computerservices, geen ..;2004;18285.0;;;;;;;;;;;;;;;;;;;;;;;;;;
179;7220a Computerservices, geen ..;2005;17130.0;;;;;;;;;;;;;;;;;;;;;;;;;;
180;74 Overige zakelijke dienstverlening;2000;89460.0;;;;;;;;;;;;;;;;;;;;;;;;;;
181;74 Overige zakelijke dienstverlening;2001;91125.0;;;;;;;;;;;;;;;;;;;;;;;;;;
182;74 Overige zakelijke dienstverlening;2002;98535.0;562.1;539.8;58042.0;57355.0;56308.0;1047.0;687.0;51064.0;15357.0;307.0;12503.0;20928.0;17362.0;3075.0;1210.0;1907.0;192.0;575.0;1403.0;622.0;1384.0;2553.0;1858.0;6978.0;-473.0;6505.0
183;74 Overige zakelijke dienstverlening;2003;101190.0;552.0;532.4;57708.0;57050.0;55784.0;1266.0;658.0;50956.0;15107.0;711.0;12025.0;21324.0;17729.0;2943.0;1115.0;1994.0;190.0;578.0;1448.0;605.0;1403.0;2468.0;1780.0;6740.0;-361.0;6379.0
184;74 Overige zakelijke dienstverlening;2004;105860.0;541.2;519.8;59364.0;58669.0;57439.0;1230.0;695.0;52252.0;15886.0;651.0;13171.0;21452.0;17808.0;3159.0;1193.0;2007.0;202.0;560.0;1571.0;636.0;1441.0;2482.0;1663.0;7112.0;-170.0;6942.0
185;74 Overige zakelijke dienstverlening;2005;110240.0;567.9;540.9;63703.0;62901.0;61550.0;1351.0;802.0;55506.0;17560.0;566.0;14673.0;22475.0;18721.0;3545.0;1233.0;2063.0;211.0;559.0;1607.0;639.0;1436.0;2553.0;1625.0;8197.0;-130.0;8067.0
186;7411 Rechtskundige dienstverlening;2000;3575.0;;;;;;;;;;;;;;;;;;;;;;;;;;
187;7411 Rechtskundige dienstverlening;2001;3440.0;;;;;;;;;;;;;;;;;;;;;;;;;;
188;7411 Rechtskundige dienstverlening;2002;3150.0;32.3;27.2;3287.0;3252.0;3228.0;24.0;35.0;2272.0;101.0;1.0;93.0;1187.0;1009.0;137.0;54.0;198.0;15.0;49.0;39.0;49.0;81.0;243.0;120.0;1015.0;-33.0;982.0
189;7411 Rechtskundige dienstverlening;2003;3195.0;33.2;29.8;3582.0;3544.0;3516.0;29.0;38.0;2547.0;158.0;0.0;153.0;1329.0;1132.0;141.0;67.0;223.0;16.0;54.0;45.0;56.0;87.0;244.0;126.0;1035.0;-37.0;998.0
190;7411 Rechtskundige dienstverlening;2004;3195.0;32.5;28.8;3614.0;3580.0;3542.0;38.0;34.0;2590.0;154.0;1.0;151.0;1346.0;1151.0;165.0;62.0;231.0;17.0;51.0;44.0;56.0;93.0;243.0;127.0;1025.0;-24.0;1001.0
191;7411 Rechtskundige dienstverlening;2005;3395.0;33.0;28.8;3886.0;3850.0;3823.0;27.0;36.0;2842.0;206.0;1.0;203.0;1450.0;1245.0;207.0;70.0;246.0;18.0;50.0;49.0;56.0;101.0;264.0;126.0;1044.0;-30.0;1014.0
192;7412 Accountants, boekhoudbureaus, ..;2000;12830.0;;;;;;;;;;;;;;;;;;;;;;;;;;
193;7412 Accountants, boekhoudbureaus, ..;2001;12395.0;80.2;67.0;6938.0;6872.0;;;66.0;5696.0;406.0;;;3079.0;2618.0;;150.0;;25.0;;;;195.0;;300.0;1241.0;-61.0;1180.0
194;7412 Accountants, boekhoudbureaus, ..;2002;12620.0;78.7;65.3;6817.0;6763.0;6682.0;81.0;54.0;5593.0;330.0;3.0;128.0;3078.0;2582.0;469.0;138.0;333.0;28.0;81.0;213.0;103.0;186.0;322.0;313.0;1223.0;-115.0;1108.0
195;7412 Accountants, boekhoudbureaus, ..;2003;12635.0;77.5;64.2;6929.0;6873.0;6837.0;36.0;56.0;5747.0;398.0;6.0;197.0;3175.0;2677.0;402.0;129.0;370.0;28.0;86.0;221.0;96.0;204.0;334.0;304.0;1180.0;-98.0;1082.0
196;7412 Accountants, boekhoudbureaus, ..;2004;13095.0;75.0;64.1;7095.0;7044.0;6999.0;45.0;51.0;5858.0;382.0;2.0;127.0;3210.0;2711.0;400.0;163.0;386.0;34.0;85.0;232.0;106.0;227.0;343.0;290.0;1237.0;10.0;1247.0
197;7412 Accountants, boekhoudbureaus, ..;2005;13480.0;75.6;62.6;7227.0;7156.0;7126.0;29.0;71.0;5997.0;;;;3277.0;2775.0;457.0;149.0;394.0;34.0;82.0;220.0;91.0;226.0;356.0;285.0;1230.0;-51.0;1179.0
198;7413 Markt- en opinieonderzoekbureaus;2000;2610.0;;;;;;;;;;;;;;;;;;;;;;;;;;
199;7413 Markt- en opinieonderzoekbureaus;2001;2630.0;;;;;;;;;;;;;;;;;;;;;;;;;;
200;7413 Markt- en opinieonderzoekbureaus;2002;2790.0;;;;;;;;;;;;;;;;;;;;;;;;;;
201;7413 Markt- en opinieonderzoekbureaus;2003;2795.0;;;;;;;;;;;;;;;;;;;;;;;;;;
202;7413 Markt- en opinieonderzoekbureaus;2004;2715.0;;;;;;;;;;;;;;;;;;;;;;;;;;
203;7413 Markt- en opinieonderzoekbureaus;2005;2890.0;11.9;9.1;1410.0;1400.0;1396.0;4.0;9.0;1203.0;424.0;5.0;334.0;422.0;358.0;62.0;41.0;56.0;4.0;15.0;35.0;18.0;43.0;51.0;32.0;206.0;6.0;212.0
204;7414 Economische onderzoek-, advies- ..;2000;20615.0;;;;;;;;;;;;;;;;;;;;;;;;;;
205;7414 Economische onderzoek-, advies- ..;2001;21965.0;;;;;;;;;;;;;;;;;;;;;;;;;;
206;7414 Economische onderzoek-, advies- ..;2002;25895.0;;;;;;;;;;;;;;;;;;;;;;;;;;
207;7414 Economische onderzoek-, advies- ..;2003;27350.0;;;;;;;;;;;;;;;;;;;;;;;;;;
208;7414 Economische onderzoek-, advies- ..;2004;28985.0;;;;;;;;;;;;;;;;;;;;;;;;;;
209;7414 Economische onderzoek-, advies- ..;2005;31210.0;65.8;44.5;7934.0;7888.0;7825.0;63.0;46.0;6380.0;1564.0;24.0;1174.0;2603.0;2194.0;418.0;220.0;220.0;18.0;67.0;369.0;113.0;186.0;392.0;209.0;1554.0;8.0;1562.0
210;7413a Economische adviesverlening en ..;2000;23225.0;;;;;;;;;;;;;;;;;;;;;;;;;;
211;7413a Economische adviesverlening en ..;2001;24595.0;;;;;;;;;;;;;;;;;;;;;;;;;;
212;7413a Economische adviesverlening en ..;2002;28685.0;76.0;56.6;8409.0;8345.0;8020.0;325.0;63.0;7079.0;1746.0;57.0;1402.0;2930.0;2441.0;374.0;255.0;279.0;22.0;88.0;282.0;110.0;239.0;492.0;262.0;1330.0;-56.0;1274.0
213;7413a Economische adviesverlening en ..;2003;30145.0;;;;;;;;;;;;;;;;;;;;;;;;;;
214;7413a Economische adviesverlening en ..;2004;31700.0;71.4;50.1;8340.0;8297.0;8230.0;67.0;43.0;6976.0;1650.0;31.0;1366.0;2829.0;2387.0;439.0;239.0;258.0;21.0;82.0;390.0;120.0;224.0;477.0;246.0;1364.0;-33.0;1331.0
215;7413a Economische adviesverlening en ..;2005;34100.0;77.7;53.6;9344.0;9288.0;9221.0;67.0;55.0;7583.0;1988.0;29.0;1508.0;3025.0;2552.0;480.0;261.0;276.0;22.0;82.0;404.0;131.0;229.0;443.0;241.0;1760.0;14.0;1774.0
216;742 Architecten-, ingenieurs- en ..;2000;13945.0;88.8;74.8;8844.0;;;;;7963.0;2817.0;;;3000.0;2513.0;558.0;;282.0;25.0;;;;;;263.0;881.0;-23.0;858.0
217;742 Architecten-, ingenieurs- en ..;2001;14040.0;96.9;81.0;9871.0;9785.0;;;86.0;8926.0;2959.0;;;3545.0;2966.0;;177.0;;30.0;;;;218.0;;293.0;945.0;-6.0;939.0
218;742 Architecten-, ingenieurs- en ..;2002;14985.0;94.8;78.5;10173.0;9963.0;9825.0;138.0;209.0;9365.0;3117.0;55.0;2150.0;3618.0;2988.0;631.0;198.0;332.0;31.0;107.0;215.0;87.0;291.0;437.0;302.0;808.0;-26.0;782.0
219;742 Architecten-, ingenieurs- en ..;2003;15265.0;95.1;78.8;9907.0;9762.0;9322.0;440.0;145.0;9085.0;;;;3764.0;3126.0;601.0;167.0;347.0;33.0;106.0;216.0;82.0;296.0;419.0;;821.0;-15.0;806.0
220;742 Architecten-, ingenieurs- en ..;2004;15950.0;90.5;75.7;10211.0;10004.0;9548.0;457.0;207.0;9179.0;2750.0;253.0;1807.0;3819.0;3159.0;594.0;183.0;355.0;34.0;119.0;239.0;91.0;288.0;432.0;275.0;1032.0;-6.0;1026.0
221;742 Architecten-, ingenieurs- en ..;2005;16470.0;97.4;80.4;10900.0;10728.0;10483.0;245.0;172.0;9631.0;2981.0;170.0;2228.0;4006.0;3323.0;638.0;190.0;362.0;37.0;105.0;249.0;85.0;261.0;445.0;272.0;1269.0;-12.0;1257.0
222;74201 Architecten- en technische ..;2000;5870.0;;;;;;;;;;;;;;;;;;;;;;;;;;
223;74201 Architecten- en technische ..;2001;5800.0;31.0;25.0;2582.0;2566.0;;;16.0;2147.0;426.0;;;1051.0;878.0;;42.0;;12.0;;;;69.0;;91.0;435.0;-1.0;434.0
224;74201 Architecten- en technische ..;2002;6035.0;;;;;;;;;;;;;;;;;;;;;;;;;;
225;74201 Architecten- en technische ..;2003;6120.0;;;;;;;;;;;;;;;;;;;;;;;;;;
226;74201 Architecten- en technische ..;2004;6370.0;;;;;;;;;;;;;;;;;;;;;;;;;;
227;74201 Architecten- en technische ..;2005;6540.0;;;;;;;;;;;;;;;;;;;;;;;;;;
228;7420a Ingenieurs- en technische bureaus;2000;8070.0;;;;;;;;;;;;;;;;;;;;;;;;;;
229;7420a Ingenieurs- en technische bureaus;2001;8245.0;65.8;56.1;7289.0;7219.0;;;70.0;6780.0;2534.0;;;2494.0;2089.0;;136.0;;18.0;;;;150.0;;201.0;508.0;-3.0;505.0
230;7420a Ingenieurs- en technische bureaus;2002;8955.0;;;;;;;;;;;;;;;;;;;;;;;;;;
231;7420a Ingenieurs- en technische bureaus;2003;9145.0;;;;;;;;;;;;;;;;;;;;;;;;;;
232;7420a Ingenieurs- en technische bureaus;2004;9580.0;;;;;;;;;;;;;;;;;;;;;;;;;;
233;7420a Ingenieurs- en technische bureaus;2005;9930.0;;;;;;;;;;;;;;;;;;;;;;;;;;
234;743 Keuring en controle;2000;495.0;8.4;7.4;684.0;;;;;627.0;66.0;;;309.0;;48.0;;;;;;;;;33.0;56.0;-3.0;53.0
235;743 Keuring en controle;2001;515.0;9.0;8.5;798.0;782.0;;;16.0;741.0;101.0;;;357.0;294.0;;23.0;;4.0;;;;54.0;;40.0;58.0;4.0;62.0
236;743 Keuring en controle;2002;550.0;9.0;8.1;844.0;826.0;804.0;22.0;17.0;783.0;114.0;16.0;68.0;371.0;300.0;75.0;21.0;26.0;6.0;18.0;25.0;13.0;40.0;36.0;38.0;60.0;-11.0;49.0
237;743 Keuring en controle;2003;580.0;9.8;8.8;948.0;920.0;874.0;46.0;28.0;874.0;;;;415.0;338.0;78.0;25.0;32.0;5.0;17.0;26.0;15.0;51.0;57.0;47.0;75.0;-11.0;64.0
238;743 Keuring en controle;2004;620.0;;;;;;;;;;;;;;;;;;;;;;;;;;
239;743 Keuring en controle;2005;655.0;10.8;9.8;1041.0;1013.0;959.0;54.0;28.0;962.0;127.0;15.0;71.0;474.0;382.0;71.0;36.0;33.0;7.0;20.0;35.0;18.0;37.0;53.0;51.0;79.0;-6.0;73.0
240;744 Reclamebureaus en dergelijke;2000;11170.0;;;6405.0;;;;;5578.0;;;;;;129.0;;;;;;;;;151.0;827.0;-8.0;819.0
241;744 Reclamebureaus en dergelijke;2001;11365.0;38.9;27.8;5987.0;5973.0;;;14.0;5227.0;3204.0;;;1025.0;872.0;;109.0;;18.0;;;;99.0;;160.0;760.0;-69.0;691.0
242;744 Reclamebureaus en dergelijke;2002;11925.0;37.4;24.9;6143.0;6125.0;6038.0;88.0;17.0;5431.0;3469.0;51.0;3007.0;969.0;820.0;122.0;111.0;144.0;18.0;51.0;108.0;46.0;103.0;139.0;150.0;712.0;-31.0;681.0
243;744 Reclamebureaus en dergelijke;2003;12060.0;37.5;25.9;6363.0;6322.0;6281.0;41.0;40.0;5642.0;3544.0;87.0;3157.0;1123.0;955.0;116.0;100.0;157.0;17.0;45.0;103.0;41.0;76.0;168.0;153.0;720.0;-119.0;601.0
244;744 Reclamebureaus en dergelijke;2004;12550.0;41.0;25.0;6636.0;6601.0;6528.0;73.0;35.0;5916.0;4154.0;46.0;3912.0;915.0;774.0;134.0;82.0;139.0;15.0;41.0;84.0;36.0;72.0;129.0;115.0;720.0;3.0;723.0
245;744 Reclamebureaus en dergelijke;2005;12625.0;41.5;25.4;6630.0;6605.0;6555.0;50.0;25.0;5880.0;4054.0;41.0;3857.0;948.0;807.0;144.0;91.0;148.0;16.0;39.0;86.0;34.0;77.0;128.0;113.0;750.0;-12.0;738.0
246;74501 Uitzendbureaus;2000;1565.0;;;;;;;;;;;;;;;;;;;;;;;;;;
247;74501 Uitzendbureaus;2001;2060.0;;;7577.0;;;;;;;;;;;;;;;;;;;;;;;
248;74501 Uitzendbureaus;2002;2625.0;27.4;75.0;7185.0;7127.0;7111.0;17.0;58.0;6690.0;3351.0;0.0;3313.0;2364.0;1914.0;158.0;117.0;143.0;11.0;36.0;109.0;61.0;82.0;155.0;105.0;495.0;-9.0;486.0
249;74501 Uitzendbureaus;2003;2760.0;25.3;69.6;6760.0;6692.0;6662.0;31.0;68.0;6396.0;3302.0;0.0;3247.0;2159.0;1737.0;179.0;103.0;130.0;11.0;35.0;88.0;52.0;94.0;157.0;84.0;363.0;-9.0;354.0
250;74501 Uitzendbureaus;2004;2765.0;;;;;;;;;;;;;;;;;;;;;;;;;;
251;74501 Uitzendbureaus;2005;2750.0;;;;;;;;;;;;;;;;;;;;;;;;;;
252;7450a Uitzend- en uitleenbedrijven;2000;2335.0;;;;;;;;;;;;;;;;;;;;;;;;;;
253;7450a Uitzend- en uitleenbedrijven;2001;3025.0;;;;;;;;;;;;;;;;;;;;;;;;;;
