ID;ProvincialeHeffingen;RegioS;Perioden;ProvincialeHeffingenInMlnEuro_1
850;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2008;168.0
851;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2009;172.0
852;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2010;173.8
853;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2011;178.1
854;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2012;181.5
855;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2013;184.2
856;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2014;195.5
857;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2015;200.5
858;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2016;201.8
859;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2017;211.9
860;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2018;212.8
861;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2019;218.9
862;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2020;218.6
863;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2021;226.2
864;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2022;229.2
865;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2023;239.4
866;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2024;254.0
867;Opcenten motorrijtuigenbelastingen;Gelderland (PV);2025;276.7
868;Opcenten motorrijtuigenbelastingen;Utrecht (PV);1995;9.8
869;Opcenten motorrijtuigenbelastingen;Utrecht (PV);1996;10.4
870;Opcenten motorrijtuigenbelastingen;Utrecht (PV);1997;36.8
871;Opcenten motorrijtuigenbelastingen;Utrecht (PV);1998;43.1
872;Opcenten motorrijtuigenbelastingen;Utrecht (PV);1999;47.7
873;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2000;54.0
874;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2001;60.1
875;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2002;64.8
876;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2003;72.7
877;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2004;79.8
878;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2005;83.3
879;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2006;92.1
880;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2007;94.4
881;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2008;99.5
882;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2009;103.8
883;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2010;105.9
884;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2011;108.8
885;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2012;108.7
886;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2013;107.3
887;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2014;114.3
888;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2015;112.6
889;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2016;115.9
890;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2017;118.1
891;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2018;121.1
892;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2019;122.0
893;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2020;128.0
894;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2021;133.4
895;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2022;139.4
896;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2023;145.1
897;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2024;151.3
898;Opcenten motorrijtuigenbelastingen;Utrecht (PV);2025;163.5
899;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);1995;23.0
900;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);1996;24.5
901;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);1997;78.6
902;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);1998;86.0
903;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);1999;87.4
904;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2000;89.0
905;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2001;90.6
906;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2002;90.2
907;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2003;90.9
908;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2004;111.5
909;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2005;114.7
910;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2006;121.7
911;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2007;153.1
912;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2008;165.7
913;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2009;188.0
914;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2010;190.5
915;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2011;189.9
916;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2012;194.8
917;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2013;180.3
918;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2014;188.5
919;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2015;185.4
920;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2016;190.0
921;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2017;195.4
922;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2018;199.4
923;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2019;204.2
924;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2020;210.1
925;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2021;218.1
926;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2022;225.1
927;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2023;229.1
928;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2024;269.2
929;Opcenten motorrijtuigenbelastingen;Noord-Holland (PV);2025;294.7
930;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);1995;35.0
931;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);1996;88.9
932;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);1997;108.3
933;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);1998;121.2
934;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);1999;122.3
935;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2000;135.1
936;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2001;147.0
937;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2002;158.6
938;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2003;169.6
939;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2004;201.9
940;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2005;220.6
941;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2006;221.7
942;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2007;228.1
943;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2008;280.2
944;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2009;304.0
945;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2010;315.0
946;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2011;322.4
947;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2012;320.0
948;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2013;310.0
949;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2014;325.0
950;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2015;330.0
951;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2016;323.0
952;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2017;323.9
953;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2018;334.0
954;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2019;339.0
955;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2020;335.2
956;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2021;339.5
957;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2022;350.9
958;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2023;378.8
959;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2024;388.3
960;Opcenten motorrijtuigenbelastingen;Zuid-Holland (PV);2025;412.8
961;Opcenten motorrijtuigenbelastingen;Zeeland (PV);1995;3.6
962;Opcenten motorrijtuigenbelastingen;Zeeland (PV);1996;3.6
963;Opcenten motorrijtuigenbelastingen;Zeeland (PV);1997;13.7
964;Opcenten motorrijtuigenbelastingen;Zeeland (PV);1998;14.9
965;Opcenten motorrijtuigenbelastingen;Zeeland (PV);1999;15.7
966;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2000;17.1
967;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2001;18.6
968;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2002;20.2
969;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2003;21.8
970;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2004;23.2
971;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2005;24.4
972;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2006;26.1
973;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2007;26.6
974;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2008;28.5
975;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2009;30.0
976;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2010;30.2
977;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2011;30.2
978;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2012;34.7
979;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2013;34.6
980;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2014;35.5
981;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2015;35.5
982;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2016;36.3
983;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2017;38.6
984;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2018;39.0
985;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2019;43.5
986;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2020;44.8
987;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2021;45.6
988;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2022;41.9
989;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2023;43.6
990;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2024;43.8
991;Opcenten motorrijtuigenbelastingen;Zeeland (PV);2025;44.1
992;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);1995;25.5
993;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);1996;26.8
994;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);1997;85.7
995;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);1998;97.2
996;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);1999;101.7
997;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2000;111.5
998;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2001;119.0
999;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2002;134.7
1000;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2003;152.8
1001;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2004;165.4
1002;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2005;169.5
1003;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2006;177.3
1004;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2007;187.4
1005;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2008;195.5
1006;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2009;205.1
1007;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2010;212.4
1008;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2011;211.0
1009;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2012;217.0
1010;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2013;234.0
1011;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2014;245.0
1012;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2015;247.0
1013;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2016;253.0
1014;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2017;255.7
1015;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2018;249.5
1016;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2019;257.0
1017;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2020;257.0
1018;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2021;267.4
1019;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2022;273.9
1020;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2023;282.1
1021;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2024;289.2
1022;Opcenten motorrijtuigenbelastingen;Noord-Brabant (PV);2025;305.3
1023;Opcenten motorrijtuigenbelastingen;Limburg (PV);1995;8.1
1024;Opcenten motorrijtuigenbelastingen;Limburg (PV);1996;8.3
1025;Opcenten motorrijtuigenbelastingen;Limburg (PV);1997;36.3
1026;Opcenten motorrijtuigenbelastingen;Limburg (PV);1998;39.6
1027;Opcenten motorrijtuigenbelastingen;Limburg (PV);1999;41.6
1028;Opcenten motorrijtuigenbelastingen;Limburg (PV);2000;45.5
1029;Opcenten motorrijtuigenbelastingen;Limburg (PV);2001;50.3
1030;Opcenten motorrijtuigenbelastingen;Limburg (PV);2002;54.3
1031;Opcenten motorrijtuigenbelastingen;Limburg (PV);2003;59.4
1032;Opcenten motorrijtuigenbelastingen;Limburg (PV);2004;66.9
1033;Opcenten motorrijtuigenbelastingen;Limburg (PV);2005;73.4
1034;Opcenten motorrijtuigenbelastingen;Limburg (PV);2006;80.4
1035;Opcenten motorrijtuigenbelastingen;Limburg (PV);2007;87.0
1036;Opcenten motorrijtuigenbelastingen;Limburg (PV);2008;91.9
1037;Opcenten motorrijtuigenbelastingen;Limburg (PV);2009;96.5
1038;Opcenten motorrijtuigenbelastingen;Limburg (PV);2010;99.0
1039;Opcenten motorrijtuigenbelastingen;Limburg (PV);2011;102.7
1040;Opcenten motorrijtuigenbelastingen;Limburg (PV);2012;95.7
1041;Opcenten motorrijtuigenbelastingen;Limburg (PV);2013;96.7
1042;Opcenten motorrijtuigenbelastingen;Limburg (PV);2014;96.2
1043;Opcenten motorrijtuigenbelastingen;Limburg (PV);2015;99.2
1044;Opcenten motorrijtuigenbelastingen;Limburg (PV);2016;100.1
1045;Opcenten motorrijtuigenbelastingen;Limburg (PV);2017;103.2
1046;Opcenten motorrijtuigenbelastingen;Limburg (PV);2018;105.2
1047;Opcenten motorrijtuigenbelastingen;Limburg (PV);2019;106.9
1048;Opcenten motorrijtuigenbelastingen;Limburg (PV);2020;108.4
1049;Opcenten motorrijtuigenbelastingen;Limburg (PV);2021;109.4
1050;Opcenten motorrijtuigenbelastingen;Limburg (PV);2022;110.5
1051;Opcenten motorrijtuigenbelastingen;Limburg (PV);2023;115.7
1052;Opcenten motorrijtuigenbelastingen;Limburg (PV);2024;119.0
1053;Opcenten motorrijtuigenbelastingen;Limburg (PV);2025;126.6
1054;Opslag omroepbijdragen;Nederland;1995;25.4
1055;Opslag omroepbijdragen;Nederland;1996;26.2
1056;Opslag omroepbijdragen;Nederland;1997;26.7
1057;Opslag omroepbijdragen;Nederland;1998;37.6
1058;Opslag omroepbijdragen;Nederland;1999;38.8
1059;Opslag omroepbijdragen;Nederland;2000;39.8
1060;Opslag omroepbijdragen;Nederland;2001;
1061;Opslag omroepbijdragen;Nederland;2002;
1062;Opslag omroepbijdragen;Nederland;2003;
1063;Opslag omroepbijdragen;Nederland;2004;
1064;Opslag omroepbijdragen;Nederland;2005;
1065;Opslag omroepbijdragen;Nederland;2006;
1066;Opslag omroepbijdragen;Nederland;2007;
1067;Opslag omroepbijdragen;Nederland;2008;
1068;Opslag omroepbijdragen;Nederland;2009;
1069;Opslag omroepbijdragen;Nederland;2010;
1070;Opslag omroepbijdragen;Nederland;2011;
1071;Opslag omroepbijdragen;Nederland;2012;
1072;Opslag omroepbijdragen;Nederland;2013;
1073;Opslag omroepbijdragen;Nederland;2014;
1074;Opslag omroepbijdragen;Nederland;2015;
1075;Opslag omroepbijdragen;Nederland;2016;
1076;Opslag omroepbijdragen;Nederland;2017;
1077;Opslag omroepbijdragen;Nederland;2018;
1078;Opslag omroepbijdragen;Nederland;2019;
1079;Opslag omroepbijdragen;Nederland;2020;
1080;Opslag omroepbijdragen;Nederland;2021;
1081;Opslag omroepbijdragen;Nederland;2022;
1082;Opslag omroepbijdragen;Nederland;2023;
1083;Opslag omroepbijdragen;Nederland;2024;
1084;Opslag omroepbijdragen;Nederland;2025;
1085;Opslag omroepbijdragen;Noord-Nederland (LD);1995;2.8
1086;Opslag omroepbijdragen;Noord-Nederland (LD);1996;2.9
1087;Opslag omroepbijdragen;Noord-Nederland (LD);1997;3.0
1088;Opslag omroepbijdragen;Noord-Nederland (LD);1998;5.1
1089;Opslag omroepbijdragen;Noord-Nederland (LD);1999;5.9
1090;Opslag omroepbijdragen;Noord-Nederland (LD);2000;5.9
1091;Opslag omroepbijdragen;Noord-Nederland (LD);2001;
1092;Opslag omroepbijdragen;Noord-Nederland (LD);2002;
1093;Opslag omroepbijdragen;Noord-Nederland (LD);2003;
1094;Opslag omroepbijdragen;Noord-Nederland (LD);2004;
1095;Opslag omroepbijdragen;Noord-Nederland (LD);2005;
1096;Opslag omroepbijdragen;Noord-Nederland (LD);2006;
1097;Opslag omroepbijdragen;Noord-Nederland (LD);2007;
1098;Opslag omroepbijdragen;Noord-Nederland (LD);2008;
1099;Opslag omroepbijdragen;Noord-Nederland (LD);2009;
1100;Opslag omroepbijdragen;Noord-Nederland (LD);2010;
1101;Opslag omroepbijdragen;Noord-Nederland (LD);2011;
1102;Opslag omroepbijdragen;Noord-Nederland (LD);2012;
1103;Opslag omroepbijdragen;Noord-Nederland (LD);2013;
1104;Opslag omroepbijdragen;Noord-Nederland (LD);2014;
1105;Opslag omroepbijdragen;Noord-Nederland (LD);2015;
1106;Opslag omroepbijdragen;Noord-Nederland (LD);2016;
1107;Opslag omroepbijdragen;Noord-Nederland (LD);2017;
1108;Opslag omroepbijdragen;Noord-Nederland (LD);2018;
1109;Opslag omroepbijdragen;Noord-Nederland (LD);2019;
1110;Opslag omroepbijdragen;Noord-Nederland (LD);2020;
1111;Opslag omroepbijdragen;Noord-Nederland (LD);2021;
1112;Opslag omroepbijdragen;Noord-Nederland (LD);2022;
1113;Opslag omroepbijdragen;Noord-Nederland (LD);2023;
1114;Opslag omroepbijdragen;Noord-Nederland (LD);2024;
1115;Opslag omroepbijdragen;Noord-Nederland (LD);2025;
1116;Opslag omroepbijdragen;Oost-Nederland (LD);1995;5.5
1117;Opslag omroepbijdragen;Oost-Nederland (LD);1996;5.6
1118;Opslag omroepbijdragen;Oost-Nederland (LD);1997;5.7
1119;Opslag omroepbijdragen;Oost-Nederland (LD);1998;12.5
1120;Opslag omroepbijdragen;Oost-Nederland (LD);1999;12.5
1121;Opslag omroepbijdragen;Oost-Nederland (LD);2000;12.7
1122;Opslag omroepbijdragen;Oost-Nederland (LD);2001;
1123;Opslag omroepbijdragen;Oost-Nederland (LD);2002;
1124;Opslag omroepbijdragen;Oost-Nederland (LD);2003;
1125;Opslag omroepbijdragen;Oost-Nederland (LD);2004;
1126;Opslag omroepbijdragen;Oost-Nederland (LD);2005;
1127;Opslag omroepbijdragen;Oost-Nederland (LD);2006;
1128;Opslag omroepbijdragen;Oost-Nederland (LD);2007;
1129;Opslag omroepbijdragen;Oost-Nederland (LD);2008;
1130;Opslag omroepbijdragen;Oost-Nederland (LD);2009;
1131;Opslag omroepbijdragen;Oost-Nederland (LD);2010;
1132;Opslag omroepbijdragen;Oost-Nederland (LD);2011;
1133;Opslag omroepbijdragen;Oost-Nederland (LD);2012;
1134;Opslag omroepbijdragen;Oost-Nederland (LD);2013;
1135;Opslag omroepbijdragen;Oost-Nederland (LD);2014;
1136;Opslag omroepbijdragen;Oost-Nederland (LD);2015;
1137;Opslag omroepbijdragen;Oost-Nederland (LD);2016;
1138;Opslag omroepbijdragen;Oost-Nederland (LD);2017;
1139;Opslag omroepbijdragen;Oost-Nederland (LD);2018;
1140;Opslag omroepbijdragen;Oost-Nederland (LD);2019;
1141;Opslag omroepbijdragen;Oost-Nederland (LD);2020;
1142;Opslag omroepbijdragen;Oost-Nederland (LD);2021;
1143;Opslag omroepbijdragen;Oost-Nederland (LD);2022;
1144;Opslag omroepbijdragen;Oost-Nederland (LD);2023;
1145;Opslag omroepbijdragen;Oost-Nederland (LD);2024;
1146;Opslag omroepbijdragen;Oost-Nederland (LD);2025;
1147;Opslag omroepbijdragen;West-Nederland (LD);1995;11.4
1148;Opslag omroepbijdragen;West-Nederland (LD);1996;11.8
1149;Opslag omroepbijdragen;West-Nederland (LD);1997;11.9
1150;Opslag omroepbijdragen;West-Nederland (LD);1998;12.7
1151;Opslag omroepbijdragen;West-Nederland (LD);1999;12.9
1152;Opslag omroepbijdragen;West-Nederland (LD);2000;13.8
1153;Opslag omroepbijdragen;West-Nederland (LD);2001;
1154;Opslag omroepbijdragen;West-Nederland (LD);2002;
1155;Opslag omroepbijdragen;West-Nederland (LD);2003;
1156;Opslag omroepbijdragen;West-Nederland (LD);2004;
1157;Opslag omroepbijdragen;West-Nederland (LD);2005;
1158;Opslag omroepbijdragen;West-Nederland (LD);2006;
1159;Opslag omroepbijdragen;West-Nederland (LD);2007;
1160;Opslag omroepbijdragen;West-Nederland (LD);2008;
1161;Opslag omroepbijdragen;West-Nederland (LD);2009;
1162;Opslag omroepbijdragen;West-Nederland (LD);2010;
1163;Opslag omroepbijdragen;West-Nederland (LD);2011;
1164;Opslag omroepbijdragen;West-Nederland (LD);2012;
1165;Opslag omroepbijdragen;West-Nederland (LD);2013;
1166;Opslag omroepbijdragen;West-Nederland (LD);2014;
1167;Opslag omroepbijdragen;West-Nederland (LD);2015;
1168;Opslag omroepbijdragen;West-Nederland (LD);2016;
1169;Opslag omroepbijdragen;West-Nederland (LD);2017;
1170;Opslag omroepbijdragen;West-Nederland (LD);2018;
1171;Opslag omroepbijdragen;West-Nederland (LD);2019;
1172;Opslag omroepbijdragen;West-Nederland (LD);2020;
1173;Opslag omroepbijdragen;West-Nederland (LD);2021;
1174;Opslag omroepbijdragen;West-Nederland (LD);2022;
1175;Opslag omroepbijdragen;West-Nederland (LD);2023;
1176;Opslag omroepbijdragen;West-Nederland (LD);2024;
1177;Opslag omroepbijdragen;West-Nederland (LD);2025;
1178;Opslag omroepbijdragen;Zuid-Nederland (LD);1995;5.8
1179;Opslag omroepbijdragen;Zuid-Nederland (LD);1996;5.9
1180;Opslag omroepbijdragen;Zuid-Nederland (LD);1997;6.0
1181;Opslag omroepbijdragen;Zuid-Nederland (LD);1998;7.4
1182;Opslag omroepbijdragen;Zuid-Nederland (LD);1999;7.4
1183;Opslag omroepbijdragen;Zuid-Nederland (LD);2000;7.5
1184;Opslag omroepbijdragen;Zuid-Nederland (LD);2001;
1185;Opslag omroepbijdragen;Zuid-Nederland (LD);2002;
1186;Opslag omroepbijdragen;Zuid-Nederland (LD);2003;
1187;Opslag omroepbijdragen;Zuid-Nederland (LD);2004;
1188;Opslag omroepbijdragen;Zuid-Nederland (LD);2005;
1189;Opslag omroepbijdragen;Zuid-Nederland (LD);2006;
1190;Opslag omroepbijdragen;Zuid-Nederland (LD);2007;
1191;Opslag omroepbijdragen;Zuid-Nederland (LD);2008;
1192;Opslag omroepbijdragen;Zuid-Nederland (LD);2009;
1193;Opslag omroepbijdragen;Zuid-Nederland (LD);2010;
1194;Opslag omroepbijdragen;Zuid-Nederland (LD);2011;
1195;Opslag omroepbijdragen;Zuid-Nederland (LD);2012;
1196;Opslag omroepbijdragen;Zuid-Nederland (LD);2013;
1197;Opslag omroepbijdragen;Zuid-Nederland (LD);2014;
1198;Opslag omroepbijdragen;Zuid-Nederland (LD);2015;
1199;Opslag omroepbijdragen;Zuid-Nederland (LD);2016;
1200;Opslag omroepbijdragen;Zuid-Nederland (LD);2017;
1201;Opslag omroepbijdragen;Zuid-Nederland (LD);2018;
1202;Opslag omroepbijdragen;Zuid-Nederland (LD);2019;
1203;Opslag omroepbijdragen;Zuid-Nederland (LD);2020;
1204;Opslag omroepbijdragen;Zuid-Nederland (LD);2021;
1205;Opslag omroepbijdragen;Zuid-Nederland (LD);2022;
1206;Opslag omroepbijdragen;Zuid-Nederland (LD);2023;
1207;Opslag omroepbijdragen;Zuid-Nederland (LD);2024;
1208;Opslag omroepbijdragen;Zuid-Nederland (LD);2025;
1209;Opslag omroepbijdragen;Groningen (PV);1995;1.0
1210;Opslag omroepbijdragen;Groningen (PV);1996;1.0
1211;Opslag omroepbijdragen;Groningen (PV);1997;1.0
1212;Opslag omroepbijdragen;Groningen (PV);1998;2.0
1213;Opslag omroepbijdragen;Groningen (PV);1999;2.0
1214;Opslag omroepbijdragen;Groningen (PV);2000;2.0
1215;Opslag omroepbijdragen;Groningen (PV);2001;
1216;Opslag omroepbijdragen;Groningen (PV);2002;
1217;Opslag omroepbijdragen;Groningen (PV);2003;
1218;Opslag omroepbijdragen;Groningen (PV);2004;
1219;Opslag omroepbijdragen;Groningen (PV);2005;
1220;Opslag omroepbijdragen;Groningen (PV);2006;
1221;Opslag omroepbijdragen;Groningen (PV);2007;
1222;Opslag omroepbijdragen;Groningen (PV);2008;
1223;Opslag omroepbijdragen;Groningen (PV);2009;
1224;Opslag omroepbijdragen;Groningen (PV);2010;
1225;Opslag omroepbijdragen;Groningen (PV);2011;
1226;Opslag omroepbijdragen;Groningen (PV);2012;
1227;Opslag omroepbijdragen;Groningen (PV);2013;
1228;Opslag omroepbijdragen;Groningen (PV);2014;
1229;Opslag omroepbijdragen;Groningen (PV);2015;
1230;Opslag omroepbijdragen;Groningen (PV);2016;
1231;Opslag omroepbijdragen;Groningen (PV);2017;
1232;Opslag omroepbijdragen;Groningen (PV);2018;
1233;Opslag omroepbijdragen;Groningen (PV);2019;
1234;Opslag omroepbijdragen;Groningen (PV);2020;
1235;Opslag omroepbijdragen;Groningen (PV);2021;
1236;Opslag omroepbijdragen;Groningen (PV);2022;
1237;Opslag omroepbijdragen;Groningen (PV);2023;
1238;Opslag omroepbijdragen;Groningen (PV);2024;
1239;Opslag omroepbijdragen;Groningen (PV);2025;
1240;Opslag omroepbijdragen;Fryslân (PV);1995;1.0
1241;Opslag omroepbijdragen;Fryslân (PV);1996;1.1
1242;Opslag omroepbijdragen;Fryslân (PV);1997;1.1
1243;Opslag omroepbijdragen;Fryslân (PV);1998;2.2
1244;Opslag omroepbijdragen;Fryslân (PV);1999;2.2
1245;Opslag omroepbijdragen;Fryslân (PV);2000;2.2
1246;Opslag omroepbijdragen;Fryslân (PV);2001;
1247;Opslag omroepbijdragen;Fryslân (PV);2002;
1248;Opslag omroepbijdragen;Fryslân (PV);2003;
1249;Opslag omroepbijdragen;Fryslân (PV);2004;
1250;Opslag omroepbijdragen;Fryslân (PV);2005;
1251;Opslag omroepbijdragen;Fryslân (PV);2006;
1252;Opslag omroepbijdragen;Fryslân (PV);2007;
1253;Opslag omroepbijdragen;Fryslân (PV);2008;
