ID;ProvincialeHeffingen;RegioS;Perioden;ProvincialeHeffingenInMlnEuro_1
1829;Waterverontreinigingsheffing;Overijssel (PV);1995;0.0
1830;Waterverontreinigingsheffing;Overijssel (PV);1996;0.0
1831;Waterverontreinigingsheffing;Overijssel (PV);1997;0.0
1832;Waterverontreinigingsheffing;Overijssel (PV);1998;0.0
1833;Waterverontreinigingsheffing;Overijssel (PV);1999;0.0
1834;Waterverontreinigingsheffing;Overijssel (PV);2000;
1835;Waterverontreinigingsheffing;Overijssel (PV);2001;
1836;Waterverontreinigingsheffing;Overijssel (PV);2002;
1837;Waterverontreinigingsheffing;Overijssel (PV);2003;
1838;Waterverontreinigingsheffing;Overijssel (PV);2004;
1839;Waterverontreinigingsheffing;Overijssel (PV);2005;
1840;Waterverontreinigingsheffing;Overijssel (PV);2006;
1841;Waterverontreinigingsheffing;Overijssel (PV);2007;
1842;Waterverontreinigingsheffing;Overijssel (PV);2008;
1843;Waterverontreinigingsheffing;Overijssel (PV);2009;
1844;Waterverontreinigingsheffing;Overijssel (PV);2010;
1845;Waterverontreinigingsheffing;Overijssel (PV);2011;
1846;Waterverontreinigingsheffing;Overijssel (PV);2012;
1847;Waterverontreinigingsheffing;Overijssel (PV);2013;
1848;Waterverontreinigingsheffing;Overijssel (PV);2014;
1849;Waterverontreinigingsheffing;Overijssel (PV);2015;
1850;Waterverontreinigingsheffing;Overijssel (PV);2016;
1851;Waterverontreinigingsheffing;Overijssel (PV);2017;
1852;Waterverontreinigingsheffing;Overijssel (PV);2018;
1853;Waterverontreinigingsheffing;Overijssel (PV);2019;
1854;Waterverontreinigingsheffing;Overijssel (PV);2020;
1855;Waterverontreinigingsheffing;Overijssel (PV);2021;
1856;Waterverontreinigingsheffing;Overijssel (PV);2022;
1857;Waterverontreinigingsheffing;Overijssel (PV);2023;
1858;Waterverontreinigingsheffing;Overijssel (PV);2024;
1859;Waterverontreinigingsheffing;Overijssel (PV);2025;
1860;Waterverontreinigingsheffing;Flevoland (PV);1995;0.0
1861;Waterverontreinigingsheffing;Flevoland (PV);1996;0.0
1862;Waterverontreinigingsheffing;Flevoland (PV);1997;0.0
1863;Waterverontreinigingsheffing;Flevoland (PV);1998;0.0
1864;Waterverontreinigingsheffing;Flevoland (PV);1999;0.0
1865;Waterverontreinigingsheffing;Flevoland (PV);2000;
1866;Waterverontreinigingsheffing;Flevoland (PV);2001;
1867;Waterverontreinigingsheffing;Flevoland (PV);2002;
1868;Waterverontreinigingsheffing;Flevoland (PV);2003;
1869;Waterverontreinigingsheffing;Flevoland (PV);2004;
1870;Waterverontreinigingsheffing;Flevoland (PV);2005;
1871;Waterverontreinigingsheffing;Flevoland (PV);2006;
1872;Waterverontreinigingsheffing;Flevoland (PV);2007;
1873;Waterverontreinigingsheffing;Flevoland (PV);2008;
1874;Waterverontreinigingsheffing;Flevoland (PV);2009;
1875;Waterverontreinigingsheffing;Flevoland (PV);2010;
1876;Waterverontreinigingsheffing;Flevoland (PV);2011;
1877;Waterverontreinigingsheffing;Flevoland (PV);2012;
1878;Waterverontreinigingsheffing;Flevoland (PV);2013;
1879;Waterverontreinigingsheffing;Flevoland (PV);2014;
1880;Waterverontreinigingsheffing;Flevoland (PV);2015;
1881;Waterverontreinigingsheffing;Flevoland (PV);2016;
1882;Waterverontreinigingsheffing;Flevoland (PV);2017;
1883;Waterverontreinigingsheffing;Flevoland (PV);2018;
1884;Waterverontreinigingsheffing;Flevoland (PV);2019;
1885;Waterverontreinigingsheffing;Flevoland (PV);2020;
1886;Waterverontreinigingsheffing;Flevoland (PV);2021;
1887;Waterverontreinigingsheffing;Flevoland (PV);2022;
1888;Waterverontreinigingsheffing;Flevoland (PV);2023;
1889;Waterverontreinigingsheffing;Flevoland (PV);2024;
1890;Waterverontreinigingsheffing;Flevoland (PV);2025;
1891;Waterverontreinigingsheffing;Gelderland (PV);1995;0.0
1892;Waterverontreinigingsheffing;Gelderland (PV);1996;0.0
1893;Waterverontreinigingsheffing;Gelderland (PV);1997;0.0
1894;Waterverontreinigingsheffing;Gelderland (PV);1998;0.0
1895;Waterverontreinigingsheffing;Gelderland (PV);1999;0.0
1896;Waterverontreinigingsheffing;Gelderland (PV);2000;
1897;Waterverontreinigingsheffing;Gelderland (PV);2001;
1898;Waterverontreinigingsheffing;Gelderland (PV);2002;
1899;Waterverontreinigingsheffing;Gelderland (PV);2003;
1900;Waterverontreinigingsheffing;Gelderland (PV);2004;
1901;Waterverontreinigingsheffing;Gelderland (PV);2005;
1902;Waterverontreinigingsheffing;Gelderland (PV);2006;
1903;Waterverontreinigingsheffing;Gelderland (PV);2007;
1904;Waterverontreinigingsheffing;Gelderland (PV);2008;
1905;Waterverontreinigingsheffing;Gelderland (PV);2009;
1906;Waterverontreinigingsheffing;Gelderland (PV);2010;
1907;Waterverontreinigingsheffing;Gelderland (PV);2011;
1908;Waterverontreinigingsheffing;Gelderland (PV);2012;
1909;Waterverontreinigingsheffing;Gelderland (PV);2013;
1910;Waterverontreinigingsheffing;Gelderland (PV);2014;
1911;Waterverontreinigingsheffing;Gelderland (PV);2015;
1912;Waterverontreinigingsheffing;Gelderland (PV);2016;
1913;Waterverontreinigingsheffing;Gelderland (PV);2017;
1914;Waterverontreinigingsheffing;Gelderland (PV);2018;
1915;Waterverontreinigingsheffing;Gelderland (PV);2019;
1916;Waterverontreinigingsheffing;Gelderland (PV);2020;
1917;Waterverontreinigingsheffing;Gelderland (PV);2021;
1918;Waterverontreinigingsheffing;Gelderland (PV);2022;
1919;Waterverontreinigingsheffing;Gelderland (PV);2023;
1920;Waterverontreinigingsheffing;Gelderland (PV);2024;
1921;Waterverontreinigingsheffing;Gelderland (PV);2025;
1922;Waterverontreinigingsheffing;Utrecht (PV);1995;59.6
1923;Waterverontreinigingsheffing;Utrecht (PV);1996;60.5
1924;Waterverontreinigingsheffing;Utrecht (PV);1997;0.0
1925;Waterverontreinigingsheffing;Utrecht (PV);1998;0.0
1926;Waterverontreinigingsheffing;Utrecht (PV);1999;0.0
1927;Waterverontreinigingsheffing;Utrecht (PV);2000;
1928;Waterverontreinigingsheffing;Utrecht (PV);2001;
1929;Waterverontreinigingsheffing;Utrecht (PV);2002;
1930;Waterverontreinigingsheffing;Utrecht (PV);2003;
1931;Waterverontreinigingsheffing;Utrecht (PV);2004;
1932;Waterverontreinigingsheffing;Utrecht (PV);2005;
1933;Waterverontreinigingsheffing;Utrecht (PV);2006;
1934;Waterverontreinigingsheffing;Utrecht (PV);2007;
1935;Waterverontreinigingsheffing;Utrecht (PV);2008;
1936;Waterverontreinigingsheffing;Utrecht (PV);2009;
1937;Waterverontreinigingsheffing;Utrecht (PV);2010;
1938;Waterverontreinigingsheffing;Utrecht (PV);2011;
1939;Waterverontreinigingsheffing;Utrecht (PV);2012;
1940;Waterverontreinigingsheffing;Utrecht (PV);2013;
1941;Waterverontreinigingsheffing;Utrecht (PV);2014;
1942;Waterverontreinigingsheffing;Utrecht (PV);2015;
1943;Waterverontreinigingsheffing;Utrecht (PV);2016;
1944;Waterverontreinigingsheffing;Utrecht (PV);2017;
1945;Waterverontreinigingsheffing;Utrecht (PV);2018;
1946;Waterverontreinigingsheffing;Utrecht (PV);2019;
1947;Waterverontreinigingsheffing;Utrecht (PV);2020;
1948;Waterverontreinigingsheffing;Utrecht (PV);2021;
1949;Waterverontreinigingsheffing;Utrecht (PV);2022;
1950;Waterverontreinigingsheffing;Utrecht (PV);2023;
1951;Waterverontreinigingsheffing;Utrecht (PV);2024;
1952;Waterverontreinigingsheffing;Utrecht (PV);2025;
1953;Waterverontreinigingsheffing;Noord-Holland (PV);1995;0.0
1954;Waterverontreinigingsheffing;Noord-Holland (PV);1996;0.0
1955;Waterverontreinigingsheffing;Noord-Holland (PV);1997;0.0
1956;Waterverontreinigingsheffing;Noord-Holland (PV);1998;0.0
1957;Waterverontreinigingsheffing;Noord-Holland (PV);1999;0.0
1958;Waterverontreinigingsheffing;Noord-Holland (PV);2000;
1959;Waterverontreinigingsheffing;Noord-Holland (PV);2001;
1960;Waterverontreinigingsheffing;Noord-Holland (PV);2002;
1961;Waterverontreinigingsheffing;Noord-Holland (PV);2003;
1962;Waterverontreinigingsheffing;Noord-Holland (PV);2004;
1963;Waterverontreinigingsheffing;Noord-Holland (PV);2005;
1964;Waterverontreinigingsheffing;Noord-Holland (PV);2006;
1965;Waterverontreinigingsheffing;Noord-Holland (PV);2007;
1966;Waterverontreinigingsheffing;Noord-Holland (PV);2008;
1967;Waterverontreinigingsheffing;Noord-Holland (PV);2009;
1968;Waterverontreinigingsheffing;Noord-Holland (PV);2010;
1969;Waterverontreinigingsheffing;Noord-Holland (PV);2011;
1970;Waterverontreinigingsheffing;Noord-Holland (PV);2012;
1971;Waterverontreinigingsheffing;Noord-Holland (PV);2013;
1972;Waterverontreinigingsheffing;Noord-Holland (PV);2014;
1973;Waterverontreinigingsheffing;Noord-Holland (PV);2015;
1974;Waterverontreinigingsheffing;Noord-Holland (PV);2016;
1975;Waterverontreinigingsheffing;Noord-Holland (PV);2017;
1976;Waterverontreinigingsheffing;Noord-Holland (PV);2018;
1977;Waterverontreinigingsheffing;Noord-Holland (PV);2019;
1978;Waterverontreinigingsheffing;Noord-Holland (PV);2020;
1979;Waterverontreinigingsheffing;Noord-Holland (PV);2021;
1980;Waterverontreinigingsheffing;Noord-Holland (PV);2022;
1981;Waterverontreinigingsheffing;Noord-Holland (PV);2023;
1982;Waterverontreinigingsheffing;Noord-Holland (PV);2024;
1983;Waterverontreinigingsheffing;Noord-Holland (PV);2025;
1984;Waterverontreinigingsheffing;Zuid-Holland (PV);1995;0.0
1985;Waterverontreinigingsheffing;Zuid-Holland (PV);1996;0.0
1986;Waterverontreinigingsheffing;Zuid-Holland (PV);1997;0.0
1987;Waterverontreinigingsheffing;Zuid-Holland (PV);1998;0.0
1988;Waterverontreinigingsheffing;Zuid-Holland (PV);1999;0.0
1989;Waterverontreinigingsheffing;Zuid-Holland (PV);2000;
1990;Waterverontreinigingsheffing;Zuid-Holland (PV);2001;
1991;Waterverontreinigingsheffing;Zuid-Holland (PV);2002;
1992;Waterverontreinigingsheffing;Zuid-Holland (PV);2003;
1993;Waterverontreinigingsheffing;Zuid-Holland (PV);2004;
1994;Waterverontreinigingsheffing;Zuid-Holland (PV);2005;
1995;Waterverontreinigingsheffing;Zuid-Holland (PV);2006;
1996;Waterverontreinigingsheffing;Zuid-Holland (PV);2007;
1997;Waterverontreinigingsheffing;Zuid-Holland (PV);2008;
1998;Waterverontreinigingsheffing;Zuid-Holland (PV);2009;
1999;Waterverontreinigingsheffing;Zuid-Holland (PV);2010;
2000;Waterverontreinigingsheffing;Zuid-Holland (PV);2011;
2001;Waterverontreinigingsheffing;Zuid-Holland (PV);2012;
2002;Waterverontreinigingsheffing;Zuid-Holland (PV);2013;
2003;Waterverontreinigingsheffing;Zuid-Holland (PV);2014;
2004;Waterverontreinigingsheffing;Zuid-Holland (PV);2015;
2005;Waterverontreinigingsheffing;Zuid-Holland (PV);2016;
2006;Waterverontreinigingsheffing;Zuid-Holland (PV);2017;
2007;Waterverontreinigingsheffing;Zuid-Holland (PV);2018;
2008;Waterverontreinigingsheffing;Zuid-Holland (PV);2019;
2009;Waterverontreinigingsheffing;Zuid-Holland (PV);2020;
2010;Waterverontreinigingsheffing;Zuid-Holland (PV);2021;
2011;Waterverontreinigingsheffing;Zuid-Holland (PV);2022;
2012;Waterverontreinigingsheffing;Zuid-Holland (PV);2023;
2013;Waterverontreinigingsheffing;Zuid-Holland (PV);2024;
2014;Waterverontreinigingsheffing;Zuid-Holland (PV);2025;
2015;Waterverontreinigingsheffing;Zeeland (PV);1995;0.0
2016;Waterverontreinigingsheffing;Zeeland (PV);1996;0.0
2017;Waterverontreinigingsheffing;Zeeland (PV);1997;0.0
2018;Waterverontreinigingsheffing;Zeeland (PV);1998;0.0
2019;Waterverontreinigingsheffing;Zeeland (PV);1999;0.0
2020;Waterverontreinigingsheffing;Zeeland (PV);2000;
2021;Waterverontreinigingsheffing;Zeeland (PV);2001;
2022;Waterverontreinigingsheffing;Zeeland (PV);2002;
2023;Waterverontreinigingsheffing;Zeeland (PV);2003;
2024;Waterverontreinigingsheffing;Zeeland (PV);2004;
2025;Waterverontreinigingsheffing;Zeeland (PV);2005;
2026;Waterverontreinigingsheffing;Zeeland (PV);2006;
2027;Waterverontreinigingsheffing;Zeeland (PV);2007;
2028;Waterverontreinigingsheffing;Zeeland (PV);2008;
2029;Waterverontreinigingsheffing;Zeeland (PV);2009;
2030;Waterverontreinigingsheffing;Zeeland (PV);2010;
2031;Waterverontreinigingsheffing;Zeeland (PV);2011;
2032;Waterverontreinigingsheffing;Zeeland (PV);2012;
2033;Waterverontreinigingsheffing;Zeeland (PV);2013;
2034;Waterverontreinigingsheffing;Zeeland (PV);2014;
2035;Waterverontreinigingsheffing;Zeeland (PV);2015;
2036;Waterverontreinigingsheffing;Zeeland (PV);2016;
2037;Waterverontreinigingsheffing;Zeeland (PV);2017;
2038;Waterverontreinigingsheffing;Zeeland (PV);2018;
2039;Waterverontreinigingsheffing;Zeeland (PV);2019;
2040;Waterverontreinigingsheffing;Zeeland (PV);2020;
2041;Waterverontreinigingsheffing;Zeeland (PV);2021;
2042;Waterverontreinigingsheffing;Zeeland (PV);2022;
2043;Waterverontreinigingsheffing;Zeeland (PV);2023;
2044;Waterverontreinigingsheffing;Zeeland (PV);2024;
2045;Waterverontreinigingsheffing;Zeeland (PV);2025;
2046;Waterverontreinigingsheffing;Noord-Brabant (PV);1995;0.0
2047;Waterverontreinigingsheffing;Noord-Brabant (PV);1996;0.0
2048;Waterverontreinigingsheffing;Noord-Brabant (PV);1997;0.0
2049;Waterverontreinigingsheffing;Noord-Brabant (PV);1998;0.0
2050;Waterverontreinigingsheffing;Noord-Brabant (PV);1999;0.0
2051;Waterverontreinigingsheffing;Noord-Brabant (PV);2000;
2052;Waterverontreinigingsheffing;Noord-Brabant (PV);2001;
2053;Waterverontreinigingsheffing;Noord-Brabant (PV);2002;
2054;Waterverontreinigingsheffing;Noord-Brabant (PV);2003;
2055;Waterverontreinigingsheffing;Noord-Brabant (PV);2004;
2056;Waterverontreinigingsheffing;Noord-Brabant (PV);2005;
2057;Waterverontreinigingsheffing;Noord-Brabant (PV);2006;
2058;Waterverontreinigingsheffing;Noord-Brabant (PV);2007;
2059;Waterverontreinigingsheffing;Noord-Brabant (PV);2008;
2060;Waterverontreinigingsheffing;Noord-Brabant (PV);2009;
2061;Waterverontreinigingsheffing;Noord-Brabant (PV);2010;
2062;Waterverontreinigingsheffing;Noord-Brabant (PV);2011;
2063;Waterverontreinigingsheffing;Noord-Brabant (PV);2012;
2064;Waterverontreinigingsheffing;Noord-Brabant (PV);2013;
2065;Waterverontreinigingsheffing;Noord-Brabant (PV);2014;
2066;Waterverontreinigingsheffing;Noord-Brabant (PV);2015;
2067;Waterverontreinigingsheffing;Noord-Brabant (PV);2016;
2068;Waterverontreinigingsheffing;Noord-Brabant (PV);2017;
2069;Waterverontreinigingsheffing;Noord-Brabant (PV);2018;
2070;Waterverontreinigingsheffing;Noord-Brabant (PV);2019;
2071;Waterverontreinigingsheffing;Noord-Brabant (PV);2020;
2072;Waterverontreinigingsheffing;Noord-Brabant (PV);2021;
2073;Waterverontreinigingsheffing;Noord-Brabant (PV);2022;
2074;Waterverontreinigingsheffing;Noord-Brabant (PV);2023;
2075;Waterverontreinigingsheffing;Noord-Brabant (PV);2024;
2076;Waterverontreinigingsheffing;Noord-Brabant (PV);2025;
2077;Waterverontreinigingsheffing;Limburg (PV);1995;0.0
2078;Waterverontreinigingsheffing;Limburg (PV);1996;0.0
2079;Waterverontreinigingsheffing;Limburg (PV);1997;0.0
2080;Waterverontreinigingsheffing;Limburg (PV);1998;0.0
2081;Waterverontreinigingsheffing;Limburg (PV);1999;0.0
2082;Waterverontreinigingsheffing;Limburg (PV);2000;
2083;Waterverontreinigingsheffing;Limburg (PV);2001;
2084;Waterverontreinigingsheffing;Limburg (PV);2002;
2085;Waterverontreinigingsheffing;Limburg (PV);2003;
2086;Waterverontreinigingsheffing;Limburg (PV);2004;
2087;Waterverontreinigingsheffing;Limburg (PV);2005;
2088;Waterverontreinigingsheffing;Limburg (PV);2006;
2089;Waterverontreinigingsheffing;Limburg (PV);2007;
2090;Waterverontreinigingsheffing;Limburg (PV);2008;
2091;Waterverontreinigingsheffing;Limburg (PV);2009;
2092;Waterverontreinigingsheffing;Limburg (PV);2010;
2093;Waterverontreinigingsheffing;Limburg (PV);2011;
2094;Waterverontreinigingsheffing;Limburg (PV);2012;
2095;Waterverontreinigingsheffing;Limburg (PV);2013;
2096;Waterverontreinigingsheffing;Limburg (PV);2014;
2097;Waterverontreinigingsheffing;Limburg (PV);2015;
2098;Waterverontreinigingsheffing;Limburg (PV);2016;
2099;Waterverontreinigingsheffing;Limburg (PV);2017;
2100;Waterverontreinigingsheffing;Limburg (PV);2018;
2101;Waterverontreinigingsheffing;Limburg (PV);2019;
2102;Waterverontreinigingsheffing;Limburg (PV);2020;
2103;Waterverontreinigingsheffing;Limburg (PV);2021;
2104;Waterverontreinigingsheffing;Limburg (PV);2022;
2105;Waterverontreinigingsheffing;Limburg (PV);2023;
2106;Waterverontreinigingsheffing;Limburg (PV);2024;
2107;Waterverontreinigingsheffing;Limburg (PV);2025;
2108;Grondwaterbelasting;Nederland;1995;
2109;Grondwaterbelasting;Nederland;1996;
2110;Grondwaterbelasting;Nederland;1997;
2111;Grondwaterbelasting;Nederland;1998;
2112;Grondwaterbelasting;Nederland;1999;11.0
2113;Grondwaterbelasting;Nederland;2000;13.8
2114;Grondwaterbelasting;Nederland;2001;15.4
2115;Grondwaterbelasting;Nederland;2002;16.5
2116;Grondwaterbelasting;Nederland;2003;13.8
2117;Grondwaterbelasting;Nederland;2004;14.0
2118;Grondwaterbelasting;Nederland;2005;16.1
2119;Grondwaterbelasting;Nederland;2006;16.5
2120;Grondwaterbelasting;Nederland;2007;15.7
2121;Grondwaterbelasting;Nederland;2008;15.5
2122;Grondwaterbelasting;Nederland;2009;12.3
2123;Grondwaterbelasting;Nederland;2010;15.8
2124;Grondwaterbelasting;Nederland;2011;15.3
2125;Grondwaterbelasting;Nederland;2012;15.2
2126;Grondwaterbelasting;Nederland;2013;14.7
2127;Grondwaterbelasting;Nederland;2014;14.6
2128;Grondwaterbelasting;Nederland;2015;13.7
2129;Grondwaterbelasting;Nederland;2016;13.6
2130;Grondwaterbelasting;Nederland;2017;13.3
2131;Grondwaterbelasting;Nederland;2018;12.4
2132;Grondwaterbelasting;Nederland;2019;12.5
2133;Grondwaterbelasting;Nederland;2020;12.7
2134;Grondwaterbelasting;Nederland;2021;13.1
2135;Grondwaterbelasting;Nederland;2022;13.1
2136;Grondwaterbelasting;Nederland;2023;13.1
2137;Grondwaterbelasting;Nederland;2024;17.7
2138;Grondwaterbelasting;Nederland;2025;18.2
2139;Grondwaterbelasting;Noord-Nederland (LD);1995;
2140;Grondwaterbelasting;Noord-Nederland (LD);1996;
2141;Grondwaterbelasting;Noord-Nederland (LD);1997;
2142;Grondwaterbelasting;Noord-Nederland (LD);1998;
2143;Grondwaterbelasting;Noord-Nederland (LD);1999;1.5
2144;Grondwaterbelasting;Noord-Nederland (LD);2000;1.5
2145;Grondwaterbelasting;Noord-Nederland (LD);2001;1.5
2146;Grondwaterbelasting;Noord-Nederland (LD);2002;1.5
2147;Grondwaterbelasting;Noord-Nederland (LD);2003;1.6
2148;Grondwaterbelasting;Noord-Nederland (LD);2004;1.9
2149;Grondwaterbelasting;Noord-Nederland (LD);2005;1.9
2150;Grondwaterbelasting;Noord-Nederland (LD);2006;2.1
2151;Grondwaterbelasting;Noord-Nederland (LD);2007;2.1
2152;Grondwaterbelasting;Noord-Nederland (LD);2008;2.1
2153;Grondwaterbelasting;Noord-Nederland (LD);2009;2.1
2154;Grondwaterbelasting;Noord-Nederland (LD);2010;1.8
2155;Grondwaterbelasting;Noord-Nederland (LD);2011;1.6
2156;Grondwaterbelasting;Noord-Nederland (LD);2012;1.6
2157;Grondwaterbelasting;Noord-Nederland (LD);2013;1.7
2158;Grondwaterbelasting;Noord-Nederland (LD);2014;1.7
2159;Grondwaterbelasting;Noord-Nederland (LD);2015;1.7
2160;Grondwaterbelasting;Noord-Nederland (LD);2016;1.7
2161;Grondwaterbelasting;Noord-Nederland (LD);2017;1.7
2162;Grondwaterbelasting;Noord-Nederland (LD);2018;1.7
2163;Grondwaterbelasting;Noord-Nederland (LD);2019;1.7
2164;Grondwaterbelasting;Noord-Nederland (LD);2020;1.7
2165;Grondwaterbelasting;Noord-Nederland (LD);2021;1.8
2166;Grondwaterbelasting;Noord-Nederland (LD);2022;1.8
2167;Grondwaterbelasting;Noord-Nederland (LD);2023;1.8
2168;Grondwaterbelasting;Noord-Nederland (LD);2024;1.9
2169;Grondwaterbelasting;Noord-Nederland (LD);2025;1.9
2170;Grondwaterbelasting;Oost-Nederland (LD);1995;
2171;Grondwaterbelasting;Oost-Nederland (LD);1996;
2172;Grondwaterbelasting;Oost-Nederland (LD);1997;
2173;Grondwaterbelasting;Oost-Nederland (LD);1998;
2174;Grondwaterbelasting;Oost-Nederland (LD);1999;5.6
2175;Grondwaterbelasting;Oost-Nederland (LD);2000;5.7
2176;Grondwaterbelasting;Oost-Nederland (LD);2001;6.7
2177;Grondwaterbelasting;Oost-Nederland (LD);2002;6.7
2178;Grondwaterbelasting;Oost-Nederland (LD);2003;4.7
2179;Grondwaterbelasting;Oost-Nederland (LD);2004;4.7
2180;Grondwaterbelasting;Oost-Nederland (LD);2005;4.5
2181;Grondwaterbelasting;Oost-Nederland (LD);2006;4.4
2182;Grondwaterbelasting;Oost-Nederland (LD);2007;3.9
2183;Grondwaterbelasting;Oost-Nederland (LD);2008;3.9
2184;Grondwaterbelasting;Oost-Nederland (LD);2009;4.0
2185;Grondwaterbelasting;Oost-Nederland (LD);2010;4.1
2186;Grondwaterbelasting;Oost-Nederland (LD);2011;4.0
2187;Grondwaterbelasting;Oost-Nederland (LD);2012;3.8
2188;Grondwaterbelasting;Oost-Nederland (LD);2013;3.8
2189;Grondwaterbelasting;Oost-Nederland (LD);2014;3.8
2190;Grondwaterbelasting;Oost-Nederland (LD);2015;3.7
2191;Grondwaterbelasting;Oost-Nederland (LD);2016;3.7
2192;Grondwaterbelasting;Oost-Nederland (LD);2017;3.4
2193;Grondwaterbelasting;Oost-Nederland (LD);2018;3.4
2194;Grondwaterbelasting;Oost-Nederland (LD);2019;3.5
2195;Grondwaterbelasting;Oost-Nederland (LD);2020;3.5
2196;Grondwaterbelasting;Oost-Nederland (LD);2021;3.7
2197;Grondwaterbelasting;Oost-Nederland (LD);2022;3.7
2198;Grondwaterbelasting;Oost-Nederland (LD);2023;3.8
2199;Grondwaterbelasting;Oost-Nederland (LD);2024;4.4
2200;Grondwaterbelasting;Oost-Nederland (LD);2025;4.4
2201;Grondwaterbelasting;West-Nederland (LD);1995;
2202;Grondwaterbelasting;West-Nederland (LD);1996;
2203;Grondwaterbelasting;West-Nederland (LD);1997;
2204;Grondwaterbelasting;West-Nederland (LD);1998;
2205;Grondwaterbelasting;West-Nederland (LD);1999;3.1
2206;Grondwaterbelasting;West-Nederland (LD);2000;2.9
2207;Grondwaterbelasting;West-Nederland (LD);2001;3.7
2208;Grondwaterbelasting;West-Nederland (LD);2002;3.8
2209;Grondwaterbelasting;West-Nederland (LD);2003;2.9
2210;Grondwaterbelasting;West-Nederland (LD);2004;2.9
2211;Grondwaterbelasting;West-Nederland (LD);2005;3.4
2212;Grondwaterbelasting;West-Nederland (LD);2006;3.6
2213;Grondwaterbelasting;West-Nederland (LD);2007;3.5
2214;Grondwaterbelasting;West-Nederland (LD);2008;3.5
2215;Grondwaterbelasting;West-Nederland (LD);2009;3.7
2216;Grondwaterbelasting;West-Nederland (LD);2010;3.9
2217;Grondwaterbelasting;West-Nederland (LD);2011;3.7
2218;Grondwaterbelasting;West-Nederland (LD);2012;3.7
2219;Grondwaterbelasting;West-Nederland (LD);2013;3.7
2220;Grondwaterbelasting;West-Nederland (LD);2014;3.5
2221;Grondwaterbelasting;West-Nederland (LD);2015;3.5
2222;Grondwaterbelasting;West-Nederland (LD);2016;3.5
2223;Grondwaterbelasting;West-Nederland (LD);2017;3.4
2224;Grondwaterbelasting;West-Nederland (LD);2018;2.6
2225;Grondwaterbelasting;West-Nederland (LD);2019;2.6
2226;Grondwaterbelasting;West-Nederland (LD);2020;2.7
2227;Grondwaterbelasting;West-Nederland (LD);2021;2.7
2228;Grondwaterbelasting;West-Nederland (LD);2022;2.7
2229;Grondwaterbelasting;West-Nederland (LD);2023;2.7
2230;Grondwaterbelasting;West-Nederland (LD);2024;2.7
2231;Grondwaterbelasting;West-Nederland (LD);2025;2.7
2232;Grondwaterbelasting;Zuid-Nederland (LD);1995;
2233;Grondwaterbelasting;Zuid-Nederland (LD);1996;
2234;Grondwaterbelasting;Zuid-Nederland (LD);1997;
2235;Grondwaterbelasting;Zuid-Nederland (LD);1998;
2236;Grondwaterbelasting;Zuid-Nederland (LD);1999;0.9
2237;Grondwaterbelasting;Zuid-Nederland (LD);2000;3.7
2238;Grondwaterbelasting;Zuid-Nederland (LD);2001;3.5
2239;Grondwaterbelasting;Zuid-Nederland (LD);2002;4.5
2240;Grondwaterbelasting;Zuid-Nederland (LD);2003;4.6
2241;Grondwaterbelasting;Zuid-Nederland (LD);2004;4.5
2242;Grondwaterbelasting;Zuid-Nederland (LD);2005;6.3
2243;Grondwaterbelasting;Zuid-Nederland (LD);2006;6.4
2244;Grondwaterbelasting;Zuid-Nederland (LD);2007;6.2
2245;Grondwaterbelasting;Zuid-Nederland (LD);2008;6.0
2246;Grondwaterbelasting;Zuid-Nederland (LD);2009;2.6
2247;Grondwaterbelasting;Zuid-Nederland (LD);2010;6.2
2248;Grondwaterbelasting;Zuid-Nederland (LD);2011;6.2
2249;Grondwaterbelasting;Zuid-Nederland (LD);2012;6.1
2250;Grondwaterbelasting;Zuid-Nederland (LD);2013;5.6
2251;Grondwaterbelasting;Zuid-Nederland (LD);2014;5.6
2252;Grondwaterbelasting;Zuid-Nederland (LD);2015;4.7
2253;Grondwaterbelasting;Zuid-Nederland (LD);2016;4.7
2254;Grondwaterbelasting;Zuid-Nederland (LD);2017;4.8
2255;Grondwaterbelasting;Zuid-Nederland (LD);2018;4.7
2256;Grondwaterbelasting;Zuid-Nederland (LD);2019;4.8
2257;Grondwaterbelasting;Zuid-Nederland (LD);2020;4.8
2258;Grondwaterbelasting;Zuid-Nederland (LD);2021;4.8
2259;Grondwaterbelasting;Zuid-Nederland (LD);2022;4.8
2260;Grondwaterbelasting;Zuid-Nederland (LD);2023;4.9
2261;Grondwaterbelasting;Zuid-Nederland (LD);2024;8.7
2262;Grondwaterbelasting;Zuid-Nederland (LD);2025;9.2
2263;Grondwaterbelasting;Groningen (PV);1995;
2264;Grondwaterbelasting;Groningen (PV);1996;
2265;Grondwaterbelasting;Groningen (PV);1997;
2266;Grondwaterbelasting;Groningen (PV);1998;
2267;Grondwaterbelasting;Groningen (PV);1999;0.3
2268;Grondwaterbelasting;Groningen (PV);2000;0.3
2269;Grondwaterbelasting;Groningen (PV);2001;0.3
2270;Grondwaterbelasting;Groningen (PV);2002;0.3
2271;Grondwaterbelasting;Groningen (PV);2003;0.3
2272;Grondwaterbelasting;Groningen (PV);2004;0.5
2273;Grondwaterbelasting;Groningen (PV);2005;0.5
2274;Grondwaterbelasting;Groningen (PV);2006;0.7
2275;Grondwaterbelasting;Groningen (PV);2007;0.7
2276;Grondwaterbelasting;Groningen (PV);2008;0.7
2277;Grondwaterbelasting;Groningen (PV);2009;0.7
