ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;Perioden;AlleStijgers_1;NormaleStijgers_2;SnelleStijgers_3;BedrijvenMetOmzetStabiel_4;AlleDalers_5;NormaleDalers_6;SnelleDalers_7
8480;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2018 1e kwartaal;46.0;24.0;22.0;2.0;52.0;27.0;26.0
8481;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2018 2e kwartaal;51.0;27.0;24.0;2.0;47.0;27.0;20.0
8482;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2018 3e kwartaal;51.0;26.0;25.0;2.0;48.0;25.0;23.0
8483;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2018 4e kwartaal;58.0;29.0;30.0;2.0;40.0;20.0;20.0
8484;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2018;52.0;30.0;22.0;2.0;46.0;28.0;19.0
8485;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2019 1e kwartaal;47.0;21.0;26.0;2.0;50.0;24.0;26.0
8486;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2019 2e kwartaal;44.0;21.0;23.0;1.0;55.0;31.0;25.0
8487;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2019 3e kwartaal;47.0;22.0;26.0;3.0;49.0;26.0;23.0
8488;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2019 4e kwartaal;44.0;20.0;25.0;2.0;54.0;28.0;26.0
8489;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2019;44.0;24.0;20.0;2.0;55.0;32.0;23.0
8490;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2020 1e kwartaal;24.0;10.0;14.0;1.0;75.0;19.0;55.0
8491;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2020 2e kwartaal;13.0;3.0;10.0;0.0;87.0;8.0;79.0
8492;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2020 3e kwartaal;29.0;12.0;17.0;1.0;69.0;33.0;36.0
8493;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2020 4e kwartaal;21.0;7.0;14.0;0.0;79.0;15.0;64.0
8494;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2020;18.0;6.0;12.0;1.0;82.0;15.0;66.0
8495;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2021 1e kwartaal;20.0;4.0;16.0;0.0;80.0;5.0;75.0
8496;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2021 2e kwartaal;84.0;8.0;76.0;1.0;16.0;6.0;10.0
8497;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2021 3e kwartaal;70.0;37.0;34.0;1.0;29.0;13.0;16.0
8498;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2021 4e kwartaal;82.0;12.0;70.0;0.0;18.0;7.0;11.0
8499;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2021;70.0;32.0;38.0;1.0;29.0;13.0;16.0
8500;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2022 1e kwartaal;84.0;5.0;79.0;0.0;16.0;7.0;9.0
8501;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2022 2e kwartaal;81.0;11.0;69.0;1.0;18.0;10.0;8.0
8502;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2022 3e kwartaal;68.0;35.0;33.0;1.0;31.0;17.0;14.0
8503;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2022 4e kwartaal;74.0;38.0;36.0;1.0;25.0;13.0;11.0
8504;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2022;86.0;15.0;72.0;1.0;13.0;7.0;6.0
8505;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2023 1e kwartaal;60.0;31.0;29.0;1.0;39.0;19.0;20.0
8506;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2023 2e kwartaal;66.0;38.0;27.0;1.0;33.0;19.0;14.0
8507;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2023 3e kwartaal;38.0;17.0;20.0;1.0;61.0;41.0;20.0
8508;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2023 4e kwartaal;34.0;14.0;19.0;1.0;65.0;41.0;24.0
8509;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2023;54.0;34.0;20.0;3.0;43.0;28.0;15.0
8510;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2024 1e kwartaal;62.0;39.0;23.0;2.0;36.0;21.0;15.0
8511;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2024 2e kwartaal;28.0;14.0;14.0;1.0;71.0;46.0;25.0
8512;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2024 3e kwartaal;55.0;35.0;20.0;2.0;44.0;25.0;18.0
8513;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2024 4e kwartaal;41.0;20.0;21.0;20.0;39.0;21.0;18.0
8514;Totaal 1 of meer werkzame personen;4782 Markthandel in textiel en kleding;2024;;;;;;;
8515;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2012 1e kwartaal;48.0;20.0;29.0;2.0;50.0;25.0;25.0
8516;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2012 2e kwartaal;41.0;18.0;24.0;2.0;57.0;28.0;29.0
8517;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2012 3e kwartaal;42.0;18.0;24.0;1.0;56.0;29.0;27.0
8518;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2012 4e kwartaal;40.0;17.0;24.0;2.0;57.0;27.0;31.0
8519;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2012;39.0;18.0;21.0;2.0;59.0;33.0;26.0
8520;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2013 1e kwartaal;30.0;12.0;17.0;1.0;69.0;29.0;40.0
8521;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2013 2e kwartaal;38.0;18.0;20.0;1.0;61.0;29.0;31.0
8522;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2013 3e kwartaal;43.0;20.0;22.0;1.0;56.0;25.0;32.0
8523;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2013 4e kwartaal;40.0;17.0;23.0;1.0;59.0;28.0;31.0
8524;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2013;34.0;16.0;18.0;2.0;64.0;35.0;30.0
8525;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2014 1e kwartaal;55.0;22.0;32.0;1.0;44.0;22.0;22.0
8526;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2014 2e kwartaal;46.0;21.0;25.0;2.0;51.0;28.0;24.0
8527;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2014 3e kwartaal;41.0;19.0;22.0;2.0;57.0;31.0;26.0
8528;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2014 4e kwartaal;46.0;21.0;25.0;3.0;51.0;24.0;26.0
8529;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2014;45.0;21.0;23.0;2.0;53.0;31.0;21.0
8530;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2015 1e kwartaal;41.0;17.0;24.0;1.0;58.0;27.0;30.0
8531;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2015 2e kwartaal;48.0;22.0;25.0;2.0;51.0;24.0;26.0
8532;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2015 3e kwartaal;43.0;18.0;24.0;3.0;54.0;24.0;29.0
8533;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2015 4e kwartaal;53.0;25.0;28.0;2.0;46.0;22.0;24.0
8534;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2015;45.0;22.0;23.0;3.0;52.0;28.0;24.0
8535;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2016 1e kwartaal;55.0;26.0;29.0;2.0;44.0;20.0;24.0
8536;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2016 2e kwartaal;47.0;23.0;25.0;3.0;49.0;23.0;26.0
8537;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2016 3e kwartaal;54.0;23.0;31.0;3.0;43.0;21.0;22.0
8538;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2016 4e kwartaal;52.0;25.0;28.0;2.0;45.0;21.0;24.0
8539;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2016;54.0;27.0;26.0;2.0;45.0;23.0;22.0
8540;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2017 1e kwartaal;46.0;19.0;27.0;2.0;52.0;26.0;26.0
8541;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2017 2e kwartaal;52.0;25.0;27.0;2.0;47.0;23.0;23.0
8542;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2017 3e kwartaal;50.0;24.0;27.0;2.0;48.0;22.0;25.0
8543;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2017 4e kwartaal;44.0;20.0;24.0;2.0;54.0;25.0;29.0
8544;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2017;48.0;25.0;23.0;2.0;50.0;27.0;23.0
8545;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2018 1e kwartaal;48.0;22.0;27.0;2.0;50.0;23.0;26.0
8546;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2018 2e kwartaal;51.0;25.0;26.0;2.0;47.0;24.0;23.0
8547;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2018 3e kwartaal;46.0;20.0;26.0;1.0;53.0;26.0;26.0
8548;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2018 4e kwartaal;55.0;23.0;32.0;2.0;44.0;20.0;24.0
8549;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2018;51.0;27.0;24.0;2.0;47.0;26.0;21.0
8550;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2019 1e kwartaal;48.0;20.0;28.0;2.0;49.0;23.0;27.0
8551;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2019 2e kwartaal;46.0;21.0;26.0;2.0;52.0;26.0;26.0
8552;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2019 3e kwartaal;50.0;23.0;27.0;1.0;49.0;22.0;27.0
8553;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2019 4e kwartaal;48.0;21.0;27.0;1.0;51.0;22.0;29.0
8554;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2019;47.0;23.0;23.0;2.0;52.0;27.0;25.0
8555;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2020 1e kwartaal;32.0;15.0;17.0;2.0;66.0;32.0;35.0
8556;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2020 2e kwartaal;25.0;8.0;17.0;0.0;74.0;9.0;65.0
8557;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2020 3e kwartaal;33.0;14.0;19.0;1.0;66.0;32.0;35.0
8558;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2020 4e kwartaal;32.0;10.0;22.0;1.0;68.0;32.0;36.0
8559;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2020;27.0;10.0;16.0;1.0;73.0;23.0;49.0
8560;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2021 1e kwartaal;40.0;8.0;32.0;1.0;59.0;29.0;30.0
8561;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2021 2e kwartaal;80.0;12.0;68.0;1.0;19.0;8.0;11.0
8562;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2021 3e kwartaal;74.0;24.0;50.0;1.0;25.0;11.0;14.0
8563;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2021 4e kwartaal;72.0;19.0;53.0;2.0;26.0;12.0;14.0
8564;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2021;72.0;27.0;46.0;1.0;27.0;13.0;14.0
8565;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2022 1e kwartaal;69.0;9.0;60.0;1.0;30.0;14.0;16.0
8566;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2022 2e kwartaal;68.0;10.0;58.0;1.0;31.0;16.0;16.0
8567;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2022 3e kwartaal;63.0;32.0;31.0;1.0;36.0;17.0;19.0
8568;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2022 4e kwartaal;67.0;36.0;31.0;1.0;31.0;15.0;16.0
8569;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2022;72.0;16.0;56.0;1.0;27.0;15.0;12.0
8570;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2023 1e kwartaal;61.0;34.0;27.0;2.0;37.0;19.0;18.0
8571;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2023 2e kwartaal;65.0;40.0;25.0;2.0;33.0;15.0;18.0
8572;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2023 3e kwartaal;63.0;39.0;24.0;3.0;35.0;16.0;18.0
8573;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2023 4e kwartaal;37.0;15.0;22.0;2.0;62.0;40.0;22.0
8574;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2023;61.0;41.0;21.0;2.0;37.0;21.0;16.0
8575;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2024 1e kwartaal;67.0;44.0;23.0;1.0;32.0;17.0;15.0
8576;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2024 2e kwartaal;54.0;37.0;17.0;2.0;44.0;24.0;20.0
8577;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2024 3e kwartaal;47.0;26.0;21.0;1.0;52.0;33.0;19.0
8578;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2024 4e kwartaal;63.0;40.0;23.0;3.0;34.0;17.0;17.0
8579;Totaal 1 of meer werkzame personen;4789 Markthandel in overige non-food;2024;;;;;;;
8580;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2012 1e kwartaal;44.0;20.0;25.0;2.0;53.0;27.0;27.0
8581;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2012 2e kwartaal;41.0;18.0;22.0;2.0;57.0;29.0;29.0
8582;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2012 3e kwartaal;45.0;19.0;26.0;2.0;53.0;26.0;27.0
8583;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2012 4e kwartaal;40.0;16.0;24.0;1.0;59.0;28.0;31.0
8584;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2012;42.0;18.0;24.0;2.0;56.0;31.0;25.0
8585;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2013 1e kwartaal;42.0;13.0;29.0;1.0;57.0;19.0;38.0
8586;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2013 2e kwartaal;44.0;14.0;30.0;1.0;55.0;19.0;36.0
8587;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2013 3e kwartaal;43.0;13.0;30.0;1.0;56.0;18.0;38.0
8588;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2013 4e kwartaal;48.0;15.0;34.0;1.0;51.0;17.0;34.0
8589;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2013;44.0;14.0;30.0;1.0;54.0;20.0;34.0
8590;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2014 1e kwartaal;53.0;17.0;36.0;2.0;45.0;15.0;30.0
8591;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2014 2e kwartaal;52.0;17.0;36.0;1.0;46.0;16.0;31.0
8592;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2014 3e kwartaal;51.0;15.0;36.0;1.0;48.0;17.0;31.0
8593;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2014 4e kwartaal;52.0;15.0;37.0;1.0;47.0;16.0;31.0
8594;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2014;53.0;17.0;37.0;1.0;45.0;16.0;29.0
8595;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2015 1e kwartaal;52.0;15.0;37.0;1.0;47.0;16.0;31.0
8596;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2015 2e kwartaal;54.0;15.0;39.0;1.0;45.0;15.0;31.0
8597;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2015 3e kwartaal;53.0;15.0;38.0;1.0;46.0;16.0;31.0
8598;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2015 4e kwartaal;54.0;16.0;38.0;1.0;45.0;15.0;30.0
8599;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2015;54.0;15.0;39.0;1.0;45.0;16.0;29.0
8600;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2016 1e kwartaal;55.0;16.0;39.0;1.0;44.0;14.0;29.0
8601;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2016 2e kwartaal;54.0;16.0;37.0;1.0;45.0;16.0;29.0
8602;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2016 3e kwartaal;54.0;15.0;39.0;1.0;45.0;14.0;31.0
8603;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2016 4e kwartaal;55.0;16.0;39.0;1.0;44.0;14.0;30.0
8604;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2016;55.0;16.0;39.0;1.0;44.0;15.0;28.0
8605;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2017 1e kwartaal;51.0;14.0;37.0;1.0;48.0;16.0;31.0
8606;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2017 2e kwartaal;51.0;15.0;36.0;1.0;48.0;15.0;32.0
8607;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2017 3e kwartaal;52.0;14.0;38.0;1.0;46.0;15.0;31.0
8608;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2017 4e kwartaal;51.0;15.0;37.0;1.0;47.0;15.0;32.0
8609;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2017;52.0;15.0;37.0;1.0;47.0;16.0;31.0
8610;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2018 1e kwartaal;51.0;15.0;36.0;1.0;48.0;16.0;32.0
8611;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2018 2e kwartaal;52.0;15.0;37.0;1.0;47.0;15.0;32.0
8612;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2018 3e kwartaal;51.0;14.0;37.0;1.0;47.0;15.0;32.0
8613;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2018 4e kwartaal;54.0;16.0;38.0;1.0;45.0;14.0;31.0
8614;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2018;53.0;16.0;36.0;1.0;46.0;16.0;30.0
8615;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2019 1e kwartaal;52.0;14.0;38.0;1.0;46.0;16.0;30.0
8616;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2019 2e kwartaal;53.0;15.0;38.0;1.0;46.0;15.0;31.0
8617;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2019 3e kwartaal;53.0;14.0;39.0;1.0;46.0;15.0;31.0
8618;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2019 4e kwartaal;51.0;15.0;37.0;1.0;47.0;15.0;32.0
8619;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2019;53.0;16.0;37.0;1.0;45.0;16.0;29.0
8620;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2020 1e kwartaal;57.0;23.0;35.0;1.0;41.0;13.0;28.0
8621;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2020 2e kwartaal;58.0;13.0;45.0;1.0;41.0;13.0;28.0
8622;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2020 3e kwartaal;66.0;13.0;53.0;1.0;33.0;9.0;24.0
8623;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2020 4e kwartaal;67.0;17.0;50.0;1.0;32.0;9.0;23.0
8624;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2020;63.0;15.0;48.0;1.0;36.0;11.0;25.0
8625;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2021 1e kwartaal;69.0;12.0;57.0;1.0;30.0;8.0;22.0
8626;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2021 2e kwartaal;65.0;22.0;43.0;1.0;35.0;11.0;23.0
8627;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2021 3e kwartaal;;;;;;;
8628;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2021 4e kwartaal;;;;;;;
8629;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2021;;;;;;;
8630;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2022 1e kwartaal;;;;;;;
8631;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2022 2e kwartaal;;;;;;;
8632;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2022 3e kwartaal;;;;;;;
8633;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2022 4e kwartaal;;;;;;;
8634;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2022;;;;;;;
8635;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2023 1e kwartaal;;;;;;;
8636;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2023 2e kwartaal;;;;;;;
8637;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2023 3e kwartaal;;;;;;;
8638;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2023 4e kwartaal;;;;;;;
8639;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2023;;;;;;;
8640;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2024 1e kwartaal;;;;;;;
8641;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2024 2e kwartaal;;;;;;;
8642;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2024 3e kwartaal;;;;;;;
8643;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2024 4e kwartaal;;;;;;;
8644;Totaal 1 of meer werkzame personen;479 Detailhandel, geen winkel of markt;2024;;;;;;;
8645;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2012 1e kwartaal;49.0;13.0;36.0;1.0;50.0;14.0;36.0
8646;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2012 2e kwartaal;48.0;13.0;35.0;1.0;51.0;14.0;37.0
8647;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2012 3e kwartaal;47.0;12.0;35.0;1.0;52.0;15.0;37.0
8648;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2012 4e kwartaal;54.0;12.0;42.0;1.0;45.0;11.0;34.0
8649;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2012;89.0;2.0;87.0;0.0;11.0;3.0;9.0
8650;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2013 1e kwartaal;47.0;13.0;34.0;1.0;53.0;14.0;39.0
8651;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2013 2e kwartaal;47.0;13.0;34.0;1.0;52.0;14.0;38.0
8652;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2013 3e kwartaal;46.0;12.0;34.0;1.0;54.0;14.0;40.0
8653;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2013 4e kwartaal;51.0;13.0;38.0;1.0;48.0;12.0;35.0
8654;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2013;49.0;14.0;35.0;1.0;50.0;14.0;36.0
8655;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2014 1e kwartaal;54.0;15.0;39.0;1.0;45.0;13.0;32.0
8656;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2014 2e kwartaal;53.0;14.0;39.0;1.0;46.0;13.0;33.0
8657;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2014 3e kwartaal;54.0;14.0;40.0;1.0;45.0;12.0;33.0
8658;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2014 4e kwartaal;55.0;15.0;40.0;1.0;44.0;13.0;32.0
8659;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2014;55.0;14.0;41.0;1.0;44.0;13.0;31.0
8660;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2015 1e kwartaal;54.0;14.0;40.0;1.0;45.0;13.0;32.0
8661;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2015 2e kwartaal;55.0;13.0;42.0;1.0;44.0;12.0;32.0
8662;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2015 3e kwartaal;54.0;13.0;41.0;1.0;45.0;13.0;32.0
8663;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2015 4e kwartaal;54.0;13.0;41.0;1.0;45.0;13.0;32.0
8664;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2015;56.0;13.0;43.0;1.0;44.0;13.0;31.0
8665;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2016 1e kwartaal;56.0;13.0;43.0;1.0;43.0;13.0;30.0
8666;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2016 2e kwartaal;56.0;15.0;41.0;1.0;43.0;13.0;30.0
8667;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2016 3e kwartaal;55.0;13.0;42.0;1.0;44.0;12.0;32.0
8668;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2016 4e kwartaal;55.0;14.0;42.0;1.0;44.0;12.0;31.0
8669;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2016;57.0;14.0;42.0;1.0;43.0;13.0;30.0
8670;Totaal 1 of meer werkzame personen;4791 Postorderbedrijven, internetwinkels;2017 1e kwartaal;53.0;13.0;39.0;1.0;46.0;14.0;33.0
