ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;Perioden;AlleStijgers_1;NormaleStijgers_2;SnelleStijgers_3;BedrijvenMetOmzetStabiel_4;AlleDalers_5;NormaleDalers_6;SnelleDalers_7
2774;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2020;56.0;29.0;27.0;1.0;44.0;26.0;17.0
2775;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2021 1e kwartaal;60.0;18.0;42.0;1.0;38.0;17.0;22.0
2776;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2021 2e kwartaal;79.0;19.0;61.0;0.0;20.0;8.0;13.0
2777;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2021 3e kwartaal;70.0;18.0;52.0;1.0;29.0;13.0;16.0
2778;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2021 4e kwartaal;72.0;22.0;50.0;1.0;26.0;10.0;16.0
2779;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2021;75.0;24.0;51.0;0.0;25.0;13.0;12.0
2780;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2022 1e kwartaal;76.0;20.0;56.0;1.0;23.0;13.0;10.0
2781;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2022 2e kwartaal;66.0;23.0;43.0;0.0;34.0;20.0;14.0
2782;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2022 3e kwartaal;57.0;23.0;35.0;2.0;41.0;20.0;21.0
2783;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2022 4e kwartaal;49.0;20.0;29.0;1.0;50.0;26.0;24.0
2784;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2022;69.0;29.0;40.0;0.0;31.0;18.0;12.0
2785;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2023 1e kwartaal;44.0;17.0;27.0;2.0;54.0;23.0;30.0
2786;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2023 2e kwartaal;37.0;17.0;21.0;2.0;60.0;26.0;34.0
2787;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2023 3e kwartaal;43.0;16.0;27.0;1.0;56.0;19.0;37.0
2788;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2023 4e kwartaal;48.0;23.0;25.0;2.0;50.0;22.0;28.0
2789;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2023;41.0;16.0;25.0;1.0;59.0;31.0;28.0
2790;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2024 1e kwartaal;45.0;22.0;22.0;1.0;54.0;33.0;21.0
2791;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2024 2e kwartaal;68.0;27.0;41.0;2.0;30.0;15.0;15.0
2792;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2024 3e kwartaal;60.0;23.0;37.0;1.0;39.0;16.0;24.0
2793;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2024 4e kwartaal;51.0;18.0;32.0;2.0;47.0;25.0;22.0
2794;Totaal 1 of meer werkzame personen;38 Afvalbehandeling en recycling;2024;;;;;;;
2795;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2012 1e kwartaal;43.0;24.0;19.0;1.0;56.0;25.0;31.0
2796;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2012 2e kwartaal;41.0;18.0;23.0;2.0;57.0;25.0;32.0
2797;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2012 3e kwartaal;47.0;20.0;27.0;2.0;51.0;17.0;34.0
2798;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2012 4e kwartaal;44.0;16.0;28.0;2.0;54.0;19.0;35.0
2799;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2012;42.0;18.0;24.0;3.0;55.0;26.0;30.0
2800;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2013 1e kwartaal;39.0;16.0;23.0;1.0;61.0;26.0;35.0
2801;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2013 2e kwartaal;46.0;22.0;23.0;1.0;53.0;21.0;32.0
2802;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2013 3e kwartaal;43.0;20.0;24.0;1.0;55.0;21.0;34.0
2803;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2013 4e kwartaal;52.0;22.0;30.0;3.0;45.0;23.0;22.0
2804;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2013;44.0;24.0;19.0;1.0;55.0;26.0;29.0
2805;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2014 1e kwartaal;49.0;20.0;29.0;2.0;49.0;19.0;30.0
2806;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2014 2e kwartaal;50.0;17.0;33.0;2.0;48.0;24.0;24.0
2807;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2014 3e kwartaal;64.0;27.0;37.0;3.0;34.0;15.0;19.0
2808;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2014 4e kwartaal;51.0;21.0;29.0;1.0;49.0;22.0;27.0
2809;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2014;52.0;27.0;24.0;2.0;47.0;24.0;23.0
2810;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2015 1e kwartaal;50.0;20.0;31.0;3.0;47.0;26.0;21.0
2811;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2015 2e kwartaal;55.0;23.0;32.0;3.0;41.0;25.0;16.0
2812;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2015 3e kwartaal;47.0;15.0;32.0;2.0;51.0;20.0;31.0
2813;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2015 4e kwartaal;51.0;19.0;33.0;2.0;46.0;15.0;31.0
2814;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2015;54.0;26.0;28.0;3.0;43.0;27.0;16.0
2815;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2016 1e kwartaal;50.0;17.0;33.0;1.0;48.0;14.0;34.0
2816;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2016 2e kwartaal;45.0;17.0;27.0;1.0;54.0;22.0;32.0
2817;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2016 3e kwartaal;52.0;18.0;33.0;3.0;46.0;24.0;22.0
2818;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2016 4e kwartaal;58.0;19.0;39.0;2.0;40.0;19.0;20.0
2819;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2016;49.0;19.0;30.0;3.0;48.0;26.0;22.0
2820;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2017 1e kwartaal;63.0;22.0;41.0;2.0;35.0;19.0;16.0
2821;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2017 2e kwartaal;60.0;25.0;34.0;2.0;39.0;19.0;20.0
2822;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2017 3e kwartaal;66.0;19.0;47.0;0.0;34.0;11.0;23.0
2823;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2017 4e kwartaal;58.0;17.0;41.0;1.0;41.0;17.0;23.0
2824;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2017;68.0;25.0;43.0;1.0;31.0;16.0;16.0
2825;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2018 1e kwartaal;57.0;24.0;33.0;1.0;41.0;22.0;20.0
2826;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2018 2e kwartaal;62.0;20.0;42.0;2.0;36.0;18.0;18.0
2827;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2018 3e kwartaal;54.0;18.0;36.0;2.0;44.0;19.0;25.0
2828;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2018 4e kwartaal;56.0;22.0;34.0;2.0;42.0;16.0;26.0
2829;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2018;61.0;29.0;32.0;2.0;37.0;21.0;16.0
2830;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2019 1e kwartaal;53.0;21.0;32.0;2.0;45.0;21.0;25.0
2831;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2019 2e kwartaal;44.0;18.0;26.0;2.0;54.0;25.0;30.0
2832;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2019 3e kwartaal;50.0;22.0;29.0;3.0;47.0;24.0;24.0
2833;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2019 4e kwartaal;48.0;17.0;31.0;0.0;51.0;20.0;31.0
2834;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2019;45.0;19.0;26.0;1.0;54.0;27.0;28.0
2835;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2020 1e kwartaal;52.0;22.0;30.0;3.0;45.0;20.0;25.0
2836;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2020 2e kwartaal;41.0;16.0;25.0;2.0;57.0;20.0;37.0
2837;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2020 3e kwartaal;52.0;20.0;32.0;1.0;47.0;27.0;20.0
2838;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2020 4e kwartaal;63.0;23.0;39.0;1.0;36.0;18.0;18.0
2839;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2020;56.0;29.0;27.0;1.0;44.0;26.0;17.0
2840;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2021 1e kwartaal;60.0;18.0;42.0;1.0;38.0;17.0;22.0
2841;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2021 2e kwartaal;79.0;19.0;61.0;0.0;20.0;8.0;13.0
2842;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2021 3e kwartaal;70.0;18.0;52.0;1.0;29.0;13.0;16.0
2843;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2021 4e kwartaal;72.0;22.0;50.0;1.0;26.0;10.0;16.0
2844;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2021;75.0;24.0;51.0;0.0;25.0;13.0;12.0
2845;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2022 1e kwartaal;76.0;20.0;56.0;1.0;23.0;13.0;10.0
2846;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2022 2e kwartaal;66.0;23.0;43.0;0.0;34.0;20.0;14.0
2847;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2022 3e kwartaal;57.0;23.0;35.0;2.0;41.0;20.0;21.0
2848;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2022 4e kwartaal;49.0;20.0;29.0;1.0;50.0;26.0;24.0
2849;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2022;69.0;29.0;40.0;0.0;31.0;18.0;12.0
2850;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2023 1e kwartaal;44.0;17.0;27.0;2.0;54.0;23.0;30.0
2851;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2023 2e kwartaal;37.0;17.0;21.0;2.0;60.0;26.0;34.0
2852;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2023 3e kwartaal;43.0;16.0;27.0;1.0;56.0;19.0;37.0
2853;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2023 4e kwartaal;48.0;23.0;25.0;2.0;50.0;22.0;28.0
2854;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2023;41.0;16.0;25.0;1.0;59.0;31.0;28.0
2855;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2024 1e kwartaal;45.0;22.0;22.0;1.0;54.0;33.0;21.0
2856;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2024 2e kwartaal;68.0;27.0;41.0;2.0;30.0;15.0;15.0
2857;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2024 3e kwartaal;60.0;23.0;37.0;1.0;39.0;16.0;24.0
2858;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2024 4e kwartaal;51.0;18.0;32.0;2.0;47.0;25.0;22.0
2859;Totaal 1 of meer werkzame personen;383 Voorbereiding tot recycling;2024;;;;;;;
2860;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 1e kwartaal;42.0;13.0;30.0;1.0;57.0;18.0;39.0
2861;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 2e kwartaal;39.0;13.0;26.0;1.0;60.0;19.0;41.0
2862;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 3e kwartaal;45.0;14.0;31.0;1.0;54.0;18.0;36.0
2863;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012 4e kwartaal;38.0;13.0;26.0;1.0;61.0;19.0;42.0
2864;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2012;36.0;17.0;19.0;1.0;63.0;27.0;35.0
2865;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 1e kwartaal;39.0;12.0;27.0;1.0;60.0;17.0;42.0
2866;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 2e kwartaal;45.0;14.0;31.0;1.0;54.0;19.0;35.0
2867;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 3e kwartaal;45.0;13.0;32.0;1.0;54.0;18.0;36.0
2868;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013 4e kwartaal;55.0;16.0;40.0;1.0;44.0;16.0;28.0
2869;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2013;46.0;19.0;27.0;1.0;53.0;24.0;29.0
2870;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 1e kwartaal;59.0;15.0;44.0;1.0;40.0;14.0;26.0
2871;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 2e kwartaal;52.0;16.0;36.0;1.0;47.0;17.0;30.0
2872;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 3e kwartaal;50.0;15.0;35.0;1.0;49.0;17.0;32.0
2873;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014 4e kwartaal;51.0;16.0;35.0;2.0;48.0;18.0;30.0
2874;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2014;55.0;22.0;32.0;1.0;44.0;21.0;23.0
2875;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 1e kwartaal;53.0;15.0;38.0;1.0;45.0;16.0;29.0
2876;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 2e kwartaal;59.0;16.0;43.0;1.0;40.0;16.0;24.0
2877;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 3e kwartaal;49.0;15.0;34.0;1.0;50.0;17.0;32.0
2878;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015 4e kwartaal;53.0;17.0;36.0;1.0;45.0;17.0;29.0
2879;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2015;57.0;23.0;35.0;1.0;41.0;21.0;20.0
2880;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 1e kwartaal;54.0;16.0;37.0;1.0;45.0;16.0;29.0
2881;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 2e kwartaal;48.0;16.0;33.0;1.0;50.0;18.0;32.0
2882;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 3e kwartaal;58.0;16.0;42.0;1.0;41.0;15.0;25.0
2883;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016 4e kwartaal;58.0;18.0;40.0;1.0;41.0;16.0;25.0
2884;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2016;57.0;24.0;34.0;1.0;41.0;21.0;20.0
2885;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 1e kwartaal;56.0;16.0;40.0;1.0;43.0;16.0;26.0
2886;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 2e kwartaal;56.0;18.0;39.0;1.0;42.0;17.0;25.0
2887;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 3e kwartaal;54.0;17.0;38.0;1.0;45.0;17.0;28.0
2888;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017 4e kwartaal;55.0;18.0;37.0;1.0;44.0;18.0;26.0
2889;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2017;59.0;24.0;35.0;2.0;40.0;21.0;19.0
2890;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 1e kwartaal;58.0;17.0;40.0;1.0;41.0;16.0;25.0
2891;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 2e kwartaal;59.0;18.0;40.0;1.0;40.0;17.0;24.0
2892;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 3e kwartaal;57.0;17.0;40.0;1.0;42.0;17.0;26.0
2893;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018 4e kwartaal;58.0;19.0;39.0;1.0;41.0;17.0;24.0
2894;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2018;62.0;25.0;37.0;2.0;36.0;19.0;17.0
2895;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 1e kwartaal;57.0;18.0;39.0;1.0;42.0;16.0;26.0
2896;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 2e kwartaal;55.0;19.0;37.0;1.0;44.0;18.0;26.0
2897;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 3e kwartaal;54.0;17.0;37.0;1.0;45.0;17.0;27.0
2898;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019 4e kwartaal;51.0;18.0;33.0;1.0;47.0;19.0;28.0
2899;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2019;58.0;24.0;33.0;2.0;41.0;22.0;19.0
2900;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 1e kwartaal;58.0;19.0;39.0;1.0;41.0;17.0;24.0
2901;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 2e kwartaal;49.0;17.0;32.0;1.0;49.0;19.0;30.0
2902;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 3e kwartaal;53.0;17.0;36.0;1.0;46.0;18.0;28.0
2903;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020 4e kwartaal;57.0;23.0;34.0;1.0;41.0;17.0;24.0
2904;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2020;57.0;24.0;33.0;2.0;41.0;21.0;20.0
2905;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 1e kwartaal;53.0;18.0;35.0;1.0;46.0;19.0;27.0
2906;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 2e kwartaal;59.0;19.0;40.0;1.0;39.0;17.0;22.0
2907;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 3e kwartaal;55.0;18.0;37.0;1.0;44.0;18.0;26.0
2908;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021 4e kwartaal;59.0;21.0;38.0;1.0;40.0;17.0;23.0
2909;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2021;60.0;25.0;35.0;2.0;38.0;21.0;17.0
2910;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 1e kwartaal;57.0;19.0;39.0;1.0;41.0;17.0;24.0
2911;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 2e kwartaal;57.0;20.0;37.0;1.0;41.0;18.0;24.0
2912;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 3e kwartaal;57.0;18.0;39.0;1.0;42.0;17.0;25.0
2913;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022 4e kwartaal;57.0;20.0;36.0;1.0;42.0;18.0;24.0
2914;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2022;61.0;26.0;36.0;2.0;37.0;20.0;17.0
2915;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 1e kwartaal;58.0;19.0;38.0;1.0;41.0;16.0;25.0
2916;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 2e kwartaal;55.0;20.0;35.0;1.0;44.0;18.0;26.0
2917;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 3e kwartaal;53.0;18.0;35.0;1.0;46.0;18.0;28.0
2918;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023 4e kwartaal;50.0;18.0;32.0;1.0;49.0;21.0;28.0
2919;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2023;57.0;25.0;32.0;2.0;41.0;21.0;20.0
2920;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2024 1e kwartaal;46.0;17.0;29.0;3.0;51.0;26.0;25.0
2921;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2024 2e kwartaal;54.0;20.0;33.0;2.0;45.0;19.0;26.0
2922;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2024 3e kwartaal;55.0;20.0;35.0;1.0;44.0;17.0;27.0
2923;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2024 4e kwartaal;55.0;21.0;34.0;1.0;44.0;18.0;25.0
2924;Totaal 1 of meer werkzame personen;F Bouwnijverheid;2024;;;;;;;
2925;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 1e kwartaal;42.0;11.0;31.0;1.0;57.0;16.0;41.0
2926;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 2e kwartaal;38.0;12.0;26.0;1.0;61.0;17.0;43.0
2927;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 3e kwartaal;45.0;12.0;33.0;1.0;54.0;16.0;38.0
2928;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012 4e kwartaal;39.0;12.0;27.0;1.0;60.0;16.0;44.0
2929;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2012;37.0;15.0;21.0;1.0;62.0;23.0;39.0
2930;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 1e kwartaal;41.0;11.0;30.0;1.0;58.0;16.0;43.0
2931;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 2e kwartaal;46.0;12.0;33.0;1.0;53.0;17.0;36.0
2932;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 3e kwartaal;45.0;12.0;33.0;1.0;54.0;16.0;38.0
2933;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013 4e kwartaal;56.0;14.0;42.0;1.0;43.0;14.0;29.0
2934;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2013;47.0;17.0;30.0;1.0;52.0;21.0;30.0
2935;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 1e kwartaal;59.0;14.0;45.0;1.0;40.0;12.0;28.0
2936;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 2e kwartaal;53.0;15.0;38.0;1.0;46.0;15.0;31.0
2937;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 3e kwartaal;51.0;14.0;37.0;1.0;48.0;15.0;32.0
2938;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014 4e kwartaal;51.0;14.0;37.0;2.0;47.0;15.0;31.0
2939;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2014;56.0;20.0;35.0;1.0;43.0;19.0;25.0
2940;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 1e kwartaal;54.0;14.0;40.0;1.0;45.0;14.0;31.0
2941;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 2e kwartaal;60.0;15.0;45.0;1.0;39.0;14.0;25.0
2942;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 3e kwartaal;48.0;13.0;35.0;1.0;51.0;16.0;35.0
2943;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015 4e kwartaal;53.0;16.0;37.0;1.0;46.0;15.0;31.0
2944;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2015;58.0;20.0;37.0;1.0;41.0;19.0;22.0
2945;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 1e kwartaal;53.0;15.0;38.0;1.0;45.0;15.0;31.0
2946;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 2e kwartaal;47.0;14.0;33.0;1.0;52.0;17.0;35.0
2947;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 3e kwartaal;59.0;15.0;44.0;1.0;40.0;14.0;26.0
2948;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016 4e kwartaal;58.0;16.0;41.0;1.0;41.0;15.0;27.0
2949;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2016;57.0;21.0;36.0;1.0;42.0;19.0;23.0
2950;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 1e kwartaal;56.0;15.0;42.0;1.0;42.0;15.0;28.0
2951;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 2e kwartaal;57.0;16.0;41.0;1.0;42.0;15.0;27.0
2952;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 3e kwartaal;55.0;15.0;40.0;1.0;44.0;15.0;29.0
2953;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017 4e kwartaal;56.0;16.0;39.0;1.0;43.0;16.0;27.0
2954;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2017;59.0;21.0;38.0;1.0;39.0;19.0;21.0
2955;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 1e kwartaal;58.0;16.0;42.0;1.0;41.0;15.0;26.0
2956;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 2e kwartaal;59.0;17.0;42.0;1.0;40.0;15.0;25.0
2957;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 3e kwartaal;57.0;16.0;41.0;1.0;42.0;15.0;27.0
2958;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018 4e kwartaal;58.0;17.0;40.0;1.0;41.0;16.0;26.0
2959;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2018;62.0;22.0;40.0;1.0;37.0;18.0;19.0
2960;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 1e kwartaal;56.0;16.0;40.0;1.0;42.0;15.0;27.0
2961;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 2e kwartaal;55.0;17.0;38.0;1.0;44.0;17.0;27.0
2962;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 3e kwartaal;54.0;16.0;38.0;1.0;45.0;16.0;29.0
2963;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019 4e kwartaal;52.0;17.0;35.0;1.0;47.0;17.0;29.0
2964;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2019;58.0;22.0;36.0;1.0;41.0;20.0;21.0
2965;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 1e kwartaal;57.0;18.0;39.0;1.0;42.0;16.0;26.0
2966;Totaal 1 of meer werkzame personen;41 Algemene bouw en projectontwikkeling;2020 2e kwartaal;48.0;15.0;33.0;1.0;51.0;19.0;32.0
