ID;LandVanNationaliteit;Geslacht;Leeftijd;Perioden;TotaalAsielverzoeken_1;EersteAsielverzoeken_2;VolgendeAsielverzoeken_3
790;57;Mannen;Jonger dan 15 jaar;2009;230;180;50
791;57;Mannen;Jonger dan 15 jaar;2010;250;200;50
792;57;Mannen;15 tot 18 jaar;2007;10;10;0
793;57;Mannen;15 tot 18 jaar;2008;10;10;0
794;57;Mannen;15 tot 18 jaar;2009;30;30;0
795;57;Mannen;15 tot 18 jaar;2010;10;10;0
796;57;Mannen;18 jaar of ouder;2007;120;80;40
797;57;Mannen;18 jaar of ouder;2008;140;100;40
798;57;Mannen;18 jaar of ouder;2009;160;130;30
799;57;Mannen;18 jaar of ouder;2010;170;140;30
800;57;Vrouwen;Alle leeftijden;2007;240;140;100
801;57;Vrouwen;Alle leeftijden;2008;230;140;80
802;57;Vrouwen;Alle leeftijden;2009;290;250;40
803;57;Vrouwen;Alle leeftijden;2010;320;250;70
804;57;Vrouwen;Jonger dan 15 jaar;2007;190;110;80
805;57;Vrouwen;Jonger dan 15 jaar;2008;170;110;70
806;57;Vrouwen;Jonger dan 15 jaar;2009;230;200;30
807;57;Vrouwen;Jonger dan 15 jaar;2010;220;160;60
808;57;Vrouwen;15 tot 18 jaar;2007;10;10;0
809;57;Vrouwen;15 tot 18 jaar;2008;0;0;0
810;57;Vrouwen;15 tot 18 jaar;2009;0;0;0
811;57;Vrouwen;15 tot 18 jaar;2010;10;10;0
812;57;Vrouwen;18 jaar of ouder;2007;40;30;10
813;57;Vrouwen;18 jaar of ouder;2008;50;40;20
814;57;Vrouwen;18 jaar of ouder;2009;60;50;10
815;57;Vrouwen;18 jaar of ouder;2010;90;80;10
816;Overige landen;Totaal mannen en vrouwen;Alle leeftijden;2007;2070;1520;550
817;Overige landen;Totaal mannen en vrouwen;Alle leeftijden;2008;2310;1880;430
818;Overige landen;Totaal mannen en vrouwen;Alle leeftijden;2009;3370;3020;350
819;Overige landen;Totaal mannen en vrouwen;Alle leeftijden;2010;3810;3490;320
820;Overige landen;Totaal mannen en vrouwen;Jonger dan 15 jaar;2007;310;220;90
821;Overige landen;Totaal mannen en vrouwen;Jonger dan 15 jaar;2008;310;270;40
822;Overige landen;Totaal mannen en vrouwen;Jonger dan 15 jaar;2009;420;380;50
823;Overige landen;Totaal mannen en vrouwen;Jonger dan 15 jaar;2010;650;610;40
824;Overige landen;Totaal mannen en vrouwen;15 tot 18 jaar;2007;160;150;10
825;Overige landen;Totaal mannen en vrouwen;15 tot 18 jaar;2008;160;150;20
826;Overige landen;Totaal mannen en vrouwen;15 tot 18 jaar;2009;190;180;10
827;Overige landen;Totaal mannen en vrouwen;15 tot 18 jaar;2010;180;170;10
828;Overige landen;Totaal mannen en vrouwen;18 jaar of ouder;2007;1600;1150;460
829;Overige landen;Totaal mannen en vrouwen;18 jaar of ouder;2008;1840;1460;370
830;Overige landen;Totaal mannen en vrouwen;18 jaar of ouder;2009;2750;2460;290
831;Overige landen;Totaal mannen en vrouwen;18 jaar of ouder;2010;2990;2710;280
832;Overige landen;Mannen;Alle leeftijden;2007;1330;980;350
833;Overige landen;Mannen;Alle leeftijden;2008;1470;1200;270
834;Overige landen;Mannen;Alle leeftijden;2009;2360;2120;240
835;Overige landen;Mannen;Alle leeftijden;2010;2470;2240;220
836;Overige landen;Mannen;Jonger dan 15 jaar;2007;150;110;40
837;Overige landen;Mannen;Jonger dan 15 jaar;2008;170;150;20
838;Overige landen;Mannen;Jonger dan 15 jaar;2009;210;190;20
839;Overige landen;Mannen;Jonger dan 15 jaar;2010;330;310;10
840;Overige landen;Mannen;15 tot 18 jaar;2007;110;100;10
841;Overige landen;Mannen;15 tot 18 jaar;2008;110;100;10
842;Overige landen;Mannen;15 tot 18 jaar;2009;140;140;10
843;Overige landen;Mannen;15 tot 18 jaar;2010;130;120;10
844;Overige landen;Mannen;18 jaar of ouder;2007;1060;760;300
845;Overige landen;Mannen;18 jaar of ouder;2008;1190;950;240
846;Overige landen;Mannen;18 jaar of ouder;2009;2010;1790;210
847;Overige landen;Mannen;18 jaar of ouder;2010;2020;1820;200
848;Overige landen;Vrouwen;Alle leeftijden;2007;750;540;200
849;Overige landen;Vrouwen;Alle leeftijden;2008;840;680;160
850;Overige landen;Vrouwen;Alle leeftijden;2009;1010;900;110
851;Overige landen;Vrouwen;Alle leeftijden;2010;1340;1250;100
852;Overige landen;Vrouwen;Jonger dan 15 jaar;2007;150;110;40
853;Overige landen;Vrouwen;Jonger dan 15 jaar;2008;140;120;20
854;Overige landen;Vrouwen;Jonger dan 15 jaar;2009;210;180;30
855;Overige landen;Vrouwen;Jonger dan 15 jaar;2010;320;300;20
856;Overige landen;Vrouwen;15 tot 18 jaar;2007;50;50;0
857;Overige landen;Vrouwen;15 tot 18 jaar;2008;60;50;10
858;Overige landen;Vrouwen;15 tot 18 jaar;2009;50;50;0
859;Overige landen;Vrouwen;15 tot 18 jaar;2010;50;50;0
860;Overige landen;Vrouwen;18 jaar of ouder;2007;540;380;160
861;Overige landen;Vrouwen;18 jaar of ouder;2008;650;510;130
862;Overige landen;Vrouwen;18 jaar of ouder;2009;750;670;80
863;Overige landen;Vrouwen;18 jaar of ouder;2010;970;890;80
