ID;Bedrijfsgrootte;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
2443;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2007 4e kwartaal;83.6;2.5
2444;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2007;64.2;5.1
2445;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 januari;40.6;3.0
2446;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 februari;49.8;8.0
2447;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 maart;55.7;7.8
2448;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 1e kwartaal;48.7;6.5
2449;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 april;71.8;19.9
2450;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 mei;66.6;0.5
2451;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 juni;78.7;9.5
2452;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 2e kwartaal;72.4;9.6
2453;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 juli;73.3;7.2
2454;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 augustus;51.3;6.2
2455;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 september;73.7;8.9
2456;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 3e kwartaal;66.1;7.5
2457;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 oktober;76.8;2.6
2458;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 november;78.7;-2.4
2459;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 december;94.9;-0.6
2460;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008 4e kwartaal;83.4;-0.2
2461;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2008;67.6;5.4
2462;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 januari;46.5;14.5
2463;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 februari;61.4;23.2
2464;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 maart;82.3;47.7
2465;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 1e kwartaal;63.4;30.2
2466;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 april;81.6;13.7
2467;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 mei;74.0;11.1
2468;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 juni;88.7;12.6
2469;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 2e kwartaal;81.4;12.5
2470;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 juli;80.4;9.7
2471;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 augustus;72.3;41.0
2472;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 september;77.8;5.6
2473;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 3e kwartaal;76.9;16.3
2474;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 oktober;95.8;24.7
2475;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 november;93.4;18.7
2476;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 december;97.6;2.8
2477;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009 4e kwartaal;95.6;14.5
2478;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2009;79.3;17.3
2479;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 januari;41.4;-10.9
2480;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 februari;49.6;-19.1
2481;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 maart;66.5;-19.2
2482;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 1e kwartaal;52.5;-17.2
2483;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 april;66.5;-18.5
2484;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 mei;62.0;-16.3
2485;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 juni;75.8;-14.5
2486;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 2e kwartaal;68.1;-16.4
2487;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 juli;69.4;-13.8
2488;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 augustus;52.5;-27.5
2489;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 september;74.9;-3.8
2490;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 3e kwartaal;65.6;-14.7
2491;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 oktober;75.2;-21.5
2492;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 november;85.5;-8.4
2493;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 december;90.4;-7.4
2494;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010 4e kwartaal;83.7;-12.5
2495;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2010;67.5;-14.9
2496;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 januari;41.8;1.1
2497;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 februari;52.1;4.9
2498;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 maart;69.0;3.8
2499;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 1e kwartaal;54.3;3.4
2500;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 april;65.0;-2.3
2501;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 mei;69.5;12.2
2502;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 juni;68.2;-10.0
2503;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 2e kwartaal;67.6;-0.8
2504;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 juli;63.0;-9.2
2505;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 augustus;53.2;1.3
2506;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 september;74.3;-0.8
2507;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 3e kwartaal;63.5;-3.2
2508;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 oktober;72.5;-3.5
2509;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 november;82.5;-3.5
2510;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 december;95.0;5.2
2511;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011 4e kwartaal;83.3;-0.4
2512;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2011;67.2;-0.4
2513;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 januari;42.0;0.5
2514;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 februari;52.9;1.7
2515;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 maart;67.8;-1.7
2516;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 1e kwartaal;54.3;-0.1
2517;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 april;65.4;0.7
2518;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 mei;74.5;7.1
2519;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 juni;80.1;17.5
2520;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 2e kwartaal;73.3;8.6
2521;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 juli;68.1;8.2
2522;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 augustus;60.3;13.5
2523;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 september;69.9;-6.0
2524;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 3e kwartaal;66.1;4.1
2525;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 oktober;88.0;21.4
2526;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 november;94.5;14.6
2527;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 december;95.4;0.4
2528;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012 4e kwartaal;92.6;11.2
2529;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2012;71.6;6.6
2530;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 januari;45.8;8.8
2531;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 februari;51.1;-3.5
2532;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 maart;64.7;-4.6
2533;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 1e kwartaal;53.8;-0.8
2534;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 april;67.1;2.6
2535;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 mei;79.3;6.4
2536;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 juni;84.5;5.5
2537;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 2e kwartaal;77.0;4.9
2538;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 juli;77.4;13.6
2539;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 augustus;61.8;2.4
2540;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 september;80.0;14.5
2541;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 3e kwartaal;73.1;10.5
2542;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 oktober;85.1;-3.4
2543;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 november;87.9;-7.0
2544;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 december;95.2;-0.2
2545;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013 4e kwartaal;89.4;-3.5
2546;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2013;73.3;2.4
2547;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 januari;52.3;14.4
2548;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 februari;61.7;20.9
2549;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 maart;75.5;16.8
2550;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 1e kwartaal;63.2;17.4
2551;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 april;75.7;12.8
2552;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 mei;73.4;-7.4
2553;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 juni;80.5;-4.7
2554;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 2e kwartaal;76.6;-0.5
2555;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 juli;74.4;-3.8
2556;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 augustus;49.0;-20.6
2557;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 september;78.1;-2.3
2558;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 3e kwartaal;67.2;-8.0
2559;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 oktober;81.3;-4.5
2560;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 november;78.5;-10.7
2561;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 december;91.3;-4.2
2562;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014 4e kwartaal;83.7;-6.4
2563;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2014;72.7;-0.9
2564;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 januari;41.5;-20.6
2565;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 februari;49.1;-20.5
2566;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 maart;68.1;-9.8
2567;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 1e kwartaal;52.9;-16.3
2568;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 april;66.1;-12.6
2569;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 mei;63.7;-13.2
2570;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 juni;73.0;-9.3
2571;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 2e kwartaal;67.6;-11.7
2572;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 juli;70.1;-5.8
2573;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 augustus;48.7;-0.8
2574;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 september;73.8;-5.5
2575;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 3e kwartaal;64.2;-4.5
2576;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 oktober;76.1;-6.4
2577;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 november;79.3;1.0
2578;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 december;94.7;3.7
2579;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015 4e kwartaal;83.3;-0.4
2580;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2015;67.0;-7.8
2581;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 januari;48.9;17.8
2582;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 februari;63.2;28.8
2583;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 maart;73.8;8.3
2584;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 1e kwartaal;62.0;17.1
2585;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 april;74.6;12.7
2586;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 mei;70.1;9.9
2587;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 juni;84.2;15.3
2588;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 2e kwartaal;76.3;12.8
2589;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 juli;75.4;7.5
2590;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 augustus;53.7;10.4
2591;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 september;81.1;9.9
2592;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 3e kwartaal;70.1;9.2
2593;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 oktober;81.3;6.9
2594;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 november;84.6;6.7
2595;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 december;107.6;13.6
2596;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016 4e kwartaal;91.2;9.4
2597;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2016;74.9;11.7
2598;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 januari;43.6;-10.9
2599;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 februari;62.9;-0.6
2600;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 maart;76.2;3.2
2601;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 1e kwartaal;60.9;-1.8
2602;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 april;66.0;-11.5
2603;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 mei;74.7;6.6
2604;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 juni;85.1;1.0
2605;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 2e kwartaal;75.3;-1.3
2606;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 juli;75.3;-0.1
2607;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 augustus;54.5;1.5
2608;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 september;80.2;-1.2
2609;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 3e kwartaal;70.0;-0.1
2610;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 oktober;90.0;10.7
2611;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 november;91.5;8.1
2612;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 december;107.6;0.1
2613;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017 4e kwartaal;96.4;5.7
2614;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2017;75.6;1.0
2615;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 januari;47.7;9.6
2616;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 februari;58.0;-7.8
2617;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 maart;76.8;0.8
2618;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 1e kwartaal;60.8;0.0
2619;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 april;70.9;7.5
2620;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 mei;79.4;6.3
2621;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 juni;94.1;10.6
2622;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 2e kwartaal;81.5;8.3
2623;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 juli;85.1;13.0
2624;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 augustus;61.0;11.9
2625;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 september;77.4;-3.5
2626;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 3e kwartaal;74.5;6.4
2627;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 oktober;99.9;11.0
2628;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 november;102.3;11.8
2629;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 december;99.9;-7.2
2630;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018 4e kwartaal;100.7;4.5
2631;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2018;79.4;5.0
2632;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 januari;54.3;13.8
2633;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 februari;68.2;17.7
2634;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 maart;79.4;3.3
2635;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 1e kwartaal;67.3;10.6
2636;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 april;85.5;20.5
2637;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 mei;90.0;13.3
2638;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 juni;83.8;-10.9
2639;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 2e kwartaal;86.4;6.1
2640;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 juli ;101.5;19.2
2641;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 augustus;69.1;13.2
2642;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 september;91.0;17.7
2643;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 3e kwartaal;87.2;17.0
2644;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 oktober;106.8;6.9
2645;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 november;99.4;-2.9
2646;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 december;111.1;11.2
2647;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019 4e kwartaal;105.7;5.0
2648;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2019;86.7;9.2
2649;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 januari;67.9;24.9
2650;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 februari;81.3;19.2
2651;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 maart;110.2;38.9
2652;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 1e kwartaal ;86.5;28.5
2653;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 april;94.9;11.1
2654;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 mei;94.0;4.5
2655;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 juni;104.0;24.1
2656;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 2e kwartaal ;97.7;13.0
2657;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 juli;105.8;4.2
2658;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 augustus;70.5;2.0
2659;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 september;105.5;15.9
2660;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 3e kwartaal ;93.9;7.7
2661;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 oktober;115.2;7.9
2662;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 november;112.9;13.7
2663;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 december;119.2;7.4
2664;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 4e kwartaal ;115.8;9.5
2665;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2020 ;98.5;13.6
2666;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 januari;69.3;2.0
2667;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 februari;81.2;-0.2
2668;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 maart;104.0;-5.7
2669;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 1e kwartaal;84.8;-1.9
2670;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 april;102.6;8.1
2671;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 mei;94.9;1.0
2672;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 juni;111.4;7.1
2673;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 2e kwartaal;103.0;5.4
2674;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 juli;111.0;5.0
2675;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 augustus;63.6;-9.8
2676;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 september;98.8;-6.3
2677;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 3e kwartaal;91.1;-3.0
2678;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 oktober;108.0;-6.2
2679;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 november;116.7;3.4
2680;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 december;138.5;16.1
2681;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021 4e kwartaal;121.1;4.6
2682;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2021;100.0;1.6
2683;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 januari;63.9;-7.8
2684;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 februari;87.9;8.2
2685;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 maart;117.4;12.9
2686;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 1e kwartaal;89.7;5.8
2687;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 april;106.8;4.1
2688;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 mei;108.3;14.1
2689;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 juni;119.2;7.0
2690;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 2e kwartaal;111.4;8.2
2691;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 juli;119.7;7.8
2692;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 augustus;79.1;24.4
2693;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 september;120.9;22.4
2694;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 3e kwartaal;106.6;16.9
2695;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 oktober;130.4;20.7
2696;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 november;143.7;23.1
2697;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 december;160.9;16.1
2698;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022 4e kwartaal;145.0;19.7
2699;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2022;113.2;13.2
2700;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 januari;86.5;35.5
2701;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 februari;114.0;29.8
2702;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 maart;141.9;20.9
2703;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 1e kwartaal;114.2;27.3
2704;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 april;117.0;9.5
2705;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 mei;126.3;16.7
2706;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 juni;151.1;26.8
2707;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 2e kwartaal;131.5;18.0
2708;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 juli;133.3;11.3
2709;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 augustus;84.1;6.3
2710;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 september;126.3;4.4
2711;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 3e kwartaal;114.5;7.5
2712;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 oktober;147.7;13.3
2713;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 november;155.8;8.4
2714;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 december;150.4;-6.5
2715;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023 4e kwartaal;151.3;4.4
2716;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2023;127.9;13.0
2717;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2024 januari;84.9;-1.9
2718;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2024 februari;127.5;11.8
2719;Totaal 1 of meer werkzame personen;422 Buizen- en kabelleggers;2024 maart;142.6;0.4
