ID;Donorregistratie;RegioS;Perioden;DonorregisterVastgelegdeKeuze_1
1777;Toestemming zonder donatiebeperkingen;Bernheze;2023;7
1778;Toestemming zonder donatiebeperkingen;Best;2022;8
1779;Toestemming zonder donatiebeperkingen;Best;2023;8
1780;Toestemming zonder donatiebeperkingen;Beuningen;2022;6
1781;Toestemming zonder donatiebeperkingen;Beuningen;2023;6
1782;Toestemming zonder donatiebeperkingen;Beverwijk;2022;8
1783;Toestemming zonder donatiebeperkingen;Beverwijk;2023;8
1784;Toestemming zonder donatiebeperkingen;De Bilt;2022;9
1785;Toestemming zonder donatiebeperkingen;De Bilt;2023;9
1786;Toestemming zonder donatiebeperkingen;Bladel;2022;6
1787;Toestemming zonder donatiebeperkingen;Bladel;2023;6
1788;Toestemming zonder donatiebeperkingen;Blaricum;2022;2
1789;Toestemming zonder donatiebeperkingen;Blaricum;2023;2
1790;Toestemming zonder donatiebeperkingen;Bloemendaal;2022;5
1791;Toestemming zonder donatiebeperkingen;Bloemendaal;2023;5
1792;Toestemming zonder donatiebeperkingen;Bodegraven-Reeuwijk;2022;7
1793;Toestemming zonder donatiebeperkingen;Bodegraven-Reeuwijk;2023;7
1794;Toestemming zonder donatiebeperkingen;Boekel;2022;3
1795;Toestemming zonder donatiebeperkingen;Boekel;2023;3
1796;Toestemming zonder donatiebeperkingen;Borger-Odoorn;2022;6
1797;Toestemming zonder donatiebeperkingen;Borger-Odoorn;2023;6
1798;Toestemming zonder donatiebeperkingen;Borne;2022;6
1799;Toestemming zonder donatiebeperkingen;Borne;2023;6
1800;Toestemming zonder donatiebeperkingen;Borsele;2022;5
1801;Toestemming zonder donatiebeperkingen;Borsele;2023;5
1802;Toestemming zonder donatiebeperkingen;Boxtel;2022;8
1803;Toestemming zonder donatiebeperkingen;Boxtel;2023;8
1804;Toestemming zonder donatiebeperkingen;Breda;2022;43
1805;Toestemming zonder donatiebeperkingen;Breda;2023;42
1806;Toestemming zonder donatiebeperkingen;Bronckhorst;2022;9
1807;Toestemming zonder donatiebeperkingen;Bronckhorst;2023;9
1808;Toestemming zonder donatiebeperkingen;Brummen;2022;5
1809;Toestemming zonder donatiebeperkingen;Brummen;2023;5
1810;Toestemming zonder donatiebeperkingen;Brunssum;2022;6
1811;Toestemming zonder donatiebeperkingen;Brunssum;2023;6
1812;Toestemming zonder donatiebeperkingen;Bunnik;2022;4
1813;Toestemming zonder donatiebeperkingen;Bunnik;2023;4
1814;Toestemming zonder donatiebeperkingen;Bunschoten;2022;3
1815;Toestemming zonder donatiebeperkingen;Bunschoten;2023;3
1816;Toestemming zonder donatiebeperkingen;Buren;2022;5
1817;Toestemming zonder donatiebeperkingen;Buren;2023;5
1818;Toestemming zonder donatiebeperkingen;Capelle aan den IJssel;2022;10
1819;Toestemming zonder donatiebeperkingen;Capelle aan den IJssel;2023;10
1820;Toestemming zonder donatiebeperkingen;Castricum;2022;10
1821;Toestemming zonder donatiebeperkingen;Castricum;2023;10
1822;Toestemming zonder donatiebeperkingen;Coevorden;2022;8
1823;Toestemming zonder donatiebeperkingen;Coevorden;2023;8
1824;Toestemming zonder donatiebeperkingen;Cranendonck;2022;5
1825;Toestemming zonder donatiebeperkingen;Cranendonck;2023;5
1826;Toestemming zonder donatiebeperkingen;Culemborg;2022;6
1827;Toestemming zonder donatiebeperkingen;Culemborg;2023;6
1828;Toestemming zonder donatiebeperkingen;Dalfsen;2022;7
1829;Toestemming zonder donatiebeperkingen;Dalfsen;2023;7
1830;Toestemming zonder donatiebeperkingen;Dantumadiel;2022;3
1831;Toestemming zonder donatiebeperkingen;Dantumadiel;2023;3
1832;Toestemming zonder donatiebeperkingen;Delft;2022;22
1833;Toestemming zonder donatiebeperkingen;Delft;2023;22
1834;Toestemming zonder donatiebeperkingen;Deurne;2022;8
1835;Toestemming zonder donatiebeperkingen;Deurne;2023;8
1836;Toestemming zonder donatiebeperkingen;Deventer;2022;23
1837;Toestemming zonder donatiebeperkingen;Deventer;2023;23
1838;Toestemming zonder donatiebeperkingen;Diemen;2022;6
1839;Toestemming zonder donatiebeperkingen;Diemen;2023;5
1840;Toestemming zonder donatiebeperkingen;Dijk en Waard;2022;20
1841;Toestemming zonder donatiebeperkingen;Dijk en Waard;2023;20
1842;Toestemming zonder donatiebeperkingen;Dinkelland;2022;7
1843;Toestemming zonder donatiebeperkingen;Dinkelland;2023;6
1844;Toestemming zonder donatiebeperkingen;Doesburg;2022;2
1845;Toestemming zonder donatiebeperkingen;Doesburg;2023;2
1846;Toestemming zonder donatiebeperkingen;Doetinchem;2022;13
1847;Toestemming zonder donatiebeperkingen;Doetinchem;2023;13
1848;Toestemming zonder donatiebeperkingen;Dongen;2022;7
1849;Toestemming zonder donatiebeperkingen;Dongen;2023;7
1850;Toestemming zonder donatiebeperkingen;Dordrecht;2022;21
1851;Toestemming zonder donatiebeperkingen;Dordrecht;2023;21
1852;Toestemming zonder donatiebeperkingen;Drechterland;2022;5
1853;Toestemming zonder donatiebeperkingen;Drechterland;2023;5
1854;Toestemming zonder donatiebeperkingen;Drimmelen;2022;7
1855;Toestemming zonder donatiebeperkingen;Drimmelen;2023;7
1856;Toestemming zonder donatiebeperkingen;Dronten;2022;9
1857;Toestemming zonder donatiebeperkingen;Dronten;2023;9
1858;Toestemming zonder donatiebeperkingen;Druten;2022;4
1859;Toestemming zonder donatiebeperkingen;Druten;2023;4
1860;Toestemming zonder donatiebeperkingen;Duiven;2022;6
1861;Toestemming zonder donatiebeperkingen;Duiven;2023;6
1862;Toestemming zonder donatiebeperkingen;Echt-Susteren;2022;7
1863;Toestemming zonder donatiebeperkingen;Echt-Susteren;2023;7
1864;Toestemming zonder donatiebeperkingen;Edam-Volendam;2022;7
1865;Toestemming zonder donatiebeperkingen;Edam-Volendam;2023;7
1866;Toestemming zonder donatiebeperkingen;Ede;2022;21
1867;Toestemming zonder donatiebeperkingen;Ede;2023;21
1868;Toestemming zonder donatiebeperkingen;Eemnes;2022;2
1869;Toestemming zonder donatiebeperkingen;Eemnes;2023;2
1870;Toestemming zonder donatiebeperkingen;Eemsdelta;2022;9
1871;Toestemming zonder donatiebeperkingen;Eemsdelta;2023;9
1872;Toestemming zonder donatiebeperkingen;Eersel;2022;6
1873;Toestemming zonder donatiebeperkingen;Eersel;2023;6
1874;Toestemming zonder donatiebeperkingen;Eijsden-Margraten;2022;6
1875;Toestemming zonder donatiebeperkingen;Eijsden-Margraten;2023;6
1876;Toestemming zonder donatiebeperkingen;Eindhoven;2022;49
1877;Toestemming zonder donatiebeperkingen;Eindhoven;2023;48
1878;Toestemming zonder donatiebeperkingen;Elburg;2022;4
1879;Toestemming zonder donatiebeperkingen;Elburg;2023;4
1880;Toestemming zonder donatiebeperkingen;Emmen;2022;21
1881;Toestemming zonder donatiebeperkingen;Emmen;2023;21
1882;Toestemming zonder donatiebeperkingen;Enkhuizen;2022;4
1883;Toestemming zonder donatiebeperkingen;Enkhuizen;2023;4
1884;Toestemming zonder donatiebeperkingen;Enschede;2022;32
1885;Toestemming zonder donatiebeperkingen;Enschede;2023;31
1886;Toestemming zonder donatiebeperkingen;Epe;2022;6
1887;Toestemming zonder donatiebeperkingen;Epe;2023;6
1888;Toestemming zonder donatiebeperkingen;Ermelo;2022;5
1889;Toestemming zonder donatiebeperkingen;Ermelo;2023;5
1890;Toestemming zonder donatiebeperkingen;Etten-Leur;2022;10
1891;Toestemming zonder donatiebeperkingen;Etten-Leur;2023;10
1892;Toestemming zonder donatiebeperkingen;De Fryske Marren;2022;11
1893;Toestemming zonder donatiebeperkingen;De Fryske Marren;2023;11
1894;Toestemming zonder donatiebeperkingen;Geertruidenberg;2022;5
1895;Toestemming zonder donatiebeperkingen;Geertruidenberg;2023;5
1896;Toestemming zonder donatiebeperkingen;Geldrop-Mierlo;2022;10
1897;Toestemming zonder donatiebeperkingen;Geldrop-Mierlo;2023;10
1898;Toestemming zonder donatiebeperkingen;Gemert-Bakel;2022;7
1899;Toestemming zonder donatiebeperkingen;Gemert-Bakel;2023;7
1900;Toestemming zonder donatiebeperkingen;Gennep;2022;4
1901;Toestemming zonder donatiebeperkingen;Gennep;2023;4
1902;Toestemming zonder donatiebeperkingen;Gilze en Rijen;2022;7
1903;Toestemming zonder donatiebeperkingen;Gilze en Rijen;2023;7
1904;Toestemming zonder donatiebeperkingen;Goeree-Overflakkee;2022;8
1905;Toestemming zonder donatiebeperkingen;Goeree-Overflakkee;2023;9
1906;Toestemming zonder donatiebeperkingen;Goes;2022;9
1907;Toestemming zonder donatiebeperkingen;Goes;2023;9
1908;Toestemming zonder donatiebeperkingen;Goirle;2022;7
1909;Toestemming zonder donatiebeperkingen;Goirle;2023;6
1910;Toestemming zonder donatiebeperkingen;Gooise Meren;2022;12
1911;Toestemming zonder donatiebeperkingen;Gooise Meren;2023;12
1912;Toestemming zonder donatiebeperkingen;Gorinchem;2022;7
1913;Toestemming zonder donatiebeperkingen;Gorinchem;2023;7
1914;Toestemming zonder donatiebeperkingen;Gouda;2022;14
1915;Toestemming zonder donatiebeperkingen;Gouda;2023;14
1916;Toestemming zonder donatiebeperkingen;'s-Gravenhage (gemeente);2022;76
1917;Toestemming zonder donatiebeperkingen;'s-Gravenhage (gemeente);2023;74
1918;Toestemming zonder donatiebeperkingen;Groningen (gemeente);2022;53
1919;Toestemming zonder donatiebeperkingen;Groningen (gemeente);2023;52
1920;Toestemming zonder donatiebeperkingen;Gulpen-Wittem;2022;3
1921;Toestemming zonder donatiebeperkingen;Gulpen-Wittem;2023;3
1922;Toestemming zonder donatiebeperkingen;Haaksbergen;2022;6
1923;Toestemming zonder donatiebeperkingen;Haaksbergen;2023;6
1924;Toestemming zonder donatiebeperkingen;Haarlem;2022;34
1925;Toestemming zonder donatiebeperkingen;Haarlem;2023;33
1926;Toestemming zonder donatiebeperkingen;Haarlemmermeer;2022;29
1927;Toestemming zonder donatiebeperkingen;Haarlemmermeer;2023;29
1928;Toestemming zonder donatiebeperkingen;Halderberge;2022;7
1929;Toestemming zonder donatiebeperkingen;Halderberge;2023;7
1930;Toestemming zonder donatiebeperkingen;Hardenberg;2022;13
1931;Toestemming zonder donatiebeperkingen;Hardenberg;2023;13
1932;Toestemming zonder donatiebeperkingen;Harderwijk;2022;9
1933;Toestemming zonder donatiebeperkingen;Harderwijk;2023;9
1934;Toestemming zonder donatiebeperkingen;Hardinxveld-Giessendam;2022;3
1935;Toestemming zonder donatiebeperkingen;Hardinxveld-Giessendam;2023;3
1936;Toestemming zonder donatiebeperkingen;Harlingen;2022;3
1937;Toestemming zonder donatiebeperkingen;Harlingen;2023;3
1938;Toestemming zonder donatiebeperkingen;Hattem;2022;3
1939;Toestemming zonder donatiebeperkingen;Hattem;2023;3
1940;Toestemming zonder donatiebeperkingen;Heemskerk;2022;9
1941;Toestemming zonder donatiebeperkingen;Heemskerk;2023;9
1942;Toestemming zonder donatiebeperkingen;Heemstede;2022;6
1943;Toestemming zonder donatiebeperkingen;Heemstede;2023;6
1944;Toestemming zonder donatiebeperkingen;Heerde;2022;3
1945;Toestemming zonder donatiebeperkingen;Heerde;2023;3
1946;Toestemming zonder donatiebeperkingen;Heerenveen;2022;11
1947;Toestemming zonder donatiebeperkingen;Heerenveen;2023;11
1948;Toestemming zonder donatiebeperkingen;Heerlen;2022;16
1949;Toestemming zonder donatiebeperkingen;Heerlen;2023;16
1950;Toestemming zonder donatiebeperkingen;Heeze-Leende;2022;5
1951;Toestemming zonder donatiebeperkingen;Heeze-Leende;2023;5
1952;Toestemming zonder donatiebeperkingen;Heiloo;2022;6
1953;Toestemming zonder donatiebeperkingen;Heiloo;2023;6
1954;Toestemming zonder donatiebeperkingen;Den Helder;2022;11
1955;Toestemming zonder donatiebeperkingen;Den Helder;2023;11
1956;Toestemming zonder donatiebeperkingen;Hellendoorn;2022;9
1957;Toestemming zonder donatiebeperkingen;Hellendoorn;2023;9
1958;Toestemming zonder donatiebeperkingen;Helmond;2022;19
1959;Toestemming zonder donatiebeperkingen;Helmond;2023;18
1960;Toestemming zonder donatiebeperkingen;Hendrik-Ido-Ambacht;2022;5
1961;Toestemming zonder donatiebeperkingen;Hendrik-Ido-Ambacht;2023;5
1962;Toestemming zonder donatiebeperkingen;Hengelo (O.);2022;18
1963;Toestemming zonder donatiebeperkingen;Hengelo (O.);2023;18
1964;Toestemming zonder donatiebeperkingen;'s-Hertogenbosch;2022;36
1965;Toestemming zonder donatiebeperkingen;'s-Hertogenbosch;2023;36
1966;Toestemming zonder donatiebeperkingen;Heumen;2022;4
1967;Toestemming zonder donatiebeperkingen;Heumen;2023;4
1968;Toestemming zonder donatiebeperkingen;Heusden;2022;11
1969;Toestemming zonder donatiebeperkingen;Heusden;2023;11
1970;Toestemming zonder donatiebeperkingen;Hillegom;2022;5
1971;Toestemming zonder donatiebeperkingen;Hillegom;2023;5
1972;Toestemming zonder donatiebeperkingen;Hilvarenbeek;2022;4
1973;Toestemming zonder donatiebeperkingen;Hilvarenbeek;2023;4
1974;Toestemming zonder donatiebeperkingen;Hilversum;2022;19
1975;Toestemming zonder donatiebeperkingen;Hilversum;2023;19
1976;Toestemming zonder donatiebeperkingen;Hoeksche Waard;2022;17
1977;Toestemming zonder donatiebeperkingen;Hoeksche Waard;2023;17
1978;Toestemming zonder donatiebeperkingen;Hof van Twente;2022;8
1979;Toestemming zonder donatiebeperkingen;Hof van Twente;2023;8
1980;Toestemming zonder donatiebeperkingen;Het Hogeland;2022;10
1981;Toestemming zonder donatiebeperkingen;Het Hogeland;2023;10
1982;Toestemming zonder donatiebeperkingen;Hollands Kroon;2022;11
1983;Toestemming zonder donatiebeperkingen;Hollands Kroon;2023;11
1984;Toestemming zonder donatiebeperkingen;Hoogeveen;2022;11
1985;Toestemming zonder donatiebeperkingen;Hoogeveen;2023;11
1986;Toestemming zonder donatiebeperkingen;Hoorn;2022;15
1987;Toestemming zonder donatiebeperkingen;Hoorn;2023;15
1988;Toestemming zonder donatiebeperkingen;Horst aan de Maas;2022;11
1989;Toestemming zonder donatiebeperkingen;Horst aan de Maas;2023;11
1990;Toestemming zonder donatiebeperkingen;Houten;2022;11
1991;Toestemming zonder donatiebeperkingen;Houten;2023;11
1992;Toestemming zonder donatiebeperkingen;Huizen;2022;8
1993;Toestemming zonder donatiebeperkingen;Huizen;2023;8
1994;Toestemming zonder donatiebeperkingen;Hulst;2022;7
1995;Toestemming zonder donatiebeperkingen;Hulst;2023;7
1996;Toestemming zonder donatiebeperkingen;IJsselstein;2022;7
1997;Toestemming zonder donatiebeperkingen;IJsselstein;2023;7
1998;Toestemming zonder donatiebeperkingen;Kaag en Braassem;2022;7
1999;Toestemming zonder donatiebeperkingen;Kaag en Braassem;2023;7
2000;Toestemming zonder donatiebeperkingen;Kampen;2022;9
2001;Toestemming zonder donatiebeperkingen;Kampen;2023;9
2002;Toestemming zonder donatiebeperkingen;Kapelle;2022;3
2003;Toestemming zonder donatiebeperkingen;Kapelle;2023;3
2004;Toestemming zonder donatiebeperkingen;Katwijk;2022;11
2005;Toestemming zonder donatiebeperkingen;Katwijk;2023;11
2006;Toestemming zonder donatiebeperkingen;Kerkrade;2022;8
2007;Toestemming zonder donatiebeperkingen;Kerkrade;2023;8
2008;Toestemming zonder donatiebeperkingen;Koggenland;2022;6
2009;Toestemming zonder donatiebeperkingen;Koggenland;2023;6
2010;Toestemming zonder donatiebeperkingen;Krimpen aan den IJssel;2022;5
2011;Toestemming zonder donatiebeperkingen;Krimpen aan den IJssel;2023;5
2012;Toestemming zonder donatiebeperkingen;Krimpenerwaard;2022;11
2013;Toestemming zonder donatiebeperkingen;Krimpenerwaard;2023;11
2014;Toestemming zonder donatiebeperkingen;Laarbeek;2022;6
2015;Toestemming zonder donatiebeperkingen;Laarbeek;2023;6
2016;Toestemming zonder donatiebeperkingen;Land van Cuijk;2022;23
2017;Toestemming zonder donatiebeperkingen;Land van Cuijk;2023;23
2018;Toestemming zonder donatiebeperkingen;Landgraaf;2022;7
2019;Toestemming zonder donatiebeperkingen;Landgraaf;2023;7
2020;Toestemming zonder donatiebeperkingen;Landsmeer;2022;2
2021;Toestemming zonder donatiebeperkingen;Landsmeer;2023;2
2022;Toestemming zonder donatiebeperkingen;Lansingerland;2022;12
2023;Toestemming zonder donatiebeperkingen;Lansingerland;2023;12
2024;Toestemming zonder donatiebeperkingen;Laren (NH.);2022;2
2025;Toestemming zonder donatiebeperkingen;Laren (NH.);2023;2
2026;Toestemming zonder donatiebeperkingen;Leeuwarden;2022;26
2027;Toestemming zonder donatiebeperkingen;Leeuwarden;2023;26
2028;Toestemming zonder donatiebeperkingen;Leiden;2022;29
2029;Toestemming zonder donatiebeperkingen;Leiden;2023;29
2030;Toestemming zonder donatiebeperkingen;Leiderdorp;2022;6
2031;Toestemming zonder donatiebeperkingen;Leiderdorp;2023;6
2032;Toestemming zonder donatiebeperkingen;Leidschendam-Voorburg;2022;16
2033;Toestemming zonder donatiebeperkingen;Leidschendam-Voorburg;2023;16
2034;Toestemming zonder donatiebeperkingen;Lelystad;2022;13
2035;Toestemming zonder donatiebeperkingen;Lelystad;2023;13
2036;Toestemming zonder donatiebeperkingen;Leudal;2022;9
2037;Toestemming zonder donatiebeperkingen;Leudal;2023;9
2038;Toestemming zonder donatiebeperkingen;Leusden;2022;7
2039;Toestemming zonder donatiebeperkingen;Leusden;2023;7
2040;Toestemming zonder donatiebeperkingen;Lingewaard;2022;11
2041;Toestemming zonder donatiebeperkingen;Lingewaard;2023;11
2042;Toestemming zonder donatiebeperkingen;Lisse;2022;5
2043;Toestemming zonder donatiebeperkingen;Lisse;2023;5
2044;Toestemming zonder donatiebeperkingen;Lochem;2022;9
2045;Toestemming zonder donatiebeperkingen;Lochem;2023;9
2046;Toestemming zonder donatiebeperkingen;Loon op Zand;2022;6
2047;Toestemming zonder donatiebeperkingen;Loon op Zand;2023;6
2048;Toestemming zonder donatiebeperkingen;Lopik;2022;3
2049;Toestemming zonder donatiebeperkingen;Lopik;2023;3
2050;Toestemming zonder donatiebeperkingen;Losser;2022;5
2051;Toestemming zonder donatiebeperkingen;Losser;2023;5
2052;Toestemming zonder donatiebeperkingen;Maasdriel;2022;5
2053;Toestemming zonder donatiebeperkingen;Maasdriel;2023;5
2054;Toestemming zonder donatiebeperkingen;Maasgouw;2022;6
2055;Toestemming zonder donatiebeperkingen;Maasgouw;2023;6
2056;Toestemming zonder donatiebeperkingen;Maashorst;2022;13
2057;Toestemming zonder donatiebeperkingen;Maashorst;2023;13
2058;Toestemming zonder donatiebeperkingen;Maassluis;2022;6
2059;Toestemming zonder donatiebeperkingen;Maassluis;2023;6
2060;Toestemming zonder donatiebeperkingen;Maastricht;2022;26
2061;Toestemming zonder donatiebeperkingen;Maastricht;2023;25
2062;Toestemming zonder donatiebeperkingen;Medemblik;2022;10
2063;Toestemming zonder donatiebeperkingen;Medemblik;2023;10
2064;Toestemming zonder donatiebeperkingen;Meerssen;2022;5
2065;Toestemming zonder donatiebeperkingen;Meerssen;2023;5
2066;Toestemming zonder donatiebeperkingen;Meierijstad;2022;20
2067;Toestemming zonder donatiebeperkingen;Meierijstad;2023;20
2068;Toestemming zonder donatiebeperkingen;Meppel;2022;8
2069;Toestemming zonder donatiebeperkingen;Meppel;2023;8
2070;Toestemming zonder donatiebeperkingen;Middelburg (Z.);2022;10
2071;Toestemming zonder donatiebeperkingen;Middelburg (Z.);2023;10
2072;Toestemming zonder donatiebeperkingen;Midden-Delfland;2022;5
2073;Toestemming zonder donatiebeperkingen;Midden-Delfland;2023;5
2074;Toestemming zonder donatiebeperkingen;Midden-Drenthe;2022;8
2075;Toestemming zonder donatiebeperkingen;Midden-Drenthe;2023;8
2076;Toestemming zonder donatiebeperkingen;Midden-Groningen;2022;11
2077;Toestemming zonder donatiebeperkingen;Midden-Groningen;2023;11
2078;Toestemming zonder donatiebeperkingen;Moerdijk;2022;9
2079;Toestemming zonder donatiebeperkingen;Moerdijk;2023;9
2080;Toestemming zonder donatiebeperkingen;Molenlanden;2022;7
2081;Toestemming zonder donatiebeperkingen;Molenlanden;2023;7
2082;Toestemming zonder donatiebeperkingen;Montferland;2022;8
2083;Toestemming zonder donatiebeperkingen;Montferland;2023;8
2084;Toestemming zonder donatiebeperkingen;Montfoort;2022;3
2085;Toestemming zonder donatiebeperkingen;Montfoort;2023;3
2086;Toestemming zonder donatiebeperkingen;Mook en Middelaar;2022;2
2087;Toestemming zonder donatiebeperkingen;Mook en Middelaar;2023;2
2088;Toestemming zonder donatiebeperkingen;Neder-Betuwe;2022;3
2089;Toestemming zonder donatiebeperkingen;Neder-Betuwe;2023;3
2090;Toestemming zonder donatiebeperkingen;Nederweert;2022;4
2091;Toestemming zonder donatiebeperkingen;Nederweert;2023;4
2092;Toestemming zonder donatiebeperkingen;Nieuwegein;2022;12
2093;Toestemming zonder donatiebeperkingen;Nieuwegein;2023;12
2094;Toestemming zonder donatiebeperkingen;Nieuwkoop;2022;7
2095;Toestemming zonder donatiebeperkingen;Nieuwkoop;2023;7
2096;Toestemming zonder donatiebeperkingen;Nijkerk;2022;8
2097;Toestemming zonder donatiebeperkingen;Nijkerk;2023;8
2098;Toestemming zonder donatiebeperkingen;Nijmegen;2022;44
2099;Toestemming zonder donatiebeperkingen;Nijmegen;2023;44
2100;Toestemming zonder donatiebeperkingen;Nissewaard;2022;15
2101;Toestemming zonder donatiebeperkingen;Nissewaard;2023;15
2102;Toestemming zonder donatiebeperkingen;Noardeast-Fryslân;2022;8
2103;Toestemming zonder donatiebeperkingen;Noardeast-Fryslân;2023;8
2104;Toestemming zonder donatiebeperkingen;Noord-Beveland;2022;2
2105;Toestemming zonder donatiebeperkingen;Noord-Beveland;2023;2
2106;Toestemming zonder donatiebeperkingen;Noordenveld;2022;8
2107;Toestemming zonder donatiebeperkingen;Noordenveld;2023;8
2108;Toestemming zonder donatiebeperkingen;Noordoostpolder;2022;9
2109;Toestemming zonder donatiebeperkingen;Noordoostpolder;2023;9
2110;Toestemming zonder donatiebeperkingen;Noordwijk;2022;10
2111;Toestemming zonder donatiebeperkingen;Noordwijk;2023;10
2112;Toestemming zonder donatiebeperkingen;Nuenen, Gerwen en Nederwetten;2022;7
2113;Toestemming zonder donatiebeperkingen;Nuenen, Gerwen en Nederwetten;2023;7
2114;Toestemming zonder donatiebeperkingen;Nunspeet;2022;4
2115;Toestemming zonder donatiebeperkingen;Nunspeet;2023;4
2116;Toestemming zonder donatiebeperkingen;Oegstgeest;2022;6
2117;Toestemming zonder donatiebeperkingen;Oegstgeest;2023;6
2118;Toestemming zonder donatiebeperkingen;Oirschot;2022;5
2119;Toestemming zonder donatiebeperkingen;Oirschot;2023;5
2120;Toestemming zonder donatiebeperkingen;Oisterwijk;2022;9
2121;Toestemming zonder donatiebeperkingen;Oisterwijk;2023;8
2122;Toestemming zonder donatiebeperkingen;Oldambt;2022;7
2123;Toestemming zonder donatiebeperkingen;Oldambt;2023;7
2124;Toestemming zonder donatiebeperkingen;Oldebroek;2022;3
2125;Toestemming zonder donatiebeperkingen;Oldebroek;2023;3
2126;Toestemming zonder donatiebeperkingen;Oldenzaal;2022;8
2127;Toestemming zonder donatiebeperkingen;Oldenzaal;2023;8
2128;Toestemming zonder donatiebeperkingen;Olst-Wijhe;2022;5
2129;Toestemming zonder donatiebeperkingen;Olst-Wijhe;2023;5
2130;Toestemming zonder donatiebeperkingen;Ommen;2022;4
2131;Toestemming zonder donatiebeperkingen;Ommen;2023;4
2132;Toestemming zonder donatiebeperkingen;Oost Gelre;2022;9
2133;Toestemming zonder donatiebeperkingen;Oost Gelre;2023;9
2134;Toestemming zonder donatiebeperkingen;Oosterhout;2022;13
2135;Toestemming zonder donatiebeperkingen;Oosterhout;2023;13
2136;Toestemming zonder donatiebeperkingen;Ooststellingwerf;2022;5
2137;Toestemming zonder donatiebeperkingen;Ooststellingwerf;2023;5
2138;Toestemming zonder donatiebeperkingen;Oostzaan;2022;2
2139;Toestemming zonder donatiebeperkingen;Oostzaan;2023;2
2140;Toestemming zonder donatiebeperkingen;Opmeer;2022;3
2141;Toestemming zonder donatiebeperkingen;Opmeer;2023;3
2142;Toestemming zonder donatiebeperkingen;Opsterland;2022;6
2143;Toestemming zonder donatiebeperkingen;Opsterland;2023;6
2144;Toestemming zonder donatiebeperkingen;Oss;2022;20
2145;Toestemming zonder donatiebeperkingen;Oss;2023;20
2146;Toestemming zonder donatiebeperkingen;Oude IJsselstreek;2022;9
2147;Toestemming zonder donatiebeperkingen;Oude IJsselstreek;2023;9
2148;Toestemming zonder donatiebeperkingen;Ouder-Amstel;2022;3
2149;Toestemming zonder donatiebeperkingen;Ouder-Amstel;2023;3
2150;Toestemming zonder donatiebeperkingen;Oudewater;2022;2
2151;Toestemming zonder donatiebeperkingen;Oudewater;2023;2
2152;Toestemming zonder donatiebeperkingen;Overbetuwe;2022;11
2153;Toestemming zonder donatiebeperkingen;Overbetuwe;2023;11
2154;Toestemming zonder donatiebeperkingen;Papendrecht;2022;6
2155;Toestemming zonder donatiebeperkingen;Papendrecht;2023;6
2156;Toestemming zonder donatiebeperkingen;Peel en Maas;2022;11
2157;Toestemming zonder donatiebeperkingen;Peel en Maas;2023;11
2158;Toestemming zonder donatiebeperkingen;Pekela;2022;2
2159;Toestemming zonder donatiebeperkingen;Pekela;2023;2
2160;Toestemming zonder donatiebeperkingen;Pijnacker-Nootdorp;2022;12
2161;Toestemming zonder donatiebeperkingen;Pijnacker-Nootdorp;2023;12
2162;Toestemming zonder donatiebeperkingen;Purmerend;2022;17
2163;Toestemming zonder donatiebeperkingen;Purmerend;2023;17
2164;Toestemming zonder donatiebeperkingen;Putten;2022;4
2165;Toestemming zonder donatiebeperkingen;Putten;2023;4
2166;Toestemming zonder donatiebeperkingen;Raalte;2022;10
2167;Toestemming zonder donatiebeperkingen;Raalte;2023;10
2168;Toestemming zonder donatiebeperkingen;Reimerswaal;2022;3
2169;Toestemming zonder donatiebeperkingen;Reimerswaal;2023;3
2170;Toestemming zonder donatiebeperkingen;Renkum;2022;8
2171;Toestemming zonder donatiebeperkingen;Renkum;2023;8
2172;Toestemming zonder donatiebeperkingen;Renswoude;2022;1
2173;Toestemming zonder donatiebeperkingen;Renswoude;2023;1
2174;Toestemming zonder donatiebeperkingen;Reusel-De Mierden;2022;4
2175;Toestemming zonder donatiebeperkingen;Reusel-De Mierden;2023;4
2176;Toestemming zonder donatiebeperkingen;Rheden;2022;10
2177;Toestemming zonder donatiebeperkingen;Rheden;2023;10
2178;Toestemming zonder donatiebeperkingen;Rhenen;2022;3
2179;Toestemming zonder donatiebeperkingen;Rhenen;2023;3
2180;Toestemming zonder donatiebeperkingen;Ridderkerk;2022;8
2181;Toestemming zonder donatiebeperkingen;Ridderkerk;2023;8
2182;Toestemming zonder donatiebeperkingen;Rijssen-Holten;2022;6
2183;Toestemming zonder donatiebeperkingen;Rijssen-Holten;2023;6
2184;Toestemming zonder donatiebeperkingen;Rijswijk (ZH.);2022;11
2185;Toestemming zonder donatiebeperkingen;Rijswijk (ZH.);2023;10
2186;Toestemming zonder donatiebeperkingen;Roerdalen;2022;4
2187;Toestemming zonder donatiebeperkingen;Roerdalen;2023;4
2188;Toestemming zonder donatiebeperkingen;Roermond;2022;12
2189;Toestemming zonder donatiebeperkingen;Roermond;2023;12
2190;Toestemming zonder donatiebeperkingen;De Ronde Venen;2022;10
2191;Toestemming zonder donatiebeperkingen;De Ronde Venen;2023;10
2192;Toestemming zonder donatiebeperkingen;Roosendaal;2022;17
2193;Toestemming zonder donatiebeperkingen;Roosendaal;2023;17
2194;Toestemming zonder donatiebeperkingen;Rotterdam;2022;88
2195;Toestemming zonder donatiebeperkingen;Rotterdam;2023;87
