ID;Geslacht;KenmerkenVanPersonen;TypeMaatwerkarrangement;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
4752;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;1e halfjaar 2015;390.0;35.0
4753;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2e halfjaar 2015;;
4754;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2015;;
4755;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;1e halfjaar 2016;390.0;34.0
4756;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2e halfjaar 2016;395.0;35.0
4757;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2016;440.0;39.0
4758;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;1e halfjaar 2017;;
4759;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2e halfjaar 2017;410.0;36.0
4760;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2017;;
4761;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;1e halfjaar 2018;425.0;37.0
4762;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2e halfjaar 2018;430.0;37.0
4763;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2018;480.0;42.0
4764;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;1e halfjaar 2019;430.0;37.0
4765;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2e halfjaar 2019;445.0;38.0
4766;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2019;495.0;42.0
4767;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;1e halfjaar 2020;460.0;39.0
4768;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2e halfjaar 2020;435.0;37.0
4769;Totaal mannen en vrouwen;Totaal personen;Totaal;Opmeer;2020;500.0;42.0
4770;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;1e halfjaar 2015;1495.0;50.0
4771;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2e halfjaar 2015;;
4772;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2015;;
4773;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;1e halfjaar 2016;;
4774;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2e halfjaar 2016;1490.0;50.0
4775;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2016;;
4776;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;1e halfjaar 2017;1520.0;51.0
4777;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2e halfjaar 2017;1510.0;51.0
4778;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2017;1665.0;56.0
4779;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;1e halfjaar 2018;1535.0;52.0
4780;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2e halfjaar 2018;1535.0;52.0
4781;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2018;1685.0;57.0
4782;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;1e halfjaar 2019;1620.0;55.0
4783;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2e halfjaar 2019;1625.0;55.0
4784;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2019;1775.0;60.0
4785;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;1e halfjaar 2020;1620.0;55.0
4786;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2e halfjaar 2020;1635.0;55.0
4787;Totaal mannen en vrouwen;Totaal personen;Totaal;Opsterland;2020;1810.0;61.0
4788;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;1e halfjaar 2015;4940.0;55.0
4789;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2e halfjaar 2015;4995.0;55.0
4790;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2015;5385.0;60.0
4791;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;1e halfjaar 2016;5035.0;56.0
4792;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2e halfjaar 2016;5145.0;57.0
4793;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2016;5515.0;61.0
4794;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;1e halfjaar 2017;5205.0;58.0
4795;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2e halfjaar 2017;5325.0;59.0
4796;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2017;5745.0;64.0
4797;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;1e halfjaar 2018;5550.0;61.0
4798;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2e halfjaar 2018;5750.0;63.0
4799;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2018;6185.0;68.0
4800;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;1e halfjaar 2019;6040.0;66.0
4801;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2e halfjaar 2019;6310.0;69.0
4802;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2019;6750.0;74.0
4803;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;1e halfjaar 2020;7090.0;77.0
4804;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2e halfjaar 2020;7220.0;79.0
4805;Totaal mannen en vrouwen;Totaal personen;Totaal;Oss;2020;7775.0;85.0
4806;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;1e halfjaar 2015;;
4807;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2e halfjaar 2015;;
4808;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2015;;
4809;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;1e halfjaar 2016;;
4810;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2e halfjaar 2016;;
4811;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2016;;
4812;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;1e halfjaar 2017;975.0;41.0
4813;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2e halfjaar 2017;1010.0;42.0
4814;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2017;1100.0;46.0
4815;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;1e halfjaar 2018;1055.0;43.0
4816;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2e halfjaar 2018;1100.0;45.0
4817;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2018;1185.0;49.0
4818;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;1e halfjaar 2019;;
4819;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2e halfjaar 2019;;
4820;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2019;;
4821;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;1e halfjaar 2020;;
4822;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2e halfjaar 2020;;
4823;Totaal mannen en vrouwen;Totaal personen;Totaal;Oud-Beijerland;2020;;
4824;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;1e halfjaar 2015;;
4825;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2e halfjaar 2015;;
4826;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2015;;
4827;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;1e halfjaar 2016;;
4828;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2e halfjaar 2016;;
4829;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2016;;
4830;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;1e halfjaar 2017;2445.0;62.0
4831;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2e halfjaar 2017;2465.0;62.0
4832;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2017;2670.0;67.0
4833;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;1e halfjaar 2018;2465.0;62.0
4834;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2e halfjaar 2018;2260.0;57.0
4835;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2018;2485.0;63.0
4836;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;1e halfjaar 2019;2580.0;65.0
4837;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2e halfjaar 2019;2515.0;64.0
4838;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2019;2820.0;71.0
4839;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;1e halfjaar 2020;2585.0;66.0
4840;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2e halfjaar 2020;2660.0;68.0
4841;Totaal mannen en vrouwen;Totaal personen;Totaal;Oude IJsselstreek;2020;2875.0;73.0
4842;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;1e halfjaar 2015;430.0;30.0
4843;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2e halfjaar 2015;405.0;30.0
4844;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2015;470.0;35.0
4845;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;1e halfjaar 2016;380.0;28.0
4846;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2e halfjaar 2016;365.0;27.0
4847;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2016;415.0;31.0
4848;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;1e halfjaar 2017;370.0;28.0
4849;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2e halfjaar 2017;365.0;27.0
4850;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2017;415.0;31.0
4851;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;1e halfjaar 2018;375.0;28.0
4852;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2e halfjaar 2018;390.0;29.0
4853;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2018;420.0;31.0
4854;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;1e halfjaar 2019;410.0;29.0
4855;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2e halfjaar 2019;425.0;31.0
4856;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2019;465.0;33.0
4857;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;1e halfjaar 2020;1065.0;76.0
4858;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2e halfjaar 2020;1075.0;77.0
4859;Totaal mannen en vrouwen;Totaal personen;Totaal;Ouder-Amstel;2020;1100.0;78.0
4860;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;1e halfjaar 2015;450.0;45.0
4861;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2e halfjaar 2015;440.0;45.0
4862;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2015;465.0;45.0
4863;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;1e halfjaar 2016;465.0;46.0
4864;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2e halfjaar 2016;450.0;45.0
4865;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2016;495.0;49.0
4866;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;1e halfjaar 2017;445.0;44.0
4867;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2e halfjaar 2017;425.0;42.0
4868;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2017;470.0;46.0
4869;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;1e halfjaar 2018;455.0;45.0
4870;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2e halfjaar 2018;465.0;46.0
4871;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2018;505.0;50.0
4872;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;1e halfjaar 2019;;
4873;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2e halfjaar 2019;;
4874;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2019;;
4875;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;1e halfjaar 2020;550.0;54.0
4876;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2e halfjaar 2020;560.0;55.0
4877;Totaal mannen en vrouwen;Totaal personen;Totaal;Oudewater;2020;585.0;57.0
4878;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;1e halfjaar 2015;;
4879;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2e halfjaar 2015;;
4880;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2015;;
4881;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;1e halfjaar 2016;;
4882;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2e halfjaar 2016;1240.0;26.0
4883;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2016;;
4884;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;1e halfjaar 2017;;
4885;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2e halfjaar 2017;;
4886;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2017;;
4887;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;1e halfjaar 2018;1350.0;28.0
4888;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2e halfjaar 2018;1380.0;29.0
4889;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2018;1520.0;32.0
4890;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;1e halfjaar 2019;1835.0;39.0
4891;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2e halfjaar 2019;1965.0;41.0
4892;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2019;2130.0;45.0
4893;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;1e halfjaar 2020;2090.0;44.0
4894;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2e halfjaar 2020;2095.0;44.0
4895;Totaal mannen en vrouwen;Totaal personen;Totaal;Overbetuwe;2020;2275.0;48.0
4896;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;1e halfjaar 2015;825.0;25.0
4897;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2e halfjaar 2015;810.0;25.0
4898;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2015;895.0;30.0
4899;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;1e halfjaar 2016;790.0;25.0
4900;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2e halfjaar 2016;;
4901;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2016;;
4902;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;1e halfjaar 2017;;
4903;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2e halfjaar 2017;1645.0;51.0
4904;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2017;;
4905;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;1e halfjaar 2018;1690.0;52.0
4906;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2e halfjaar 2018;1765.0;55.0
4907;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2018;1865.0;58.0
4908;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;1e halfjaar 2019;1870.0;58.0
4909;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2e halfjaar 2019;1960.0;61.0
4910;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2019;2065.0;64.0
4911;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;1e halfjaar 2020;2025.0;63.0
4912;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2e halfjaar 2020;2135.0;66.0
4913;Totaal mannen en vrouwen;Totaal personen;Totaal;Papendrecht;2020;2280.0;71.0
4914;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;1e halfjaar 2015;1980.0;45.0
4915;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2e halfjaar 2015;2010.0;45.0
4916;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2015;2130.0;50.0
4917;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;1e halfjaar 2016;;
4918;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2e halfjaar 2016;1880.0;43.0
4919;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2016;;
4920;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;1e halfjaar 2017;1815.0;42.0
4921;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2e halfjaar 2017;1855.0;43.0
4922;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2017;1990.0;46.0
4923;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;1e halfjaar 2018;1815.0;42.0
4924;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2e halfjaar 2018;1870.0;43.0
4925;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2018;2015.0;47.0
4926;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;1e halfjaar 2019;1975.0;46.0
4927;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2e halfjaar 2019;2035.0;47.0
4928;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2019;2185.0;50.0
4929;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;1e halfjaar 2020;2140.0;49.0
4930;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2e halfjaar 2020;2110.0;49.0
4931;Totaal mannen en vrouwen;Totaal personen;Totaal;Peel en Maas;2020;2325.0;54.0
4932;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;1e halfjaar 2015;1205.0;95.0
4933;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2e halfjaar 2015;;
4934;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2015;;
4935;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;1e halfjaar 2016;1225.0;97.0
4936;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2e halfjaar 2016;1195.0;94.0
4937;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2016;1265.0;100.0
4938;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;1e halfjaar 2017;1150.0;92.0
4939;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2e halfjaar 2017;1135.0;91.0
4940;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2017;1195.0;95.0
4941;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;1e halfjaar 2018;1120.0;92.0
4942;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2e halfjaar 2018;1085.0;89.0
4943;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2018;1165.0;95.0
4944;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;1e halfjaar 2019;1075.0;88.0
4945;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2e halfjaar 2019;1085.0;89.0
4946;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2019;1135.0;93.0
4947;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;1e halfjaar 2020;1215.0;100.0
4948;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2e halfjaar 2020;1235.0;101.0
4949;Totaal mannen en vrouwen;Totaal personen;Totaal;Pekela;2020;1300.0;107.0
4950;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;1e halfjaar 2015;;
4951;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2e halfjaar 2015;1795.0;35.0
4952;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2015;;
4953;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;1e halfjaar 2016;1690.0;33.0
4954;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2e halfjaar 2016;1760.0;34.0
4955;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2016;1880.0;36.0
4956;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;1e halfjaar 2017;1800.0;34.0
4957;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2e halfjaar 2017;1825.0;35.0
4958;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2017;1970.0;37.0
4959;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;1e halfjaar 2018;1880.0;35.0
4960;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2e halfjaar 2018;1975.0;37.0
4961;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2018;2125.0;40.0
4962;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;1e halfjaar 2019;2070.0;38.0
4963;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2e halfjaar 2019;2140.0;39.0
4964;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2019;2295.0;42.0
4965;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;1e halfjaar 2020;2220.0;40.0
4966;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2e halfjaar 2020;2255.0;41.0
4967;Totaal mannen en vrouwen;Totaal personen;Totaal;Pijnacker-Nootdorp;2020;2420.0;44.0
4968;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;1e halfjaar 2015;;
4969;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2e halfjaar 2015;;
4970;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2015;;
4971;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;1e halfjaar 2016;;
4972;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2e halfjaar 2016;5170.0;65.0
4973;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2016;;
4974;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;1e halfjaar 2017;5290.0;66.0
4975;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2e halfjaar 2017;5350.0;67.0
4976;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2017;5735.0;72.0
4977;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;1e halfjaar 2018;5555.0;69.0
4978;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2e halfjaar 2018;5725.0;72.0
4979;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2018;6085.0;76.0
4980;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;1e halfjaar 2019;6540.0;82.0
4981;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2e halfjaar 2019;6710.0;84.0
4982;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2019;7115.0;89.0
4983;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;1e halfjaar 2020;6770.0;83.0
4984;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2e halfjaar 2020;6890.0;85.0
4985;Totaal mannen en vrouwen;Totaal personen;Totaal;Purmerend;2020;7295.0;90.0
4986;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;1e halfjaar 2015;;
4987;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2e halfjaar 2015;;
4988;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2015;;
4989;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;1e halfjaar 2016;1135.0;46.0
4990;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2e halfjaar 2016;1155.0;47.0
4991;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2016;1220.0;50.0
4992;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;1e halfjaar 2017;1155.0;47.0
4993;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2e halfjaar 2017;1135.0;46.0
4994;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2017;1255.0;51.0
4995;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;1e halfjaar 2018;1160.0;48.0
4996;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2e halfjaar 2018;1200.0;49.0
4997;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2018;1285.0;53.0
4998;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;1e halfjaar 2019;1205.0;50.0
4999;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2e halfjaar 2019;1175.0;49.0
5000;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2019;1290.0;53.0
5001;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;1e halfjaar 2020;1190.0;49.0
5002;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2e halfjaar 2020;1190.0;49.0
5003;Totaal mannen en vrouwen;Totaal personen;Totaal;Putten;2020;1290.0;54.0
5004;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;1e halfjaar 2015;405.0;10.0
5005;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2e halfjaar 2015;475.0;15.0
5006;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2015;510.0;15.0
5007;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;1e halfjaar 2016;1095.0;30.0
5008;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2e halfjaar 2016;1140.0;31.0
5009;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2016;1185.0;32.0
5010;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;1e halfjaar 2017;1220.0;33.0
5011;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2e halfjaar 2017;1270.0;34.0
5012;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2017;1395.0;38.0
5013;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;1e halfjaar 2018;2140.0;58.0
5014;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2e halfjaar 2018;2165.0;58.0
5015;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2018;2320.0;62.0
5016;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;1e halfjaar 2019;2300.0;61.0
5017;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2e halfjaar 2019;2380.0;63.0
5018;Totaal mannen en vrouwen;Totaal personen;Totaal;Raalte;2019;2515.0;67.0
