ID;Geslacht;KenmerkenVanPersonen;TypeMaatwerkarrangement;RegioS;Perioden;WmoClienten_1;WmoClientenPer1000Inwoners_2
2505;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;1e halfjaar 2016;1065.0;67.0
2506;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;2e halfjaar 2016;1095.0;69.0
2507;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;2016;1180.0;75.0
2508;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;1e halfjaar 2017;1100.0;69.0
2509;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;2e halfjaar 2017;1110.0;70.0
2510;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;2017;1190.0;75.0
2511;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;1e halfjaar 2018;1120.0;71.0
2512;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;2e halfjaar 2018;1150.0;73.0
2513;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;2018;1235.0;78.0
2514;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;1e halfjaar 2019;1190.0;75.0
2515;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;2e halfjaar 2019;1245.0;79.0
2516;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;2019;1325.0;84.0
2517;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;1e halfjaar 2020;1260.0;80.0
2518;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;2e halfjaar 2020;1320.0;84.0
2519;Totaal mannen en vrouwen;Totaal personen;Totaal;Harlingen;2020;1400.0;89.0
2520;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;1e halfjaar 2015;;
2521;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2e halfjaar 2015;;
2522;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2015;;
2523;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;1e halfjaar 2016;175.0;15.0
2524;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2e halfjaar 2016;165.0;14.0
2525;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2016;205.0;17.0
2526;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;1e halfjaar 2017;210.0;17.0
2527;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2e halfjaar 2017;255.0;21.0
2528;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2017;280.0;23.0
2529;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;1e halfjaar 2018;455.0;37.0
2530;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2e halfjaar 2018;550.0;45.0
2531;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2018;590.0;49.0
2532;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;1e halfjaar 2019;585.0;48.0
2533;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2e halfjaar 2019;620.0;51.0
2534;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2019;675.0;55.0
2535;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;1e halfjaar 2020;650.0;53.0
2536;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2e halfjaar 2020;670.0;55.0
2537;Totaal mannen en vrouwen;Totaal personen;Totaal;Hattem;2020;725.0;59.0
2538;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;1e halfjaar 2015;2050.0;50.0
2539;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2e halfjaar 2015;2145.0;55.0
2540;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2015;2225.0;55.0
2541;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;1e halfjaar 2016;2270.0;58.0
2542;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2e halfjaar 2016;;
2543;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2016;;
2544;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;1e halfjaar 2017;2750.0;70.0
2545;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2e halfjaar 2017;2775.0;71.0
2546;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2017;2945.0;75.0
2547;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;1e halfjaar 2018;2705.0;69.0
2548;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2e halfjaar 2018;2770.0;71.0
2549;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2018;2960.0;76.0
2550;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;1e halfjaar 2019;2840.0;73.0
2551;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2e halfjaar 2019;2975.0;76.0
2552;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2019;3135.0;80.0
2553;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;1e halfjaar 2020;2980.0;76.0
2554;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2e halfjaar 2020;2945.0;75.0
2555;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemskerk;2020;3180.0;81.0
2556;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;1e halfjaar 2015;;
2557;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2e halfjaar 2015;;
2558;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2015;;
2559;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;1e halfjaar 2016;;
2560;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2e halfjaar 2016;;
2561;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2016;;
2562;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;1e halfjaar 2017;;
2563;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2e halfjaar 2017;;
2564;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2017;;
2565;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;1e halfjaar 2018;;
2566;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2e halfjaar 2018;;
2567;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2018;;
2568;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;1e halfjaar 2019;1775.0;65.0
2569;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2e halfjaar 2019;1810.0;66.0
2570;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2019;1945.0;71.0
2571;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;1e halfjaar 2020;1780.0;65.0
2572;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2e halfjaar 2020;1750.0;64.0
2573;Totaal mannen en vrouwen;Totaal personen;Totaal;Heemstede;2020;1905.0;70.0
2574;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;1e halfjaar 2015;;
2575;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2e halfjaar 2015;;
2576;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2015;;
2577;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;1e halfjaar 2016;285.0;15.0
2578;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2e halfjaar 2016;305.0;16.0
2579;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2016;380.0;20.0
2580;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;1e halfjaar 2017;310.0;17.0
2581;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2e halfjaar 2017;305.0;16.0
2582;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2017;400.0;22.0
2583;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;1e halfjaar 2018;275.0;15.0
2584;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2e halfjaar 2018;540.0;29.0
2585;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2018;590.0;32.0
2586;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;1e halfjaar 2019;560.0;30.0
2587;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2e halfjaar 2019;585.0;32.0
2588;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2019;670.0;36.0
2589;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;1e halfjaar 2020;575.0;31.0
2590;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2e halfjaar 2020;555.0;30.0
2591;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerde;2020;645.0;35.0
2592;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;1e halfjaar 2015;;
2593;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2e halfjaar 2015;;
2594;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2015;;
2595;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;1e halfjaar 2016;;
2596;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2e halfjaar 2016;2180.0;43.0
2597;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2016;;
2598;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;1e halfjaar 2017;;
2599;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2e halfjaar 2017;;
2600;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2017;;
2601;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;1e halfjaar 2018;2815.0;56.0
2602;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2e halfjaar 2018;2895.0;58.0
2603;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2018;3130.0;62.0
2604;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;1e halfjaar 2019;3015.0;60.0
2605;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2e halfjaar 2019;3160.0;63.0
2606;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2019;3405.0;68.0
2607;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;1e halfjaar 2020;4040.0;80.0
2608;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2e halfjaar 2020;4125.0;82.0
2609;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerenveen;2020;4420.0;88.0
2610;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;1e halfjaar 2015;1925.0;35.0
2611;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2e halfjaar 2015;1680.0;30.0
2612;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2015;2060.0;40.0
2613;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;1e halfjaar 2016;1655.0;31.0
2614;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2e halfjaar 2016;1635.0;30.0
2615;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2016;1800.0;33.0
2616;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;1e halfjaar 2017;1615.0;29.0
2617;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2e halfjaar 2017;1600.0;29.0
2618;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2017;1775.0;32.0
2619;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;1e halfjaar 2018;1635.0;29.0
2620;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2e halfjaar 2018;1665.0;30.0
2621;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2018;1820.0;33.0
2622;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;1e halfjaar 2019;1780.0;31.0
2623;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2e halfjaar 2019;1915.0;34.0
2624;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2019;2085.0;37.0
2625;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;1e halfjaar 2020;1995.0;35.0
2626;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2e halfjaar 2020;2045.0;36.0
2627;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerhugowaard;2020;2245.0;39.0
2628;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;1e halfjaar 2015;8335.0;95.0
2629;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2e halfjaar 2015;8465.0;95.0
2630;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2015;9005.0;105.0
2631;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;1e halfjaar 2016;8725.0;100.0
2632;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2e halfjaar 2016;8555.0;98.0
2633;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2016;9445.0;108.0
2634;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;1e halfjaar 2017;7550.0;87.0
2635;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2e halfjaar 2017;6905.0;79.0
2636;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2017;8110.0;93.0
2637;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;1e halfjaar 2018;6770.0;78.0
2638;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2e halfjaar 2018;6660.0;77.0
2639;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2018;7380.0;85.0
2640;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;1e halfjaar 2019;7430.0;86.0
2641;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2e halfjaar 2019;7620.0;88.0
2642;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2019;8225.0;95.0
2643;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;1e halfjaar 2020;7315.0;84.0
2644;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2e halfjaar 2020;7280.0;84.0
2645;Totaal mannen en vrouwen;Totaal personen;Totaal;Heerlen;2020;7910.0;91.0
2646;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;1e halfjaar 2015;;
2647;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2e halfjaar 2015;;
2648;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2015;;
2649;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;1e halfjaar 2016;;
2650;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2e halfjaar 2016;;
2651;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2016;;
2652;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;1e halfjaar 2017;;
2653;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2e halfjaar 2017;;
2654;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2017;;
2655;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;1e halfjaar 2018;825.0;52.0
2656;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2e halfjaar 2018;835.0;53.0
2657;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2018;900.0;57.0
2658;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;1e halfjaar 2019;810.0;51.0
2659;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2e halfjaar 2019;830.0;52.0
2660;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2019;910.0;57.0
2661;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;1e halfjaar 2020;870.0;54.0
2662;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2e halfjaar 2020;865.0;54.0
2663;Totaal mannen en vrouwen;Totaal personen;Totaal;Heeze-Leende;2020;940.0;58.0
2664;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;1e halfjaar 2015;;
2665;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2e halfjaar 2015;;
2666;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2015;;
2667;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;1e halfjaar 2016;475.0;21.0
2668;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2e halfjaar 2016;485.0;21.0
2669;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2016;525.0;23.0
2670;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;1e halfjaar 2017;785.0;34.0
2671;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2e halfjaar 2017;840.0;37.0
2672;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2017;895.0;39.0
2673;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;1e halfjaar 2018;890.0;39.0
2674;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2e halfjaar 2018;965.0;42.0
2675;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2018;1020.0;44.0
2676;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;1e halfjaar 2019;1000.0;43.0
2677;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2e halfjaar 2019;1100.0;47.0
2678;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2019;1145.0;49.0
2679;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;1e halfjaar 2020;1140.0;48.0
2680;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2e halfjaar 2020;1175.0;49.0
2681;Totaal mannen en vrouwen;Totaal personen;Totaal;Heiloo;2020;1255.0;52.0
2682;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;1e halfjaar 2015;;
2683;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2e halfjaar 2015;;
2684;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2015;;
2685;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;1e halfjaar 2016;3050.0;54.0
2686;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2e halfjaar 2016;3035.0;54.0
2687;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2016;3260.0;58.0
2688;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;1e halfjaar 2017;2885.0;52.0
2689;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2e halfjaar 2017;2910.0;52.0
2690;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2017;3145.0;56.0
2691;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;1e halfjaar 2018;2955.0;53.0
2692;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2e halfjaar 2018;3015.0;54.0
2693;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2018;3215.0;58.0
2694;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;1e halfjaar 2019;3410.0;61.0
2695;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2e halfjaar 2019;3640.0;65.0
2696;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2019;3825.0;69.0
2697;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;1e halfjaar 2020;3855.0;68.0
2698;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2e halfjaar 2020;3945.0;70.0
2699;Totaal mannen en vrouwen;Totaal personen;Totaal;Den Helder;2020;4190.0;74.0
2700;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;1e halfjaar 2015;1925.0;55.0
2701;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2e halfjaar 2015;1880.0;55.0
2702;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2015;2005.0;55.0
2703;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;1e halfjaar 2016;2235.0;63.0
2704;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2e halfjaar 2016;2240.0;63.0
2705;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2016;2380.0;67.0
2706;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;1e halfjaar 2017;2300.0;64.0
2707;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2e halfjaar 2017;2360.0;66.0
2708;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2017;2495.0;70.0
2709;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;1e halfjaar 2018;2410.0;67.0
2710;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2e halfjaar 2018;2425.0;68.0
2711;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2018;2600.0;73.0
2712;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;1e halfjaar 2019;2430.0;68.0
2713;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2e halfjaar 2019;2445.0;68.0
2714;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2019;2620.0;73.0
2715;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;1e halfjaar 2020;2390.0;67.0
2716;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2e halfjaar 2020;2390.0;67.0
2717;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellendoorn;2020;2555.0;71.0
2718;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;1e halfjaar 2015;1865.0;50.0
2719;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2e halfjaar 2015;1880.0;50.0
2720;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2015;2040.0;55.0
2721;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;1e halfjaar 2016;1885.0;49.0
2722;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2e halfjaar 2016;1315.0;34.0
2723;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2016;2000.0;52.0
2724;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;1e halfjaar 2017;1335.0;34.0
2725;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2e halfjaar 2017;1370.0;35.0
2726;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2017;1515.0;39.0
2727;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;1e halfjaar 2018;;
2728;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2e halfjaar 2018;;
2729;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2018;;
2730;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;1e halfjaar 2019;;
2731;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2e halfjaar 2019;;
2732;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2019;;
2733;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;1e halfjaar 2020;;
2734;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2e halfjaar 2020;2055.0;51.0
2735;Totaal mannen en vrouwen;Totaal personen;Totaal;Hellevoetsluis;2020;;
2736;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;1e halfjaar 2015;6845.0;75.0
2737;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2e halfjaar 2015;7040.0;80.0
2738;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2015;7305.0;80.0
2739;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;1e halfjaar 2016;7425.0;82.0
2740;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2e halfjaar 2016;7585.0;84.0
2741;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2016;7960.0;88.0
2742;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;1e halfjaar 2017;7680.0;85.0
2743;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2e halfjaar 2017;7800.0;86.0
2744;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2017;8260.0;91.0
2745;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;1e halfjaar 2018;7635.0;84.0
2746;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2e halfjaar 2018;7930.0;87.0
2747;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2018;8425.0;93.0
2748;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;1e halfjaar 2019;8150.0;89.0
2749;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2e halfjaar 2019;8245.0;90.0
2750;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2019;8710.0;95.0
2751;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;1e halfjaar 2020;8300.0;90.0
2752;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2e halfjaar 2020;7775.0;84.0
2753;Totaal mannen en vrouwen;Totaal personen;Totaal;Helmond;2020;8850.0;96.0
2754;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;1e halfjaar 2015;655.0;20.0
2755;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2e halfjaar 2015;620.0;20.0
2756;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2015;680.0;25.0
2757;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;1e halfjaar 2016;570.0;19.0
2758;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2e halfjaar 2016;;
2759;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2016;;
2760;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;1e halfjaar 2017;;
2761;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2e halfjaar 2017;1265.0;43.0
2762;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2017;;
2763;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;1e halfjaar 2018;1305.0;43.0
2764;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2e halfjaar 2018;1335.0;44.0
2765;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2018;1420.0;46.0
2766;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;1e halfjaar 2019;1385.0;45.0
2767;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2e halfjaar 2019;1455.0;47.0
2768;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2019;1550.0;50.0
2769;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;1e halfjaar 2020;1480.0;47.0
2770;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2e halfjaar 2020;1550.0;50.0
2771;Totaal mannen en vrouwen;Totaal personen;Totaal;Hendrik-Ido-Ambacht;2020;1640.0;53.0
