ID;Bedrijfsomvang;BedrijfstakBranchesSBI93;Perioden;IndexcijfersOmzet_1;Omzetontwikkeling_2
337;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 3e kwartaal;100;-3.7
338;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006 4e kwartaal;139;4.3
339;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2006;113;1.5
340;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 1e kwartaal;111;15.9
341;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 2e kwartaal;138;15.5
342;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 3e kwartaal;115;15.5
343;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007 4e kwartaal;157;13.1
344;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2007;130;14.8
345;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 1e kwartaal;121;9.5
346;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 2e kwartaal;146;5.6
347;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 3e kwartaal;125;8.1
348;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008 4e kwartaal;162;3.4
349;Grootbedrijf;4511a Burgerlijke en Utiliteitsbouw;2008;138;6.3
350;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2004 1e kwartaal;71;
351;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2004 2e kwartaal;100;
352;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2004 3e kwartaal;96;
353;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2004 4e kwartaal;146;
354;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2004;103;
355;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2005 1e kwartaal;80;12.6
356;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2005 2e kwartaal;118;18.8
357;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2005 3e kwartaal;116;20.6
358;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2005 4e kwartaal;154;5.5
359;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2005;117;13.4
360;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2006 1e kwartaal;84;5.0
361;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2006 2e kwartaal;123;4.2
362;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2006 3e kwartaal;128;10.4
363;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2006 4e kwartaal;174;13.1
364;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2006;127;8.8
365;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2007 1e kwartaal;95;13.3
366;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2007 2e kwartaal;122;-1.3
367;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2007 3e kwartaal;118;-8.0
368;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2007 4e kwartaal;165;-5.2
369;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2007;125;-1.9
370;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2008 1e kwartaal;99;4.4
371;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2008 2e kwartaal;141;15.6
372;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2008 3e kwartaal;132;12.5
373;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2008 4e kwartaal;170;2.8
374;Grootbedrijf;4511b Grond-, Water- en Wegenbouw;2008;136;8.5
375;Grootbedrijf;4525a Bouw, geen B&U en GWW;2004 1e kwartaal;93;
376;Grootbedrijf;4525a Bouw, geen B&U en GWW;2004 2e kwartaal;96;
377;Grootbedrijf;4525a Bouw, geen B&U en GWW;2004 3e kwartaal;95;
378;Grootbedrijf;4525a Bouw, geen B&U en GWW;2004 4e kwartaal;118;
379;Grootbedrijf;4525a Bouw, geen B&U en GWW;2004;101;
380;Grootbedrijf;4525a Bouw, geen B&U en GWW;2005 1e kwartaal;98;5.4
381;Grootbedrijf;4525a Bouw, geen B&U en GWW;2005 2e kwartaal;115;19.8
382;Grootbedrijf;4525a Bouw, geen B&U en GWW;2005 3e kwartaal;109;14.2
383;Grootbedrijf;4525a Bouw, geen B&U en GWW;2005 4e kwartaal;129;9.8
384;Grootbedrijf;4525a Bouw, geen B&U en GWW;2005;113;12.2
385;Grootbedrijf;4525a Bouw, geen B&U en GWW;2006 1e kwartaal;101;3.3
386;Grootbedrijf;4525a Bouw, geen B&U en GWW;2006 2e kwartaal;113;-2.1
387;Grootbedrijf;4525a Bouw, geen B&U en GWW;2006 3e kwartaal;109;0.4
388;Grootbedrijf;4525a Bouw, geen B&U en GWW;2006 4e kwartaal;130;0.2
389;Grootbedrijf;4525a Bouw, geen B&U en GWW;2006;113;0.4
390;Grootbedrijf;4525a Bouw, geen B&U en GWW;2007 1e kwartaal;120;18.0
391;Grootbedrijf;4525a Bouw, geen B&U en GWW;2007 2e kwartaal;126;11.7
392;Grootbedrijf;4525a Bouw, geen B&U en GWW;2007 3e kwartaal;123;12.0
393;Grootbedrijf;4525a Bouw, geen B&U en GWW;2007 4e kwartaal;152;17.6
394;Grootbedrijf;4525a Bouw, geen B&U en GWW;2007;130;14.9
395;Grootbedrijf;4525a Bouw, geen B&U en GWW;2008 1e kwartaal;130;8.4
396;Grootbedrijf;4525a Bouw, geen B&U en GWW;2008 2e kwartaal;150;18.9
397;Grootbedrijf;4525a Bouw, geen B&U en GWW;2008 3e kwartaal;140;14.6
398;Grootbedrijf;4525a Bouw, geen B&U en GWW;2008 4e kwartaal;164;7.6
399;Grootbedrijf;4525a Bouw, geen B&U en GWW;2008;146;12.2
