ID;LeeftijdReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishouden_2;TotaalMeerpersoonshuishoudens_3;MeerpersoonshuishoudensZonderKinderen_4;MeerpersoonshuishoudensMetKinderen_5;TotaalNietGehuwdeParen_6;k_0Kinderen_7;k_1Kind_8;k_2Kinderen_9;k_3OfMeerKinderen_10;TotaalGehuwdeParen_11;k_0Kinderen_12;k_1Kind_13;k_2Kinderen_14;k_3OfMeerKinderen_15;TotaalEenouderhuishoudens_16;k_1Kind_17;k_2Kinderen_18;k_3OfMeerKinderen_19;OverigHuishouden_20;TotaalParticuliereHuishoudens_21;Eenpersoonshuishouden_22;TotaalMeerpersoonshuishoudens_23;k_2Personen_24;k_3Personen_25;k_4Personen_26;k_5OfMeerPersonen_27
1963;79 jaar;2008;62196;34912;27284;24242;3042;1126;1078;36;9;3;24058;22914;1019;113;12;1850;1664;167;19;250;62196;34912;27284;25752;1332;166;34
1964;79 jaar;2009;62744;35006;27738;24926;2812;1122;1083;31;7;1;24725;23616;1000;94;15;1664;1484;160;20;227;62744;35006;27738;26270;1293;144;31
1965;79 jaar;2010;65473;36145;29328;26273;3055;1175;1130;33;11;1;26067;24876;1081;92;18;1819;1621;177;21;267;65473;36145;29328;27723;1417;149;39
1966;79 jaar;2011;65282;35318;29964;26881;3083;1303;1261;32;8;2;26543;25402;1043;86;12;1900;1715;166;19;218;65282;35318;29964;28478;1295;149;42
1967;79 jaar;2012;67085;36020;31065;27915;3150;1364;1304;43;13;4;27553;26373;1066;97;17;1910;1729;163;18;238;67085;36020;31065;29481;1357;178;49
1968;79 jaar;2013;65572;34652;30920;28004;2916;1261;1218;35;8;0;27734;26590;1017;102;25;1729;1559;155;15;196;65572;34652;30920;29430;1274;162;54
1969;79 jaar;2014;66792;34779;32013;28983;3030;1324;1275;35;10;4;28771;27526;1114;106;25;1736;1594;128;14;182;66792;34779;32013;30429;1343;181;60
1970;79 jaar;2015;67983;35175;32808;29813;2995;1397;1353;32;10;2;29468;28263;1067;108;30;1746;1614;126;6;197;67983;35175;32808;31270;1299;178;61
1971;79 jaar;2016;69607;35556;34051;31060;2991;1544;1489;44;9;2;30660;29371;1144;119;26;1647;1503;131;13;200;69607;35556;34051;32392;1389;203;67
1972;79 jaar;2017;70154;35454;34700;31835;2865;1611;1528;66;15;2;31412;30132;1128;116;36;1502;1401;95;6;175;70154;35454;34700;33051;1361;209;79
1973;79 jaar;2018;75165;37675;37490;34295;3195;1797;1716;51;23;7;33782;32422;1188;140;32;1754;1618;126;10;157;75165;37675;37490;35716;1440;242;92
1974;79 jaar;2019;76296;38159;38137;34977;3160;1912;1801;82;26;3;34444;33021;1291;100;32;1626;1497;121;8;155;76296;38159;38137;36249;1577;215;96
1975;79 jaar;2020;79090;39086;40004;36660;3344;1938;1831;79;23;5;36242;34677;1365;146;54;1672;1532;132;8;152;79090;39086;40004;37948;1684;260;112
1976;79 jaar;2021;76874;37862;39012;35896;3116;1962;1866;74;15;7;35317;33886;1259;133;39;1589;1489;92;8;144;76874;37862;39012;37176;1507;237;92
1977;79 jaar;2022;80311;39286;41025;37738;3287;2164;2038;91;24;11;37050;35561;1303;145;41;1672;1551;112;9;139;80311;39286;41025;39051;1600;268;106
1978;79 jaar;2023;86600;42392;44208;40734;3474;2278;2139;104;29;6;40031;38426;1409;160;36;1730;1622;95;13;169;86600;42392;44208;42092;1697;306;113
1979;79 jaar;2024;90271;44052;46219;42753;3466;2500;2374;101;19;6;41752;40210;1374;134;34;1798;1693;93;12;169;90271;44052;46219;44143;1710;275;91
1980;80 jaar;1995;47272;29027;18245;15406;2839;1043;1022;13;5;3;14974;14001;837;120;16;1845;1631;186;28;383;47272;29027;18245;16888;1142;179;36
1981;80 jaar;1996;44978;27560;17418;14729;2689;906;886;14;6;0;14364;13483;762;100;19;1788;1565;194;29;360;44978;27560;17418;16179;1049;161;29
1982;80 jaar;1997;46079;28386;17693;15062;2631;879;859;8;9;3;14714;13873;734;91;16;1770;1564;178;28;330;46079;28386;17693;16496;1023;145;29
1983;80 jaar;1998;46344;28486;17858;15200;2658;842;812;23;6;1;14972;14106;753;91;22;1762;1563;166;33;282;46344;28486;17858;16632;1044;140;42
1984;80 jaar;1999;45386;27984;17402;14831;2571;807;782;20;4;1;14643;13794;759;76;14;1697;1515;153;29;255;45386;27984;17402;16245;1005;122;30
1985;80 jaar;2000;47255;28827;18428;15865;2563;835;815;14;4;2;15645;14801;740;86;18;1699;1501;169;29;249;47255;28827;18428;17237;1014;136;41
1986;80 jaar;2001;56658;34498;22160;19116;3044;970;927;35;6;2;18927;17915;898;97;17;1989;1742;221;26;274;56658;34498;22160;20741;1237;153;29
1987;80 jaar;2002;56335;34670;21665;18770;2895;974;937;27;10;0;18478;17562;811;83;22;1942;1728;186;28;271;56335;34670;21665;20356;1128;146;35
1988;80 jaar;2003;56155;34252;21903;19004;2899;915;884;21;5;5;18828;17834;877;101;16;1874;1678;175;21;286;56155;34252;21903;20542;1180;146;35
1989;80 jaar;2004;57904;35178;22726;19741;2985;920;888;22;8;2;19609;18553;950;93;13;1897;1696;178;23;300;57904;35178;22726;21293;1257;139;37
1990;80 jaar;2005;56822;34416;22406;19566;2840;948;909;29;7;3;19380;18423;857;91;9;1844;1673;150;21;234;56822;34416;22406;21089;1133;154;30
1991;80 jaar;2006;56673;34070;22603;20002;2601;898;873;16;5;4;19760;18877;799;72;12;1693;1509;162;22;252;56673;34070;22603;21382;1069;119;33
1992;80 jaar;2007;57474;33836;23638;20791;2847;934;907;17;6;4;20646;19631;911;91;13;1805;1610;167;28;253;57474;33836;23638;22238;1226;144;30
1993;80 jaar;2008;57480;33641;23839;21158;2681;973;944;21;8;0;20976;19988;892;82;14;1664;1478;165;21;226;57480;33641;23839;22486;1185;143;25
1994;80 jaar;2009;59552;34575;24977;22203;2774;1054;1009;35;7;3;21969;20968;883;106;12;1728;1551;155;22;226;59552;34575;24977;23610;1166;163;38
1995;80 jaar;2010;60139;34683;25456;22837;2619;1020;988;28;4;0;22597;21632;882;72;11;1622;1444;157;21;217;60139;34683;25456;24144;1160;121;31
1996;80 jaar;2011;62862;35624;27238;24189;3049;1130;1090;35;5;0;23879;22845;931;84;19;1975;1788;167;20;254;62862;35624;27238;25852;1193;149;44
1997;80 jaar;2012;62761;35012;27749;24890;2859;1201;1166;26;5;4;24537;23529;925;70;13;1816;1644;154;18;195;62761;35012;27749;26429;1151;122;47
1998;80 jaar;2013;64559;35850;28709;25806;2903;1272;1220;39;10;3;25387;24370;925;77;15;1834;1670;149;15;216;64559;35850;28709;27335;1184;149;41
1999;80 jaar;2014;62730;34114;28616;25866;2750;1181;1139;37;4;1;25599;24565;924;88;22;1674;1517;145;12;162;62730;34114;28616;27274;1157;142;43
2000;80 jaar;2015;64678;34880;29798;26989;2809;1236;1190;32;10;4;26709;25632;967;87;23;1686;1544;129;13;167;64678;34880;29798;28412;1180;155;51
2001;80 jaar;2016;65638;35176;30462;27619;2843;1298;1250;38;9;1;27280;26196;963;94;27;1711;1580;126;5;173;65638;35176;30462;29065;1182;164;51
2002;80 jaar;2017;67547;35780;31767;28965;2802;1474;1401;55;14;4;28506;27384;1002;99;21;1607;1464;130;13;180;67547;35780;31767;30273;1237;193;64
2003;80 jaar;2018;67777;35419;32358;29626;2732;1526;1442;65;14;5;29174;28024;1010;112;28;1498;1393;99;6;160;67777;35419;32358;30857;1236;195;70
2004;80 jaar;2019;72617;37714;34903;31908;2995;1676;1599;52;20;5;31391;30166;1083;117;25;1693;1559;125;9;143;72617;37714;34903;33285;1338;202;78
2005;80 jaar;2020;73797;38158;35639;32675;2964;1785;1694;65;24;2;32111;30827;1166;90;28;1589;1470;112;7;154;73797;38158;35639;33954;1416;194;75
2006;80 jaar;2021;76390;39212;37178;34028;3150;1802;1698;78;19;7;33571;32179;1222;128;42;1654;1530;115;9;151;76390;39212;37178;35331;1513;234;100
2007;80 jaar;2022;74262;38022;36240;33337;2903;1801;1714;70;13;4;32721;31488;1089;113;31;1583;1486;90;7;135;74262;38022;36240;34626;1318;210;86
2008;80 jaar;2023;77625;39358;38267;35120;3147;1962;1844;90;20;8;34486;33144;1186;128;28;1687;1573;106;8;132;77625;39358;38267;36474;1452;256;85
2009;80 jaar;2024;83668;42286;41382;38169;3213;2198;2068;103;23;4;37370;35935;1266;140;29;1648;1555;82;11;166;83668;42286;41382;39432;1561;293;96
2010;81 jaar;1995;42793;27173;15620;13084;2536;908;875;19;13;1;12615;11840;674;89;12;1728;1515;188;25;369;42793;27173;15620;14472;978;147;23
2011;81 jaar;1996;43813;27795;16018;13439;2579;872;850;15;6;1;13058;12237;717;91;13;1736;1531;177;28;352;43813;27795;16018;14847;1002;144;25
2012;81 jaar;1997;41898;26550;15348;12912;2436;800;776;19;3;2;12558;11817;654;72;15;1671;1457;189;25;319;41898;26550;15348;14278;926;116;28
2013;81 jaar;1998;42693;27227;15466;13105;2361;766;751;10;3;2;12750;12049;615;75;11;1645;1456;162;27;305;42693;27227;15466;14466;857;123;20
2014;81 jaar;1999;43206;27418;15788;13390;2398;754;728;20;3;3;13134;12394;646;74;20;1632;1454;149;29;268;43206;27418;15788;14739;895;118;36
2015;81 jaar;2000;42407;27017;15390;13085;2305;739;713;22;3;1;12863;12141;647;65;10;1557;1392;142;23;231;42407;27017;15390;14392;876;101;21
2016;81 jaar;2001;44161;27883;16278;13950;2328;740;711;23;3;3;13734;13013;636;70;15;1578;1391;159;28;226;44161;27883;16278;15235;899;111;33
2017;81 jaar;2002;52919;33375;19544;16808;2736;849;806;32;9;2;16578;15737;748;79;14;1852;1639;189;24;265;52919;33375;19544;18329;1057;126;32
2018;81 jaar;2003;52636;33475;19161;16579;2582;873;840;25;6;2;16266;15497;687;65;17;1780;1579;173;28;242;52636;33475;19161;18041;970;116;34
2019;81 jaar;2004;52535;33079;19456;16836;2620;840;803;23;13;1;16605;15770;738;84;13;1748;1560;171;17;263;52535;33079;19456;18288;1007;133;28
2020;81 jaar;2005;54459;34218;20241;17514;2727;833;808;17;8;0;17319;16436;797;77;9;1819;1623;169;27;270;54459;34218;20241;19007;1073;132;29
2021;81 jaar;2006;53658;33581;20077;17486;2591;852;813;30;6;3;17239;16462;695;73;9;1775;1607;145;23;211;53658;33581;20077;18977;952;121;27
2022;81 jaar;2007;53589;33216;20373;17993;2380;808;785;16;4;3;17733;16975;694;53;11;1599;1437;144;18;233;53589;33216;20373;19308;947;91;27
2023;81 jaar;2008;54566;33094;21472;18877;2595;888;867;13;4;4;18655;17783;789;72;11;1702;1522;160;20;227;54566;33094;21472;20253;1074;118;27
2024;81 jaar;2009;54575;32875;21700;19263;2437;905;881;16;7;1;19033;18176;774;71;12;1556;1388;150;18;206;54575;32875;21700;20521;1033;125;21
2025;81 jaar;2010;56598;33886;22712;20183;2529;966;927;33;4;2;19907;19054;757;86;10;1637;1473;144;20;202;56598;33886;22712;21518;1028;133;33
2026;81 jaar;2011;57288;33807;23481;20813;2668;979;935;33;9;2;20516;19667;779;62;8;1775;1614;143;18;211;57288;33807;23481;22336;999;113;33
2027;81 jaar;2012;59972;35114;24858;22001;2857;1042;1012;28;2;0;21654;20756;807;78;13;1929;1755;158;16;233;59972;35114;24858;23660;1035;129;34
2028;81 jaar;2013;60030;34577;25453;22812;2641;1122;1084;31;6;1;22397;21538;787;60;12;1744;1600;128;16;190;60030;34577;25453;24307;1000;107;39
2029;81 jaar;2014;61218;34982;26236;23479;2757;1129;1090;29;7;3;23140;22202;855;68;15;1780;1630;139;11;187;61218;34982;26236;25010;1062;121;43
2030;81 jaar;2015;60444;34057;26387;23832;2555;1066;1026;34;6;0;23547;22647;813;69;18;1615;1474;130;11;159;60444;34057;26387;25212;1004;129;42
2031;81 jaar;2016;62051;34666;27385;24746;2639;1114;1074;31;7;2;24473;23522;867;65;19;1648;1526;113;9;150;62051;34666;27385;26170;1061;117;37
2032;81 jaar;2017;63211;35076;28135;25451;2684;1228;1173;45;9;1;25096;24126;863;85;22;1659;1531;121;7;152;63211;35076;28135;26874;1068;148;45
2033;81 jaar;2018;64622;35332;29290;26654;2636;1339;1274;45;17;3;26214;25220;890;83;21;1577;1450;116;11;160;64622;35332;29290;27972;1095;161;62
2034;81 jaar;2019;65386;35481;29905;27383;2522;1418;1357;48;11;2;26875;25881;874;100;20;1467;1381;82;4;145;65386;35481;29905;28618;1056;183;48
2035;81 jaar;2020;69872;37578;32294;29548;2746;1577;1513;48;12;4;28995;27908;956;110;21;1595;1466;120;9;127;69872;37578;32294;30865;1177;182;70
2036;81 jaar;2021;70744;38001;32743;29988;2755;1632;1558;53;19;2;29406;28283;1014;84;25;1558;1444;107;7;147;70744;38001;32743;31251;1238;189;65
2037;81 jaar;2022;73136;39033;34103;31244;2859;1678;1584;67;19;8;30737;29524;1073;105;35;1552;1435;107;10;136;73136;39033;34103;32506;1316;202;79
2038;81 jaar;2023;71356;37858;33498;30750;2748;1642;1564;66;7;5;30140;29058;961;96;25;1588;1498;85;5;128;71356;37858;33498;32059;1187;179;73
2039;81 jaar;2024;74650;39215;35435;32549;2886;1864;1769;70;19;6;31820;30658;1031;107;24;1629;1516;104;9;122;74650;39215;35435;33853;1286;221;75
2040;82 jaar;1995;37952;24797;13155;10893;2262;806;783;13;8;2;10414;9764;576;61;13;1589;1409;161;19;346;37952;24797;13155;12196;833;103;23
2041;82 jaar;1996;38991;25513;13478;11230;2248;745;727;12;5;1;10797;10169;546;73;9;1602;1401;179;22;334;38991;25513;13478;12535;813;114;16
2042;82 jaar;1997;40386;26466;13920;11634;2286;764;744;13;5;2;11250;10572;597;70;11;1588;1394;169;25;318;40386;26466;13920;12925;850;122;23
2043;82 jaar;1998;38434;25129;13305;11131;2174;709;683;18;6;2;10776;10177;530;59;10;1549;1350;175;24;271;38434;25129;13305;12406;774;102;23
2044;82 jaar;1999;39421;25956;13465;11382;2083;660;651;5;2;2;11003;10455;480;59;9;1526;1357;149;20;276;39421;25956;13465;12639;709;98;19
2045;82 jaar;2000;39773;25935;13838;11680;2158;688;660;19;7;2;11398;10778;540;65;15;1510;1341;140;29;242;39773;25935;13838;12933;766;108;31
2046;82 jaar;2001;39050;25709;13341;11301;2040;663;639;20;3;1;11035;10454;519;53;9;1435;1274;135;26;208;39050;25709;13341;12490;743;90;18
2047;82 jaar;2002;40881;26638;14243;12179;2064;635;622;8;2;3;11928;11342;514;57;15;1465;1293;145;27;215;40881;26638;14243;13379;735;93;36
2048;82 jaar;2003;48969;31816;17153;14687;2466;756;721;29;4;2;14454;13751;627;63;13;1728;1526;178;24;215;48969;31816;17153;16130;898;98;27
2049;82 jaar;2004;48793;31904;16889;14546;2343;765;741;17;7;0;14225;13593;572;49;11;1687;1507;158;22;212;48793;31904;16889;15951;823;88;27
2050;82 jaar;2005;48827;31646;17181;14801;2380;734;696;27;9;2;14574;13860;634;68;12;1628;1452;161;15;245;48827;31646;17181;16161;884;112;24
2051;82 jaar;2006;50809;32865;17944;15487;2457;713;694;16;3;0;15297;14566;662;63;6;1707;1521;159;27;227;50809;32865;17944;16898;915;109;22
2052;82 jaar;2007;50176;32293;17883;15567;2316;767;735;23;6;3;15283;14643;578;57;5;1644;1498;122;24;189;50176;32293;17883;16968;793;105;17
2053;82 jaar;2008;50319;32128;18191;16052;2139;743;724;9;7;3;15770;15136;588;35;11;1486;1333;138;15;192;50319;32128;18191;17300;794;74;23
2054;82 jaar;2009;51291;32012;19279;16882;2397;812;778;19;12;3;16631;15894;668;60;9;1626;1460;148;18;210;51291;32012;19279;18226;925;107;21
2055;82 jaar;2010;51208;31664;19544;17337;2207;820;794;20;4;2;17100;16356;675;56;13;1437;1281;137;19;187;51208;31664;19544;18508;914;100;22
2056;82 jaar;2011;53502;32834;20668;18153;2515;872;841;28;2;1;17819;17089;649;73;8;1754;1598;142;14;223;53502;32834;20668;19677;845;112;34
2057;82 jaar;2012;54071;32875;21196;18768;2428;905;868;28;7;2;18411;17709;644;49;9;1689;1544;129;16;191;54071;32875;21196;20231;838;97;30
2058;82 jaar;2013;56763;34229;22534;19894;2640;930;901;23;4;2;19544;18773;696;64;11;1840;1686;141;13;220;56763;34229;22534;21468;918;117;31
2059;82 jaar;2014;56328;33255;23073;20624;2449;1001;960;31;7;3;20235;19496;678;51;10;1669;1528;128;13;168;56328;33255;23073;22069;867;98;39
2060;82 jaar;2015;58356;34424;23932;21402;2530;1004;964;29;10;1;21085;20266;743;61;15;1671;1542;121;8;172;58356;34424;23932;22841;940;116;35
2061;82 jaar;2016;57396;33422;23974;21608;2366;952;914;33;5;0;21340;20557;711;59;13;1545;1412;122;11;137;57396;33422;23974;22935;896;110;33
2062;82 jaar;2017;59286;34292;24994;22559;2435;1020;966;36;10;8;22274;21456;746;60;12;1563;1443;113;7;137;59286;34292;24994;23903;935;120;36
2063;82 jaar;2018;60119;34393;25726;23252;2474;1114;1066;40;7;1;22875;22044;745;66;20;1595;1470;119;6;142;60119;34393;25726;24611;954;123;38
2064;82 jaar;2019;61722;35008;26714;24270;2444;1206;1152;37;14;3;23864;22970;801;79;14;1496;1374;114;8;148;61722;35008;26714;25515;992;162;45
2065;82 jaar;2020;62250;34857;27393;25022;2371;1318;1261;47;9;1;24501;23634;761;87;19;1447;1365;78;4;127;62250;34857;27393;26276;917;149;51
2066;82 jaar;2021;66652;37176;29476;26915;2561;1431;1375;40;13;3;26387;25426;865;76;20;1544;1422;112;10;114;66652;37176;29476;28201;1066;147;62
2067;82 jaar;2022;67277;37455;29822;27217;2605;1483;1418;51;13;1;26686;25663;935;68;20;1517;1420;90;7;136;67277;37455;29822;28460;1134;170;58
2068;82 jaar;2023;69750;38575;31175;28466;2709;1521;1446;49;21;5;27969;26903;951;90;25;1568;1449;111;8;117;69750;38575;31175;29758;1175;180;62
2069;82 jaar;2024;67964;37319;30645;28108;2537;1554;1491;48;12;3;27465;26498;863;84;20;1507;1421;81;5;119;67964;37319;30645;29340;1073;172;60
2070;83 jaar;1995;31730;21512;10218;8392;1826;662;636;21;4;1;7910;7451;394;56;9;1341;1183;138;20;305;31730;21512;10218;9494;613;86;25
2071;83 jaar;1996;34127;22937;11190;9166;2024;672;650;14;7;1;8735;8212;469;46;8;1479;1313;149;17;304;34127;22937;11190;10386;702;85;17
2072;83 jaar;1997;35324;23847;11477;9485;1992;662;646;9;6;1;9063;8550;446;59;8;1463;1286;154;23;289;35324;23847;11477;10693;667;100;17
2073;83 jaar;1998;36623;24696;11927;9893;2034;680;659;10;9;2;9498;8955;480;54;9;1470;1286;165;19;279;36623;24696;11927;11094;714;98;21
2074;83 jaar;1999;35002;23618;11384;9449;1935;629;604;17;8;0;9096;8610;434;46;6;1424;1247;156;21;235;35002;23618;11384;10625;655;87;17
2075;83 jaar;2000;35856;24283;11573;9722;1851;624;609;7;5;3;9292;8865;374;48;5;1409;1256;135;18;248;35856;24283;11573;10903;580;76;14
2076;83 jaar;2001;36292;24443;11849;9920;1929;587;567;15;4;1;9654;9135;457;51;11;1390;1248;118;24;218;36292;24443;11849;11089;647;85;28
2077;83 jaar;2002;35623;24150;11473;9651;1822;574;555;19;0;0;9394;8907;440;39;8;1316;1171;124;21;189;35623;24150;11473;10751;632;73;17
2078;83 jaar;2003;37377;25071;12306;10445;1861;587;564;17;5;1;10172;9706;403;51;12;1372;1217;129;26;175;37377;25071;12306;11594;603;84;25
2079;83 jaar;2004;44849;29960;14889;12727;2162;696;672;20;2;2;12422;11862;501;51;8;1578;1385;166;27;193;44849;29960;14889;14036;748;86;19
2080;83 jaar;2005;44932;30143;14789;12676;2113;711;688;14;9;0;12347;11808;493;38;8;1551;1395;141;15;180;44932;30143;14789;13981;713;73;22
2081;83 jaar;2006;45055;30028;15027;12866;2161;662;632;20;9;1;12612;12004;546;54;8;1523;1361;148;14;230;45055;30028;15027;14147;768;95;17
2082;83 jaar;2007;47044;31241;15803;13608;2195;629;608;20;1;0;13371;12775;548;42;6;1578;1415;135;28;225;47044;31241;15803;14935;760;84;24
2083;83 jaar;2008;46612;30855;15757;13724;2033;675;653;16;4;2;13417;12913;461;37;6;1507;1373;112;22;158;46612;30855;15757;15007;648;83;19
2084;83 jaar;2009;46790;30704;16086;14181;1905;700;676;11;8;5;13847;13330;477;33;7;1364;1222;126;16;175;46790;30704;16086;15330;664;71;21
2085;83 jaar;2010;47850;30808;17042;14900;2142;728;704;13;5;6;14620;14011;553;49;7;1509;1350;145;14;185;47850;30808;17042;16149;790;82;21
2086;83 jaar;2011;47906;30339;17567;15314;2253;749;717;28;1;3;15042;14405;581;46;10;1584;1431;131;22;192;47906;30339;17567;16670;771;98;28
2087;83 jaar;2012;50146;31626;18520;16201;2319;792;757;27;6;2;15866;15237;566;57;6;1655;1509;134;12;207;50146;31626;18520;17648;744;100;28
2088;83 jaar;2013;50802;31871;18931;16687;2244;814;787;19;5;3;16349;15721;580;44;4;1589;1454;123;12;179;50802;31871;18931;18068;759;88;16
2089;83 jaar;2014;52692;32545;20147;17728;2419;819;790;23;4;2;17396;16749;589;49;9;1743;1600;132;11;189;52692;32545;20147;19245;781;96;25
2090;83 jaar;2015;53318;32507;20811;18588;2223;905;867;29;8;1;18203;17579;572;43;9;1561;1429;120;12;142;53318;32507;20811;19935;761;85;30
2091;83 jaar;2016;54901;33397;21504;19217;2287;875;845;23;6;1;18903;18224;620;46;13;1578;1448;123;7;148;54901;33397;21504;20578;799;98;29
2092;83 jaar;2017;54406;32972;21434;19263;2171;843;812;25;5;1;18993;18332;606;45;10;1479;1357;113;9;119;54406;32972;21434;20538;770;96;30
2093;83 jaar;2018;55876;33346;22530;20263;2267;917;867;36;9;5;20020;19290;672;50;8;1487;1373;105;9;106;55876;33346;22530;21547;853;103;27
2094;83 jaar;2019;56918;33709;23209;20932;2277;1007;961;37;8;1;20546;19834;638;58;16;1519;1403;112;4;137;56918;33709;23209;22245;825;106;33
2095;83 jaar;2020;58320;34146;24174;21916;2258;1070;1028;27;12;3;21546;20754;707;70;15;1424;1318;99;7;134;58320;34146;24174;23115;874;142;43
2096;83 jaar;2021;58644;34057;24587;22411;2176;1171;1112;42;12;5;21931;21180;666;69;16;1366;1285;77;4;119;58644;34057;24587;23593;810;138;46
2097;83 jaar;2022;63048;36556;26492;24153;2339;1305;1251;39;12;3;23614;22813;729;57;15;1484;1369;105;10;89;63048;36556;26492;25394;920;129;49
2098;83 jaar;2023;63517;36650;26867;24510;2357;1317;1260;44;11;2;24012;23135;800;64;13;1423;1329;87;7;115;63517;36650;26867;25697;976;148;46
2099;83 jaar;2024;65773;37682;28091;25670;2421;1403;1349;38;12;4;25130;24211;826;77;16;1448;1339;102;7;110;65773;37682;28091;26856;1041;146;48
2100;84 jaar;1995;28306;19639;8667;6896;1771;594;570;17;5;2;6415;6033;334;41;7;1365;1243;102;20;293;28306;19639;8667;8076;505;67;19
2101;84 jaar;1996;28256;19667;8589;6959;1630;550;529;16;4;1;6564;6179;340;39;6;1224;1079;130;15;251;28256;19667;8589;7980;526;68;15
2102;84 jaar;1997;30609;21238;9371;7586;1785;567;550;13;2;2;7178;6762;376;33;7;1352;1201;136;15;274;30609;21238;9371;8714;577;64;16
2103;84 jaar;1998;31669;22019;9650;7929;1721;585;569;14;1;1;7515;7113;350;46;6;1303;1146;135;22;247;31669;22019;9650;9018;542;76;14
2104;84 jaar;1999;32950;22903;10047;8276;1771;592;572;13;5;2;7881;7456;381;38;6;1326;1157;148;21;248;32950;22903;10047;9373;586;76;12
2105;84 jaar;2000;31414;21850;9564;7860;1704;555;528;20;6;1;7503;7123;341;33;6;1297;1142;136;19;209;31414;21850;9564;8947;535;69;13
2106;84 jaar;2001;32054;22375;9679;8061;1618;526;504;12;8;2;7697;7345;313;36;3;1244;1112;117;15;212;32054;22375;9679;9113;494;60;12
2107;84 jaar;2002;32572;22641;9931;8253;1678;494;478;14;2;0;8009;7592;368;41;8;1245;1110;112;23;183;32572;22641;9931;9299;533;74;25
2108;84 jaar;2003;31934;22317;9617;8047;1570;489;471;16;2;0;7791;7425;326;34;6;1186;1047;121;18;151;31934;22317;9617;9040;509;57;11
2109;84 jaar;2004;33713;23210;10503;8855;1648;530;512;15;2;1;8572;8189;331;42;10;1247;1099;127;21;154;33713;23210;10503;9895;518;66;24
2110;84 jaar;2005;40627;27875;12752;10818;1934;605;586;16;2;1;10514;10055;419;33;7;1456;1288;146;22;177;40627;27875;12752;12013;657;65;17
2111;84 jaar;2006;40902;28150;12752;10861;1891;633;612;17;3;1;10533;10088;409;31;5;1425;1277;133;15;161;40902;28150;12752;12070;608;56;18
2112;84 jaar;2007;41324;28299;13025;11115;1910;567;545;14;7;1;10883;10374;466;36;7;1379;1226;140;13;196;41324;28299;13025;12276;661;70;18
2113;84 jaar;2008;43182;29478;13704;11756;1948;570;554;13;3;0;11495;11007;455;28;5;1444;1299;121;24;195;43182;29478;13704;12983;644;64;13
2114;84 jaar;2009;42851;29159;13692;11885;1807;617;594;15;6;2;11557;11154;375;24;4;1381;1257;105;19;137;42851;29159;13692;13077;544;59;12
2115;84 jaar;2010;43063;28931;14132;12417;1715;602;587;6;5;4;12098;11677;383;32;6;1279;1152;112;15;153;43063;28931;14132;13509;540;64;19
2116;84 jaar;2011;44138;28958;15180;13028;2152;631;607;13;6;5;12742;12228;467;40;7;1614;1466;136;12;193;44138;28958;15180;14436;648;76;20
2117;84 jaar;2012;44391;28934;15457;13446;2011;675;653;18;3;1;13142;12622;465;47;8;1469;1332;117;20;171;44391;28934;15457;14706;627;104;20
2118;84 jaar;2013;46432;30113;16319;14237;2082;694;667;23;3;1;13900;13377;469;49;5;1532;1397;119;16;193;46432;30113;16319;15592;622;87;18
2119;84 jaar;2014;46475;29864;16611;14589;2022;698;684;12;2;0;14288;13750;493;40;5;1470;1345;112;13;155;46475;29864;16611;15881;641;75;14
2120;84 jaar;2015;49494;31603;17891;15659;2232;728;691;29;6;2;15354;14806;501;41;6;1647;1516;121;10;162;49494;31603;17891;17113;666;86;26
2121;84 jaar;2016;49697;31291;18406;16341;2065;785;748;28;9;0;16004;15472;494;30;8;1496;1377;110;9;121;49697;31291;18406;17665;654;66;21
2122;84 jaar;2017;51405;32352;19053;16975;2078;778;740;33;3;2;16691;16099;537;44;11;1448;1327;116;5;136;51405;32352;19053;18223;716;86;28
2123;84 jaar;2018;50704;31688;19016;16970;2046;756;721;29;5;1;16698;16134;524;34;6;1447;1331;111;5;115;50704;31688;19016;18226;696;73;21
2124;84 jaar;2019;52387;32308;20079;18004;2075;848;802;33;9;4;17710;17100;566;38;6;1419;1309;103;7;102;52387;32308;20079;19233;733;89;24
2125;84 jaar;2020;53351;32631;20720;18629;2091;926;888;28;10;0;18246;17613;568;52;13;1420;1322;94;4;128;53351;32631;20720;19861;720;109;30
2126;84 jaar;2021;54422;33026;21396;19332;2064;954;920;22;9;3;18944;18297;577;58;12;1383;1298;78;7;115;54422;33026;21396;20541;698;123;34
2127;84 jaar;2022;54889;33095;21794;19776;2018;1051;997;41;11;2;19334;18677;585;60;12;1307;1227;78;2;102;54889;33095;21794;20902;729;125;38
2128;84 jaar;2023;58790;35247;23543;21407;2136;1162;1108;38;12;4;20896;20208;629;45;14;1394;1287;100;7;91;58790;35247;23543;22587;796;117;43
2129;84 jaar;2024;59303;35332;23971;21794;2177;1205;1157;36;10;2;21301;20541;691;56;13;1369;1284;79;6;96;59303;35332;23971;22933;858;135;45
2130;85 jaar;1995;24539;17467;7072;5569;1503;542;529;10;2;1;5117;4809;270;31;7;1182;1020;137;25;231;24539;17467;7072;6540;453;63;16
2131;85 jaar;1996;24632;17490;7142;5581;1561;493;474;11;7;1;5183;4877;269;35;2;1236;1123;95;18;230;24632;17490;7142;6659;414;56;13
