ID;CountryOfResidence;Regions;Periods;Guests_1;OvernightStays_2
2088;All countries;Flevoland (PV);2016 November;13.0;19.0
2089;All countries;Flevoland (PV);2016 December;12.0;17.0
2090;All countries;Flevoland (PV);2016 4th quarter;41.0;63.0
2091;All countries;Flevoland (PV);2016;179.0;291.0
2092;All countries;Flevoland (PV);2017 January;13.0;20.0
2093;All countries;Flevoland (PV);2017 February;14.0;21.0
2094;All countries;Flevoland (PV);2017 March;18.0;28.0
2095;All countries;Flevoland (PV);2017 1st quarter;45.0;69.0
2096;All countries;Flevoland (PV);2017 April;23.0;36.0
2097;All countries;Flevoland (PV);2017 May;22.0;34.0
2098;All countries;Flevoland (PV);2017 June;19.0;30.0
2099;All countries;Flevoland (PV);2017 2nd quarter;63.0;101.0
2100;All countries;Flevoland (PV);2017 July;20.0;38.0
2101;All countries;Flevoland (PV);2017 August;21.0;35.0
2102;All countries;Flevoland (PV);2017 September;18.0;29.0
2103;All countries;Flevoland (PV);2017 3rd quarter;59.0;102.0
2104;All countries;Flevoland (PV);2017 October;22.0;35.0
2105;All countries;Flevoland (PV);2017 November;19.0;28.0
2106;All countries;Flevoland (PV);2017 December;15.0;23.0
2107;All countries;Flevoland (PV);2017 4th quarter;56.0;86.0
2108;All countries;Flevoland (PV);2017;223.0;358.0
2109;All countries;Flevoland (PV);2018 January;14.0;21.0
2110;All countries;Flevoland (PV);2018 February;16.0;25.0
2111;All countries;Flevoland (PV);2018 March;15.0;25.0
2112;All countries;Flevoland (PV);2018 1st quarter;45.0;70.0
2113;All countries;Flevoland (PV);2018 April;18.0;30.0
2114;All countries;Flevoland (PV);2018 May;19.0;32.0
2115;All countries;Flevoland (PV);2018 June;19.0;32.0
2116;All countries;Flevoland (PV);2018 2nd quarter;56.0;94.0
2117;All countries;Flevoland (PV);2018 July;19.0;33.0
2118;All countries;Flevoland (PV);2018 August;20.0;37.0
2119;All countries;Flevoland (PV);2018 September;18.0;30.0
2120;All countries;Flevoland (PV);2018 3rd quarter;57.0;100.0
2121;All countries;Flevoland (PV);2018 October;18.0;30.0
2122;All countries;Flevoland (PV);2018 November;17.0;29.0
2123;All countries;Flevoland (PV);2018 December;16.0;26.0
2124;All countries;Flevoland (PV);2018 4th quarter;51.0;85.0
2125;All countries;Flevoland (PV);2018;209.0;349.0
2126;All countries;Flevoland (PV);2019 January;13.0;21.0
2127;All countries;Flevoland (PV);2019 February;17.0;27.0
2128;All countries;Flevoland (PV);2019 March;17.0;27.0
2129;All countries;Flevoland (PV);2019 1st quarter;47.0;76.0
2130;All countries;Flevoland (PV);2019 April;24.0;44.0
2131;All countries;Flevoland (PV);2019 May;22.0;38.0
2132;All countries;Flevoland (PV);2019 June;24.0;40.0
2133;All countries;Flevoland (PV);2019 2nd quarter;69.0;122.0
2134;All countries;Flevoland (PV);2019 July;22.0;42.0
2135;All countries;Flevoland (PV);2019 August;23.0;43.0
2136;All countries;Flevoland (PV);2019 September;23.0;42.0
2137;All countries;Flevoland (PV);2019 3rd quarter;68.0;127.0
2138;All countries;Flevoland (PV);2019 October;23.0;40.0
2139;All countries;Flevoland (PV);2019 November;19.0;30.0
2140;All countries;Flevoland (PV);2019 December;19.0;30.0
2141;All countries;Flevoland (PV);2019 4th quarter;61.0;101.0
2142;All countries;Flevoland (PV);2019;245.0;425.0
2143;All countries;Flevoland (PV);2020 January;14.0;23.0
2144;All countries;Flevoland (PV);2020 February;13.0;22.0
2145;All countries;Flevoland (PV);2020 March;8.0;12.0
2146;All countries;Flevoland (PV);2020 1st quarter;34.0;56.0
2147;All countries;Flevoland (PV);2020 April;4.0;6.0
2148;All countries;Flevoland (PV);2020 May;7.0;10.0
2149;All countries;Flevoland (PV);2020 June;11.0;17.0
2150;All countries;Flevoland (PV);2020 2nd quarter;21.0;33.0
2151;All countries;Flevoland (PV);2020 July;17.0;29.0
2152;All countries;Flevoland (PV);2020 August;22.0;39.0
2153;All countries;Flevoland (PV);2020 September;14.0;24.0
2154;All countries;Flevoland (PV);2020 3rd quarter;54.0;93.0
2155;All countries;Flevoland (PV);2020 October;11.0;17.0
2156;All countries;Flevoland (PV);2020 November;8.0;11.0
2157;All countries;Flevoland (PV);2020 December;6.0;13.0
2158;All countries;Flevoland (PV);2020 4th quarter;25.0;41.0
2159;All countries;Flevoland (PV);2020;134.0;224.0
2160;All countries;Flevoland (PV);2021 January;6.0;8.0
2161;All countries;Flevoland (PV);2021 February;8.0;15.0
2162;All countries;Flevoland (PV);2021 March;9.0;16.0
2163;All countries;Flevoland (PV);2021 1th quarter;22.0;38.0
2164;All countries;Flevoland (PV);2021 April;10.0;20.0
2165;All countries;Flevoland (PV);2021 May;14.0;21.0
2166;All countries;Flevoland (PV);2021 June;15.0;30.0
2167;All countries;Flevoland (PV);2021 2nd quarter;39.0;72.0
2168;All countries;Flevoland (PV);2021 July;18.0;39.0
2169;All countries;Flevoland (PV);2021 August;24.0;49.0
2170;All countries;Flevoland (PV);2021 September;17.0;41.0
2171;All countries;Flevoland (PV);2021 3rd quarter;59.0;128.0
2172;All countries;Flevoland (PV);2021 October;20.0;44.0
2173;All countries;Flevoland (PV);2021 November;14.0;33.0
2174;All countries;Flevoland (PV);2021 December;11.0;24.0
2175;All countries;Flevoland (PV);2021 4th quarter;45.0;100.0
2176;All countries;Flevoland (PV);2021;165.0;339.0
2177;All countries;Flevoland (PV);2022 January;9.0;23.0
2178;All countries;Flevoland (PV);2022 February;13.0;29.0
2179;All countries;Flevoland (PV);2022 March;15.0;36.0
2180;All countries;Flevoland (PV);2022 1th quarter;38.0;88.0
2181;All countries;Flevoland (PV);2022 April;21.0;48.0
2182;All countries;Flevoland (PV);2022 May;31.0;56.0
2183;All countries;Flevoland (PV);2022 June;25.0;58.0
2184;All countries;Flevoland (PV);2022 2nd quarter;77.0;162.0
2185;All countries;Flevoland (PV);2022 July;33.0;62.0
2186;All countries;Flevoland (PV);2022 August;36.0;70.0
2187;All countries;Flevoland (PV);2022 September;32.0;59.0
2188;All countries;Flevoland (PV);2022 3rd quarter;100.0;191.0
2189;All countries;Flevoland (PV);2022 October;25.0;52.0
2190;All countries;Flevoland (PV);2022 November;28.0;47.0
2191;All countries;Flevoland (PV);2022 December;18.0;41.0
2192;All countries;Flevoland (PV);2022 4th quarter;70.0;141.0
2193;All countries;Flevoland (PV);2022;285.0;582.0
2194;All countries;Flevoland (PV);2023 January;19.0;39.0
2195;All countries;Flevoland (PV);2023 February;17.0;38.0
2196;All countries;Flevoland (PV);2023 March;19.0;43.0
2197;All countries;Flevoland (PV);2023 1st quarter;56.0;120.0
2198;All countries;Flevoland (PV);2023 April;27.0;63.0
2199;All countries;Flevoland (PV);2023 May;30.0;64.0
2200;All countries;Flevoland (PV);2023 June;27.0;61.0
2201;All countries;Flevoland (PV);2023 2nd quarter;83.0;189.0
2202;All countries;Flevoland (PV);2023 July;29.0;66.0
2203;All countries;Flevoland (PV);2023 August;30.0;68.0
2204;All countries;Flevoland (PV);2023 September;25.0;59.0
2205;All countries;Flevoland (PV);2023 3rd quarter;84.0;193.0
2206;All countries;Flevoland (PV);2023 October;26.0;62.0
2207;All countries;Flevoland (PV);2023 November;21.0;42.0
2208;All countries;Flevoland (PV);2023 December;20.0;39.0
2209;All countries;Flevoland (PV);2023 4th quarter;67.0;143.0
2210;All countries;Flevoland (PV);2023;289.0;645.0
2211;All countries;Flevoland (PV);2024 January;20.0;51.0
2212;All countries;Flevoland (PV);2024 February;18.0;29.0
2213;All countries;Flevoland (PV);2024 March;28.0;44.0
2214;All countries;Flevoland (PV);2024 1st quarter;66.0;124.0
2215;All countries;Flevoland (PV);2024 April;28.0;62.0
2216;All countries;Flevoland (PV);2024 May;27.0;59.0
2217;All countries;Flevoland (PV);2024 June;26.0;69.0
2218;All countries;Flevoland (PV);2024 2nd quarter;81.0;190.0
2219;All countries;Flevoland (PV);2024 July;30.0;66.0
2220;All countries;Flevoland (PV);2024 August;23.0;57.0
2221;All countries;Flevoland (PV);2024 September;34.0;59.0
2222;All countries;Flevoland (PV);2024 3rd quarter;86.0;181.0
2223;All countries;Flevoland (PV);2024 October;23.0;48.0
2224;All countries;Flevoland (PV);2024 November;31.0;49.0
2225;All countries;Flevoland (PV);2024 December;24.0;45.0
2226;All countries;Flevoland (PV);2024 4th quarter;78.0;142.0
2227;All countries;Flevoland (PV);2024;311.0;635.0
2228;All countries;Flevoland (PV);2025 January;19.0;36.0
2229;All countries;Flevoland (PV);2025 February;22.0;39.0
2230;All countries;Gelderland (PV);2012 January;118.0;173.0
2231;All countries;Gelderland (PV);2012 February;127.0;191.0
2232;All countries;Gelderland (PV);2012 March;146.0;216.0
2233;All countries;Gelderland (PV);2012 1st quarter;390.0;580.0
2234;All countries;Gelderland (PV);2012 April;157.0;263.0
2235;All countries;Gelderland (PV);2012 May;167.0;286.0
2236;All countries;Gelderland (PV);2012 June;156.0;260.0
2237;All countries;Gelderland (PV);2012 2nd quarter;480.0;809.0
2238;All countries;Gelderland (PV);2012 July;168.0;318.0
2239;All countries;Gelderland (PV);2012 August;180.0;324.0
2240;All countries;Gelderland (PV);2012 September;166.0;278.0
2241;All countries;Gelderland (PV);2012 3rd quarter;514.0;921.0
2242;All countries;Gelderland (PV);2012 October;162.0;260.0
2243;All countries;Gelderland (PV);2012 November;134.0;202.0
2244;All countries;Gelderland (PV);2012 December;115.0;184.0
2245;All countries;Gelderland (PV);2012 4th quarter;411.0;647.0
2246;All countries;Gelderland (PV);2012;1795.0;2956.0
2247;All countries;Gelderland (PV);2013 January;88.0;136.0
2248;All countries;Gelderland (PV);2013 February;104.0;156.0
2249;All countries;Gelderland (PV);2013 March;128.0;198.0
2250;All countries;Gelderland (PV);2013 1st quarter;319.0;490.0
2251;All countries;Gelderland (PV);2013 April;138.0;231.0
2252;All countries;Gelderland (PV);2013 May;161.0;267.0
2253;All countries;Gelderland (PV);2013 June;151.0;257.0
2254;All countries;Gelderland (PV);2013 2nd quarter;450.0;755.0
2255;All countries;Gelderland (PV);2013 July;145.0;292.0
2256;All countries;Gelderland (PV);2013 August;159.0;296.0
2257;All countries;Gelderland (PV);2013 September;148.0;254.0
2258;All countries;Gelderland (PV);2013 3rd quarter;452.0;841.0
2259;All countries;Gelderland (PV);2013 October;157.0;253.0
2260;All countries;Gelderland (PV);2013 November;127.0;194.0
2261;All countries;Gelderland (PV);2013 December;105.0;168.0
2262;All countries;Gelderland (PV);2013 4th quarter;390.0;615.0
2263;All countries;Gelderland (PV);2013;1611.0;2701.0
2264;All countries;Gelderland (PV);2014 January;95.0;143.0
2265;All countries;Gelderland (PV);2014 February;97.0;147.0
2266;All countries;Gelderland (PV);2014 March;133.0;208.0
2267;All countries;Gelderland (PV);2014 1st quarter;325.0;497.0
2268;All countries;Gelderland (PV);2014 April;144.0;235.0
2269;All countries;Gelderland (PV);2014 May;167.0;279.0
2270;All countries;Gelderland (PV);2014 June;158.0;260.0
2271;All countries;Gelderland (PV);2014 2nd quarter;469.0;774.0
2272;All countries;Gelderland (PV);2014 July;156.0;284.0
2273;All countries;Gelderland (PV);2014 August;176.0;328.0
2274;All countries;Gelderland (PV);2014 September;164.0;278.0
2275;All countries;Gelderland (PV);2014 3rd quarter;496.0;891.0
2276;All countries;Gelderland (PV);2014 October;166.0;252.0
2277;All countries;Gelderland (PV);2014 November;138.0;207.0
2278;All countries;Gelderland (PV);2014 December;118.0;172.0
2279;All countries;Gelderland (PV);2014 4th quarter;422.0;631.0
2280;All countries;Gelderland (PV);2014;1713.0;2794.0
2281;All countries;Gelderland (PV);2015 January;102.0;148.0
2282;All countries;Gelderland (PV);2015 February;119.0;173.0
2283;All countries;Gelderland (PV);2015 March;132.0;198.0
2284;All countries;Gelderland (PV);2015 1st quarter;352.0;519.0
2285;All countries;Gelderland (PV);2015 April;170.0;260.0
2286;All countries;Gelderland (PV);2015 May;181.0;302.0
2287;All countries;Gelderland (PV);2015 June;169.0;265.0
2288;All countries;Gelderland (PV);2015 2nd quarter;520.0;827.0
2289;All countries;Gelderland (PV);2015 July;192.0;318.0
2290;All countries;Gelderland (PV);2015 August;199.0;341.0
2291;All countries;Gelderland (PV);2015 September;178.0;281.0
2292;All countries;Gelderland (PV);2015 3rd quarter;569.0;940.0
2293;All countries;Gelderland (PV);2015 October;187.0;286.0
2294;All countries;Gelderland (PV);2015 November;155.0;223.0
2295;All countries;Gelderland (PV);2015 December;139.0;205.0
2296;All countries;Gelderland (PV);2015 4th quarter;481.0;714.0
2297;All countries;Gelderland (PV);2015;1922.0;3000.0
2298;All countries;Gelderland (PV);2016 January;117.0;179.0
2299;All countries;Gelderland (PV);2016 February;137.0;191.0
2300;All countries;Gelderland (PV);2016 March;157.0;232.0
2301;All countries;Gelderland (PV);2016 1st quarter;411.0;602.0
2302;All countries;Gelderland (PV);2016 April;174.0;261.0
2303;All countries;Gelderland (PV);2016 May;197.0;296.0
2304;All countries;Gelderland (PV);2016 June;181.0;273.0
2305;All countries;Gelderland (PV);2016 2nd quarter;552.0;830.0
2306;All countries;Gelderland (PV);2016 July;197.0;323.0
2307;All countries;Gelderland (PV);2016 August;213.0;350.0
2308;All countries;Gelderland (PV);2016 September;186.0;290.0
2309;All countries;Gelderland (PV);2016 3rd quarter;596.0;963.0
2310;All countries;Gelderland (PV);2016 October;205.0;299.0
2311;All countries;Gelderland (PV);2016 November;157.0;218.0
2312;All countries;Gelderland (PV);2016 December;143.0;206.0
2313;All countries;Gelderland (PV);2016 4th quarter;505.0;724.0
2314;All countries;Gelderland (PV);2016;2064.0;3118.0
2315;All countries;Gelderland (PV);2017 January;114.0;168.0
2316;All countries;Gelderland (PV);2017 February;127.0;182.0
2317;All countries;Gelderland (PV);2017 March;145.0;212.0
2318;All countries;Gelderland (PV);2017 1st quarter;387.0;562.0
2319;All countries;Gelderland (PV);2017 April;200.0;301.0
2320;All countries;Gelderland (PV);2017 May;204.0;312.0
2321;All countries;Gelderland (PV);2017 June;199.0;303.0
2322;All countries;Gelderland (PV);2017 2nd quarter;603.0;915.0
2323;All countries;Gelderland (PV);2017 July;209.0;335.0
2324;All countries;Gelderland (PV);2017 August;221.0;358.0
2325;All countries;Gelderland (PV);2017 September;194.0;308.0
2326;All countries;Gelderland (PV);2017 3rd quarter;624.0;1001.0
2327;All countries;Gelderland (PV);2017 October;197.0;293.0
2328;All countries;Gelderland (PV);2017 November;154.0;223.0
2329;All countries;Gelderland (PV);2017 December;151.0;223.0
2330;All countries;Gelderland (PV);2017 4th quarter;502.0;739.0
2331;All countries;Gelderland (PV);2017;2116.0;3218.0
2332;All countries;Gelderland (PV);2018 January;139.0;197.0
2333;All countries;Gelderland (PV);2018 February;137.0;193.0
2334;All countries;Gelderland (PV);2018 March;164.0;243.0
2335;All countries;Gelderland (PV);2018 1st quarter;440.0;634.0
2336;All countries;Gelderland (PV);2018 April;193.0;292.0
2337;All countries;Gelderland (PV);2018 May;212.0;318.0
2338;All countries;Gelderland (PV);2018 June;199.0;312.0
2339;All countries;Gelderland (PV);2018 2nd quarter;603.0;923.0
2340;All countries;Gelderland (PV);2018 July;204.0;341.0
2341;All countries;Gelderland (PV);2018 August;231.0;374.0
2342;All countries;Gelderland (PV);2018 September;214.0;333.0
2343;All countries;Gelderland (PV);2018 3rd quarter;649.0;1048.0
2344;All countries;Gelderland (PV);2018 October;206.0;311.0
2345;All countries;Gelderland (PV);2018 November;170.0;254.0
2346;All countries;Gelderland (PV);2018 December;145.0;211.0
2347;All countries;Gelderland (PV);2018 4th quarter;520.0;777.0
2348;All countries;Gelderland (PV);2018;2213.0;3381.0
2349;All countries;Gelderland (PV);2019 January;126.0;194.0
2350;All countries;Gelderland (PV);2019 February;140.0;207.0
2351;All countries;Gelderland (PV);2019 March;177.0;265.0
2352;All countries;Gelderland (PV);2019 1st quarter;443.0;667.0
2353;All countries;Gelderland (PV);2019 April;194.0;305.0
2354;All countries;Gelderland (PV);2019 May;210.0;329.0
2355;All countries;Gelderland (PV);2019 June;207.0;330.0
2356;All countries;Gelderland (PV);2019 2nd quarter;611.0;964.0
2357;All countries;Gelderland (PV);2019 July;199.0;342.0
2358;All countries;Gelderland (PV);2019 August;220.0;382.0
2359;All countries;Gelderland (PV);2019 September;205.0;339.0
2360;All countries;Gelderland (PV);2019 3rd quarter;624.0;1063.0
2361;All countries;Gelderland (PV);2019 October;197.0;315.0
2362;All countries;Gelderland (PV);2019 November;189.0;279.0
2363;All countries;Gelderland (PV);2019 December;155.0;230.0
2364;All countries;Gelderland (PV);2019 4th quarter;541.0;825.0
2365;All countries;Gelderland (PV);2019;2219.0;3519.0
2366;All countries;Gelderland (PV);2020 January;141.0;213.0
2367;All countries;Gelderland (PV);2020 February;157.0;248.0
2368;All countries;Gelderland (PV);2020 March;79.0;123.0
2369;All countries;Gelderland (PV);2020 1st quarter;377.0;584.0
2370;All countries;Gelderland (PV);2020 April;23.0;36.0
2371;All countries;Gelderland (PV);2020 May;58.0;91.0
2372;All countries;Gelderland (PV);2020 June;135.0;224.0
2373;All countries;Gelderland (PV);2020 2nd quarter;216.0;350.0
2374;All countries;Gelderland (PV);2020 July;213.0;372.0
2375;All countries;Gelderland (PV);2020 August;246.0;410.0
2376;All countries;Gelderland (PV);2020 September;217.0;370.0
2377;All countries;Gelderland (PV);2020 3rd quarter;676.0;1152.0
2378;All countries;Gelderland (PV);2020 October;161.0;251.0
2379;All countries;Gelderland (PV);2020 November;125.0;185.0
2380;All countries;Gelderland (PV);2020 December;86.0;124.0
2381;All countries;Gelderland (PV);2020 4th quarter;372.0;560.0
2382;All countries;Gelderland (PV);2020;1641.0;2647.0
2383;All countries;Gelderland (PV);2021 January;47.0;64.0
2384;All countries;Gelderland (PV);2021 February;79.0;110.0
2385;All countries;Gelderland (PV);2021 March;91.0;131.0
2386;All countries;Gelderland (PV);2021 1th quarter;217.0;305.0
2387;All countries;Gelderland (PV);2021 April;119.0;185.0
2388;All countries;Gelderland (PV);2021 May;169.0;262.0
2389;All countries;Gelderland (PV);2021 June;182.0;290.0
2390;All countries;Gelderland (PV);2021 2nd quarter;470.0;737.0
2391;All countries;Gelderland (PV);2021 July;231.0;397.0
2392;All countries;Gelderland (PV);2021 August;260.0;462.0
2393;All countries;Gelderland (PV);2021 September;217.0;368.0
2394;All countries;Gelderland (PV);2021 3rd quarter;708.0;1228.0
2395;All countries;Gelderland (PV);2021 October;232.0;352.0
2396;All countries;Gelderland (PV);2021 November;155.0;233.0
2397;All countries;Gelderland (PV);2021 December;80.0;114.0
2398;All countries;Gelderland (PV);2021 4th quarter;467.0;699.0
2399;All countries;Gelderland (PV);2021;1861.0;2969.0
2400;All countries;Gelderland (PV);2022 January;68.0;99.0
2401;All countries;Gelderland (PV);2022 February;114.0;168.0
2402;All countries;Gelderland (PV);2022 March;166.0;252.0
2403;All countries;Gelderland (PV);2022 1th quarter;348.0;519.0
2404;All countries;Gelderland (PV);2022 April;197.0;317.0
2405;All countries;Gelderland (PV);2022 May;221.0;348.0
2406;All countries;Gelderland (PV);2022 June;214.0;353.0
2407;All countries;Gelderland (PV);2022 2nd quarter;632.0;1019.0
2408;All countries;Gelderland (PV);2022 July;225.0;396.0
2409;All countries;Gelderland (PV);2022 August;228.0;400.0
2410;All countries;Gelderland (PV);2022 September;205.0;343.0
2411;All countries;Gelderland (PV);2022 3rd quarter;658.0;1140.0
2412;All countries;Gelderland (PV);2022 October;227.0;356.0
2413;All countries;Gelderland (PV);2022 November;194.0;283.0
2414;All countries;Gelderland (PV);2022 December;177.0;262.0
2415;All countries;Gelderland (PV);2022 4th quarter;598.0;902.0
2416;All countries;Gelderland (PV);2022;2235.0;3580.0
2417;All countries;Gelderland (PV);2023 January;149.0;224.0
2418;All countries;Gelderland (PV);2023 February;162.0;240.0
2419;All countries;Gelderland (PV);2023 March;188.0;278.0
2420;All countries;Gelderland (PV);2023 1st quarter;498.0;743.0
2421;All countries;Gelderland (PV);2023 April;210.0;333.0
2422;All countries;Gelderland (PV);2023 May;226.0;366.0
2423;All countries;Gelderland (PV);2023 June;210.0;354.0
2424;All countries;Gelderland (PV);2023 2nd quarter;645.0;1052.0
2425;All countries;Gelderland (PV);2023 July;212.0;368.0
2426;All countries;Gelderland (PV);2023 August;229.0;394.0
2427;All countries;Gelderland (PV);2023 September;213.0;353.0
2428;All countries;Gelderland (PV);2023 3rd quarter;654.0;1115.0
2429;All countries;Gelderland (PV);2023 October;217.0;340.0
2430;All countries;Gelderland (PV);2023 November;191.0;286.0
2431;All countries;Gelderland (PV);2023 December;176.0;258.0
2432;All countries;Gelderland (PV);2023 4th quarter;584.0;884.0
2433;All countries;Gelderland (PV);2023;2382.0;3794.0
2434;All countries;Gelderland (PV);2024 January;147.0;228.0
2435;All countries;Gelderland (PV);2024 February;161.0;257.0
2436;All countries;Gelderland (PV);2024 March;184.0;288.0
2437;All countries;Gelderland (PV);2024 1st quarter;493.0;772.0
2438;All countries;Gelderland (PV);2024 April;208.0;336.0
2439;All countries;Gelderland (PV);2024 May;230.0;368.0
2440;All countries;Gelderland (PV);2024 June;229.0;362.0
2441;All countries;Gelderland (PV);2024 2nd quarter;668.0;1067.0
2442;All countries;Gelderland (PV);2024 July;209.0;365.0
2443;All countries;Gelderland (PV);2024 August;231.0;408.0
2444;All countries;Gelderland (PV);2024 September;213.0;353.0
2445;All countries;Gelderland (PV);2024 3rd quarter;660.0;1135.0
2446;All countries;Gelderland (PV);2024 October;223.0;348.0
2447;All countries;Gelderland (PV);2024 November;195.0;289.0
2448;All countries;Gelderland (PV);2024 December;171.0;261.0
2449;All countries;Gelderland (PV);2024 4th quarter;587.0;901.0
2450;All countries;Gelderland (PV);2024;2406.0;3874.0
2451;All countries;Gelderland (PV);2025 January;143.0;224.0
2452;All countries;Gelderland (PV);2025 February;165.0;254.0
2453;All countries;Utrecht (PV);2012 January;74.0;108.0
2454;All countries;Utrecht (PV);2012 February;71.0;105.0
2455;All countries;Utrecht (PV);2012 March;92.0;133.0
2456;All countries;Utrecht (PV);2012 1st quarter;237.0;346.0
2457;All countries;Utrecht (PV);2012 April;99.0;148.0
2458;All countries;Utrecht (PV);2012 May;95.0;140.0
2459;All countries;Utrecht (PV);2012 June;89.0;131.0
2460;All countries;Utrecht (PV);2012 2nd quarter;283.0;419.0
2461;All countries;Utrecht (PV);2012 July;81.0;139.0
2462;All countries;Utrecht (PV);2012 August;81.0;144.0
2463;All countries;Utrecht (PV);2012 September;97.0;145.0
2464;All countries;Utrecht (PV);2012 3rd quarter;258.0;428.0
2465;All countries;Utrecht (PV);2012 October;95.0;138.0
2466;All countries;Utrecht (PV);2012 November;90.0;127.0
2467;All countries;Utrecht (PV);2012 December;67.0;100.0
2468;All countries;Utrecht (PV);2012 4th quarter;251.0;366.0
2469;All countries;Utrecht (PV);2012;1030.0;1559.0
2470;All countries;Utrecht (PV);2013 January;74.0;107.0
2471;All countries;Utrecht (PV);2013 February;64.0;93.0
2472;All countries;Utrecht (PV);2013 March;81.0;122.0
2473;All countries;Utrecht (PV);2013 1st quarter;220.0;323.0
2474;All countries;Utrecht (PV);2013 April;95.0;146.0
2475;All countries;Utrecht (PV);2013 May;96.0;150.0
2476;All countries;Utrecht (PV);2013 June;89.0;138.0
2477;All countries;Utrecht (PV);2013 2nd quarter;280.0;434.0
2478;All countries;Utrecht (PV);2013 July;90.0;160.0
2479;All countries;Utrecht (PV);2013 August;89.0;157.0
2480;All countries;Utrecht (PV);2013 September;100.0;153.0
2481;All countries;Utrecht (PV);2013 3rd quarter;279.0;470.0
2482;All countries;Utrecht (PV);2013 October;98.0;145.0
2483;All countries;Utrecht (PV);2013 November;88.0;129.0
2484;All countries;Utrecht (PV);2013 December;69.0;102.0
2485;All countries;Utrecht (PV);2013 4th quarter;255.0;376.0
2486;All countries;Utrecht (PV);2013;1033.0;1603.0
2487;All countries;Utrecht (PV);2014 January;73.0;104.0
2488;All countries;Utrecht (PV);2014 February;75.0;105.0
2489;All countries;Utrecht (PV);2014 March;92.0;133.0
2490;All countries;Utrecht (PV);2014 1st quarter;241.0;342.0
2491;All countries;Utrecht (PV);2014 April;101.0;152.0
2492;All countries;Utrecht (PV);2014 May;111.0;164.0
2493;All countries;Utrecht (PV);2014 June;95.0;139.0
2494;All countries;Utrecht (PV);2014 2nd quarter;307.0;455.0
2495;All countries;Utrecht (PV);2014 July;90.0;144.0
2496;All countries;Utrecht (PV);2014 August;100.0;161.0
2497;All countries;Utrecht (PV);2014 September;104.0;152.0
2498;All countries;Utrecht (PV);2014 3rd quarter;294.0;458.0
2499;All countries;Utrecht (PV);2014 October;104.0;150.0
2500;All countries;Utrecht (PV);2014 November;90.0;124.0
2501;All countries;Utrecht (PV);2014 December;72.0;101.0
2502;All countries;Utrecht (PV);2014 4th quarter;267.0;375.0
2503;All countries;Utrecht (PV);2014;1108.0;1630.0
2504;All countries;Utrecht (PV);2015 January;76.0;113.0
2505;All countries;Utrecht (PV);2015 February;78.0;115.0
2506;All countries;Utrecht (PV);2015 March;90.0;131.0
2507;All countries;Utrecht (PV);2015 1st quarter;244.0;359.0
2508;All countries;Utrecht (PV);2015 April;109.0;172.0
2509;All countries;Utrecht (PV);2015 May;111.0;171.0
2510;All countries;Utrecht (PV);2015 June;104.0;155.0
2511;All countries;Utrecht (PV);2015 2nd quarter;323.0;499.0
2512;All countries;Utrecht (PV);2015 July;97.0;160.0
2513;All countries;Utrecht (PV);2015 August;108.0;183.0
2514;All countries;Utrecht (PV);2015 September;112.0;166.0
2515;All countries;Utrecht (PV);2015 3rd quarter;317.0;510.0
2516;All countries;Utrecht (PV);2015 October;114.0;169.0
2517;All countries;Utrecht (PV);2015 November;105.0;149.0
2518;All countries;Utrecht (PV);2015 December;84.0;124.0
2519;All countries;Utrecht (PV);2015 4th quarter;302.0;442.0
2520;All countries;Utrecht (PV);2015;1186.0;1810.0
2521;All countries;Utrecht (PV);2016 January;80.0;122.0
2522;All countries;Utrecht (PV);2016 February;83.0;122.0
2523;All countries;Utrecht (PV);2016 March;99.0;148.0
2524;All countries;Utrecht (PV);2016 1st quarter;262.0;392.0
2525;All countries;Utrecht (PV);2016 April;110.0;168.0
2526;All countries;Utrecht (PV);2016 May;115.0;171.0
2527;All countries;Utrecht (PV);2016 June;99.0;144.0
2528;All countries;Utrecht (PV);2016 2nd quarter;324.0;483.0
2529;All countries;Utrecht (PV);2016 July;93.0;146.0
2530;All countries;Utrecht (PV);2016 August;104.0;172.0
2531;All countries;Utrecht (PV);2016 September;109.0;165.0
2532;All countries;Utrecht (PV);2016 3rd quarter;306.0;484.0
2533;All countries;Utrecht (PV);2016 October;114.0;171.0
2534;All countries;Utrecht (PV);2016 November;103.0;145.0
2535;All countries;Utrecht (PV);2016 December;81.0;120.0
2536;All countries;Utrecht (PV);2016 4th quarter;298.0;435.0
2537;All countries;Utrecht (PV);2016;1190.0;1794.0
2538;All countries;Utrecht (PV);2017 January;91.0;134.0
2539;All countries;Utrecht (PV);2017 February;93.0;136.0
2540;All countries;Utrecht (PV);2017 March;103.0;155.0
2541;All countries;Utrecht (PV);2017 1st quarter;286.0;425.0
2542;All countries;Utrecht (PV);2017 April;133.0;206.0
2543;All countries;Utrecht (PV);2017 May;130.0;199.0
2544;All countries;Utrecht (PV);2017 June;119.0;181.0
2545;All countries;Utrecht (PV);2017 2nd quarter;382.0;586.0
2546;All countries;Utrecht (PV);2017 July;120.0;194.0
2547;All countries;Utrecht (PV);2017 August;116.0;194.0
2548;All countries;Utrecht (PV);2017 September;118.0;188.0
2549;All countries;Utrecht (PV);2017 3rd quarter;354.0;576.0
2550;All countries;Utrecht (PV);2017 October;127.0;189.0
2551;All countries;Utrecht (PV);2017 November;113.0;165.0
2552;All countries;Utrecht (PV);2017 December;91.0;136.0
