ID;CountryOfResidence;Regions;Periods;Guests_1;OvernightStays_2
4514;All countries;Bos en Heide Noordoost-Nederland (TG);2015 1st quarter;258.0;406.0
4515;All countries;Bos en Heide Noordoost-Nederland (TG);2015 April;107.0;172.0
4516;All countries;Bos en Heide Noordoost-Nederland (TG);2015 May;111.0;193.0
4517;All countries;Bos en Heide Noordoost-Nederland (TG);2015 June;119.0;194.0
4518;All countries;Bos en Heide Noordoost-Nederland (TG);2015 2nd quarter;336.0;559.0
4519;All countries;Bos en Heide Noordoost-Nederland (TG);2015 July;118.0;212.0
4520;All countries;Bos en Heide Noordoost-Nederland (TG);2015 August;135.0;239.0
4521;All countries;Bos en Heide Noordoost-Nederland (TG);2015 September;121.0;203.0
4522;All countries;Bos en Heide Noordoost-Nederland (TG);2015 3rd quarter;373.0;654.0
4523;All countries;Bos en Heide Noordoost-Nederland (TG);2015 October;122.0;197.0
4524;All countries;Bos en Heide Noordoost-Nederland (TG);2015 November;99.0;156.0
4525;All countries;Bos en Heide Noordoost-Nederland (TG);2015 December;93.0;151.0
4526;All countries;Bos en Heide Noordoost-Nederland (TG);2015 4th quarter;315.0;504.0
4527;All countries;Bos en Heide Noordoost-Nederland (TG);2015;1283.0;2122.0
4528;All countries;Bos en Heide Noordoost-Nederland (TG);2016 January;89.0;139.0
4529;All countries;Bos en Heide Noordoost-Nederland (TG);2016 February;112.0;178.0
4530;All countries;Bos en Heide Noordoost-Nederland (TG);2016 March;121.0;198.0
4531;All countries;Bos en Heide Noordoost-Nederland (TG);2016 1st quarter;322.0;515.0
4532;All countries;Bos en Heide Noordoost-Nederland (TG);2016 April;137.0;229.0
4533;All countries;Bos en Heide Noordoost-Nederland (TG);2016 May;151.0;259.0
4534;All countries;Bos en Heide Noordoost-Nederland (TG);2016 June;147.0;245.0
4535;All countries;Bos en Heide Noordoost-Nederland (TG);2016 2nd quarter;434.0;733.0
4536;All countries;Bos en Heide Noordoost-Nederland (TG);2016 July;152.0;280.0
4537;All countries;Bos en Heide Noordoost-Nederland (TG);2016 August;164.0;308.0
4538;All countries;Bos en Heide Noordoost-Nederland (TG);2016 September;145.0;246.0
4539;All countries;Bos en Heide Noordoost-Nederland (TG);2016 3rd quarter;461.0;834.0
4540;All countries;Bos en Heide Noordoost-Nederland (TG);2016 October;157.0;262.0
4541;All countries;Bos en Heide Noordoost-Nederland (TG);2016 November;117.0;188.0
4542;All countries;Bos en Heide Noordoost-Nederland (TG);2016 December;111.0;192.0
4543;All countries;Bos en Heide Noordoost-Nederland (TG);2016 4th quarter;386.0;642.0
4544;All countries;Bos en Heide Noordoost-Nederland (TG);2016;1603.0;2725.0
4545;All countries;Bos en Heide Noordoost-Nederland (TG);2017 January;101.0;152.0
4546;All countries;Bos en Heide Noordoost-Nederland (TG);2017 February;109.0;165.0
4547;All countries;Bos en Heide Noordoost-Nederland (TG);2017 March;130.0;193.0
4548;All countries;Bos en Heide Noordoost-Nederland (TG);2017 1st quarter;339.0;510.0
4549;All countries;Bos en Heide Noordoost-Nederland (TG);2017 April;150.0;237.0
4550;All countries;Bos en Heide Noordoost-Nederland (TG);2017 May;155.0;251.0
4551;All countries;Bos en Heide Noordoost-Nederland (TG);2017 June;155.0;257.0
4552;All countries;Bos en Heide Noordoost-Nederland (TG);2017 2nd quarter;461.0;745.0
4553;All countries;Bos en Heide Noordoost-Nederland (TG);2017 July;168.0;280.0
4554;All countries;Bos en Heide Noordoost-Nederland (TG);2017 August;185.0;314.0
4555;All countries;Bos en Heide Noordoost-Nederland (TG);2017 September;154.0;251.0
4556;All countries;Bos en Heide Noordoost-Nederland (TG);2017 3rd quarter;506.0;845.0
4557;All countries;Bos en Heide Noordoost-Nederland (TG);2017 October;153.0;245.0
4558;All countries;Bos en Heide Noordoost-Nederland (TG);2017 November;125.0;194.0
4559;All countries;Bos en Heide Noordoost-Nederland (TG);2017 December;118.0;186.0
4560;All countries;Bos en Heide Noordoost-Nederland (TG);2017 4th quarter;397.0;625.0
4561;All countries;Bos en Heide Noordoost-Nederland (TG);2017;1703.0;2724.0
4562;All countries;Bos en Heide Noordoost-Nederland (TG);2018 January;111.0;171.0
4563;All countries;Bos en Heide Noordoost-Nederland (TG);2018 February;115.0;181.0
4564;All countries;Bos en Heide Noordoost-Nederland (TG);2018 March;137.0;215.0
4565;All countries;Bos en Heide Noordoost-Nederland (TG);2018 1st quarter;364.0;567.0
4566;All countries;Bos en Heide Noordoost-Nederland (TG);2018 April;156.0;241.0
4567;All countries;Bos en Heide Noordoost-Nederland (TG);2018 May;167.0;271.0
4568;All countries;Bos en Heide Noordoost-Nederland (TG);2018 June;160.0;257.0
4569;All countries;Bos en Heide Noordoost-Nederland (TG);2018 2nd quarter;483.0;768.0
4570;All countries;Bos en Heide Noordoost-Nederland (TG);2018 July;165.0;285.0
4571;All countries;Bos en Heide Noordoost-Nederland (TG);2018 August;190.0;324.0
4572;All countries;Bos en Heide Noordoost-Nederland (TG);2018 September;168.0;270.0
4573;All countries;Bos en Heide Noordoost-Nederland (TG);2018 3rd quarter;522.0;880.0
4574;All countries;Bos en Heide Noordoost-Nederland (TG);2018 October;163.0;258.0
4575;All countries;Bos en Heide Noordoost-Nederland (TG);2018 November;138.0;214.0
4576;All countries;Bos en Heide Noordoost-Nederland (TG);2018 December;133.0;203.0
4577;All countries;Bos en Heide Noordoost-Nederland (TG);2018 4th quarter;434.0;675.0
4578;All countries;Bos en Heide Noordoost-Nederland (TG);2018;1803.0;2890.0
4579;All countries;Bos en Heide Noordoost-Nederland (TG);2019 January;100.0;155.0
4580;All countries;Bos en Heide Noordoost-Nederland (TG);2019 February;106.0;164.0
4581;All countries;Bos en Heide Noordoost-Nederland (TG);2019 March;125.0;198.0
4582;All countries;Bos en Heide Noordoost-Nederland (TG);2019 1st quarter;331.0;517.0
4583;All countries;Bos en Heide Noordoost-Nederland (TG);2019 April;145.0;239.0
4584;All countries;Bos en Heide Noordoost-Nederland (TG);2019 May;148.0;238.0
4585;All countries;Bos en Heide Noordoost-Nederland (TG);2019 June;163.0;274.0
4586;All countries;Bos en Heide Noordoost-Nederland (TG);2019 2nd quarter;457.0;752.0
4587;All countries;Bos en Heide Noordoost-Nederland (TG);2019 July;160.0;286.0
4588;All countries;Bos en Heide Noordoost-Nederland (TG);2019 August;180.0;319.0
4589;All countries;Bos en Heide Noordoost-Nederland (TG);2019 September;165.0;276.0
4590;All countries;Bos en Heide Noordoost-Nederland (TG);2019 3rd quarter;506.0;881.0
4591;All countries;Bos en Heide Noordoost-Nederland (TG);2019 October;158.0;262.0
4592;All countries;Bos en Heide Noordoost-Nederland (TG);2019 November;141.0;220.0
4593;All countries;Bos en Heide Noordoost-Nederland (TG);2019 December;133.0;210.0
4594;All countries;Bos en Heide Noordoost-Nederland (TG);2019 4th quarter;433.0;691.0
4595;All countries;Bos en Heide Noordoost-Nederland (TG);2019;1726.0;2841.0
4596;All countries;Bos en Heide Noordoost-Nederland (TG);2020 January;104.0;169.0
4597;All countries;Bos en Heide Noordoost-Nederland (TG);2020 February;117.0;194.0
4598;All countries;Bos en Heide Noordoost-Nederland (TG);2020 March;62.0;110.0
4599;All countries;Bos en Heide Noordoost-Nederland (TG);2020 1st quarter;283.0;472.0
4600;All countries;Bos en Heide Noordoost-Nederland (TG);2020 April;16.0;31.0
4601;All countries;Bos en Heide Noordoost-Nederland (TG);2020 May;45.0;78.0
4602;All countries;Bos en Heide Noordoost-Nederland (TG);2020 June;123.0;210.0
4603;All countries;Bos en Heide Noordoost-Nederland (TG);2020 2nd quarter;183.0;318.0
4604;All countries;Bos en Heide Noordoost-Nederland (TG);2020 July;174.0;315.0
4605;All countries;Bos en Heide Noordoost-Nederland (TG);2020 August;199.0;353.0
4606;All countries;Bos en Heide Noordoost-Nederland (TG);2020 September;171.0;312.0
4607;All countries;Bos en Heide Noordoost-Nederland (TG);2020 3rd quarter;543.0;980.0
4608;All countries;Bos en Heide Noordoost-Nederland (TG);2020 October;118.0;205.0
4609;All countries;Bos en Heide Noordoost-Nederland (TG);2020 November;80.0;129.0
4610;All countries;Bos en Heide Noordoost-Nederland (TG);2020 December;63.0;99.0
4611;All countries;Bos en Heide Noordoost-Nederland (TG);2020 4th quarter;262.0;434.0
4612;All countries;Bos en Heide Noordoost-Nederland (TG);2020;1272.0;2204.0
4613;All countries;Bos en Heide Noordoost-Nederland (TG);2021 January;33.0;51.0
4614;All countries;Bos en Heide Noordoost-Nederland (TG);2021 February;43.0;68.0
4615;All countries;Bos en Heide Noordoost-Nederland (TG);2021 March;54.0;84.0
4616;All countries;Bos en Heide Noordoost-Nederland (TG);2021 1th quarter;130.0;203.0
4617;All countries;Bos en Heide Noordoost-Nederland (TG);2021 April;80.0;126.0
4618;All countries;Bos en Heide Noordoost-Nederland (TG);2021 May;117.0;189.0
4619;All countries;Bos en Heide Noordoost-Nederland (TG);2021 June;143.0;241.0
4620;All countries;Bos en Heide Noordoost-Nederland (TG);2021 2nd quarter;340.0;556.0
4621;All countries;Bos en Heide Noordoost-Nederland (TG);2021 July;184.0;329.0
4622;All countries;Bos en Heide Noordoost-Nederland (TG);2021 August;206.0;372.0
4623;All countries;Bos en Heide Noordoost-Nederland (TG);2021 September;180.0;308.0
4624;All countries;Bos en Heide Noordoost-Nederland (TG);2021 3rd quarter;569.0;1008.0
4625;All countries;Bos en Heide Noordoost-Nederland (TG);2021 October;173.0;283.0
4626;All countries;Bos en Heide Noordoost-Nederland (TG);2021 November;122.0;192.0
4627;All countries;Bos en Heide Noordoost-Nederland (TG);2021 December;66.0;105.0
4628;All countries;Bos en Heide Noordoost-Nederland (TG);2021 4th quarter;361.0;580.0
4629;All countries;Bos en Heide Noordoost-Nederland (TG);2021;1400.0;2348.0
4630;All countries;Bos en Heide Noordoost-Nederland (TG);2022 January;58.0;97.0
4631;All countries;Bos en Heide Noordoost-Nederland (TG);2022 February;106.0;157.0
4632;All countries;Bos en Heide Noordoost-Nederland (TG);2022 March;135.0;228.0
4633;All countries;Bos en Heide Noordoost-Nederland (TG);2022 1th quarter;300.0;482.0
4634;All countries;Bos en Heide Noordoost-Nederland (TG);2022 April;161.0;276.0
4635;All countries;Bos en Heide Noordoost-Nederland (TG);2022 May;192.0;299.0
4636;All countries;Bos en Heide Noordoost-Nederland (TG);2022 June;178.0;305.0
4637;All countries;Bos en Heide Noordoost-Nederland (TG);2022 2nd quarter;531.0;880.0
4638;All countries;Bos en Heide Noordoost-Nederland (TG);2022 July;187.0;335.0
4639;All countries;Bos en Heide Noordoost-Nederland (TG);2022 August;202.0;361.0
4640;All countries;Bos en Heide Noordoost-Nederland (TG);2022 September;175.0;299.0
4641;All countries;Bos en Heide Noordoost-Nederland (TG);2022 3rd quarter;564.0;995.0
4642;All countries;Bos en Heide Noordoost-Nederland (TG);2022 October;183.0;301.0
4643;All countries;Bos en Heide Noordoost-Nederland (TG);2022 November;156.0;244.0
4644;All countries;Bos en Heide Noordoost-Nederland (TG);2022 December;150.0;241.0
4645;All countries;Bos en Heide Noordoost-Nederland (TG);2022 4th quarter;489.0;785.0
4646;All countries;Bos en Heide Noordoost-Nederland (TG);2022;1884.0;3142.0
4647;All countries;Bos en Heide Noordoost-Nederland (TG);2023 January;121.0;198.0
4648;All countries;Bos en Heide Noordoost-Nederland (TG);2023 February;146.0;214.0
4649;All countries;Bos en Heide Noordoost-Nederland (TG);2023 March;148.0;254.0
4650;All countries;Bos en Heide Noordoost-Nederland (TG);2023 1st quarter;415.0;666.0
4651;All countries;Bos en Heide Noordoost-Nederland (TG);2023 April;179.0;299.0
4652;All countries;Bos en Heide Noordoost-Nederland (TG);2023 May;194.0;331.0
4653;All countries;Bos en Heide Noordoost-Nederland (TG);2023 June;182.0;326.0
4654;All countries;Bos en Heide Noordoost-Nederland (TG);2023 2nd quarter;555.0;956.0
4655;All countries;Bos en Heide Noordoost-Nederland (TG);2023 July;205.0;332.0
4656;All countries;Bos en Heide Noordoost-Nederland (TG);2023 August;196.0;373.0
4657;All countries;Bos en Heide Noordoost-Nederland (TG);2023 September;191.0;313.0
4658;All countries;Bos en Heide Noordoost-Nederland (TG);2023 3rd quarter;592.0;1018.0
4659;All countries;Bos en Heide Noordoost-Nederland (TG);2023 October;175.0;316.0
4660;All countries;Bos en Heide Noordoost-Nederland (TG);2023 November;157.0;250.0
4661;All countries;Bos en Heide Noordoost-Nederland (TG);2023 December;149.0;274.0
4662;All countries;Bos en Heide Noordoost-Nederland (TG);2023 4th quarter;482.0;840.0
4663;All countries;Bos en Heide Noordoost-Nederland (TG);2023;2044.0;3481.0
4664;All countries;Bos en Heide Noordoost-Nederland (TG);2024 January;132.0;232.0
4665;All countries;Bos en Heide Noordoost-Nederland (TG);2024 February;143.0;262.0
4666;All countries;Bos en Heide Noordoost-Nederland (TG);2024 March;157.0;273.0
4667;All countries;Bos en Heide Noordoost-Nederland (TG);2024 1st quarter;432.0;767.0
4668;All countries;Bos en Heide Noordoost-Nederland (TG);2024 April;176.0;326.0
4669;All countries;Bos en Heide Noordoost-Nederland (TG);2024 May;191.0;338.0
4670;All countries;Bos en Heide Noordoost-Nederland (TG);2024 June;187.0;336.0
4671;All countries;Bos en Heide Noordoost-Nederland (TG);2024 2nd quarter;554.0;1000.0
4672;All countries;Bos en Heide Noordoost-Nederland (TG);2024 July;193.0;356.0
4673;All countries;Bos en Heide Noordoost-Nederland (TG);2024 August;229.0;452.0
4674;All countries;Bos en Heide Noordoost-Nederland (TG);2024 September;195.0;340.0
4675;All countries;Bos en Heide Noordoost-Nederland (TG);2024 3rd quarter;615.0;1141.0
4676;All countries;Bos en Heide Noordoost-Nederland (TG);2024 October;180.0;316.0
4677;All countries;Bos en Heide Noordoost-Nederland (TG);2024 November;157.0;287.0
4678;All countries;Bos en Heide Noordoost-Nederland (TG);2024 December;162.0;274.0
4679;All countries;Bos en Heide Noordoost-Nederland (TG);2024 4th quarter;499.0;877.0
4680;All countries;Bos en Heide Noordoost-Nederland (TG);2024;2101.0;3781.0
4681;All countries;Bos en Heide Noordoost-Nederland (TG);2025 January;134.0;243.0
4682;All countries;Bos en Heide Noordoost-Nederland (TG);2025 February;132.0;229.0
4683;All countries;Bos en Heide Zuid-Nederland (TG);2012 January;218.0;335.0
4684;All countries;Bos en Heide Zuid-Nederland (TG);2012 February;223.0;362.0
4685;All countries;Bos en Heide Zuid-Nederland (TG);2012 March;277.0;447.0
4686;All countries;Bos en Heide Zuid-Nederland (TG);2012 1st quarter;718.0;1144.0
4687;All countries;Bos en Heide Zuid-Nederland (TG);2012 April;312.0;519.0
4688;All countries;Bos en Heide Zuid-Nederland (TG);2012 May;330.0;552.0
4689;All countries;Bos en Heide Zuid-Nederland (TG);2012 June;324.0;534.0
4690;All countries;Bos en Heide Zuid-Nederland (TG);2012 2nd quarter;966.0;1605.0
4691;All countries;Bos en Heide Zuid-Nederland (TG);2012 July;292.0;515.0
4692;All countries;Bos en Heide Zuid-Nederland (TG);2012 August;332.0;588.0
4693;All countries;Bos en Heide Zuid-Nederland (TG);2012 September;327.0;548.0
4694;All countries;Bos en Heide Zuid-Nederland (TG);2012 3rd quarter;951.0;1651.0
4695;All countries;Bos en Heide Zuid-Nederland (TG);2012 October;298.0;471.0
4696;All countries;Bos en Heide Zuid-Nederland (TG);2012 November;265.0;421.0
4697;All countries;Bos en Heide Zuid-Nederland (TG);2012 December;272.0;436.0
4698;All countries;Bos en Heide Zuid-Nederland (TG);2012 4th quarter;835.0;1328.0
4699;All countries;Bos en Heide Zuid-Nederland (TG);2012;3469.0;5728.0
4700;All countries;Bos en Heide Zuid-Nederland (TG);2013 January;190.0;297.0
4701;All countries;Bos en Heide Zuid-Nederland (TG);2013 February;214.0;338.0
4702;All countries;Bos en Heide Zuid-Nederland (TG);2013 March;266.0;432.0
4703;All countries;Bos en Heide Zuid-Nederland (TG);2013 1st quarter;670.0;1068.0
4704;All countries;Bos en Heide Zuid-Nederland (TG);2013 April;284.0;461.0
4705;All countries;Bos en Heide Zuid-Nederland (TG);2013 May;320.0;534.0
4706;All countries;Bos en Heide Zuid-Nederland (TG);2013 June;329.0;543.0
4707;All countries;Bos en Heide Zuid-Nederland (TG);2013 2nd quarter;933.0;1538.0
4708;All countries;Bos en Heide Zuid-Nederland (TG);2013 July;300.0;535.0
4709;All countries;Bos en Heide Zuid-Nederland (TG);2013 August;314.0;577.0
4710;All countries;Bos en Heide Zuid-Nederland (TG);2013 September;303.0;500.0
4711;All countries;Bos en Heide Zuid-Nederland (TG);2013 3rd quarter;917.0;1611.0
4712;All countries;Bos en Heide Zuid-Nederland (TG);2013 October;302.0;500.0
4713;All countries;Bos en Heide Zuid-Nederland (TG);2013 November;273.0;432.0
4714;All countries;Bos en Heide Zuid-Nederland (TG);2013 December;267.0;438.0
4715;All countries;Bos en Heide Zuid-Nederland (TG);2013 4th quarter;842.0;1370.0
4716;All countries;Bos en Heide Zuid-Nederland (TG);2013;3362.0;5586.0
4717;All countries;Bos en Heide Zuid-Nederland (TG);2014 January;208.0;313.0
4718;All countries;Bos en Heide Zuid-Nederland (TG);2014 February;227.0;340.0
4719;All countries;Bos en Heide Zuid-Nederland (TG);2014 March;284.0;440.0
4720;All countries;Bos en Heide Zuid-Nederland (TG);2014 1st quarter;719.0;1093.0
4721;All countries;Bos en Heide Zuid-Nederland (TG);2014 April;304.0;488.0
4722;All countries;Bos en Heide Zuid-Nederland (TG);2014 May;341.0;556.0
4723;All countries;Bos en Heide Zuid-Nederland (TG);2014 June;329.0;536.0
4724;All countries;Bos en Heide Zuid-Nederland (TG);2014 2nd quarter;974.0;1580.0
4725;All countries;Bos en Heide Zuid-Nederland (TG);2014 July;342.0;574.0
4726;All countries;Bos en Heide Zuid-Nederland (TG);2014 August;363.0;636.0
4727;All countries;Bos en Heide Zuid-Nederland (TG);2014 September;330.0;536.0
4728;All countries;Bos en Heide Zuid-Nederland (TG);2014 3rd quarter;1035.0;1746.0
4729;All countries;Bos en Heide Zuid-Nederland (TG);2014 October;343.0;549.0
4730;All countries;Bos en Heide Zuid-Nederland (TG);2014 November;296.0;453.0
4731;All countries;Bos en Heide Zuid-Nederland (TG);2014 December;298.0;468.0
4732;All countries;Bos en Heide Zuid-Nederland (TG);2014 4th quarter;937.0;1470.0
4733;All countries;Bos en Heide Zuid-Nederland (TG);2014;3664.0;5889.0
4734;All countries;Bos en Heide Zuid-Nederland (TG);2015 January;225.0;356.0
4735;All countries;Bos en Heide Zuid-Nederland (TG);2015 February;250.0;388.0
4736;All countries;Bos en Heide Zuid-Nederland (TG);2015 March;288.0;461.0
4737;All countries;Bos en Heide Zuid-Nederland (TG);2015 1st quarter;763.0;1205.0
4738;All countries;Bos en Heide Zuid-Nederland (TG);2015 April;329.0;547.0
4739;All countries;Bos en Heide Zuid-Nederland (TG);2015 May;373.0;614.0
4740;All countries;Bos en Heide Zuid-Nederland (TG);2015 June;339.0;546.0
4741;All countries;Bos en Heide Zuid-Nederland (TG);2015 2nd quarter;1042.0;1707.0
4742;All countries;Bos en Heide Zuid-Nederland (TG);2015 July;361.0;622.0
4743;All countries;Bos en Heide Zuid-Nederland (TG);2015 August;369.0;655.0
4744;All countries;Bos en Heide Zuid-Nederland (TG);2015 September;335.0;549.0
4745;All countries;Bos en Heide Zuid-Nederland (TG);2015 3rd quarter;1065.0;1827.0
4746;All countries;Bos en Heide Zuid-Nederland (TG);2015 October;353.0;566.0
4747;All countries;Bos en Heide Zuid-Nederland (TG);2015 November;319.0;494.0
4748;All countries;Bos en Heide Zuid-Nederland (TG);2015 December;330.0;522.0
4749;All countries;Bos en Heide Zuid-Nederland (TG);2015 4th quarter;1002.0;1582.0
4750;All countries;Bos en Heide Zuid-Nederland (TG);2015;3872.0;6320.0
4751;All countries;Bos en Heide Zuid-Nederland (TG);2016 January;236.0;370.0
4752;All countries;Bos en Heide Zuid-Nederland (TG);2016 February;259.0;402.0
4753;All countries;Bos en Heide Zuid-Nederland (TG);2016 March;315.0;505.0
4754;All countries;Bos en Heide Zuid-Nederland (TG);2016 1st quarter;811.0;1278.0
4755;All countries;Bos en Heide Zuid-Nederland (TG);2016 April;343.0;543.0
4756;All countries;Bos en Heide Zuid-Nederland (TG);2016 May;373.0;612.0
4757;All countries;Bos en Heide Zuid-Nederland (TG);2016 June;349.0;547.0
4758;All countries;Bos en Heide Zuid-Nederland (TG);2016 2nd quarter;1066.0;1702.0
4759;All countries;Bos en Heide Zuid-Nederland (TG);2016 July;379.0;648.0
4760;All countries;Bos en Heide Zuid-Nederland (TG);2016 August;370.0;656.0
4761;All countries;Bos en Heide Zuid-Nederland (TG);2016 September;359.0;573.0
4762;All countries;Bos en Heide Zuid-Nederland (TG);2016 3rd quarter;1108.0;1876.0
4763;All countries;Bos en Heide Zuid-Nederland (TG);2016 October;369.0;594.0
4764;All countries;Bos en Heide Zuid-Nederland (TG);2016 November;326.0;498.0
4765;All countries;Bos en Heide Zuid-Nederland (TG);2016 December;317.0;506.0
4766;All countries;Bos en Heide Zuid-Nederland (TG);2016 4th quarter;1012.0;1598.0
4767;All countries;Bos en Heide Zuid-Nederland (TG);2016;3996.0;6454.0
4768;All countries;Bos en Heide Zuid-Nederland (TG);2017 January;272.0;406.0
4769;All countries;Bos en Heide Zuid-Nederland (TG);2017 February;270.0;409.0
4770;All countries;Bos en Heide Zuid-Nederland (TG);2017 March;332.0;507.0
4771;All countries;Bos en Heide Zuid-Nederland (TG);2017 1st quarter;874.0;1322.0
4772;All countries;Bos en Heide Zuid-Nederland (TG);2017 April;399.0;617.0
4773;All countries;Bos en Heide Zuid-Nederland (TG);2017 May;396.0;615.0
4774;All countries;Bos en Heide Zuid-Nederland (TG);2017 June;413.0;642.0
4775;All countries;Bos en Heide Zuid-Nederland (TG);2017 2nd quarter;1208.0;1873.0
4776;All countries;Bos en Heide Zuid-Nederland (TG);2017 July;422.0;685.0
4777;All countries;Bos en Heide Zuid-Nederland (TG);2017 August;433.0;721.0
4778;All countries;Bos en Heide Zuid-Nederland (TG);2017 September;399.0;644.0
4779;All countries;Bos en Heide Zuid-Nederland (TG);2017 3rd quarter;1254.0;2049.0
4780;All countries;Bos en Heide Zuid-Nederland (TG);2017 October;406.0;620.0
4781;All countries;Bos en Heide Zuid-Nederland (TG);2017 November;350.0;534.0
4782;All countries;Bos en Heide Zuid-Nederland (TG);2017 December;372.0;559.0
4783;All countries;Bos en Heide Zuid-Nederland (TG);2017 4th quarter;1127.0;1713.0
4784;All countries;Bos en Heide Zuid-Nederland (TG);2017;4464.0;6958.0
4785;All countries;Bos en Heide Zuid-Nederland (TG);2018 January;302.0;457.0
4786;All countries;Bos en Heide Zuid-Nederland (TG);2018 February;309.0;476.0
4787;All countries;Bos en Heide Zuid-Nederland (TG);2018 March;372.0;575.0
4788;All countries;Bos en Heide Zuid-Nederland (TG);2018 1st quarter;983.0;1508.0
4789;All countries;Bos en Heide Zuid-Nederland (TG);2018 April;419.0;661.0
4790;All countries;Bos en Heide Zuid-Nederland (TG);2018 May;423.0;677.0
4791;All countries;Bos en Heide Zuid-Nederland (TG);2018 June;414.0;665.0
4792;All countries;Bos en Heide Zuid-Nederland (TG);2018 2nd quarter;1256.0;2004.0
4793;All countries;Bos en Heide Zuid-Nederland (TG);2018 July;438.0;724.0
4794;All countries;Bos en Heide Zuid-Nederland (TG);2018 August;466.0;793.0
4795;All countries;Bos en Heide Zuid-Nederland (TG);2018 September;426.0;692.0
4796;All countries;Bos en Heide Zuid-Nederland (TG);2018 3rd quarter;1330.0;2208.0
4797;All countries;Bos en Heide Zuid-Nederland (TG);2018 October;429.0;682.0
4798;All countries;Bos en Heide Zuid-Nederland (TG);2018 November;370.0;574.0
4799;All countries;Bos en Heide Zuid-Nederland (TG);2018 December;395.0;604.0
4800;All countries;Bos en Heide Zuid-Nederland (TG);2018 4th quarter;1194.0;1860.0
4801;All countries;Bos en Heide Zuid-Nederland (TG);2018;4763.0;7581.0
4802;All countries;Bos en Heide Zuid-Nederland (TG);2019 January;321.0;496.0
4803;All countries;Bos en Heide Zuid-Nederland (TG);2019 February;322.0;507.0
4804;All countries;Bos en Heide Zuid-Nederland (TG);2019 March;415.0;645.0
4805;All countries;Bos en Heide Zuid-Nederland (TG);2019 1st quarter;1057.0;1647.0
4806;All countries;Bos en Heide Zuid-Nederland (TG);2019 April;465.0;739.0
4807;All countries;Bos en Heide Zuid-Nederland (TG);2019 May;466.0;756.0
4808;All countries;Bos en Heide Zuid-Nederland (TG);2019 June;503.0;834.0
4809;All countries;Bos en Heide Zuid-Nederland (TG);2019 2nd quarter;1434.0;2329.0
4810;All countries;Bos en Heide Zuid-Nederland (TG);2019 July;515.0;859.0
4811;All countries;Bos en Heide Zuid-Nederland (TG);2019 August;521.0;900.0
4812;All countries;Bos en Heide Zuid-Nederland (TG);2019 September;467.0;782.0
4813;All countries;Bos en Heide Zuid-Nederland (TG);2019 3rd quarter;1502.0;2541.0
4814;All countries;Bos en Heide Zuid-Nederland (TG);2019 October;488.0;797.0
4815;All countries;Bos en Heide Zuid-Nederland (TG);2019 November;434.0;681.0
4816;All countries;Bos en Heide Zuid-Nederland (TG);2019 December;438.0;695.0
4817;All countries;Bos en Heide Zuid-Nederland (TG);2019 4th quarter;1360.0;2173.0
4818;All countries;Bos en Heide Zuid-Nederland (TG);2019;5353.0;8690.0
4819;All countries;Bos en Heide Zuid-Nederland (TG);2020 January;377.0;585.0
4820;All countries;Bos en Heide Zuid-Nederland (TG);2020 February;382.0;618.0
4821;All countries;Bos en Heide Zuid-Nederland (TG);2020 March;168.0;293.0
4822;All countries;Bos en Heide Zuid-Nederland (TG);2020 1st quarter;927.0;1495.0
4823;All countries;Bos en Heide Zuid-Nederland (TG);2020 April;46.0;96.0
4824;All countries;Bos en Heide Zuid-Nederland (TG);2020 May;100.0;174.0
4825;All countries;Bos en Heide Zuid-Nederland (TG);2020 June;255.0;441.0
4826;All countries;Bos en Heide Zuid-Nederland (TG);2020 2nd quarter;402.0;711.0
4827;All countries;Bos en Heide Zuid-Nederland (TG);2020 July;503.0;860.0
4828;All countries;Bos en Heide Zuid-Nederland (TG);2020 August;530.0;915.0
4829;All countries;Bos en Heide Zuid-Nederland (TG);2020 September;445.0;770.0
4830;All countries;Bos en Heide Zuid-Nederland (TG);2020 3rd quarter;1479.0;2544.0
4831;All countries;Bos en Heide Zuid-Nederland (TG);2020 October;306.0;520.0
4832;All countries;Bos en Heide Zuid-Nederland (TG);2020 November;213.0;340.0
4833;All countries;Bos en Heide Zuid-Nederland (TG);2020 December;176.0;273.0
4834;All countries;Bos en Heide Zuid-Nederland (TG);2020 4th quarter;695.0;1132.0
4835;All countries;Bos en Heide Zuid-Nederland (TG);2020;3503.0;5883.0
4836;All countries;Bos en Heide Zuid-Nederland (TG);2021 January;75.0;110.0
4837;All countries;Bos en Heide Zuid-Nederland (TG);2021 February;107.0;154.0
4838;All countries;Bos en Heide Zuid-Nederland (TG);2021 March;119.0;184.0
4839;All countries;Bos en Heide Zuid-Nederland (TG);2021 1th quarter;301.0;448.0
4840;All countries;Bos en Heide Zuid-Nederland (TG);2021 April;162.0;264.0
4841;All countries;Bos en Heide Zuid-Nederland (TG);2021 May;289.0;474.0
4842;All countries;Bos en Heide Zuid-Nederland (TG);2021 June;342.0;586.0
4843;All countries;Bos en Heide Zuid-Nederland (TG);2021 2nd quarter;793.0;1325.0
4844;All countries;Bos en Heide Zuid-Nederland (TG);2021 July;420.0;729.0
4845;All countries;Bos en Heide Zuid-Nederland (TG);2021 August;490.0;869.0
4846;All countries;Bos en Heide Zuid-Nederland (TG);2021 September;418.0;722.0
4847;All countries;Bos en Heide Zuid-Nederland (TG);2021 3rd quarter;1328.0;2320.0
