ID;Kenmerken;Perioden;DeelnameTotaal_1;Participatiegraad_2;WerkgerelateerdeOpleidingen_3;NietWerkgerelateerdeOpleidingen_4;InitieelOnderwijs_5;PostInitieelOnderwijs_6;RegulierPostInitieelOnderwijs_7;NietRegulierPostInitieelOnderwijs_8;VoltijdOpleidingen_9;SchriftelijkOnderwijs_10;Bedrijfsopleidingen_11
276;Sector sociaal;2006;   110;;    65;    45;    11;    99;    28;    71;    20;    15;.     
277;Sector sociaal;2007;   126;;    83;    44;    11;   115;    32;    83;    17;    22;.     
278;Sector sociaal;2008;   140;;    96;    43;    13;   127;    36;    91;    16;    25;    . 
279;Sector sociaal;2009;   139;;    98;    41;    12;   127;    33;    93;    15;    24;    . 
280;Opleidingsniveau t/m VO lagere trap;2003;   137;;    86;    51;     3;   134;    17;   116;     6;    27;.     
281;Opleidingsniveau t/m VO lagere trap;2004;   120;;    76;    44;     4;   117;    18;    99;     8;    27;.     
282;Opleidingsniveau t/m VO lagere trap;2005;   126;;    76;    50;     4;   122;    17;   105;     9;    27;.     
283;Opleidingsniveau t/m VO lagere trap;2006;   135;;    73;    62;    11;   124;    17;   107;    17;    24;.     
284;Opleidingsniveau t/m VO lagere trap;2007;   130;;    73;    57;     8;   122;    17;   104;    13;    23;.     
285;Opleidingsniveau t/m VO lagere trap;2008;   123;;    68;    55;     9;   115;    16;    99;    11;    23;    . 
286;Opleidingsniveau t/m VO lagere trap;2009;   119;;    66;    52;     9;   109;    16;    94;    12;    21;    . 
287;Opleidingsniveau VO hogere trap;2003;   210;;   171;    39;    13;   198;    58;   140;    20;    55;.     
288;Opleidingsniveau VO hogere trap;2004;   203;;   146;    56;    16;   187;    66;   121;    37;    48;.     
289;Opleidingsniveau VO hogere trap;2005;   185;;   134;    51;    14;   171;    56;   115;    34;    49;.     
290;Opleidingsniveau VO hogere trap;2006;   194;;   128;    67;    29;   165;    48;   118;    49;    43;.     
291;Opleidingsniveau VO hogere trap;2007;   223;;   167;    56;    24;   199;    56;   143;    36;    53;.     
292;Opleidingsniveau VO hogere trap;2008;   221;;   172;    50;    23;   198;    56;   142;    28;    49;    . 
293;Opleidingsniveau VO hogere trap;2009;   209;;   163;    45;    20;   188;    50;   138;    25;    50;    . 
294;Opleidingsniveau hoger onderwijs totaal;2003;   174;;   131;    43;    24;   150;    57;    94;    30;    16;.     
295;Opleidingsniveau hoger onderwijs totaal;2004;   195;;   146;    49;    24;   171;    70;   101;    30;    26;.     
296;Opleidingsniveau hoger onderwijs totaal;2005;   187;;   141;    46;    23;   163;    59;   105;    28;    24;.     
297;Opleidingsniveau hoger onderwijs totaal;2006;   189;;   143;    46;    23;   166;    52;   114;    28;    23;.     
298;Opleidingsniveau hoger onderwijs totaal;2007;   223;;   171;    52;    26;   197;    64;   133;    34;    31;.     
299;Opleidingsniveau hoger onderwijs totaal;2008;   232;;   175;    57;    30;   202;    66;   137;    38;    32;    . 
300;Opleidingsniveau hoger onderwijs totaal;2009;   226;;   174;    52;    29;   198;    64;   134;    36;    26;    . 
301;Opleidingsniveau HO eerste trap;2003;   120;;    94;    26;    15;   105;    33;    73;    18;     9;.     
302;Opleidingsniveau HO eerste trap;2004;   135;;   104;    31;    15;   120;    43;    77;    19;    15;.     
303;Opleidingsniveau HO eerste trap;2005;   131;;   103;    29;    15;   117;    36;    81;    18;    15;.     
304;Opleidingsniveau HO eerste trap;2006;   133;;   105;    29;    15;   119;    32;    86;    18;    15;.     
305;Opleidingsniveau HO eerste trap;2007;   156;;   123;    33;    16;   140;    38;   102;    20;    20;.     
306;Opleidingsniveau HO eerste trap;2008;   166;;   128;    37;    19;   146;    39;   107;    24;    21;    . 
307;Opleidingsniveau HO eerste trap;2009;   162;;   129;    33;    19;   143;    38;   105;    23;    17;    . 
308;Opleidingsniveau HO tweede trap;2003;    36;;    25;    10;     6;    30;    16;    14;     7;     5;.     
309;Opleidingsniveau HO tweede trap;2004;    39;;    27;    12;     6;    33;    16;    17;     7;     8;.     
310;Opleidingsniveau HO tweede trap;2005;    37;;    25;    12;     6;    31;    14;    16;     7;     6;.     
311;Opleidingsniveau HO tweede trap;2006;    38;;    26;    12;     5;    33;    12;    21;     6;     6;.     
312;Opleidingsniveau HO tweede trap;2007;    43;;    32;    11;     5;    38;    15;    22;     6;     7;.     
313;Opleidingsniveau HO tweede trap;2008;    43;;    31;    12;     6;    38;    17;    21;     7;     7;    . 
314;Opleidingsniveau HO tweede trap;2009;    44;;    31;    12;     6;    37;    16;    21;     7;     6;    . 
315;Opleidingsniveau HO derde trap;2003;    18;;    12;     6;     3;    15;     8;     7;     5;     2;.     
316;Opleidingsniveau HO derde trap;2004;    21;;    16;     5;     3;    18;    11;     7;     4;     3;.     
317;Opleidingsniveau HO derde trap;2005;    19;;    14;     5;     3;    16;     9;     7;     4;     2;.     
318;Opleidingsniveau HO derde trap;2006;    18;;    12;     6;     3;    15;     8;     7;     4;     2;.     
319;Opleidingsniveau HO derde trap;2007;    24;;    16;     8;     5;    20;    11;     8;     7;     3;.     
320;Opleidingsniveau HO derde trap;2008;    23;;    15;     8;     5;    19;    10;     9;     7;     3;    . 
321;Opleidingsniveau HO derde trap;2009;    20;;    13;     7;     3;    17;    10;     8;     6;     3;    . 
322;Lesuren per week 6 uur of minder;2003;   559;;   463;    97;.     ;   559;     X;   558;.     ;    84;   120
323;Lesuren per week 6 uur of minder;2004;   536;;   438;    98;.     ;   536;     X;   535;.     ;    82;   117
324;Lesuren per week 6 uur of minder;2005;   539;;   436;   103;.     ;   539;X     ;   537;.     ;    86;   115
325;Lesuren per week 6 uur of minder;2006;   562;;   454;   108;.     ;   562;     2;   560;.     ;    83;   123
326;Lesuren per week 6 uur of minder;2007;   622;;   513;   109;.     ;   622;     2;   619;.     ;    95;   134
327;Lesuren per week 6 uur of minder;2008;   627;;   513;   114;    . ;   627;x     ;   626;    . ;    90;   138
328;Lesuren per week 6 uur of minder;2009;   605;;   497;   107;    . ;   605;x     ;   604;    . ;    90;   132
329;Lesuren per week 7-12 uur;2003;   159;;   143;    16;.     ;   159;    80;    79;.     ;    37;    35
330;Lesuren per week 7-12 uur;2004;   154;;   142;    12;.     ;   154;    77;    77;.     ;    38;    32
331;Lesuren per week 7-12 uur;2005;   139;;   129;    10;.     ;   139;    64;    75;.     ;    37;    33
332;Lesuren per week 7-12 uur;2006;   125;;   112;    13;.     ;   125;    59;    65;.     ;    34;    29
333;Lesuren per week 7-12 uur;2007;   153;;   138;    15;.     ;   153;    78;    76;.     ;    42;    36
334;Lesuren per week 7-12 uur;2008;   165;;   149;    16;    . ;   165;    85;    80;    . ;    41;    36
335;Lesuren per week 7-12 uur;2009;   156;;   141;    14;    . ;   156;    76;    79;    . ;    38;    35
336;Lesuren per week 13-18 uur;2003;    36;;    34;     2;.     ;    36;    18;    19;.     ;     8;     7
337;Lesuren per week 13-18 uur;2004;    35;;    32;     3;.     ;    35;    18;    17;.     ;     9;     6
338;Lesuren per week 13-18 uur;2005;    27;;    25;     2;.     ;    27;    13;    14;.     ;     8;     6
339;Lesuren per week 13-18 uur;2006;    21;;    19;     2;.     ;    21;    11;    11;.     ;     8;     4
340;Lesuren per week 13-18 uur;2007;    26;;    23;     3;.     ;    26;    13;    13;.     ;     9;     5
341;Lesuren per week 13-18 uur;2008;    27;;    25;     3;    . ;    27;    15;    13;    . ;     9;     5
342;Lesuren per week 13-18 uur;2009;    27;;    24;     3;    . ;    27;    14;    13;    . ;     9;     5
343;Lesuren per week 19-24 uur;2003;    20;;    18;     2;.     ;    20;     9;    11;.     ;     5;     5
344;Lesuren per week 19-24 uur;2004;    20;;    17;     3;.     ;    20;     9;    10;.     ;     6;     4
345;Lesuren per week 19-24 uur;2005;    18;;    15;     2;.     ;    18;     9;     9;.     ;     6;     4
346;Lesuren per week 19-24 uur;2006;    16;;    14;     2;.     ;    16;     6;     9;.     ;     5;     4
347;Lesuren per week 19-24 uur;2007;    17;;    15;     2;.     ;    17;     7;     9;.     ;     5;     4
348;Lesuren per week 19-24 uur;2008;    15;;    13;     2;    . ;    15;     7;     8;    . ;     4;     3
349;Lesuren per week 19-24 uur;2009;    16;;    15;x     ;    . ;    16;     8;     8;    . ;     5;     4
350;Lesuren per week 25 uur of meer;2003;    37;;    34;     3;.     ;    37;    14;    23;.     ;     4;    14
351;Lesuren per week 25 uur of meer;2004;    34;;    32;     2;.     ;    34;    12;    22;.     ;     5;    12
352;Lesuren per week 25 uur of meer;2005;    26;;    24;X     ;.     ;    26;     7;    18;.     ;     3;    12
353;Lesuren per week 25 uur of meer;2006;    22;;    20;     2;.     ;    22;     4;    18;.     ;     4;    12
354;Lesuren per week 25 uur of meer;2007;    26;;    24;     2;.     ;    26;     6;    20;.     ;     3;    14
355;Lesuren per week 25 uur of meer;2008;    25;;    24;     2;    . ;    25;     6;    19;    . ;     4;    14
356;Lesuren per week 25 uur of meer;2009;    22;;    21;     2;    . ;    22;     6;    16;    . ;     4;    11
357;Schriftelijk;2003;   138;;   115;    23;.     ;   138;    29;   108;.     ;   138;    15
358;Schriftelijk;2004;   141;;   122;    19;.     ;   140;    33;   107;.     ;   141;    16
359;Schriftelijk;2005;   141;;   121;    20;.     ;   140;    31;   109;.     ;   141;    17
360;Schriftelijk;2006;   133;;   114;    19;.     ;   133;    29;   104;.     ;   133;    16
361;Schriftelijk;2007;   155;;   132;    23;.     ;   155;    37;   118;.     ;   155;    20
362;Schriftelijk;2008;   149;;   127;    22;    . ;   149;    35;   113;    . ;   149;    18
363;Schriftelijk;2009;   146;;   126;    20;    . ;   146;    35;   111;    . ;   146;    19
