ID;SBI93;Perioden;Bedrijven_1;TotaalAantalWerkzamePersonen_2;TotaalAantalFTE_3;AantalWerknemersVanDeEigenLoonlijst_4;AantalFTEVanDeEigenLoonlijst_5;TotaleBedrijfsopbrengsten_6;NettoOmzetTotaal_7;NettoOmzetHoofdactiviteitTotaal_8;VerkopenVanZelfvervaardigdeProducten_9;IndustrieleDiensten_10;NettoOmzetNevenactiviteitenTotaal_11;VerkopenVanHandelsgoederen_12;NietIndustrieleDiensten_13;NettoOmzetBuitenland_14;OmzetHoofdactiviteitTotaalBuitenland_15;VerkopenUitProductieInEULanden_16;VerkopenUitProductieInOverigeLanden_17;IndustrieleDienstenEULanden_18;IndustrieleDienstenOverigeLanden_19;OmzetUitNevenactiviteitenBuitenland_20;VerkopenHandelsgoederenEULanden_21;VerkopenHandelsgoederenOverigeLanden_22;NietIndustrieleDienstenEULanden_23;NietIndustrieleDienstenOverigeLanden_24;TotaalOverigeBedrijfsopbrengsten_25;Voorraadmutaties_26;Beginvoorraad_27;Eindvoorraad_28;VergoedingenUitgeleendPersoneel_29;GeactiveerdeKostenZelfvervaardigde_30;OntvangenRestitutieSubsidiebedragen_31;BedrijfsschadeUitkeringen_32;OverigeOpbrengstenNietEldersGes_33;TotaleBedrijfslasten_34;InkoopwaardeOmzetTotaal_35;InkoopwaardeGrondEnHulpstoffen_36;BeginvoorraadGrondEnHulpstoffen_37;InkopenGrondEnHulpstoffen_38;EindvoorraadGrondEnHulpstoffen_39;InkoopwaardeHandelsgoederen_40;BeginvoorraadHandelsgoederen_41;InkoopkostenVanHandelsgoederen_42;EindvoorraadHandelsgoederen_43;TotaalOverigeInkoopwaarde_44;KostenUitbesteedWerk_45;InkoopwaardeNietEldersGenoemd_46;Arbeidskosten_47;BrutoLonenEnSalarissen_48;WerkgeversdeelSocVerzekeringspremies_49;PremiesPensioenVUTInkoopsommenEnz_50;OverigeSocialeLasten_51;OverigeBedrijfslasten_52;OverigeKostenMBTPersoneel_53;BetaaldeBedragenAanUitzendbedrijven_54;KostenIngehuurdPersoneel_55;KostenStudieOfOpleiding_56;OverigePersoneelskosten_57;KostenVervoermiddelen_58;KostenHuurEnLeaseVanVervoermiddelen_59;KostenReparatieOnderhoudVervoermid_60;BrandstofkostenVervoermiddelen_61;Motorrijtuigenbelasting_62;KostenVerzekeringVervoermiddelen_63;OverigeAutokosten_64;KostenEnergieverbruik_65;KostenAardgasverbruik_66;KostenElektriciteitsverbruik_67;KostenVerbruikOverigeEnergiedragers_68;KostenVanHuisvesting_69;KostenHuurLeaseGebouwenTerreinen_70;KostenOnderhoudRepGebouwenTerreinen_71;SchoonmaakkostenVanGebouwenEnTerrein_72;MilieuheffingenEnZuiveringslasten_73;Onroerendezaakbelasting_74;KostenVerzekeringGebouwenEnTerreinen_75;OverigeHuisvestingskosten_76;KostenMachinesInstallatiesED_77;KostenHuurLeaseMachInstallatED_78;KostenReparatieMachinesED_79;OverigeMachineEnInventariskosten_80;Verkoopkosten_81;ReclameBeursEnRepresentatiekosten_82;Agentenprovisie_83;KostenReisVerblijfEnRepresentatie_84;OnderzoekOntwikkelingDoorDerden_85;OverigeVerkoopkosten_86;Communicatiekosten_87;KostenVanDienstverleningDoorDerden_88;Bankzaken_89;OverigeVerzekeringspremies_90;AccountantsEnAdvieskosten_91;Automatiseringskosten_92;KostenVuilafvoerEnVuilverwerking_93;OvKostenDienstverleningDoorDerden_94;OverigeBedrijfslasten_95;OctrooirechtenLicenties_96;BetalingenIntraconcerndienstenBeheer_97;KantoorbehoeftenContributiesAbonnement_98;KostenOverigeHuurOperationeleLease_99;OverigeKostprijsverhogendeBelastingen_100;KostenOnderhoudRepOverigeActiva_101;OngespecificeerdeAlgemeneKosten_102;AfschrijvingenOpVasteActiva_103;Bedrijfsresultaat_104;FinancieleLasten_105;FinancieelResultaat_106;FinancieleBaten_107;SaldoVoorzieningen_108;OnttrekkingenVrijvalVanVoorzieningen_109;ToevoegingenAanVoorzieningen_110;SaldoBuitengewoneBatenMinusLasten_111;BuitengewoneBaten_112;BuitengewoneLasten_113;ResultaatVoorBelastingen_114
166;158 Vervaardiging van overige..;2004;75.0;279.0;254.0;248.0;226.0;9762.0;9677.0;7855.0;7829.0;26.0;1822.0;1714.0;108.0;4600.0;4164.0;3054.0;1097.0;13.0;0.0;436.0;279.0;115.0;30.0;12.0;85.0;-8.0;970.0;962.0;1.0;4.0;26.0;2.0;60.0;8727.0;5486.0;4249.0;516.0;4454.0;721.0;1168.0;140.0;1167.0;139.0;69.0;58.0;11.0;1206.0;927.0;133.0;119.0;27.0;1624.0;197.0;133.0;13.0;10.0;42.0;49.0;26.0;3.0;8.0;0.0;1.0;9.0;124.0;62.0;46.0;16.0;133.0;52.0;23.0;26.0;12.0;4.0;11.0;5.0;163.0;16.0;129.0;18.0;430.0;285.0;24.0;29.0;41.0;51.0;21.0;147.0;4.0;14.0;29.0;63.0;8.0;30.0;360.0;35.0;158.0;15.0;1.0;44.0;5.0;101.0;411.0;1035.0;179.0;-74.0;105.0;-24.0;11.0;34.0;-12.0;60.0;71.0;926.0
167;158 Vervaardiging van overige..;2005;75.0;274.0;250.0;240.0;221.0;9737.0;9780.0;8086.0;8060.0;26.0;1694.0;1618.0;76.0;3766.0;3593.0;2710.0;883.0;0.0;0.0;173.0;127.0;46.0;0.0;0.0;-42.0;-100.0;666.0;659.0;0.0;6.0;36.0;1.0;15.0;8622.0;5500.0;4349.0;691.0;4313.0;656.0;1095.0;140.0;1084.0;129.0;57.0;54.0;3.0;1174.0;912.0;121.0;96.0;45.0;1664.0;220.0;147.0;15.0;11.0;46.0;52.0;26.0;3.0;9.0;1.0;1.0;11.0;141.0;67.0;60.0;14.0;129.0;49.0;27.0;25.0;11.0;3.0;11.0;3.0;154.0;16.0;122.0;15.0;448.0;310.0;29.0;31.0;31.0;48.0;24.0;142.0;4.0;14.0;31.0;54.0;7.0;32.0;354.0;13.0;204.0;15.0;1.0;44.0;7.0;70.0;284.0;1116.0;131.0;-16.0;115.0;-9.0;16.0;25.0;-60.0;60.0;119.0;1032.0
168;1581 Broodfabrieken, brood- en..;2000;25.0;55.0;47.0;47.0;40.0;667.0;664.0;579.0;;;86.0;;;0.0;;;;;;;;;;;3.0;1.0;7.0;8.0;0.0;0.0;0.0;0.0;2.0;637.0;313.0;238.0;23.0;234.0;19.0;70.0;1.0;70.0;1.0;5.0;4.0;1.0;153.0;121.0;17.0;11.0;4.0;144.0;34.0;28.0;0.0;0.0;6.0;12.0;7.0;1.0;3.0;0.0;0.0;1.0;11.0;6.0;5.0;0.0;16.0;7.0;2.0;5.0;0.0;0.0;0.0;1.0;14.0;0.0;12.0;2.0;16.0;10.0;2.0;1.0;1.0;2.0;2.0;8.0;0.0;1.0;2.0;2.0;1.0;1.0;31.0;1.0;4.0;1.0;0.0;1.0;0.0;24.0;28.0;29.0;9.0;-8.0;2.0;0.0;0.0;0.0;-5.0;1.0;5.0;17.0
169;1581 Broodfabrieken, brood- en..;2001;25.0;64.0;59.0;57.0;52.0;754.0;752.0;656.0;656.0;0.0;96.0;95.0;0.0;62.0;62.0;62.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;713.0;357.0;278.0;8.0;279.0;9.0;78.0;1.0;78.0;1.0;0.0;1.0;-1.0;188.0;157.0;21.0;9.0;2.0;132.0;36.0;29.0;1.0;0.0;6.0;12.0;4.0;2.0;4.0;0.0;0.0;2.0;13.0;6.0;7.0;0.0;17.0;9.0;1.0;4.0;3.0;1.0;0.0;0.0;16.0;1.0;15.0;0.0;11.0;6.0;1.0;1.0;0.0;2.0;2.0;8.0;0.0;1.0;3.0;1.0;0.0;2.0;17.0;0.0;6.0;2.0;0.0;0.0;0.0;9.0;34.0;41.0;11.0;-9.0;2.0;-1.0;0.0;1.0;-1.0;1.0;2.0;30.0
170;1581 Broodfabrieken, brood- en..;2002;30.0;58.0;51.0;51.0;45.0;680.0;677.0;584.0;584.0;0.0;93.0;93.0;0.0;66.0;66.0;66.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;8.0;9.0;0.0;0.0;0.0;0.0;1.0;651.0;328.0;258.0;11.0;259.0;12.0;68.0;3.0;68.0;2.0;1.0;0.0;1.0;170.0;139.0;20.0;10.0;1.0;121.0;32.0;26.0;1.0;0.0;6.0;12.0;4.0;1.0;3.0;0.0;0.0;2.0;11.0;5.0;6.0;0.0;15.0;9.0;1.0;4.0;0.0;0.0;0.0;1.0;13.0;1.0;12.0;1.0;10.0;5.0;1.0;1.0;0.0;3.0;1.0;10.0;0.0;1.0;2.0;2.0;0.0;5.0;17.0;1.0;7.0;1.0;0.0;0.0;0.0;7.0;30.0;29.0;7.0;-6.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;24.0
171;1581 Broodfabrieken, brood- en..;2003;35.0;82.0;67.0;74.0;60.0;903.0;900.0;720.0;720.0;0.0;180.0;177.0;4.0;50.0;48.0;45.0;3.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;3.0;0.0;13.0;13.0;0.0;0.0;1.0;0.0;1.0;877.0;427.0;288.0;12.0;289.0;13.0;137.0;5.0;137.0;5.0;2.0;1.0;0.0;230.0;188.0;27.0;13.0;1.0;174.0;39.0;31.0;1.0;1.0;6.0;17.0;8.0;2.0;4.0;0.0;0.0;2.0;16.0;7.0;9.0;0.0;26.0;14.0;3.0;7.0;1.0;0.0;1.0;1.0;18.0;1.0;16.0;1.0;18.0;8.0;1.0;1.0;0.0;7.0;2.0;13.0;1.0;1.0;3.0;3.0;1.0;4.0;25.0;2.0;12.0;2.0;0.0;0.0;0.0;9.0;46.0;26.0;6.0;-5.0;1.0;-3.0;0.0;3.0;-4.0;1.0;5.0;14.0
172;1581 Broodfabrieken, brood- en..;2004;25.0;67.0;56.0;59.0;48.0;833.0;831.0;645.0;645.0;0.0;186.0;170.0;16.0;55.0;54.0;48.0;6.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;-1.0;12.0;11.0;1.0;0.0;0.0;0.0;1.0;800.0;402.0;264.0;12.0;264.0;12.0;137.0;5.0;139.0;6.0;0.0;0.0;0.0;202.0;162.0;25.0;12.0;3.0;161.0;36.0;29.0;0.0;1.0;6.0;15.0;7.0;2.0;4.0;0.0;0.0;2.0;14.0;6.0;7.0;0.0;30.0;20.0;2.0;6.0;1.0;0.0;1.0;1.0;17.0;1.0;15.0;1.0;17.0;7.0;1.0;1.0;0.0;7.0;2.0;11.0;0.0;1.0;3.0;2.0;1.0;3.0;19.0;1.0;12.0;1.0;0.0;0.0;1.0;4.0;35.0;32.0;6.0;-5.0;1.0;-12.0;0.0;13.0;0.0;1.0;1.0;15.0
173;1581 Broodfabrieken, brood- en..;2005;20.0;61.0;52.0;52.0;44.0;836.0;834.0;635.0;635.0;0.0;199.0;186.0;13.0;56.0;52.0;50.0;2.0;0.0;0.0;4.0;4.0;0.0;0.0;0.0;2.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;1.0;801.0;411.0;266.0;11.0;267.0;12.0;143.0;6.0;143.0;6.0;2.0;1.0;1.0;184.0;145.0;25.0;11.0;3.0;171.0;38.0;31.0;0.0;1.0;6.0;17.0;6.0;2.0;5.0;0.0;1.0;4.0;15.0;7.0;8.0;0.0;31.0;20.0;2.0;6.0;1.0;0.0;1.0;0.0;18.0;1.0;17.0;1.0;18.0;7.0;2.0;1.0;0.0;8.0;2.0;11.0;0.0;1.0;3.0;3.0;1.0;4.0;21.0;2.0;13.0;1.0;0.0;0.0;1.0;4.0;33.0;35.0;5.0;-4.0;2.0;2.0;3.0;1.0;-1.0;0.0;1.0;32.0
174;1582 Banketfabrieken en vervaardiging..;2000;15.0;39.0;36.0;34.0;31.0;625.0;621.0;483.0;;;138.0;;;0.0;;;;;;;;;;;4.0;-1.0;14.0;14.0;0.0;0.0;1.0;1.0;3.0;590.0;328.0;219.0;18.0;217.0;16.0;98.0;3.0;99.0;4.0;12.0;1.0;11.0;125.0;99.0;14.0;9.0;3.0;113.0;24.0;18.0;1.0;1.0;5.0;5.0;3.0;1.0;1.0;0.0;0.0;0.0;9.0;4.0;5.0;0.0;10.0;2.0;2.0;4.0;1.0;0.0;1.0;0.0;11.0;1.0;9.0;1.0;33.0;23.0;0.0;2.0;2.0;6.0;2.0;6.0;0.0;1.0;2.0;2.0;1.0;1.0;13.0;0.0;5.0;2.0;0.0;0.0;0.0;6.0;22.0;35.0;4.0;-1.0;3.0;-1.0;0.0;1.0;-1.0;1.0;2.0;31.0
175;1582 Banketfabrieken en vervaardiging..;2001;15.0;44.0;40.0;37.0;34.0;689.0;685.0;557.0;557.0;0.0;128.0;128.0;0.0;174.0;163.0;146.0;17.0;0.0;0.0;11.0;10.0;1.0;0.0;0.0;5.0;-1.0;13.0;12.0;0.0;0.0;1.0;0.0;5.0;650.0;357.0;245.0;14.0;244.0;13.0;100.0;4.0;99.0;3.0;13.0;3.0;10.0;133.0;104.0;15.0;11.0;3.0;134.0;28.0;19.0;1.0;1.0;6.0;6.0;3.0;0.0;1.0;0.0;0.0;1.0;9.0;4.0;4.0;1.0;12.0;4.0;2.0;3.0;1.0;0.0;1.0;2.0;13.0;2.0;11.0;0.0;44.0;33.0;1.0;2.0;3.0;6.0;2.0;9.0;0.0;1.0;2.0;2.0;0.0;4.0;11.0;0.0;4.0;2.0;0.0;0.0;0.0;5.0;26.0;39.0;5.0;-3.0;2.0;0.0;0.0;0.0;-9.0;0.0;9.0;28.0
176;1582 Banketfabrieken en vervaardiging..;2002;20.0;38.0;35.0;32.0;29.0;640.0;634.0;534.0;534.0;0.0;100.0;100.0;0.0;204.0;186.0;163.0;23.0;0.0;0.0;18.0;17.0;1.0;0.0;0.0;6.0;1.0;13.0;13.0;0.0;0.0;1.0;0.0;4.0;610.0;341.0;262.0;16.0;263.0;17.0;77.0;4.0;77.0;4.0;2.0;1.0;1.0;122.0;97.0;13.0;10.0;2.0;124.0;28.0;21.0;1.0;1.0;5.0;6.0;3.0;1.0;1.0;0.0;0.0;1.0;9.0;4.0;5.0;0.0;12.0;5.0;2.0;3.0;1.0;0.0;1.0;1.0;13.0;2.0;10.0;1.0;36.0;22.0;2.0;1.0;3.0;8.0;2.0;7.0;0.0;1.0;2.0;1.0;1.0;2.0;11.0;0.0;3.0;1.0;0.0;0.0;0.0;6.0;23.0;30.0;7.0;-5.0;2.0;-1.0;0.0;1.0;-6.0;2.0;8.0;18.0
177;1582 Banketfabrieken en vervaardiging..;2003;15.0;41.0;38.0;34.0;32.0;664.0;662.0;582.0;582.0;0.0;79.0;79.0;0.0;239.0;213.0;199.0;14.0;0.0;0.0;26.0;23.0;3.0;0.0;0.0;2.0;-1.0;13.0;13.0;0.0;0.0;1.0;0.0;2.0;636.0;351.0;286.0;22.0;285.0;21.0;61.0;4.0;61.0;4.0;4.0;4.0;0.0;131.0;103.0;14.0;11.0;3.0;129.0;33.0;26.0;1.0;1.0;6.0;5.0;2.0;1.0;1.0;0.0;0.0;0.0;10.0;5.0;4.0;0.0;12.0;4.0;2.0;3.0;1.0;0.0;1.0;1.0;15.0;2.0;11.0;1.0;32.0;19.0;1.0;1.0;3.0;8.0;2.0;10.0;0.0;1.0;2.0;1.0;1.0;5.0;10.0;0.0;5.0;1.0;0.0;0.0;0.0;3.0;26.0;28.0;7.0;-5.0;2.0;-2.0;0.0;3.0;0.0;2.0;3.0;20.0
178;1582 Banketfabrieken en vervaardiging..;2004;15.0;41.0;38.0;33.0;31.0;785.0;779.0;655.0;655.0;0.0;124.0;124.0;0.0;309.0;272.0;256.0;16.0;0.0;0.0;37.0;36.0;1.0;0.0;0.0;6.0;2.0;17.0;19.0;0.0;0.0;1.0;0.0;3.0;731.0;422.0;330.0;24.0;328.0;22.0;87.0;6.0;86.0;5.0;5.0;5.0;0.0;136.0;109.0;16.0;11.0;1.0;145.0;32.0;24.0;1.0;1.0;6.0;9.0;3.0;0.0;1.0;0.0;0.0;4.0;10.0;5.0;5.0;0.0;12.0;5.0;2.0;3.0;0.0;1.0;1.0;1.0;18.0;2.0;15.0;1.0;42.0;30.0;1.0;2.0;1.0;8.0;2.0;9.0;0.0;1.0;3.0;1.0;1.0;2.0;11.0;1.0;4.0;2.0;0.0;1.0;0.0;4.0;29.0;54.0;7.0;-4.0;3.0;1.0;2.0;1.0;2.0;4.0;2.0;53.0
179;1582 Banketfabrieken en vervaardiging..;2005;15.0;41.0;37.0;33.0;30.0;768.0;762.0;654.0;654.0;0.0;108.0;108.0;0.0;295.0;273.0;252.0;21.0;0.0;0.0;22.0;21.0;1.0;0.0;0.0;6.0;3.0;16.0;19.0;0.0;0.0;1.0;0.0;2.0;703.0;401.0;325.0;23.0;326.0;24.0;73.0;4.0;73.0;4.0;3.0;3.0;0.0;136.0;108.0;16.0;11.0;1.0;139.0;33.0;25.0;1.0;1.0;6.0;5.0;3.0;0.0;1.0;0.0;0.0;0.0;11.0;5.0;5.0;0.0;12.0;5.0;2.0;3.0;0.0;1.0;1.0;0.0;17.0;1.0;15.0;1.0;40.0;26.0;1.0;2.0;1.0;10.0;2.0;9.0;0.0;1.0;3.0;1.0;1.0;2.0;10.0;1.0;3.0;1.0;0.0;0.0;0.0;4.0;28.0;65.0;4.0;-1.0;3.0;1.0;2.0;1.0;3.0;5.0;1.0;68.0
180;1583 Vervaardiging van suiker;2000;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;1583 Vervaardiging van suiker;2001;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;1583 Vervaardiging van suiker;2002;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;1583 Vervaardiging van suiker;2003;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;1583 Vervaardiging van suiker;2004;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;1583 Vervaardiging van suiker;2005;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;1584 Verwerking van cacaobonen en..;2000;15.0;59.0;56.0;52.0;50.0;2413.0;2351.0;1946.0;;;404.0;;;0.0;;;;;;;;;;;62.0;26.0;121.0;147.0;0.0;0.0;25.0;8.0;2.0;2240.0;1505.0;1176.0;368.0;1090.0;282.0;314.0;24.0;312.0;23.0;15.0;15.0;0.0;245.0;196.0;29.0;14.0;6.0;437.0;44.0;28.0;3.0;3.0;10.0;6.0;4.0;0.0;1.0;0.0;0.0;1.0;22.0;10.0;12.0;0.0;25.0;8.0;4.0;4.0;3.0;0.0;0.0;5.0;37.0;3.0;22.0;12.0;69.0;35.0;6.0;7.0;8.0;13.0;3.0;41.0;1.0;4.0;5.0;15.0;1.0;13.0;190.0;3.0;14.0;2.0;0.0;0.0;0.0;171.0;54.0;172.0;49.0;-20.0;29.0;-1.0;1.0;2.0;-16.0;2.0;18.0;136.0
187;1584 Verwerking van cacaobonen en..;2001;15.0;61.0;58.0;52.0;50.0;2433.0;2382.0;2036.0;2036.0;0.0;346.0;346.0;0.0;1716.0;1570.0;1169.0;401.0;0.0;0.0;146.0;67.0;79.0;0.0;0.0;51.0;35.0;294.0;329.0;0.0;0.0;12.0;1.0;2.0;2299.0;1577.0;1293.0;273.0;1348.0;328.0;274.0;21.0;278.0;25.0;11.0;11.0;0.0;243.0;198.0;29.0;11.0;6.0;423.0;46.0;31.0;3.0;3.0;9.0;6.0;3.0;0.0;0.0;0.0;0.0;2.0;22.0;10.0;12.0;0.0;24.0;10.0;3.0;2.0;2.0;0.0;0.0;6.0;30.0;4.0;13.0;14.0;92.0;60.0;5.0;6.0;7.0;13.0;3.0;37.0;1.0;3.0;5.0;14.0;1.0;14.0;163.0;3.0;71.0;2.0;0.0;0.0;0.0;87.0;55.0;134.0;70.0;-37.0;32.0;0.0;1.0;1.0;-3.0;4.0;7.0;94.0
188;1584 Verwerking van cacaobonen en..;2002;15.0;59.0;56.0;51.0;48.0;2554.0;2533.0;2184.0;2184.0;0.0;349.0;348.0;0.0;1871.0;1716.0;1229.0;487.0;0.0;0.0;155.0;107.0;48.0;0.0;0.0;21.0;10.0;324.0;335.0;0.0;0.0;9.0;0.0;1.0;2496.0;1644.0;1366.0;311.0;1446.0;392.0;271.0;23.0;268.0;20.0;7.0;6.0;1.0;309.0;202.0;30.0;69.0;9.0;487.0;45.0;31.0;3.0;4.0;7.0;7.0;4.0;0.0;0.0;0.0;0.0;2.0;25.0;10.0;15.0;0.0;29.0;4.0;12.0;4.0;2.0;0.0;1.0;6.0;39.0;5.0;20.0;14.0;94.0;62.0;2.0;10.0;6.0;13.0;5.0;48.0;1.0;5.0;11.0;16.0;1.0;15.0;195.0;4.0;49.0;3.0;0.0;0.0;15.0;125.0;55.0;58.0;78.0;-36.0;43.0;1.0;2.0;1.0;27.0;35.0;8.0;51.0
189;1584 Verwerking van cacaobonen en..;2003;10.0;54.0;51.0;48.0;45.0;3125.0;3092.0;2536.0;2536.0;0.0;556.0;556.0;0.0;2218.0;1976.0;1251.0;725.0;0.0;0.0;242.0;128.0;114.0;0.0;0.0;33.0;3.0;432.0;435.0;0.0;0.0;15.0;0.0;15.0;3146.0;2324.0;1836.0;395.0;1765.0;324.0;471.0;32.0;474.0;35.0;18.0;13.0;5.0;292.0;203.0;28.0;56.0;4.0;317.0;50.0;31.0;3.0;5.0;10.0;8.0;5.0;0.0;0.0;0.0;0.0;2.0;23.0;10.0;12.0;1.0;23.0;4.0;9.0;5.0;3.0;0.0;1.0;1.0;27.0;4.0;22.0;1.0;107.0;81.0;4.0;7.0;6.0;8.0;5.0;45.0;1.0;5.0;6.0;21.0;1.0;11.0;29.0;3.0;5.0;3.0;0.0;0.0;0.0;18.0;213.0;-21.0;69.0;-41.0;28.0;0.0;8.0;8.0;-49.0;5.0;54.0;-111.0
190;1584 Verwerking van cacaobonen en..;2004;10.0;50.0;45.0;44.0;40.0;3006.0;2981.0;2379.0;2379.0;0.0;602.0;602.0;0.0;2241.0;2008.0;1391.0;617.0;0.0;0.0;233.0;174.0;59.0;0.0;0.0;25.0;-7.0;432.0;425.0;0.0;0.0;13.0;0.0;18.0;2832.0;2165.0;1643.0;327.0;1849.0;533.0;505.0;28.0;500.0;23.0;17.0;8.0;9.0;253.0;185.0;28.0;35.0;5.0;280.0;38.0;26.0;2.0;2.0;8.0;8.0;5.0;0.0;0.0;0.0;0.0;2.0;24.0;10.0;13.0;1.0;21.0;4.0;8.0;4.0;3.0;0.0;1.0;1.0;26.0;4.0;21.0;1.0;94.0;69.0;3.0;7.0;5.0;10.0;4.0;41.0;1.0;5.0;7.0;19.0;1.0;8.0;24.0;3.0;6.0;3.0;0.0;0.0;0.0;12.0;134.0;174.0;83.0;-58.0;24.0;-4.0;2.0;6.0;27.0;38.0;11.0;138.0
191;1584 Verwerking van cacaobonen en..;2005;10.0;51.0;48.0;45.0;43.0;3081.0;3070.0;2456.0;2456.0;0.0;614.0;604.0;11.0;1382.0;1316.0;912.0;404.0;0.0;0.0;66.0;57.0;9.0;0.0;0.0;10.0;-19.0;140.0;129.0;0.0;0.0;23.0;0.0;7.0;2808.0;2195.0;1686.0;499.0;1673.0;486.0;500.0;19.0;502.0;21.0;9.0;9.0;0.0;262.0;197.0;28.0;32.0;5.0;303.0;47.0;25.0;10.0;2.0;9.0;9.0;5.0;0.0;0.0;0.0;0.0;3.0;26.0;11.0;16.0;0.0;24.0;4.0;10.0;5.0;2.0;0.0;1.0;2.0;29.0;7.0;21.0;2.0;91.0;65.0;6.0;6.0;5.0;9.0;5.0;42.0;1.0;5.0;7.0;18.0;1.0;11.0;30.0;3.0;7.0;3.0;0.0;0.0;0.0;17.0;48.0;273.0;37.0;-10.0;27.0;0.0;1.0;0.0;-8.0;3.0;11.0;255.0
192;15841 Verwerking van cacaobonen;2000;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;15841 Verwerking van cacaobonen;2001;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;15841 Verwerking van cacaobonen;2002;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;15841 Verwerking van cacaobonen;2003;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;15841 Verwerking van cacaobonen;2004;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;15841 Verwerking van cacaobonen;2005;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;15842 Vervaardiging van chocolade en..;2000;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;15842 Vervaardiging van chocolade en..;2001;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;15842 Vervaardiging van chocolade en..;2002;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;15842 Vervaardiging van chocolade en..;2003;10.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
