ID;SBI93;Perioden;Bedrijven_1;TotaalAantalWerkzamePersonen_2;TotaalAantalFTE_3;AantalWerknemersVanDeEigenLoonlijst_4;AantalFTEVanDeEigenLoonlijst_5;TotaleBedrijfsopbrengsten_6;NettoOmzetTotaal_7;NettoOmzetHoofdactiviteitTotaal_8;VerkopenVanZelfvervaardigdeProducten_9;IndustrieleDiensten_10;NettoOmzetNevenactiviteitenTotaal_11;VerkopenVanHandelsgoederen_12;NietIndustrieleDiensten_13;NettoOmzetBuitenland_14;OmzetHoofdactiviteitTotaalBuitenland_15;VerkopenUitProductieInEULanden_16;VerkopenUitProductieInOverigeLanden_17;IndustrieleDienstenEULanden_18;IndustrieleDienstenOverigeLanden_19;OmzetUitNevenactiviteitenBuitenland_20;VerkopenHandelsgoederenEULanden_21;VerkopenHandelsgoederenOverigeLanden_22;NietIndustrieleDienstenEULanden_23;NietIndustrieleDienstenOverigeLanden_24;TotaalOverigeBedrijfsopbrengsten_25;Voorraadmutaties_26;Beginvoorraad_27;Eindvoorraad_28;VergoedingenUitgeleendPersoneel_29;GeactiveerdeKostenZelfvervaardigde_30;OntvangenRestitutieSubsidiebedragen_31;BedrijfsschadeUitkeringen_32;OverigeOpbrengstenNietEldersGes_33;TotaleBedrijfslasten_34;InkoopwaardeOmzetTotaal_35;InkoopwaardeGrondEnHulpstoffen_36;BeginvoorraadGrondEnHulpstoffen_37;InkopenGrondEnHulpstoffen_38;EindvoorraadGrondEnHulpstoffen_39;InkoopwaardeHandelsgoederen_40;BeginvoorraadHandelsgoederen_41;InkoopkostenVanHandelsgoederen_42;EindvoorraadHandelsgoederen_43;TotaalOverigeInkoopwaarde_44;KostenUitbesteedWerk_45;InkoopwaardeNietEldersGenoemd_46;Arbeidskosten_47;BrutoLonenEnSalarissen_48;WerkgeversdeelSocVerzekeringspremies_49;PremiesPensioenVUTInkoopsommenEnz_50;OverigeSocialeLasten_51;OverigeBedrijfslasten_52;OverigeKostenMBTPersoneel_53;BetaaldeBedragenAanUitzendbedrijven_54;KostenIngehuurdPersoneel_55;KostenStudieOfOpleiding_56;OverigePersoneelskosten_57;KostenVervoermiddelen_58;KostenHuurEnLeaseVanVervoermiddelen_59;KostenReparatieOnderhoudVervoermid_60;BrandstofkostenVervoermiddelen_61;Motorrijtuigenbelasting_62;KostenVerzekeringVervoermiddelen_63;OverigeAutokosten_64;KostenEnergieverbruik_65;KostenAardgasverbruik_66;KostenElektriciteitsverbruik_67;KostenVerbruikOverigeEnergiedragers_68;KostenVanHuisvesting_69;KostenHuurLeaseGebouwenTerreinen_70;KostenOnderhoudRepGebouwenTerreinen_71;SchoonmaakkostenVanGebouwenEnTerrein_72;MilieuheffingenEnZuiveringslasten_73;Onroerendezaakbelasting_74;KostenVerzekeringGebouwenEnTerreinen_75;OverigeHuisvestingskosten_76;KostenMachinesInstallatiesED_77;KostenHuurLeaseMachInstallatED_78;KostenReparatieMachinesED_79;OverigeMachineEnInventariskosten_80;Verkoopkosten_81;ReclameBeursEnRepresentatiekosten_82;Agentenprovisie_83;KostenReisVerblijfEnRepresentatie_84;OnderzoekOntwikkelingDoorDerden_85;OverigeVerkoopkosten_86;Communicatiekosten_87;KostenVanDienstverleningDoorDerden_88;Bankzaken_89;OverigeVerzekeringspremies_90;AccountantsEnAdvieskosten_91;Automatiseringskosten_92;KostenVuilafvoerEnVuilverwerking_93;OvKostenDienstverleningDoorDerden_94;OverigeBedrijfslasten_95;OctrooirechtenLicenties_96;BetalingenIntraconcerndienstenBeheer_97;KantoorbehoeftenContributiesAbonnement_98;KostenOverigeHuurOperationeleLease_99;OverigeKostprijsverhogendeBelastingen_100;KostenOnderhoudRepOverigeActiva_101;OngespecificeerdeAlgemeneKosten_102;AfschrijvingenOpVasteActiva_103;Bedrijfsresultaat_104;FinancieleLasten_105;FinancieelResultaat_106;FinancieleBaten_107;SaldoVoorzieningen_108;OnttrekkingenVrijvalVanVoorzieningen_109;ToevoegingenAanVoorzieningen_110;SaldoBuitengewoneBatenMinusLasten_111;BuitengewoneBaten_112;BuitengewoneLasten_113;ResultaatVoorBelastingen_114
129;156 Vervaardiging van meel;2003;5.0;36.0;35.0;34.0;33.0;1532.0;1504.0;1398.0;1398.0;0.0;106.0;106.0;0.0;1041.0;993.0;687.0;306.0;0.0;0.0;48.0;47.0;1.0;0.0;0.0;29.0;-23.0;126.0;103.0;0.0;4.0;9.0;24.0;14.0;1462.0;963.0;875.0;42.0;874.0;41.0;87.0;2.0;86.0;2.0;1.0;1.0;0.0;186.0;144.0;15.0;23.0;4.0;239.0;17.0;7.0;3.0;2.0;5.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;75.0;20.0;23.0;31.0;11.0;2.0;1.0;4.0;3.0;1.0;1.0;0.0;42.0;5.0;36.0;0.0;14.0;2.0;2.0;5.0;4.0;1.0;3.0;44.0;1.0;6.0;4.0;15.0;4.0;15.0;30.0;0.0;14.0;4.0;0.0;1.0;1.0;11.0;74.0;70.0;18.0;-14.0;4.0;-11.0;1.0;12.0;8.0;13.0;4.0;54.0
130;156 Vervaardiging van meel;2004;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;156 Vervaardiging van meel;2005;5.0;31.0;30.0;30.0;28.0;1531.0;1456.0;1273.0;1273.0;0.0;183.0;183.0;0.0;1063.0;866.0;630.0;229.0;7.0;0.0;197.0;161.0;36.0;0.0;0.0;75.0;32.0;99.0;131.0;0.0;2.0;32.0;0.0;8.0;1476.0;962.0;798.0;26.0;796.0;25.0;160.0;6.0;160.0;6.0;5.0;5.0;0.0;176.0;133.0;15.0;24.0;4.0;271.0;20.0;13.0;0.0;1.0;6.0;4.0;4.0;0.0;0.0;0.0;0.0;0.0;84.0;22.0;38.0;24.0;18.0;3.0;1.0;4.0;6.0;1.0;3.0;1.0;40.0;1.0;39.0;0.0;18.0;1.0;6.0;6.0;3.0;2.0;2.0;36.0;1.0;3.0;3.0;10.0;3.0;16.0;49.0;1.0;34.0;5.0;0.0;1.0;1.0;8.0;67.0;55.0;52.0;-48.0;4.0;-44.0;3.0;46.0;5.0;6.0;1.0;-33.0
132;1561 Vervaardiging van meel (excl...;2000;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;1561 Vervaardiging van meel (excl...;2001;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;1561 Vervaardiging van meel (excl...;2002;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;1561 Vervaardiging van meel (excl...;2003;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;1561 Vervaardiging van meel (excl...;2004;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;1561 Vervaardiging van meel (excl...;2005;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;1562 Vervaardiging van zetmeel;2000;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;1562 Vervaardiging van zetmeel;2001;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;1562 Vervaardiging van zetmeel;2002;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;1562 Vervaardiging van zetmeel;2003;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;1562 Vervaardiging van zetmeel;2004;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;1562 Vervaardiging van zetmeel;2005;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;157 Vervaardiging van diervoeder;2000;20.0;50.0;48.0;48.0;45.0;2752.0;2736.0;2217.0;;;519.0;;;0.0;;;;;;;;;;;16.0;6.0;78.0;83.0;1.0;0.0;2.0;0.0;7.0;2705.0;2204.0;1663.0;64.0;1678.0;79.0;253.0;30.0;250.0;27.0;288.0;15.0;273.0;213.0;164.0;23.0;18.0;8.0;240.0;29.0;14.0;3.0;2.0;11.0;27.0;2.0;6.0;7.0;1.0;1.0;10.0;34.0;10.0;24.0;0.0;16.0;3.0;6.0;3.0;1.0;1.0;1.0;1.0;31.0;6.0;22.0;3.0;28.0;13.0;0.0;7.0;5.0;3.0;6.0;24.0;1.0;2.0;6.0;7.0;1.0;7.0;45.0;4.0;9.0;4.0;0.0;0.0;4.0;23.0;47.0;47.0;23.0;-7.0;16.0;2.0;6.0;4.0;-27.0;9.0;36.0;15.0
145;157 Vervaardiging van diervoeder;2001;20.0;57.0;54.0;53.0;50.0;3260.0;3234.0;2417.0;2417.0;0.0;817.0;539.0;278.0;527.0;505.0;458.0;43.0;4.0;0.0;22.0;16.0;5.0;1.0;0.0;26.0;-9.0;124.0;114.0;1.0;3.0;11.0;0.0;20.0;3232.0;2668.0;1991.0;93.0;1992.0;95.0;437.0;27.0;444.0;34.0;240.0;40.0;200.0;239.0;190.0;25.0;19.0;5.0;260.0;31.0;17.0;1.0;2.0;10.0;21.0;3.0;6.0;6.0;1.0;1.0;4.0;44.0;16.0;27.0;1.0;20.0;3.0;8.0;4.0;2.0;1.0;2.0;1.0;38.0;2.0;33.0;3.0;32.0;14.0;0.0;8.0;6.0;3.0;7.0;28.0;1.0;2.0;8.0;9.0;2.0;6.0;39.0;4.0;14.0;5.0;1.0;1.0;0.0;15.0;65.0;28.0;38.0;-17.0;21.0;28.0;35.0;7.0;-8.0;10.0;18.0;31.0
146;157 Vervaardiging van diervoeder;2002;20.0;53.0;50.0;50.0;47.0;3049.0;3028.0;2425.0;2425.0;0.0;603.0;266.0;337.0;639.0;616.0;559.0;57.0;0.0;0.0;23.0;16.0;6.0;0.0;1.0;21.0;-3.0;125.0;122.0;1.0;0.0;13.0;0.0;9.0;2993.0;2400.0;1929.0;99.0;1917.0;87.0;195.0;12.0;191.0;9.0;276.0;61.0;144.0;244.0;187.0;25.0;27.0;4.0;284.0;30.0;15.0;3.0;2.0;11.0;24.0;7.0;5.0;8.0;1.0;1.0;3.0;39.0;14.0;24.0;0.0;23.0;3.0;7.0;5.0;2.0;1.0;3.0;1.0;40.0;2.0;36.0;1.0;29.0;10.0;0.0;6.0;6.0;6.0;7.0;41.0;1.0;2.0;9.0;7.0;2.0;20.0;51.0;4.0;10.0;5.0;0.0;2.0;0.0;30.0;63.0;56.0;40.0;-19.0;21.0;29.0;44.0;15.0;-20.0;16.0;36.0;46.0
147;157 Vervaardiging van diervoeder;2003;20.0;49.0;47.0;46.0;44.0;2585.0;2539.0;2036.0;2034.0;2.0;502.0;344.0;158.0;496.0;451.0;411.0;40.0;0.0;0.0;45.0;37.0;7.0;0.0;1.0;46.0;0.0;30.0;30.0;1.0;0.0;32.0;1.0;12.0;2495.0;1929.0;1566.0;80.0;1569.0;83.0;275.0;10.0;276.0;10.0;88.0;51.0;37.0;227.0;174.0;22.0;28.0;3.0;281.0;26.0;13.0;2.0;2.0;10.0;23.0;7.0;6.0;7.0;1.0;1.0;1.0;38.0;14.0;24.0;0.0;20.0;3.0;6.0;5.0;1.0;1.0;3.0;0.0;34.0;1.0;31.0;2.0;43.0;22.0;1.0;6.0;5.0;9.0;7.0;44.0;1.0;2.0;7.0;7.0;3.0;23.0;46.0;5.0;16.0;4.0;0.0;1.0;0.0;21.0;59.0;90.0;32.0;-13.0;19.0;-4.0;2.0;6.0;10.0;22.0;13.0;83.0
148;157 Vervaardiging van diervoeder;2004;15.0;51.0;48.0;48.0;46.0;2977.0;2951.0;2375.0;2375.0;0.0;576.0;416.0;159.0;530.0;483.0;452.0;31.0;0.0;0.0;47.0;43.0;1.0;1.0;2.0;26.0;-1.0;26.0;25.0;1.0;0.0;15.0;0.0;10.0;2863.0;2292.0;1873.0;91.0;1857.0;74.0;328.0;15.0;328.0;15.0;91.0;54.0;36.0;236.0;183.0;23.0;27.0;3.0;271.0;28.0;13.0;2.0;2.0;11.0;29.0;7.0;10.0;10.0;1.0;1.0;2.0;40.0;13.0;27.0;0.0;22.0;3.0;6.0;6.0;1.0;1.0;4.0;1.0;36.0;2.0;33.0;2.0;38.0;21.0;1.0;6.0;5.0;5.0;6.0;36.0;1.0;2.0;7.0;7.0;1.0;17.0;36.0;5.0;8.0;4.0;0.0;0.0;1.0;18.0;62.0;114.0;22.0;-10.0;12.0;8.0;12.0;4.0;22.0;31.0;9.0;134.0
149;157 Vervaardiging van diervoeder;2005;15.0;48.0;45.0;45.0;43.0;2828.0;2800.0;2193.0;2191.0;2.0;607.0;494.0;113.0;545.0;503.0;463.0;32.0;8.0;0.0;42.0;39.0;1.0;0.0;2.0;28.0;1.0;40.0;40.0;1.0;0.0;15.0;0.0;10.0;2753.0;2191.0;1729.0;73.0;1731.0;76.0;373.0;15.0;372.0;14.0;89.0;44.0;45.0;226.0;177.0;22.0;25.0;3.0;265.0;28.0;13.0;3.0;2.0;11.0;31.0;7.0;10.0;10.0;1.0;1.0;2.0;45.0;13.0;31.0;0.0;20.0;3.0;5.0;6.0;1.0;1.0;4.0;1.0;32.0;1.0;29.0;1.0;37.0;18.0;2.0;6.0;5.0;6.0;6.0;32.0;1.0;3.0;7.0;8.0;1.0;13.0;34.0;5.0;9.0;3.0;1.0;1.0;1.0;15.0;71.0;75.0;22.0;-5.0;17.0;-2.0;7.0;10.0;8.0;18.0;10.0;75.0
150;1571 Vervaardiging van veevoeder;2000;15.0;44.0;42.0;42.0;40.0;2546.0;2533.0;2066.0;;;468.0;;;0.0;;;;;;;;;;;13.0;6.0;71.0;77.0;1.0;0.0;2.0;0.0;4.0;2511.0;2073.0;1563.0;63.0;1578.0;77.0;223.0;30.0;220.0;27.0;287.0;15.0;271.0;191.0;147.0;21.0;17.0;5.0;203.0;22.0;9.0;2.0;2.0;10.0;26.0;1.0;6.0;7.0;1.0;1.0;10.0;31.0;8.0;23.0;0.0;14.0;2.0;5.0;2.0;1.0;1.0;1.0;1.0;26.0;6.0;18.0;2.0;19.0;6.0;0.0;6.0;4.0;3.0;5.0;21.0;1.0;2.0;5.0;6.0;1.0;7.0;39.0;1.0;7.0;4.0;0.0;0.0;4.0;23.0;43.0;35.0;23.0;-7.0;16.0;2.0;6.0;4.0;-27.0;9.0;36.0;4.0
151;1571 Vervaardiging van veevoeder;2001;15.0;48.0;45.0;45.0;43.0;2946.0;2923.0;2162.0;2162.0;0.0;761.0;485.0;276.0;374.0;353.0;307.0;42.0;4.0;0.0;21.0;16.0;5.0;0.0;0.0;23.0;-9.0;116.0;107.0;1.0;3.0;11.0;0.0;16.0;2932.0;2462.0;1818.0;89.0;1817.0;88.0;405.0;27.0;412.0;34.0;239.0;40.0;198.0;205.0;163.0;22.0;17.0;4.0;210.0;23.0;13.0;0.0;2.0;9.0;20.0;3.0;6.0;6.0;1.0;1.0;4.0;38.0;13.0;25.0;0.0;16.0;2.0;7.0;3.0;1.0;1.0;1.0;1.0;29.0;1.0;25.0;3.0;21.0;6.0;0.0;7.0;4.0;3.0;7.0;25.0;1.0;2.0;7.0;9.0;1.0;6.0;31.0;1.0;10.0;5.0;1.0;1.0;0.0;13.0;54.0;14.0;31.0;-10.0;21.0;29.0;35.0;6.0;-7.0;10.0;16.0;26.0
152;1571 Vervaardiging van veevoeder;2002;15.0;44.0;42.0;42.0;40.0;2711.0;2693.0;2142.0;2142.0;0.0;551.0;216.0;335.0;470.0;448.0;393.0;55.0;0.0;0.0;22.0;16.0;6.0;0.0;0.0;18.0;-2.0;118.0;115.0;1.0;0.0;13.0;0.0;6.0;2672.0;2174.0;1733.0;92.0;1722.0;81.0;165.0;12.0;162.0;9.0;276.0;61.0;144.0;209.0;158.0;22.0;25.0;4.0;240.0;22.0;10.0;1.0;2.0;9.0;24.0;7.0;5.0;7.0;1.0;1.0;3.0;34.0;12.0;22.0;0.0;19.0;2.0;6.0;5.0;1.0;1.0;3.0;1.0;31.0;1.0;29.0;1.0;22.0;6.0;0.0;6.0;4.0;6.0;7.0;38.0;1.0;2.0;7.0;7.0;1.0;20.0;43.0;1.0;6.0;5.0;0.0;2.0;0.0;29.0;49.0;39.0;36.0;-15.0;21.0;30.0;44.0;14.0;-12.0;16.0;28.0;42.0
153;1571 Vervaardiging van veevoeder;2003;15.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;1571 Vervaardiging van veevoeder;2004;15.0;41.0;39.0;39.0;38.0;2534.0;2510.0;2031.0;2031.0;0.0;479.0;321.0;158.0;326.0;292.0;261.0;31.0;0.0;0.0;34.0;32.0;1.0;1.0;0.0;24.0;-2.0;18.0;17.0;1.0;0.0;15.0;0.0;9.0;2440.0;1990.0;1620.0;83.0;1605.0;68.0;282.0;13.0;283.0;14.0;88.0;53.0;35.0;191.0;148.0;18.0;22.0;3.0;209.0;20.0;7.0;2.0;1.0;9.0;26.0;6.0;9.0;9.0;1.0;1.0;2.0;34.0;10.0;24.0;0.0;18.0;2.0;5.0;5.0;1.0;1.0;3.0;1.0;28.0;1.0;26.0;1.0;19.0;5.0;0.0;5.0;4.0;5.0;6.0;31.0;1.0;2.0;6.0;7.0;1.0;15.0;27.0;1.0;6.0;3.0;0.0;0.0;1.0;16.0;50.0;94.0;20.0;-10.0;11.0;7.0;11.0;4.0;22.0;30.0;7.0;114.0
155;1571 Vervaardiging van veevoeder;2005;10.0;39.0;36.0;36.0;35.0;2401.0;2375.0;1858.0;1856.0;2.0;516.0;405.0;111.0;350.0;313.0;273.0;32.0;8.0;0.0;37.0;36.0;1.0;0.0;0.0;26.0;1.0;32.0;33.0;1.0;0.0;15.0;0.0;9.0;2346.0;1900.0;1484.0;66.0;1488.0;70.0;330.0;14.0;330.0;13.0;86.0;43.0;43.0;181.0;143.0;18.0;19.0;1.0;206.0;21.0;8.0;2.0;1.0;10.0;28.0;6.0;9.0;10.0;1.0;1.0;2.0;39.0;10.0;28.0;0.0;16.0;2.0;4.0;5.0;0.0;1.0;3.0;1.0;24.0;1.0;23.0;1.0;21.0;6.0;1.0;5.0;3.0;5.0;5.0;26.0;1.0;2.0;6.0;7.0;1.0;10.0;26.0;1.0;6.0;3.0;1.0;1.0;1.0;13.0;59.0;55.0;21.0;-4.0;16.0;-3.0;6.0;10.0;7.0;16.0;10.0;54.0
156;1572 Vervaardiging van voer voor..;2000;5.0;6.0;6.0;5.0;5.0;206.0;202.0;152.0;;;51.0;;;0.0;;;;;;;;;;;3.0;0.0;7.0;6.0;0.0;0.0;0.0;0.0;4.0;194.0;131.0;100.0;1.0;100.0;2.0;30.0;0.0;30.0;0.0;1.0;0.0;1.0;23.0;17.0;2.0;1.0;2.0;36.0;6.0;5.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;3.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;5.0;1.0;5.0;0.0;9.0;7.0;0.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;6.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;5.0;12.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0
157;1572 Vervaardiging van voer voor..;2001;5.0;9.0;9.0;8.0;7.0;314.0;310.0;255.0;255.0;0.0;55.0;54.0;1.0;152.0;151.0;151.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;4.0;-1.0;7.0;7.0;0.0;0.0;0.0;0.0;4.0;300.0;205.0;172.0;4.0;175.0;7.0;32.0;0.0;32.0;0.0;1.0;0.0;1.0;34.0;27.0;3.0;2.0;1.0;51.0;7.0;4.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;3.0;0.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;8.0;1.0;7.0;0.0;12.0;9.0;0.0;1.0;2.0;0.0;1.0;3.0;0.0;0.0;1.0;1.0;1.0;0.0;9.0;3.0;4.0;0.0;0.0;0.0;0.0;2.0;11.0;14.0;7.0;-7.0;0.0;0.0;0.0;0.0;-2.0;0.0;2.0;5.0
158;1572 Vervaardiging van voer voor..;2002;5.0;9.0;8.0;7.0;7.0;338.0;335.0;283.0;283.0;0.0;52.0;51.0;1.0;170.0;169.0;166.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;3.0;320.0;226.0;197.0;7.0;196.0;6.0;30.0;0.0;30.0;0.0;0.0;0.0;0.0;36.0;30.0;3.0;2.0;1.0;46.0;8.0;5.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;3.0;2.0;0.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;9.0;1.0;7.0;0.0;7.0;4.0;0.0;1.0;2.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;1.0;0.0;8.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;13.0;17.0;5.0;-4.0;0.0;0.0;0.0;0.0;-8.0;0.0;8.0;5.0
159;1572 Vervaardiging van voer voor..;2003;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;1572 Vervaardiging van voer voor..;2004;5.0;10.0;9.0;9.0;8.0;443.0;440.0;344.0;344.0;0.0;97.0;95.0;2.0;204.0;191.0;191.0;0.0;0.0;0.0;13.0;11.0;0.0;0.0;2.0;3.0;1.0;7.0;8.0;0.0;0.0;0.0;0.0;2.0;423.0;302.0;253.0;8.0;252.0;6.0;46.0;2.0;46.0;2.0;3.0;1.0;1.0;45.0;35.0;4.0;5.0;1.0;64.0;8.0;6.0;0.0;0.0;2.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;6.0;3.0;3.0;0.0;5.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;8.0;1.0;7.0;0.0;19.0;15.0;1.0;1.0;2.0;0.0;1.0;5.0;0.0;0.0;1.0;1.0;1.0;2.0;9.0;4.0;3.0;0.0;0.0;0.0;0.0;2.0;12.0;20.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;2.0;20.0
161;1572 Vervaardiging van voer voor..;2005;5.0;9.0;9.0;9.0;8.0;427.0;425.0;335.0;335.0;0.0;91.0;89.0;2.0;194.0;189.0;189.0;0.0;0.0;0.0;5.0;3.0;0.0;0.0;2.0;2.0;0.0;8.0;8.0;0.0;0.0;0.0;0.0;2.0;407.0;290.0;245.0;8.0;243.0;6.0;43.0;2.0;42.0;1.0;3.0;1.0;2.0;45.0;34.0;5.0;5.0;1.0;59.0;7.0;5.0;0.0;1.0;1.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;7.0;3.0;3.0;0.0;4.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;8.0;1.0;7.0;0.0;16.0;13.0;1.0;1.0;2.0;0.0;1.0;5.0;0.0;0.0;1.0;1.0;1.0;2.0;8.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;12.0;20.0;2.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;1.0;21.0
162;158 Vervaardiging van overige..;2000;75.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;158 Vervaardiging van overige..;2001;80.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;158 Vervaardiging van overige..;2002;90.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;158 Vervaardiging van overige..;2003;85.0;299.0;272.0;265.0;240.0;9353.0;9297.0;7825.0;7801.0;24.0;1473.0;1434.0;39.0;4142.0;3704.0;2352.0;1332.0;20.0;0.0;438.0;231.0;176.0;21.0;10.0;56.0;-16.0;995.0;978.0;1.0;2.0;26.0;1.0;41.0;8667.0;5478.0;4270.0;588.0;4198.0;517.0;1069.0;137.0;1076.0;145.0;139.0;127.0;13.0;1240.0;951.0;129.0;140.0;20.0;1522.0;239.0;158.0;17.0;15.0;48.0;45.0;26.0;4.0;7.0;1.0;1.0;6.0;125.0;64.0;45.0;16.0;128.0;50.0;22.0;28.0;10.0;4.0;11.0;3.0;155.0;16.0;124.0;15.0;391.0;258.0;37.0;26.0;31.0;39.0;19.0;140.0;3.0;13.0;25.0;61.0;7.0;32.0;280.0;25.0;125.0;15.0;1.0;46.0;3.0;66.0;429.0;687.0;184.0;-52.0;132.0;1.0;23.0;22.0;-80.0;31.0;111.0;555.0
