ID;Waterschapsheffingen;Waterschappen;Perioden;Begroting_1;Realisatie_2
329;Oninbare bedragen (-);Waterschap Rijn en IJssel (WS);2025;0.0;
330;Oninbare bedragen (-);Hhs Amstel, Gooi en Vecht (WS);2015;2.0;3.0
331;Oninbare bedragen (-);Hhs Amstel, Gooi en Vecht (WS);2016;2.0;2.0
332;Oninbare bedragen (-);Hhs Amstel, Gooi en Vecht (WS);2017;;
333;Oninbare bedragen (-);Hhs Amstel, Gooi en Vecht (WS);2018;;
334;Oninbare bedragen (-);Hhs Amstel, Gooi en Vecht (WS);2019;;
335;Oninbare bedragen (-);Hhs Amstel, Gooi en Vecht (WS);2020;;
336;Oninbare bedragen (-);Hhs Amstel, Gooi en Vecht (WS);2021;;
337;Oninbare bedragen (-);Hhs Amstel, Gooi en Vecht (WS);2022;;
338;Oninbare bedragen (-);Hhs Amstel, Gooi en Vecht (WS);2023;;
339;Oninbare bedragen (-);Hhs Amstel, Gooi en Vecht (WS);2024;;
340;Oninbare bedragen (-);Hhs Amstel, Gooi en Vecht (WS);2025;;
341;Oninbare bedragen (-);Hoogheemraadschap van Delfland (WS);2015;3.0;4.0
342;Oninbare bedragen (-);Hoogheemraadschap van Delfland (WS);2016;4.0;3.0
343;Oninbare bedragen (-);Hoogheemraadschap van Delfland (WS);2017;4.0;3.0
344;Oninbare bedragen (-);Hoogheemraadschap van Delfland (WS);2018;4.0;4.0
345;Oninbare bedragen (-);Hoogheemraadschap van Delfland (WS);2019;3.0;4.0
346;Oninbare bedragen (-);Hoogheemraadschap van Delfland (WS);2020;3.0;4.0
347;Oninbare bedragen (-);Hoogheemraadschap van Delfland (WS);2021;4.0;3.0
348;Oninbare bedragen (-);Hoogheemraadschap van Delfland (WS);2022;3.0;3.0
349;Oninbare bedragen (-);Hoogheemraadschap van Delfland (WS);2023;3.0;2.0
350;Oninbare bedragen (-);Hoogheemraadschap van Delfland (WS);2024;4.0;
351;Oninbare bedragen (-);Hoogheemraadschap van Delfland (WS);2025;4.0;
352;Oninbare bedragen (-);Waterschap De Dommel (WS);2015;;
353;Oninbare bedragen (-);Waterschap De Dommel (WS);2016;0.0;0.0
354;Oninbare bedragen (-);Waterschap De Dommel (WS);2017;0.0;0.0
355;Oninbare bedragen (-);Waterschap De Dommel (WS);2018;0.0;0.0
356;Oninbare bedragen (-);Waterschap De Dommel (WS);2019;0.0;0.0
357;Oninbare bedragen (-);Waterschap De Dommel (WS);2020;0.0;0.0
358;Oninbare bedragen (-);Waterschap De Dommel (WS);2021;0.0;0.0
359;Oninbare bedragen (-);Waterschap De Dommel (WS);2022;0.0;0.0
360;Oninbare bedragen (-);Waterschap De Dommel (WS);2023;0.0;0.0
361;Oninbare bedragen (-);Waterschap De Dommel (WS);2024;0.0;
362;Oninbare bedragen (-);Waterschap De Dommel (WS);2025;0.0;
363;Oninbare bedragen (-);Waterschap Roer en Overmaas (WS);2015;0.0;0.0
364;Oninbare bedragen (-);Waterschap Roer en Overmaas (WS);2016;0.0;0.0
365;Oninbare bedragen (-);Waterschap Roer en Overmaas (WS);2017;;
366;Oninbare bedragen (-);Waterschap Roer en Overmaas (WS);2018;;
367;Oninbare bedragen (-);Waterschap Roer en Overmaas (WS);2019;;
368;Oninbare bedragen (-);Waterschap Roer en Overmaas (WS);2020;;
369;Oninbare bedragen (-);Waterschap Roer en Overmaas (WS);2021;;
370;Oninbare bedragen (-);Waterschap Roer en Overmaas (WS);2022;;
371;Oninbare bedragen (-);Waterschap Roer en Overmaas (WS);2023;;
372;Oninbare bedragen (-);Waterschap Roer en Overmaas (WS);2024;;
373;Oninbare bedragen (-);Waterschap Roer en Overmaas (WS);2025;;
374;Oninbare bedragen (-);Hoogheemraadschap van Rijnland (WS);2015;1.0;1.0
375;Oninbare bedragen (-);Hoogheemraadschap van Rijnland (WS);2016;1.0;1.0
376;Oninbare bedragen (-);Hoogheemraadschap van Rijnland (WS);2017;1.0;1.0
377;Oninbare bedragen (-);Hoogheemraadschap van Rijnland (WS);2018;1.0;1.0
378;Oninbare bedragen (-);Hoogheemraadschap van Rijnland (WS);2019;1.0;1.0
379;Oninbare bedragen (-);Hoogheemraadschap van Rijnland (WS);2020;1.0;1.0
380;Oninbare bedragen (-);Hoogheemraadschap van Rijnland (WS);2021;1.0;1.0
381;Oninbare bedragen (-);Hoogheemraadschap van Rijnland (WS);2022;1.0;1.0
382;Oninbare bedragen (-);Hoogheemraadschap van Rijnland (WS);2023;1.0;1.0
383;Oninbare bedragen (-);Hoogheemraadschap van Rijnland (WS);2024;1.0;
384;Oninbare bedragen (-);Hoogheemraadschap van Rijnland (WS);2025;1.0;
385;Oninbare bedragen (-);Waterschap Rivierenland (WS);2015;1.0;1.0
386;Oninbare bedragen (-);Waterschap Rivierenland (WS);2016;1.0;1.0
387;Oninbare bedragen (-);Waterschap Rivierenland (WS);2017;1.0;1.0
388;Oninbare bedragen (-);Waterschap Rivierenland (WS);2018;1.0;1.0
389;Oninbare bedragen (-);Waterschap Rivierenland (WS);2019;1.0;1.0
390;Oninbare bedragen (-);Waterschap Rivierenland (WS);2020;1.0;0.0
391;Oninbare bedragen (-);Waterschap Rivierenland (WS);2021;1.0;1.0
392;Oninbare bedragen (-);Waterschap Rivierenland (WS);2022;1.0;1.0
393;Oninbare bedragen (-);Waterschap Rivierenland (WS);2023;1.0;5.0
394;Oninbare bedragen (-);Waterschap Rivierenland (WS);2024;1.0;
395;Oninbare bedragen (-);Waterschap Rivierenland (WS);2025;1.0;
396;Oninbare bedragen (-);Hhs De Stichtse Rijnlanden (WS);2015;1.0;1.0
397;Oninbare bedragen (-);Hhs De Stichtse Rijnlanden (WS);2016;1.0;0.0
398;Oninbare bedragen (-);Hhs De Stichtse Rijnlanden (WS);2017;1.0;1.0
399;Oninbare bedragen (-);Hhs De Stichtse Rijnlanden (WS);2018;1.0;0.0
400;Oninbare bedragen (-);Hhs De Stichtse Rijnlanden (WS);2019;0.0;0.0
401;Oninbare bedragen (-);Hhs De Stichtse Rijnlanden (WS);2020;0.0;0.0
402;Oninbare bedragen (-);Hhs De Stichtse Rijnlanden (WS);2021;0.0;0.0
403;Oninbare bedragen (-);Hhs De Stichtse Rijnlanden (WS);2022;0.0;1.0
404;Oninbare bedragen (-);Hhs De Stichtse Rijnlanden (WS);2023;0.0;0.0
405;Oninbare bedragen (-);Hhs De Stichtse Rijnlanden (WS);2024;0.0;
406;Oninbare bedragen (-);Hhs De Stichtse Rijnlanden (WS);2025;0.0;
407;Oninbare bedragen (-);Waterschap Peel en Maasvallei (WS);2015;0.0;0.0
408;Oninbare bedragen (-);Waterschap Peel en Maasvallei (WS);2016;0.0;0.0
409;Oninbare bedragen (-);Waterschap Peel en Maasvallei (WS);2017;;
410;Oninbare bedragen (-);Waterschap Peel en Maasvallei (WS);2018;;
411;Oninbare bedragen (-);Waterschap Peel en Maasvallei (WS);2019;;
412;Oninbare bedragen (-);Waterschap Peel en Maasvallei (WS);2020;;
413;Oninbare bedragen (-);Waterschap Peel en Maasvallei (WS);2021;;
414;Oninbare bedragen (-);Waterschap Peel en Maasvallei (WS);2022;;
415;Oninbare bedragen (-);Waterschap Peel en Maasvallei (WS);2023;;
416;Oninbare bedragen (-);Waterschap Peel en Maasvallei (WS);2024;;
417;Oninbare bedragen (-);Waterschap Peel en Maasvallei (WS);2025;;
418;Oninbare bedragen (-);Waterschap Hunze en Aa's (WS);2015;1.0;
419;Oninbare bedragen (-);Waterschap Hunze en Aa's (WS);2016;1.0;
420;Oninbare bedragen (-);Waterschap Hunze en Aa's (WS);2017;1.0;0.0
421;Oninbare bedragen (-);Waterschap Hunze en Aa's (WS);2018;1.0;0.0
422;Oninbare bedragen (-);Waterschap Hunze en Aa's (WS);2019;1.0;0.0
423;Oninbare bedragen (-);Waterschap Hunze en Aa's (WS);2020;1.0;0.0
424;Oninbare bedragen (-);Waterschap Hunze en Aa's (WS);2021;;1.0
425;Oninbare bedragen (-);Waterschap Hunze en Aa's (WS);2022;;0.0
426;Oninbare bedragen (-);Waterschap Hunze en Aa's (WS);2023;;0.0
427;Oninbare bedragen (-);Waterschap Hunze en Aa's (WS);2024;0.0;
428;Oninbare bedragen (-);Waterschap Hunze en Aa's (WS);2025;0.0;
429;Oninbare bedragen (-);Waterschap Noorderzijlvest (WS);2015;;0.0
430;Oninbare bedragen (-);Waterschap Noorderzijlvest (WS);2016;;0.0
431;Oninbare bedragen (-);Waterschap Noorderzijlvest (WS);2017;;0.0
432;Oninbare bedragen (-);Waterschap Noorderzijlvest (WS);2018;0.0;0.0
433;Oninbare bedragen (-);Waterschap Noorderzijlvest (WS);2019;0.0;0.0
434;Oninbare bedragen (-);Waterschap Noorderzijlvest (WS);2020;0.0;0.0
435;Oninbare bedragen (-);Waterschap Noorderzijlvest (WS);2021;1.0;0.0
436;Oninbare bedragen (-);Waterschap Noorderzijlvest (WS);2022;0.0;0.0
437;Oninbare bedragen (-);Waterschap Noorderzijlvest (WS);2023;1.0;0.0
438;Oninbare bedragen (-);Waterschap Noorderzijlvest (WS);2024;1.0;
439;Oninbare bedragen (-);Waterschap Noorderzijlvest (WS);2025;1.0;
440;Oninbare bedragen (-);Waterschap Reest en Wieden (WS);2015;;0.0
441;Oninbare bedragen (-);Waterschap Reest en Wieden (WS);2016;;
442;Oninbare bedragen (-);Waterschap Reest en Wieden (WS);2017;;
443;Oninbare bedragen (-);Waterschap Reest en Wieden (WS);2018;;
444;Oninbare bedragen (-);Waterschap Reest en Wieden (WS);2019;;
445;Oninbare bedragen (-);Waterschap Reest en Wieden (WS);2020;;
446;Oninbare bedragen (-);Waterschap Reest en Wieden (WS);2021;;
447;Oninbare bedragen (-);Waterschap Reest en Wieden (WS);2022;;
448;Oninbare bedragen (-);Waterschap Reest en Wieden (WS);2023;;
449;Oninbare bedragen (-);Waterschap Reest en Wieden (WS);2024;;
450;Oninbare bedragen (-);Waterschap Reest en Wieden (WS);2025;;
451;Oninbare bedragen (-);Waterschap Zuiderzeeland (WS);2015;0.0;
452;Oninbare bedragen (-);Waterschap Zuiderzeeland (WS);2016;0.0;
453;Oninbare bedragen (-);Waterschap Zuiderzeeland (WS);2017;0.0;1.0
454;Oninbare bedragen (-);Waterschap Zuiderzeeland (WS);2018;1.0;1.0
455;Oninbare bedragen (-);Waterschap Zuiderzeeland (WS);2019;1.0;0.0
456;Oninbare bedragen (-);Waterschap Zuiderzeeland (WS);2020;1.0;0.0
457;Oninbare bedragen (-);Waterschap Zuiderzeeland (WS);2021;1.0;0.0
458;Oninbare bedragen (-);Waterschap Zuiderzeeland (WS);2022;0.0;0.0
459;Oninbare bedragen (-);Waterschap Zuiderzeeland (WS);2023;0.0;0.0
460;Oninbare bedragen (-);Waterschap Zuiderzeeland (WS);2024;0.0;
461;Oninbare bedragen (-);Waterschap Zuiderzeeland (WS);2025;0.0;
462;Oninbare bedragen (-);Hhs Hollands Noorderkwartier (WS);2015;4.0;1.0
463;Oninbare bedragen (-);Hhs Hollands Noorderkwartier (WS);2016;4.0;1.0
464;Oninbare bedragen (-);Hhs Hollands Noorderkwartier (WS);2017;4.0;1.0
465;Oninbare bedragen (-);Hhs Hollands Noorderkwartier (WS);2018;1.0;1.0
466;Oninbare bedragen (-);Hhs Hollands Noorderkwartier (WS);2019;1.0;0.0
467;Oninbare bedragen (-);Hhs Hollands Noorderkwartier (WS);2020;1.0;1.0
468;Oninbare bedragen (-);Hhs Hollands Noorderkwartier (WS);2021;1.0;0.0
469;Oninbare bedragen (-);Hhs Hollands Noorderkwartier (WS);2022;1.0;0.0
470;Oninbare bedragen (-);Hhs Hollands Noorderkwartier (WS);2023;1.0;0.0
471;Oninbare bedragen (-);Hhs Hollands Noorderkwartier (WS);2024;1.0;
472;Oninbare bedragen (-);Hhs Hollands Noorderkwartier (WS);2025;1.0;
473;Oninbare bedragen (-);Waterschap Brabantse Delta (WS);2015;1.0;0.0
474;Oninbare bedragen (-);Waterschap Brabantse Delta (WS);2016;1.0;1.0
475;Oninbare bedragen (-);Waterschap Brabantse Delta (WS);2017;1.0;1.0
476;Oninbare bedragen (-);Waterschap Brabantse Delta (WS);2018;1.0;1.0
477;Oninbare bedragen (-);Waterschap Brabantse Delta (WS);2019;1.0;1.0
478;Oninbare bedragen (-);Waterschap Brabantse Delta (WS);2020;1.0;1.0
479;Oninbare bedragen (-);Waterschap Brabantse Delta (WS);2021;1.0;1.0
480;Oninbare bedragen (-);Waterschap Brabantse Delta (WS);2022;1.0;1.0
481;Oninbare bedragen (-);Waterschap Brabantse Delta (WS);2023;1.0;1.0
482;Oninbare bedragen (-);Waterschap Brabantse Delta (WS);2024;1.0;
483;Oninbare bedragen (-);Waterschap Brabantse Delta (WS);2025;1.0;
484;Oninbare bedragen (-);Wetterskip Fryslân (WS);2015;1.0;1.0
485;Oninbare bedragen (-);Wetterskip Fryslân (WS);2016;1.0;0.0
486;Oninbare bedragen (-);Wetterskip Fryslân (WS);2017;1.0;1.0
487;Oninbare bedragen (-);Wetterskip Fryslân (WS);2018;1.0;1.0
488;Oninbare bedragen (-);Wetterskip Fryslân (WS);2019;1.0;0.0
489;Oninbare bedragen (-);Wetterskip Fryslân (WS);2020;1.0;2.0
490;Oninbare bedragen (-);Wetterskip Fryslân (WS);2021;1.0;1.0
491;Oninbare bedragen (-);Wetterskip Fryslân (WS);2022;1.0;1.0
492;Oninbare bedragen (-);Wetterskip Fryslân (WS);2023;1.0;0.0
493;Oninbare bedragen (-);Wetterskip Fryslân (WS);2024;1.0;
494;Oninbare bedragen (-);Wetterskip Fryslân (WS);2025;1.0;
495;Oninbare bedragen (-);Waterschap Aa en Maas (WS);2015;1.0;0.0
496;Oninbare bedragen (-);Waterschap Aa en Maas (WS);2016;;1.0
497;Oninbare bedragen (-);Waterschap Aa en Maas (WS);2017;;1.0
498;Oninbare bedragen (-);Waterschap Aa en Maas (WS);2018;;1.0
499;Oninbare bedragen (-);Waterschap Aa en Maas (WS);2019;;0.0
500;Oninbare bedragen (-);Waterschap Aa en Maas (WS);2020;;0.0
501;Oninbare bedragen (-);Waterschap Aa en Maas (WS);2021;;0.0
502;Oninbare bedragen (-);Waterschap Aa en Maas (WS);2022;;0.0
503;Oninbare bedragen (-);Waterschap Aa en Maas (WS);2023;;0.0
504;Oninbare bedragen (-);Waterschap Aa en Maas (WS);2024;0.0;
505;Oninbare bedragen (-);Waterschap Aa en Maas (WS);2025;0.0;
506;Oninbare bedragen (-);Waterschap Hollandse Delta (WS);2015;2.0;2.0
507;Oninbare bedragen (-);Waterschap Hollandse Delta (WS);2016;4.0;1.0
508;Oninbare bedragen (-);Waterschap Hollandse Delta (WS);2017;4.0;1.0
509;Oninbare bedragen (-);Waterschap Hollandse Delta (WS);2018;2.0;1.0
510;Oninbare bedragen (-);Waterschap Hollandse Delta (WS);2019;2.0;1.0
511;Oninbare bedragen (-);Waterschap Hollandse Delta (WS);2020;2.0;1.0
512;Oninbare bedragen (-);Waterschap Hollandse Delta (WS);2021;3.0;1.0
513;Oninbare bedragen (-);Waterschap Hollandse Delta (WS);2022;1.0;1.0
514;Oninbare bedragen (-);Waterschap Hollandse Delta (WS);2023;1.0;1.0
515;Oninbare bedragen (-);Waterschap Hollandse Delta (WS);2024;2.0;
516;Oninbare bedragen (-);Waterschap Hollandse Delta (WS);2025;2.0;
517;Oninbare bedragen (-);Hhs van Schieland en Krimpenerwaard (WS);2015;1.0;1.0
518;Oninbare bedragen (-);Hhs van Schieland en Krimpenerwaard (WS);2016;1.0;1.0
519;Oninbare bedragen (-);Hhs van Schieland en Krimpenerwaard (WS);2017;2.0;1.0
520;Oninbare bedragen (-);Hhs van Schieland en Krimpenerwaard (WS);2018;1.0;1.0
521;Oninbare bedragen (-);Hhs van Schieland en Krimpenerwaard (WS);2019;1.0;1.0
522;Oninbare bedragen (-);Hhs van Schieland en Krimpenerwaard (WS);2020;1.0;1.0
523;Oninbare bedragen (-);Hhs van Schieland en Krimpenerwaard (WS);2021;1.0;1.0
524;Oninbare bedragen (-);Hhs van Schieland en Krimpenerwaard (WS);2022;1.0;1.0
525;Oninbare bedragen (-);Hhs van Schieland en Krimpenerwaard (WS);2023;2.0;1.0
526;Oninbare bedragen (-);Hhs van Schieland en Krimpenerwaard (WS);2024;2.0;
527;Oninbare bedragen (-);Hhs van Schieland en Krimpenerwaard (WS);2025;2.0;
528;Oninbare bedragen (-);Waterschap Scheldestromen (WS);2015;0.0;0.0
529;Oninbare bedragen (-);Waterschap Scheldestromen (WS);2016;0.0;0.0
530;Oninbare bedragen (-);Waterschap Scheldestromen (WS);2017;0.0;0.0
531;Oninbare bedragen (-);Waterschap Scheldestromen (WS);2018;0.0;1.0
532;Oninbare bedragen (-);Waterschap Scheldestromen (WS);2019;0.0;1.0
533;Oninbare bedragen (-);Waterschap Scheldestromen (WS);2020;0.0;1.0
534;Oninbare bedragen (-);Waterschap Scheldestromen (WS);2021;1.0;0.0
535;Oninbare bedragen (-);Waterschap Scheldestromen (WS);2022;1.0;0.0
536;Oninbare bedragen (-);Waterschap Scheldestromen (WS);2023;1.0;0.0
537;Oninbare bedragen (-);Waterschap Scheldestromen (WS);2024;0.0;
538;Oninbare bedragen (-);Waterschap Scheldestromen (WS);2025;0.0;
539;Oninbare bedragen (-);Waterschap Vallei en Veluwe (WS);2015;0.0;1.0
540;Oninbare bedragen (-);Waterschap Vallei en Veluwe (WS);2016;0.0;1.0
541;Oninbare bedragen (-);Waterschap Vallei en Veluwe (WS);2017;0.0;1.0
542;Oninbare bedragen (-);Waterschap Vallei en Veluwe (WS);2018;1.0;2.0
543;Oninbare bedragen (-);Waterschap Vallei en Veluwe (WS);2019;1.0;1.0
544;Oninbare bedragen (-);Waterschap Vallei en Veluwe (WS);2020;1.0;0.0
545;Oninbare bedragen (-);Waterschap Vallei en Veluwe (WS);2021;1.0;-3.0
546;Oninbare bedragen (-);Waterschap Vallei en Veluwe (WS);2022;0.0;1.0
547;Oninbare bedragen (-);Waterschap Vallei en Veluwe (WS);2023;0.0;0.0
548;Oninbare bedragen (-);Waterschap Vallei en Veluwe (WS);2024;1.0;
549;Oninbare bedragen (-);Waterschap Vallei en Veluwe (WS);2025;1.0;
550;Oninbare bedragen (-);Waterschap Vechtstromen (WS);2015;0.0;
551;Oninbare bedragen (-);Waterschap Vechtstromen (WS);2016;0.0;
552;Oninbare bedragen (-);Waterschap Vechtstromen (WS);2017;0.0;2.0
553;Oninbare bedragen (-);Waterschap Vechtstromen (WS);2018;1.0;1.0
554;Oninbare bedragen (-);Waterschap Vechtstromen (WS);2019;1.0;1.0
555;Oninbare bedragen (-);Waterschap Vechtstromen (WS);2020;1.0;
556;Oninbare bedragen (-);Waterschap Vechtstromen (WS);2021;1.0;
557;Oninbare bedragen (-);Waterschap Vechtstromen (WS);2022;1.0;0.0
558;Oninbare bedragen (-);Waterschap Vechtstromen (WS);2023;1.0;0.0
559;Oninbare bedragen (-);Waterschap Vechtstromen (WS);2024;1.0;
560;Oninbare bedragen (-);Waterschap Vechtstromen (WS);2025;1.0;
561;Oninbare bedragen (-);WS Drents Overijsselse Delta (WS);2015;;
562;Oninbare bedragen (-);WS Drents Overijsselse Delta (WS);2016;;1.0
563;Oninbare bedragen (-);WS Drents Overijsselse Delta (WS);2017;0.0;0.0
564;Oninbare bedragen (-);WS Drents Overijsselse Delta (WS);2018;0.0;1.0
565;Oninbare bedragen (-);WS Drents Overijsselse Delta (WS);2019;0.0;1.0
566;Oninbare bedragen (-);WS Drents Overijsselse Delta (WS);2020;0.0;0.0
567;Oninbare bedragen (-);WS Drents Overijsselse Delta (WS);2021;0.0;0.0
568;Oninbare bedragen (-);WS Drents Overijsselse Delta (WS);2022;0.0;0.0
569;Oninbare bedragen (-);WS Drents Overijsselse Delta (WS);2023;0.0;0.0
570;Oninbare bedragen (-);WS Drents Overijsselse Delta (WS);2024;0.0;
571;Oninbare bedragen (-);WS Drents Overijsselse Delta (WS);2025;0.0;
572;Oninbare bedragen (-);Waterschap Limburg (WS);2015;;
573;Oninbare bedragen (-);Waterschap Limburg (WS);2016;;
574;Oninbare bedragen (-);Waterschap Limburg (WS);2017;1.0;0.0
575;Oninbare bedragen (-);Waterschap Limburg (WS);2018;1.0;0.0
576;Oninbare bedragen (-);Waterschap Limburg (WS);2019;1.0;0.0
577;Oninbare bedragen (-);Waterschap Limburg (WS);2020;1.0;1.0
578;Oninbare bedragen (-);Waterschap Limburg (WS);2021;1.0;1.0
579;Oninbare bedragen (-);Waterschap Limburg (WS);2022;1.0;1.0
580;Oninbare bedragen (-);Waterschap Limburg (WS);2023;1.0;1.0
581;Oninbare bedragen (-);Waterschap Limburg (WS);2024;2.0;
582;Oninbare bedragen (-);Waterschap Limburg (WS);2025;2.0;
583;Oninbare bedragen (-);Waterschap Amstel, Gooi en Vecht (WS);2015;;
584;Oninbare bedragen (-);Waterschap Amstel, Gooi en Vecht (WS);2016;;
585;Oninbare bedragen (-);Waterschap Amstel, Gooi en Vecht (WS);2017;2.0;3.0
586;Oninbare bedragen (-);Waterschap Amstel, Gooi en Vecht (WS);2018;2.0;2.0
587;Oninbare bedragen (-);Waterschap Amstel, Gooi en Vecht (WS);2019;3.0;0.0
588;Oninbare bedragen (-);Waterschap Amstel, Gooi en Vecht (WS);2020;3.0;0.0
589;Oninbare bedragen (-);Waterschap Amstel, Gooi en Vecht (WS);2021;3.0;3.0
590;Oninbare bedragen (-);Waterschap Amstel, Gooi en Vecht (WS);2022;3.0;3.0
591;Oninbare bedragen (-);Waterschap Amstel, Gooi en Vecht (WS);2023;3.0;3.0
592;Oninbare bedragen (-);Waterschap Amstel, Gooi en Vecht (WS);2024;4.0;
593;Oninbare bedragen (-);Waterschap Amstel, Gooi en Vecht (WS);2025;5.0;
594;Kwijtscheldingen (-);Nederland;2015;86.0;95.0
595;Kwijtscheldingen (-);Nederland;2016;86.0;91.0
596;Kwijtscheldingen (-);Nederland;2017;81.0;89.0
597;Kwijtscheldingen (-);Nederland;2018;86.0;86.0
598;Kwijtscheldingen (-);Nederland;2019;89.0;84.0
599;Kwijtscheldingen (-);Nederland;2020;93.0;86.0
600;Kwijtscheldingen (-);Nederland;2021;99.0;87.0
601;Kwijtscheldingen (-);Nederland;2022;97.0;84.0
602;Kwijtscheldingen (-);Nederland;2023;101.0;81.0
603;Kwijtscheldingen (-);Nederland;2024;113.0;
604;Kwijtscheldingen (-);Nederland;2025;118.0;
605;Kwijtscheldingen (-);Waterschap Groot Salland (WS);2015;1.0;2.0
606;Kwijtscheldingen (-);Waterschap Groot Salland (WS);2016;;
607;Kwijtscheldingen (-);Waterschap Groot Salland (WS);2017;;
608;Kwijtscheldingen (-);Waterschap Groot Salland (WS);2018;;
609;Kwijtscheldingen (-);Waterschap Groot Salland (WS);2019;;
610;Kwijtscheldingen (-);Waterschap Groot Salland (WS);2020;;
611;Kwijtscheldingen (-);Waterschap Groot Salland (WS);2021;;
612;Kwijtscheldingen (-);Waterschap Groot Salland (WS);2022;;
613;Kwijtscheldingen (-);Waterschap Groot Salland (WS);2023;;
614;Kwijtscheldingen (-);Waterschap Groot Salland (WS);2024;;
615;Kwijtscheldingen (-);Waterschap Groot Salland (WS);2025;;
616;Kwijtscheldingen (-);Waterschap Rijn en IJssel (WS);2015;1.0;1.0
617;Kwijtscheldingen (-);Waterschap Rijn en IJssel (WS);2016;1.0;1.0
618;Kwijtscheldingen (-);Waterschap Rijn en IJssel (WS);2017;1.0;2.0
619;Kwijtscheldingen (-);Waterschap Rijn en IJssel (WS);2018;2.0;2.0
620;Kwijtscheldingen (-);Waterschap Rijn en IJssel (WS);2019;2.0;2.0
621;Kwijtscheldingen (-);Waterschap Rijn en IJssel (WS);2020;2.0;2.0
622;Kwijtscheldingen (-);Waterschap Rijn en IJssel (WS);2021;2.0;2.0
623;Kwijtscheldingen (-);Waterschap Rijn en IJssel (WS);2022;2.0;2.0
624;Kwijtscheldingen (-);Waterschap Rijn en IJssel (WS);2023;2.0;2.0
625;Kwijtscheldingen (-);Waterschap Rijn en IJssel (WS);2024;2.0;
626;Kwijtscheldingen (-);Waterschap Rijn en IJssel (WS);2025;2.0;
627;Kwijtscheldingen (-);Hhs Amstel, Gooi en Vecht (WS);2015;13.0;14.0
628;Kwijtscheldingen (-);Hhs Amstel, Gooi en Vecht (WS);2016;13.0;14.0
629;Kwijtscheldingen (-);Hhs Amstel, Gooi en Vecht (WS);2017;;
630;Kwijtscheldingen (-);Hhs Amstel, Gooi en Vecht (WS);2018;;
