ID;Waterschapsheffingen;Waterschappen;Perioden;Begroting_1;Realisatie_2
681;Kwijtscheldingen (-);Hoogheemraadschap van Rijnland (WS);2025;9.0;
682;Kwijtscheldingen (-);Waterschap Rivierenland (WS);2015;4.0;4.0
683;Kwijtscheldingen (-);Waterschap Rivierenland (WS);2016;4.0;5.0
684;Kwijtscheldingen (-);Waterschap Rivierenland (WS);2017;4.0;5.0
685;Kwijtscheldingen (-);Waterschap Rivierenland (WS);2018;5.0;6.0
686;Kwijtscheldingen (-);Waterschap Rivierenland (WS);2019;5.0;5.0
687;Kwijtscheldingen (-);Waterschap Rivierenland (WS);2020;6.0;5.0
688;Kwijtscheldingen (-);Waterschap Rivierenland (WS);2021;6.0;5.0
689;Kwijtscheldingen (-);Waterschap Rivierenland (WS);2022;6.0;5.0
690;Kwijtscheldingen (-);Waterschap Rivierenland (WS);2023;5.0;1.0
691;Kwijtscheldingen (-);Waterschap Rivierenland (WS);2024;5.0;
692;Kwijtscheldingen (-);Waterschap Rivierenland (WS);2025;6.0;
693;Kwijtscheldingen (-);Hhs De Stichtse Rijnlanden (WS);2015;4.0;5.0
694;Kwijtscheldingen (-);Hhs De Stichtse Rijnlanden (WS);2016;4.0;4.0
695;Kwijtscheldingen (-);Hhs De Stichtse Rijnlanden (WS);2017;5.0;5.0
696;Kwijtscheldingen (-);Hhs De Stichtse Rijnlanden (WS);2018;5.0;4.0
697;Kwijtscheldingen (-);Hhs De Stichtse Rijnlanden (WS);2019;4.0;5.0
698;Kwijtscheldingen (-);Hhs De Stichtse Rijnlanden (WS);2020;4.0;5.0
699;Kwijtscheldingen (-);Hhs De Stichtse Rijnlanden (WS);2021;5.0;5.0
700;Kwijtscheldingen (-);Hhs De Stichtse Rijnlanden (WS);2022;5.0;4.0
701;Kwijtscheldingen (-);Hhs De Stichtse Rijnlanden (WS);2023;5.0;5.0
702;Kwijtscheldingen (-);Hhs De Stichtse Rijnlanden (WS);2024;5.0;
703;Kwijtscheldingen (-);Hhs De Stichtse Rijnlanden (WS);2025;6.0;
704;Kwijtscheldingen (-);Waterschap Peel en Maasvallei (WS);2015;1.0;1.0
705;Kwijtscheldingen (-);Waterschap Peel en Maasvallei (WS);2016;1.0;1.0
706;Kwijtscheldingen (-);Waterschap Peel en Maasvallei (WS);2017;;
707;Kwijtscheldingen (-);Waterschap Peel en Maasvallei (WS);2018;;
708;Kwijtscheldingen (-);Waterschap Peel en Maasvallei (WS);2019;;
709;Kwijtscheldingen (-);Waterschap Peel en Maasvallei (WS);2020;;
710;Kwijtscheldingen (-);Waterschap Peel en Maasvallei (WS);2021;;
711;Kwijtscheldingen (-);Waterschap Peel en Maasvallei (WS);2022;;
712;Kwijtscheldingen (-);Waterschap Peel en Maasvallei (WS);2023;;
713;Kwijtscheldingen (-);Waterschap Peel en Maasvallei (WS);2024;;
714;Kwijtscheldingen (-);Waterschap Peel en Maasvallei (WS);2025;;
715;Kwijtscheldingen (-);Waterschap Hunze en Aa's (WS);2015;2.0;2.0
716;Kwijtscheldingen (-);Waterschap Hunze en Aa's (WS);2016;2.0;2.0
717;Kwijtscheldingen (-);Waterschap Hunze en Aa's (WS);2017;2.0;2.0
718;Kwijtscheldingen (-);Waterschap Hunze en Aa's (WS);2018;2.0;2.0
719;Kwijtscheldingen (-);Waterschap Hunze en Aa's (WS);2019;2.0;3.0
720;Kwijtscheldingen (-);Waterschap Hunze en Aa's (WS);2020;2.0;2.0
721;Kwijtscheldingen (-);Waterschap Hunze en Aa's (WS);2021;3.0;2.0
722;Kwijtscheldingen (-);Waterschap Hunze en Aa's (WS);2022;3.0;2.0
723;Kwijtscheldingen (-);Waterschap Hunze en Aa's (WS);2023;3.0;-2.0
724;Kwijtscheldingen (-);Waterschap Hunze en Aa's (WS);2024;3.0;
725;Kwijtscheldingen (-);Waterschap Hunze en Aa's (WS);2025;2.0;
726;Kwijtscheldingen (-);Waterschap Noorderzijlvest (WS);2015;2.0;2.0
727;Kwijtscheldingen (-);Waterschap Noorderzijlvest (WS);2016;3.0;2.0
728;Kwijtscheldingen (-);Waterschap Noorderzijlvest (WS);2017;3.0;2.0
729;Kwijtscheldingen (-);Waterschap Noorderzijlvest (WS);2018;2.0;2.0
730;Kwijtscheldingen (-);Waterschap Noorderzijlvest (WS);2019;2.0;3.0
731;Kwijtscheldingen (-);Waterschap Noorderzijlvest (WS);2020;2.0;3.0
732;Kwijtscheldingen (-);Waterschap Noorderzijlvest (WS);2021;3.0;3.0
733;Kwijtscheldingen (-);Waterschap Noorderzijlvest (WS);2022;3.0;2.0
734;Kwijtscheldingen (-);Waterschap Noorderzijlvest (WS);2023;4.0;3.0
735;Kwijtscheldingen (-);Waterschap Noorderzijlvest (WS);2024;4.0;
736;Kwijtscheldingen (-);Waterschap Noorderzijlvest (WS);2025;3.0;
737;Kwijtscheldingen (-);Waterschap Reest en Wieden (WS);2015;1.0;1.0
738;Kwijtscheldingen (-);Waterschap Reest en Wieden (WS);2016;;
739;Kwijtscheldingen (-);Waterschap Reest en Wieden (WS);2017;;
740;Kwijtscheldingen (-);Waterschap Reest en Wieden (WS);2018;;
741;Kwijtscheldingen (-);Waterschap Reest en Wieden (WS);2019;;
742;Kwijtscheldingen (-);Waterschap Reest en Wieden (WS);2020;;
743;Kwijtscheldingen (-);Waterschap Reest en Wieden (WS);2021;;
744;Kwijtscheldingen (-);Waterschap Reest en Wieden (WS);2022;;
745;Kwijtscheldingen (-);Waterschap Reest en Wieden (WS);2023;;
746;Kwijtscheldingen (-);Waterschap Reest en Wieden (WS);2024;;
747;Kwijtscheldingen (-);Waterschap Reest en Wieden (WS);2025;;
748;Kwijtscheldingen (-);Waterschap Zuiderzeeland (WS);2015;2.0;2.0
749;Kwijtscheldingen (-);Waterschap Zuiderzeeland (WS);2016;2.0;2.0
750;Kwijtscheldingen (-);Waterschap Zuiderzeeland (WS);2017;;2.0
751;Kwijtscheldingen (-);Waterschap Zuiderzeeland (WS);2018;2.0;2.0
752;Kwijtscheldingen (-);Waterschap Zuiderzeeland (WS);2019;2.0;2.0
753;Kwijtscheldingen (-);Waterschap Zuiderzeeland (WS);2020;2.0;2.0
754;Kwijtscheldingen (-);Waterschap Zuiderzeeland (WS);2021;2.0;2.0
755;Kwijtscheldingen (-);Waterschap Zuiderzeeland (WS);2022;2.0;2.0
756;Kwijtscheldingen (-);Waterschap Zuiderzeeland (WS);2023;2.0;2.0
757;Kwijtscheldingen (-);Waterschap Zuiderzeeland (WS);2024;2.0;
758;Kwijtscheldingen (-);Waterschap Zuiderzeeland (WS);2025;2.0;
759;Kwijtscheldingen (-);Hhs Hollands Noorderkwartier (WS);2015;6.0;6.0
760;Kwijtscheldingen (-);Hhs Hollands Noorderkwartier (WS);2016;6.0;6.0
761;Kwijtscheldingen (-);Hhs Hollands Noorderkwartier (WS);2017;6.0;6.0
762;Kwijtscheldingen (-);Hhs Hollands Noorderkwartier (WS);2018;6.0;6.0
763;Kwijtscheldingen (-);Hhs Hollands Noorderkwartier (WS);2019;6.0;6.0
764;Kwijtscheldingen (-);Hhs Hollands Noorderkwartier (WS);2020;6.0;6.0
765;Kwijtscheldingen (-);Hhs Hollands Noorderkwartier (WS);2021;6.0;5.0
766;Kwijtscheldingen (-);Hhs Hollands Noorderkwartier (WS);2022;6.0;5.0
767;Kwijtscheldingen (-);Hhs Hollands Noorderkwartier (WS);2023;6.0;5.0
768;Kwijtscheldingen (-);Hhs Hollands Noorderkwartier (WS);2024;6.0;
769;Kwijtscheldingen (-);Hhs Hollands Noorderkwartier (WS);2025;7.0;
770;Kwijtscheldingen (-);Waterschap Brabantse Delta (WS);2015;2.0;3.0
771;Kwijtscheldingen (-);Waterschap Brabantse Delta (WS);2016;3.0;3.0
772;Kwijtscheldingen (-);Waterschap Brabantse Delta (WS);2017;3.0;4.0
773;Kwijtscheldingen (-);Waterschap Brabantse Delta (WS);2018;3.0;3.0
774;Kwijtscheldingen (-);Waterschap Brabantse Delta (WS);2019;4.0;4.0
775;Kwijtscheldingen (-);Waterschap Brabantse Delta (WS);2020;4.0;4.0
776;Kwijtscheldingen (-);Waterschap Brabantse Delta (WS);2021;4.0;4.0
777;Kwijtscheldingen (-);Waterschap Brabantse Delta (WS);2022;4.0;4.0
778;Kwijtscheldingen (-);Waterschap Brabantse Delta (WS);2023;3.0;4.0
779;Kwijtscheldingen (-);Waterschap Brabantse Delta (WS);2024;5.0;
780;Kwijtscheldingen (-);Waterschap Brabantse Delta (WS);2025;4.0;
781;Kwijtscheldingen (-);Wetterskip Fryslân (WS);2015;3.0;3.0
782;Kwijtscheldingen (-);Wetterskip Fryslân (WS);2016;3.0;3.0
783;Kwijtscheldingen (-);Wetterskip Fryslân (WS);2017;3.0;3.0
784;Kwijtscheldingen (-);Wetterskip Fryslân (WS);2018;3.0;3.0
785;Kwijtscheldingen (-);Wetterskip Fryslân (WS);2019;3.0;4.0
786;Kwijtscheldingen (-);Wetterskip Fryslân (WS);2020;3.0;3.0
787;Kwijtscheldingen (-);Wetterskip Fryslân (WS);2021;4.0;4.0
788;Kwijtscheldingen (-);Wetterskip Fryslân (WS);2022;3.0;3.0
789;Kwijtscheldingen (-);Wetterskip Fryslân (WS);2023;4.0;3.0
790;Kwijtscheldingen (-);Wetterskip Fryslân (WS);2024;4.0;
791;Kwijtscheldingen (-);Wetterskip Fryslân (WS);2025;4.0;
792;Kwijtscheldingen (-);Waterschap Aa en Maas (WS);2015;2.0;2.0
793;Kwijtscheldingen (-);Waterschap Aa en Maas (WS);2016;2.0;2.0
794;Kwijtscheldingen (-);Waterschap Aa en Maas (WS);2017;2.0;2.0
795;Kwijtscheldingen (-);Waterschap Aa en Maas (WS);2018;2.0;2.0
796;Kwijtscheldingen (-);Waterschap Aa en Maas (WS);2019;2.0;2.0
797;Kwijtscheldingen (-);Waterschap Aa en Maas (WS);2020;2.0;2.0
798;Kwijtscheldingen (-);Waterschap Aa en Maas (WS);2021;2.0;2.0
799;Kwijtscheldingen (-);Waterschap Aa en Maas (WS);2022;2.0;2.0
800;Kwijtscheldingen (-);Waterschap Aa en Maas (WS);2023;2.0;2.0
801;Kwijtscheldingen (-);Waterschap Aa en Maas (WS);2024;2.0;
802;Kwijtscheldingen (-);Waterschap Aa en Maas (WS);2025;2.0;
803;Kwijtscheldingen (-);Waterschap Hollandse Delta (WS);2015;7.0;8.0
804;Kwijtscheldingen (-);Waterschap Hollandse Delta (WS);2016;7.0;8.0
805;Kwijtscheldingen (-);Waterschap Hollandse Delta (WS);2017;8.0;8.0
806;Kwijtscheldingen (-);Waterschap Hollandse Delta (WS);2018;8.0;8.0
807;Kwijtscheldingen (-);Waterschap Hollandse Delta (WS);2019;9.0;8.0
808;Kwijtscheldingen (-);Waterschap Hollandse Delta (WS);2020;9.0;8.0
809;Kwijtscheldingen (-);Waterschap Hollandse Delta (WS);2021;9.0;9.0
810;Kwijtscheldingen (-);Waterschap Hollandse Delta (WS);2022;9.0;8.0
811;Kwijtscheldingen (-);Waterschap Hollandse Delta (WS);2023;10.0;8.0
812;Kwijtscheldingen (-);Waterschap Hollandse Delta (WS);2024;9.0;
813;Kwijtscheldingen (-);Waterschap Hollandse Delta (WS);2025;10.0;
814;Kwijtscheldingen (-);Hhs van Schieland en Krimpenerwaard (WS);2015;5.0;5.0
815;Kwijtscheldingen (-);Hhs van Schieland en Krimpenerwaard (WS);2016;5.0;5.0
816;Kwijtscheldingen (-);Hhs van Schieland en Krimpenerwaard (WS);2017;2.0;2.0
817;Kwijtscheldingen (-);Hhs van Schieland en Krimpenerwaard (WS);2018;3.0;3.0
818;Kwijtscheldingen (-);Hhs van Schieland en Krimpenerwaard (WS);2019;3.0;3.0
819;Kwijtscheldingen (-);Hhs van Schieland en Krimpenerwaard (WS);2020;3.0;3.0
820;Kwijtscheldingen (-);Hhs van Schieland en Krimpenerwaard (WS);2021;3.0;2.0
821;Kwijtscheldingen (-);Hhs van Schieland en Krimpenerwaard (WS);2022;3.0;2.0
822;Kwijtscheldingen (-);Hhs van Schieland en Krimpenerwaard (WS);2023;3.0;2.0
823;Kwijtscheldingen (-);Hhs van Schieland en Krimpenerwaard (WS);2024;3.0;
824;Kwijtscheldingen (-);Hhs van Schieland en Krimpenerwaard (WS);2025;4.0;
825;Kwijtscheldingen (-);Waterschap Scheldestromen (WS);2015;1.0;1.0
826;Kwijtscheldingen (-);Waterschap Scheldestromen (WS);2016;1.0;1.0
827;Kwijtscheldingen (-);Waterschap Scheldestromen (WS);2017;1.0;2.0
828;Kwijtscheldingen (-);Waterschap Scheldestromen (WS);2018;1.0;1.0
829;Kwijtscheldingen (-);Waterschap Scheldestromen (WS);2019;1.0;2.0
830;Kwijtscheldingen (-);Waterschap Scheldestromen (WS);2020;2.0;2.0
831;Kwijtscheldingen (-);Waterschap Scheldestromen (WS);2021;2.0;2.0
832;Kwijtscheldingen (-);Waterschap Scheldestromen (WS);2022;2.0;2.0
833;Kwijtscheldingen (-);Waterschap Scheldestromen (WS);2023;2.0;2.0
834;Kwijtscheldingen (-);Waterschap Scheldestromen (WS);2024;2.0;
835;Kwijtscheldingen (-);Waterschap Scheldestromen (WS);2025;2.0;
836;Kwijtscheldingen (-);Waterschap Vallei en Veluwe (WS);2015;2.0;2.0
837;Kwijtscheldingen (-);Waterschap Vallei en Veluwe (WS);2016;2.0;2.0
838;Kwijtscheldingen (-);Waterschap Vallei en Veluwe (WS);2017;2.0;3.0
839;Kwijtscheldingen (-);Waterschap Vallei en Veluwe (WS);2018;2.0;2.0
840;Kwijtscheldingen (-);Waterschap Vallei en Veluwe (WS);2019;2.0;3.0
841;Kwijtscheldingen (-);Waterschap Vallei en Veluwe (WS);2020;2.0;3.0
842;Kwijtscheldingen (-);Waterschap Vallei en Veluwe (WS);2021;3.0;3.0
843;Kwijtscheldingen (-);Waterschap Vallei en Veluwe (WS);2022;3.0;3.0
844;Kwijtscheldingen (-);Waterschap Vallei en Veluwe (WS);2023;3.0;3.0
845;Kwijtscheldingen (-);Waterschap Vallei en Veluwe (WS);2024;4.0;
846;Kwijtscheldingen (-);Waterschap Vallei en Veluwe (WS);2025;4.0;
847;Kwijtscheldingen (-);Waterschap Vechtstromen (WS);2015;4.0;4.0
848;Kwijtscheldingen (-);Waterschap Vechtstromen (WS);2016;4.0;3.0
849;Kwijtscheldingen (-);Waterschap Vechtstromen (WS);2017;4.0;5.0
850;Kwijtscheldingen (-);Waterschap Vechtstromen (WS);2018;4.0;4.0
851;Kwijtscheldingen (-);Waterschap Vechtstromen (WS);2019;4.0;5.0
852;Kwijtscheldingen (-);Waterschap Vechtstromen (WS);2020;4.0;4.0
853;Kwijtscheldingen (-);Waterschap Vechtstromen (WS);2021;5.0;4.0
854;Kwijtscheldingen (-);Waterschap Vechtstromen (WS);2022;4.0;4.0
855;Kwijtscheldingen (-);Waterschap Vechtstromen (WS);2023;5.0;4.0
856;Kwijtscheldingen (-);Waterschap Vechtstromen (WS);2024;5.0;
857;Kwijtscheldingen (-);Waterschap Vechtstromen (WS);2025;5.0;
858;Kwijtscheldingen (-);WS Drents Overijsselse Delta (WS);2015;;
859;Kwijtscheldingen (-);WS Drents Overijsselse Delta (WS);2016;2.0;3.0
860;Kwijtscheldingen (-);WS Drents Overijsselse Delta (WS);2017;3.0;3.0
861;Kwijtscheldingen (-);WS Drents Overijsselse Delta (WS);2018;2.0;3.0
862;Kwijtscheldingen (-);WS Drents Overijsselse Delta (WS);2019;3.0;3.0
863;Kwijtscheldingen (-);WS Drents Overijsselse Delta (WS);2020;3.0;3.0
864;Kwijtscheldingen (-);WS Drents Overijsselse Delta (WS);2021;3.0;3.0
865;Kwijtscheldingen (-);WS Drents Overijsselse Delta (WS);2022;3.0;2.0
866;Kwijtscheldingen (-);WS Drents Overijsselse Delta (WS);2023;3.0;3.0
867;Kwijtscheldingen (-);WS Drents Overijsselse Delta (WS);2024;3.0;
868;Kwijtscheldingen (-);WS Drents Overijsselse Delta (WS);2025;3.0;
869;Kwijtscheldingen (-);Waterschap Limburg (WS);2015;;
870;Kwijtscheldingen (-);Waterschap Limburg (WS);2016;;
871;Kwijtscheldingen (-);Waterschap Limburg (WS);2017;5.0;5.0
872;Kwijtscheldingen (-);Waterschap Limburg (WS);2018;6.0;5.0
873;Kwijtscheldingen (-);Waterschap Limburg (WS);2019;5.0;5.0
874;Kwijtscheldingen (-);Waterschap Limburg (WS);2020;6.0;6.0
875;Kwijtscheldingen (-);Waterschap Limburg (WS);2021;6.0;6.0
876;Kwijtscheldingen (-);Waterschap Limburg (WS);2022;7.0;6.0
877;Kwijtscheldingen (-);Waterschap Limburg (WS);2023;7.0;5.0
878;Kwijtscheldingen (-);Waterschap Limburg (WS);2024;8.0;
879;Kwijtscheldingen (-);Waterschap Limburg (WS);2025;9.0;
880;Kwijtscheldingen (-);Waterschap Amstel, Gooi en Vecht (WS);2015;;
881;Kwijtscheldingen (-);Waterschap Amstel, Gooi en Vecht (WS);2016;;
882;Kwijtscheldingen (-);Waterschap Amstel, Gooi en Vecht (WS);2017;14.0;14.0
883;Kwijtscheldingen (-);Waterschap Amstel, Gooi en Vecht (WS);2018;14.0;14.0
884;Kwijtscheldingen (-);Waterschap Amstel, Gooi en Vecht (WS);2019;15.0;8.0
885;Kwijtscheldingen (-);Waterschap Amstel, Gooi en Vecht (WS);2020;16.0;10.0
886;Kwijtscheldingen (-);Waterschap Amstel, Gooi en Vecht (WS);2021;14.0;13.0
887;Kwijtscheldingen (-);Waterschap Amstel, Gooi en Vecht (WS);2022;14.0;14.0
888;Kwijtscheldingen (-);Waterschap Amstel, Gooi en Vecht (WS);2023;16.0;16.0
889;Kwijtscheldingen (-);Waterschap Amstel, Gooi en Vecht (WS);2024;21.0;
890;Kwijtscheldingen (-);Waterschap Amstel, Gooi en Vecht (WS);2025;24.0;
891;Netto waterschapsheffingen;Nederland;2015;2538.0;2542.0
892;Netto waterschapsheffingen;Nederland;2016;2587.0;2609.0
893;Netto waterschapsheffingen;Nederland;2017;2639.0;2666.0
894;Netto waterschapsheffingen;Nederland;2018;2707.0;2756.0
895;Netto waterschapsheffingen;Nederland;2019;2795.0;2854.0
896;Netto waterschapsheffingen;Nederland;2020;2926.0;2955.0
897;Netto waterschapsheffingen;Nederland;2021;3017.0;3064.0
898;Netto waterschapsheffingen;Nederland;2022;3134.0;3180.0
899;Netto waterschapsheffingen;Nederland;2023;3395.0;3450.0
900;Netto waterschapsheffingen;Nederland;2024;3816.0;
901;Netto waterschapsheffingen;Nederland;2025;4129.0;
902;Netto waterschapsheffingen;Waterschap Groot Salland (WS);2015;65.0;64.0
903;Netto waterschapsheffingen;Waterschap Groot Salland (WS);2016;;
904;Netto waterschapsheffingen;Waterschap Groot Salland (WS);2017;;
905;Netto waterschapsheffingen;Waterschap Groot Salland (WS);2018;;
906;Netto waterschapsheffingen;Waterschap Groot Salland (WS);2019;;
907;Netto waterschapsheffingen;Waterschap Groot Salland (WS);2020;;
908;Netto waterschapsheffingen;Waterschap Groot Salland (WS);2021;;
909;Netto waterschapsheffingen;Waterschap Groot Salland (WS);2022;;
910;Netto waterschapsheffingen;Waterschap Groot Salland (WS);2023;;
911;Netto waterschapsheffingen;Waterschap Groot Salland (WS);2024;;
912;Netto waterschapsheffingen;Waterschap Groot Salland (WS);2025;;
913;Netto waterschapsheffingen;Waterschap Rijn en IJssel (WS);2015;80.0;79.0
914;Netto waterschapsheffingen;Waterschap Rijn en IJssel (WS);2016;81.0;84.0
915;Netto waterschapsheffingen;Waterschap Rijn en IJssel (WS);2017;85.0;84.0
916;Netto waterschapsheffingen;Waterschap Rijn en IJssel (WS);2018;90.0;90.0
917;Netto waterschapsheffingen;Waterschap Rijn en IJssel (WS);2019;96.0;98.0
918;Netto waterschapsheffingen;Waterschap Rijn en IJssel (WS);2020;101.0;97.0
919;Netto waterschapsheffingen;Waterschap Rijn en IJssel (WS);2021;104.0;105.0
920;Netto waterschapsheffingen;Waterschap Rijn en IJssel (WS);2022;110.0;114.0
921;Netto waterschapsheffingen;Waterschap Rijn en IJssel (WS);2023;121.0;127.0
922;Netto waterschapsheffingen;Waterschap Rijn en IJssel (WS);2024;132.0;
923;Netto waterschapsheffingen;Waterschap Rijn en IJssel (WS);2025;139.0;
924;Netto waterschapsheffingen;Hhs Amstel, Gooi en Vecht (WS);2015;169.0;167.0
925;Netto waterschapsheffingen;Hhs Amstel, Gooi en Vecht (WS);2016;171.0;172.0
926;Netto waterschapsheffingen;Hhs Amstel, Gooi en Vecht (WS);2017;;
927;Netto waterschapsheffingen;Hhs Amstel, Gooi en Vecht (WS);2018;;
928;Netto waterschapsheffingen;Hhs Amstel, Gooi en Vecht (WS);2019;;
929;Netto waterschapsheffingen;Hhs Amstel, Gooi en Vecht (WS);2020;;
930;Netto waterschapsheffingen;Hhs Amstel, Gooi en Vecht (WS);2021;;
931;Netto waterschapsheffingen;Hhs Amstel, Gooi en Vecht (WS);2022;;
932;Netto waterschapsheffingen;Hhs Amstel, Gooi en Vecht (WS);2023;;
933;Netto waterschapsheffingen;Hhs Amstel, Gooi en Vecht (WS);2024;;
934;Netto waterschapsheffingen;Hhs Amstel, Gooi en Vecht (WS);2025;;
935;Netto waterschapsheffingen;Hoogheemraadschap van Delfland (WS);2015;208.0;212.0
936;Netto waterschapsheffingen;Hoogheemraadschap van Delfland (WS);2016;216.0;219.0
937;Netto waterschapsheffingen;Hoogheemraadschap van Delfland (WS);2017;224.0;224.0
938;Netto waterschapsheffingen;Hoogheemraadschap van Delfland (WS);2018;228.0;230.0
939;Netto waterschapsheffingen;Hoogheemraadschap van Delfland (WS);2019;231.0;234.0
940;Netto waterschapsheffingen;Hoogheemraadschap van Delfland (WS);2020;234.0;239.0
941;Netto waterschapsheffingen;Hoogheemraadschap van Delfland (WS);2021;235.0;236.0
942;Netto waterschapsheffingen;Hoogheemraadschap van Delfland (WS);2022;240.0;243.0
943;Netto waterschapsheffingen;Hoogheemraadschap van Delfland (WS);2023;265.0;270.0
944;Netto waterschapsheffingen;Hoogheemraadschap van Delfland (WS);2024;287.0;
945;Netto waterschapsheffingen;Hoogheemraadschap van Delfland (WS);2025;300.0;
946;Netto waterschapsheffingen;Waterschap De Dommel (WS);2015;;
947;Netto waterschapsheffingen;Waterschap De Dommel (WS);2016;98.0;98.0
948;Netto waterschapsheffingen;Waterschap De Dommel (WS);2017;99.0;100.0
949;Netto waterschapsheffingen;Waterschap De Dommel (WS);2018;102.0;105.0
950;Netto waterschapsheffingen;Waterschap De Dommel (WS);2019;108.0;109.0
951;Netto waterschapsheffingen;Waterschap De Dommel (WS);2020;112.0;109.0
952;Netto waterschapsheffingen;Waterschap De Dommel (WS);2021;116.0;114.0
953;Netto waterschapsheffingen;Waterschap De Dommel (WS);2022;121.0;122.0
954;Netto waterschapsheffingen;Waterschap De Dommel (WS);2023;129.0;131.0
955;Netto waterschapsheffingen;Waterschap De Dommel (WS);2024;144.0;
956;Netto waterschapsheffingen;Waterschap De Dommel (WS);2025;157.0;
957;Netto waterschapsheffingen;Waterschap Roer en Overmaas (WS);2015;75.0;76.0
958;Netto waterschapsheffingen;Waterschap Roer en Overmaas (WS);2016;75.0;75.0
959;Netto waterschapsheffingen;Waterschap Roer en Overmaas (WS);2017;;
960;Netto waterschapsheffingen;Waterschap Roer en Overmaas (WS);2018;;
961;Netto waterschapsheffingen;Waterschap Roer en Overmaas (WS);2019;;
962;Netto waterschapsheffingen;Waterschap Roer en Overmaas (WS);2020;;
963;Netto waterschapsheffingen;Waterschap Roer en Overmaas (WS);2021;;
964;Netto waterschapsheffingen;Waterschap Roer en Overmaas (WS);2022;;
965;Netto waterschapsheffingen;Waterschap Roer en Overmaas (WS);2023;;
966;Netto waterschapsheffingen;Waterschap Roer en Overmaas (WS);2024;;
967;Netto waterschapsheffingen;Waterschap Roer en Overmaas (WS);2025;;
968;Netto waterschapsheffingen;Hoogheemraadschap van Rijnland (WS);2015;172.0;170.0
969;Netto waterschapsheffingen;Hoogheemraadschap van Rijnland (WS);2016;180.0;181.0
970;Netto waterschapsheffingen;Hoogheemraadschap van Rijnland (WS);2017;189.0;192.0
971;Netto waterschapsheffingen;Hoogheemraadschap van Rijnland (WS);2018;193.0;196.0
972;Netto waterschapsheffingen;Hoogheemraadschap van Rijnland (WS);2019;196.0;203.0
973;Netto waterschapsheffingen;Hoogheemraadschap van Rijnland (WS);2020;206.0;206.0
974;Netto waterschapsheffingen;Hoogheemraadschap van Rijnland (WS);2021;215.0;218.0
975;Netto waterschapsheffingen;Hoogheemraadschap van Rijnland (WS);2022;219.0;222.0
976;Netto waterschapsheffingen;Hoogheemraadschap van Rijnland (WS);2023;229.0;234.0
977;Netto waterschapsheffingen;Hoogheemraadschap van Rijnland (WS);2024;264.0;
978;Netto waterschapsheffingen;Hoogheemraadschap van Rijnland (WS);2025;303.0;
979;Netto waterschapsheffingen;Waterschap Rivierenland (WS);2015;155.0;156.0
980;Netto waterschapsheffingen;Waterschap Rivierenland (WS);2016;159.0;161.0
981;Netto waterschapsheffingen;Waterschap Rivierenland (WS);2017;163.0;164.0
982;Netto waterschapsheffingen;Waterschap Rivierenland (WS);2018;168.0;170.0
983;Netto waterschapsheffingen;Waterschap Rivierenland (WS);2019;177.0;176.0
984;Netto waterschapsheffingen;Waterschap Rivierenland (WS);2020;187.0;190.0
985;Netto waterschapsheffingen;Waterschap Rivierenland (WS);2021;195.0;198.0
986;Netto waterschapsheffingen;Waterschap Rivierenland (WS);2022;204.0;208.0
987;Netto waterschapsheffingen;Waterschap Rivierenland (WS);2023;221.0;226.0
988;Netto waterschapsheffingen;Waterschap Rivierenland (WS);2024;237.0;
989;Netto waterschapsheffingen;Waterschap Rivierenland (WS);2025;248.0;
990;Netto waterschapsheffingen;Hhs De Stichtse Rijnlanden (WS);2015;107.0;106.0
991;Netto waterschapsheffingen;Hhs De Stichtse Rijnlanden (WS);2016;110.0;111.0
992;Netto waterschapsheffingen;Hhs De Stichtse Rijnlanden (WS);2017;113.0;115.0
993;Netto waterschapsheffingen;Hhs De Stichtse Rijnlanden (WS);2018;119.0;123.0
994;Netto waterschapsheffingen;Hhs De Stichtse Rijnlanden (WS);2019;125.0;125.0
995;Netto waterschapsheffingen;Hhs De Stichtse Rijnlanden (WS);2020;129.0;131.0
996;Netto waterschapsheffingen;Hhs De Stichtse Rijnlanden (WS);2021;133.0;134.0
997;Netto waterschapsheffingen;Hhs De Stichtse Rijnlanden (WS);2022;138.0;139.0
998;Netto waterschapsheffingen;Hhs De Stichtse Rijnlanden (WS);2023;146.0;143.0
999;Netto waterschapsheffingen;Hhs De Stichtse Rijnlanden (WS);2024;157.0;
1000;Netto waterschapsheffingen;Hhs De Stichtse Rijnlanden (WS);2025;171.0;
1001;Netto waterschapsheffingen;Waterschap Peel en Maasvallei (WS);2015;53.0;53.0
1002;Netto waterschapsheffingen;Waterschap Peel en Maasvallei (WS);2016;52.0;52.0
1003;Netto waterschapsheffingen;Waterschap Peel en Maasvallei (WS);2017;;
1004;Netto waterschapsheffingen;Waterschap Peel en Maasvallei (WS);2018;;
1005;Netto waterschapsheffingen;Waterschap Peel en Maasvallei (WS);2019;;
1006;Netto waterschapsheffingen;Waterschap Peel en Maasvallei (WS);2020;;
1007;Netto waterschapsheffingen;Waterschap Peel en Maasvallei (WS);2021;;
1008;Netto waterschapsheffingen;Waterschap Peel en Maasvallei (WS);2022;;
1009;Netto waterschapsheffingen;Waterschap Peel en Maasvallei (WS);2023;;
1010;Netto waterschapsheffingen;Waterschap Peel en Maasvallei (WS);2024;;
1011;Netto waterschapsheffingen;Waterschap Peel en Maasvallei (WS);2025;;
1012;Netto waterschapsheffingen;Waterschap Hunze en Aa's (WS);2015;80.0;82.0
