ID;ProvincialTasks;Regions;Periods;Revenues_1;Expenditure_2;Balance_3;Revenues_4;Expenditure_5;Balance_6
2208;Cabinet Affairs;Drenthe (PV);2020;0.0;0.2;-0.2;0;0;0
2209;Cabinet Affairs;Drenthe (PV);2021;0.0;0.2;-0.2;0;0;0
2210;Cabinet Affairs;Drenthe (PV);2022;0.0;0.2;-0.2;0;0;0
2211;Cabinet Affairs;Drenthe (PV);2023;0.0;0.2;-0.2;0;0;0
2212;Cabinet Affairs;Drenthe (PV);2024;0.0;0.2;-0.2;0;0;0
2213;Cabinet Affairs;Drenthe (PV);2025;0.0;0.2;-0.2;0;0;0
2214;Cabinet Affairs;Overijssel (PV);2017;0.0;1.8;-1.7;0;2;-2
2215;Cabinet Affairs;Overijssel (PV);2018;0.0;3.0;-3.0;0;3;-3
2216;Cabinet Affairs;Overijssel (PV);2019;0.0;2.1;-2.1;0;2;-2
2217;Cabinet Affairs;Overijssel (PV);2020;0.0;1.2;-1.2;0;1;-1
2218;Cabinet Affairs;Overijssel (PV);2021;0.0;0.8;-0.8;0;1;-1
2219;Cabinet Affairs;Overijssel (PV);2022;0.0;0.8;-0.8;0;1;-1
2220;Cabinet Affairs;Overijssel (PV);2023;0.0;1.3;-1.3;0;1;-1
2221;Cabinet Affairs;Overijssel (PV);2024;0.0;1.0;-1.0;0;1;-1
2222;Cabinet Affairs;Overijssel (PV);2025;0.0;1.3;-1.3;0;1;-1
2223;Cabinet Affairs;Flevoland (PV);2017;0.0;0.0;0.0;0;0;0
2224;Cabinet Affairs;Flevoland (PV);2018;0.0;0.0;0.0;0;0;0
2225;Cabinet Affairs;Flevoland (PV);2019;0.0;0.0;0.0;0;0;0
2226;Cabinet Affairs;Flevoland (PV);2020;0.0;0.1;-0.1;0;0;0
2227;Cabinet Affairs;Flevoland (PV);2021;0.0;0.1;-0.1;0;0;0
2228;Cabinet Affairs;Flevoland (PV);2022;0.0;0.1;-0.1;0;0;0
2229;Cabinet Affairs;Flevoland (PV);2023;0.0;0.1;-0.1;0;0;0
2230;Cabinet Affairs;Flevoland (PV);2024;0.0;0.1;-0.1;0;0;0
2231;Cabinet Affairs;Flevoland (PV);2025;0.0;0.0;0.0;0;0;0
2232;Cabinet Affairs;Gelderland (PV);2017;0.0;0.8;-0.8;0;0;0
2233;Cabinet Affairs;Gelderland (PV);2018;0.0;0.8;-0.8;0;0;0
2234;Cabinet Affairs;Gelderland (PV);2019;0.0;0.8;-0.8;0;0;0
2235;Cabinet Affairs;Gelderland (PV);2020;0.0;0.9;-0.9;0;0;0
2236;Cabinet Affairs;Gelderland (PV);2021;0.0;0.9;-0.9;0;0;0
2237;Cabinet Affairs;Gelderland (PV);2022;0.0;1.1;-1.1;0;1;-1
2238;Cabinet Affairs;Gelderland (PV);2023;0.0;1.3;-1.3;0;1;-1
2239;Cabinet Affairs;Gelderland (PV);2024;0.0;1.8;-1.8;0;1;-1
2240;Cabinet Affairs;Gelderland (PV);2025;0.2;1.6;-1.4;0;1;-1
2241;Cabinet Affairs;Utrecht (PV);2017;0.0;0.2;-0.1;0;0;0
2242;Cabinet Affairs;Utrecht (PV);2018;0.0;0.9;-0.8;0;1;-1
2243;Cabinet Affairs;Utrecht (PV);2019;0.2;0.6;-0.4;0;0;0
2244;Cabinet Affairs;Utrecht (PV);2020;0.2;0.6;-0.3;0;0;0
2245;Cabinet Affairs;Utrecht (PV);2021;0.2;0.5;-0.3;0;0;0
2246;Cabinet Affairs;Utrecht (PV);2022;0.2;0.6;-0.4;0;0;0
2247;Cabinet Affairs;Utrecht (PV);2023;0.2;0.5;-0.3;0;0;0
2248;Cabinet Affairs;Utrecht (PV);2024;1.0;1.2;-0.2;1;1;0
2249;Cabinet Affairs;Utrecht (PV);2025;0.2;3.9;-3.7;0;3;-3
2250;Cabinet Affairs;Noord-Holland (PV);2017;0.0;3.3;-3.2;0;1;-1
2251;Cabinet Affairs;Noord-Holland (PV);2018;0.0;2.3;-2.3;0;1;-1
2252;Cabinet Affairs;Noord-Holland (PV);2019;0.0;2.5;-2.5;0;1;-1
2253;Cabinet Affairs;Noord-Holland (PV);2020;0.0;2.7;-2.6;0;1;-1
2254;Cabinet Affairs;Noord-Holland (PV);2021;0.0;2.6;-2.6;0;1;-1
2255;Cabinet Affairs;Noord-Holland (PV);2022;0.0;2.6;-2.5;0;1;-1
2256;Cabinet Affairs;Noord-Holland (PV);2023;0.0;2.7;-2.7;0;1;-1
2257;Cabinet Affairs;Noord-Holland (PV);2024;0.0;2.9;-2.8;0;1;-1
2258;Cabinet Affairs;Noord-Holland (PV);2025;0.0;2.6;-2.6;0;1;-1
2259;Cabinet Affairs;Zuid-Holland (PV);2017;0.0;2.1;-2.0;0;1;-1
2260;Cabinet Affairs;Zuid-Holland (PV);2018;0.0;2.4;-2.4;0;1;-1
2261;Cabinet Affairs;Zuid-Holland (PV);2019;0.0;2.6;-2.6;0;1;-1
2262;Cabinet Affairs;Zuid-Holland (PV);2020;0.0;2.7;-2.7;0;1;-1
2263;Cabinet Affairs;Zuid-Holland (PV);2021;0.0;1.6;-1.6;0;0;0
2264;Cabinet Affairs;Zuid-Holland (PV);2022;0.0;1.6;-1.6;0;0;0
2265;Cabinet Affairs;Zuid-Holland (PV);2023;0.0;12.5;-12.5;0;3;-3
2266;Cabinet Affairs;Zuid-Holland (PV);2024;0.0;11.7;-11.7;0;3;-3
2267;Cabinet Affairs;Zuid-Holland (PV);2025;0.0;7.7;-7.7;0;2;-2
2268;Cabinet Affairs;Zeeland (PV);2017;0.0;0.7;-0.7;0;2;-2
2269;Cabinet Affairs;Zeeland (PV);2018;0.0;0.9;-0.9;0;2;-2
2270;Cabinet Affairs;Zeeland (PV);2019;0.0;0.6;-0.6;0;2;-2
2271;Cabinet Affairs;Zeeland (PV);2020;0.0;0.7;-0.7;0;2;-2
2272;Cabinet Affairs;Zeeland (PV);2021;0.0;0.7;-0.7;0;2;-2
2273;Cabinet Affairs;Zeeland (PV);2022;0.0;0.7;-0.7;0;2;-2
2274;Cabinet Affairs;Zeeland (PV);2023;0.0;0.8;-0.8;0;2;-2
2275;Cabinet Affairs;Zeeland (PV);2024;0.0;0.5;-0.5;0;1;-1
2276;Cabinet Affairs;Zeeland (PV);2025;0.0;0.5;-0.5;0;1;-1
2277;Cabinet Affairs;Noord-Brabant (PV);2017;0.0;1.8;-1.8;0;1;-1
2278;Cabinet Affairs;Noord-Brabant (PV);2018;0.0;1.7;-1.7;0;1;-1
2279;Cabinet Affairs;Noord-Brabant (PV);2019;0.0;2.0;-2.0;0;1;-1
2280;Cabinet Affairs;Noord-Brabant (PV);2020;0.0;2.0;-2.0;0;1;-1
2281;Cabinet Affairs;Noord-Brabant (PV);2021;0.0;2.0;-2.0;0;1;-1
2282;Cabinet Affairs;Noord-Brabant (PV);2022;0.0;1.9;-1.9;0;1;-1
2283;Cabinet Affairs;Noord-Brabant (PV);2023;0.0;1.9;-1.9;0;1;-1
2284;Cabinet Affairs;Noord-Brabant (PV);2024;0.0;1.9;-1.9;0;1;-1
2285;Cabinet Affairs;Noord-Brabant (PV);2025;0.0;1.9;-1.9;0;1;-1
2286;Cabinet Affairs;Limburg (PV);2017;0.0;0.1;-0.1;0;0;0
2287;Cabinet Affairs;Limburg (PV);2018;0.0;0.1;-0.1;0;0;0
2288;Cabinet Affairs;Limburg (PV);2019;0.0;0.1;-0.1;0;0;0
2289;Cabinet Affairs;Limburg (PV);2020;0.0;0.1;-0.1;0;0;0
2290;Cabinet Affairs;Limburg (PV);2021;0.0;0.2;-0.2;0;0;0
2291;Cabinet Affairs;Limburg (PV);2022;0.0;0.6;-0.6;0;1;-1
2292;Cabinet Affairs;Limburg (PV);2023;0.0;4.3;-4.3;0;4;-4
2293;Cabinet Affairs;Limburg (PV);2024;0.0;6.2;-6.2;0;5;-5
2294;Cabinet Affairs;Limburg (PV);2025;0.0;5.1;-5.1;0;5;-5
2295;Administrative organisation;The Netherlands;2017;0.1;24.2;-24.1;0;1;-1
2296;Administrative organisation;The Netherlands;2018;0.2;28.5;-28.3;0;2;-2
2297;Administrative organisation;The Netherlands;2019;0.2;31.0;-30.8;0;2;-2
2298;Administrative organisation;The Netherlands;2020;0.2;41.3;-41.2;0;2;-2
2299;Administrative organisation;The Netherlands;2021;0.2;62.9;-62.8;0;4;-4
2300;Administrative organisation;The Netherlands;2022;3.1;53.1;-50.0;0;3;-3
2301;Administrative organisation;The Netherlands;2023;1.1;56.1;-55.0;0;3;-3
2302;Administrative organisation;The Netherlands;2024;1.1;62.3;-61.2;0;3;-3
2303;Administrative organisation;The Netherlands;2025;2.2;49.1;-46.9;0;3;-3
2304;Administrative organisation;Noord-Nederland (LD);2017;0.0;1.1;-1.1;0;1;-1
2305;Administrative organisation;Noord-Nederland (LD);2018;0.0;1.4;-1.4;0;1;-1
2306;Administrative organisation;Noord-Nederland (LD);2019;0.0;1.4;-1.4;0;1;-1
2307;Administrative organisation;Noord-Nederland (LD);2020;0.0;1.5;-1.5;0;1;-1
2308;Administrative organisation;Noord-Nederland (LD);2021;0.0;2.4;-2.3;0;1;-1
2309;Administrative organisation;Noord-Nederland (LD);2022;0.0;2.1;-2.1;0;1;-1
2310;Administrative organisation;Noord-Nederland (LD);2023;0.1;3.3;-3.2;0;2;-2
2311;Administrative organisation;Noord-Nederland (LD);2024;0.2;2.7;-2.6;0;2;-1
2312;Administrative organisation;Noord-Nederland (LD);2025;0.0;3.7;-3.7;0;2;-2
2313;Administrative organisation;Oost-Nederland (LD);2017;0.0;9.7;-9.7;0;3;-3
2314;Administrative organisation;Oost-Nederland (LD);2018;0.0;7.8;-7.8;0;2;-2
2315;Administrative organisation;Oost-Nederland (LD);2019;0.0;13.7;-13.7;0;4;-4
2316;Administrative organisation;Oost-Nederland (LD);2020;0.0;25.3;-25.3;0;7;-7
2317;Administrative organisation;Oost-Nederland (LD);2021;0.0;36.0;-35.9;0;10;-10
2318;Administrative organisation;Oost-Nederland (LD);2022;3.0;26.7;-23.8;1;7;-6
2319;Administrative organisation;Oost-Nederland (LD);2023;0.8;25.7;-24.9;0;7;-7
2320;Administrative organisation;Oost-Nederland (LD);2024;0.8;28.4;-27.6;0;7;-7
2321;Administrative organisation;Oost-Nederland (LD);2025;2.0;13.8;-11.8;1;4;-3
2322;Administrative organisation;West-Nederland (LD);2017;0.1;11.5;-11.4;0;1;-1
2323;Administrative organisation;West-Nederland (LD);2018;0.2;15.7;-15.5;0;2;-2
2324;Administrative organisation;West-Nederland (LD);2019;0.1;13.2;-13.1;0;2;-2
2325;Administrative organisation;West-Nederland (LD);2020;0.1;12.1;-12.0;0;1;-1
2326;Administrative organisation;West-Nederland (LD);2021;0.1;18.0;-17.9;0;2;-2
2327;Administrative organisation;West-Nederland (LD);2022;0.1;21.2;-21.1;0;3;-3
2328;Administrative organisation;West-Nederland (LD);2023;0.1;23.3;-23.1;0;3;-3
2329;Administrative organisation;West-Nederland (LD);2024;0.1;25.9;-25.8;0;3;-3
2330;Administrative organisation;West-Nederland (LD);2025;0.2;25.9;-25.7;0;3;-3
2331;Administrative organisation;Zuid-Nederland (LD);2017;0.0;1.9;-1.9;0;1;-1
2332;Administrative organisation;Zuid-Nederland (LD);2018;0.0;3.6;-3.6;0;1;-1
2333;Administrative organisation;Zuid-Nederland (LD);2019;0.0;2.7;-2.7;0;1;-1
2334;Administrative organisation;Zuid-Nederland (LD);2020;0.0;2.4;-2.4;0;1;-1
2335;Administrative organisation;Zuid-Nederland (LD);2021;0.0;6.6;-6.6;0;2;-2
2336;Administrative organisation;Zuid-Nederland (LD);2022;0.0;3.1;-3.1;0;1;-1
2337;Administrative organisation;Zuid-Nederland (LD);2023;0.0;3.7;-3.7;0;1;-1
2338;Administrative organisation;Zuid-Nederland (LD);2024;0.0;5.2;-5.2;0;1;-1
2339;Administrative organisation;Zuid-Nederland (LD);2025;0.0;5.7;-5.7;0;1;-1
2340;Administrative organisation;Groningen (PV);2017;0.0;0.1;-0.1;0;0;0
2341;Administrative organisation;Groningen (PV);2018;0.0;0.4;-0.4;0;1;-1
2342;Administrative organisation;Groningen (PV);2019;0.0;0.4;-0.4;0;1;-1
2343;Administrative organisation;Groningen (PV);2020;0.0;0.5;-0.5;0;1;-1
2344;Administrative organisation;Groningen (PV);2021;0.0;0.5;-0.5;0;1;-1
2345;Administrative organisation;Groningen (PV);2022;0.0;1.0;-1.0;0;2;-2
2346;Administrative organisation;Groningen (PV);2023;0.1;1.9;-1.7;0;3;-3
2347;Administrative organisation;Groningen (PV);2024;0.2;0.8;-0.7;0;1;-1
2348;Administrative organisation;Groningen (PV);2025;0.0;0.9;-0.9;0;1;-1
2349;Administrative organisation;Fryslân (PV);2017;0.0;0.0;0.0;0;0;0
2350;Administrative organisation;Fryslân (PV);2018;0.0;0.0;0.0;0;0;0
2351;Administrative organisation;Fryslân (PV);2019;0.0;0.0;0.0;0;0;0
2352;Administrative organisation;Fryslân (PV);2020;0.0;0.0;0.0;0;0;0
2353;Administrative organisation;Fryslân (PV);2021;0.0;0.9;-0.9;0;1;-1
2354;Administrative organisation;Fryslân (PV);2022;0.0;0.2;-0.2;0;0;0
2355;Administrative organisation;Fryslân (PV);2023;0.0;0.5;-0.5;0;1;-1
2356;Administrative organisation;Fryslân (PV);2024;0.0;0.9;-0.9;0;1;-1
2357;Administrative organisation;Fryslân (PV);2025;0.0;1.8;-1.8;0;3;-3
2358;Administrative organisation;Drenthe (PV);2017;0.0;1.0;-1.0;0;2;-2
2359;Administrative organisation;Drenthe (PV);2018;0.0;1.1;-1.1;0;2;-2
2360;Administrative organisation;Drenthe (PV);2019;0.0;1.0;-1.0;0;2;-2
2361;Administrative organisation;Drenthe (PV);2020;0.0;0.9;-0.9;0;2;-2
2362;Administrative organisation;Drenthe (PV);2021;0.0;0.9;-0.9;0;2;-2
2363;Administrative organisation;Drenthe (PV);2022;0.0;1.0;-1.0;0;2;-2
2364;Administrative organisation;Drenthe (PV);2023;0.0;1.0;-1.0;0;2;-2
2365;Administrative organisation;Drenthe (PV);2024;0.0;1.0;-1.0;0;2;-2
2366;Administrative organisation;Drenthe (PV);2025;0.0;1.0;-1.0;0;2;-2
2367;Administrative organisation;Overijssel (PV);2017;0.0;1.4;-1.4;0;1;-1
2368;Administrative organisation;Overijssel (PV);2018;0.0;1.4;-1.4;0;1;-1
2369;Administrative organisation;Overijssel (PV);2019;0.0;2.6;-2.6;0;2;-2
2370;Administrative organisation;Overijssel (PV);2020;0.0;2.6;-2.6;0;2;-2
2371;Administrative organisation;Overijssel (PV);2021;0.0;3.0;-3.0;0;3;-3
2372;Administrative organisation;Overijssel (PV);2022;0.0;3.3;-3.3;0;3;-3
2373;Administrative organisation;Overijssel (PV);2023;0.0;2.7;-2.7;0;2;-2
2374;Administrative organisation;Overijssel (PV);2024;0.0;2.2;-2.1;0;2;-2
2375;Administrative organisation;Overijssel (PV);2025;0.0;2.2;-2.2;0;2;-2
2376;Administrative organisation;Flevoland (PV);2017;0.0;0.0;0.0;0;0;0
2377;Administrative organisation;Flevoland (PV);2018;0.0;0.0;0.0;0;0;0
2378;Administrative organisation;Flevoland (PV);2019;0.0;0.0;0.0;0;0;0
2379;Administrative organisation;Flevoland (PV);2020;0.0;0.0;0.0;0;0;0
2380;Administrative organisation;Flevoland (PV);2021;0.0;0.0;0.0;0;0;0
2381;Administrative organisation;Flevoland (PV);2022;0.0;0.0;0.0;0;0;0
2382;Administrative organisation;Flevoland (PV);2023;0.0;0.2;-0.2;0;0;0
2383;Administrative organisation;Flevoland (PV);2024;0.0;0.3;-0.3;0;1;-1
2384;Administrative organisation;Flevoland (PV);2025;0.0;0.3;-0.3;0;1;-1
2385;Administrative organisation;Gelderland (PV);2017;0.0;8.3;-8.3;0;4;-4
2386;Administrative organisation;Gelderland (PV);2018;0.0;6.4;-6.4;0;3;-3
2387;Administrative organisation;Gelderland (PV);2019;0.0;11.1;-11.1;0;5;-5
2388;Administrative organisation;Gelderland (PV);2020;0.0;22.7;-22.7;0;11;-11
2389;Administrative organisation;Gelderland (PV);2021;0.0;33.0;-33.0;0;16;-16
2390;Administrative organisation;Gelderland (PV);2022;2.9;23.4;-20.5;1;11;-10
2391;Administrative organisation;Gelderland (PV);2023;0.8;22.8;-22.1;0;11;-10
2392;Administrative organisation;Gelderland (PV);2024;0.8;26.0;-25.2;0;12;-12
2393;Administrative organisation;Gelderland (PV);2025;2.0;11.4;-9.4;1;5;-4
2394;Administrative organisation;Utrecht (PV);2017;0.0;2.6;-2.6;0;2;-2
2395;Administrative organisation;Utrecht (PV);2018;0.0;2.8;-2.8;0;2;-2
2396;Administrative organisation;Utrecht (PV);2019;0.0;1.2;-1.2;0;1;-1
2397;Administrative organisation;Utrecht (PV);2020;0.0;1.9;-1.9;0;1;-1
2398;Administrative organisation;Utrecht (PV);2021;0.0;1.9;-1.9;0;1;-1
2399;Administrative organisation;Utrecht (PV);2022;0.0;2.6;-2.6;0;2;-2
2400;Administrative organisation;Utrecht (PV);2023;0.0;2.9;-2.9;0;2;-2
2401;Administrative organisation;Utrecht (PV);2024;0.0;3.2;-3.2;0;2;-2
2402;Administrative organisation;Utrecht (PV);2025;0.1;2.3;-2.2;0;2;-2
2403;Administrative organisation;Noord-Holland (PV);2017;0.0;5.5;-5.5;0;2;-2
2404;Administrative organisation;Noord-Holland (PV);2018;0.0;6.8;-6.8;0;2;-2
2405;Administrative organisation;Noord-Holland (PV);2019;0.0;7.3;-7.3;0;3;-3
2406;Administrative organisation;Noord-Holland (PV);2020;0.0;6.4;-6.4;0;2;-2
2407;Administrative organisation;Noord-Holland (PV);2021;0.0;6.2;-6.2;0;2;-2
2408;Administrative organisation;Noord-Holland (PV);2022;0.0;6.1;-6.1;0;2;-2
2409;Administrative organisation;Noord-Holland (PV);2023;0.0;9.5;-9.5;0;3;-3
2410;Administrative organisation;Noord-Holland (PV);2024;0.0;10.0;-10.0;0;3;-3
2411;Administrative organisation;Noord-Holland (PV);2025;0.0;8.4;-8.4;0;3;-3
2412;Administrative organisation;Zuid-Holland (PV);2017;0.0;3.0;-3.0;0;1;-1
2413;Administrative organisation;Zuid-Holland (PV);2018;0.0;5.7;-5.7;0;2;-2
2414;Administrative organisation;Zuid-Holland (PV);2019;0.0;3.9;-3.9;0;1;-1
2415;Administrative organisation;Zuid-Holland (PV);2020;0.0;3.2;-3.2;0;1;-1
2416;Administrative organisation;Zuid-Holland (PV);2021;0.0;9.1;-9.1;0;2;-2
2417;Administrative organisation;Zuid-Holland (PV);2022;0.0;11.8;-11.8;0;3;-3
2418;Administrative organisation;Zuid-Holland (PV);2023;0.0;9.9;-9.9;0;3;-3
2419;Administrative organisation;Zuid-Holland (PV);2024;0.0;11.8;-11.8;0;3;-3
2420;Administrative organisation;Zuid-Holland (PV);2025;0.0;14.3;-14.3;0;4;-4
2421;Administrative organisation;Zeeland (PV);2017;0.1;0.4;-0.3;0;1;-1
2422;Administrative organisation;Zeeland (PV);2018;0.2;0.4;-0.2;0;1;-1
2423;Administrative organisation;Zeeland (PV);2019;0.1;0.8;-0.6;0;2;-2
2424;Administrative organisation;Zeeland (PV);2020;0.1;0.7;-0.6;0;2;-2
2425;Administrative organisation;Zeeland (PV);2021;0.1;0.8;-0.7;0;2;-2
2426;Administrative organisation;Zeeland (PV);2022;0.1;0.7;-0.6;0;2;-2
2427;Administrative organisation;Zeeland (PV);2023;0.1;0.9;-0.8;0;2;-2
2428;Administrative organisation;Zeeland (PV);2024;0.1;0.8;-0.7;0;2;-2
2429;Administrative organisation;Zeeland (PV);2025;0.1;0.8;-0.8;0;2;-2
2430;Administrative organisation;Noord-Brabant (PV);2017;0.0;1.7;-1.7;0;1;-1
2431;Administrative organisation;Noord-Brabant (PV);2018;0.0;3.4;-3.4;0;1;-1
2432;Administrative organisation;Noord-Brabant (PV);2019;0.0;2.5;-2.5;0;1;-1
2433;Administrative organisation;Noord-Brabant (PV);2020;0.0;2.1;-2.1;0;1;-1
2434;Administrative organisation;Noord-Brabant (PV);2021;0.0;6.4;-6.4;0;2;-2
2435;Administrative organisation;Noord-Brabant (PV);2022;0.0;2.8;-2.8;0;1;-1
2436;Administrative organisation;Noord-Brabant (PV);2023;0.0;2.9;-2.9;0;1;-1
2437;Administrative organisation;Noord-Brabant (PV);2024;0.0;2.9;-2.9;0;1;-1
2438;Administrative organisation;Noord-Brabant (PV);2025;0.0;3.3;-3.3;0;1;-1
2439;Administrative organisation;Limburg (PV);2017;0.0;0.2;-0.2;0;0;0
2440;Administrative organisation;Limburg (PV);2018;0.0;0.2;-0.2;0;0;0
2441;Administrative organisation;Limburg (PV);2019;0.0;0.3;-0.3;0;0;0
2442;Administrative organisation;Limburg (PV);2020;0.0;0.3;-0.3;0;0;0
2443;Administrative organisation;Limburg (PV);2021;0.0;0.2;-0.2;0;0;0
2444;Administrative organisation;Limburg (PV);2022;0.0;0.2;-0.2;0;0;0
2445;Administrative organisation;Limburg (PV);2023;0.0;0.9;-0.9;0;1;-1
2446;Administrative organisation;Limburg (PV);2024;0.0;2.3;-2.3;0;2;-2
2447;Administrative organisation;Limburg (PV);2025;0.0;2.4;-2.4;0;2;-2
2448;Inter-administrative supervision of ..;The Netherlands;2017;0.0;5.8;-5.8;0;0;0
2449;Inter-administrative supervision of ..;The Netherlands;2018;0.0;6.1;-6.1;0;0;0
2450;Inter-administrative supervision of ..;The Netherlands;2019;0.0;8.7;-8.7;0;1;-1
2451;Inter-administrative supervision of ..;The Netherlands;2020;0.0;7.0;-7.0;0;0;0
2452;Inter-administrative supervision of ..;The Netherlands;2021;0.0;4.6;-4.6;0;0;0
2453;Inter-administrative supervision of ..;The Netherlands;2022;0.0;6.2;-6.2;0;0;0
2454;Inter-administrative supervision of ..;The Netherlands;2023;0.0;5.9;-5.9;0;0;0
2455;Inter-administrative supervision of ..;The Netherlands;2024;0.0;6.5;-6.5;0;0;0
2456;Inter-administrative supervision of ..;The Netherlands;2025;0.0;7.1;-7.1;0;0;0
2457;Inter-administrative supervision of ..;Noord-Nederland (LD);2017;0.0;0.9;-0.9;0;1;-1
2458;Inter-administrative supervision of ..;Noord-Nederland (LD);2018;0.0;0.9;-0.9;0;1;-1
2459;Inter-administrative supervision of ..;Noord-Nederland (LD);2019;0.0;1.1;-1.1;0;1;-1
2460;Inter-administrative supervision of ..;Noord-Nederland (LD);2020;0.0;1.1;-1.1;0;1;-1
2461;Inter-administrative supervision of ..;Noord-Nederland (LD);2021;0.0;1.0;-1.0;0;1;-1
2462;Inter-administrative supervision of ..;Noord-Nederland (LD);2022;0.0;1.1;-1.1;0;1;-1
2463;Inter-administrative supervision of ..;Noord-Nederland (LD);2023;0.0;1.2;-1.2;0;1;-1
2464;Inter-administrative supervision of ..;Noord-Nederland (LD);2024;0.0;1.3;-1.3;0;1;-1
2465;Inter-administrative supervision of ..;Noord-Nederland (LD);2025;0.0;1.3;-1.3;0;1;-1
2466;Inter-administrative supervision of ..;Oost-Nederland (LD);2017;0.0;1.6;-1.6;0;0;0
2467;Inter-administrative supervision of ..;Oost-Nederland (LD);2018;0.0;1.6;-1.6;0;0;0
2468;Inter-administrative supervision of ..;Oost-Nederland (LD);2019;0.0;1.7;-1.7;0;0;0
2469;Inter-administrative supervision of ..;Oost-Nederland (LD);2020;0.0;0.6;-0.6;0;0;0
2470;Inter-administrative supervision of ..;Oost-Nederland (LD);2021;0.0;0.4;-0.4;0;0;0
2471;Inter-administrative supervision of ..;Oost-Nederland (LD);2022;0.0;1.9;-1.9;0;1;-1
2472;Inter-administrative supervision of ..;Oost-Nederland (LD);2023;0.0;1.7;-1.7;0;0;0
2473;Inter-administrative supervision of ..;Oost-Nederland (LD);2024;0.0;2.1;-2.1;0;1;-1
2474;Inter-administrative supervision of ..;Oost-Nederland (LD);2025;0.0;1.7;-1.7;0;0;0
2475;Inter-administrative supervision of ..;West-Nederland (LD);2017;0.0;1.6;-1.6;0;0;0
2476;Inter-administrative supervision of ..;West-Nederland (LD);2018;0.0;1.9;-1.9;0;0;0
2477;Inter-administrative supervision of ..;West-Nederland (LD);2019;0.0;3.5;-3.5;0;0;0
2478;Inter-administrative supervision of ..;West-Nederland (LD);2020;0.0;3.4;-3.4;0;0;0
2479;Inter-administrative supervision of ..;West-Nederland (LD);2021;0.0;1.3;-1.3;0;0;0
2480;Inter-administrative supervision of ..;West-Nederland (LD);2022;0.0;1.5;-1.5;0;0;0
2481;Inter-administrative supervision of ..;West-Nederland (LD);2023;0.0;1.7;-1.7;0;0;0
2482;Inter-administrative supervision of ..;West-Nederland (LD);2024;0.0;1.9;-1.9;0;0;0
2483;Inter-administrative supervision of ..;West-Nederland (LD);2025;0.0;2.8;-2.8;0;0;0
2484;Inter-administrative supervision of ..;Zuid-Nederland (LD);2017;0.0;1.8;-1.8;0;0;0
2485;Inter-administrative supervision of ..;Zuid-Nederland (LD);2018;0.0;1.7;-1.7;0;0;0
2486;Inter-administrative supervision of ..;Zuid-Nederland (LD);2019;0.0;2.3;-2.3;0;1;-1
2487;Inter-administrative supervision of ..;Zuid-Nederland (LD);2020;0.0;1.8;-1.8;0;1;-1
2488;Inter-administrative supervision of ..;Zuid-Nederland (LD);2021;0.0;1.9;-1.9;0;1;-1
2489;Inter-administrative supervision of ..;Zuid-Nederland (LD);2022;0.0;1.8;-1.8;0;0;0
2490;Inter-administrative supervision of ..;Zuid-Nederland (LD);2023;0.0;1.3;-1.3;0;0;0
2491;Inter-administrative supervision of ..;Zuid-Nederland (LD);2024;0.0;1.2;-1.2;0;0;0
2492;Inter-administrative supervision of ..;Zuid-Nederland (LD);2025;0.0;1.2;-1.2;0;0;0
2493;Inter-administrative supervision of ..;Groningen (PV);2017;0.0;0.5;-0.5;0;1;-1
2494;Inter-administrative supervision of ..;Groningen (PV);2018;0.0;0.4;-0.4;0;1;-1
2495;Inter-administrative supervision of ..;Groningen (PV);2019;0.0;0.4;-0.4;0;1;-1
2496;Inter-administrative supervision of ..;Groningen (PV);2020;0.0;0.4;-0.4;0;1;-1
2497;Inter-administrative supervision of ..;Groningen (PV);2021;0.0;0.3;-0.3;0;0;0
2498;Inter-administrative supervision of ..;Groningen (PV);2022;0.0;0.2;-0.2;0;0;0
2499;Inter-administrative supervision of ..;Groningen (PV);2023;0.0;0.4;-0.4;0;1;-1
2500;Inter-administrative supervision of ..;Groningen (PV);2024;0.0;0.4;-0.4;0;1;-1
2501;Inter-administrative supervision of ..;Groningen (PV);2025;0.0;0.5;-0.5;0;1;-1
2502;Inter-administrative supervision of ..;Fryslân (PV);2017;0.0;0.2;-0.2;0;0;0
2503;Inter-administrative supervision of ..;Fryslân (PV);2018;0.0;0.2;-0.2;0;0;0
2504;Inter-administrative supervision of ..;Fryslân (PV);2019;0.0;0.4;-0.4;0;1;-1
2505;Inter-administrative supervision of ..;Fryslân (PV);2020;0.0;0.4;-0.4;0;1;-1
2506;Inter-administrative supervision of ..;Fryslân (PV);2021;0.0;0.4;-0.4;0;1;-1
2507;Inter-administrative supervision of ..;Fryslân (PV);2022;0.0;0.5;-0.5;0;1;-1
2508;Inter-administrative supervision of ..;Fryslân (PV);2023;0.0;0.6;-0.6;0;1;-1
2509;Inter-administrative supervision of ..;Fryslân (PV);2024;0.0;0.6;-0.6;0;1;-1
2510;Inter-administrative supervision of ..;Fryslân (PV);2025;0.0;0.5;-0.5;0;1;-1
2511;Inter-administrative supervision of ..;Drenthe (PV);2017;0.0;0.3;-0.3;0;1;-1
2512;Inter-administrative supervision of ..;Drenthe (PV);2018;0.0;0.3;-0.3;0;1;-1
2513;Inter-administrative supervision of ..;Drenthe (PV);2019;0.0;0.2;-0.2;0;1;-1
