ID;SBI1993;Perioden;BanenVanWerknemersTotaal_1;MannelijkeWerknemers_2;VrouwelijkeWerknemers_3
343;10    Turfwinning;1995 31 december nader voorlopig;0.1;0.1;0.0
344;10    Turfwinning;1996 31 december nader voorlopig;0.1;0.1;0.0
345;10    Turfwinning;1997 31 december nader voorlopig;0.0;0.0;0.0
346;10    Turfwinning;1998 31 december nader voorlopig;0.0;0.0;0.0
347;10    Turfwinning;1999 31 december voorlopig;0.0;0.0;0.0
348;10    Turfwinning;1999 31 december nader voorlopig;0.0;0.0;0.0
349;10    Turfwinning;2000 31 december voorlopig;0.0;0.0;0.0
350;10    Turfwinning;2000 31 december nader voorlopig;0.0;0.0;0.0
351;10    Turfwinning;2001 31 december voorlopig;0.0;0.0;0.0
352;10    Turfwinning;2001 31 december nader voorlopig;0.0;0.0;0.0
353;10    Turfwinning;2002 31 december voorlopig;0.0;0.0;0.0
354;10    Turfwinning;2002 31 december nader voorlopig;0.0;0.0;0.0
355;10    Turfwinning;2003 31 december voorlopig;0.1;0.0;0.0
356;10    Turfwinning;2003 31 december nader voorlopig;0.1;0.0;0.0
357;10    Turfwinning;2004 31 december voorlopig;0.0;0.0;0.0
358;10    Turfwinning;2004 31 december nader voorlopig;0.0;0.0;0.0
359;10    Turfwinning;2005 31 december voorlopig;0.0;0.0;0.0
360;14    Zand-, grind-, klei-, zoutwinning;1993 30 september;2.1;1.9;0.2
361;14    Zand-, grind-, klei-, zoutwinning;1994 30 september;2.2;1.9;0.2
362;14    Zand-, grind-, klei-, zoutwinning;1995 31 december;2.2;2.0;0.2
363;14    Zand-, grind-, klei-, zoutwinning;1995 31 december nader voorlopig;2.9;2.6;0.3
364;14    Zand-, grind-, klei-, zoutwinning;1996 31 december nader voorlopig;3.0;2.6;0.3
365;14    Zand-, grind-, klei-, zoutwinning;1997 31 december nader voorlopig;3.6;3.1;0.4
366;14    Zand-, grind-, klei-, zoutwinning;1998 31 december nader voorlopig;3.3;2.9;0.4
367;14    Zand-, grind-, klei-, zoutwinning;1999 31 december voorlopig;3.7;3.3;0.4
368;14    Zand-, grind-, klei-, zoutwinning;1999 31 december nader voorlopig;2.5;2.3;0.3
369;14    Zand-, grind-, klei-, zoutwinning;2000 31 december voorlopig;2.6;2.3;0.3
370;14    Zand-, grind-, klei-, zoutwinning;2000 31 december nader voorlopig;2.7;2.4;0.3
371;14    Zand-, grind-, klei-, zoutwinning;2001 31 december voorlopig;2.6;2.3;0.3
372;14    Zand-, grind-, klei-, zoutwinning;2001 31 december nader voorlopig;2.7;2.4;0.3
373;14    Zand-, grind-, klei-, zoutwinning;2002 31 december voorlopig;2.5;2.3;0.3
374;14    Zand-, grind-, klei-, zoutwinning;2002 31 december nader voorlopig;2.5;2.3;0.3
375;14    Zand-, grind-, klei-, zoutwinning;2003 31 december voorlopig;2.5;2.2;0.3
376;14    Zand-, grind-, klei-, zoutwinning;2003 31 december nader voorlopig;2.5;2.3;0.3
377;14    Zand-, grind-, klei-, zoutwinning;2004 31 december voorlopig;2.6;2.3;0.3
378;14    Zand-, grind-, klei-, zoutwinning;2004 31 december nader voorlopig;2.4;2.1;0.3
379;14    Zand-, grind-, klei-, zoutwinning;2005 31 december voorlopig;2.2;2.0;0.3
380;15-37 Industrie;1993 30 september;960.0;777.4;182.6
381;15-37 Industrie;1994 30 september;927.8;748.2;179.6
382;15-37 Industrie;1995 31 december;910.5;733.6;176.9
383;15-37 Industrie;1995 31 december nader voorlopig;903.8;728.2;175.6
384;15-37 Industrie;1996 31 december nader voorlopig;898.9;723.4;175.5
385;15-37 Industrie;1997 31 december nader voorlopig;912.2;731.9;180.3
386;15-37 Industrie;1998 31 december nader voorlopig;924.5;736.4;188.1
387;15-37 Industrie;1999 31 december voorlopig;927.2;734.6;192.5
388;15-37 Industrie;1999 31 december nader voorlopig;952.9;755.5;197.4
389;15-37 Industrie;2000 31 december voorlopig;960.6;757.2;203.4
390;15-37 Industrie;2000 31 december nader voorlopig;957.1;754.8;202.3
391;15-37 Industrie;2001 31 december voorlopig;954.0;746.6;207.4
392;15-37 Industrie;2001 31 december nader voorlopig;950.9;745.1;205.8
393;15-37 Industrie;2002 31 december voorlopig;921.4;722.5;198.9
394;15-37 Industrie;2002 31 december nader voorlopig;919.5;721.3;198.1
395;15-37 Industrie;2003 31 december voorlopig;883.9;694.3;189.6
396;15-37 Industrie;2003 31 december nader voorlopig;884.7;695.2;189.5
397;15-37 Industrie;2004 31 december voorlopig;855.4;671.1;184.3
398;15-37 Industrie;2004 31 december nader voorlopig;857.7;672.4;185.3
399;15-37 Industrie;2005 31 december voorlopig;835.3;654.8;180.5
400;15    Voedingsmid.- en drankenindustrie;1993 30 september;146.0;104.8;41.3
401;15    Voedingsmid.- en drankenindustrie;1994 30 september;141.6;101.5;40.1
402;15    Voedingsmid.- en drankenindustrie;1995 31 december;135.7;96.2;39.5
403;15    Voedingsmid.- en drankenindustrie;1995 31 december nader voorlopig;134.6;95.2;39.4
404;15    Voedingsmid.- en drankenindustrie;1996 31 december nader voorlopig;132.4;93.3;39.1
405;15    Voedingsmid.- en drankenindustrie;1997 31 december nader voorlopig;134.0;94.1;39.9
406;15    Voedingsmid.- en drankenindustrie;1998 31 december nader voorlopig;134.5;93.1;41.4
407;15    Voedingsmid.- en drankenindustrie;1999 31 december voorlopig;136.8;93.4;43.4
408;15    Voedingsmid.- en drankenindustrie;1999 31 december nader voorlopig;141.4;96.6;44.9
409;15    Voedingsmid.- en drankenindustrie;2000 31 december voorlopig;140.1;94.6;45.4
410;15    Voedingsmid.- en drankenindustrie;2000 31 december nader voorlopig;139.7;94.5;45.3
411;15    Voedingsmid.- en drankenindustrie;2001 31 december voorlopig;139.6;92.8;46.8
412;15    Voedingsmid.- en drankenindustrie;2001 31 december nader voorlopig;138.2;92.5;45.7
413;15    Voedingsmid.- en drankenindustrie;2002 31 december voorlopig;135.4;90.7;44.8
414;15    Voedingsmid.- en drankenindustrie;2002 31 december nader voorlopig;134.7;90.6;44.1
415;15    Voedingsmid.- en drankenindustrie;2003 31 december voorlopig;128.2;87.7;40.6
416;15    Voedingsmid.- en drankenindustrie;2003 31 december nader voorlopig;126.9;87.0;39.9
417;15    Voedingsmid.- en drankenindustrie;2004 31 december voorlopig;122.8;83.5;39.3
418;15    Voedingsmid.- en drankenindustrie;2004 31 december nader voorlopig;123.4;83.7;39.7
419;15    Voedingsmid.- en drankenindustrie;2005 31 december voorlopig;119.9;81.5;38.4
420;151   Slachterijen en vleesverwerking;1993 30 september;26.1;19.7;6.4
421;151   Slachterijen en vleesverwerking;1994 30 september;26.0;19.7;6.3
422;151   Slachterijen en vleesverwerking;1995 31 december;23.2;17.7;5.5
423;151   Slachterijen en vleesverwerking;1995 31 december nader voorlopig;23.6;17.8;5.7
424;151   Slachterijen en vleesverwerking;1996 31 december nader voorlopig;23.7;18.0;5.7
425;151   Slachterijen en vleesverwerking;1997 31 december nader voorlopig;24.3;18.4;5.9
426;151   Slachterijen en vleesverwerking;1998 31 december nader voorlopig;25.2;19.0;6.1
427;151   Slachterijen en vleesverwerking;1999 31 december voorlopig;26.2;19.6;6.6
428;151   Slachterijen en vleesverwerking;1999 31 december nader voorlopig;27.1;20.3;6.8
429;151   Slachterijen en vleesverwerking;2000 31 december voorlopig;26.8;19.2;7.6
430;151   Slachterijen en vleesverwerking;2000 31 december nader voorlopig;26.6;19.0;7.6
431;151   Slachterijen en vleesverwerking;2001 31 december voorlopig;25.9;18.3;7.6
432;151   Slachterijen en vleesverwerking;2001 31 december nader voorlopig;24.9;17.8;7.1
433;151   Slachterijen en vleesverwerking;2002 31 december voorlopig;23.5;16.8;6.7
434;151   Slachterijen en vleesverwerking;2002 31 december nader voorlopig;23.9;17.0;6.9
435;151   Slachterijen en vleesverwerking;2003 31 december voorlopig;22.2;16.0;6.1
436;151   Slachterijen en vleesverwerking;2003 31 december nader voorlopig;22.3;16.1;6.2
437;151   Slachterijen en vleesverwerking;2004 31 december voorlopig;20.4;14.9;5.4
438;151   Slachterijen en vleesverwerking;2004 31 december nader voorlopig;20.5;15.1;5.5
439;151   Slachterijen en vleesverwerking;2005 31 december voorlopig;19.4;14.4;5.1
440;1511  Slachterijen (excl. pluimvee);1993 30 september;10.1;8.7;1.4
441;1511  Slachterijen (excl. pluimvee);1994 30 september;9.9;8.5;1.4
442;1511  Slachterijen (excl. pluimvee);1995 31 december;8.4;7.4;1.1
443;1511  Slachterijen (excl. pluimvee);1995 31 december nader voorlopig;8.5;7.4;1.1
444;1511  Slachterijen (excl. pluimvee);1996 31 december nader voorlopig;8.7;7.5;1.3
445;1511  Slachterijen (excl. pluimvee);1997 31 december nader voorlopig;9.1;7.8;1.3
446;1511  Slachterijen (excl. pluimvee);1998 31 december nader voorlopig;9.5;8.1;1.4
447;1511  Slachterijen (excl. pluimvee);1999 31 december voorlopig;9.7;8.3;1.4
448;1511  Slachterijen (excl. pluimvee);1999 31 december nader voorlopig;10.1;8.6;1.5
449;1511  Slachterijen (excl. pluimvee);2000 31 december voorlopig;9.1;7.4;1.7
450;1511  Slachterijen (excl. pluimvee);2000 31 december nader voorlopig;9.0;7.3;1.7
451;1511  Slachterijen (excl. pluimvee);2001 31 december voorlopig;8.3;6.6;1.7
452;1511  Slachterijen (excl. pluimvee);2001 31 december nader voorlopig;7.8;6.4;1.4
453;1511  Slachterijen (excl. pluimvee);2002 31 december voorlopig;7.4;6.1;1.4
454;1511  Slachterijen (excl. pluimvee);2002 31 december nader voorlopig;7.5;6.1;1.4
455;1511  Slachterijen (excl. pluimvee);2003 31 december voorlopig;6.8;5.6;1.2
456;1511  Slachterijen (excl. pluimvee);2003 31 december nader voorlopig;6.8;5.6;1.2
457;1511  Slachterijen (excl. pluimvee);2004 31 december voorlopig;6.3;5.3;1.1
458;1511  Slachterijen (excl. pluimvee);2004 31 december nader voorlopig;6.4;5.4;1.1
459;1511  Slachterijen (excl. pluimvee);2005 31 december voorlopig;5.8;4.9;0.8
460;1512  Pluimveeslachterijen;1993 30 september;4.8;3.2;1.6
461;1512  Pluimveeslachterijen;1994 30 september;4.8;3.3;1.5
462;1512  Pluimveeslachterijen;1995 31 december;4.6;3.2;1.4
463;1512  Pluimveeslachterijen;1995 31 december nader voorlopig;4.7;3.3;1.5
464;1512  Pluimveeslachterijen;1996 31 december nader voorlopig;4.6;3.2;1.4
465;1512  Pluimveeslachterijen;1997 31 december nader voorlopig;4.8;3.5;1.3
466;1512  Pluimveeslachterijen;1998 31 december nader voorlopig;4.9;3.4;1.5
467;1512  Pluimveeslachterijen;1999 31 december voorlopig;5.0;3.4;1.5
468;1512  Pluimveeslachterijen;1999 31 december nader voorlopig;5.1;3.5;1.5
469;1512  Pluimveeslachterijen;2000 31 december voorlopig;4.9;3.3;1.6
470;1512  Pluimveeslachterijen;2000 31 december nader voorlopig;4.8;3.2;1.6
471;1512  Pluimveeslachterijen;2001 31 december voorlopig;4.6;3.1;1.5
472;1512  Pluimveeslachterijen;2001 31 december nader voorlopig;4.5;3.0;1.4
473;1512  Pluimveeslachterijen;2002 31 december voorlopig;4.0;2.7;1.3
474;1512  Pluimveeslachterijen;2002 31 december nader voorlopig;4.0;2.7;1.3
475;1512  Pluimveeslachterijen;2003 31 december voorlopig;3.4;2.4;1.0
476;1512  Pluimveeslachterijen;2003 31 december nader voorlopig;3.4;2.4;1.0
477;1512  Pluimveeslachterijen;2004 31 december voorlopig;3.1;2.2;0.9
478;1512  Pluimveeslachterijen;2004 31 december nader voorlopig;3.1;2.2;0.9
479;1512  Pluimveeslachterijen;2005 31 december voorlopig;2.9;2.1;0.8
480;1513  Vleesverwerkende industrie;1993 30 september;11.2;7.8;3.4
481;1513  Vleesverwerkende industrie;1994 30 september;11.3;7.9;3.4
482;1513  Vleesverwerkende industrie;1995 31 december;10.2;7.1;3.0
483;1513  Vleesverwerkende industrie;1995 31 december nader voorlopig;10.3;7.2;3.1
484;1513  Vleesverwerkende industrie;1996 31 december nader voorlopig;10.3;7.3;3.0
485;1513  Vleesverwerkende industrie;1997 31 december nader voorlopig;10.5;7.1;3.3
486;1513  Vleesverwerkende industrie;1998 31 december nader voorlopig;10.8;7.5;3.3
487;1513  Vleesverwerkende industrie;1999 31 december voorlopig;11.6;7.9;3.7
488;1513  Vleesverwerkende industrie;1999 31 december nader voorlopig;11.9;8.1;3.8
489;1513  Vleesverwerkende industrie;2000 31 december voorlopig;12.9;8.5;4.3
490;1513  Vleesverwerkende industrie;2000 31 december nader voorlopig;12.9;8.5;4.3
491;1513  Vleesverwerkende industrie;2001 31 december voorlopig;13.0;8.5;4.5
492;1513  Vleesverwerkende industrie;2001 31 december nader voorlopig;12.6;8.4;4.3
493;1513  Vleesverwerkende industrie;2002 31 december voorlopig;12.1;8.1;4.1
494;1513  Vleesverwerkende industrie;2002 31 december nader voorlopig;12.3;8.1;4.2
495;1513  Vleesverwerkende industrie;2003 31 december voorlopig;11.9;8.0;3.9
496;1513  Vleesverwerkende industrie;2003 31 december nader voorlopig;12.2;8.1;4.0
497;1513  Vleesverwerkende industrie;2004 31 december voorlopig;11.0;7.4;3.5
498;1513  Vleesverwerkende industrie;2004 31 december nader voorlopig;11.0;7.5;3.6
499;1513  Vleesverwerkende industrie;2005 31 december voorlopig;10.7;7.4;3.4
500;152   Visverwerkende industrie;1993 30 september;3.4;2.0;1.4
501;152   Visverwerkende industrie;1994 30 september;3.4;2.1;1.3
502;152   Visverwerkende industrie;1995 31 december;3.1;2.0;1.1
503;152   Visverwerkende industrie;1995 31 december nader voorlopig;3.1;2.0;1.1
504;152   Visverwerkende industrie;1996 31 december nader voorlopig;3.3;2.0;1.3
505;152   Visverwerkende industrie;1997 31 december nader voorlopig;3.4;2.0;1.3
506;152   Visverwerkende industrie;1998 31 december nader voorlopig;3.4;2.0;1.4
507;152   Visverwerkende industrie;1999 31 december voorlopig;3.8;2.3;1.5
508;152   Visverwerkende industrie;1999 31 december nader voorlopig;3.9;2.4;1.5
509;152   Visverwerkende industrie;2000 31 december voorlopig;3.6;2.2;1.4
510;152   Visverwerkende industrie;2000 31 december nader voorlopig;3.4;2.1;1.4
511;152   Visverwerkende industrie;2001 31 december voorlopig;3.8;2.2;1.5
512;152   Visverwerkende industrie;2001 31 december nader voorlopig;3.6;2.1;1.5
513;152   Visverwerkende industrie;2002 31 december voorlopig;3.3;2.0;1.3
514;152   Visverwerkende industrie;2002 31 december nader voorlopig;3.3;2.0;1.3
515;152   Visverwerkende industrie;2003 31 december voorlopig;3.1;1.9;1.2
516;152   Visverwerkende industrie;2003 31 december nader voorlopig;3.0;1.8;1.2
517;152   Visverwerkende industrie;2004 31 december voorlopig;3.1;1.8;1.3
518;152   Visverwerkende industrie;2004 31 december nader voorlopig;3.2;1.8;1.4
519;152   Visverwerkende industrie;2005 31 december voorlopig;3.2;1.9;1.3
520;153   Groente- en fruitverw. industrie;1993 30 september;8.9;7.0;1.9
521;153   Groente- en fruitverw. industrie;1994 30 september;7.7;6.0;1.7
522;153   Groente- en fruitverw. industrie;1995 31 december;7.3;5.8;1.4
523;153   Groente- en fruitverw. industrie;1995 31 december nader voorlopig;7.2;5.8;1.4
524;153   Groente- en fruitverw. industrie;1996 31 december nader voorlopig;7.1;5.6;1.5
525;153   Groente- en fruitverw. industrie;1997 31 december nader voorlopig;7.7;6.0;1.6
526;153   Groente- en fruitverw. industrie;1998 31 december nader voorlopig;7.8;6.0;1.8
527;153   Groente- en fruitverw. industrie;1999 31 december voorlopig;8.4;6.4;2.1
528;153   Groente- en fruitverw. industrie;1999 31 december nader voorlopig;8.5;6.5;2.0
529;153   Groente- en fruitverw. industrie;2000 31 december voorlopig;9.2;6.9;2.4
530;153   Groente- en fruitverw. industrie;2000 31 december nader voorlopig;9.1;6.8;2.4
531;153   Groente- en fruitverw. industrie;2001 31 december voorlopig;9.2;6.7;2.5
532;153   Groente- en fruitverw. industrie;2001 31 december nader voorlopig;9.2;6.8;2.5
533;153   Groente- en fruitverw. industrie;2002 31 december voorlopig;9.2;6.8;2.4
534;153   Groente- en fruitverw. industrie;2002 31 december nader voorlopig;9.2;6.8;2.3
535;153   Groente- en fruitverw. industrie;2003 31 december voorlopig;9.1;6.8;2.3
536;153   Groente- en fruitverw. industrie;2003 31 december nader voorlopig;9.1;6.8;2.3
537;153   Groente- en fruitverw. industrie;2004 31 december voorlopig;9.4;7.1;2.4
538;153   Groente- en fruitverw. industrie;2004 31 december nader voorlopig;9.4;7.0;2.4
539;153   Groente- en fruitverw. industrie;2005 31 december voorlopig;9.0;6.7;2.2
540;1531  Aardappelproductenindustrie;1993 30 september;3.9;3.1;0.8
541;1531  Aardappelproductenindustrie;1994 30 september;3.2;2.6;0.6
542;1531  Aardappelproductenindustrie;1995 31 december;3.2;2.6;0.6
543;1531  Aardappelproductenindustrie;1995 31 december nader voorlopig;3.2;2.6;0.6
544;1531  Aardappelproductenindustrie;1996 31 december nader voorlopig;3.3;2.6;0.7
545;1531  Aardappelproductenindustrie;1997 31 december nader voorlopig;3.9;3.0;0.8
546;1531  Aardappelproductenindustrie;1998 31 december nader voorlopig;4.0;3.1;0.8
547;1531  Aardappelproductenindustrie;1999 31 december voorlopig;4.1;3.2;0.9
548;1531  Aardappelproductenindustrie;1999 31 december nader voorlopig;4.1;3.2;0.9
549;1531  Aardappelproductenindustrie;2000 31 december voorlopig;4.1;3.2;0.9
550;1531  Aardappelproductenindustrie;2000 31 december nader voorlopig;4.0;3.2;0.9
551;1531  Aardappelproductenindustrie;2001 31 december voorlopig;3.9;3.0;0.9
552;1531  Aardappelproductenindustrie;2001 31 december nader voorlopig;3.9;3.0;0.9
553;1531  Aardappelproductenindustrie;2002 31 december voorlopig;3.9;3.0;0.8
554;1531  Aardappelproductenindustrie;2002 31 december nader voorlopig;3.9;3.0;0.8
555;1531  Aardappelproductenindustrie;2003 31 december voorlopig;3.8;3.0;0.8
556;1531  Aardappelproductenindustrie;2003 31 december nader voorlopig;3.8;3.0;0.8
557;1531  Aardappelproductenindustrie;2004 31 december voorlopig;3.8;2.9;0.8
558;1531  Aardappelproductenindustrie;2004 31 december nader voorlopig;3.6;2.9;0.8
559;1531  Aardappelproductenindustrie;2005 31 december voorlopig;3.3;2.6;0.7
560;1532x Ov. groente-, fruitverw. industrie;1993 30 september;5.0;3.9;1.1
561;1532x Ov. groente-, fruitverw. industrie;1994 30 september;4.5;3.5;1.1
562;1532x Ov. groente-, fruitverw. industrie;1995 31 december;4.1;3.2;0.8
563;1532x Ov. groente-, fruitverw. industrie;1995 31 december nader voorlopig;4.0;3.2;0.8
564;1532x Ov. groente-, fruitverw. industrie;1996 31 december nader voorlopig;3.8;3.0;0.8
565;1532x Ov. groente-, fruitverw. industrie;1997 31 december nader voorlopig;3.8;3.0;0.8
566;1532x Ov. groente-, fruitverw. industrie;1998 31 december nader voorlopig;3.8;2.9;0.9
567;1532x Ov. groente-, fruitverw. industrie;1999 31 december voorlopig;4.3;3.2;1.2
568;1532x Ov. groente-, fruitverw. industrie;1999 31 december nader voorlopig;4.4;3.2;1.1
569;1532x Ov. groente-, fruitverw. industrie;2000 31 december voorlopig;5.1;3.6;1.5
570;1532x Ov. groente-, fruitverw. industrie;2000 31 december nader voorlopig;5.1;3.6;1.5
571;1532x Ov. groente-, fruitverw. industrie;2001 31 december voorlopig;5.3;3.7;1.6
572;1532x Ov. groente-, fruitverw. industrie;2001 31 december nader voorlopig;5.3;3.8;1.6
573;1532x Ov. groente-, fruitverw. industrie;2002 31 december voorlopig;5.3;3.8;1.5
574;1532x Ov. groente-, fruitverw. industrie;2002 31 december nader voorlopig;5.3;3.8;1.5
575;1532x Ov. groente-, fruitverw. industrie;2003 31 december voorlopig;5.3;3.9;1.5
576;1532x Ov. groente-, fruitverw. industrie;2003 31 december nader voorlopig;5.3;3.8;1.5
577;1532x Ov. groente-, fruitverw. industrie;2004 31 december voorlopig;5.7;4.1;1.6
578;1532x Ov. groente-, fruitverw. industrie;2004 31 december nader voorlopig;5.7;4.1;1.6
579;1532x Ov. groente-, fruitverw. industrie;2005 31 december voorlopig;5.7;4.1;1.5
580;154   Margarine-, oliën- en vettenind.;1993 30 september;3.3;2.7;0.6
581;154   Margarine-, oliën- en vettenind.;1994 30 september;3.5;2.9;0.6
582;154   Margarine-, oliën- en vettenind.;1995 31 december;3.3;2.8;0.5
583;154   Margarine-, oliën- en vettenind.;1995 31 december nader voorlopig;3.2;2.7;0.5
584;154   Margarine-, oliën- en vettenind.;1996 31 december nader voorlopig;3.2;2.6;0.5
585;154   Margarine-, oliën- en vettenind.;1997 31 december nader voorlopig;3.3;2.7;0.6
586;154   Margarine-, oliën- en vettenind.;1998 31 december nader voorlopig;3.1;2.6;0.5
587;154   Margarine-, oliën- en vettenind.;1999 31 december voorlopig;3.1;2.5;0.5
588;154   Margarine-, oliën- en vettenind.;1999 31 december nader voorlopig;3.2;2.6;0.6
589;154   Margarine-, oliën- en vettenind.;2000 31 december voorlopig;3.1;2.5;0.6
590;154   Margarine-, oliën- en vettenind.;2000 31 december nader voorlopig;3.1;2.5;0.6
591;154   Margarine-, oliën- en vettenind.;2001 31 december voorlopig;3.5;2.8;0.7
592;154   Margarine-, oliën- en vettenind.;2001 31 december nader voorlopig;2.7;2.3;0.4
593;154   Margarine-, oliën- en vettenind.;2002 31 december voorlopig;2.3;2.0;0.3
594;154   Margarine-, oliën- en vettenind.;2002 31 december nader voorlopig;2.3;2.0;0.3
595;154   Margarine-, oliën- en vettenind.;2003 31 december voorlopig;2.2;1.9;0.3
596;154   Margarine-, oliën- en vettenind.;2003 31 december nader voorlopig;2.2;1.9;0.3
597;154   Margarine-, oliën- en vettenind.;2004 31 december voorlopig;2.2;1.8;0.4
598;154   Margarine-, oliën- en vettenind.;2004 31 december nader voorlopig;2.2;1.8;0.4
599;154   Margarine-, oliën- en vettenind.;2005 31 december voorlopig;2.3;1.8;0.5
600;155   Zuivelindustrie;1993 30 september;17.2;14.7;2.5
601;155   Zuivelindustrie;1994 30 september;15.8;13.6;2.3
602;155   Zuivelindustrie;1995 31 december;14.3;12.2;2.1
603;155   Zuivelindustrie;1995 31 december nader voorlopig;14.2;12.1;2.1
604;155   Zuivelindustrie;1996 31 december nader voorlopig;12.0;10.3;1.8
