ID;HuishoudensKenmerken;Perioden;BrutoExploitatieoverschot_1;BrutoGemengdInkomen_2;BrutoSaldoPrimaireInkomens_3;BrutoBeschikbaarInkomen_4;BrutoAlternatiefBeschikbaarInkomen_5;Totaal_6;BeloningVanWerknemers_7;InkomenUitVermogen_8;SocialeUitkeringenInGeld_9;OverigeInkomensoverdrachten_10;SocialeOverdrachtenInNatura_11;Totaal_12;InkomenUitVermogen_13;BelastingenOpInkomenEnVermogen_14;SocialePremies_15;OverigeInkomensoverdrachten_16;CorrectieMutatiesInPensioenrechten_17;BrutoExploitatieoverschot_18;BrutoGemengdInkomen_19;BrutoSaldoPrimaireInkomens_20;BrutoBeschikbaarInkomen_21;BrutoAlternatiefBeschikbaarInkomen_22;Totaal_23;BeloningVanWerknemers_24;InkomenUitVermogen_25;SocialeUitkeringenInGeld_26;OverigeInkomensoverdrachten_27;SocialeOverdrachtenInNatura_28;Totaal_29;InkomenUitVermogen_30;BelastingenOpInkomenEnVermogen_31;SocialePremies_32;OverigeInkomensoverdrachten_33;CorrectieMutatiesInPensioenrechten_34;BrutoExploitatieoverschot_35;BrutoGemengdInkomen_36;BrutoSaldoPrimaireInkomens_37;BrutoBeschikbaarInkomen_38;BrutoAlternatiefBeschikbaarInkomen_39;Totaal_40;BeloningVanWerknemers_41;InkomenUitVermogen_42;SocialeUitkeringenInGeld_43;OverigeInkomensoverdrachten_44;SocialeOverdrachtenInNatura_45;Totaal_46;InkomenUitVermogen_47;BelastingenOpInkomenEnVermogen_48;SocialePremies_49;OverigeInkomensoverdrachten_50;CorrectieMutatiesInPensioenrechten_51;BrutoExploitatieoverschot_52;BrutoGemengdInkomen_53;BrutoSaldoPrimaireInkomens_54;BrutoBeschikbaarInkomen_55;BrutoAlternatiefBeschikbaarInkomen_56;Totaal_57;BeloningVanWerknemers_58;InkomenUitVermogen_59;SocialeUitkeringenInGeld_60;OverigeInkomensoverdrachten_61;SocialeOverdrachtenInNatura_62;Totaal_63;InkomenUitVermogen_64;BelastingenOpInkomenEnVermogen_65;SocialePremies_66;OverigeInkomensoverdrachten_67
185;Hoofdkostwinner: 50 tot 65 jaar;2010;1089;17792;140388;96794;122837;190032;106917;18209;32809;6053;26043;86075;3619;21495;52317;8644;7666;0.5;8.6;68.0;46.9;59.5;92.0;51.8;8.8;15.9;2.9;12.6;41.7;1.8;10.4;25.3;4.2;3.7;0.4;6.1;48.0;33.1;42.0;64.9;36.5;6.2;11.2;2.1;8.9;29.4;1.2;7.3;17.9;3.0;2.6;0.9;14.5;114.3;78.8;100;154.7;87.0;14.8;26.7;4.9;21.2;70.1;2.9;17.5;42.6;7.0
186;Hoofdkostwinner: 50 tot 65 jaar;2011;1659;19109;146203;98742;125751;194942;111005;18644;32230;6055;27009;89960;4214;20966;55870;8911;9737;0.8;9.2;70.6;47.7;60.7;94.1;53.6;9.0;15.6;2.9;13.0;43.4;2.0;10.1;27.0;4.3;4.7;0.6;6.5;49.7;33.6;42.8;66.3;37.8;6.3;11.0;2.1;9.2;30.6;1.4;7.1;19.0;3.0;3.3;1.3;15.2;116.3;78.5;100;155.0;88.3;14.8;25.6;4.8;21.5;71.5;3.4;16.7;44.4;7.1
187;Hoofdkostwinner: 50 tot 65 jaar;2012;423;18947;149704;97726;125265;197665;115156;17585;31358;6027;27539;91770;2408;19810;60611;8942;12528;0.2;9.1;71.8;46.8;60.0;94.8;55.2;8.4;15.0;2.9;13.2;44.0;1.2;9.5;29.1;4.3;6.0;0.1;6.4;50.5;33.0;42.3;66.7;38.9;5.9;10.6;2.0;9.3;31.0;0.8;6.7;20.5;3.0;4.2;0.3;15.1;119.5;78.0;100;157.8;91.9;14.0;25.0;4.8;22.0;73.3;1.9;15.8;48.4;7.1
188;Hoofdkostwinner: 50 tot 65 jaar;2013;944;19791;155970;98961;126564;202620;120018;17343;31211;6444;27603;96792;2127;20155;64621;9888;14902;0.4;9.4;73.7;46.8;59.8;95.8;56.7;8.2;14.8;3.0;13.0;45.7;1.0;9.5;30.5;4.7;7.0;0.3;6.6;51.9;32.9;42.1;67.4;39.9;5.8;10.4;2.1;9.2;32.2;0.7;6.7;21.5;3.3;5.0;0.7;15.6;123.2;78.2;100;160.1;94.8;13.7;24.7;5.1;21.8;76.5;1.7;15.9;51.1;7.8
189;Hoofdkostwinner: 50 tot 65 jaar;2014;1615;20760;162225;103555;131824;208715;124179;17829;31784;6654;28270;99266;2157;21566;65257;10286;14838;0.8;9.7;75.8;48.4;61.6;97.6;58.0;8.3;14.9;3.1;13.2;46.4;1.0;10.1;30.5;4.8;6.9;0.5;6.8;53.2;34.0;43.3;68.5;40.8;5.9;10.4;2.2;9.3;32.6;0.7;7.1;21.4;3.4;4.9;1.2;15.7;123.1;78.6;100;158.3;94.2;13.5;24.1;5.0;21.4;75.3;1.6;16.4;49.5;7.8
190;Hoofdkostwinner: 65 jaar of ouder;2005;1454;2937;20141;44518;65767;80860;4243;12371;40091;2906;21250;19484;864;4946;10154;3521;-10027;0.9;1.7;12.0;26.5;39.1;48.1;2.5;7.4;23.8;1.7;12.6;11.6;0.5;2.9;6.0;2.1;-6.0;0.7;1.5;10.1;22.3;32.9;40.4;2.1;6.2;20.0;1.5;10.6;9.7;0.4;2.5;5.1;1.8;-5.0;2.2;4.5;30.6;67.7;100;122.9;6.5;18.8;61.0;4.4;32.3;29.6;1.3;7.5;15.4;5.4
191;Hoofdkostwinner: 65 jaar of ouder;2006;2216;3513;23268;49363;74358;88735;4136;14574;43035;1995;24996;20107;1173;5141;11169;2624;-11783;1.3;2.1;13.6;28.9;43.5;52.0;2.4;8.5;25.2;1.2;14.6;11.8;0.7;3.0;6.5;1.5;-6.9;1.1;1.7;11.4;24.3;36.6;43.7;2.0;7.2;21.2;1.0;12.3;9.9;0.6;2.5;5.5;1.3;-5.8;3.0;4.7;31.3;66.4;100;119.3;5.6;19.6;57.9;2.7;33.6;27.0;1.6;6.9;15.0;3.5
192;Hoofdkostwinner: 65 jaar of ouder;2007;3149;3530;24141;52107;77716;92531;4448;14642;45734;2098;25609;21494;1627;5686;11221;2959;-13324;1.8;2.0;13.9;30.1;44.9;53.4;2.6;8.5;26.4;1.2;14.8;12.4;0.9;3.3;6.5;1.7;-7.7;1.5;1.7;11.7;25.3;37.7;44.9;2.2;7.1;22.2;1.0;12.4;10.4;0.8;2.8;5.4;1.4;-6.5;4.1;4.5;31.1;67.0;100;119.1;5.7;18.8;58.8;2.7;33.0;27.7;2.1;7.3;14.4;3.8
193;Hoofdkostwinner: 65 jaar of ouder;2008;3403;3769;28130;56457;83244;99727;5197;17694;47929;2119;26787;23655;1932;5596;13521;2604;-12389;1.9;2.1;15.9;31.9;47.1;56.4;2.9;10.0;27.1;1.2;15.2;13.4;1.1;3.2;7.6;1.5;-7.0;1.6;1.8;13.3;26.8;39.5;47.3;2.5;8.4;22.7;1.0;12.7;11.2;0.9;2.7;6.4;1.2;-5.9;4.1;4.5;33.8;67.8;100;119.8;6.2;21.3;57.6;2.5;32.2;28.4;2.3;6.7;16.2;3.1
194;Hoofdkostwinner: 65 jaar of ouder;2009;1146;3684;23693;52394;81446;101266;5374;14590;50055;2195;29052;24650;1101;6710;14022;2817;-12817;0.6;2.0;13.1;28.9;45.0;55.9;3.0;8.1;27.6;1.2;16.0;13.6;0.6;3.7;7.7;1.6;-7.1;0.5;1.7;11.0;24.3;37.7;46.9;2.5;6.8;23.2;1.0;13.5;11.4;0.5;3.1;6.5;1.3;-5.9;1.4;4.5;29.1;64.3;100;124.3;6.6;17.9;61.5;2.7;35.7;30.3;1.4;8.2;17.2;3.5
195;Hoofdkostwinner: 65 jaar of ouder;2010;702;3993;24104;53866;84515;105730;5804;14520;52354;2404;30649;25910;915;7427;14582;2985;-13982;0.4;2.2;13.0;29.0;45.6;57.0;3.1;7.8;28.2;1.3;16.5;14.0;0.5;4.0;7.9;1.6;-7.5;0.3;1.8;10.9;24.3;38.1;47.6;2.6;6.5;23.6;1.1;13.8;11.7;0.4;3.3;6.6;1.3;-6.3;0.8;4.7;28.5;63.7;100;125.1;6.9;17.2;61.9;2.8;36.3;30.7;1.1;8.8;17.3;3.5
196;Hoofdkostwinner: 65 jaar of ouder;2011;1141;4533;27197;58364;90424;115133;6712;16000;57321;3039;32060;30381;1188;7875;17760;3559;-15073;0.6;2.3;14.1;30.3;46.9;59.7;3.5;8.3;29.7;1.6;16.6;15.7;0.6;4.1;9.2;1.8;-7.8;0.5;2.0;11.8;25.2;39.1;49.8;2.9;6.9;24.8;1.3;13.9;13.1;0.5;3.4;7.7;1.5;-6.5;1.3;5.0;30.1;64.5;100;127.3;7.4;17.7;63.4;3.4;35.5;33.6;1.3;8.7;19.6;3.9
197;Hoofdkostwinner: 65 jaar of ouder;2012;300;4911;29706;61984;96192;123080;6889;18339;60890;2756;34208;32099;732;7517;20468;3382;-15479;0.2;2.5;14.9;31.0;48.1;61.6;3.4;9.2;30.5;1.4;17.1;16.1;0.4;3.8;10.2;1.7;-7.7;0.1;2.0;12.4;25.8;40.1;51.3;2.9;7.6;25.4;1.1;14.2;13.4;0.3;3.1;8.5;1.4;-6.4;0.3;5.1;30.9;64.4;100;128.0;7.2;19.1;63.3;2.9;35.6;33.4;0.8;7.8;21.3;3.5
198;Hoofdkostwinner: 65 jaar of ouder;2013;721;5450;30628;62576;101280;130850;6951;18169;64116;2910;38704;35741;663;8357;22907;3814;-17013;0.4;2.6;14.9;30.4;49.2;63.6;3.4;8.8;31.2;1.4;18.8;17.4;0.3;4.1;11.1;1.9;-8.3;0.3;2.2;12.4;25.3;41.0;52.9;2.8;7.4;25.9;1.2;15.7;14.5;0.3;3.4;9.3;1.5;-6.9;0.7;5.4;30.2;61.8;100;129.2;6.9;17.9;63.3;2.9;38.2;35.3;0.7;8.3;22.6;3.8
199;Hoofdkostwinner: 65 jaar of ouder;2014;1125;5693;32058;63623;103538;134430;7420;18502;65663;2930;39914;37711;682;9119;23780;4129;-16656;0.5;2.7;15.2;30.1;49.0;63.6;3.5;8.8;31.1;1.4;18.9;17.8;0.3;4.3;11.3;2.0;-7.9;0.4;2.2;12.6;25.0;40.7;52.9;2.9;7.3;25.8;1.2;15.7;14.8;0.3;3.6;9.4;1.6;-6.6;1.1;5.5;31.0;61.4;100;129.8;7.2;17.9;63.4;2.8;38.6;36.4;0.7;8.8;23.0;4.0
200;Woningbezit: eigen woning;2005;7955;36756;265636;183227;228405;340829;201307;34434;45775;14136;45178;157135;14815;32125;91377;18818;18806;2.1;9.5;69.0;47.6;59.3;88.5;52.3;8.9;11.9;3.7;11.7;40.8;3.8;8.3;23.7;4.9;4.9;1.4;6.3;45.4;31.3;39.1;58.3;34.4;5.9;7.8;2.4;7.7;26.9;2.5;5.5;15.6;3.2;3.2;3.5;16.1;116.3;80.2;100;149.2;88.1;15.1;20.0;6.2;19.8;68.8;6.5;14.1;40.0;8.2
201;Woningbezit: eigen woning;2006;11932;40652;280370;194603;248050;357890;209964;37813;48560;8105;53447;162423;19991;34528;95293;12610;14022;3.0;10.3;70.8;49.2;62.7;90.4;53.0;9.6;12.3;2.0;13.5;41.0;5.0;8.7;24.1;3.2;3.5;2.0;6.8;46.8;32.5;41.4;59.8;35.1;6.3;8.1;1.4;8.9;27.1;3.3;5.8;15.9;2.1;2.3;4.8;16.4;113.0;78.5;100;144.3;84.6;15.2;19.6;3.3;21.5;65.5;8.1;13.9;38.4;5.1
202;Woningbezit: eigen woning;2007;15669;41678;295174;203600;260201;380730;221808;42970;50726;8625;56600;177877;26952;38070;98898;13957;14648;3.9;10.4;73.4;50.6;64.7;94.6;55.1;10.7;12.6;2.1;14.1;44.2;6.7;9.5;24.6;3.5;3.6;2.6;6.9;48.6;33.6;42.9;62.7;36.6;7.1;8.4;1.4;9.3;29.3;4.4;6.3;16.3;2.3;2.4;6.0;16.0;113.4;78.2;100;146.3;85.2;16.5;19.5;3.3;21.8;68.4;10.4;14.6;38.0;5.4
203;Woningbezit: eigen woning;2008;16762;44655;317052;216002;278754;411110;236556;48696;54129;8977;62752;193773;29616;39388;111351;13419;18763;4.0;10.7;76.1;51.8;66.9;98.7;56.8;11.7;13.0;2.2;15.1;46.5;7.1;9.5;26.7;3.2;4.5;2.7;7.1;50.6;34.5;44.5;65.6;37.8;7.8;8.6;1.4;10.0;30.9;4.7;6.3;17.8;2.1;3.0;6.0;16.0;113.7;77.5;100;147.5;84.9;17.5;19.4;3.2;22.5;69.5;10.6;14.1;39.9;4.8
204;Woningbezit: eigen woning;2009;5298;44199;316062;215090;282619;416874;241011;41594;57131;9609;67528;183752;16041;44553;109013;14145;20611;1.3;10.5;74.9;51.0;66.9;98.8;57.1;9.9;13.5;2.3;16.0;43.5;3.8;10.6;25.8;3.4;4.9;0.8;7.0;49.9;34.0;44.6;65.9;38.1;6.6;9.0;1.5;10.7;29.0;2.5;7.0;17.2;2.2;3.3;1.9;15.6;111.8;76.1;100;147.5;85.3;14.7;20.2;3.4;23.9;65.0;5.7;15.8;38.6;5.0
205;Woningbezit: eigen woning;2010;3060;43968;317106;216991;286929;423463;242714;39848;60793;10170;69938;183563;12484;46451;110021;14606;16870;0.7;10.3;74.1;50.7;67.1;99.0;56.7;9.3;14.2;2.4;16.3;42.9;2.9;10.9;25.7;3.4;3.9;0.5;6.9;49.5;33.8;44.7;66.0;37.9;6.2;9.5;1.6;10.9;28.6;1.9;7.2;17.2;2.3;2.6;1.1;15.3;110.5;75.6;100;147.6;84.6;13.9;21.2;3.5;24.4;64.0;4.4;16.2;38.3;5.1
206;Woningbezit: eigen woning;2011;4845;45370;326379;223072;293419;436516;249033;41648;64355;11133;70348;193312;14516;46024;117607;15166;18157;1.1;10.5;75.7;51.7;68.0;101.2;57.7;9.7;14.9;2.6;16.3;44.8;3.4;10.7;27.3;3.5;4.2;0.8;7.0;50.6;34.6;45.5;67.7;38.6;6.5;10.0;1.7;10.9;30.0;2.3;7.1;18.2;2.4;2.8;1.7;15.5;111.2;76.0;100;148.8;84.9;14.2;21.9;3.8;24.0;65.9;4.9;15.7;40.1;5.2
207;Woningbezit: eigen woning;2012;1178;45264;333059;224592;296556;444253;253536;41231;66886;10636;71964;194139;8150;43769;126843;15378;21142;0.3;10.4;76.5;51.6;68.1;102.0;58.2;9.5;15.4;2.4;16.5;44.6;1.9;10.1;29.1;3.5;4.9;0.2;7.0;51.3;34.6;45.6;68.4;39.0;6.3;10.3;1.6;11.1;29.9;1.3;6.7;19.5;2.4;3.3;0.4;15.3;112.3;75.7;100;149.8;85.5;13.9;22.6;3.6;24.3;65.5;2.7;14.8;42.8;5.2
208;Woningbezit: eigen woning;2013;2739;46023;337668;224340;294532;446570;255774;40066;69507;11031;70192;200800;6934;43144;134307;16415;22517;0.6;10.5;77.2;51.3;67.4;102.1;58.5;9.2;15.9;2.5;16.1;45.9;1.6;9.9;30.7;3.8;5.1;0.4;7.1;51.8;34.4;45.2;68.6;39.3;6.2;10.7;1.7;10.8;30.8;1.1;6.6;20.6;2.5;3.5;0.9;15.6;114.6;76.2;100;151.6;86.8;13.6;23.6;3.7;23.8;68.2;2.4;14.6;45.6;5.6
209;Woningbezit: eigen woning;2014;4618;47869;345141;230620;301589;452602;259088;40401;71245;10899;70969;203500;6835;45811;134223;16631;20982;1.0;10.8;78.2;52.3;68.4;102.6;58.7;9.2;16.1;2.5;16.1;46.1;1.5;10.4;30.4;3.8;4.8;0.7;7.3;52.6;35.2;46.0;69.0;39.5;6.2;10.9;1.7;10.8;31.0;1.0;7.0;20.5;2.5;3.2;1.5;15.9;114.4;76.5;100;150.1;85.9;13.4;23.6;3.6;23.5;67.5;2.3;15.2;44.5;5.5
210;Woningbezit: huurwoning met huurtoeslag;2005;0;1120;8103;18335;31891;36944;6045;971;14532;1841;13556;6174;33;275;4553;1313;61;0.0;1.1;7.7;17.5;30.5;35.3;5.8;0.9;13.9;1.8;12.9;5.9;0.0;0.3;4.3;1.3;0.1;0.0;0.9;6.2;14.0;24.4;28.3;4.6;0.7;11.1;1.4;10.4;4.7;0.0;0.2;3.5;1.0;0.0;0.0;3.5;25.4;57.5;100;115.8;19.0;3.0;45.6;5.8;42.5;19.4;0.1;0.9;14.3;4.1
211;Woningbezit: huurwoning met huurtoeslag;2006;0;811;6684;18213;33327;37770;5000;942;15430;1284;15114;5254;70;164;4150;870;-244;0.0;0.8;6.5;17.7;32.3;36.6;4.8;0.9;15.0;1.2;14.6;5.1;0.1;0.2;4.0;0.8;-0.2;0.0;0.6;5.2;14.2;26.1;29.5;3.9;0.7;12.1;1.0;11.8;4.1;0.1;0.1;3.2;0.7;-0.2;0.0;2.4;20.1;54.6;100;113.3;15.0;2.8;46.3;3.9;45.4;15.8;0.2;0.5;12.5;2.6
212;Woningbezit: huurwoning met huurtoeslag;2007;2;924;7794;19273;35131;39828;5980;993;15803;1194;15858;5623;106;217;4428;873;-202;0.0;0.9;7.4;18.4;33.5;37.9;5.7;0.9;15.1;1.1;15.1;5.4;0.1;0.2;4.2;0.8;-0.2;0.0;0.7;6.0;14.8;27.0;30.6;4.6;0.8;12.1;0.9;12.2;4.3;0.1;0.2;3.4;0.7;-0.2;0.0;2.6;22.2;54.9;100;113.4;17.0;2.8;45.0;3.4;45.1;16.0;0.3;0.6;12.6;2.5
213;Woningbezit: huurwoning met huurtoeslag;2008;0;1024;8872;20354;37113;42759;6812;1161;16689;1337;16760;6670;126;236;5328;980;-21;0.0;1.0;8.3;19.1;34.9;40.2;6.4;1.1;15.7;1.3;15.8;6.3;0.1;0.2;5.0;0.9;0.0;0.0;0.8;6.7;15.4;28.1;32.4;5.2;0.9;12.6;1.0;12.7;5.1;0.1;0.2;4.0;0.7;0.0;0.0;2.8;23.9;54.8;100;115.2;18.4;3.1;45.0;3.6;45.2;18.0;0.3;0.6;14.4;2.6
214;Woningbezit: huurwoning met huurtoeslag;2009;-1;1278;9667;21705;39675;45458;7252;1219;17622;1394;17970;7059;81;349;5608;1021;159;0.0;1.2;8.8;19.8;36.2;41.5;6.6;1.1;16.1;1.3;16.4;6.4;0.1;0.3;5.1;0.9;0.1;0.0;0.9;7.1;16.0;29.2;33.4;5.3;0.9;13.0;1.0;13.2;5.2;0.1;0.3;4.1;0.8;0.1;0.0;3.2;24.4;54.7;100;114.6;18.3;3.1;44.4;3.5;45.3;17.8;0.2;0.9;14.1;2.6
215;Woningbezit: huurwoning met huurtoeslag;2010;0;1290;9060;21359;39695;45261;6741;1094;17826;1264;18336;6856;65;325;5492;974;-33;0.0;1.2;8.3;19.5;36.2;41.3;6.1;1.0;16.2;1.2;16.7;6.2;0.1;0.3;5.0;0.9;0.0;0.0;1.0;6.7;15.8;29.3;33.4;5.0;0.8;13.2;0.9;13.5;5.1;0.0;0.2;4.1;0.7;0.0;0.0;3.3;22.8;53.8;100;114.0;17.0;2.8;44.9;3.2;46.2;17.3;0.2;0.8;13.8;2.5
216;Woningbezit: huurwoning met huurtoeslag;2011;0;1424;9662;22124;40883;47060;6954;1360;18553;1434;18758;7601;75;289;6214;1023;143;0.0;1.3;8.5;19.6;36.2;41.6;6.2;1.2;16.4;1.3;16.6;6.7;0.1;0.3;5.5;0.9;0.1;0.0;1.0;6.9;15.8;29.3;33.7;5.0;1.0;13.3;1.0;13.4;5.4;0.1;0.2;4.5;0.7;0.1;0.0;3.5;23.6;54.1;100;115.1;17.0;3.3;45.4;3.5;45.9;18.6;0.2;0.7;15.2;2.5
217;Woningbezit: huurwoning met huurtoeslag;2012;0;1218;9202;22055;41281;47477;6588;1434;18969;1261;19226;7415;38;249;6336;792;51;0.0;1.1;8.0;19.1;35.8;41.2;5.7;1.2;16.5;1.1;16.7;6.4;0.0;0.2;5.5;0.7;0.0;0.0;0.9;6.5;15.6;29.2;33.5;4.7;1.0;13.4;0.9;13.6;5.2;0.0;0.2;4.5;0.6;0.0;0.0;3.0;22.3;53.4;100;115.0;16.0;3.5;46.0;3.1;46.6;18.0;0.1;0.6;15.3;1.9
218;Woningbezit: huurwoning met huurtoeslag;2013;0;1262;9017;22139;41419;47397;6390;1399;19056;1272;19280;7241;34;476;5858;872;95;0.0;1.1;7.9;19.3;36.1;41.3;5.6;1.2;16.6;1.1;16.8;6.3;0.0;0.4;5.1;0.8;0.1;0.0;0.9;6.4;15.7;29.4;33.7;4.5;1.0;13.5;0.9;13.7;5.1;0.0;0.3;4.2;0.6;0.1;0.0;3.0;21.8;53.5;100;114.4;15.4;3.4;46.0;3.1;46.5;17.5;0.1;1.1;14.1;2.1
219;Woningbezit: huurwoning met huurtoeslag;2014;9;1464;9699;23950;44783;50884;6741;1526;20440;1342;20834;7573;42;408;6260;864;203;0.0;1.2;7.9;19.4;36.3;41.3;5.5;1.2;16.6;1.1;16.9;6.1;0.0;0.3;5.1;0.7;0.2;0.0;1.0;6.4;15.8;29.6;33.7;4.5;1.0;13.5;0.9;13.8;5.0;0.0;0.3;4.1;0.6;0.1;0.0;3.3;21.7;53.5;100;113.6;15.1;3.4;45.6;3.0;46.5;16.9;0.1;0.9;14.0;1.9
220;Woningbezit: huurwoning geen huurtoeslag;2005;65;9723;72957;65002;88068;121241;55473;7996;29549;5157;23066;42961;300;6664;30442;5556;2246;0.0;4.0;30.0;26.7;36.2;49.9;22.8;3.3;12.2;2.1;9.5;17.7;0.1;2.7;12.5;2.3;0.9;0.0;3.2;23.8;21.2;28.7;39.6;18.1;2.6;9.6;1.7;7.5;14.0;0.1;2.2;9.9;1.8;0.7;0.1;11.0;82.8;73.8;100;137.7;63.0;9.1;33.6;5.9;26.2;48.8;0.3;7.6;34.6;6.3
221;Woningbezit: huurwoning geen huurtoeslag;2006;94;8483;73249;64382;90182;123430;57018;8101;29109;3401;25800;41824;448;6984;30460;3933;1022;0.0;3.6;30.7;27.0;37.8;51.8;23.9;3.4;12.2;1.4;10.8;17.5;0.2;2.9;12.8;1.6;0.4;0.0;2.8;24.5;21.5;30.1;41.2;19.0;2.7;9.7;1.1;8.6;14.0;0.1;2.3;10.2;1.3;0.3;0.1;9.4;81.2;71.4;100;136.9;63.2;9.0;32.3;3.8;28.6;46.4;0.5;7.7;33.8;4.4
222;Woningbezit: huurwoning geen huurtoeslag;2007;441;8580;75007;66139;92145;125314;58425;8146;29412;3324;26006;42189;584;7048;30653;3903;1061;0.2;3.7;31.9;28.1;39.2;53.3;24.9;3.5;12.5;1.4;11.1;18.0;0.2;3.0;13.0;1.7;0.5;0.2;2.9;25.5;22.5;31.4;42.7;19.9;2.8;10.0;1.1;8.9;14.4;0.2;2.4;10.4;1.3;0.4;0.5;9.3;81.4;71.8;100;136.0;63.4;8.8;31.9;3.6;28.2;45.8;0.6;7.6;33.3;4.2
223;Woningbezit: huurwoning geen huurtoeslag;2008;0;6518;72262;61730;87325;123522;58090;8241;28639;2958;25595;42716;587;6616;32220;3293;1972;0.0;2.9;32.1;27.4;38.8;54.8;25.8;3.7;12.7;1.3;11.4;19.0;0.3;2.9;14.3;1.5;0.9;0.0;2.3;25.9;22.2;31.3;44.3;20.9;3.0;10.3;1.1;9.2;15.3;0.2;2.4;11.6;1.2;0.7;0.0;7.5;82.8;70.7;100;141.5;66.5;9.4;32.8;3.4;29.3;48.9;0.7;7.6;36.9;3.8
224;Woningbezit: huurwoning geen huurtoeslag;2009;-6;6379;70892;61473;88472;125032;57741;7106;30095;3089;27000;42932;329;7912;30779;3913;2333;0.0;2.8;31.7;27.4;39.5;55.8;25.8;3.2;13.4;1.4;12.1;19.2;0.1;3.5;13.7;1.7;1.0;0.0;2.3;25.7;22.3;32.0;45.3;20.9;2.6;10.9;1.1;9.8;15.5;0.1;2.9;11.1;1.4;0.8;0.0;7.2;80.1;69.5;100;141.3;65.3;8.0;34.0;3.5;30.5;48.5;0.4;8.9;34.8;4.4
225;Woningbezit: huurwoning geen huurtoeslag;2010;1;6243;69216;61323;89219;125595;56583;6639;31109;3368;27896;42619;250;7811;30506;4053;1425;0.0;2.8;30.7;27.2;39.6;55.8;25.1;2.9;13.8;1.5;12.4;18.9;0.1;3.5;13.5;1.8;0.6;0.0;2.3;25.0;22.1;32.2;45.3;20.4;2.4;11.2;1.2;10.1;15.4;0.1;2.8;11.0;1.5;0.5;0.0;7.0;77.6;68.7;100;140.8;63.4;7.4;34.9;3.8;31.3;47.8;0.3;8.8;34.2;4.5
226;Woningbezit: huurwoning geen huurtoeslag;2011;1;6391;70506;61477;89513;127690;57309;7090;31596;3659;28036;44569;284;7432;32523;4330;1938;0.0;2.8;31.3;27.3;39.7;56.6;25.4;3.1;14.0;1.6;12.4;19.8;0.1;3.3;14.4;1.9;0.9;0.0;2.3;25.5;22.2;32.4;46.2;20.7;2.6;11.4;1.3;10.1;16.1;0.1;2.7;11.8;1.6;0.7;0.0;7.1;78.8;68.7;100;142.6;64.0;7.9;35.3;4.1;31.3;49.8;0.3;8.3;36.3;4.8
227;Woningbezit: huurwoning geen huurtoeslag;2012;1;6352;71522;61462;90186;128970;57904;7421;31834;3087;28724;45136;155;6973;34152;3856;2560;0.0;2.8;31.8;27.3;40.0;57.3;25.7;3.3;14.1;1.4;12.8;20.0;0.1;3.1;15.2;1.7;1.1;0.0;2.3;25.9;22.3;32.7;46.7;21.0;2.7;11.5;1.1;10.4;16.3;0.1;2.5;12.4;1.4;0.9;0.0;7.0;79.3;68.2;100;143.0;64.2;8.2;35.3;3.4;31.8;50.0;0.2;7.7;37.9;4.3
228;Woningbezit: huurwoning geen huurtoeslag;2013;1;6538;71718;65093;94698;131293;57835;7473;33105;3275;29605;43133;130;7304;31843;3857;2827;0.0;2.9;31.3;28.4;41.3;57.3;25.2;3.3;14.4;1.4;12.9;18.8;0.1;3.2;13.9;1.7;1.2;0.0;2.3;25.5;23.2;33.7;46.7;20.6;2.7;11.8;1.2;10.5;15.4;0.0;2.6;11.3;1.4;1.0;0.0;6.9;75.7;68.7;100;138.6;61.1;7.9;35.0;3.5;31.3;45.5;0.1;7.7;33.6;4.1
229;Woningbezit: huurwoning geen huurtoeslag;2014;106;6544;71283;63567;92354;128146;57455;7315;31217;3372;28787;42442;138;7118;31409;3777;3128;0.0;2.9;32.0;28.5;41.4;57.5;25.8;3.3;14.0;1.5;12.9;19.0;0.1;3.2;14.1;1.7;1.4;0.0;2.4;26.2;23.3;33.9;47.0;21.1;2.7;11.5;1.2;10.6;15.6;0.1;2.6;11.5;1.4;1.1;0.1;7.1;77.2;68.8;100;138.8;62.2;7.9;33.8;3.7;31.2;46.0;0.1;7.7;34.0;4.1
